tax_income_tax_year,tax_income_agi_bracket_code,tax_income_return_count,tax_income_total_agi_usd,tax_income_taxable_income_usd,tax_income_total_tax_liability_usd,tax_income_effective_tax_rate_pct,tax_income_payroll_withholding_usd,tax_income_self_employment_tax_usd,tax_income_capital_gains_net_usd,tax_income_qualified_dividends_usd,tax_income_retirement_income_usd,tax_income_itemized_deduction_total,tax_income_standard_deduction_total,tax_income_earned_income_credit_total,tax_income_child_tax_credit_total,tax_income_audit_rate_pct,tax_income_underreporting_gap_estimate,tax_income_refund_amount_total,tax_income_processing_time_days_median
2010,AGI_75K_100K,1356641,8945833599229.17,4157728019501.78,406086096402.09,4.539,175323510754.66,109991246349.59,368665154967.96,198847786693.68,591862163030.49,644779606521.0,1145037139447.93,970375185.88,7789330314.26,2.007,28074020083.59,334345511486.44,70
2024,AGI_0_25K,2477933,5073499636687.89,4663232052016.62,674405761940.11,13.293,403058768846.92,96130894230.56,139917476376.85,114016260211.16,469801625629.72,347612784380.54,971610176389.59,2814563009.22,22543437051.59,3.19,21308450202.05,474717703659.32,14
2007,AGI_1M_PLUS,286495,6902103739293.38,4903335687028.02,412063944441.42,5.97,184254765731.33,24624456415.1,41458605269.72,143436641474.86,4639725328.75,673376513286.71,897919477355.56,3046689480.44,25570464140.09,1.814,208390446199.47,264484703500.13,33
2019,AGI_75K_100K,3774552,3756563409180.1,2333670008370.11,690858560037.74,18.391,259584551044.36,10728661978.66,289720030592.21,24960337778.2,58521117707.6,410225927942.74,206900947085.79,1535280633.33,30472437190.31,3.217,222521137938.57,477509730830.56,17
2007,AGI_200K_500K,3630088,7362367438175.07,5769286947924.49,576790033208.48,7.834,293964827377.94,3410297755.35,460771873458.15,138858276673.78,521659943263.46,404786868108.62,422908945500.45,9875191946.93,13731371407.84,0.192,142350118618.69,493427930323.54,77
2010,AGI_100K_200K,7824817,3859236502675.71,1741340082949.4,251660088581.19,6.521,188748230120.12,16117369551.25,258965001261.22,72012709980.5,191550530165.9,100049050949.96,198686334789.8,9558329455.37,7538080450.85,0.55,207999961030.69,302239559918.74,77
2016,AGI_75K_100K,1556382,4663963504796.78,2897546945648.79,463003268228.53,9.927,215437436919.98,63332132333.99,55907856044.05,24089852005.32,316086120464.7,259830651808.31,281195959334.61,10886012452.08,21283432157.91,2.623,23872840303.03,120151255605.08,68
2018,AGI_25K_50K,859713,7160853593077.98,6325239002497.51,1337641369735.73,18.68,872018645020.54,4203689569.49,56832004581.31,42475266084.53,384586232412.54,119465223261.28,1695230899905.15,3281327552.93,25161016066.39,0.36,163862333798.29,129133587480.79,27
2020,AGI_100K_200K,1232684,7334771764305.02,6446091279833.12,1598669484283.27,21.796,1449266708294.1,1949847366.54,357268648887.71,134161032893.09,322491929085.4,567345564671.09,761100073670.46,2887854862.2,2798666103.4,1.44,117557788870.36,147383159123.67,98
2023,AGI_25K_50K,921461,6059917161874.04,4878501421832.71,1176291414616.44,19.411,952941897099.04,7336965768.35,102480719500.62,63203200383.76,319153507959.95,464466133424.69,1362812722990.8,3957505928.81,30595086798.68,0.917,107518009135.13,43172523432.26,91
2017,AGI_75K_100K,5859380,7972026843891.36,5284838425040.79,1162412663450.44,14.581,484125421569.41,108769880576.04,388939808965.11,139830941889.68,109795322298.82,165744815053.64,1286210380393.63,4110356546.65,18914853065.01,1.163,136602669172.73,70017676069.56,91
2021,AGI_0_25K,824749,7816138845803.92,4266750320072.23,1136774897934.03,14.544,916843027907.66,58890818681.24,285727881276.06,87250997230.08,493995878399.54,193661075353.54,1075198497192.62,1501001429.86,15530747074.3,2.698,91640903712.91,377512119142.33,104
2025,AGI_0_25K,565167,8012077052445.3,4038028205173.96,1025613057504.79,12.801,419743195955.66,63537619576.52,413582563927.24,29284733866.95,601680172649.87,181746168670.47,1059411127709.33,5910870376.85,28023658857.88,0.724,225550327403.95,214126825565.53,110
2005,AGI_0_25K,2989274,938471142726.0,579777890119.55,124323814014.9,13.247,64541819931.3,9761339398.77,56088432198.05,449079078.31,60051895895.74,88162437216.92,59413751190.61,5107278839.47,33684868732.37,1.55,89398608113.24,488661975447.46,72
2012,AGI_0_25K,6408236,2049928055427.24,1321061327989.11,351420404328.18,17.143,263670629993.46,14720976231.64,162063724882.83,28747535352.28,175214353306.0,2823314459.0,75126867237.74,10136287613.46,11153100390.76,0.084,280797496304.75,362259160129.52,112
2011,AGI_200K_500K,1029640,4348290665510.26,2997753875973.46,357785584104.75,8.228,212587708673.27,53685260343.72,175994395721.95,127888007393.07,55989373875.84,470152873443.62,319894409219.33,10713679892.92,11090085444.11,1.728,251143166395.47,227182031648.35,26
2023,AGI_200K_500K,3998733,7938334290245.74,7071806271014.2,645213220785.4,8.128,500208000157.45,40738023672.19,88831423345.04,223514112035.54,64636740826.85,813766471788.26,392837022881.19,592565891.14,17019423494.84,2.767,175860918942.69,249406406271.72,42
2022,AGI_200K_500K,2598002,4053762645433.75,3677890089368.72,1070439333387.44,26.406,969394276011.33,7069241938.97,209359421783.95,1928854589.89,93198517820.28,514745363606.95,436588061546.29,7580100628.71,18763806036.84,1.281,158891731636.78,111987063558.76,70
2010,AGI_100K_200K,4138408,2483195733561.99,2258433964894.1,341374638974.44,13.747,270809074767.92,16234195344.46,175969574361.57,42477361595.3,26561891513.17,389762086393.02,483832698514.26,2341880136.24,30361545922.08,2.692,291567825358.39,424582678284.78,30
2015,AGI_25K_50K,6054163,6484881760501.73,3606005065333.08,1048999829822.21,16.176,889041263688.92,19082494027.66,198014857630.98,1795729714.6,152194352827.18,148145204393.46,644295180337.52,1106423803.29,34434046097.45,0.472,58545233271.33,471462512746.01,15
2016,AGI_75K_100K,6740410,7930967748212.26,6860057024713.92,1447901459733.96,18.256,565488140416.55,86462691498.21,296903591309.68,6330431846.4,406600205007.26,1013686617297.3,994316718485.46,11819706893.03,16605545328.57,1.723,195218587899.24,348261215198.1,63
2019,AGI_75K_100K,3046728,7051807576547.15,6089527645799.75,1464007899381.89,20.761,663598859478.63,83848975320.91,368689676558.34,176585434448.36,91707270555.24,235866843113.55,606874311621.37,3198672498.56,6766528990.29,0.614,116851642458.91,307140219456.83,111
2009,AGI_100K_200K,5896829,1439310567444.31,908117026980.41,72095238043.52,5.009,26895020926.71,10301249002.02,77268256424.11,9273605192.16,1452194082.22,6481491352.6,50993199971.31,243558581.97,34304116366.76,0.614,77392151464.21,145252017835.4,71
2016,AGI_1M_PLUS,3298778,6667437240507.02,4972861513850.83,787797928733.04,11.816,615097936856.93,64081643025.92,478725999524.51,26206916851.58,24783471859.22,760069014020.74,320552021267.83,5801937069.91,8706894080.14,2.462,201679291807.4,173141404440.67,46
2014,AGI_200K_500K,7602095,5698336005187.08,4525287315703.91,1236350172707.56,21.697,753050750427.16,11305949829.46,440204603576.2,67847401566.02,526651207016.52,708872450942.85,758637901119.02,3034197517.65,10207376671.06,3.379,264040669233.44,202001037236.32,35
2010,AGI_50K_75K,1602463,6623491612372.5,3472969799476.45,783648485416.41,11.831,649730542119.98,104859030850.58,215423989447.74,28914795309.49,243976001024.76,306882661067.68,345557206119.34,2922026614.15,20084731200.56,1.615,138576626464.79,469244338786.86,72
2007,AGI_0_25K,224842,3650114637169.31,2466071014717.26,286892484064.36,7.86,203909979082.7,840308674.58,144727986709.41,8165312571.46,292060965499.12,185503601117.22,411505253882.93,6882521096.43,124042221.17,1.509,161323209639.45,113417641270.57,39
2022,AGI_75K_100K,2715635,2335762988011.46,1469391286241.62,394751239918.8,16.9,246375443757.82,38361632587.52,165724186683.25,51569765097.53,140117841118.9,152708205729.02,111419271368.92,1227027421.84,24711651497.14,0.139,28623907705.01,212701936865.46,12
2006,AGI_200K_500K,4598483,5307878684920.84,3043732361509.24,892715829960.39,16.819,749171303377.32,1051451728.62,360387226515.63,33519565178.73,442754764112.1,249422961149.86,697807321993.96,3850211264.54,6605776612.22,1.682,19806569238.37,84224042965.97,39
2018,AGI_75K_100K,7307600,1895014983520.07,978489804107.85,236337946969.24,12.472,144689963308.32,4177099208.77,76289527803.1,608531498.41,87449873049.12,74451267325.23,199076521909.8,8694122884.54,17975008001.92,2.756,50184867540.62,466962805062.82,57
2018,AGI_200K_500K,1997222,4417230166700.76,2093774879680.24,295853818740.1,6.698,188596345310.89,32715012526.11,100397587585.43,3879256013.89,49693345731.79,253894381568.89,331315588941.16,485065882.48,16360216387.15,1.8,158856025962.59,265674610922.05,13
2009,AGI_100K_200K,4677670,5620464654448.77,4116471385591.22,1071293133746.16,19.061,731869506220.41,83054324059.62,422297643227.89,63226496734.72,264020860510.66,157061585920.76,662215524897.95,10230513174.89,3067369445.76,1.313,267055718977.26,134946374877.0,53
2019,AGI_100K_200K,159553,2926228569644.19,1392953039674.67,406863177892.28,13.904,163854070311.36,29686126076.22,186570637601.72,84691060926.47,256600868341.44,121010882990.97,377430950891.23,5500670654.77,14296214626.36,2.963,150394559362.28,268288806159.28,66
2021,AGI_100K_200K,5621927,6442806356955.36,4147865842888.61,884329943315.45,13.726,544323443866.72,27212937.94,491504123270.52,182088350333.36,379983120677.11,283831116604.16,535768752237.08,2799047213.03,19404111244.54,1.194,155469581101.39,320028237436.07,93
2014,AGI_100K_200K,6045223,6546434523029.87,4688569249809.28,1295876564893.15,19.795,944141660479.17,6261753891.82,77956791105.07,123975360693.89,180298173559.91,510044683214.41,1094953349259.9,4681447508.47,11230303728.9,0.258,125653924446.22,101696200622.01,26
2012,AGI_25K_50K,6215656,1898270558539.9,1620380269463.97,453996020717.89,23.916,429764843636.19,1030207985.62,3191305888.96,51804694634.26,168776548932.81,23473731443.74,248402060376.54,6586618880.04,17261033723.66,2.556,243035337380.12,71544380201.84,118
2006,AGI_25K_50K,2010852,5355534172533.73,4321708837071.21,913038946039.65,17.049,866701726483.03,23156212258.13,222914704362.99,7833661245.95,49918839342.12,31162113673.03,714365427605.01,9488206310.94,26852516213.76,0.292,238533452716.64,167962315732.97,14
2017,AGI_75K_100K,1069984,8111192338026.78,5466301318127.81,1098596143605.13,13.544,660239651236.22,48051295679.81,11332642599.93,23835914114.87,762131124423.89,575361061689.71,728457427337.16,8831076341.71,21342787442.85,3.476,257259239553.72,463820113075.72,85
2005,AGI_100K_200K,2647434,4931058982482.36,2952548694047.09,423576060560.97,8.59,383041847927.74,73383005020.48,311748912712.8,56866913039.45,165205333397.81,306840830398.49,604785710899.67,2620526529.31,23869405162.15,2.072,247610013088.55,228721371656.86,26
2023,AGI_25K_50K,7816318,3566748636042.69,2098144236774.04,207255132564.54,5.811,147515623342.85,27506332907.05,219452913382.08,11733732852.58,2703756329.56,138113697931.82,351461257289.4,6966873840.5,14986967064.77,1.773,204845272533.36,470818526077.1,110
2016,AGI_100K_200K,827947,1383362241790.54,1129016572580.79,321039212658.27,23.207,302270235167.46,26036467705.63,60034463864.23,13211062611.25,70207710630.17,27904535026.99,172975303339.28,8397051869.98,16482140088.39,0.647,161483637123.94,232507036272.64,80
2025,AGI_50K_75K,6939109,745829908701.08,598136178568.84,49659082348.64,6.658,30123787414.05,9848858641.69,16953564744.6,20284150559.23,68012136925.44,16755448440.96,99697120959.88,3657495205.63,20194602316.49,2.529,226810821289.54,482466790232.98,57
2017,AGI_100K_200K,3571921,6463387256975.54,4649174833945.26,821246706788.32,12.706,662307305905.17,112279984259.25,506287598623.71,181623940876.22,229642581510.49,156834756383.81,368247212792.7,3120616387.53,5501827019.47,1.372,225798311019.21,22744067202.24,69
2014,AGI_25K_50K,5166234,6146352623738.11,4922076548516.06,1045801738462.78,17.015,900615880476.56,54623657048.25,176755953611.39,98016842391.9,408288825972.05,720060287367.02,704767728724.03,6571198174.28,4571731332.88,2.967,103858062038.43,247040278374.84,59
2024,AGI_0_25K,5076450,351211608149.61,220919792859.29,63148855665.14,17.98,50655932320.3,3091887400.72,21852475890.4,10056678810.49,8425648548.64,1575435710.53,43921569336.28,9948372255.27,28765194748.11,1.272,34113316.16,265705270679.49,37
2008,AGI_0_25K,7134135,1025161683931.19,497433462416.09,110487943922.64,10.778,64218878439.08,5637728624.61,16951343501.2,19464104795.26,26843736390.09,17912304626.44,108797229458.09,9125291501.53,20021907055.01,2.876,157428454264.01,82230464712.78,27
2025,AGI_0_25K,5738186,240980981433.44,122970538704.0,35384585755.78,14.684,23160802415.07,4665828642.42,4318449055.96,2399265346.04,3453543035.97,15454714918.1,14073572873.89,11501935642.48,5480335234.49,0.818,124071081214.13,360199411918.39,8
2015,AGI_200K_500K,6575730,175863487282.38,146407990194.48,26389078464.34,15.005,12904017130.08,2658838185.82,463460840.95,4216698412.66,7659132269.68,2234189543.12,30133202281.64,7781832275.68,10362126001.29,0.402,145110114272.47,207274994684.8,60
2024,AGI_0_25K,2752016,6675697841278.92,3759785279303.52,1010437386461.57,15.136,947680426916.56,77911185189.57,247715145886.48,100678398729.87,149491727098.66,25587390254.83,334960076995.35,11808478445.92,6156702451.88,1.067,258398817485.54,90032235116.17,116
2016,AGI_25K_50K,146770,6806355395398.05,3091380457706.29,664881904008.9,9.769,513164924010.61,94387970717.62,295379473083.65,155016070304.3,650661840113.72,21261498700.62,338522943604.88,1181329467.72,25115194932.12,2.376,264596436388.48,455714278848.44,78
2016,AGI_50K_75K,1907046,6826351740870.54,6256485766117.18,309551198426.86,4.535,236925155051.38,56027628139.0,371853057991.24,74065493025.86,618351969208.03,132566955414.29,1373698375401.66,9333194142.69,23141421618.19,1.979,33270909581.12,103818176532.0,75
2023,AGI_25K_50K,5796081,1441966241956.32,1203869820679.73,193854761122.23,13.444,109309678965.35,7756162059.71,14716726183.65,21038192449.45,45398278673.24,149356589411.04,236543825367.75,579181648.1,11980269246.77,3.487,131393390775.5,459379218552.77,85
2019,AGI_0_25K,1064247,7158932522151.93,4401003773742.5,821271635581.06,11.472,340554006462.6,26079066367.04,332160360289.82,78558960501.21,489527679975.04,543808566451.33,1159282585920.66,8994275259.11,17576258952.63,0.693,208041313430.92,497362699293.59,63
2018,AGI_500K_1M,2943219,6427095415361.8,5443786310247.86,824941280122.08,12.835,749052346083.07,95553685909.09,429545517116.88,155300964893.74,19102213623.05,152285094577.01,530153496158.72,5529601617.43,31650342727.56,2.538,58378584202.94,337093890602.42,20
2025,AGI_75K_100K,6809000,8090793822504.87,4907999455639.9,1137311762582.39,14.057,870825227851.85,16520604352.71,559693228517.82,106954085318.36,74907593171.92,486060707624.29,1193975054787.32,3013865478.8,22176332326.7,2.106,288357286547.02,218374602415.94,35
2020,AGI_0_25K,935003,6476187740026.58,3036477925534.85,164603851759.43,2.542,117045210770.78,114608626341.23,36812808226.49,140543288780.56,80438743484.09,470671143595.77,322205656466.19,10526267261.06,3668161705.11,2.748,99968748954.1,358733446841.68,34
2022,AGI_500K_1M,4548860,1161856032204.35,543199157409.63,33651446463.39,2.896,20673895747.61,21380694501.82,57680768129.27,1362488049.63,43518837219.43,16002545812.03,105645446377.48,9705498158.94,1161418657.15,1.653,103129355291.53,370754614883.78,110
2014,AGI_25K_50K,452304,4122834671873.04,3273944653261.01,312377213130.42,7.577,230538220318.01,1923977891.7,37003521617.71,41767025047.34,406829327804.95,195147183040.29,868339427019.01,9922541286.88,17589046989.75,2.99,228668308155.29,268939622703.16,64
2019,AGI_0_25K,2412714,1042980913751.1,482518145392.08,134382483007.66,12.884,56344423649.56,9193832553.38,35351013923.47,26999047451.42,57740432296.3,62609905546.54,45008234585.12,8315480095.42,14425234879.74,3.404,134247991377.68,479678302.34,22
2019,AGI_0_25K,1970827,8336565023862.17,5433603547755.24,1394467148217.68,16.727,615231545652.09,85246594925.48,503751139183.96,28291026825.28,145174225360.41,114577946510.63,1199838971561.24,6586852026.23,6818138413.82,3.462,155519969498.42,206074887535.45,49
2013,AGI_200K_500K,6126591,7947031166487.1,3596173201755.88,1002192265389.17,12.611,619061526568.33,82467317964.08,552732019797.4,50895602758.15,114339696222.5,588038353199.74,480570448411.71,525987694.31,15951849922.73,2.868,198266886017.95,138923265723.37,119
2014,AGI_75K_100K,7476076,7636736882824.42,4691743798192.86,947713740322.37,12.41,701711797551.9,104953824027.15,398405380733.85,146476894828.34,724252252253.24,328965106423.61,871991810871.53,9355609791.39,33941142181.83,2.678,21608926517.76,277761532764.25,79
2012,AGI_100K_200K,6940440,5270527279397.03,4848704694766.41,1017136024600.85,19.299,561981410047.87,35693694420.45,195057822529.16,57898175284.09,290347609956.62,416001824359.5,573627496243.16,9569437974.71,1365594559.58,0.477,59669242033.56,157549970092.31,102
2014,AGI_200K_500K,6621808,2985848875093.51,2506560992401.6,362095725664.58,12.127,318209323498.73,17656668252.26,80337403834.53,24117889897.3,211237790897.17,190466676353.57,545795119697.05,2462360792.66,29438233356.02,1.315,286856988882.15,302172937084.66,38
2015,AGI_50K_75K,5502521,1187585611137.45,580276039486.71,43491252581.78,3.662,34358456633.36,17122289640.3,120708515.08,875128383.6,61785604239.44,22437260208.94,161848141315.73,2563496425.65,13288843408.18,0.452,23093887601.0,15451722572.02,49
2019,AGI_500K_1M,1376383,8943671165642.13,4116754846906.12,855292985839.57,9.563,672127553625.6,120366757374.41,665226004724.53,135478374940.08,261879311698.85,330213095250.53,882131718883.55,11729877232.69,29962797069.14,0.412,40483563875.91,217997630406.35,65
2014,AGI_0_25K,7153171,7723404717549.28,3916795589379.26,746436350882.94,9.665,590444872307.77,41151745634.03,408761313476.13,160209552472.92,688222680425.03,118553490047.61,332031601580.58,8906060825.28,7962739505.81,0.398,259424316313.3,403383708205.95,35
