civic_ballot_election_cycle_year,civic_ballot_measure_id,civic_ballot_measure_type_code,civic_ballot_measure_topic_code,civic_ballot_ballot_title_short,civic_ballot_signature_requirement_count,civic_ballot_signatures_verified_count,civic_ballot_qualification_status_code,civic_ballot_campaign_spend_support_inr,civic_ballot_campaign_spend_oppose_inr,civic_ballot_endorsement_count_support,civic_ballot_endorsement_count_oppose,civic_ballot_media_mentions_count,civic_ballot_polling_support_pct,civic_ballot_polling_oppose_pct,civic_ballot_vote_yes_total,civic_ballot_vote_no_total,civic_ballot_measure_passed_flag,civic_ballot_implementation_start_date,civic_ballot_legal_challenge_flag
2023,BM2023-01067,REFERENDUM,HEALTH,HEALTH_MEASURE_T9DH,221275,209520,FAILED,18431111,63821130,9,6,1293,51.98,32.05,43678,51737,0,2025-05-22,0
2022,BM2022-01068,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_9S0U,217075,229710,PENDING,74858569,15941094,12,4,1532,30.54,66.42,423888,448555,0,2022-09-26,0
2021,BM2021-01069,REFERENDUM,EDU,EDU_MEASURE_8X92,177606,186221,QUALIFIED,42547049,48701276,9,3,1324,64.16,31.4,154765,204561,0,2021-07-20,0
2022,BM2022-01070,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_FJE5,175613,158714,FAILED,3588855,48154026,3,8,188,36.29,42.44,113212,97572,1,2024-02-28,0
2025,BM2025-01071,INITIATIVE,INFRA,INFRA_MEASURE_UD1A,145672,178475,PENDING,7601146,80237841,3,7,491,69.65,24.87,572863,407067,1,2026-02-18,0
2014,BM2014-01072,INITIATIVE,INFRA,INFRA_MEASURE_J8DY,249034,263703,PENDING,57579455,48463730,5,7,229,37.99,31.11,145372,95004,1,2015-11-19,1
2025,BM2025-01073,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_MN9T,13151,15833,QUALIFIED,17403594,69307734,10,8,1316,69.3,25.28,562559,296277,1,2026-07-21,0
2025,BM2025-01074,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_7GWR,112852,105764,FAILED,44481747,68256982,4,7,1483,48.57,26.09,137470,199569,0,2026-04-23,1
2021,BM2021-01075,INITIATIVE,EDU,EDU_MEASURE_H4GY,157422,180426,QUALIFIED,1602675,22135662,7,7,740,51.55,44.17,250494,188497,1,2021-12-16,0
2026,BM2026-01076,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_RRQS,69526,50088,PENDING,11651682,25232838,7,4,1113,46.52,50.24,549983,466025,1,2026-06-29,0
2021,BM2021-01077,STATE_POLICY,INFRA,INFRA_MEASURE_NH2P,34251,29244,FAILED,55270451,30599752,7,6,12,60.1,33.66,163957,95322,1,2021-11-10,0
2015,BM2015-01078,INITIATIVE,HEALTH,HEALTH_MEASURE_DJVV,215308,199658,FAILED,69426008,35874223,7,5,673,68.58,25.85,429656,296151,1,2016-03-23,0
2019,BM2019-01079,INITIATIVE,ENV,ENV_MEASURE_ATTK,21525,20575,FAILED,50327075,34967753,5,4,1748,50.73,26.23,177431,257747,0,2019-09-10,0
2021,BM2021-01080,STATE_POLICY,INFRA,INFRA_MEASURE_4GVA,48617,39159,FAILED,37855434,70317791,4,5,1786,44.62,38.52,320833,551687,0,2022-07-02,0
2020,BM2020-01081,STATE_POLICY,INFRA,INFRA_MEASURE_E5BC,215509,167469,FAILED,19699188,87675876,9,7,1200,36.6,39.0,330579,431191,0,2021-11-17,0
2017,BM2017-01082,INITIATIVE,ENV,ENV_MEASURE_DL8L,96242,97632,QUALIFIED,13783205,64417517,12,9,859,62.73,24.35,353083,253181,1,2017-08-06,0
2016,BM2016-01083,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_H8RF,44692,44691,FAILED,11732329,67251909,7,4,954,54.72,28.05,584732,440693,1,2016-09-19,1
2022,BM2022-01084,REFERENDUM,HEALTH,HEALTH_MEASURE_9VD5,51039,57036,QUALIFIED,65745965,5837087,9,4,126,55.83,26.95,401955,211999,1,2024-06-28,0
2025,BM2025-01085,STATE_POLICY,EDU,EDU_MEASURE_2N33,157288,186671,QUALIFIED,23591875,76363189,6,11,300,63.16,22.69,251798,277151,0,2025-12-28,0
2015,BM2015-01086,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_VLW2,40586,41607,QUALIFIED,7816565,11336518,9,9,21,46.03,35.96,467527,339736,1,2017-06-17,0
2016,BM2016-01087,REFERENDUM,HEALTH,HEALTH_MEASURE_9RT7,86071,68788,PENDING,57917107,15358026,8,4,1596,64.34,30.86,403540,314500,1,2018-04-10,1
2022,BM2022-01088,STATE_POLICY,INFRA,INFRA_MEASURE_WUQI,209901,186664,FAILED,61860593,69621836,11,8,1670,59.42,30.31,371740,441769,0,2022-12-09,0
2021,BM2021-01089,STATE_POLICY,TAX,TAX_MEASURE_9VOB,132132,136099,QUALIFIED,66016452,45423362,2,4,516,60.3,29.59,232269,209119,1,2021-08-13,0
2014,BM2014-01090,INITIATIVE,TAX,TAX_MEASURE_QPIG,16506,12115,FAILED,49206085,53414594,11,6,1779,34.88,43.64,395239,258579,1,2014-05-15,0
2017,BM2017-01091,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_2UPF,85137,86369,PENDING,5257101,35838695,6,5,973,41.32,51.0,370836,462585,0,2017-06-06,0
2015,BM2015-01092,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_WQX1,197950,148884,FAILED,16829715,2812745,6,4,199,63.4,29.02,225253,178948,1,2015-10-12,0
2017,BM2017-01093,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_6PH1,201478,200572,PENDING,41188423,45583443,8,9,351,35.44,36.01,393014,319242,1,2019-09-06,0
2019,BM2019-01094,STATE_POLICY,INFRA,INFRA_MEASURE_AEMY,178474,170063,FAILED,18333020,79708047,6,4,477,32.82,39.5,235848,324290,0,2019-10-18,0
2016,BM2016-01095,REFERENDUM,INFRA,INFRA_MEASURE_YH30,222427,224041,QUALIFIED,61726476,83660168,4,7,1684,43.72,22.07,189173,106662,1,2018-05-16,0
2019,BM2019-01096,STATE_POLICY,EDU,EDU_MEASURE_3VSO,182972,193722,PENDING,69440458,39606450,5,5,466,41.55,51.63,468100,434951,1,2020-03-23,0
2018,BM2018-01097,STATE_POLICY,EDU,EDU_MEASURE_B1MV,24524,25529,QUALIFIED,66386379,54222881,10,12,1584,44.62,32.06,174985,213086,0,2018-04-24,1
2018,BM2018-01098,INITIATIVE,HEALTH,HEALTH_MEASURE_S9R3,153547,164213,PENDING,10313553,50125510,7,5,698,49.42,33.04,603580,382204,1,2018-04-26,0
2019,BM2019-01099,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_869O,156728,181990,QUALIFIED,11010725,87992388,10,2,992,44.91,31.15,40102,52580,0,2019-12-20,0
2022,BM2022-01100,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_BNFO,80713,60163,PENDING,56339741,59330667,6,3,374,39.24,26.02,375115,668256,0,2023-04-05,0
2014,BM2014-01101,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_P25V,242975,250214,QUALIFIED,15928892,47513388,5,7,326,55.61,35.52,40820,48185,0,2014-02-05,0
2020,BM2020-01102,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_MQ0N,160239,118964,FAILED,9030279,63345253,7,4,1431,36.36,36.13,322018,258844,1,2021-02-14,0
2021,BM2021-01103,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_W90M,140180,133655,PENDING,70158020,82591972,3,9,916,36.3,36.57,183212,127614,1,2023-09-05,1
2021,BM2021-01104,INITIATIVE,HEALTH,HEALTH_MEASURE_465X,103107,118376,QUALIFIED,39308888,49492081,10,2,1772,34.05,46.4,108724,161166,0,2021-05-01,0
2015,BM2015-01105,INITIATIVE,HEALTH,HEALTH_MEASURE_ANPG,188067,189713,QUALIFIED,64761647,87597718,10,8,423,47.35,32.03,329518,332996,0,2016-03-13,0
2023,BM2023-01106,REFERENDUM,ENV,ENV_MEASURE_0Y0W,213663,207330,PENDING,73922306,79239817,5,4,718,56.75,32.91,398849,410581,0,2023-07-14,0
2018,BM2018-01107,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_XJ5I,20153,22723,QUALIFIED,66719903,72968295,13,5,924,69.42,26.23,737744,415022,1,2019-05-22,0
2019,BM2019-01108,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_T71R,67758,68078,QUALIFIED,9411392,60182715,5,6,1598,68.25,27.71,634225,370811,1,2021-03-31,0
2026,BM2026-01109,REFERENDUM,HEALTH,HEALTH_MEASURE_IH0N,118445,141167,PENDING,69038452,22259563,9,10,901,46.22,32.21,259761,146849,1,2026-01-01,0
2025,BM2025-01110,STATE_POLICY,ENV,ENV_MEASURE_GZEO,249335,242724,FAILED,49420571,77305104,8,2,7,56.2,31.88,96061,143581,0,2026-03-06,0
2018,BM2018-01111,STATE_POLICY,HEALTH,HEALTH_MEASURE_9SZJ,139727,116948,FAILED,17412078,47313861,6,4,323,30.37,31.33,657164,185354,1,2019-08-22,1
2023,BM2023-01112,REFERENDUM,INFRA,INFRA_MEASURE_HH85,69143,79574,QUALIFIED,26602626,364109,8,6,457,59.16,25.46,539412,256672,1,2025-09-26,0
2019,BM2019-01113,REFERENDUM,HEALTH,HEALTH_MEASURE_A5H3,62079,48445,FAILED,29230929,20142270,8,9,688,69.95,25.08,55259,74323,0,2020-03-16,0
2017,BM2017-01114,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_LB0F,6521,6472,FAILED,61868271,48846343,5,2,458,37.25,31.06,385689,487712,0,2019-06-29,0
2023,BM2023-01115,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_ITWP,226119,187347,FAILED,7772759,59012917,4,2,924,44.65,44.36,656378,393088,1,2024-01-21,0
2022,BM2022-01116,INITIATIVE,HEALTH,HEALTH_MEASURE_7QXJ,138867,126168,PENDING,71487720,44125290,7,9,1256,54.39,42.55,27626,31350,0,2023-03-03,0
2019,BM2019-01117,STATE_POLICY,INFRA,INFRA_MEASURE_0I48,19202,19507,QUALIFIED,60570461,11266683,5,5,755,56.78,43.19,46186,67667,0,2019-03-04,0
2020,BM2020-01118,STATE_POLICY,TAX,TAX_MEASURE_3URE,46659,44644,FAILED,44341597,34519777,3,6,187,38.71,38.97,297157,263731,1,2020-04-10,0
2025,BM2025-01119,INITIATIVE,EDU,EDU_MEASURE_Z1K3,225087,177393,FAILED,25134959,79059440,6,10,874,66.93,27.49,341885,483028,0,2025-08-08,0
2014,BM2014-01120,REFERENDUM,EDU,EDU_MEASURE_AWPR,199788,141947,FAILED,22243304,28708789,9,3,364,61.98,32.71,327690,220606,1,2016-01-01,1
2023,BM2023-01121,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_5LO9,115207,110695,FAILED,41043966,78615767,7,8,1217,60.4,38.47,306644,413635,0,2023-03-11,0
2018,BM2018-01122,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_5RWH,138038,131356,FAILED,17368507,21101070,8,10,1765,57.0,40.95,279885,299428,0,2020-12-06,0
2015,BM2015-01123,INITIATIVE,TAX,TAX_MEASURE_5ADJ,193883,219089,QUALIFIED,29455828,41438471,9,5,904,41.32,33.29,357361,406229,0,2017-11-29,0
2020,BM2020-01124,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_5NZR,68321,75492,QUALIFIED,73512713,75361830,5,4,421,43.57,54.48,473787,367979,1,2021-02-06,0
2014,BM2014-01125,INITIATIVE,HEALTH,HEALTH_MEASURE_A3M1,121817,130481,QUALIFIED,62253453,19347354,8,8,1593,47.51,38.59,467617,408025,1,2015-04-17,0
2015,BM2015-01126,INITIATIVE,INFRA,INFRA_MEASURE_B1BO,44315,53779,QUALIFIED,2889134,38814773,12,6,1239,56.26,21.23,202313,57063,1,2015-04-02,0
2023,BM2023-01127,STATE_POLICY,HEALTH,HEALTH_MEASURE_PQRW,171899,139854,PENDING,65626493,86651540,13,5,1067,33.49,47.63,346786,406788,0,2023-10-29,0
2020,BM2020-01128,REFERENDUM,TAX,TAX_MEASURE_VIZ7,22979,19502,FAILED,24603345,23946738,7,5,512,54.0,32.6,476794,560030,0,2021-01-10,1
2016,BM2016-01129,INITIATIVE,ENV,ENV_MEASURE_DGQN,193771,165700,FAILED,20380614,25053487,7,8,938,47.85,30.07,212737,100552,1,2018-11-11,0
2020,BM2020-01130,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_D0H6,6314,7805,QUALIFIED,31283164,71784481,6,3,1483,35.96,25.94,417906,476042,0,2020-02-29,0
2020,BM2020-01131,STATE_POLICY,INFRA,INFRA_MEASURE_7QMY,216787,183656,FAILED,2771468,48519815,7,3,221,58.37,28.58,502597,673969,0,2022-06-23,0
2022,BM2022-01132,REFERENDUM,INFRA,INFRA_MEASURE_U1W1,183738,130435,FAILED,59108767,54408986,5,4,147,34.48,23.51,382699,775708,0,2024-06-06,0
2022,BM2022-01133,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_53JR,145228,143569,FAILED,63837536,57347728,6,9,620,59.53,34.99,97834,116602,0,2024-08-14,0
2018,BM2018-01134,STATE_POLICY,ENV,ENV_MEASURE_HTXP,69721,58694,FAILED,29698055,54171646,6,6,503,34.11,21.96,125966,76217,1,2019-11-07,0
2016,BM2016-01135,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_82IS,34593,25556,FAILED,43870923,57805806,6,4,1244,36.13,20.93,428372,511245,0,2016-04-03,0
2020,BM2020-01136,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_H7LK,63850,76773,QUALIFIED,74971212,23175609,10,5,864,69.92,29.9,439920,299710,1,2021-02-03,0
2024,BM2024-01137,REFERENDUM,HEALTH,HEALTH_MEASURE_5WRS,140989,156265,QUALIFIED,16749880,31552658,5,6,772,54.84,43.84,380403,479355,0,2025-08-31,0
2020,BM2020-01138,REFERENDUM,TAX,TAX_MEASURE_EQ5S,66562,54421,FAILED,13978789,77339853,5,5,1375,55.93,38.22,143803,131185,1,2021-06-15,0
2015,BM2015-01139,STATE_POLICY,HEALTH,HEALTH_MEASURE_I8P0,181018,186380,QUALIFIED,58085594,49209870,9,6,145,33.83,32.68,29239,42524,0,2015-02-22,1
2019,BM2019-01140,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_W389,29525,23993,FAILED,7221302,27979290,7,8,291,42.28,43.14,572835,536563,1,2021-04-10,0
2026,BM2026-01141,REFERENDUM,ENV,ENV_MEASURE_UUL0,159805,125549,FAILED,48366433,27835174,12,7,1213,42.15,27.06,642190,498840,1,2026-03-22,0
2014,BM2014-01142,INITIATIVE,EDU,EDU_MEASURE_HGWQ,7795,8632,PENDING,22106913,38576545,5,8,1682,54.76,35.6,367782,525404,0,2014-04-06,0
2017,BM2017-01143,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_AZMP,231772,240038,QUALIFIED,64715021,70387754,4,4,1698,66.99,27.51,184229,203974,0,2018-06-21,0
2026,BM2026-01144,REFERENDUM,EDU,EDU_MEASURE_0F4X,232121,171704,FAILED,46727455,12137970,8,7,116,30.0,48.49,390392,262799,1,2026-12-30,0
2019,BM2019-01145,INITIATIVE,ENV,ENV_MEASURE_8XOH,193835,186889,FAILED,6393624,77751831,5,3,904,32.57,25.17,192065,147893,1,2019-11-10,0
2021,BM2021-01146,REFERENDUM,ENV,ENV_MEASURE_3FI4,74005,87277,QUALIFIED,60374728,81557883,7,9,106,68.09,26.44,400540,287107,1,2021-04-07,0
2026,BM2026-01147,STATE_POLICY,HEALTH,HEALTH_MEASURE_JAIP,24730,22497,FAILED,58892376,84473928,7,2,117,62.89,21.67,571124,519417,1,2026-05-29,0
2021,BM2021-01148,REFERENDUM,HEALTH,HEALTH_MEASURE_J2CG,143026,122114,PENDING,53488708,66036809,8,5,1517,37.01,28.67,352747,243123,1,2023-02-06,0
2022,BM2022-01149,STATE_POLICY,TAX,TAX_MEASURE_7AF9,147543,145078,FAILED,3810646,42686431,3,7,101,60.62,21.26,523127,252460,1,2022-09-05,0
2026,BM2026-01150,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_D9LA,232012,182587,FAILED,65218175,79669849,4,9,874,53.61,38.67,223225,193879,1,2026-11-27,0
2026,BM2026-01151,INITIATIVE,TAX,TAX_MEASURE_C8FB,99868,102078,PENDING,16309556,72448840,4,8,414,34.45,32.19,260506,232859,1,2026-11-12,0
2016,BM2016-01152,STATE_POLICY,ENV,ENV_MEASURE_E6K5,179827,155219,PENDING,66865439,56796244,2,7,139,38.52,31.47,340445,301555,1,2018-03-11,0
2014,BM2014-01153,REFERENDUM,ENV,ENV_MEASURE_I86M,211291,238349,QUALIFIED,49360862,14514819,5,7,174,53.01,35.92,160322,380474,0,2014-10-18,0
2026,BM2026-01154,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_Q6M1,80119,71281,FAILED,37042645,43592071,5,8,1080,60.05,33.53,486864,466711,1,2026-10-30,0
2016,BM2016-01155,STATE_POLICY,ENV,ENV_MEASURE_QH37,18435,20290,QUALIFIED,13143407,26950367,7,8,366,33.49,36.33,161521,148701,1,2017-01-18,0
2016,BM2016-01156,INITIATIVE,HEALTH,HEALTH_MEASURE_3LYI,173378,194249,QUALIFIED,57908714,85244690,8,5,1186,31.3,25.13,538436,382621,1,2018-10-23,0
2022,BM2022-01157,REFERENDUM,HEALTH,HEALTH_MEASURE_4TR4,196860,178036,FAILED,27230149,86795947,8,5,1487,34.16,24.99,390294,545580,0,2022-07-03,0
2025,BM2025-01158,INITIATIVE,ENV,ENV_MEASURE_5PJE,150338,145230,FAILED,23973122,5117151,4,7,140,49.14,47.12,415518,508406,0,2025-11-16,0
2022,BM2022-01159,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_SGNX,163662,173574,QUALIFIED,10603383,80246699,7,6,179,53.44,20.9,156880,182937,0,2023-10-24,0
2021,BM2021-01160,STATE_POLICY,ENV,ENV_MEASURE_2XC6,158935,120963,FAILED,59569293,56102351,7,6,1434,39.17,59.77,95510,56500,1,2022-11-08,0
2023,BM2023-01161,REFERENDUM,TAX,TAX_MEASURE_BSU0,7189,6352,FAILED,63331078,57032896,9,6,1279,44.38,45.12,538326,416124,1,2023-11-01,0
2020,BM2020-01162,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_JSNY,171307,158311,PENDING,519990,51057222,7,4,962,48.8,47.24,274594,447066,0,2021-03-04,1
2016,BM2016-01163,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_31SK,157580,155303,PENDING,55704734,52917187,7,13,1474,56.73,25.48,688968,458392,1,2017-07-06,0
2020,BM2020-01164,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_40SE,118310,99396,FAILED,56104732,15183185,6,15,1259,55.53,27.09,204977,126455,1,2020-09-06,0
2017,BM2017-01165,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_OKIL,48792,56163,QUALIFIED,19350857,87617481,8,11,1121,39.24,24.37,229077,262106,0,2019-05-09,1
2021,BM2021-01166,STATE_POLICY,INFRA,INFRA_MEASURE_VN2V,161415,178605,QUALIFIED,66405826,21585656,9,8,921,38.54,43.13,806327,345329,1,2023-01-13,0
2025,BM2025-01167,INITIATIVE,HEALTH,HEALTH_MEASURE_4SCC,221140,230013,QUALIFIED,23010507,17156878,4,7,1487,37.4,33.97,160451,256187,0,2026-10-28,0
2019,BM2019-01168,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_FPLQ,191818,210449,QUALIFIED,25115294,74975758,13,3,491,69.45,29.65,129109,117906,1,2020-09-08,1
2020,BM2020-01169,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_RRN5,82637,84809,QUALIFIED,12830696,38330280,4,9,424,51.33,22.77,234135,223263,1,2020-07-13,0
2020,BM2020-01170,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_5EHQ,57146,53310,FAILED,61512422,73111822,14,6,62,37.34,35.11,144555,114084,1,2022-10-07,0
2023,BM2023-01171,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_V3RQ,86565,108120,PENDING,24732253,68058441,8,6,546,52.94,27.68,200889,325544,0,2023-10-19,0
2016,BM2016-01172,REFERENDUM,EDU,EDU_MEASURE_RZ56,170585,174335,QUALIFIED,15005614,77346096,6,8,718,46.07,49.6,471338,347785,1,2018-03-27,0
2017,BM2017-01173,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_3U0Q,133725,156015,QUALIFIED,6892630,43618257,5,3,1092,67.08,20.77,328496,248206,1,2017-02-16,0
2025,BM2025-01174,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_4DPH,200465,208118,QUALIFIED,2768626,37594734,9,7,1344,38.13,40.5,286313,264768,1,2025-05-14,0
2024,BM2024-01175,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_XRFN,136285,151258,QUALIFIED,4510003,43409432,3,8,33,42.21,29.83,74202,43812,1,2024-02-26,0
2019,BM2019-01176,INITIATIVE,HEALTH,HEALTH_MEASURE_671P,195587,211514,PENDING,47308676,40367398,14,4,256,51.27,47.05,547883,403392,1,2021-07-28,0
2014,BM2014-01177,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_0AK2,90083,104400,PENDING,33198558,82408605,7,4,594,53.01,26.78,98571,101348,0,2015-11-14,0
2022,BM2022-01178,INITIATIVE,INFRA,INFRA_MEASURE_FRM2,106527,92892,FAILED,52919953,34746105,7,3,1479,65.04,27.96,417654,592005,0,2022-10-20,1
2024,BM2024-01179,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_8YHD,101430,95619,FAILED,29511143,70100105,7,6,1758,33.31,40.87,451013,223730,1,2026-05-12,0
2017,BM2017-01180,REFERENDUM,EDU,EDU_MEASURE_M8MI,206288,197042,FAILED,60993522,58417864,4,6,1674,60.74,31.47,483994,641889,0,2019-03-21,0
2014,BM2014-01181,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_M85N,72623,84604,QUALIFIED,11697182,56843051,4,4,1454,50.78,45.46,400094,326082,1,2014-10-28,0
2023,BM2023-01182,STATE_POLICY,TAX,TAX_MEASURE_8PU8,134627,125121,FAILED,29354426,21263877,6,4,112,59.0,36.5,545751,403320,1,2023-01-03,0
2024,BM2024-01183,INITIATIVE,TAX,TAX_MEASURE_N8XZ,186032,155024,FAILED,30276250,30413716,4,6,217,48.31,20.52,298099,449427,0,2025-10-16,0
2017,BM2017-01184,STATE_POLICY,INFRA,INFRA_MEASURE_SU2M,64281,48167,FAILED,54858264,44021898,11,7,192,46.96,52.09,543526,565930,0,2019-07-31,0
2018,BM2018-01185,REFERENDUM,HEALTH,HEALTH_MEASURE_90DS,169488,176069,PENDING,47151779,1748888,6,4,865,39.4,58.58,239450,374413,0,2019-03-10,0
2016,BM2016-01186,REFERENDUM,HEALTH,HEALTH_MEASURE_HRNL,173045,212452,PENDING,47034137,6722250,8,6,395,48.52,33.81,378681,687889,0,2016-10-23,0
2024,BM2024-01187,STATE_POLICY,ENV,ENV_MEASURE_LFWU,97134,107844,QUALIFIED,50541243,82173171,2,8,138,68.76,29.79,188916,211388,0,2025-04-29,0
2022,BM2022-01188,INITIATIVE,TAX,TAX_MEASURE_ONB7,71628,58910,FAILED,49281535,30363134,6,2,137,44.61,23.0,639056,316596,1,2024-07-16,0
2016,BM2016-01189,INITIATIVE,EDU,EDU_MEASURE_YPS8,193605,186227,PENDING,73456623,69815394,7,8,575,36.93,52.54,138530,415590,0,2016-02-05,0
2018,BM2018-01190,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_Y9BN,202940,164360,FAILED,3440875,57259821,4,1,1123,51.83,31.39,438601,456795,0,2018-01-21,0
2014,BM2014-01191,INITIATIVE,ENV,ENV_MEASURE_CD4G,53965,37956,FAILED,13292523,10749503,7,6,967,48.03,39.8,169592,146953,1,2015-07-13,0
2026,BM2026-01192,INITIATIVE,INFRA,INFRA_MEASURE_KBZY,119494,132458,QUALIFIED,30129044,63573574,4,7,1614,31.98,58.6,377192,475686,0,2026-01-30,0
2025,BM2025-01193,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_HUIV,77633,88156,QUALIFIED,8241436,71094754,8,3,1229,65.06,28.67,57994,64134,0,2026-11-26,0
2022,BM2022-01194,INITIATIVE,EDU,EDU_MEASURE_X6TW,144041,129011,FAILED,22114441,57565738,4,3,1698,67.08,28.93,104509,143481,0,2022-03-07,0
2023,BM2023-01195,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_9CTH,155020,188665,QUALIFIED,64965395,45345469,2,3,308,54.72,31.12,422357,385151,1,2025-03-23,0
2026,BM2026-01196,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_8QD1,202592,210438,QUALIFIED,35064151,27153693,9,5,451,57.55,25.28,86367,35009,1,2026-07-04,0
2022,BM2022-01197,STATE_POLICY,INFRA,INFRA_MEASURE_O0J4,23098,28123,QUALIFIED,22625375,72164497,9,2,861,45.09,47.99,63445,61977,1,2022-05-30,0
2023,BM2023-01198,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_AISD,202741,219973,QUALIFIED,41547670,21569251,4,4,277,50.98,23.78,846543,242207,1,2024-04-18,0
2026,BM2026-01199,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_0OKK,211899,164617,FAILED,21728404,38822491,9,4,536,61.35,27.98,468156,428947,1,2026-03-02,0
2014,BM2014-01200,STATE_POLICY,HEALTH,HEALTH_MEASURE_JBQU,234273,234819,QUALIFIED,28639242,35756089,5,7,502,46.75,49.27,260959,291979,0,2014-09-09,0
2014,BM2014-01201,INITIATIVE,INFRA,INFRA_MEASURE_VPIV,143087,117272,FAILED,1033343,88948430,10,5,1044,67.03,31.06,162511,92761,1,2014-04-02,0
2021,BM2021-01202,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_DYR3,10256,7878,PENDING,57726784,33741003,10,10,1168,35.88,39.97,169093,168296,1,2023-04-09,1
2022,BM2022-01203,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_VGNQ,66396,58573,FAILED,4762373,33839276,8,3,1353,66.24,25.38,524579,363636,1,2022-04-02,0
2014,BM2014-01204,REFERENDUM,HEALTH,HEALTH_MEASURE_7J3H,94077,90704,FAILED,7170592,76454053,7,7,1146,33.76,26.13,128166,92907,1,2015-04-17,0
2018,BM2018-01205,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_DL3O,22410,16718,PENDING,10873505,37060977,11,7,419,40.53,23.53,290602,316764,0,2019-07-19,1
2026,BM2026-01206,INITIATIVE,TAX,TAX_MEASURE_WAFN,139324,125979,FAILED,43934593,63378696,7,11,685,69.85,25.46,502382,441755,1,2026-08-03,0
2025,BM2025-01207,REFERENDUM,ENV,ENV_MEASURE_72J8,149093,138254,FAILED,42461348,88912216,10,4,1307,35.34,58.1,261996,187276,1,2025-10-24,0
2017,BM2017-01208,STATE_POLICY,INFRA,INFRA_MEASURE_P9S8,147343,107194,FAILED,53188346,72666288,9,5,771,38.27,54.64,344109,595424,0,2019-07-08,0
2020,BM2020-01209,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_9GF2,92926,107693,QUALIFIED,62564803,21543001,14,2,1592,59.52,35.36,218413,373383,0,2021-05-21,0
2015,BM2015-01210,INITIATIVE,TAX,TAX_MEASURE_XX9X,211632,195998,FAILED,22799442,2227328,4,7,447,60.07,24.13,439134,651133,0,2016-02-27,1
