edu_he_reference_year,edu_he_country_iso2,edu_he_institution_id,edu_he_institution_type_code,edu_he_students_total,edu_he_international_students_share_pct,edu_he_graduation_rate_pct,edu_he_staff_fte_total,edu_he_research_expenditure_eur,edu_he_publications_count,edu_he_citations_normalised_index,edu_he_horizon_participation_count,edu_he_patents_count,edu_he_spinouts_count,edu_he_open_access_share_pct,edu_he_microcredential_offers_count,edu_he_european_universities_alliance_flag,edu_he_data_source,edu_he_revision_round,edu_he_data_extract_date
2018,FR,HEI_FR_8064,UNIVERSITY_OF_APPLIED_SCIENCES,14131,7.7,55.18,802,2667361234.06,9946,1.03,347,95,20,28.81,191,0,EUROSTAT_EDU,FLASH,2025-10-24
2019,IT,HEI_IT_8071,RESEARCH_INSTITUTE,27964,3.73,75.31,2194,1926132344.96,27348,2.003,250,77,22,34.78,171,0,SCIMAGO_EXPORT,BENCHMARK,2024-07-16
2020,NL,HEI_NL_8078,TECHNICAL_UNIVERSITY,5980,29.48,81.38,221,7097786226.8,6613,1.189,13,112,48,34.76,74,0,NATIONAL_HE_REGISTRY,SECOND,2025-04-05
2021,SI,HEI_SI_8085,PUBLIC_UNIVERSITY,27610,19.77,54.52,2102,1774592433.61,14515,1.493,416,162,41,69.49,96,0,INSTITUTIONAL_REPORT,FIRST,2025-07-17
2022,BG,HEI_BG_8092,PRIVATE_UNIVERSITY,10047,15.06,59.67,808,1573981826.35,18523,0.951,108,173,61,44.57,37,0,EUROSTAT_EDU,FLASH,2026-02-07
2023,EE,HEI_EE_8099,UNIVERSITY_OF_APPLIED_SCIENCES,40869,26.89,77.3,3412,2020988553.54,8243,1.404,417,75,47,70.78,146,1,SCIMAGO_EXPORT,BENCHMARK,2025-01-10
2024,HU,HEI_HU_8106,RESEARCH_INSTITUTE,10828,19.57,62.94,1509,2814068930.52,16116,1.424,210,151,46,29.9,236,0,NATIONAL_HE_REGISTRY,SECOND,2025-07-19
2025,LU,HEI_LU_8113,TECHNICAL_UNIVERSITY,34575,2.62,63.34,1620,7038854532.16,8894,1.627,315,235,115,73.23,459,0,INSTITUTIONAL_REPORT,FIRST,2024-07-08
2006,RO,HEI_RO_8120,PUBLIC_UNIVERSITY,71350,5.92,56.83,3181,619289635.06,4462,2.015,82,82,106,61.32,128,0,EUROSTAT_EDU,FLASH,2024-08-07
2007,AT,HEI_AT_8127,PRIVATE_UNIVERSITY,8763,24.27,43.37,421,2286580575.04,15194,1.439,146,31,33,49.43,43,0,SCIMAGO_EXPORT,BENCHMARK,2024-04-22
2008,CZ,HEI_CZ_8134,UNIVERSITY_OF_APPLIED_SCIENCES,53788,27.29,72.15,5392,1280054225.95,3087,1.426,10,132,94,21.11,7,0,NATIONAL_HE_REGISTRY,SECOND,2026-01-27
2009,DE,HEI_DE_8141,RESEARCH_INSTITUTE,54098,31.84,52.42,7788,2092989592.58,27797,0.838,282,105,14,33.57,172,0,INSTITUTIONAL_REPORT,FIRST,2025-07-06
2010,LV,HEI_LV_8148,TECHNICAL_UNIVERSITY,51381,28.36,66.62,6047,5423331557.59,19280,1.651,176,150,91,42.07,197,0,EUROSTAT_EDU,FLASH,2025-08-08
2011,PL,HEI_PL_8155,PUBLIC_UNIVERSITY,55766,21.15,65.97,6132,2291562854.9,8664,1.405,24,27,87,26.96,163,0,SCIMAGO_EXPORT,BENCHMARK,2024-04-01
2012,ES,HEI_ES_8162,PRIVATE_UNIVERSITY,44562,24.44,43.55,5457,143445298.59,17382,1.058,67,27,22,17.58,175,0,NATIONAL_HE_REGISTRY,SECOND,2025-09-28
2013,HR,HEI_HR_8169,UNIVERSITY_OF_APPLIED_SCIENCES,23646,12.38,64.03,697,2392329543.16,1982,0.594,239,117,59,29.91,140,0,INSTITUTIONAL_REPORT,FIRST,2024-09-17
2014,FI,HEI_FI_8176,RESEARCH_INSTITUTE,19126,15.94,60.76,2802,3266412733.4,21441,1.418,309,101,60,17.56,175,0,EUROSTAT_EDU,FLASH,2025-01-16
2015,IE,HEI_IE_8183,TECHNICAL_UNIVERSITY,5105,18.08,72.41,455,1769857420.71,20711,0.794,394,34,16,22.03,0,0,SCIMAGO_EXPORT,BENCHMARK,2024-06-30
2016,MT,HEI_MT_8190,PUBLIC_UNIVERSITY,92318,12.38,79.45,9363,1734523751.74,14069,0.694,376,8,8,41.62,129,0,NATIONAL_HE_REGISTRY,SECOND,2024-01-01
2017,SK,HEI_SK_8197,PRIVATE_UNIVERSITY,17726,28.09,46.52,1282,727675413.93,18963,0.752,242,54,59,46.75,139,0,INSTITUTIONAL_REPORT,FIRST,2024-12-09
2018,BE,HEI_BE_8204,UNIVERSITY_OF_APPLIED_SCIENCES,54099,18.84,60.77,6838,2638529524.18,20697,2.046,71,142,31,58.15,90,0,EUROSTAT_EDU,FLASH,2026-01-08
2019,DK,HEI_DK_8211,RESEARCH_INSTITUTE,51385,30.95,66.11,1990,1085675548.53,7052,1.897,41,214,82,43.76,46,0,SCIMAGO_EXPORT,BENCHMARK,2025-12-05
2020,GR,HEI_GR_8218,TECHNICAL_UNIVERSITY,11232,19.68,70.46,1196,1721288390.1,26767,0.816,372,192,9,23.72,135,0,NATIONAL_HE_REGISTRY,SECOND,2025-04-02
2021,LT,HEI_LT_8225,PUBLIC_UNIVERSITY,47333,21.32,49.96,3068,1443910584.85,3342,1.121,130,31,102,84.49,357,0,INSTITUTIONAL_REPORT,FIRST,2024-10-17
2022,PT,HEI_PT_8232,PRIVATE_UNIVERSITY,47510,25.71,61.15,4288,183493837.46,4940,1.958,36,71,15,23.32,197,0,EUROSTAT_EDU,FLASH,2025-10-30
2023,SE,HEI_SE_8239,UNIVERSITY_OF_APPLIED_SCIENCES,47558,26.96,45.19,5531,2746282512.02,13969,1.034,327,148,59,65.27,466,0,SCIMAGO_EXPORT,BENCHMARK,2025-07-28
2024,CY,HEI_CY_8246,RESEARCH_INSTITUTE,55174,26.18,72.7,9397,641639806.92,73,0.588,268,74,8,59.74,134,1,NATIONAL_HE_REGISTRY,SECOND,2024-11-21
2025,FR,HEI_FR_8253,TECHNICAL_UNIVERSITY,95221,14.64,65.57,7747,3990055521.26,6667,1.094,451,160,5,30.34,3,0,INSTITUTIONAL_REPORT,FIRST,2025-03-31
2006,IT,HEI_IT_8260,PUBLIC_UNIVERSITY,51630,29.34,49.56,4024,1289409855.11,10883,1.262,262,127,16,54.62,105,0,EUROSTAT_EDU,FLASH,2024-04-08
2007,NL,HEI_NL_8267,PRIVATE_UNIVERSITY,54160,14.39,72.0,2230,2451266847.34,7023,0.944,198,146,12,41.91,44,0,SCIMAGO_EXPORT,BENCHMARK,2024-04-25
2008,SI,HEI_SI_8274,UNIVERSITY_OF_APPLIED_SCIENCES,60786,10.09,45.4,3826,2606491139.78,19742,1.006,149,90,117,18.53,91,0,NATIONAL_HE_REGISTRY,SECOND,2024-05-12
2009,BG,HEI_BG_8281,RESEARCH_INSTITUTE,43269,3.75,75.52,3889,94775821.1,23852,0.844,294,91,27,31.36,101,0,INSTITUTIONAL_REPORT,FIRST,2024-11-14
2010,EE,HEI_EE_8288,TECHNICAL_UNIVERSITY,15475,12.33,76.47,1419,2107087481.8,34830,0.988,155,269,41,24.36,67,0,EUROSTAT_EDU,FLASH,2025-04-07
2011,HU,HEI_HU_8295,PUBLIC_UNIVERSITY,32084,26.27,64.84,2290,2084914713.29,10230,1.02,126,173,70,48.52,134,0,SCIMAGO_EXPORT,BENCHMARK,2025-06-25
2012,LU,HEI_LU_8302,PRIVATE_UNIVERSITY,4050,3.34,60.57,409,117806097.44,9653,1.543,121,93,26,63.5,144,0,NATIONAL_HE_REGISTRY,SECOND,2024-09-07
2013,RO,HEI_RO_8309,UNIVERSITY_OF_APPLIED_SCIENCES,10574,4.12,73.78,994,1943149108.68,16969,1.417,68,21,36,33.66,107,0,INSTITUTIONAL_REPORT,FIRST,2024-01-16
2014,AT,HEI_AT_8316,RESEARCH_INSTITUTE,40322,29.18,47.34,4390,4224514080.33,30541,1.51,359,2,27,44.44,20,0,EUROSTAT_EDU,FLASH,2024-09-05
2015,CZ,HEI_CZ_8323,TECHNICAL_UNIVERSITY,19178,29.43,48.03,746,4413159181.06,33397,1.185,408,298,70,18.45,62,0,SCIMAGO_EXPORT,BENCHMARK,2025-05-20
2016,DE,HEI_DE_8330,PUBLIC_UNIVERSITY,17469,23.6,50.82,1580,3156502245.33,10846,1.223,300,154,6,49.65,74,0,NATIONAL_HE_REGISTRY,SECOND,2025-06-18
2017,LV,HEI_LV_8337,PRIVATE_UNIVERSITY,38050,7.0,62.89,2596,2614306024.52,12713,1.477,217,8,47,64.99,164,0,INSTITUTIONAL_REPORT,FIRST,2025-07-02
2018,PL,HEI_PL_8344,UNIVERSITY_OF_APPLIED_SCIENCES,2866,21.52,44.12,296,3218804455.81,19017,0.971,372,41,118,80.09,52,0,EUROSTAT_EDU,FLASH,2025-06-06
2019,ES,HEI_ES_8351,RESEARCH_INSTITUTE,52517,4.78,73.49,7150,5340366308.75,7550,1.225,359,200,37,61.13,29,0,SCIMAGO_EXPORT,BENCHMARK,2024-06-18
2020,HR,HEI_HR_8358,TECHNICAL_UNIVERSITY,91173,3.29,78.22,7102,5417454874.85,25303,2.017,436,238,27,77.96,171,1,NATIONAL_HE_REGISTRY,SECOND,2024-10-30
2021,FI,HEI_FI_8365,PUBLIC_UNIVERSITY,30657,24.49,49.39,860,2160226282.85,2099,0.898,544,101,81,63.42,265,0,INSTITUTIONAL_REPORT,FIRST,2025-09-12
2022,IE,HEI_IE_8372,PRIVATE_UNIVERSITY,14793,23.49,51.07,938,2873371299.57,10887,1.053,213,106,6,62.74,354,0,EUROSTAT_EDU,FLASH,2024-09-04
2023,MT,HEI_MT_8379,UNIVERSITY_OF_APPLIED_SCIENCES,49976,8.8,77.55,4087,3286629396.12,5971,1.239,98,6,52,81.91,85,0,SCIMAGO_EXPORT,BENCHMARK,2024-12-10
2024,SK,HEI_SK_8386,RESEARCH_INSTITUTE,53047,19.13,48.48,7066,6642088159.79,13947,1.012,95,266,63,48.25,494,0,NATIONAL_HE_REGISTRY,SECOND,2025-05-29
2025,BE,HEI_BE_8393,TECHNICAL_UNIVERSITY,12316,10.9,61.87,704,2319825759.66,16271,1.093,183,291,99,74.01,61,0,INSTITUTIONAL_REPORT,FIRST,2024-04-15
2006,DK,HEI_DK_8400,PUBLIC_UNIVERSITY,85429,38.95,55.85,8598,2604260045.81,14072,1.712,317,101,73,41.35,22,0,EUROSTAT_EDU,FLASH,2024-07-28
2007,GR,HEI_GR_8407,PRIVATE_UNIVERSITY,41593,6.24,49.2,1450,1397849248.54,5787,0.935,180,5,59,63.02,115,0,SCIMAGO_EXPORT,BENCHMARK,2024-12-30
2008,LT,HEI_LT_8414,UNIVERSITY_OF_APPLIED_SCIENCES,19789,19.85,46.93,2521,1217392627.66,7913,1.331,47,65,93,26.65,20,0,NATIONAL_HE_REGISTRY,SECOND,2025-11-11
2009,PT,HEI_PT_8421,RESEARCH_INSTITUTE,61495,21.0,45.77,2957,1039586932.14,5787,1.984,164,49,105,48.21,197,0,INSTITUTIONAL_REPORT,FIRST,2025-09-12
2010,SE,HEI_SE_8428,TECHNICAL_UNIVERSITY,66936,21.8,49.71,3103,4886379768.74,7218,1.156,130,178,27,65.06,142,0,EUROSTAT_EDU,FLASH,2024-12-28
2011,CY,HEI_CY_8435,PUBLIC_UNIVERSITY,40522,28.39,54.01,2113,743062995.26,11206,1.327,266,162,1,55.99,150,0,SCIMAGO_EXPORT,BENCHMARK,2025-09-10
2012,FR,HEI_FR_8442,PRIVATE_UNIVERSITY,40110,2.43,65.81,5047,1397576937.7,7172,1.886,113,109,6,30.35,202,0,NATIONAL_HE_REGISTRY,SECOND,2024-10-07
2013,IT,HEI_IT_8449,UNIVERSITY_OF_APPLIED_SCIENCES,16552,13.03,75.29,601,319514506.67,3983,0.649,224,13,0,47.04,78,0,INSTITUTIONAL_REPORT,FIRST,2025-11-14
2014,NL,HEI_NL_8456,RESEARCH_INSTITUTE,39709,28.9,62.29,3022,5519294534.87,34242,1.338,269,222,18,29.49,144,0,EUROSTAT_EDU,FLASH,2025-03-16
2015,SI,HEI_SI_8463,TECHNICAL_UNIVERSITY,50423,13.46,81.27,3871,4400907871.31,31626,1.348,34,11,14,36.56,29,0,SCIMAGO_EXPORT,BENCHMARK,2025-09-22
2016,BG,HEI_BG_8470,PUBLIC_UNIVERSITY,26519,6.21,55.32,3185,2040865857.69,11338,1.472,501,172,76,33.66,176,0,NATIONAL_HE_REGISTRY,SECOND,2024-01-22
2017,EE,HEI_EE_8477,PRIVATE_UNIVERSITY,63683,12.4,56.22,3082,2542343538.28,19762,1.966,54,162,67,61.92,92,0,INSTITUTIONAL_REPORT,FIRST,2025-12-11
2018,HU,HEI_HU_8484,UNIVERSITY_OF_APPLIED_SCIENCES,35181,7.89,66.27,1650,358961390.33,10218,1.344,330,103,80,41.01,79,0,EUROSTAT_EDU,FLASH,2024-05-14
2019,LU,HEI_LU_8491,RESEARCH_INSTITUTE,14036,22.63,49.77,2320,451785445.43,14599,0.714,395,17,34,49.76,48,1,SCIMAGO_EXPORT,BENCHMARK,2024-09-14
2020,RO,HEI_RO_8498,TECHNICAL_UNIVERSITY,50355,18.19,59.97,5575,3572635951.35,29296,1.05,268,42,71,44.44,194,0,NATIONAL_HE_REGISTRY,SECOND,2025-12-01
2021,AT,HEI_AT_8505,PUBLIC_UNIVERSITY,5369,38.78,84.79,447,1692514296.67,17622,1.176,234,139,49,65.81,411,0,INSTITUTIONAL_REPORT,FIRST,2024-02-12
2022,CZ,HEI_CZ_8512,PRIVATE_UNIVERSITY,35486,14.45,59.19,1680,1671619762.49,13601,1.81,103,138,46,55.6,33,0,EUROSTAT_EDU,FLASH,2024-03-05
2023,DE,HEI_DE_8519,UNIVERSITY_OF_APPLIED_SCIENCES,38833,29.38,58.42,3474,1826667088.16,18608,1.975,270,118,55,56.65,350,0,SCIMAGO_EXPORT,BENCHMARK,2024-02-01
2024,LV,HEI_LV_8526,RESEARCH_INSTITUTE,19254,20.89,47.18,3233,6934040321.34,17391,0.698,160,111,101,60.64,376,0,NATIONAL_HE_REGISTRY,SECOND,2025-11-14
2025,PL,HEI_PL_8533,TECHNICAL_UNIVERSITY,17353,11.48,72.35,794,5884000226.13,33652,1.677,252,263,46,55.33,157,1,INSTITUTIONAL_REPORT,FIRST,2024-01-24
2006,ES,HEI_ES_8540,PUBLIC_UNIVERSITY,40969,7.29,72.12,3063,2123766948.97,299,0.964,70,66,61,26.84,179,0,EUROSTAT_EDU,FLASH,2026-01-05
2007,HR,HEI_HR_8547,PRIVATE_UNIVERSITY,1477,18.91,62.69,135,1591143173.54,16581,1.471,123,144,108,37.02,56,0,SCIMAGO_EXPORT,BENCHMARK,2024-12-07
2008,FI,HEI_FI_8554,UNIVERSITY_OF_APPLIED_SCIENCES,26548,14.43,76.17,3202,1332384087.12,4893,1.246,9,104,43,32.85,61,0,NATIONAL_HE_REGISTRY,SECOND,2025-03-20
2009,IE,HEI_IE_8561,RESEARCH_INSTITUTE,53324,10.33,77.51,6587,387053854.66,19389,1.154,42,161,50,61.41,116,0,INSTITUTIONAL_REPORT,FIRST,2024-05-11
2010,MT,HEI_MT_8568,TECHNICAL_UNIVERSITY,42188,17.06,77.57,3336,2171898686.71,28976,1.202,303,73,62,56.97,128,0,EUROSTAT_EDU,FLASH,2025-04-07
2011,SK,HEI_SK_8575,PUBLIC_UNIVERSITY,17981,11.34,73.3,812,1428062408.59,5203,0.785,86,52,81,23.55,98,0,SCIMAGO_EXPORT,BENCHMARK,2024-02-10
2012,BE,HEI_BE_8582,PRIVATE_UNIVERSITY,40231,11.32,55.11,2123,1837937573.54,5789,1.047,166,40,58,50.05,99,0,NATIONAL_HE_REGISTRY,SECOND,2025-02-02
2013,DK,HEI_DK_8589,UNIVERSITY_OF_APPLIED_SCIENCES,58119,4.15,60.29,5178,2328339522.92,14062,1.755,147,172,106,43.09,131,0,INSTITUTIONAL_REPORT,FIRST,2024-11-29
2014,GR,HEI_GR_8596,RESEARCH_INSTITUTE,23742,17.94,54.51,2369,2679232053.9,4250,1.205,322,174,33,35.63,89,0,EUROSTAT_EDU,FLASH,2025-01-11
2015,LT,HEI_LT_8603,TECHNICAL_UNIVERSITY,4585,14.02,80.46,143,3998620248.13,2895,1.459,179,246,44,47.23,84,0,SCIMAGO_EXPORT,BENCHMARK,2025-01-10
2016,PT,HEI_PT_8610,PUBLIC_UNIVERSITY,36255,26.01,80.34,3021,229030196.09,19405,2.032,380,135,98,32.72,146,0,NATIONAL_HE_REGISTRY,SECOND,2024-09-05
2017,SE,HEI_SE_8617,PRIVATE_UNIVERSITY,39859,5.74,53.52,4784,1335706653.93,16904,1.55,303,98,88,34.87,31,0,INSTITUTIONAL_REPORT,FIRST,2025-09-23
2018,CY,HEI_CY_8624,UNIVERSITY_OF_APPLIED_SCIENCES,46799,23.6,68.53,2572,890795682.98,5292,2.044,198,45,40,34.04,178,0,EUROSTAT_EDU,FLASH,2024-12-12
2019,FR,HEI_FR_8631,RESEARCH_INSTITUTE,54550,14.39,72.0,8091,6613914819.12,3797,0.892,31,183,10,72.77,103,0,SCIMAGO_EXPORT,BENCHMARK,2024-01-01
2020,IT,HEI_IT_8638,TECHNICAL_UNIVERSITY,43312,3.83,58.9,4943,4891413926.43,32663,1.766,67,36,65,65.88,198,0,NATIONAL_HE_REGISTRY,SECOND,2024-09-17
2021,NL,HEI_NL_8645,PUBLIC_UNIVERSITY,93487,7.26,58.62,4970,1609113811.35,11416,1.382,544,126,62,66.51,502,0,INSTITUTIONAL_REPORT,FIRST,2025-04-19
2022,SI,HEI_SI_8652,PRIVATE_UNIVERSITY,54832,5.07,54.01,6548,2168672178.64,9646,0.891,327,156,79,29.28,270,0,EUROSTAT_EDU,FLASH,2024-05-22
2023,BG,HEI_BG_8659,UNIVERSITY_OF_APPLIED_SCIENCES,56369,5.32,62.97,5465,2421726141.67,3210,0.688,202,38,18,20.25,440,0,SCIMAGO_EXPORT,BENCHMARK,2024-09-07
2024,EE,HEI_EE_8666,RESEARCH_INSTITUTE,18361,25.97,64.64,708,7684705742.77,28570,1.343,257,74,28,78.38,149,0,NATIONAL_HE_REGISTRY,SECOND,2025-07-02
2025,HU,HEI_HU_8673,TECHNICAL_UNIVERSITY,23404,8.22,67.94,956,1944093990.62,17998,0.727,554,36,4,50.78,82,0,INSTITUTIONAL_REPORT,FIRST,2025-02-17
2006,LU,HEI_LU_8680,PUBLIC_UNIVERSITY,91335,15.21,75.41,6993,2617379275.24,20345,1.906,220,6,50,17.59,169,0,EUROSTAT_EDU,FLASH,2025-05-13
2007,RO,HEI_RO_8687,PRIVATE_UNIVERSITY,55271,29.57,61.93,4011,1385423060.91,13724,1.566,95,153,47,45.26,141,0,SCIMAGO_EXPORT,BENCHMARK,2024-02-03
2008,AT,HEI_AT_8694,UNIVERSITY_OF_APPLIED_SCIENCES,48469,27.1,50.44,3086,975507484.0,12655,0.861,177,85,14,17.97,178,0,NATIONAL_HE_REGISTRY,SECOND,2024-06-12
2009,CZ,HEI_CZ_8701,RESEARCH_INSTITUTE,15243,10.32,50.98,2063,2670318076.07,14523,2.019,103,154,48,65.82,94,0,INSTITUTIONAL_REPORT,FIRST,2025-01-10
2010,DE,HEI_DE_8708,TECHNICAL_UNIVERSITY,87374,40.13,63.37,10874,4607476660.61,17340,0.875,216,235,37,31.07,15,0,EUROSTAT_EDU,FLASH,2024-12-14
2011,LV,HEI_LV_8715,PUBLIC_UNIVERSITY,80509,4.43,76.83,6426,2852024460.39,18391,1.647,319,113,60,47.38,97,0,SCIMAGO_EXPORT,BENCHMARK,2024-04-15
2012,PL,HEI_PL_8722,PRIVATE_UNIVERSITY,55643,14.83,72.81,4767,447403013.78,15995,1.069,142,48,70,36.71,123,0,NATIONAL_HE_REGISTRY,SECOND,2025-11-21
2013,ES,HEI_ES_8729,UNIVERSITY_OF_APPLIED_SCIENCES,26962,8.45,61.14,2423,2835724533.53,7285,1.91,126,87,111,53.78,132,0,INSTITUTIONAL_REPORT,FIRST,2024-08-28
2014,HR,HEI_HR_8736,RESEARCH_INSTITUTE,32337,18.25,52.45,4510,5667959952.14,32406,2.07,353,7,42,61.78,75,0,EUROSTAT_EDU,FLASH,2024-03-14
2015,FI,HEI_FI_8743,TECHNICAL_UNIVERSITY,59252,18.26,63.92,4178,2930400705.72,25459,1.021,503,332,107,46.5,64,0,SCIMAGO_EXPORT,BENCHMARK,2026-02-20
2016,IE,HEI_IE_8750,PUBLIC_UNIVERSITY,89687,2.52,53.77,5425,1843618641.92,10875,1.294,243,139,118,46.78,41,0,NATIONAL_HE_REGISTRY,SECOND,2026-01-06
2017,MT,HEI_MT_8757,PRIVATE_UNIVERSITY,48219,23.75,58.89,4134,82076914.55,20429,1.176,257,7,18,59.58,65,0,INSTITUTIONAL_REPORT,FIRST,2025-01-26
2018,SK,HEI_SK_8764,UNIVERSITY_OF_APPLIED_SCIENCES,16416,4.46,52.31,917,1940552269.87,5635,1.653,322,77,45,69.79,108,0,EUROSTAT_EDU,FLASH,2025-08-08
2019,BE,HEI_BE_8771,RESEARCH_INSTITUTE,44774,23.85,52.45,4805,4996493037.15,25941,0.797,282,145,115,58.31,80,1,SCIMAGO_EXPORT,BENCHMARK,2024-06-29
2020,DK,HEI_DK_8778,TECHNICAL_UNIVERSITY,64577,5.95,71.58,7770,5488155926.51,4188,1.696,394,283,21,40.63,8,0,NATIONAL_HE_REGISTRY,SECOND,2025-09-05
2021,GR,HEI_GR_8785,PUBLIC_UNIVERSITY,6413,28.62,81.98,302,1203009126.23,17230,1.117,291,163,72,65.41,520,0,INSTITUTIONAL_REPORT,FIRST,2026-01-17
2022,LT,HEI_LT_8792,PRIVATE_UNIVERSITY,2105,11.14,74.34,238,468769530.71,15615,1.163,142,179,68,20.96,53,0,EUROSTAT_EDU,FLASH,2024-03-26
2023,PT,HEI_PT_8799,UNIVERSITY_OF_APPLIED_SCIENCES,38593,18.06,65.75,4292,237190707.17,5791,1.965,228,131,13,53.92,267,0,SCIMAGO_EXPORT,BENCHMARK,2024-10-08
2024,SE,HEI_SE_8806,RESEARCH_INSTITUTE,22172,39.98,64.83,1239,5486565815.55,19021,1.178,558,112,2,29.41,48,0,NATIONAL_HE_REGISTRY,SECOND,2025-05-07
2025,CY,HEI_CY_8813,TECHNICAL_UNIVERSITY,93545,17.65,82.38,3332,4202698878.07,7028,0.859,101,221,51,44.34,48,0,INSTITUTIONAL_REPORT,FIRST,2025-09-09
2006,FR,HEI_FR_8820,PUBLIC_UNIVERSITY,74040,20.56,77.55,4127,1029728112.35,17611,1.061,49,146,117,16.88,38,0,EUROSTAT_EDU,FLASH,2025-05-21
2007,IT,HEI_IT_8827,PRIVATE_UNIVERSITY,6506,5.69,74.9,224,823354599.62,15338,1.707,134,113,15,26.14,166,0,SCIMAGO_EXPORT,BENCHMARK,2024-10-29
2008,NL,HEI_NL_8834,UNIVERSITY_OF_APPLIED_SCIENCES,37761,24.89,53.75,1743,2711261298.66,8789,1.295,169,134,109,58.33,126,0,NATIONAL_HE_REGISTRY,SECOND,2024-11-06
2009,SI,HEI_SI_8841,RESEARCH_INSTITUTE,5200,28.2,64.84,242,4281493634.87,3603,1.058,9,254,60,37.14,37,0,INSTITUTIONAL_REPORT,FIRST,2026-01-13
2010,BG,HEI_BG_8848,TECHNICAL_UNIVERSITY,22429,28.8,85.85,2321,339686643.05,24051,1.51,336,93,47,33.29,98,0,EUROSTAT_EDU,FLASH,2025-12-13
2011,EE,HEI_EE_8855,PUBLIC_UNIVERSITY,56921,24.48,68.01,5030,2520603651.92,19655,1.265,57,40,67,45.93,116,0,SCIMAGO_EXPORT,BENCHMARK,2025-12-08
2012,HU,HEI_HU_8862,PRIVATE_UNIVERSITY,18572,26.3,54.56,2258,245671846.83,2470,1.546,24,144,28,40.15,45,0,NATIONAL_HE_REGISTRY,SECOND,2024-08-09
2013,LU,HEI_LU_8869,UNIVERSITY_OF_APPLIED_SCIENCES,23414,12.07,52.37,1731,3042362840.69,3357,1.593,243,169,18,35.71,4,0,INSTITUTIONAL_REPORT,FIRST,2024-07-04
2014,RO,HEI_RO_8876,RESEARCH_INSTITUTE,20528,18.94,48.79,3471,4419673762.61,28054,2.024,166,43,107,43.6,173,0,EUROSTAT_EDU,FLASH,2025-09-13
2015,AT,HEI_AT_8883,TECHNICAL_UNIVERSITY,65261,8.56,54.95,2654,1315782517.47,15376,1.105,414,290,70,19.74,195,0,SCIMAGO_EXPORT,BENCHMARK,2025-08-28
2016,CZ,HEI_CZ_8890,PUBLIC_UNIVERSITY,47162,20.09,50.26,5867,2551536851.55,1587,1.568,207,22,3,64.18,51,0,NATIONAL_HE_REGISTRY,SECOND,2024-06-13
2017,DE,HEI_DE_8897,PRIVATE_UNIVERSITY,24290,23.19,43.18,1362,536474833.48,2013,1.595,214,131,81,42.9,154,0,INSTITUTIONAL_REPORT,FIRST,2024-07-21
2018,LV,HEI_LV_8904,UNIVERSITY_OF_APPLIED_SCIENCES,19902,19.09,48.09,1137,2848681056.18,9657,1.676,48,96,30,35.96,9,0,EUROSTAT_EDU,FLASH,2025-04-19
2019,PL,HEI_PL_8911,RESEARCH_INSTITUTE,4908,22.86,62.93,706,6602762327.59,27729,0.824,44,202,19,38.11,1,0,SCIMAGO_EXPORT,BENCHMARK,2025-02-12
2020,ES,HEI_ES_8918,TECHNICAL_UNIVERSITY,37450,8.36,65.31,1607,637013534.8,6347,1.295,426,144,55,47.01,21,0,NATIONAL_HE_REGISTRY,SECOND,2024-02-10
2021,HR,HEI_HR_8925,PUBLIC_UNIVERSITY,3542,26.03,68.46,418,1106005518.98,4261,1.289,393,64,12,81.78,412,0,INSTITUTIONAL_REPORT,FIRST,2025-11-07
2022,FI,HEI_FI_8932,PRIVATE_UNIVERSITY,40641,15.09,68.2,1721,3485741692.66,11644,1.731,346,53,61,78.99,501,0,EUROSTAT_EDU,FLASH,2024-01-16
2023,IE,HEI_IE_8939,UNIVERSITY_OF_APPLIED_SCIENCES,56829,19.45,70.13,6397,1122694243.44,68,1.442,205,179,54,36.72,145,0,SCIMAGO_EXPORT,BENCHMARK,2026-01-30
2024,MT,HEI_MT_8946,RESEARCH_INSTITUTE,19865,9.92,47.68,882,6258824375.73,27609,0.865,94,290,25,44.35,117,0,NATIONAL_HE_REGISTRY,SECOND,2024-01-30
2025,SK,HEI_SK_8953,TECHNICAL_UNIVERSITY,46544,23.04,81.54,4643,5201680632.08,7091,1.897,308,264,77,27.98,98,0,INSTITUTIONAL_REPORT,FIRST,2024-07-10
2006,BE,HEI_BE_8960,PUBLIC_UNIVERSITY,25730,37.53,84.13,2613,2377977822.7,15946,0.806,312,158,69,55.35,162,0,EUROSTAT_EDU,FLASH,2024-04-23
2007,DK,HEI_DK_8967,PRIVATE_UNIVERSITY,51329,16.47,60.86,6274,2485763789.9,15887,1.058,128,80,116,25.51,112,0,SCIMAGO_EXPORT,BENCHMARK,2025-11-08
2008,GR,HEI_GR_8974,UNIVERSITY_OF_APPLIED_SCIENCES,50345,15.82,77.62,1428,930403466.89,656,0.939,104,15,44,48.21,89,0,NATIONAL_HE_REGISTRY,SECOND,2024-11-01
2009,LT,HEI_LT_8981,RESEARCH_INSTITUTE,50682,22.0,72.57,7536,3719675194.1,25903,0.936,110,295,20,33.39,169,0,INSTITUTIONAL_REPORT,FIRST,2026-02-20
2010,PT,HEI_PT_8988,TECHNICAL_UNIVERSITY,36015,5.46,73.5,939,3339859469.07,29554,1.725,252,37,101,49.15,50,0,EUROSTAT_EDU,FLASH,2025-09-12
