safe_crime_reference_year,safe_crime_country_iso2,safe_crime_region_nuts_code,safe_crime_offence_code,safe_crime_reported_cases_count,safe_crime_victim_age_group,safe_crime_victim_sex,safe_crime_suspect_age_group,safe_crime_suspect_sex,safe_crime_clearance_rate_pct,safe_crime_convictions_count,safe_crime_imprisonment_rate_per_100k,safe_crime_prison_population_count,safe_crime_alternative_sanctions_count,safe_crime_domestic_violence_flag,safe_crime_hate_crime_flag,safe_crime_eurostat_table_code,safe_crime_data_source,safe_crime_revision_round,safe_crime_data_extract_date
2008,BG,SI985,HOMICIDE,30,45_54,X,UNKNOWN,X,67.31,10,141.83,57723,2,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-11-14
2009,FR,FR7,BURGLARY,3795,0_14,U,0_14,M,9.28,237,51.81,56151,312,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-04-06
2010,LT,HR780,DOMESTIC_VIOLENCE,15295,35_44,F,15_19,F,49.95,3807,80.72,56862,2798,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-11-03
2011,SK,PL8,HATE_SPEECH,18788,UNKNOWN,M,20_24,U,42.07,3345,110.56,77058,1969,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-12-11
2012,HR,LU5,FRAUD,533,25_34,X,25_34,X,13.45,45,69.65,27319,13,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-08-15
2013,DE,AT625,ASSAULT,17442,65_PLUS,U,35_44,M,31.22,4492,130.25,65147,6394,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-03-19
2014,LU,DK472,THEFT,3967,20_24,F,45_54,F,26.86,626,153.2,58322,431,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-05-20
2015,SI,PT7,VEHICLE_THEFT,7013,55_64,M,55_64,U,23.68,1254,132.84,58161,582,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-07-27
2016,CY,LT8,CYBER_ENABLED_FRAUD,726,15_19,X,65_PLUS,X,19.35,93,104.41,77289,136,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-01-15
2017,GR,RO8,SEXUAL_VIOLENCE,4350,45_54,U,UNKNOWN,M,40.33,1414,129.79,38508,2259,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-01-05
2018,MT,CY8,ROBBERY,1652,0_14,F,0_14,F,17.38,189,69.79,28518,171,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-04-27
2019,ES,FI6,HUMAN_TRAFFICKING,63,35_44,M,15_19,U,54.49,22,136.37,78594,24,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-10-09
2020,CZ,FI8,PROPERTY_DAMAGE,8557,UNKNOWN,X,20_24,X,27.51,1583,115.17,128619,1653,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-10-22
2021,HU,EE277,DRUG_TRAFFICKING,7766,25_34,U,25_34,M,19.91,1174,60.36,28890,424,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-07-19
2022,NL,SK58,HOMICIDE,75,65_PLUS,F,35_44,F,71.99,28,189.6,36462,12,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-10-04
2023,SE,DE8,BURGLARY,11278,20_24,M,45_54,U,17.13,1228,39.34,102013,2090,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-02-26
2024,DK,NL72,DOMESTIC_VIOLENCE,12125,55_64,X,55_64,X,51.92,2939,52.57,79823,1855,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-11-24
2025,IE,LV518,HATE_SPEECH,24524,15_19,U,65_PLUS,M,49.35,10101,121.42,64260,16197,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-09-24
2006,PL,GR92,FRAUD,269,45_54,F,UNKNOWN,F,35.75,51,171.03,24746,29,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-03-03
2007,AT,FI93,ASSAULT,5850,0_14,M,0_14,U,25.01,771,68.02,25102,811,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-11-16
2008,EE,HU1,THEFT,691,35_44,X,15_19,X,19.33,111,125.17,89356,50,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-02-27
2009,IT,MT10,VEHICLE_THEFT,6781,UNKNOWN,U,20_24,M,28.13,700,77.17,29240,368,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-11-02
2010,PT,SI388,CYBER_ENABLED_FRAUD,14983,25_34,F,25_34,F,53.52,2828,65.25,13889,2630,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-12-20
2011,BE,FI1,SEXUAL_VIOLENCE,1466,65_PLUS,M,35_44,U,48.86,575,53.97,14130,256,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-02-23
2012,FI,HR7,ROBBERY,22,20_24,X,45_54,X,32.09,5,131.46,59548,6,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-05-30
2013,LV,GR82,HUMAN_TRAFFICKING,519,55_64,U,55_64,M,43.41,181,97.03,94151,120,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-04-04
2014,RO,LT193,PROPERTY_DAMAGE,7318,15_19,F,65_PLUS,F,39.4,1174,148.44,36331,1146,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-10-22
2015,BG,LT48,DRUG_TRAFFICKING,7359,45_54,M,UNKNOWN,U,31.46,1010,82.15,60502,970,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-07-07
2016,FR,DE2,HOMICIDE,96,0_14,X,0_14,X,91.23,68,78.5,70679,47,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-01-06
2017,LT,DE919,BURGLARY,116,35_44,U,15_19,M,30.21,12,37.37,113594,18,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-05-07
2018,SK,SK56,DOMESTIC_VIOLENCE,1363,UNKNOWN,F,20_24,F,33.25,288,102.42,18866,196,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-10-25
2019,HR,LU81,HATE_SPEECH,180,25_34,M,25_34,U,19.36,25,106.27,56108,39,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-04-05
2020,DE,NL6,FRAUD,5122,65_PLUS,X,35_44,X,24.69,867,46.64,102357,786,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-02-10
2021,LU,AT339,ASSAULT,10677,20_24,U,45_54,M,73.25,6577,150.97,59100,10672,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2026-01-21
2022,SI,IT17,THEFT,9314,55_64,F,55_64,F,24.15,1675,173.29,14749,436,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-03-16
2023,CY,DK34,VEHICLE_THEFT,5867,15_19,M,65_PLUS,U,26.23,1055,169.78,29556,1595,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-08-02
2024,GR,PL2,CYBER_ENABLED_FRAUD,11261,45_54,X,UNKNOWN,X,40.23,1786,52.92,33012,1232,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-08-28
2025,MT,DE786,SEXUAL_VIOLENCE,3775,0_14,U,0_14,M,24.31,543,79.49,71263,145,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-05-31
2006,ES,CZ3,ROBBERY,1755,35_44,F,15_19,F,25.47,181,80.11,1009,262,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-09-19
2007,CZ,SI7,HUMAN_TRAFFICKING,158,UNKNOWN,M,20_24,U,52.34,32,48.92,73764,49,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-01-13
2008,HU,PL7,PROPERTY_DAMAGE,4985,25_34,X,25_34,X,16.21,395,68.92,45039,668,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-09-27
2009,NL,RO466,DRUG_TRAFFICKING,9272,65_PLUS,U,35_44,M,46.09,2347,194.2,10535,1674,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-11-05
2010,SE,LU61,HOMICIDE,113,20_24,F,45_54,F,92.96,84,150.85,13070,107,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-01-03
2011,DK,MT59,BURGLARY,5068,55_64,M,55_64,U,8.09,166,108.92,23918,237,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-09-02
2012,IE,PL4,DOMESTIC_VIOLENCE,11210,15_19,X,65_PLUS,X,33.81,2236,173.45,63759,948,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-01-18
2013,PL,LT5,HATE_SPEECH,10391,45_54,U,UNKNOWN,M,33.53,2280,102.75,53259,2111,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-08-11
2014,AT,HR5,FRAUD,2988,0_14,F,0_14,F,29.35,542,150.09,61932,245,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-07-14
2015,EE,SI371,ASSAULT,15512,35_44,M,15_19,U,66.96,6561,37.1,47458,9689,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-12-05
2016,IT,GR864,THEFT,15676,UNKNOWN,X,20_24,X,14.52,1612,162.23,2154,1061,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-12-12
2017,PT,HU863,VEHICLE_THEFT,2541,25_34,U,25_34,M,22.68,372,59.02,80601,202,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-03-12
2018,BE,SI700,CYBER_ENABLED_FRAUD,1816,65_PLUS,F,35_44,F,45.5,653,105.26,41385,494,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-06-19
2019,FI,ES82,SEXUAL_VIOLENCE,819,20_24,M,45_54,U,54.59,217,67.31,69091,274,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-08-16
2020,LV,SE964,ROBBERY,4385,55_64,X,55_64,X,53.26,870,134.76,14794,578,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-08-28
2021,RO,SE18,HUMAN_TRAFFICKING,295,15_19,U,65_PLUS,M,15.55,31,100.61,2836,40,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-06-07
2022,BG,AT6,PROPERTY_DAMAGE,7223,45_54,F,UNKNOWN,F,46.52,1203,90.22,22503,1425,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-03-24
2023,FR,ES385,DRUG_TRAFFICKING,531,0_14,M,0_14,U,48.12,162,67.46,91758,235,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-03-27
2024,LT,PT809,HOMICIDE,70,35_44,X,15_19,X,61.69,22,59.38,52544,28,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-11-03
2025,SK,AT719,BURGLARY,11685,UNKNOWN,U,20_24,M,19.91,1504,163.74,57948,1661,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-09-20
2006,HR,IT81,DOMESTIC_VIOLENCE,1372,25_34,F,25_34,F,53.63,408,88.29,23313,102,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-02-27
2007,DE,MT588,HATE_SPEECH,12530,65_PLUS,M,35_44,U,53.13,2682,143.63,62400,3361,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-03-22
2008,LU,ES88,FRAUD,7538,20_24,X,45_54,X,15.3,580,70.56,9815,456,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-02-25
2009,SI,IT11,ASSAULT,14341,55_64,U,55_64,M,58.07,6509,79.98,23623,3197,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-09-02
2010,CY,IT74,THEFT,18039,15_19,F,65_PLUS,F,19.95,1472,177.21,84061,1721,0,1,crim_gen,EUROSTAT_CRIME,FLASH,2026-01-20
2011,GR,PT734,VEHICLE_THEFT,7238,45_54,M,UNKNOWN,U,9.03,296,164.11,75174,224,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-09-16
2012,MT,DE42,CYBER_ENABLED_FRAUD,6261,0_14,X,0_14,X,39.76,1506,175.19,95107,767,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-10-20
2013,ES,EE7,SEXUAL_VIOLENCE,2524,35_44,U,15_19,M,49.5,742,77.17,88695,729,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-02-28
2014,CZ,DE24,ROBBERY,728,UNKNOWN,F,20_24,F,15.66,70,45.41,34237,41,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-11-13
2015,HU,IE428,HUMAN_TRAFFICKING,125,25_34,M,25_34,U,48.84,27,92.39,34179,30,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-08-31
2016,NL,IT4,PROPERTY_DAMAGE,2308,65_PLUS,X,35_44,X,26.77,450,127.86,19838,589,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-08-20
2017,SE,CY225,DRUG_TRAFFICKING,1455,20_24,U,45_54,M,33.67,192,147.71,27907,218,1,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-10-03
2018,DK,LT329,HOMICIDE,43,55_64,F,55_64,F,88.15,24,39.65,5423,19,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-02-09
2019,IE,DK712,BURGLARY,9640,15_19,M,65_PLUS,U,34.96,1409,121.81,42349,2068,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-08-26
2020,PL,PL442,DOMESTIC_VIOLENCE,4499,45_54,X,UNKNOWN,X,64.42,1056,111.61,36238,904,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-12-13
2021,AT,CZ38,HATE_SPEECH,15208,0_14,U,0_14,M,24.82,1671,122.63,37392,1421,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-01-15
2022,EE,GR9,FRAUD,26237,35_44,F,15_19,F,42.54,5173,102.77,62499,4199,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-05-14
2023,IT,PL87,ASSAULT,5186,UNKNOWN,M,20_24,U,65.78,1381,162.93,4911,1440,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-02-13
2024,PT,ES901,THEFT,4040,25_34,X,25_34,X,25.77,510,169.54,60097,181,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-09-20
2025,BE,SE8,VEHICLE_THEFT,6349,65_PLUS,U,35_44,M,11.6,476,144.01,30631,726,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-06-24
2006,FI,LV782,CYBER_ENABLED_FRAUD,22752,20_24,F,45_54,F,37.14,5472,122.82,87599,7197,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-06-24
2007,LV,LV95,SEXUAL_VIOLENCE,4647,55_64,M,55_64,U,46.51,1607,105.12,108730,414,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-01-14
2008,RO,AT35,ROBBERY,2113,15_19,X,65_PLUS,X,22.59,224,37.55,97697,108,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-08-30
2009,BG,IE537,HUMAN_TRAFFICKING,455,45_54,U,UNKNOWN,M,22.25,35,47.58,49079,59,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-09-29
2010,FR,CZ5,PROPERTY_DAMAGE,10227,0_14,F,0_14,F,55.92,2539,128.08,32287,2462,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-05-01
2011,LT,FR24,DRUG_TRAFFICKING,3216,35_44,M,15_19,U,20.03,502,87.22,51784,139,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-07-04
2012,SK,LU10,HOMICIDE,42,UNKNOWN,X,20_24,X,83.7,23,98.61,96128,36,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-07-25
2013,HR,LT9,BURGLARY,3165,25_34,U,25_34,M,32.78,566,34.75,42991,527,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-06-05
2014,DE,BE93,DOMESTIC_VIOLENCE,14466,65_PLUS,F,35_44,F,31.7,3441,55.5,68655,6129,1,1,crim_gen,EUROSTAT_CRIME,FLASH,2025-02-18
2015,LU,BE8,HATE_SPEECH,25693,20_24,M,45_54,U,12.37,2445,54.01,108390,1980,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-12-29
2016,SI,PL71,FRAUD,6925,55_64,X,55_64,X,30.01,787,90.66,25757,957,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-09-11
2017,CY,CZ1,ASSAULT,4188,15_19,U,65_PLUS,M,32.26,739,164.97,40214,1281,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-03-01
2018,GR,ES946,THEFT,9822,45_54,F,UNKNOWN,F,29.38,1921,101.22,2098,1788,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-02-01
2019,MT,PT16,VEHICLE_THEFT,2199,0_14,M,0_14,U,27.02,337,69.81,78554,150,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-01-13
2020,ES,MT993,CYBER_ENABLED_FRAUD,3697,35_44,X,15_19,X,20.21,522,137.53,61614,618,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-04-27
2021,CZ,IE749,SEXUAL_VIOLENCE,5027,UNKNOWN,U,20_24,M,22.22,567,101.02,52960,496,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-10-22
2022,HU,HU719,ROBBERY,2025,25_34,F,25_34,F,19.37,232,143.61,114230,170,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-08-10
2023,NL,EE69,HUMAN_TRAFFICKING,276,65_PLUS,M,35_44,U,33.85,42,86.78,37007,11,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-06-07
2024,SE,LV4,PROPERTY_DAMAGE,10327,20_24,X,45_54,X,43.81,1664,157.54,58588,1522,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-04-14
2025,DK,PL704,DRUG_TRAFFICKING,6795,55_64,U,55_64,M,40.58,1552,94.48,35545,1316,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-06-10
2006,IE,ES28,HOMICIDE,52,15_19,F,65_PLUS,F,79.45,29,146.98,63450,9,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-11-21
2007,PL,EE236,BURGLARY,3879,45_54,M,UNKNOWN,U,30.85,913,102.98,117209,1386,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-05-05
2008,AT,HR323,DOMESTIC_VIOLENCE,9581,0_14,X,0_14,X,28.22,1906,155.74,18208,1768,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-08-10
2009,EE,DK732,HATE_SPEECH,4644,35_44,U,15_19,M,45.78,836,156.5,6061,1497,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-04-07
2010,IT,FR939,FRAUD,4663,UNKNOWN,F,20_24,F,32.49,1208,143.04,129975,316,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-12-20
2011,PT,SK61,ASSAULT,10502,25_34,M,25_34,U,33.52,1804,114.86,77144,635,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-04-25
2012,BE,DK3,THEFT,3274,65_PLUS,X,35_44,X,11.03,130,149.96,83713,52,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2026-02-12
2013,FI,IT2,VEHICLE_THEFT,8200,20_24,U,45_54,M,19.02,945,108.26,41443,1207,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-12-29
2014,LV,LV3,CYBER_ENABLED_FRAUD,2177,55_64,F,55_64,F,24.27,345,40.64,132617,471,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-10-22
2015,RO,CY58,SEXUAL_VIOLENCE,2905,15_19,M,65_PLUS,U,46.3,700,35.26,6765,283,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-05-04
2016,BG,SE27,ROBBERY,7964,45_54,X,UNKNOWN,X,45.69,2647,83.96,7141,1596,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-06-03
2017,FR,MT528,HUMAN_TRAFFICKING,287,0_14,U,0_14,M,14.75,18,182.26,34544,27,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-12-02
2018,LT,BG873,PROPERTY_DAMAGE,2628,35_44,F,15_19,F,51.78,532,48.23,62891,480,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-08-02
2019,SK,CY63,DRUG_TRAFFICKING,8567,UNKNOWN,M,20_24,U,49.2,1756,163.96,99606,1744,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-12-13
2020,HR,MT3,HOMICIDE,32,25_34,X,25_34,X,74.72,14,66.67,29278,6,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-08-21
2021,DE,SI467,BURGLARY,3105,65_PLUS,U,35_44,M,24.61,391,156.73,2013,614,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-04-20
2022,LU,EE78,DOMESTIC_VIOLENCE,9918,20_24,F,45_54,F,44.7,3027,102.3,15241,1849,1,1,crim_gen,EUROSTAT_CRIME,FLASH,2025-01-19
2023,SI,HR6,HATE_SPEECH,22704,55_64,M,55_64,U,45.38,7261,147.44,6088,3288,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-06-08
2024,CY,SI490,FRAUD,1966,15_19,X,65_PLUS,X,50.54,663,102.25,53206,492,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-07-05
2025,GR,GR908,ASSAULT,20594,45_54,U,UNKNOWN,M,34.54,5107,124.0,12123,4223,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-06-23
2006,MT,IE347,THEFT,346,0_14,F,0_14,F,22.99,36,79.1,9627,27,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-05-12
2007,ES,ES64,VEHICLE_THEFT,10091,35_44,M,15_19,U,20.63,1575,86.08,96293,1141,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-10-11
2008,CZ,NL26,CYBER_ENABLED_FRAUD,11962,UNKNOWN,X,20_24,X,12.22,922,153.83,30250,600,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-05-23
2009,HU,FR91,SEXUAL_VIOLENCE,2027,25_34,U,25_34,M,23.18,236,151.52,44935,300,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-05-30
2010,NL,RO328,ROBBERY,2819,65_PLUS,F,35_44,F,41.05,977,131.29,25464,1676,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-12-04
2011,SE,CZ572,HUMAN_TRAFFICKING,47,20_24,M,45_54,U,43.75,8,79.02,114882,14,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-10-26
2012,DK,IE104,PROPERTY_DAMAGE,262,55_64,X,55_64,X,50.64,78,133.3,88791,106,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-12-17
2013,IE,MT5,DRUG_TRAFFICKING,3420,15_19,U,65_PLUS,M,13.41,168,184.52,24279,214,1,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-03-17
2014,PL,PT4,HOMICIDE,35,45_54,F,UNKNOWN,F,76.18,19,38.8,42688,27,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-12-20
2015,AT,SE26,BURGLARY,13349,0_14,M,0_14,U,19.15,1797,130.86,94708,1899,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-06-26
2016,EE,SE639,DOMESTIC_VIOLENCE,25452,35_44,X,15_19,X,36.17,7628,130.58,16590,6095,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-06-17
2017,IT,NL9,HATE_SPEECH,5646,UNKNOWN,U,20_24,M,49.48,1169,139.95,70721,567,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-11-15
2018,PT,HR269,FRAUD,9645,25_34,F,25_34,F,14.61,1093,164.8,97498,1401,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-03-12
2019,BE,ES450,ASSAULT,19479,65_PLUS,M,35_44,U,59.88,7402,82.86,96056,6133,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-07-28
2020,FI,RO573,THEFT,17798,20_24,X,45_54,X,17.72,1713,127.46,32628,2947,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-12-20
2021,LV,SI3,VEHICLE_THEFT,17086,55_64,U,55_64,M,34.92,2503,139.29,50133,1412,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-01-14
2022,RO,DE9,CYBER_ENABLED_FRAUD,2560,15_19,F,65_PLUS,F,14.57,155,85.48,53019,165,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-04-29
2023,BG,CZ13,SEXUAL_VIOLENCE,1473,45_54,M,UNKNOWN,U,54.6,308,81.88,4194,329,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-10-31
2024,FR,RO134,ROBBERY,2102,0_14,X,0_14,X,31.48,498,66.7,4657,267,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-06-08
2025,LT,DE6,HUMAN_TRAFFICKING,220,35_44,U,15_19,M,56.39,89,75.0,19200,153,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-11-29
2006,SK,BE549,PROPERTY_DAMAGE,8819,UNKNOWN,F,20_24,F,50.57,2458,152.02,67507,1322,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-01-01
2007,HR,HR46,DRUG_TRAFFICKING,2930,25_34,M,25_34,U,57.2,1103,137.46,42625,1415,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-02-29
2008,DE,GR87,HOMICIDE,37,65_PLUS,X,35_44,X,77.76,11,87.34,82367,3,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-07-26
2009,LU,IT347,BURGLARY,7126,20_24,U,45_54,M,11.94,699,109.67,6541,779,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-11-07
2010,SI,SI851,DOMESTIC_VIOLENCE,17167,55_64,F,55_64,F,65.08,7525,146.27,23157,11580,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-02-22
2011,CY,ES592,HATE_SPEECH,3568,15_19,M,65_PLUS,U,26.57,561,46.97,1671,131,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-11-13
2012,GR,PL69,FRAUD,13845,45_54,X,UNKNOWN,X,29.78,1960,37.77,88928,3244,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-09-30
2013,MT,NL950,ASSAULT,8975,0_14,U,0_14,M,72.6,3781,108.21,98728,3158,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-03-06
2014,ES,EE101,THEFT,12017,35_44,F,15_19,F,24.86,2067,119.15,61377,2073,0,1,crim_gen,EUROSTAT_CRIME,FLASH,2024-09-22
