gov_grants_award_fiscal_year,gov_grants_grant_program_code,gov_grants_grant_competitive_flag,gov_grants_allocation_formula_type,gov_grants_eligible_entity_type,gov_grants_match_rate_required_pct,gov_grants_award_min_inr,gov_grants_award_max_inr,gov_grants_award_median_inr,gov_grants_application_count,gov_grants_award_count,gov_grants_award_total_inr,gov_grants_performance_measure_code,gov_grants_reporting_compliance_rate,gov_grants_closeout_timeliness_rate,gov_grants_indirect_cost_rate_cap,gov_grants_technical_assistance_available_flag,gov_grants_overlap_duplication_risk_score,gov_grants_single_audit_findings_count,gov_grants_grant_portal_system
2016,GOVZ1RFO,0,GOVV8RR6,GOV5FR3J,55.08,37955,226713,163385,433186,332080,431244,GOVRZUV2,57.87,31.81,65.91,0,84.06,350450,CAG
2011,GOV7D43Y,1,GOVGZGQ4,GOVNJHBR,55.01,495217,442538,43908,373616,206473,230039,GOVI9S8Y,91.66,73.36,94.85,0,98.02,158725,GeM
2018,GOVLRGLV,1,GOVQS16B,GOVB6AR4,27.18,175026,58346,53157,181026,409048,312837,GOVML3EV,42.22,22.23,99.7,1,60.64,217213,CPGRAMS
2018,GOVUAZIP,0,GOVTFL0O,GOV9FTGS,19.23,331446,488359,307405,481711,426366,63703,GOVXBGN6,83.03,69.2,41.81,1,79.76,218026,CPGRAMS
2025,GOVOZVOG,1,GOVEJHKG,GOVLAUDE,82.26,472292,491640,127477,69604,119679,434365,GOVR45FH,50.61,79.12,48.93,0,71.57,229476,GeM
2022,GOVHC4RM,1,GOVRP8G0,GOV7X8CG,68.69,187364,343750,86486,81495,429618,10172,GOVADFKQ,40.6,42.02,7.57,1,60.66,284574,CAG
2016,GOVGN5ZP,1,GOVCMR0G,GOV2YIVM,26.08,247232,50218,458903,133682,327889,210025,GOVO0YQY,21.44,3.8,86.61,0,48.85,212147,GeM
2018,GOVLI1CZ,1,GOVDW709,GOV6TE4F,13.14,67251,268861,490931,145678,245482,332561,GOVBGYYH,58.05,1.59,14.18,0,33.51,154724,CPGRAMS
2012,GOVA0NR9,1,GOV20S7N,GOV5MGZP,45.62,444581,4669,461585,16094,137509,147858,GOVNVWYN,46.23,86.16,8.24,0,12.32,401758,eProcure
2025,GOVS8DJG,0,GOVKBC3G,GOV0FXT5,20.19,73954,100122,222985,225222,432762,259466,GOV2E27W,42.74,20.66,43.07,1,89.15,374863,CPGRAMS
2015,GOV51HHB,1,GOV0WWDL,GOV3LYES,1.55,253109,453068,359104,97217,145612,295227,GOVMAR0D,87.48,47.5,9.2,1,63.61,413155,CPGRAMS
2020,GOV5HPPR,1,GOVGLZPP,GOVGDDCI,17.01,272984,269236,89048,148319,348748,13574,GOVFIACP,7.59,78.63,27.95,0,77.83,195112,CPGRAMS
2021,GOVJYPBS,0,GOV89UXH,GOVOGGZG,20.61,401862,395031,223364,240100,325896,154934,GOVRGEYX,52.78,45.8,69.67,0,19.19,387088,DBT
2011,GOV5QB31,1,GOV49BC9,GOVHMI07,20.06,280537,406741,257293,462010,322182,209600,GOVPHZR0,26.95,20.99,77.96,0,49.06,149696,CPGRAMS
2024,GOVC5V2M,0,GOVI87DE,GOVEX47G,66.25,153942,405878,110554,265841,15821,148924,GOVTGQTE,77.99,42.98,94.8,0,59.72,74412,CPGRAMS
2025,GOV6RRG8,0,GOV5W5TE,GOV3LTGG,56.1,215682,288376,230017,200869,96216,62079,GOVQOXYL,85.41,22.43,88.1,0,21.66,422372,DBT
2012,GOVSFW4Y,0,GOV2AP6B,GOVAVXZ3,35.66,211905,261604,390140,319009,426467,241729,GOVSAPNJ,21.11,30.88,97.33,0,12.76,418404,GeM
2015,GOV7L4O2,1,GOVN911R,GOVS3V2X,98.61,480264,425252,215891,373815,1143,385129,GOVWCXFF,38.53,83.51,49.06,0,37.2,474677,eProcure
2019,GOVANQRQ,0,GOVC2QWS,GOVHP5TW,32.38,181564,52615,229642,215895,416021,326421,GOVRXOE4,66.37,16.68,55.39,1,11.31,250522,DBT
2014,GOVRPAAM,1,GOVRSC4N,GOVFYF5O,57.88,86617,90886,183017,335625,187456,483905,GOVG50XQ,76.36,24.91,51.1,1,81.0,198903,eProcure
2018,GOVAR1UX,0,GOV1G1D2,GOVPRKP7,92.36,16727,281035,182571,307568,326114,453820,GOV02N1I,94.28,7.7,3.49,1,51.65,261282,eProcure
2017,GOVY3WTX,0,GOV9CBZF,GOVFHJN1,31.83,32283,255211,463065,10634,491857,472150,GOVXKIHY,74.18,64.0,56.37,1,43.84,25828,CPGRAMS
2021,GOV4R7E3,0,GOVKRA8F,GOVA64U4,71.7,439944,471921,121062,55265,120933,159713,GOVLDU9X,21.42,2.49,2.63,0,7.9,479839,CAG
2018,GOVN5EHH,0,GOVWWPMB,GOVYUDK0,60.35,181385,404286,441173,270130,434886,321480,GOV2W210,35.38,97.33,5.14,1,76.36,40819,CAG
2013,GOV7NTO3,0,GOV3M2JZ,GOVQFZKQ,49.53,238323,293258,42667,236026,137506,207947,GOVYHTIN,39.95,75.98,3.62,1,52.3,30980,PFMS
2025,GOVF54A9,1,GOVWLNQU,GOVIELWH,26.11,143075,85153,460331,159328,148887,264070,GOVGAP8V,5.61,69.47,66.86,0,77.15,361717,CPGRAMS
2024,GOVW9BLE,1,GOVZ2V21,GOVCL8PT,48.92,260927,318464,213364,14886,246851,50533,GOV86N4Z,84.13,48.59,34.37,0,74.63,425452,CPGRAMS
2016,GOVN6HT1,0,GOVTPI6V,GOVFNPLO,89.5,207285,275648,165067,6305,207399,295393,GOV1YS6Z,19.34,29.64,76.86,1,18.01,162262,DBT
2022,GOVIRZJ4,1,GOV476S3,GOVP0OJM,0.29,410700,473700,64491,290540,135671,437188,GOVD13IY,51.73,52.8,44.13,1,88.98,186451,DBT
2017,GOVMVFJS,0,GOV3H2OH,GOV3I19O,39.85,182149,270166,274308,404913,356336,120451,GOV0N4LE,51.56,12.72,78.93,0,7.45,311657,PFMS
2017,GOV40GWC,0,GOV9E3DY,GOVHKX3F,74.87,176164,12023,337410,350763,305652,278083,GOVILF19,29.98,82.75,25.6,0,9.87,190695,CAG
2025,GOVL56UD,1,GOVV4WZ8,GOVBUCXK,7.12,228296,157310,176277,197527,20200,126118,GOVS1CWB,38.22,47.1,45.9,0,15.91,145121,CAG
2010,GOVGO1CZ,0,GOVOTFWG,GOVAQ4C4,60.62,480660,127548,302638,224956,96783,263472,GOVP12NE,32.11,12.2,32.39,0,44.1,50592,CAG
2024,GOVJJKU9,0,GOV0ZS4S,GOVKBLP2,49.55,399778,110399,121004,419980,415419,388622,GOVT8LKG,30.64,29.4,3.92,0,57.32,735,CPGRAMS
2016,GOVABAEE,1,GOVQRZVT,GOV3HWJ5,29.74,322565,174536,299406,471762,209586,439819,GOVL87GI,89.36,48.41,28.68,0,27.08,424113,PFMS
2026,GOV8JL86,0,GOVVBLHY,GOVZWPI2,1.18,392590,57619,193239,50267,306335,333762,GOVIAJUT,83.28,97.53,59.67,1,45.22,28070,eProcure
2026,GOVXKBLL,0,GOVZ4SNB,GOV5GCBJ,48.23,449319,196584,293393,245915,475817,238003,GOV1VJ2W,28.1,81.22,70.21,1,24.93,358979,PFMS
2026,GOVTW30L,1,GOVQOGMZ,GOVC1ZU0,18.29,493340,353975,206754,266117,158667,223660,GOVACAJ0,86.66,81.36,22.52,1,43.32,272940,IFMIS
2022,GOVBPT1W,0,GOV03IEM,GOVPJTZG,81.03,409866,192768,306202,394097,89578,349697,GOVZTTSB,85.08,66.1,5.16,1,31.82,252080,GeM
2014,GOV4JV17,0,GOVHIGB0,GOVJTTNZ,6.66,465354,67969,93159,47585,419049,490391,GOVR4ZOD,58.89,50.95,85.78,0,38.04,245401,eProcure
2010,GOVDIAQ6,0,GOVA4UTU,GOV4R97N,93.17,433825,281837,395761,24738,416199,5431,GOV7N2RC,73.27,66.78,33.26,0,72.96,270166,CAG
2026,GOVMCS4Q,0,GOVO71R1,GOVNIP53,84.05,96800,396419,484895,99054,495484,405230,GOVDMZM1,18.43,42.98,30.34,0,31.83,366940,DBT
2024,GOVRJK6G,1,GOVBPK9K,GOV2IWIK,6.15,22730,294373,353355,18420,324654,114958,GOVJ6G5X,84.17,27.49,94.92,1,73.68,491269,eProcure
2010,GOVH5NFG,0,GOVZUP82,GOVP3WAX,69.57,457443,172595,454551,374527,488374,365361,GOV6SNNI,11.17,10.87,91.2,1,40.46,440156,CPGRAMS
2024,GOVF93G2,0,GOVUDMFU,GOVP1Z91,90.63,99,189847,76478,336895,497354,18983,GOVH8XKY,37.54,93.24,20.86,0,63.25,57424,DBT
2016,GOVT2WJ5,1,GOVDW7VR,GOV9Y68F,33.81,444833,13901,212708,298400,312312,361152,GOVWEU7G,90.42,8.06,26.12,1,68.65,115200,GeM
2019,GOV87RI4,1,GOVFLIQS,GOVUBBZH,4.09,106755,218048,282968,229979,477892,85200,GOVZLH4T,64.32,87.46,91.64,0,21.85,242049,eProcure
2010,GOV1ZLOJ,0,GOVJU9J6,GOVSM3NP,54.04,203604,136821,248261,66537,33689,413212,GOVEO7FI,88.13,69.97,95.79,0,0.28,33716,PFMS
2010,GOV2XOED,0,GOVLWXXG,GOV2H7CH,27.28,435353,123901,354378,302532,184688,219798,GOV35945,89.65,35.06,1.89,0,70.16,94986,eProcure
2016,GOV1KKJ8,1,GOV0B7CZ,GOVMOC6B,31.47,309355,20453,161980,171528,94081,443014,GOVZ1HJB,56.77,36.45,73.0,0,25.81,455804,CPGRAMS
2012,GOVB4M9Y,0,GOVR54U4,GOV1HRMQ,17.55,50155,357685,106010,432916,466780,429164,GOVNSY4H,62.04,68.33,14.2,1,91.01,92032,eProcure
2013,GOVEW54C,0,GOV9IZQ1,GOVHP9V9,45.77,191852,62008,142782,42473,319634,269891,GOVWHK3H,56.15,38.86,68.6,0,96.0,132832,DBT
2023,GOVK401Y,1,GOVBHMOC,GOVR1E38,49.51,353939,386076,468408,297146,319054,27798,GOV22GK6,81.65,84.04,27.14,1,95.51,422994,GeM
2013,GOV71H5Q,0,GOV9SYJ5,GOVDHH5F,32.36,311678,349346,317189,270584,427238,333949,GOV5KIBF,71.46,76.81,75.49,0,10.75,178838,eProcure
2024,GOVPWPT9,1,GOVLUURE,GOVNBJFX,7.57,114455,267390,7509,183656,84025,239740,GOVMP5BB,21.82,7.52,90.88,1,36.81,316229,CAG
2010,GOV4Z09V,1,GOVXDTTF,GOVZFEDN,39.71,168938,140789,194280,88167,393350,446937,GOVMBK75,39.55,81.82,23.72,1,23.09,477319,PFMS
2017,GOVY35TI,0,GOV5RR6D,GOVF3UB0,47.63,267910,244375,379398,157648,70500,58898,GOVW5D4M,30.5,81.62,61.59,0,81.91,69518,DBT
2014,GOVK48H4,0,GOVQT9SM,GOV43I9Z,94.28,73535,135490,491500,247766,13045,7535,GOVSLXHE,23.88,96.03,71.89,1,68.53,461980,CPGRAMS
2011,GOVMPOHX,1,GOV4KINZ,GOVIXSBD,1.23,325036,344642,252470,346406,356910,178624,GOVBC9QM,46.11,95.34,26.96,1,86.68,305929,PFMS
2017,GOVXIQWK,0,GOV8LOO9,GOVETZY3,71.57,244012,312475,99999,233838,442784,498587,GOV71NFG,30.83,60.57,91.12,1,31.78,242830,CPGRAMS
2018,GOVV5MBY,1,GOVIQ6X9,GOVOU4V3,40.9,247274,196206,26635,360641,266264,262161,GOVWKHP5,1.56,96.52,84.03,0,77.33,151888,eProcure
2011,GOVYUHNU,1,GOVYL0X2,GOV04VV2,19.39,406138,3505,184370,253835,83853,73489,GOV90D9R,93.94,76.77,17.2,1,95.4,311808,eProcure
2026,GOVOG765,0,GOVCVYJ8,GOV1BXX2,81.84,59758,61606,77748,420923,273713,125029,GOVEU1SI,32.47,69.02,27.92,1,53.73,452091,GeM
2024,GOV47I2W,1,GOVXSR4P,GOVD1R9Z,40.83,76337,358937,230453,434634,211946,470919,GOVQVFOU,99.78,14.03,25.25,1,66.22,34709,GeM
2021,GOVEQB3E,1,GOV7N0I1,GOV92XEH,38.41,51557,203663,162024,223278,446201,282503,GOV5OWFO,99.46,27.73,15.2,0,20.82,274339,eProcure
2011,GOVJS79Q,0,GOVMBW2M,GOVDO6RT,12.11,436619,418366,143553,92322,450487,41552,GOVLMX9M,35.75,84.04,57.95,1,23.72,225409,GeM
2014,GOVY4TTN,1,GOV70VVH,GOVA468C,91.37,331146,415845,344691,232589,118600,274403,GOVIDM1K,10.55,54.52,73.93,1,83.69,203296,PFMS
2016,GOV8ZDYM,1,GOVNWRGK,GOVFOC1X,44.5,332715,449248,121862,468227,316459,40150,GOVVH1ZV,68.3,60.08,52.16,0,43.81,392571,eProcure
2010,GOVO1TF2,1,GOVZHZPE,GOVLJP7L,0.8,195893,197932,53133,132465,308066,402386,GOVE0RMF,68.89,14.5,47.69,1,40.45,184360,GeM
2022,GOVZEYH2,1,GOV1CA2P,GOV0L8ID,36.64,81459,187609,311275,439936,363632,375430,GOV9RDNC,30.25,7.38,57.7,1,12.58,440098,CPGRAMS
2015,GOVET8X3,1,GOV6NXGS,GOVXQ8NE,79.46,396869,102057,28951,109007,486841,96892,GOVZ33YT,22.45,55.49,75.52,0,64.24,135121,CPGRAMS
2018,GOV71MGS,0,GOV9RJW2,GOV422MP,84.56,291887,260398,314238,202619,88783,6743,GOVCSDFD,51.14,34.92,28.8,1,23.18,6162,PFMS
2012,GOVRE5AB,0,GOVY3NMM,GOV3Z7OM,80.93,50043,497894,380919,432323,407897,62854,GOVVSWTZ,34.9,92.0,66.37,0,53.28,47061,CAG
2026,GOV5OCZZ,0,GOVMKC8Z,GOVDYOAF,80.83,139738,188155,24839,310332,263763,335718,GOV9FKD8,54.03,20.04,45.23,0,64.85,391278,IFMIS
2010,GOVOWK5J,1,GOV9YIKM,GOV82G95,90.24,116352,78206,209895,201022,50945,273475,GOVS10P6,51.2,4.63,41.71,1,16.04,206703,IFMIS
2018,GOV2AJ49,1,GOVX402T,GOVN8413,50.87,418977,388841,480828,187346,332475,44437,GOVDZWP3,36.98,29.94,34.94,0,44.29,150728,DBT
2016,GOVRDH7X,0,GOVS5KPW,GOV40J99,41.53,274755,253926,105416,334684,145325,221459,GOVKX6J4,50.14,62.55,66.53,1,35.69,469842,eProcure
2017,GOVBS5WI,1,GOVJQRYI,GOVR8UG7,70.1,81195,59314,358721,3278,331030,405168,GOVUWRNH,8.21,85.68,8.25,1,1.25,273740,DBT
2011,GOVTKTQQ,0,GOVPIINX,GOV9PBRJ,15.24,102662,17238,16497,299493,336144,337264,GOVWGQFK,5.23,5.16,25.09,1,5.77,39479,PFMS
2023,GOVUN72C,1,GOVGLV4M,GOV2XUVV,45.59,470002,85850,390434,305288,7870,782,GOVP7BYN,31.08,36.53,95.43,0,86.25,413108,CPGRAMS
2013,GOVNNW4T,0,GOV194Z9,GOVUXEZ6,47.91,475990,497443,426691,152437,158160,341822,GOV9HYR2,46.67,32.56,23.96,0,0.7,496434,GeM
2024,GOVAF60W,0,GOVT77HR,GOVF41CE,67.98,214196,58717,474114,325425,208411,374614,GOV4PJJ5,48.39,36.01,85.64,0,81.14,58433,CAG
2022,GOVF7ING,0,GOVZOR46,GOVAX7CK,97.86,328583,157644,270024,431796,237220,120997,GOVKJKT4,13.17,47.74,70.68,0,23.81,190280,PFMS
2015,GOVH6QYR,0,GOV9BT84,GOVQEBUF,86.21,307218,72808,456915,452072,135368,248868,GOVI6LOT,4.49,61.12,78.37,0,3.69,423004,CAG
2018,GOVSN25G,1,GOVFT22X,GOVG5RMW,3.49,498029,407177,310900,130132,20369,226050,GOVFX7M6,29.03,76.23,7.02,0,64.02,457708,CAG
2024,GOVL6JM6,1,GOVR69Z1,GOVZCMJN,77.68,140001,61037,466193,128415,371505,6171,GOV60OPK,43.92,48.84,50.37,0,2.32,133342,eProcure
2025,GOVPU1NM,0,GOVBD8CM,GOVHZW3D,55.4,158468,159179,206161,326505,207573,268460,GOVI0YS9,62.46,69.82,79.94,1,1.67,175493,DBT
2017,GOVFZFKZ,0,GOVJZ8R5,GOV7QSQM,20.18,421613,457248,50874,418861,29463,447830,GOVELF6H,17.5,99.16,27.39,1,54.5,113859,CAG
2013,GOVVF0K2,1,GOVG8I0Z,GOV8XILH,22.91,22815,68286,310236,232845,457091,134091,GOV9J4HN,99.21,28.81,27.66,1,37.85,326852,CAG
2018,GOVZNJS2,1,GOVI1BTO,GOV6H95K,10.83,255865,29789,331159,486739,240603,411412,GOV9SI2H,21.43,74.71,46.22,0,65.79,16289,CAG
2024,GOVP61GN,0,GOVR2NZN,GOVSH33P,89.3,260747,291136,110952,253456,320034,78123,GOVHT78I,38.16,64.22,24.29,0,79.76,36164,CPGRAMS
2019,GOVJSFJY,1,GOVXVK24,GOVKHZZ9,79.64,197621,471842,248447,99259,372971,70725,GOV9KWMC,89.4,84.49,17.25,1,19.32,461981,CAG
2016,GOV5RDMG,0,GOVZ59KD,GOV8MM8S,24.35,169578,499373,90925,387765,385501,532,GOVOWR1X,0.65,21.45,62.14,1,49.74,76667,DBT
2010,GOVNN43O,0,GOVJAS2H,GOVFA8F1,25.25,406024,68552,63411,39053,182614,277143,GOV91BHE,74.34,43.77,69.61,0,71.13,420151,DBT
2013,GOVMM452,1,GOV2P29J,GOVH1JZ4,8.64,381080,141609,286476,50211,363796,148138,GOV7Y6J1,87.72,93.22,20.83,0,34.35,488118,eProcure
2013,GOVASN1O,1,GOV664NJ,GOVP2KTO,31.05,431125,448063,58249,346238,335551,408109,GOVN2PO3,70.2,67.95,75.48,0,47.46,133238,DBT
2025,GOVE6DVE,1,GOVDRI4Z,GOVNLQYT,16.34,3787,204592,481105,101697,243576,488502,GOVV0B3A,79.35,58.34,18.15,0,28.32,144504,DBT
2020,GOVZ9UFO,0,GOVE4Y67,GOVRDQCM,77.17,107479,336052,132629,76120,149084,290607,GOVRHXZ9,67.54,28.99,92.18,1,26.87,424068,IFMIS
2015,GOVVQZB3,0,GOVO0URY,GOVMI0Z5,7.42,299573,56203,74210,123226,388640,73858,GOVTLEYX,55.3,50.13,21.59,1,64.88,117264,eProcure
2016,GOVGXXUR,1,GOVZLJXX,GOVVPMXW,69.31,66944,419534,103677,352802,211768,167839,GOVKLOF4,57.45,40.37,4.98,1,36.21,273791,PFMS
2025,GOVRSWWR,1,GOV6N5G4,GOVZ4NR8,94.79,55878,244309,427977,127568,124305,442856,GOVK6S8L,39.62,53.77,17.56,1,14.12,104917,CAG
2019,GOV7EO7H,1,GOVTJCEY,GOV2TWDE,23.58,464434,71612,49781,58196,225285,279581,GOVE7C2U,98.4,5.74,12.28,0,48.46,405231,DBT
2021,GOV9833E,1,GOVJRSBW,GOVN5YES,94.07,196880,391303,83074,126675,309388,174759,GOVINB4I,96.07,75.25,94.23,0,59.72,42785,IFMIS
2022,GOV33SAB,0,GOVR76CH,GOVO0G2N,25.07,434942,36203,249179,290691,274707,126333,GOV9UZNS,4.42,55.25,71.85,0,43.4,220218,IFMIS
2024,GOVM0JHI,0,GOV732TD,GOVJ78R8,47.1,496974,216499,358838,165928,238804,156807,GOVU8TRW,26.03,51.64,18.32,0,44.83,498319,eProcure
2015,GOVA1QUO,1,GOVN4OHI,GOVLFBXE,53.81,449509,105093,290337,198948,168792,298869,GOVQAPND,44.43,75.09,51.6,1,98.77,78307,GeM
2011,GOVR0JJQ,0,GOVQF62Y,GOVSSC5J,81.07,462184,52076,203611,96817,387576,462849,GOVGCQHR,73.29,59.39,67.31,1,6.67,216285,GeM
2021,GOVOH00R,1,GOVMBTOE,GOVWGWTG,81.09,16498,156131,95477,154370,320074,275862,GOVYK3MX,32.61,96.49,21.5,0,45.87,397080,GeM
2012,GOVXX4H2,0,GOVRSA6F,GOVV5A4I,40.96,157846,400122,418669,76533,8726,321631,GOVBZSYH,1.06,76.23,69.08,1,47.6,445769,PFMS
2016,GOV55B2P,0,GOV8Q9ZK,GOVYVYL0,80.76,310451,142341,363222,274131,457154,323842,GOVTRW6P,49.9,47.23,90.14,0,82.71,181386,PFMS
2024,GOVXS42F,0,GOVU1KDB,GOV6XHKS,84.17,441649,435498,236242,284161,209550,427686,GOVU133L,28.72,83.64,25.43,1,64.0,329545,CAG
2014,GOVSG2OW,1,GOV95T4K,GOV86JWB,68.17,340013,315825,478721,103093,458293,445524,GOVP707I,47.69,59.75,20.72,0,42.63,363811,eProcure
2011,GOV8JRU7,1,GOVZ1YFS,GOV0J0O7,13.19,288578,297668,29030,490171,206978,255662,GOVEI116,57.78,51.41,89.04,1,80.34,174679,eProcure
2016,GOVWFSRG,1,GOVK8A7G,GOVDQQJ2,78.23,140859,140841,149415,98603,492921,28578,GOVHYKML,84.5,65.65,76.2,1,66.74,23737,CAG
2010,GOVCU02Q,1,GOVZPHKH,GOV40BBI,16.61,236082,480224,462652,287320,378239,272657,GOVG86KR,37.85,90.76,44.8,1,93.68,230259,CPGRAMS
2015,GOVRSWCO,1,GOV7HEEM,GOVLTIJD,1.23,255046,384310,492269,40401,110758,193540,GOVJKCR3,90.78,62.07,20.17,1,68.95,471479,DBT
2016,GOVUFWTN,1,GOV4ARVL,GOVVJJD9,31.37,235828,260800,250224,16556,76875,478464,GOVBWEHM,85.2,2.06,35.0,1,2.22,426191,CAG
2011,GOV77OWW,0,GOV7GQ9R,GOV22IHH,95.01,290255,40946,402884,235914,20177,290843,GOVYC1ML,25.6,24.16,63.93,0,78.49,53842,DBT
2024,GOVJ2QHH,1,GOVUW3OK,GOVMPHR4,7.23,77957,179359,384321,481643,443231,449750,GOVD6CNB,82.91,12.6,17.99,1,87.93,6142,PFMS
2022,GOV4YT8U,1,GOV8KU7O,GOVJCV03,78.51,471647,111531,201192,125796,239839,264220,GOVTXAVF,80.28,89.69,4.34,1,3.16,213959,eProcure
2011,GOVAZAWJ,1,GOVYHPGM,GOVEMOW7,17.31,50251,226442,64366,107828,231279,45060,GOVIPEF0,57.57,42.35,48.77,1,90.6,477489,IFMIS
2026,GOVFNNYT,0,GOV4Y2QR,GOVZZHOK,73.18,317028,155603,173272,482637,297466,133365,GOVPCIBY,6.4,82.54,52.68,0,37.11,427260,PFMS
2010,GOVTEJQL,1,GOVRZJX4,GOVCEW8H,17.09,416858,40839,304713,308946,498442,243670,GOV46D24,75.06,17.8,9.38,0,7.3,5064,DBT
2020,GOV6XJ7G,1,GOVBP1NP,GOV8LOB6,52.64,389633,451079,84806,66520,34845,445398,GOV9O3BX,20.6,11.93,41.62,0,49.95,83157,GeM
2022,GOVEK5A4,0,GOV2YY3D,GOVAFGFJ,49.68,148202,447824,481262,380924,256330,444305,GOVWXPZ0,73.13,46.9,60.81,0,51.6,27078,IFMIS
2026,GOVHQ4AW,1,GOVKCU43,GOVW9RWH,48.16,182115,316188,227715,147830,25635,152771,GOV2L3C7,22.61,28.79,76.18,1,21.02,254143,CAG
2019,GOVH5Q6A,1,GOV9J24Q,GOV0OIBR,36.48,219752,350045,107400,192972,137983,452978,GOVPJHVY,43.42,47.39,13.75,0,12.9,488542,GeM
2013,GOVC3IGZ,0,GOVR3699,GOV1KW2J,89.61,438178,64082,190395,375086,8976,212926,GOV7PXED,42.12,41.83,23.06,0,52.27,229919,eProcure
2021,GOVL8VP2,1,GOVJGTDY,GOVGJV2F,14.61,70892,312816,247081,271568,118273,15337,GOVLALY6,23.34,13.15,51.86,0,1.75,371745,eProcure
2019,GOV9VORP,0,GOV2W0TJ,GOVYIZZN,84.49,422454,473150,292225,314130,297370,204447,GOVKGPJR,41.05,72.43,20.96,0,70.06,247841,CAG
2016,GOV09IDQ,1,GOV3ROHG,GOVZMQ7Q,80.9,343342,499611,136999,477344,197405,234615,GOVLUL8L,55.39,80.02,88.44,1,85.69,386700,PFMS
2011,GOVWGDOT,1,GOVLADY1,GOVUMTI3,64.62,279045,203017,111175,327528,394152,118750,GOV2MC44,65.28,84.52,99.2,0,64.67,422813,PFMS
2015,GOVNUGU4,1,GOVS088E,GOV6NIPW,4.11,357536,28596,104495,334609,437490,3678,GOV1MYIE,42.9,81.22,62.8,0,16.87,133883,IFMIS
2018,GOV2Y0XP,1,GOVV1E8I,GOVN5N44,47.86,17709,416383,27201,288937,321887,24742,GOVQ9ANQ,17.46,52.15,29.1,1,83.31,65195,eProcure
2015,GOVJIQIJ,0,GOVC2JSH,GOVR9NN2,26.6,237059,248592,15362,485503,328067,388831,GOVCJVBO,35.32,48.66,79.37,1,35.73,236308,PFMS
2020,GOVJJIYH,0,GOVCO4OM,GOVAZI9R,17.74,477722,5226,34387,329842,434899,497830,GOVORCVZ,54.84,36.62,63.88,1,74.76,90813,DBT
2011,GOV4I28I,0,GOVQZDWD,GOVO2K3B,47.01,105012,87935,336876,48469,350941,190312,GOV07EE5,10.77,82.11,7.02,1,19.78,319766,eProcure
2024,GOVYPCDN,1,GOV1AFZ1,GOVW1T9G,47.04,49806,259176,45388,415283,137974,108462,GOV8NZ8P,89.33,61.93,10.42,1,60.1,258871,CAG
2025,GOVWPS2X,0,GOVY0NGA,GOVZUPTY,78.48,318685,475447,293389,287243,471457,189224,GOVD32AZ,21.96,14.81,72.08,1,41.61,428537,eProcure
2023,GOVKTCB8,1,GOV8K9H6,GOVODXAR,76.83,190649,72583,13959,398927,150913,386398,GOVJ4DAO,84.83,72.69,37.8,0,88.0,48201,IFMIS
2013,GOV166IX,1,GOVA78WX,GOVLZ3H8,21.64,481612,102836,175703,382036,134243,204954,GOVSQDYG,26.57,68.18,21.09,0,55.94,376972,GeM
2011,GOVI0CJ7,0,GOVM823I,GOVL6DMG,75.46,131917,117002,471525,437672,84509,272044,GOVPKGXL,84.02,44.92,19.71,1,61.72,162572,GeM
2012,GOVQ3W8V,1,GOV9FISO,GOV8BQ8D,23.38,227509,342848,380866,442692,416127,89560,GOV7KPM8,95.49,68.28,75.16,0,74.84,289561,eProcure
2013,GOVK96WF,0,GOVQ156O,GOVV90NL,69.24,245706,474250,436744,288210,145053,86657,GOV43XNO,47.96,41.43,1.52,1,26.12,200157,GeM
2026,GOVFMAH0,1,GOVX1EU7,GOV460KK,18.7,91872,499974,20645,198838,298568,3975,GOVYQU4P,55.88,13.38,6.46,0,53.92,470700,DBT
2015,GOVD4FGQ,0,GOVLU95R,GOVKKAVF,34.76,39839,402850,73356,388056,474107,378191,GOV3RTCS,72.21,19.13,91.36,1,89.61,443610,GeM
2017,GOVNQ5B9,0,GOVUF07H,GOVQM082,9.4,426843,181306,374078,455769,259172,169972,GOVL65NJ,57.12,61.17,27.92,1,94.94,193160,IFMIS
2018,GOVT9DZF,0,GOVE6RW9,GOVA74CY,82.74,403358,312782,458870,495873,308087,63665,GOVYP47V,51.0,47.99,19.72,0,11.75,49779,DBT
2020,GOV56FH4,0,GOV6VBT2,GOV3LPQN,59.3,145787,358469,185356,177225,243087,218041,GOV063AR,15.1,95.08,16.07,0,9.97,37959,GeM
2019,GOVAQCX9,1,GOVX783E,GOVI2KLB,24.82,494504,88909,480562,20406,412120,38048,GOVQI125,45.67,79.16,35.44,1,27.73,368152,DBT
2016,GOVFZIGV,0,GOVTPYR0,GOVPSQ7P,37.74,257430,459407,456284,483053,397177,435710,GOVLB73J,4.3,50.13,45.82,1,74.45,236752,GeM
2021,GOVQS6B7,0,GOVTXLAM,GOV0WBZQ,55.67,438700,46725,295306,230680,313832,361076,GOVVJHP6,86.91,38.06,32.47,0,37.06,306777,PFMS
2013,GOVX3YCQ,1,GOVC4ZR6,GOV4FT2K,58.24,498029,314145,45841,167240,201134,291661,GOVDOQ3P,60.5,21.33,95.15,1,99.75,202691,IFMIS
2020,GOVFLZ2W,1,GOVXZXD0,GOVD0MX1,60.1,428950,161530,397693,499661,225951,288033,GOVPSNMX,32.88,90.47,83.29,0,6.86,419444,CAG
