tax_property_assessment_year,tax_property_parcel_geocode,tax_property_property_class_code,tax_property_assessed_value_total,tax_property_market_value_estimate,tax_property_tax_rate_millage,tax_property_tax_bill_amount_inr,tax_property_homestead_exemption_flag,tax_property_senior_exemption_flag,tax_property_disabled_exemption_flag,tax_property_appeal_filed_flag,tax_property_appeal_outcome_code,tax_property_assessment_ratio,tax_property_equalization_factor,tax_property_delinquency_rate_pct,tax_property_foreclosure_initiation_flag,tax_property_tax_increment_district_flag,tax_property_school_levy_share_pct,tax_property_municipal_levy_share_pct,tax_property_payment_plan_enrolled_flag
2022,148886215980,RES,8024824,9241459,8.2,67514,0,0,0,1,UPHELD,0.868,1.026,8.27,0,1,0.65,0.35,0
2020,787060721668,RES,17459893,19805551,7.27,143435,1,0,0,0,NA,0.882,1.13,8.17,0,0,0.53,0.47,0
2021,266323244144,RES,11582332,13996166,14.12,141464,0,0,0,0,NA,0.828,0.865,2.58,0,0,0.71,0.29,0
2023,192691240955,IND,14245229,18949290,6.49,87644,0,1,0,0,NA,0.752,0.948,2.61,0,0,0.26,0.74,0
2025,779413397194,RES,8772576,15042439,1.61,13361,0,0,0,0,NA,0.583,0.946,4.77,0,0,0.62,0.38,1
2019,777119070383,IND,14383449,16328150,19.92,254142,1,0,0,0,NA,0.881,0.887,2.41,0,0,0.38,0.62,0
2024,477669173254,RES,2900744,4300947,18.68,46925,1,0,0,0,NA,0.674,0.866,6.34,0,1,0.67,0.33,0
2021,885637811728,MIX,4357489,5132779,18.52,90708,1,0,0,0,NA,0.849,1.124,7.04,0,0,0.4,0.6,0
2023,471958107986,COM,1811167,2214612,16.34,26043,1,0,0,0,NA,0.818,0.88,7.51,0,0,0.39,0.61,0
2019,559121012227,RES,12861581,13785473,22.29,292132,1,0,0,0,NA,0.933,1.019,6.23,0,0,0.43,0.57,0
2022,812651203554,COM,9189175,14134330,15.0,147073,0,0,0,0,NA,0.65,1.067,7.63,0,1,0.47,0.53,0
2020,218840621542,RES,5625039,7971332,15.65,90321,0,0,0,0,NA,0.706,1.026,7.43,0,0,0.33,0.67,0
2019,145673496369,RES,21944317,28382023,20.25,495031,0,0,0,0,NA,0.773,1.114,1.5,0,1,0.67,0.33,0
2025,657098026637,RES,4902247,7504784,21.75,98307,1,0,0,0,NA,0.653,0.922,7.5,0,0,0.26,0.74,0
2018,423646512464,COM,5110925,5381217,21.1,127899,0,0,0,0,NA,0.95,1.186,3.52,0,0,0.29,0.71,0
2025,311713885500,RES,12221458,17916090,17.2,188137,1,0,0,0,NA,0.682,0.895,1.32,0,0,0.36,0.64,0
2024,834909829372,RES,7683366,9301627,4.13,36556,1,0,0,0,NA,0.826,1.152,6.54,0,0,0.62,0.38,0
2018,635764736625,COM,2862207,5195926,10.8,31221,1,0,0,0,NA,0.551,1.01,6.05,0,0,0.37,0.63,0
2019,900495277990,IND,20099919,26664243,11.81,215778,0,0,0,0,NA,0.754,0.909,7.41,0,0,0.35,0.65,1
2021,502795691764,RES,6192381,11149844,16.73,114787,0,0,0,0,NA,0.555,1.108,0.86,0,0,0.28,0.72,0
2022,627439293551,MIX,17344104,19827288,18.01,307682,0,1,0,0,NA,0.875,0.985,8.25,0,0,0.26,0.74,1
2019,878146672921,COM,15826694,22001401,14.56,211080,0,0,0,0,NA,0.719,0.916,2.16,0,0,0.48,0.52,1
2022,489607060710,RES,12829392,16808994,2.63,38836,0,0,0,0,NA,0.763,1.151,0.77,0,0,0.51,0.49,1
2022,762561419732,RES,17618208,23052312,4.58,72461,1,0,0,0,NA,0.764,0.898,4.63,0,0,0.33,0.67,0
2023,318034085492,COM,14900217,24684305,2.1,37330,0,0,0,0,NA,0.604,1.193,3.77,0,0,0.31,0.69,0
2020,113738850177,COM,15573748,26626965,22.9,416554,0,0,0,0,NA,0.585,1.168,2.54,0,0,0.67,0.33,0
2022,659429676354,RES,19416932,24368200,4.04,68325,0,0,0,0,NA,0.797,0.871,8.09,0,1,0.27,0.73,0
2023,385222893026,RES,14874902,21152767,11.12,169379,1,0,0,0,NA,0.703,1.024,0.28,0,0,0.31,0.69,0
2024,289215076780,RES,3259137,4814282,4.08,14414,1,0,0,1,UPHELD,0.677,1.084,7.54,0,0,0.33,0.67,0
2025,974324657588,AGR,13154168,14191413,11.12,165436,1,0,0,0,NA,0.927,1.131,0.88,0,0,0.34,0.66,0
2021,311531280075,RES,4742170,8004096,1.52,8196,1,0,0,0,NA,0.592,1.137,7.38,0,0,0.58,0.42,1
2024,925116987465,RES,6190069,9426836,14.0,74702,0,1,0,0,NA,0.657,0.862,2.26,0,0,0.58,0.42,0
2018,675842683440,COM,9601670,13057062,15.89,168743,0,0,0,0,NA,0.735,1.106,2.01,0,0,0.47,0.53,0
2020,222071972120,RES,9170811,16162586,18.72,146441,0,0,0,0,NA,0.567,0.853,3.33,0,0,0.74,0.26,1
2024,889205370410,COM,19150045,25353751,1.11,24743,1,0,0,0,NA,0.755,1.164,4.31,0,1,0.7,0.3,0
2023,194426624297,RES,24257351,28352239,23.57,654077,0,0,0,1,UPHELD,0.856,1.144,1.71,0,0,0.63,0.37,0
2018,683617675662,COM,563911,668292,8.8,4992,1,0,0,0,NA,0.844,1.006,8.31,0,0,0.29,0.71,0
2018,417374109746,IND,11111243,14521555,1.22,15698,1,0,0,0,NA,0.765,1.158,2.71,0,1,0.44,0.56,0
2022,286170284072,RES,21889847,23362773,17.28,395278,0,0,0,0,NA,0.937,1.045,1.72,0,0,0.35,0.65,0
2024,496056810592,RES,14637760,25808750,20.38,344258,1,0,0,0,NA,0.567,1.154,7.38,0,0,0.51,0.49,0
2018,250936091476,RES,23069709,25445603,12.12,290509,0,0,0,1,INCREASED,0.907,1.039,2.58,0,0,0.38,0.62,0
2020,924203662954,COM,2912450,4186111,20.12,50102,0,1,0,0,NA,0.696,0.855,8.17,0,0,0.38,0.62,1
2022,660589642742,RES,13250599,17164190,1.62,21981,1,0,0,1,PENDING,0.772,1.024,7.53,0,0,0.36,0.64,0
2023,580745125414,AGR,9984531,16405209,5.64,54173,1,0,0,0,NA,0.609,0.962,3.05,0,0,0.52,0.48,0
2020,723437527639,RES,1255833,1848325,12.01,13227,1,0,0,0,NA,0.679,0.877,7.52,0,0,0.51,0.49,0
2024,906120682710,RES,18149141,24218299,12.07,259148,1,0,0,0,NA,0.749,1.183,4.07,0,0,0.54,0.46,0
2023,709975923781,COM,10818561,16822843,17.61,226903,1,0,0,1,INCREASED,0.643,1.191,2.0,0,0,0.35,0.65,1
2025,955823258387,COM,17215101,25451992,12.17,212231,1,0,0,0,NA,0.676,1.013,1.91,0,1,0.7,0.3,0
2021,358526756157,IND,5773206,9405563,24.44,137005,1,0,0,0,NA,0.614,0.971,2.96,0,1,0.65,0.35,0
2019,961220201683,RES,450864,774726,9.12,4827,0,0,0,0,NA,0.582,1.174,7.82,0,1,0.4,0.6,0
2025,716731131458,RES,7192789,9570324,2.28,15334,1,0,0,0,NA,0.752,0.935,6.44,0,0,0.59,0.41,0
2024,405173466441,AGR,11081799,11903840,19.55,259112,0,0,0,1,UPHELD,0.931,1.196,5.89,0,0,0.74,0.26,0
2020,660492640349,RES,9034732,11417310,13.24,121893,0,0,0,0,NA,0.791,1.019,4.24,0,0,0.45,0.55,0
2024,710627192437,RES,784222,1355960,9.56,7325,1,0,0,1,INCREASED,0.578,0.977,7.15,0,0,0.48,0.52,0
2020,463591054646,RES,1468776,1848673,18.95,31118,1,0,0,0,NA,0.795,1.118,3.17,0,0,0.26,0.74,1
2023,591106519891,RES,6855816,10919521,1.89,15238,0,0,0,0,NA,0.628,1.176,1.53,0,1,0.69,0.31,0
2020,199128608840,MIX,5626135,7085662,20.24,129132,1,0,0,0,NA,0.794,1.134,0.67,0,1,0.54,0.46,1
2022,326126537123,RES,10142688,16801742,2.95,32943,1,0,0,0,NA,0.604,1.101,7.9,0,0,0.68,0.32,0
2018,105435100019,IND,10801623,15477642,7.24,69367,0,1,0,0,NA,0.698,0.887,0.07,0,0,0.38,0.62,0
2019,278490182896,COM,16110185,20626763,14.16,204168,0,1,0,0,NA,0.781,0.895,8.86,0,1,0.3,0.7,0
2024,952004104636,IND,6194091,10487152,2.61,18608,0,1,0,0,NA,0.591,1.151,9.0,0,0,0.64,0.36,0
2021,370621269652,RES,7833782,9476687,14.27,119837,0,0,0,1,REDUCED,0.827,1.072,2.23,0,0,0.34,0.66,0
2018,595333267423,COM,16227541,24306517,2.51,44397,0,0,0,0,NA,0.668,1.09,7.71,0,0,0.73,0.27,0
2022,633512088580,RES,18968024,27451729,3.16,66173,0,0,0,0,NA,0.691,1.104,3.99,0,0,0.5,0.5,1
2019,738519001451,COM,21582989,25750840,1.35,25874,1,0,0,0,NA,0.838,0.888,8.16,0,1,0.32,0.68,0
2020,503243132485,RES,10495253,15527954,5.98,59686,0,0,0,0,NA,0.676,0.951,3.44,0,0,0.74,0.26,0
2019,221671649602,RES,1771721,3180967,17.46,34399,1,0,0,0,NA,0.557,1.112,4.65,0,1,0.26,0.74,1
2024,652345076698,MIX,7997471,13709192,5.02,47735,0,0,0,0,NA,0.583,1.189,6.68,0,0,0.39,0.61,1
2019,677629000995,RES,22568584,24899533,2.91,77693,1,0,0,0,NA,0.906,1.183,5.59,0,0,0.71,0.29,0
2022,467910533742,RES,15340560,18892498,24.6,338130,0,0,0,0,NA,0.812,0.896,1.88,0,0,0.52,0.48,0
2021,991691371810,RES,22214647,28205922,24.16,559248,0,0,0,0,NA,0.788,1.042,3.56,0,0,0.71,0.29,0
2023,436040057878,RES,13045319,14760520,6.68,77383,0,0,0,0,NA,0.884,0.888,4.32,0,1,0.68,0.32,0
2019,122930730585,RES,9713072,10310584,3.67,37643,0,0,1,0,NA,0.942,1.056,6.6,0,1,0.75,0.25,0
2024,235145152849,IND,1638045,2196243,21.24,36845,1,0,0,0,NA,0.746,1.059,0.35,0,0,0.5,0.5,1
2025,951776568300,RES,9672716,11180657,16.18,143671,0,0,0,0,NA,0.865,0.918,8.77,0,0,0.45,0.55,0
2019,771325292232,RES,10793210,17695576,1.48,19073,0,0,0,0,NA,0.61,1.194,3.82,0,1,0.4,0.6,0
2025,856222952680,RES,12248854,17511991,19.6,225433,0,0,0,0,NA,0.699,0.939,3.64,0,0,0.3,0.7,0
2021,967465630637,RES,2995819,4138744,20.1,69610,0,0,0,0,NA,0.724,1.156,7.83,0,0,0.64,0.36,0
2019,733246782948,RES,7149286,10340682,1.08,9196,0,0,0,0,NA,0.691,1.191,4.38,0,0,0.73,0.27,0
2022,252413440207,RES,6742450,9649881,9.35,75083,0,0,0,0,NA,0.699,1.191,5.33,0,0,0.53,0.47,0
2019,861594020134,COM,20887062,29449754,9.75,224828,1,0,0,0,NA,0.709,1.104,6.42,0,0,0.55,0.45,0
2021,282032480388,MIX,22261639,27617903,2.79,69501,0,0,0,0,NA,0.806,1.119,2.68,0,0,0.48,0.52,0
2020,717691281295,RES,11736583,21297676,12.79,145307,0,0,0,0,NA,0.551,0.968,8.82,0,0,0.55,0.45,0
2023,129383050154,RES,17668936,25745298,4.61,80313,0,0,0,0,NA,0.686,0.986,7.42,1,0,0.3,0.7,0
2022,405894716662,AGR,804776,978591,1.35,1291,0,0,0,0,NA,0.822,1.188,7.23,0,0,0.27,0.73,1
2018,565257219109,RES,17371358,22091477,1.8,27422,0,0,0,0,NA,0.786,0.877,0.81,0,1,0.3,0.7,0
2021,728596726428,RES,11365920,15631336,16.58,193158,0,0,0,1,INCREASED,0.727,1.025,4.26,0,1,0.28,0.72,0
2025,867488586970,COM,16253029,26445575,20.84,317035,0,0,0,0,NA,0.615,0.936,4.44,0,0,0.35,0.65,0
2021,153074269912,RES,4024267,5560004,3.98,14591,0,0,0,0,NA,0.724,0.911,0.62,0,0,0.6,0.4,0
2019,837991835013,RES,16853860,20375711,5.23,84003,1,0,0,1,UPHELD,0.827,0.953,6.48,0,0,0.69,0.31,0
2020,773128072180,RES,13210932,16975575,14.58,216885,1,0,0,0,NA,0.778,1.126,3.18,0,0,0.36,0.64,1
2022,834167905913,IND,6249430,9701913,10.19,69286,1,0,0,0,NA,0.644,1.088,3.54,0,0,0.26,0.74,0
2024,573391036958,RES,16686528,22856014,9.34,158034,0,0,0,1,REDUCED,0.73,1.014,5.71,0,0,0.73,0.27,1
2020,627406523698,COM,9477041,13274601,11.94,113495,0,0,0,0,NA,0.714,1.003,5.6,0,0,0.33,0.67,0
2021,201447383506,RES,7538320,12919272,13.72,99702,0,0,0,0,NA,0.583,0.964,7.6,0,0,0.64,0.36,0
2022,836338847912,RES,4242287,7112396,20.17,95493,0,0,0,0,NA,0.596,1.116,8.0,0,0,0.71,0.29,0
2018,230975087658,RES,910090,1449206,20.28,16629,0,0,0,1,PENDING,0.628,0.901,4.53,0,0,0.62,0.38,0
2024,639312881454,RES,14925815,16274443,16.04,222651,1,1,0,0,NA,0.917,0.93,7.17,0,1,0.29,0.71,0
2024,361734387233,COM,10240370,12265207,5.09,52332,0,0,0,0,NA,0.835,1.004,5.66,0,0,0.68,0.32,0
2018,204178131955,IND,10194917,15927233,4.86,45088,1,1,0,0,NA,0.64,0.91,1.82,0,0,0.57,0.43,0
2020,306701622606,RES,8894964,9630579,15.35,142818,0,0,0,0,NA,0.924,1.046,0.16,0,0,0.43,0.57,1
2021,112620702441,RES,4306523,5133510,13.91,57328,0,1,1,0,NA,0.839,0.957,0.95,0,1,0.54,0.46,0
2024,318899641738,RES,6229883,7555995,7.39,50228,0,0,0,0,NA,0.824,1.091,2.82,0,0,0.69,0.31,0
2023,490680024539,IND,23156754,24631097,16.33,322940,0,0,0,0,NA,0.94,0.854,3.75,1,0,0.59,0.41,1
2023,625822752469,RES,6244349,8584421,12.44,80088,0,0,0,0,NA,0.727,1.031,5.83,0,0,0.64,0.36,0
2020,241858655281,RES,646418,851110,8.64,6674,1,1,0,0,NA,0.759,1.195,4.26,0,1,0.68,0.32,0
2018,356325800121,COM,4338432,5278784,18.8,92410,0,0,0,0,NA,0.822,1.133,8.27,0,0,0.37,0.63,0
2023,705433570878,COM,5753241,6236525,17.36,89190,0,0,0,0,NA,0.923,0.893,1.27,0,1,0.62,0.38,0
2020,279956877537,COM,26364832,29311366,13.95,354549,0,0,0,0,NA,0.899,0.964,0.79,0,0,0.61,0.39,0
2025,387870586744,RES,4176319,5091352,23.83,114848,1,0,0,0,NA,0.82,1.154,8.43,0,0,0.65,0.35,0
2023,605374355711,MIX,17025433,18938446,16.79,249839,1,0,0,0,NA,0.899,0.874,1.57,0,0,0.43,0.57,0
2024,528472053507,AGR,503659,731718,24.47,13520,0,0,0,0,NA,0.688,1.097,6.99,0,0,0.67,0.33,0
2023,440182031908,COM,1867760,2451351,13.5,22088,0,0,0,1,REDUCED,0.762,0.876,3.91,0,0,0.31,0.69,0
2019,707475883143,RES,6351672,7425089,14.11,84066,0,0,0,0,NA,0.855,0.938,2.18,0,0,0.63,0.37,0
2021,354243837142,IND,12575123,22424144,9.97,149697,1,0,0,0,NA,0.561,1.194,2.06,0,0,0.33,0.67,0
2021,450446053062,RES,3592470,4192157,2.45,10210,0,0,0,0,NA,0.857,1.16,8.01,0,0,0.3,0.7,0
2022,595864318191,IND,7170748,9134207,24.2,171450,0,0,0,0,NA,0.785,0.988,5.12,0,0,0.66,0.34,0
2021,477942951657,RES,5801624,7001569,14.86,93626,0,0,0,0,NA,0.829,1.086,6.94,0,0,0.45,0.55,0
2018,405800832614,RES,15128650,16818842,8.67,132739,0,0,0,0,NA,0.9,1.012,4.9,0,0,0.57,0.43,0
2024,962152440175,RES,11456591,15695811,2.64,26162,0,1,0,0,NA,0.73,0.865,0.74,0,0,0.56,0.44,0
2018,336995922158,RES,16134985,24621048,4.35,80224,0,1,1,0,NA,0.655,1.143,3.11,0,0,0.55,0.45,0
2022,406232324921,RES,14089561,15061930,24.31,385674,0,0,0,0,NA,0.935,1.126,4.83,0,0,0.48,0.52,1
2019,194750901150,RES,15506316,16876557,9.9,182066,1,0,0,0,NA,0.919,1.186,4.51,0,0,0.63,0.37,0
2022,988092168189,AGR,15586267,22335523,20.78,284693,0,0,0,0,NA,0.698,0.879,7.06,0,1,0.4,0.6,0
2021,834660198211,IND,3150571,5565781,6.04,17526,1,0,0,0,NA,0.566,0.921,6.69,0,0,0.6,0.4,0
2018,283491874666,RES,2841942,4064339,3.22,8703,0,0,0,0,NA,0.699,0.951,5.83,0,0,0.41,0.59,0
2022,279544136842,RES,16787522,28221780,20.78,371868,0,0,0,0,NA,0.595,1.066,8.19,0,1,0.31,0.69,0
2022,446519565215,RES,1709304,3081495,17.4,35274,0,0,0,0,NA,0.555,1.186,8.81,0,0,0.34,0.66,0
2018,485448407830,IND,13736828,18582761,23.49,367853,0,0,0,1,REDUCED,0.739,1.14,0.46,0,0,0.45,0.55,0
2022,466521766648,RES,2111023,3211164,19.91,48671,0,1,0,0,NA,0.657,1.158,8.5,0,0,0.44,0.56,1
2025,478599091903,RES,19955914,26968672,13.47,320955,1,0,0,0,NA,0.74,1.194,3.28,0,1,0.64,0.36,0
2019,394507816304,COM,4271647,5616638,17.03,80675,0,0,0,0,NA,0.761,1.109,6.94,0,0,0.43,0.57,1
2019,285597519388,AGR,8028723,10178005,20.71,170764,0,0,0,0,NA,0.789,1.027,5.93,0,1,0.64,0.36,1
2023,342764535198,AGR,16652696,26840193,24.04,369906,1,0,0,1,UPHELD,0.62,0.924,3.2,0,1,0.29,0.71,0
2024,365405221817,AGR,10494675,13068183,9.39,94603,0,0,0,0,NA,0.803,0.96,7.52,0,0,0.38,0.62,0
2025,592535482753,RES,25143417,29089489,20.87,559376,1,0,0,0,NA,0.864,1.066,0.78,0,0,0.74,0.26,0
2025,169220348126,MIX,12518788,16279797,8.0,118077,1,0,0,0,NA,0.769,1.179,2.09,0,0,0.41,0.59,0
2019,257591772537,RES,12098916,13012853,15.03,184574,1,0,0,0,NA,0.93,1.015,7.05,0,1,0.45,0.55,0
2021,591865500740,IND,903668,1202383,15.89,14718,1,0,0,0,NA,0.752,1.025,4.65,0,0,0.47,0.53,1
2024,386651080274,COM,1397696,1474392,1.05,1519,0,1,0,0,NA,0.948,1.035,0.9,0,0,0.66,0.34,0
2024,620320899001,RES,12750563,16681533,16.84,244565,0,1,0,0,NA,0.764,1.139,5.76,0,0,0.6,0.4,0
2023,853567702139,IND,3358991,3840613,13.07,47326,0,0,0,0,NA,0.875,1.078,3.66,0,0,0.32,0.68,1
2022,880413132392,RES,18707003,20309124,9.57,183502,1,0,0,0,NA,0.921,1.025,0.6,0,1,0.68,0.32,0
2024,210046525395,RES,18367773,29746011,18.28,356916,1,0,0,0,NA,0.617,1.063,0.44,0,0,0.41,0.59,0
2018,318485347763,RES,9983547,11589697,17.05,153878,0,0,0,0,NA,0.861,0.904,0.97,0,1,0.7,0.3,0
2021,737767271404,AGR,14666756,16681058,16.39,206493,0,0,0,0,NA,0.879,0.859,3.13,0,0,0.68,0.32,0
2019,581093175844,RES,9874460,15816558,11.49,109713,0,1,0,0,NA,0.624,0.967,5.28,0,0,0.29,0.71,0
2025,169065571129,RES,16546514,22586278,5.0,98617,0,0,0,0,NA,0.733,1.192,6.25,0,0,0.48,0.52,0
2021,911062235979,RES,19243112,22500170,17.72,368267,0,0,0,0,NA,0.855,1.08,5.92,0,0,0.66,0.34,0
2022,698108273873,RES,9745048,16458839,24.1,206438,0,0,0,0,NA,0.592,0.879,0.98,0,1,0.62,0.38,0
2020,114470186701,RES,19306307,29254024,19.59,390692,1,0,0,1,REDUCED,0.66,1.033,7.19,0,0,0.55,0.45,0
2018,342204945765,AGR,763113,1239145,7.82,5365,0,0,0,0,NA,0.616,0.899,7.2,0,0,0.73,0.27,0
2023,983210823605,RES,2792939,4231361,10.05,30792,0,0,1,0,NA,0.66,1.097,2.99,0,0,0.29,0.71,0
2018,489466988573,RES,9991914,13260134,13.87,145794,1,0,0,0,NA,0.754,1.052,6.87,0,0,0.67,0.33,0
2020,297359058229,RES,17387467,28126570,23.01,434893,1,0,1,0,NA,0.618,1.087,1.78,0,0,0.69,0.31,0
2022,259635936385,RES,18259021,28519453,21.39,435475,1,0,0,0,NA,0.64,1.115,1.4,0,0,0.41,0.59,0
2018,213881660031,IND,8098816,12834149,7.09,57076,0,0,0,0,NA,0.631,0.994,4.5,0,0,0.26,0.74,0
2024,732911008299,RES,10393063,11391326,7.72,75260,0,0,0,0,NA,0.912,0.938,0.87,0,0,0.7,0.3,0
2024,741767522958,COM,6402289,9095173,21.61,121613,1,0,0,0,NA,0.704,0.879,5.13,0,0,0.55,0.45,1
2020,736979009813,RES,4540961,6226357,17.71,94655,0,1,1,0,NA,0.729,1.177,4.84,0,1,0.36,0.64,0
2022,914749788682,IND,11101386,18610870,20.35,193156,0,0,0,1,UPHELD,0.597,0.855,1.11,0,0,0.73,0.27,0
2023,882351337352,RES,13427645,17206585,2.23,33208,1,0,0,0,NA,0.78,1.109,6.06,0,0,0.43,0.57,0
2022,155483420061,MIX,7806334,12483314,17.4,158378,1,1,0,0,NA,0.625,1.166,4.51,0,1,0.42,0.58,1
2018,255236775773,AGR,15121895,19570798,22.42,345814,0,0,0,0,NA,0.773,1.02,0.76,0,1,0.62,0.38,0
2020,226323796523,RES,21017111,27395817,14.04,251999,1,0,0,0,NA,0.767,0.854,5.39,0,1,0.51,0.49,1
2021,413691632641,IND,19379300,25516085,19.17,403822,1,0,0,0,NA,0.759,1.087,3.84,0,1,0.67,0.33,0
2021,426485067419,RES,17588349,24254946,3.68,60259,0,0,0,0,NA,0.725,0.931,5.29,0,0,0.59,0.41,1
2025,865668333538,IND,6128709,10037981,20.66,120795,0,0,0,0,NA,0.611,0.954,5.5,1,0,0.37,0.63,0
2018,558890940360,RES,20339835,29464532,2.27,48203,0,0,0,0,NA,0.69,1.044,3.6,0,1,0.25,0.75,0
2024,732858637653,RES,6957244,9947517,13.5,85094,0,0,0,0,NA,0.699,0.906,1.15,0,0,0.55,0.45,0
2023,215563147274,RES,6260203,7426450,5.79,35087,0,0,0,0,NA,0.843,0.968,5.67,0,0,0.67,0.33,0
2021,229553658729,RES,15287429,16174970,24.97,413029,1,0,0,0,NA,0.945,1.082,8.91,1,1,0.53,0.47,0
2019,169419383960,RES,2269561,2715182,16.18,40137,0,0,0,0,NA,0.836,1.093,4.35,0,0,0.63,0.37,0
2024,252582260262,RES,20527744,28121447,24.92,596469,0,0,0,0,NA,0.73,1.166,7.12,0,0,0.34,0.66,0
2024,323216627392,IND,16738542,25149449,19.0,344111,1,0,0,0,NA,0.666,1.082,8.27,0,0,0.52,0.48,0
2025,616322057969,RES,4903791,7914898,12.68,54470,1,0,0,0,NA,0.62,0.876,5.74,0,0,0.67,0.33,0
2021,693846998030,RES,15719346,25859174,22.85,319317,0,1,0,0,NA,0.608,0.889,1.82,0,1,0.61,0.39,0
2020,773541317343,IND,4257659,6972867,7.25,34788,0,0,0,0,NA,0.611,1.127,6.01,0,0,0.38,0.62,0
2018,798557549110,RES,18344524,23606942,24.42,466788,0,0,0,0,NA,0.777,1.042,2.83,0,0,0.34,0.66,0
2019,272744178976,COM,7918645,10495126,4.59,32748,1,0,0,1,INCREASED,0.755,0.901,1.65,0,0,0.56,0.44,0
2025,166988826313,RES,1123173,1270543,13.24,15778,1,0,0,0,NA,0.884,1.061,5.9,0,0,0.27,0.73,0
2018,467980582230,COM,10677699,14823757,21.96,218303,0,0,0,0,NA,0.72,0.931,6.31,0,0,0.29,0.71,0
2025,954063411445,AGR,6765687,9899668,15.84,93344,0,0,0,0,NA,0.683,0.871,8.24,0,0,0.52,0.48,0
2022,546340233991,IND,9044832,16301037,20.42,174537,0,0,0,0,NA,0.555,0.945,6.37,0,0,0.27,0.73,0
2018,818574664542,RES,584063,907707,15.11,8446,1,1,1,0,NA,0.643,0.957,4.67,0,0,0.27,0.73,1
2025,905606063219,IND,2887830,3171021,12.64,36794,1,0,0,0,NA,0.911,1.008,5.76,0,0,0.31,0.69,0
2018,593334536278,RES,7662465,12471108,20.21,183507,0,0,0,0,NA,0.614,1.185,8.8,0,0,0.33,0.67,0
2019,293148955058,RES,17637825,28941984,9.93,181624,1,0,0,0,NA,0.609,1.037,5.46,0,0,0.46,0.54,0
2020,781358062187,RES,2448819,3287076,17.71,51695,0,0,0,0,NA,0.745,1.192,4.04,0,0,0.58,0.42,1
2020,634615409674,RES,17086950,23282773,2.4,41788,1,0,0,0,NA,0.734,1.019,5.52,0,0,0.26,0.74,0
2021,969061674379,AGR,18872361,29795600,7.67,154305,0,1,0,1,PENDING,0.633,1.066,6.56,0,0,0.36,0.64,0
2019,637347878454,RES,16078301,24984741,23.7,420304,0,0,1,0,NA,0.644,1.103,7.86,0,0,0.6,0.4,0
2022,921076999778,RES,10362609,11525884,11.53,111356,0,0,0,0,NA,0.899,0.932,1.79,0,0,0.48,0.52,0
2022,499100331255,COM,14504427,15530701,16.46,274554,1,0,0,0,NA,0.934,1.15,1.04,0,0,0.25,0.75,0
2023,990533071316,COM,7582688,11633149,4.23,27296,1,0,0,0,NA,0.652,0.851,4.25,0,0,0.41,0.59,0
2018,485674073727,AGR,588848,961747,1.67,1082,1,1,0,0,NA,0.612,1.1,6.78,0,1,0.69,0.31,0
2025,298787499031,AGR,11419294,20248830,10.49,126017,1,1,0,0,NA,0.564,1.052,0.84,0,0,0.27,0.73,0
2019,566754433702,COM,7825734,8339473,5.45,48024,0,0,0,0,NA,0.938,1.126,8.12,0,0,0.49,0.51,0
2022,114868115542,RES,8602645,12158383,11.1,113059,1,1,0,0,NA,0.708,1.184,8.59,0,0,0.25,0.75,0
2023,758340887931,COM,580843,676350,10.13,6502,1,1,1,0,NA,0.859,1.105,8.92,0,0,0.48,0.52,0
2022,751878011471,COM,21938285,29193401,15.2,320790,0,0,0,0,NA,0.751,0.962,5.71,0,0,0.4,0.6,0
2025,878692893051,COM,14958267,20562634,18.85,332435,0,0,0,0,NA,0.727,1.179,6.62,0,0,0.38,0.62,0
2025,748209902611,RES,14296064,15091232,10.21,132388,1,0,0,0,NA,0.947,0.907,3.3,0,0,0.55,0.45,1
2021,132412512379,RES,7971492,12119890,15.74,127102,0,0,0,1,INCREASED,0.658,1.013,8.24,0,1,0.35,0.65,1
2020,899841545917,RES,9475112,10902274,3.07,25133,1,0,1,0,NA,0.869,0.864,1.0,0,0,0.71,0.29,0
2023,580529951899,MIX,4804073,5603188,6.69,33007,1,1,0,0,NA,0.857,1.027,3.02,0,0,0.59,0.41,1
2025,648142563054,COM,17595111,24082540,20.71,389174,1,0,0,0,NA,0.731,1.068,8.5,0,1,0.39,0.61,0
2025,472770920292,RES,2084264,2435023,20.28,47214,1,0,0,0,NA,0.856,1.117,4.69,0,0,0.52,0.48,1
2020,482551719172,RES,11596919,13414801,7.4,78780,0,0,1,0,NA,0.864,0.918,6.45,0,0,0.47,0.53,0
2018,440446301698,RES,15021970,24134302,23.91,430651,1,0,0,0,NA,0.622,1.199,4.68,0,0,0.27,0.73,0
2023,816049559197,RES,1253409,2188216,23.15,27914,0,0,0,0,NA,0.573,0.962,0.04,0,0,0.33,0.67,0
2024,102656744714,AGR,18296775,25897283,20.39,387621,1,0,0,0,NA,0.707,1.039,2.26,0,0,0.58,0.42,0
2023,263397360738,COM,12824027,18779211,7.86,118436,0,0,0,0,NA,0.683,1.175,1.9,0,0,0.4,0.6,0
2025,773482307250,RES,14537300,19654490,8.11,123321,1,0,0,0,NA,0.74,1.046,1.63,0,0,0.47,0.53,0
2024,467792475594,COM,1121688,1793149,14.17,15163,1,0,0,0,NA,0.626,0.954,3.97,0,0,0.4,0.6,0
2022,481417305330,COM,16185782,24503763,6.93,111719,0,0,0,0,NA,0.661,0.996,6.92,0,0,0.37,0.63,0
