biz_demog_reference_year,biz_demog_country_iso2,biz_demog_region_nuts_code,biz_demog_nace_section,biz_demog_enterprise_size_class,biz_demog_enterprises_active_count,biz_demog_births_count,biz_demog_deaths_count,biz_demog_survival_rate_1y_pct,biz_demog_survival_rate_3y_pct,biz_demog_employment_total,biz_demog_turnover_total_eur,biz_demog_value_added_total_eur,biz_demog_high_growth_enterprise_count,biz_demog_scaleup_count,biz_demog_business_register_source,biz_demog_missing_data_flag,biz_demog_data_revision_round,biz_demog_eurostat_table_code,biz_demog_data_extract_date
2018,LT,LT961,F,MEDIUM,3393,358,266,86.28,51.83,37245,5323460397.64,1161319031.62,16,8,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2025-01-05
2019,SK,FR1,K,SMALL,2903,199,330,59.29,40.62,18072,5676649585.52,1227502581.71,13,2,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-07-04
2020,HR,DK423,P,MICRO,3212,102,202,91.74,65.37,44760,11902231575.24,5032585806.97,43,9,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2026-01-26
2021,DE,CZ28,U,LARGE,3172,135,159,88.53,55.21,33712,7451563574.45,2100712058.02,21,9,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2024-03-05
2022,LU,GR45,E,MEDIUM,3480,550,124,66.83,36.05,35457,2150409752.68,713378311.27,46,19,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2026-02-15
2023,SI,SK210,J,SMALL,3460,244,103,63.11,45.68,15284,1592723747.19,503135257.31,11,4,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2024-10-17
2024,CY,FI19,O,MICRO,3196,414,256,76.61,51.66,43507,12269868517.97,2220021300.11,63,36,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-06-21
2025,GR,BG803,T,LARGE,3284,382,156,93.01,60.74,6609,492104372.81,122457008.41,32,16,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2025-06-03
2026,MT,LT79,D,MEDIUM,2984,280,227,70.29,51.0,35620,4891838833.67,2375937879.62,20,5,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2024-09-17
2010,ES,FR529,I,SMALL,2964,357,145,70.48,39.73,47439,12080913701.12,5444272273.08,48,14,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2024-09-03
2011,CZ,DE99,N,MICRO,3010,107,144,58.46,49.24,5991,420481243.71,206819711.82,28,5,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2025-11-01
2012,HU,PL700,S,LARGE,3031,326,186,60.03,34.09,33310,9353276265.68,3672484610.26,28,13,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2024-06-01
2013,NL,BE84,C,MEDIUM,3351,365,81,63.93,31.72,29015,1977622874.33,885741344.14,42,25,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2025-08-10
2014,SE,SE910,H,SMALL,2926,103,100,63.07,28.69,4712,353742265.52,109552659.26,56,16,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2024-04-27
2015,DK,SK5,M,MICRO,3176,214,124,82.23,65.96,31014,8145336324.53,3546745651.4,7,3,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2025-08-21
2016,IE,MT64,R,LARGE,3343,116,204,69.39,47.88,25979,4075955889.89,1076784503.35,62,17,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2024-07-16
2017,PL,BE95,B,MEDIUM,2961,336,245,62.55,35.35,44622,5212394372.27,1214884355.31,58,30,SOCIAL_SECURITY_REGISTER,1,SECOND,bd_9bd_sz_cl_r2b,2025-11-10
2018,AT,LV675,G,SMALL,2949,208,365,62.79,46.56,13564,2067218954.72,944414273.81,9,4,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2025-03-31
2019,EE,RO1,L,MICRO,3494,174,224,83.16,68.96,33621,7739918679.31,3443788980.51,62,25,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2024-08-09
2020,IT,HU968,Q,LARGE,3252,468,421,86.9,73.43,51294,9432748103.93,1809893059.14,31,12,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2025-06-22
2021,PT,HU83,A,MEDIUM,3370,328,151,74.57,47.47,52504,10775022230.15,4832415610.49,54,27,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2024-08-30
2022,BE,SI72,F,SMALL,2947,324,169,57.96,46.07,44218,3687318548.59,984493448.22,58,27,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-11-04
2023,FI,LV510,K,MICRO,3315,387,125,71.37,57.3,38603,9805449527.91,4690009946.61,22,12,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2024-01-14
2024,LV,GR450,P,LARGE,3069,174,86,83.38,48.73,47944,8392061539.69,3059448330.46,16,4,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2024-08-18
2025,RO,IT9,U,MEDIUM,2999,446,81,85.7,77.19,4289,320413641.4,131159927.87,45,10,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2025-03-01
2026,BG,CZ34,E,SMALL,3385,362,267,89.93,56.28,6114,383665778.57,71200064.89,44,22,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2024-01-29
2010,FR,FI385,J,MICRO,3108,356,318,67.2,40.4,31652,8271112656.0,2684036252.54,23,12,SOCIAL_SECURITY_REGISTER,1,FLASH,bd_9bd_sz_cl_r2b,2024-03-20
2011,LT,NL313,O,LARGE,3369,138,386,58.47,42.4,46254,4230983126.12,857603696.46,66,37,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2024-02-07
2012,SK,PL149,T,MEDIUM,3012,405,405,84.47,63.99,39480,8815713784.93,2649902766.29,52,12,EU_BUSINESS_REGISTER_NETWORK,1,SECOND,bd_9bd_sz_cl_r2f,2025-01-30
2013,HR,CY68,D,SMALL,3191,318,113,86.27,52.56,31579,8553265306.74,2731813104.13,28,5,VAT_REGISTER,1,BENCHMARK,bd_9bd_sz_cl_r2e,2025-03-06
2014,DE,RO92,I,MICRO,3453,224,76,63.23,42.06,61536,17241698186.88,4771771263.44,46,18,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2024-03-04
2015,LU,LV126,N,LARGE,3456,227,211,65.64,35.02,15274,2525881973.58,533132653.12,51,27,SOCIAL_SECURITY_REGISTER,1,FIRST,bd_9bd_sz_cl_r2b,2025-11-27
2016,SI,CY41,S,MEDIUM,3095,449,117,69.56,37.45,54680,16933935173.64,7085587085.45,50,17,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2026-01-22
2017,CY,SE83,C,SMALL,3006,221,66,73.05,39.19,5557,1389635224.99,717404343.79,57,11,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2025-02-05
2018,GR,LV812,H,MICRO,3345,383,342,56.24,22.66,44228,9780576069.46,4742375389.1,40,8,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2024-08-23
2019,MT,CZ934,M,LARGE,3099,319,213,68.22,40.97,26791,5046901905.75,2137952276.2,54,25,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2025-12-04
2020,ES,IE5,R,MEDIUM,3396,321,116,87.09,78.66,28822,4352479568.94,1074278114.41,50,28,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2025-07-28
2021,CZ,IE887,B,SMALL,3337,110,113,74.93,41.25,57467,9868176038.75,4841848821.09,37,17,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2026-02-16
2022,HU,PL474,G,MICRO,3455,425,211,87.65,71.61,9094,1549574764.13,586475796.38,15,5,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2024-06-20
2023,NL,ES17,L,LARGE,3083,424,194,82.87,72.6,29101,6123528641.5,1904549948.01,57,13,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2025-02-20
2024,SE,SK561,Q,MEDIUM,3528,525,286,68.64,43.54,32432,3859926145.84,1111658573.67,63,31,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2025-11-26
2025,DK,IE542,A,SMALL,3107,328,103,87.93,79.52,39043,10039908099.29,2883890678.98,44,8,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-01-31
2026,IE,NL163,F,MICRO,3210,252,320,78.87,50.61,51770,9916714512.37,2956064874.0,60,13,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2026-01-11
2010,PL,FR60,K,LARGE,3032,95,350,84.32,52.81,44440,4953203583.48,1033189679.66,51,23,EU_BUSINESS_REGISTER_NETWORK,1,FIRST,bd_9bd_sz_cl_r2f,2024-02-25
2011,AT,NL440,P,MEDIUM,3118,469,177,73.02,58.57,14455,809932726.56,209661027.08,27,4,VAT_REGISTER,1,SECOND,bd_9bd_sz_cl_r2e,2024-03-24
2012,EE,DE813,U,SMALL,3021,145,289,92.6,61.67,22297,4096180350.92,1183028481.77,7,1,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2025-02-06
2013,IT,CY97,E,MICRO,3468,408,419,87.05,72.68,31026,2443443693.83,675969902.24,68,23,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2025-09-25
2014,PT,RO86,J,LARGE,3213,442,348,91.5,56.97,50483,3551260226.88,756345644.85,39,17,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2024-09-27
2015,BE,DE333,O,MEDIUM,3223,456,369,69.05,45.42,52720,16607444098.93,7184686365.78,27,4,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2024-09-22
2016,FI,SE14,T,SMALL,3320,383,94,60.08,34.08,7659,1885242117.18,832671636.58,44,22,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2025-06-08
2017,LV,FR871,D,MICRO,3148,278,208,65.88,35.89,36878,4861910355.11,1164548961.87,41,24,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2025-09-16
2018,RO,AT4,I,LARGE,3164,439,84,84.74,62.17,54837,2494620273.52,1050119717.26,12,1,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2025-12-13
2019,BG,LT349,N,MEDIUM,3034,272,130,86.82,63.45,49538,5767669899.12,2318798596.69,55,17,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2025-06-01
2020,FR,PT752,S,SMALL,3223,288,146,78.19,69.76,42435,2719459257.4,1364787251.5,17,6,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2025-12-11
2021,LT,LT70,C,MICRO,3011,407,335,64.76,33.07,22691,1193447201.37,274576390.0,7,2,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2025-06-15
2022,SK,NL35,H,LARGE,3009,202,365,90.24,82.12,42965,11678935562.88,2721683064.77,49,12,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2024-04-18
2023,HR,LV274,M,MEDIUM,3603,320,456,73.98,48.9,20533,5975671083.14,2866048772.99,10,4,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2025-11-09
2024,DE,FI15,R,SMALL,3587,114,217,90.38,60.01,32779,7269897110.31,3497700982.23,29,6,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2026-02-21
2025,LU,SK318,B,MICRO,3563,415,106,70.27,48.87,27690,4446077058.8,1513262350.42,53,28,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2025-08-11
2026,SI,CZ949,G,LARGE,3067,346,293,91.92,82.74,29104,3101319747.54,982502022.39,41,8,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2025-08-05
2010,CY,NL381,L,MEDIUM,3398,295,206,74.58,40.92,17987,5742722575.82,2138675427.64,16,4,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2025-10-07
2011,GR,SI42,Q,SMALL,3324,295,235,64.93,40.28,48298,3757156373.75,937141947.21,14,8,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-08-09
2012,MT,LT587,A,MICRO,3609,146,227,81.34,49.55,44172,5547845879.04,2837520418.63,28,11,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2024-04-18
2013,ES,LT8,F,LARGE,3336,499,324,90.63,67.05,21574,2415284114.62,1187172903.91,46,22,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2024-09-26
2014,CZ,IT248,K,MEDIUM,3624,198,164,87.82,55.76,51371,14093280467.53,5208146842.79,29,8,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2024-10-03
2015,HU,MT74,P,SMALL,3221,421,130,81.47,49.39,10295,3140607122.07,704076084.64,62,18,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2025-01-29
2016,NL,IE929,U,MICRO,3330,139,75,72.18,41.83,15406,698961684.92,283268144.21,8,2,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2025-12-25
2017,SE,AT861,E,LARGE,3536,274,312,82.74,69.39,28344,7040290519.08,2329908310.55,65,27,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2024-03-17
2018,DK,BE674,J,MEDIUM,3191,186,223,64.27,47.67,26063,7204251096.05,3651490544.78,39,21,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2026-01-15
2019,IE,FI87,O,SMALL,3377,526,372,92.51,74.17,50853,4149036836.7,1075490851.49,38,19,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2025-12-19
2020,PL,DK96,T,MICRO,3546,276,473,78.75,59.69,28386,6833583271.38,3527527063.99,50,14,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2024-11-21
2021,AT,HU42,D,LARGE,3403,539,217,83.98,52.28,11953,2134035378.42,692518471.83,17,6,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2025-04-28
2022,EE,IT270,I,MEDIUM,3220,484,118,79.62,64.33,47104,13107380163.82,2553584547.58,36,21,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2024-05-04
2023,IT,SK782,N,SMALL,3486,248,180,81.59,72.4,18037,1181300885.25,318015001.39,11,2,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2025-01-19
2024,PT,AT996,S,MICRO,3408,481,252,91.37,58.77,20513,2796365707.25,1313902062.63,39,8,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2024-03-23
2025,BE,DK58,C,LARGE,3127,126,327,82.93,71.96,52764,16865882288.5,8011794088.26,56,25,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2024-06-21
2026,FI,SI170,H,MEDIUM,3574,546,307,57.57,34.37,61041,3434620065.28,1569613544.94,32,13,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2025-04-13
2010,LV,CY2,M,SMALL,3315,376,294,79.8,51.28,25496,7837934854.49,2010325580.47,28,14,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2025-05-01
2011,RO,RO7,R,MICRO,3263,414,317,59.91,46.12,42513,11081532238.02,3377555185.46,50,28,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2024-08-06
2012,BG,BG57,B,LARGE,3632,469,422,58.68,45.52,10901,3128317857.74,1219273169.51,50,26,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2024-04-27
2013,FR,LU8,G,MEDIUM,3134,374,351,71.43,39.56,41324,4105843990.74,1916314940.08,41,19,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2025-07-17
2014,LT,CY439,L,SMALL,3156,407,227,83.94,60.6,16413,890872439.32,437720586.18,12,4,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2025-04-16
2015,SK,SI90,Q,MICRO,3237,455,438,91.45,74.9,48588,11918858005.04,4544566707.99,34,14,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2025-05-24
2016,HR,ES209,A,LARGE,3347,445,406,78.83,53.74,39642,10758927507.5,5297886772.27,35,19,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2025-05-17
2017,DE,SI49,F,MEDIUM,3405,310,160,57.03,22.95,17543,1107297362.19,306886347.19,37,10,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2024-06-16
2018,LU,DK441,K,SMALL,3574,295,120,89.33,63.34,30761,2252193256.27,1161253727.91,52,14,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2024-01-05
2019,SI,CY732,P,MICRO,3657,502,309,68.18,53.09,27170,3215062497.69,877964942.62,61,30,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2025-05-28
2020,CY,MT61,U,LARGE,3119,385,337,57.75,35.95,29615,3304748772.82,1463986344.85,12,3,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2025-10-22
2021,GR,ES6,E,MEDIUM,3563,428,256,89.64,61.07,56296,7067327207.53,3039779746.56,28,11,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2025-09-19
2022,MT,DK966,J,SMALL,3511,322,416,92.04,79.47,11493,679302068.75,163521861.94,48,24,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2024-01-27
2023,ES,FI919,O,MICRO,3202,433,333,84.01,56.66,29097,8217547669.67,3398454699.77,9,3,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2024-03-15
2024,CZ,LT808,T,LARGE,3634,335,365,58.19,48.71,19077,3933329672.2,903646222.91,44,20,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2025-07-13
2025,HU,LT128,D,MEDIUM,3104,320,125,83.05,61.47,34047,6741537988.57,1901504900.73,58,22,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2024-08-29
2026,NL,DE14,I,SMALL,3296,120,231,93.11,81.76,52549,14785625257.86,4845325653.51,34,9,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2025-08-30
2010,SE,SK248,N,MICRO,3187,171,114,76.37,42.47,34767,5841645345.32,2530967382.48,50,23,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2026-02-05
2011,DK,PT596,S,LARGE,3188,202,67,85.83,52.69,10590,1084276580.31,341928437.75,30,17,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2025-02-24
2012,IE,FR12,C,MEDIUM,3355,283,332,72.91,46.98,36757,10782269200.47,2323003403.61,40,12,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2025-08-19
2013,PL,EE173,H,SMALL,3260,391,168,71.17,58.72,43843,9907125555.74,2346917823.56,17,7,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2024-10-08
2014,AT,PL2,M,MICRO,3529,547,298,62.78,53.26,17377,2174153209.08,690692984.58,24,5,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2024-02-17
2015,EE,AT54,R,LARGE,3387,446,122,93.28,81.07,52580,4558847362.68,2067896060.09,36,19,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2025-11-30
2016,IT,IT46,B,MEDIUM,3363,109,342,86.36,60.07,9443,2239271383.05,612734062.3,50,16,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2024-01-17
2017,PT,ES23,G,SMALL,3331,152,386,56.25,41.61,6752,912998775.43,212122517.58,35,14,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2025-08-13
2018,BE,RO843,L,MICRO,3451,219,261,83.35,61.88,11168,1625395047.91,611872758.92,53,31,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2024-05-24
2019,FI,CZ6,Q,LARGE,3563,347,435,64.04,54.88,31730,6274746645.43,3183286752.56,20,7,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2024-10-31
2020,LV,PT49,A,MEDIUM,3364,234,221,94.46,64.92,22226,6906438897.22,2084982629.69,29,13,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2024-12-25
2021,RO,CZ45,F,SMALL,3178,294,317,68.27,50.84,22745,6181834458.64,2289566834.33,21,11,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2025-10-28
2022,BG,NL882,K,MICRO,3454,462,180,84.25,58.34,27256,5268953636.51,2322132972.46,38,17,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2025-01-11
2023,FR,RO5,P,LARGE,3617,386,433,57.1,43.68,32527,8277448980.85,2224150401.05,57,9,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2024-07-28
2024,LT,EE11,U,MEDIUM,3333,284,441,81.18,52.39,36530,5402580479.13,1416845891.84,33,12,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2025-02-25
2025,SK,AT75,E,SMALL,3673,236,467,55.65,32.63,37869,2217032019.77,947578764.25,24,10,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2024-11-29
2026,HR,SI7,J,MICRO,3543,234,258,61.19,51.0,59309,8263646226.4,1556818135.0,53,15,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2025-03-03
2010,DE,FI5,O,LARGE,3431,491,480,83.44,60.98,40926,3103147223.7,1395736686.43,25,4,SOCIAL_SECURITY_REGISTER,1,FIRST,bd_9bd_sz_cl_r2b,2025-09-05
2011,LU,BE625,T,MEDIUM,3586,455,100,83.22,60.38,17611,3810718089.8,1814344918.1,23,10,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2024-10-05
2012,SI,LT578,D,SMALL,3163,187,155,84.94,55.03,7360,1542720033.72,573570729.15,24,9,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2024-03-05
2013,CY,EE2,I,MICRO,3347,254,419,64.76,40.66,24724,1880995754.17,468565751.06,47,26,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2024-09-20
2014,GR,CY684,N,LARGE,3366,537,380,86.16,72.04,27600,4946029502.59,1821413790.71,57,30,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2024-04-03
2015,MT,RO29,S,MEDIUM,3567,269,448,67.55,42.23,42695,12282769601.56,5225293239.45,57,12,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2026-01-22
2016,ES,EE19,C,SMALL,3440,138,96,72.6,45.28,15072,4234771528.5,1979537243.74,48,20,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2025-03-14
2017,CZ,BG752,H,MICRO,3693,503,132,70.58,41.14,37436,5420197491.59,1300455489.94,21,10,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2024-09-27
2018,HU,BG81,M,LARGE,3422,522,263,88.88,56.78,46862,8855012414.17,1890751870.45,26,9,VAT_REGISTER,1,FIRST,bd_9bd_sz_cl_r2e,2025-05-12
2019,NL,MT9,R,MEDIUM,3586,444,233,55.29,39.66,38518,6263240992.25,2444249662.54,15,3,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2024-12-21
2020,SE,PT898,B,SMALL,3280,364,371,58.58,33.13,51780,11034264888.52,3973259729.69,39,15,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2025-11-10
2021,DK,MT3,G,MICRO,3555,143,75,58.11,26.09,48073,10520845691.12,2974035933.01,33,9,NATIONAL_BUSINESS_REGISTER,1,FLASH,bd_9bd_sz_cl_r2,2024-03-31
2022,IE,IT63,L,LARGE,3600,419,382,91.34,62.02,56537,10275259751.35,3266054163.14,64,27,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2025-09-23
2023,PL,RO916,Q,MEDIUM,3380,335,320,57.16,36.04,36531,7304728441.61,2397646232.51,46,10,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2024-08-14
2024,AT,LT238,A,SMALL,3614,449,434,60.54,44.19,38491,11563350565.9,5192518200.84,47,11,MIXED_SOURCE,1,BENCHMARK,bd_9bd_sz_cl_r2d,2025-03-23
2025,EE,RO8,F,MICRO,3336,464,209,56.82,39.76,23959,7368084371.52,1765535585.87,53,28,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-09-17
2026,IT,CY217,K,LARGE,3172,116,106,67.03,34.75,47665,12420295421.97,4702110770.08,7,2,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2024-02-20
2010,PT,EE3,P,MEDIUM,3543,428,270,83.44,65.72,23169,3333442758.47,903140548.62,65,37,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2024-03-18
2011,BE,LU768,U,SMALL,3372,116,147,80.31,66.62,52948,4576143169.21,1663586324.38,32,11,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2025-02-02
2012,FI,SI502,E,MICRO,3337,425,381,79.54,62.07,56197,7698631235.4,2285685533.34,23,4,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2025-01-28
2013,LV,IE439,J,LARGE,3463,202,101,68.33,50.54,10486,479345144.61,92138830.23,30,14,SOCIAL_SECURITY_REGISTER,1,FIRST,bd_9bd_sz_cl_r2b,2025-12-28
2014,RO,BG2,O,MEDIUM,3390,382,428,91.87,63.35,44575,2379766088.9,531323820.73,35,16,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2025-09-04
2015,BG,BE7,T,SMALL,3184,245,279,67.22,38.08,27184,3592072736.09,1690181298.91,28,5,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2024-01-18
2016,FR,PL753,D,MICRO,3541,396,370,76.03,41.66,37046,5551924735.97,1487764442.32,56,13,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2026-02-24
