edu_credential_reporting_quarter,edu_credential_training_provider_id,edu_credential_credential_type,edu_credential_credential_framework_level,edu_credential_program_duration_hours,edu_credential_tuition_cost_inr,edu_credential_completion_count,edu_credential_completion_rate_pct,edu_credential_employment_placement_rate,edu_credential_median_wage_post_training,edu_credential_industry_alignment_nic,edu_credential_occupation_alignment_nco,edu_credential_work_based_learning_flag,edu_credential_apprenticeship_registered_flag,edu_credential_license_required_flag,edu_credential_exam_pass_rate_pct,edu_credential_recredentialing_interval_months,edu_credential_stackable_credential_flag,edu_credential_online_delivery_flag,edu_credential_equity_access_index
2023-Q3,TP10412,Diploma,NSQF_1,619,126409.98,2328,95.25,55.32,22529.35,05,618283,N,Y,N,54.63,29,Y,Y,84.37
2019-Q1,TP97291,Apprenticeship,NSQF_1,793,144051.03,2242,85.31,25.05,16976.28,94,565008,Y,Y,N,87.61,97,Y,Y,56.44
2025-Q4,TP28252,SkillBadge,NSQF_5,402,171482.21,424,36.81,72.52,26103.88,88,498235,Y,Y,N,8.94,81,Y,Y,88.89
2025-Q2,TP45039,MicroCredential,NSQF_5,586,95469.2,1559,67.46,1.52,52243.22,27,918642,N,N,N,64.05,107,N,N,89.39
2021-Q2,TP10908,LicensePrep,NSQF_2,880,4629.84,1766,96.98,20.12,130956.83,54,110725,Y,Y,N,7.36,87,Y,Y,68.58
2023-Q3,TP39281,SkillBadge,NSQF_4,153,238763.48,2499,84.34,63.57,30991.16,55,871221,N,N,Y,80.91,90,Y,Y,39.69
2020-Q1,TP13432,Diploma,NSQF_2,848,236272.16,354,46.58,52.16,86092.43,60,593513,Y,N,N,37.58,63,N,N,78.81
2018-Q2,TP20118,LicensePrep,NSQF_6,1312,77841.06,642,50.79,78.6,85120.03,31,327385,N,N,Y,89.68,92,Y,Y,17.87
2016-Q1,TP12939,Diploma,NSQF_4,147,216793.76,2050,83.5,51.98,30972.02,34,297646,Y,N,Y,42.9,37,N,N,58.19
2025-Q2,TP34768,SkillBadge,NSQF_5,953,34851.38,2399,92.06,88.8,95175.36,40,975452,Y,Y,N,40.31,67,Y,Y,80.73
2023-Q4,TP30263,MicroCredential,NSQF_4,1623,212308.81,1336,71.94,25.66,17538.56,66,080462,N,Y,N,38.22,29,N,N,22.39
2021-Q3,TP32245,MicroCredential,NSQF_4,763,25089.67,1904,86.58,34.69,134052.72,38,689654,N,Y,N,91.88,82,N,Y,51.43
2017-Q1,TP80791,SkillBadge,NSQF_4,1391,227332.8,1114,69.67,15.61,120525.59,64,988176,N,N,Y,36.88,63,N,N,58.72
2019-Q2,TP79231,LicensePrep,NSQF_2,1191,114893.49,1225,98.63,71.73,11201.55,76,307132,N,Y,Y,90.81,85,N,Y,84.04
2021-Q3,TP81244,Apprenticeship,NSQF_4,190,88232.0,2429,96.62,52.65,10641.18,18,651262,N,Y,N,27.6,22,N,N,63.01
2023-Q3,TP50930,Certificate,NSQF_5,217,79778.76,1487,85.46,32.56,37448.31,38,762864,N,Y,Y,55.75,84,N,N,62.62
2021-Q3,TP25486,MicroCredential,NSQF_1,171,188468.31,110,12.24,57.77,100493.46,72,005548,N,N,N,40.51,62,N,N,8.13
2025-Q1,TP45458,Certificate,NSQF_3,531,174686.96,449,37.48,27.96,44665.93,87,673742,N,N,N,10.83,21,N,Y,97.34
2019-Q3,TP76949,Apprenticeship,NSQF_5,390,96260.87,2124,92.75,6.26,24417.89,67,066319,N,N,Y,96.1,28,Y,Y,42.29
2022-Q2,TP11577,SkillBadge,NSQF_7,739,63161.75,1033,98.01,55.28,79184.57,87,558424,Y,Y,N,61.25,105,Y,N,22.57
2021-Q2,TP29699,Apprenticeship,NSQF_4,1739,47997.85,2422,84.3,6.98,68534.04,83,604367,Y,Y,Y,13.4,96,Y,N,47.22
2017-Q4,TP38126,Certificate,NSQF_3,883,123292.03,494,49.25,23.57,24983.73,06,249054,Y,N,Y,92.58,101,N,N,56.62
2016-Q1,TP59012,Certificate,NSQF_5,541,179668.42,706,51.5,84.11,26470.8,67,572733,N,Y,N,12.48,106,Y,Y,96.04
2024-Q1,TP75365,SkillBadge,NSQF_7,36,12284.24,1073,100.0,30.96,35795.55,35,452652,Y,N,Y,7.68,25,N,N,97.49
2022-Q4,TP17065,SkillBadge,NSQF_6,487,189659.45,1573,86.0,23.35,10976.01,90,166461,N,Y,Y,79.19,75,Y,N,61.35
2025-Q2,TP17965,SkillBadge,NSQF_5,1383,222539.32,656,46.52,32.73,96209.87,13,597909,N,Y,N,30.74,119,N,Y,67.41
2024-Q3,TP96126,MicroCredential,NSQF_6,63,173109.33,661,64.3,24.76,86433.71,56,581510,Y,Y,N,62.91,29,N,Y,21.13
2016-Q1,TP18529,Certificate,NSQF_7,1526,4240.25,1810,89.74,47.86,84354.81,34,736996,Y,N,N,41.11,91,N,Y,71.22
2017-Q4,TP67299,SkillBadge,NSQF_1,415,125253.85,576,49.96,75.25,8162.01,31,042427,N,N,N,99.49,0,N,N,10.56
2018-Q1,TP21926,SkillBadge,NSQF_3,730,139888.28,640,60.15,65.79,94777.91,29,944179,Y,N,N,86.15,67,N,N,45.31
2023-Q3,TP78110,SkillBadge,NSQF_4,881,224313.42,22,4.4,13.79,131369.4,36,837172,N,Y,N,35.74,116,N,N,0.74
2019-Q4,TP12429,Apprenticeship,NSQF_3,1390,229070.3,2440,80.96,18.58,14113.6,96,050837,Y,N,N,79.33,53,N,N,86.43
2023-Q4,TP81268,SkillBadge,NSQF_4,837,239642.83,935,88.71,70.19,88078.98,84,271129,N,N,N,49.1,83,Y,N,24.57
2018-Q4,TP32029,LicensePrep,NSQF_3,1291,2796.09,565,67.02,26.49,109547.93,26,772614,Y,Y,N,77.2,63,Y,Y,44.9
2022-Q2,TP37941,Diploma,NSQF_2,652,236694.41,1991,99.55,17.05,25824.67,22,407970,N,N,N,28.84,74,Y,Y,72.65
2018-Q1,TP17364,SkillBadge,NSQF_4,1363,168499.56,569,49.39,27.98,126967.98,92,992297,Y,Y,N,85.09,73,Y,Y,33.16
2019-Q4,TP47957,MicroCredential,NSQF_6,1250,123162.55,709,67.01,11.01,66767.01,25,803497,N,N,Y,60.93,62,Y,N,38.05
2023-Q3,TP66725,Certificate,NSQF_5,586,6960.23,983,75.62,55.33,29552.26,43,542909,N,Y,Y,29.96,32,N,N,80.77
2016-Q2,TP54335,SkillBadge,NSQF_2,840,168815.63,1606,75.68,32.71,36903.12,75,144790,Y,N,Y,83.79,81,N,Y,94.29
2022-Q4,TP84259,Diploma,NSQF_2,694,214325.36,1580,97.11,43.18,113942.03,87,408271,N,N,N,20.37,33,Y,N,27.27
2020-Q4,TP66466,LicensePrep,NSQF_3,1082,87527.86,1044,77.51,75.87,80758.62,37,643532,Y,Y,N,68.09,100,N,N,83.2
2021-Q1,TP85613,Certificate,NSQF_1,419,176117.18,216,44.72,77.44,90995.46,22,259820,N,N,N,91.53,104,Y,Y,71.48
2016-Q3,TP73529,Apprenticeship,NSQF_3,1351,118756.14,540,48.96,29.52,95351.74,83,861850,Y,N,N,68.6,91,Y,Y,26.34
2022-Q3,TP70813,SkillBadge,NSQF_3,593,98316.73,1530,91.34,83.82,10966.5,02,233608,Y,Y,Y,85.26,25,Y,Y,19.73
2025-Q3,TP78521,Diploma,NSQF_3,592,173160.13,1027,57.41,37.86,117454.27,83,738242,N,N,N,59.68,38,Y,Y,72.94
2022-Q4,TP43437,Certificate,NSQF_7,693,169379.24,2361,78.78,80.81,56900.75,88,858668,N,Y,N,98.91,14,Y,N,51.8
2017-Q3,TP15502,SkillBadge,NSQF_5,1360,206470.0,857,68.18,13.32,83291.4,25,062267,Y,N,Y,73.97,103,Y,Y,30.43
2019-Q1,TP63349,LicensePrep,NSQF_5,437,183973.74,1200,94.79,61.99,59861.39,61,326573,N,Y,N,79.14,115,Y,Y,36.56
2020-Q1,TP87028,Diploma,NSQF_6,504,161741.54,2050,87.53,37.5,27060.14,40,214731,N,Y,Y,34.15,54,N,Y,75.05
2024-Q3,TP29863,SkillBadge,NSQF_6,210,208374.12,631,60.27,70.44,43371.71,97,792541,Y,Y,Y,21.21,42,Y,N,41.6
2022-Q4,TP54595,MicroCredential,NSQF_6,1473,77920.82,1023,58.22,79.24,124952.92,73,929005,Y,Y,N,81.48,41,Y,Y,15.59
2022-Q1,TP93324,Diploma,NSQF_6,1151,69379.15,2451,89.26,89.37,54860.9,91,595146,Y,N,Y,43.12,72,N,Y,39.73
2016-Q3,TP37126,Apprenticeship,NSQF_4,1112,230346.71,365,47.46,27.66,113035.4,13,803011,N,N,N,14.44,51,N,N,64.33
2024-Q4,TP25380,Diploma,NSQF_4,1175,56193.59,1480,66.46,81.3,28207.79,12,751948,N,N,Y,57.05,30,N,N,96.68
2017-Q4,TP86929,SkillBadge,NSQF_6,480,31688.51,98,39.04,33.4,41005.03,53,372312,N,N,Y,58.54,6,Y,N,19.86
2018-Q4,TP62906,Certificate,NSQF_6,1115,19396.85,765,53.27,73.18,61628.91,35,213275,Y,Y,N,62.2,34,N,N,90.78
2023-Q3,TP71969,Certificate,NSQF_5,1584,159877.4,2415,85.19,31.04,86220.17,33,637555,N,N,Y,33.79,22,N,N,2.06
2025-Q2,TP80326,Diploma,NSQF_7,964,23753.52,1436,71.84,83.62,100367.76,29,958985,N,N,Y,47.91,47,Y,N,61.9
2022-Q2,TP39306,MicroCredential,NSQF_5,429,55350.76,1642,96.99,49.13,130122.18,13,032756,Y,N,N,36.4,10,Y,Y,98.9
2024-Q3,TP51480,MicroCredential,NSQF_5,920,101618.84,983,68.5,81.43,41617.76,66,870941,N,Y,Y,65.85,95,N,Y,34.05
2017-Q4,TP61836,Apprenticeship,NSQF_2,765,111632.21,962,71.84,51.21,116952.7,63,452028,Y,Y,Y,55.73,59,Y,N,53.92
2017-Q2,TP74063,SkillBadge,NSQF_1,342,202234.48,717,53.79,29.71,129934.41,72,242078,Y,Y,N,34.03,110,Y,N,34.14
2017-Q1,TP31336,Diploma,NSQF_1,1299,173039.7,354,44.31,66.06,115005.22,58,594574,Y,Y,Y,34.9,105,Y,N,17.38
2018-Q4,TP23634,SkillBadge,NSQF_3,1227,179102.02,816,63.85,29.89,139787.11,32,402222,N,N,N,9.82,35,Y,Y,51.31
2023-Q2,TP11084,Apprenticeship,NSQF_6,781,153849.33,980,59.11,14.49,95364.32,74,287027,Y,N,N,58.76,28,Y,N,4.47
2022-Q1,TP49656,SkillBadge,NSQF_5,302,90941.8,2445,82.24,10.88,32709.74,58,206391,N,Y,Y,30.7,76,Y,Y,92.79
2017-Q2,TP76670,LicensePrep,NSQF_2,1699,166017.05,695,73.78,3.87,18264.02,80,880018,Y,N,N,5.4,41,N,Y,67.59
2020-Q3,TP89927,Certificate,NSQF_5,1324,71781.33,434,38.17,85.99,115381.6,02,567417,N,N,Y,36.72,3,Y,N,29.32
2023-Q2,TP86651,Diploma,NSQF_3,288,181309.24,383,34.47,46.84,131842.8,12,127097,Y,N,N,97.43,28,N,Y,1.5
2023-Q3,TP72394,Diploma,NSQF_1,983,20706.53,29,8.95,49.54,76338.41,96,497325,N,Y,N,48.57,26,Y,Y,13.33
2021-Q4,TP52559,Diploma,NSQF_2,1624,140471.03,322,63.76,80.56,27271.33,62,412716,Y,Y,Y,80.18,108,N,N,5.78
2020-Q4,TP46058,LicensePrep,NSQF_7,756,95222.53,723,99.86,14.24,116144.11,87,864872,N,Y,Y,65.35,114,N,Y,30.21
2017-Q3,TP13670,Diploma,NSQF_7,520,244796.6,1784,70.6,47.3,96972.29,51,806708,N,N,N,27.4,18,Y,Y,12.17
2025-Q2,TP36188,LicensePrep,NSQF_3,1257,64634.61,1350,72.23,74.48,131202.65,68,168189,Y,N,Y,88.4,91,N,N,49.56
2018-Q1,TP80341,Certificate,NSQF_3,96,80268.6,2409,98.49,1.0,78543.2,53,522415,Y,N,N,22.37,114,Y,N,7.7
2021-Q3,TP40056,Diploma,NSQF_6,1042,17200.69,823,76.92,71.13,42477.74,81,384793,Y,Y,Y,78.88,54,N,Y,53.78
2024-Q1,TP30137,MicroCredential,NSQF_6,490,8335.78,783,87.19,20.79,17513.93,64,942702,Y,Y,Y,0.9,32,Y,Y,1.17
2024-Q2,TP12225,Diploma,NSQF_4,1339,137382.69,598,43.62,76.78,120655.04,28,268546,Y,N,Y,8.19,7,Y,Y,94.83
2019-Q2,TP12850,SkillBadge,NSQF_4,149,141667.2,20,3.82,4.91,35645.76,93,472325,Y,N,N,20.46,54,N,N,70.18
2018-Q4,TP91948,Apprenticeship,NSQF_6,683,50091.87,82,15.74,1.52,117953.82,24,779335,N,Y,N,17.18,105,Y,Y,92.88
2023-Q4,TP10147,Apprenticeship,NSQF_7,1056,180465.09,719,50.92,84.44,33300.04,13,229549,Y,N,Y,36.19,82,Y,Y,28.28
2019-Q3,TP98960,MicroCredential,NSQF_5,351,107600.12,1938,75.61,62.69,87568.78,07,868693,N,Y,N,53.01,87,N,Y,60.37
2018-Q1,TP91810,LicensePrep,NSQF_7,57,86906.4,1134,75.95,82.47,65148.31,47,901492,Y,Y,N,42.23,68,Y,Y,53.15
2023-Q3,TP85640,MicroCredential,NSQF_6,766,193113.22,135,25.14,82.75,46185.63,30,976223,N,N,Y,83.04,96,Y,Y,48.09
2022-Q2,TP57163,Diploma,NSQF_2,85,46073.02,1200,87.08,33.8,77500.11,52,878851,N,N,N,0.93,20,N,N,2.72
2024-Q3,TP81688,LicensePrep,NSQF_1,1573,123468.25,1790,73.39,74.23,127744.43,25,598536,N,N,N,11.41,33,Y,Y,21.06
2016-Q3,TP84146,Apprenticeship,NSQF_2,341,171152.27,575,81.79,39.98,121123.79,65,984591,Y,N,Y,1.31,80,Y,N,77.62
2016-Q1,TP87563,Certificate,NSQF_1,1101,123888.53,1469,99.53,19.42,52037.53,21,364192,N,N,N,17.57,28,N,N,23.07
2022-Q1,TP38497,Apprenticeship,NSQF_2,278,217740.56,1610,81.81,52.72,75715.02,62,623418,N,N,N,42.7,6,N,N,89.62
2024-Q1,TP22436,Diploma,NSQF_3,1331,123078.28,860,77.55,41.68,57513.94,63,646045,Y,N,Y,80.78,38,N,Y,64.0
2025-Q4,TP87159,Diploma,NSQF_5,1211,167569.01,12,3.27,35.32,48981.32,75,393778,N,N,Y,17.08,110,Y,Y,5.44
2017-Q4,TP37911,Diploma,NSQF_7,1303,156450.34,288,49.91,91.0,78013.35,61,475274,N,N,N,60.29,12,N,N,44.39
2016-Q3,TP73237,Diploma,NSQF_1,1697,220415.38,1179,92.11,79.63,71065.84,05,120665,Y,N,N,7.74,39,N,Y,26.59
2025-Q4,TP76688,LicensePrep,NSQF_5,86,88558.1,762,68.83,69.04,106705.01,17,007938,Y,N,N,50.12,9,N,N,20.37
2019-Q2,TP61670,Diploma,NSQF_5,297,61506.8,2032,81.51,24.23,76223.45,75,590575,Y,Y,Y,81.99,80,N,Y,26.73
2016-Q3,TP58644,MicroCredential,NSQF_1,1149,85952.42,786,51.54,14.95,72843.51,58,236487,N,Y,Y,81.89,9,Y,Y,0.02
2019-Q4,TP36579,MicroCredential,NSQF_5,230,213931.37,390,44.07,20.52,58808.3,52,212668,Y,N,Y,92.66,105,N,N,1.03
2018-Q1,TP33053,Diploma,NSQF_4,1415,170142.98,2435,91.51,78.85,8391.25,64,070213,N,Y,Y,31.5,5,N,N,98.88
2020-Q2,TP90484,Diploma,NSQF_4,318,182140.93,2144,94.04,37.86,78647.59,17,488182,Y,N,Y,57.16,89,Y,N,83.4
2023-Q4,TP18663,Apprenticeship,NSQF_5,74,55402.92,1722,75.43,22.77,114260.7,88,747547,Y,Y,Y,70.63,84,Y,Y,12.38
2025-Q2,TP93367,MicroCredential,NSQF_1,861,214749.92,1365,68.42,44.23,54968.28,03,065150,Y,N,N,64.92,67,Y,Y,38.67
2019-Q2,TP16511,SkillBadge,NSQF_7,555,189927.47,1327,93.32,1.36,31173.79,59,776864,N,N,Y,90.0,21,Y,N,37.27
2025-Q4,TP75536,Certificate,NSQF_4,742,170768.74,779,97.62,51.58,77451.81,71,669624,N,N,N,59.8,72,N,N,60.53
2018-Q3,TP14051,MicroCredential,NSQF_7,1122,71550.09,849,56.83,10.93,35176.63,49,101044,Y,Y,Y,1.36,42,N,Y,80.68
2024-Q2,TP94917,MicroCredential,NSQF_4,1458,53791.99,2119,88.55,67.45,82883.03,35,619478,Y,N,Y,66.72,36,Y,N,54.88
2025-Q3,TP20199,SkillBadge,NSQF_6,539,220796.17,1882,72.69,93.15,34160.97,30,755177,N,N,N,17.37,84,Y,Y,48.23
2016-Q4,TP40043,SkillBadge,NSQF_1,705,156723.02,1935,77.62,83.12,25130.37,03,922644,Y,N,N,74.19,76,Y,Y,15.23
2019-Q3,TP21391,Apprenticeship,NSQF_3,644,84096.49,851,53.15,80.94,109124.05,83,989154,N,Y,N,76.5,54,N,N,36.04
2023-Q3,TP57196,Diploma,NSQF_4,1559,112253.02,1438,96.45,1.13,139175.02,21,171750,Y,Y,Y,20.35,94,N,N,8.9
2016-Q2,TP67107,MicroCredential,NSQF_5,1411,234730.82,1106,61.96,80.53,35969.93,83,708582,Y,Y,Y,30.19,47,N,Y,67.54
2025-Q2,TP92073,Apprenticeship,NSQF_1,1093,74869.45,2223,73.85,55.56,124903.98,56,911005,N,N,Y,8.7,6,N,Y,71.99
2021-Q3,TP74204,SkillBadge,NSQF_1,973,215096.84,1304,82.74,84.94,11114.22,34,814107,N,Y,N,59.0,41,N,N,41.49
2022-Q3,TP87760,Apprenticeship,NSQF_6,998,191912.63,514,46.9,46.37,32079.29,92,183998,Y,Y,Y,2.88,21,Y,Y,52.64
2020-Q1,TP58631,Certificate,NSQF_4,1276,45865.29,1429,69.47,56.68,18380.37,88,259479,N,N,N,10.83,9,Y,N,23.28
2016-Q2,TP91498,SkillBadge,NSQF_4,796,177282.12,2424,95.7,41.88,22040.7,51,881784,Y,Y,N,62.77,34,Y,Y,88.36
2018-Q4,TP97598,SkillBadge,NSQF_2,571,242808.14,522,77.79,14.37,24583.46,36,718340,Y,Y,Y,35.92,47,Y,Y,40.65
2021-Q2,TP59914,Diploma,NSQF_4,334,33489.59,526,76.34,52.64,50845.2,84,264808,Y,N,N,26.22,92,Y,Y,98.21
2022-Q4,TP64875,Apprenticeship,NSQF_7,430,121313.09,1952,74.76,27.33,111263.14,15,256106,N,N,N,71.72,117,N,N,76.24
2018-Q3,TP99512,LicensePrep,NSQF_4,463,10902.97,1489,75.97,4.1,96319.84,07,596517,N,N,Y,37.53,20,N,Y,72.18
2017-Q4,TP17483,LicensePrep,NSQF_4,634,144437.49,2332,79.62,54.32,63268.71,41,366304,N,Y,Y,6.21,77,N,N,2.95
2022-Q1,TP34075,Apprenticeship,NSQF_2,1616,3652.51,752,50.95,2.5,85222.98,73,253602,N,Y,N,50.91,59,Y,N,53.94
2021-Q3,TP54906,Certificate,NSQF_2,1753,32937.6,2023,81.87,35.35,114052.76,40,644678,Y,N,N,36.19,33,N,Y,50.66
2016-Q2,TP11121,Diploma,NSQF_2,80,161778.69,1959,77.74,56.93,31924.42,01,341889,N,Y,N,22.86,82,Y,Y,50.66
2025-Q1,TP16336,Diploma,NSQF_7,1539,191357.44,839,72.27,40.42,121561.23,27,195492,N,Y,Y,8.22,55,Y,N,73.59
2016-Q2,TP91684,Apprenticeship,NSQF_7,413,3755.84,2244,82.53,62.61,105962.34,54,822505,N,Y,Y,81.35,9,N,Y,84.92
2021-Q3,TP51765,Apprenticeship,NSQF_1,1433,75002.18,176,70.97,76.9,39838.42,78,485261,N,N,N,24.09,90,Y,N,22.82
2018-Q2,TP92539,MicroCredential,NSQF_6,591,12224.27,271,43.64,72.22,130474.52,10,419947,Y,N,N,1.34,85,Y,Y,10.71
2024-Q3,TP92809,Diploma,NSQF_4,1080,191643.54,2440,86.93,15.82,107606.69,77,296714,N,N,Y,88.44,103,Y,Y,34.61
2025-Q3,TP98264,Certificate,NSQF_5,517,8082.58,2318,76.91,9.11,53485.12,24,873421,Y,N,Y,19.9,58,Y,Y,48.82
2020-Q3,TP84744,MicroCredential,NSQF_4,79,144996.67,1743,87.99,60.34,102469.76,21,585966,N,Y,Y,90.91,76,N,Y,48.89
2016-Q2,TP27811,SkillBadge,NSQF_4,841,199001.22,753,50.57,26.81,131900.68,40,555960,Y,N,Y,46.54,101,N,N,55.18
2025-Q2,TP24838,Diploma,NSQF_3,1365,42492.24,450,45.45,90.84,133164.49,56,226025,Y,N,N,31.05,81,N,N,97.42
2025-Q1,TP16800,Apprenticeship,NSQF_4,1593,157225.49,18,2.47,44.66,129934.12,50,273443,N,Y,N,25.91,53,Y,N,76.64
2025-Q2,TP73625,SkillBadge,NSQF_5,851,66326.29,670,74.03,19.37,138301.53,90,099503,Y,N,N,81.45,19,Y,N,89.58
2016-Q1,TP19706,LicensePrep,NSQF_6,483,3514.8,465,48.34,35.7,22142.02,04,362729,Y,N,N,62.07,52,N,Y,64.68
2024-Q1,TP91875,Certificate,NSQF_7,1262,225541.76,518,83.28,4.48,69231.21,37,076848,N,Y,Y,47.19,19,Y,Y,29.2
2022-Q3,TP64303,Apprenticeship,NSQF_2,184,54267.91,140,17.99,32.17,81617.94,12,676990,Y,N,Y,52.63,118,N,Y,77.3
2022-Q2,TP50234,MicroCredential,NSQF_7,1140,84303.62,1016,69.68,54.6,29782.93,60,910609,Y,Y,N,59.59,74,Y,Y,87.03
2018-Q1,TP10312,MicroCredential,NSQF_1,999,57817.67,2301,76.78,42.08,56403.53,66,365188,N,N,Y,72.26,8,Y,N,88.41
2019-Q1,TP78921,MicroCredential,NSQF_3,999,122259.53,569,46.91,88.84,102356.34,47,366808,N,N,Y,71.38,99,N,N,55.03
2022-Q4,TP26663,SkillBadge,NSQF_4,235,169005.22,1838,95.13,77.73,123024.66,81,705719,Y,Y,Y,14.05,69,N,Y,17.42
2021-Q1,TP99880,SkillBadge,NSQF_6,733,55655.93,1455,70.8,14.09,95505.15,28,098923,N,Y,N,69.84,21,N,N,0.85
2016-Q4,TP91691,Certificate,NSQF_4,900,176151.5,2357,97.0,13.39,37636.31,68,066002,Y,Y,N,21.74,65,Y,N,94.62
2018-Q2,TP50786,Certificate,NSQF_4,1423,17438.87,1962,98.89,85.72,21455.57,94,192350,N,N,Y,73.37,87,Y,Y,51.68
2025-Q3,TP26277,Diploma,NSQF_7,1457,98213.94,210,67.31,7.23,36638.35,01,592197,N,Y,N,74.2,105,Y,N,8.61
2016-Q1,TP48668,Apprenticeship,NSQF_3,1387,144102.32,2371,82.73,33.74,10574.02,49,206722,Y,N,Y,79.67,119,N,N,25.69
2017-Q3,TP14432,Certificate,NSQF_2,898,9356.75,2062,91.52,61.51,21741.08,88,801964,Y,N,N,38.48,89,N,N,95.44
2020-Q4,TP58966,Diploma,NSQF_1,1610,50587.58,702,78.26,10.89,85933.83,58,085709,Y,N,Y,30.88,58,Y,N,88.58
2024-Q1,TP68133,MicroCredential,NSQF_4,176,29301.37,1957,97.9,84.22,67093.6,12,629520,Y,N,Y,68.65,95,N,Y,81.07
2018-Q4,TP29764,Certificate,NSQF_4,1409,173403.4,1284,90.11,25.8,72161.64,48,562167,N,Y,Y,69.47,63,N,Y,34.99
2017-Q3,TP33724,Diploma,NSQF_5,1597,211719.6,71,12.2,61.97,90408.64,21,890617,N,N,Y,12.79,22,N,N,47.52
2025-Q3,TP47172,SkillBadge,NSQF_4,458,242416.0,1075,93.56,92.45,95551.37,45,077117,N,N,N,28.43,24,Y,Y,6.03
2019-Q2,TP10073,Apprenticeship,NSQF_2,1328,127793.38,1464,71.03,49.19,14698.1,29,636611,Y,Y,N,36.67,41,N,N,58.09
2017-Q1,TP91667,Diploma,NSQF_2,1588,11877.96,1508,72.05,64.87,49838.8,96,236033,Y,Y,Y,10.59,88,N,Y,33.32
2021-Q4,TP65372,Certificate,NSQF_6,864,176420.76,925,94.39,7.83,105518.59,18,088222,Y,N,N,26.98,96,Y,Y,57.36
2023-Q1,TP59710,SkillBadge,NSQF_1,91,53832.53,954,77.75,14.16,43876.0,17,311720,N,N,N,13.57,98,Y,N,46.38
2016-Q3,TP80317,Diploma,NSQF_5,12,130706.5,2354,83.83,3.75,134715.21,69,446477,Y,N,Y,68.19,95,N,N,21.24
2017-Q1,TP52380,Certificate,NSQF_5,1162,126112.58,467,66.52,53.59,131230.16,50,585230,N,N,Y,70.44,51,N,N,78.23
2025-Q3,TP39629,Diploma,NSQF_4,284,103094.91,2314,79.14,43.65,133920.21,22,975106,N,Y,N,52.69,20,N,N,83.28
2021-Q4,TP98487,Certificate,NSQF_1,230,67908.94,261,42.58,34.84,6859.88,44,059398,Y,Y,Y,81.5,66,N,N,94.06
2023-Q4,TP17806,LicensePrep,NSQF_2,170,231686.39,2121,73.54,42.29,60782.8,83,315348,N,Y,Y,82.23,97,N,N,93.66
2020-Q2,TP29026,Diploma,NSQF_1,1798,29319.71,103,22.39,21.68,121427.03,75,406651,N,Y,Y,22.07,45,N,N,37.87
2020-Q4,TP57134,Diploma,NSQF_7,961,29754.03,1266,61.37,82.54,37846.28,89,885999,N,N,N,73.53,94,N,Y,9.53
2023-Q3,TP89482,SkillBadge,NSQF_7,1488,60074.92,1659,75.17,72.6,70930.74,62,559506,Y,N,N,92.01,69,N,Y,67.8
2018-Q3,TP31499,Apprenticeship,NSQF_4,1669,205548.4,524,40.75,63.92,24750.25,49,019292,N,Y,Y,76.24,118,Y,N,29.44
2023-Q1,TP27079,MicroCredential,NSQF_6,886,126558.83,1051,70.73,40.46,126716.33,37,501877,Y,N,Y,54.18,111,Y,Y,12.32
2016-Q2,TP70432,Certificate,NSQF_1,652,202264.55,1778,84.91,13.82,36167.48,90,892541,N,N,N,90.47,108,N,Y,62.93
2018-Q2,TP89634,LicensePrep,NSQF_6,780,143512.7,916,77.76,85.98,64133.02,34,148661,N,N,N,70.31,9,N,N,36.9
2022-Q4,TP86095,LicensePrep,NSQF_2,1149,183156.55,505,51.27,19.38,132471.1,75,621715,N,N,N,52.75,103,N,Y,61.5
2022-Q4,TP88537,SkillBadge,NSQF_1,43,150184.28,170,61.37,79.75,132749.38,04,093724,N,N,N,94.32,8,N,N,42.67
2020-Q2,TP75506,Certificate,NSQF_3,1344,115721.94,719,53.74,58.99,34991.53,70,565297,N,Y,N,65.97,18,Y,Y,81.69
2022-Q4,TP82943,Certificate,NSQF_7,221,98502.57,1594,90.16,6.48,99362.7,63,245708,Y,N,N,13.05,116,N,N,26.73
2018-Q3,TP78170,Apprenticeship,NSQF_5,1208,45335.14,313,29.5,56.8,65016.78,11,120770,Y,N,N,80.65,96,Y,N,14.24
2019-Q1,TP42184,Certificate,NSQF_3,698,53572.53,2402,88.05,68.46,77612.85,76,749750,N,N,N,27.25,96,N,N,54.01
2022-Q2,TP54640,Certificate,NSQF_1,121,69340.84,1768,87.87,87.22,114769.69,70,534587,Y,Y,N,25.95,110,N,N,41.21
2018-Q1,TP88227,SkillBadge,NSQF_3,298,27307.04,2365,90.37,10.33,132454.21,40,655702,Y,Y,Y,34.43,49,N,Y,67.84
2024-Q1,TP22026,Diploma,NSQF_4,718,109780.35,1242,75.55,79.13,120151.37,77,464203,N,N,Y,74.45,110,Y,N,47.68
2023-Q2,TP18246,Certificate,NSQF_2,942,188583.7,121,14.25,78.92,69239.79,44,060073,N,Y,Y,56.13,9,N,N,73.46
2021-Q3,TP38565,Apprenticeship,NSQF_7,871,105045.76,1842,80.02,92.31,49374.95,11,525529,N,N,Y,25.67,12,Y,Y,69.58
2018-Q4,TP27261,Diploma,NSQF_4,903,120158.36,730,60.83,34.99,86973.37,90,531236,Y,N,N,29.87,73,N,Y,30.73
2025-Q3,TP77332,LicensePrep,NSQF_2,740,57867.27,2072,77.87,57.5,34359.96,49,170113,N,Y,Y,30.77,83,N,Y,77.62
