qol_amen_inventory_year,qol_amen_service_area_id,qol_amen_park_acres_per_1k,qol_amen_playground_count,qol_amen_trail_km_total,qol_amen_library_branches_count,qol_amen_library_visits_per_capita,qol_amen_public_pool_count,qol_amen_recreation_program_participation,qol_amen_arts_venue_count,qol_amen_community_center_count,qol_amen_clinic_access_points_count,qol_amen_childcare_slots_per_1k,qol_amen_senior_center_count,qol_amen_public_restroom_count,qol_amen_tree_canopy_acres,qol_amen_streetlight_density,qol_amen_sidewalk_coverage_pct,qol_amen_accessibility_score_ada,qol_amen_amenity_equity_index
2021,SA5417,4.92,16,720.6,92,13.5,43,179448,197,106,100,4.58,79,394,189205,36.33,29.96,73.9,0.778
2016,SA8436,12.1,249,196.1,13,4.9,22,63044,45,14,342,1.74,55,266,15046,17.05,17.72,86.3,0.201
2023,SA2345,24.69,60,451.8,24,8.54,23,249566,114,51,62,3.66,76,89,89887,28.6,72.3,20.1,0.093
2018,SA9857,16.72,325,547.2,26,17.07,7,155861,214,88,582,73.86,40,434,106181,37.74,61.38,25.8,0.886
2020,SA2546,2.68,9,662.9,19,13.66,27,225534,129,39,246,25.01,1,432,147830,33.93,11.57,61.1,0.564
2017,SA6550,20.84,274,161.9,46,9.78,28,57589,84,20,303,10.96,44,128,131605,26.9,13.51,58.7,0.577
2017,SA4758,19.48,255,344.9,47,21.75,22,27867,247,27,315,17.01,36,207,62428,49.28,9.88,98.0,0.11
2022,SA5064,7.51,246,761.7,47,0.75,37,172889,23,4,747,61.82,36,270,73409,8.68,58.48,78.9,0.912
2025,SA6416,15.77,385,717.8,23,10.53,40,39229,57,70,415,74.43,45,358,173721,25.14,92.91,20.8,0.803
2024,SA3355,21.92,277,436.3,87,17.66,51,121201,59,101,168,4.36,14,511,55674,20.87,26.09,64.6,0.919
2020,SA1343,15.09,55,390.3,23,7.2,56,98457,101,81,360,37.61,75,276,141718,48.85,66.77,59.0,0.149
2020,SA4547,23.51,11,274.3,87,20.23,3,179883,161,5,862,13.95,49,472,36868,36.85,22.05,72.5,0.72
2026,SA2541,19.64,59,861.1,119,24.81,39,240845,39,8,602,2.75,73,47,147402,25.22,33.6,74.1,0.65
2021,SA4422,19.44,244,261.8,61,22.97,37,190674,134,63,886,38.21,76,387,147732,3.95,33.04,68.6,0.059
2016,SA6362,10.23,358,671.4,21,10.1,47,121520,121,109,375,14.99,17,299,184428,28.53,98.87,71.8,0.519
2024,SA9323,22.74,355,320.5,100,13.06,41,173941,59,89,403,31.38,20,126,38532,25.72,41.78,85.2,0.979
2022,SA7713,24.02,389,404.8,86,5.38,35,215526,91,73,544,75.31,69,245,8287,9.07,32.33,55.2,0.704
2021,SA5234,8.23,104,459.4,63,11.29,59,92867,134,93,585,56.43,67,291,141454,54.86,65.74,89.7,0.504
2017,SA1844,12.21,269,14.4,117,9.86,53,82594,213,4,235,53.15,16,509,51268,21.33,89.49,42.0,0.441
2022,SA7492,23.42,134,796.8,43,14.7,13,116411,137,4,306,26.82,23,381,174439,39.84,25.01,26.6,0.594
2021,SA6250,13.37,274,196.0,45,6.96,22,203667,32,5,270,31.39,72,345,44511,41.97,64.96,46.2,0.406
2018,SA6201,9.51,50,580.0,106,10.22,43,93142,40,100,447,52.91,8,320,209267,11.73,78.77,47.0,0.299
2019,SA6243,4.99,84,87.8,29,11.19,55,185399,46,16,513,65.0,32,619,8462,36.54,28.86,4.4,0.759
2025,SA3518,7.16,268,579.1,112,23.11,24,187903,75,27,104,6.2,75,498,215477,46.75,69.53,27.7,0.226
2017,SA8258,5.08,96,898.9,14,7.12,55,201230,133,80,620,68.41,34,123,214634,1.44,89.68,58.1,0.92
2025,SA4738,5.43,233,328.8,44,19.44,23,207160,39,88,292,78.15,67,376,166632,10.93,77.07,3.3,0.398
2026,SA4156,8.37,198,592.6,99,10.08,41,240127,243,10,497,67.14,16,512,62647,30.6,25.15,4.0,0.38
2017,SA9265,23.26,352,576.5,43,18.49,10,238015,148,3,344,14.28,34,34,46246,46.33,11.68,77.7,0.39
2021,SA5268,15.23,162,631.9,105,0.25,54,2951,153,106,737,72.7,28,325,3375,54.25,65.38,91.7,0.241
2018,SA8604,9.19,391,101.6,101,22.02,46,113674,137,60,385,42.07,69,328,128383,54.4,22.26,24.5,0.475
2016,SA9170,3.19,81,574.2,78,2.37,45,82682,193,105,882,50.8,51,225,167856,27.6,47.39,17.2,0.897
2023,SA2874,3.36,395,587.7,46,19.41,24,248760,120,66,513,28.61,12,167,179589,41.08,98.0,41.5,0.871
2024,SA7033,17.27,167,219.5,38,23.04,47,66870,39,28,218,47.91,38,209,203283,49.17,15.53,99.5,0.157
2022,SA5171,25.0,415,543.6,106,20.34,15,133161,158,104,837,69.34,74,650,33403,4.44,12.66,97.0,0.282
2021,SA5919,11.97,99,300.0,17,8.02,41,100923,55,2,494,69.29,38,42,221595,36.81,11.8,11.7,0.537
2025,SA6001,18.33,268,825.7,36,13.21,11,235002,227,2,653,43.64,29,582,62325,6.82,39.8,7.7,0.786
2024,SA2439,4.28,239,97.9,99,16.85,13,47241,103,64,319,22.26,20,648,102801,38.97,37.62,63.2,0.427
2022,SA6837,10.97,331,240.0,33,6.88,43,167218,129,105,415,7.2,21,18,89817,13.15,39.27,63.1,0.311
2023,SA8470,8.86,30,68.5,78,9.57,48,140252,40,3,94,4.29,30,46,6499,30.07,53.17,91.4,0.896
2021,SA1874,18.87,383,293.2,100,24.85,57,175041,196,105,349,37.45,26,285,34860,8.51,24.67,37.7,0.465
2026,SA2482,6.36,347,698.6,119,24.26,45,137536,48,60,181,70.05,23,103,236720,39.11,12.4,35.6,0.879
2018,SA3492,15.42,64,464.5,13,1.63,3,87227,100,20,361,23.93,66,107,22529,4.54,99.19,28.4,0.11
2018,SA4323,18.85,204,568.9,88,4.86,58,3471,174,101,89,17.08,46,208,138285,41.46,46.65,21.3,0.488
2022,SA2181,24.2,280,107.4,106,8.91,29,235789,162,33,518,10.56,39,187,59892,49.48,5.11,10.7,0.686
2022,SA4616,4.63,159,34.8,11,12.7,3,174624,31,16,584,9.94,20,258,147316,37.84,76.57,77.3,0.971
2017,SA1644,19.25,15,290.9,49,0.17,60,2232,56,106,85,45.63,56,194,26628,8.1,27.97,28.2,0.466
2017,SA7755,7.18,326,853.6,106,4.55,42,9483,155,1,878,28.2,48,367,147236,43.73,70.23,33.4,0.079
2024,SA2650,23.33,299,432.9,105,8.78,50,4765,208,15,387,20.07,34,572,48637,21.54,57.84,59.2,0.711
2025,SA9828,10.79,369,284.2,44,23.8,34,37480,207,16,111,70.14,21,532,135905,47.85,51.5,37.0,0.651
2018,SA2975,20.85,142,69.7,27,7.26,51,191303,119,103,762,8.2,0,454,208566,31.48,34.8,52.7,0.03
2023,SA8099,7.75,9,85.6,40,12.35,1,136071,157,106,675,37.99,1,516,26285,6.09,77.93,68.9,0.578
2016,SA6706,8.2,38,111.2,113,11.03,52,168051,214,29,40,57.61,49,363,60075,0.9,88.97,24.5,0.927
2024,SA7119,10.75,10,238.0,5,2.64,55,178221,151,13,535,54.02,75,406,187302,7.45,20.91,78.7,0.634
2019,SA8592,23.99,186,134.7,41,8.57,34,225832,66,82,82,48.99,18,334,224914,36.15,0.52,90.7,0.183
2023,SA5955,5.61,69,321.7,4,7.79,56,220886,59,95,589,58.46,48,307,117384,40.55,20.73,38.2,0.87
2026,SA3051,2.31,326,647.4,101,0.45,24,208710,24,65,793,5.47,54,130,247725,39.96,59.71,51.4,0.909
2021,SA9981,10.59,5,865.9,15,1.19,49,155193,198,86,378,42.29,46,436,194181,19.89,64.83,39.8,0.225
2021,SA5674,18.81,230,106.8,8,23.92,39,88035,162,49,797,50.19,24,74,222692,2.66,74.07,13.6,0.29
2025,SA2675,8.86,361,858.0,100,12.09,3,152983,35,1,802,36.94,7,283,211131,31.26,6.95,14.7,0.767
2019,SA8321,2.54,334,221.2,55,11.33,11,95758,84,117,765,51.96,44,531,133243,39.58,15.73,31.7,0.941
2017,SA9708,5.88,76,291.9,99,6.43,2,159411,1,88,436,13.84,10,539,234614,25.25,59.49,58.1,0.962
2022,SA2475,19.1,19,891.9,28,23.25,9,135612,226,89,861,4.03,50,372,27305,53.39,12.09,97.9,0.412
2019,SA8582,14.33,41,317.6,112,1.59,25,1350,152,2,372,17.0,5,565,166707,53.59,14.12,25.2,0.488
2016,SA6644,21.61,331,633.2,42,10.81,2,207914,72,70,643,44.51,31,35,50457,53.19,11.38,15.8,0.046
2021,SA4489,9.24,152,185.0,58,4.68,42,248046,156,20,584,67.29,70,415,96149,42.74,24.75,26.2,0.499
2021,SA2944,2.88,193,292.8,113,12.14,45,29743,233,36,21,16.14,46,332,38897,52.26,89.11,9.5,0.455
2018,SA2772,9.33,273,417.4,21,11.39,13,10212,92,114,801,20.8,69,362,229067,48.48,9.33,14.3,0.954
2018,SA2266,23.74,57,445.4,12,5.96,13,20889,119,60,555,79.37,29,588,247025,34.68,99.1,57.4,0.315
2026,SA1243,24.96,34,81.8,77,6.56,45,78676,154,85,394,79.06,53,42,69239,43.85,60.5,63.4,0.194
2023,SA1679,9.0,388,773.8,44,14.41,24,140372,174,92,429,25.73,51,117,178152,50.68,96.73,5.5,0.332
2019,SA3746,18.98,420,561.5,51,17.29,13,40693,129,20,796,62.66,37,483,194985,4.54,72.77,43.6,0.165
2019,SA9143,18.76,16,284.8,6,18.02,35,175091,53,40,827,66.67,28,60,4026,9.74,75.26,45.5,0.638
2024,SA9395,6.66,45,776.3,79,12.7,7,61267,13,100,793,50.44,40,28,203454,24.15,76.47,60.0,0.709
2023,SA1759,13.77,11,323.7,20,2.52,7,45731,33,113,561,74.98,27,61,46206,33.8,0.6,4.4,0.501
2025,SA6314,2.66,205,425.0,100,16.22,47,153631,165,83,521,52.22,69,246,249560,45.05,19.32,29.1,0.44
2019,SA8179,23.03,300,459.7,96,22.43,23,234548,108,44,893,74.95,28,593,41786,17.08,63.35,66.5,0.565
2025,SA7680,20.44,379,578.1,3,4.58,27,193847,1,16,707,6.62,26,613,173345,43.2,74.98,69.4,0.814
2025,SA3002,14.71,335,464.1,91,22.31,10,130565,141,111,739,43.3,30,402,74354,43.5,35.59,41.6,0.438
2025,SA3909,5.58,104,362.4,39,5.36,29,72630,185,51,63,29.66,47,455,7022,7.44,75.82,22.0,0.328
2021,SA8981,2.36,385,715.2,92,7.16,0,145058,175,46,217,30.11,61,85,127520,5.57,64.39,73.3,0.705
2016,SA9924,18.63,355,267.4,16,10.49,58,128888,213,65,585,73.87,21,343,234425,2.9,5.37,49.2,0.589
2021,SA6754,15.89,321,316.9,0,1.94,21,221066,166,68,401,31.34,57,609,210577,9.16,47.06,52.2,0.77
2024,SA3330,10.1,331,297.1,96,7.11,56,207216,189,0,644,60.63,70,281,104752,25.67,3.75,52.4,0.055
2019,SA2465,9.57,190,18.0,5,24.89,40,45354,63,96,811,42.74,14,511,158582,0.53,3.64,69.4,0.481
2021,SA3968,18.89,124,193.7,117,18.63,8,77050,126,35,896,61.75,24,330,22824,33.03,81.16,82.3,0.44
2023,SA7714,7.66,182,894.4,93,3.41,58,15521,29,88,317,38.64,80,611,9191,38.45,8.96,33.2,0.322
2017,SA9162,6.08,65,1.5,29,17.57,57,197295,95,73,644,49.54,42,402,41290,7.47,27.02,40.3,0.105
2019,SA7493,7.8,202,567.3,106,11.81,14,171323,34,34,0,35.15,17,25,98619,12.65,99.62,29.4,0.388
2025,SA8834,23.26,176,502.4,59,18.94,22,180535,203,61,628,59.68,41,155,220196,34.25,29.31,13.5,0.247
2023,SA4503,23.01,271,847.2,23,0.59,54,166344,157,8,446,23.91,79,571,245596,35.75,7.44,59.7,0.867
2024,SA7621,18.72,296,522.0,64,19.0,30,185519,53,74,633,3.44,60,134,107444,51.13,74.53,10.0,0.92
2018,SA5354,6.81,319,181.6,1,16.51,26,807,126,105,98,62.84,20,440,136886,42.23,26.21,94.0,0.138
2020,SA5616,18.57,399,349.3,111,22.98,2,170893,20,71,115,27.39,46,532,13609,40.86,49.98,84.5,0.483
2024,SA9024,11.41,151,12.2,77,14.29,60,49203,246,13,584,3.0,66,459,213490,41.32,37.22,26.2,0.283
2023,SA2672,14.38,36,817.9,79,4.64,20,98632,139,26,115,24.57,72,474,205595,22.21,14.82,10.7,0.49
2018,SA7706,19.9,432,268.4,79,6.92,15,131045,167,68,7,1.54,50,385,127141,47.26,56.79,29.4,0.528
2018,SA7031,8.04,351,794.9,106,22.18,57,50892,90,34,440,42.68,58,591,55963,45.23,76.59,49.6,0.673
2019,SA2429,7.23,230,55.9,12,20.71,54,146737,247,78,267,26.56,34,181,100471,38.79,86.07,63.7,0.09
2019,SA9845,5.7,442,638.3,35,17.12,12,146081,132,69,132,79.14,71,273,179800,6.72,62.24,7.4,0.506
2023,SA2875,17.58,21,507.1,84,5.74,45,73928,235,8,698,53.59,6,416,116801,41.71,13.2,15.7,0.201
2016,SA6748,16.05,34,284.1,38,15.32,22,147330,52,11,647,47.73,10,25,143062,4.16,63.88,6.2,0.879
2019,SA6590,18.58,27,314.8,80,24.19,22,2001,22,79,189,22.96,31,384,186651,43.88,52.36,35.5,0.929
2018,SA6529,2.95,100,252.3,73,14.08,12,151576,114,30,467,71.12,39,342,23618,50.41,65.84,58.3,0.313
2025,SA1837,4.37,344,7.7,81,3.16,4,15254,150,86,34,9.37,60,165,187571,40.83,20.1,54.9,0.33
2025,SA9221,11.96,89,303.3,27,2.36,60,6319,94,78,607,60.39,10,352,224983,2.16,70.68,90.7,0.683
2021,SA1774,2.43,137,541.1,120,22.9,14,221233,3,100,425,31.25,21,252,144715,19.85,0.34,21.9,0.755
2018,SA7513,1.01,329,34.8,90,12.32,0,247839,145,3,207,7.25,50,309,154008,45.27,68.96,80.8,0.522
2018,SA6992,13.86,134,495.3,66,14.9,25,151141,2,92,11,1.54,42,349,85225,41.93,32.32,52.0,0.868
2021,SA4945,23.9,109,87.2,1,24.25,60,235216,223,50,798,43.18,80,42,17370,4.12,13.51,36.9,0.537
2019,SA9574,13.66,278,222.9,46,21.94,18,93373,71,42,74,66.31,24,461,45342,14.7,97.42,87.0,0.065
2018,SA9305,24.26,222,256.9,93,2.48,37,97517,4,58,247,61.92,64,195,105017,30.07,93.16,69.6,0.118
2025,SA1800,3.99,333,794.9,37,24.96,29,57113,94,41,430,42.61,76,86,162770,8.22,80.2,95.8,0.808
2023,SA9067,10.96,411,737.6,39,6.37,7,15549,213,88,121,1.88,41,257,76446,48.13,82.96,33.9,0.715
2017,SA3831,9.62,332,387.3,94,14.71,33,45659,132,91,46,37.4,78,562,41476,42.12,59.25,88.0,0.781
2020,SA5577,7.71,229,785.0,95,7.1,21,216024,178,79,445,14.53,33,235,126596,39.68,44.24,33.4,0.747
2017,SA6188,10.53,94,11.3,56,4.86,9,170524,221,83,489,73.59,44,638,194040,24.95,69.45,26.9,0.261
2025,SA8513,1.58,434,532.4,79,8.91,0,65723,235,19,504,64.68,17,457,3446,40.03,91.5,5.1,0.81
2021,SA6497,8.4,405,389.9,99,17.67,11,29374,140,114,507,33.29,61,58,241546,43.23,76.46,91.4,0.593
2024,SA2361,23.15,100,544.8,22,21.38,36,199147,38,2,537,60.36,51,389,22397,8.56,3.01,64.8,0.105
2026,SA6676,18.08,32,9.1,94,22.18,33,192108,80,50,703,74.77,5,492,189148,49.88,89.34,88.3,0.51
2024,SA4562,6.72,401,754.3,13,8.04,31,157020,231,58,582,15.41,11,2,204703,1.27,63.05,99.0,0.656
2020,SA1049,19.92,260,77.6,36,21.04,31,40375,170,66,614,41.54,50,242,10420,52.72,26.4,43.0,0.75
2021,SA5190,6.44,35,218.3,116,17.23,14,46482,138,31,659,27.75,78,67,73744,38.41,31.94,34.9,0.031
2024,SA1130,10.17,284,823.7,119,7.2,30,80410,32,57,317,58.75,25,269,232920,47.4,81.91,12.2,0.722
2026,SA6413,5.5,362,694.0,23,9.99,41,1118,218,12,735,10.92,58,441,77583,22.84,0.71,88.7,0.851
2021,SA5682,20.18,13,571.1,78,8.66,28,245237,224,111,363,19.7,16,141,52462,35.66,7.71,85.3,0.968
2025,SA6518,3.08,308,249.0,93,16.78,3,23431,86,70,528,7.06,7,295,126700,50.91,72.44,86.8,0.637
2017,SA7051,12.53,124,205.7,104,7.61,31,12461,108,94,492,26.41,32,324,49789,26.2,70.64,83.0,0.345
2017,SA5784,10.33,445,794.2,46,23.49,44,17087,173,58,671,12.77,36,322,239795,5.77,20.07,63.3,0.272
2021,SA9872,8.88,65,62.0,118,23.2,2,170906,237,22,303,76.24,54,229,147098,16.86,98.32,3.1,0.32
2017,SA3749,7.91,196,333.6,69,22.1,52,147936,108,37,860,71.24,73,280,108507,3.57,88.48,67.3,0.554
2019,SA3118,17.27,97,283.2,47,17.92,29,135391,224,69,483,76.03,6,311,136477,34.69,20.29,86.1,0.098
2024,SA9407,0.77,183,341.4,87,17.43,39,10747,57,61,346,42.51,8,649,62000,3.75,41.81,14.4,0.091
2018,SA3074,8.15,410,160.9,17,18.45,40,239563,103,17,188,63.71,52,79,140556,14.29,5.34,29.2,0.684
2017,SA4220,6.55,191,430.4,71,21.72,21,143832,173,94,700,71.48,61,580,230997,46.25,23.67,87.4,0.735
2016,SA1362,3.5,119,634.9,7,14.7,52,99953,104,107,26,48.71,32,155,217300,44.22,29.52,66.7,0.135
2023,SA9236,10.31,230,138.8,13,23.4,48,75695,145,31,877,57.51,52,142,61305,42.26,10.35,37.9,0.997
2020,SA4641,0.77,70,856.0,103,19.71,60,55715,7,89,794,4.3,44,269,18281,51.28,62.03,36.7,0.563
2018,SA9140,11.92,432,124.7,79,14.91,1,69706,215,42,220,57.23,39,251,242490,49.03,0.94,81.4,0.621
2022,SA5842,9.07,216,879.7,31,3.17,35,179784,13,63,543,46.0,47,108,144340,25.18,16.96,85.2,0.592
2020,SA3826,11.53,343,541.8,105,0.59,51,83593,25,42,744,62.49,70,623,23992,48.65,39.83,48.4,0.636
2025,SA3909,6.74,322,606.2,62,13.7,3,229806,68,62,773,60.17,35,331,36439,8.39,29.71,63.0,0.971
2025,SA2396,19.79,371,550.6,33,6.33,37,93677,135,42,318,31.27,61,110,241427,23.84,9.89,8.5,0.238
2025,SA8007,6.98,440,196.0,80,14.75,41,44282,20,99,274,36.47,32,238,181282,40.07,47.81,84.9,0.793
2025,SA1296,4.97,104,43.8,79,15.82,45,62783,177,42,666,79.7,62,612,58050,47.46,46.21,32.9,0.049
2023,SA4747,9.2,10,473.8,78,9.15,45,160069,228,109,820,31.15,45,331,147610,13.03,40.4,63.5,0.016
2022,SA8797,22.25,383,613.6,8,16.61,43,222953,130,73,508,6.0,56,258,80787,39.66,61.34,51.4,0.128
2020,SA9681,20.41,384,828.5,12,18.72,50,174238,4,43,818,34.73,24,524,220066,48.0,0.42,18.0,0.615
2019,SA9359,13.39,247,297.6,85,10.25,36,14449,189,61,677,43.21,24,505,223844,5.46,89.33,20.0,0.302
2018,SA7642,4.05,360,808.8,59,24.52,3,2007,130,8,778,36.77,60,487,91484,29.26,55.73,64.2,0.732
2019,SA4780,1.88,65,430.2,106,8.46,31,180025,70,37,147,75.1,78,539,70110,1.79,22.54,97.9,0.906
2017,SA7582,14.36,231,15.6,12,10.89,26,79389,109,102,889,48.67,64,522,56150,34.01,30.77,82.6,0.888
2017,SA5386,8.12,160,456.7,74,12.6,18,58790,241,86,699,27.24,65,439,4185,3.51,42.43,60.4,0.372
2019,SA2733,23.93,146,61.2,26,21.05,8,161260,43,57,61,69.2,52,358,147004,9.35,38.72,59.4,0.59
2022,SA9526,22.14,298,66.3,17,18.43,3,147788,38,93,182,20.38,64,351,197835,10.94,44.95,68.5,0.786
2022,SA4563,17.92,411,824.3,92,16.53,44,78128,156,0,286,5.74,7,39,98233,8.34,76.89,93.6,0.64
2025,SA9150,12.8,105,222.7,91,20.74,57,45766,242,12,259,29.41,20,571,30100,21.79,96.84,41.5,0.764
2018,SA7950,7.88,229,803.0,114,24.53,31,229497,182,10,614,35.32,37,557,6269,10.82,45.17,80.7,0.267
2023,SA8005,13.92,437,433.7,46,9.03,46,80374,153,24,419,64.66,57,278,203840,3.2,87.6,97.8,0.568
2016,SA7004,20.59,38,559.0,10,10.09,50,6535,100,112,207,21.69,67,369,46150,2.71,95.56,83.1,0.117
2026,SA2052,8.03,10,122.3,117,17.8,7,172244,71,41,822,39.6,20,427,188399,33.4,46.21,28.0,0.032
2018,SA2978,16.73,83,803.7,4,11.24,56,187900,11,91,696,27.0,79,318,227188,44.82,49.33,65.5,0.99
2019,SA1524,8.58,421,505.8,30,24.81,18,17106,59,118,268,20.44,43,640,205794,22.67,28.07,46.8,0.159
2018,SA2946,7.6,380,771.6,93,19.82,59,220244,173,82,554,5.03,39,154,99475,8.51,8.44,52.6,0.826
2022,SA3781,4.79,343,692.9,34,24.13,36,50087,240,15,17,1.58,75,1,236596,29.62,31.26,35.8,0.354
2024,SA8444,9.26,94,501.3,78,12.96,43,61186,243,54,708,66.72,31,379,3385,5.09,11.64,40.1,0.407
2020,SA5252,0.79,257,194.2,52,23.86,57,22774,212,75,603,57.98,26,386,60838,5.87,92.22,90.0,0.149
2021,SA9464,24.56,427,423.9,40,22.83,41,215911,182,2,90,75.84,12,460,41138,27.26,41.57,44.7,0.463
2025,SA6544,3.09,233,685.9,35,13.6,28,44934,216,41,541,45.72,73,558,118433,28.08,49.47,35.6,0.804
2018,SA5919,2.25,403,494.5,116,11.3,45,33823,110,53,809,43.34,18,645,81863,52.4,95.66,2.8,0.089
2026,SA8751,24.79,294,13.8,27,8.81,6,166962,64,44,624,55.03,56,281,114285,26.16,31.21,69.4,0.137
2024,SA3041,0.36,75,366.0,113,8.04,4,39680,198,111,345,47.64,47,573,163536,45.02,0.32,1.6,0.459
2016,SA7740,2.66,434,846.2,86,3.53,28,231145,166,101,248,32.8,70,14,55740,23.07,60.67,67.5,0.565
2020,SA9823,19.57,63,80.4,46,11.25,44,1296,178,42,705,6.9,75,483,109387,20.84,47.66,79.1,0.147
2021,SA9527,12.57,379,170.9,74,22.54,17,142048,54,8,831,61.53,35,576,47003,49.19,39.69,38.3,0.81
2026,SA3500,11.39,15,301.3,49,22.13,13,93836,192,34,718,21.44,11,68,163823,9.1,72.47,0.4,0.523
2025,SA6702,17.39,82,878.9,40,7.87,24,71851,72,15,125,77.66,20,504,180086,31.68,78.13,32.9,0.837
2025,SA6919,6.47,251,703.4,115,8.05,46,85997,232,1,681,27.59,21,266,58479,15.52,85.43,87.0,0.454
2024,SA4729,14.6,279,289.3,116,13.59,10,136827,123,70,872,38.91,75,131,187884,13.49,56.63,71.2,0.77
2020,SA7508,6.82,361,36.4,104,23.77,12,30976,75,9,410,0.88,21,600,233226,29.16,52.61,96.7,0.268
2016,SA8173,9.66,290,50.0,96,5.0,13,189354,173,118,661,37.45,1,119,55620,24.68,4.62,24.2,0.785
2018,SA6113,17.94,360,54.2,85,3.2,36,187612,167,62,806,41.64,11,431,44766,27.33,2.83,52.4,0.677
2021,SA3920,10.99,257,641.7,110,18.42,46,232300,139,50,47,24.35,69,630,203112,54.4,96.64,62.4,0.503
2022,SA5572,19.56,409,855.0,106,3.33,54,188748,71,95,465,30.66,10,566,77029,39.39,24.45,94.3,0.423
2024,SA9252,14.08,334,835.3,36,13.83,27,92523,133,9,14,42.66,3,113,35042,22.73,17.53,39.0,0.512
2020,SA6590,2.66,67,173.7,30,3.65,8,179812,69,105,443,75.15,73,53,69420,47.85,7.17,90.2,0.062
2020,SA2740,5.17,392,583.9,9,2.47,52,193539,9,48,73,57.64,22,611,186856,34.14,50.13,41.3,0.749
2026,SA4330,19.47,209,496.2,72,23.22,7,214184,153,4,324,70.03,77,380,130628,18.29,21.43,89.4,0.45
2021,SA4131,23.32,169,550.1,103,2.72,59,81534,188,79,307,43.57,65,646,113573,20.35,23.08,99.5,0.271
2023,SA7675,12.13,143,691.0,103,6.65,34,72463,143,47,600,38.13,27,444,163935,0.15,38.25,91.4,0.948
2017,SA8267,23.78,89,781.8,12,4.42,14,96858,184,86,533,55.06,67,49,214627,7.64,13.12,12.6,0.855
2022,SA1192,21.15,137,190.0,54,22.44,58,121701,30,84,471,10.22,51,137,169733,53.32,11.33,23.4,0.524
2020,SA3903,10.96,384,130.0,28,7.99,1,112257,199,53,856,78.74,80,285,34055,5.54,94.44,30.9,0.015
2017,SA9824,14.25,233,836.2,59,18.32,22,196830,93,70,787,57.53,2,262,231808,2.2,32.31,87.7,0.507
2018,SA2210,2.27,430,80.0,19,12.44,19,174866,182,62,724,17.24,4,374,110483,53.56,84.65,73.8,0.636
2021,SA4163,22.07,201,135.4,98,20.14,39,213220,144,115,730,19.65,55,284,224473,50.33,35.6,60.5,0.434
2026,SA6895,16.82,148,314.3,42,0.39,25,223011,216,22,475,53.43,43,305,66003,41.03,91.02,16.7,0.277
2016,SA4257,19.45,321,725.0,68,7.54,49,100922,99,90,589,38.96,58,501,78151,39.82,15.23,14.7,0.345
2019,SA7911,21.92,0,352.0,68,1.11,44,221811,240,57,428,9.62,12,608,116120,38.2,9.6,80.8,0.824
2016,SA9123,23.01,130,338.1,82,15.96,43,123444,171,22,539,13.1,75,531,92549,28.52,38.58,83.6,0.288
2025,SA7948,13.45,73,245.9,82,16.68,34,88667,93,18,709,66.69,56,94,209529,11.98,33.81,1.8,0.703
2021,SA4517,11.37,138,2.0,80,23.41,17,38043,175,54,15,7.49,39,230,146010,5.53,96.31,95.0,0.523
2020,SA3117,3.62,175,594.6,80,16.28,57,175271,167,1,584,19.84,18,503,217836,47.1,77.91,29.1,0.144
2018,SA1901,15.69,339,689.5,59,6.24,8,214965,94,78,579,55.66,58,414,92380,22.51,14.42,28.0,0.418
2024,SA4296,5.64,174,736.5,92,0.38,60,162397,177,107,459,14.62,28,79,70002,12.8,64.61,67.0,0.418
2016,SA7404,12.64,59,652.6,35,13.8,9,164643,67,102,843,10.45,20,500,230604,48.11,66.39,3.1,0.16
2017,SA3543,19.2,423,186.0,85,3.45,34,13435,125,64,237,75.43,60,221,101316,26.5,64.49,47.8,0.296
2025,SA1872,19.12,157,477.6,87,1.34,55,146467,112,26,543,53.91,65,515,158986,13.48,49.23,32.6,0.834
2026,SA1321,17.99,331,72.8,25,20.12,50,227436,162,12,126,28.73,68,170,128885,6.99,49.78,44.1,0.765
2020,SA4071,20.15,42,380.2,84,1.99,17,58416,174,1,900,45.57,5,553,126970,41.03,53.37,48.1,0.462
2026,SA8767,21.63,433,221.6,72,18.24,10,19848,0,43,546,68.35,7,582,23076,32.96,23.61,86.6,0.577
2024,SA7720,24.86,257,123.3,24,7.84,59,38890,81,30,441,9.15,8,358,94406,9.82,80.24,5.6,0.332
2025,SA5455,1.86,53,377.2,2,20.22,58,139751,118,119,17,23.94,56,220,35695,5.97,42.57,93.9,0.945
2019,SA4964,4.98,302,9.5,30,2.3,53,132804,41,118,573,8.3,8,636,64345,9.71,5.35,31.7,0.539
2020,SA5102,10.59,124,117.2,36,24.05,26,115200,249,0,717,8.5,40,448,58247,20.4,11.62,67.6,0.773
2023,SA6360,17.96,257,504.5,46,4.36,17,170269,109,98,256,35.97,22,231,14640,40.07,28.18,37.9,0.282
2024,SA8631,3.62,97,591.0,11,8.65,59,244287,3,97,422,79.26,61,60,125342,6.02,80.69,30.6,0.938
2019,SA2039,19.96,274,471.3,118,22.04,11,216496,238,25,546,55.12,75,279,122056,11.99,7.84,68.7,0.03
2026,SA7357,14.05,430,497.2,79,4.74,14,224209,172,94,516,18.61,57,122,149084,42.25,0.02,27.6,0.758
2019,SA5405,11.59,196,218.9,59,11.59,58,165573,22,59,797,59.9,47,212,246572,17.44,81.21,51.9,0.628
2020,SA9310,18.96,329,292.1,65,19.73,56,248053,60,4,852,32.74,39,67,25439,16.92,26.25,95.6,0.366
