demo_household_survey_year,demo_household_household_id_sample,demo_household_country_iso2,demo_household_region_nuts_code,demo_household_relationship_to_householder,demo_household_family_type_code,demo_household_marital_status,demo_household_household_size,demo_household_number_of_children_u18,demo_household_multigenerational_flag,demo_household_single_parent_flag,demo_household_housing_cost_burden_pct,demo_household_crowding_persons_per_room,demo_household_vehicle_count_household,demo_household_internet_access_type,demo_household_language_spoken_at_home,demo_household_disability_status_household,demo_household_caregiving_hours_week,demo_household_childcare_cost_monthly_eur,demo_household_sampling_stratum
2019,EUHH2019001144,PL,IE836,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,1,0,0,0,16.45,2.78,4,CABLE,SK,SEVERE,26,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020001145,RO,MT255,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,2,1,0,0,39.47,2.23,2,FIBER,EL,SOME,43,604.47,COASTAL_TOURISM
2021,EUHH2021001146,SI,BE607,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,3,2,0,0,27.17,2.05,1,DSL,SL,NONE,17,14.63,URBAN_HIGH_INCOME
2022,EUHH2022001147,SE,SE680,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,4,3,1,0,17.35,2.15,3,MOBILE,HU,SEVERE,73,1313.59,URBAN_MIXED
2023,EUHH2023001148,BE,LU598,OTHER,COUPLE_WITH_CHILDREN,MARRIED,5,1,0,0,29.02,1.07,1,NONE,CY,SOME,35,594.31,RURAL_LOW_DENSITY
2024,EUHH2024001149,HR,SK557,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,6,0,0,0,49.41,2.53,4,CABLE,CS,NONE,12,0.0,RURAL_AGRI
2025,EUHH2025001150,CZ,CZ870,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,7,2,0,0,45.91,0.7,2,FIBER,EN,SEVERE,5,1093.43,INTERMEDIATE_TOWNS
2026,EUHH2026001151,EE,IE371,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,8,4,0,0,65.39,1.2,0,DSL,PT,SOME,57,1232.5,COASTAL_TOURISM
2019,EUHH2019001152,FR,SK756,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,1,0,0,0,9.91,2.11,3,MOBILE,DE,NONE,80,0.0,URBAN_HIGH_INCOME
2020,EUHH2020001153,GR,DE369,OTHER,COUPLE_WITH_CHILDREN,MARRIED,2,0,0,0,11.5,0.67,1,NONE,BG,SEVERE,14,0.0,URBAN_MIXED
2021,EUHH2021001154,IE,ES385,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,3,2,0,0,65.34,2.37,2,CABLE,FR,SOME,77,1089.35,RURAL_LOW_DENSITY
2022,EUHH2022001155,LV,DE748,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,4,3,1,0,11.2,1.39,1,FIBER,HR,NONE,78,1179.23,RURAL_AGRI
2023,EUHH2023001156,LU,BG4,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,5,4,0,0,18.13,1.69,2,DSL,ES,SEVERE,16,1225.82,INTERMEDIATE_TOWNS
2024,EUHH2024001157,NL,LU7,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,6,5,0,0,11.5,1.01,1,MOBILE,DA,SOME,32,1498.76,COASTAL_TOURISM
2025,EUHH2025001158,PT,HU93,OTHER,COUPLE_WITH_CHILDREN,MARRIED,7,5,0,0,7.14,1.29,1,NONE,IT,NONE,63,1258.74,URBAN_HIGH_INCOME
2026,EUHH2026001159,SK,LT20,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,8,2,0,0,10.44,1.1,0,CABLE,ET,SEVERE,5,277.56,URBAN_MIXED
2019,EUHH2019001160,ES,SE993,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,1,0,0,0,35.74,2.24,0,FIBER,PL,SOME,67,0.0,RURAL_LOW_DENSITY
2020,EUHH2020001161,AT,FI738,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,2,1,0,0,36.92,2.76,3,DSL,LV,NONE,66,1083.76,RURAL_AGRI
2021,EUHH2021001162,BG,EE83,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,3,2,0,0,13.86,1.1,0,MOBILE,RO,SEVERE,80,841.84,INTERMEDIATE_TOWNS
2022,EUHH2022001163,CY,BG91,OTHER,COUPLE_WITH_CHILDREN,MARRIED,4,3,1,0,59.21,2.37,2,NONE,LT,SOME,23,165.82,COASTAL_TOURISM
2023,EUHH2023001164,DK,BE8,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,5,2,0,0,61.66,2.16,2,CABLE,NL,NONE,9,581.48,URBAN_HIGH_INCOME
2024,EUHH2024001165,FI,IT20,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,6,1,0,0,51.12,2.53,3,FIBER,GA,SEVERE,59,974.95,URBAN_MIXED
2025,EUHH2025001166,DE,NL6,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,7,1,0,0,45.4,1.95,1,DSL,SV,SOME,79,1007.6,RURAL_LOW_DENSITY
2026,EUHH2026001167,HU,IE1,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,8,6,1,0,27.49,2.42,2,MOBILE,MT,NONE,59,8.36,RURAL_AGRI
2019,EUHH2019001168,IT,GR43,OTHER,COUPLE_WITH_CHILDREN,MARRIED,1,0,0,0,57.84,2.51,1,NONE,FI,SEVERE,29,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020001169,LT,BE708,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,2,0,0,0,23.81,1.15,2,CABLE,SK,SOME,71,0.0,COASTAL_TOURISM
2021,EUHH2021001170,MT,FR7,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,3,0,0,0,28.51,1.85,4,FIBER,EL,NONE,18,0.0,URBAN_HIGH_INCOME
2022,EUHH2022001171,PL,PL116,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,4,3,0,0,35.58,1.24,1,DSL,SL,SEVERE,63,1359.79,URBAN_MIXED
2023,EUHH2023001172,RO,IT5,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,5,1,1,0,22.11,2.64,1,MOBILE,HU,SOME,77,31.64,RURAL_LOW_DENSITY
2024,EUHH2024001173,SI,LV6,OTHER,COUPLE_WITH_CHILDREN,MARRIED,6,0,1,0,11.91,2.11,0,NONE,CY,NONE,28,0.0,RURAL_AGRI
2025,EUHH2025001174,SE,FI63,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,7,4,1,0,12.55,1.26,3,CABLE,CS,SEVERE,44,560.56,INTERMEDIATE_TOWNS
2026,EUHH2026001175,BE,NL224,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,8,4,0,0,56.52,0.97,3,FIBER,EN,SOME,27,378.53,COASTAL_TOURISM
2019,EUHH2019001176,HR,CZ949,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,1,0,0,0,53.07,2.68,1,DSL,PT,NONE,7,0.0,URBAN_HIGH_INCOME
2020,EUHH2020001177,CZ,SI8,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,2,1,0,0,18.86,2.64,3,MOBILE,DE,SEVERE,43,1338.73,URBAN_MIXED
2021,EUHH2021001178,EE,DK849,OTHER,COUPLE_WITH_CHILDREN,MARRIED,3,0,0,0,56.53,0.93,1,NONE,BG,SOME,70,0.0,RURAL_LOW_DENSITY
2022,EUHH2022001179,FR,HU29,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,4,1,0,0,39.66,0.81,3,CABLE,FR,NONE,10,349.49,RURAL_AGRI
2023,EUHH2023001180,GR,PT3,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,5,3,0,0,42.78,1.32,4,FIBER,HR,SEVERE,68,1284.82,INTERMEDIATE_TOWNS
2024,EUHH2024001181,IE,NL7,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,6,0,0,0,56.43,2.4,3,DSL,ES,SOME,15,0.0,COASTAL_TOURISM
2025,EUHH2025001182,LV,DE61,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,7,2,0,0,27.66,1.25,4,MOBILE,DA,NONE,39,652.19,URBAN_HIGH_INCOME
2026,EUHH2026001183,LU,IE4,OTHER,COUPLE_WITH_CHILDREN,MARRIED,8,4,0,0,18.96,2.61,4,NONE,IT,SEVERE,56,265.82,URBAN_MIXED
2019,EUHH2019001184,NL,LU775,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,1,0,0,0,67.22,0.97,4,CABLE,ET,SOME,28,0.0,RURAL_LOW_DENSITY
2020,EUHH2020001185,PT,RO25,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,2,1,0,0,15.07,0.88,0,FIBER,PL,NONE,39,914.39,RURAL_AGRI
2021,EUHH2021001186,SK,NL47,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,3,1,0,0,61.98,0.91,2,DSL,LV,SEVERE,3,239.97,INTERMEDIATE_TOWNS
2022,EUHH2022001187,ES,FR506,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,4,2,0,0,26.04,1.0,2,MOBILE,RO,SOME,71,1390.41,COASTAL_TOURISM
2023,EUHH2023001188,AT,GR942,OTHER,COUPLE_WITH_CHILDREN,MARRIED,5,1,0,0,52.23,0.87,4,NONE,LT,NONE,12,756.56,URBAN_HIGH_INCOME
2024,EUHH2024001189,BG,FR21,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,6,5,0,0,39.86,0.65,2,CABLE,NL,SEVERE,11,379.74,URBAN_MIXED
2025,EUHH2025001190,CY,HR23,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,7,5,0,0,51.18,1.64,3,FIBER,GA,SOME,34,1355.3,RURAL_LOW_DENSITY
2026,EUHH2026001191,DK,SK8,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,8,0,0,0,21.85,1.22,0,DSL,SV,NONE,68,0.0,RURAL_AGRI
2019,EUHH2019001192,FI,NL578,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,1,0,0,0,66.41,2.01,0,MOBILE,MT,SEVERE,25,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020001193,DE,ES9,OTHER,COUPLE_WITH_CHILDREN,MARRIED,2,1,0,0,61.37,1.25,0,NONE,FI,SOME,52,224.68,COASTAL_TOURISM
2021,EUHH2021001194,HU,PT502,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,3,0,0,0,51.95,2.73,0,CABLE,SK,NONE,29,0.0,URBAN_HIGH_INCOME
2022,EUHH2022001195,IT,CZ114,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,4,1,0,0,33.46,2.35,1,FIBER,EL,SEVERE,60,88.22,URBAN_MIXED
2023,EUHH2023001196,LT,SK32,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,5,4,0,0,25.93,2.26,3,DSL,SL,SOME,24,436.19,RURAL_LOW_DENSITY
2024,EUHH2024001197,MT,HU63,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,6,4,1,0,22.23,2.48,2,MOBILE,HU,NONE,59,1467.08,RURAL_AGRI
2025,EUHH2025001198,PL,IT10,OTHER,COUPLE_WITH_CHILDREN,MARRIED,7,5,1,0,41.29,2.24,2,NONE,CY,SEVERE,72,202.52,INTERMEDIATE_TOWNS
2026,EUHH2026001199,RO,LT355,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,8,6,0,0,65.41,2.54,4,CABLE,CS,SOME,54,621.12,COASTAL_TOURISM
2019,EUHH2019001200,SI,PT916,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,1,0,0,0,39.61,1.4,0,FIBER,EN,NONE,33,0.0,URBAN_HIGH_INCOME
2020,EUHH2020001201,SE,SE370,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,2,0,0,0,43.57,1.73,1,DSL,PT,SEVERE,57,0.0,URBAN_MIXED
2021,EUHH2021001202,BE,HR914,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,3,2,0,0,25.61,1.6,2,MOBILE,DE,SOME,52,523.46,RURAL_LOW_DENSITY
2022,EUHH2022001203,HR,SI879,OTHER,COUPLE_WITH_CHILDREN,MARRIED,4,3,0,0,44.27,2.79,0,NONE,BG,NONE,62,644.14,RURAL_AGRI
2023,EUHH2023001204,CZ,LU980,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,5,1,0,0,35.88,2.12,1,CABLE,FR,SEVERE,53,432.71,INTERMEDIATE_TOWNS
2024,EUHH2024001205,EE,HU840,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,6,5,1,0,54.12,1.11,0,FIBER,HR,SOME,23,147.14,COASTAL_TOURISM
2025,EUHH2025001206,FR,DE547,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,7,3,0,0,37.44,2.03,0,DSL,ES,NONE,77,1481.26,URBAN_HIGH_INCOME
2026,EUHH2026001207,GR,PL41,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,8,4,1,0,6.35,0.98,4,MOBILE,DA,SEVERE,50,325.43,URBAN_MIXED
2019,EUHH2019001208,IE,RO358,OTHER,COUPLE_WITH_CHILDREN,MARRIED,1,0,0,0,9.31,0.99,2,NONE,IT,SOME,40,0.0,RURAL_LOW_DENSITY
2020,EUHH2020001209,LV,CZ6,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,2,1,0,0,23.29,1.18,2,CABLE,ET,NONE,77,300.13,RURAL_AGRI
2021,EUHH2021001210,LU,FR573,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,3,2,0,0,36.88,1.32,1,FIBER,PL,SEVERE,12,600.07,INTERMEDIATE_TOWNS
2022,EUHH2022001211,NL,LT84,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,4,3,0,0,8.0,2.61,4,DSL,LV,SOME,75,684.14,COASTAL_TOURISM
2023,EUHH2023001212,PT,SE221,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,5,2,0,0,45.15,2.28,4,MOBILE,RO,NONE,26,399.78,URBAN_HIGH_INCOME
2024,EUHH2024001213,SK,DE269,OTHER,COUPLE_WITH_CHILDREN,MARRIED,6,4,0,0,49.73,1.22,4,NONE,LT,SEVERE,25,545.77,URBAN_MIXED
2025,EUHH2025001214,ES,DE886,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,7,4,0,0,61.36,2.51,1,CABLE,NL,SOME,13,1112.8,RURAL_LOW_DENSITY
2026,EUHH2026001215,AT,SE34,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,8,2,1,0,57.18,0.89,3,FIBER,GA,NONE,58,1267.84,RURAL_AGRI
2019,EUHH2019001216,BG,PL2,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,1,0,0,0,40.01,2.42,1,DSL,SV,SEVERE,52,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020001217,CY,AT649,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,2,1,0,0,36.05,0.8,3,MOBILE,MT,SOME,8,874.86,COASTAL_TOURISM
2021,EUHH2021001218,DK,GR432,OTHER,COUPLE_WITH_CHILDREN,MARRIED,3,2,0,0,30.18,1.08,1,NONE,FI,NONE,15,1052.89,URBAN_HIGH_INCOME
2022,EUHH2022001219,FI,HU13,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,4,3,0,0,55.02,1.59,2,CABLE,SK,SEVERE,75,415.44,URBAN_MIXED
2023,EUHH2023001220,DE,SK1,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,5,0,0,0,36.63,2.22,0,FIBER,EL,SOME,35,0.0,RURAL_LOW_DENSITY
2024,EUHH2024001221,HU,LT49,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,6,2,0,0,19.55,2.71,3,DSL,SL,NONE,75,1177.12,RURAL_AGRI
2025,EUHH2025001222,IT,FR370,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,7,3,0,0,50.24,0.9,3,MOBILE,HU,SEVERE,19,1188.16,INTERMEDIATE_TOWNS
2026,EUHH2026001223,LT,EE646,OTHER,COUPLE_WITH_CHILDREN,MARRIED,8,2,0,0,31.61,2.59,3,NONE,CY,SOME,28,57.89,COASTAL_TOURISM
2019,EUHH2019001224,MT,MT8,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,1,0,0,0,43.32,2.69,1,CABLE,CS,NONE,26,0.0,URBAN_HIGH_INCOME
2020,EUHH2020001225,PL,AT960,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,2,1,0,0,19.05,2.3,4,FIBER,EN,SEVERE,74,1313.01,URBAN_MIXED
2021,EUHH2021001226,RO,LV1,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,3,2,0,0,37.51,2.26,2,DSL,PT,SOME,53,331.5,RURAL_LOW_DENSITY
2022,EUHH2022001227,SI,HU318,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,4,1,1,0,37.73,1.6,0,MOBILE,DE,NONE,49,212.96,RURAL_AGRI
2023,EUHH2023001228,SE,AT85,OTHER,COUPLE_WITH_CHILDREN,MARRIED,5,4,0,0,42.28,1.65,1,NONE,BG,SEVERE,42,1109.75,INTERMEDIATE_TOWNS
2024,EUHH2024001229,BE,FI57,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,6,0,0,0,27.96,2.11,4,CABLE,FR,SOME,59,0.0,COASTAL_TOURISM
2025,EUHH2025001230,HR,DE56,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,7,1,0,0,55.75,1.51,2,FIBER,HR,NONE,0,55.26,URBAN_HIGH_INCOME
2026,EUHH2026001231,CZ,ES99,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,8,2,0,0,48.97,1.6,4,DSL,ES,SEVERE,20,878.12,URBAN_MIXED
2019,EUHH2019001232,EE,HR354,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,1,0,0,0,47.08,2.31,0,MOBILE,DA,SOME,49,0.0,RURAL_LOW_DENSITY
2020,EUHH2020001233,FR,HU193,OTHER,COUPLE_WITH_CHILDREN,MARRIED,2,1,0,0,31.75,0.94,4,NONE,IT,NONE,5,816.94,RURAL_AGRI
2021,EUHH2021001234,GR,IT349,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,3,2,0,0,62.68,0.89,3,CABLE,ET,SEVERE,69,1485.96,INTERMEDIATE_TOWNS
2022,EUHH2022001235,IE,CY468,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,4,3,0,0,57.43,1.54,3,FIBER,PL,SOME,57,1241.6,COASTAL_TOURISM
2023,EUHH2023001236,LV,SI883,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,5,1,0,0,30.07,2.5,1,DSL,LV,NONE,60,358.02,URBAN_HIGH_INCOME
2024,EUHH2024001237,LU,CZ644,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,6,0,1,0,57.13,1.39,0,MOBILE,RO,SEVERE,32,0.0,URBAN_MIXED
2025,EUHH2025001238,NL,LV690,OTHER,COUPLE_WITH_CHILDREN,MARRIED,7,0,0,0,22.92,2.16,4,NONE,LT,SOME,29,0.0,RURAL_LOW_DENSITY
2026,EUHH2026001239,PT,IE424,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,8,6,0,0,8.31,0.75,2,CABLE,NL,NONE,19,1190.75,RURAL_AGRI
2019,EUHH2019001240,SK,EE711,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,1,0,0,0,13.52,2.38,3,FIBER,GA,SEVERE,76,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020001241,ES,DE334,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,2,0,0,0,69.04,1.66,4,DSL,SV,SOME,64,0.0,COASTAL_TOURISM
2021,EUHH2021001242,AT,IE682,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,3,2,0,0,52.19,2.1,0,MOBILE,MT,NONE,66,261.26,URBAN_HIGH_INCOME
2022,EUHH2022001243,BG,HU246,OTHER,COUPLE_WITH_CHILDREN,MARRIED,4,3,0,0,31.92,1.17,1,NONE,FI,SEVERE,70,961.19,URBAN_MIXED
2023,EUHH2023001244,CY,BG591,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,5,1,0,0,41.46,0.92,1,CABLE,SK,SOME,38,441.27,RURAL_LOW_DENSITY
2024,EUHH2024001245,DK,LT183,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,6,3,0,0,68.21,1.51,0,FIBER,EL,NONE,60,1048.38,RURAL_AGRI
2025,EUHH2025001246,FI,BG595,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,7,2,0,0,30.87,2.78,3,DSL,SL,SEVERE,45,1460.27,INTERMEDIATE_TOWNS
2026,EUHH2026001247,DE,PT13,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,8,6,1,0,63.95,1.8,4,MOBILE,HU,SOME,25,295.69,COASTAL_TOURISM
2019,EUHH2019001248,HU,HR3,OTHER,COUPLE_WITH_CHILDREN,MARRIED,1,0,0,0,16.41,2.77,4,NONE,CY,NONE,33,0.0,URBAN_HIGH_INCOME
2020,EUHH2020001249,IT,CY38,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,2,0,0,0,45.47,2.17,1,CABLE,CS,SEVERE,50,0.0,URBAN_MIXED
2021,EUHH2021001250,LT,SI446,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,3,2,0,0,10.05,1.49,2,FIBER,EN,SOME,73,836.72,RURAL_LOW_DENSITY
2022,EUHH2022001251,MT,LU8,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,4,3,0,0,62.31,0.97,1,DSL,PT,NONE,40,851.81,RURAL_AGRI
2023,EUHH2023001252,PL,BE901,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,5,2,0,0,49.14,2.1,3,MOBILE,DE,SEVERE,3,1083.98,INTERMEDIATE_TOWNS
2024,EUHH2024001253,RO,LT308,OTHER,COUPLE_WITH_CHILDREN,MARRIED,6,2,0,0,15.03,2.26,1,NONE,BG,SOME,55,401.82,COASTAL_TOURISM
2025,EUHH2025001254,SI,IT218,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,7,6,0,0,26.28,0.91,3,CABLE,FR,NONE,58,1075.26,URBAN_HIGH_INCOME
2026,EUHH2026001255,SE,DK587,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,8,6,0,0,35.64,1.7,0,FIBER,HR,SEVERE,54,614.68,URBAN_MIXED
2019,EUHH2019001256,BE,FR15,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,1,0,0,0,36.86,2.54,0,DSL,ES,SOME,5,0.0,RURAL_LOW_DENSITY
2020,EUHH2020001257,HR,AT465,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,2,0,0,0,65.1,2.62,4,MOBILE,DA,NONE,60,0.0,RURAL_AGRI
2021,EUHH2021001258,CZ,ES456,OTHER,COUPLE_WITH_CHILDREN,MARRIED,3,2,0,0,31.11,2.67,0,NONE,IT,SEVERE,6,268.37,INTERMEDIATE_TOWNS
2022,EUHH2022001259,EE,ES677,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,4,0,1,0,64.77,2.12,3,CABLE,ET,SOME,39,0.0,COASTAL_TOURISM
2023,EUHH2023001260,FR,EE9,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,5,4,1,0,38.26,0.9,2,FIBER,PL,NONE,40,271.02,URBAN_HIGH_INCOME
2024,EUHH2024001261,GR,EE65,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,6,0,0,0,11.59,2.78,2,DSL,LV,SEVERE,51,0.0,URBAN_MIXED
2025,EUHH2025001262,IE,FR78,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,7,1,0,0,12.06,2.23,0,MOBILE,RO,SOME,21,541.57,RURAL_LOW_DENSITY
2026,EUHH2026001263,LV,IT66,OTHER,COUPLE_WITH_CHILDREN,MARRIED,8,6,0,0,6.71,1.16,0,NONE,LT,NONE,24,853.78,RURAL_AGRI
2019,EUHH2019001264,LU,HR149,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,1,0,0,0,26.66,1.37,2,CABLE,NL,SEVERE,40,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020001265,NL,ES876,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,2,0,0,0,33.9,1.46,3,FIBER,GA,SOME,78,0.0,COASTAL_TOURISM
2021,EUHH2021001266,PT,PL870,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,3,2,0,0,19.32,1.27,4,DSL,SV,NONE,41,39.18,URBAN_HIGH_INCOME
2022,EUHH2022001267,SK,SI513,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,4,3,0,0,16.49,0.92,4,MOBILE,MT,SEVERE,61,556.11,URBAN_MIXED
2023,EUHH2023001268,ES,PL122,OTHER,COUPLE_WITH_CHILDREN,MARRIED,5,3,1,0,67.95,2.06,1,NONE,FI,SOME,12,430.13,RURAL_LOW_DENSITY
2024,EUHH2024001269,AT,BG1,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,6,1,0,0,31.35,1.26,1,CABLE,SK,NONE,65,750.6,RURAL_AGRI
2025,EUHH2025001270,BG,SK50,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,7,2,0,0,42.54,1.24,0,FIBER,EL,SEVERE,76,988.42,INTERMEDIATE_TOWNS
2026,EUHH2026001271,CY,SI90,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,8,6,0,0,31.95,1.87,4,DSL,SL,SOME,14,828.0,COASTAL_TOURISM
2019,EUHH2019001272,DK,SE8,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,1,0,0,0,19.5,2.46,0,MOBILE,HU,NONE,7,0.0,URBAN_HIGH_INCOME
2020,EUHH2020001273,FI,DK496,OTHER,COUPLE_WITH_CHILDREN,MARRIED,2,1,0,0,24.71,0.73,0,NONE,CY,SEVERE,13,335.36,URBAN_MIXED
2021,EUHH2021001274,DE,PT757,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,3,2,0,0,21.5,1.79,4,CABLE,CS,SOME,6,1314.88,RURAL_LOW_DENSITY
2022,EUHH2022001275,HU,MT4,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,4,3,0,0,63.46,1.63,2,FIBER,EN,NONE,68,1392.0,RURAL_AGRI
2023,EUHH2023001276,IT,FI1,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,5,1,0,0,14.25,2.36,3,DSL,PT,SEVERE,79,1181.62,INTERMEDIATE_TOWNS
2024,EUHH2024001277,LT,FI55,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,6,2,1,0,48.63,2.23,2,MOBILE,DE,SOME,9,1078.39,COASTAL_TOURISM
2025,EUHH2025001278,MT,EE367,OTHER,COUPLE_WITH_CHILDREN,MARRIED,7,4,0,0,45.53,1.07,2,NONE,BG,NONE,23,1484.81,URBAN_HIGH_INCOME
2026,EUHH2026001279,PL,PL105,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,8,4,0,0,66.88,1.11,3,CABLE,FR,SEVERE,63,304.6,URBAN_MIXED
