tax_sales_collection_month,tax_sales_tax_jurisdiction_code,tax_sales_tax_base_category,tax_sales_tax_rate_pct,tax_sales_gross_taxable_sales_usd,tax_sales_tax_collected_usd,tax_sales_vendor_count_reporting,tax_sales_filing_frequency_type,tax_sales_late_filing_rate_pct,tax_sales_penalties_assessed_usd,tax_sales_interest_assessed_usd,tax_sales_exempt_sales_usd,tax_sales_ecommerce_sales_share_pct,tax_sales_marketplace_facilitator_flag,tax_sales_audit_assessment_total_usd,tax_sales_compliance_gap_estimate,tax_sales_seasonality_index,tax_sales_holiday_sales_event_flag,tax_sales_refunds_issued_usd,tax_sales_data_certification_level
2115-05,JUR0001241,DIGITAL_GOODS,2.155,246116385732.64,4070089233.1,421595,MONTHLY,10.26,2459251018.52,137329166.21,41356445613.91,76.06,0,5004294975.94,0.2975,0.6913,0,3927256440.88,CERTIFIED
2115-06,JUR0001242,AUTO,8.986,27121953336.29,2001442654.95,316046,MONTHLY,8.81,1395997847.07,538503449.3,1491159710.19,71.1,1,1433754947.0,0.9138,0.6999,1,639956947.67,CERTIFIED
2115-07,JUR0001243,TOBACCO,2.086,9735336407.45,179798413.88,195354,MONTHLY,12.51,2258059978.25,755893461.2,273478858.41,36.91,0,1813288815.98,0.2195,0.8261,0,7568648542.29,CERTIFIED
2115-08,JUR0001244,SERVICES,8.569,134040459264.77,8472679600.19,330664,QUARTERLY,12.28,2272228430.66,718587582.7,15809254029.95,43.09,0,11343630247.2,0.4909,1.4323,0,2291084337.37,CERTIFIED
2115-09,JUR0001245,LODGING,0.23,119908265793.9,254180892.42,363607,MIXED,12.64,2246241490.0,588021604.75,9329333617.68,58.29,1,9038921398.41,0.1673,0.898,1,3313682999.94,PROVISIONAL
2115-10,JUR0001246,GENERAL,2.37,169440426391.01,3686713796.47,416303,QUARTERLY,16.06,188971592.72,826984781.44,4778618783.51,26.44,0,3278989018.42,0.3277,0.6184,0,6365852511.28,UNCERTIFIED
2115-11,JUR0001247,SERVICES,0.066,60749932255.31,30227167.03,59516,QUARTERLY,4.75,83570826.52,785395442.34,20435374270.53,14.3,0,11955097710.34,0.1961,1.027,1,918546874.61,AUDITED
2115-12,JUR0001248,DIGITAL_GOODS,11.611,97821307584.19,9962461208.32,261112,ANNUAL,0.4,955926013.81,161820493.54,29554529946.41,31.57,0,2495670447.13,0.2754,0.9935,0,1913289422.03,UNCERTIFIED
2116-01,JUR0001249,SERVICES,0.454,179038415708.9,591112245.24,129376,MONTHLY,6.69,94741742.22,232054607.71,54006279765.6,11.24,1,1764880917.11,0.2392,0.8447,0,3483312234.36,UNCERTIFIED
2116-02,JUR0001250,ALCOHOL,0.233,197493926932.27,345364115.55,414677,QUARTERLY,6.26,1076037892.73,181692807.22,65397063870.07,78.58,0,9346261067.01,0.2426,1.2567,0,656826259.39,PROVISIONAL
2116-03,JUR0001251,FUEL,1.413,49006959911.28,499813511.18,131104,ANNUAL,8.31,1509859071.61,120454796.7,15821761654.87,34.52,1,7410796312.54,0.8498,0.7542,0,950822563.02,AUDITED
2116-04,JUR0001252,ALCOHOL,0.311,230969252929.79,535775733.03,70332,MONTHLY,8.46,609077728.49,103720292.77,34550322793.09,42.92,0,1555310613.97,0.8752,0.8617,0,615314747.88,PROVISIONAL
2116-05,JUR0001253,TOBACCO,11.85,131490737611.15,11659792294.74,334816,MIXED,2.86,986790390.09,623057706.5,17501330186.78,63.13,0,5931409670.66,0.1377,1.1437,0,7729109023.57,UNCERTIFIED
2116-06,JUR0001254,ALCOHOL,2.718,156080171088.46,3035171097.78,209188,QUARTERLY,0.61,87833858.51,246667714.3,44375061199.76,24.5,0,2796337290.97,0.1017,1.3728,0,6673057908.51,UNCERTIFIED
2116-07,JUR0001255,GENERAL,7.941,106291503015.0,7527609375.41,9281,QUARTERLY,2.28,1378053925.5,688672657.4,27516439861.82,52.78,1,9308405274.57,0.2737,1.2854,0,8292329540.61,CERTIFIED
2116-08,JUR0001256,ALCOHOL,8.145,64097725870.29,4462541544.26,39153,QUARTERLY,1.17,1599123164.99,373683718.19,3906509386.38,8.6,0,5646693546.77,0.265,1.3888,0,3397128089.73,CERTIFIED
2116-09,JUR0001257,SERVICES,10.754,11546053175.55,1008435736.88,40515,QUARTERLY,12.04,476796797.62,763406869.31,2542950329.51,14.8,0,5476684045.86,0.9489,1.1971,0,1052388744.7,PROVISIONAL
2116-10,JUR0001258,GROCERY,10.633,223630406113.99,16925077998.35,311566,MONTHLY,3.76,488843866.94,174213567.72,26913187835.3,20.62,1,3391433996.46,0.2972,0.6347,0,475748103.66,CERTIFIED
2116-11,JUR0001259,FUEL,4.25,162012953344.61,6033306914.99,197530,MONTHLY,5.68,24757454.1,723724050.03,20871429841.04,22.99,1,1436458654.72,0.3609,0.7659,0,6544939359.9,CERTIFIED
2116-12,JUR0001260,TOBACCO,6.148,173231361378.65,8648543686.0,364323,QUARTERLY,9.1,994460194.08,82312172.8,59609884487.37,25.15,0,10545741110.93,0.0334,0.6198,0,2168333023.05,UNCERTIFIED
2117-01,JUR0001261,GENERAL,10.397,79650629274.08,6685031205.38,232888,ANNUAL,11.94,1623406050.09,330211640.87,5826952676.98,37.73,1,8010259634.62,0.7945,1.3262,0,5145305421.45,AUDITED
2117-02,JUR0001262,RESTAURANT,5.59,121974321446.73,5297772021.5,193503,QUARTERLY,5.9,1480901807.93,826369797.66,10643228466.62,55.12,1,9447798592.97,0.311,1.4165,0,8402939972.8,PROVISIONAL
2117-03,JUR0001263,TOBACCO,7.157,235344847303.4,13308883919.74,426775,ANNUAL,4.95,1549020163.58,745216570.3,36267315514.45,56.52,0,2173837424.84,0.1173,1.4904,0,8342224217.06,PROVISIONAL
2117-04,JUR0001264,TOBACCO,5.495,104929241288.27,4992260100.51,379144,MONTHLY,17.3,1372044196.85,511592556.85,7093122595.5,82.19,0,5744743437.88,0.2578,0.9013,0,8371430470.94,PROVISIONAL
2117-05,JUR0001265,DIGITAL_GOODS,3.864,208170649648.88,5711994341.66,28890,QUARTERLY,6.4,2305307782.13,393580592.56,10713904495.79,35.3,1,3091258155.98,0.4695,0.768,0,1635064484.4,PROVISIONAL
2117-06,JUR0001266,AUTO,9.97,104785729241.94,9253361281.48,44181,MIXED,11.5,2214199928.34,190619976.62,35464889581.12,65.24,0,943548416.81,0.4485,1.0779,1,1074480461.43,AUDITED
2117-07,JUR0001267,DIGITAL_GOODS,6.483,46959102864.16,2164816864.82,101291,MONTHLY,5.24,596897098.93,344080663.63,9945330887.22,14.18,1,311412408.18,0.7167,1.4655,0,5834473721.16,AUDITED
2117-08,JUR0001268,FUEL,3.725,122432095947.3,3710628460.68,229359,MONTHLY,13.9,636397836.2,769530016.82,3089121386.92,84.37,1,3919753778.82,0.2632,1.4522,0,4403806018.61,CERTIFIED
2117-09,JUR0001269,RESTAURANT,4.963,243617001677.36,11011490712.6,17877,QUARTERLY,3.62,1977630089.72,50814553.14,33180088184.51,20.77,0,3887786113.78,0.8563,0.9553,0,6414306442.77,PROVISIONAL
2117-10,JUR0001270,ALCOHOL,2.061,144104401870.14,2184346863.65,325801,MONTHLY,0.52,1179691746.56,433981178.4,17946474902.24,19.99,0,7711891010.88,0.9221,1.3295,0,7730321232.22,CERTIFIED
2117-11,JUR0001271,FUEL,10.823,30396742874.19,2766402929.68,187973,MIXED,10.67,1250845982.55,286050950.48,16069937.34,33.77,1,2655131532.31,0.8325,0.7506,1,3070137692.39,CERTIFIED
2117-12,JUR0001272,GROCERY,0.96,213036756022.37,1802146873.84,348708,QUARTERLY,0.58,2134821421.59,408805815.84,25157305255.01,73.3,0,2776374413.82,0.7445,0.8363,0,3291631680.34,PROVISIONAL
2118-01,JUR0001273,GENERAL,4.731,117483068829.0,4145300431.75,48102,MONTHLY,13.9,644732177.72,586978400.91,2073502145.92,70.38,1,9777948536.62,0.1149,0.9763,0,2616989169.29,UNCERTIFIED
2118-02,JUR0001274,TOBACCO,9.001,242107260782.14,20337134570.59,100734,QUARTERLY,13.26,1234534651.81,126928232.08,77258660024.74,38.93,0,11355866825.45,0.4436,1.3571,0,3092652794.25,CERTIFIED
2118-03,JUR0001275,GENERAL,1.965,153445355520.19,2745495351.21,185509,QUARTERLY,6.78,1096894285.53,703641314.5,1885613733.86,23.55,1,9203764923.12,0.9799,1.4356,0,5704172469.08,AUDITED
2118-04,JUR0001276,DIGITAL_GOODS,11.172,194799227598.6,20406639125.98,144532,MIXED,1.17,294062047.56,513152899.16,51886916589.13,20.78,0,1856716854.29,0.5477,1.3872,1,7699293504.28,CERTIFIED
2118-05,JUR0001277,LODGING,7.743,245751409916.32,15765573830.76,123718,QUARTERLY,14.86,1211710847.12,686435586.48,71502529158.44,12.0,0,1882304504.44,0.8947,0.8691,0,5434246385.09,CERTIFIED
2118-06,JUR0001278,RESTAURANT,0.994,57335468305.32,444766261.79,321635,MONTHLY,8.43,37081348.16,358979719.49,16843684135.68,15.24,0,8617523984.25,0.3459,1.4908,1,8434068059.55,CERTIFIED
2118-07,JUR0001279,AUTO,11.585,32885583044.17,2796818081.99,396274,MONTHLY,4.91,241082528.56,131462281.15,4966199926.39,58.37,1,7411223807.7,0.6048,1.4462,0,5091056102.25,CERTIFIED
2118-08,JUR0001280,DIGITAL_GOODS,10.339,246552737846.91,18877926936.98,106782,MIXED,2.2,344856973.23,145836680.63,56770257122.87,69.0,0,7354702579.95,0.4076,0.844,0,4396759510.03,PROVISIONAL
2118-09,JUR0001281,DIGITAL_GOODS,11.446,135677431961.32,12845633410.23,97716,MONTHLY,12.71,242887863.64,454399489.67,38076799894.68,70.01,1,3735660261.77,0.469,0.7365,1,2343291401.38,PROVISIONAL
2118-10,JUR0001282,LODGING,8.698,63103619953.55,5142441525.07,423911,MONTHLY,1.44,570008142.24,733831760.52,1811198893.38,20.52,1,2698796632.27,0.4158,1.2648,1,4692344943.6,UNCERTIFIED
2118-11,JUR0001283,FUEL,10.977,146729235875.39,11592081756.9,138940,MONTHLY,10.4,588908290.73,130265605.52,6172074740.7,63.59,1,60469823.48,0.0151,1.4851,0,7741496826.1,CERTIFIED
2118-12,JUR0001284,AUTO,7.612,955565088.3,52495768.48,153371,MONTHLY,11.67,111005018.19,335618128.95,59543693.92,56.42,0,2713123410.23,0.2817,0.7631,0,3782226836.0,CERTIFIED
2119-01,JUR0001285,FUEL,6.886,74276075813.9,4493999347.64,403080,MONTHLY,13.72,2398101579.07,417952854.04,14361784642.64,64.38,1,10960323704.48,0.4391,1.2761,0,7446525449.86,AUDITED
2119-02,JUR0001286,SERVICES,5.568,84517162683.73,3491649518.45,363805,MONTHLY,2.51,70065469.21,514288331.2,972170256.15,20.17,0,6491491308.05,0.1976,1.3746,0,6477350493.33,UNCERTIFIED
2119-03,JUR0001287,AUTO,10.21,135160306248.29,12540246527.64,303534,MONTHLY,4.27,1692905393.62,85629492.09,15369112258.91,18.17,0,4356714680.06,0.9885,1.1018,0,5084443256.28,PROVISIONAL
2119-04,JUR0001288,LODGING,10.774,69328339149.46,6687986553.29,124053,MONTHLY,6.07,2123694532.82,149931933.59,18635394083.93,67.02,1,10483941656.4,0.9908,0.6485,0,7556549300.88,CERTIFIED
2119-05,JUR0001289,AUTO,2.207,90036140091.06,1584949966.89,255421,MONTHLY,8.08,1093875650.14,630320560.13,24887455771.51,29.67,0,776574632.19,0.6404,1.3686,0,906375059.4,PROVISIONAL
2119-06,JUR0001290,SERVICES,3.203,70719391275.98,1943607417.47,419454,QUARTERLY,10.84,1893396211.99,662450283.74,16286159866.32,0.32,0,10632411616.88,0.9802,1.1802,0,5377263553.14,AUDITED
2119-07,JUR0001291,ALCOHOL,3.702,31424863895.12,910311041.6,276851,MIXED,15.25,829791458.67,641436583.15,8046791803.97,29.26,1,10325699454.66,0.504,0.6824,0,317856231.34,CERTIFIED
2119-08,JUR0001292,SERVICES,8.276,102653849024.64,7980474301.07,403428,MONTHLY,7.41,324945248.25,667581497.66,29418172419.61,18.46,0,10602575901.61,0.1731,0.9222,0,5669297906.25,CERTIFIED
2119-09,JUR0001293,LODGING,10.187,237189971210.16,18498195631.95,409676,MONTHLY,15.2,2247373663.21,72184639.57,1931595440.08,20.57,1,6884725824.77,0.5315,1.1395,0,2976475387.4,UNCERTIFIED
2119-10,JUR0001294,LODGING,6.525,58962296144.08,3715408472.18,400666,QUARTERLY,3.63,786665006.93,97695079.99,17591405529.76,11.78,0,5809205241.73,0.8654,1.1413,0,4886396368.64,UNCERTIFIED
2119-11,JUR0001295,FUEL,0.318,58215247795.69,156329263.61,177619,MONTHLY,5.66,1325025129.76,24431331.32,10507332765.02,58.59,0,9746025325.2,0.817,0.7023,1,5660666053.61,CERTIFIED
2119-12,JUR0001296,GENERAL,3.808,66151051099.92,2254594249.51,445777,MONTHLY,7.55,563958807.13,457271669.0,3206648119.79,7.76,0,8765700965.68,0.8612,0.689,1,1208888721.32,PROVISIONAL
2120-01,JUR0001297,FUEL,4.901,198235134568.05,8362439123.92,34927,MIXED,16.5,1505731168.32,543803752.16,58504026794.78,44.55,0,10315900803.08,0.3772,0.9886,0,922400716.15,AUDITED
2120-02,JUR0001298,AUTO,0.66,100430153660.02,647211811.27,300935,MONTHLY,3.58,1818106585.23,620833042.01,11072526478.93,4.61,0,2462861480.99,0.3551,0.8621,0,1033826765.93,UNCERTIFIED
2120-03,JUR0001299,DIGITAL_GOODS,6.177,477534244.15,22183489.86,311277,MONTHLY,14.36,223165911.22,528244244.37,51886828.74,15.16,0,10146550576.02,0.5991,1.2742,1,8168489205.16,AUDITED
2120-04,JUR0001300,AUTO,11.13,186050567635.36,19950048870.19,412071,ANNUAL,4.92,2030872261.13,580099462.07,25604255197.57,79.29,1,11005670117.96,0.4215,0.9772,0,1670676768.68,AUDITED
2120-05,JUR0001301,GENERAL,2.271,195597383906.73,3435430676.81,192907,MONTHLY,5.26,1028956840.69,576683893.3,39553684285.72,25.32,1,5069657675.8,0.9543,0.9464,0,5352250961.12,PROVISIONAL
2120-06,JUR0001302,SERVICES,8.587,231094878466.05,18703930787.31,243850,QUARTERLY,2.64,1372307536.44,432944969.3,39506228702.52,81.9,0,3624092184.23,0.3929,0.6428,0,703630946.4,CERTIFIED
2120-07,JUR0001303,AUTO,8.935,40654617564.73,3457043743.71,449838,MONTHLY,10.77,947521190.4,275176513.48,13648328957.86,42.42,0,8703923672.71,0.8761,1.1807,0,8655189846.19,AUDITED
2120-08,JUR0001304,DIGITAL_GOODS,2.801,103240052095.9,2104070117.44,378436,QUARTERLY,0.79,510906819.21,385650835.5,8470565987.11,44.98,1,6280795321.27,0.6177,0.6608,0,5428346402.19,UNCERTIFIED
2120-09,JUR0001305,AUTO,10.054,13976889231.61,1016868138.48,320534,MONTHLY,4.45,1715595323.63,369770133.94,1867192906.83,79.61,0,11069737326.25,0.2757,0.6368,0,5040812873.19,UNCERTIFIED
2120-10,JUR0001306,AUTO,2.777,208104092366.11,5172316070.0,251432,MONTHLY,8.46,1341640273.67,453172266.43,64365892727.01,58.43,0,3671842693.94,0.6975,0.7058,0,4870682237.83,AUDITED
2120-11,JUR0001307,AUTO,5.51,226360780423.11,10450784376.46,379874,MONTHLY,5.26,2414951805.99,177168601.13,65624069262.98,26.44,0,9275302041.23,0.2982,1.4603,0,7341175085.99,CERTIFIED
2120-12,JUR0001308,TOBACCO,9.504,124517458626.14,10271424752.7,250257,QUARTERLY,4.96,1641183140.49,462410216.45,21616060196.04,63.5,0,5519713431.1,0.8637,0.8647,0,4762490435.72,AUDITED
2121-01,JUR0001309,ALCOHOL,2.877,399452566.19,10450220.13,73633,QUARTERLY,11.77,423155009.65,261379196.49,53723642.34,49.45,0,230656137.23,0.3928,0.7133,0,4895361527.02,CERTIFIED
2121-02,JUR0001310,SERVICES,6.721,180733150164.17,10627864350.94,110596,MIXED,7.4,1311521729.02,652616676.37,1148589418.5,59.4,1,914372679.85,0.7884,1.3759,0,2004367086.15,CERTIFIED
2121-03,JUR0001311,LODGING,11.984,242622320404.15,28154731950.1,33262,MONTHLY,9.28,521675410.17,497900113.77,64814756866.38,84.49,0,9726557355.44,0.7664,0.8839,0,4441304222.46,CERTIFIED
2121-04,JUR0001312,SERVICES,9.095,242454002311.08,21598812843.11,265309,MONTHLY,9.78,302726889.35,150125487.17,14134063970.71,79.04,0,9872571088.22,0.1015,1.1931,0,1394477364.98,AUDITED
2121-05,JUR0001313,AUTO,10.209,29931815732.87,2742527116.78,409298,MONTHLY,15.39,1784310015.39,816338879.96,1066400310.75,22.98,1,7522604085.65,0.1908,0.8441,0,8313223731.2,CERTIFIED
2121-06,JUR0001314,DIGITAL_GOODS,9.701,144736726057.93,11038237814.93,410558,QUARTERLY,10.95,3744086.15,153220866.22,32499869835.45,27.87,1,6602410583.32,0.904,1.2761,1,944469426.0,UNCERTIFIED
2121-07,JUR0001315,SERVICES,5.176,149375037376.21,6576416293.69,260000,QUARTERLY,8.98,555323783.83,84768012.82,5560868304.23,40.34,1,7934207674.21,0.5942,0.7127,1,7554744507.96,CERTIFIED
2121-08,JUR0001316,GENERAL,8.821,113731546902.79,9291384214.87,85863,MONTHLY,0.2,57446855.1,30349384.62,17389325730.37,17.99,1,2551921219.3,0.5244,0.936,1,945277545.84,CERTIFIED
2121-09,JUR0001317,DIGITAL_GOODS,11.428,30334060843.92,2718703967.74,240198,QUARTERLY,3.75,376579496.36,91502011.52,940094460.84,46.94,1,10994763390.47,0.312,1.0075,0,6148863743.12,PROVISIONAL
2121-10,JUR0001318,GROCERY,11.352,186909381856.69,20588845063.28,112603,MIXED,4.74,2471729152.84,848259233.37,6241844766.67,64.44,0,10142840667.15,0.6606,0.8156,0,2536830898.53,PROVISIONAL
2121-11,JUR0001319,ALCOHOL,2.539,148100779096.01,2902570006.55,91609,MONTHLY,6.53,2190566356.74,466593660.77,49714662562.48,76.67,1,11062594289.45,0.0779,0.6825,0,8085710881.66,CERTIFIED
2121-12,JUR0001320,GENERAL,9.703,165585969332.15,14323673195.96,167109,MONTHLY,8.53,906214901.1,265250569.41,23010521247.48,65.4,0,10476726947.47,0.4066,0.8058,0,3516266220.73,UNCERTIFIED
2122-01,JUR0001321,TOBACCO,0.843,192607943952.92,1196503441.61,242141,MIXED,13.25,1569529048.33,542685800.53,13872948807.46,9.22,0,9323127576.49,0.6666,0.9638,0,8087406851.41,CERTIFIED
2122-02,JUR0001322,GENERAL,2.899,39942571440.06,1023317357.55,288789,MIXED,12.91,1236608615.34,441625980.92,6623642641.68,10.12,0,9279504569.6,0.0681,0.6662,0,1431376172.93,PROVISIONAL
2122-03,JUR0001323,FUEL,9.733,89977210521.93,8312648490.98,350056,MONTHLY,6.02,930827084.82,548356355.55,15284378976.43,80.59,0,11152510969.73,0.0619,0.8497,0,4522783618.69,PROVISIONAL
2122-04,JUR0001324,RESTAURANT,8.638,176855046888.1,13290987086.39,55572,QUARTERLY,7.14,2110100661.53,144006317.19,32969262651.11,58.92,1,3584826194.28,0.0223,0.8304,1,947149587.54,CERTIFIED
2122-05,JUR0001325,GENERAL,2.914,182488280473.58,4296100167.32,221797,MONTHLY,7.45,2304204868.62,489045862.91,42386060390.84,39.52,1,1137152303.35,0.2239,0.9783,0,2813602812.75,PROVISIONAL
2122-06,JUR0001326,RESTAURANT,7.402,184762403.27,13384076.83,168518,MONTHLY,2.58,1950043991.99,487652906.17,48274312.16,79.87,1,1551522859.38,0.8744,0.6308,0,3103246246.38,UNCERTIFIED
2122-07,JUR0001327,GENERAL,0.719,186495925431.21,1085803051.04,220842,MONTHLY,8.8,285652.76,453439940.45,32703373960.53,55.07,1,497727322.15,0.6324,0.8028,0,4590516266.52,UNCERTIFIED
2122-08,JUR0001328,ALCOHOL,6.715,48551429637.3,3072806158.02,55944,MIXED,17.58,2382859736.7,419033954.57,16694533100.05,63.13,0,8414987284.2,0.4168,0.6596,0,8134435252.79,CERTIFIED
2122-09,JUR0001329,LODGING,9.071,152804487644.74,11844652633.34,228534,QUARTERLY,4.14,788847018.35,142121828.9,4216320892.46,62.28,1,1650078303.44,0.4652,0.779,0,7815437193.53,PROVISIONAL
2122-10,JUR0001330,ALCOHOL,9.076,112669937854.34,9481382998.62,283232,MONTHLY,15.5,2156387499.04,77028505.34,13212069223.97,20.47,0,11870004655.72,0.8053,1.3463,0,5748994380.4,PROVISIONAL
2122-11,JUR0001331,ALCOHOL,3.962,186673177418.65,7187559662.68,233700,ANNUAL,17.64,588532640.91,592035304.53,40055171412.1,48.33,1,5544653230.0,0.9931,0.9942,0,6130062639.14,AUDITED
2122-12,JUR0001332,GROCERY,5.15,203540094525.52,8672694552.83,81968,MONTHLY,6.4,2182646577.71,288919267.85,20822658441.33,71.57,0,9692873209.26,0.0747,1.1725,0,116161133.91,CERTIFIED
2123-01,JUR0001333,GROCERY,11.552,32997628146.2,3726632321.84,344311,MONTHLY,5.88,1839100864.64,393460405.91,6718173545.56,0.24,0,67950460.79,0.3233,1.422,1,8742166170.97,PROVISIONAL
2123-02,JUR0001334,AUTO,0.532,63927595158.08,272811657.43,278457,MONTHLY,1.58,712771942.85,32362489.94,4785960309.43,25.07,0,8595927605.37,0.2665,0.6556,0,4458293541.9,AUDITED
2123-03,JUR0001335,GROCERY,5.339,204348545535.18,9064247125.62,345023,QUARTERLY,7.17,2063754619.34,225276300.92,36098348973.16,53.44,1,3313147369.33,0.8709,1.4635,0,5265706247.88,UNCERTIFIED
2123-04,JUR0001336,FUEL,11.98,132697445080.02,13516441992.79,371446,QUARTERLY,10.46,233073913.63,143064313.77,25602728809.78,38.39,1,9533853301.14,0.8792,1.2741,0,5255352893.65,PROVISIONAL
2123-05,JUR0001337,SERVICES,3.114,39269376191.36,918856552.66,30256,QUARTERLY,12.01,1190248510.36,264077093.55,1373622325.45,43.87,1,5068954005.58,0.8157,1.3491,0,1847318332.22,UNCERTIFIED
2123-06,JUR0001338,LODGING,4.454,183920528030.03,6160078397.17,54374,MONTHLY,3.58,2140777118.72,398341660.2,18788593521.81,35.37,1,1918989588.7,0.9074,0.6829,0,7063192483.89,CERTIFIED
2123-07,JUR0001339,ALCOHOL,9.954,42862285786.2,4066574585.13,394844,MONTHLY,5.36,1945369265.57,18485332.68,5312936451.16,46.78,1,1099447289.48,0.1389,0.7647,0,8598137083.87,CERTIFIED
2123-08,JUR0001340,ALCOHOL,5.697,177568776461.72,8120557411.27,294774,MONTHLY,8.19,1677570051.75,715532463.16,46086828574.29,12.85,0,186809081.65,0.0351,0.7461,0,844801549.82,AUDITED
2123-09,JUR0001341,SERVICES,0.242,140160580884.16,308603909.73,142701,QUARTERLY,7.02,1435161802.02,677281246.52,33478374466.81,55.98,0,1744032567.54,0.3024,0.8865,0,7691892326.49,PROVISIONAL
2123-10,JUR0001342,RESTAURANT,10.291,186123468834.2,17251810595.49,243431,QUARTERLY,10.52,493989469.35,744095054.6,53644347180.9,25.61,1,7286539154.59,0.7752,0.7204,0,6362208564.67,UNCERTIFIED
2123-11,JUR0001343,RESTAURANT,2.272,137989283654.34,2855338459.66,2041,MONTHLY,0.0,399555059.59,246395341.2,7356146520.02,28.15,0,7185491122.24,0.7316,1.4813,0,7519850731.66,CERTIFIED
2123-12,JUR0001344,LODGING,7.99,132431787403.19,8579198987.43,407738,MONTHLY,12.99,964589387.5,631593027.8,29087513325.88,52.19,0,10818567793.04,0.1363,1.1635,1,5184431554.12,UNCERTIFIED
2124-01,JUR0001345,GENERAL,4.703,9551430510.84,325469303.69,406771,MONTHLY,4.11,132366361.38,287361114.29,1962032555.4,32.16,1,5736805758.82,0.0417,0.8697,0,3318307587.58,CERTIFIED
2124-02,JUR0001346,DIGITAL_GOODS,9.918,151484552607.18,11268751911.51,449903,QUARTERLY,15.6,1221638142.76,634150396.65,22043477895.36,30.44,0,1550074061.44,0.6426,0.8811,0,5461821664.9,PROVISIONAL
2124-03,JUR0001347,SERVICES,6.959,4661134321.95,307967198.84,244707,QUARTERLY,16.73,1825038707.97,59577949.73,376609129.08,18.83,1,5363724050.55,0.7421,1.3689,0,268453915.42,PROVISIONAL
2124-04,JUR0001348,LODGING,11.95,86211024986.18,7774273313.83,404287,ANNUAL,6.4,2468098600.49,34058921.28,1490357486.75,9.81,1,7733812054.46,0.7067,1.4296,0,578078666.6,PROVISIONAL
2124-05,JUR0001349,LODGING,9.676,4119520617.04,380967748.88,71842,MONTHLY,13.78,527483531.8,473484791.17,240100523.45,35.91,0,3567283289.11,0.7594,1.3552,1,2302989527.92,AUDITED
2124-06,JUR0001350,AUTO,9.086,122509906947.02,8151173726.78,375,MIXED,8.38,1245827291.86,756761058.06,24203127605.13,61.02,0,11793288798.07,0.332,1.0224,0,483298388.53,UNCERTIFIED
2124-07,JUR0001351,DIGITAL_GOODS,3.744,126311489860.22,3780074874.2,426462,ANNUAL,6.0,2152802519.61,228872019.64,17635686288.97,35.69,1,7905045546.3,0.6141,0.9837,0,2388587885.81,UNCERTIFIED
2124-08,JUR0001352,LODGING,9.195,227851364439.27,15036494790.62,234256,MONTHLY,2.33,984406931.9,753048213.46,38465208191.1,82.28,0,3791314157.42,0.5776,1.0491,0,2469124028.86,CERTIFIED
2124-09,JUR0001353,FUEL,0.83,121286891295.94,852277717.59,157755,MONTHLY,6.2,2160641339.02,526303436.77,3655294071.98,50.52,0,4893091182.03,0.5008,1.4805,0,3963170833.01,UNCERTIFIED
2124-10,JUR0001354,SERVICES,3.013,114738483926.95,3302367051.58,443691,MONTHLY,4.93,2018685546.73,516220566.48,4601625069.41,11.05,1,2359334522.5,0.2868,1.2677,0,2490360336.32,CERTIFIED
2124-11,JUR0001355,ALCOHOL,7.004,163943172258.92,10770943974.98,420086,MONTHLY,17.27,2436735102.33,678621029.2,28719984144.69,5.05,1,1533781907.42,0.3584,0.8981,0,491963380.09,PROVISIONAL
2124-12,JUR0001356,ALCOHOL,9.588,37395587317.08,3120551653.93,414179,QUARTERLY,4.52,1312408536.35,607663945.19,12703064441.16,47.59,1,4959096177.14,0.4641,0.7158,0,8985483570.8,CERTIFIED
2125-01,JUR0001357,AUTO,3.191,50892488613.31,1137640271.54,132480,MONTHLY,11.07,333014858.88,447437983.02,7094729968.27,53.88,1,529963913.53,0.0214,1.1907,0,4774226609.62,UNCERTIFIED
2125-02,JUR0001358,FUEL,7.549,55208759394.03,3000682837.93,84935,MONTHLY,3.9,1460155149.0,321444198.64,18606759015.87,66.28,0,1021286995.05,0.8047,1.3059,0,6776843543.86,CERTIFIED
2125-03,JUR0001359,AUTO,2.674,221919879487.36,4940154653.9,355178,MONTHLY,7.38,1261734536.83,4778530.28,9616038658.54,42.96,0,4176965870.15,0.5389,1.0606,1,2232202583.78,UNCERTIFIED
2125-04,JUR0001360,LODGING,7.686,205815961940.0,15493583148.62,43854,QUARTERLY,10.64,2258104999.85,385002960.35,8237893194.47,17.67,1,5068401105.52,0.9537,1.2487,0,4423653714.12,UNCERTIFIED
