trans_urban_reference_year,trans_urban_city_id,trans_urban_country_iso2,trans_urban_population_city,trans_urban_modal_share_public_transport_pct,trans_urban_modal_share_car_pct,trans_urban_modal_share_walk_pct,trans_urban_modal_share_bike_pct,trans_urban_pt_service_km_per_capita,trans_urban_pt_fare_affordability_index,trans_urban_bike_lane_km,trans_urban_shared_mobility_trips_per_capita,trans_urban_vision_zero_policy_flag,trans_urban_zero_emission_bus_share_pct,trans_urban_air_quality_low_emission_zone_flag,trans_urban_urban_logistics_plan_flag,trans_urban_congestion_charge_flag,trans_urban_data_source,trans_urban_data_quality_flag,trans_urban_data_extract_date
2012,SK_CITY_027,SK,10442983,21.71,36.41,27.29,14.59,40.21,0.7801,3133.95,38.7,1,33.55,0,0,0,NATIONAL_URBAN_STAT,1,2024-11-18
2013,HR_CITY_028,HR,1431654,32.19,32.87,24.9,10.04,44.552,0.531,825.88,26.4,0,35.19,0,0,1,CITY_MOBILITY_SURVEY,1,2024-05-17
2014,DE_CITY_029,DE,5551180,30.3,30.88,33.61,5.21,8.159,0.6239,2146.14,1.81,1,33.29,0,0,0,URBAN_AUDIT,1,2024-06-08
2015,LU_CITY_030,LU,9021879,31.14,38.23,21.88,8.75,79.135,1.5671,1627.47,128.0,0,30.52,0,0,0,MODEL_ESTIMATE,1,2025-01-05
2016,SI_CITY_031,SI,2131223,52.2,16.53,21.87,9.4,40.695,0.8658,564.79,58.76,0,51.2,0,0,0,NATIONAL_URBAN_STAT,1,2024-03-25
2017,CY_CITY_032,CY,4813225,13.77,15.98,29.13,14.05,72.945,0.4857,2162.28,94.16,0,19.2,1,0,0,CITY_MOBILITY_SURVEY,1,2024-03-19
2018,GR_CITY_033,GR,9243952,27.09,40.95,22.34,9.62,32.865,1.1332,172.7,175.54,0,26.1,0,1,0,URBAN_AUDIT,1,2025-09-24
2019,MT_CITY_034,MT,5130098,42.44,25.37,31.82,0.37,34.2,0.7307,1323.12,58.71,0,41.27,0,0,1,MODEL_ESTIMATE,1,2024-09-24
2020,ES_CITY_035,ES,6223843,25.45,49.53,14.63,10.39,8.103,0.992,1762.3,221.31,0,25.82,0,0,0,NATIONAL_URBAN_STAT,1,2025-03-08
2021,CZ_CITY_036,CZ,9450695,9.82,16.47,7.37,9.12,78.889,1.5411,1631.99,51.15,0,64.73,0,0,0,CITY_MOBILITY_SURVEY,1,2024-06-06
2022,HU_CITY_037,HU,7887374,13.61,26.95,39.33,20.11,67.129,0.4194,2886.94,18.11,1,29.71,0,0,1,URBAN_AUDIT,1,2025-12-23
2023,NL_CITY_038,NL,11111554,42.29,16.07,28.15,13.49,53.165,0.7488,1866.87,194.44,0,28.3,1,0,1,MODEL_ESTIMATE,1,2025-05-07
2024,SE_CITY_039,SE,7408160,30.83,33.38,28.91,6.88,68.935,0.7896,1514.78,41.33,0,21.05,0,0,0,NATIONAL_URBAN_STAT,1,2025-10-17
2025,DK_CITY_040,DK,5440709,36.33,12.96,24.88,25.83,65.195,0.5831,223.19,263.5,1,59.9,1,1,1,CITY_MOBILITY_SURVEY,1,2024-06-22
2006,IE_CITY_041,IE,6674086,35.38,44.45,13.58,6.59,30.618,0.4663,2000.88,56.96,1,40.7,0,1,0,URBAN_AUDIT,1,2025-06-20
2007,PL_CITY_042,PL,5058757,12.55,43.67,29.84,13.94,58.978,0.8448,3284.01,77.73,1,12.62,0,1,0,MODEL_ESTIMATE,1,2025-02-18
2008,AT_CITY_043,AT,5102291,36.23,34.33,15.42,14.02,69.528,0.9711,3005.83,121.29,1,7.15,0,0,0,NATIONAL_URBAN_STAT,1,2024-04-02
2009,EE_CITY_044,EE,2954977,26.05,50.76,11.28,11.91,22.746,1.2152,1880.68,133.76,0,36.85,0,0,0,CITY_MOBILITY_SURVEY,1,2024-06-11
2010,IT_CITY_045,IT,936823,39.65,47.47,9.03,3.85,83.889,0.6722,2031.56,89.44,1,42.71,0,0,0,URBAN_AUDIT,1,2024-07-14
2011,PT_CITY_046,PT,3817811,13.45,26.41,34.4,17.35,54.138,1.5762,2218.58,12.76,1,13.25,0,0,0,MODEL_ESTIMATE,1,2025-05-21
2012,BE_CITY_047,BE,4971075,24.38,42.08,31.89,1.65,63.71,1.5507,1228.58,69.76,1,29.79,0,0,0,NATIONAL_URBAN_STAT,1,2025-11-12
2013,FI_CITY_048,FI,3934649,46.8,31.04,7.87,14.29,33.005,1.4972,986.69,10.37,0,14.78,1,1,0,CITY_MOBILITY_SURVEY,1,2024-08-27
2014,LV_CITY_049,LV,460117,22.08,47.46,9.89,20.57,16.719,1.0156,737.82,48.89,0,1.15,1,0,0,URBAN_AUDIT,1,2025-08-28
2015,RO_CITY_050,RO,7270192,39.87,26.1,33.6,0.43,29.234,1.0049,1766.32,111.64,0,2.35,1,0,1,MODEL_ESTIMATE,1,2024-10-07
2016,BG_CITY_051,BG,5997859,16.4,56.86,26.31,0.43,49.789,1.0346,973.68,46.97,1,56.46,1,0,0,NATIONAL_URBAN_STAT,1,2025-08-13
2017,FR_CITY_052,FR,267512,58.92,18.33,6.6,15.7,55.252,1.5394,2773.08,110.94,0,37.95,1,0,1,CITY_MOBILITY_SURVEY,1,2024-01-26
2018,LT_CITY_053,LT,8665338,29.94,35.76,21.66,12.64,60.26,0.7107,622.75,209.7,0,56.25,0,0,0,URBAN_AUDIT,1,2025-01-29
2019,SK_CITY_054,SK,264553,32.02,52.87,6.6,8.51,47.406,0.3593,1769.57,4.32,1,22.51,0,0,1,MODEL_ESTIMATE,1,2025-10-21
2020,HR_CITY_055,HR,10882230,25.44,18.89,11.17,6.36,5.744,1.5929,1903.97,205.42,1,44.07,0,0,0,NATIONAL_URBAN_STAT,0,2025-12-22
2021,DE_CITY_056,DE,67935,11.86,50.74,30.82,6.58,28.802,0.5583,1883.65,121.54,0,90.52,0,0,0,CITY_MOBILITY_SURVEY,1,2025-06-03
2022,LU_CITY_057,LU,695937,25.59,21.03,26.97,13.51,5.657,0.7249,2589.64,73.7,0,59.69,0,0,0,URBAN_AUDIT,1,2025-06-03
2023,SI_CITY_058,SI,2674472,41.52,35.26,17.62,5.6,16.463,0.4644,1739.32,58.8,0,66.07,1,1,0,MODEL_ESTIMATE,1,2025-06-22
2024,CY_CITY_059,CY,6761489,48.38,34.8,15.29,1.53,66.0,0.5606,1077.8,197.74,1,32.04,0,0,0,NATIONAL_URBAN_STAT,1,2024-06-02
2025,GR_CITY_060,GR,4734968,20.76,33.15,18.09,8.09,65.709,1.3442,1137.73,206.8,1,51.38,1,0,0,CITY_MOBILITY_SURVEY,1,2025-10-22
2006,MT_CITY_061,MT,8651986,7.54,51.08,26.42,14.96,36.577,1.6395,2349.45,12.78,0,40.15,0,1,0,URBAN_AUDIT,1,2026-01-13
2007,ES_CITY_062,ES,12770292,38.99,17.12,12.01,21.99,25.307,1.0643,3051.75,104.78,1,46.42,0,1,0,MODEL_ESTIMATE,1,2024-12-14
2008,CZ_CITY_063,CZ,8209953,19.3,42.35,23.77,14.58,8.445,0.6781,3279.28,61.31,0,6.83,1,0,0,NATIONAL_URBAN_STAT,1,2025-05-31
2009,HU_CITY_064,HU,632022,25.24,43.59,28.4,2.77,58.366,0.9113,1160.67,48.96,0,22.13,0,0,1,CITY_MOBILITY_SURVEY,1,2025-01-05
2010,NL_CITY_065,NL,412150,16.07,42.46,29.5,11.97,38.669,1.3025,513.24,9.69,0,10.49,0,0,0,URBAN_AUDIT,1,2025-08-23
2011,SE_CITY_066,SE,4886913,28.35,22.55,16.91,14.44,26.043,0.5776,1522.69,37.74,1,15.59,1,0,1,MODEL_ESTIMATE,1,2025-08-27
2012,DK_CITY_067,DK,3822722,17.11,22.52,28.94,10.38,82.053,0.9097,692.36,35.69,0,49.16,0,1,0,NATIONAL_URBAN_STAT,1,2025-10-16
2013,IE_CITY_068,IE,473899,23.52,13.81,19.19,12.75,73.458,0.8045,307.35,9.04,1,40.83,0,0,0,CITY_MOBILITY_SURVEY,1,2026-02-12
2014,PL_CITY_069,PL,7600048,19.81,69.98,7.44,2.77,8.115,0.6813,491.63,92.29,1,31.08,1,0,1,URBAN_AUDIT,1,2025-04-25
2015,AT_CITY_070,AT,9995577,21.71,48.74,25.58,3.97,27.563,0.6137,1066.25,53.07,1,29.49,0,0,0,MODEL_ESTIMATE,1,2025-02-18
2016,EE_CITY_071,EE,781968,13.88,19.62,29.72,36.78,18.262,0.4396,1490.86,74.93,0,45.53,0,1,0,NATIONAL_URBAN_STAT,1,2024-09-26
2017,IT_CITY_072,IT,3660717,49.99,24.98,17.4,7.63,73.819,0.4757,1442.37,95.08,1,39.83,1,0,0,CITY_MOBILITY_SURVEY,1,2025-06-26
2018,PT_CITY_073,PT,11348585,27.78,24.63,25.42,10.26,75.053,1.3141,1664.69,68.18,0,10.18,0,0,1,URBAN_AUDIT,1,2025-11-26
2019,BE_CITY_074,BE,7391490,18.26,56.96,15.06,9.72,7.735,0.8576,1895.33,56.39,0,53.26,1,0,0,MODEL_ESTIMATE,1,2026-01-01
2020,FI_CITY_075,FI,1149841,24.61,49.7,25.25,0.44,64.737,1.1332,938.95,10.43,0,92.28,0,0,0,NATIONAL_URBAN_STAT,1,2024-10-25
2021,LV_CITY_076,LV,561461,9.34,25.73,46.36,3.33,69.521,0.8791,605.18,44.05,0,9.2,1,1,0,CITY_MOBILITY_SURVEY,1,2024-08-06
2022,RO_CITY_077,RO,8222820,28.05,42.28,16.85,12.82,68.509,1.0521,2603.95,0.04,0,104.22,0,0,1,URBAN_AUDIT,1,2025-10-26
2023,BG_CITY_078,BG,11928602,19.0,21.68,20.76,8.86,55.455,0.378,155.07,44.82,1,113.84,1,0,0,MODEL_ESTIMATE,1,2024-02-29
2024,FR_CITY_079,FR,6218485,39.07,11.36,38.38,11.19,5.192,0.4046,955.55,137.38,0,24.26,0,1,0,NATIONAL_URBAN_STAT,1,2024-08-13
2025,LT_CITY_080,LT,2118917,57.89,14.28,17.45,10.38,72.313,0.7351,1406.56,220.22,1,51.95,0,0,1,CITY_MOBILITY_SURVEY,1,2024-06-02
2006,SK_CITY_081,SK,6551368,39.06,38.55,8.17,14.22,34.607,0.4937,906.21,108.26,0,35.55,1,0,0,URBAN_AUDIT,1,2025-10-19
2007,HR_CITY_082,HR,1116041,23.73,39.37,23.26,13.64,68.345,0.6848,2947.08,86.17,0,7.95,1,1,0,MODEL_ESTIMATE,1,2024-12-11
2008,DE_CITY_083,DE,8962449,13.99,28.8,10.19,2.48,35.249,0.9368,236.33,33.82,0,35.49,0,1,1,NATIONAL_URBAN_STAT,1,2025-04-20
2009,LU_CITY_084,LU,6842825,38.8,20.15,22.82,12.56,61.478,0.4002,1343.67,45.48,0,40.07,0,1,0,CITY_MOBILITY_SURVEY,1,2025-09-03
2010,SI_CITY_085,SI,2506958,35.39,30.68,33.57,0.36,76.935,0.9759,1310.34,71.35,0,11.56,1,0,0,URBAN_AUDIT,1,2025-12-02
2011,CY_CITY_086,CY,239534,15.48,40.8,29.97,13.75,80.409,1.333,2481.06,69.91,1,51.68,1,0,1,MODEL_ESTIMATE,1,2024-07-21
2012,GR_CITY_087,GR,7418701,41.27,42.02,12.49,4.22,22.106,1.2517,1552.51,27.38,0,42.6,0,1,0,NATIONAL_URBAN_STAT,1,2025-05-18
2013,MT_CITY_088,MT,116551,33.79,55.68,6.3,4.23,4.824,0.8374,1291.5,67.94,0,48.07,0,0,0,CITY_MOBILITY_SURVEY,1,2024-12-23
2014,ES_CITY_089,ES,7427655,40.66,39.58,11.71,8.05,9.727,0.6099,2218.98,142.72,1,33.67,1,0,0,URBAN_AUDIT,1,2024-12-21
2015,CZ_CITY_090,CZ,7918354,48.95,21.14,6.27,23.64,66.684,1.6389,1071.13,131.7,0,22.81,1,1,1,MODEL_ESTIMATE,1,2025-09-22
2016,HU_CITY_091,HU,7787222,8.9,50.81,23.62,16.67,71.269,1.0602,2884.91,136.35,0,10.77,1,0,0,NATIONAL_URBAN_STAT,1,2025-10-17
2017,NL_CITY_092,NL,6358121,34.03,17.41,33.91,14.65,40.986,0.501,1552.19,49.91,0,1.95,0,0,0,CITY_MOBILITY_SURVEY,1,2024-12-09
2018,SE_CITY_093,SE,9411473,7.58,57.4,27.26,7.76,56.708,1.2711,1.36,11.5,0,5.96,1,0,0,URBAN_AUDIT,1,2024-06-16
2019,DK_CITY_094,DK,1692120,26.11,54.62,18.88,0.39,57.054,0.9049,783.37,228.46,1,41.5,0,0,1,MODEL_ESTIMATE,1,2025-12-24
2020,IE_CITY_095,IE,1897978,52.36,20.46,14.91,12.27,25.066,1.3127,15.85,138.34,0,11.31,0,0,1,NATIONAL_URBAN_STAT,1,2026-01-02
2021,PL_CITY_096,PL,10788864,34.51,38.23,25.45,1.81,13.062,0.4048,657.35,72.01,1,23.47,1,0,0,CITY_MOBILITY_SURVEY,1,2025-04-16
2022,AT_CITY_097,AT,6799675,9.25,35.27,24.64,6.19,54.904,1.0602,1146.11,10.14,1,23.86,1,0,0,URBAN_AUDIT,1,2024-04-12
2023,EE_CITY_098,EE,2098360,9.68,38.88,43.0,3.33,38.718,0.4495,1706.33,102.81,0,53.68,1,1,0,MODEL_ESTIMATE,1,2024-03-16
2024,IT_CITY_099,IT,1095884,8.97,52.8,28.87,9.36,13.963,0.6517,2314.67,134.38,1,68.54,1,0,0,NATIONAL_URBAN_STAT,1,2025-11-11
2025,PT_CITY_100,PT,8664018,24.11,45.43,17.98,12.48,15.053,0.6701,971.98,59.02,1,66.84,1,0,0,CITY_MOBILITY_SURVEY,1,2025-10-09
2006,BE_CITY_101,BE,7719335,23.65,36.77,26.3,11.23,32.591,0.8743,2154.57,81.03,1,47.46,0,0,0,URBAN_AUDIT,0,2025-01-11
2007,FI_CITY_102,FI,3996114,9.77,24.71,40.73,14.11,47.246,1.0238,344.68,112.02,1,20.73,0,0,0,MODEL_ESTIMATE,1,2025-10-07
2008,LV_CITY_103,LV,4313540,13.7,37.23,40.58,8.49,4.466,1.186,798.63,14.59,1,56.97,0,1,0,NATIONAL_URBAN_STAT,1,2024-12-05
2009,RO_CITY_104,RO,10680636,18.2,53.76,25.45,2.59,83.793,0.8933,154.11,21.84,1,43.44,1,1,0,CITY_MOBILITY_SURVEY,1,2024-12-04
2010,BG_CITY_105,BG,10788246,34.38,22.02,15.33,20.17,17.502,0.5562,2866.08,56.7,1,30.66,1,1,0,URBAN_AUDIT,1,2024-05-08
2011,FR_CITY_106,FR,7112587,19.32,40.37,25.92,14.39,21.473,0.7818,1810.41,86.73,1,25.04,1,1,0,MODEL_ESTIMATE,0,2025-05-04
2012,LT_CITY_107,LT,3257981,24.74,60.45,5.83,8.98,1.405,1.212,1254.51,96.88,0,30.96,1,1,0,NATIONAL_URBAN_STAT,1,2024-08-03
2013,SK_CITY_108,SK,4539822,10.94,17.18,13.36,9.41,83.915,1.5001,360.36,32.07,1,15.19,0,1,0,CITY_MOBILITY_SURVEY,1,2025-05-09
2014,HR_CITY_109,HR,12925230,43.0,27.3,23.64,1.91,68.148,0.7959,962.71,108.43,0,23.67,1,0,0,URBAN_AUDIT,1,2025-08-30
2015,DE_CITY_110,DE,3459241,8.52,50.82,33.79,6.87,22.72,0.7354,19.08,37.81,0,1.68,1,0,0,MODEL_ESTIMATE,1,2025-01-21
2016,LU_CITY_111,LU,10383632,34.36,40.34,14.95,10.35,25.686,1.5545,615.37,94.73,1,55.73,1,1,0,NATIONAL_URBAN_STAT,1,2025-12-01
2017,SI_CITY_112,SI,9899736,17.61,39.53,34.43,8.43,67.533,0.3626,2140.4,5.87,1,23.19,0,0,0,CITY_MOBILITY_SURVEY,1,2024-06-06
2018,CY_CITY_113,CY,5399283,12.14,16.23,22.25,5.13,37.799,0.8822,1099.67,85.83,1,27.94,1,0,0,URBAN_AUDIT,1,2026-02-11
2019,GR_CITY_114,GR,9498737,33.27,15.41,22.39,28.93,50.723,0.6007,3058.11,77.18,1,31.85,1,1,0,MODEL_ESTIMATE,1,2024-06-18
2020,MT_CITY_115,MT,2492068,45.22,30.24,20.42,4.12,23.316,1.2018,2206.26,2.7,0,107.26,1,0,0,NATIONAL_URBAN_STAT,1,2024-08-28
2021,ES_CITY_116,ES,7255560,23.38,46.31,29.9,0.41,66.32,0.8282,1756.76,5.1,0,100.8,0,0,0,CITY_MOBILITY_SURVEY,1,2025-08-20
2022,CZ_CITY_117,CZ,9655225,31.68,24.45,37.2,6.67,53.944,0.865,343.47,174.89,1,36.44,1,0,0,URBAN_AUDIT,1,2024-07-23
2023,HU_CITY_118,HU,6558633,12.94,30.12,34.68,22.26,48.955,0.6425,1758.31,45.55,0,64.74,1,0,1,MODEL_ESTIMATE,1,2024-05-07
2024,NL_CITY_119,NL,228927,23.72,41.42,23.55,11.31,45.409,1.3978,2009.67,39.48,1,45.33,1,0,0,NATIONAL_URBAN_STAT,1,2024-12-13
2025,SE_CITY_120,SE,4007812,15.42,21.26,21.81,16.29,18.544,0.7861,1268.62,201.27,1,113.58,1,0,0,CITY_MOBILITY_SURVEY,1,2024-05-10
2006,DK_CITY_121,DK,8162595,49.73,15.53,26.42,8.01,55.054,1.4962,184.52,92.49,1,24.93,0,0,0,URBAN_AUDIT,1,2025-08-04
2007,IE_CITY_122,IE,738423,31.86,37.49,30.17,0.48,5.458,0.5776,1629.68,115.69,1,56.42,0,0,0,MODEL_ESTIMATE,1,2025-10-27
2008,PL_CITY_123,PL,6197620,23.61,52.72,10.41,10.08,1.151,1.4762,2293.12,73.13,1,39.15,1,0,1,NATIONAL_URBAN_STAT,1,2024-01-21
2009,AT_CITY_124,AT,4234837,52.14,29.12,13.05,5.69,16.626,1.1377,722.66,71.67,1,32.81,1,1,1,CITY_MOBILITY_SURVEY,1,2025-11-05
2010,EE_CITY_125,EE,4278634,9.92,46.64,31.32,12.12,74.643,1.1663,845.15,54.21,0,29.98,0,1,0,URBAN_AUDIT,1,2024-10-04
2011,IT_CITY_126,IT,6970237,11.08,22.96,7.67,1.16,10.529,0.7231,2295.95,81.53,0,42.06,0,0,0,MODEL_ESTIMATE,1,2026-02-09
2012,PT_CITY_127,PT,4814120,16.67,46.04,21.83,15.46,84.351,1.0774,2237.04,0.4,1,33.62,1,1,0,NATIONAL_URBAN_STAT,1,2024-02-11
2013,BE_CITY_128,BE,11825104,36.77,42.49,20.35,0.39,53.418,1.5108,382.44,104.41,1,0.63,0,0,0,CITY_MOBILITY_SURVEY,1,2025-09-27
2014,FI_CITY_129,FI,511347,30.25,44.73,8.78,6.85,18.215,0.7182,181.34,32.37,1,14.45,0,0,0,URBAN_AUDIT,1,2024-10-05
2015,LV_CITY_130,LV,4001516,30.06,36.5,32.95,0.49,14.681,0.4288,840.0,121.54,0,27.66,0,0,0,MODEL_ESTIMATE,1,2025-04-24
2016,RO_CITY_131,RO,5023786,17.91,54.18,7.28,20.63,22.086,0.6835,1733.45,74.25,0,0.34,1,1,0,NATIONAL_URBAN_STAT,1,2024-10-30
2017,BG_CITY_132,BG,7630692,23.01,17.41,27.6,23.15,16.108,0.9335,2228.09,44.71,1,15.55,0,0,0,CITY_MOBILITY_SURVEY,1,2026-01-07
2018,FR_CITY_133,FR,10851383,35.11,43.37,18.61,2.91,51.893,1.2891,303.38,247.25,1,47.03,0,0,0,URBAN_AUDIT,1,2025-09-27
2019,LT_CITY_134,LT,10864706,38.29,44.02,17.26,0.43,53.498,0.3912,178.36,235.82,0,41.0,1,0,0,MODEL_ESTIMATE,1,2024-03-11
2020,SK_CITY_135,SK,4534338,17.44,22.42,36.84,18.21,3.337,0.5611,1283.46,59.01,0,5.91,1,0,0,NATIONAL_URBAN_STAT,1,2024-02-10
2021,HR_CITY_136,HR,2134639,26.71,46.13,23.77,3.39,2.574,1.5871,244.36,197.45,1,96.31,1,0,0,CITY_MOBILITY_SURVEY,1,2025-05-29
2022,DE_CITY_137,DE,307470,42.58,35.89,8.67,1.37,84.342,0.7929,658.05,1.98,0,9.42,0,0,0,URBAN_AUDIT,1,2024-02-14
2023,LU_CITY_138,LU,4255998,23.17,35.45,21.58,19.8,71.864,0.5243,982.32,187.34,1,30.34,1,1,0,MODEL_ESTIMATE,1,2024-04-14
2024,SI_CITY_139,SI,9615214,24.88,45.28,21.03,8.81,58.287,1.363,396.9,144.68,0,96.51,1,0,0,NATIONAL_URBAN_STAT,0,2024-04-17
2025,CY_CITY_140,CY,10171699,37.87,37.03,10.17,14.93,20.562,0.597,662.11,138.14,0,100.61,1,1,0,CITY_MOBILITY_SURVEY,1,2024-08-29
2006,GR_CITY_141,GR,3458302,22.3,35.54,20.17,17.26,55.248,1.211,252.11,13.1,0,56.21,0,0,0,URBAN_AUDIT,1,2024-03-22
2007,MT_CITY_142,MT,1410706,40.67,15.06,21.85,6.32,83.284,1.6035,288.62,65.44,0,40.16,1,0,0,MODEL_ESTIMATE,1,2026-02-02
2008,ES_CITY_143,ES,9493355,19.17,12.66,46.3,11.29,50.792,1.213,1494.35,40.73,0,44.73,1,0,0,NATIONAL_URBAN_STAT,1,2024-08-19
2009,CZ_CITY_144,CZ,3265171,48.67,24.48,7.77,19.08,60.212,0.6119,1150.59,141.28,1,36.4,1,0,1,CITY_MOBILITY_SURVEY,1,2024-08-31
2010,HU_CITY_145,HU,5593240,8.71,45.33,33.3,12.66,4.625,1.3329,3413.61,138.84,1,11.02,1,1,1,URBAN_AUDIT,1,2025-04-01
2011,NL_CITY_146,NL,6765906,23.42,51.7,7.41,17.47,72.624,0.9162,1465.3,45.83,0,45.47,1,1,1,MODEL_ESTIMATE,1,2024-02-23
2012,SE_CITY_147,SE,4688817,24.44,28.16,31.35,16.05,31.331,1.6327,1275.65,47.81,1,3.78,1,0,0,NATIONAL_URBAN_STAT,1,2026-02-07
2013,DK_CITY_148,DK,6276116,28.66,62.07,8.84,0.43,66.67,1.1145,577.97,108.15,0,48.73,0,0,1,CITY_MOBILITY_SURVEY,1,2025-10-11
2014,IE_CITY_149,IE,3819024,16.87,30.26,26.82,6.59,21.762,0.8859,237.12,132.33,0,31.31,1,0,0,URBAN_AUDIT,0,2025-11-19
2015,PL_CITY_150,PL,3169540,56.65,16.76,9.9,16.69,10.778,0.723,2333.59,82.52,1,53.58,1,1,0,MODEL_ESTIMATE,1,2025-04-23
2016,AT_CITY_151,AT,4106216,19.99,38.58,36.57,4.86,41.055,0.8966,1909.15,16.39,0,41.67,1,0,0,NATIONAL_URBAN_STAT,1,2024-08-19
2017,EE_CITY_152,EE,7743150,37.6,48.5,9.4,4.5,4.652,0.4666,164.57,87.84,1,10.05,1,0,0,CITY_MOBILITY_SURVEY,1,2024-01-29
2018,IT_CITY_153,IT,3317665,45.75,38.6,15.28,0.37,62.136,0.9227,1613.01,156.39,1,53.78,0,0,0,URBAN_AUDIT,1,2024-05-27
2019,PT_CITY_154,PT,6277932,47.81,44.03,7.75,0.41,3.867,1.0393,135.26,237.34,0,9.41,1,0,0,MODEL_ESTIMATE,1,2024-08-31
2020,BE_CITY_155,BE,2828021,13.96,50.09,12.47,23.48,37.447,1.0552,1461.02,184.58,1,50.74,1,1,0,NATIONAL_URBAN_STAT,1,2024-04-20
2021,FI_CITY_156,FI,645045,45.99,26.97,26.66,0.38,64.932,1.2101,1256.32,53.07,1,41.37,0,1,0,CITY_MOBILITY_SURVEY,1,2025-12-26
2022,LV_CITY_157,LV,9768156,10.89,39.67,27.95,21.49,47.535,0.4232,1377.87,12.74,0,38.24,1,1,1,URBAN_AUDIT,1,2025-05-16
2023,RO_CITY_158,RO,8652997,13.88,35.05,28.67,22.4,47.156,1.5117,2154.07,145.18,0,71.58,0,0,0,MODEL_ESTIMATE,1,2024-09-15
2024,BG_CITY_159,BG,1006945,40.7,30.81,28.13,0.36,69.07,0.7223,821.54,118.43,0,0.21,0,0,0,NATIONAL_URBAN_STAT,1,2025-08-24
2025,FR_CITY_160,FR,1879082,24.75,41.96,22.1,11.19,43.088,0.6992,1896.23,205.25,1,31.76,1,0,0,CITY_MOBILITY_SURVEY,1,2025-02-13
2006,LT_CITY_161,LT,6369516,45.16,16.3,27.97,10.57,9.085,1.3433,1015.73,136.25,0,13.61,1,1,0,URBAN_AUDIT,1,2024-02-27
2007,SK_CITY_162,SK,1321638,18.47,38.35,24.97,18.21,22.723,1.1205,2853.7,24.32,0,5.91,1,0,1,MODEL_ESTIMATE,1,2024-02-03
2008,HR_CITY_163,HR,2013472,27.57,54.7,11.33,6.4,28.435,0.6415,345.25,130.72,0,11.79,1,0,1,NATIONAL_URBAN_STAT,1,2025-08-16
2009,DE_CITY_164,DE,6536396,36.15,36.44,22.79,4.62,45.552,0.5955,683.89,106.07,1,35.3,1,1,0,CITY_MOBILITY_SURVEY,1,2026-01-10
2010,LU_CITY_165,LU,6418503,46.1,16.7,36.82,0.38,76.663,1.4236,1471.33,24.02,0,3.15,0,1,0,URBAN_AUDIT,1,2024-05-29
2011,SI_CITY_166,SI,6838831,42.15,19.68,20.43,17.74,62.984,1.4187,295.82,111.32,0,32.22,1,0,0,MODEL_ESTIMATE,0,2024-04-02
2012,CY_CITY_167,CY,782246,46.52,37.5,9.69,6.29,5.896,1.1041,372.22,139.62,1,31.49,1,0,0,NATIONAL_URBAN_STAT,1,2024-11-24
2013,GR_CITY_168,GR,2276180,17.66,13.59,28.88,3.32,9.18,1.1388,2181.53,139.27,0,14.27,0,1,0,CITY_MOBILITY_SURVEY,1,2025-12-16
2014,MT_CITY_169,MT,10781019,35.71,23.64,40.22,0.43,30.112,1.5011,1415.44,48.02,1,48.99,0,1,0,URBAN_AUDIT,1,2024-10-25
2015,ES_CITY_170,ES,433485,38.66,22.57,26.45,12.32,58.653,0.6716,635.74,80.34,0,42.26,1,0,1,MODEL_ESTIMATE,1,2024-02-23
2016,CZ_CITY_171,CZ,13269587,45.92,33.67,19.97,0.44,84.172,1.5886,1157.28,126.23,1,4.18,0,0,0,NATIONAL_URBAN_STAT,1,2024-01-12
2017,HU_CITY_172,HU,7588614,42.09,23.29,15.03,14.97,66.222,1.0188,2106.26,33.89,1,50.89,0,0,0,CITY_MOBILITY_SURVEY,1,2024-01-18
2018,NL_CITY_173,NL,11132861,39.36,24.32,35.94,0.38,78.078,0.7682,645.34,85.37,0,25.2,1,0,0,URBAN_AUDIT,1,2024-11-02
2019,SE_CITY_174,SE,10291879,36.31,30.32,30.98,2.39,74.364,0.5964,1288.62,167.01,0,0.8,1,1,0,MODEL_ESTIMATE,1,2025-12-19
2020,DK_CITY_175,DK,10332864,46.01,33.6,10.46,9.93,53.193,1.3293,1732.98,159.2,0,54.15,0,0,0,NATIONAL_URBAN_STAT,1,2025-01-07
2021,IE_CITY_176,IE,9523757,45.8,35.56,11.38,7.26,2.689,0.4347,1168.03,175.11,1,91.06,0,1,1,CITY_MOBILITY_SURVEY,1,2024-01-31
2022,PL_CITY_177,PL,1450751,17.4,32.31,36.25,14.04,45.069,0.6503,1396.31,10.42,0,18.3,0,0,1,URBAN_AUDIT,1,2026-02-11
2023,AT_CITY_178,AT,100878,36.95,30.58,27.08,5.39,30.21,1.3077,1219.49,131.45,1,59.31,1,0,1,MODEL_ESTIMATE,1,2024-03-02
2024,EE_CITY_179,EE,2608904,33.95,16.67,33.34,16.04,0.677,0.7038,1048.89,16.4,0,35.84,0,0,0,NATIONAL_URBAN_STAT,1,2024-07-27
2025,IT_CITY_180,IT,1486911,34.63,39.85,24.09,1.43,45.774,1.1751,1203.18,81.68,0,13.84,1,0,0,CITY_MOBILITY_SURVEY,1,2024-06-18
2006,PT_CITY_181,PT,10100879,28.91,32.68,12.54,13.4,28.741,1.4361,690.26,27.78,1,30.67,0,0,1,URBAN_AUDIT,1,2024-06-28
