agri_crops_harvest_year,agri_crops_country_iso2,agri_crops_region_nuts_code,agri_crops_crop_code,agri_crops_area_harvested_ha,agri_crops_production_tonnes,agri_crops_yield_t_per_ha,agri_crops_irrigated_area_ha,agri_crops_input_fertiliser_kg_per_ha,agri_crops_input_pesticide_kg_per_ha,agri_crops_seed_type_code,agri_crops_gmo_flag,agri_crops_extreme_weather_event_code,agri_crops_soil_moisture_index,agri_crops_market_price_eur_per_t,agri_crops_storage_capacity_tonnes,agri_crops_supply_chain_disruption_flag,agri_crops_eurostat_table_code,agri_crops_methodology_version,agri_crops_data_extract_date
2015,AT,FR4,TOMATO,894.47,75331.37,84.219,98.4,43.92,7.068,HYBRID,0,HAIL,0.7499,230.56,183278.98,0,prc_hicp_midx,CROPS_2025D,2024-02-28
2016,EE,LV621,RYE,552.79,1086.23,1.965,216.23,33.14,6.393,DROUGHT_TOLERANT,0,FLOOD,0.842,847.97,691.14,0,aei_pr_gnb,CROPS_2024C,2024-05-28
2017,IT,SE934,SUNFLOWER,189.95,394.72,2.078,40.38,236.71,6.805,CERTIFIED,0,WILDFIRE,0.4102,910.65,567.99,1,apro_cpshr,CROPS_2023B,2025-11-25
2018,PT,PL14,GRAPES,593.53,2144.42,3.613,331.74,72.44,7.363,ORGANIC,0,FROST,0.0861,563.71,4012.25,0,apro_cpnh1,CROPS_2022A,2025-07-09
2019,BE,SE44,BARLEY,762.51,2428.59,3.185,419.09,135.9,6.5,CONVENTIONAL,0,DROUGHT,0.925,595.85,5440.42,1,apro_cpsh1,CROPS_2025D,2025-12-07
2020,FI,EE2,POTATO,265.4,4627.51,17.436,126.42,176.29,3.801,HYBRID,0,STORM,0.8707,125.57,8899.17,0,prc_hicp_midx,CROPS_2024C,2025-11-26
2021,LV,PL19,OATS,803.65,1861.25,2.316,498.9,211.21,4.921,DROUGHT_TOLERANT,0,HEATWAVE,0.1505,358.8,2809.84,0,aei_pr_gnb,CROPS_2023B,2024-10-02
2022,RO,BG441,RAPESEED,551.21,1261.72,2.289,142.29,222.27,1.736,CERTIFIED,0,NONE,0.0642,646.01,2001.32,0,apro_cpshr,CROPS_2022A,2025-09-14
2023,BG,PL66,OLIVES,1107.22,1056.29,0.954,140.59,142.99,5.442,ORGANIC,0,HAIL,0.9094,395.8,1941.02,0,apro_cpnh1,CROPS_2025D,2025-07-24
2024,FR,EE7,WHEAT,627.71,3361.39,5.355,386.62,154.92,2.533,CONVENTIONAL,0,FLOOD,0.4774,307.94,8302.54,1,apro_cpsh1,CROPS_2024C,2025-09-22
2025,LT,PL47,SUGAR_BEET,208.05,6769.53,32.538,133.78,200.95,5.137,HYBRID,0,WILDFIRE,0.7721,971.77,10737.83,0,prc_hicp_midx,CROPS_2023B,2025-10-04
2026,SK,RO4,SOY,1674.19,2618.43,1.564,912.92,146.05,5.786,DROUGHT_TOLERANT,0,FROST,0.945,755.47,4156.84,0,aei_pr_gnb,CROPS_2022A,2024-12-29
2010,HR,MT25,MAIZE,239.9,1387.58,5.784,56.72,25.27,2.561,CERTIFIED,1,DROUGHT,0.3506,826.15,1187.81,0,apro_cpshr,CROPS_2025D,2024-08-24
2011,DE,LU317,TOMATO,318.14,15502.33,48.728,26.1,201.04,1.748,ORGANIC,0,STORM,0.2009,207.14,31973.67,1,apro_cpnh1,CROPS_2024C,2025-10-31
2012,LU,LU787,RYE,573.64,1914.24,3.337,223.86,67.37,5.002,CONVENTIONAL,0,HEATWAVE,0.8389,880.17,584.97,0,apro_cpsh1,CROPS_2023B,2025-09-08
2013,SI,SE51,SUNFLOWER,248.59,735.83,2.96,81.36,226.82,5.471,HYBRID,0,NONE,0.0929,134.52,1467.03,0,prc_hicp_midx,CROPS_2022A,2024-11-20
2014,CY,BG86,GRAPES,312.12,2336.22,7.485,162.37,91.36,3.54,DROUGHT_TOLERANT,0,HAIL,0.074,218.11,2785.19,0,aei_pr_gnb,CROPS_2025D,2024-12-19
2015,GR,NL94,BARLEY,492.67,1913.53,3.884,214.04,66.55,4.013,CERTIFIED,0,FLOOD,0.8874,890.2,3196.75,0,apro_cpshr,CROPS_2024C,2025-09-11
2016,MT,LV872,POTATO,392.93,5613.01,14.285,21.26,144.82,7.231,ORGANIC,0,WILDFIRE,0.383,179.5,11413.42,1,apro_cpnh1,CROPS_2023B,2024-12-07
2017,ES,GR297,OATS,387.39,1017.67,2.627,209.51,107.05,3.052,CONVENTIONAL,0,FROST,0.1473,645.19,2127.9,0,apro_cpsh1,CROPS_2022A,2024-04-23
2018,CZ,CZ215,RAPESEED,116.24,229.11,1.971,62.98,139.11,6.264,HYBRID,0,DROUGHT,0.0696,115.02,426.74,0,prc_hicp_midx,CROPS_2025D,2024-10-02
2019,HU,DE382,OLIVES,299.03,463.2,1.549,61.06,162.7,5.531,DROUGHT_TOLERANT,0,STORM,0.7789,791.72,425.42,0,aei_pr_gnb,CROPS_2024C,2025-03-16
2020,NL,BG45,WHEAT,228.22,1407.43,6.167,65.15,197.85,2.136,CERTIFIED,0,HEATWAVE,0.1869,841.04,1069.79,0,apro_cpshr,CROPS_2023B,2025-12-22
2021,SE,RO564,SUGAR_BEET,253.6,16950.37,66.839,66.74,203.62,1.476,ORGANIC,0,NONE,0.0552,217.01,23580.93,0,apro_cpnh1,CROPS_2022A,2024-12-18
2022,DK,EE420,SOY,146.22,383.1,2.62,66.72,139.53,2.001,CONVENTIONAL,0,HAIL,0.8562,655.37,327.32,0,apro_cpsh1,CROPS_2025D,2025-05-09
2023,IE,FI243,MAIZE,1785.66,10874.67,6.09,170.94,181.56,3.04,HYBRID,0,FLOOD,0.7267,900.43,10695.77,1,prc_hicp_midx,CROPS_2024C,2025-03-25
2024,PL,DK706,TOMATO,192.09,10906.29,56.777,17.35,194.82,1.485,DROUGHT_TOLERANT,0,WILDFIRE,0.5174,406.88,14784.84,0,aei_pr_gnb,CROPS_2023B,2025-09-30
2025,AT,AT33,RYE,305.46,906.3,2.967,69.6,194.21,5.521,CERTIFIED,0,FROST,0.6678,925.59,897.21,0,apro_cpshr,CROPS_2022A,2025-06-11
2026,EE,RO966,SUNFLOWER,372.81,554.74,1.488,222.64,227.6,7.059,ORGANIC,0,DROUGHT,0.8288,923.83,627.74,0,apro_cpnh1,CROPS_2025D,2024-03-14
2010,IT,LT745,GRAPES,627.6,3988.4,6.355,55.59,50.56,6.34,CONVENTIONAL,0,STORM,0.7169,714.11,3829.44,0,apro_cpsh1,CROPS_2024C,2024-04-23
2011,PT,MT3,BARLEY,314.31,1101.66,3.505,61.58,60.94,7.344,HYBRID,0,HEATWAVE,0.8699,908.89,1262.29,0,prc_hicp_midx,CROPS_2023B,2026-02-14
2012,BE,CY8,POTATO,7261.65,151412.66,20.851,430.3,122.33,6.331,DROUGHT_TOLERANT,0,NONE,0.861,837.38,193795.83,0,aei_pr_gnb,CROPS_2022A,2024-08-28
2013,FI,LU7,OATS,667.66,1177.08,1.763,56.3,131.16,2.295,CERTIFIED,0,HAIL,0.131,883.67,1364.13,0,apro_cpshr,CROPS_2025D,2025-04-13
2014,LV,LV49,RAPESEED,363.44,1002.0,2.757,44.8,223.55,4.198,ORGANIC,0,FLOOD,0.6876,442.53,2057.18,0,apro_cpnh1,CROPS_2024C,2025-02-14
2015,RO,AT10,OLIVES,347.17,463.12,1.334,187.14,206.89,1.794,CONVENTIONAL,0,WILDFIRE,0.3655,793.67,1030.02,0,apro_cpsh1,CROPS_2023B,2025-06-28
2016,BG,SE54,WHEAT,228.35,1360.97,5.96,51.0,180.42,4.359,HYBRID,0,FROST,0.1739,777.52,1851.83,0,prc_hicp_midx,CROPS_2022A,2024-12-13
2017,FR,EE827,SUGAR_BEET,601.45,35854.24,59.613,279.78,165.26,3.095,DROUGHT_TOLERANT,0,DROUGHT,0.6928,378.08,79688.56,0,aei_pr_gnb,CROPS_2025D,2024-09-16
2018,LT,DK99,SOY,248.21,495.43,1.996,59.61,142.52,6.139,CERTIFIED,0,STORM,0.6868,154.91,737.84,0,apro_cpshr,CROPS_2024C,2025-01-15
2019,SK,SI370,MAIZE,387.82,2864.05,7.385,24.47,115.35,6.606,ORGANIC,0,HEATWAVE,0.7995,485.4,3944.73,0,apro_cpnh1,CROPS_2023B,2025-10-02
2020,HR,CY18,TOMATO,188.2,10780.1,57.28,47.69,111.67,0.798,CONVENTIONAL,0,NONE,0.8969,940.64,9241.85,0,apro_cpsh1,CROPS_2022A,2024-02-19
2021,DE,FR38,RYE,888.56,3094.85,3.483,430.75,69.13,4.195,HYBRID,0,HAIL,0.3718,397.49,4385.76,0,prc_hicp_midx,CROPS_2025D,2024-08-16
2022,LU,SE2,SUNFLOWER,420.78,706.49,1.679,243.58,36.16,5.06,DROUGHT_TOLERANT,0,FLOOD,0.2818,721.84,1197.17,0,aei_pr_gnb,CROPS_2024C,2025-09-28
2023,SI,SI25,GRAPES,320.4,1301.14,4.061,88.51,154.62,3.27,CERTIFIED,0,WILDFIRE,0.829,121.96,1085.87,1,apro_cpshr,CROPS_2023B,2025-09-13
2024,CY,CY76,BARLEY,843.42,3727.07,4.419,523.51,181.65,7.002,ORGANIC,0,FROST,0.8083,153.35,2685.02,0,apro_cpnh1,CROPS_2022A,2024-09-10
2025,GR,LV696,POTATO,348.43,12299.93,35.301,159.04,46.39,3.054,CONVENTIONAL,0,DROUGHT,0.6697,827.35,26596.56,0,apro_cpsh1,CROPS_2025D,2026-01-19
2026,MT,FI758,OATS,245.6,936.23,3.812,79.72,176.65,5.958,HYBRID,0,STORM,0.0639,665.8,1919.28,0,prc_hicp_midx,CROPS_2024C,2024-03-16
2010,ES,HR860,RAPESEED,508.23,1406.27,2.767,166.23,239.88,7.144,DROUGHT_TOLERANT,0,HEATWAVE,0.8875,368.27,1948.72,0,aei_pr_gnb,CROPS_2023B,2025-07-16
2011,CZ,LV398,OLIVES,173.73,521.36,3.001,21.52,99.38,6.477,CERTIFIED,0,NONE,0.3052,818.19,216.47,0,apro_cpshr,CROPS_2022A,2025-07-26
2012,HU,GR60,WHEAT,422.0,2339.57,5.544,56.25,194.34,2.184,ORGANIC,0,HAIL,0.4693,516.71,3538.63,0,apro_cpnh1,CROPS_2025D,2025-11-06
2013,NL,GR7,SUGAR_BEET,476.91,19077.35,40.002,47.2,196.93,4.039,CONVENTIONAL,0,FLOOD,0.7897,712.41,12476.08,1,apro_cpsh1,CROPS_2024C,2025-05-17
2014,SE,FI46,SOY,612.61,1051.24,1.716,159.75,195.63,5.009,HYBRID,0,WILDFIRE,0.8306,688.18,2162.16,0,prc_hicp_midx,CROPS_2023B,2025-09-09
2015,DK,HR531,MAIZE,986.83,7370.63,7.469,503.07,73.73,2.239,DROUGHT_TOLERANT,1,FROST,0.3904,469.8,5317.75,0,aei_pr_gnb,CROPS_2022A,2026-01-14
2016,IE,IE52,TOMATO,1270.35,85978.56,67.681,692.83,203.05,6.885,CERTIFIED,0,DROUGHT,0.5867,730.31,168063.42,0,apro_cpshr,CROPS_2025D,2026-01-03
2017,PL,FR12,RYE,1151.67,3275.35,2.844,97.94,208.94,6.378,ORGANIC,0,STORM,0.5267,544.65,1116.41,0,apro_cpnh1,CROPS_2024C,2024-08-10
2018,AT,SI45,SUNFLOWER,355.52,821.25,2.31,220.19,187.16,0.74,CONVENTIONAL,0,HEATWAVE,0.4743,343.13,1510.77,0,apro_cpsh1,CROPS_2023B,2024-02-15
2019,EE,SI1,GRAPES,278.92,2103.06,7.54,84.98,165.42,5.736,HYBRID,0,NONE,0.8475,701.0,2431.92,0,prc_hicp_midx,CROPS_2022A,2024-09-13
2020,IT,SI95,BARLEY,166.05,805.34,4.85,103.15,133.66,1.045,DROUGHT_TOLERANT,0,HAIL,0.5274,966.4,950.55,0,aei_pr_gnb,CROPS_2025D,2024-03-06
2021,PT,FR703,POTATO,140.67,3009.07,21.391,9.68,127.77,2.406,CERTIFIED,0,FLOOD,0.8586,117.8,2359.74,0,apro_cpshr,CROPS_2024C,2024-03-20
2022,BE,SK2,OATS,341.31,713.34,2.09,114.77,124.71,1.327,ORGANIC,0,WILDFIRE,0.6418,953.88,907.39,0,apro_cpnh1,CROPS_2023B,2025-04-17
2023,FI,AT768,RAPESEED,1122.51,3008.33,2.68,83.65,151.47,2.844,CONVENTIONAL,0,FROST,0.1075,112.99,3023.74,0,apro_cpsh1,CROPS_2022A,2026-01-11
2024,LV,EE68,OLIVES,299.5,613.08,2.047,122.37,119.6,2.431,HYBRID,0,DROUGHT,0.625,806.81,709.25,0,prc_hicp_midx,CROPS_2025D,2025-05-08
2025,RO,DE7,WHEAT,331.46,1162.76,3.508,133.46,139.4,2.467,DROUGHT_TOLERANT,0,STORM,0.4545,455.22,1596.0,0,aei_pr_gnb,CROPS_2024C,2025-10-23
2026,BG,BE5,SUGAR_BEET,498.95,32623.35,65.384,302.89,121.42,4.989,CERTIFIED,0,HEATWAVE,0.7444,755.19,37753.73,0,apro_cpshr,CROPS_2023B,2024-07-09
2010,FR,NL34,SOY,205.64,456.52,2.22,26.21,79.38,2.871,ORGANIC,0,NONE,0.4198,325.14,1037.08,0,apro_cpnh1,CROPS_2022A,2025-10-16
2011,LT,BE4,MAIZE,192.56,637.37,3.31,92.65,95.52,1.766,CONVENTIONAL,1,HAIL,0.631,152.8,290.97,0,apro_cpsh1,CROPS_2025D,2024-01-08
2012,SK,LV5,TOMATO,246.27,16670.51,67.692,16.82,160.37,5.789,HYBRID,0,FLOOD,0.7487,748.02,11398.5,0,prc_hicp_midx,CROPS_2024C,2025-07-02
2013,HR,BE80,RYE,371.9,1099.34,2.956,219.5,214.31,5.814,DROUGHT_TOLERANT,0,WILDFIRE,0.0845,514.06,427.14,0,aei_pr_gnb,CROPS_2023B,2024-09-27
2014,DE,PT302,SUNFLOWER,323.99,878.66,2.712,177.72,105.87,6.931,CERTIFIED,0,FROST,0.3982,283.75,802.22,0,apro_cpshr,CROPS_2022A,2025-11-05
2015,LU,FR439,GRAPES,557.47,2601.71,4.667,47.55,74.15,4.232,ORGANIC,0,DROUGHT,0.4357,602.38,2104.66,0,apro_cpnh1,CROPS_2025D,2025-06-21
2016,SI,CZ2,BARLEY,380.18,2659.74,6.996,222.53,59.44,4.447,CONVENTIONAL,0,STORM,0.6103,244.46,4663.23,0,apro_cpsh1,CROPS_2024C,2024-01-20
2017,CY,RO61,POTATO,622.19,25966.48,41.734,284.42,150.12,4.88,HYBRID,0,HEATWAVE,0.7803,280.14,31444.52,0,prc_hicp_midx,CROPS_2023B,2024-01-07
2018,GR,IE53,OATS,313.55,1457.38,4.648,130.64,79.77,7.05,DROUGHT_TOLERANT,0,NONE,0.2195,598.18,1414.27,0,aei_pr_gnb,CROPS_2022A,2024-09-20
2019,MT,NL3,RAPESEED,485.75,986.07,2.03,271.67,62.95,3.496,CERTIFIED,0,HAIL,0.9333,840.91,2462.5,0,apro_cpshr,CROPS_2025D,2025-05-25
2020,ES,LU91,OLIVES,329.04,878.21,2.669,53.09,107.24,1.082,ORGANIC,0,FLOOD,0.2047,748.57,595.67,0,apro_cpnh1,CROPS_2024C,2025-06-05
2021,CZ,SI59,WHEAT,279.48,1155.09,4.133,123.27,199.82,2.209,CONVENTIONAL,0,WILDFIRE,0.4557,213.59,2288.02,0,apro_cpsh1,CROPS_2023B,2024-04-01
2022,HU,SE130,SUGAR_BEET,334.65,15470.87,46.23,139.72,183.08,6.561,HYBRID,0,FROST,0.498,828.49,36789.77,1,prc_hicp_midx,CROPS_2022A,2024-09-04
2023,NL,LU816,SOY,466.3,989.02,2.121,131.35,160.38,1.512,DROUGHT_TOLERANT,0,DROUGHT,0.5195,858.7,1928.59,0,aei_pr_gnb,CROPS_2025D,2025-06-16
2024,SE,EE927,MAIZE,212.26,1180.17,5.56,84.78,76.1,2.741,CERTIFIED,0,STORM,0.6489,941.17,456.51,0,apro_cpshr,CROPS_2024C,2024-04-09
2025,DK,MT1,TOMATO,412.84,20495.44,49.645,235.41,179.14,1.365,ORGANIC,0,HEATWAVE,0.5926,535.65,21650.37,0,apro_cpnh1,CROPS_2023B,2024-01-23
2026,IE,GR8,RYE,599.36,1419.28,2.368,180.58,95.26,2.595,CONVENTIONAL,0,NONE,0.4861,213.42,2309.32,0,apro_cpsh1,CROPS_2022A,2024-11-24
2010,PL,LT161,SUNFLOWER,130.64,276.7,2.118,43.13,211.59,6.92,HYBRID,0,HAIL,0.8178,262.85,228.86,1,prc_hicp_midx,CROPS_2025D,2025-06-15
2011,AT,RO33,GRAPES,293.31,2323.02,7.92,175.79,96.1,0.228,DROUGHT_TOLERANT,0,FLOOD,0.7973,408.18,1293.86,0,aei_pr_gnb,CROPS_2024C,2025-03-14
2012,EE,DE71,BARLEY,260.69,905.12,3.472,83.23,53.41,7.205,CERTIFIED,0,WILDFIRE,0.1456,779.0,1080.91,0,apro_cpshr,CROPS_2023B,2024-03-07
2013,IT,LV858,POTATO,1081.6,22881.25,21.155,240.38,99.11,5.846,ORGANIC,0,FROST,0.8497,702.89,22194.04,0,apro_cpnh1,CROPS_2022A,2024-03-14
2014,PT,FR81,OATS,345.6,937.96,2.714,82.61,149.15,4.119,CONVENTIONAL,0,DROUGHT,0.7935,640.92,760.54,0,apro_cpsh1,CROPS_2025D,2024-04-13
2015,BE,DE67,RAPESEED,547.42,1109.62,2.027,281.08,115.47,5.532,HYBRID,0,STORM,0.3711,759.6,857.79,1,prc_hicp_midx,CROPS_2024C,2025-02-14
2016,FI,IT206,OLIVES,1697.46,3372.85,1.987,287.12,160.45,5.519,DROUGHT_TOLERANT,0,HEATWAVE,0.5061,362.93,2268.6,0,aei_pr_gnb,CROPS_2023B,2024-01-29
2017,LV,FI81,WHEAT,1126.36,4577.53,4.064,415.16,74.99,1.269,CERTIFIED,0,NONE,0.2245,763.51,6657.67,0,apro_cpshr,CROPS_2022A,2024-07-07
2018,RO,CY882,SUGAR_BEET,251.57,10585.81,42.079,57.94,154.43,2.902,ORGANIC,0,HAIL,0.052,722.33,6606.19,0,apro_cpnh1,CROPS_2025D,2024-12-03
2019,BG,SE778,SOY,359.68,940.92,2.616,150.34,142.03,5.568,CONVENTIONAL,0,FLOOD,0.3408,549.28,1560.89,1,apro_cpsh1,CROPS_2024C,2024-08-24
2020,FR,ES27,MAIZE,152.58,373.97,2.451,71.03,152.15,6.465,HYBRID,0,WILDFIRE,0.2109,296.12,597.74,0,prc_hicp_midx,CROPS_2023B,2024-08-30
2021,LT,DK32,TOMATO,434.71,28812.58,66.28,267.96,153.47,2.573,DROUGHT_TOLERANT,0,FROST,0.3345,181.32,67250.97,0,aei_pr_gnb,CROPS_2022A,2024-02-22
2022,SK,LT634,RYE,239.93,716.91,2.988,48.18,96.51,6.519,CERTIFIED,0,DROUGHT,0.6374,671.13,664.58,0,apro_cpshr,CROPS_2025D,2025-01-02
2023,HR,SK33,SUNFLOWER,521.88,625.21,1.198,197.84,37.31,4.534,ORGANIC,0,STORM,0.4905,638.99,713.44,1,apro_cpnh1,CROPS_2024C,2025-05-18
2024,DE,BE389,GRAPES,396.52,3691.6,9.31,243.45,123.99,3.368,CONVENTIONAL,0,HEATWAVE,0.3626,937.91,6516.54,1,apro_cpsh1,CROPS_2023B,2025-10-30
2025,LU,CZ919,BARLEY,361.34,1380.68,3.821,228.97,128.98,3.964,HYBRID,0,NONE,0.681,686.93,3018.88,0,prc_hicp_midx,CROPS_2022A,2024-09-19
2026,SI,MT45,POTATO,287.27,11039.5,38.429,117.29,124.79,3.751,DROUGHT_TOLERANT,0,HAIL,0.8138,632.61,21638.95,1,aei_pr_gnb,CROPS_2025D,2024-12-28
2010,CY,DK969,OATS,1771.08,7484.58,4.226,743.93,188.9,4.276,CERTIFIED,0,FLOOD,0.649,228.95,2340.75,0,apro_cpshr,CROPS_2024C,2025-12-08
2011,GR,DK915,RAPESEED,560.59,542.09,0.967,325.16,190.26,6.767,ORGANIC,0,WILDFIRE,0.8853,563.06,617.13,0,apro_cpnh1,CROPS_2023B,2025-02-24
2012,MT,EE417,OLIVES,38.74,95.11,2.455,24.68,208.19,5.93,CONVENTIONAL,0,FROST,0.8504,427.41,95.35,0,apro_cpsh1,CROPS_2022A,2025-11-09
2013,ES,IE20,WHEAT,324.32,1195.12,3.685,71.14,95.22,6.423,HYBRID,0,DROUGHT,0.4769,361.95,450.11,0,prc_hicp_midx,CROPS_2025D,2024-01-14
2014,CZ,CY243,SUGAR_BEET,612.18,40563.05,66.26,271.07,62.8,3.176,DROUGHT_TOLERANT,0,STORM,0.1202,807.2,85071.38,0,aei_pr_gnb,CROPS_2024C,2024-04-01
2015,HU,BG16,SOY,407.2,1297.75,3.187,107.79,43.73,3.7,CERTIFIED,0,HEATWAVE,0.1219,257.33,451.86,0,apro_cpshr,CROPS_2023B,2025-05-07
2016,NL,RO63,MAIZE,328.81,1720.33,5.232,82.44,203.36,7.134,ORGANIC,0,NONE,0.2181,195.8,3321.14,0,apro_cpnh1,CROPS_2022A,2025-06-10
2017,SE,CZ134,TOMATO,350.92,12136.22,34.584,162.58,68.93,5.09,CONVENTIONAL,0,HAIL,0.7856,557.59,11293.6,0,apro_cpsh1,CROPS_2025D,2024-02-05
2018,DK,LT324,RYE,646.29,1716.55,2.656,242.29,154.11,0.974,HYBRID,0,FLOOD,0.4339,185.69,3070.17,0,prc_hicp_midx,CROPS_2024C,2024-06-11
2019,IE,LV688,SUNFLOWER,668.13,799.08,1.196,148.05,95.12,3.441,DROUGHT_TOLERANT,0,WILDFIRE,0.3824,896.16,804.0,0,aei_pr_gnb,CROPS_2023B,2025-08-20
2020,PL,DE6,GRAPES,660.59,5325.02,8.061,55.17,91.33,5.234,CERTIFIED,0,FROST,0.8395,606.69,1995.78,0,apro_cpshr,CROPS_2022A,2024-02-27
2021,AT,HR119,BARLEY,318.02,898.09,2.824,167.7,139.88,3.726,ORGANIC,0,DROUGHT,0.6337,849.62,599.48,0,apro_cpnh1,CROPS_2025D,2024-07-25
2022,EE,LV496,POTATO,224.83,6952.42,30.923,133.2,220.76,1.789,CONVENTIONAL,0,STORM,0.0573,937.21,14072.36,0,apro_cpsh1,CROPS_2024C,2025-03-05
2023,IT,MT53,OATS,70.4,262.8,3.733,5.47,48.28,2.076,HYBRID,0,HEATWAVE,0.719,292.65,628.51,0,prc_hicp_midx,CROPS_2023B,2025-01-12
2024,PT,NL72,RAPESEED,181.31,811.91,4.478,97.41,176.93,2.503,DROUGHT_TOLERANT,0,NONE,0.7568,966.7,1970.6,0,aei_pr_gnb,CROPS_2022A,2025-10-19
2025,BE,FR92,OLIVES,166.76,481.1,2.885,89.85,108.42,5.409,CERTIFIED,0,HAIL,0.5685,271.82,288.29,0,apro_cpshr,CROPS_2025D,2025-05-17
2026,FI,BG18,WHEAT,99.72,326.58,3.275,12.08,101.0,6.687,ORGANIC,0,FLOOD,0.255,340.13,136.52,0,apro_cpnh1,CROPS_2024C,2024-07-21
2010,LV,AT913,SUGAR_BEET,303.68,13698.09,45.107,185.6,48.68,1.727,CONVENTIONAL,0,WILDFIRE,0.229,765.3,12637.35,0,apro_cpsh1,CROPS_2023B,2025-09-16
2011,RO,CZ579,SOY,220.58,398.81,1.808,47.26,82.87,3.181,HYBRID,0,FROST,0.6332,874.21,211.83,0,prc_hicp_midx,CROPS_2022A,2026-02-15
2012,BG,SI248,MAIZE,737.15,7151.09,9.701,445.08,152.73,3.569,DROUGHT_TOLERANT,0,DROUGHT,0.7988,856.02,10286.37,0,aei_pr_gnb,CROPS_2025D,2025-06-21
2013,FR,SE7,TOMATO,323.53,24738.72,76.465,118.81,196.51,2.365,CERTIFIED,0,STORM,0.3696,730.83,11499.93,0,apro_cpshr,CROPS_2024C,2025-04-23
2014,LT,GR90,RYE,497.23,1674.67,3.368,186.03,154.27,1.956,ORGANIC,0,HEATWAVE,0.3065,837.59,1197.16,0,apro_cpnh1,CROPS_2023B,2025-12-22
2015,SK,RO34,SUNFLOWER,51.22,150.95,2.947,18.77,29.87,3.119,CONVENTIONAL,0,NONE,0.4758,745.11,218.58,1,apro_cpsh1,CROPS_2022A,2024-12-19
2016,HR,DK81,GRAPES,398.52,3360.72,8.433,240.81,32.53,2.184,HYBRID,0,HAIL,0.652,337.05,8029.38,1,prc_hicp_midx,CROPS_2025D,2025-11-17
2017,DE,IT321,BARLEY,690.55,2688.31,3.893,356.18,116.65,3.77,DROUGHT_TOLERANT,0,FLOOD,0.1236,378.56,5620.96,0,aei_pr_gnb,CROPS_2024C,2024-10-25
2018,LU,CZ722,POTATO,343.86,8262.96,24.03,138.1,188.7,3.061,CERTIFIED,0,WILDFIRE,0.829,116.43,7398.15,0,apro_cpshr,CROPS_2023B,2024-05-15
2019,SI,RO644,OATS,844.88,3513.01,4.158,62.09,237.61,1.598,ORGANIC,0,FROST,0.1522,183.23,3814.27,0,apro_cpnh1,CROPS_2022A,2025-11-06
2020,CY,SI7,RAPESEED,214.98,724.7,3.371,77.03,143.09,6.326,CONVENTIONAL,0,DROUGHT,0.2524,138.26,1687.05,0,apro_cpsh1,CROPS_2025D,2025-05-12
2021,GR,DE1,OLIVES,213.26,403.7,1.893,10.69,142.83,5.93,HYBRID,0,STORM,0.2496,353.17,925.98,0,prc_hicp_midx,CROPS_2024C,2025-06-23
2022,MT,ES909,WHEAT,207.49,641.56,3.092,82.32,49.42,5.212,DROUGHT_TOLERANT,0,HEATWAVE,0.565,773.47,676.23,0,aei_pr_gnb,CROPS_2023B,2025-12-07
2023,ES,BG3,SUGAR_BEET,488.09,36831.76,75.461,205.23,94.38,5.545,CERTIFIED,0,NONE,0.7139,604.11,59250.6,0,apro_cpshr,CROPS_2022A,2025-01-23
2024,CZ,HR288,SOY,508.5,1234.64,2.428,199.13,199.1,0.438,ORGANIC,0,HAIL,0.9456,472.01,2800.96,1,apro_cpnh1,CROPS_2025D,2025-06-20
2025,HU,AT57,MAIZE,500.45,4144.23,8.281,272.24,199.65,1.605,CONVENTIONAL,0,FLOOD,0.7147,150.01,4605.82,1,apro_cpsh1,CROPS_2024C,2025-12-13
2026,NL,FI363,TOMATO,117.22,6899.92,58.863,12.44,177.31,3.761,HYBRID,0,WILDFIRE,0.9018,676.56,15176.51,0,prc_hicp_midx,CROPS_2023B,2024-09-17
2010,SE,LT494,RYE,240.8,462.82,1.922,76.97,132.25,0.345,DROUGHT_TOLERANT,0,FROST,0.1501,878.69,790.11,0,aei_pr_gnb,CROPS_2022A,2024-08-11
2011,DK,CZ327,SUNFLOWER,883.13,1715.92,1.943,542.26,210.27,6.182,CERTIFIED,0,DROUGHT,0.6625,630.18,3780.15,0,apro_cpshr,CROPS_2025D,2025-04-19
2012,IE,GR396,GRAPES,215.28,693.42,3.221,101.87,211.36,6.246,ORGANIC,0,STORM,0.4828,824.19,254.83,0,apro_cpnh1,CROPS_2024C,2024-09-18
2013,PL,EE95,BARLEY,1215.14,5274.92,4.341,731.13,215.43,4.471,CONVENTIONAL,0,HEATWAVE,0.8953,165.51,2817.31,0,apro_cpsh1,CROPS_2023B,2025-09-10
2014,AT,RO8,POTATO,1566.83,43294.65,27.632,154.53,142.57,6.935,HYBRID,0,NONE,0.9038,310.52,33948.7,0,prc_hicp_midx,CROPS_2022A,2025-07-29
2015,EE,MT4,OATS,211.48,362.27,1.713,51.96,198.69,7.483,DROUGHT_TOLERANT,0,HAIL,0.5171,812.01,400.64,0,aei_pr_gnb,CROPS_2025D,2024-11-19
2016,IT,BE42,RAPESEED,485.67,1125.78,2.318,137.4,198.97,4.185,CERTIFIED,0,FLOOD,0.5232,507.84,1584.74,0,apro_cpshr,CROPS_2024C,2024-07-03
2017,PT,BG7,OLIVES,294.63,339.71,1.153,191.09,201.08,6.041,ORGANIC,0,WILDFIRE,0.7123,147.91,641.85,0,apro_cpnh1,CROPS_2023B,2024-10-12
