house_build_permit_issue_date,house_build_permit_jurisdiction_id,house_build_permit_type_code,house_build_project_valuation_usd,house_build_units_authorized_count,house_build_square_footage_authorized,house_build_building_height_feet,house_build_stories_count,house_build_construction_type_code,house_build_energy_code_version,house_build_solar_ready_flag,house_build_accessory_dwelling_flag,house_build_mixed_use_flag,house_build_zoning_district_code,house_build_setback_variance_flag,house_build_impact_fee_usd,house_build_inspection_pass_rate_pct,house_build_average_permit_cycle_days,house_build_contractor_license_id,house_build_stop_work_order_flag
2019-04-02,JUR0001188,NEW_COMM,24719605.47,196,1339013,291.4,85,MASONRY,IECC_2012,0,0,0,I1,1,82273,78.29,125,LIC00001188,0
2019-04-03,JUR0001189,ALTERATION,22696555.29,349,2104529,431.1,20,MASONRY,IECC_2021,0,0,1,C2,1,24119,74.74,204,LIC00001189,0
2019-04-04,JUR0001190,NEW_RES,50631841.27,83,1102815,342.4,1,CONCRETE,LOCAL,0,0,0,R1,0,146071,65.28,71,LIC00001190,0
2019-04-05,JUR0001191,DEMOLITION,80103990.5,419,521639,322.2,15,CONCRETE,LOCAL,0,0,0,R3,0,235457,79.83,139,LIC00001191,0
2019-04-06,JUR0001192,ADDITION,7744261.85,152,534116,44.4,59,MIXED,LOCAL,1,0,1,R1,0,121947,59.77,122,LIC00001192,0
2019-04-07,JUR0001193,DEMOLITION,83112498.93,44,1117190,43.0,51,MODULAR,IECC_2009,0,0,0,OVERLAY,0,91948,57.56,237,LIC00001193,0
2019-04-08,JUR0001194,ADDITION,24592962.55,310,110119,287.9,71,STEEL,LOCAL,1,0,0,R1,0,235112,74.87,58,LIC00001194,0
2019-04-09,JUR0001195,NEW_COMM,47270013.34,429,1331234,422.5,74,CONCRETE,IECC_2012,0,0,0,R3,0,44793,61.62,133,LIC00001195,0
2019-04-10,JUR0001196,NEW_COMM,27033271.98,69,130714,292.2,52,CONCRETE,IECC_2009,0,0,1,I1,0,80702,81.07,236,LIC00001196,0
2019-04-11,JUR0001197,ALTERATION,33603373.08,116,1198388,370.5,17,WOOD,IECC_2021,0,0,1,C2,0,40112,93.77,180,LIC00001197,0
2019-04-12,JUR0001198,ADDITION,8994341.39,48,1555945,415.5,15,STEEL,IECC_2018,0,0,0,MU,0,120749,91.73,136,LIC00001198,0
2019-04-13,JUR0001199,ALTERATION,33120223.62,82,207160,32.9,44,MASONRY,IECC_2021,1,0,0,RM,0,104376,68.27,17,LIC00001199,0
2019-04-14,JUR0001200,ALTERATION,76621185.38,124,525320,344.4,14,CONCRETE,IECC_2015,0,0,0,R3,0,155539,67.63,26,LIC00001200,0
2019-04-15,JUR0001201,ADDITION,39354333.75,187,259937,392.6,66,CONCRETE,IECC_2015,1,0,0,C1,0,22891,97.42,213,LIC00001201,0
2019-04-16,JUR0001202,MEP,18045401.5,124,1857784,59.4,75,WOOD,IECC_2009,0,0,1,PUD,0,38466,66.14,105,LIC00001202,0
2019-04-17,JUR0001203,NEW_RES,44584123.63,314,152130,350.1,60,WOOD,IECC_2009,0,1,1,R2,0,239153,70.27,142,LIC00001203,0
2019-04-18,JUR0001204,DEMOLITION,73212981.74,11,489725,239.3,20,MODULAR,IECC_2021,0,0,0,MU,0,155386,55.48,168,LIC00001204,0
2019-04-19,JUR0001205,ADDITION,16091062.33,200,1062723,292.1,5,MIXED,IECC_2018,0,0,0,C2,1,173447,66.55,113,LIC00001205,0
2019-04-20,JUR0001206,NEW_COMM,48348376.34,342,436674,188.1,72,WOOD,IECC_2018,0,0,0,C1,0,29486,85.84,157,LIC00001206,0
2019-04-21,JUR0001207,NEW_COMM,21138365.18,126,1754377,402.6,54,MIXED,LOCAL,0,0,1,R2,0,223003,70.4,199,LIC00001207,0
2019-04-22,JUR0001208,DEMOLITION,69718640.45,65,397172,147.5,2,CONCRETE,IECC_2021,1,0,1,C2,0,124456,81.78,71,LIC00001208,0
2019-04-23,JUR0001209,NEW_COMM,5678946.61,103,1005436,35.0,35,MASONRY,IECC_2012,0,0,0,RM,0,15787,86.07,88,LIC00001209,0
2019-04-24,JUR0001210,DEMOLITION,9665813.23,302,442971,106.3,42,MIXED,IECC_2009,0,0,0,C2,0,189806,81.16,163,LIC00001210,0
2019-04-25,JUR0001211,NEW_RES,6160524.36,12,1682561,164.0,31,MIXED,IECC_2018,1,1,1,R1,0,242124,77.47,7,LIC00001211,0
2019-04-26,JUR0001212,MEP,24052239.41,161,2022622,381.3,61,CONCRETE,IECC_2018,1,0,0,MU,0,97245,73.29,27,LIC00001212,0
2019-04-27,JUR0001213,ALTERATION,71045129.27,427,1345199,175.2,41,STEEL,IECC_2009,0,0,0,I1,0,47220,59.16,133,LIC00001213,1
2019-04-28,JUR0001214,MEP,447550.19,248,452179,404.6,28,CONCRETE,LOCAL,0,1,1,C1,0,182604,83.23,95,LIC00001214,0
2019-04-29,JUR0001215,MEP,76041864.85,395,2097245,242.2,79,MIXED,IECC_2012,0,0,0,C2,0,225240,61.59,5,LIC00001215,0
2019-04-30,JUR0001216,MEP,7644224.81,295,251436,387.3,59,CONCRETE,IECC_2009,1,0,0,R1,0,780,86.44,17,LIC00001216,0
2019-05-01,JUR0001217,ALTERATION,61454858.37,53,1907191,135.6,28,MIXED,IECC_2021,0,0,0,R1,0,43219,97.54,137,LIC00001217,0
2019-05-02,JUR0001218,ALTERATION,25532908.62,114,1837883,418.8,42,MODULAR,IECC_2018,0,0,0,RM,0,97418,64.38,130,LIC00001218,0
2019-05-03,JUR0001219,NEW_COMM,3016395.81,349,1509938,429.4,49,MIXED,IECC_2021,0,0,0,R2,0,115293,84.39,149,LIC00001219,0
2019-05-04,JUR0001220,MEP,35251977.24,280,1481679,171.8,16,MIXED,IECC_2015,0,0,1,C1,1,152951,83.17,157,LIC00001220,0
2019-05-05,JUR0001221,DEMOLITION,7799694.66,308,18073,152.0,46,MASONRY,IECC_2018,0,0,0,I1,0,4463,68.04,220,LIC00001221,0
2019-05-06,JUR0001222,NEW_RES,68329476.43,16,299310,35.6,84,CONCRETE,IECC_2012,0,0,0,R2,0,235308,67.52,116,LIC00001222,0
2019-05-07,JUR0001223,DEMOLITION,77753789.3,192,2045379,253.7,19,STEEL,IECC_2009,1,1,0,R2,0,228228,62.32,192,LIC00001223,0
2019-05-08,JUR0001224,ADDITION,13637013.34,89,1325157,211.6,24,MASONRY,IECC_2009,0,0,1,I1,0,152046,79.54,200,LIC00001224,0
2019-05-09,JUR0001225,NEW_RES,11081858.25,70,517462,290.5,29,MODULAR,LOCAL,0,1,0,OVERLAY,1,191877,98.05,21,LIC00001225,0
2019-05-10,JUR0001226,NEW_RES,26830534.65,225,640475,87.1,1,MASONRY,IECC_2021,0,0,0,C1,0,134822,91.55,215,LIC00001226,0
2019-05-11,JUR0001227,MEP,46920911.51,407,1680908,394.1,65,WOOD,LOCAL,1,0,0,I1,0,120312,80.61,224,LIC00001227,0
2019-05-12,JUR0001228,DEMOLITION,46902755.11,332,600437,202.0,29,MASONRY,IECC_2018,1,0,0,R1,0,4485,56.55,173,LIC00001228,0
2019-05-13,JUR0001229,NEW_RES,67835256.63,179,1190978,299.4,65,MASONRY,IECC_2018,0,0,1,PUD,0,180310,72.46,79,LIC00001229,0
2019-05-14,JUR0001230,ALTERATION,39747881.01,236,1701746,282.4,24,MASONRY,IECC_2015,1,0,0,OVERLAY,0,154368,93.12,50,LIC00001230,1
2019-05-15,JUR0001231,DEMOLITION,52331108.8,229,603375,136.8,1,MASONRY,IECC_2012,0,0,0,PUD,0,210141,63.12,126,LIC00001231,0
2019-05-16,JUR0001232,NEW_RES,65855097.45,190,1983869,144.4,29,CONCRETE,IECC_2012,0,0,0,PUD,0,177798,60.88,55,LIC00001232,0
2019-05-17,JUR0001233,NEW_RES,84793606.86,115,1514792,282.4,61,MASONRY,IECC_2012,0,0,1,RM,0,76918,89.49,40,LIC00001233,0
2019-05-18,JUR0001234,DEMOLITION,31099386.75,35,125223,27.0,87,CONCRETE,LOCAL,0,0,0,OVERLAY,1,145522,82.37,45,LIC00001234,0
2019-05-19,JUR0001235,NEW_RES,12577121.85,270,228452,130.0,80,MODULAR,IECC_2015,0,0,0,MU,0,242627,94.11,157,LIC00001235,0
2019-05-20,JUR0001236,NEW_COMM,71805056.72,258,881463,298.5,80,CONCRETE,IECC_2018,0,0,0,C2,0,32372,64.06,220,LIC00001236,0
2019-05-21,JUR0001237,DEMOLITION,65838091.21,131,342035,118.5,39,WOOD,LOCAL,0,0,0,PUD,0,149455,62.82,198,LIC00001237,0
2019-05-22,JUR0001238,ADDITION,13679226.52,332,1716710,124.8,19,WOOD,IECC_2009,0,0,0,R3,0,141122,74.35,180,LIC00001238,0
2019-05-23,JUR0001239,NEW_COMM,10268439.9,234,1204019,255.6,86,WOOD,LOCAL,0,1,0,C2,0,72747,68.17,174,LIC00001239,0
2019-05-24,JUR0001240,ADDITION,26907786.53,372,1377151,195.2,62,MODULAR,IECC_2012,1,1,0,C2,0,231599,83.14,59,LIC00001240,0
2019-05-25,JUR0001241,NEW_RES,63996178.77,186,187962,247.2,57,WOOD,LOCAL,0,0,0,I1,1,210410,84.19,74,LIC00001241,0
2019-05-26,JUR0001242,NEW_COMM,3758879.81,145,1514235,437.3,73,MIXED,LOCAL,0,0,1,OVERLAY,0,91994,80.33,20,LIC00001242,0
2019-05-27,JUR0001243,NEW_RES,28980796.53,273,1796803,279.3,62,STEEL,LOCAL,0,0,1,MU,0,127725,85.6,26,LIC00001243,0
2019-05-28,JUR0001244,NEW_COMM,80228092.33,64,319123,212.0,15,MASONRY,IECC_2012,0,0,0,R3,0,78457,63.98,20,LIC00001244,1
2019-05-29,JUR0001245,ALTERATION,39699069.12,369,319018,38.5,65,MODULAR,LOCAL,1,0,0,MU,0,80582,90.42,16,LIC00001245,0
2019-05-30,JUR0001246,NEW_COMM,31683799.69,47,1589008,126.1,86,MASONRY,IECC_2009,1,0,0,R2,0,248006,58.3,35,LIC00001246,0
2019-05-31,JUR0001247,NEW_COMM,12817165.9,247,1485731,322.6,36,WOOD,IECC_2009,0,0,0,OVERLAY,0,26345,60.66,233,LIC00001247,0
2019-06-01,JUR0001248,NEW_COMM,24528533.2,447,1744366,71.1,71,STEEL,LOCAL,0,1,0,R2,0,118042,83.63,98,LIC00001248,0
2019-06-02,JUR0001249,NEW_RES,19613917.5,310,1606619,62.5,12,STEEL,IECC_2018,0,1,0,R1,0,109423,92.36,240,LIC00001249,0
2019-06-03,JUR0001250,NEW_RES,54355658.14,285,945428,424.5,14,MIXED,IECC_2015,0,0,0,R2,0,210628,97.4,10,LIC00001250,0
2019-06-04,JUR0001251,ADDITION,8981315.07,313,1601349,170.9,85,MIXED,IECC_2021,0,0,0,I1,1,81343,55.96,54,LIC00001251,0
2019-06-05,JUR0001252,NEW_RES,3139790.76,86,1782502,129.6,76,STEEL,IECC_2012,0,0,0,R2,0,110755,82.5,40,LIC00001252,0
2019-06-06,JUR0001253,ADDITION,16050223.32,354,1532261,200.8,68,STEEL,IECC_2012,0,0,0,PUD,0,16693,63.78,240,LIC00001253,0
2019-06-07,JUR0001254,NEW_COMM,42011520.14,16,1421624,375.2,33,CONCRETE,IECC_2021,1,0,0,RM,0,96593,61.65,158,LIC00001254,0
2019-06-08,JUR0001255,NEW_RES,83894045.45,262,1772315,280.6,87,MASONRY,IECC_2021,1,0,0,R2,1,27371,82.33,49,LIC00001255,0
2019-06-09,JUR0001256,NEW_COMM,63238293.82,294,1940266,284.7,34,WOOD,IECC_2012,0,0,0,R3,1,43098,98.78,175,LIC00001256,0
2019-06-10,JUR0001257,DEMOLITION,29752974.07,346,1385471,156.6,16,WOOD,LOCAL,0,0,0,R1,0,169453,98.06,154,LIC00001257,0
2019-06-11,JUR0001258,NEW_COMM,59489293.23,432,712326,95.4,66,MASONRY,IECC_2015,0,0,0,C2,0,139482,94.93,52,LIC00001258,0
2019-06-12,JUR0001259,ADDITION,37999200.22,119,2160827,127.4,75,WOOD,IECC_2015,0,0,0,R2,0,77016,73.8,43,LIC00001259,0
2019-06-13,JUR0001260,ALTERATION,11011648.6,113,1588995,177.4,53,STEEL,IECC_2012,0,0,1,OVERLAY,0,9373,87.89,54,LIC00001260,0
2019-06-14,JUR0001261,MEP,79020051.98,314,457510,137.1,35,MASONRY,IECC_2018,0,0,0,PUD,1,168187,99.24,85,LIC00001261,0
2019-06-15,JUR0001262,ADDITION,15526333.7,41,361908,119.1,87,MODULAR,LOCAL,0,1,1,RM,0,233689,67.94,103,LIC00001262,0
2019-06-16,JUR0001263,NEW_COMM,35811126.56,367,1663436,375.9,58,MODULAR,IECC_2012,1,0,0,C2,0,108812,85.84,170,LIC00001263,0
2019-06-17,JUR0001264,ADDITION,13030814.34,413,1080334,10.2,15,MODULAR,IECC_2015,1,0,1,R2,1,7442,72.63,157,LIC00001264,1
2019-06-18,JUR0001265,DEMOLITION,35933818.26,94,1215259,57.6,37,CONCRETE,LOCAL,0,0,0,I1,0,37787,85.38,157,LIC00001265,0
2019-06-19,JUR0001266,NEW_COMM,70544278.97,396,1350162,239.7,20,MODULAR,IECC_2009,0,0,1,PUD,0,215835,76.13,59,LIC00001266,0
2019-06-20,JUR0001267,ADDITION,23792348.31,309,1385857,370.5,17,MIXED,IECC_2018,1,0,0,RM,1,34916,90.62,116,LIC00001267,1
2019-06-21,JUR0001268,ALTERATION,47436411.02,284,1550298,257.5,36,STEEL,IECC_2012,0,0,0,RM,1,39041,79.43,165,LIC00001268,0
2019-06-22,JUR0001269,NEW_COMM,35029502.02,38,98148,54.9,9,MIXED,IECC_2012,0,0,0,I1,1,1050,69.34,197,LIC00001269,0
2019-06-23,JUR0001270,DEMOLITION,69164772.82,274,1180800,162.5,53,STEEL,IECC_2021,0,0,0,RM,0,120606,64.56,226,LIC00001270,0
2019-06-24,JUR0001271,ADDITION,30378556.44,293,567660,189.2,48,WOOD,LOCAL,0,0,0,PUD,0,125931,60.74,38,LIC00001271,0
2019-06-25,JUR0001272,DEMOLITION,49293920.37,245,1295922,305.3,60,MIXED,LOCAL,1,0,0,R3,0,72125,64.48,128,LIC00001272,0
2019-06-26,JUR0001273,MEP,6294796.26,209,1923733,426.2,74,MASONRY,LOCAL,1,0,0,R1,0,241438,67.2,111,LIC00001273,0
2019-06-27,JUR0001274,DEMOLITION,64415470.23,365,1104366,342.6,68,MODULAR,LOCAL,0,0,1,OVERLAY,0,142764,81.57,84,LIC00001274,0
2019-06-28,JUR0001275,ALTERATION,57933822.72,222,1262581,125.2,14,MIXED,IECC_2021,0,0,0,RM,0,152900,87.13,82,LIC00001275,0
2019-06-29,JUR0001276,NEW_COMM,83082273.23,208,550089,28.6,20,CONCRETE,LOCAL,0,0,0,C1,0,15366,96.15,128,LIC00001276,0
2019-06-30,JUR0001277,ADDITION,15279231.65,294,1601202,411.1,12,CONCRETE,IECC_2009,0,0,0,R1,0,85407,82.43,24,LIC00001277,0
2019-07-01,JUR0001278,ALTERATION,83961797.06,301,1433304,26.0,73,CONCRETE,IECC_2012,0,0,0,R2,0,92870,59.72,43,LIC00001278,0
2019-07-02,JUR0001279,NEW_COMM,62044797.37,92,875122,252.0,23,MASONRY,IECC_2015,0,0,0,R3,1,203310,72.19,196,LIC00001279,0
2019-07-03,JUR0001280,NEW_RES,26368801.85,34,1271076,209.8,68,MODULAR,IECC_2009,1,0,0,R2,0,181634,82.38,197,LIC00001280,0
2019-07-04,JUR0001281,NEW_RES,2492824.73,268,888654,133.2,33,MIXED,IECC_2015,0,0,0,RM,0,15289,98.54,55,LIC00001281,0
2019-07-05,JUR0001282,NEW_RES,5715711.56,14,303018,360.5,87,MODULAR,IECC_2009,0,0,0,C1,0,103368,93.33,64,LIC00001282,0
2019-07-06,JUR0001283,ADDITION,4437085.33,154,207033,326.4,5,MASONRY,IECC_2015,0,0,1,C1,0,212001,93.13,60,LIC00001283,0
2019-07-07,JUR0001284,MEP,8766137.27,157,1620160,232.6,21,STEEL,IECC_2009,0,0,1,R2,0,137822,59.71,93,LIC00001284,0
2019-07-08,JUR0001285,MEP,15454124.45,135,239486,414.7,89,MIXED,IECC_2018,0,0,1,C2,0,88391,68.41,142,LIC00001285,0
2019-07-09,JUR0001286,DEMOLITION,27316562.79,378,873853,307.5,46,MIXED,IECC_2009,1,0,0,C2,0,72750,68.5,148,LIC00001286,0
2019-07-10,JUR0001287,DEMOLITION,83808841.28,389,1047254,333.8,17,WOOD,IECC_2009,0,0,0,R3,0,153336,75.19,40,LIC00001287,0
2019-07-11,JUR0001288,ALTERATION,66119188.97,21,1714991,206.8,14,MODULAR,IECC_2012,0,0,0,MU,1,115419,57.44,34,LIC00001288,0
2019-07-12,JUR0001289,MEP,66374389.35,58,430800,392.6,29,CONCRETE,IECC_2018,0,0,0,RM,0,63679,85.28,138,LIC00001289,0
2019-07-13,JUR0001290,NEW_RES,28729388.24,125,1431849,416.6,39,MODULAR,IECC_2012,0,0,0,PUD,1,75447,91.1,147,LIC00001290,0
2019-07-14,JUR0001291,ADDITION,59448207.24,237,2182442,101.0,33,CONCRETE,IECC_2015,0,0,0,RM,0,23680,55.63,85,LIC00001291,0
2019-07-15,JUR0001292,NEW_COMM,33731509.42,147,1021333,394.1,58,WOOD,LOCAL,0,0,0,R3,0,100795,72.07,11,LIC00001292,0
2019-07-16,JUR0001293,DEMOLITION,22434359.91,370,987645,216.0,40,MASONRY,IECC_2015,0,0,0,RM,0,112785,80.93,215,LIC00001293,0
2019-07-17,JUR0001294,ADDITION,29106741.66,437,437184,25.9,87,MASONRY,IECC_2018,1,0,1,R2,0,198261,94.07,238,LIC00001294,1
2019-07-18,JUR0001295,MEP,68220964.84,254,2105872,202.7,48,STEEL,IECC_2012,0,0,0,I1,0,52432,91.35,169,LIC00001295,1
2019-07-19,JUR0001296,MEP,27538560.45,22,1021034,308.5,17,MASONRY,IECC_2012,0,0,0,C1,1,12608,81.88,220,LIC00001296,0
2019-07-20,JUR0001297,ADDITION,37549509.56,366,2080100,17.2,34,MIXED,LOCAL,0,0,0,C1,0,242650,64.23,93,LIC00001297,0
2019-07-21,JUR0001298,NEW_COMM,71500867.14,152,1714125,290.1,22,MODULAR,IECC_2018,0,0,0,PUD,0,153494,87.21,134,LIC00001298,1
2019-07-22,JUR0001299,MEP,27052751.63,384,1301229,427.5,25,MODULAR,IECC_2015,1,0,0,MU,0,158266,94.51,212,LIC00001299,0
2019-07-23,JUR0001300,ADDITION,26460260.86,282,1644670,207.7,81,MASONRY,IECC_2015,0,0,0,MU,0,220662,57.16,232,LIC00001300,0
2019-07-24,JUR0001301,DEMOLITION,80455995.23,281,1102242,370.4,13,MIXED,IECC_2018,0,0,1,C2,1,30847,83.31,152,LIC00001301,0
2019-07-25,JUR0001302,NEW_COMM,55558700.51,61,1573750,297.9,18,WOOD,IECC_2009,0,0,0,C1,0,126527,96.78,75,LIC00001302,0
2019-07-26,JUR0001303,ADDITION,15658400.28,163,1729200,305.6,42,WOOD,IECC_2009,0,1,1,OVERLAY,0,137994,91.28,72,LIC00001303,0
2019-07-27,JUR0001304,DEMOLITION,37920746.4,128,1737070,318.5,71,MASONRY,IECC_2018,0,0,0,RM,0,13802,85.57,182,LIC00001304,0
2019-07-28,JUR0001305,NEW_COMM,18621084.27,442,1943281,293.7,73,MODULAR,IECC_2018,1,0,0,C1,1,147406,59.74,230,LIC00001305,0
2019-07-29,JUR0001306,ALTERATION,83344988.53,386,1667188,262.0,54,CONCRETE,IECC_2012,0,0,0,PUD,0,98746,65.41,137,LIC00001306,0
2019-07-30,JUR0001307,NEW_COMM,22535756.96,186,1813468,423.8,36,MASONRY,IECC_2012,0,0,0,OVERLAY,0,86529,75.76,152,LIC00001307,0
2019-07-31,JUR0001308,MEP,3329539.88,376,366003,316.1,87,MODULAR,IECC_2009,1,0,0,R3,0,63922,85.42,78,LIC00001308,0
2019-08-01,JUR0001309,NEW_RES,55343227.14,129,1383004,165.0,33,MODULAR,IECC_2015,1,0,0,C1,0,183049,68.54,35,LIC00001309,0
2019-08-02,JUR0001310,MEP,7589225.36,100,32567,270.3,36,MIXED,IECC_2018,1,0,1,R1,0,12190,60.75,67,LIC00001310,0
2019-08-03,JUR0001311,NEW_COMM,63414276.33,440,219751,170.8,57,MODULAR,IECC_2012,1,0,0,PUD,1,225704,93.03,183,LIC00001311,0
2019-08-04,JUR0001312,NEW_COMM,37063042.84,292,777382,16.3,10,MASONRY,IECC_2021,1,0,0,I1,0,86684,78.27,213,LIC00001312,0
2019-08-05,JUR0001313,ALTERATION,20423165.33,64,150977,393.0,87,WOOD,IECC_2018,0,0,0,MU,0,31540,98.77,19,LIC00001313,0
2019-08-06,JUR0001314,MEP,66421205.11,261,386789,243.7,79,STEEL,IECC_2021,1,0,0,R2,0,87756,76.66,103,LIC00001314,0
2019-08-07,JUR0001315,ADDITION,44441424.16,170,235442,338.8,88,MIXED,IECC_2018,0,1,1,R2,0,54333,67.69,160,LIC00001315,0
2019-08-08,JUR0001316,NEW_RES,22001763.41,264,414314,114.1,54,MASONRY,IECC_2015,0,0,0,MU,0,167022,93.73,225,LIC00001316,1
2019-08-09,JUR0001317,ALTERATION,42814680.52,75,2007580,70.5,46,CONCRETE,IECC_2012,1,0,0,RM,0,114064,85.14,11,LIC00001317,0
2019-08-10,JUR0001318,NEW_COMM,80254513.54,55,1864838,192.8,24,MASONRY,LOCAL,0,0,1,I1,0,88002,95.33,228,LIC00001318,0
2019-08-11,JUR0001319,ALTERATION,28774367.08,294,982555,137.9,62,MIXED,IECC_2015,1,0,0,C1,1,195699,56.07,128,LIC00001319,0
2019-08-12,JUR0001320,ADDITION,41832689.77,14,2156759,244.0,59,MODULAR,IECC_2021,0,1,0,C1,0,201895,92.32,115,LIC00001320,0
2019-08-13,JUR0001321,MEP,43023575.33,173,1392455,271.0,71,MASONRY,IECC_2015,1,0,1,PUD,1,204644,88.32,152,LIC00001321,0
2019-08-14,JUR0001322,DEMOLITION,48524112.67,194,1813537,371.2,13,STEEL,LOCAL,0,1,1,I1,0,119857,67.7,10,LIC00001322,0
2019-08-15,JUR0001323,MEP,68956929.01,317,1921934,444.6,60,CONCRETE,IECC_2012,1,0,1,MU,0,122728,85.11,20,LIC00001323,0
2019-08-16,JUR0001324,NEW_RES,56266555.38,31,1683448,321.4,74,WOOD,IECC_2018,0,0,0,C2,0,210969,66.97,239,LIC00001324,0
2019-08-17,JUR0001325,NEW_RES,70524098.2,153,1536059,431.0,50,STEEL,IECC_2015,1,1,0,RM,0,208291,85.78,101,LIC00001325,0
2019-08-18,JUR0001326,ADDITION,56901657.91,246,1457527,62.6,28,MIXED,IECC_2015,1,0,0,R2,0,245474,86.24,81,LIC00001326,0
2019-08-19,JUR0001327,MEP,51308641.77,323,1692872,256.4,61,MODULAR,IECC_2012,1,0,0,R3,0,194488,84.11,202,LIC00001327,0
2019-08-20,JUR0001328,MEP,25573976.16,184,1901643,409.7,47,MASONRY,IECC_2012,0,0,0,PUD,0,10876,79.09,93,LIC00001328,0
2019-08-21,JUR0001329,ALTERATION,58412308.73,196,1818159,69.6,13,MASONRY,IECC_2018,1,0,0,R3,0,65957,60.26,201,LIC00001329,0
2019-08-22,JUR0001330,NEW_COMM,56580095.34,80,2136038,193.7,39,STEEL,IECC_2015,0,0,0,C1,0,243650,56.9,141,LIC00001330,0
2019-08-23,JUR0001331,MEP,49302390.12,429,2119270,194.5,80,MODULAR,IECC_2015,0,0,0,R3,0,11036,84.49,66,LIC00001331,0
2019-08-24,JUR0001332,NEW_COMM,18768300.86,236,2195825,111.9,3,STEEL,IECC_2009,1,0,0,R1,1,41350,98.48,178,LIC00001332,0
2019-08-25,JUR0001333,NEW_RES,18355158.87,110,1710811,88.7,69,MODULAR,IECC_2009,1,0,0,R3,0,106537,61.81,76,LIC00001333,0
2019-08-26,JUR0001334,DEMOLITION,28099926.75,161,1489439,240.0,30,MIXED,IECC_2009,1,0,0,RM,0,21667,64.19,159,LIC00001334,0
2019-08-27,JUR0001335,NEW_COMM,56504187.75,113,528913,445.9,21,MIXED,IECC_2015,0,0,0,R2,0,52991,77.75,25,LIC00001335,0
2019-08-28,JUR0001336,NEW_COMM,71669258.05,211,947447,440.2,44,MASONRY,IECC_2018,0,0,0,OVERLAY,0,200253,75.51,69,LIC00001336,0
2019-08-29,JUR0001337,ALTERATION,47278839.44,194,1215938,175.1,66,MODULAR,IECC_2015,1,0,0,R3,0,124454,82.88,25,LIC00001337,0
2019-08-30,JUR0001338,NEW_RES,66098981.9,391,2050423,381.7,12,STEEL,IECC_2021,1,0,0,R2,0,108166,81.92,94,LIC00001338,0
2019-08-31,JUR0001339,ADDITION,449888.05,297,381991,338.9,18,WOOD,LOCAL,0,0,0,C2,0,194974,72.01,81,LIC00001339,0
2019-09-01,JUR0001340,DEMOLITION,64654520.02,274,2094382,200.0,81,CONCRETE,IECC_2018,0,0,0,PUD,0,242916,99.01,14,LIC00001340,0
2019-09-02,JUR0001341,DEMOLITION,57227356.88,293,955807,326.4,50,STEEL,IECC_2015,0,0,0,R1,0,86118,57.69,43,LIC00001341,0
2019-09-03,JUR0001342,ADDITION,13206376.01,24,239847,209.2,55,MASONRY,LOCAL,0,0,0,MU,0,8151,57.71,125,LIC00001342,0
2019-09-04,JUR0001343,MEP,21357425.11,251,1946541,234.2,35,CONCRETE,IECC_2015,1,0,0,R1,0,246267,65.83,148,LIC00001343,0
2019-09-05,JUR0001344,NEW_COMM,14102395.68,260,582068,336.5,28,CONCRETE,IECC_2021,1,1,0,R1,0,61031,94.25,134,LIC00001344,0
2019-09-06,JUR0001345,ALTERATION,43296862.11,179,1511639,169.5,58,MASONRY,LOCAL,0,0,0,R1,0,130986,66.06,142,LIC00001345,0
2019-09-07,JUR0001346,DEMOLITION,17237991.95,389,161672,377.0,18,MASONRY,LOCAL,0,0,0,R2,0,192650,72.75,143,LIC00001346,0
2019-09-08,JUR0001347,NEW_COMM,45147027.5,116,711474,247.5,11,CONCRETE,IECC_2015,0,0,0,C1,0,215171,93.03,178,LIC00001347,0
2019-09-09,JUR0001348,DEMOLITION,40495484.0,285,263329,263.6,39,CONCRETE,IECC_2015,0,0,0,OVERLAY,0,180275,87.26,122,LIC00001348,1
2019-09-10,JUR0001349,ALTERATION,83176881.85,206,1326186,357.5,8,MASONRY,IECC_2018,0,0,0,R3,1,121064,55.41,237,LIC00001349,0
2019-09-11,JUR0001350,DEMOLITION,73713523.23,126,1879778,159.5,15,MASONRY,IECC_2009,0,0,0,OVERLAY,1,30221,57.35,196,LIC00001350,0
2019-09-12,JUR0001351,MEP,51547319.22,80,1165937,193.6,26,MIXED,IECC_2012,0,0,0,R3,0,27620,55.51,195,LIC00001351,0
2019-09-13,JUR0001352,ADDITION,22403016.19,216,1564507,174.0,43,STEEL,LOCAL,1,1,0,R3,0,6281,92.36,157,LIC00001352,0
2019-09-14,JUR0001353,NEW_RES,24022867.29,422,1192807,149.3,84,CONCRETE,IECC_2018,1,0,0,OVERLAY,0,920,68.5,39,LIC00001353,0
2019-09-15,JUR0001354,ALTERATION,29211847.07,180,1382062,272.1,2,MODULAR,IECC_2015,0,0,0,I1,0,57017,82.61,26,LIC00001354,0
2019-09-16,JUR0001355,MEP,75539889.78,3,386869,261.9,56,MASONRY,IECC_2021,0,0,0,MU,0,101261,93.5,125,LIC00001355,0
2019-09-17,JUR0001356,DEMOLITION,56750588.48,91,1838118,14.1,41,CONCRETE,IECC_2009,0,0,1,R3,0,149337,89.55,66,LIC00001356,0
2019-09-18,JUR0001357,ADDITION,34558015.84,324,556714,315.1,24,MIXED,IECC_2018,0,0,0,MU,1,76929,81.6,184,LIC00001357,0
2019-09-19,JUR0001358,NEW_COMM,29510853.01,443,1889731,287.0,72,CONCRETE,LOCAL,1,0,0,R1,0,24537,59.06,187,LIC00001358,0
