biz_sme_reference_year,biz_sme_country_iso2,biz_sme_region_nuts_code,biz_sme_sector_nace_section,biz_sme_sme_definition_code,biz_sme_micro_enterprises_count,biz_sme_small_enterprises_count,biz_sme_medium_enterprises_count,biz_sme_employment_sme_total,biz_sme_value_added_sme_eur,biz_sme_access_to_finance_index,biz_sme_venture_capital_investment_eur,biz_sme_interest_rate_on_loans_pct,biz_sme_digital_intensity_score,biz_sme_exporting_sme_share_pct,biz_sme_innovation_active_share_pct,biz_sme_sustainability_reporting_csrd_flag,biz_sme_late_payment_days_avg,biz_sme_eurostat_table_code,biz_sme_data_extract_date
2016,PT,IE55,I,NATIONAL_SME,3640,604,203,19091,2049448120.57,43.63,49767854.99,7.427,81.74,19.36,30.23,0,18.88,sbs_na_sca_r2,2024-04-17
2017,SI,DK421,T,BANKING_SME,3556,707,227,30405,3526812691.06,50.28,113571619.63,7.553,18.81,17.54,7.53,0,20.44,isoc_sme,2025-09-25
2018,AT,BG803,J,MIXED,4097,408,326,27483,2656399516.66,83.52,420682508.46,0.956,82.4,23.34,34.73,1,50.51,sbs_sc_sca_r2,2025-09-29
2019,HR,SK248,U,EU_SME_2003_361_EC,3528,385,255,31215,1315261158.07,69.04,3216542.66,3.385,48.13,11.89,33.81,1,66.98,tin00145,2024-09-02
2020,DK,EE46,K,NATIONAL_SME,3579,425,247,25385,3091983106.65,36.32,38249228.27,4.337,56.6,12.75,56.71,1,48.52,bd_9bd_sz_cl_r2,2024-03-20
2021,FR,DE233,A,BANKING_SME,3294,695,126,29427,1332322217.78,48.55,125330926.42,8.828,67.17,27.17,19.19,1,45.1,sbs_na_sca_r2,2025-05-28
2022,HU,IE24,L,MIXED,3983,405,192,18386,1131408337.16,32.52,62149402.85,7.564,27.58,28.86,11.59,1,49.37,isoc_sme,2024-05-15
2023,LV,BG459,B,EU_SME_2003_361_EC,3794,397,102,15867,1428918459.36,41.38,92849531.98,5.226,88.4,20.14,27.36,1,9.86,sbs_sc_sca_r2,2025-12-24
2024,MT,AT215,M,NATIONAL_SME,3386,520,110,15747,930195219.48,36.29,12318658.79,1.247,60.74,50.26,40.72,0,51.97,tin00145,2024-08-18
2025,PT,PT732,C,BANKING_SME,3777,589,278,23721,1848352233.76,44.03,102036191.14,1.054,17.17,54.61,38.98,0,3.39,bd_9bd_sz_cl_r2,2024-10-24
2026,SI,HU4,N,MIXED,4021,659,106,19862,1141693776.63,68.01,36558245.77,2.996,69.21,4.77,31.89,0,64.38,sbs_na_sca_r2,2024-11-08
2010,AT,PL96,D,EU_SME_2003_361_EC,3314,521,245,28261,3854892431.03,71.14,237875153.95,4.517,65.51,10.47,38.56,0,59.26,isoc_sme,2025-09-07
2011,HR,BE42,O,NATIONAL_SME,3678,680,281,27154,3793548075.03,87.87,250740254.16,2.178,64.16,6.77,37.56,0,45.47,sbs_sc_sca_r2,2024-02-29
2012,DK,SK5,E,BANKING_SME,3546,325,203,21875,2901455751.94,38.74,128293690.58,6.983,46.96,60.13,46.71,0,50.8,tin00145,2024-04-30
2013,FR,ES23,P,MIXED,3930,408,123,21625,2277189071.81,30.65,74790996.4,2.741,82.94,41.24,10.79,0,49.92,bd_9bd_sz_cl_r2,2024-07-19
2014,HU,LV128,F,EU_SME_2003_361_EC,3430,545,189,19062,1472627771.88,60.08,60258386.84,3.721,84.75,4.78,32.93,0,24.19,sbs_na_sca_r2,2025-06-05
2015,LV,SK551,Q,NATIONAL_SME,3953,663,238,34804,3891763604.25,87.36,237508408.15,0.861,63.45,48.63,34.51,0,52.11,isoc_sme,2025-11-24
2016,MT,FI7,G,BANKING_SME,3867,630,171,21908,1853712570.02,43.55,146631063.93,9.405,44.17,18.95,30.78,0,21.43,sbs_sc_sca_r2,2024-07-26
2017,PT,FI2,R,MIXED,3987,870,314,44263,2938984003.23,54.62,186744105.43,2.087,42.63,54.67,9.63,0,55.74,tin00145,2024-10-07
2018,SI,IE8,H,EU_SME_2003_361_EC,4136,633,105,21463,680890068.01,35.51,18158393.97,2.095,83.33,47.06,34.87,0,51.01,bd_9bd_sz_cl_r2,2024-10-02
2019,AT,EE98,S,NATIONAL_SME,4019,523,165,18072,1146799937.6,64.29,143659616.61,6.626,40.04,13.95,49.9,0,11.07,sbs_na_sca_r2,2025-05-19
2020,HR,AT5,I,BANKING_SME,3557,635,164,19067,2048692806.08,56.9,41988003.02,5.608,50.81,32.05,33.74,0,7.78,isoc_sme,2025-09-05
2021,DK,HR559,T,MIXED,3492,296,134,18985,2160490955.31,66.45,222792725.79,4.554,14.23,36.37,53.59,0,35.0,sbs_sc_sca_r2,2025-01-23
2022,FR,LU272,J,EU_SME_2003_361_EC,3355,499,181,13918,1781090676.37,34.16,36995872.8,3.325,15.89,21.18,25.33,0,4.62,tin00145,2024-05-30
2023,HU,SI72,U,NATIONAL_SME,3937,591,122,22838,3064326649.95,66.76,237880370.1,1.05,43.02,25.89,35.46,0,38.65,bd_9bd_sz_cl_r2,2025-01-28
2024,LV,EE11,K,BANKING_SME,4160,820,160,34930,3457662917.18,76.18,125704147.69,2.498,40.98,4.69,30.97,1,31.88,sbs_na_sca_r2,2025-06-01
2025,MT,SI309,A,MIXED,3905,560,283,32241,2832364843.89,35.51,85332843.42,2.49,37.6,43.05,47.26,0,67.05,isoc_sme,2025-10-04
2026,PT,SK568,L,EU_SME_2003_361_EC,4098,813,209,32792,1445480777.82,61.54,141413160.24,1.123,10.26,22.73,19.44,0,37.79,sbs_sc_sca_r2,2025-04-25
2010,SI,HU842,B,NATIONAL_SME,4139,384,319,27236,3060408080.31,58.05,82907428.04,6.798,32.85,60.67,14.36,0,25.31,tin00145,2025-09-01
2011,AT,AT7,M,BANKING_SME,4016,824,102,22902,1355217956.59,84.9,291847495.36,0.448,13.4,40.43,20.22,0,18.93,bd_9bd_sz_cl_r2,2024-06-01
2012,HR,LV673,C,MIXED,3491,296,260,24266,3039869706.98,48.75,60811058.79,7.374,24.44,28.63,15.82,1,62.07,sbs_na_sca_r2,2025-08-06
2013,DK,SE500,N,EU_SME_2003_361_EC,3325,533,207,29660,2293974712.9,39.65,7196417.06,7.211,38.25,50.76,29.87,1,26.96,isoc_sme,2025-08-12
2014,FR,EE91,D,NATIONAL_SME,3574,755,117,27042,1978871636.54,80.0,141580279.09,7.966,47.13,39.82,39.37,1,7.87,sbs_sc_sca_r2,2024-09-27
2015,HU,LU355,O,BANKING_SME,3653,759,207,34731,1817243334.8,83.05,315728648.31,3.171,68.9,59.93,9.62,1,37.5,tin00145,2024-03-16
2016,LV,FR74,E,MIXED,3325,670,246,25107,1925670857.58,34.48,9167902.93,0.343,81.13,47.96,13.52,0,32.91,bd_9bd_sz_cl_r2,2025-09-11
2017,MT,PL149,P,EU_SME_2003_361_EC,3611,393,134,16582,2216926219.22,67.42,83227434.59,3.103,12.99,4.82,48.29,0,20.78,sbs_na_sca_r2,2026-01-16
2018,PT,CY684,F,NATIONAL_SME,3620,688,151,16641,795745867.84,63.4,163419633.32,6.105,56.56,14.29,6.82,1,33.24,isoc_sme,2024-07-04
2019,SI,GR846,Q,BANKING_SME,3522,513,92,20615,1613346852.25,58.91,66010934.67,4.998,12.61,44.74,41.18,0,44.51,sbs_sc_sca_r2,2024-07-24
2020,AT,BG154,G,MIXED,3559,509,113,14724,551365371.72,46.36,70335433.26,9.378,78.53,22.33,31.86,0,61.22,tin00145,2024-08-06
2021,HR,SI858,R,EU_SME_2003_361_EC,3930,775,135,27328,3728771957.65,41.99,125099169.34,6.259,41.74,28.69,55.61,1,53.93,bd_9bd_sz_cl_r2,2024-03-04
2022,DK,NL9,H,NATIONAL_SME,3943,814,289,24344,1771885759.08,51.25,47371557.73,6.366,89.45,41.2,12.23,0,65.44,sbs_na_sca_r2,2024-05-07
2023,FR,LT235,S,BANKING_SME,3535,749,232,22553,777532369.39,49.42,6993251.65,5.148,77.6,12.27,10.62,0,55.87,isoc_sme,2024-06-12
2024,HU,SE7,I,MIXED,3361,375,176,19724,1361745756.47,78.79,357761269.06,9.419,61.23,32.37,12.97,1,30.81,sbs_sc_sca_r2,2025-02-22
2025,LV,IE6,T,EU_SME_2003_361_EC,3861,556,160,27139,2355897799.52,45.39,87350223.29,1.323,86.77,21.44,57.38,0,36.11,tin00145,2025-11-01
2026,MT,DK836,J,NATIONAL_SME,4200,615,315,27397,1717601184.33,52.89,148407389.65,2.563,93.63,46.67,19.47,0,59.86,bd_9bd_sz_cl_r2,2024-05-08
2010,PT,DK7,U,BANKING_SME,3945,467,235,31696,2025780636.02,30.06,59882846.8,8.092,71.5,52.9,32.37,1,26.4,sbs_na_sca_r2,2024-07-16
2011,SI,CZ934,K,MIXED,4213,599,146,22536,2104459036.49,81.68,188990088.97,3.751,40.05,51.52,53.81,0,55.74,isoc_sme,2025-10-29
2012,AT,MT3,A,EU_SME_2003_361_EC,3422,688,108,26951,3516131512.44,39.21,103810182.59,1.701,27.69,44.82,10.7,0,43.78,sbs_sc_sca_r2,2026-02-06
2013,HR,NL11,L,NATIONAL_SME,3394,444,73,13081,575408586.76,73.59,133419654.47,9.044,18.74,43.11,41.92,0,15.44,tin00145,2025-09-29
2014,DK,GR62,B,BANKING_SME,3908,746,248,25932,2887170895.91,38.23,28496601.42,3.628,28.44,56.76,40.72,0,6.34,bd_9bd_sz_cl_r2,2024-10-18
2015,FR,DE143,M,MIXED,4065,355,207,11912,1042193755.84,73.31,241995121.59,6.811,29.67,10.05,6.62,0,46.08,sbs_na_sca_r2,2024-09-20
2016,HU,LT69,C,EU_SME_2003_361_EC,3538,358,243,26011,3367816133.48,50.67,75409492.83,4.951,80.3,59.07,50.11,0,61.01,isoc_sme,2025-08-05
2017,LV,LU97,N,NATIONAL_SME,3755,685,252,24173,2121042142.8,38.93,108690142.86,1.056,39.16,10.08,37.25,0,20.05,sbs_sc_sca_r2,2025-06-26
2018,MT,HU88,D,BANKING_SME,3760,561,154,24467,1819834237.16,87.75,126698916.85,7.459,33.62,20.45,8.0,1,34.99,tin00145,2026-01-01
2019,PT,ES151,O,MIXED,3441,570,271,27613,809782071.52,59.38,17029682.64,1.257,30.72,41.69,49.98,1,15.12,bd_9bd_sz_cl_r2,2025-05-08
2020,SI,CY513,E,EU_SME_2003_361_EC,4206,404,90,14908,1212027464.59,51.46,45200925.29,5.379,36.04,59.73,34.91,0,11.47,sbs_na_sca_r2,2024-11-14
2021,AT,BG7,P,NATIONAL_SME,3374,426,197,23172,1517950860.71,45.9,157175886.3,4.692,60.08,45.1,33.28,0,61.89,isoc_sme,2024-11-16
2022,HR,NL163,F,BANKING_SME,3955,560,207,24692,3273734598.74,45.97,217839758.8,4.662,23.61,31.39,47.53,0,16.48,sbs_sc_sca_r2,2024-08-04
2023,DK,LU768,Q,MIXED,3873,749,145,28483,772793688.67,71.24,115534458.28,2.202,31.79,28.83,45.7,1,51.01,tin00145,2025-06-12
2024,FR,SE823,G,EU_SME_2003_361_EC,3439,749,204,22964,1126004213.17,70.8,128531593.66,8.752,35.8,39.69,6.1,1,25.79,bd_9bd_sz_cl_r2,2025-09-29
2025,HU,NL49,R,NATIONAL_SME,3853,521,272,26116,2287304159.41,81.18,92115374.74,7.335,70.59,16.19,27.64,0,41.76,sbs_na_sca_r2,2026-02-01
2026,LV,SK31,H,BANKING_SME,3684,627,121,26101,2247439102.48,66.68,39564852.51,3.64,75.26,20.36,13.19,0,26.55,isoc_sme,2025-04-11
2010,MT,HU36,S,MIXED,3944,770,212,32628,3050043840.53,40.36,44919086.91,6.476,25.97,33.15,54.1,0,7.53,sbs_sc_sca_r2,2025-07-02
2011,PT,EE246,I,EU_SME_2003_361_EC,4124,659,259,32154,3885247392.31,84.23,84151917.15,0.699,23.51,47.72,34.03,0,58.94,tin00145,2025-03-28
2012,SI,IE4,T,NATIONAL_SME,3355,294,146,13889,777410218.79,62.58,148348136.45,4.416,59.84,26.4,23.03,0,8.85,bd_9bd_sz_cl_r2,2025-11-09
2013,AT,AT25,J,BANKING_SME,4166,540,306,28111,1143091470.85,84.77,25743082.58,8.942,56.65,26.67,53.99,1,40.19,sbs_na_sca_r2,2024-11-22
2014,HR,BG28,U,MIXED,4101,839,90,25570,3160782846.17,34.99,46574810.98,2.005,19.77,37.9,25.64,1,28.15,isoc_sme,2024-06-14
2015,DK,PT328,K,EU_SME_2003_361_EC,3370,435,192,18184,979096275.42,65.93,110592357.92,5.379,88.23,56.28,24.57,0,20.59,sbs_sc_sca_r2,2025-08-31
2016,FR,SE14,A,NATIONAL_SME,3594,401,247,18937,1486516540.74,39.39,53471526.2,3.509,11.33,51.36,34.32,1,62.71,tin00145,2025-03-12
2017,HU,LU7,L,BANKING_SME,3920,436,88,22863,1087639645.26,39.18,37305003.77,1.283,33.33,49.57,45.01,0,39.53,bd_9bd_sz_cl_r2,2024-06-20
2018,LV,IT108,B,MIXED,3852,654,175,29473,1119259308.86,74.54,42357067.09,3.828,46.0,32.69,47.78,0,51.94,sbs_na_sca_r2,2024-06-13
2019,MT,CY912,M,EU_SME_2003_361_EC,3971,345,118,19052,2657210980.26,34.51,92018469.02,5.713,91.3,4.58,12.02,0,36.29,isoc_sme,2024-02-25
2020,PT,LV532,C,NATIONAL_SME,3646,366,122,19177,2596147952.04,68.29,137728576.09,2.228,83.47,60.69,31.41,0,18.87,sbs_sc_sca_r2,2025-12-26
2021,SI,IE28,N,BANKING_SME,4080,530,138,16706,2252659090.12,58.33,73637289.81,3.005,72.74,14.34,52.12,0,16.55,tin00145,2026-02-23
2022,AT,SK110,D,MIXED,3619,725,251,34211,1602660730.28,84.18,187428376.62,4.482,37.59,10.03,24.99,0,54.42,bd_9bd_sz_cl_r2,2024-10-09
2023,HR,BG60,O,EU_SME_2003_361_EC,3824,502,301,39779,5061342975.71,67.62,157367329.82,4.116,15.68,25.46,12.99,0,9.65,sbs_na_sca_r2,2025-02-22
2024,DK,IT1,E,NATIONAL_SME,3841,775,81,23868,2062918033.42,52.95,66950825.81,6.905,18.89,13.13,25.78,0,3.27,isoc_sme,2024-11-20
2025,FR,ES4,P,BANKING_SME,3785,827,275,27943,2782697698.9,65.19,128630862.89,6.695,60.86,13.48,20.73,0,15.27,sbs_sc_sca_r2,2025-11-30
2026,HU,FR19,F,MIXED,3759,783,212,24510,1193483632.7,50.92,111792816.05,2.086,52.18,44.89,44.21,1,64.41,tin00145,2024-12-25
2010,LV,LV274,Q,EU_SME_2003_361_EC,3465,652,215,24078,1508769791.21,65.42,149300498.55,6.503,57.02,58.81,20.67,0,20.21,bd_9bd_sz_cl_r2,2024-07-15
2011,MT,BG581,G,NATIONAL_SME,3737,323,209,22585,2549706910.65,49.54,55272068.72,3.034,33.29,35.76,15.77,0,26.96,sbs_na_sca_r2,2024-03-22
2012,PT,SI2,R,BANKING_SME,3786,450,146,28384,1079799742.13,79.39,292772046.54,6.153,16.17,5.71,37.26,0,21.75,isoc_sme,2024-08-23
2013,SI,HR923,H,MIXED,4190,477,226,26555,1292713609.21,45.56,56714430.11,1.41,19.95,34.01,32.28,0,45.3,sbs_sc_sca_r2,2024-12-08
2014,AT,NL24,S,EU_SME_2003_361_EC,4279,600,154,22274,2859592741.22,36.27,107825645.82,5.136,13.62,12.57,17.3,0,33.79,tin00145,2024-04-25
2015,HR,HU962,I,NATIONAL_SME,3937,426,135,13347,971005286.45,48.99,135770897.07,2.728,39.14,18.84,55.5,0,40.72,bd_9bd_sz_cl_r2,2024-04-04
2016,DK,AT8,T,BANKING_SME,3753,306,237,23603,3081525174.38,50.56,113015736.0,8.501,43.99,33.07,54.23,0,6.39,sbs_na_sca_r2,2025-03-22
2017,FR,AT69,J,MIXED,4199,686,241,32734,1245821412.7,44.46,15485518.17,1.189,59.62,47.14,55.77,0,10.4,isoc_sme,2026-01-12
2018,HU,BE78,U,EU_SME_2003_361_EC,3702,622,228,16259,873326706.77,40.28,16104851.71,3.159,62.29,23.63,28.02,1,57.66,sbs_sc_sca_r2,2025-10-18
2019,LV,DE27,K,NATIONAL_SME,3797,640,243,29319,1054252911.7,87.78,197003814.94,8.545,48.77,25.39,17.57,1,38.97,tin00145,2024-07-11
2020,MT,CZ1,A,BANKING_SME,4176,818,239,26596,3660094537.5,54.12,204546688.95,7.388,16.25,46.53,15.09,0,16.28,bd_9bd_sz_cl_r2,2025-03-01
2021,PT,LT8,L,MIXED,3985,387,267,32260,4193123180.71,60.88,97769520.37,6.638,77.86,10.87,43.34,0,14.77,sbs_na_sca_r2,2024-03-13
2022,SI,LU2,B,EU_SME_2003_361_EC,3642,679,85,27574,1965544203.08,85.61,118364322.53,7.531,26.31,58.0,37.44,1,41.99,isoc_sme,2024-12-01
2023,AT,AT292,M,NATIONAL_SME,4083,530,132,27655,2110459277.43,43.97,7949940.09,4.111,84.15,45.51,34.27,0,42.06,sbs_sc_sca_r2,2025-08-27
2024,HR,FI53,C,BANKING_SME,3842,312,239,21960,2641597959.85,69.2,74894284.79,1.754,79.5,38.21,11.58,1,11.46,tin00145,2025-10-03
2025,DK,FR78,N,MIXED,3848,767,283,29973,3544245619.85,72.2,102324016.83,6.6,49.82,14.27,57.35,0,27.31,bd_9bd_sz_cl_r2,2025-03-21
2026,FR,HU3,D,EU_SME_2003_361_EC,4032,359,182,23037,2517227346.83,32.38,22410028.34,2.925,13.45,55.28,53.7,1,66.8,sbs_na_sca_r2,2024-02-15
2010,HU,BE362,O,NATIONAL_SME,4053,459,95,22077,2345646873.58,72.58,215158585.78,4.229,15.91,12.33,15.12,0,31.39,isoc_sme,2024-06-10
2011,LV,SI833,E,BANKING_SME,3540,367,218,23113,2623960620.93,82.01,131260320.37,6.918,82.09,10.74,17.36,0,35.58,sbs_sc_sca_r2,2025-12-05
2012,MT,FI948,P,MIXED,4117,860,282,24160,1739058447.72,53.92,110811513.67,9.223,16.57,8.65,30.76,1,46.35,tin00145,2024-01-16
2013,PT,CZ527,F,EU_SME_2003_361_EC,3753,671,248,28409,3455400855.85,48.35,43084753.45,7.575,45.19,53.13,24.92,0,25.72,bd_9bd_sz_cl_r2,2024-06-07
2014,SI,HU82,Q,NATIONAL_SME,3492,405,246,23706,1308032505.63,66.83,109604349.94,0.722,94.68,37.03,11.6,1,12.26,sbs_na_sca_r2,2025-11-28
2015,AT,DK96,G,BANKING_SME,3524,458,232,19971,1322583176.94,43.51,42763538.22,8.787,92.75,57.82,16.38,0,13.84,isoc_sme,2024-09-25
2016,HR,LU553,R,MIXED,4303,475,166,18935,826563115.99,67.92,34193012.07,9.167,57.2,22.2,40.97,1,45.91,sbs_sc_sca_r2,2024-04-20
2017,DK,HR79,H,EU_SME_2003_361_EC,3996,748,88,21093,1760800202.07,53.2,46107523.54,4.832,14.12,58.69,44.93,1,44.67,tin00145,2024-11-01
2018,FR,PL532,S,NATIONAL_SME,3637,529,81,22987,2972621984.0,60.78,187754514.47,4.009,23.52,44.1,44.39,0,42.38,bd_9bd_sz_cl_r2,2025-10-02
2019,HU,LV9,I,BANKING_SME,4046,817,114,27449,699893638.53,57.95,106607289.88,7.167,46.19,52.64,17.21,0,36.42,sbs_na_sca_r2,2024-11-26
2020,LV,IE881,T,MIXED,4144,602,252,27036,2892475556.37,30.91,58097680.25,3.835,47.4,14.94,41.24,1,65.53,isoc_sme,2025-06-26
2021,MT,LV220,J,EU_SME_2003_361_EC,3799,638,81,23575,3271211012.16,87.86,216582338.32,1.687,42.26,33.66,42.41,0,41.15,sbs_sc_sca_r2,2024-03-17
2022,PT,SE3,U,NATIONAL_SME,4101,720,135,25539,2741955016.47,55.69,83135792.26,7.602,94.3,9.85,18.09,1,47.68,tin00145,2026-01-16
2023,SI,NL708,K,BANKING_SME,4203,611,313,42179,4157196937.86,69.73,91073051.77,3.805,35.6,48.75,24.44,0,50.75,bd_9bd_sz_cl_r2,2025-06-20
2024,AT,BE3,A,MIXED,4100,355,295,34158,3045970073.18,68.64,34427985.9,8.973,53.7,48.94,29.21,1,11.59,sbs_na_sca_r2,2024-07-14
2025,HR,BE81,L,EU_SME_2003_361_EC,4108,619,104,23472,2060874751.52,60.35,3674012.13,2.939,65.94,50.29,41.38,0,44.73,isoc_sme,2024-09-21
2026,DK,CY2,B,NATIONAL_SME,3732,370,198,21544,1570935849.6,72.91,157349094.18,6.932,37.63,16.36,49.94,0,49.04,sbs_sc_sca_r2,2025-09-12
2010,FR,LU32,M,BANKING_SME,3949,702,203,25563,3542227844.6,48.16,17267797.6,3.485,77.01,38.75,29.15,1,12.82,tin00145,2025-09-17
2011,HU,EE618,C,MIXED,3998,334,156,20490,530270477.87,32.13,26670436.06,1.213,20.23,38.6,15.94,1,23.65,bd_9bd_sz_cl_r2,2024-04-28
2012,LV,PL50,N,EU_SME_2003_361_EC,4326,385,104,18311,757313022.64,47.48,9822349.44,5.995,70.01,49.13,29.97,0,24.59,sbs_na_sca_r2,2024-12-14
2013,MT,BE282,D,NATIONAL_SME,3879,353,176,13810,563167044.09,46.87,129313172.37,5.875,76.08,10.56,19.58,0,9.53,isoc_sme,2026-01-10
2014,PT,PT666,O,BANKING_SME,4226,830,288,28092,3593551500.82,33.57,4283010.35,8.331,27.0,35.92,24.33,0,24.76,sbs_sc_sca_r2,2025-11-24
2015,SI,CY182,E,MIXED,4357,367,331,20986,2778081563.19,33.33,91097676.26,3.617,55.99,30.65,13.88,0,46.91,tin00145,2024-10-15
2016,AT,LU511,P,EU_SME_2003_361_EC,3530,568,73,14312,1285757638.16,68.48,214232551.58,4.654,25.04,58.45,7.73,0,23.13,bd_9bd_sz_cl_r2,2024-02-08
2017,HR,FI609,F,NATIONAL_SME,4257,554,238,30956,796829376.04,48.55,100832098.82,4.362,38.94,35.3,29.54,0,19.6,sbs_na_sca_r2,2024-06-08
2018,DK,CZ92,Q,BANKING_SME,4113,629,89,15164,675695660.36,81.06,111136145.53,3.47,44.04,53.68,45.73,1,25.31,isoc_sme,2024-12-10
2019,FR,RO845,G,MIXED,3505,657,207,23815,2132034118.89,62.52,275568523.54,5.339,81.29,46.78,37.03,0,44.65,sbs_sc_sca_r2,2025-06-29
2020,HU,SI49,R,EU_SME_2003_361_EC,4239,795,166,33218,2329136565.77,63.54,258195848.79,3.383,57.75,56.72,31.8,0,52.15,tin00145,2024-06-01
2021,LV,BG21,H,NATIONAL_SME,3889,695,166,19726,2714389529.93,63.45,59144230.65,2.048,78.28,48.68,28.36,1,27.75,bd_9bd_sz_cl_r2,2024-04-25
2022,MT,BG796,S,BANKING_SME,3680,559,76,15454,1463328096.52,34.03,71156940.01,4.63,16.29,26.86,53.17,0,57.41,sbs_na_sca_r2,2025-11-14
2023,PT,LU69,I,MIXED,3957,735,234,32145,1735869235.83,62.64,237830161.97,3.433,18.44,39.76,28.33,1,16.17,isoc_sme,2024-01-23
2024,SI,IE72,T,EU_SME_2003_361_EC,4233,391,314,30852,2927842191.76,49.83,106277825.3,7.434,57.61,5.81,20.82,0,19.95,sbs_sc_sca_r2,2024-07-22
2025,AT,LT5,J,NATIONAL_SME,4042,761,225,34214,2221812956.21,79.34,53968614.17,1.612,38.2,52.49,13.46,0,7.68,tin00145,2025-11-07
2026,HR,HR60,U,BANKING_SME,3685,673,255,27515,2663565972.35,35.97,113623296.1,6.395,11.77,16.02,30.93,0,66.14,bd_9bd_sz_cl_r2,2024-02-27
2010,DK,BG3,K,MIXED,4316,440,170,16623,1216858595.63,30.26,12139412.97,7.064,91.45,59.96,41.98,1,21.0,sbs_na_sca_r2,2025-06-13
2011,FR,EE40,A,EU_SME_2003_361_EC,4193,481,324,26665,2036470513.9,47.53,109047677.77,0.722,51.29,29.56,11.92,0,6.12,isoc_sme,2024-02-28
2012,HU,ES764,L,NATIONAL_SME,4313,913,232,39992,5206341661.72,83.77,221435642.17,4.253,50.01,55.41,51.63,0,23.95,sbs_sc_sca_r2,2024-12-13
2013,LV,GR45,B,BANKING_SME,3782,564,223,17990,1817397632.31,61.67,36049171.32,5.179,91.27,38.49,16.38,0,67.59,tin00145,2024-05-04
2014,MT,LT808,M,MIXED,4239,886,95,33855,2948747372.39,59.46,141936280.21,5.243,58.32,16.56,16.78,1,13.98,bd_9bd_sz_cl_r2,2024-11-05
2015,PT,LT969,C,EU_SME_2003_361_EC,4168,891,267,31561,2979472881.76,78.91,328813183.87,7.902,75.07,59.18,31.88,1,41.49,sbs_na_sca_r2,2024-12-02
2016,SI,FR861,N,NATIONAL_SME,3529,459,228,24911,794213702.64,59.61,42773016.31,3.56,86.52,28.41,28.79,1,27.41,isoc_sme,2025-12-24
2017,AT,PT691,D,BANKING_SME,3926,371,133,20912,1846330816.84,64.77,17109909.03,1.626,64.89,8.16,17.35,1,65.32,sbs_sc_sca_r2,2024-09-25
2018,HR,LU1,O,MIXED,4040,851,204,26682,1786589315.96,66.53,253252898.94,6.441,67.23,18.63,6.9,0,31.73,tin00145,2024-08-14
2019,DK,FR99,E,EU_SME_2003_361_EC,3846,755,149,16503,2037881114.06,32.41,78429746.85,1.117,64.7,24.16,40.01,1,67.45,bd_9bd_sz_cl_r2,2025-03-07
2020,FR,CY16,P,NATIONAL_SME,4014,354,261,21594,2449617609.49,43.83,142260412.19,8.129,78.38,14.18,9.39,0,41.35,sbs_na_sca_r2,2025-06-30
2021,HU,DK41,F,BANKING_SME,3904,473,123,19084,1119592748.27,42.95,169968317.25,4.081,31.21,7.14,40.06,0,37.7,isoc_sme,2025-08-25
2022,LV,PL55,Q,MIXED,3549,550,149,24428,1625868308.81,69.01,2871878.46,2.939,71.65,9.25,39.89,1,4.29,sbs_sc_sca_r2,2024-05-05
2023,MT,SI386,G,EU_SME_2003_361_EC,4371,723,216,28940,916436449.24,31.93,71248723.82,6.211,75.65,5.36,6.34,0,26.96,tin00145,2024-10-31
2024,PT,PL700,R,NATIONAL_SME,3864,779,139,32306,2569706147.79,81.03,139588946.78,8.089,94.29,29.12,13.83,1,20.77,bd_9bd_sz_cl_r2,2024-11-17
2025,SI,PL2,H,BANKING_SME,4179,469,301,26792,950688390.14,53.05,52628353.29,0.271,34.31,6.23,26.58,1,21.73,sbs_na_sca_r2,2025-08-04
2026,AT,RO3,S,MIXED,3896,825,229,20521,1615197716.49,33.12,9805331.17,7.069,62.23,38.58,24.46,1,44.42,isoc_sme,2025-12-30
2010,HR,AT3,I,EU_SME_2003_361_EC,3858,409,167,27452,2096219701.14,71.21,209019749.06,0.443,86.06,54.17,12.23,1,58.49,sbs_sc_sca_r2,2025-07-27
2011,DK,MT29,T,NATIONAL_SME,4203,806,186,21368,1940197365.96,37.46,24340634.89,4.217,75.19,51.53,50.7,1,16.79,tin00145,2025-07-13
2012,FR,MT277,J,BANKING_SME,4264,759,253,28066,1407264380.61,53.38,79265366.14,4.486,88.0,9.37,15.9,0,6.51,bd_9bd_sz_cl_r2,2026-02-04
2013,HU,SK36,U,MIXED,3882,344,292,27110,2497266236.81,82.49,172571282.17,3.747,19.33,60.77,54.06,1,36.32,sbs_na_sca_r2,2025-03-07
2014,LV,LU19,K,EU_SME_2003_361_EC,3907,679,298,27262,1615533012.35,55.56,38676220.75,5.965,30.5,15.7,14.27,1,29.91,isoc_sme,2025-07-23
2015,MT,RO93,A,NATIONAL_SME,4057,452,276,30506,4123670017.0,56.44,102083737.05,2.594,86.2,46.59,54.27,0,58.18,sbs_sc_sca_r2,2026-02-08
2016,PT,MT25,L,BANKING_SME,4232,521,179,25550,689098382.04,46.02,15762593.94,3.641,87.43,43.32,43.76,0,11.42,tin00145,2025-03-26
2017,SI,RO366,B,MIXED,3728,707,106,23031,1292408853.74,55.2,71658740.0,7.9,18.14,17.25,25.84,1,49.2,bd_9bd_sz_cl_r2,2024-04-17
