tax_sales_collection_month,tax_sales_state_ut_code,tax_sales_gstin_hash,tax_sales_tax_jurisdiction_code,tax_sales_tax_base_category,tax_sales_gst_rate_pct,tax_sales_gross_taxable_sales_inr,tax_sales_gst_collected_inr,tax_sales_vendor_count_reporting,tax_sales_filing_frequency_type,tax_sales_e_invoice_share_pct,tax_sales_e_waybill_count,tax_sales_itc_claimed_inr,tax_sales_reverse_charge_liability_inr,tax_sales_late_filing_rate_pct,tax_sales_penalties_assessed_inr,tax_sales_interest_assessed_inr,tax_sales_compliance_gap_estimate,tax_sales_refunds_issued_inr,tax_sales_data_certification_level
2026-08,GA,a340753f52aa7117662eed976393db37c82b9aea09e4dd50fef1f67f030f6fef,GST-GA-90,SERVICES,18,178870969,23894293,22243,QUARTERLY,73.75,160004,6726966,940417,2.94,582875,347677,8.05,351169,L2
2026-06,OD,0d46adc8fb4e438f9cd1260bccfc343b67355e26404b9bddd5d3316b8775e26f,GST-UP-33,SERVICES,5,235031642,8581918,40490,MONTHLY,53.35,72395,2977222,364606,4.23,25470,101904,1.23,1265022,L1
2021-02,KL,fd9399ad9a030ffde0dbc0f50ed51b01d0e61ba026f37956ec14d0a015879bcd,GST-MZ-37,GOODS,5,24896187,816558,38417,MONTHLY,64.56,199234,306545,12031,11.37,15018,4281,6.64,198885,L2
2023-11,AP,f771eccc6b49d254429b3d1bb9b8056e7e4cab5a427d97b66b9f772658c5f207,GST-LA-73,GOODS,28,154039523,38058087,38483,MONTHLY,95.81,80733,12921559,1516293,2.54,168441,103241,13.03,103863,L2
2022-09,TR,edb64d0501aeb910c6a187592daaa7093bdba059d8ff3543fcd4ec9365b82392,GST-HP-09,GOODS,12,111871441,12673991,20005,QUARTERLY,19.09,191826,2802969,588160,7.88,326942,10576,0.7,948417,L2
2023-10,TR,1c0ae7774da410103e38c2e95d583432dbeeeabe1912172b77d4981eece8b172,GST-NL-79,MIXED,18,118320731,19027217,21563,MONTHLY,94.28,168871,2968357,1252122,4.47,437978,258648,5.97,3264693,L3
2025-09,JH,645efabedebbbfabf9b8b7306f47178f8486ec8e0896776d832157fb13002640,GST-DH-11,SERVICES,12,43523678,4507622,29770,MONTHLY,35.28,112379,3199833,307741,1.71,121677,19239,3.8,934239,L3
2022-05,AR,4b7631e89eb29fcc66a6c9cb2ab0f54d85174a34bb0d7071c03a702cd62cb3ba,GST-TS-46,SERVICES,12,205617215,22369022,42858,MONTHLY,34.84,44310,7494260,1466070,6.65,648901,192862,2.89,3152567,L2
2023-10,DL,d8cf0628287b770320f8efbbc6d84aaae54ab8954ec65df1507e16b4a30986f1,GST-HR-53,GOODS,28,161920536,45268752,33457,MONTHLY,22.47,133614,35275028,3451351,4.47,1082358,534274,5.99,4113771,L3
2024-03,ML,1437a917e1ae0d2deeb1f753120bb7245972528b90b6eec0b0cb4b84a344eb70,GST-AS-06,SERVICES,28,115768905,25071659,12284,MONTHLY,35.42,32564,4228038,1814964,10.47,201079,178613,13.83,979941,L1
2021-04,DH,c324a381338277b12f28a8b61c850c62b5751eba29d35698b948b1dba9a85292,GST-RJ-17,MIXED,5,238007716,10001147,2693,MONTHLY,50.6,198045,6989779,222086,11.11,185513,7388,6.96,406496,L2
2024-10,MN,6afaf0280ff873e998376f17fc508c17978412cb778abebd7c78d77088671e27,GST-RJ-96,MIXED,18,109032136,19843161,42388,MONTHLY,17.09,90696,7127718,312335,6.84,557578,208022,9.25,4694305,L1
2021-09,UP,81a816f7185671977d7348da1caf869eadec1ffee536f37044364d431e146f09,GST-HR-71,SERVICES,12,58381459,5314266,5069,MONTHLY,16.87,181513,3293558,159630,3.52,30363,99790,12.56,8063,L2
2024-03,DH,6ef1296ce0074d861fd8f0265bfe969d04072d5bc4576cd3f4f09b4d0824b6ae,GST-AN-13,MIXED,5,140456988,4697594,31276,QUARTERLY,28.8,73633,2986901,31436,6.38,26964,12054,1.76,777061,L2
2021-02,TR,e8d16a35d2d35ad7ee995cb254109e8fd8fc529041ae5a3116876985cbc22cfb,GST-HP-21,GOODS,0,97804416,0,34439,MONTHLY,0.78,96248,0,0,10.62,0,0,5.13,0,L3
2025-03,DL,2d57d226d55f6848ed2ba1bc38a08e0355434d531fb5f9ea9753cae8f18e2ceb,GST-LD-58,SERVICES,12,116436314,12792570,2314,MONTHLY,64.63,84887,3726326,476335,8.1,241173,80472,0.6,2454382,L3
2021-06,AS,6b3553feddbc93434c6e0fc64fbeb6248fe7c5b8c06071127897820515c030d9,GST-UK-12,GOODS,5,67900890,2292610,19735,MONTHLY,20.13,44799,1708671,22033,1.04,31069,11046,1.41,75114,L3
2024-06,WB,6c01aeef2174fb29584b5a43d3366639f7b66ba724b3020ddb203fba2b634c4a,GST-SK-55,SERVICES,28,145183328,29617210,17791,QUARTERLY,87.31,198917,9147407,1079190,0.77,80459,373899,4.1,4550954,L3
2024-05,UK,2fc5c919b838d8df06d0096af4d9dd9d1db705cbde2808ea95880cfa00f3ee2f,GST-TS-44,SERVICES,5,96831906,3981857,3050,MONTHLY,37.85,33313,933937,175732,1.86,90988,29479,9.13,610499,L1
2022-08,CH,81c831ae49a15d18068c883fe9e13b348a0077889dfbccd1bf3351cdd23e9d9f,GST-AP-66,GOODS,12,223586068,21465537,34354,MONTHLY,45.48,170166,13575901,620726,6.79,217941,134825,6.57,4459783,L3
2024-09,TN,ec6020cf6bafba723edebd75cc88a433a05b5b30a0eaa332072f81709f54019c,GST-MP-26,MIXED,18,114907294,21075495,16123,MONTHLY,92.8,27889,6365364,531193,2.01,575180,71857,2.88,5263624,L2
2025-04,HR,c7747fe6ad7fb811f37b01dad5f1a71d73e33c565e7d8adc52fce506a7516f17,GST-DL-17,GOODS,12,17251356,1784250,36214,MONTHLY,2.53,26257,1171365,63159,3.05,31871,12969,0.76,302581,L2
2020-02,SK,5d15ec380acb9ef7baec35757a1fda09afccea0bc6887df497cd1201c83ac310,GST-LA-49,SERVICES,12,141224221,17037367,35531,MONTHLY,70.74,3931,8028204,340897,6.34,385650,337908,7.3,2740039,L1
2024-06,UK,c83c302de90201f02bbcfd3d192108eba4860b179e37624efed5c4f6fd2c87c8,GST-GJ-83,MIXED,18,140559699,20495119,18449,MONTHLY,50.58,170305,8262926,617576,6.79,111355,355676,0.56,950259,L2
2022-09,PY,ee32ac5a854f2159a131d7830f57ba19fc295674ba2ca83e0569b339f9cf9839,GST-JK-93,GOODS,5,31609247,1395785,21553,MONTHLY,63.66,150356,269014,78801,9.9,28306,2680,2.79,165398,L2
2024-11,UP,13661c8adb2f4ded33ca140e9a07113e90efb7b62f70831500dd8eb9bd5e6d70,GST-MH-91,MIXED,12,125381150,13178220,11471,MONTHLY,97.01,154033,4692340,952386,5.24,382755,166644,0.88,2489961,L3
2026-09,DH,94c099711782305b098d83710c88b42df8933b004d653b7dd95835672a0286aa,GST-UK-39,SERVICES,28,194146252,38830669,336,MONTHLY,12.95,106561,12938377,164266,9.33,260731,374791,8.59,9267685,L3
2024-11,AN,0c51e6ecb24bad5a98090d0cc7f2f2e547e14d30b8b930fba23314a098ee8f15,GST-DL-51,SERVICES,18,7776359,918142,8750,MONTHLY,67.52,40798,617186,71255,0.95,20407,12464,2.32,47223,L3
2021-12,BR,303fcf49ea244646992be1520b63d18c82af0a3efc0017f3ceb7ee7476b0ba13,GST-HP-74,GOODS,12,135515741,12319044,5064,QUARTERLY,70.44,90805,6160642,416260,6.51,150534,231692,5.6,166688,L2
2022-03,AN,12e1872985899d21a45b9edf6beddd9d4bf3ad0a34e77024a2f77a6053878e01,GST-CG-29,SERVICES,28,10751233,2018768,48889,QUARTERLY,45.32,161619,1592508,136351,5.15,6081,3658,3.31,387492,L3
2023-11,UK,923c2a77865759934b3401b74376e42dd1096e8d8fb5494b8f68f438db85aadc,GST-NL-59,SERVICES,18,31370510,5354599,10218,MONTHLY,17.95,268,1110753,282400,11.1,143734,59332,13.48,208932,L2
2020-03,GA,0006912d073022926257687974e52e417f5d925ca7cae3c23be98e8616c47259,GST-TN-81,MIXED,12,215241155,25523716,19677,QUARTERLY,17.21,119559,12950732,1681727,8.64,332872,35306,9.54,4177216,L1
2024-09,GJ,fafe076b1e2949cf8dc9a8847c0c9a121c59f997277efce7469735c044e4a124,GST-RJ-50,SERVICES,28,145536136,32041367,28417,MONTHLY,42.03,94817,10196178,397279,8.3,333261,238357,6.29,1946222,L1
2024-11,JH,24ab59efd6f8f21de095f00823cd9a76c5dff8e3ad3743fcb5d1355a3d0eb560,GST-TR-51,GOODS,12,207256950,17911259,20271,MONTHLY,67.52,31637,8489246,179867,10.86,425468,161424,12.21,4248374,L1
2025-10,SK,0333f6f275470005652397aa1871dc46c35311ccac2be222ed4ef6446253d6f7,GST-LA-39,GOODS,28,82104953,16317919,46567,MONTHLY,54.99,2948,4714586,61436,2.97,6307,27705,12.28,3348250,L1
2020-05,AN,13ef45f3df44f3120bddf827584a3817c6069bac1bd95ca440a913b69194a991,GST-CG-61,MIXED,18,34947665,5370513,8455,MONTHLY,10.29,63784,1963214,93525,9.09,95033,26127,10.68,796660,L3
2024-10,DL,7b61a4b5f71ee5077445b818610eea04a84cf9388b31cf24942d121944c10526,GST-LD-20,SERVICES,5,25246055,1043987,40942,MONTHLY,5.32,138004,655604,53890,10.39,1655,11949,7.64,28495,L1
2022-07,GA,b97871830247aea6e23906685d3f7fa91b14c8d90c2d487c2852cabcf9ddc75e,GST-GA-42,SERVICES,5,219956174,11300339,18814,MONTHLY,37.08,69763,8185095,454708,11.91,319305,50967,7.8,1670440,L3
2021-11,PY,d68061539a029ae5ab79a0ddedab65e036849d4b444e539cc220bb86a8f43455,GST-LA-28,SERVICES,12,220353300,26786710,34805,MONTHLY,11.21,197267,14435843,1426138,5.15,722781,385613,12.13,282627,L1
2023-02,CG,0480970bc1394f7299c97cd5b2e9e5003004bab2cc491b60907878aa5b22fd71,GST-WB-27,GOODS,0,244787289,0,48945,MONTHLY,14.01,62319,0,0,7.99,0,0,2.22,0,L3
2024-04,SK,e5b4032dcdf8e6122483f67e49a41a459f2cacf69f5dbdd0f98f196525ef0aed,GST-CH-26,MIXED,18,128490080,21072988,5766,QUARTERLY,67.95,178063,8541219,271734,2.26,333260,209658,8.38,3663010,L2
2023-05,PY,e42857c9264475a0f4bb6963cad653fb57288f539c52703b7de9ce340e17539c,GST-DL-49,SERVICES,12,178925102,21245854,25040,MONTHLY,47.54,151406,10846464,376851,6.71,496789,237578,13.84,802425,L1
2025-11,MN,053fb6556d3954a01fd85661f31f15a5a4f85455ad6bec3b02a95aec4cf86516,GST-CG-93,GOODS,3,49542937,1445992,23988,MONTHLY,64.81,38610,774877,25992,5.35,30583,9346,12.4,30313,L1
2021-04,LD,652ec86853487c60f2b0fa9a6280bf66ef0128aed0a5e4cc25390d6d3184dd30,GST-TS-01,GOODS,18,116134824,16079779,35369,MONTHLY,34.74,50783,11628582,931630,1.65,206532,176710,6.57,1801543,L1
2022-11,TN,467e893740535eec22b97ce9009a3a45d2bf76d12a9df9ef495ccef943809b22,GST-MP-88,SERVICES,18,111346430,17963351,35494,QUARTERLY,9.43,127975,14717982,45293,11.01,87021,115443,11.59,4422116,L1
2021-09,MP,3aa68ec9b275d638847a4e2bd0b2a1eeb20eb571ab5ef6c71dc015421777a553,GST-MH-94,SERVICES,5,55480268,2364920,47071,MONTHLY,6.46,22316,686451,63729,10.82,59758,42891,2.24,443486,L2
2020-12,DL,0f107fcd41d94d9f1f7d5a9aff37af10741c0388180586a569ee45d34e0b8097,GST-OD-12,GOODS,5,38089475,1671714,24282,MONTHLY,1.68,53314,1332798,73426,11.5,34651,2786,13.64,212319,L1
2022-04,AP,2602ecf487b284d566b2271a07c82d694cacba30e46e0bfe31e5dd03fce34daf,GST-SK-07,MIXED,18,222087410,33010230,46228,MONTHLY,86.31,121162,18330232,35818,2.16,310957,134230,7.69,1401758,L2
2025-08,WB,a5efff50864d5e156957cf53d4fe46ab8eb4635db63c65409ffcf082288bb3d4,GST-UK-09,SERVICES,5,97854591,3668383,46155,MONTHLY,96.45,108206,1465240,273523,0.23,47735,18493,11.91,219860,L3
2023-12,MN,d662d37b8fe4f5c505178f8f360fa19c36e121fc75878efd924b32a4c76d02d3,GST-SK-16,MIXED,0,88715745,0,44033,MONTHLY,14.99,102293,0,0,8.91,0,0,7.92,0,L2
2022-07,UK,f5a5307018322bc8f7c79edd42d4ee74d8f645db835b4b8ffc4b78782b6a97d9,GST-HP-20,GOODS,28,127008881,25308947,16906,MONTHLY,94.61,91831,15400518,1663388,3.25,481880,228888,9.2,385790,L2
2023-03,AP,04cece7eb153e2b47c5878b3e02904bc78f698020b95390f96917e97b146266d,GST-MH-60,SERVICES,12,60260023,5481351,45407,QUARTERLY,26.35,14886,3424561,206626,7.54,151124,60861,5.84,773362,L1
2022-08,JK,afdff3d3842f1ac6f54d6f640d8d114b8b5dcfe268209f78b6cfbc647f60f0a6,GST-DL-64,MIXED,18,144069346,25316504,6443,MONTHLY,64.49,51519,19738603,1184250,6.41,22413,149573,2.48,5734435,L3
2020-09,GA,10fe1240e26437b1e5967aebf17d2880ef554757bbf084ac4195d3a181afe7d3,GST-UK-84,GOODS,12,217808102,26373939,30575,MONTHLY,37.97,199172,9985052,53588,6.94,497088,141825,7.8,2986108,L2
2024-08,SK,4329d27e572d16b764e8c9727c10cb3b2e8a2903ed63124fa1edf198fa475454,GST-MZ-10,SERVICES,28,226529541,64959746,5974,QUARTERLY,61.87,107916,34205912,4182790,5.95,749268,842640,14.8,15149570,L1
2025-06,HP,ef5043d87804d071d792014ba095dde69570417ebd3275a35cc77adb30834b84,GST-HP-97,SERVICES,12,51082150,6323852,43374,MONTHLY,84.3,66553,3781096,6409,0.12,54829,86781,0.45,1164949,L3
2025-09,LA,b10f8cc451c111e85466d0d328d4d15979c1853d0f435d2401ed95d7d56c404f,GST-CH-98,GOODS,18,217665151,27736898,20756,MONTHLY,86.07,135589,19267965,1395249,3.21,748778,287449,5.26,4859927,L2
2021-04,DH,8b51acf28fd4b30d4ec2adf4f97bc5ca26cee7bfcd394e4e65bdbeac15fd71fa,GST-HP-15,MIXED,28,87322438,21169351,39676,MONTHLY,86.9,99901,15820355,151582,11.07,272571,297962,1.46,2217722,L1
2023-02,DH,0d89da8eb56035271192bbc93ac60e41f204dedc6e15099879b12f0c3bc83117,GST-JK-98,GOODS,12,202436691,17531022,33419,MONTHLY,26.46,137208,11664903,1110386,5.07,222790,271088,10.32,754977,L2
2023-11,MH,85acb60fdc05e50988b9e8f4e9e222ace2286f328c485887f867345923d7dd32,GST-ML-97,GOODS,0,78373163,0,49585,MONTHLY,77.69,142129,0,0,3.8,0,0,4.92,0,L3
2025-09,GJ,ffe1b04571f6cd090aff63cb20481975c8abdef86a3062e64a61428200937351,GST-TS-83,SERVICES,12,77477664,8789483,9329,QUARTERLY,34.92,36477,4415605,110476,0.29,196315,41271,14.73,345637,L2
2021-10,AP,326ee163365fb35ce22ba073762b822226b2891cffdc23c182532408d6f59230,GST-HP-57,GOODS,18,109575254,20514388,44042,MONTHLY,18.03,41349,10703981,110034,4.45,271654,255113,2.57,3712314,L3
2020-05,HR,1cac0ed34f2c865b937e7e49f1f5631f826f06729e052994a5f0e5b390b533ef,GST-GA-75,MIXED,18,191107612,35691578,10067,MONTHLY,30.84,4093,29814438,701295,2.67,421625,623805,6.99,5261279,L3
2026-10,TN,0c676ed0b27517d817304e473a82aad25e5af738d826083c94e8989713481f33,GST-HP-84,GOODS,18,103289057,16380771,26920,MONTHLY,34.81,114201,8611240,1270094,6.25,340136,265770,14.79,2437429,L3
2021-07,MP,23205ac84492d706457f27d14ad052aa80190f563cd22a7f5f6ce4ec7581dbe3,GST-RJ-68,MIXED,12,224546457,21741288,1776,MONTHLY,56.35,159210,3878271,210555,8.31,403558,253462,2.98,1766005,L1
2026-06,AS,71ee3f92bf3ffd035b3596dff1e3fad291e60769d35b6a28a2b2178246dab4b0,GST-TR-89,SERVICES,3,223950162,5332815,172,MONTHLY,61.72,116365,3598984,194384,0.74,159008,47328,1.74,323418,L2
2024-05,PY,a5282e297e11692da627b542def1ab2d77d0e108290fde553be46da6bad405d8,GST-NL-39,SERVICES,5,209529229,9100759,22741,MONTHLY,39.88,132003,3875152,198225,8.54,84806,5888,9.84,1739928,L2
2023-07,JK,92eb7022c5ba7d785ca0497b14b76296a9877299eb58a6d5b254d8e16b5c0087,GST-AN-40,MIXED,5,51220019,1784907,49680,MONTHLY,82.73,138595,914008,94550,0.27,50005,32903,1.15,104057,L2
2021-12,ML,d172cbc56bdabebec54719573e7877089b46eea9047dc2e3931a109100c23fb2,GST-GA-62,MIXED,12,153025622,14708538,19038,MONTHLY,5.33,90820,9825830,902251,8.2,222338,219004,6.03,405634,L2
2026-02,HP,e4d3331ed7f6294af868845193acb165d69cc18abc05ea48c91bc413ec76143f,GST-LA-63,MIXED,12,66016395,5572593,26736,MONTHLY,86.72,153369,4593838,418233,1.86,4627,31670,4.28,664515,L2
2021-08,MZ,a1f4161ad558b3a8eb60929c0d50bc5e0741415816ab41677ff64567b6bf1bc9,GST-SK-27,SERVICES,5,141581829,4776243,19821,MONTHLY,73.0,126744,3407491,177925,4.18,102776,48315,7.31,860954,L3
2022-09,HP,c678993cafea12856899d3371fbe9dd0601c028fa3d97c0f355757c32a061389,GST-KL-59,SERVICES,5,21281609,1100595,47170,MONTHLY,36.4,72306,361821,40705,1.47,12724,5265,1.38,4716,L3
2020-10,AS,2c97261c2515f4c16d3bab857a994395bd40e6c75c7e6ebe5e2fbab1d2deba2e,GST-PB-93,GOODS,12,210977831,19672192,12874,MONTHLY,61.59,177112,5932947,439274,6.65,518469,360215,13.29,1274572,L1
2020-03,MN,feb3643bdec15142aaa658d256c5eb3ee93e0cc6123c249babe7baaabd46e47f,GST-ML-67,GOODS,18,85255086,12878132,21130,MONTHLY,43.06,111701,10744021,770079,9.5,158961,115503,1.18,2150201,L2
2025-05,GA,30d2e74d0d29140616c59443acdb3acc40e1e13aa06369b47dce2eeef2b2517a,GST-CH-66,SERVICES,28,130973088,34047345,17092,QUARTERLY,10.83,73029,10187561,2702614,6.72,121088,581443,13.81,3478814,L1
2021-11,BR,f2188236dfd26070b19a2c1a9af62c004fa2dbff40536920c91941aacd96dfb1,GST-KA-81,GOODS,12,80515196,8250626,32507,MONTHLY,96.38,58298,2033622,235328,10.84,167249,102274,11.98,5453,L2
2024-04,PY,5cc5ccaf4f31cc2c897a98fcfb4265633e86477d7d34e8622d4262d544dfca64,GST-TN-48,SERVICES,18,61624543,11200967,25730,MONTHLY,35.32,89302,8691862,629754,0.38,115235,117660,12.64,1972335,L3
2025-02,AP,9f05a79a08446835e8417e724df8fa45e13ea75ebf39bbe8dd53e697bd41c712,GST-UP-82,SERVICES,12,61996121,7542460,43958,MONTHLY,84.21,115150,3481835,465286,4.29,140272,136786,10.78,387614,L2
2023-03,CH,84862acabb4f0dbf184da9d05a9db58cc6ccc0d44ef1b7a7b1968e3b8b03bcdc,GST-PY-73,SERVICES,18,112978631,15479106,3636,MONTHLY,77.87,104499,2849793,1008076,4.56,135396,42787,14.63,1057855,L1
2024-04,JK,4980384af39b2a35d52d8f799005c91f17cdfd4a8ce7bd463d1e08d951d37faf,GST-BR-59,SERVICES,18,188840662,27919708,7826,MONTHLY,75.95,119451,15777870,1350436,3.83,282167,35955,12.01,3464005,L3
2021-04,ML,e474d5000440a9f5902cfd0f5af3ab891ed75269d18d8a5c07ac93f6d50b5db6,GST-TN-07,MIXED,5,212332904,7751022,17164,MONTHLY,3.54,137322,3164593,251519,5.05,121561,102789,6.32,1765192,L3
2025-11,DL,6c398d24dc8adb7babc1bcbdc6e74de46b9f41f26cfa7a1278ee8647128ae4af,GST-MH-09,GOODS,12,64528069,7917184,18282,QUARTERLY,83.37,150371,3614354,374398,6.86,121990,144939,12.34,858894,L3
2021-02,OD,b502f5c446f1e1e2a7e56fc0231b6d81b1d2836f8fc4f9f54925e7153fa697ec,GST-MN-44,SERVICES,18,4900168,594551,28335,QUARTERLY,47.8,98482,338574,4777,2.33,17742,1588,14.13,10414,L2
2024-08,JK,fb4d7affa57df8e6c87300ca9860b9b7ed6be9ffed0c22c5bc6ba24e7a2519a2,GST-ML-75,SERVICES,18,47764933,8361864,43767,MONTHLY,87.43,182231,7059566,648754,2.41,135323,40621,12.96,924014,L1
2025-10,CH,03c439c48689f50b8f8e632858418c15aec2e49e824135b5f9e83999f0a9f642,GST-MP-37,GOODS,3,103723848,3057006,47044,QUARTERLY,39.13,142762,694686,38159,1.7,55399,24440,9.48,279818,L2
2025-01,TR,e246d2ddce896ba3555e9ecd10b987f8b24ff00cadc62027c58f253c7da64f80,GST-PB-14,SERVICES,18,151354232,27283709,24838,MONTHLY,64.87,98606,8616238,476074,3.57,700584,508596,13.77,794829,L2
2020-03,RJ,54e8d83deba3ff3f8736c5a95ab788d61f93c5197a44db7d437c5dd524d59823,GST-HP-62,GOODS,5,214552865,9762073,29794,MONTHLY,30.05,54804,7179679,467570,7.74,2332,166485,8.35,374643,L3
2022-09,AP,bc81049d3c66bd69d70aaf8a3d031ef5d55ddff92e2140205ef053f8e5741904,GST-DH-65,SERVICES,28,112189386,26899844,32944,MONTHLY,72.28,9074,6605765,1160889,6.18,759915,522731,3.22,4031898,L3
2025-09,KA,d60c3dd478ee883ed34746c206e9ed9a41007adf946b023fb67f6f8dc2422d18,GST-DH-19,MIXED,28,135811322,33898298,29364,MONTHLY,99.19,24391,28190930,178530,3.45,341082,524584,2.63,8312761,L1
2025-05,PY,60923b6b192668515e26b7ae3a917a47bf9633b5491ecc9f3e33e1dd5c10956c,GST-BR-80,GOODS,18,98825041,12923725,27194,MONTHLY,32.06,128209,4910173,579039,11.52,320128,90047,10.48,2858215,L2
2024-02,LA,bed05f73d1810eb5973bf434d60a69f17e7448f768682c950e5736cde46aea3e,GST-AS-88,SERVICES,18,98580293,12779557,47025,QUARTERLY,33.23,12583,7554042,679748,7.6,227289,13479,5.27,2654491,L2
2020-10,UK,c13601056ea45c32f788f813464ac3cbbf4774489124d2d690984a0e3cecad37,GST-ML-03,MIXED,28,188025669,50907293,23439,QUARTERLY,74.51,153,14624083,1952927,3.24,1303214,626546,1.38,3104559,L2
2022-09,NL,c7f2ead5dee47cecd3b7c9c1c54f4b5c3d7c53f4ad4fa9a333241c401a78e14d,GST-TR-98,SERVICES,12,178317105,18573864,30281,MONTHLY,48.23,16572,6900701,857684,0.55,213597,332344,1.03,2708770,L3
2026-07,MN,aa37bafa80480851dfc19e4a23ac37c71e2ee95667474a435b6e4491e964401a,GST-SK-79,GOODS,12,178381689,21895143,17969,MONTHLY,27.99,134401,11788067,202863,2.82,560713,195618,1.91,784223,L1
2020-08,ML,9e72752dbf619eca4aed04a11074ca63ab8f364c85c0729502d806bf98286e26,GST-HR-91,SERVICES,5,153606324,5814338,21227,MONTHLY,97.01,4304,4798899,417387,5.86,162504,45617,11.6,627443,L1
2025-04,UP,2ef25a6729e1a5de1fa0c9ad54736236fd9d03a2647a72225f13be95a4a2ab3f,GST-PB-75,GOODS,12,200367832,18345746,48125,MONTHLY,6.64,168256,7617438,1458648,2.47,164192,290872,0.67,3369623,L2
2022-08,JH,9cdbb79835fd3b9a47a648a543a02a0a2b80488e7477ba4da462570835891991,GST-AP-35,SERVICES,5,140801475,6013265,8038,MONTHLY,87.43,196372,4702837,295551,3.88,111979,48024,11.57,326296,L2
2025-03,RJ,7535ecd2e67d509a1cde7e77fe8e747943b8890d6de855888d674acc3d770bc5,GST-GA-91,MIXED,18,240686919,29527774,36235,MONTHLY,5.17,154206,8736989,1299615,11.86,184862,433216,0.06,6335722,L3
2020-08,TN,74c0f45bd1a0b29f6e5b59321595add7c2384cb7e93a47cfaa090d5b3a7cc13c,GST-KA-55,GOODS,3,58002243,1647886,5517,QUARTERLY,64.48,151632,288181,92383,11.23,32624,6854,1.14,302968,L2
2020-06,TR,18bf5709919184a1d0817fa7c7f83cbdc6635c1dc8687f29322830fc39c37776,GST-UP-26,MIXED,18,162947737,21022475,47620,QUARTERLY,35.4,110394,15518036,1488213,6.12,585941,266349,13.08,3500472,L2
2022-06,GA,cddcb0a00e76e0c3e8dcae01471e7604b2f18b11fb799108972fa527e05e03aa,GST-WB-65,SERVICES,18,230267494,36264232,2964,MONTHLY,67.91,107574,23299605,535091,10.05,704790,413321,12.38,8024009,L2
2026-12,CH,edd1c9f31862b65cfac2ef6787f9ceff889745ae247539b02a48cd6dfb7edfbc,GST-CG-25,GOODS,28,45576634,8798853,43112,QUARTERLY,66.22,40626,2030942,349620,3.36,193982,77184,8.76,602232,L1
2024-05,ML,7edeb88b416a04e741d9fa3cedae2c00ec6706fcbc2cc18a6fec61238b0ac05b,GST-GJ-21,MIXED,0,21248809,0,44932,MONTHLY,28.83,52428,0,0,8.95,0,0,3.38,0,L2
2024-02,LA,11acdbae0c3b49941f37df11a7f9d8c3d321351ceb4009b5ba22fccc228376c9,GST-HR-60,GOODS,18,6645343,1044812,2246,MONTHLY,35.13,45626,757100,13384,10.75,21284,12864,0.71,102467,L2
2026-11,ML,874d2946c69c36b0ad60bd61d8965aaa60af8d0c0cc61bf544cd6c17661b4bbc,GST-RJ-48,MIXED,12,172995620,17896618,47653,MONTHLY,74.5,146088,4828174,589775,10.0,135274,339176,5.79,1790657,L3
2022-01,AN,36e62e16c4f5bfc45b8a8e1aa6956dfc9a98229dd3759c5b1b928b0e30bc968d,GST-BR-72,SERVICES,5,11896570,618670,43313,MONTHLY,1.15,162514,300159,43456,7.59,12286,3803,11.77,127104,L1
2025-01,CG,9daed8d489bcd5da2ef6022902f19b66b2c04728e7383a59fc35422b3155a85b,GST-AN-76,SERVICES,18,167408517,27665763,13904,MONTHLY,37.3,199227,20665936,251661,9.94,769807,30999,8.16,5937713,L1
2020-01,JK,cdcfbe79a9a923c122e7767db89c7d0d156a0b4b61555d2dc45c146b12786cc2,GST-TR-58,GOODS,5,125151956,5401917,4486,QUARTERLY,19.49,83698,2963763,78305,0.08,117190,94901,12.24,967445,L1
2021-12,AP,17649ab2c991fc8137888c39e53ec62e8bdb2a88b09083e34f82d7af9dc2966d,GST-UK-37,MIXED,18,32709784,5365972,3440,QUARTERLY,49.7,72322,4186313,275397,4.63,43149,1960,10.16,526069,L3
2023-03,RJ,905f4cb26ba6430d101e8575f03dd2b31637aff823fb1b02c4b697c68a521821,GST-KA-56,MIXED,18,79818858,13588891,47050,MONTHLY,21.13,17889,2391080,230973,9.22,366766,17361,13.48,3026940,L2
2026-05,UP,51038927e0f988d8bb51c6a8946aa354511c185d39bc7492fc9cfaff7953f868,GST-PB-15,SERVICES,18,25157367,4672682,47113,MONTHLY,69.5,76267,2087032,64819,4.88,129662,13398,11.41,916596,L3
2024-07,MP,247b9dff4d3348fe1456332d0410f25db2de28a66a8314cb998c982c50a0eb8e,GST-KA-17,MIXED,12,81206976,6908324,26015,MONTHLY,79.03,105197,1988042,510552,2.24,49078,103192,2.64,756545,L2
2020-09,LD,d66961e2fabd089ee801fdfe551baf463df4b027baff931a620ac9aa9fac52af,GST-ML-77,SERVICES,18,85670479,14428454,41875,MONTHLY,29.88,170187,6220733,507872,9.29,158829,19806,3.31,1388791,L3
2026-12,TR,e5f2a8bb719af026df38965fdb397efeaff51416a1feb83427ffd63338c2e3d4,GST-BR-61,SERVICES,18,202010856,23821894,15069,QUARTERLY,56.05,15156,16266621,408353,7.33,80166,236214,4.45,3068689,L3
2025-09,JK,da61b464a1426e76985ddd4f5c498679dadaaf4f3669962d1761771f95ca4a8f,GST-HR-56,SERVICES,3,20416974,399685,2546,QUARTERLY,48.26,77196,309711,16186,6.29,11115,1104,3.99,88151,L1
