labor_skills_posting_month,labor_skills_posting_source_type,labor_skills_job_title_normalized,labor_skills_occupation_code_crosswalk,labor_skills_skills_cluster_id,labor_skills_top_skill_1,labor_skills_top_skill_2,labor_skills_top_skill_3,labor_skills_credential_required_flag,labor_skills_years_experience_min,labor_skills_remote_work_indicator,labor_skills_salary_range_low,labor_skills_salary_range_high,labor_skills_employment_type,labor_skills_schedule_type,labor_skills_industry_employer_nic,labor_skills_posting_duration_days,labor_skills_applicant_count_estimate,labor_skills_hard_to_fill_score,labor_skills_text_embedding_version
2025-04,GovExchange,Product_Manager_1155,NCO_634727,SCL8422,HR,Java,ML,N,3,Y,597269.98,1206083.59,Full_time,Weekend,86,82,1790,0.2526,emb_v2
2023-02,Social,Electrician_1156,NCO_467380,SCL8477,Security,Excel,SAP,Y,10,N,330752.44,426974.3140291155,Apprenticeship,Rotational,81,35,337,0.4986,emb_v2
2020-10,Social,Clerk_1157,NCO_826017,SCL4936,Security,DataEntry,SQL,N,6,Y,300573.76,1912830.08,Full_time,Night,27,5,751,0.1134,emb_v1
2024-05,JobPortal,Chef_1158,NCO_222276,SCL2597,Tableau,Azure,ETL,N,6,Hybrid,548461.53,1315822.08,Part_time,Flexible,36,40,921,0.693,emb_v2
2019-08,Social,Operations_Lead_1159,NCO_895884,SCL5695,Azure,Kubernetes,Prompting,N,11,Hybrid,206929.9,1693752.62,Part_time,Day,91,39,1116,0.7634,emb_v1
2022-05,JobPortal,Electrician_1160,NCO_164380,SCL5459,Java,Python,Prompting,Y,7,Y,472064.25,2378260.2,Apprenticeship,Flexible,56,40,506,0.2874,emb_v1
2022-07,CompanySite,Software_Engineer_1161,NCO_590567,SCL7035,Tableau,ETL,React,N,4,N,315344.59,1916992.54,Apprenticeship,Weekend,98,26,2432,0.2283,emb_v2
2024-07,JobPortal,Chef_1162,NCO_062369,SCL1167,UIUX,React,PowerBI,N,7,Y,322077.7,963700.88,Internship,Flexible,76,50,1064,0.3697,emb_v1
2023-02,CompanySite,Driver_1163,NCO_574256,SCL7872,Accounting,Sales,Tableau,Y,3,Y,232346.24,1191269.42,Part_time,Night,01,21,4465,0.2425,emb_v1
2022-10,GovExchange,Clerk_1164,NCO_030714,SCL1896,AWS,Tableau,Accounting,Y,4,N,265347.65,2237430.27,Part_time,Night,95,81,3941,0.1457,emb_v1
2020-12,CompanySite,Clerk_1165,NCO_562527,SCL4401,UIUX,CustomerSupport,DevOps,Y,9,Y,208625.51,453747.3136194994,Full_time,Flexible,63,9,3242,0.476,emb_v2
2025-05,GovExchange,Data_Analyst_1166,NCO_281570,SCL1782,Java,Kubernetes,DevOps,N,10,Hybrid,197911.11,433216.18,Apprenticeship,Rotational,96,75,4827,0.9365,emb_v3
2019-03,RecruiterFeed,Project_Manager_1167,NCO_057734,SCL4870,HR,Docker,ETL,Y,7,Hybrid,215039.95,329042.46,Internship,Night,46,86,3310,0.9889,emb_v1
2019-11,RecruiterFeed,Customer_Support_1168,NCO_451500,SCL1045,ML,QA,DevOps,N,4,N,320688.53,1321041.36,Full_time,Rotational,54,69,1243,0.9521,emb_v1
2025-01,CompanySite,Teacher_1169,NCO_242154,SCL6292,Nursing,SAP,NodeJS,Y,4,Hybrid,538965.46,695136.4742421294,Internship,Flexible,75,31,3398,0.7225,emb_v3
2023-08,GovExchange,Software_Engineer_1170,NCO_492431,SCL4216,SQL,Nursing,Kubernetes,N,6,N,398675.63,1084797.16,Full_time,Rotational,40,59,108,0.3539,emb_v2
2025-12,Social,Software_Engineer_1171,NCO_435475,SCL8355,UIUX,Kubernetes,PowerBI,N,12,N,443597.02,1524352.68,Full_time,Flexible,38,58,4759,0.3325,emb_v2
2025-10,RecruiterFeed,Electrician_1172,NCO_790104,SCL7495,Tableau,ML,CustomerSupport,Y,7,N,334980.5,2104017.79,Internship,Flexible,79,82,3347,0.0241,emb_v2
2020-06,GovExchange,Teacher_1173,NCO_364849,SCL8091,CustomerSupport,Security,QA,N,12,N,231096.16,1291304.48,Apprenticeship,Weekend,42,11,2888,0.3666,emb_v2
2024-07,CompanySite,Sales_Associate_1174,NCO_210396,SCL1561,UIUX,UIUX,AWS,Y,2,Y,497565.58,1948768.66,Contract,Flexible,84,67,3699,0.2922,emb_v1
2020-06,JobPortal,Operations_Lead_1175,NCO_740760,SCL7164,SAP,Prompting,HR,Y,11,Y,244086.56,411434.84,Apprenticeship,Weekend,61,27,4197,0.0952,emb_v1
2022-05,GovExchange,Teacher_1176,NCO_952695,SCL3420,SAP,SAP,DevOps,Y,9,Y,558475.78,1673451.8,Apprenticeship,Night,23,15,4979,0.182,emb_v1
2021-04,Social,Data_Analyst_1177,NCO_604880,SCL8289,Security,SQL,React,N,10,Y,488434.12,625619.0315232836,Apprenticeship,Weekend,03,67,1408,0.0463,emb_v1
2025-04,Social,HR_Generalist_1178,NCO_042519,SCL7646,Tableau,Tableau,React,Y,1,Hybrid,595007.19,1767375.5,Part_time,Flexible,15,56,34,0.5779,emb_v1
2024-06,JobPortal,Accountant_1179,NCO_834904,SCL7745,Docker,ML,CustomerSupport,Y,7,Hybrid,434245.91,1263516.66,Internship,Rotational,59,4,2724,0.8212,emb_v1
2022-07,CompanySite,Teacher_1180,NCO_493630,SCL6483,NodeJS,DevOps,Accounting,N,4,Y,206121.21,1119292.05,Internship,Flexible,05,40,3427,0.2711,emb_v1
2019-07,JobPortal,Research_Assistant_1181,NCO_453014,SCL7448,DevOps,NodeJS,Security,N,11,N,462065.78,1113761.77,Internship,Weekend,47,67,3955,0.8871,emb_v3
2020-09,CompanySite,Project_Manager_1182,NCO_139311,SCL6912,CustomerSupport,SAP,React,N,2,N,494641.69,1729196.83,Internship,Weekend,35,70,4076,0.9133,emb_v1
2025-08,Social,Chef_1183,NCO_634326,SCL7022,DevOps,Marketing,Excel,N,6,Hybrid,454249.08,1309937.97,Contract,Rotational,57,82,4587,0.3223,emb_v1
2024-05,RecruiterFeed,Research_Assistant_1184,NCO_962335,SCL4098,DataEntry,Java,Marketing,Y,2,N,125665.61,1406281.17,Internship,Weekend,94,20,3041,0.0673,emb_v1
2020-08,CompanySite,Sales_Associate_1185,NCO_177281,SCL3343,DevOps,Java,PowerBI,N,11,Y,303102.79,1221512.4,Full_time,Day,06,8,2522,0.3072,emb_v2
2021-04,GovExchange,Mechanic_1186,NCO_862538,SCL7792,PowerBI,ML,Prompting,Y,2,Hybrid,292221.94,732121.16,Internship,Day,54,17,3875,0.6262,emb_v1
2022-09,GovExchange,Driver_1187,NCO_618581,SCL8235,HR,Docker,SQL,N,1,Y,567800.88,719361.43,Apprenticeship,Weekend,79,79,1931,0.9734,emb_v1
2023-12,Social,HR_Generalist_1188,NCO_942412,SCL5143,Nursing,Nursing,ML,Y,5,N,405086.8,924378.04,Full_time,Night,15,76,3438,0.0822,emb_v3
2019-09,JobPortal,Sales_Associate_1189,NCO_499135,SCL9391,Tableau,Security,UIUX,Y,8,Y,585329.2,1856622.09,Full_time,Rotational,48,4,1687,0.0782,emb_v2
2023-10,RecruiterFeed,Clerk_1190,NCO_061411,SCL7567,HR,DataEntry,Sales,N,11,Hybrid,182399.3,2281031.52,Contract,Day,95,54,1595,0.732,emb_v3
2020-09,GovExchange,Research_Assistant_1191,NCO_981960,SCL2872,HR,React,Excel,N,3,Hybrid,547081.09,2312452.95,Full_time,Weekend,13,90,2390,0.975,emb_v3
2021-02,CompanySite,Teacher_1192,NCO_180409,SCL7131,React,Security,AWS,N,11,Hybrid,567393.35,810516.1,Internship,Night,25,67,4380,0.997,emb_v1
2020-12,Social,Accountant_1193,NCO_699796,SCL8334,Accounting,Accounting,PowerBI,Y,2,N,256758.75,837155.0,Internship,Night,81,65,4950,0.8695,emb_v1
2022-07,RecruiterFeed,Driver_1194,NCO_058756,SCL8212,AWS,NodeJS,Nursing,Y,8,Y,196547.15,2117765.47,Internship,Night,91,80,4751,0.2256,emb_v1
2022-02,JobPortal,Designer_1195,NCO_752527,SCL9220,Kubernetes,DevOps,Python,N,3,Y,243035.89,961149.46,Contract,Weekend,44,39,3527,0.1248,emb_v3
2022-07,CompanySite,Designer_1196,NCO_455299,SCL2418,ML,Sales,Marketing,N,2,Y,223001.15,1379714.03,Contract,Day,49,8,1344,0.8968,emb_v3
2020-09,JobPortal,Pharmacist_1197,NCO_839510,SCL7538,Excel,UIUX,Accounting,Y,11,N,433371.56,670527.23,Contract,Day,84,56,1135,0.7287,emb_v3
2024-02,GovExchange,Electrician_1198,NCO_842373,SCL2161,SAP,SQL,React,N,1,Hybrid,244137.7,1942146.99,Full_time,Flexible,26,24,2622,0.3891,emb_v2
2020-09,Social,Security_Guard_1199,NCO_565209,SCL5195,NodeJS,Sales,Sales,N,12,Y,163891.98,869672.77,Internship,Night,93,62,1779,0.7202,emb_v3
2019-07,GovExchange,Security_Guard_1200,NCO_229775,SCL7943,UIUX,ETL,Excel,Y,5,Hybrid,406511.0,1980468.56,Contract,Flexible,06,3,1101,0.2089,emb_v3
2021-11,JobPortal,Mechanic_1201,NCO_028628,SCL4254,Accounting,PowerBI,CustomerSupport,Y,9,Y,408625.39,2331831.95,Apprenticeship,Day,07,13,4944,0.5619,emb_v3
2025-01,JobPortal,Product_Manager_1202,NCO_142599,SCL8089,Azure,Kubernetes,UIUX,Y,2,N,219589.94,1703008.13,Contract,Day,06,15,4379,0.5132,emb_v3
2019-01,CompanySite,Electrician_1203,NCO_262433,SCL5730,HR,Excel,QA,Y,11,Y,437802.18,2269975.51,Contract,Flexible,37,56,1373,0.7989,emb_v2
2019-11,GovExchange,Research_Assistant_1204,NCO_806353,SCL2389,Prompting,AWS,Tableau,N,11,N,132619.08,1937939.83,Apprenticeship,Weekend,19,57,702,0.633,emb_v3
2019-01,JobPortal,Software_Engineer_1205,NCO_587306,SCL1058,QA,DataEntry,Nursing,Y,10,N,255970.09,883145.31,Apprenticeship,Night,79,54,4379,0.6345,emb_v2
2019-11,CompanySite,Chef_1206,NCO_787107,SCL5387,Sales,DevOps,Security,N,8,N,239478.43,1808723.61,Apprenticeship,Flexible,78,85,450,0.8267,emb_v3
2024-12,RecruiterFeed,Product_Manager_1207,NCO_265026,SCL9183,Azure,CustomerSupport,Kubernetes,Y,0,N,122561.08,1864418.22,Internship,Rotational,05,29,1490,0.6325,emb_v1
2020-03,Social,Product_Manager_1208,NCO_560944,SCL9033,CustomerSupport,Marketing,UIUX,Y,5,Y,458837.35,1557104.98,Internship,Day,86,28,2296,0.8954,emb_v1
2025-04,CompanySite,Accountant_1209,NCO_071077,SCL9838,Java,SAP,AWS,Y,5,Hybrid,567326.02,2257945.78,Apprenticeship,Day,77,41,802,0.2724,emb_v1
2021-12,GovExchange,Product_Manager_1210,NCO_885153,SCL1822,Tableau,PowerBI,GCP,Y,0,Y,382676.03,1802196.92,Part_time,Day,80,84,3252,0.5667,emb_v1
2022-09,GovExchange,Product_Manager_1211,NCO_911945,SCL6890,CustomerSupport,Java,Prompting,N,12,Y,380144.0,1165030.3,Full_time,Rotational,41,14,1810,0.89,emb_v3
2024-01,GovExchange,Designer_1212,NCO_049483,SCL7502,DataEntry,SAP,Prompting,N,0,Hybrid,310025.31,1459993.67,Full_time,Flexible,11,3,3346,0.4466,emb_v1
2025-04,GovExchange,Clerk_1213,NCO_187644,SCL5021,SQL,Marketing,UIUX,N,6,Y,302944.4,402334.03,Apprenticeship,Night,85,20,167,0.3122,emb_v3
2019-12,RecruiterFeed,Customer_Support_1214,NCO_883133,SCL7053,Accounting,QA,React,Y,4,Y,319622.57,1796519.03,Full_time,Flexible,59,12,3875,0.1042,emb_v2
2021-12,GovExchange,Operations_Lead_1215,NCO_215138,SCL6192,CustomerSupport,ML,GCP,Y,9,Hybrid,190546.93,1742322.15,Full_time,Rotational,44,24,4533,0.7617,emb_v3
2019-07,CompanySite,Teacher_1216,NCO_202885,SCL3262,Python,ETL,Accounting,N,12,Hybrid,576796.14,1943008.98,Part_time,Night,22,13,3560,0.8258,emb_v3
2021-08,Social,Driver_1217,NCO_489219,SCL5919,SQL,AWS,SQL,Y,10,Y,341584.64,1255524.56,Full_time,Flexible,03,64,1746,0.5248,emb_v3
2022-10,RecruiterFeed,Accountant_1218,NCO_951031,SCL9466,Sales,NodeJS,AWS,N,5,Y,370013.75,1761913.64,Internship,Flexible,51,5,4578,0.3437,emb_v2
2022-10,GovExchange,Sales_Associate_1219,NCO_418264,SCL4960,Nursing,Excel,CustomerSupport,N,7,Y,586417.98,829545.44,Contract,Weekend,36,36,971,0.4282,emb_v1
2021-06,GovExchange,Pharmacist_1220,NCO_949099,SCL7081,Kubernetes,SQL,SAP,N,10,Y,329147.25,2295523.97,Full_time,Weekend,61,41,2743,0.187,emb_v2
2021-08,GovExchange,Driver_1221,NCO_662977,SCL9288,Kubernetes,SAP,DevOps,Y,11,Y,166552.19,1430309.65,Full_time,Rotational,47,86,4511,0.1772,emb_v1
2020-07,JobPortal,Pharmacist_1222,NCO_481251,SCL2929,SAP,Accounting,DevOps,Y,11,Y,270295.04,485177.94053922273,Apprenticeship,Flexible,35,35,1323,0.1517,emb_v2
2020-02,Social,Project_Manager_1223,NCO_068272,SCL8063,NodeJS,DevOps,GCP,N,1,Y,588268.18,1401126.09,Apprenticeship,Flexible,80,36,3350,0.7434,emb_v2
2022-09,CompanySite,Data_Analyst_1224,NCO_942047,SCL2500,Accounting,CustomerSupport,GCP,Y,6,Y,247369.13,2090649.35,Internship,Flexible,42,89,3256,0.3594,emb_v2
2019-01,JobPortal,Mechanic_1225,NCO_219256,SCL7059,GCP,DevOps,Marketing,N,0,N,473920.3,533232.04813832,Contract,Flexible,95,6,4003,0.6638,emb_v1
2023-06,GovExchange,Chef_1226,NCO_609862,SCL3854,Azure,React,DataEntry,Y,3,Hybrid,306894.35,431439.64,Part_time,Night,08,10,1469,0.0726,emb_v1
2023-05,GovExchange,Security_Guard_1227,NCO_383556,SCL1605,HR,ML,ML,N,2,Hybrid,137654.04,1309844.61,Internship,Weekend,45,81,937,0.7434,emb_v3
2020-03,CompanySite,Accountant_1228,NCO_172576,SCL1647,Java,Accounting,DataEntry,Y,2,Hybrid,540170.74,2165341.12,Part_time,Night,32,65,3139,0.1258,emb_v1
2022-12,JobPortal,Chef_1229,NCO_978843,SCL1051,GCP,ML,SQL,Y,1,Hybrid,588571.82,1849507.68,Full_time,Weekend,58,13,4941,0.0892,emb_v2
2020-09,CompanySite,Clerk_1230,NCO_589048,SCL3909,GCP,HR,Sales,N,10,N,266804.94,1490676.3,Contract,Day,63,40,2408,0.2183,emb_v2
2025-09,RecruiterFeed,HR_Generalist_1231,NCO_700957,SCL5241,Excel,ETL,Azure,N,2,N,323190.57,1293860.63,Apprenticeship,Flexible,00,21,1821,0.4052,emb_v1
2021-09,GovExchange,Software_Engineer_1232,NCO_306226,SCL5674,Tableau,GCP,QA,N,2,N,435278.39,1579026.39,Part_time,Weekend,79,88,803,0.6125,emb_v3
2022-09,JobPortal,Project_Manager_1233,NCO_915619,SCL9474,Tableau,SAP,Kubernetes,Y,11,Y,158722.1,814956.39,Part_time,Day,96,56,4507,0.7444,emb_v2
2020-01,GovExchange,Chef_1234,NCO_561126,SCL2838,DataEntry,Accounting,React,N,5,N,167177.04,916499.07,Contract,Night,45,68,697,0.0566,emb_v2
2022-11,GovExchange,Teacher_1235,NCO_691667,SCL9206,NodeJS,SAP,QA,N,6,Y,564389.51,641338.8220295286,Full_time,Rotational,51,56,4623,0.127,emb_v1
2020-07,Social,Software_Engineer_1236,NCO_441009,SCL4992,Kubernetes,Security,Docker,N,4,N,253807.51,1566583.33,Apprenticeship,Rotational,44,82,1067,0.3408,emb_v3
2020-10,JobPortal,Project_Manager_1237,NCO_334375,SCL8801,DataEntry,DevOps,NodeJS,N,9,Hybrid,166808.78,2149018.81,Internship,Night,19,63,3596,0.5903,emb_v3
2019-06,Social,Software_Engineer_1238,NCO_832498,SCL1337,PowerBI,Prompting,React,N,12,Y,575492.48,1044283.47,Contract,Night,24,69,3339,0.8761,emb_v3
2019-01,Social,HR_Generalist_1239,NCO_325722,SCL2038,HR,Azure,Nursing,Y,6,Y,424341.53,1266665.74,Internship,Day,83,17,1440,0.4746,emb_v3
2020-10,CompanySite,Electrician_1240,NCO_816032,SCL9044,Prompting,Marketing,CustomerSupport,N,11,Y,508589.47,585982.31,Internship,Day,32,22,115,0.1802,emb_v2
2021-04,JobPortal,Sales_Associate_1241,NCO_951668,SCL9345,Docker,SQL,DevOps,N,5,N,580534.78,1953116.64,Full_time,Night,44,13,658,0.0388,emb_v2
2023-03,CompanySite,HR_Generalist_1242,NCO_599262,SCL1347,Python,SQL,DevOps,Y,8,N,389736.32,1789057.5,Internship,Weekend,49,28,4443,0.0804,emb_v3
2021-01,JobPortal,Clerk_1243,NCO_827317,SCL3288,QA,Sales,UIUX,Y,9,N,550192.18,962187.56,Internship,Night,90,48,3770,0.6535,emb_v3
2025-02,JobPortal,HR_Generalist_1244,NCO_745615,SCL5565,Kubernetes,Docker,Python,Y,4,Hybrid,329346.54,533432.5283637652,Part_time,Weekend,82,9,2418,0.7611,emb_v2
2023-01,RecruiterFeed,Software_Engineer_1245,NCO_094745,SCL5673,HR,PowerBI,DataEntry,N,0,Hybrid,352797.14,655020.43,Part_time,Rotational,76,15,2777,0.5937,emb_v1
2022-05,CompanySite,Clerk_1246,NCO_489873,SCL3023,UIUX,Nursing,Nursing,Y,1,N,543398.57,1517588.87,Contract,Flexible,85,65,2123,0.741,emb_v1
2022-10,CompanySite,Nurse_1247,NCO_765507,SCL6078,Sales,DataEntry,SAP,N,4,Y,335152.19,1733078.67,Contract,Weekend,86,59,2359,0.9369,emb_v3
2023-11,RecruiterFeed,HR_Generalist_1248,NCO_435302,SCL1761,DevOps,UIUX,NodeJS,Y,6,N,581404.46,1863013.86,Part_time,Weekend,27,31,972,0.2568,emb_v1
2023-01,CompanySite,Project_Manager_1249,NCO_856148,SCL7735,SQL,Security,Nursing,N,8,N,237774.03,1009684.17,Apprenticeship,Rotational,10,4,4882,0.295,emb_v1
2022-09,GovExchange,Security_Guard_1250,NCO_746496,SCL7183,DevOps,Tableau,Sales,N,10,N,173337.89,1631173.87,Full_time,Flexible,43,45,3413,0.1922,emb_v1
2024-09,CompanySite,Mechanic_1251,NCO_158594,SCL9310,PowerBI,Java,NodeJS,Y,1,N,479241.3,1683364.37,Full_time,Rotational,43,80,4957,0.0832,emb_v3
2020-05,CompanySite,Chef_1252,NCO_825817,SCL8777,Sales,Sales,GCP,Y,5,Y,453925.06,2390292.03,Internship,Flexible,70,6,4370,0.1463,emb_v1
2023-03,JobPortal,Nurse_1253,NCO_255671,SCL1252,DataEntry,Security,UIUX,N,7,Y,441304.07,1745942.32,Apprenticeship,Weekend,41,72,3057,0.1753,emb_v1
2025-08,Social,Data_Analyst_1254,NCO_199920,SCL6042,QA,UIUX,Marketing,Y,7,Hybrid,565922.52,2120996.27,Part_time,Rotational,93,44,2408,0.942,emb_v3
2025-10,GovExchange,Teacher_1255,NCO_498448,SCL5749,NodeJS,Python,QA,Y,1,Y,242602.75,1496717.05,Full_time,Weekend,09,83,544,0.931,emb_v2
2019-05,RecruiterFeed,Clerk_1256,NCO_075091,SCL3895,Sales,SQL,DevOps,Y,12,N,520006.32,1624744.65,Part_time,Flexible,70,23,2558,0.4696,emb_v2
2022-07,GovExchange,Chef_1257,NCO_832924,SCL3599,NodeJS,UIUX,ML,Y,5,Y,509835.54,704130.2228614439,Internship,Weekend,89,30,26,0.9755,emb_v2
2020-10,Social,Nurse_1258,NCO_024395,SCL2134,CustomerSupport,DataEntry,PowerBI,Y,0,N,381418.82,1074559.62,Apprenticeship,Day,59,58,3987,0.608,emb_v3
2019-10,CompanySite,Chef_1259,NCO_087759,SCL2284,Java,Security,Marketing,N,5,Hybrid,378340.46,2197173.3,Internship,Weekend,39,85,4653,0.7602,emb_v2
2019-09,GovExchange,Pharmacist_1260,NCO_292691,SCL5945,Marketing,Security,SAP,N,1,Hybrid,262907.35,2006627.73,Apprenticeship,Weekend,73,64,3579,0.5141,emb_v1
2025-07,RecruiterFeed,Mechanic_1261,NCO_572647,SCL2839,DevOps,Kubernetes,Excel,N,0,Y,457837.13,2134635.02,Part_time,Day,92,45,1608,0.7863,emb_v1
2021-03,CompanySite,Pharmacist_1262,NCO_353959,SCL8833,SQL,Sales,ML,Y,10,Y,417237.37,2219912.33,Contract,Day,16,51,107,0.4557,emb_v2
2020-12,CompanySite,Chef_1263,NCO_152700,SCL7031,Docker,Prompting,ML,N,6,N,548189.9,816851.52,Full_time,Night,02,5,3089,0.6628,emb_v1
2024-05,CompanySite,Software_Engineer_1264,NCO_510114,SCL5333,SQL,QA,Nursing,Y,0,Hybrid,507939.46,1026157.33,Part_time,Weekend,38,87,1393,0.7714,emb_v3
2024-10,RecruiterFeed,Sales_Associate_1265,NCO_651898,SCL8479,Kubernetes,Docker,ML,Y,4,Y,474750.63,1144658.41,Full_time,Rotational,74,86,2184,0.8904,emb_v1
2021-07,JobPortal,Data_Analyst_1266,NCO_347539,SCL1861,React,Azure,SQL,N,7,N,175394.18,2078610.13,Internship,Night,61,40,597,0.9125,emb_v2
2025-11,GovExchange,Operations_Lead_1267,NCO_084593,SCL2902,Security,Prompting,Kubernetes,Y,8,Hybrid,330008.46,2235646.88,Full_time,Weekend,43,9,4869,0.5298,emb_v1
2020-02,CompanySite,Electrician_1268,NCO_307050,SCL5374,UIUX,Sales,QA,Y,2,Y,424699.29,665673.88,Full_time,Flexible,66,49,3609,0.9872,emb_v3
2025-09,RecruiterFeed,HR_Generalist_1269,NCO_697341,SCL5494,Marketing,SQL,ETL,N,4,Hybrid,172626.01,441755.55,Contract,Weekend,40,63,1596,0.4965,emb_v3
2021-05,CompanySite,Research_Assistant_1270,NCO_970186,SCL7840,React,PowerBI,HR,Y,1,N,282868.81,922941.06,Apprenticeship,Rotational,69,7,4147,0.2598,emb_v3
2024-06,Social,Chef_1271,NCO_611062,SCL9470,Java,DevOps,AWS,Y,4,N,588057.73,701855.8648193073,Internship,Night,42,43,496,0.0806,emb_v1
2022-04,GovExchange,Nurse_1272,NCO_905663,SCL5972,Tableau,Accounting,QA,N,5,Hybrid,584377.26,2094888.47,Contract,Rotational,74,58,2885,0.4386,emb_v3
2021-07,Social,Electrician_1273,NCO_234198,SCL1820,Security,Marketing,React,N,2,Y,505018.71,2275883.17,Full_time,Day,71,72,723,0.6868,emb_v2
2025-08,JobPortal,Software_Engineer_1274,NCO_078434,SCL7459,Marketing,HR,Nursing,N,7,Y,172293.59,2395272.24,Part_time,Day,48,73,2237,0.195,emb_v3
2025-08,GovExchange,Sales_Associate_1275,NCO_970486,SCL2983,Accounting,GCP,Sales,N,5,Hybrid,329511.82,1141404.27,Internship,Day,35,15,4597,0.7995,emb_v1
2024-07,JobPortal,Nurse_1276,NCO_198947,SCL9716,Kubernetes,ML,AWS,N,12,Y,158476.36,1263368.31,Contract,Day,51,62,311,0.3807,emb_v1
2020-07,RecruiterFeed,Project_Manager_1277,NCO_611627,SCL2601,Security,GCP,UIUX,N,7,N,249591.67,2241496.89,Apprenticeship,Day,82,75,3113,0.0482,emb_v2
2024-12,CompanySite,Operations_Lead_1278,NCO_053273,SCL1963,Tableau,React,Prompting,N,10,N,532980.61,1969187.24,Apprenticeship,Day,25,40,4014,0.3225,emb_v1
2022-01,CompanySite,Pharmacist_1279,NCO_997428,SCL6449,PowerBI,React,Nursing,Y,5,Hybrid,379577.12,1625932.03,Contract,Rotational,09,72,561,0.3724,emb_v3
2021-09,RecruiterFeed,Operations_Lead_1280,NCO_630761,SCL5534,AWS,CustomerSupport,Python,Y,11,Y,371300.16,2013954.48,Full_time,Rotational,29,60,226,0.922,emb_v1
2025-06,Social,Nurse_1281,NCO_702488,SCL9834,Security,SAP,Docker,Y,11,N,356972.91,949448.35,Internship,Weekend,29,29,1784,0.5976,emb_v1
2021-11,Social,Sales_Associate_1282,NCO_142634,SCL7389,Java,Docker,Kubernetes,N,3,N,333589.57,1850892.72,Internship,Rotational,95,74,4186,0.6915,emb_v2
2023-08,CompanySite,Software_Engineer_1283,NCO_376240,SCL7963,ETL,Security,Security,N,0,N,506542.88,1501116.41,Internship,Day,75,26,3476,0.0769,emb_v3
2019-02,JobPortal,Teacher_1284,NCO_659838,SCL4841,Excel,Excel,Nursing,Y,10,N,499112.84,1401215.76,Part_time,Weekend,25,7,3132,0.6487,emb_v2
2025-01,Social,Teacher_1285,NCO_165042,SCL1477,Security,NodeJS,Excel,Y,0,N,237661.24,861705.61,Part_time,Rotational,32,42,4621,0.7622,emb_v2
2023-01,Social,Operations_Lead_1286,NCO_331232,SCL6053,Prompting,Nursing,Accounting,Y,1,Y,483204.51,619302.4,Full_time,Flexible,68,76,3428,0.3314,emb_v3
2020-11,RecruiterFeed,Teacher_1287,NCO_129121,SCL2199,Python,HR,QA,N,6,N,375969.42,1398187.67,Internship,Weekend,00,24,3039,0.1017,emb_v2
2025-06,GovExchange,Accountant_1288,NCO_566718,SCL1956,Sales,PowerBI,Azure,Y,7,Hybrid,233126.7,340488.24,Full_time,Rotational,11,37,1922,0.8398,emb_v3
2024-03,Social,Sales_Associate_1289,NCO_002760,SCL8035,GCP,ETL,DevOps,N,11,Y,542647.99,1204320.28,Contract,Night,61,74,1772,0.2121,emb_v2
2024-10,GovExchange,Operations_Lead_1290,NCO_363137,SCL7098,Marketing,Nursing,AWS,Y,8,Y,516351.03,1112448.25,Contract,Night,89,56,3919,0.2577,emb_v2
2022-07,JobPortal,Driver_1291,NCO_704281,SCL3556,Python,Tableau,CustomerSupport,N,6,N,373318.63,520645.1157592464,Full_time,Rotational,11,59,206,0.8256,emb_v2
2020-09,RecruiterFeed,Teacher_1292,NCO_566859,SCL4115,NodeJS,Tableau,Python,Y,6,Y,163625.07,1567782.27,Full_time,Weekend,89,83,3906,0.6985,emb_v3
2021-05,CompanySite,Security_Guard_1293,NCO_218445,SCL6704,Python,UIUX,SQL,N,8,Y,561799.97,728564.53,Part_time,Flexible,90,54,1468,0.4352,emb_v2
2021-12,CompanySite,Mechanic_1294,NCO_416258,SCL4231,React,ETL,GCP,N,5,Hybrid,435739.96,2300500.45,Full_time,Flexible,74,54,356,0.0821,emb_v1
2020-04,RecruiterFeed,Software_Engineer_1295,NCO_963736,SCL4312,SAP,AWS,SQL,Y,1,Hybrid,512693.25,1115380.09,Full_time,Weekend,14,57,4637,0.3515,emb_v2
2023-02,Social,Customer_Support_1296,NCO_901556,SCL5304,ETL,ML,Docker,Y,3,N,553486.8,1263877.04,Part_time,Flexible,99,76,264,0.7762,emb_v1
2019-09,JobPortal,Security_Guard_1297,NCO_209354,SCL2392,Java,Accounting,HR,Y,12,N,535378.04,771011.4431731079,Full_time,Day,98,71,894,0.979,emb_v3
2019-03,CompanySite,Nurse_1298,NCO_616655,SCL1242,GCP,ML,Security,Y,11,Y,127863.57,712941.56,Contract,Rotational,75,9,4609,0.0265,emb_v1
2019-07,Social,Research_Assistant_1299,NCO_822668,SCL2813,PowerBI,Python,DevOps,N,11,Hybrid,190215.15,1776793.31,Full_time,Weekend,78,28,2403,0.8198,emb_v1
2025-03,JobPortal,Mechanic_1300,NCO_307741,SCL1820,ML,UIUX,ETL,Y,4,N,164888.45,2139903.16,Apprenticeship,Day,83,5,4553,0.6466,emb_v3
2022-08,CompanySite,Software_Engineer_1301,NCO_806195,SCL5429,Azure,Python,Sales,Y,8,Hybrid,468457.8,851991.41,Internship,Flexible,51,78,2182,0.9422,emb_v1
2021-10,GovExchange,Mechanic_1302,NCO_304912,SCL5974,ETL,GCP,Excel,Y,9,Hybrid,249149.68,2053738.15,Full_time,Night,47,73,1816,0.0489,emb_v3
