edu_vet_reference_year,edu_vet_country_iso2,edu_vet_region_nuts_code,edu_vet_programme_code,edu_vet_field_of_education_code,edu_vet_participants_count,edu_vet_apprenticeships_count,edu_vet_employer_partners_count,edu_vet_completion_rate_pct,edu_vet_job_placement_rate_pct,edu_vet_wage_premium_pct,edu_vet_dual_system_flag,edu_vet_microcredentials_flag,edu_vet_recognition_framework_code,edu_vet_funding_amount_eur,edu_vet_esf_plus_support_flag,edu_vet_quality_assurance_flag,edu_vet_data_source,edu_vet_last_update_date,edu_vet_data_extract_date
2025,DE,BG89,VET_DE_4351,10_SERVICES,79177,17303,6280,90.49,57.26,5.69,0,1,NONE,3590901849.51,0,1,ESF_PLUS_MONITORING,2019-10-12,2025-08-25
2006,LU,HU2,VET_LU_4360,01_EDUCATION,86711,46907,6961,84.82,54.79,8.53,0,0,EQF_LINKED,1419246982.76,0,1,CEDEFOP_EXPORT,2019-11-10,2025-10-17
2007,SI,DK777,VET_SI_4369,02_ARTS,27710,17171,5977,64.71,55.92,3.04,0,0,NQF_ONLY,1900345665.35,0,1,NATIONAL_VET_AGENCY,2019-12-09,2026-01-29
2008,CY,MT771,VET_CY_4378,03_HUMANITIES,73227,23574,1336,69.56,64.63,14.94,0,0,SECTORAL,171974447.02,0,1,PROVIDER_ADMIN_DATA,2020-01-07,2025-08-22
2009,GR,DK1,VET_GR_4387,04_BUSINESS,82673,38802,5232,86.35,93.11,5.94,0,0,NONE,986554279.59,0,1,ESF_PLUS_MONITORING,2020-02-05,2024-07-08
2010,MT,LU28,VET_MT_4396,05_SCIENCE,81797,29497,1735,64.55,45.33,1.16,0,0,EQF_LINKED,388644592.62,0,1,CEDEFOP_EXPORT,2020-03-05,2024-05-20
2011,ES,DE528,VET_ES_4405,06_ICT,55262,36267,7023,69.02,75.57,5.43,0,0,NQF_ONLY,1532280150.97,0,1,NATIONAL_VET_AGENCY,2020-04-03,2025-06-12
2012,CZ,HR438,VET_CZ_4414,07_ENGINEERING,57891,47527,4695,93.88,83.06,12.66,1,0,SECTORAL,763305113.39,0,1,PROVIDER_ADMIN_DATA,2020-05-02,2024-11-16
2013,HU,SI53,VET_HU_4423,08_AGRI,38220,25415,6755,64.94,81.43,0.13,1,0,NONE,86535740.33,0,0,ESF_PLUS_MONITORING,2020-05-31,2024-08-17
2014,NL,SK393,VET_NL_4432,09_HEALTH,37379,18275,145,61.54,45.05,14.25,1,0,EQF_LINKED,1345422258.58,0,0,CEDEFOP_EXPORT,2020-06-29,2025-09-29
2015,SE,LT356,VET_SE_4441,10_SERVICES,19049,7819,3829,86.6,52.4,3.06,0,0,NQF_ONLY,332629298.79,0,1,NATIONAL_VET_AGENCY,2020-07-28,2024-12-24
2016,DK,EE96,VET_DK_4450,01_EDUCATION,28972,7401,2684,72.56,71.07,8.9,1,0,SECTORAL,1997963335.6,0,0,PROVIDER_ADMIN_DATA,2020-08-26,2025-10-09
2017,IE,DE833,VET_IE_4459,02_ARTS,10966,5406,5023,70.28,57.74,4.0,0,0,NONE,110985201.88,0,1,ESF_PLUS_MONITORING,2020-09-24,2025-09-20
2018,PL,RO95,VET_PL_4468,03_HUMANITIES,30524,19698,1172,75.37,76.93,9.48,0,0,EQF_LINKED,1297913936.36,0,1,CEDEFOP_EXPORT,2020-10-23,2025-01-31
2019,AT,LV149,VET_AT_4477,04_BUSINESS,26559,7658,432,56.26,71.08,0.39,0,0,NQF_ONLY,807133395.81,0,1,NATIONAL_VET_AGENCY,2020-11-21,2025-10-05
2020,EE,SI8,VET_EE_4486,05_SCIENCE,87405,54373,3352,72.88,59.32,4.34,0,0,SECTORAL,452687046.74,0,1,PROVIDER_ADMIN_DATA,2020-12-20,2025-03-06
2021,IT,FR714,VET_IT_4495,06_ICT,83501,48977,6276,74.04,59.07,11.31,0,0,NONE,924736334.89,1,1,ESF_PLUS_MONITORING,2021-01-18,2025-11-25
2022,PT,SK367,VET_PT_4504,07_ENGINEERING,31890,17067,2095,92.93,66.96,19.98,0,0,EQF_LINKED,207178620.32,1,0,CEDEFOP_EXPORT,2021-02-16,2025-11-15
2023,BE,BG5,VET_BE_4513,08_AGRI,20305,13394,4242,61.01,81.67,7.64,0,0,NQF_ONLY,1323805223.3,0,1,NATIONAL_VET_AGENCY,2021-03-17,2024-04-20
2024,FI,LU87,VET_FI_4522,09_HEALTH,53877,28396,789,86.42,52.87,14.36,0,0,SECTORAL,2597105605.33,1,1,PROVIDER_ADMIN_DATA,2021-04-15,2025-05-10
2025,LV,MT374,VET_LV_4531,10_SERVICES,96681,37195,3796,66.24,75.49,16.15,0,1,NONE,2471133092.19,1,1,ESF_PLUS_MONITORING,2021-05-14,2024-10-15
2006,RO,LV1,VET_RO_4540,01_EDUCATION,30611,21584,7074,82.1,59.44,9.28,0,0,EQF_LINKED,2166711066.54,0,0,CEDEFOP_EXPORT,2021-06-12,2024-02-27
2007,BG,MT725,VET_BG_4549,02_ARTS,79546,28989,2679,92.61,64.33,2.53,0,0,NQF_ONLY,909844189.01,0,1,NATIONAL_VET_AGENCY,2021-07-11,2024-07-03
2008,FR,LT2,VET_FR_4558,03_HUMANITIES,56150,10889,9321,93.25,57.95,8.62,0,0,SECTORAL,607702331.8,0,1,PROVIDER_ADMIN_DATA,2021-08-09,2025-06-13
2009,LT,ES63,VET_LT_4567,04_BUSINESS,38789,8035,5140,94.12,50.3,3.47,0,0,NONE,128669560.35,0,1,ESF_PLUS_MONITORING,2021-09-07,2024-05-13
2010,SK,ES34,VET_SK_4576,05_SCIENCE,66487,45131,3901,89.76,55.55,18.36,0,0,EQF_LINKED,492114226.9,0,0,CEDEFOP_EXPORT,2021-10-06,2024-12-30
2011,HR,FR43,VET_HR_4585,06_ICT,94493,52644,1516,82.66,74.13,18.69,0,1,NQF_ONLY,1392425539.43,0,1,NATIONAL_VET_AGENCY,2021-11-04,2024-05-20
2012,DE,EE472,VET_DE_4594,07_ENGINEERING,31962,24926,6270,60.39,62.92,4.8,1,0,SECTORAL,965625423.88,0,1,PROVIDER_ADMIN_DATA,2021-12-03,2024-09-08
2013,LU,ES85,VET_LU_4603,08_AGRI,40423,9857,3036,68.07,66.87,6.81,0,0,NONE,654975307.88,0,1,ESF_PLUS_MONITORING,2022-01-01,2025-07-26
2014,SI,NL54,VET_SI_4612,09_HEALTH,77355,42633,1990,80.79,63.14,22.6,0,0,EQF_LINKED,1434145917.14,0,0,CEDEFOP_EXPORT,2022-01-30,2024-01-22
2015,CY,FR6,VET_CY_4621,10_SERVICES,21898,4265,3970,65.98,48.19,15.4,0,0,NQF_ONLY,1056824692.52,0,1,NATIONAL_VET_AGENCY,2022-02-28,2024-07-31
2016,GR,GR39,VET_GR_4630,01_EDUCATION,65782,11765,1647,94.53,50.52,9.09,0,0,SECTORAL,1234413350.1,0,1,PROVIDER_ADMIN_DATA,2022-03-29,2025-06-16
2017,MT,PL43,VET_MT_4639,02_ARTS,89500,23644,4660,65.34,51.52,16.65,1,1,NONE,356665627.6,0,1,ESF_PLUS_MONITORING,2022-04-27,2026-02-08
2018,ES,LU3,VET_ES_4648,03_HUMANITIES,47908,29517,4505,58.3,72.64,14.25,0,0,EQF_LINKED,225506440.92,0,1,CEDEFOP_EXPORT,2022-05-26,2025-02-01
2019,CZ,CY21,VET_CZ_4657,04_BUSINESS,116410,54498,4743,77.37,63.33,10.79,0,0,NQF_ONLY,1536855317.19,0,1,NATIONAL_VET_AGENCY,2022-06-24,2026-01-21
2020,HU,IT910,VET_HU_4666,05_SCIENCE,19815,6405,1621,73.61,55.17,14.41,0,1,SECTORAL,2537719237.13,0,1,PROVIDER_ADMIN_DATA,2022-07-23,2025-11-21
2021,NL,GR87,VET_NL_4675,06_ICT,17533,9761,5574,64.71,79.92,2.71,1,1,NONE,126261775.47,1,0,ESF_PLUS_MONITORING,2022-08-21,2025-12-27
2022,SE,FR444,VET_SE_4684,07_ENGINEERING,90728,55186,3214,63.9,78.07,22.93,0,0,EQF_LINKED,3306480998.74,0,1,CEDEFOP_EXPORT,2022-09-19,2024-07-22
2023,DK,BG985,VET_DK_4693,08_AGRI,27189,15293,7625,61.52,74.06,5.85,1,0,NQF_ONLY,2247062057.24,0,1,NATIONAL_VET_AGENCY,2022-10-18,2024-02-25
2024,IE,DE651,VET_IE_4702,09_HEALTH,86999,37657,2834,58.55,77.96,7.04,0,0,SECTORAL,2203709055.5,0,1,PROVIDER_ADMIN_DATA,2022-11-16,2025-01-11
2025,PL,HR288,VET_PL_4711,10_SERVICES,43117,22413,8563,61.0,55.15,8.37,0,0,NONE,1008854574.01,1,1,ESF_PLUS_MONITORING,2022-12-15,2024-11-19
2006,AT,IE84,VET_AT_4720,01_EDUCATION,5762,3177,3860,67.56,47.79,8.54,0,0,EQF_LINKED,1192485672.95,0,1,CEDEFOP_EXPORT,2023-01-13,2025-12-16
2007,EE,LU2,VET_EE_4729,02_ARTS,9467,4457,3298,61.03,68.11,1.85,0,0,NQF_ONLY,724556476.92,0,1,NATIONAL_VET_AGENCY,2023-02-11,2025-12-09
2008,IT,BE8,VET_IT_4738,03_HUMANITIES,65453,13075,5709,66.76,44.16,3.02,0,0,SECTORAL,961255123.5,0,1,PROVIDER_ADMIN_DATA,2023-03-12,2026-02-24
2009,PT,IE647,VET_PT_4747,04_BUSINESS,79422,40506,7080,94.87,89.12,3.75,0,0,NONE,985424352.0,0,1,ESF_PLUS_MONITORING,2023-04-10,2025-11-06
2010,BE,PL22,VET_BE_4756,05_SCIENCE,69722,40552,7391,87.93,70.02,6.97,0,0,EQF_LINKED,1888280094.06,0,1,CEDEFOP_EXPORT,2023-05-09,2024-05-20
2011,FI,IT8,VET_FI_4765,06_ICT,99609,67704,737,79.42,51.96,8.52,0,1,NQF_ONLY,1627121037.48,0,0,NATIONAL_VET_AGENCY,2023-06-07,2024-04-29
2012,LV,HR47,VET_LV_4774,07_ENGINEERING,66997,42854,6538,87.79,87.54,23.47,0,0,SECTORAL,91819356.09,0,1,PROVIDER_ADMIN_DATA,2023-07-06,2024-06-05
2013,RO,FI2,VET_RO_4783,08_AGRI,59363,30944,6859,76.51,84.0,16.07,0,0,NONE,261560914.35,0,1,ESF_PLUS_MONITORING,2023-08-04,2025-08-28
2014,BG,LT380,VET_BG_4792,09_HEALTH,2943,1213,4557,67.8,79.36,15.02,0,1,EQF_LINKED,509174749.01,0,1,CEDEFOP_EXPORT,2023-09-02,2025-01-02
2015,FR,LU4,VET_FR_4801,10_SERVICES,35165,21421,331,75.84,93.24,8.85,0,0,NQF_ONLY,1743722233.93,0,1,NATIONAL_VET_AGENCY,2023-10-01,2025-08-23
2016,LT,PL945,VET_LT_4810,01_EDUCATION,56027,17177,1512,61.57,71.08,3.67,0,0,SECTORAL,688286930.95,0,1,PROVIDER_ADMIN_DATA,2023-10-30,2024-03-08
2017,SK,FR913,VET_SK_4819,02_ARTS,36204,19641,4095,91.11,82.59,11.41,0,0,NONE,1836639018.4,0,1,ESF_PLUS_MONITORING,2023-11-28,2025-12-22
2018,HR,SI38,VET_HR_4828,03_HUMANITIES,58008,27576,7187,65.76,52.74,8.22,0,0,EQF_LINKED,2074297039.74,0,0,CEDEFOP_EXPORT,2023-12-27,2026-01-07
2019,DE,SI34,VET_DE_4837,04_BUSINESS,72692,40170,6821,75.62,77.46,6.42,1,0,NQF_ONLY,1712010524.33,0,1,NATIONAL_VET_AGENCY,2024-01-25,2025-08-28
2020,LU,FR746,VET_LU_4846,05_SCIENCE,63099,10146,263,70.88,51.23,9.21,1,0,SECTORAL,2206482326.43,0,1,PROVIDER_ADMIN_DATA,2024-02-23,2025-07-14
2021,SI,BG49,VET_SI_4855,06_ICT,1333,581,1502,63.15,62.8,11.26,1,0,NONE,2576153731.93,0,1,ESF_PLUS_MONITORING,2024-03-23,2024-10-26
2022,CY,FR4,VET_CY_4864,07_ENGINEERING,4147,1079,3602,74.7,45.55,10.89,0,0,EQF_LINKED,2991961749.8,0,1,CEDEFOP_EXPORT,2024-04-21,2024-01-07
2023,GR,DK82,VET_GR_4873,08_AGRI,62465,34883,1680,81.54,60.07,15.0,0,1,NQF_ONLY,9050990.64,0,0,NATIONAL_VET_AGENCY,2024-05-20,2025-03-16
2024,MT,IT9,VET_MT_4882,09_HEALTH,22419,15267,1952,74.3,42.4,1.18,0,0,SECTORAL,3139148560.43,1,1,PROVIDER_ADMIN_DATA,2024-06-18,2025-10-05
2025,ES,FR967,VET_ES_4891,10_SERVICES,61891,45348,2780,89.14,64.23,4.69,0,1,NONE,2105610870.11,1,1,ESF_PLUS_MONITORING,2024-07-17,2025-04-25
2006,CZ,IE281,VET_CZ_4900,01_EDUCATION,3287,979,2071,83.84,94.32,8.88,0,0,EQF_LINKED,1329809382.56,0,0,CEDEFOP_EXPORT,2024-08-15,2025-12-04
2007,HU,CY845,VET_HU_4909,02_ARTS,92520,65372,3426,85.93,89.43,8.67,0,0,NQF_ONLY,357325772.03,0,1,NATIONAL_VET_AGENCY,2024-09-13,2024-11-11
2008,NL,ES666,VET_NL_4918,03_HUMANITIES,111445,60037,5513,73.11,63.13,1.92,1,0,SECTORAL,1033725644.87,0,1,PROVIDER_ADMIN_DATA,2024-10-12,2025-03-06
2009,SE,LV5,VET_SE_4927,04_BUSINESS,41131,8267,5951,66.3,75.22,8.2,0,0,NONE,1825099397.59,0,1,ESF_PLUS_MONITORING,2024-11-10,2025-01-02
2010,DK,EE75,VET_DK_4936,05_SCIENCE,59429,40538,5537,92.09,58.2,11.84,0,0,EQF_LINKED,2237746334.41,0,1,CEDEFOP_EXPORT,2024-12-09,2025-08-14
2011,IE,DK66,VET_IE_4945,06_ICT,91622,57363,3291,58.86,64.63,6.73,0,0,NQF_ONLY,48059999.92,0,1,NATIONAL_VET_AGENCY,2025-01-07,2024-01-04
2012,PL,PT8,VET_PL_4954,07_ENGINEERING,15426,3453,6292,61.25,73.65,8.52,0,0,SECTORAL,782338126.87,0,1,PROVIDER_ADMIN_DATA,2025-02-05,2025-08-07
2013,AT,SE642,VET_AT_4963,08_AGRI,121145,61070,3082,63.62,68.92,18.4,0,0,NONE,1908177704.27,0,0,ESF_PLUS_MONITORING,2025-03-06,2024-06-11
2014,EE,CZ653,VET_EE_4972,09_HEALTH,30597,9862,125,53.14,44.23,2.84,0,1,EQF_LINKED,7765978.63,0,1,CEDEFOP_EXPORT,2025-04-04,2025-02-06
2015,IT,HR99,VET_IT_4981,10_SERVICES,34407,16474,8731,79.52,84.11,7.46,0,0,NQF_ONLY,16991647.25,0,1,NATIONAL_VET_AGENCY,2025-05-03,2025-11-30
2016,PT,GR935,VET_PT_4990,01_EDUCATION,25568,12281,4287,72.12,73.99,5.97,0,0,SECTORAL,409360882.94,0,1,PROVIDER_ADMIN_DATA,2025-06-01,2025-02-09
2017,BE,CZ90,VET_BE_4999,02_ARTS,66176,34214,5687,82.94,89.28,1.77,0,0,NONE,1326049601.79,0,1,ESF_PLUS_MONITORING,2025-06-30,2024-12-29
2018,FI,RO325,VET_FI_0008,03_HUMANITIES,72950,22319,908,85.38,72.0,5.19,0,0,EQF_LINKED,1036030149.02,0,1,CEDEFOP_EXPORT,2025-07-29,2025-12-19
2019,LV,RO431,VET_LV_0017,04_BUSINESS,95382,63658,3163,63.16,80.26,7.45,0,0,NQF_ONLY,17448823.66,0,1,NATIONAL_VET_AGENCY,2025-08-27,2025-02-14
2020,RO,SE136,VET_RO_0026,05_SCIENCE,43953,13872,5538,61.38,66.92,9.44,0,0,SECTORAL,21727387.03,0,1,PROVIDER_ADMIN_DATA,2025-09-25,2024-04-26
2021,BG,CY261,VET_BG_0035,06_ICT,67766,47848,6042,78.55,70.36,24.99,0,1,NONE,2212210837.96,0,1,ESF_PLUS_MONITORING,2025-10-24,2025-11-11
2022,FR,PT82,VET_FR_0044,07_ENGINEERING,31465,26278,809,74.94,73.12,6.23,0,0,EQF_LINKED,1176899806.8,1,0,CEDEFOP_EXPORT,2025-11-22,2025-12-12
2023,LT,IT64,VET_LT_0053,08_AGRI,101391,19656,6385,92.29,91.36,12.7,0,0,NQF_ONLY,3216647860.03,1,1,NATIONAL_VET_AGENCY,2025-12-21,2024-10-29
2024,SK,AT789,VET_SK_0062,09_HEALTH,28214,8738,2020,88.41,85.78,21.09,1,0,SECTORAL,195075940.71,1,0,PROVIDER_ADMIN_DATA,2026-01-19,2024-06-26
2025,HR,GR74,VET_HR_0071,10_SERVICES,98847,62916,5470,71.65,47.41,13.27,0,0,NONE,3258585927.67,0,1,ESF_PLUS_MONITORING,2026-02-17,2025-05-20
2006,DE,IE120,VET_DE_0080,01_EDUCATION,89604,53994,7983,57.97,80.33,11.13,0,0,EQF_LINKED,1905489653.35,0,1,CEDEFOP_EXPORT,2010-01-21,2024-06-14
2007,LU,ES32,VET_LU_0089,02_ARTS,66831,10774,2937,78.69,61.69,3.63,0,0,NQF_ONLY,1651616920.13,0,1,NATIONAL_VET_AGENCY,2010-02-19,2025-08-07
2008,SI,NL58,VET_SI_0098,03_HUMANITIES,53979,17350,5192,75.65,88.49,6.83,0,1,SECTORAL,180529385.1,0,1,PROVIDER_ADMIN_DATA,2010-03-20,2024-04-10
2009,CY,HR567,VET_CY_0107,04_BUSINESS,90628,58661,7443,79.38,95.28,2.55,0,0,NONE,2260704960.12,0,0,ESF_PLUS_MONITORING,2010-04-18,2024-09-11
2010,GR,FR395,VET_GR_0116,05_SCIENCE,91972,58616,7009,72.78,52.1,15.52,0,0,EQF_LINKED,2178725320.58,0,1,CEDEFOP_EXPORT,2010-05-17,2024-11-12
2011,MT,FR423,VET_MT_0125,06_ICT,79685,66619,548,86.75,95.29,13.59,0,0,NQF_ONLY,2207646463.46,0,1,NATIONAL_VET_AGENCY,2010-06-15,2025-12-08
2012,ES,IE251,VET_ES_0134,07_ENGINEERING,82252,59547,2649,95.3,78.58,11.91,1,0,SECTORAL,2151379860.92,0,1,PROVIDER_ADMIN_DATA,2010-07-14,2026-01-03
2013,CZ,IT33,VET_CZ_0143,08_AGRI,9903,2757,5883,65.56,58.73,11.2,0,0,NONE,1515655172.99,0,1,ESF_PLUS_MONITORING,2010-08-12,2025-03-31
2014,HU,HU35,VET_HU_0152,09_HEALTH,22693,15129,8773,77.95,79.68,18.49,0,0,EQF_LINKED,2043720777.04,0,1,CEDEFOP_EXPORT,2010-09-10,2025-07-08
2015,NL,LU1,VET_NL_0161,10_SERVICES,42861,13622,2674,78.65,93.0,8.85,1,0,NQF_ONLY,1442394246.78,0,1,NATIONAL_VET_AGENCY,2010-10-09,2024-10-10
2016,SE,BG252,VET_SE_0170,01_EDUCATION,20686,3873,4402,60.9,52.59,15.45,0,0,SECTORAL,1724503924.14,0,1,PROVIDER_ADMIN_DATA,2010-11-07,2024-08-18
2017,DK,LU72,VET_DK_0179,02_ARTS,105998,52163,8253,58.35,48.62,8.84,0,0,NONE,1919886190.07,0,1,ESF_PLUS_MONITORING,2010-12-06,2025-12-04
2018,IE,DE892,VET_IE_0188,03_HUMANITIES,9906,3877,4239,88.78,65.86,13.08,0,0,EQF_LINKED,546106198.42,0,1,CEDEFOP_EXPORT,2011-01-04,2025-10-23
2019,PL,DE818,VET_PL_0197,04_BUSINESS,6126,3424,1791,88.5,74.76,8.62,0,0,NQF_ONLY,631372535.49,0,1,NATIONAL_VET_AGENCY,2011-02-02,2024-12-29
2020,AT,BE663,VET_AT_0206,05_SCIENCE,133756,62092,1440,66.13,43.71,11.28,1,0,SECTORAL,1296579343.32,0,1,PROVIDER_ADMIN_DATA,2011-03-03,2024-07-06
2021,EE,CZ67,VET_EE_0215,06_ICT,29125,13384,6398,66.94,47.09,19.14,0,1,NONE,231151700.4,0,0,ESF_PLUS_MONITORING,2011-04-01,2025-08-12
2022,IT,GR553,VET_IT_0224,07_ENGINEERING,69597,41952,5817,83.63,50.85,15.83,0,1,EQF_LINKED,3831580302.36,0,1,CEDEFOP_EXPORT,2011-04-30,2024-02-03
2023,PT,IT55,VET_PT_0233,08_AGRI,85247,52962,9295,85.36,81.63,3.44,0,1,NQF_ONLY,3020420520.05,0,1,NATIONAL_VET_AGENCY,2011-05-29,2025-12-15
2024,BE,ES494,VET_BE_0242,09_HEALTH,12533,8140,5156,83.42,53.69,13.12,0,1,SECTORAL,3827027782.77,0,1,PROVIDER_ADMIN_DATA,2011-06-27,2024-07-16
2025,FI,EE399,VET_FI_0251,10_SERVICES,19977,5334,874,92.19,53.59,4.78,0,1,NONE,3837070487.54,0,1,ESF_PLUS_MONITORING,2011-07-26,2025-02-15
2006,LV,PT975,VET_LV_0260,01_EDUCATION,77833,11176,8977,80.51,86.21,4.7,0,0,EQF_LINKED,2016487947.67,0,1,CEDEFOP_EXPORT,2011-08-24,2024-11-19
2007,RO,ES716,VET_RO_0269,02_ARTS,12485,7091,4407,90.81,58.17,14.6,0,0,NQF_ONLY,1481164755.13,0,1,NATIONAL_VET_AGENCY,2011-09-22,2025-10-07
2008,BG,IT1,VET_BG_0278,03_HUMANITIES,27238,4891,2458,89.47,87.22,9.81,0,0,SECTORAL,1572509711.43,0,1,PROVIDER_ADMIN_DATA,2011-10-21,2025-05-10
2009,FR,SE37,VET_FR_0287,04_BUSINESS,76777,49674,6404,77.6,60.31,7.67,0,0,NONE,16892686.09,0,1,ESF_PLUS_MONITORING,2011-11-19,2025-01-02
2010,LT,LU18,VET_LT_0296,05_SCIENCE,20888,14687,1855,82.42,77.15,7.79,0,0,EQF_LINKED,1750002034.01,0,1,CEDEFOP_EXPORT,2011-12-18,2025-08-30
2011,SK,DE749,VET_SK_0305,06_ICT,28825,5340,954,77.86,64.02,23.99,1,0,NQF_ONLY,1336276245.03,0,1,NATIONAL_VET_AGENCY,2012-01-16,2024-11-04
2012,HR,GR54,VET_HR_0314,07_ENGINEERING,85255,27601,1848,93.45,65.51,15.6,0,0,SECTORAL,818838592.67,0,1,PROVIDER_ADMIN_DATA,2012-02-14,2024-10-01
2013,DE,EE84,VET_DE_0323,08_AGRI,99455,53879,7423,70.84,70.52,15.49,1,0,NONE,4636085.17,0,1,ESF_PLUS_MONITORING,2012-03-14,2025-09-24
2014,LU,CZ81,VET_LU_0332,09_HEALTH,7356,1874,6123,90.04,49.77,23.57,0,0,EQF_LINKED,188458197.81,0,0,CEDEFOP_EXPORT,2012-04-12,2024-10-17
2015,SI,LU6,VET_SI_0341,10_SERVICES,85513,27194,2076,94.67,51.32,8.87,1,0,NQF_ONLY,1098176505.95,0,1,NATIONAL_VET_AGENCY,2012-05-11,2024-11-23
2016,CY,FR3,VET_CY_0350,01_EDUCATION,88660,56101,9,64.92,72.75,16.38,0,0,SECTORAL,1062194842.88,0,1,PROVIDER_ADMIN_DATA,2012-06-09,2025-05-22
2017,GR,LT317,VET_GR_0359,02_ARTS,82715,54297,3840,72.87,64.41,14.87,0,0,NONE,1221021756.29,0,1,ESF_PLUS_MONITORING,2012-07-08,2025-12-13
2018,MT,BG4,VET_MT_0368,03_HUMANITIES,68229,33616,4643,69.81,45.15,3.22,0,0,EQF_LINKED,1846425454.52,0,1,CEDEFOP_EXPORT,2012-08-06,2025-07-01
2019,ES,HU1,VET_ES_0377,04_BUSINESS,66435,12031,998,94.94,51.42,18.65,0,0,NQF_ONLY,449952333.52,0,1,NATIONAL_VET_AGENCY,2012-09-04,2026-02-19
2020,CZ,HU4,VET_CZ_0386,05_SCIENCE,119117,34835,6649,80.63,51.65,9.35,1,0,SECTORAL,108015561.14,0,1,PROVIDER_ADMIN_DATA,2012-10-03,2025-01-04
2021,HU,RO29,VET_HU_0395,06_ICT,8702,7118,1809,96.12,70.97,2.04,0,1,NONE,74981732.54,1,1,ESF_PLUS_MONITORING,2012-11-01,2025-05-03
2022,NL,AT986,VET_NL_0404,07_ENGINEERING,28772,12860,109,75.92,65.07,21.98,0,0,EQF_LINKED,1470074762.35,1,0,CEDEFOP_EXPORT,2012-11-30,2026-01-05
2023,SE,IT2,VET_SE_0413,08_AGRI,77098,21588,4750,90.51,80.42,5.19,0,0,NQF_ONLY,1676978974.58,0,1,NATIONAL_VET_AGENCY,2012-12-29,2024-08-19
2024,DK,AT569,VET_DK_0422,09_HEALTH,119141,28981,161,71.76,76.74,6.06,0,1,SECTORAL,2153691662.54,0,1,PROVIDER_ADMIN_DATA,2013-01-27,2025-02-18
2025,IE,MT7,VET_IE_0431,10_SERVICES,2562,782,5768,89.5,60.54,19.05,0,1,NONE,864342265.15,1,1,ESF_PLUS_MONITORING,2013-02-25,2025-11-01
2006,PL,SE539,VET_PL_0440,01_EDUCATION,1689,254,4387,80.28,59.86,15.38,0,0,EQF_LINKED,1181230554.98,0,1,CEDEFOP_EXPORT,2013-03-26,2024-08-05
2007,AT,SI69,VET_AT_0449,02_ARTS,84402,52424,5728,63.89,47.88,10.16,1,0,NQF_ONLY,793851887.2,0,0,NATIONAL_VET_AGENCY,2013-04-24,2025-10-14
2008,EE,LT14,VET_EE_0458,03_HUMANITIES,77554,44646,779,57.29,56.15,7.86,1,0,SECTORAL,471858669.09,0,1,PROVIDER_ADMIN_DATA,2013-05-23,2024-06-30
2009,IT,FI82,VET_IT_0467,04_BUSINESS,86671,32709,3697,60.96,42.56,2.29,0,0,NONE,1152865220.58,0,1,ESF_PLUS_MONITORING,2013-06-21,2024-01-16
2010,PT,DE150,VET_PT_0476,05_SCIENCE,68089,38691,4345,74.91,77.25,6.97,0,0,EQF_LINKED,1146619888.35,0,1,CEDEFOP_EXPORT,2013-07-20,2025-08-16
2011,BE,CZ188,VET_BE_0485,06_ICT,81495,41390,3995,77.04,56.17,14.85,0,0,NQF_ONLY,482577164.77,0,0,NATIONAL_VET_AGENCY,2013-08-18,2026-01-11
2012,FI,DK68,VET_FI_0494,07_ENGINEERING,62353,16573,1578,81.54,62.64,8.42,1,0,SECTORAL,460991791.1,0,1,PROVIDER_ADMIN_DATA,2013-09-16,2025-03-08
2013,LV,SK31,VET_LV_0503,08_AGRI,98185,39835,8558,84.96,88.58,8.54,0,0,NONE,1673021273.55,0,1,ESF_PLUS_MONITORING,2013-10-15,2024-01-02
2014,RO,AT9,VET_RO_0512,09_HEALTH,54040,30248,1433,92.22,86.09,11.38,1,0,EQF_LINKED,638084075.2,0,0,CEDEFOP_EXPORT,2013-11-13,2024-09-17
2015,BG,BE868,VET_BG_0521,10_SERVICES,32482,20213,2399,84.94,65.6,6.91,0,0,NQF_ONLY,159766721.01,0,1,NATIONAL_VET_AGENCY,2013-12-12,2024-12-02
2016,FR,PL522,VET_FR_0530,01_EDUCATION,24517,4562,4345,83.14,54.12,17.51,0,1,SECTORAL,1024329572.6,0,1,PROVIDER_ADMIN_DATA,2014-01-10,2025-05-28
2017,LT,RO8,VET_LT_0539,02_ARTS,9857,4252,4711,93.03,57.11,15.15,0,0,NONE,1735785331.8,0,1,ESF_PLUS_MONITORING,2014-02-08,2024-02-27
2018,SK,SI794,VET_SK_0548,03_HUMANITIES,47241,23032,4845,85.75,96.7,15.37,1,0,EQF_LINKED,542276357.24,0,0,CEDEFOP_EXPORT,2014-03-09,2025-10-16
2019,HR,LT4,VET_HR_0557,04_BUSINESS,16704,6088,5250,74.19,73.47,4.07,0,0,NQF_ONLY,2150497676.08,0,1,NATIONAL_VET_AGENCY,2014-04-07,2024-07-02
2020,DE,LU691,VET_DE_0566,05_SCIENCE,29146,7734,879,94.45,96.71,8.4,0,0,SECTORAL,270595065.59,0,0,PROVIDER_ADMIN_DATA,2014-05-06,2025-09-19
2021,LU,ES17,VET_LU_0575,06_ICT,68917,30779,1508,59.55,63.9,16.1,0,0,NONE,2055453950.08,1,1,ESF_PLUS_MONITORING,2014-06-04,2025-01-25
