labor_skills_posting_month,labor_skills_posting_source_type,labor_skills_job_title_normalized,labor_skills_occupation_code_crosswalk,labor_skills_skills_cluster_id,labor_skills_top_skill_1,labor_skills_top_skill_2,labor_skills_top_skill_3,labor_skills_credential_required_flag,labor_skills_years_experience_min,labor_skills_remote_work_indicator,labor_skills_salary_range_low,labor_skills_salary_range_high,labor_skills_employment_type,labor_skills_schedule_type,labor_skills_industry_employer_naics,labor_skills_posting_duration_days,labor_skills_applicant_count_estimate,labor_skills_hard_to_fill_score,labor_skills_text_embedding_version
2112-04,JOB_BOARD,Role_1156_Engineer,OCCXW201156,SKC01156,Communication,SAP,Cybersecurity,1,3,1,85608,112415,PART_TIME,NIGHT,236,43,39,0.2782,emb_v2
2112-05,COMPANY_SITE,Role_1157_Manager,OCCXW201157,SKC01157,SupplyChain,Communication,RetailOps,0,0,1,107587,183389,PART_TIME,NIGHT,423,22,40,0.2669,emb_v2
2112-06,COMPANY_SITE,Role_1158_Technician,OCCXW201158,SKC01158,NodeJS,Salesforce,Docker,1,3,0,94480,112575,CONTRACT,NIGHT,517,70,38,0.0525,emb_v3
2112-07,ATS_FEED,Role_1159_Specialist,OCCXW201159,SKC01159,Linux,React,Docker,0,0,0,77303,146813,FULL_TIME,NIGHT,519,67,23,0.8808,emb_v1
2112-08,JOB_BOARD,Role_1160_Analyst,OCCXW201160,SKC01160,SupplyChain,Cybersecurity,GCP,0,3,0,114835,157618,CONTRACT,NIGHT,611,42,34,0.8905,emb_v2
2112-09,JOB_BOARD,Role_1161_Engineer,OCCXW201161,SKC01161,Spark,GCP,Azure,0,4,1,136621,188342,CONTRACT,FLEX,445,27,39,0.9297,emb_v3
2112-10,STAFFING_FIRM,Role_1162_Manager,OCCXW201162,SKC01162,Spark,SAP,Statistics,0,5,1,158443,211554,INTERN,DAY,561,74,40,0.2875,emb_v2
2112-11,ATS_FEED,Role_1163_Technician,OCCXW201163,SKC01163,CustomerSupport,Statistics,Healthcare,1,6,1,158985,241055,FULL_TIME,NIGHT,622,62,36,0.5327,emb_v3
2112-12,AGGREGATOR,Role_1164_Specialist,OCCXW201164,SKC01164,Excel,Java,Python,0,3,1,128543,204384,FULL_TIME,DAY,622,18,43,0.8109,emb_v2
2113-01,ATS_FEED,Role_1165_Analyst,OCCXW201165,SKC01165,Salesforce,ComputerVision,Excel,1,7,1,59670,139780,TEMP,NIGHT,519,29,27,0.6145,emb_v2
2113-02,ATS_FEED,Role_1166_Engineer,OCCXW201166,SKC01166,PowerBI,ProjectMgmt,Healthcare,1,0,1,105165,166708,TEMP,DAY,236,37,37,0.9048,emb_v1
2113-03,AGGREGATOR,Role_1167_Manager,OCCXW201167,SKC01167,Airflow,NLP,SAP,0,3,1,50166,130665,TEMP,FLEX,621,45,44,0.9384,emb_v3
2113-04,ATS_FEED,Role_1168_Technician,OCCXW201168,SKC01168,Cybersecurity,React,GCP,0,10,0,139147,216324,TEMP,DAY,517,47,32,0.1718,emb_v1
2113-05,AGGREGATOR,Role_1169_Specialist,OCCXW201169,SKC01169,Excel,Azure,RetailOps,0,2,0,102996,154814,PART_TIME,WEEKEND,517,74,33,0.2626,emb_v1
2113-06,COMPANY_SITE,Role_1170_Analyst,OCCXW201170,SKC01170,React,PowerBI,Salesforce,0,9,1,47038,106728,TEMP,DAY,236,8,36,0.5859,emb_v3
2113-07,JOB_BOARD,Role_1171_Engineer,OCCXW201171,SKC01171,Excel,Linux,React,1,8,0,70006,108687,PART_TIME,FLEX,511,20,39,0.1385,emb_v3
2113-08,STAFFING_FIRM,Role_1172_Manager,OCCXW201172,SKC01172,Excel,SupplyChain,Salesforce,1,4,0,138663,154353,CONTRACT,FLEX,236,75,35,0.5777,emb_v2
2113-09,STAFFING_FIRM,Role_1173_Technician,OCCXW201173,SKC01173,Spark,Healthcare,Statistics,0,2,0,148769,161924,FULL_TIME,SHIFT,541,29,49,0.8505,emb_v4
2113-10,AGGREGATOR,Role_1174_Specialist,OCCXW201174,SKC01174,Airflow,ComputerVision,Python,1,3,1,127584,168238,FULL_TIME,NIGHT,921,74,28,0.0718,emb_v2
2113-11,ATS_FEED,Role_1175_Analyst,OCCXW201175,SKC01175,Statistics,Java,Tableau,1,7,0,137305,218024,CONTRACT,NIGHT,511,45,30,0.7619,emb_v2
2113-12,COMPANY_SITE,Role_1176_Engineer,OCCXW201176,SKC01176,SupplyChain,Excel,ProjectMgmt,1,3,0,71548,83363,TEMP,WEEKEND,711,85,35,0.8027,emb_v2
2114-01,AGGREGATOR,Role_1177_Manager,OCCXW201177,SKC01177,Spark,NodeJS,RetailOps,0,9,1,141272,212132,PART_TIME,SHIFT,522,41,35,0.6966,emb_v4
2114-02,ATS_FEED,Role_1178_Technician,OCCXW201178,SKC01178,Azure,Airflow,Docker,0,5,1,58768,134229,CONTRACT,NIGHT,524,52,32,0.7615,emb_v1
2114-03,AGGREGATOR,Role_1179_Specialist,OCCXW201179,SKC01179,ProjectMgmt,Linux,Statistics,0,4,1,44764,109072,FULL_TIME,DAY,921,4,37,0.0346,emb_v2
2114-04,AGGREGATOR,Role_1180_Analyst,OCCXW201180,SKC01180,GCP,SQL,Accounting,1,1,1,91908,101329,PART_TIME,SHIFT,622,15,36,0.4202,emb_v2
2114-05,ATS_FEED,Role_1181_Engineer,OCCXW201181,SKC01181,JavaScript,Docker,Accounting,0,7,1,58512,98426,PART_TIME,NIGHT,423,19,36,0.4703,emb_v1
2114-06,AGGREGATOR,Role_1182_Manager,OCCXW201182,SKC01182,React,React,SQL,1,8,1,155094,175595,CONTRACT,SHIFT,518,9,38,0.1669,emb_v1
2114-07,AGGREGATOR,Role_1183_Technician,OCCXW201183,SKC01183,Kubernetes,SQL,Communication,1,0,0,85813,104155,FULL_TIME,DAY,621,72,38,0.88,emb_v2
2114-08,AGGREGATOR,Role_1184_Specialist,OCCXW201184,SKC01184,Java,Statistics,Azure,0,6,0,62784,128832,INTERN,WEEKEND,519,76,39,0.5839,emb_v3
2114-09,STAFFING_FIRM,Role_1185_Analyst,OCCXW201185,SKC01185,NodeJS,Excel,SQL,1,7,0,106003,138928,INTERN,NIGHT,531,74,38,0.7963,emb_v2
2114-10,COMPANY_SITE,Role_1186_Engineer,OCCXW201186,SKC01186,Statistics,JavaScript,ProjectMgmt,1,2,0,113510,132881,FULL_TIME,DAY,561,69,37,0.8768,emb_v3
2114-11,ATS_FEED,Role_1187_Manager,OCCXW201187,SKC01187,PowerBI,React,Communication,1,4,0,65306,141052,INTERN,SHIFT,722,46,37,0.5158,emb_v2
2114-12,ATS_FEED,Role_1188_Technician,OCCXW201188,SKC01188,Azure,Java,AWS,0,10,1,100378,177364,CONTRACT,DAY,517,71,39,0.7126,emb_v3
2115-01,STAFFING_FIRM,Role_1189_Specialist,OCCXW201189,SKC01189,SAP,ComputerVision,Docker,1,3,0,100861,178230,CONTRACT,SHIFT,541,33,42,0.7437,emb_v2
2115-02,JOB_BOARD,Role_1190_Analyst,OCCXW201190,SKC01190,Python,Docker,PowerBI,0,5,0,155454,166465,FULL_TIME,SHIFT,811,32,30,0.5548,emb_v3
2115-03,AGGREGATOR,Role_1191_Engineer,OCCXW201191,SKC01191,CustomerSupport,NodeJS,ProjectMgmt,1,3,0,153630,173532,TEMP,WEEKEND,621,71,42,0.7091,emb_v4
2115-04,COMPANY_SITE,Role_1192_Manager,OCCXW201192,SKC01192,JavaScript,CustomerSupport,Kubernetes,1,3,1,108526,171603,TEMP,WEEKEND,445,29,37,0.2838,emb_v4
2115-05,AGGREGATOR,Role_1193_Technician,OCCXW201193,SKC01193,SupplyChain,Azure,JavaScript,0,9,1,111166,189321,FULL_TIME,DAY,541,8,40,0.53,emb_v4
2115-06,COMPANY_SITE,Role_1194_Specialist,OCCXW201194,SKC01194,Spark,ProjectMgmt,Statistics,0,4,0,43874,71657,INTERN,FLEX,511,81,39,0.8456,emb_v4
2115-07,JOB_BOARD,Role_1195_Analyst,OCCXW201195,SKC01195,Linux,Communication,Tableau,0,3,0,45249,56893,CONTRACT,DAY,332,86,40,0.6528,emb_v3
2115-08,AGGREGATOR,Role_1196_Engineer,OCCXW201196,SKC01196,SupplyChain,Kubernetes,Communication,0,5,0,88483,139421,TEMP,WEEKEND,523,88,44,0.5171,emb_v4
2115-09,AGGREGATOR,Role_1197_Manager,OCCXW201197,SKC01197,PowerBI,CustomerSupport,RetailOps,0,5,1,49968,105450,CONTRACT,FLEX,541,62,31,0.1417,emb_v3
2115-10,STAFFING_FIRM,Role_1198_Technician,OCCXW201198,SKC01198,CustomerSupport,NodeJS,NodeJS,0,5,1,97597,181502,TEMP,FLEX,531,87,28,0.4646,emb_v3
2115-11,COMPANY_SITE,Role_1199_Specialist,OCCXW201199,SKC01199,Linux,SQL,Accounting,0,0,0,83128,129353,FULL_TIME,NIGHT,423,6,36,0.1731,emb_v3
2115-12,STAFFING_FIRM,Role_1200_Analyst,OCCXW201200,SKC01200,CustomerSupport,Spark,Docker,0,2,1,141868,175000,PART_TIME,FLEX,524,57,34,0.4388,emb_v1
2116-01,JOB_BOARD,Role_1201_Engineer,OCCXW201201,SKC01201,ProjectMgmt,Docker,PowerBI,1,0,0,92953,102706,INTERN,FLEX,524,48,34,0.8153,emb_v4
2116-02,AGGREGATOR,Role_1202_Manager,OCCXW201202,SKC01202,Azure,Communication,Accounting,1,1,0,49451,83543,CONTRACT,WEEKEND,541,15,34,0.8593,emb_v3
2116-03,JOB_BOARD,Role_1203_Technician,OCCXW201203,SKC01203,ProjectMgmt,Salesforce,Tableau,1,3,0,41851,90290,TEMP,NIGHT,522,68,40,0.4237,emb_v1
2116-04,COMPANY_SITE,Role_1204_Specialist,OCCXW201204,SKC01204,Excel,CustomerSupport,Python,0,4,1,78135,161377,PART_TIME,DAY,541,61,31,0.5322,emb_v2
2116-05,ATS_FEED,Role_1205_Analyst,OCCXW201205,SKC01205,Azure,Azure,ComputerVision,0,2,0,156086,189011,PART_TIME,SHIFT,611,36,41,0.099,emb_v3
2116-06,STAFFING_FIRM,Role_1206_Engineer,OCCXW201206,SKC01206,RetailOps,ProjectMgmt,Salesforce,0,8,1,134801,150999,INTERN,FLEX,517,11,45,0.2048,emb_v3
2116-07,STAFFING_FIRM,Role_1207_Manager,OCCXW201207,SKC01207,React,Communication,CustomerSupport,0,7,0,117201,136216,FULL_TIME,FLEX,519,75,34,0.5471,emb_v1
2116-08,AGGREGATOR,Role_1208_Technician,OCCXW201208,SKC01208,Kubernetes,SAP,Tableau,1,6,0,140972,220287,TEMP,FLEX,445,33,35,0.5966,emb_v2
2116-09,STAFFING_FIRM,Role_1209_Specialist,OCCXW201209,SKC01209,React,Accounting,PowerBI,0,4,0,128020,147666,PART_TIME,WEEKEND,623,43,33,0.4179,emb_v1
2116-10,STAFFING_FIRM,Role_1210_Analyst,OCCXW201210,SKC01210,GCP,ComputerVision,Communication,1,1,1,88430,151305,INTERN,DAY,423,28,31,0.3051,emb_v1
2116-11,AGGREGATOR,Role_1211_Engineer,OCCXW201211,SKC01211,AWS,Docker,RetailOps,0,7,1,68533,150591,CONTRACT,SHIFT,561,21,33,0.1525,emb_v2
2116-12,JOB_BOARD,Role_1212_Manager,OCCXW201212,SKC01212,Linux,Communication,Java,0,1,0,46016,61551,TEMP,FLEX,611,43,28,0.4482,emb_v4
2117-01,ATS_FEED,Role_1213_Technician,OCCXW201213,SKC01213,Tableau,Airflow,GCP,1,10,1,114423,134521,CONTRACT,DAY,531,82,32,0.6552,emb_v4
2117-02,JOB_BOARD,Role_1214_Specialist,OCCXW201214,SKC01214,Cybersecurity,Excel,Java,0,2,0,158206,191418,INTERN,SHIFT,541,77,34,0.5801,emb_v1
2117-03,ATS_FEED,Role_1215_Analyst,OCCXW201215,SKC01215,JavaScript,CustomerSupport,SAP,1,7,0,44758,131817,FULL_TIME,WEEKEND,621,53,39,0.1822,emb_v1
2117-04,JOB_BOARD,Role_1216_Engineer,OCCXW201216,SKC01216,React,Linux,React,1,9,0,71180,81623,PART_TIME,DAY,921,24,36,0.793,emb_v3
2117-05,AGGREGATOR,Role_1217_Manager,OCCXW201217,SKC01217,Excel,CustomerSupport,SAP,0,2,0,47680,54112,CONTRACT,SHIFT,621,71,26,0.332,emb_v3
2117-06,COMPANY_SITE,Role_1218_Technician,OCCXW201218,SKC01218,Linux,React,Azure,1,5,0,153777,223452,PART_TIME,DAY,921,44,36,0.6503,emb_v3
2117-07,ATS_FEED,Role_1219_Specialist,OCCXW201219,SKC01219,SQL,Spark,Healthcare,0,5,0,81720,114516,PART_TIME,DAY,511,77,39,0.2061,emb_v2
2117-08,ATS_FEED,Role_1220_Analyst,OCCXW201220,SKC01220,Excel,Tableau,Kubernetes,0,8,0,146133,228986,INTERN,SHIFT,622,24,47,0.1448,emb_v1
2117-09,COMPANY_SITE,Role_1221_Engineer,OCCXW201221,SKC01221,Python,Excel,CustomerSupport,1,4,1,137548,146595,CONTRACT,DAY,518,49,27,0.6706,emb_v1
2117-10,COMPANY_SITE,Role_1222_Manager,OCCXW201222,SKC01222,Azure,Linux,SAP,0,6,1,117191,137538,INTERN,WEEKEND,811,51,27,0.1684,emb_v2
2117-11,COMPANY_SITE,Role_1223_Technician,OCCXW201223,SKC01223,Healthcare,JavaScript,Excel,1,5,0,81846,93115,CONTRACT,WEEKEND,811,28,38,0.6143,emb_v2
2117-12,STAFFING_FIRM,Role_1224_Specialist,OCCXW201224,SKC01224,SQL,NLP,GCP,0,6,0,60625,100106,PART_TIME,FLEX,423,21,38,0.0482,emb_v2
2118-01,ATS_FEED,Role_1225_Analyst,OCCXW201225,SKC01225,AWS,SAP,Tableau,1,1,0,47062,121499,CONTRACT,DAY,531,35,33,0.7006,emb_v4
2118-02,STAFFING_FIRM,Role_1226_Engineer,OCCXW201226,SKC01226,Accounting,Healthcare,JavaScript,0,2,1,158697,170833,INTERN,NIGHT,531,17,34,0.455,emb_v4
2118-03,STAFFING_FIRM,Role_1227_Manager,OCCXW201227,SKC01227,GCP,SAP,NodeJS,0,7,1,88061,175549,PART_TIME,FLEX,561,29,37,0.0255,emb_v3
2118-04,ATS_FEED,Role_1228_Technician,OCCXW201228,SKC01228,NodeJS,Kubernetes,Python,1,3,0,46995,101077,CONTRACT,FLEX,523,6,62,0.3952,emb_v2
2118-05,STAFFING_FIRM,Role_1229_Specialist,OCCXW201229,SKC01229,GCP,ComputerVision,Airflow,0,6,0,68196,104176,PART_TIME,DAY,561,47,37,0.437,emb_v3
2118-06,JOB_BOARD,Role_1230_Analyst,OCCXW201230,SKC01230,Python,Statistics,Python,0,5,0,71759,129893,PART_TIME,NIGHT,236,9,34,0.1586,emb_v2
2118-07,COMPANY_SITE,Role_1231_Engineer,OCCXW201231,SKC01231,Communication,Salesforce,Accounting,1,0,0,99592,145941,CONTRACT,NIGHT,561,13,35,0.5244,emb_v1
2118-08,COMPANY_SITE,Role_1232_Manager,OCCXW201232,SKC01232,Linux,Communication,SupplyChain,1,10,0,55880,123122,TEMP,DAY,511,34,38,0.9222,emb_v4
2118-09,STAFFING_FIRM,Role_1233_Technician,OCCXW201233,SKC01233,Salesforce,Spark,SQL,0,3,1,155081,168675,FULL_TIME,SHIFT,623,9,39,0.6876,emb_v3
2118-10,ATS_FEED,Role_1234_Specialist,OCCXW201234,SKC01234,Python,Cybersecurity,Tableau,0,6,0,100356,145747,TEMP,DAY,236,13,46,0.8422,emb_v2
2118-11,COMPANY_SITE,Role_1235_Analyst,OCCXW201235,SKC01235,Accounting,NLP,Airflow,0,2,0,105939,140395,TEMP,FLEX,523,52,34,0.6153,emb_v2
2118-12,ATS_FEED,Role_1236_Engineer,OCCXW201236,SKC01236,PowerBI,NLP,Communication,1,6,1,88849,164479,FULL_TIME,NIGHT,423,23,41,0.7196,emb_v1
2119-01,COMPANY_SITE,Role_1237_Manager,OCCXW201237,SKC01237,ProjectMgmt,Statistics,Linux,1,0,1,56890,118309,TEMP,WEEKEND,423,75,32,0.4741,emb_v4
2119-02,JOB_BOARD,Role_1238_Technician,OCCXW201238,SKC01238,ProjectMgmt,SQL,Accounting,0,1,0,92323,127034,TEMP,SHIFT,561,20,35,0.8612,emb_v3
2119-03,AGGREGATOR,Role_1239_Specialist,OCCXW201239,SKC01239,Tableau,Azure,Salesforce,0,9,1,134101,164799,INTERN,WEEKEND,518,25,34,0.1899,emb_v4
2119-04,JOB_BOARD,Role_1240_Analyst,OCCXW201240,SKC01240,Statistics,AWS,GCP,1,3,1,96188,162330,FULL_TIME,SHIFT,722,36,36,0.8581,emb_v3
2119-05,ATS_FEED,Role_1241_Engineer,OCCXW201241,SKC01241,NLP,Statistics,GCP,1,10,0,134479,217258,INTERN,WEEKEND,722,61,28,0.5389,emb_v1
2119-06,ATS_FEED,Role_1242_Manager,OCCXW201242,SKC01242,GCP,Azure,Spark,1,2,0,63616,80804,PART_TIME,WEEKEND,511,79,40,0.1634,emb_v1
2119-07,ATS_FEED,Role_1243_Technician,OCCXW201243,SKC01243,SQL,Linux,NodeJS,0,0,0,120318,190932,FULL_TIME,NIGHT,811,49,33,0.1815,emb_v1
2119-08,JOB_BOARD,Role_1244_Specialist,OCCXW201244,SKC01244,Cybersecurity,Tableau,Salesforce,1,3,1,41926,110512,TEMP,WEEKEND,523,87,32,0.5422,emb_v1
2119-09,COMPANY_SITE,Role_1245_Analyst,OCCXW201245,SKC01245,Statistics,Python,JavaScript,1,8,1,127910,179279,FULL_TIME,DAY,518,75,39,0.2578,emb_v1
2119-10,STAFFING_FIRM,Role_1246_Engineer,OCCXW201246,SKC01246,Statistics,Healthcare,SupplyChain,1,0,0,71340,108967,PART_TIME,NIGHT,811,72,31,0.6542,emb_v3
2119-11,JOB_BOARD,Role_1247_Manager,OCCXW201247,SKC01247,React,Docker,Excel,0,0,0,52764,114651,CONTRACT,SHIFT,517,50,37,0.73,emb_v4
2119-12,JOB_BOARD,Role_1248_Technician,OCCXW201248,SKC01248,AWS,Azure,ProjectMgmt,0,9,1,90501,111942,TEMP,DAY,519,10,28,0.3035,emb_v4
2120-01,JOB_BOARD,Role_1249_Specialist,OCCXW201249,SKC01249,Cybersecurity,SQL,SupplyChain,0,1,1,109979,184772,TEMP,DAY,921,25,28,0.5962,emb_v4
2120-02,JOB_BOARD,Role_1250_Analyst,OCCXW201250,SKC01250,Linux,Spark,AWS,1,7,0,149055,172052,FULL_TIME,FLEX,519,15,44,0.1844,emb_v4
2120-03,STAFFING_FIRM,Role_1251_Engineer,OCCXW201251,SKC01251,Cybersecurity,Airflow,PowerBI,1,1,0,54575,101008,PART_TIME,DAY,561,31,28,0.2442,emb_v4
2120-04,AGGREGATOR,Role_1252_Manager,OCCXW201252,SKC01252,Healthcare,AWS,SAP,0,7,0,68327,121752,INTERN,FLEX,611,26,33,0.9275,emb_v1
2120-05,ATS_FEED,Role_1253_Technician,OCCXW201253,SKC01253,Excel,Java,Excel,0,9,0,68538,99772,INTERN,DAY,524,33,27,0.6664,emb_v4
2120-06,COMPANY_SITE,Role_1254_Specialist,OCCXW201254,SKC01254,Airflow,ComputerVision,Healthcare,0,10,0,150059,233577,FULL_TIME,DAY,541,59,29,0.7811,emb_v1
2120-07,ATS_FEED,Role_1255_Analyst,OCCXW201255,SKC01255,PowerBI,SupplyChain,PowerBI,1,2,0,86189,123323,CONTRACT,NIGHT,611,88,38,0.5436,emb_v4
2120-08,ATS_FEED,Role_1256_Engineer,OCCXW201256,SKC01256,Azure,SAP,Excel,1,1,1,133483,217214,TEMP,NIGHT,524,49,33,0.1382,emb_v2
2120-09,AGGREGATOR,Role_1257_Manager,OCCXW201257,SKC01257,Excel,NodeJS,RetailOps,0,1,0,149596,155681,TEMP,NIGHT,236,38,46,0.2254,emb_v3
2120-10,COMPANY_SITE,Role_1258_Technician,OCCXW201258,SKC01258,Java,Airflow,JavaScript,1,0,0,69314,85582,INTERN,NIGHT,623,29,37,0.9203,emb_v4
2120-11,COMPANY_SITE,Role_1259_Specialist,OCCXW201259,SKC01259,SupplyChain,Healthcare,GCP,0,1,0,72357,153779,PART_TIME,DAY,522,19,31,0.533,emb_v3
2120-12,STAFFING_FIRM,Role_1260_Analyst,OCCXW201260,SKC01260,Azure,React,SAP,0,0,1,114997,201337,CONTRACT,SHIFT,811,19,34,0.8188,emb_v3
2121-01,ATS_FEED,Role_1261_Engineer,OCCXW201261,SKC01261,SAP,NLP,RetailOps,1,5,0,77011,150219,INTERN,WEEKEND,445,35,31,0.0058,emb_v1
2121-02,COMPANY_SITE,Role_1262_Manager,OCCXW201262,SKC01262,Excel,Spark,JavaScript,0,0,0,98365,159476,INTERN,WEEKEND,561,43,37,0.3376,emb_v3
2121-03,ATS_FEED,Role_1263_Technician,OCCXW201263,SKC01263,Accounting,SQL,GCP,0,1,1,118577,200360,TEMP,NIGHT,623,44,34,0.9879,emb_v3
2121-04,AGGREGATOR,Role_1264_Specialist,OCCXW201264,SKC01264,RetailOps,Airflow,Docker,1,0,1,104590,136074,PART_TIME,FLEX,423,83,29,0.8059,emb_v1
2121-05,AGGREGATOR,Role_1265_Analyst,OCCXW201265,SKC01265,SAP,Airflow,Kubernetes,0,9,1,37445,70427,INTERN,WEEKEND,621,88,42,0.8575,emb_v4
2121-06,STAFFING_FIRM,Role_1266_Engineer,OCCXW201266,SKC01266,GCP,Healthcare,React,1,6,0,123747,146180,CONTRACT,SHIFT,621,16,41,0.085,emb_v3
2121-07,AGGREGATOR,Role_1267_Manager,OCCXW201267,SKC01267,AWS,Excel,JavaScript,1,0,1,102702,138168,INTERN,WEEKEND,445,43,39,0.436,emb_v4
2121-08,STAFFING_FIRM,Role_1268_Technician,OCCXW201268,SKC01268,SQL,Kubernetes,Tableau,0,3,1,121506,161886,PART_TIME,WEEKEND,541,37,18,0.0672,emb_v3
2121-09,JOB_BOARD,Role_1269_Specialist,OCCXW201269,SKC01269,RetailOps,SupplyChain,Tableau,0,4,0,82430,138548,CONTRACT,FLEX,623,27,34,0.1737,emb_v2
2121-10,COMPANY_SITE,Role_1270_Analyst,OCCXW201270,SKC01270,SupplyChain,AWS,Kubernetes,0,9,0,152547,199601,FULL_TIME,WEEKEND,518,50,34,0.6216,emb_v3
2121-11,AGGREGATOR,Role_1271_Engineer,OCCXW201271,SKC01271,Cybersecurity,Communication,GCP,0,5,0,37770,117825,TEMP,DAY,621,76,39,0.6916,emb_v2
2121-12,AGGREGATOR,Role_1272_Manager,OCCXW201272,SKC01272,React,Communication,PowerBI,0,0,0,113938,177741,TEMP,WEEKEND,517,8,34,0.9366,emb_v4
2122-01,COMPANY_SITE,Role_1273_Technician,OCCXW201273,SKC01273,PowerBI,GCP,Airflow,0,6,1,57799,107840,INTERN,SHIFT,622,10,36,0.4828,emb_v3
2122-02,AGGREGATOR,Role_1274_Specialist,OCCXW201274,SKC01274,Tableau,Azure,Healthcare,1,3,0,69127,147893,FULL_TIME,NIGHT,621,9,44,0.0068,emb_v4
2122-03,STAFFING_FIRM,Role_1275_Analyst,OCCXW201275,SKC01275,Spark,NLP,AWS,1,3,1,66696,87853,PART_TIME,SHIFT,522,64,39,0.0156,emb_v4
2122-04,ATS_FEED,Role_1276_Engineer,OCCXW201276,SKC01276,Python,Healthcare,React,0,6,0,135864,214261,TEMP,FLEX,811,44,37,0.2866,emb_v2
2122-05,STAFFING_FIRM,Role_1277_Manager,OCCXW201277,SKC01277,SAP,Linux,GCP,1,0,1,79144,135803,CONTRACT,WEEKEND,811,47,30,0.9325,emb_v4
2122-06,ATS_FEED,Role_1278_Technician,OCCXW201278,SKC01278,Docker,Docker,SupplyChain,0,3,0,118158,200126,FULL_TIME,WEEKEND,621,64,31,0.3742,emb_v1
2122-07,JOB_BOARD,Role_1279_Specialist,OCCXW201279,SKC01279,JavaScript,Kubernetes,NodeJS,1,5,0,53646,104196,FULL_TIME,WEEKEND,711,26,38,0.116,emb_v1
2122-08,AGGREGATOR,Role_1280_Analyst,OCCXW201280,SKC01280,SupplyChain,AWS,SupplyChain,1,7,1,139617,153127,FULL_TIME,WEEKEND,517,82,33,0.0881,emb_v1
2122-09,JOB_BOARD,Role_1281_Engineer,OCCXW201281,SKC01281,SupplyChain,Azure,GCP,1,4,0,76303,85841,FULL_TIME,WEEKEND,519,25,38,0.5046,emb_v3
2122-10,AGGREGATOR,Role_1282_Manager,OCCXW201282,SKC01282,ComputerVision,Azure,Azure,0,1,0,64489,132929,TEMP,WEEKEND,522,12,30,0.925,emb_v3
2122-11,ATS_FEED,Role_1283_Technician,OCCXW201283,SKC01283,Airflow,PowerBI,Python,0,7,0,154360,230102,PART_TIME,WEEKEND,236,64,34,0.8042,emb_v3
2122-12,AGGREGATOR,Role_1284_Specialist,OCCXW201284,SKC01284,Statistics,Excel,CustomerSupport,0,5,0,134443,162834,PART_TIME,DAY,519,86,36,0.3064,emb_v4
2123-01,COMPANY_SITE,Role_1285_Analyst,OCCXW201285,SKC01285,React,SQL,JavaScript,0,1,1,52451,73515,TEMP,WEEKEND,622,34,40,0.827,emb_v1
2123-02,JOB_BOARD,Role_1286_Engineer,OCCXW201286,SKC01286,Communication,Healthcare,PowerBI,1,0,1,62540,108214,FULL_TIME,DAY,531,32,19,0.2531,emb_v2
2123-03,COMPANY_SITE,Role_1287_Manager,OCCXW201287,SKC01287,Java,Docker,SupplyChain,0,3,0,68236,79534,FULL_TIME,SHIFT,423,47,48,0.9742,emb_v4
2123-04,AGGREGATOR,Role_1288_Technician,OCCXW201288,SKC01288,Linux,Excel,Java,0,1,0,153039,178452,INTERN,FLEX,811,8,37,0.0443,emb_v2
2123-05,AGGREGATOR,Role_1289_Specialist,OCCXW201289,SKC01289,ProjectMgmt,Linux,Salesforce,1,5,0,65629,125430,CONTRACT,FLEX,621,56,31,0.4514,emb_v3
2123-06,STAFFING_FIRM,Role_1290_Analyst,OCCXW201290,SKC01290,NodeJS,RetailOps,React,0,0,0,94391,101174,INTERN,DAY,523,37,33,0.2989,emb_v3
2123-07,AGGREGATOR,Role_1291_Engineer,OCCXW201291,SKC01291,Azure,React,Salesforce,0,9,0,102209,154506,TEMP,SHIFT,621,76,39,0.1044,emb_v2
2123-08,ATS_FEED,Role_1292_Manager,OCCXW201292,SKC01292,Healthcare,PowerBI,SupplyChain,1,8,1,92826,161240,TEMP,FLEX,519,37,31,0.0519,emb_v4
2123-09,COMPANY_SITE,Role_1293_Technician,OCCXW201293,SKC01293,RetailOps,Azure,SQL,0,4,1,117462,190184,INTERN,WEEKEND,541,12,37,0.6769,emb_v2
2123-10,ATS_FEED,Role_1294_Specialist,OCCXW201294,SKC01294,Communication,Communication,SupplyChain,0,1,0,94135,125181,FULL_TIME,WEEKEND,511,13,43,0.9893,emb_v1
2123-11,AGGREGATOR,Role_1295_Analyst,OCCXW201295,SKC01295,Statistics,CustomerSupport,CustomerSupport,0,2,0,91495,153391,FULL_TIME,WEEKEND,622,65,36,0.3538,emb_v2
2123-12,AGGREGATOR,Role_1296_Engineer,OCCXW201296,SKC01296,Excel,GCP,Java,0,3,0,85340,129401,CONTRACT,WEEKEND,332,59,35,0.9405,emb_v4
2124-01,JOB_BOARD,Role_1297_Manager,OCCXW201297,SKC01297,React,ComputerVision,Excel,0,4,1,148961,195594,INTERN,DAY,811,13,39,0.464,emb_v3
2124-02,STAFFING_FIRM,Role_1298_Technician,OCCXW201298,SKC01298,ProjectMgmt,SupplyChain,NLP,0,6,0,148277,177646,INTERN,SHIFT,623,25,34,0.979,emb_v1
2124-03,AGGREGATOR,Role_1299_Specialist,OCCXW201299,SKC01299,SQL,ProjectMgmt,JavaScript,0,8,0,156167,203364,TEMP,FLEX,621,11,34,0.3408,emb_v3
