edu_finance_fiscal_year,edu_finance_lea_id,edu_finance_revenue_local,edu_finance_revenue_state,edu_finance_revenue_federal,edu_finance_expenditure_instruction,edu_finance_expenditure_support_services,edu_finance_expenditure_capital,edu_finance_expenditure_debt_service,edu_finance_teacher_salary_average,edu_finance_administrator_salary_average,edu_finance_benefits_cost_total,edu_finance_facility_condition_index,edu_finance_technology_spend_per_student,edu_finance_transport_spend_per_student,edu_finance_special_ed_spend_share_pct,edu_finance_ell_program_spend_share_pct,edu_finance_fund_balance_end_year,edu_finance_pension_liability_estimate,edu_finance_audit_finding_count
2025,LEA101030,604192837,5078363882,1474854208,4764863874,1710303243,784259789,596969757,70495,58559,635227368,0.743,328,2640,16.39,17.72,194457595,1125076081,9
2022,LEA101031,2509168507,4558615462,960231434,4590809974,2813186259,578706217,269129635,80220,75669,1067745159,0.918,753,1186,9.86,7.79,885533149,239536530,7
2024,LEA101032,2024284310,453821065,1369063978,670362079,1616781014,1550961180,689714900,71945,121365,230675121,0.674,359,2365,17.23,8.64,384679799,613885182,4
2017,LEA101033,399897086,3819526424,478231958,4735138974,2566438256,785103871,247960214,80827,103591,345366835,0.204,2131,2660,11.12,11.55,28144608,2347569680,12
2024,LEA101034,2499394467,1840913338,597679948,3821731375,1778506140,368869317,278270275,57222,120131,306872675,0.755,1057,2357,22.1,16.79,691401826,605451792,8
2025,LEA101035,3164569230,5725928578,306283075,187881246,736575913,930751894,830917443,45211,115306,124702406,0.605,1723,1424,13.07,2.31,779528960,1780447266,0
2018,LEA101036,2268250477,4300028966,1167806975,2330293476,2594387939,159707850,646021197,89709,183904,2323397213,0.533,1931,1057,13.16,14.68,1127908087,3313864277,0
2022,LEA101037,2910433129,3627595352,626546774,5421062013,2359720558,913394946,638155547,99606,78622,1133933750,0.927,1152,1658,17.96,2.88,829569785,2395043599,11
2024,LEA101038,552322378,608493596,1148345853,3765593983,85116049,1561243198,746882022,49698,60502,661200629,0.785,300,2399,24.11,12.99,730627152,470396105,1
2009,LEA101039,2584818250,5290469526,332630689,1851448784,1283651091,1108055822,311585272,96684,107369,1197026764,0.991,1315,15,9.78,2.72,877666610,2358400577,2
2010,LEA101040,364337537,513992803,187199998,3978164455,2011090315,1133522174,214778681,96716,147094,1064035316,0.92,1200,480,12.87,0.68,27896225,168548752,2
2023,LEA101041,140058679,2116890356,1470506465,2345606601,1848701066,254083527,409455455,78137,120688,2135083512,0.287,298,615,26.51,3.5,742304115,2730548299,3
2020,LEA101042,144272674,2858361061,1178132835,5466790516,1327344353,248198041,414506894,53391,60294,2010754296,0.762,984,1912,26.86,0.34,811563103,160821800,9
2017,LEA101043,1669438279,846002980,1356093491,4169228257,1544345046,1211978709,648381922,82682,169354,1585722902,0.993,468,38,12.93,17.33,713038915,479003394,7
2025,LEA101044,1423631082,4683888950,970321781,2612621343,2259335757,1328342952,864738184,55841,111694,784386368,0.395,365,2016,10.34,11.52,969969613,3466394542,13
2015,LEA101045,2412043885,4141259689,584817336,856777784,272940349,1452212098,222317085,72981,141740,1153818078,0.863,933,2054,12.27,9.35,796510441,1643169031,7
2015,LEA101046,2035391013,1889754263,1081351348,2458465802,2083559926,117592951,238659757,49490,150706,2165935469,0.34,210,1276,22.81,6.0,452982881,2061640811,4
2018,LEA101047,1446859676,5667093674,343815904,790589654,2725356162,755787761,495784111,72406,172647,334578962,0.446,343,37,17.03,11.49,484892138,1689466247,5
2015,LEA101048,2678751831,1279995516,400617613,4947580882,1192660396,1041704804,206282808,81399,97388,656811158,0.381,596,1350,9.01,16.53,1152906217,3211109456,12
2008,LEA101049,2573834191,787756355,1443452400,3122726929,1056288375,570929953,545246538,63829,121785,477630322,0.665,1194,1580,20.21,7.06,1145052787,1073976646,0
2013,LEA101050,2445877011,5305128702,513981183,1539414205,969372892,402772843,838374295,42196,121894,1115425822,0.479,351,2043,13.99,17.7,220427564,269439164,5
2013,LEA101051,887831104,2223102052,913668355,5446417890,194967321,1176428526,377991800,99272,80334,611772930,0.261,795,1683,24.27,8.3,537512304,2530260961,4
2024,LEA101052,1523859627,3085155873,247625379,2917167026,1486218472,961570199,195332852,45678,68902,2018625073,0.394,352,902,21.78,11.9,1091816006,743257149,11
2008,LEA101053,2066381242,3115271002,1096702552,3627850119,723322803,449322616,547637928,59068,133023,1077489090,0.385,1850,1097,17.73,17.41,226142460,1409852065,1
2013,LEA101054,822408387,4695449160,830900221,3551274789,2543763403,234749533,330250068,82408,130128,1782894578,0.277,714,554,19.93,2.89,743213882,1158242489,8
2021,LEA101055,1098042990,662545712,1352559580,6014366311,994877178,820003524,118450985,89285,168219,1989308790,0.215,1601,544,23.46,8.92,694423218,104988166,8
2020,LEA101056,2039680509,2564098639,509699241,240404435,2699368618,1013782240,23817624,47460,126591,730851402,0.748,507,2617,8.16,4.9,-44455187,1885451675,0
2012,LEA101057,1429432396,1030132812,608492524,2251884979,264943891,1431976413,586930349,92644,95863,740879796,0.669,604,2114,13.96,15.33,608089946,1227518584,6
2020,LEA101058,2812337015,5521178236,425197373,3225663662,486023713,595409321,520518636,66457,77572,1392982196,0.496,1603,2054,27.78,3.6,431281519,3138792303,6
2025,LEA101059,1399477310,5711723671,1468056414,480345606,48691386,1604038533,728954762,62342,83111,1689849429,0.499,545,2549,18.09,17.63,381383492,2303542217,7
2019,LEA101060,959887664,740212602,1083228341,759517451,835173741,1795291653,614638950,72450,167803,835040734,0.894,1661,1819,19.26,14.58,1167733207,569273478,12
2025,LEA101061,1726404328,4967092326,35306823,5599944829,2890806149,1031793740,223573950,43451,90586,1801797982,0.944,532,1928,8.25,1.23,191918567,2372082140,12
2008,LEA101062,1566655384,5086707157,1089351931,5220696658,2986686646,596091494,523156062,84945,82231,2327790846,0.436,1136,388,18.6,12.4,578713507,2125021428,7
2022,LEA101063,1856366243,3154396608,643880384,5174903152,1489926150,1756471698,441465722,99710,134343,978218371,0.379,1346,40,14.77,3.42,362663185,1209961314,5
2010,LEA101064,741031035,1835332517,179631963,1127131970,298004086,1324802574,300373561,49623,126426,1517319677,0.994,431,117,19.04,7.34,1057359456,1411522721,9
2022,LEA101065,2014234882,4524955722,1239391184,513377065,1257333228,289949518,394871622,53539,180328,1297679264,0.255,658,854,7.38,13.13,630209981,2309811549,13
2019,LEA101066,1506375547,4334088845,439653101,5456180607,1497897937,476525170,473253383,89707,155492,1968568105,0.842,1905,136,21.24,8.75,705167681,3450300713,2
2008,LEA101067,1776971140,5226363788,1381385186,1004742758,2469626125,1158672526,832460629,59116,128334,2069996396,0.873,731,1958,24.83,7.84,849468654,2498048859,10
2023,LEA101068,2546392615,2716752732,1472132513,4760120431,2553727091,1433162436,569563344,93998,71235,441362962,0.269,1856,1588,19.01,4.14,969053886,1523467140,6
2017,LEA101069,435101571,1810349390,99308636,2060243981,2314140521,1596340480,729248977,59461,112365,1107510089,0.3,1166,1032,13.65,3.78,1162157398,3474432823,4
2016,LEA101070,2152657148,3515335262,1395503729,2961936337,407551330,1121340675,285942527,100098,117179,1991904659,0.307,175,944,7.76,15.97,1018828936,1569195232,8
2021,LEA101071,1168316027,2227708298,794262610,1529385380,994096349,307987545,332390610,47645,139076,161207023,0.973,317,1519,8.16,14.36,533271781,2231751959,7
2018,LEA101072,1577196574,2208225743,21270478,823103206,1988122446,667589731,386149551,93807,61980,2347727901,0.862,2039,1799,9.27,14.76,565012619,2570978267,10
2024,LEA101073,1063776785,5239819673,331168181,1173065789,1659753034,1303686239,676994219,101005,60386,431544505,0.344,112,154,16.63,2.7,362286356,775957400,2
2014,LEA101074,2519710565,3160906120,498895730,1987797012,1602254604,314632253,180295049,77629,112263,1911323304,0.987,259,850,7.74,10.13,1035845362,1594137051,10
2014,LEA101075,2978931017,644975702,222038485,5332228814,1139745374,1647429800,292199980,70691,111897,2139268556,0.219,2061,1914,24.29,2.93,129950394,1100728243,12
2016,LEA101076,1560664150,302905695,1343395691,740441381,3121087244,1046927987,859709879,42410,157768,752725422,0.606,1817,2290,24.31,11.4,-16335389,3409373431,4
2015,LEA101077,2044130059,1454514146,904962466,2351802910,1670120947,863262839,251561082,90735,63599,1216108797,0.769,343,2192,15.51,14.49,997088167,3036251516,10
2023,LEA101078,1510633491,5306671824,833262127,344289065,54743419,212832455,151368985,89128,160073,1837362188,0.716,1437,212,24.08,6.11,1017443459,3218165905,6
2010,LEA101079,2258603937,968626127,1063146477,2702898887,5753670,646883214,293702055,66992,70462,429735984,0.543,1065,922,24.5,14.85,934250312,345737021,12
2022,LEA101080,2844486145,3034369216,453454107,4370530998,1690602805,793531190,412173709,51170,153069,1807354434,0.836,1636,160,26.11,3.71,999532624,2411024957,4
2011,LEA101081,386494539,4436034947,1048542329,119271910,67990335,24553270,119653874,64665,159406,799630587,0.287,1057,840,16.8,6.34,314230743,2307580373,10
2019,LEA101082,2015442670,3458911128,1332086659,3372634662,1163491244,79860415,530919894,71759,65618,464158685,0.375,839,1803,10.29,12.44,-12355465,1820928820,2
2025,LEA101083,188266673,2523530183,1122225693,636635541,1630918607,875965439,85605276,75694,81578,20786228,0.303,1911,181,22.78,10.22,326914306,3183355302,11
2018,LEA101084,1732202280,8710812,373331794,5314746668,2219524292,946457132,218809592,101249,70538,1409219708,0.629,1530,2210,25.16,14.84,231786760,2516759489,11
2019,LEA101085,428312811,2361833525,1329998359,3470527343,3211862,1106761712,454286556,77444,117226,1087462298,0.953,930,1607,24.98,0.38,135367205,2288772228,10
2020,LEA101086,1342317475,1657722121,330914493,570714403,699686197,1363151664,271233246,101598,151499,913775797,0.827,170,1740,24.46,2.86,1182361273,1196111718,9
2014,LEA101087,2348943025,996008937,656621409,2511129809,1345856202,1111663841,815111332,43793,70794,418564658,0.391,1342,861,24.48,7.15,448605966,1544427093,13
2021,LEA101088,1866394741,3890532142,57151292,2176579010,595120739,596983643,560628047,87136,112143,613786349,0.497,114,1438,15.65,16.94,331679051,2193768584,6
2019,LEA101089,2601508827,1784410525,57326271,4334324806,2315007117,297109463,808854008,71970,86385,2322599753,0.233,453,2046,11.18,5.34,68871042,1030262161,12
2009,LEA101090,1170912585,876041086,1453174821,1672771169,1650684833,957768006,876590167,101666,108728,1322151210,0.973,2081,1012,7.94,3.19,422830678,1742809650,4
2021,LEA101091,2364992179,1003522721,297510942,1985105958,1508165580,130821140,169092182,65232,80308,511782059,0.211,1258,2294,10.51,5.35,999957225,2291004026,10
2015,LEA101092,2149955416,506739096,994663667,3667152835,1317188198,451587252,705466979,56532,120042,2316016122,0.783,491,233,19.05,2.08,176097340,2588747316,6
2019,LEA101093,3109481216,1396928532,295896196,5739173039,2699679793,131465874,310476904,80234,87288,1267634039,0.33,1373,1600,11.09,3.67,178662006,2308701588,1
2020,LEA101094,824011575,2503250780,1133702526,5239625794,2971813764,1203588672,137582009,59337,164068,926837868,0.219,1230,2597,7.77,2.39,463030226,2231175407,13
2018,LEA101095,2589924726,5352172325,1068379109,4787432040,80489302,293489970,880934871,87142,72573,1066033118,0.732,1314,531,22.37,9.18,390233626,3450429286,6
2025,LEA101096,2016511990,803142946,1212635242,5451932661,2091152906,1108825660,636294591,97225,139008,738681424,0.344,597,95,13.56,13.3,1172623930,210853113,10
2025,LEA101097,2353174167,5462675346,362171718,4446357527,2011309500,45201734,224028739,77762,57554,2206335943,0.424,1109,1986,21.23,13.16,542126179,1836229301,13
2015,LEA101098,2330167314,3577338599,34660033,5617091701,1767354468,1099879495,203936634,47731,73757,1381243292,0.835,103,1229,14.89,5.81,344396577,258704600,13
2025,LEA101099,2724499986,719652650,385404958,3838873911,791770600,775921081,856580686,58382,58783,2043066714,0.212,356,722,23.16,8.74,263007219,1043591170,7
2020,LEA101100,2053048788,5719788015,1099513204,151866778,2842131155,221782431,755510371,81424,119560,1616947607,0.74,1000,808,26.27,1.5,985152172,2616666448,12
2018,LEA101101,1999061286,2134407294,437029172,5622024149,441522132,68080946,331235542,84864,122028,2150236056,0.835,644,891,12.0,6.59,865281211,3308091188,11
2013,LEA101102,2678410116,4362581233,963014981,5419232165,2233749711,1496550659,456089971,70000,107675,2157306456,0.326,1289,1032,16.04,12.34,1167583667,1863784197,5
2009,LEA101103,3128751188,3487934228,59051697,5218024662,1271313905,666124066,589203134,87643,160376,2217297329,0.918,1012,183,9.42,14.05,943484956,3250413856,5
2022,LEA101104,2867069194,5166349416,782692633,4182991864,458635761,512230705,61870024,97402,100606,218839629,0.431,1016,2292,25.31,14.22,930537737,939899296,12
2009,LEA101105,1762006005,2791152021,611266766,3558271886,311123329,786650980,632805024,62496,76470,1006565926,0.873,979,2531,9.31,1.31,572362497,1848137278,1
2015,LEA101106,1953357881,5757172140,1330581457,5367580590,3136616232,53618343,495735947,65411,143441,1770688283,0.758,1711,268,18.58,11.66,352190307,2491588097,4
2025,LEA101107,2644618619,2600394001,1303039778,4059020546,2679594053,1175019964,619968812,39215,57498,2348071445,0.9,1197,1290,23.09,14.96,-45981073,3239660182,8
2017,LEA101108,1078151957,3522356518,1214776402,563847524,63249413,104287338,296315547,70603,65654,2231133081,0.394,1071,2676,9.85,3.31,1181313967,1208723039,0
2011,LEA101109,51030652,3351553360,984180979,1456220833,2509135691,851990589,473767803,43521,125239,1077256936,0.276,1825,2295,23.22,0.92,528256136,2770640540,2
2023,LEA101110,2541541636,4308993347,297113858,5715530719,2494084365,93186392,226320789,77664,92794,1212710030,0.489,1711,604,26.86,11.47,352790413,2800812709,13
2017,LEA101111,2844939524,1928002827,684809919,4873801819,956394093,399041949,891565538,80433,100876,572669273,0.888,83,2196,8.33,12.53,336592046,13817408,10
2016,LEA101112,69141949,3805518393,1129635603,5518604021,2861804566,1224448981,517248521,64428,133412,1972553536,0.627,273,1373,11.62,15.45,-42400449,1291918047,4
2021,LEA101113,1575724873,4597227568,226763707,398742737,91503142,1137007067,103310810,47080,146686,681243698,0.755,709,212,23.19,16.67,573016759,3010362924,1
2017,LEA101114,1782729112,2807666511,887106047,577059627,60480059,842870392,461612819,83360,109032,1879401678,0.976,1556,2773,14.13,17.63,1135892007,3204070300,12
2013,LEA101115,523288058,5597052367,643011453,559999514,2224534662,1478676653,118260836,87926,115497,1349572713,0.414,1005,150,21.74,7.88,467528952,1907095797,8
2022,LEA101116,2237725191,409471455,1040421469,2656649274,1750245979,1586499564,159290021,80771,95067,2247789733,0.962,532,2206,19.1,4.89,1195008355,1634229478,0
2025,LEA101117,3095706768,5194405346,508424805,221698028,1013159215,735033237,226162971,42293,114546,2063001190,0.603,1035,1347,22.75,8.15,-42055689,2769547590,10
2023,LEA101118,1861413674,3315433715,425509851,2804696822,2298354872,1028690348,560513307,95498,114697,2243699344,0.974,576,1384,10.61,0.82,194323099,3427089425,7
2020,LEA101119,1907027932,1288693801,200101442,4410003929,2267986861,136898119,816690213,51864,90180,1370461114,0.728,1909,1449,21.81,16.62,906003854,601868382,11
2014,LEA101120,1465289935,2901238289,1239668319,1812470905,2625174896,1465112012,223040753,83699,138471,107169394,0.851,591,2439,21.88,7.85,1122165143,269658722,3
2021,LEA101121,3078302335,922183696,623832120,4812153598,230457825,1098915918,881537534,49538,67067,982400738,0.207,972,2376,27.17,8.69,123619132,2993107663,8
2016,LEA101122,2979092489,1636634966,490039944,1740174999,127373453,137900357,716407153,49802,140847,73947142,0.312,694,1464,18.95,4.19,598585166,860918943,3
2014,LEA101123,2670882531,4498415091,1031598821,4472722520,1274940647,141037780,481826817,71551,182487,1621991164,0.235,65,2237,8.64,7.37,435457539,5725677,9
2021,LEA101124,496784727,1457655279,388584621,4558140985,2630833604,1291730069,345128531,47034,126850,1889658853,0.527,107,2011,22.4,16.14,1078071981,2315087958,6
2020,LEA101125,1578963093,5561624162,613838842,3490497206,2474222448,1146497808,432988082,38057,160950,23914473,0.73,1617,2028,24.12,12.96,816133935,597863449,8
2010,LEA101126,1462864821,4553861537,1093281536,2508855486,3089490625,1115391442,325112020,83376,100847,416303238,0.805,1164,1115,13.99,13.62,1078047437,3076345796,11
2018,LEA101127,2125986073,1028091476,533118845,2325221135,1011949168,1156193350,657140177,84524,100072,1043291230,0.842,226,2256,17.34,14.65,320181201,1067657669,6
2018,LEA101128,2087514279,1072532356,598268640,5441315962,2209645175,185896339,623126721,39534,74818,1859090305,0.569,866,1829,17.0,16.65,309156453,2380556537,8
2015,LEA101129,1900660512,2672702406,985638767,1300959010,1986020500,1790751648,22186286,101240,169192,545077136,0.596,1319,1558,27.98,15.74,654637769,2734124355,2
2009,LEA101130,344644313,3752486542,809049987,2877990748,1762168009,1047681674,9536701,75100,179829,509036186,0.25,1928,2477,26.18,1.75,915537957,1265041599,5
2025,LEA101131,2305344970,5363658861,259914202,4540936634,2669777978,1690027748,20961230,50597,78671,762901280,0.951,1197,1699,26.86,16.97,331400095,2049522453,3
2020,LEA101132,1299974528,2073117716,1178107031,676387328,2929220561,1035901556,205132335,95897,183852,1734237583,0.72,505,2156,23.75,2.67,1021923797,3002663877,7
2014,LEA101133,2335384387,2348930538,1267093830,2809198127,1266082138,658360257,58512983,57592,147620,1752032096,0.305,473,1283,21.77,7.75,579619551,527933660,9
2014,LEA101134,2899585981,4277931615,982618184,498878080,1810782639,58883423,832933603,101317,61246,305818571,0.729,535,1597,18.88,4.39,-29821425,2906653976,7
2012,LEA101135,2087648963,3337481783,1284479616,5999774011,1045494691,1231066767,324643099,77153,135423,210801117,0.545,425,2324,18.57,14.81,439143487,1314751440,7
2017,LEA101136,2801462848,4204864783,1208209287,1891210572,2299014695,212289420,673708487,48417,59805,181039490,0.657,1077,580,16.02,0.6,123475967,951549635,8
2025,LEA101137,449188382,3346009420,597810184,3315912612,1377012092,855078298,165679351,51277,130846,590274611,0.75,401,1660,10.04,1.36,-4943198,1868394175,0
