food_access_assessment_year,food_access_neighborhood_index_id,food_access_grocery_store_distance_miles,food_access_supermarket_density_per_10k,food_access_farmers_market_access_flag,food_access_snap_authorized_retailer_count,food_access_wic_vendor_count,food_access_food_desert_classification,food_access_healthy_food_availability_score,food_access_price_healthy_basket_inr,food_access_fast_food_density_per_10k,food_access_sugary_drink_outlet_density,food_access_school_meal_coverage_rate,food_access_community_garden_count,food_access_public_transit_to_food_score,food_access_diet_related_disease_risk_score,food_access_household_food_insecurity_rate,food_access_nutrition_education_program_flag,food_access_cultural_food_preference_index,food_access_policy_support_score
2014,NBH_001202,2.044,0.0,1,1537,295,RURAL_LOW_ACCESS,76.69,10982.86,3.167,4.123,41.83,75,28.43,58.99,25.39,1,73.68,42.83
2025,NBH_001203,1.55,0.527,0,320,301,URBAN_LOW_ACCESS,58.52,11841.69,3.947,0.681,58.82,82,39.44,13.34,22.3,0,46.07,45.43
2011,NBH_001204,0.05,0.625,1,485,563,ADEQUATE_ACCESS,68.75,1572.86,6.662,0.856,33.18,3,39.82,33.56,7.02,0,69.95,33.54
2023,NBH_001205,1.089,0.521,0,494,451,LOW_ACCESS,72.64,9502.49,1.618,1.986,48.12,37,47.65,53.81,20.81,1,36.43,79.79
2023,NBH_001206,0.05,2.372,1,340,548,LOW_ACCESS,28.41,9350.05,2.904,0.934,41.42,4,56.88,70.56,22.22,0,58.7,77.09
2016,NBH_001207,2.119,1.815,1,1539,333,LOW_INCOME_LOW_ACCESS,47.44,2537.72,4.043,1.421,61.82,45,55.43,39.69,18.12,0,57.02,36.58
2026,NBH_001208,0.885,2.622,0,526,516,ADEQUATE_ACCESS,79.46,4764.41,2.22,1.661,53.33,35,59.09,18.3,12.96,0,85.47,59.19
2025,NBH_001209,0.996,2.066,0,981,557,URBAN_LOW_ACCESS,52.44,10726.2,3.408,1.263,75.74,36,51.88,42.21,16.29,1,66.9,12.51
2019,NBH_001210,2.177,1.756,0,224,593,RURAL_LOW_ACCESS,67.07,6819.94,2.731,0.016,57.77,82,100.0,58.03,22.13,1,70.02,85.28
2016,NBH_001211,1.448,2.644,1,1244,575,URBAN_LOW_ACCESS,80.09,10570.1,3.701,1.169,60.88,70,58.98,54.8,19.51,1,55.9,27.41
2018,NBH_001212,1.375,0.847,0,592,104,ADEQUATE_ACCESS,71.54,8357.94,5.518,2.381,22.71,53,13.79,26.51,7.28,0,47.62,66.16
2026,NBH_001213,3.063,2.972,0,99,306,LOW_INCOME_LOW_ACCESS,45.78,4994.8,2.622,3.158,23.1,89,77.28,45.52,14.45,1,36.38,22.42
2022,NBH_001214,0.264,1.627,0,242,85,RURAL_LOW_ACCESS,66.1,9039.08,3.953,1.004,70.99,8,89.38,35.55,21.52,0,49.9,71.08
2021,NBH_001215,2.727,1.298,0,397,533,RURAL_LOW_ACCESS,77.2,6572.07,2.278,1.387,56.83,20,23.27,79.76,30.0,0,76.12,68.1
2012,NBH_001216,1.397,1.926,1,1713,417,LOW_ACCESS,64.53,11152.66,3.016,1.63,66.06,22,60.72,55.43,34.14,1,49.55,37.3
2013,NBH_001217,2.833,0.0,0,183,467,URBAN_LOW_ACCESS,57.09,5824.11,3.448,2.824,79.98,19,2.85,65.08,23.8,0,65.78,67.5
2012,NBH_001218,0.908,2.187,0,1661,625,URBAN_LOW_ACCESS,58.39,9012.83,5.444,1.434,43.81,2,67.63,44.52,21.87,0,44.02,52.36
2026,NBH_001219,2.018,1.703,0,1599,109,RURAL_LOW_ACCESS,50.92,10168.21,7.944,2.875,83.2,48,62.43,13.42,28.55,1,43.13,53.42
2019,NBH_001220,1.547,1.422,0,21,535,LOW_ACCESS,30.4,1971.04,3.519,2.061,49.42,64,51.38,21.15,16.18,0,59.56,29.63
2020,NBH_001221,1.428,1.718,1,558,36,ADEQUATE_ACCESS,52.99,4669.74,3.21,0.889,42.85,75,11.57,60.49,7.37,0,54.99,44.07
2024,NBH_001222,2.327,1.629,0,1778,181,LOW_ACCESS,55.72,1228.52,5.136,1.276,74.42,66,25.2,50.98,25.79,0,63.82,67.04
2025,NBH_001223,0.204,1.776,0,1020,268,LOW_INCOME_LOW_ACCESS,41.16,8708.19,2.38,1.257,54.09,8,37.44,61.84,25.27,1,46.35,32.29
2020,NBH_001224,1.663,1.09,0,829,95,LOW_INCOME_LOW_ACCESS,72.2,7870.27,3.476,0.356,59.93,89,100.0,32.31,3.78,0,26.78,63.83
2017,NBH_001225,2.707,1.367,1,667,229,URBAN_LOW_ACCESS,55.77,2186.28,5.345,3.869,59.32,17,64.96,32.55,28.96,1,53.64,69.58
2023,NBH_001226,1.755,2.339,1,153,465,LOW_INCOME_LOW_ACCESS,42.09,7521.92,2.772,1.81,84.29,85,25.79,12.34,34.74,0,64.94,36.96
2026,NBH_001227,2.825,2.984,1,1371,444,LOW_ACCESS,54.23,6271.91,5.968,1.683,41.98,90,64.69,26.13,13.15,0,57.55,41.49
2011,NBH_001228,1.79,2.034,0,825,268,LOW_INCOME_LOW_ACCESS,80.55,9025.21,0.195,2.784,15.07,79,81.8,59.89,19.16,0,40.66,94.34
2022,NBH_001229,3.894,0.096,1,868,148,ADEQUATE_ACCESS,43.56,7234.68,3.405,1.127,79.04,59,59.72,79.95,29.74,1,73.76,71.71
2012,NBH_001230,2.429,3.002,1,17,250,ADEQUATE_ACCESS,30.4,4830.82,5.46,2.153,12.03,34,40.09,25.72,25.36,1,41.7,83.75
2021,NBH_001231,2.419,1.514,1,98,0,LOW_ACCESS,77.89,3704.78,0.783,3.181,33.24,84,27.76,42.64,24.11,0,67.73,37.32
2016,NBH_001232,2.596,1.552,0,200,535,RURAL_LOW_ACCESS,72.16,10636.22,3.588,1.254,60.42,35,30.92,39.19,9.52,1,68.2,48.36
2017,NBH_001233,1.227,1.148,1,104,293,LOW_ACCESS,46.27,7409.22,4.125,1.481,54.56,16,89.72,26.17,22.31,0,70.74,68.24
2018,NBH_001234,2.352,1.647,0,1204,2,ADEQUATE_ACCESS,70.94,3114.36,4.002,2.801,68.33,81,64.65,50.9,16.69,0,88.49,53.49
2025,NBH_001235,1.55,2.357,1,414,306,LOW_ACCESS,44.97,10407.15,3.659,1.783,70.45,2,84.99,51.53,23.63,0,40.71,35.65
2015,NBH_001236,1.23,1.597,1,1654,110,LOW_INCOME_LOW_ACCESS,62.57,2008.96,7.525,0.014,68.92,20,43.08,55.91,5.14,0,81.74,28.46
2012,NBH_001237,0.464,1.46,0,1501,173,ADEQUATE_ACCESS,84.37,5149.69,8.162,2.241,82.03,49,42.86,51.61,15.55,0,37.75,63.32
2023,NBH_001238,0.05,1.478,1,137,164,URBAN_LOW_ACCESS,83.54,11477.11,8.519,1.176,56.91,81,73.19,30.62,9.03,1,52.76,43.82
2020,NBH_001239,2.771,0.501,0,1325,610,RURAL_LOW_ACCESS,54.11,7760.57,1.891,3.218,48.81,72,56.3,58.2,27.6,1,60.29,28.32
2023,NBH_001240,1.762,1.874,0,241,246,LOW_INCOME_LOW_ACCESS,62.52,6320.57,0.439,1.839,68.69,13,95.01,69.58,2.56,0,36.36,43.22
2019,NBH_001241,3.463,2.545,0,1017,203,ADEQUATE_ACCESS,35.88,4966.34,2.521,2.503,44.36,25,7.33,41.05,25.1,1,54.49,40.85
2019,NBH_001242,1.855,2.126,1,1496,331,ADEQUATE_ACCESS,65.94,4859.39,2.186,4.52,46.4,15,63.59,49.78,7.64,0,57.52,78.72
2013,NBH_001243,2.969,0.544,1,644,317,URBAN_LOW_ACCESS,77.51,2559.47,5.201,2.948,39.27,71,60.33,54.27,9.01,0,57.79,59.35
2019,NBH_001244,3.942,0.753,1,1206,192,RURAL_LOW_ACCESS,77.64,1313.1,3.643,0.78,35.59,81,32.15,51.63,16.71,0,65.72,55.83
2021,NBH_001245,2.719,2.082,1,448,16,RURAL_LOW_ACCESS,50.1,3140.8,4.543,4.109,55.38,70,56.29,67.35,12.47,1,65.04,38.62
2018,NBH_001246,0.177,0.315,1,431,636,LOW_INCOME_LOW_ACCESS,67.42,10935.22,4.782,1.941,50.24,26,37.3,47.25,19.6,1,53.95,61.81
2014,NBH_001247,1.562,2.972,0,620,618,URBAN_LOW_ACCESS,31.37,7630.72,2.145,0.276,50.81,6,77.1,48.69,15.8,0,76.61,69.84
2016,NBH_001248,1.267,2.637,0,301,5,RURAL_LOW_ACCESS,57.47,11836.4,3.141,1.653,64.57,44,75.11,33.63,35.31,0,64.29,48.87
2016,NBH_001249,0.05,1.4,0,1760,486,RURAL_LOW_ACCESS,74.46,6542.14,2.931,0.068,60.81,56,63.74,57.23,5.42,0,51.42,78.11
2013,NBH_001250,0.05,0.906,0,1588,502,URBAN_LOW_ACCESS,60.44,3861.78,4.985,1.973,16.27,25,78.58,52.15,4.78,0,54.09,71.01
2024,NBH_001251,1.589,2.162,0,259,411,LOW_ACCESS,65.63,4520.03,0.0,0.626,47.8,11,30.01,57.19,40.32,1,62.9,85.64
2018,NBH_001252,1.986,0.754,1,474,473,ADEQUATE_ACCESS,83.81,10695.01,6.852,1.49,23.97,29,46.0,58.17,35.97,0,46.05,38.51
2017,NBH_001253,0.852,3.35,1,1375,15,URBAN_LOW_ACCESS,76.07,10583.13,0.0,2.845,49.38,16,54.69,37.17,34.81,0,52.65,54.71
2017,NBH_001254,0.38,1.396,1,44,22,URBAN_LOW_ACCESS,51.12,3638.76,0.171,2.819,44.19,1,37.0,24.65,19.25,1,55.33,47.21
2018,NBH_001255,2.872,0.0,0,246,420,LOW_ACCESS,64.34,3412.25,2.732,0.618,36.95,81,68.19,51.06,12.46,0,76.03,36.44
2014,NBH_001256,1.254,2.749,0,184,90,LOW_INCOME_LOW_ACCESS,64.45,1244.71,8.14,3.287,63.4,29,84.86,18.17,0.0,0,16.16,58.27
2025,NBH_001257,3.15,0.422,1,790,618,RURAL_LOW_ACCESS,68.66,8469.7,5.209,2.071,60.34,27,53.28,43.99,28.72,1,54.12,50.4
2025,NBH_001258,4.127,2.155,1,707,16,LOW_ACCESS,76.91,6267.4,1.907,1.346,43.42,0,78.89,66.58,12.52,1,47.49,38.04
2017,NBH_001259,2.857,3.728,0,799,187,RURAL_LOW_ACCESS,53.31,2589.8,5.939,0.0,47.8,60,68.77,47.86,25.88,0,59.16,35.58
2012,NBH_001260,3.173,2.022,0,667,157,LOW_ACCESS,71.99,5766.62,1.89,2.927,90.96,83,54.28,58.86,5.3,1,44.3,74.31
2018,NBH_001261,0.635,0.844,0,1383,414,LOW_INCOME_LOW_ACCESS,68.04,8731.8,5.405,0.0,59.55,65,88.17,52.42,20.92,0,62.89,30.68
2020,NBH_001262,2.129,2.023,0,575,621,RURAL_LOW_ACCESS,58.84,8720.98,0.206,1.338,64.73,83,56.84,41.34,28.82,0,51.18,48.53
2011,NBH_001263,2.813,2.037,0,1146,455,URBAN_LOW_ACCESS,25.63,5789.05,2.237,1.47,62.23,68,44.69,31.11,22.48,0,73.77,37.64
2012,NBH_001264,0.862,2.532,0,1153,598,LOW_INCOME_LOW_ACCESS,72.66,8727.76,6.792,1.315,32.84,21,41.88,48.13,10.52,1,54.9,62.76
2015,NBH_001265,0.05,2.347,0,1727,560,RURAL_LOW_ACCESS,52.87,6571.48,0.0,1.162,45.77,88,12.03,37.04,20.27,0,53.76,69.47
2018,NBH_001266,0.323,2.329,1,1085,291,ADEQUATE_ACCESS,63.71,4076.15,0.0,1.702,58.18,67,86.34,49.2,18.45,0,70.29,63.08
2026,NBH_001267,1.377,2.816,1,1185,197,LOW_INCOME_LOW_ACCESS,48.83,3377.76,0.0,1.566,57.15,16,45.72,90.72,4.77,0,73.62,39.87
2012,NBH_001268,0.949,1.6,0,1095,21,URBAN_LOW_ACCESS,66.38,1623.3,3.041,3.464,37.1,53,52.23,31.18,13.54,1,57.71,60.7
2017,NBH_001269,0.919,2.436,0,1391,188,URBAN_LOW_ACCESS,67.56,1625.7,0.0,0.884,55.25,44,35.29,56.71,14.7,1,57.72,67.53
2022,NBH_001270,3.299,0.0,0,1188,17,RURAL_LOW_ACCESS,61.89,4608.9,2.022,1.263,35.42,20,57.74,48.89,14.26,0,79.44,81.14
2019,NBH_001271,0.05,1.938,1,798,315,ADEQUATE_ACCESS,78.51,11215.46,6.92,2.759,29.55,38,62.02,40.13,27.41,0,65.87,22.44
2017,NBH_001272,0.05,3.617,1,143,274,RURAL_LOW_ACCESS,52.74,5357.24,5.462,1.804,88.83,86,82.47,62.06,17.01,1,36.55,40.69
2014,NBH_001273,0.05,1.337,0,1357,114,ADEQUATE_ACCESS,89.84,7213.11,5.297,1.768,52.07,21,27.07,67.41,19.73,0,44.26,38.65
2023,NBH_001274,1.769,0.88,0,592,457,LOW_INCOME_LOW_ACCESS,46.28,7886.89,4.609,1.783,29.94,14,56.05,73.65,28.7,1,50.56,35.01
2017,NBH_001275,1.847,1.906,0,1081,451,LOW_ACCESS,32.91,4474.1,5.028,4.274,49.01,73,58.27,26.51,10.83,0,72.46,62.6
2011,NBH_001276,1.704,2.137,0,1150,401,LOW_INCOME_LOW_ACCESS,79.99,10473.28,4.473,3.065,59.52,39,58.04,65.27,11.57,0,57.16,70.15
2023,NBH_001277,2.085,1.056,0,86,311,URBAN_LOW_ACCESS,41.16,8426.16,6.036,3.369,35.35,4,53.57,52.95,17.14,0,63.77,29.99
2017,NBH_001278,1.313,2.405,1,948,243,RURAL_LOW_ACCESS,66.54,5200.59,5.787,2.762,78.86,67,53.08,52.66,22.44,1,47.6,37.94
2012,NBH_001279,2.109,1.195,0,1757,557,LOW_INCOME_LOW_ACCESS,86.55,9987.08,2.72,0.052,56.76,73,19.7,13.72,0.0,1,60.99,52.5
2019,NBH_001280,2.882,0.618,0,1522,357,LOW_ACCESS,68.93,2747.11,6.884,0.417,16.8,18,31.41,24.43,6.65,1,70.47,60.85
2018,NBH_001281,2.005,1.381,1,26,415,URBAN_LOW_ACCESS,77.95,8418.3,4.987,1.41,30.87,4,47.61,68.96,13.07,0,41.79,36.42
2018,NBH_001282,0.765,1.171,1,1481,628,LOW_ACCESS,79.89,3021.77,0.0,1.996,66.23,6,53.93,32.83,36.81,1,51.56,73.22
2015,NBH_001283,3.649,1.069,1,1444,321,URBAN_LOW_ACCESS,72.22,3788.95,6.01,0.719,36.91,62,30.03,25.7,12.7,0,63.41,61.44
2013,NBH_001284,2.4,0.826,0,1769,80,URBAN_LOW_ACCESS,66.18,2326.31,2.189,3.339,77.63,39,29.52,76.77,17.73,1,56.46,52.46
2020,NBH_001285,2.81,1.882,0,73,574,LOW_INCOME_LOW_ACCESS,79.88,4897.71,1.913,0.876,44.24,62,37.04,49.61,23.74,0,48.21,17.04
2016,NBH_001286,0.05,1.992,0,1616,617,ADEQUATE_ACCESS,81.86,6495.69,2.595,4.2,42.15,60,63.6,65.55,5.56,1,40.52,70.15
2018,NBH_001287,2.124,2.31,0,442,442,ADEQUATE_ACCESS,58.39,4837.36,0.0,2.368,30.23,11,46.88,63.12,28.75,0,57.66,73.54
2026,NBH_001288,3.439,1.953,0,854,42,LOW_INCOME_LOW_ACCESS,52.16,11973.52,5.462,0.0,70.86,3,43.35,9.71,0.0,1,67.6,74.49
2018,NBH_001289,3.451,4.147,0,371,345,LOW_INCOME_LOW_ACCESS,76.39,6885.81,1.484,1.698,62.23,27,85.31,47.07,5.98,1,61.36,63.34
2019,NBH_001290,2.274,1.73,0,1763,604,LOW_INCOME_LOW_ACCESS,42.65,3589.47,2.004,3.82,71.2,21,38.26,72.44,11.2,0,55.96,56.52
2023,NBH_001291,1.57,2.956,0,1413,136,URBAN_LOW_ACCESS,74.06,9497.84,2.625,0.53,70.52,37,41.16,43.5,3.82,1,46.7,51.81
2016,NBH_001292,1.848,1.737,0,788,605,URBAN_LOW_ACCESS,75.15,4257.83,3.9,0.0,51.12,85,30.44,41.09,10.33,0,64.75,71.78
2025,NBH_001293,2.914,2.477,0,489,450,ADEQUATE_ACCESS,79.09,6266.73,2.375,1.609,67.33,37,74.61,78.62,24.51,0,38.9,48.01
2013,NBH_001294,1.964,2.631,0,988,539,RURAL_LOW_ACCESS,83.94,2706.23,6.554,3.649,98.77,55,91.62,5.7,18.5,0,45.62,45.88
2011,NBH_001295,1.762,2.216,0,329,543,LOW_INCOME_LOW_ACCESS,63.44,10410.31,3.935,0.643,58.04,67,74.84,68.54,15.63,0,80.07,68.13
2020,NBH_001296,0.517,0.073,0,1478,508,LOW_ACCESS,61.42,1726.08,3.368,1.956,44.92,60,83.37,57.1,22.06,1,69.22,42.61
2017,NBH_001297,0.367,2.46,0,493,414,LOW_ACCESS,56.99,8181.81,4.275,2.138,51.98,2,49.3,15.76,28.92,1,42.61,71.04
2017,NBH_001298,0.972,1.515,0,1111,352,ADEQUATE_ACCESS,82.56,7686.0,4.514,0.111,43.58,76,85.92,80.14,10.14,0,60.03,46.96
2020,NBH_001299,2.143,1.929,0,1246,102,LOW_INCOME_LOW_ACCESS,53.55,11749.37,5.248,1.767,40.74,32,62.4,31.3,1.06,1,70.42,65.67
2025,NBH_001300,1.577,3.065,1,195,126,RURAL_LOW_ACCESS,77.55,8583.08,0.131,3.04,63.81,72,56.84,33.11,27.22,1,88.67,53.65
2013,NBH_001301,2.855,0.813,1,519,348,URBAN_LOW_ACCESS,68.17,2646.22,0.0,4.087,24.78,39,57.57,62.38,21.25,0,75.07,87.51
2022,NBH_001302,0.705,1.557,1,1550,47,LOW_INCOME_LOW_ACCESS,76.59,1277.84,1.885,2.739,34.27,69,56.67,56.56,9.76,0,39.3,45.53
2023,NBH_001303,3.622,1.366,1,1336,351,RURAL_LOW_ACCESS,71.39,4711.59,5.725,2.446,52.39,52,22.99,54.42,10.82,0,45.55,72.27
2011,NBH_001304,2.513,1.996,0,513,69,ADEQUATE_ACCESS,57.45,6786.73,7.225,0.145,61.27,74,56.72,59.15,22.66,0,67.37,46.97
2013,NBH_001305,1.623,1.955,0,1581,319,ADEQUATE_ACCESS,69.76,6791.82,4.276,2.465,36.5,70,80.5,34.03,8.52,0,84.95,77.14
2024,NBH_001306,1.36,1.703,0,1034,497,RURAL_LOW_ACCESS,64.42,5411.67,5.948,4.77,36.13,56,65.33,57.24,22.89,0,70.08,62.56
2018,NBH_001307,3.168,0.16,0,11,553,RURAL_LOW_ACCESS,63.53,2888.08,3.232,0.362,33.67,86,83.79,52.54,0.0,0,48.64,35.14
2023,NBH_001308,2.822,0.0,0,1221,33,ADEQUATE_ACCESS,63.34,5314.56,3.303,1.935,60.5,21,65.9,59.86,0.0,1,70.14,36.31
2015,NBH_001309,2.967,2.043,1,814,109,ADEQUATE_ACCESS,65.66,1279.96,3.719,0.824,40.78,20,71.9,50.98,16.29,0,70.95,66.59
2018,NBH_001310,1.9,3.298,0,1246,333,LOW_INCOME_LOW_ACCESS,64.39,3684.06,2.028,2.965,75.93,2,48.28,31.72,28.19,1,59.71,45.07
2014,NBH_001311,0.258,2.384,1,677,56,RURAL_LOW_ACCESS,53.33,8472.89,5.48,2.121,53.85,71,35.55,60.37,35.86,1,64.19,26.22
2020,NBH_001312,0.425,2.058,0,1259,468,ADEQUATE_ACCESS,45.73,8776.61,4.534,1.572,38.22,34,77.76,85.96,24.76,1,28.86,51.43
2017,NBH_001313,0.05,2.704,0,7,279,URBAN_LOW_ACCESS,76.88,5205.21,3.863,1.669,56.14,48,60.83,63.99,14.35,1,27.09,41.42
2025,NBH_001314,2.236,0.992,0,1576,174,RURAL_LOW_ACCESS,72.98,7473.41,6.29,3.518,30.11,62,61.36,59.69,12.23,1,87.67,48.29
2015,NBH_001315,1.439,2.452,1,400,163,LOW_ACCESS,65.68,5001.59,4.989,2.293,74.91,85,19.08,91.5,12.96,1,61.92,82.42
2014,NBH_001316,3.021,1.202,0,1687,537,LOW_INCOME_LOW_ACCESS,46.83,7733.41,0.0,2.456,72.58,44,41.84,17.73,14.78,0,41.75,44.85
2025,NBH_001317,1.396,1.942,0,344,304,LOW_ACCESS,58.28,5479.62,2.395,1.308,42.03,32,75.04,59.48,22.64,1,48.62,65.39
2021,NBH_001318,2.061,1.945,1,1624,290,ADEQUATE_ACCESS,74.19,10947.13,1.892,0.0,54.67,54,47.42,54.82,15.31,0,86.04,45.74
2025,NBH_001319,1.816,1.202,0,1442,473,RURAL_LOW_ACCESS,47.36,8194.56,1.698,0.846,47.47,7,80.41,44.79,29.31,1,64.41,55.44
2012,NBH_001320,0.939,0.294,0,156,514,ADEQUATE_ACCESS,68.5,11224.33,7.394,2.184,63.53,86,70.88,58.31,9.65,1,70.93,30.12
2022,NBH_001321,0.378,1.334,0,1361,646,LOW_ACCESS,59.53,2873.16,0.284,1.935,67.53,25,35.89,73.37,41.9,1,33.6,84.55
2011,NBH_001322,0.609,0.284,1,1351,68,ADEQUATE_ACCESS,43.95,11131.03,3.247,2.818,40.54,9,88.55,54.24,28.02,0,45.24,39.46
2018,NBH_001323,1.446,0.809,0,1746,453,URBAN_LOW_ACCESS,70.93,9723.16,3.857,0.375,77.69,17,81.55,53.41,20.02,0,52.21,63.18
2011,NBH_001324,0.13,1.685,0,1170,441,ADEQUATE_ACCESS,66.26,4948.21,0.969,0.0,28.18,73,26.99,39.79,21.38,1,69.19,51.65
2025,NBH_001325,0.932,0.584,0,1211,417,RURAL_LOW_ACCESS,48.46,9792.18,4.532,3.101,67.4,41,17.04,37.84,23.94,1,89.68,42.55
2020,NBH_001326,2.409,1.644,1,384,650,RURAL_LOW_ACCESS,43.4,3771.35,1.202,3.379,32.67,38,58.59,54.98,20.66,1,56.75,38.88
2026,NBH_001327,1.086,0.942,0,1381,138,RURAL_LOW_ACCESS,58.73,10371.95,5.679,0.168,100.0,45,55.88,50.7,21.24,0,65.93,70.05
2016,NBH_001328,2.63,1.11,0,567,294,LOW_INCOME_LOW_ACCESS,72.72,10574.11,3.329,1.029,75.47,4,51.54,29.31,20.19,0,63.78,56.4
2014,NBH_001329,2.052,0.469,0,1780,54,RURAL_LOW_ACCESS,49.92,10789.53,5.863,1.487,56.32,42,100.0,54.68,17.66,1,36.29,37.48
2015,NBH_001330,3.233,1.302,1,1149,128,ADEQUATE_ACCESS,78.17,9261.37,6.018,2.774,92.17,68,44.95,75.02,29.0,0,31.31,52.62
2011,NBH_001331,1.296,0.667,0,1321,599,ADEQUATE_ACCESS,54.33,3167.22,4.042,0.742,73.96,12,25.79,60.08,29.46,0,18.79,71.82
2025,NBH_001332,2.249,0.696,0,620,261,RURAL_LOW_ACCESS,63.43,8754.33,7.4,1.546,44.84,16,49.87,81.54,16.13,0,26.51,58.65
2021,NBH_001333,1.737,2.237,0,803,612,ADEQUATE_ACCESS,62.98,7973.99,2.845,3.248,2.87,73,39.36,43.24,21.22,0,32.67,22.27
2012,NBH_001334,2.138,2.247,0,68,365,LOW_INCOME_LOW_ACCESS,50.58,9952.31,8.192,1.959,34.28,53,91.12,64.9,21.75,0,40.02,61.5
2018,NBH_001335,1.728,1.754,0,355,567,LOW_ACCESS,47.67,8083.55,3.4,2.067,34.89,28,24.29,38.0,0.0,0,42.22,66.23
2026,NBH_001336,0.05,2.295,1,1549,430,ADEQUATE_ACCESS,45.37,11972.63,2.877,2.087,71.66,86,40.71,36.66,33.5,0,59.93,40.37
2019,NBH_001337,2.131,0.969,0,91,299,RURAL_LOW_ACCESS,54.82,1031.99,4.572,2.125,37.1,62,17.54,34.12,6.59,0,74.02,49.26
2019,NBH_001338,1.793,1.57,0,6,434,URBAN_LOW_ACCESS,74.29,1829.37,5.256,1.452,62.06,68,54.37,26.0,21.27,0,84.28,55.51
2020,NBH_001339,0.82,0.323,0,320,190,ADEQUATE_ACCESS,59.9,6787.8,3.773,2.766,44.78,11,57.44,58.28,18.56,0,68.06,61.26
2019,NBH_001340,2.408,0.428,0,1571,476,RURAL_LOW_ACCESS,60.78,6597.14,3.49,2.407,34.22,41,79.77,48.19,26.13,0,49.25,69.22
2020,NBH_001341,0.78,0.126,1,1540,389,LOW_INCOME_LOW_ACCESS,70.11,11786.52,2.784,3.805,41.09,79,38.32,61.15,8.02,1,69.39,63.03
2012,NBH_001342,0.05,1.144,0,537,413,LOW_ACCESS,61.6,3262.24,0.934,1.414,64.95,24,75.98,36.13,33.6,0,23.99,71.5
2025,NBH_001343,1.689,3.179,1,1626,43,URBAN_LOW_ACCESS,57.22,8783.28,7.259,2.047,54.41,1,67.93,33.19,8.61,1,57.93,50.22
2025,NBH_001344,1.053,1.217,0,378,129,ADEQUATE_ACCESS,70.09,7553.23,4.57,3.035,45.11,59,56.98,56.83,28.91,1,96.39,34.74
2014,NBH_001345,3.469,1.572,1,761,305,LOW_INCOME_LOW_ACCESS,55.41,1204.87,6.363,3.711,38.07,3,36.38,34.7,22.09,0,77.86,51.63
2015,NBH_001346,2.187,0.805,0,393,562,URBAN_LOW_ACCESS,64.48,2997.99,0.962,1.165,52.58,73,66.79,21.72,17.44,0,56.21,53.89
2024,NBH_001347,2.007,1.4,1,1156,407,LOW_ACCESS,56.66,8847.52,1.719,1.051,39.56,18,44.32,33.24,5.29,0,58.35,57.12
2020,NBH_001348,3.229,3.059,1,1449,267,LOW_INCOME_LOW_ACCESS,64.59,9693.62,1.071,3.388,17.79,59,44.6,57.89,13.75,0,45.32,50.1
2019,NBH_001349,3.017,1.697,0,156,610,LOW_ACCESS,49.3,9580.05,2.928,0.666,61.15,24,55.6,52.3,33.95,1,62.2,57.4
2014,NBH_001350,0.215,1.243,1,174,224,URBAN_LOW_ACCESS,66.37,4030.58,4.011,5.493,58.47,73,46.21,26.0,12.2,1,41.03,26.78
2015,NBH_001351,1.14,0.977,0,1444,202,RURAL_LOW_ACCESS,51.63,11428.78,0.0,1.508,59.12,66,18.08,40.06,27.24,0,82.14,55.99
2018,NBH_001352,0.989,1.866,0,207,515,URBAN_LOW_ACCESS,43.71,11467.02,4.442,0.646,65.55,36,48.34,68.81,21.12,1,74.95,55.71
2025,NBH_001353,0.05,2.594,1,80,189,ADEQUATE_ACCESS,54.3,9041.17,0.0,1.32,47.45,63,37.33,71.71,28.49,1,22.79,90.03
2017,NBH_001354,3.343,3.073,1,1140,510,LOW_ACCESS,59.7,4227.9,5.242,2.802,60.08,76,65.09,70.22,27.34,0,72.49,68.14
2022,NBH_001355,2.054,1.52,1,1230,598,LOW_ACCESS,75.16,9968.4,4.075,1.161,29.82,89,54.37,67.13,10.95,0,33.49,32.51
2019,NBH_001356,0.388,1.921,0,973,274,URBAN_LOW_ACCESS,69.72,7054.64,4.759,0.454,76.08,82,59.1,27.25,14.88,0,54.92,46.39
2018,NBH_001357,1.643,1.118,0,273,271,URBAN_LOW_ACCESS,64.66,11494.43,4.677,0.0,75.74,35,5.37,53.66,32.38,0,63.42,72.87
2019,NBH_001358,1.33,2.828,0,1471,95,RURAL_LOW_ACCESS,48.04,1599.75,1.337,1.064,64.68,74,58.86,86.05,4.89,0,72.63,22.19
2023,NBH_001359,2.597,0.735,0,1213,508,LOW_ACCESS,46.97,4526.21,3.998,1.107,19.67,14,44.07,51.77,24.38,0,44.02,85.81
2016,NBH_001360,0.234,0.947,0,919,206,ADEQUATE_ACCESS,76.91,4126.56,3.661,1.313,0.0,57,52.98,44.84,25.73,0,34.69,41.69
2022,NBH_001361,1.016,1.805,1,141,547,URBAN_LOW_ACCESS,61.52,11368.18,4.849,1.677,40.87,36,57.16,24.87,20.25,0,71.06,67.07
2014,NBH_001362,2.172,0.278,0,207,184,RURAL_LOW_ACCESS,47.21,2855.08,1.839,4.792,63.43,77,67.38,67.36,13.8,1,50.9,66.25
2019,NBH_001363,0.05,2.273,0,109,587,LOW_INCOME_LOW_ACCESS,65.22,5196.74,3.683,0.317,55.09,53,68.9,18.15,38.68,1,45.79,39.31
