qol_well_survey_year,qol_well_wellbeing_region_id,qol_well_life_satisfaction_score,qol_well_happiness_frequency_score,qol_well_stress_level_score,qol_well_sleep_quality_score,qol_well_physical_health_score,qol_well_mental_health_score,qol_well_ncoial_connection_score,qol_well_purpose_meaning_score,qol_well_financial_wellbeing_score,qol_well_work_life_balance_score,qol_well_outdoor_activity_rate,qol_well_cultural_participation_rate,qol_well_volunteerism_rate,qol_well_loneliness_rate,qol_well_community_trust_score,qol_well_safety_perception_score,qol_well_service_satisfaction_score,qol_well_overall_wellbeing_index
2020,REG320,0.41,0.2,8.65,5.44,3.42,1.41,0.6,2.95,8.11,1.92,97.95,79.16,1.18,54.97,3.96,4.44,4.44,85.11
2020,REG863,2.91,5.16,4.87,2.87,6.2,6.32,1.07,0.89,0.3,5.92,99.59,90.87,46.1,31.89,7.33,3.35,0.35,51.74
2024,REG461,0.44,7.6,5.73,3.49,4.17,0.78,1.24,4.19,1.51,1.9,36.87,52.4,55.75,48.95,0.73,0.8,2.06,87.6
2025,REG395,7.22,8.19,1.05,5.97,7.69,8.03,0.29,5.35,1.86,8.89,46.48,41.57,20.68,19.62,9.91,0.68,0.42,26.59
2022,REG856,3.88,1.92,9.39,9.02,4.97,7.54,2.25,8.55,4.12,1.34,79.31,48.07,60.71,91.66,5.72,2.66,3.43,85.64
2019,REG649,0.74,9.96,6.17,1.46,1.3,4.83,0.25,4.12,9.45,8.23,93.0,11.11,37.08,55.5,7.2,3.92,3.19,30.51
2025,REG833,1.61,6.28,0.29,3.87,4.56,9.73,0.88,7.52,9.65,2.77,22.57,95.21,48.96,82.26,7.95,3.26,1.87,70.29
2023,REG632,4.9,5.46,0.26,0.05,3.14,3.24,7.19,3.26,3.6,5.5,59.16,33.33,55.81,61.78,2.61,2.36,8.9,64.75
2017,REG630,5.51,7.07,0.23,9.2,7.17,3.92,9.32,0.56,7.54,5.26,66.48,47.14,14.72,26.08,4.63,9.19,0.68,10.47
2023,REG827,7.88,3.27,4.37,2.83,2.57,9.88,8.33,4.49,8.28,6.77,40.93,2.8,91.35,22.68,7.25,8.15,5.87,65.68
2024,REG949,5.6,2.97,5.68,6.04,0.73,4.37,8.47,1.21,7.49,5.52,61.42,2.18,86.38,90.27,6.24,9.88,3.02,20.88
2022,REG679,1.81,0.34,7.03,7.73,0.12,2.34,2.18,6.34,7.88,7.19,76.2,71.27,76.05,56.19,5.46,8.22,6.12,14.59
2024,REG136,4.82,2.52,3.76,5.7,3.94,5.92,5.61,5.52,5.66,3.19,86.19,53.23,4.58,29.45,7.17,6.66,1.95,99.82
2025,REG783,7.1,8.4,7.41,7.63,6.44,3.76,3.49,5.69,2.48,3.45,15.53,78.01,73.56,50.33,3.7,6.97,0.85,4.77
2017,REG122,2.8,1.08,4.3,4.27,7.59,1.22,9.46,0.56,3.13,7.03,71.75,56.71,7.09,85.64,6.35,7.59,3.86,24.34
2022,REG249,8.13,7.17,1.39,2.22,5.0,5.07,4.89,8.26,1.25,7.92,2.23,32.31,19.65,52.66,5.24,5.07,2.89,52.18
2017,REG589,9.97,2.62,7.27,5.61,5.86,2.9,8.49,7.89,8.21,9.97,30.89,97.47,20.96,9.07,0.1,2.34,3.13,30.92
2022,REG593,3.13,6.59,9.85,2.94,9.75,7.63,8.13,5.69,7.78,6.1,48.48,85.42,82.07,39.6,0.41,9.26,7.82,85.78
2019,REG838,4.69,9.1,6.92,4.26,1.24,5.58,7.09,9.04,8.85,2.59,7.51,46.97,27.64,31.74,6.67,7.47,7.34,81.72
2019,REG344,9.65,3.38,3.67,6.32,2.25,6.78,2.62,7.02,8.18,9.0,40.82,80.7,46.51,24.59,7.32,2.95,1.71,12.12
2023,REG797,7.46,8.14,8.35,4.28,0.38,1.78,1.95,5.04,9.16,1.3,3.37,0.04,90.06,82.21,9.63,7.0,6.11,12.32
2023,REG542,7.91,8.69,8.7,3.03,1.9,1.48,6.44,0.7,8.71,8.08,0.69,58.75,63.32,90.61,5.35,0.52,6.83,34.95
2018,REG523,2.39,8.6,5.88,7.45,1.5,5.65,3.02,0.26,7.29,9.79,72.79,8.41,63.0,82.87,1.61,9.81,6.24,98.21
2018,REG242,6.69,7.6,8.04,8.78,7.52,4.59,2.54,3.97,9.2,8.63,36.23,42.33,29.42,62.2,3.6,8.03,4.76,22.01
2021,REG582,4.54,5.72,9.14,7.13,9.97,0.77,7.5,7.33,1.09,9.66,84.52,51.17,22.04,18.64,1.28,1.93,9.25,63.49
2026,REG615,9.22,0.54,4.09,7.43,8.22,8.43,9.45,2.68,3.82,6.34,87.66,60.1,27.21,80.2,9.02,0.08,0.05,95.4
2022,REG655,7.78,5.19,3.23,8.65,6.29,4.21,4.53,2.69,1.08,3.03,26.43,33.57,46.92,6.3,1.06,7.29,1.83,33.9
2024,REG473,0.03,1.46,0.04,9.88,6.34,6.26,9.33,1.28,0.28,6.83,61.78,90.47,32.32,55.25,5.65,2.57,3.6,34.84
2026,REG335,2.71,0.2,3.02,9.01,8.75,6.85,9.87,7.46,2.41,8.35,50.79,50.4,83.29,53.43,3.27,9.29,0.74,65.78
2022,REG897,2.23,8.89,6.5,2.17,9.1,2.44,6.62,4.52,0.98,7.53,32.77,36.0,21.46,80.43,1.6,2.18,4.07,14.88
2019,REG968,4.09,1.57,8.99,3.04,2.56,5.72,8.45,4.77,1.12,4.48,9.9,17.39,43.63,11.44,6.7,5.44,3.43,15.91
2023,REG898,7.98,7.49,9.72,5.0,6.32,2.44,7.72,5.0,4.73,2.99,31.83,20.75,94.55,23.8,0.39,4.23,9.69,3.04
2021,REG373,2.51,5.33,7.56,4.14,3.29,2.85,9.18,9.41,5.8,8.81,98.77,56.58,29.77,33.6,6.12,3.81,5.1,22.97
2022,REG179,1.92,9.14,8.69,8.1,9.37,8.06,3.53,1.7,5.04,0.05,94.89,85.62,82.11,35.73,1.15,7.11,6.48,82.33
2017,REG996,8.18,7.02,9.58,0.9,5.87,6.36,10.0,8.32,3.13,4.73,35.75,91.79,52.41,90.18,3.62,1.8,5.42,98.71
2021,REG257,8.33,7.96,2.68,7.65,6.33,5.26,9.64,5.98,8.69,7.52,4.51,26.69,60.92,43.83,9.55,5.84,9.29,20.59
2021,REG465,3.88,1.79,3.4,2.71,8.49,2.66,1.33,3.33,7.98,4.01,61.52,20.55,7.54,23.4,8.2,6.88,0.82,21.47
2022,REG230,2.82,6.6,1.65,1.18,5.12,3.27,2.22,1.74,2.61,0.38,31.21,38.32,22.57,64.53,8.59,7.39,1.99,13.07
2025,REG845,4.54,8.64,6.52,7.3,1.95,7.93,4.03,3.7,6.16,2.77,26.97,7.85,39.63,61.01,2.64,8.95,9.75,14.55
2021,REG596,3.02,3.94,4.43,4.51,3.77,3.57,0.77,3.88,9.88,4.58,37.02,76.12,89.02,66.24,3.6,4.04,4.19,10.33
2024,REG946,0.94,7.83,6.55,5.66,9.3,6.27,0.48,4.69,2.15,6.21,18.77,64.5,88.33,7.72,2.59,6.73,7.11,58.68
2019,REG364,2.75,1.43,1.9,7.27,1.11,3.23,8.34,8.85,9.68,6.08,23.89,66.52,18.91,24.06,9.29,0.1,5.49,5.83
2019,REG115,0.31,3.54,4.84,1.51,4.07,1.76,2.16,9.78,6.02,3.89,52.13,38.31,60.18,0.05,2.36,9.89,1.12,7.89
2024,REG827,2.91,5.34,9.61,1.26,4.4,7.59,1.61,7.12,4.0,6.21,52.56,45.06,47.9,14.72,4.34,7.53,8.97,62.67
2021,REG837,5.08,2.16,7.24,7.02,0.07,4.79,9.37,9.84,4.57,7.22,1.76,26.81,72.18,65.3,6.61,6.96,4.29,93.79
2017,REG889,9.02,0.6,8.49,3.03,6.6,0.55,0.8,0.57,4.85,4.16,31.92,44.6,31.36,87.15,5.63,3.1,4.55,86.72
2022,REG723,4.27,3.38,2.6,4.72,7.37,3.68,2.27,6.6,8.09,0.22,63.24,90.09,8.84,89.93,1.18,9.97,5.12,73.0
2017,REG773,1.02,9.63,9.89,2.77,3.42,0.1,9.56,9.18,1.16,3.65,96.67,12.58,87.37,20.17,0.68,1.42,7.1,13.73
2022,REG534,7.76,6.56,8.78,5.78,0.46,0.22,7.85,8.9,8.0,3.74,66.21,7.78,71.82,24.96,9.34,3.38,3.39,28.63
2025,REG439,0.53,6.96,9.46,7.44,2.5,3.62,2.03,6.84,2.37,5.71,83.95,51.64,59.35,96.81,3.19,7.97,6.87,11.32
2018,REG614,9.01,4.28,6.21,9.6,9.64,6.67,5.03,5.72,9.01,6.93,24.12,19.48,16.71,59.67,6.36,0.79,7.47,55.14
2017,REG149,9.56,4.94,4.77,4.42,5.6,0.48,0.47,4.62,7.65,5.19,92.19,63.7,0.85,44.75,5.52,0.16,1.07,99.86
2026,REG441,6.76,5.7,8.96,2.88,8.53,0.97,9.75,8.18,0.02,0.6,8.48,68.38,68.45,8.12,4.48,2.38,3.99,23.93
2018,REG243,7.72,4.05,1.55,9.24,7.77,5.4,3.55,9.84,0.93,9.35,40.41,9.68,37.92,74.97,4.25,4.93,8.23,61.55
2021,REG302,7.06,8.14,5.34,5.44,8.6,1.46,9.62,5.2,3.26,3.15,4.2,28.84,42.79,70.06,2.79,6.58,6.01,44.66
2022,REG848,5.89,1.1,0.13,1.0,1.92,4.86,7.53,9.44,2.85,5.59,99.55,58.75,58.97,16.28,3.13,1.9,9.26,46.42
2025,REG827,7.33,3.47,8.68,6.76,0.44,5.6,8.22,9.41,3.03,2.92,54.56,1.66,29.51,76.64,8.63,3.93,9.16,28.29
2019,REG437,8.67,9.68,6.07,7.3,8.35,1.91,5.5,9.38,3.56,9.91,70.56,67.21,2.94,1.03,1.58,9.33,7.92,51.64
2025,REG698,1.28,3.87,1.5,2.72,0.06,3.82,6.71,6.87,4.16,7.29,42.43,90.28,31.64,60.26,1.02,5.0,3.79,25.7
2017,REG825,9.03,0.18,5.3,7.32,4.64,2.38,6.1,9.87,0.41,1.96,49.06,59.76,62.42,6.02,1.23,9.45,0.75,41.91
2026,REG114,6.9,4.36,6.16,6.17,5.38,6.04,3.99,6.78,2.27,8.53,85.09,49.79,49.66,39.9,0.46,1.43,7.14,14.27
2026,REG564,3.54,2.2,5.29,3.63,7.6,6.39,4.81,5.75,4.31,7.83,96.04,76.68,86.17,78.37,4.08,8.54,0.38,88.56
2023,REG916,4.75,6.7,2.48,5.54,1.0,8.5,4.56,3.61,5.13,9.13,77.65,15.27,76.8,39.29,3.95,7.58,4.6,7.25
2018,REG930,4.51,8.97,6.14,7.14,6.27,1.69,1.24,6.25,9.14,9.64,99.54,84.4,36.39,61.35,6.09,5.38,7.42,17.0
2020,REG765,8.4,8.19,4.83,5.68,6.25,2.94,2.95,1.8,5.6,1.64,20.11,90.25,52.6,61.91,1.34,2.06,0.98,27.15
2021,REG369,8.89,6.74,8.76,1.91,1.48,7.66,9.9,7.18,0.37,1.84,24.75,42.28,22.09,6.06,2.58,3.51,2.84,2.78
2025,REG287,3.19,5.89,6.46,2.61,4.23,1.55,8.85,5.85,8.9,2.57,63.4,21.8,28.9,36.11,5.49,5.56,2.0,4.61
2017,REG746,0.15,5.44,1.12,5.61,2.8,2.79,8.05,7.12,8.28,4.25,11.23,76.35,86.72,58.79,2.2,7.67,0.44,34.39
2017,REG114,3.32,9.45,8.32,5.3,9.35,1.56,0.96,3.85,9.91,9.04,22.19,93.0,63.11,30.92,8.17,8.57,0.01,13.47
2020,REG571,0.8,2.79,4.69,7.84,3.15,6.56,0.43,9.62,9.72,5.28,65.76,76.46,97.04,54.46,7.55,1.92,1.54,71.25
2021,REG352,5.68,5.35,5.71,8.8,8.0,8.02,1.07,7.6,7.68,1.32,47.15,9.79,39.7,64.1,2.18,1.32,6.38,82.68
2017,REG502,7.28,1.56,4.74,5.11,0.95,3.25,7.34,1.7,6.21,0.75,7.74,69.47,99.26,36.36,6.16,6.19,1.76,94.04
2026,REG234,1.48,7.89,8.9,2.41,2.6,1.23,5.41,9.64,2.44,1.6,60.61,85.65,87.02,34.54,7.87,5.92,7.33,67.69
2026,REG738,3.57,7.63,7.6,1.22,4.62,8.69,7.92,5.81,2.06,3.25,65.37,78.14,61.36,39.54,5.77,0.04,7.36,84.4
2025,REG611,1.18,1.3,2.88,3.18,6.26,2.19,1.41,6.46,9.97,9.92,92.2,6.21,76.43,38.42,8.22,0.48,8.37,61.98
2025,REG541,9.58,8.72,6.89,3.69,5.1,0.27,6.72,9.55,2.19,4.08,86.19,6.61,32.0,94.15,7.69,0.81,4.64,51.25
2020,REG525,3.63,6.11,3.24,8.77,9.36,1.9,6.54,9.06,4.75,3.35,90.57,25.79,20.71,88.05,6.34,1.85,6.43,87.62
2021,REG906,1.1,6.13,8.41,5.46,1.87,1.31,8.21,9.03,7.55,2.2,35.2,43.08,12.42,25.34,7.27,7.82,1.82,32.66
2021,REG467,1.26,3.11,0.57,8.37,2.87,3.5,9.4,1.89,2.04,5.6,97.23,90.12,59.29,81.22,4.88,4.35,4.0,45.45
2021,REG945,8.21,5.76,8.69,6.39,8.03,6.9,7.74,0.19,8.67,8.86,84.13,73.02,78.75,18.12,0.48,2.9,4.42,27.08
2025,REG619,0.18,1.92,3.19,4.0,7.21,0.16,5.8,2.94,1.8,2.84,36.67,85.02,25.08,52.77,7.37,9.27,0.33,77.63
2024,REG512,8.39,1.48,6.69,7.39,5.2,3.44,1.57,1.05,7.56,0.6,58.26,2.89,46.09,13.83,6.51,2.45,3.5,76.02
2018,REG301,6.96,8.9,7.81,7.32,0.68,1.16,5.43,3.32,5.11,7.29,32.52,86.29,42.93,33.08,5.12,5.13,8.59,19.11
2018,REG801,0.17,8.47,9.6,0.32,8.44,6.99,7.0,4.6,4.17,3.73,38.18,93.72,81.58,31.37,7.41,6.56,8.46,9.19
2020,REG593,2.45,2.42,7.06,8.95,5.16,4.66,8.15,0.25,7.07,0.56,24.44,66.71,38.02,29.52,5.04,8.5,4.26,53.29
2019,REG871,5.95,6.47,7.53,5.08,3.74,9.45,3.35,2.93,3.13,8.24,63.48,18.42,19.52,11.19,4.2,4.77,3.51,39.31
2018,REG996,5.47,4.39,4.96,7.93,5.16,9.58,5.53,3.27,9.44,0.98,87.33,12.22,64.23,88.86,1.06,10.0,4.82,49.05
2025,REG335,3.95,4.55,1.79,4.86,5.97,0.26,7.45,5.61,1.1,8.43,49.68,42.54,38.32,78.48,0.81,7.05,6.37,42.34
2025,REG208,5.51,5.96,7.63,6.25,8.43,2.29,7.86,0.64,6.83,9.85,68.74,32.96,50.65,99.28,4.79,7.88,1.82,84.09
2022,REG612,8.77,5.34,7.21,8.05,6.96,3.19,9.61,0.61,3.72,8.21,34.99,54.59,13.45,85.69,9.31,9.84,0.77,19.92
2023,REG350,2.73,6.43,8.45,1.27,0.03,9.94,4.5,0.68,5.88,7.53,80.12,56.93,67.95,47.63,6.2,9.52,9.88,62.76
2023,REG896,3.46,3.24,9.24,6.65,4.59,6.66,1.21,9.43,5.22,3.34,1.33,67.72,96.96,55.85,3.33,4.18,5.69,68.88
2025,REG208,4.14,6.24,9.11,5.78,6.84,6.33,2.48,9.63,4.72,0.98,99.8,65.0,60.85,91.66,5.42,3.6,1.75,81.06
2025,REG604,5.16,5.09,7.4,6.84,4.24,4.26,2.7,3.41,7.11,5.62,5.1,50.82,95.5,10.93,1.05,6.68,9.58,2.67
2020,REG721,0.67,2.66,5.55,4.42,3.63,2.11,6.19,5.76,6.63,7.93,72.95,95.73,16.94,95.14,1.72,8.43,7.88,66.61
2024,REG896,8.56,0.45,6.66,8.76,3.35,7.92,0.06,6.65,2.41,0.78,50.02,36.66,59.66,85.62,3.92,9.27,2.68,77.79
2022,REG457,5.15,4.49,9.14,6.48,3.61,5.52,5.51,8.77,0.42,4.41,51.01,15.2,0.08,0.21,9.84,0.76,0.9,12.43
2024,REG849,7.45,4.09,9.87,5.6,8.07,0.76,9.39,9.53,8.64,1.61,0.33,89.85,30.71,36.3,4.7,3.18,5.95,40.34
2019,REG511,0.32,2.05,9.15,0.45,4.77,1.81,7.79,5.2,7.19,8.29,75.11,40.92,45.51,65.5,7.48,3.72,7.78,0.49
2017,REG885,1.25,1.62,0.24,7.44,2.02,9.01,5.15,9.55,3.83,9.56,97.76,13.0,12.49,42.35,4.14,6.5,1.13,75.63
2019,REG217,1.51,7.95,0.8,7.12,1.11,7.4,7.91,5.85,3.52,2.36,80.89,10.68,97.45,77.91,6.9,9.89,6.89,10.4
2017,REG473,1.53,5.89,8.36,1.9,9.99,1.27,0.39,6.86,3.65,6.7,18.1,18.68,50.23,94.53,3.75,0.73,7.37,92.22
2024,REG327,6.6,4.58,5.51,5.35,8.24,2.66,3.63,5.57,9.85,4.89,12.64,67.41,61.63,84.66,8.55,2.59,0.45,78.5
2026,REG468,1.41,9.86,9.26,7.23,0.54,2.13,3.25,0.56,8.27,0.77,20.54,31.89,33.19,26.51,9.79,9.61,6.2,12.51
2026,REG611,9.75,9.98,6.17,1.89,8.32,6.23,4.52,1.5,2.4,5.79,26.07,47.79,71.56,98.74,0.44,7.97,1.28,94.35
2022,REG228,3.98,5.13,6.77,5.61,9.8,9.99,0.57,7.28,7.47,7.9,91.71,59.34,25.45,67.17,3.23,3.43,6.13,28.91
2024,REG196,9.85,1.68,4.55,7.41,5.77,0.65,3.48,7.94,4.93,6.94,64.05,94.33,85.82,34.38,4.98,4.76,2.79,62.11
2021,REG898,1.6,1.1,2.86,4.73,1.16,6.76,8.7,4.27,8.73,1.51,7.75,81.39,97.48,34.06,6.57,6.55,6.86,57.23
2019,REG226,7.0,0.77,4.16,3.47,6.03,2.22,1.63,1.5,3.11,8.63,39.72,89.13,74.74,71.54,7.68,5.04,2.69,17.86
2018,REG515,3.76,6.58,3.49,0.57,3.79,8.84,7.06,3.86,2.1,5.66,93.52,58.01,88.94,70.56,1.2,7.03,6.06,36.05
2020,REG279,1.58,1.19,9.54,5.47,6.83,6.12,5.65,5.59,4.73,8.84,12.09,71.59,68.08,6.24,2.17,7.88,2.34,57.77
2017,REG724,2.23,8.91,3.62,8.06,4.78,3.22,5.67,5.34,9.85,3.44,65.37,68.95,62.63,47.92,7.83,7.68,9.59,97.7
2025,REG877,6.54,8.56,9.62,1.43,9.49,2.25,5.72,6.54,8.8,8.04,93.45,78.74,33.87,17.88,1.56,0.88,9.32,48.62
2020,REG420,7.75,9.54,8.69,5.83,2.26,2.54,3.71,0.24,6.67,5.55,10.1,82.49,82.27,11.86,2.04,2.5,5.26,94.49
2025,REG112,6.81,2.91,6.24,2.11,7.11,2.35,0.14,5.24,2.98,6.29,74.61,81.38,98.15,55.56,4.82,2.46,7.47,48.27
2019,REG989,4.32,3.7,9.79,2.26,4.15,3.07,1.72,2.99,4.89,6.32,61.69,77.27,7.13,31.44,3.53,6.92,2.08,21.43
2017,REG945,5.33,7.27,6.98,7.43,1.7,5.87,0.93,9.67,1.05,8.78,3.84,53.11,85.28,63.46,4.94,1.27,6.59,60.23
2024,REG466,4.46,6.0,2.13,0.24,6.04,6.53,9.29,8.45,7.76,7.0,43.18,48.87,77.93,15.88,7.17,6.25,2.24,44.55
2020,REG656,5.63,5.24,1.25,6.36,7.23,0.0,0.83,5.42,8.39,5.33,43.45,93.68,7.63,13.82,6.85,1.09,1.35,87.19
2020,REG594,6.22,3.97,1.37,3.86,4.16,6.29,1.53,0.37,6.06,0.65,15.39,98.15,2.28,64.23,1.39,8.21,5.82,47.25
2019,REG256,3.88,2.22,5.99,5.08,4.8,1.63,9.09,6.08,6.21,1.19,45.56,58.31,92.36,58.03,9.59,6.92,1.56,6.5
2026,REG663,9.44,3.19,8.84,1.46,7.41,4.16,0.13,2.89,4.01,4.38,17.16,61.66,84.65,68.85,7.99,3.48,8.44,0.57
2021,REG157,0.15,1.62,3.36,0.11,8.57,5.84,0.27,2.29,6.64,0.3,37.7,9.67,39.16,96.8,4.55,6.14,4.08,31.5
2017,REG377,4.19,9.29,9.21,1.3,4.64,8.05,1.5,2.4,5.53,1.22,33.66,51.47,79.15,15.77,7.22,9.48,2.07,22.72
2023,REG954,1.34,4.7,4.13,5.11,5.19,5.58,8.18,4.28,2.16,7.86,97.93,12.58,26.05,97.74,2.22,4.22,0.84,30.51
2020,REG752,4.89,3.35,9.22,8.21,0.43,6.99,1.72,0.17,2.19,0.48,63.82,75.75,17.81,20.94,1.34,5.62,4.89,0.62
2023,REG863,0.88,5.79,4.74,4.59,7.35,4.59,4.86,6.33,3.01,9.37,28.15,91.38,81.37,90.62,1.83,2.31,8.48,95.72
2018,REG504,6.38,8.09,0.42,8.54,2.81,0.57,6.82,7.53,6.27,3.5,11.72,76.9,4.74,75.97,9.57,9.97,3.96,10.87
2025,REG806,1.31,8.67,7.5,3.46,0.48,7.83,2.43,2.59,4.32,6.09,3.44,82.57,3.41,17.49,2.27,8.49,7.46,61.06
2020,REG941,0.51,8.66,6.92,6.67,9.84,5.33,0.73,2.28,1.61,9.41,12.76,2.25,30.22,12.2,6.2,2.24,8.43,14.31
2025,REG364,0.82,0.51,1.84,5.27,5.48,3.85,4.67,4.55,4.58,2.66,16.95,39.15,46.35,95.34,7.48,8.61,3.86,57.26
2026,REG783,1.83,4.59,3.48,5.48,2.92,3.55,8.32,7.77,4.07,0.98,28.57,73.19,75.57,32.46,9.4,5.02,8.78,52.98
2026,REG239,1.0,1.05,7.18,8.6,5.26,8.54,3.72,1.02,2.59,1.18,88.58,23.91,75.07,7.13,7.75,0.85,9.48,64.06
2019,REG432,7.59,6.17,0.32,3.83,3.25,0.21,0.86,4.2,8.81,9.62,74.34,22.56,92.17,97.8,4.3,5.22,3.46,85.2
2022,REG178,1.09,4.56,1.7,4.31,5.85,8.03,6.92,7.39,5.91,0.81,88.0,69.81,78.99,94.09,9.68,9.63,2.7,85.16
2024,REG173,5.71,6.27,8.01,8.43,3.39,4.16,8.09,2.11,9.43,8.38,44.09,51.37,43.75,22.9,2.4,3.03,4.08,89.38
2025,REG650,5.62,0.89,3.84,4.28,5.03,4.62,6.61,8.5,6.32,3.87,77.28,68.45,69.05,78.68,1.11,3.62,1.68,77.25
2025,REG399,9.9,6.79,0.76,2.88,9.25,9.81,2.23,4.94,3.7,2.1,36.81,42.82,66.68,50.26,8.3,9.42,3.83,50.11
2021,REG203,3.1,3.91,0.77,0.52,9.92,9.28,5.93,2.45,2.32,4.41,38.62,73.3,40.71,95.54,2.53,0.27,6.03,98.79
2021,REG709,7.04,3.44,10.0,4.69,4.75,3.91,3.22,9.63,9.7,9.48,32.28,61.92,18.45,72.16,2.72,6.86,7.17,99.66
2026,REG339,5.77,4.91,0.56,9.45,1.83,0.41,3.5,2.3,4.85,9.24,95.62,28.6,90.95,90.11,4.39,5.42,0.49,2.08
2023,REG397,7.26,5.09,9.15,2.57,3.26,7.78,7.83,9.77,6.28,5.74,58.88,36.13,38.5,27.99,5.97,8.4,6.33,47.26
2024,REG800,2.48,8.45,3.96,8.86,2.43,5.76,9.64,5.57,2.09,2.3,15.77,2.12,69.24,78.31,8.2,0.74,9.42,61.85
2023,REG508,0.85,5.1,2.44,2.39,0.12,4.82,0.87,0.77,1.59,0.11,10.35,59.43,25.67,6.88,1.35,0.43,7.77,56.15
2022,REG614,8.73,0.8,0.37,4.24,2.64,4.76,9.03,4.46,1.71,7.98,38.88,75.5,14.14,33.72,0.23,2.35,6.47,29.31
2018,REG460,0.56,6.03,0.77,7.99,3.57,3.05,6.25,5.57,9.88,0.51,85.14,59.95,88.26,69.39,7.62,7.87,0.15,83.83
2026,REG937,7.96,0.02,1.52,1.78,5.54,7.98,8.6,0.63,5.08,8.7,7.11,2.59,4.7,93.14,3.99,0.6,9.96,95.43
2017,REG578,1.03,7.43,0.6,6.28,7.62,2.13,9.43,9.96,3.59,9.64,23.17,80.21,74.09,4.13,2.59,3.85,0.15,94.76
2025,REG542,9.25,4.4,1.27,4.28,6.13,4.75,3.18,8.14,9.56,0.95,54.94,31.83,74.68,63.48,0.28,6.35,7.24,77.06
2018,REG798,9.45,2.67,6.61,5.57,8.21,0.38,4.1,3.43,6.53,4.18,39.37,37.55,82.58,48.34,4.0,8.66,0.02,31.88
2024,REG459,1.05,5.8,4.49,6.69,5.31,1.95,1.33,3.06,9.43,2.1,46.12,95.01,20.2,24.46,4.78,1.05,0.8,30.25
2017,REG648,4.27,1.08,5.87,4.93,5.93,9.01,3.45,2.68,5.74,2.47,6.65,5.88,6.62,23.74,7.3,1.54,2.58,85.98
2021,REG542,0.41,2.47,3.01,1.85,9.67,4.07,3.96,9.78,5.49,0.83,44.35,65.43,57.02,84.52,9.63,0.59,2.55,89.97
2019,REG361,0.16,5.78,3.2,5.31,2.2,7.06,3.31,6.42,0.75,9.63,25.34,40.77,38.09,59.6,1.06,3.34,8.81,39.78
2021,REG124,9.03,5.84,4.16,9.38,6.98,6.7,3.28,5.6,4.7,3.99,0.66,29.4,97.94,78.03,6.15,4.17,0.77,60.95
2021,REG584,5.76,9.47,7.86,9.61,8.38,0.88,0.97,6.77,6.56,3.8,5.36,71.38,10.49,63.54,0.48,1.82,5.57,59.73
2022,REG543,1.11,4.45,1.34,9.36,8.34,5.65,4.31,3.25,7.86,5.1,1.21,57.03,85.7,60.65,0.71,5.9,7.5,73.85
2026,REG620,8.93,3.93,4.26,4.95,2.25,5.51,2.5,8.36,8.26,4.77,53.18,99.29,79.54,6.29,1.73,5.96,3.72,80.39
2020,REG675,9.91,0.13,4.38,4.08,4.34,8.85,4.06,7.96,6.33,4.88,69.28,22.91,14.23,96.72,3.92,3.04,2.65,62.23
2021,REG943,4.3,6.6,2.94,4.65,1.73,2.29,8.94,7.1,8.42,4.08,12.76,91.27,96.59,85.2,5.63,5.01,8.95,41.18
2018,REG620,4.14,0.79,8.86,7.22,4.64,1.62,1.77,6.64,9.37,4.29,44.48,68.57,85.51,80.38,7.15,2.59,1.72,0.72
2025,REG420,7.4,8.37,2.23,2.93,7.56,8.29,5.98,9.93,8.78,8.01,24.54,33.3,36.07,9.28,7.31,4.12,6.21,70.95
2017,REG871,1.26,3.27,7.54,8.66,2.27,6.21,0.59,8.56,3.47,1.97,83.76,17.05,46.07,9.56,4.45,9.24,6.94,98.44
2017,REG843,7.67,3.09,1.85,8.71,4.7,5.1,4.16,4.05,6.93,7.59,78.91,52.52,70.2,77.76,6.83,1.94,7.12,64.82
2026,REG486,3.07,6.23,1.64,4.03,4.62,3.75,8.22,5.84,4.96,7.84,70.94,10.49,51.78,79.79,6.38,7.13,5.73,92.8
2018,REG730,7.26,3.08,1.32,3.41,5.45,1.02,2.35,9.71,2.04,0.64,43.22,7.38,1.36,1.55,2.96,0.74,1.93,64.83
2019,REG169,5.75,4.11,8.85,6.96,8.53,5.19,7.81,6.16,7.44,6.85,30.05,12.54,80.64,7.73,6.05,9.89,1.83,74.35
2017,REG185,5.73,3.68,4.42,6.3,8.71,9.52,5.43,7.82,7.36,2.47,46.19,68.35,12.89,88.4,4.03,4.53,8.7,17.23
2021,REG408,2.86,1.5,9.86,5.66,5.65,7.94,2.59,5.23,1.42,0.93,43.97,91.29,44.11,45.17,8.65,2.86,4.9,16.44
2020,REG467,9.19,1.67,3.66,6.51,9.79,8.66,7.41,9.39,9.82,8.98,18.63,71.39,39.93,81.74,0.56,8.29,2.94,77.07
2017,REG705,0.49,6.5,4.44,8.47,9.13,4.06,6.17,2.8,2.59,8.59,14.55,44.51,45.41,58.44,6.31,4.33,4.42,62.16
2023,REG690,7.94,6.84,0.08,2.31,1.35,8.12,4.81,3.83,7.5,0.76,70.37,52.24,42.27,66.01,0.21,1.03,3.98,9.31
2020,REG398,5.95,6.45,2.37,7.64,0.91,9.29,1.36,4.34,0.39,4.84,92.66,21.45,90.63,50.42,1.08,7.72,4.37,47.94
