energy_eff_reference_year,energy_eff_country_iso2,energy_eff_region_nuts_code,energy_eff_building_type_code,energy_eff_epc_label_distribution,energy_eff_renovation_rate_pct,energy_eff_deep_renovation_share_pct,energy_eff_energy_use_kwh_m2,energy_eff_heat_pump_installations_count,energy_eff_district_heating_share_pct,energy_eff_smart_controls_penetration_pct,energy_eff_public_buildings_renovated_count,energy_eff_epbd_minimum_standards_flag,energy_eff_energy_savings_obligation_twh,energy_eff_rebound_effect_index,energy_eff_financing_scheme_code,energy_eff_investment_eur,energy_eff_just_transition_fund_support_eur,energy_eff_data_source,energy_eff_data_extract_date
2005,MT,NL41,COMMERCIAL_OFFICE,A:24.27;B:17.14;C:44.24;D:9.01;E:1.32;F:2.18;G:1.84,3.08,37.26,360.5,164978,53.56,7.21,1518,0,14.535,0.28,SOCIAL_HOUSING_FUND,16981214239.3,380773041.48,NATIONAL_EPC_REGISTRY,2025-06-26
2006,ES,CY37,RESIDENTIAL_MFH,A:25.42;B:4.36;C:3.03;D:18.15;E:2.70;F:36.53;G:9.80,0.77,20.62,73.94,114674,9.36,64.38,15060,1,0.305,0.6779,ON_BILL_FINANCING,14638169336.91,170759406.95,EPBD_REPORTING,2025-01-13
2007,CZ,ES76,COMMERCIAL_RETAIL,A:14.32;B:14.10;C:7.26;D:22.70;E:33.89;F:2.24;G:5.50,3.07,4.13,217.43,195316,34.92,10.97,15104,0,1.906,0.1446,EIB_LOAN,219183780.22,70684930.7,SURVEY_ESTIMATE,2025-07-03
2008,HU,HU73,PUBLIC_SCHOOLS,A:9.84;B:37.29;C:1.59;D:0.03;E:8.32;F:36.19;G:6.75,1.22,13.57,261.36,307626,10.28,16.04,5642,0,8.16,0.293,TAX_REBATE,16640937154.4,347012259.13,BUILDING_STOCK_OBSERVATORY,2024-06-11
2009,NL,SI200,INDUSTRIAL_LIGHT,A:11.09;B:33.81;C:9.47;D:2.73;E:12.34;F:10.60;G:19.95,4.22,15.48,261.77,170313,1.7,38.28,3160,0,16.466,0.5723,PUBLIC_GRANT,16212337822.25,359929859.73,NATIONAL_EPC_REGISTRY,2024-09-18
2010,SE,AT46,PUBLIC_HOSPITALS,A:14.55;B:5.06;C:42.41;D:5.41;E:8.08;F:10.44;G:14.06,3.41,17.32,244.0,184528,18.98,64.61,10556,0,13.575,0.5763,GREEN_MORTGAGE,8958374976.97,132913506.13,EPBD_REPORTING,2024-10-02
2011,DK,GR24,RESIDENTIAL_SFH,A:9.32;B:11.73;C:37.80;D:10.63;E:13.80;F:15.83;G:0.89,0.47,16.4,392.55,125559,28.09,34.96,14909,0,13.987,0.219,ESCO_CONTRACT,4967254431.54,1001296.26,SURVEY_ESTIMATE,2025-11-05
2012,IE,DE6,COMMERCIAL_OFFICE,A:3.48;B:26.23;C:21.52;D:12.46;E:3.96;F:2.60;G:29.76,2.58,33.77,299.88,248339,9.57,7.49,6562,0,8.245,0.7108,SOCIAL_HOUSING_FUND,13627410359.9,170146583.49,BUILDING_STOCK_OBSERVATORY,2024-01-11
2013,PL,IE672,RESIDENTIAL_MFH,A:4.57;B:3.80;C:17.53;D:20.06;E:27.09;F:16.91;G:10.04,1.8,30.98,134.2,150817,20.64,78.28,7902,0,13.939,0.0812,ON_BILL_FINANCING,13613473883.93,350586464.32,NATIONAL_EPC_REGISTRY,2024-07-22
2014,AT,ES147,COMMERCIAL_RETAIL,A:2.40;B:14.57;C:6.84;D:24.13;E:38.16;F:7.33;G:6.57,1.3,18.22,247.15,144451,40.69,45.34,15195,1,5.533,0.7956,EIB_LOAN,2078576054.56,219800390.09,EPBD_REPORTING,2024-11-06
2015,EE,LV398,PUBLIC_SCHOOLS,A:2.42;B:43.01;C:20.37;D:4.44;E:8.57;F:16.56;G:4.63,2.77,28.67,260.67,100687,14.24,51.92,12996,0,11.567,0.0659,TAX_REBATE,2935876139.01,192798020.66,SURVEY_ESTIMATE,2024-01-27
2016,IT,DK53,INDUSTRIAL_LIGHT,A:16.67;B:30.78;C:0.11;D:21.30;E:8.26;F:19.59;G:3.29,1.55,24.73,364.74,304785,37.6,20.8,14187,1,16.081,0.4529,PUBLIC_GRANT,16587390262.25,102388711.34,BUILDING_STOCK_OBSERVATORY,2026-01-27
2017,PT,LT64,PUBLIC_HOSPITALS,A:34.03;B:10.39;C:37.93;D:1.90;E:2.72;F:11.50;G:1.53,1.53,27.73,400.29,5272,48.37,37.99,30595,1,6.513,0.2555,GREEN_MORTGAGE,516381630.54,447650524.77,NATIONAL_EPC_REGISTRY,2025-12-31
2018,BE,LV51,RESIDENTIAL_SFH,A:20.74;B:11.21;C:25.32;D:17.45;E:5.64;F:18.74;G:0.90,5.03,8.53,159.66,220064,8.8,87.51,11253,0,16.562,0.7035,ESCO_CONTRACT,26714027441.27,18965276.43,EPBD_REPORTING,2024-04-05
2019,FI,PT640,COMMERCIAL_OFFICE,A:15.03;B:3.42;C:26.76;D:2.92;E:20.28;F:9.31;G:22.28,2.76,18.0,317.62,6400,51.27,44.54,18314,0,10.709,0.1873,SOCIAL_HOUSING_FUND,14026820035.42,210021856.99,SURVEY_ESTIMATE,2024-11-10
2020,LV,BE324,RESIDENTIAL_MFH,A:3.02;B:20.84;C:37.03;D:1.21;E:3.89;F:9.40;G:24.61,3.19,21.59,224.06,274687,18.34,77.37,17855,1,11.161,0.4396,ON_BILL_FINANCING,15787726553.6,57321774.14,BUILDING_STOCK_OBSERVATORY,2024-02-18
2021,RO,EE777,COMMERCIAL_RETAIL,A:12.51;B:12.49;C:11.02;D:6.45;E:19.92;F:36.11;G:1.50,0.37,44.48,154.53,68291,18.88,23.76,7525,1,16.993,0.4232,EIB_LOAN,3494380279.52,285305616.68,NATIONAL_EPC_REGISTRY,2024-12-18
2022,BG,HR534,PUBLIC_SCHOOLS,A:25.20;B:0.18;C:11.34;D:6.87;E:17.82;F:24.33;G:14.26,2.37,20.58,54.09,210404,12.48,8.25,7175,1,11.841,0.4901,TAX_REBATE,5267968454.11,420692935.36,EPBD_REPORTING,2025-08-23
2023,FR,DK94,INDUSTRIAL_LIGHT,A:16.25;B:7.07;C:11.74;D:23.69;E:4.80;F:0.01;G:36.44,5.23,26.16,145.3,693039,27.72,40.0,9030,1,13.849,0.0899,PUBLIC_GRANT,9473352991.62,279588953.79,SURVEY_ESTIMATE,2025-04-12
2024,LT,RO13,PUBLIC_HOSPITALS,A:7.31;B:4.78;C:12.30;D:19.68;E:11.18;F:33.40;G:11.36,1.54,29.85,171.35,8968,13.69,27.72,12101,1,1.266,0.4024,GREEN_MORTGAGE,2967079256.94,7685824.66,BUILDING_STOCK_OBSERVATORY,2025-12-15
2025,SK,ES36,RESIDENTIAL_SFH,A:10.64;B:13.28;C:9.42;D:13.96;E:0.31;F:22.84;G:29.55,2.04,36.5,56.49,40164,46.79,40.32,14139,1,15.751,0.1315,ESCO_CONTRACT,15116692809.28,204509045.32,NATIONAL_EPC_REGISTRY,2024-04-24
2004,HR,DE323,COMMERCIAL_OFFICE,A:4.28;B:1.19;C:12.45;D:12.13;E:38.27;F:16.93;G:14.75,1.66,4.88,59.55,251194,7.54,51.4,19046,0,9.931,0.4523,SOCIAL_HOUSING_FUND,21377167953.09,242155211.02,EPBD_REPORTING,2024-06-04
2005,DE,LV54,RESIDENTIAL_MFH,A:45.12;B:6.67;C:36.02;D:5.30;E:2.76;F:1.02;G:3.11,4.03,43.81,125.68,141004,3.87,65.46,18660,0,16.357,0.2247,ON_BILL_FINANCING,3470452747.84,363756412.55,SURVEY_ESTIMATE,2025-07-14
2006,LU,CZ685,COMMERCIAL_RETAIL,A:10.58;B:0.92;C:31.39;D:15.34;E:11.32;F:15.89;G:14.55,4.6,26.67,193.26,17073,19.84,50.14,12864,0,14.239,0.3555,EIB_LOAN,8987859256.82,172909124.15,BUILDING_STOCK_OBSERVATORY,2024-01-15
2007,SI,IT8,PUBLIC_SCHOOLS,A:18.07;B:17.33;C:8.40;D:5.14;E:13.72;F:33.76;G:3.59,0.9,29.93,204.72,260432,21.95,71.88,40341,1,9.492,0.2279,TAX_REBATE,7764873814.59,104522188.41,NATIONAL_EPC_REGISTRY,2025-11-07
2008,CY,FR458,INDUSTRIAL_LIGHT,A:1.19;B:21.80;C:49.69;D:13.78;E:9.17;F:3.07;G:1.30,1.88,27.15,115.54,162402,34.1,10.71,16227,1,9.402,0.545,PUBLIC_GRANT,5667099043.96,376120969.71,EPBD_REPORTING,2024-04-02
2009,GR,MT575,PUBLIC_HOSPITALS,A:2.41;B:13.25;C:18.25;D:0.32;E:5.77;F:26.11;G:33.89,4.87,5.37,59.78,334000,37.71,62.11,26296,0,11.286,0.0871,GREEN_MORTGAGE,15829571289.87,156629522.5,SURVEY_ESTIMATE,2025-11-16
2010,MT,FR245,RESIDENTIAL_SFH,A:24.81;B:6.09;C:4.20;D:25.11;E:4.00;F:27.77;G:8.02,2.78,32.24,405.19,276441,43.48,81.76,10358,0,9.621,0.8416,ESCO_CONTRACT,8000696894.35,251821511.95,BUILDING_STOCK_OBSERVATORY,2024-08-12
2011,ES,RO80,COMMERCIAL_OFFICE,A:5.40;B:32.28;C:8.62;D:6.55;E:10.27;F:35.36;G:1.52,0.88,15.14,63.3,296863,31.04,6.29,1791,1,4.569,0.5162,SOCIAL_HOUSING_FUND,8327083196.83,120902496.28,NATIONAL_EPC_REGISTRY,2025-05-25
2012,CZ,FR44,RESIDENTIAL_MFH,A:21.86;B:6.84;C:5.45;D:12.51;E:15.51;F:19.33;G:18.50,4.22,19.09,81.64,324931,8.24,14.13,825,1,0.874,0.7297,ON_BILL_FINANCING,17236170639.25,113174386.82,EPBD_REPORTING,2025-07-31
2013,HU,FR9,COMMERCIAL_RETAIL,A:29.21;B:5.54;C:0.76;D:5.44;E:13.37;F:23.16;G:22.53,1.35,2.02,79.22,325455,23.7,79.02,16963,0,16.446,0.8378,EIB_LOAN,19625611766.93,429487043.9,SURVEY_ESTIMATE,2024-10-13
2014,NL,IT990,PUBLIC_SCHOOLS,A:9.62;B:26.74;C:1.78;D:50.74;E:0.43;F:9.15;G:1.53,3.8,19.38,61.16,297507,20.65,64.82,7926,0,7.853,0.7393,TAX_REBATE,3897400199.08,168652893.32,BUILDING_STOCK_OBSERVATORY,2025-10-09
2015,SE,FI871,INDUSTRIAL_LIGHT,A:25.72;B:9.38;C:27.20;D:2.65;E:13.96;F:2.10;G:19.00,0.69,30.04,46.36,277515,16.78,67.65,7426,0,17.046,0.35,PUBLIC_GRANT,16156639419.95,37643528.75,NATIONAL_EPC_REGISTRY,2024-07-28
2016,DK,MT38,PUBLIC_HOSPITALS,A:1.77;B:32.46;C:17.26;D:7.67;E:14.12;F:22.55;G:4.18,4.6,6.66,233.81,144580,13.87,40.55,37676,1,1.897,0.2983,GREEN_MORTGAGE,914316549.58,308506691.8,EPBD_REPORTING,2024-12-30
2017,IE,DK886,RESIDENTIAL_SFH,A:3.29;B:2.81;C:33.04;D:2.56;E:44.37;F:10.81;G:3.12,0.91,43.72,223.02,66906,13.86,27.1,5716,0,5.579,0.8483,ESCO_CONTRACT,7825250796.76,118420020.48,SURVEY_ESTIMATE,2024-11-18
2018,PL,BE534,COMMERCIAL_OFFICE,A:12.39;B:9.13;C:37.81;D:6.54;E:21.37;F:5.45;G:7.30,1.41,8.79,158.45,356791,50.42,19.33,1952,0,3.982,0.151,SOCIAL_HOUSING_FUND,728947141.58,226547886.39,BUILDING_STOCK_OBSERVATORY,2025-06-27
2019,AT,BG60,RESIDENTIAL_MFH,A:3.34;B:0.52;C:2.33;D:32.78;E:15.05;F:30.24;G:15.74,5.19,9.13,297.57,304450,26.16,73.23,1009,0,12.539,0.6069,ON_BILL_FINANCING,5657865442.88,71829317.71,NATIONAL_EPC_REGISTRY,2024-05-30
2020,EE,MT119,COMMERCIAL_RETAIL,A:6.20;B:10.06;C:32.07;D:23.89;E:22.95;F:2.69;G:2.14,4.21,25.89,308.76,102785,13.26,40.82,27,1,11.192,0.5951,EIB_LOAN,6327162603.95,301307167.44,EPBD_REPORTING,2024-10-17
2021,IT,IT381,PUBLIC_SCHOOLS,A:16.86;B:1.92;C:21.99;D:2.71;E:8.61;F:2.23;G:45.67,5.28,8.28,36.91,739537,33.19,29.05,27677,1,9.481,0.3432,TAX_REBATE,7938843222.44,1272074584.0,SURVEY_ESTIMATE,2024-04-25
2022,PT,SI265,INDUSTRIAL_LIGHT,A:2.11;B:16.99;C:15.25;D:12.89;E:17.95;F:3.26;G:31.56,2.59,41.09,203.61,62869,17.92,57.5,9808,0,11.638,0.206,PUBLIC_GRANT,6498112405.98,225064400.6,BUILDING_STOCK_OBSERVATORY,2025-12-02
2023,BE,BE988,PUBLIC_HOSPITALS,A:12.87;B:5.19;C:1.65;D:27.36;E:12.92;F:0.25;G:39.76,3.64,5.16,121.16,713637,42.54,69.29,26080,0,10.0,0.1422,GREEN_MORTGAGE,13366270687.91,1007189516.06,NATIONAL_EPC_REGISTRY,2025-02-10
2024,FI,DK327,RESIDENTIAL_SFH,A:27.77;B:20.15;C:7.04;D:26.92;E:7.56;F:9.23;G:1.33,0.65,44.44,255.92,661254,20.14,75.02,8879,1,4.96,0.113,ESCO_CONTRACT,7154423045.11,1220757134.1,EPBD_REPORTING,2024-10-27
2025,LV,ES268,COMMERCIAL_OFFICE,A:29.82;B:16.41;C:16.33;D:3.33;E:1.83;F:18.44;G:13.83,4.95,6.89,126.24,5150,30.06,86.27,5195,1,4.74,0.8375,SOCIAL_HOUSING_FUND,5562535395.76,1053763169.49,SURVEY_ESTIMATE,2025-12-02
2004,RO,ES8,RESIDENTIAL_MFH,A:24.76;B:10.93;C:21.68;D:19.10;E:7.15;F:13.26;G:3.12,0.52,8.5,102.82,127421,53.27,53.04,16465,0,1.51,0.1054,ON_BILL_FINANCING,25318798490.06,229922322.21,BUILDING_STOCK_OBSERVATORY,2024-04-25
2005,BG,LT899,COMMERCIAL_RETAIL,A:20.85;B:5.80;C:24.60;D:5.81;E:5.13;F:20.15;G:17.66,0.63,33.75,114.01,346921,48.41,7.84,1221,0,2.257,0.7763,EIB_LOAN,10146230196.93,96622248.0,NATIONAL_EPC_REGISTRY,2024-10-25
2006,FR,SK928,PUBLIC_SCHOOLS,A:8.93;B:13.13;C:2.48;D:17.83;E:23.79;F:31.54;G:2.29,4.24,24.98,359.68,290007,31.4,67.6,34134,0,17.365,0.6268,TAX_REBATE,17420725559.45,85576668.95,EPBD_REPORTING,2025-06-13
2007,LT,FR18,INDUSTRIAL_LIGHT,A:1.94;B:41.61;C:23.38;D:0.62;E:3.44;F:13.17;G:15.82,5.34,19.23,397.26,198976,14.06,72.23,5543,0,5.967,0.6141,PUBLIC_GRANT,11138469420.69,426179026.57,SURVEY_ESTIMATE,2024-09-08
2008,SK,HU547,PUBLIC_HOSPITALS,A:4.61;B:25.99;C:8.08;D:2.49;E:22.51;F:13.58;G:22.73,4.64,30.87,285.62,292826,50.13,22.28,14775,0,1.155,0.7406,GREEN_MORTGAGE,16352554701.8,46985186.81,BUILDING_STOCK_OBSERVATORY,2024-01-06
2009,HR,MT695,RESIDENTIAL_SFH,A:24.71;B:5.10;C:16.52;D:28.00;E:7.42;F:1.38;G:16.88,3.73,36.38,106.02,148907,29.82,44.07,11859,0,15.565,0.6992,ESCO_CONTRACT,17831632549.55,95913884.22,NATIONAL_EPC_REGISTRY,2025-03-02
2010,DE,HR460,COMMERCIAL_OFFICE,A:5.16;B:23.97;C:7.47;D:24.03;E:9.34;F:23.78;G:6.25,2.04,14.12,331.34,81832,1.5,50.05,14558,0,10.277,0.4936,SOCIAL_HOUSING_FUND,22259822887.64,280902288.77,EPBD_REPORTING,2026-01-24
2011,LU,LV87,RESIDENTIAL_MFH,A:5.23;B:5.48;C:11.98;D:46.37;E:13.66;F:4.13;G:13.15,1.54,15.96,251.28,161165,52.93,87.7,9246,0,9.408,0.7082,ON_BILL_FINANCING,27438261024.29,131008344.39,SURVEY_ESTIMATE,2024-03-20
2012,SI,LT58,COMMERCIAL_RETAIL,A:13.32;B:17.54;C:25.20;D:12.25;E:1.77;F:6.44;G:23.48,0.79,44.62,255.51,133364,2.14,25.36,5791,0,5.744,0.6868,EIB_LOAN,4903281901.94,358374612.26,BUILDING_STOCK_OBSERVATORY,2025-08-30
2013,CY,NL30,PUBLIC_SCHOOLS,A:16.69;B:21.92;C:11.12;D:21.96;E:25.16;F:1.84;G:1.31,4.99,39.59,366.89,19630,34.47,77.89,21691,0,8.903,0.1469,TAX_REBATE,10484249527.07,112223130.64,NATIONAL_EPC_REGISTRY,2024-07-05
2014,GR,HU234,INDUSTRIAL_LIGHT,A:6.82;B:29.40;C:13.79;D:4.77;E:8.50;F:28.72;G:7.99,3.84,29.76,157.6,161312,10.8,87.77,1648,0,1.218,0.387,PUBLIC_GRANT,16587766397.9,178419572.98,EPBD_REPORTING,2024-05-27
2015,MT,GR72,PUBLIC_HOSPITALS,A:16.79;B:5.68;C:1.94;D:11.98;E:39.24;F:24.24;G:0.13,2.56,34.2,376.77,173721,26.09,87.96,20096,0,5.721,0.1143,GREEN_MORTGAGE,3101406481.74,258597933.33,SURVEY_ESTIMATE,2025-05-19
2016,ES,LU47,RESIDENTIAL_SFH,A:10.94;B:7.45;C:7.56;D:23.22;E:25.11;F:23.01;G:2.70,1.41,25.29,286.69,339000,37.64,8.77,1117,0,11.992,0.6957,ESCO_CONTRACT,12295010063.31,90390609.52,BUILDING_STOCK_OBSERVATORY,2025-12-17
2017,CZ,BG603,COMMERCIAL_OFFICE,A:17.04;B:29.53;C:3.09;D:7.94;E:10.15;F:16.46;G:15.78,4.55,2.93,250.02,280632,20.05,73.81,2946,0,13.318,0.3846,SOCIAL_HOUSING_FUND,13077455995.4,186474556.4,NATIONAL_EPC_REGISTRY,2024-02-02
2018,HU,DE686,RESIDENTIAL_MFH,A:0.22;B:17.57;C:42.11;D:11.24;E:9.35;F:0.22;G:19.30,5.34,17.44,267.52,30163,9.74,29.93,15264,0,7.209,0.1587,ON_BILL_FINANCING,29838387397.53,284627406.31,EPBD_REPORTING,2024-05-10
2019,NL,PL807,COMMERCIAL_RETAIL,A:3.65;B:1.63;C:2.55;D:19.66;E:42.13;F:8.47;G:21.91,5.21,27.39,296.09,162576,54.85,64.41,11063,0,6.659,0.6269,EIB_LOAN,11915592894.52,81849344.64,SURVEY_ESTIMATE,2024-10-25
2020,SE,IE652,PUBLIC_SCHOOLS,A:19.60;B:11.16;C:20.20;D:2.03;E:23.71;F:18.21;G:5.09,3.11,26.78,173.36,574174,16.62,5.04,27188,0,3.016,0.1136,TAX_REBATE,3953935046.78,347050593.36,BUILDING_STOCK_OBSERVATORY,2024-08-30
2021,DK,BE4,INDUSTRIAL_LIGHT,A:20.88;B:0.83;C:12.11;D:19.12;E:30.05;F:9.69;G:7.33,5.25,7.8,115.97,242715,15.88,62.2,14077,1,15.644,0.4145,PUBLIC_GRANT,8084745686.84,274385017.38,NATIONAL_EPC_REGISTRY,2025-03-26
2022,IE,FI15,PUBLIC_HOSPITALS,A:18.42;B:41.43;C:14.01;D:7.82;E:11.12;F:5.15;G:2.05,3.62,39.42,114.55,162445,49.21,15.93,13677,1,11.761,0.6787,GREEN_MORTGAGE,334346953.21,969929427.34,EPBD_REPORTING,2024-03-12
2023,PL,SI837,RESIDENTIAL_SFH,A:14.67;B:35.11;C:14.00;D:2.44;E:9.63;F:0.06;G:24.08,4.93,20.12,346.94,377564,31.83,50.17,4724,1,10.544,0.3239,ESCO_CONTRACT,11709646046.75,766746953.69,SURVEY_ESTIMATE,2025-11-16
2024,AT,LT288,COMMERCIAL_OFFICE,A:3.45;B:12.87;C:10.64;D:47.29;E:1.49;F:10.49;G:13.76,1.77,39.39,108.23,697431,24.61,46.42,12448,0,1.481,0.0928,SOCIAL_HOUSING_FUND,1538062533.34,1194155114.13,BUILDING_STOCK_OBSERVATORY,2025-06-14
2025,EE,EE98,RESIDENTIAL_MFH,A:4.70;B:13.49;C:8.37;D:41.34;E:11.85;F:8.30;G:11.94,1.05,13.55,313.39,347650,8.63,14.39,2976,1,2.554,0.4469,ON_BILL_FINANCING,13774273087.79,720004361.99,NATIONAL_EPC_REGISTRY,2025-04-23
2004,IT,BG17,COMMERCIAL_RETAIL,A:9.65;B:20.05;C:15.66;D:21.80;E:10.63;F:6.34;G:15.88,5.03,31.76,191.22,258891,32.54,5.72,4088,0,10.622,0.0707,EIB_LOAN,24300951162.32,157259693.82,EPBD_REPORTING,2025-05-06
2005,PT,HU515,PUBLIC_SCHOOLS,A:23.52;B:2.50;C:4.10;D:38.23;E:11.02;F:5.48;G:15.14,3.23,16.75,360.46,290042,49.0,27.01,41468,0,8.365,0.2231,TAX_REBATE,19605708457.63,15199867.53,SURVEY_ESTIMATE,2024-01-28
2006,BE,EE986,INDUSTRIAL_LIGHT,A:9.19;B:17.88;C:11.59;D:15.62;E:10.25;F:27.56;G:7.92,3.15,30.13,70.7,282626,14.31,39.42,18380,0,4.849,0.4169,PUBLIC_GRANT,4759365586.05,419939014.52,BUILDING_STOCK_OBSERVATORY,2025-09-09
2007,FI,GR9,PUBLIC_HOSPITALS,A:55.10;B:4.60;C:16.62;D:6.12;E:15.91;F:1.24;G:0.41,1.9,19.33,288.48,305328,54.65,81.46,12780,0,12.916,0.6204,GREEN_MORTGAGE,11455221735.83,239725042.13,NATIONAL_EPC_REGISTRY,2024-06-11
2008,LV,FR32,RESIDENTIAL_SFH,A:21.44;B:2.39;C:31.54;D:10.63;E:14.74;F:4.66;G:14.59,2.14,43.13,417.67,227190,32.58,83.35,18909,0,11.448,0.1792,ESCO_CONTRACT,3161627629.68,75691522.68,EPBD_REPORTING,2025-09-12
2009,RO,EE9,COMMERCIAL_OFFICE,A:5.46;B:1.72;C:1.56;D:0.29;E:80.67;F:2.27;G:8.03,5.14,37.13,87.0,62612,0.99,42.8,2211,0,4.463,0.1659,SOCIAL_HOUSING_FUND,12519215338.89,100756399.26,SURVEY_ESTIMATE,2024-12-17
2010,BG,PL145,RESIDENTIAL_MFH,A:24.78;B:13.01;C:8.35;D:37.54;E:1.92;F:9.83;G:4.58,0.74,43.49,290.35,20661,40.09,8.46,1402,0,15.068,0.2168,ON_BILL_FINANCING,18638241383.13,282812592.04,BUILDING_STOCK_OBSERVATORY,2025-08-21
2011,FR,CY5,COMMERCIAL_RETAIL,A:49.33;B:5.16;C:7.63;D:1.10;E:2.04;F:14.75;G:19.99,0.88,42.49,310.67,147842,39.98,21.04,11303,1,4.73,0.6686,EIB_LOAN,19030574075.18,60267898.6,NATIONAL_EPC_REGISTRY,2024-04-24
2012,LT,CZ533,PUBLIC_SCHOOLS,A:4.26;B:22.01;C:30.22;D:3.81;E:3.90;F:3.11;G:32.68,1.61,28.45,239.76,30586,29.75,38.77,24801,0,1.961,0.6576,TAX_REBATE,14201706166.98,93997881.38,EPBD_REPORTING,2025-08-04
2013,SK,ES341,INDUSTRIAL_LIGHT,A:21.78;B:2.76;C:6.70;D:16.21;E:21.58;F:0.65;G:30.31,1.13,9.56,226.63,224361,32.56,22.12,16471,0,6.232,0.4948,PUBLIC_GRANT,19445806513.06,211896302.03,SURVEY_ESTIMATE,2025-03-18
2014,HR,SE672,PUBLIC_HOSPITALS,A:17.39;B:4.95;C:38.28;D:18.44;E:6.04;F:9.41;G:5.48,0.44,44.29,230.81,109086,6.19,69.21,21046,0,2.97,0.7217,GREEN_MORTGAGE,11443693147.81,57466804.62,BUILDING_STOCK_OBSERVATORY,2024-08-29
2015,DE,HR657,RESIDENTIAL_SFH,A:8.34;B:5.08;C:8.81;D:2.22;E:5.21;F:37.14;G:33.19,1.5,41.03,310.13,60906,17.31,30.84,17014,0,1.085,0.4884,ESCO_CONTRACT,20118018231.05,174654934.21,NATIONAL_EPC_REGISTRY,2024-11-01
2016,LU,CZ61,COMMERCIAL_OFFICE,A:4.90;B:33.22;C:3.25;D:16.78;E:18.48;F:17.62;G:5.75,4.87,41.72,336.13,210365,38.66,61.09,16990,0,7.013,0.1533,SOCIAL_HOUSING_FUND,20076331105.75,101857754.73,EPBD_REPORTING,2026-02-20
2017,SI,DE153,RESIDENTIAL_MFH,A:11.40;B:17.83;C:5.91;D:34.57;E:18.13;F:3.94;G:8.22,1.28,13.53,394.22,281487,38.54,81.3,6766,1,6.597,0.5837,ON_BILL_FINANCING,1103423796.09,472951242.81,SURVEY_ESTIMATE,2024-09-06
2018,CY,DK86,COMMERCIAL_RETAIL,A:16.90;B:1.63;C:0.27;D:24.54;E:16.25;F:5.77;G:34.62,1.22,6.46,414.84,355874,14.1,23.52,12156,0,0.824,0.6988,EIB_LOAN,6967073098.74,119277034.68,BUILDING_STOCK_OBSERVATORY,2024-05-16
2019,GR,HU29,PUBLIC_SCHOOLS,A:6.26;B:22.58;C:3.98;D:12.23;E:37.82;F:0.34;G:16.79,3.0,7.56,175.78,329375,50.0,89.79,40312,0,2.115,0.3393,TAX_REBATE,10911451242.77,376623095.73,NATIONAL_EPC_REGISTRY,2025-06-17
2020,MT,CZ849,INDUSTRIAL_LIGHT,A:8.86;B:4.97;C:2.65;D:10.08;E:46.85;F:11.59;G:15.00,2.06,15.94,186.79,60022,32.63,39.72,16409,0,4.616,0.3514,PUBLIC_GRANT,10942947562.35,196987450.01,EPBD_REPORTING,2025-03-02
2021,ES,AT748,PUBLIC_HOSPITALS,A:32.96;B:23.38;C:4.86;D:3.44;E:0.45;F:29.51;G:5.40,3.31,26.29,257.51,269813,6.28,63.18,25505,0,0.429,0.5205,GREEN_MORTGAGE,1783773074.39,700946101.3,SURVEY_ESTIMATE,2025-06-25
2022,CZ,PT71,RESIDENTIAL_SFH,A:9.80;B:16.67;C:10.91;D:11.21;E:18.55;F:12.24;G:20.62,3.96,28.08,345.06,197974,46.81,57.33,9523,0,12.001,0.0888,ESCO_CONTRACT,6242954064.75,1161101595.66,BUILDING_STOCK_OBSERVATORY,2026-01-18
2023,HU,LT720,COMMERCIAL_OFFICE,A:12.87;B:3.17;C:21.48;D:4.08;E:7.55;F:30.05;G:20.80,3.03,33.95,46.4,673672,27.61,16.39,17429,1,1.563,0.21,SOCIAL_HOUSING_FUND,14810396186.25,390460453.88,NATIONAL_EPC_REGISTRY,2024-11-10
2024,NL,MT640,RESIDENTIAL_MFH,A:1.78;B:22.33;C:8.30;D:1.73;E:21.68;F:5.31;G:38.86,1.36,22.2,238.27,40874,31.72,82.58,2739,0,9.782,0.3299,ON_BILL_FINANCING,14397675339.22,1729943649.96,EPBD_REPORTING,2025-08-25
2025,SE,PT6,COMMERCIAL_RETAIL,A:18.39;B:36.82;C:5.79;D:1.44;E:20.47;F:13.02;G:4.07,3.59,15.35,347.71,225267,22.89,44.45,9813,0,14.397,0.2261,EIB_LOAN,4191398291.51,526599227.76,SURVEY_ESTIMATE,2024-08-26
2004,DK,FI232,PUBLIC_SCHOOLS,A:0.70;B:9.76;C:1.82;D:13.20;E:1.91;F:42.46;G:30.15,4.27,17.6,111.45,108715,6.61,68.5,20210,1,16.959,0.3512,TAX_REBATE,15319813895.41,136322861.74,BUILDING_STOCK_OBSERVATORY,2025-10-11
2005,IE,SE2,INDUSTRIAL_LIGHT,A:18.97;B:27.25;C:1.29;D:23.63;E:4.71;F:16.69;G:7.47,0.52,3.09,267.38,184239,33.77,25.08,4849,1,6.606,0.0961,PUBLIC_GRANT,8428358153.24,372497178.85,NATIONAL_EPC_REGISTRY,2024-12-08
2006,PL,LT57,PUBLIC_HOSPITALS,A:21.26;B:1.51;C:52.80;D:13.91;E:7.68;F:2.64;G:0.20,1.19,9.5,261.7,72073,15.36,55.01,32333,0,1.233,0.3432,GREEN_MORTGAGE,10499425554.57,133207904.17,EPBD_REPORTING,2025-02-01
