house_change_analysis_period_start,house_change_analysis_period_end,house_change_ward_lgd_code,house_change_median_rent_change_pct,house_change_median_value_change_pct,house_change_income_change_pct,house_change_education_ba_share_change,house_change_racial_composition_shift_index,house_change_business_turnover_rate,house_change_new_building_permits_rate,house_change_short_term_rental_density,house_change_property_tax_increase_pct,house_change_cost_burden_change_pct,house_change_eviction_rate_change,house_change_foreclosure_rate_change,house_change_transit_access_change_score,house_change_amenity_openings_count,house_change_anti_displacement_policy_flag,house_change_vulnerability_score,house_change_gentrification_stage_code
2023-10-14,2024-03-22,LGD-W-9349707,6.91,-3.26,15.81,20.81,12.87,12.57,7.83,17.641,13.41,23.02,-0.244,4.507,-5.15,23,N,23.87,EarlySignals
2023-03-16,2024-01-13,LGD-W-2136763,-3.28,47.24,44.91,22.37,19.36,34.09,13.78,8.89,30.65,-9.87,3.855,-0.041,-23.92,156,Y,13.28,AtRisk
2019-11-06,2021-06-29,LGD-W-1795033,-7.66,56.78,30.4,26.27,65.58,36.64,12.61,0.801,9.78,8.91,5.335,5.296,-10.34,143,N,25.01,EarlySignals
2018-02-09,2019-05-10,LGD-W-5650149,-16.64,-26.49,28.13,27.99,94.75,41.0,12.66,16.23,48.6,6.23,-2.885,5.942,-30.31,54,N,50.96,Accelerating
2019-05-21,2020-11-12,LGD-W-6944237,16.3,16.35,18.09,10.57,42.87,17.31,18.37,16.152,45.25,28.84,-4.046,5.701,11.44,61,Y,12.52,Accelerating
2020-01-07,2020-11-17,LGD-W-6878514,38.05,9.9,34.86,-5.64,45.16,27.91,23.87,11.803,0.38,-13.94,9.659,6.455,25.6,190,N,6.99,Emerging
2022-09-17,2022-12-20,LGD-W-4186692,27.4,-25.61,12.26,18.45,20.03,55.58,6.32,9.73,57.3,19.77,2.995,2.893,-24.99,190,N,67.28,AtRisk
2018-07-30,2020-03-02,LGD-W-5582548,35.93,3.15,33.38,-0.91,37.75,6.38,6.19,3.017,20.63,5.54,9.701,-1.688,34.37,132,N,6.44,Emerging
2019-12-17,2021-10-29,LGD-W-5083155,54.1,-7.46,-1.8,24.25,80.39,52.13,0.36,10.587,15.65,19.91,2.211,0.234,21.61,136,Y,75.57,Emerging
2024-12-19,2025-06-12,LGD-W-2052077,-22.33,34.61,37.06,-3.11,25.65,8.61,29.56,19.637,8.9,-12.07,-4.806,-1.663,1.51,155,Y,54.54,EarlySignals
2021-02-18,2022-12-21,LGD-W-9097735,53.88,3.48,30.18,9.61,79.87,45.34,25.62,14.975,-3.31,4.06,-2.367,6.218,-5.63,209,Y,20.65,EarlySignals
2020-09-26,2021-05-17,LGD-W-9133190,40.92,-15.29,-8.03,17.23,69.12,52.14,25.57,0.877,52.48,30.15,3.185,2.821,30.36,205,Y,73.18,EarlySignals
2021-02-03,2022-10-14,LGD-W-2064149,11.02,13.74,21.12,-0.57,32.57,46.38,27.69,1.991,10.78,-6.49,6.373,0.811,15.08,138,Y,58.92,Accelerating
2023-01-21,2023-09-05,LGD-W-6655852,17.91,41.53,7.56,1.72,74.14,6.39,37.04,4.995,6.95,-10.18,-1.79,6.047,-17.38,77,N,87.69,EarlySignals
2022-04-26,2022-12-18,LGD-W-8058839,28.07,49.27,0.74,24.83,53.31,7.82,17.99,15.071,58.82,15.69,-4.631,-2.263,-31.5,141,Y,81.94,EarlySignals
2018-05-30,2018-10-29,LGD-W-2562226,49.43,19.22,37.59,18.57,12.37,19.49,35.74,10.807,3.71,-13.64,-3.183,2.233,16.19,3,Y,21.28,AtRisk
2020-03-11,2020-12-30,LGD-W-2884292,-15.82,75.79,9.99,15.3,20.93,56.66,6.52,3.433,45.1,7.83,0.824,-2.964,-26.51,193,N,42.6,EarlySignals
2023-05-10,2024-12-06,LGD-W-2550589,-23.74,-17.16,26.82,19.38,82.54,44.89,35.74,18.462,20.67,19.08,6.472,1.916,8.2,87,N,60.47,LateStage
2021-04-10,2022-01-23,LGD-W-4106057,17.48,45.6,44.37,8.67,70.54,40.23,30.73,11.524,49.41,-14.86,8.51,1.22,30.15,133,N,75.04,LateStage
2023-04-11,2024-06-07,LGD-W-2014500,7.77,-16.17,12.65,-6.44,20.4,58.87,28.66,12.077,33.83,22.53,-1.006,4.071,-14.95,168,Y,50.04,Emerging
2024-07-05,2026-01-11,LGD-W-1233254,30.27,18.06,14.48,-7.54,99.45,24.12,36.77,18.784,28.43,13.1,5.08,4.121,-0.59,36,Y,36.9,AtRisk
2023-01-26,2024-08-03,LGD-W-6474903,50.25,54.35,5.68,14.22,56.71,16.26,28.73,2.621,42.21,32.0,-4.831,6.448,-26.95,48,N,43.66,Stabilizing
2024-01-05,2024-11-19,LGD-W-1305067,1.28,66.66,-4.21,-10.12,46.75,17.35,8.47,9.695,61.26,9.74,11.146,4.014,33.79,69,Y,52.73,Accelerating
2022-05-08,2024-03-19,LGD-W-9060907,6.22,34.7,-0.51,1.99,76.54,0.22,39.6,2.852,22.3,11.23,6.261,6.218,-26.15,202,Y,33.6,Emerging
2022-03-20,2022-12-22,LGD-W-5037434,-11.07,1.35,21.76,22.6,31.83,5.73,33.33,5.154,43.28,-7.55,-5.795,-0.32,-17.5,52,N,46.1,AtRisk
2022-06-27,2022-10-18,LGD-W-7901818,19.26,-23.42,-1.11,18.82,1.18,54.87,8.15,14.367,11.77,2.89,1.039,-0.212,-23.6,185,Y,66.6,AtRisk
2020-01-07,2020-05-21,LGD-W-8204137,-18.09,52.3,40.11,-1.29,83.66,56.29,30.65,15.301,51.56,10.84,6.673,-2.919,7.45,148,Y,94.03,Stabilizing
2021-04-13,2021-07-12,LGD-W-3932779,15.03,2.09,-12.41,-1.93,98.26,19.03,44.09,9.391,10.43,31.83,-2.655,-2.776,-8.26,18,Y,78.8,LateStage
2020-06-02,2021-02-01,LGD-W-4056632,-18.54,66.71,6.13,16.95,28.92,39.21,8.24,2.155,1.29,-9.14,-5.307,-2.778,-17.64,75,Y,24.77,Stabilizing
2024-12-15,2025-11-14,LGD-W-2089573,-23.73,-14.11,32.34,17.43,85.5,57.58,3.73,6.535,14.05,21.17,-2.765,-0.499,-19.75,191,N,14.51,AtRisk
2018-06-20,2019-05-20,LGD-W-5167851,34.1,13.08,-14.08,26.15,49.67,39.3,38.3,19.261,59.7,28.7,1.703,6.254,-32.05,160,N,15.63,EarlySignals
2018-09-06,2019-02-23,LGD-W-2518061,45.38,2.58,-2.41,24.26,37.58,59.49,37.86,3.603,19.98,7.49,8.99,2.314,-27.18,42,Y,89.66,LateStage
2024-11-23,2026-05-02,LGD-W-9010395,5.9,19.2,8.73,27.86,71.47,20.87,38.84,2.491,2.55,9.31,11.253,-0.298,-0.72,155,N,93.74,EarlySignals
2024-06-07,2025-10-02,LGD-W-9245958,6.93,50.31,-15.39,8.71,5.6,36.24,29.23,5.278,18.46,-0.93,-2.28,3.317,-14.31,86,N,14.98,Stabilizing
2023-05-27,2024-09-11,LGD-W-5216881,-13.38,75.07,-16.78,27.13,25.2,32.57,42.9,1.534,64.73,-9.88,10.57,1.12,21.78,122,N,32.53,AtRisk
2022-08-22,2023-07-27,LGD-W-2860981,30.04,63.77,23.02,19.91,21.41,4.08,16.12,1.632,55.4,22.06,10.356,4.446,33.57,89,Y,0.93,AtRisk
2024-09-23,2026-08-11,LGD-W-2916776,-6.15,6.92,21.49,-5.88,12.15,18.0,3.6,2.586,64.69,-12.82,0.164,-2.892,-23.68,115,N,70.8,EarlySignals
2020-07-03,2021-04-18,LGD-W-7458082,-0.15,-11.57,-7.69,22.08,84.55,31.16,22.98,7.875,30.87,3.61,1.605,-1.782,24.86,167,N,42.05,AtRisk
2023-09-17,2025-05-29,LGD-W-2214220,54.55,76.52,14.36,1.22,93.13,11.43,4.31,3.145,64.01,-10.78,5.401,5.975,-33.81,144,N,66.39,LateStage
2024-04-10,2025-03-19,LGD-W-7156202,-18.67,61.58,9.45,24.68,95.33,3.28,2.67,16.648,5.53,32.02,6.618,-0.025,-23.54,216,N,71.2,LateStage
2021-05-26,2023-01-31,LGD-W-1215643,-10.67,-1.4,19.28,-0.11,22.56,19.03,18.96,9.109,46.62,-11.92,4.857,-1.529,-4.69,81,N,16.31,LateStage
2022-12-18,2023-06-01,LGD-W-1735394,53.57,20.36,31.47,2.16,71.82,11.56,36.94,19.618,35.23,22.47,4.633,0.401,-13.78,51,Y,32.62,EarlySignals
2023-09-06,2025-04-17,LGD-W-5858682,38.72,-26.36,35.39,10.68,35.7,27.09,19.99,4.33,47.2,-6.57,10.488,2.715,-19.79,214,N,3.98,EarlySignals
2020-03-17,2021-03-01,LGD-W-6196808,12.62,54.33,5.75,14.83,66.57,16.06,30.74,18.414,21.53,27.18,6.82,6.381,-11.52,199,N,18.66,Emerging
2018-06-13,2019-08-26,LGD-W-1465090,-10.75,81.34,24.07,22.52,22.11,58.25,10.3,3.928,0.66,-9.62,5.869,6.644,6.71,105,N,81.72,Accelerating
2023-07-29,2024-11-06,LGD-W-5827708,50.32,59.9,31.55,24.68,43.73,11.46,21.73,12.517,47.64,16.66,-5.472,0.433,18.22,25,Y,47.1,Stabilizing
2022-12-24,2023-10-19,LGD-W-8366443,6.62,64.35,30.22,13.44,44.14,37.88,40.14,3.675,30.21,5.52,-0.231,-0.502,-15.37,56,N,22.16,AtRisk
2020-02-01,2021-11-01,LGD-W-3150800,-20.51,46.45,-10.79,11.53,64.04,29.64,31.65,9.7,35.1,-14.57,0.323,3.454,26.15,147,Y,67.69,LateStage
2022-10-28,2023-12-10,LGD-W-1212432,36.85,74.79,31.86,4.01,85.52,52.45,20.52,15.156,23.73,3.35,9.714,-1.842,-0.28,82,N,14.41,Emerging
2023-05-09,2025-04-27,LGD-W-6722443,42.46,66.48,-4.55,7.87,86.84,36.12,12.63,12.216,54.44,7.32,3.479,2.402,30.37,66,Y,69.32,EarlySignals
2024-11-28,2025-05-22,LGD-W-8997737,34.78,-6.8,22.22,-9.24,67.18,44.65,3.91,6.965,1.93,7.27,-2.936,5.953,19.79,78,N,64.28,Stabilizing
2023-03-16,2023-12-25,LGD-W-4245432,50.39,63.37,39.23,16.9,72.4,5.56,6.63,8.16,20.13,17.06,7.078,6.6,-13.32,11,Y,75.15,Emerging
2018-10-06,2019-06-07,LGD-W-2815840,36.22,42.86,-8.18,16.11,76.57,11.84,15.48,11.28,60.57,33.5,-2.835,5.41,-29.78,5,N,85.2,AtRisk
2024-02-12,2025-07-07,LGD-W-7835554,-15.17,-0.4,-13.97,16.56,85.34,12.66,33.43,21.041,32.4,-6.55,11.614,4.14,18.66,107,Y,49.11,AtRisk
2021-02-15,2022-03-21,LGD-W-1396549,45.37,9.48,12.05,-0.89,82.33,39.86,24.94,13.547,34.95,1.13,-2.164,-2.993,-12.12,96,N,21.42,Stabilizing
2022-12-30,2023-11-02,LGD-W-4212459,29.66,19.5,23.78,27.25,6.51,16.47,43.79,15.386,31.9,12.03,10.722,-0.011,-11.68,27,Y,6.98,Accelerating
2022-01-14,2023-12-24,LGD-W-9853149,20.31,19.05,16.55,21.98,10.18,37.87,32.51,13.034,56.62,-11.29,4.27,2.266,30.94,145,N,60.35,EarlySignals
2018-12-23,2020-02-27,LGD-W-2692788,4.6,40.48,-6.53,15.57,34.76,51.8,0.41,4.556,39.02,-13.31,5.927,3.224,-4.93,91,Y,14.18,Accelerating
2019-10-01,2021-01-02,LGD-W-4477647,42.17,29.65,-1.3,25.28,34.47,49.68,8.8,15.589,53.67,8.39,-0.335,3.422,-24.98,192,Y,22.3,Emerging
2022-07-24,2023-10-03,LGD-W-6139582,18.53,11.38,-2.03,-1.08,85.91,51.66,23.37,7.646,14.31,-4.67,3.132,2.618,13.23,173,N,98.48,AtRisk
2020-09-25,2021-04-05,LGD-W-6850250,-9.74,84.8,38.62,14.49,94.75,1.13,40.81,21.113,17.08,31.27,-1.415,2.347,-15.16,115,Y,80.07,Accelerating
2020-12-25,2022-07-24,LGD-W-1162193,-12.13,-5.0,26.43,14.82,92.06,7.11,28.76,7.313,-3.7,17.85,1.154,-0.932,32.93,127,N,70.5,Stabilizing
2021-02-27,2021-06-13,LGD-W-4166047,-0.82,41.34,31.8,16.8,53.19,11.82,43.02,21.731,19.73,-12.02,-1.319,6.148,17.33,101,Y,97.75,AtRisk
2022-06-18,2023-07-09,LGD-W-6127181,23.03,-2.46,19.65,-7.8,31.45,40.58,29.6,13.523,37.45,33.76,6.976,2.609,31.04,149,Y,78.08,Stabilizing
2022-12-04,2023-10-18,LGD-W-5233304,-17.18,30.57,4.88,7.62,17.83,33.5,12.8,14.549,3.79,17.03,3.222,2.32,-4.61,176,Y,96.52,Emerging
2023-03-27,2023-10-26,LGD-W-1016831,35.33,-21.79,33.34,24.5,19.38,17.44,41.33,15.186,25.72,21.57,0.564,3.544,-12.87,107,Y,97.26,Accelerating
2019-01-15,2020-01-12,LGD-W-7353823,-9.68,-1.63,-2.83,18.7,6.66,20.07,29.83,4.414,39.57,-11.63,1.853,6.08,-12.94,112,Y,6.73,Stabilizing
2023-05-12,2024-07-28,LGD-W-5979920,41.71,33.29,18.99,9.97,60.79,45.94,10.61,12.189,47.91,-2.21,-4.564,-2.708,32.84,142,Y,72.99,AtRisk
2021-01-22,2021-05-21,LGD-W-4682302,43.86,-22.47,9.15,6.51,19.82,6.25,9.18,7.936,9.9,27.48,-0.648,-0.085,13.97,187,Y,8.8,Accelerating
2023-06-16,2025-04-29,LGD-W-5806519,51.67,-5.03,31.0,10.43,86.78,43.59,44.76,5.194,20.27,23.45,7.656,5.337,20.5,74,N,71.97,LateStage
2018-09-27,2019-02-04,LGD-W-3550620,0.89,-24.99,-13.6,10.85,72.82,51.82,3.09,19.269,35.26,22.36,8.654,-1.802,2.52,200,Y,51.76,LateStage
2019-11-26,2021-04-30,LGD-W-4648388,53.47,9.16,37.92,-6.82,8.68,45.07,44.5,15.677,14.81,0.18,3.927,5.779,12.06,4,N,65.46,AtRisk
2019-02-05,2020-06-03,LGD-W-6220589,5.94,54.84,33.92,5.42,90.05,52.94,15.57,15.194,2.79,28.66,11.621,-2.824,-27.72,32,Y,55.97,Stabilizing
2022-10-29,2023-02-06,LGD-W-6697797,-3.63,52.23,22.42,21.06,9.15,50.41,32.3,19.205,9.87,-8.64,-5.181,1.486,-26.55,82,Y,99.27,Accelerating
2019-09-05,2020-04-02,LGD-W-3990879,3.24,33.04,37.52,24.27,81.9,1.48,31.48,18.162,44.17,3.97,-5.398,4.608,-16.74,78,N,50.56,LateStage
2022-12-21,2024-05-29,LGD-W-7608575,3.96,5.25,26.26,26.45,59.06,59.05,3.83,17.173,12.17,-1.15,1.298,4.837,10.29,85,Y,21.79,EarlySignals
2022-11-22,2024-04-06,LGD-W-8258976,47.57,16.68,0.46,2.34,97.78,49.69,23.27,17.351,56.99,23.35,11.403,1.573,-25.07,115,Y,45.47,AtRisk
2020-04-28,2021-08-01,LGD-W-8412605,0.96,70.37,23.21,16.59,77.17,43.26,40.57,10.63,16.84,-14.37,8.799,-2.303,32.01,159,N,81.55,Emerging
2024-12-09,2025-04-03,LGD-W-9623981,-10.67,26.68,3.36,26.76,78.83,17.09,22.38,6.347,56.32,-4.84,5.285,6.813,7.8,211,N,43.97,Accelerating
2019-11-12,2020-06-16,LGD-W-4005440,44.23,61.7,38.77,-7.53,89.7,1.13,41.16,20.652,41.29,9.16,-5.274,5.752,-30.95,217,N,6.49,Emerging
2024-09-10,2026-01-29,LGD-W-3722134,13.07,34.61,8.24,-7.22,88.15,23.29,19.02,7.355,36.55,5.79,8.018,4.728,9.52,218,N,32.94,LateStage
2021-09-11,2022-09-14,LGD-W-2739901,36.53,-15.28,17.15,6.29,80.32,30.74,17.2,8.248,10.2,16.17,0.726,2.039,25.19,79,N,94.47,AtRisk
2022-07-25,2024-07-11,LGD-W-1842870,51.3,16.25,-8.3,6.54,36.13,50.62,20.75,4.972,21.75,-8.35,-2.917,2.847,-4.74,138,N,29.72,AtRisk
2019-03-25,2019-07-23,LGD-W-3972129,51.68,2.14,-2.68,3.59,36.51,24.6,31.6,14.519,13.66,-10.87,6.393,-2.363,-25.91,124,Y,41.74,LateStage
2020-11-23,2021-06-10,LGD-W-3538512,-19.28,29.35,-5.2,9.08,58.25,45.05,44.55,16.207,49.34,-6.67,-1.247,3.218,34.81,204,N,97.59,Accelerating
2022-04-10,2023-05-14,LGD-W-5118898,22.19,2.99,3.59,2.35,87.15,52.66,26.06,13.911,53.43,9.54,4.046,-1.371,7.23,210,Y,12.98,AtRisk
2020-07-06,2022-01-23,LGD-W-4517168,-13.36,-28.73,35.32,13.15,0.44,18.49,10.38,17.296,2.91,-5.17,3.561,-2.961,0.78,206,N,14.93,Accelerating
2020-05-09,2021-07-08,LGD-W-9273328,52.25,2.92,5.9,-8.91,80.4,58.11,8.33,5.886,17.15,-2.03,6.212,0.775,-23.23,72,Y,23.92,AtRisk
2019-07-12,2021-04-06,LGD-W-7487702,9.42,19.99,1.65,-4.12,78.18,20.77,35.13,14.54,8.79,-6.93,3.889,3.892,32.13,200,Y,35.28,Stabilizing
2019-08-08,2020-09-14,LGD-W-8915484,42.91,-18.7,40.73,-6.38,85.27,28.9,8.51,6.983,45.91,-1.05,1.943,-2.73,19.14,55,Y,93.03,Stabilizing
2018-04-17,2019-05-30,LGD-W-8591841,-10.05,65.09,13.59,-2.23,65.51,15.75,32.12,4.809,58.08,9.54,10.181,2.706,-15.37,70,N,44.17,LateStage
2021-06-16,2022-09-19,LGD-W-3765127,44.45,-9.58,-7.13,8.26,19.82,46.85,42.51,17.458,50.55,-9.29,-5.265,4.978,8.47,167,N,90.06,AtRisk
2021-09-15,2022-11-16,LGD-W-7004341,40.28,17.14,28.06,18.07,63.07,46.51,29.04,15.045,18.93,-0.26,-0.184,2.346,8.32,94,N,2.83,Emerging
2021-09-02,2022-02-13,LGD-W-9443072,6.85,26.14,26.91,13.68,19.47,52.5,43.97,6.387,14.71,-0.81,1.96,-1.1,29.08,193,Y,91.14,Emerging
2024-10-11,2026-07-30,LGD-W-5689146,-5.05,69.67,-2.11,2.83,3.55,32.89,6.06,12.234,22.07,-13.36,-5.056,3.908,-17.61,50,N,97.71,Emerging
2020-07-13,2022-01-22,LGD-W-3088073,-3.28,-8.36,-4.72,5.93,84.62,28.81,40.59,1.829,9.44,15.95,3.409,-1.66,-32.92,37,N,39.42,Emerging
2019-07-22,2019-10-23,LGD-W-5813731,35.74,80.72,28.7,13.41,83.69,43.07,32.76,3.102,62.67,5.69,4.501,6.241,9.45,132,Y,85.18,AtRisk
2021-02-15,2022-12-25,LGD-W-4219539,34.48,-20.41,-8.1,-10.54,10.2,59.72,22.17,4.495,60.94,3.91,4.957,4.398,-27.81,140,Y,90.13,LateStage
2020-05-31,2021-08-07,LGD-W-9799841,-1.85,2.63,-2.62,12.48,21.53,50.67,16.08,6.877,36.75,23.64,9.933,5.937,11.1,106,N,80.77,LateStage
2018-09-21,2019-01-27,LGD-W-9717974,-16.96,54.37,-10.37,-4.39,34.77,54.88,29.57,7.872,18.7,15.02,-0.371,-0.186,26.03,157,N,2.84,EarlySignals
2018-03-02,2019-12-16,LGD-W-3141704,12.73,18.9,-17.77,3.11,25.53,49.75,29.82,7.688,-0.97,25.88,6.177,6.517,34.16,148,Y,7.15,EarlySignals
2019-08-11,2020-03-10,LGD-W-6220459,43.6,26.85,-7.25,-3.79,76.42,2.77,35.35,16.28,42.71,-12.53,3.9,3.531,14.11,129,Y,37.26,Accelerating
2021-07-26,2022-03-26,LGD-W-4238470,-20.81,55.48,41.61,6.17,98.53,3.08,44.84,11.625,27.15,18.16,-1.312,6.931,24.05,193,Y,69.43,AtRisk
2021-08-17,2023-08-08,LGD-W-7180269,26.94,14.83,-4.91,11.3,72.32,40.39,16.04,5.493,56.69,-9.51,1.096,1.098,-9.85,204,N,17.86,EarlySignals
2021-04-07,2022-06-12,LGD-W-6249917,4.73,-26.58,40.96,24.21,46.58,48.36,11.93,8.118,43.85,20.8,1.712,-0.276,-29.81,92,Y,64.18,LateStage
2022-04-14,2022-08-06,LGD-W-3612810,48.92,-24.06,-15.62,-0.04,95.43,18.94,7.35,3.036,38.07,29.28,10.316,-1.022,-5.71,98,Y,53.96,Stabilizing
2022-11-08,2024-04-19,LGD-W-3595049,14.65,61.96,43.65,18.7,42.15,33.09,40.97,7.989,55.14,-6.52,6.184,2.005,7.91,182,Y,87.83,Stabilizing
2023-07-04,2024-12-17,LGD-W-9007669,0.52,47.25,5.17,10.93,63.57,36.74,10.32,16.144,28.86,13.54,4.757,-2.784,0.93,181,N,51.45,LateStage
2022-11-25,2023-11-03,LGD-W-2283239,23.31,12.45,44.7,18.82,53.14,56.38,7.93,5.067,48.97,34.97,7.416,5.675,31.45,92,Y,74.64,LateStage
2021-01-17,2022-12-07,LGD-W-5698663,41.65,3.18,-15.85,15.34,0.57,44.91,38.15,8.353,46.54,31.22,5.358,2.161,4.38,21,N,30.95,AtRisk
2018-12-23,2020-06-15,LGD-W-5297789,11.93,13.48,41.44,1.36,11.11,6.31,17.04,3.892,40.11,5.06,5.885,1.99,-28.44,78,N,8.22,Accelerating
2019-10-18,2020-03-14,LGD-W-8390096,-16.32,6.97,23.19,7.09,33.35,5.33,36.22,7.683,47.16,20.02,9.229,3.43,-8.09,118,Y,98.09,LateStage
2020-03-11,2021-10-20,LGD-W-3928692,54.59,53.19,38.31,15.88,85.45,52.58,3.69,8.931,33.07,4.84,8.249,2.108,-8.03,177,N,89.99,Emerging
2019-07-29,2020-05-13,LGD-W-2485656,53.18,-8.75,-14.94,19.37,76.51,53.87,32.98,3.306,45.38,25.72,10.616,-0.383,-11.5,72,N,60.52,Accelerating
2023-12-17,2024-08-29,LGD-W-8424249,2.26,-20.08,15.69,25.71,89.46,10.63,8.81,2.401,63.23,-13.19,10.26,-2.965,3.13,80,Y,33.3,EarlySignals
2020-08-07,2021-03-03,LGD-W-7293816,-3.01,39.05,8.02,22.2,75.53,0.62,41.82,20.063,29.32,14.58,2.405,2.296,-12.68,18,N,8.22,Stabilizing
2023-04-19,2025-03-07,LGD-W-6787247,8.78,-2.11,-3.04,-0.79,90.28,58.79,25.6,9.326,57.7,18.76,-5.782,1.482,-28.4,174,N,78.71,LateStage
2022-09-25,2024-07-19,LGD-W-5186990,4.52,48.21,1.37,18.18,91.43,51.13,14.32,6.352,14.18,-7.38,2.815,-2.948,-20.57,109,Y,12.5,AtRisk
2019-07-28,2021-06-25,LGD-W-8035052,50.94,-15.41,42.19,5.95,43.97,17.29,34.37,8.464,16.97,13.67,-4.793,2.367,-16.51,159,Y,97.82,AtRisk
2022-02-10,2022-11-23,LGD-W-1926243,24.18,64.52,24.84,15.21,31.11,17.63,34.97,20.088,26.35,3.3,0.302,3.769,26.36,213,Y,52.45,AtRisk
2023-03-31,2024-02-24,LGD-W-4192946,23.7,25.08,7.35,3.38,25.47,15.85,0.35,14.314,4.07,8.5,-0.045,0.053,5.34,141,N,80.2,Stabilizing
2022-07-19,2023-12-08,LGD-W-3288665,-22.87,25.8,-13.74,21.43,89.31,15.8,12.19,20.916,48.93,-13.03,10.751,-0.624,-23.45,97,N,32.52,Emerging
2019-03-10,2020-07-13,LGD-W-5234359,31.07,82.89,9.38,21.89,22.33,26.42,0.17,6.678,40.39,-1.98,-3.223,4.072,-28.12,151,Y,94.88,Stabilizing
2024-11-14,2026-02-24,LGD-W-8565833,25.73,-26.86,-10.99,21.94,87.05,53.97,35.47,17.713,2.11,26.26,0.91,1.712,23.14,55,Y,74.66,EarlySignals
2019-05-11,2021-02-04,LGD-W-1890715,38.61,-13.13,38.88,26.74,18.1,13.74,6.14,0.177,10.25,23.71,9.82,6.056,4.86,219,Y,15.99,Emerging
2020-09-20,2022-07-31,LGD-W-9772131,8.14,73.93,21.19,20.31,16.5,14.08,28.47,19.651,44.6,-1.89,8.526,-2.75,2.4,108,N,64.58,Emerging
2019-01-08,2019-05-19,LGD-W-8320739,-5.77,40.23,16.16,5.17,92.6,32.29,33.59,17.688,54.58,13.32,11.927,6.957,6.63,55,Y,17.34,LateStage
2023-05-25,2023-11-19,LGD-W-5124487,17.3,-18.88,36.96,27.53,41.71,32.69,32.05,13.899,51.13,-11.19,10.857,2.429,-26.9,51,N,82.78,Emerging
2023-06-24,2025-01-11,LGD-W-3952366,30.06,-0.35,40.56,-7.03,29.75,42.67,3.81,13.729,36.05,11.59,-2.306,-1.065,-28.03,89,N,20.66,EarlySignals
2018-11-04,2020-10-17,LGD-W-6631164,22.52,79.95,5.56,0.09,30.47,20.78,11.17,21.578,52.83,30.93,2.968,0.293,-6.76,98,Y,2.07,Stabilizing
2024-06-08,2024-09-24,LGD-W-1464069,14.64,-4.01,15.32,-9.36,20.46,11.65,26.58,3.361,51.68,17.66,6.99,6.4,26.86,162,N,12.9,LateStage
2018-08-28,2020-01-05,LGD-W-3284727,2.75,-12.13,25.06,-1.97,1.4,13.08,36.76,20.236,52.36,16.45,-2.792,2.669,-10.68,166,N,5.84,Stabilizing
2023-02-16,2024-09-18,LGD-W-6382198,-2.73,-0.49,-16.63,-11.7,23.8,28.15,23.14,4.186,29.79,7.9,-3.595,-0.568,-4.38,19,N,84.75,Emerging
2019-01-14,2020-12-11,LGD-W-1248502,19.37,67.05,12.92,10.01,14.52,33.85,22.32,21.681,58.27,27.79,5.967,5.53,-16.33,43,Y,5.91,Stabilizing
2021-07-26,2023-05-19,LGD-W-6949797,42.58,-25.16,18.07,1.12,12.51,55.24,11.95,6.728,10.65,14.85,3.605,5.392,-17.61,183,N,55.57,Stabilizing
2021-08-07,2022-10-26,LGD-W-7509258,-12.3,16.72,0.72,-4.65,81.06,56.19,30.86,9.718,27.53,23.59,7.612,3.181,6.55,170,N,27.03,AtRisk
2019-02-17,2020-05-28,LGD-W-1634188,37.15,2.91,18.33,10.78,98.26,29.04,21.78,18.194,3.79,23.73,5.738,-0.129,-32.73,154,Y,96.05,EarlySignals
2024-12-02,2026-03-06,LGD-W-9347068,48.79,12.75,19.63,13.78,57.28,12.7,12.32,20.964,4.78,20.17,-0.487,-0.242,-28.81,188,Y,22.37,EarlySignals
2018-03-24,2020-03-07,LGD-W-3835958,40.06,-15.72,23.33,2.24,61.82,10.76,1.11,7.994,40.66,20.81,-0.783,3.032,-33.74,81,N,23.67,Accelerating
2018-01-28,2019-11-05,LGD-W-4071240,6.95,52.72,12.09,-4.09,95.98,44.63,10.63,2.627,50.92,-3.7,-5.073,1.871,-24.2,147,N,88.88,Emerging
2020-03-03,2021-06-04,LGD-W-4672983,5.33,-8.8,21.8,-10.91,93.45,59.64,9.1,16.9,4.98,15.44,-0.436,3.78,-17.3,74,N,2.09,EarlySignals
2020-04-02,2021-07-22,LGD-W-7615331,49.63,79.05,-17.79,2.45,12.24,35.52,27.77,20.207,60.84,8.41,6.415,-0.332,-5.69,166,N,7.39,Emerging
2024-03-02,2024-08-21,LGD-W-1283071,36.53,62.82,3.01,-4.14,45.9,57.78,3.78,5.598,35.58,29.78,5.199,1.281,-26.25,214,Y,12.23,LateStage
2019-11-10,2021-03-25,LGD-W-5514691,35.44,33.94,6.63,21.57,10.47,14.83,21.28,9.363,59.27,-7.31,3.795,6.388,-29.3,180,N,27.49,AtRisk
2020-07-29,2021-01-09,LGD-W-5907692,34.67,30.68,2.96,-2.09,85.81,13.27,4.62,17.043,5.82,20.88,-4.016,-1.118,26.29,148,Y,3.92,AtRisk
2020-08-18,2020-12-23,LGD-W-1970716,-4.92,37.63,42.09,10.89,55.8,57.84,23.44,20.259,-1.05,-10.06,-2.526,0.709,-10.28,189,Y,2.88,Accelerating
2024-01-12,2025-12-11,LGD-W-3379176,41.92,-11.96,-13.45,24.02,90.85,44.91,27.9,14.147,33.9,28.39,-0.382,0.684,5.91,14,N,93.38,Emerging
