tech_platforms_reference_year,tech_platforms_platform_id_hash,tech_platforms_platform_type_code,tech_platforms_vlop_vlose_flag,tech_platforms_member_state_digital_coordinator_iso2,tech_platforms_dsa_risk_assessment_submitted_flag,tech_platforms_content_moderation_actions_count,tech_platforms_notice_and_action_processing_time_hours_median,tech_platforms_illegal_content_removal_rate_pct,tech_platforms_ad_transparency_repository_flag,tech_platforms_recommender_system_optout_flag,tech_platforms_dark_pattern_finding_flag,tech_platforms_dma_gatekeeper_flag,tech_platforms_interoperability_obligation_flag,tech_platforms_data_portability_support_flag,tech_platforms_user_complaints_count,tech_platforms_sanctions_amount_eur,tech_platforms_audit_report_published_flag,tech_platforms_source_regulator_dataset,tech_platforms_data_extract_date
2022,965bacbf9f80d9306df3d115,SEARCH_ENGINE,1,BG,1,4650,21.27,89.43,1,1,0,1,0,0,1484,120350899.3,0,COMMISSION_ENFORCEMENT,2024-06-01
2023,087c6fbcf55ccbd010eaf78d,ONLINE_MARKETPLACE,0,EE,1,6628,57.21,54.79,0,0,0,1,0,1,1362,295890424.44,1,REGULATOR_AUDIT_PORTAL,2025-07-10
2024,655041a6e3c66ce86af9f7fc,VIDEO_SHARING,1,HU,1,4648,43.26,51.18,0,0,0,0,0,1,1510,359743218.53,1,PLATFORM_SELF_REPORT,2025-11-19
2025,f7762b512f1c6094e0ba7d8c,SOCIAL_NETWORK,0,LU,1,6184,24.12,49.67,1,1,0,0,1,1,1458,458234279.89,1,DSA_TRANSPARENCY_DB,2026-01-05
2026,619b7a13f8a8ebffc15a2518,AD_TECH,0,RO,0,5241,80.82,65.75,1,1,1,1,0,1,1318,524349636.31,0,NATIONAL_DSC_REPORTING,2024-03-18
2021,4b527844fec188475ed7f4cf,CLOUD_PLATFORM,0,AT,1,4517,28.62,85.2,1,0,0,0,0,0,1314,13375175.12,0,COMMISSION_ENFORCEMENT,2024-03-18
2022,d9032d9c54d411547a75865b,MESSAGING,0,CZ,0,6480,73.42,78.9,1,1,0,0,0,1,1358,35885294.97,1,REGULATOR_AUDIT_PORTAL,2025-12-09
2023,9f6ce52f353fd94d5cf89ccc,APP_STORE,0,DE,0,6516,47.06,95.65,1,1,0,1,0,1,1611,111743300.19,1,PLATFORM_SELF_REPORT,2025-11-04
2024,c1dbec3a22166d9f6f8cd378,SEARCH_ENGINE,0,LV,1,4981,83.32,97.43,1,1,0,0,0,0,1303,88108950.43,1,DSA_TRANSPARENCY_DB,2024-06-04
2025,956183ca7abb09c0b9aa8945,ONLINE_MARKETPLACE,0,PL,1,4418,79.55,41.87,1,1,0,0,0,1,1646,364423504.52,0,NATIONAL_DSC_REPORTING,2025-12-24
2026,4464ac4aac003c3d1d0a3a20,VIDEO_SHARING,1,ES,1,5039,35.6,40.22,1,1,0,0,0,0,1627,242403637.57,1,COMMISSION_ENFORCEMENT,2025-02-27
2021,5042dd8b77cf12e6d21ad320,SOCIAL_NETWORK,0,HR,1,6613,52.61,63.13,0,1,0,0,0,1,1573,41191066.06,1,REGULATOR_AUDIT_PORTAL,2024-06-04
2022,1ff69d93e983b5d3d45ec9f1,AD_TECH,0,FI,1,4354,89.98,69.72,0,1,1,1,0,1,1474,37379731.16,1,PLATFORM_SELF_REPORT,2026-01-21
2023,cc4a72aa943b52dc4107b751,CLOUD_PLATFORM,0,IE,1,5875,71.9,58.2,1,1,0,0,0,1,1420,523111294.36,1,DSA_TRANSPARENCY_DB,2024-10-12
2024,33f07189ec4796c87271c3f6,MESSAGING,0,MT,1,5579,93.41,37.85,0,0,0,0,1,0,1581,181768514.21,1,NATIONAL_DSC_REPORTING,2024-09-26
2025,d67ca9d1a88a02684c86b5b3,APP_STORE,0,SK,1,6591,57.64,35.25,0,0,1,1,0,0,1389,424817568.67,1,COMMISSION_ENFORCEMENT,2025-11-19
2026,5c2c5f647ca98f635ed3ac8d,SEARCH_ENGINE,0,BE,1,6704,24.03,61.17,1,1,0,0,1,0,1470,42792080.4,1,REGULATOR_AUDIT_PORTAL,2025-12-10
2021,dc5cde8282bdb604be170e78,ONLINE_MARKETPLACE,1,DK,1,6423,43.38,97.69,1,0,0,0,1,1,1429,122391757.07,0,PLATFORM_SELF_REPORT,2024-10-24
2022,50f2df1b5fef290b1803721b,VIDEO_SHARING,1,GR,1,4316,56.02,60.98,0,1,1,0,0,1,1325,13996382.27,0,DSA_TRANSPARENCY_DB,2025-12-28
2023,b9757a7bbd8351eee79f29b1,SOCIAL_NETWORK,1,LT,1,4824,40.67,43.05,0,1,0,1,0,0,1441,304827603.12,0,NATIONAL_DSC_REPORTING,2025-07-31
2024,6cf3fda2e4513d86955051cc,AD_TECH,0,PT,1,4957,59.35,93.68,1,0,1,0,0,0,1308,752408.98,1,COMMISSION_ENFORCEMENT,2025-04-19
2025,16ff9de3634cf1754f8ca304,CLOUD_PLATFORM,0,SE,1,4628,84.94,35.66,0,1,0,0,0,0,1631,130772383.67,1,REGULATOR_AUDIT_PORTAL,2025-11-08
2026,0e218e28d86e9d7e05757c6a,MESSAGING,0,CY,0,4759,18.89,69.94,1,1,1,0,0,1,1402,280774959.25,1,PLATFORM_SELF_REPORT,2025-02-07
2021,0e1d899dd3d1e0c09690d79c,APP_STORE,0,FR,1,5544,92.97,87.27,1,1,0,1,0,1,1490,15582925.04,1,DSA_TRANSPARENCY_DB,2024-04-02
2022,d7bd68871e57c95fd8492a7c,SEARCH_ENGINE,1,IT,1,4711,48.47,51.14,1,1,0,1,0,1,1327,423983778.34,1,NATIONAL_DSC_REPORTING,2024-01-15
2023,778c6c8a575a6fea2908c3ac,ONLINE_MARKETPLACE,1,NL,1,6689,70.67,74.51,1,1,1,1,0,1,1362,202918314.35,1,COMMISSION_ENFORCEMENT,2025-02-09
2024,fef8f11197960297fc0a8f2a,VIDEO_SHARING,1,SI,1,6113,48.8,68.62,1,1,0,0,0,1,1407,109907528.99,1,REGULATOR_AUDIT_PORTAL,2025-10-11
2025,a825d8fedc1b4a36a7fa39bd,SOCIAL_NETWORK,1,BG,1,6058,65.33,35.06,0,1,0,0,0,0,1523,70600463.3,1,PLATFORM_SELF_REPORT,2024-02-15
2026,24c28efe26005ae93ed06581,AD_TECH,0,EE,1,6031,79.98,65.37,0,0,0,1,0,1,1557,23864142.53,0,DSA_TRANSPARENCY_DB,2025-02-13
2021,c73811b27917806966daa3e9,CLOUD_PLATFORM,0,HU,1,6750,19.36,35.16,1,0,0,0,0,1,1334,128673254.33,0,NATIONAL_DSC_REPORTING,2025-11-08
2022,f6b07620bf1a047eb3b1506f,MESSAGING,0,LU,1,6586,48.87,74.88,1,1,0,0,0,1,1306,36694915.98,0,COMMISSION_ENFORCEMENT,2024-08-03
2023,5cafaabb2d23ee32f2d361be,APP_STORE,0,RO,1,5653,23.93,84.73,1,0,0,1,0,0,1350,11074689.51,1,REGULATOR_AUDIT_PORTAL,2025-02-13
2024,b6f8be69017c12f242e55542,SEARCH_ENGINE,0,AT,1,4422,66.09,73.55,1,1,0,0,0,0,1329,7207366.04,1,PLATFORM_SELF_REPORT,2025-12-13
2025,df0c04f8d434b94e4dcc3df2,ONLINE_MARKETPLACE,1,CZ,1,6769,89.14,79.88,1,1,1,1,0,1,1425,404836097.4,1,DSA_TRANSPARENCY_DB,2024-07-06
2026,6ce82c2c5bc18e6b74272ad1,VIDEO_SHARING,0,DE,1,5420,26.43,91.3,1,0,1,0,0,0,1609,292338397.35,1,NATIONAL_DSC_REPORTING,2025-07-30
2021,ee40dc139f7d114675c2a013,SOCIAL_NETWORK,1,LV,0,4667,27.07,78.85,1,1,1,0,0,0,1601,158681247.54,1,COMMISSION_ENFORCEMENT,2024-07-09
2022,e9c56c5b4505e62a24c6c667,AD_TECH,0,PL,1,6580,25.66,73.76,1,1,0,0,0,1,1385,22146898.84,1,REGULATOR_AUDIT_PORTAL,2025-08-22
2023,53f1bc899ab77853a130f82c,CLOUD_PLATFORM,0,ES,0,6097,71.44,58.03,0,1,0,0,0,1,1416,132930944.99,1,PLATFORM_SELF_REPORT,2024-05-20
2024,8594d9fadc9c9c62290d77b7,MESSAGING,0,HR,1,6711,51.09,63.04,0,1,0,0,0,1,1329,38468167.08,0,DSA_TRANSPARENCY_DB,2025-05-02
2025,e227b6264f2b9d50bc9104af,APP_STORE,0,FI,1,4865,10.2,91.64,0,0,1,0,0,0,1377,438529173.2,1,NATIONAL_DSC_REPORTING,2025-04-07
2026,630d74c3c29889f28f80c181,SEARCH_ENGINE,1,IE,0,4915,65.23,59.13,1,1,0,0,0,1,1627,339927389.44,1,COMMISSION_ENFORCEMENT,2025-03-25
2021,a4fe98994c014a38e95c082c,ONLINE_MARKETPLACE,1,MT,1,6417,40.22,62.41,1,0,0,0,0,1,1629,28228411.12,1,REGULATOR_AUDIT_PORTAL,2024-04-11
2022,bbf7b53ac3eabce6cedfbb4e,VIDEO_SHARING,0,SK,1,5503,45.91,60.26,1,1,0,0,0,1,1644,105820609.32,0,PLATFORM_SELF_REPORT,2025-04-13
2023,49f87b1786c36593795c47df,SOCIAL_NETWORK,0,BE,1,6712,50.34,37.47,0,1,0,0,0,1,1607,110657385.49,1,DSA_TRANSPARENCY_DB,2025-04-15
2024,fd726a64259637106d8ea9c2,AD_TECH,0,DK,1,4794,75.14,89.65,1,1,0,1,0,1,1531,80707731.45,0,NATIONAL_DSC_REPORTING,2024-10-29
2025,82acc76824e4863535ce4722,CLOUD_PLATFORM,0,GR,1,4838,10.67,72.79,0,0,1,1,0,0,1571,157800796.86,0,COMMISSION_ENFORCEMENT,2025-12-30
2026,6f20d441e2dc128a9e76c8b5,MESSAGING,0,LT,1,6264,53.45,79.51,0,0,0,0,0,1,1330,103310152.12,1,REGULATOR_AUDIT_PORTAL,2024-11-05
2021,2b8b9670c00626001583b466,APP_STORE,0,PT,0,5284,53.0,95.7,1,0,0,1,0,1,1479,25685407.35,1,PLATFORM_SELF_REPORT,2024-10-08
2022,0019c5a779e26e0ebba5055e,SEARCH_ENGINE,1,SE,0,4506,92.39,55.24,1,1,0,1,0,1,1373,51429093.75,0,DSA_TRANSPARENCY_DB,2025-12-19
2023,b736c7b6a95b3446c9da998a,ONLINE_MARKETPLACE,1,CY,0,5302,18.03,72.78,1,0,1,1,0,1,1417,151229354.45,1,NATIONAL_DSC_REPORTING,2025-12-22
2024,9420de42dd65dda49a8c9601,VIDEO_SHARING,1,FR,1,6720,48.46,84.37,1,1,0,0,1,1,1375,143828072.28,0,COMMISSION_ENFORCEMENT,2024-12-03
2025,ff19cb40e62cd04a02b7310a,SOCIAL_NETWORK,0,IT,1,6077,64.6,78.08,1,1,1,0,0,1,1443,203051285.98,1,REGULATOR_AUDIT_PORTAL,2024-09-14
2026,b6f8e4fb8d20df1566b7d27d,AD_TECH,1,NL,0,5330,87.94,78.71,1,0,0,0,0,1,1516,98023633.64,1,PLATFORM_SELF_REPORT,2024-01-06
2021,bd5d18a2b2c2b3c93d271ce2,CLOUD_PLATFORM,0,SI,1,5567,32.67,78.86,1,1,0,1,0,1,1403,69172253.53,1,DSA_TRANSPARENCY_DB,2025-02-20
2022,c73212ab2fde9ba35c33d5c0,MESSAGING,0,BG,1,5955,15.11,62.79,1,1,1,0,0,1,1461,303259662.36,1,NATIONAL_DSC_REPORTING,2024-11-20
2023,66865ed6c912c10a11179df3,APP_STORE,0,EE,1,5642,67.82,93.5,1,0,0,0,0,0,1456,50510333.05,1,COMMISSION_ENFORCEMENT,2025-06-22
2024,0312d3bfb8434325937a3649,SEARCH_ENGINE,0,HU,1,6008,62.69,44.96,1,0,0,0,0,0,1584,206715431.02,1,REGULATOR_AUDIT_PORTAL,2024-07-10
2025,bb8d3f7627e0621fadd4f2f5,ONLINE_MARKETPLACE,1,LU,1,5266,5.38,96.39,1,1,0,1,0,1,1462,105083505.79,1,PLATFORM_SELF_REPORT,2024-03-06
2026,b724464905e001a2f0bbe9cb,VIDEO_SHARING,0,RO,1,5200,16.19,82.02,0,0,1,0,0,1,1531,245723192.3,1,DSA_TRANSPARENCY_DB,2024-07-18
2021,e1c27233f2e8c5fbb19c6982,SOCIAL_NETWORK,1,AT,1,6284,7.82,54.87,1,0,0,0,0,1,1378,296008097.72,1,NATIONAL_DSC_REPORTING,2024-02-07
2022,8dcb012f0ba2f687de2ce88a,AD_TECH,0,CZ,0,6823,1.64,75.55,1,1,0,1,0,0,1444,99950697.49,1,COMMISSION_ENFORCEMENT,2024-10-26
2023,e38f58ba0d5d937d6e9645e1,CLOUD_PLATFORM,0,DE,0,5640,88.09,68.37,1,0,0,0,0,1,1549,152965287.84,1,REGULATOR_AUDIT_PORTAL,2025-10-17
2024,707f94088f78a5b893010246,MESSAGING,0,LV,0,5459,32.31,94.51,1,0,0,0,1,1,1501,127730639.13,1,PLATFORM_SELF_REPORT,2025-05-19
2025,5ebd33557cfc93415ee69e36,APP_STORE,0,PL,0,5905,59.43,95.67,1,1,0,0,0,0,1700,89309340.11,1,DSA_TRANSPARENCY_DB,2025-02-04
2026,298d14b7a72fda5ffa101b77,SEARCH_ENGINE,0,ES,1,5057,11.27,98.9,1,1,0,1,1,1,1362,12830368.09,0,NATIONAL_DSC_REPORTING,2024-03-13
2021,5551e6029825603e39276df1,ONLINE_MARKETPLACE,0,HR,1,5365,12.96,44.2,0,0,0,0,0,1,1511,296653305.8,0,COMMISSION_ENFORCEMENT,2025-03-23
2022,af01a7df4406ce6ffda648f2,VIDEO_SHARING,0,FI,0,5483,64.85,58.77,1,1,0,0,0,1,1532,179092730.44,1,REGULATOR_AUDIT_PORTAL,2025-09-20
2023,66c57d77e24a2617385a1b5d,SOCIAL_NETWORK,1,IE,1,6187,27.8,39.75,1,1,1,0,0,1,1418,200564109.39,1,PLATFORM_SELF_REPORT,2024-02-05
2024,80edba1b30d5d5887f5a5f30,AD_TECH,0,MT,1,4609,66.32,38.11,1,1,0,1,0,1,1667,159137519.91,1,DSA_TRANSPARENCY_DB,2024-03-26
2025,20f48fd61d4249b0467d93cc,CLOUD_PLATFORM,0,SK,0,6860,72.76,35.28,0,1,0,0,0,1,1402,164744316.13,1,NATIONAL_DSC_REPORTING,2026-01-17
2026,3c1fdb76fbf349fa2e9cf552,MESSAGING,0,BE,1,5830,93.5,75.53,1,1,0,0,0,1,1500,83051732.75,0,COMMISSION_ENFORCEMENT,2024-02-12
2021,2456443bbdbdb647a69dc179,APP_STORE,0,DK,1,6405,95.7,88.41,0,1,0,1,0,1,1681,28670181.86,1,REGULATOR_AUDIT_PORTAL,2025-04-25
2022,f07d2c681b17aefb54cc083a,SEARCH_ENGINE,0,GR,1,4569,35.29,61.75,1,1,0,0,0,0,1437,104439703.55,0,PLATFORM_SELF_REPORT,2026-01-26
2023,872ad6839960bca8b261c4d3,ONLINE_MARKETPLACE,1,LT,1,6448,17.18,69.57,1,1,0,0,0,1,1488,86976484.16,1,DSA_TRANSPARENCY_DB,2026-01-06
2024,faddaa3d3d65625c22042214,VIDEO_SHARING,0,PT,1,5304,36.91,53.93,1,1,0,0,0,1,1571,144705685.93,1,NATIONAL_DSC_REPORTING,2024-06-03
2025,a090029ded1c1750df56e073,SOCIAL_NETWORK,0,SE,1,4548,58.81,69.58,0,0,0,0,0,1,1725,119986752.14,0,COMMISSION_ENFORCEMENT,2025-12-23
2026,11a461d62578d05bbf6b7e8e,AD_TECH,0,CY,0,5319,31.52,79.78,0,0,1,1,0,1,1350,233742537.01,1,REGULATOR_AUDIT_PORTAL,2025-01-09
2021,343675d9844d5198e7dc4378,CLOUD_PLATFORM,0,FR,1,5798,22.21,92.85,0,0,0,0,0,1,1722,15334918.69,0,PLATFORM_SELF_REPORT,2024-07-21
2022,b54e172915f388514d33ab67,MESSAGING,0,IT,1,6014,59.08,58.38,1,0,0,0,1,1,1460,313973020.52,1,DSA_TRANSPARENCY_DB,2026-02-09
2023,39207e763ec517ec8a5141ee,APP_STORE,0,NL,1,5765,54.67,66.43,1,0,1,1,0,0,1441,352168974.84,0,NATIONAL_DSC_REPORTING,2025-08-01
2024,63ff2e4191b51f90fa457903,SEARCH_ENGINE,0,SI,1,6829,29.54,44.92,1,1,1,1,0,1,1337,357454088.39,1,COMMISSION_ENFORCEMENT,2024-03-22
2025,bb40f9d781254c4f8ec26574,ONLINE_MARKETPLACE,1,BG,0,6351,85.59,59.32,1,1,1,0,0,1,1623,422339.54,0,REGULATOR_AUDIT_PORTAL,2025-10-10
2026,391d98aea3c929d4cdec62c4,VIDEO_SHARING,0,EE,1,4701,93.81,51.56,1,0,0,0,0,1,1620,357358078.68,1,PLATFORM_SELF_REPORT,2024-01-21
2021,0a7d941843c5f2b480808272,SOCIAL_NETWORK,1,HU,1,6713,75.8,69.76,1,1,0,0,0,0,1508,95874020.62,1,DSA_TRANSPARENCY_DB,2025-06-08
2022,5f240e19f18d76495e383105,AD_TECH,0,LU,1,5243,65.41,62.82,0,0,0,1,0,0,1401,153461485.9,0,NATIONAL_DSC_REPORTING,2024-03-24
2023,378255fc8b24bc49b9445f7a,CLOUD_PLATFORM,0,RO,1,5017,67.8,61.45,1,1,0,0,0,1,1671,485509.86,0,COMMISSION_ENFORCEMENT,2026-02-19
2024,88ca2d3257bb423b9c5a8db8,MESSAGING,0,AT,0,6493,70.96,94.45,1,1,0,0,0,1,1523,111534693.21,0,REGULATOR_AUDIT_PORTAL,2024-05-12
2025,3a727ebbe00f870f08a6c783,APP_STORE,0,CZ,1,6443,4.32,73.33,0,1,0,0,0,1,1736,27802022.38,1,PLATFORM_SELF_REPORT,2025-07-31
2026,cd92b48c58ad30fe2ec3fd6a,SEARCH_ENGINE,1,DE,1,6156,8.74,92.7,1,1,1,0,1,1,1434,353722712.75,1,DSA_TRANSPARENCY_DB,2025-08-15
2021,22f5ad521f4484993e48ee31,ONLINE_MARKETPLACE,0,LV,0,4939,10.02,38.28,0,1,0,1,0,0,1412,498466737.35,1,NATIONAL_DSC_REPORTING,2025-03-21
2022,1ab997b4b2f2cf3bc061bcf4,VIDEO_SHARING,0,PL,1,4803,6.13,92.07,0,1,0,0,0,1,1638,7678440.63,0,COMMISSION_ENFORCEMENT,2025-01-18
2023,097c298ae2a3fcb26cb947af,SOCIAL_NETWORK,1,ES,1,6646,83.99,48.33,0,1,0,0,0,1,1405,493068163.62,0,REGULATOR_AUDIT_PORTAL,2026-02-15
2024,940c5c9f8602b8a28ab60805,AD_TECH,0,HR,0,6981,30.04,39.43,1,1,0,1,0,1,1739,425615384.53,1,PLATFORM_SELF_REPORT,2024-09-21
2025,a2a3138d65576e012f18487b,CLOUD_PLATFORM,0,FI,1,5640,31.88,40.6,1,1,0,0,0,0,1642,162567773.25,0,DSA_TRANSPARENCY_DB,2025-12-01
2026,0e32f70c1c577ea6fd7bfa3b,MESSAGING,0,IE,1,5787,36.56,39.33,1,1,0,0,0,0,1509,422731716.15,1,NATIONAL_DSC_REPORTING,2024-06-29
2021,eb61a444cd7bd65faa629dcb,APP_STORE,0,MT,1,4580,21.85,92.93,1,1,0,1,0,0,1527,95715080.77,0,COMMISSION_ENFORCEMENT,2025-11-27
2022,f17f26b32bdfc0e83af0e964,SEARCH_ENGINE,1,SK,1,6080,52.07,42.86,1,1,0,0,0,0,1401,499005227.71,0,REGULATOR_AUDIT_PORTAL,2024-03-09
2023,9dc30baecc334e21e2368cc7,ONLINE_MARKETPLACE,1,BE,1,5066,44.12,57.65,0,0,0,1,0,0,1390,132852545.06,0,PLATFORM_SELF_REPORT,2024-10-12
2024,67485330d9cc479c72310b84,VIDEO_SHARING,1,DK,1,5670,85.91,73.22,1,0,0,0,0,1,1625,133778742.59,0,DSA_TRANSPARENCY_DB,2024-11-16
2025,9e50e0133af55653c46c6a1b,SOCIAL_NETWORK,0,GR,1,6805,42.24,67.02,1,0,1,0,0,1,1545,374249306.86,1,NATIONAL_DSC_REPORTING,2024-05-06
2026,894372e113b14f85e2072bac,AD_TECH,0,LT,0,6238,86.04,38.54,1,0,1,0,0,1,1431,465953814.22,0,COMMISSION_ENFORCEMENT,2024-08-25
2021,eea763720c57f85203a6f177,CLOUD_PLATFORM,0,PT,1,6672,87.74,83.36,1,0,0,0,0,1,1364,124771328.75,1,REGULATOR_AUDIT_PORTAL,2025-04-27
2022,1853b03e87d97915e6f1bb12,MESSAGING,0,SE,1,5768,55.32,88.85,1,1,0,0,0,0,1504,28232881.01,1,PLATFORM_SELF_REPORT,2024-01-17
2023,f7fb59db11fab1a37894a6eb,APP_STORE,1,CY,1,4768,29.68,45.52,0,1,0,1,1,0,1719,148533442.96,0,DSA_TRANSPARENCY_DB,2026-01-20
2024,fca2d4c738aba1738df9a01d,SEARCH_ENGINE,1,FR,1,6310,16.56,47.86,1,1,0,1,0,1,1436,468235241.8,1,NATIONAL_DSC_REPORTING,2025-06-02
2025,a427611edf8e7778ec4f563a,ONLINE_MARKETPLACE,0,IT,1,5899,18.81,63.13,1,1,0,0,0,1,1416,56600782.53,1,COMMISSION_ENFORCEMENT,2025-10-18
2026,653feb9abf4d955a6916739c,VIDEO_SHARING,0,NL,1,5571,16.68,38.9,1,1,0,0,0,1,1741,367759895.42,0,REGULATOR_AUDIT_PORTAL,2025-03-24
2021,a905662104b3b10b009116c2,SOCIAL_NETWORK,1,SI,1,6171,2.45,93.37,1,1,0,0,0,0,1425,132094102.77,0,PLATFORM_SELF_REPORT,2024-02-12
2022,697683357471d0e9335b12d4,AD_TECH,0,BG,0,6754,82.62,76.38,0,0,1,0,0,1,1521,7141676.87,1,DSA_TRANSPARENCY_DB,2025-09-20
2023,d2a6a2850b8b8e64b001a910,CLOUD_PLATFORM,0,EE,0,6109,65.37,81.99,0,0,0,0,0,1,1453,5161089.06,0,NATIONAL_DSC_REPORTING,2025-03-06
2024,d1231a29302f3cc696266165,MESSAGING,0,HU,0,4699,1.47,55.54,0,0,0,0,1,0,1511,104750457.13,1,COMMISSION_ENFORCEMENT,2026-02-01
2025,43b4339712fc64ff5b73a66a,APP_STORE,0,LU,1,4546,26.25,39.08,1,1,1,0,1,0,1522,221635273.52,0,REGULATOR_AUDIT_PORTAL,2024-08-20
2026,c246f0dd744c272cd20c2a8b,SEARCH_ENGINE,0,RO,1,5523,36.71,44.36,1,1,0,0,0,1,1609,192631222.92,0,PLATFORM_SELF_REPORT,2026-02-06
2021,4bbaef275f459c6a59db8a58,ONLINE_MARKETPLACE,1,AT,1,6686,13.71,68.14,1,0,1,0,0,0,1648,174136523.6,0,DSA_TRANSPARENCY_DB,2024-02-13
2022,05ae337cd46187ad4cacf441,VIDEO_SHARING,1,CZ,1,6372,72.98,49.59,1,1,0,0,0,1,1576,337229811.03,0,NATIONAL_DSC_REPORTING,2025-02-18
2023,54be61090887db9f8d212237,SOCIAL_NETWORK,0,DE,1,6838,88.11,67.76,1,1,0,0,0,1,1545,123788292.36,1,COMMISSION_ENFORCEMENT,2024-08-16
2024,a463b6834e595fb9c55a1700,AD_TECH,0,LV,1,4638,58.0,41.65,1,1,0,0,0,1,1474,417878662.96,1,REGULATOR_AUDIT_PORTAL,2024-10-04
2025,398c35698919ab2e1fecd5eb,CLOUD_PLATFORM,1,PL,1,5360,20.18,53.2,1,0,0,0,0,1,1448,419520650.65,1,PLATFORM_SELF_REPORT,2025-08-04
2026,9771aadc5ed51e6fdb579bc8,MESSAGING,0,ES,1,5532,66.2,98.55,0,1,0,0,0,1,1566,2670230.81,0,DSA_TRANSPARENCY_DB,2025-04-05
2021,cf625e8314d9d6c27db5b5f9,APP_STORE,0,HR,1,4779,63.01,39.81,1,1,0,1,0,1,1559,44758272.4,1,NATIONAL_DSC_REPORTING,2024-11-06
2022,5a82b3717f9f2005e6d24566,SEARCH_ENGINE,1,FI,0,6561,64.1,86.91,1,1,0,0,0,1,1508,30311995.66,0,COMMISSION_ENFORCEMENT,2025-08-11
2023,5b654f2f4128fb3f0f952a76,ONLINE_MARKETPLACE,1,IE,0,5694,49.08,53.4,1,1,0,0,0,1,1696,427116707.09,1,REGULATOR_AUDIT_PORTAL,2025-03-13
2024,8ecb802687b6cef645f6a7e9,VIDEO_SHARING,0,MT,0,4798,18.89,93.21,1,1,0,1,0,1,1566,117431694.0,1,PLATFORM_SELF_REPORT,2024-04-08
2025,48291006676396ec11a05ad6,SOCIAL_NETWORK,0,SK,1,5114,70.2,54.04,0,1,0,0,0,0,1442,141812349.67,1,DSA_TRANSPARENCY_DB,2024-02-29
2026,3043525e80b85d1150ef7d7f,AD_TECH,0,BE,1,5698,16.59,93.8,0,1,0,0,0,1,1559,78998339.41,1,NATIONAL_DSC_REPORTING,2025-06-01
2021,80d41272ed27ef747aefde6b,CLOUD_PLATFORM,0,DK,1,6158,38.03,72.69,1,1,1,0,0,1,1531,113838418.11,0,COMMISSION_ENFORCEMENT,2026-02-25
2022,3d7b45244e2d14971913e10f,MESSAGING,0,GR,1,5222,77.15,42.56,0,1,0,0,0,1,1705,364778604.79,1,REGULATOR_AUDIT_PORTAL,2025-02-21
2023,0d1ac043cf3268c9a4215add,APP_STORE,0,LT,1,6505,43.46,61.8,0,1,0,0,0,1,1420,121675612.22,0,PLATFORM_SELF_REPORT,2024-01-28
2024,d130dd4839c72ada68bb07ed,SEARCH_ENGINE,1,PT,1,5227,7.03,46.04,0,0,0,1,0,0,1444,222922831.02,1,DSA_TRANSPARENCY_DB,2025-09-09
2025,5c34971e78e74d227b7dde79,ONLINE_MARKETPLACE,1,SE,0,5268,68.66,93.74,1,0,0,0,1,1,1762,103110458.14,1,NATIONAL_DSC_REPORTING,2024-08-19
2026,b3988a2b6bcbb3f9231f50e4,VIDEO_SHARING,1,CY,1,4827,62.57,57.63,1,1,1,1,0,0,1657,191714658.29,1,COMMISSION_ENFORCEMENT,2024-07-17
2021,6081b1bbc44836197d386477,SOCIAL_NETWORK,1,FR,1,5851,64.4,41.55,1,1,0,0,0,0,1582,197890260.01,1,REGULATOR_AUDIT_PORTAL,2024-08-26
2022,61a61f1127a712fc21ebbaa5,AD_TECH,1,IT,1,6542,62.87,35.36,1,1,0,0,0,0,1502,192798658.71,0,PLATFORM_SELF_REPORT,2025-12-11
2023,1c34435b1c38e869a58996cf,CLOUD_PLATFORM,0,NL,1,4665,12.65,52.13,0,1,0,0,0,1,1595,50311361.03,1,DSA_TRANSPARENCY_DB,2024-02-21
2024,3d7285c536ee64b10948c9e3,MESSAGING,0,SI,1,6477,27.81,56.97,0,0,0,0,0,1,1444,151211995.39,0,NATIONAL_DSC_REPORTING,2024-05-27
2025,0d5c1a6c972921c863f34482,APP_STORE,0,BG,1,6605,66.27,72.63,1,1,0,0,0,0,1438,121693074.61,1,COMMISSION_ENFORCEMENT,2025-07-16
2026,c7f0c5964ac39433a7fa9dbc,SEARCH_ENGINE,0,EE,1,5212,62.08,68.98,0,1,0,0,0,1,1454,143829585.77,1,REGULATOR_AUDIT_PORTAL,2024-06-20
2021,32aabd27cd064cc330be0069,ONLINE_MARKETPLACE,0,HU,1,6768,73.2,65.98,0,1,0,0,0,1,1483,36943066.01,1,PLATFORM_SELF_REPORT,2024-08-29
2022,0f6a2c7ca45f212efc5e26f3,VIDEO_SHARING,0,LU,0,5482,46.85,65.97,1,0,1,1,0,0,1668,272690218.9,1,DSA_TRANSPARENCY_DB,2024-07-28
2023,6b1c95da03d1bc142acc4ff5,SOCIAL_NETWORK,1,RO,1,4910,47.92,90.33,0,1,0,0,0,0,1696,61929068.57,1,NATIONAL_DSC_REPORTING,2025-03-08
2024,839afad934775ffa05220905,AD_TECH,0,AT,1,4743,33.98,91.82,0,1,0,0,0,1,1407,69169205.84,1,COMMISSION_ENFORCEMENT,2024-07-23
2025,edfb903136e81940047c2dc7,CLOUD_PLATFORM,0,CZ,1,5368,9.83,58.55,1,0,0,0,0,1,1490,430509664.47,1,REGULATOR_AUDIT_PORTAL,2024-07-21
