health_mental_survey_year,health_mental_behavioral_health_region,health_mental_serious_mental_illness_rate,health_mental_major_depressive_episode_rate,health_mental_anxiety_disorder_rate,health_mental_suicidal_ideation_rate,health_mental_suicide_mortality_rate,health_mental_opioid_overdose_rate,health_mental_alcohol_use_disorder_rate,health_mental_stimulant_use_disorder_rate,health_mental_treatment_gap_pct,health_mental_provider_shortage_area_flag,health_mental_telehealth_visit_share_pct,health_mental_crisis_line_call_volume,health_mental_involuntary_hold_rate,health_mental_naloxone_distribution_rate,health_mental_medication_assisted_treatment_rate,health_mental_recovery_support_participation,health_mental_homelessness_comorbidity_rate,health_mental_justice_involved_rate
2014,BHR001194,9.38,6.69,8.59,1.83,21.9,48.39,11.78,4.36,16.86,1,20.41,27093,2.1,229.25,43.34,MODERATE,31.15,27.71
2015,BHR001195,4.34,11.96,16.35,1.71,8.91,37.46,6.74,8.28,63.97,0,19.67,150961,3.95,160.31,7.13,UNKNOWN,32.99,7.5
2013,BHR001196,6.92,13.93,8.25,2.71,10.72,5.85,8.25,8.1,50.55,1,44.87,5373,13.04,129.63,53.51,HIGH,15.34,23.71
2024,BHR001197,2.03,12.54,21.25,6.09,30.44,58.41,7.15,4.37,47.48,1,60.26,31164,17.35,156.68,7.4,HIGH,6.06,19.61
2020,BHR001198,3.51,14.63,20.69,3.47,9.19,8.02,3.57,5.68,13.35,0,58.94,215076,12.0,223.98,69.15,UNKNOWN,19.38,15.62
2025,BHR001199,8.06,10.91,14.87,7.69,21.49,52.16,7.5,7.06,59.4,1,53.77,157478,3.08,63.74,48.77,HIGH,11.75,25.42
2025,BHR001200,5.69,16.35,13.39,4.43,10.45,63.08,9.87,1.03,12.5,0,44.34,74823,2.81,173.21,10.67,MODERATE,21.22,0.91
2018,BHR001201,7.05,7.21,9.84,6.27,27.75,27.46,5.46,3.47,50.49,0,24.45,196430,5.53,10.88,69.43,HIGH,28.03,24.23
2020,BHR001202,9.42,8.84,20.68,2.53,8.59,58.4,3.45,0.68,14.67,1,8.58,17577,10.34,101.73,64.8,HIGH,14.91,23.96
2018,BHR001203,4.82,15.2,16.53,3.71,13.78,73.62,6.2,8.01,59.44,1,5.01,244467,6.19,11.3,82.48,LOW,16.8,21.16
2019,BHR001204,6.95,14.07,11.51,5.09,27.16,16.93,2.72,1.47,22.27,0,7.12,62387,1.28,206.29,34.37,LOW,19.28,21.59
2021,BHR001205,4.52,5.24,11.83,7.36,20.41,18.28,6.19,4.59,21.99,0,24.38,157444,12.65,195.52,73.97,UNKNOWN,24.11,8.44
2019,BHR001206,5.84,5.17,13.16,2.38,22.78,22.44,4.15,6.85,36.87,0,25.55,31912,5.51,151.07,71.72,UNKNOWN,27.27,29.72
2017,BHR001207,8.04,9.16,16.09,2.89,26.34,70.09,8.38,8.64,57.94,0,62.31,41244,17.92,140.5,30.09,UNKNOWN,26.31,1.06
2018,BHR001208,2.06,9.16,11.66,5.69,26.35,15.24,3.48,6.66,23.04,1,11.63,118648,6.3,216.18,36.68,UNKNOWN,10.07,7.83
2013,BHR001209,8.09,9.98,19.78,6.05,20.7,68.36,11.61,7.12,51.95,1,64.59,232200,2.79,101.69,54.54,UNKNOWN,31.95,7.58
2016,BHR001210,6.56,10.95,20.79,7.41,15.26,31.01,8.85,1.22,15.31,0,33.7,93470,6.65,155.38,10.04,HIGH,8.28,7.0
2022,BHR001211,6.3,12.3,11.91,2.46,30.14,58.97,11.69,4.04,61.16,1,9.43,33354,14.22,90.12,24.38,LOW,9.18,26.03
2020,BHR001212,9.26,16.08,6.2,3.55,28.82,30.26,5.74,3.73,43.72,0,27.62,105807,9.55,12.59,52.04,LOW,12.96,27.0
2018,BHR001213,7.29,12.02,14.48,7.05,30.17,6.58,9.09,8.19,26.04,0,37.51,171722,2.06,204.39,33.02,MODERATE,27.25,27.52
2021,BHR001214,3.53,7.46,15.05,1.26,28.09,46.12,9.46,6.15,45.11,0,58.68,134356,16.54,168.92,67.89,MODERATE,13.56,10.47
2015,BHR001215,4.03,7.0,20.46,6.61,27.28,2.71,11.62,5.72,48.14,1,10.34,92376,2.3,161.21,57.48,LOW,4.55,15.74
2021,BHR001216,7.41,17.87,14.93,6.0,20.77,67.02,11.38,3.51,64.22,1,59.3,56879,16.71,26.51,58.31,HIGH,34.99,5.92
2011,BHR001217,8.54,5.48,6.78,4.6,7.41,11.47,5.37,7.28,11.74,1,25.23,5057,14.42,28.95,57.35,LOW,4.81,22.59
2016,BHR001218,2.94,6.37,18.13,1.02,8.56,65.3,7.46,6.28,11.88,1,20.58,112936,4.78,201.7,59.86,MODERATE,25.38,15.65
2018,BHR001219,5.21,17.82,7.88,1.02,15.44,66.52,6.37,1.76,57.73,1,5.92,47064,7.67,60.0,3.96,MODERATE,1.62,2.16
2023,BHR001220,4.88,16.57,9.43,4.56,26.99,12.72,5.46,8.95,58.3,0,11.75,135514,13.88,37.37,70.16,MODERATE,19.33,4.0
2025,BHR001221,7.59,6.67,6.04,4.54,25.81,53.58,10.06,8.65,53.41,0,36.22,27898,2.12,163.47,6.99,MODERATE,10.96,6.77
2015,BHR001222,8.25,13.41,8.39,7.02,10.75,55.81,8.63,6.49,16.09,1,52.84,90854,4.83,245.37,51.52,HIGH,6.14,23.53
2015,BHR001223,5.75,15.1,21.58,1.87,30.72,48.67,4.14,5.04,59.63,1,6.59,206301,6.32,136.12,79.84,UNKNOWN,2.77,29.37
2024,BHR001224,8.33,11.19,8.03,2.78,19.76,74.43,5.04,7.6,43.9,0,46.93,66423,9.7,215.07,8.27,LOW,12.45,18.59
2011,BHR001225,3.71,16.64,12.88,5.83,12.46,38.75,10.25,7.23,33.19,1,4.41,11491,9.46,53.04,69.9,LOW,26.88,8.69
2019,BHR001226,5.87,5.8,8.51,5.31,17.65,22.68,11.55,7.68,21.42,1,16.31,43006,1.83,200.79,43.68,MODERATE,11.27,18.72
2011,BHR001227,4.83,13.35,13.14,2.63,24.29,48.58,4.39,3.0,12.64,0,50.93,5122,17.14,183.17,73.56,MODERATE,29.38,14.78
2016,BHR001228,5.55,14.5,9.51,6.18,7.86,5.74,11.83,2.77,33.53,0,32.06,193452,4.57,144.54,20.94,MODERATE,34.78,5.45
2011,BHR001229,4.71,9.46,15.61,7.57,26.72,39.12,7.22,3.15,58.54,1,57.76,178737,16.5,64.72,25.68,MODERATE,25.49,8.45
2025,BHR001230,8.32,12.94,11.41,5.74,20.5,6.65,2.25,5.02,63.44,0,55.08,8808,8.26,151.85,44.67,LOW,33.37,5.36
2021,BHR001231,2.87,13.21,14.58,6.71,11.48,13.05,5.48,1.77,47.54,1,18.3,219781,12.63,212.39,16.5,HIGH,24.5,10.59
2014,BHR001232,4.0,13.77,16.14,6.65,26.28,65.44,4.42,0.89,43.79,1,6.47,178175,5.1,160.77,65.95,MODERATE,34.84,16.3
2020,BHR001233,7.51,10.19,13.53,2.51,17.11,70.31,9.62,0.76,61.78,0,1.91,232163,17.9,50.84,76.25,MODERATE,0.98,28.62
2025,BHR001234,5.35,16.24,20.65,5.83,24.92,13.96,11.55,4.96,53.09,0,7.21,48831,1.79,127.31,42.49,UNKNOWN,30.89,12.17
2018,BHR001235,4.31,9.32,21.68,1.6,17.46,39.22,11.43,2.94,48.19,1,11.84,29579,16.83,41.4,37.31,MODERATE,12.6,3.78
2017,BHR001236,6.55,12.63,17.43,7.47,21.11,63.29,10.2,5.82,10.02,0,9.56,52661,5.34,30.27,46.73,MODERATE,14.39,27.14
2024,BHR001237,2.25,8.59,14.5,7.51,26.53,25.9,4.67,5.9,24.49,0,57.68,236177,13.56,81.21,84.45,MODERATE,2.18,25.01
2017,BHR001238,4.74,12.17,12.23,7.42,22.2,20.93,5.38,5.16,56.6,1,50.69,233821,15.4,85.34,84.75,HIGH,31.83,14.87
2020,BHR001239,9.46,8.96,11.13,2.09,31.56,56.22,8.73,5.11,23.34,0,38.1,168943,1.4,241.21,39.12,MODERATE,13.67,25.72
2023,BHR001240,2.32,5.54,21.16,3.38,18.24,13.66,3.45,7.77,62.99,0,26.48,35154,7.63,233.06,32.89,LOW,34.62,7.62
2014,BHR001241,8.37,6.35,6.13,5.42,13.62,42.54,7.26,1.29,49.09,0,36.06,9002,12.08,157.55,40.58,MODERATE,4.47,4.82
2018,BHR001242,6.85,10.7,16.75,2.07,28.76,30.85,3.04,4.94,32.63,1,42.06,131091,4.17,11.7,58.2,HIGH,11.63,12.08
2013,BHR001243,4.58,11.28,16.1,6.39,13.11,30.25,11.8,7.07,12.15,0,1.44,53848,17.56,240.85,59.77,MODERATE,23.87,20.32
2021,BHR001244,3.1,8.4,10.28,6.59,11.41,45.61,10.21,5.97,13.1,0,46.04,87334,5.42,212.63,62.75,LOW,29.72,27.29
2013,BHR001245,5.52,12.16,18.03,7.02,31.68,35.1,7.55,8.59,51.31,0,56.4,240457,0.55,37.06,79.24,LOW,9.04,14.21
2019,BHR001246,7.93,17.15,18.68,7.18,13.07,16.04,2.53,4.79,19.48,1,32.89,37291,2.12,45.11,56.93,LOW,33.38,17.66
2022,BHR001247,8.15,14.5,17.63,6.46,31.19,48.55,10.57,5.67,17.73,1,17.99,175686,0.71,39.38,30.08,MODERATE,24.72,28.19
2023,BHR001248,3.57,13.63,6.54,2.34,22.05,32.55,3.18,0.76,42.15,0,57.27,154876,2.46,146.39,6.74,UNKNOWN,4.61,4.71
2025,BHR001249,3.05,18.0,20.04,6.93,28.81,3.87,5.48,8.8,64.04,1,49.19,96809,16.05,243.69,49.1,MODERATE,2.55,10.84
2020,BHR001250,6.03,5.91,12.77,7.72,9.11,52.17,8.4,8.78,52.56,1,38.18,151698,10.94,182.85,72.5,UNKNOWN,6.79,13.35
2016,BHR001251,2.45,6.92,10.08,3.16,6.45,17.45,8.85,5.97,40.49,0,6.24,226647,5.0,15.9,39.12,LOW,33.91,28.83
2013,BHR001252,2.03,16.01,17.69,4.46,21.97,10.78,5.69,8.58,60.26,1,7.75,124355,3.14,5.99,2.58,HIGH,26.5,8.77
2015,BHR001253,2.8,13.22,14.44,1.74,31.64,24.05,10.6,1.21,32.47,0,27.44,93545,10.01,35.64,77.85,HIGH,8.55,24.61
2018,BHR001254,2.34,16.04,19.23,3.5,10.69,8.9,3.82,0.96,18.41,0,35.8,239331,14.74,119.14,10.71,MODERATE,19.86,13.32
2015,BHR001255,5.95,15.23,7.3,6.53,9.65,13.4,4.0,1.51,21.13,1,35.33,67182,14.45,116.36,12.26,UNKNOWN,31.39,22.18
2018,BHR001256,6.46,15.51,9.79,1.57,28.48,69.78,10.51,8.7,35.66,0,33.19,207698,7.49,33.1,83.58,HIGH,19.86,2.03
2023,BHR001257,3.25,17.14,8.25,2.94,8.13,15.1,2.31,7.06,59.72,0,15.79,159799,3.41,34.52,12.22,MODERATE,0.65,21.05
2020,BHR001258,5.48,16.69,11.67,6.01,16.55,74.57,5.84,2.62,30.9,0,35.83,165362,11.97,38.26,79.54,MODERATE,22.74,26.66
2019,BHR001259,7.94,17.05,8.08,4.81,19.64,46.6,11.96,8.18,14.44,0,12.82,10366,6.36,50.42,28.25,HIGH,6.94,14.73
2018,BHR001260,6.82,13.55,18.16,3.59,28.71,7.85,10.87,7.51,39.95,0,41.17,96240,2.17,130.7,20.42,MODERATE,16.39,17.38
2020,BHR001261,9.14,11.83,14.76,5.68,26.21,15.84,9.65,2.15,56.46,0,22.5,96696,13.24,231.49,29.25,HIGH,1.01,17.94
2024,BHR001262,2.25,9.58,19.74,1.64,22.58,23.43,9.95,7.56,54.49,0,30.43,68548,13.91,120.81,67.9,MODERATE,16.61,17.07
2025,BHR001263,5.38,17.25,20.41,1.58,27.37,19.0,9.7,6.72,58.74,0,57.01,29299,17.84,225.29,71.77,LOW,1.96,29.48
2013,BHR001264,3.19,9.14,7.66,3.36,18.47,52.05,6.33,2.37,19.84,1,8.88,126055,13.0,101.66,7.84,LOW,13.02,5.49
2025,BHR001265,2.56,7.11,10.65,6.29,28.13,32.5,8.57,5.25,64.98,0,44.9,163190,17.76,87.3,43.2,UNKNOWN,11.35,13.69
2011,BHR001266,2.44,9.35,18.49,3.38,24.5,19.71,10.47,0.87,59.7,0,35.15,185579,12.3,22.05,82.03,LOW,25.38,10.32
2014,BHR001267,3.98,9.91,8.25,1.2,21.71,26.9,10.76,2.56,63.93,1,26.83,160608,4.69,25.9,65.04,LOW,31.87,15.97
2023,BHR001268,7.22,11.35,11.32,6.04,7.06,53.05,7.78,6.93,50.19,1,41.0,215531,15.54,209.51,64.22,LOW,25.92,21.44
2012,BHR001269,7.58,11.63,20.47,2.46,18.67,19.56,2.33,3.5,58.15,0,29.76,116259,6.52,213.47,34.4,HIGH,31.66,25.17
2025,BHR001270,5.39,10.71,7.34,2.92,22.06,59.54,10.19,1.78,29.91,0,3.09,155955,15.46,59.2,18.36,LOW,32.46,13.68
2014,BHR001271,3.39,8.38,19.93,4.5,18.39,12.87,2.4,6.27,33.92,0,42.31,141076,13.16,54.06,50.82,LOW,17.85,8.29
2021,BHR001272,2.38,15.86,9.2,4.01,24.16,46.86,6.26,7.56,32.31,1,22.14,33296,4.9,220.41,4.62,MODERATE,33.39,16.41
2021,BHR001273,2.9,11.85,10.35,4.53,16.46,45.38,2.29,6.43,23.43,1,25.22,168081,15.23,52.88,46.95,HIGH,7.04,20.47
2021,BHR001274,6.56,15.35,7.79,4.02,11.87,43.78,4.55,6.37,52.71,0,34.74,245165,13.88,55.51,44.54,LOW,33.44,19.85
2013,BHR001275,7.19,8.71,17.0,1.23,15.43,49.67,11.36,4.51,22.33,1,18.67,9355,9.39,230.99,48.11,UNKNOWN,9.75,4.03
2025,BHR001276,6.76,11.13,12.76,2.03,28.59,2.44,9.53,6.08,59.62,1,55.89,206641,15.88,23.53,29.26,MODERATE,10.07,9.25
2024,BHR001277,8.51,7.0,13.17,2.19,20.97,65.34,9.15,8.96,14.8,0,49.9,188068,11.78,2.88,67.96,LOW,1.34,20.95
2025,BHR001278,7.1,16.39,18.16,3.55,13.58,69.03,2.0,3.04,18.1,0,40.33,194726,2.29,244.44,18.4,HIGH,34.23,15.64
2022,BHR001279,5.31,12.54,13.19,4.07,28.25,50.0,2.81,2.79,21.4,0,44.09,64749,1.77,9.56,58.28,MODERATE,4.12,8.03
2012,BHR001280,3.59,9.4,9.34,7.94,25.29,21.32,9.24,8.71,63.77,1,4.19,144911,14.17,249.56,14.17,MODERATE,22.35,7.61
2025,BHR001281,3.14,17.27,13.29,5.13,21.74,29.2,5.33,6.75,34.39,0,6.15,201702,1.44,118.68,12.46,HIGH,34.77,26.51
2011,BHR001282,6.13,9.65,9.58,3.66,30.08,68.03,6.78,6.99,33.87,0,3.28,212911,8.67,201.83,72.55,LOW,34.17,21.55
2015,BHR001283,5.39,7.25,17.45,2.46,22.49,54.82,7.93,7.33,15.59,0,6.23,106256,3.03,12.53,41.8,LOW,25.0,14.47
2016,BHR001284,4.62,11.43,10.94,4.27,24.64,32.55,3.31,4.14,26.39,1,11.86,80017,4.0,53.49,22.25,LOW,34.44,10.74
2018,BHR001285,5.04,8.03,12.37,7.96,30.46,27.68,9.97,7.78,14.88,1,54.99,102821,4.96,220.17,5.0,LOW,15.97,26.38
2023,BHR001286,2.09,10.24,19.31,2.62,22.49,52.86,9.4,7.97,18.4,0,59.26,78919,5.74,137.79,20.72,UNKNOWN,8.22,10.62
2017,BHR001287,7.04,16.44,10.53,3.34,21.06,71.92,5.88,7.41,33.95,0,33.36,55686,9.15,42.18,63.05,MODERATE,22.94,25.08
2025,BHR001288,3.15,5.71,14.09,2.07,29.06,58.16,2.38,6.7,21.6,0,4.35,45524,11.03,214.74,20.83,HIGH,9.64,7.56
2018,BHR001289,2.97,5.85,7.24,1.88,22.1,71.55,10.67,0.98,32.48,1,41.92,136762,2.67,165.75,30.77,MODERATE,9.86,4.1
2019,BHR001290,4.8,14.29,15.97,3.75,27.37,41.04,2.33,1.02,11.43,1,35.83,211412,15.93,124.99,45.81,UNKNOWN,14.0,13.1
2016,BHR001291,4.85,5.59,10.06,4.57,9.87,17.1,9.52,6.77,56.72,0,22.43,120416,13.31,39.82,43.79,HIGH,23.53,22.39
2022,BHR001292,8.75,15.88,14.29,1.18,9.01,69.8,7.84,2.78,54.13,1,46.81,48762,14.51,76.23,56.01,MODERATE,4.99,2.16
2016,BHR001293,8.94,17.96,14.95,4.7,19.78,4.19,5.44,5.91,10.45,1,61.62,235919,3.1,239.88,2.57,UNKNOWN,4.47,23.77
2023,BHR001294,2.64,15.63,21.1,7.95,12.29,24.99,7.64,1.81,56.06,0,12.7,58036,12.38,35.75,23.35,MODERATE,6.65,29.59
2021,BHR001295,4.31,17.98,9.03,4.28,15.78,38.98,2.57,5.84,54.86,0,58.05,190949,17.0,206.21,28.76,UNKNOWN,1.53,11.57
2018,BHR001296,7.48,7.22,6.15,1.39,22.77,44.64,9.71,3.01,17.85,0,15.69,247059,6.93,122.39,16.17,LOW,26.37,20.14
2014,BHR001297,3.62,13.1,20.21,5.07,10.59,42.07,5.72,8.27,59.71,1,13.13,104581,0.96,109.57,73.7,MODERATE,27.65,13.3
2021,BHR001298,8.11,8.07,13.64,5.36,18.02,4.37,2.14,4.92,13.77,0,13.08,56913,2.91,19.55,19.23,MODERATE,28.6,25.7
2023,BHR001299,2.74,13.61,19.23,5.48,24.51,7.64,10.58,3.7,56.24,1,52.14,138055,3.52,167.55,53.99,HIGH,3.12,19.29
2023,BHR001300,6.38,12.05,11.9,1.08,9.25,51.19,9.3,2.7,36.98,1,31.98,6020,10.14,221.7,29.38,LOW,24.17,1.51
2015,BHR001301,4.61,5.84,18.74,7.64,14.51,45.82,9.53,7.58,30.4,0,1.31,38036,8.65,237.65,39.13,HIGH,11.38,9.62
2019,BHR001302,6.1,17.06,11.19,2.99,7.36,6.07,7.48,4.16,30.03,0,43.49,73170,17.6,105.68,29.16,MODERATE,1.54,11.93
2012,BHR001303,8.64,17.58,18.37,1.69,16.0,48.24,11.36,7.14,23.43,0,10.65,15286,5.53,0.81,6.2,UNKNOWN,4.92,29.03
2021,BHR001304,3.36,6.37,10.29,7.86,29.45,73.51,4.93,8.57,61.54,0,49.54,17257,1.06,110.7,77.72,MODERATE,10.98,13.0
2020,BHR001305,6.85,6.71,18.15,2.82,22.62,31.07,9.03,3.54,47.52,0,9.76,4654,14.27,228.76,66.38,MODERATE,30.44,2.26
2014,BHR001306,5.61,17.43,13.53,2.3,17.94,32.76,6.91,7.85,33.25,0,48.05,154532,0.73,230.77,30.8,MODERATE,14.63,15.98
2023,BHR001307,9.2,7.05,11.22,4.98,31.71,21.34,4.75,5.19,23.7,0,12.35,182272,14.77,57.31,39.08,MODERATE,9.36,19.0
2012,BHR001308,8.66,7.18,11.1,2.58,14.47,69.18,4.09,6.23,60.39,1,4.81,28715,17.9,191.45,72.1,LOW,31.86,28.36
2021,BHR001309,7.33,9.83,20.56,5.21,23.23,10.84,4.85,4.2,18.81,1,48.01,43557,6.35,20.73,41.52,LOW,30.1,2.18
2022,BHR001310,6.38,17.28,15.62,4.18,27.05,25.49,9.77,7.64,52.03,0,59.94,56817,16.9,25.9,26.61,MODERATE,17.26,20.0
2014,BHR001311,2.94,11.3,21.64,5.93,29.15,13.33,7.09,3.18,58.21,1,43.19,6358,9.36,211.05,18.59,MODERATE,33.76,7.94
2018,BHR001312,6.38,8.57,6.34,5.7,22.35,60.15,2.7,6.56,41.03,0,15.57,2181,17.85,238.25,1.45,LOW,20.7,7.53
2025,BHR001313,4.86,17.38,17.64,7.3,17.88,67.44,6.5,0.97,13.6,0,16.02,228532,6.4,53.08,13.59,LOW,32.34,13.49
2021,BHR001314,9.5,16.4,9.33,1.56,13.47,43.16,3.48,8.7,22.6,1,63.58,103848,3.46,236.19,59.95,LOW,12.79,23.89
2016,BHR001315,7.68,12.15,16.62,7.16,19.81,38.09,3.31,7.09,26.81,1,47.0,193455,6.01,200.3,32.13,LOW,34.06,23.7
2013,BHR001316,3.86,7.1,19.12,7.49,25.1,64.45,10.98,3.28,11.7,1,17.89,21791,4.4,192.43,64.25,MODERATE,4.73,16.42
2013,BHR001317,5.05,5.73,9.77,6.24,14.19,51.55,9.84,6.98,16.48,1,60.15,81355,8.77,4.02,84.11,HIGH,12.78,29.72
2016,BHR001318,6.99,16.25,21.79,1.04,14.71,26.85,8.7,1.04,48.43,1,50.36,87653,4.06,138.07,17.4,LOW,22.26,4.38
2013,BHR001319,7.37,10.3,12.88,5.74,30.5,40.99,8.18,2.51,56.36,0,55.14,103806,13.23,202.66,82.86,MODERATE,17.49,8.46
2017,BHR001320,8.75,9.86,17.68,6.0,7.49,67.37,2.05,3.05,34.55,0,49.43,148179,17.35,116.57,70.22,MODERATE,24.53,25.74
2013,BHR001321,9.04,14.31,13.13,3.86,23.23,59.62,3.9,4.89,17.36,0,42.2,18423,3.57,48.26,14.52,HIGH,29.97,23.05
2015,BHR001322,6.35,11.73,6.1,3.43,31.09,36.92,10.21,2.99,53.44,1,56.88,201895,8.91,236.18,37.34,MODERATE,21.22,17.83
2014,BHR001323,9.23,9.01,14.78,4.86,15.55,53.09,6.81,2.07,58.65,0,52.62,94973,15.21,98.17,38.33,HIGH,25.65,25.37
2024,BHR001324,5.22,17.65,11.66,7.7,15.25,64.4,2.99,2.58,24.94,1,59.78,170853,11.87,234.24,51.88,LOW,20.11,5.14
2013,BHR001325,5.77,11.24,16.12,7.02,16.64,14.31,9.03,7.69,27.72,1,3.78,210829,15.07,193.44,18.02,LOW,23.52,10.41
2017,BHR001326,5.36,6.85,15.33,2.31,14.3,58.37,11.65,5.74,20.11,0,44.42,103437,2.37,170.73,40.43,LOW,11.26,27.56
2024,BHR001327,8.65,16.34,9.08,1.1,22.6,22.42,11.2,0.61,46.94,1,39.72,27039,2.71,226.02,43.48,MODERATE,15.97,11.14
2015,BHR001328,6.6,6.92,17.98,3.13,27.41,36.04,9.72,8.15,18.92,1,58.21,5060,16.91,25.23,30.56,MODERATE,7.96,8.44
2011,BHR001329,6.45,10.53,18.12,1.71,28.71,44.39,11.3,5.33,22.87,1,45.56,131255,1.3,166.23,23.1,MODERATE,29.79,10.83
2021,BHR001330,4.97,8.28,14.55,1.49,10.77,52.69,3.15,2.88,49.33,1,25.95,183295,9.49,219.92,58.54,HIGH,28.07,25.68
2025,BHR001331,4.2,9.68,21.83,6.46,17.67,20.65,4.19,6.5,27.02,1,53.02,73210,15.4,117.47,80.76,HIGH,25.77,8.49
2022,BHR001332,9.08,8.73,9.83,6.52,13.04,74.49,11.39,1.26,52.64,0,56.9,138541,11.06,182.16,21.27,LOW,10.62,28.23
2019,BHR001333,8.37,12.15,15.11,6.94,25.32,15.52,8.24,6.51,60.57,0,49.93,66069,10.87,72.27,84.93,MODERATE,23.95,8.63
2012,BHR001334,3.66,11.77,15.35,4.98,24.45,24.56,5.81,7.94,38.56,0,18.54,26623,3.57,42.6,9.99,MODERATE,29.83,4.2
2016,BHR001335,8.08,10.23,17.59,7.15,26.51,18.22,5.53,4.57,50.65,1,62.01,72942,8.27,180.08,41.55,LOW,25.29,7.78
2013,BHR001336,3.47,11.25,14.37,3.54,10.08,68.06,2.62,4.48,11.97,0,17.74,83256,14.9,50.41,13.56,HIGH,13.96,0.94
2020,BHR001337,9.11,6.25,18.15,7.04,9.32,15.84,2.32,4.05,31.91,1,19.33,164451,7.56,165.58,34.28,MODERATE,23.55,8.18
2024,BHR001338,9.17,6.48,11.98,6.61,22.13,31.27,8.91,8.08,28.69,1,52.95,244678,16.61,65.91,7.02,HIGH,26.14,10.34
2019,BHR001339,2.31,9.75,11.83,7.34,29.42,24.58,2.53,8.81,40.31,0,21.28,79406,6.05,198.67,77.93,HIGH,10.47,24.6
2024,BHR001340,4.63,11.67,16.95,5.52,28.85,38.94,9.14,1.94,22.58,0,39.17,62271,17.86,91.64,61.74,LOW,14.48,26.42
2016,BHR001341,9.39,8.12,10.99,6.54,10.72,53.88,5.16,7.33,46.41,1,7.89,137555,13.33,84.89,64.38,HIGH,27.24,26.9
2025,BHR001342,8.42,12.79,6.66,5.15,27.75,10.64,7.88,6.63,24.51,0,27.52,186672,13.9,20.49,12.87,HIGH,29.27,27.43
2020,BHR001343,5.67,17.55,19.66,4.1,6.75,48.89,5.2,8.26,30.92,1,2.39,50427,2.31,195.65,49.12,HIGH,9.76,10.13
2013,BHR001344,8.28,6.37,14.11,5.46,17.1,54.25,4.24,5.27,41.96,0,39.22,7989,8.31,135.24,70.14,LOW,23.86,3.37
2016,BHR001345,2.89,9.7,8.25,2.66,13.82,37.66,10.57,2.7,39.43,0,29.1,179759,15.83,64.81,73.67,HIGH,10.38,9.85
2014,BHR001346,9.21,8.61,10.52,5.68,29.26,52.93,5.95,4.1,22.21,0,36.51,87802,8.64,207.38,25.21,HIGH,8.26,6.3
2021,BHR001347,4.22,6.49,16.35,1.23,16.86,37.16,5.69,6.43,20.01,1,46.39,152074,12.05,92.78,81.17,LOW,33.77,6.39
2011,BHR001348,3.32,13.46,9.91,6.44,30.55,20.36,5.95,1.92,22.68,0,51.4,231776,8.75,182.65,65.48,MODERATE,23.03,26.81
2025,BHR001349,9.0,9.84,19.24,4.0,17.52,72.98,4.09,0.69,56.95,1,57.11,241631,2.09,123.53,7.74,LOW,24.39,7.37
2015,BHR001350,4.72,11.96,18.14,5.37,23.11,69.16,9.97,6.82,60.03,1,20.58,190285,9.06,77.74,32.82,LOW,5.44,27.32
2014,BHR001351,4.66,15.79,6.27,7.23,17.92,5.31,3.24,7.4,48.73,0,33.22,31939,7.75,89.55,63.99,UNKNOWN,29.27,4.2
2016,BHR001352,3.52,7.98,13.7,6.45,6.23,23.41,9.32,2.85,48.9,1,33.71,244345,13.21,131.71,84.55,HIGH,18.94,22.44
2018,BHR001353,3.71,16.16,7.31,5.33,9.84,29.65,5.0,1.4,30.72,1,37.67,74994,11.84,129.21,58.99,MODERATE,21.17,18.96
2012,BHR001354,4.51,10.61,12.15,6.28,27.06,20.8,3.02,5.69,18.09,1,25.57,21529,10.26,154.44,9.49,HIGH,2.9,17.63
2023,BHR001355,9.42,9.11,16.92,3.17,7.27,57.88,10.87,8.14,31.59,1,32.25,191658,1.92,132.61,38.96,LOW,4.67,5.31
2023,BHR001356,2.99,5.35,21.22,7.38,22.23,61.12,4.65,8.41,53.66,1,33.71,47790,11.92,91.61,57.42,HIGH,30.18,2.19
2016,BHR001357,6.81,11.79,18.57,6.25,20.88,59.53,7.42,5.3,46.76,1,4.95,165778,7.3,114.81,26.3,LOW,15.15,17.76
2012,BHR001358,3.58,9.58,8.6,6.08,17.57,66.82,10.28,8.43,15.26,0,57.97,137374,10.26,81.52,65.82,MODERATE,7.76,12.38
2014,BHR001359,4.33,15.67,18.24,7.36,27.98,23.76,4.83,8.17,20.69,1,40.91,100248,8.15,132.3,20.26,HIGH,21.12,14.1
2014,BHR001360,3.05,8.94,15.42,3.3,25.74,31.22,3.73,8.55,32.87,0,9.32,171604,11.54,95.98,71.87,LOW,27.49,2.45
2012,BHR001361,7.93,10.47,21.95,5.54,15.83,24.37,7.23,4.57,63.67,1,43.83,146590,4.05,127.61,8.08,LOW,31.53,14.61
2025,BHR001362,4.27,15.18,16.39,5.53,23.95,31.01,2.18,5.6,37.85,1,26.21,185812,2.58,154.47,20.36,LOW,1.75,4.76
2020,BHR001363,7.59,17.89,17.55,3.0,16.16,62.2,4.14,2.85,56.23,0,14.87,240286,14.09,186.45,20.8,MODERATE,11.83,16.68
2020,BHR001364,2.08,6.99,13.02,3.82,27.09,3.16,3.77,5.84,56.53,0,2.19,217720,10.92,44.56,22.32,MODERATE,28.75,29.42
2019,BHR001365,8.02,9.39,14.33,3.29,26.04,47.4,7.28,4.56,10.39,1,12.57,238949,3.97,48.46,80.61,MODERATE,31.68,25.61
