civic_engage_measurement_year,civic_engage_community_area_id,civic_engage_volunteering_rate_pct,civic_engage_charitable_giving_rate_pct,civic_engage_civic_meeting_attendance_rate,civic_engage_contacted_official_rate,civic_engage_petition_signed_rate,civic_engage_protest_participation_rate,civic_engage_news_consumption_frequency,civic_engage_local_news_availability_index,civic_engage_library_membership_rate,civic_engage_public_hearing_participation,civic_engage_school_board_turnout_rate,civic_engage_trust_in_government_score,civic_engage_social_capital_index,civic_engage_neighbor_helpfulness_score,civic_engage_cross_partisan_contact_rate,civic_engage_community_org_density,civic_engage_broadband_access_for_civic,civic_engage_civic_tech_usage_rate
2010,AREA000001092,34.35,48.42,26.71,8.66,0.41,0.44,DAILY,86.0,46.19,26.76,43.96,37.28,33.85,10.4,64.98,1.4919,96.52,65.31
2014,AREA000001093,19.74,23.65,40.04,2.24,54.87,6.05,SEVERAL_WEEK,88.65,33.63,36.19,44.67,14.74,55.57,54.4,59.79,14.8702,36.69,36.88
2006,AREA000001094,52.78,8.12,8.68,6.52,15.81,8.71,RARELY,23.87,86.53,7.27,29.39,10.2,0.37,67.73,63.91,8.2434,45.93,10.37
2020,AREA000001095,17.38,49.52,21.16,21.58,22.01,20.03,SEVERAL_WEEK,96.69,58.36,2.29,9.8,77.3,53.35,20.42,40.75,9.6034,81.79,48.19
2015,AREA000001096,34.58,45.77,33.35,10.33,4.04,12.8,WEEKLY,5.38,27.14,2.87,10.15,30.66,33.41,83.85,11.87,3.5068,61.17,19.77
2006,AREA000001097,48.87,54.78,15.64,20.98,26.19,2.0,SEVERAL_WEEK,63.59,20.39,17.32,4.04,0.37,11.3,3.79,32.81,14.8077,56.29,62.94
2025,AREA000001098,12.98,77.26,4.93,25.28,29.91,21.95,DAILY,39.53,57.59,14.87,38.74,74.85,48.47,80.01,44.14,24.5224,83.73,68.66
2014,AREA000001099,13.41,59.37,16.04,19.64,23.34,17.56,WEEKLY,65.11,26.36,21.87,1.61,66.28,58.41,98.27,70.84,1.8307,52.87,22.94
2005,AREA000001100,46.59,13.74,25.91,19.97,15.57,19.16,MONTHLY,28.08,88.45,30.92,0.89,85.44,61.21,83.78,81.32,3.7701,99.34,55.07
2008,AREA000001101,45.05,62.39,27.32,5.98,25.87,11.19,DAILY,26.91,87.2,6.42,24.01,69.3,93.68,9.15,4.39,12.0306,43.72,11.75
2017,AREA000001102,15.81,4.49,40.69,14.02,8.98,8.43,SEVERAL_WEEK,48.66,39.87,4.89,37.94,85.09,59.77,65.82,2.45,24.2084,45.19,47.95
2007,AREA000001103,48.4,12.74,22.07,10.46,54.53,24.25,DAILY,65.71,7.52,6.8,23.36,15.58,83.34,94.69,3.99,15.6121,66.79,20.28
2021,AREA000001104,44.58,14.89,8.68,28.74,2.31,7.88,MONTHLY,72.41,31.47,35.93,27.95,94.71,89.97,2.79,73.66,11.3951,79.89,14.93
2023,AREA000001105,26.47,68.09,1.93,1.82,39.83,3.61,DAILY,76.01,11.9,4.89,46.03,6.01,33.02,65.26,5.3,19.1198,97.19,58.96
2025,AREA000001106,33.7,2.38,2.93,28.13,48.42,5.31,SEVERAL_WEEK,66.67,73.17,24.31,11.13,46.94,41.03,45.17,0.81,18.9041,81.96,61.71
2006,AREA000001107,20.57,48.83,27.31,31.63,38.9,10.38,DAILY,7.4,44.16,14.93,49.66,48.95,35.69,91.87,34.92,24.7364,96.29,37.54
2012,AREA000001108,50.86,28.61,16.27,16.6,29.6,6.85,SEVERAL_WEEK,27.26,53.58,11.65,37.66,32.4,59.98,80.34,59.85,24.8776,94.87,2.82
2023,AREA000001109,16.55,28.35,39.76,21.46,2.83,19.5,DAILY,0.86,29.42,29.0,46.81,3.93,46.28,21.89,19.44,8.035,44.4,65.51
2006,AREA000001110,15.58,33.31,10.95,26.23,45.71,12.77,WEEKLY,80.6,41.83,26.65,26.62,91.06,77.66,46.61,43.86,7.5026,63.36,2.34
2007,AREA000001111,15.28,3.36,32.84,12.44,26.35,9.11,SEVERAL_WEEK,9.95,9.17,4.66,21.04,17.46,40.72,51.43,11.46,10.2735,56.69,41.04
2019,AREA000001112,1.57,78.4,36.77,22.92,27.5,8.84,DAILY,65.72,73.03,8.47,7.29,89.07,35.85,61.05,57.29,12.1924,74.13,37.98
2010,AREA000001113,37.86,29.39,43.6,7.02,14.97,10.31,SEVERAL_WEEK,23.87,80.56,37.32,10.63,18.83,66.65,44.75,19.11,5.7906,69.63,16.48
2005,AREA000001114,11.42,30.98,24.36,1.63,6.5,7.13,SEVERAL_WEEK,64.75,35.96,31.17,12.28,76.13,65.22,83.84,15.85,16.4829,70.94,33.56
2011,AREA000001115,47.19,47.19,26.01,33.95,5.97,8.09,WEEKLY,93.35,88.97,20.3,32.89,17.71,0.52,73.65,43.79,12.5931,96.9,11.85
2025,AREA000001116,26.83,71.21,2.96,18.78,33.76,3.3,RARELY,13.12,13.42,1.91,27.13,53.82,76.67,41.21,88.75,0.1597,68.66,3.28
2017,AREA000001117,42.34,19.81,21.72,7.75,25.29,17.2,RARELY,5.79,62.7,12.66,10.65,33.13,76.33,17.81,40.65,7.5414,54.82,43.4
2014,AREA000001118,7.79,55.98,34.84,14.13,36.52,21.16,DAILY,83.46,21.56,17.14,34.9,91.37,26.41,81.1,30.99,10.1282,31.52,10.6
2022,AREA000001119,27.72,47.24,22.04,0.12,48.81,17.0,MONTHLY,30.03,77.13,17.78,7.7,75.45,28.17,46.57,4.38,20.4522,65.14,24.12
2014,AREA000001120,49.88,62.11,10.28,34.71,13.65,0.16,SEVERAL_WEEK,91.43,1.12,16.52,38.77,0.56,49.76,15.82,84.19,24.3592,37.75,37.44
2022,AREA000001121,31.25,20.11,19.83,23.64,28.64,1.5,WEEKLY,22.42,76.85,7.04,37.68,41.58,73.35,21.29,10.94,4.001,85.93,0.94
2021,AREA000001122,33.97,57.95,10.83,22.25,31.54,14.72,DAILY,24.29,78.53,12.21,38.09,28.29,37.18,30.86,11.72,21.6678,30.18,66.73
2021,AREA000001123,26.23,45.29,41.36,4.92,28.56,21.39,WEEKLY,85.71,18.77,11.44,26.91,1.32,81.24,26.6,82.08,17.9927,85.24,22.27
2009,AREA000001124,46.73,74.52,21.83,31.16,46.59,15.23,DAILY,74.53,23.83,25.81,14.96,51.39,71.74,74.4,15.31,6.5607,56.56,24.23
2024,AREA000001125,17.98,37.39,23.81,2.44,40.7,16.65,WEEKLY,36.89,31.07,10.92,18.5,17.22,4.46,29.23,6.9,12.2882,59.99,56.75
2005,AREA000001126,61.93,40.97,7.36,8.06,28.08,12.93,RARELY,43.32,40.64,14.45,24.24,76.83,60.88,90.92,88.07,5.0685,59.35,30.6
2010,AREA000001127,50.9,53.36,16.32,28.15,43.59,8.83,SEVERAL_WEEK,75.08,57.34,25.55,48.23,5.67,97.87,19.31,46.66,6.723,88.17,53.71
2024,AREA000001128,29.37,12.42,10.2,27.58,32.51,4.99,WEEKLY,32.47,1.64,0.66,11.38,33.54,62.73,34.48,27.71,3.1408,61.7,61.54
2012,AREA000001129,39.75,50.75,22.33,33.37,6.15,14.26,WEEKLY,65.25,10.8,30.57,21.92,60.83,12.25,3.64,36.71,23.4782,71.08,4.01
2012,AREA000001130,55.43,72.52,30.62,0.93,28.87,18.29,DAILY,17.99,49.9,13.36,0.5,34.88,90.2,52.21,7.14,4.7779,74.49,20.08
2014,AREA000001131,26.31,66.94,26.03,27.08,30.03,22.96,DAILY,69.97,4.2,30.46,50.56,26.08,75.5,76.44,28.17,8.2657,40.89,2.11
2010,AREA000001132,27.38,54.28,4.47,26.85,29.07,9.93,WEEKLY,78.53,58.61,32.73,50.55,91.5,87.78,37.34,89.43,10.6331,37.78,19.9
2008,AREA000001133,9.84,60.58,1.78,18.28,0.22,12.16,SEVERAL_WEEK,8.55,78.61,25.6,29.71,33.1,22.27,34.57,31.12,2.7818,73.25,2.32
2020,AREA000001134,41.31,11.53,21.64,20.09,20.96,19.74,SEVERAL_WEEK,18.61,84.22,3.5,39.22,73.1,22.71,55.69,19.26,3.2816,91.76,3.55
2024,AREA000001135,40.79,23.01,10.43,8.99,35.97,7.78,SEVERAL_WEEK,11.25,44.01,3.19,6.34,94.34,88.68,7.9,96.99,21.7238,48.51,56.52
2022,AREA000001136,25.17,38.77,1.08,23.43,2.76,20.98,DAILY,16.76,23.72,20.26,15.28,67.26,59.21,26.27,22.2,17.9321,41.93,2.06
2023,AREA000001137,38.59,30.74,5.72,5.29,7.27,13.92,MONTHLY,3.07,71.84,36.67,29.46,60.19,96.79,94.38,33.08,17.0758,66.98,51.76
2009,AREA000001138,63.56,29.03,22.58,10.6,11.51,5.69,MONTHLY,58.71,21.72,20.28,39.06,41.26,99.94,26.71,85.49,3.4421,48.81,22.62
2006,AREA000001139,7.17,26.23,39.47,2.4,25.77,16.71,MONTHLY,86.94,0.07,26.52,2.95,2.93,40.86,60.41,97.61,19.5461,61.1,51.43
2017,AREA000001140,45.51,43.69,31.2,22.38,29.14,2.03,WEEKLY,76.13,59.77,0.11,45.11,9.65,85.9,63.68,88.48,1.9511,87.15,17.96
2011,AREA000001141,47.32,15.65,42.31,17.69,15.9,9.25,SEVERAL_WEEK,12.51,2.16,1.28,23.32,40.81,20.94,12.95,39.11,13.4599,89.39,53.04
2013,AREA000001142,18.39,35.66,36.25,22.28,20.68,13.03,MONTHLY,79.42,8.59,12.55,49.56,44.66,14.14,94.15,0.05,8.8113,88.27,0.71
2006,AREA000001143,25.37,10.74,32.02,13.62,51.98,24.52,RARELY,52.59,18.26,32.17,23.49,24.47,1.75,73.38,98.04,8.8194,42.82,46.27
2021,AREA000001144,15.46,31.76,22.21,32.51,0.4,4.37,MONTHLY,3.46,77.76,30.0,38.13,61.98,22.99,54.43,86.09,8.2541,66.22,31.57
2019,AREA000001145,45.03,13.16,0.18,26.23,28.76,0.43,SEVERAL_WEEK,16.76,61.34,23.98,37.09,66.82,13.22,69.98,34.7,7.3936,35.13,35.96
2020,AREA000001146,25.72,76.51,31.59,0.71,23.46,22.9,WEEKLY,87.44,41.79,4.13,37.09,73.22,27.91,29.27,31.6,13.4604,39.72,63.26
2018,AREA000001147,47.5,57.91,25.76,1.46,30.83,0.12,WEEKLY,86.4,74.64,39.52,7.24,79.53,67.67,25.25,70.46,2.0688,66.77,66.37
2014,AREA000001148,62.59,50.34,1.88,5.77,49.09,1.43,SEVERAL_WEEK,18.27,56.88,20.25,39.19,43.23,17.03,51.46,21.13,7.7324,34.21,54.17
2009,AREA000001149,18.79,46.78,10.45,14.69,19.71,20.41,SEVERAL_WEEK,95.24,83.88,39.62,51.89,32.1,22.53,45.04,29.43,1.7837,40.85,46.95
2013,AREA000001150,55.99,16.98,9.36,1.54,3.43,20.2,DAILY,83.04,59.33,27.59,1.73,60.71,49.73,45.4,61.27,15.4275,75.6,8.87
2013,AREA000001151,16.96,42.3,19.45,29.3,30.24,0.45,MONTHLY,87.2,60.88,9.07,32.58,77.26,80.13,39.94,63.59,2.9489,68.83,10.78
2016,AREA000001152,64.06,29.54,7.58,9.18,13.98,3.5,SEVERAL_WEEK,62.11,24.43,14.91,23.85,39.59,73.4,65.07,77.71,20.2734,66.74,52.41
2021,AREA000001153,28.38,47.66,30.26,13.41,43.43,3.78,DAILY,75.8,46.48,38.74,17.45,51.61,83.69,81.98,86.59,9.9569,59.5,43.95
2018,AREA000001154,45.86,51.76,17.09,23.68,3.05,12.91,MONTHLY,18.75,82.97,6.75,2.21,65.68,65.5,10.68,18.88,24.2402,87.2,41.91
2014,AREA000001155,34.05,47.41,17.93,31.8,4.82,11.03,SEVERAL_WEEK,39.17,39.46,38.3,51.47,90.02,57.55,90.13,43.08,17.4442,59.85,58.39
2005,AREA000001156,11.6,39.95,23.22,12.44,47.99,4.66,RARELY,4.3,77.16,7.16,21.89,40.51,20.38,34.55,46.34,0.1912,85.05,65.81
2005,AREA000001157,38.64,7.5,13.64,2.56,7.54,8.09,WEEKLY,70.3,24.96,12.71,44.15,48.56,0.02,98.38,58.55,5.8759,64.89,22.29
2015,AREA000001158,8.54,21.07,17.29,0.23,21.66,17.93,WEEKLY,43.7,78.27,5.56,5.57,57.25,2.76,91.76,94.74,20.2768,56.72,60.7
2006,AREA000001159,8.69,12.58,19.62,31.86,45.97,19.78,RARELY,21.6,63.44,38.2,34.09,5.07,18.29,32.87,23.86,0.2447,50.28,63.64
2013,AREA000001160,4.98,1.46,11.44,28.0,9.46,11.26,WEEKLY,75.45,40.89,2.52,18.31,56.51,42.59,41.26,3.87,10.0635,40.74,54.01
2019,AREA000001161,24.14,17.41,11.45,10.22,53.24,23.08,SEVERAL_WEEK,95.2,27.65,11.45,38.67,65.83,10.8,87.33,36.36,22.049,48.31,21.91
2010,AREA000001162,39.8,56.22,20.43,31.93,12.69,14.58,DAILY,73.13,12.1,14.29,21.21,80.55,35.12,20.86,6.45,10.8212,45.74,2.72
2024,AREA000001163,19.8,41.5,42.67,33.11,22.31,1.36,DAILY,30.06,42.26,27.75,32.21,67.25,40.15,92.73,46.56,5.1277,75.25,26.59
2023,AREA000001164,20.0,3.75,7.51,25.79,29.71,23.65,WEEKLY,24.35,3.13,5.97,1.17,6.47,56.6,14.79,5.5,13.558,58.07,60.44
2018,AREA000001165,52.53,55.79,29.29,16.02,36.46,10.98,MONTHLY,93.03,44.71,13.54,13.23,85.66,50.83,8.74,83.6,6.6055,47.14,21.76
2020,AREA000001166,58.98,27.35,35.87,10.43,0.69,17.16,SEVERAL_WEEK,30.61,76.39,37.61,28.39,10.85,39.26,90.34,91.61,23.6951,58.17,17.72
2012,AREA000001167,12.53,54.5,11.45,20.89,17.97,14.91,DAILY,85.46,63.58,34.33,29.53,75.65,37.31,14.66,93.95,14.1266,77.1,5.1
2008,AREA000001168,16.72,43.71,38.0,10.33,14.39,9.16,SEVERAL_WEEK,12.05,12.08,33.05,1.84,38.12,90.0,53.06,10.59,8.8404,44.2,51.92
2012,AREA000001169,63.25,64.1,35.28,30.67,10.18,1.8,DAILY,55.23,53.07,22.04,3.33,15.89,37.23,95.94,18.96,6.9368,41.99,7.17
2024,AREA000001170,45.45,44.89,19.19,15.95,49.93,19.13,DAILY,27.64,77.59,38.75,25.26,67.85,40.26,97.36,63.39,15.1667,72.42,47.92
2018,AREA000001171,38.17,75.57,8.34,17.75,51.41,1.01,DAILY,22.01,43.05,4.19,29.83,51.65,38.6,63.51,9.5,16.4479,93.23,56.37
2015,AREA000001172,30.34,57.82,14.16,8.07,0.76,1.91,WEEKLY,17.07,24.06,6.17,46.57,57.18,73.18,79.28,87.31,14.6791,70.4,4.62
2008,AREA000001173,6.7,21.7,30.35,8.4,1.12,8.95,SEVERAL_WEEK,93.43,0.53,23.92,42.62,88.36,51.73,62.65,70.85,6.533,97.12,2.94
2022,AREA000001174,50.42,4.06,24.03,17.27,3.65,22.48,DAILY,61.76,19.7,0.26,20.9,13.9,27.44,98.89,83.34,24.8997,48.98,8.41
2010,AREA000001175,11.73,68.88,7.84,32.1,3.39,15.91,DAILY,57.21,26.63,10.8,3.58,68.62,75.83,88.74,47.39,13.0696,76.74,45.77
2022,AREA000001176,24.29,7.33,29.33,2.73,22.55,16.47,SEVERAL_WEEK,22.07,74.23,6.81,16.1,91.55,49.01,81.4,67.59,17.1287,93.98,44.86
2011,AREA000001177,36.77,26.45,24.34,6.39,16.27,22.3,SEVERAL_WEEK,64.28,83.89,6.91,36.23,83.24,58.66,69.87,22.3,23.8085,76.7,26.31
2024,AREA000001178,62.29,19.32,3.54,26.62,43.86,22.03,WEEKLY,99.46,51.57,20.02,43.84,62.02,28.39,44.01,61.91,11.2957,56.27,69.57
2024,AREA000001179,5.77,45.48,1.39,0.25,54.35,14.59,MONTHLY,84.53,79.52,15.7,46.6,55.3,83.47,91.81,67.25,5.8474,41.34,29.39
2017,AREA000001180,45.51,63.16,7.51,22.68,42.14,20.95,SEVERAL_WEEK,17.64,50.3,35.33,12.78,56.31,57.57,36.73,62.86,24.2082,89.12,23.42
2019,AREA000001181,51.2,31.24,14.4,13.41,52.01,6.34,DAILY,93.42,80.29,15.99,38.65,95.72,80.37,17.04,52.07,15.3757,65.44,31.06
2017,AREA000001182,44.29,66.97,19.0,23.14,16.17,13.05,SEVERAL_WEEK,73.01,1.75,24.84,32.88,63.11,20.62,17.79,85.61,21.5917,82.65,20.09
2016,AREA000001183,43.31,39.02,6.34,34.28,41.39,14.54,SEVERAL_WEEK,99.91,83.28,25.95,3.99,71.95,63.63,65.24,26.93,10.8811,71.96,35.82
2006,AREA000001184,32.52,32.37,9.47,15.04,53.29,12.46,DAILY,75.97,44.02,2.71,48.3,76.2,77.02,52.86,0.55,6.7518,95.26,34.09
2016,AREA000001185,7.19,6.6,16.36,16.09,5.42,18.97,DAILY,62.38,53.29,23.15,53.18,81.32,27.13,58.13,45.34,6.287,30.03,38.07
2025,AREA000001186,43.87,19.57,32.04,5.3,0.67,16.62,SEVERAL_WEEK,65.24,78.64,22.54,49.32,24.07,42.37,41.92,51.55,16.2624,77.09,64.71
2005,AREA000001187,3.45,26.72,0.13,19.9,54.12,11.65,SEVERAL_WEEK,3.32,72.56,32.46,43.72,77.07,60.32,36.11,16.26,11.8172,98.9,8.95
2014,AREA000001188,18.52,60.5,10.55,2.67,46.05,4.8,SEVERAL_WEEK,98.09,81.22,28.75,48.67,14.71,77.71,5.58,82.58,7.2052,98.43,47.96
2019,AREA000001189,49.79,1.32,27.42,12.35,36.35,13.02,WEEKLY,98.61,36.89,34.45,24.5,8.05,53.02,46.9,63.31,3.9974,86.54,39.44
2024,AREA000001190,11.76,75.04,11.52,22.56,28.63,6.74,SEVERAL_WEEK,95.88,2.41,30.42,18.57,11.34,62.44,86.04,3.32,12.1437,59.51,67.48
2023,AREA000001191,46.91,61.34,35.35,14.49,9.76,13.0,SEVERAL_WEEK,74.62,63.73,11.49,31.8,89.36,24.85,94.09,80.01,13.5057,68.71,19.36
2012,AREA000001192,11.17,58.14,2.34,7.35,31.34,19.58,DAILY,31.2,81.52,21.29,41.4,60.27,26.88,75.04,55.04,6.1617,45.61,51.3
2020,AREA000001193,19.4,13.31,6.44,11.2,18.31,4.97,RARELY,11.13,35.57,11.48,48.03,24.19,65.96,30.07,34.95,2.2774,61.73,13.5
2013,AREA000001194,37.37,70.97,42.73,18.05,49.45,20.6,SEVERAL_WEEK,3.88,44.4,34.44,51.08,60.67,55.46,75.5,97.91,24.7104,32.99,53.16
2024,AREA000001195,11.85,33.13,29.22,18.22,50.92,23.86,MONTHLY,20.16,81.1,7.94,54.05,73.57,86.1,54.71,24.49,14.73,67.9,57.08
2022,AREA000001196,8.06,26.28,14.18,17.68,0.86,7.23,RARELY,12.39,39.57,17.31,31.65,17.94,76.4,20.72,0.47,16.0943,43.32,9.7
2023,AREA000001197,41.55,44.74,40.0,9.25,0.05,6.59,DAILY,18.79,81.47,15.14,28.04,9.67,70.31,61.04,3.42,1.387,49.49,6.68
2021,AREA000001198,61.46,28.21,11.14,20.34,46.82,9.03,SEVERAL_WEEK,84.99,13.41,8.94,32.74,67.24,64.81,28.07,18.09,16.5221,75.22,59.89
2015,AREA000001199,2.42,46.27,26.33,26.71,38.3,14.64,DAILY,2.93,12.12,10.81,14.8,20.25,37.51,95.98,22.77,12.9401,45.2,4.09
2009,AREA000001200,17.36,38.78,27.73,12.0,8.27,3.2,DAILY,19.09,31.1,32.39,51.8,33.31,28.16,10.84,70.88,10.4008,34.62,61.14
2013,AREA000001201,64.45,35.36,28.59,22.22,52.58,4.77,DAILY,26.85,83.21,2.17,42.76,42.56,80.87,52.98,27.29,6.5277,37.77,41.24
2019,AREA000001202,57.24,15.23,27.38,18.82,20.46,11.33,SEVERAL_WEEK,92.79,63.41,31.36,23.49,15.24,13.68,9.44,44.77,24.5743,71.23,56.98
2015,AREA000001203,29.87,32.88,43.72,22.75,17.56,21.94,WEEKLY,63.41,25.55,37.33,5.25,44.9,54.07,73.42,78.25,15.9916,35.76,27.93
2023,AREA000001204,51.83,17.55,34.64,24.86,23.29,3.79,RARELY,39.5,21.83,3.52,33.35,53.01,37.16,82.43,95.59,19.5446,54.35,35.04
2017,AREA000001205,44.21,55.31,27.13,32.87,53.9,2.83,WEEKLY,5.4,1.51,3.82,54.76,75.47,42.27,62.12,36.69,1.1827,58.25,36.82
2017,AREA000001206,57.41,50.8,13.39,15.67,5.66,10.01,DAILY,17.12,40.43,23.53,16.6,92.34,25.59,41.43,70.66,17.8289,60.05,65.7
2013,AREA000001207,43.92,11.9,24.93,16.27,9.44,14.6,RARELY,6.11,44.99,12.24,49.21,7.47,95.73,12.67,50.83,23.6281,42.85,17.29
2021,AREA000001208,11.95,56.75,44.08,34.51,49.89,16.65,MONTHLY,17.62,51.07,5.87,0.95,85.88,44.5,41.63,99.37,21.2763,98.98,27.31
2006,AREA000001209,47.67,16.51,19.01,29.34,22.51,17.07,WEEKLY,92.18,44.32,8.59,17.13,46.63,50.13,85.41,96.44,9.1488,83.11,66.32
2014,AREA000001210,13.38,66.64,8.74,26.69,33.59,3.06,SEVERAL_WEEK,20.06,47.88,18.62,3.16,19.06,81.78,34.4,38.87,14.3917,67.42,4.82
2008,AREA000001211,64.09,74.74,29.04,0.96,47.57,0.1,SEVERAL_WEEK,58.99,43.12,18.93,10.66,82.76,70.17,33.32,68.17,12.3928,34.92,36.58
2013,AREA000001212,30.38,24.38,44.17,1.16,43.82,0.18,WEEKLY,1.35,51.97,32.38,22.52,48.8,8.31,3.05,79.37,19.4737,97.71,64.09
2010,AREA000001213,10.55,27.35,15.23,16.88,21.5,11.8,SEVERAL_WEEK,37.25,43.83,10.98,5.92,38.49,84.98,5.11,25.77,15.4731,70.56,43.33
2005,AREA000001214,49.92,1.02,10.15,24.23,11.9,3.8,WEEKLY,6.42,26.42,22.13,6.34,35.52,33.53,21.62,41.57,10.4514,71.57,62.82
2020,AREA000001215,12.67,60.99,44.11,3.46,32.09,22.96,DAILY,93.32,34.97,14.87,19.87,36.22,17.44,0.1,0.18,6.0097,62.79,46.95
2012,AREA000001216,26.94,4.47,43.3,11.9,37.43,14.09,SEVERAL_WEEK,98.83,27.03,24.43,9.9,87.44,1.87,91.96,48.62,24.5439,90.55,50.15
2010,AREA000001217,39.44,63.11,9.88,24.94,20.73,21.73,DAILY,83.69,9.27,19.59,4.79,29.4,52.35,42.13,99.76,4.6395,47.51,16.08
2006,AREA000001218,46.59,12.45,2.56,0.37,1.33,10.41,SEVERAL_WEEK,36.8,64.56,23.15,24.13,92.58,84.07,14.23,46.34,0.0545,65.25,8.01
2006,AREA000001219,24.28,22.3,17.25,11.48,27.24,22.2,DAILY,72.68,22.9,35.69,6.39,97.52,48.68,95.84,27.56,2.8362,50.19,15.97
2017,AREA000001220,39.72,13.37,34.53,7.48,33.95,15.88,DAILY,67.57,26.08,30.5,27.87,88.97,88.48,65.34,15.4,8.8945,99.63,68.94
2019,AREA000001221,60.06,45.46,36.72,14.98,1.81,11.45,RARELY,56.52,66.46,11.99,0.54,84.9,18.12,67.49,12.87,24.9418,63.06,31.38
2008,AREA000001222,38.69,8.63,26.69,4.45,1.71,8.8,WEEKLY,64.47,45.1,37.11,43.53,8.93,54.6,71.42,13.73,14.6626,31.44,66.56
2020,AREA000001223,53.3,4.46,20.27,32.41,8.91,16.05,SEVERAL_WEEK,15.4,84.65,10.45,44.85,87.48,42.96,29.25,86.11,20.5122,72.65,46.47
2020,AREA000001224,29.74,59.71,20.86,19.06,49.91,20.51,SEVERAL_WEEK,52.72,3.66,26.4,18.87,65.62,38.93,55.12,31.79,5.1265,62.13,29.46
2019,AREA000001225,48.98,23.74,44.86,12.1,49.06,20.76,SEVERAL_WEEK,75.25,78.92,34.49,23.09,35.69,71.11,92.76,64.79,0.734,55.02,63.78
2013,AREA000001226,15.3,48.49,9.45,33.53,42.96,7.0,DAILY,23.33,51.85,31.46,51.86,97.53,52.3,17.55,3.54,13.5316,80.94,67.68
2008,AREA000001227,15.21,38.15,39.34,23.82,48.11,2.92,DAILY,35.34,25.21,39.34,11.07,6.21,2.12,26.1,63.3,17.258,83.51,8.23
2015,AREA000001228,45.88,62.46,11.24,22.32,14.14,7.67,MONTHLY,50.87,74.78,14.05,35.51,82.17,35.67,27.94,11.52,7.2927,73.58,12.31
2005,AREA000001229,43.34,6.53,7.57,8.13,4.99,10.77,MONTHLY,69.34,79.13,21.31,3.85,87.43,26.82,4.17,14.27,2.0528,97.31,63.94
2023,AREA000001230,50.99,55.95,19.17,19.19,20.1,5.34,SEVERAL_WEEK,11.65,59.39,4.54,41.79,69.44,39.63,92.86,89.32,0.5589,50.27,28.25
2012,AREA000001231,50.75,67.98,42.38,0.79,29.08,11.47,WEEKLY,96.67,78.15,39.28,36.13,12.72,45.46,58.25,81.17,23.2982,47.26,44.47
2011,AREA000001232,20.63,36.61,32.78,6.21,47.83,21.16,MONTHLY,85.05,37.46,34.25,50.04,62.63,28.77,61.4,55.26,17.652,90.24,22.98
2011,AREA000001233,17.54,40.33,27.41,15.98,51.34,6.56,MONTHLY,45.5,44.26,15.49,30.04,51.28,27.36,58.18,11.54,2.69,30.27,59.37
2013,AREA000001234,35.88,66.68,0.0,3.24,30.43,15.42,DAILY,8.9,73.16,39.87,50.6,14.67,91.55,61.23,13.72,17.0999,74.08,16.52
2019,AREA000001235,7.87,45.96,35.74,5.99,35.67,16.43,DAILY,66.09,60.37,23.76,21.67,98.31,32.25,48.76,83.31,23.0679,74.01,33.46
2024,AREA000001236,63.92,55.33,29.82,10.86,44.15,2.27,WEEKLY,50.7,79.66,19.93,24.51,96.22,63.58,63.86,22.08,9.1612,50.97,48.0
2012,AREA000001237,51.97,38.73,33.28,10.7,52.57,7.35,SEVERAL_WEEK,30.44,89.89,4.48,49.95,83.54,22.4,24.35,23.84,5.6241,99.76,20.22
2022,AREA000001238,39.31,20.06,21.37,21.71,29.64,20.21,WEEKLY,92.73,82.58,37.05,21.11,80.18,20.14,90.16,76.67,22.0258,33.76,8.32
2018,AREA000001239,54.16,48.62,8.07,23.59,49.41,20.39,WEEKLY,23.06,40.31,7.23,14.36,29.17,76.22,19.85,73.64,4.3209,58.14,31.93
2015,AREA000001240,30.84,45.47,13.81,5.43,36.85,7.13,MONTHLY,91.74,5.45,19.69,37.19,36.37,98.96,88.94,95.12,3.883,47.62,59.73
2013,AREA000001241,34.29,6.82,14.24,4.1,26.52,24.88,RARELY,34.81,0.05,27.64,3.19,98.42,19.92,55.11,41.19,11.0827,72.73,17.48
2025,AREA000001242,16.56,9.09,5.57,8.25,20.59,3.42,SEVERAL_WEEK,96.81,40.44,33.2,18.96,13.1,62.82,19.46,81.18,18.2673,64.89,42.95
2018,AREA000001243,50.26,29.84,39.22,18.89,53.71,10.39,SEVERAL_WEEK,90.24,78.44,22.71,50.64,74.04,3.21,71.22,90.58,18.689,90.4,4.76
2019,AREA000001244,56.82,10.3,30.08,27.02,9.32,14.28,SEVERAL_WEEK,86.45,50.9,17.84,7.58,2.7,21.0,90.81,97.62,15.7924,73.28,63.48
2025,AREA000001245,59.01,39.57,41.65,34.67,53.39,24.8,DAILY,32.33,55.85,37.38,19.0,63.0,62.43,89.48,21.93,1.0052,46.53,3.81
2019,AREA000001246,60.09,50.45,17.13,1.84,32.58,7.64,WEEKLY,17.79,21.3,34.3,18.66,65.98,24.56,87.0,83.9,13.0533,68.88,69.89
2005,AREA000001247,63.34,21.56,3.71,21.55,19.62,5.82,SEVERAL_WEEK,5.51,74.19,23.45,25.31,10.06,93.44,87.94,78.69,8.8698,94.99,31.45
2020,AREA000001248,63.04,26.06,41.79,31.45,17.15,9.17,SEVERAL_WEEK,92.35,10.72,33.15,7.51,55.67,95.95,31.33,97.92,19.7523,57.71,45.27
