agri_cap_reference_year,agri_cap_country_iso2,agri_cap_region_nuts_code,agri_cap_farm_id_hash,agri_cap_farm_size_ha,agri_cap_farm_type_code,agri_cap_pillar_code,agri_cap_intervention_code,agri_cap_payment_amount_eur,agri_cap_payment_type_code,agri_cap_eco_scheme_flag,agri_cap_greening_requirement_flag,agri_cap_conditionality_noncompliance_flag,agri_cap_organic_farming_flag,agri_cap_natura2000_constraint_flag,agri_cap_young_farmer_support_flag,agri_cap_aecs_participation_flag,agri_cap_monitoring_satellite_flag,agri_cap_eu_funds_source,agri_cap_data_extract_date
2017,EE,NL72,310e45c1a2abdcd86b3b8722,13.04,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,3601.24,LUMP_SUM,0,0,1,0,0,0,0,1,RRF_COFIN,2024-11-26
2018,HU,ES57,e23b46b8732bb893e511b62a,6.22,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,AECM,1622.87,CO_FINANCED,1,0,0,0,0,1,1,1,EAFRD,2025-09-15
2019,LU,LV158,da44a353a2fc93b3b5f72179,59.23,ARABLE,MIXED,BISS,21625.88,ANNUAL,0,0,0,0,1,0,0,0,EAGF,2025-10-24
2020,RO,AT947,eba444328b789e36ac2e6288,21.39,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,5496.0,TOP_UP,0,1,0,0,1,0,0,1,NATIONAL_TOPUP,2025-08-31
2021,AT,HU71,b5e38706990a743921b74b47,20.54,VINEYARD,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,6611.87,RESULT_BASED,1,1,0,0,1,0,0,1,RRF_COFIN,2024-11-25
2022,CZ,CZ870,758b637a68c8574af90f5143,36.85,DAIRY,MIXED,YOUNG_FARMERS,7115.81,LUMP_SUM,0,0,0,0,0,1,0,1,EAFRD,2024-10-15
2023,DE,LT813,a45ce992ac3bf02f4e917ffe,7.98,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,1717.39,CO_FINANCED,1,0,1,0,0,0,0,0,EAGF,2024-01-18
2024,LV,PT777,9169cf84be615faf1f6f175b,15.12,OLIVE,PILLAR1_DIRECT_PAYMENTS,CRISS,3171.45,ANNUAL,0,1,0,0,0,0,1,1,NATIONAL_TOPUP,2024-07-11
2025,PL,SK7,99e716ce30ff1eea331c1d0a,6.11,MIXED,MIXED,RISK_MANAGEMENT,2497.16,TOP_UP,0,1,0,0,0,0,1,0,RRF_COFIN,2025-02-08
2026,ES,LU7,06dacb5e986be48bc0210707,21.1,OTHER,PILLAR2_RURAL_DEVELOPMENT,AECM,5469.81,RESULT_BASED,1,1,0,0,0,0,1,1,EAFRD,2024-02-01
2014,HR,GR31,3f0dd4836528a692dc1c4407,56.64,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,BISS,15746.68,LUMP_SUM,0,1,1,0,1,0,0,1,EAGF,2024-01-17
2015,FI,DK81,c6207c26d5504e4178d6d0d4,43.28,HORTICULTURE,MIXED,INVESTMENT_AID,15484.31,CO_FINANCED,0,1,0,1,0,0,0,1,NATIONAL_TOPUP,2025-06-27
2016,IE,NL521,cd06f786d38ddd6592f01604,13.24,ARABLE,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,4992.89,ANNUAL,1,0,0,0,0,0,0,1,RRF_COFIN,2025-09-28
2017,MT,IE712,5c0f92f76606cccb3b757f46,41.95,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,6994.29,TOP_UP,0,0,0,0,1,1,0,1,EAFRD,2024-11-22
2018,SK,MT9,5a184771c903482e5037ef7f,30.7,VINEYARD,MIXED,LESS_FAVOURED_AREA,4206.39,RESULT_BASED,0,1,0,0,0,0,1,1,EAGF,2025-06-21
2019,BE,ES5,1ae7da6c25ce8058eecef909,9.9,DAIRY,PILLAR2_RURAL_DEVELOPMENT,CRISS,1999.81,LUMP_SUM,0,1,0,1,1,0,0,1,NATIONAL_TOPUP,2025-12-08
2020,DK,DE538,efcca9972346e0c1621e9e88,27.03,ORCHARD,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,5369.04,CO_FINANCED,0,1,0,0,0,0,0,1,RRF_COFIN,2024-06-27
2021,GR,LT393,034ada16395b1aa0c23399c1,10.67,OLIVE,MIXED,AECM,2136.68,ANNUAL,1,0,0,0,1,0,1,1,EAFRD,2024-10-21
2022,LT,MT134,6f6db34c795688ba2946dcbf,19.53,MIXED,PILLAR2_RURAL_DEVELOPMENT,BISS,3396.27,TOP_UP,0,1,0,0,0,0,0,1,EAGF,2024-10-01
2023,PT,SI108,7910b37bee1e1a7a78386880,26.47,OTHER,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,10395.71,RESULT_BASED,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2024-04-27
2024,SE,SE2,90027dbaad56b08b97df0b6f,20.3,SHEEP_GOAT,MIXED,ECO_SCHEME,3200.17,LUMP_SUM,1,0,0,0,0,0,1,0,RRF_COFIN,2024-01-23
2025,CY,FI52,266f222257d612d291dd5e2f,36.57,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,8783.51,CO_FINANCED,0,1,0,0,0,1,0,1,EAFRD,2025-06-19
2026,FR,AT57,60909b24caef384308ad334d,29.1,ARABLE,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,12360.74,ANNUAL,0,1,0,0,1,0,0,1,EAGF,2024-01-02
2014,IT,BG1,a85d1e576a158a436143330d,18.59,PIGS_POULTRY,MIXED,CRISS,6460.51,TOP_UP,0,0,0,0,0,0,0,0,NATIONAL_TOPUP,2025-08-03
2015,NL,BG71,4caefb28f1dd551bea90ce8c,59.59,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,14882.96,RESULT_BASED,0,1,0,0,0,0,1,0,RRF_COFIN,2025-10-30
2016,SI,BE51,f473850232027b9cb0bbc089,52.0,DAIRY,PILLAR1_DIRECT_PAYMENTS,AECM,6759.37,LUMP_SUM,0,0,0,0,0,0,0,1,EAFRD,2025-01-24
2017,BG,FI22,b402c009a34e27157ab9ec5b,19.36,ORCHARD,MIXED,BISS,8617.55,CO_FINANCED,0,1,0,0,0,0,0,1,EAGF,2024-02-18
2018,EE,ES39,9e1f5b74da42e8687e3228f4,46.89,OLIVE,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,13601.42,ANNUAL,0,0,1,0,0,0,1,1,NATIONAL_TOPUP,2024-02-04
2019,HU,EE39,b360652f102735a20ec7ed84,18.3,MIXED,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,7625.65,TOP_UP,1,1,0,0,0,0,0,1,RRF_COFIN,2026-02-21
2020,LU,IE652,889801ecfdb5f870989d3a98,63.02,OTHER,MIXED,YOUNG_FARMERS,9423.39,RESULT_BASED,0,1,0,0,0,1,0,1,EAFRD,2025-05-15
2021,RO,BG916,292a9d10599a62821f1f522d,6.23,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,1510.04,LUMP_SUM,0,0,0,0,1,1,0,1,EAGF,2025-05-16
2022,AT,FI46,90ec9fab68e050bd8c2eb311,35.41,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,CRISS,4551.57,CO_FINANCED,0,1,0,1,1,0,0,1,NATIONAL_TOPUP,2024-08-05
2023,CZ,RO29,fbb7e8504d0e012f73e377ca,26.59,ARABLE,MIXED,RISK_MANAGEMENT,5293.98,ANNUAL,0,1,0,0,0,0,0,1,RRF_COFIN,2026-02-24
2024,DE,BG7,194fb21f90ad589f85dedbb1,8.71,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,AECM,2505.0,TOP_UP,0,0,0,0,0,0,0,1,EAFRD,2024-09-08
2025,LV,FI1,57dc73b43cfaef8ef8b6f444,32.19,VINEYARD,PILLAR1_DIRECT_PAYMENTS,BISS,8074.66,RESULT_BASED,1,0,0,0,0,0,0,1,EAGF,2024-03-26
2026,PL,BE228,13c8545bfb6a92ca3032e28e,21.53,DAIRY,MIXED,INVESTMENT_AID,6293.08,LUMP_SUM,1,1,0,1,0,0,0,1,NATIONAL_TOPUP,2024-05-11
2014,ES,SI61,b269ebcccae08ba32695ada2,32.28,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,8022.84,CO_FINANCED,0,1,0,0,0,0,0,1,RRF_COFIN,2024-06-05
2015,HR,SI581,d459203bcf559f746fc0984a,27.37,OLIVE,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,8971.16,ANNUAL,0,0,0,1,0,1,0,1,EAFRD,2025-06-14
2016,FI,FR180,25125f31f2ac87fee70ad270,32.95,MIXED,MIXED,LESS_FAVOURED_AREA,13535.34,TOP_UP,0,1,0,0,0,0,1,0,EAGF,2024-03-03
2017,IE,LV114,44fdcfa5034864f12dd88f84,17.4,OTHER,PILLAR2_RURAL_DEVELOPMENT,CRISS,5243.19,RESULT_BASED,0,1,0,0,0,1,0,1,NATIONAL_TOPUP,2024-09-26
2018,MT,NL61,ac0064aac657b726cfca735e,23.52,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,13179.42,LUMP_SUM,0,0,0,0,1,0,0,0,RRF_COFIN,2024-02-27
2019,SK,DE31,71ff8b6a98a34c8f68328703,36.44,HORTICULTURE,MIXED,AECM,8028.38,CO_FINANCED,0,0,0,0,1,0,1,1,EAFRD,2024-06-24
2020,BE,AT768,058720c47b9f7446f5fbb973,56.5,ARABLE,PILLAR2_RURAL_DEVELOPMENT,BISS,14692.19,ANNUAL,1,1,0,0,0,1,0,1,EAGF,2025-11-30
2021,DK,SI41,09bce82a2939091adce6931e,44.51,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,10565.34,TOP_UP,0,0,0,1,0,0,1,1,NATIONAL_TOPUP,2025-02-24
2022,GR,NL1,a8d0a87090bf2962cb2a9ea0,41.51,VINEYARD,MIXED,ECO_SCHEME,7850.3,RESULT_BASED,1,0,0,1,0,0,0,0,RRF_COFIN,2024-09-07
2023,LT,ES44,02b8e6a9390ea0a4480d56e2,28.88,DAIRY,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,12060.73,LUMP_SUM,0,1,0,1,0,1,0,1,EAFRD,2025-02-21
2024,PT,SE24,5143860ee733625419e4dbf8,20.29,ORCHARD,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,4175.76,CO_FINANCED,0,1,0,1,1,0,1,1,EAGF,2025-04-19
2025,SE,BE200,6f9cae866361ead1703fc9f8,5.03,OLIVE,MIXED,CRISS,784.91,ANNUAL,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-01-16
2026,CY,DE724,56b7951949159b73e40690dd,38.82,MIXED,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,14742.94,TOP_UP,0,0,1,0,0,0,0,1,RRF_COFIN,2025-10-23
2014,FR,PT43,262b5dddbdbf07270ab9701f,22.35,OTHER,PILLAR1_DIRECT_PAYMENTS,AECM,6626.34,RESULT_BASED,1,0,0,0,0,0,0,1,EAFRD,2024-10-23
2015,IT,DE5,f1a0c05fe336f87074bed3f2,11.33,SHEEP_GOAT,MIXED,BISS,4021.66,LUMP_SUM,0,1,0,0,0,0,0,1,EAGF,2024-09-13
2016,NL,IT6,7374a7eec589adc4d096c755,42.8,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,8737.69,CO_FINANCED,0,1,0,1,0,0,0,1,NATIONAL_TOPUP,2024-10-24
2017,SI,CY67,66117a50a8bf301694f9b9f8,5.52,ARABLE,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,590.14,ANNUAL,0,1,0,0,0,0,1,1,RRF_COFIN,2026-01-14
2018,BG,FR439,691fcdb7094a8d3a07c3c0e1,43.25,PIGS_POULTRY,MIXED,YOUNG_FARMERS,22276.33,TOP_UP,1,0,0,0,0,1,0,1,EAFRD,2025-12-10
2019,EE,HU3,644953b55c0d7bdcc42417ed,20.11,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,5589.69,RESULT_BASED,0,1,0,0,0,0,0,0,EAGF,2024-03-06
2020,HU,SE264,c267ad127915a59df28fc444,49.0,DAIRY,PILLAR1_DIRECT_PAYMENTS,CRISS,8106.07,LUMP_SUM,0,0,0,0,0,1,0,1,NATIONAL_TOPUP,2025-01-26
2021,LU,LV43,41b241bc51746349528b0a26,39.62,ORCHARD,MIXED,RISK_MANAGEMENT,13047.33,CO_FINANCED,0,0,1,1,0,0,0,1,RRF_COFIN,2025-06-30
2022,RO,IT2,8750e912605ec104730b05d9,36.77,OLIVE,PILLAR2_RURAL_DEVELOPMENT,AECM,5719.8,ANNUAL,1,1,0,0,0,0,1,1,EAFRD,2025-08-02
2023,AT,RO64,5b048dc36323d8bfd5fb898b,18.29,MIXED,PILLAR1_DIRECT_PAYMENTS,BISS,3237.67,TOP_UP,0,0,0,0,0,0,0,1,EAGF,2024-11-07
2024,CZ,IE4,101cd2aeee78757a52f66242,14.26,OTHER,MIXED,INVESTMENT_AID,5221.35,RESULT_BASED,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-08-16
2025,DE,LT864,5089dc944fe7e8b70e710e05,41.09,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,13356.29,LUMP_SUM,0,1,0,0,0,0,1,1,RRF_COFIN,2025-09-06
2026,LV,BE97,5448dc2014442751632383ae,18.14,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,7549.63,CO_FINANCED,0,1,0,1,0,1,0,1,EAFRD,2025-08-21
2014,PL,FI4,b1d257eb099d6df8196052e5,33.31,ARABLE,MIXED,LESS_FAVOURED_AREA,12098.59,ANNUAL,1,0,0,0,0,0,1,1,EAGF,2026-01-10
2015,ES,LV645,c49c94f2aff36a3eaceda9c3,14.8,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,CRISS,6506.51,TOP_UP,0,0,0,0,0,0,0,0,NATIONAL_TOPUP,2025-07-08
2016,HR,EE927,1d4618841b1d9679f0921971,25.73,VINEYARD,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,4538.7,RESULT_BASED,0,1,0,1,0,0,1,0,RRF_COFIN,2024-01-25
2017,FI,CY12,b411e89cc67fbf7291ed252e,55.29,DAIRY,MIXED,AECM,13773.21,LUMP_SUM,1,0,0,0,0,0,0,1,EAFRD,2025-03-19
2018,IE,IE402,c4f71ea088c39f5b1d86ec81,22.51,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,BISS,7719.6,CO_FINANCED,1,1,0,1,0,0,0,1,EAGF,2024-12-22
2019,MT,SE67,0de1021d84864bca3faf9a7a,18.37,OLIVE,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,3178.73,ANNUAL,0,0,0,1,0,0,1,1,NATIONAL_TOPUP,2025-07-29
2020,SK,LT8,018f1237aa4525bb0c851e53,19.88,MIXED,MIXED,ECO_SCHEME,4578.36,TOP_UP,0,1,0,0,0,0,0,1,RRF_COFIN,2024-03-10
2021,BE,LU736,d19d66a63e1b3b460219f2a1,17.07,OTHER,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,1578.81,RESULT_BASED,0,1,0,0,0,1,0,1,EAFRD,2024-10-10
2022,DK,BE70,2832625241ad7fc3cb76d069,14.89,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,4791.28,LUMP_SUM,0,1,0,0,0,0,1,1,EAGF,2025-09-15
2023,GR,MT490,a232d0a528326522a41f9d19,22.09,HORTICULTURE,MIXED,CRISS,5784.16,CO_FINANCED,0,0,0,1,0,0,0,0,NATIONAL_TOPUP,2024-06-29
2024,LT,FI3,b6610e1d2bbfc2f0b8f5794e,37.75,ARABLE,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,6132.72,ANNUAL,0,0,0,0,0,0,1,1,RRF_COFIN,2024-06-22
2025,PT,ES673,0764a72db84a68aa0a625caf,27.2,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,AECM,7164.81,TOP_UP,1,0,0,0,0,0,1,1,EAFRD,2025-04-05
2026,SE,AT914,dfc5b4dbec5d5a974a98648b,46.2,VINEYARD,MIXED,BISS,16718.43,RESULT_BASED,0,0,0,0,0,0,0,1,EAGF,2025-09-06
2014,CY,IT206,2481bcaea843e9c9d69b1ca1,77.14,DAIRY,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,12713.95,LUMP_SUM,0,1,0,1,0,1,0,1,NATIONAL_TOPUP,2025-01-03
2015,FR,LT773,5e285fdd5ad0be8a3ec3125d,13.35,ORCHARD,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,5015.61,CO_FINANCED,1,0,0,0,0,0,0,1,RRF_COFIN,2024-05-17
2016,IT,SK5,6c62aea0c2e8efa6da916088,31.97,OLIVE,MIXED,YOUNG_FARMERS,9704.64,ANNUAL,0,1,0,0,0,1,0,1,EAFRD,2025-01-20
2017,NL,HU54,77aa32e0c2c8cf7ebb692cfc,31.2,MIXED,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,9889.59,TOP_UP,0,1,0,0,0,1,0,1,EAGF,2025-06-09
2018,SI,DK935,6969f1dccdafbad778d36ede,16.91,OTHER,PILLAR1_DIRECT_PAYMENTS,CRISS,3671.9,RESULT_BASED,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-09-26
2019,BG,CY144,eceba402bc993758e1189a16,18.52,SHEEP_GOAT,MIXED,RISK_MANAGEMENT,6828.41,LUMP_SUM,1,1,0,0,0,0,0,1,RRF_COFIN,2024-11-10
2020,EE,LV808,f952b1646c38bea4bb29e757,60.75,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,AECM,6602.06,CO_FINANCED,1,1,0,0,0,0,1,0,EAFRD,2025-03-29
2021,HU,ES12,d26d2abb3adda5186d10a8b1,50.3,ARABLE,PILLAR1_DIRECT_PAYMENTS,BISS,20350.44,ANNUAL,0,1,0,0,1,0,0,1,EAGF,2024-05-02
2022,LU,IE220,fc117e00379f7530ffb08747,20.63,PIGS_POULTRY,MIXED,INVESTMENT_AID,2703.86,TOP_UP,0,0,0,0,0,0,0,0,NATIONAL_TOPUP,2025-09-23
2023,RO,BG441,e18ee50cfd325e844ac00a9c,25.96,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,8164.2,RESULT_BASED,1,1,0,0,0,0,0,1,RRF_COFIN,2024-06-05
2024,AT,HR942,2f4fd1139795fced21231d59,34.95,DAIRY,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,9092.43,LUMP_SUM,0,1,0,0,0,1,0,0,EAFRD,2024-05-07
2025,CZ,CZ919,9948b246a5b9627ac93f2b74,23.91,ORCHARD,MIXED,LESS_FAVOURED_AREA,7013.07,CO_FINANCED,0,0,0,0,0,0,1,1,EAGF,2025-07-21
2026,DE,HU125,2b72691c7864c0dbead13b1e,11.75,OLIVE,PILLAR2_RURAL_DEVELOPMENT,CRISS,4700.62,ANNUAL,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2024-10-24
2014,LV,ES933,0188a7668cff95876ee4512f,69.59,MIXED,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,23461.91,TOP_UP,0,0,0,0,0,1,0,0,RRF_COFIN,2025-11-25
2015,PL,EE67,84cccfbee3b4207faca67498,38.37,OTHER,MIXED,AECM,19795.56,RESULT_BASED,0,1,0,1,0,0,0,1,EAFRD,2024-05-15
2016,ES,LU336,4c5256113648f6bf6083e1ee,35.54,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,BISS,14215.33,LUMP_SUM,0,1,1,0,1,0,1,1,EAGF,2025-11-24
2017,HR,AT7,8eaa48629c90982a382a3679,32.99,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,15014.83,CO_FINANCED,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2024-04-19
2018,FI,SE8,8d0117db9acfe6aa93627975,16.64,ARABLE,MIXED,ECO_SCHEME,3362.97,ANNUAL,1,1,0,0,0,0,0,1,RRF_COFIN,2024-12-08
2019,IE,SE547,02d82fbb921512be36cbe7dc,54.15,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,13182.25,TOP_UP,0,1,0,0,0,1,0,1,EAFRD,2025-11-04
2020,MT,GR598,ae8ff8af944b77d7598783b8,45.58,VINEYARD,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,8578.05,RESULT_BASED,0,1,0,0,0,0,0,1,EAGF,2025-10-01
2021,SK,BG86,f564a54b218893e31d2034eb,25.2,DAIRY,MIXED,CRISS,11093.71,LUMP_SUM,1,0,0,0,0,0,0,0,NATIONAL_TOPUP,2025-10-18
2022,BE,FI460,ad95abe9d3df62dd5ccd495b,92.18,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,44483.67,CO_FINANCED,0,1,0,0,0,0,0,0,RRF_COFIN,2025-03-25
2023,DK,CZ134,aaea75c5a30216551a54d2d4,30.06,OLIVE,PILLAR1_DIRECT_PAYMENTS,AECM,10687.32,ANNUAL,1,0,0,0,1,0,1,0,EAFRD,2025-08-24
2024,GR,SK36,40e72546b133a35b9ba2123d,15.03,MIXED,MIXED,BISS,5911.89,TOP_UP,0,0,0,0,0,0,0,1,EAGF,2025-09-18
2025,LT,ES75,c1e0ae8cff400f71f20d0ccd,49.17,OTHER,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,24311.99,RESULT_BASED,1,1,0,0,0,0,0,0,NATIONAL_TOPUP,2025-07-21
2026,PT,AT424,28ee8ea684da8438541912be,63.05,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,7179.58,LUMP_SUM,0,1,0,0,1,0,0,0,RRF_COFIN,2024-12-28
2014,SE,IT26,5c15d4806a9350788c4a7a60,19.36,HORTICULTURE,MIXED,YOUNG_FARMERS,2970.62,CO_FINANCED,0,0,0,0,0,1,0,1,EAFRD,2024-04-03
2015,CY,DE435,606fe5eaa859cea6dd34772e,9.81,ARABLE,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,2741.66,ANNUAL,0,1,1,0,0,0,1,1,EAGF,2025-12-13
2016,FR,AT54,1d20bd7cb971f99a44265c23,12.03,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,CRISS,3051.36,TOP_UP,0,0,0,0,0,1,0,0,NATIONAL_TOPUP,2024-09-12
2017,IT,IT331,c5a673cf84091cd03d070797,21.58,VINEYARD,MIXED,RISK_MANAGEMENT,8094.23,RESULT_BASED,0,0,0,1,0,0,0,1,RRF_COFIN,2025-08-17
2018,NL,ES56,5e8d006027164c9ecc4c522a,28.69,DAIRY,PILLAR2_RURAL_DEVELOPMENT,AECM,6545.17,LUMP_SUM,1,0,0,0,0,0,0,1,EAFRD,2024-11-16
2019,SI,FI243,bad640c1b52770b653388bf9,21.13,ORCHARD,PILLAR1_DIRECT_PAYMENTS,BISS,8865.0,CO_FINANCED,0,1,0,0,1,0,0,1,EAGF,2024-12-01
2020,BG,PT35,c4e1f2b107802b687cfd3f3b,29.42,OLIVE,MIXED,INVESTMENT_AID,5521.35,ANNUAL,0,1,0,0,0,1,0,1,NATIONAL_TOPUP,2024-08-22
2021,EE,BG18,14da98b44653a9164041d426,37.63,MIXED,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,3897.69,TOP_UP,1,0,0,0,0,0,0,1,RRF_COFIN,2025-05-25
2022,HU,CZ115,70ad0f496aeb8214da0c336e,42.73,OTHER,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,3703.11,RESULT_BASED,0,1,0,0,1,1,0,1,EAFRD,2025-02-15
2023,LU,FR717,27270cc75ac3a49b2c9dc90d,12.85,SHEEP_GOAT,MIXED,LESS_FAVOURED_AREA,2568.95,LUMP_SUM,0,0,0,0,0,1,0,0,EAGF,2024-07-05
2024,RO,MT530,4008e4a51a6f127f21e53461,21.99,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,CRISS,3603.89,CO_FINANCED,1,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-12-22
2025,AT,NL70,cf8fc00107a05655455a7bfb,52.38,ARABLE,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,5799.45,ANNUAL,0,1,0,0,0,0,0,0,RRF_COFIN,2024-01-02
2026,CZ,IE3,6970317723dbf325abd3f958,44.02,PIGS_POULTRY,MIXED,AECM,11409.17,TOP_UP,0,0,0,0,0,0,0,1,EAFRD,2024-02-06
2014,DE,DK8,1ea0828e251ae43423ff2f0f,20.04,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,BISS,6907.66,RESULT_BASED,1,1,0,0,0,0,0,1,EAGF,2024-11-16
2015,LV,PT769,007fea13a15ce1c1e668293d,9.61,DAIRY,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,2396.21,LUMP_SUM,0,1,0,0,1,0,0,1,NATIONAL_TOPUP,2024-01-23
2016,PL,PT45,0b7e31f532748979c45f78d6,19.34,ORCHARD,MIXED,ECO_SCHEME,3970.84,CO_FINANCED,0,0,0,1,0,1,0,0,RRF_COFIN,2025-06-11
2017,ES,AT10,2345eebdb6a27aa41bf62338,76.16,OLIVE,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,14241.52,ANNUAL,0,0,0,0,0,1,0,0,EAFRD,2025-05-27
2018,HR,ES21,eb452d7ac4739de330a4ecb7,11.22,MIXED,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,4090.41,TOP_UP,0,1,0,0,0,0,0,0,EAGF,2025-05-31
2019,FI,CZ722,5c9649e015207fd6ff93b8b7,31.18,OTHER,MIXED,CRISS,3323.72,RESULT_BASED,0,0,0,0,0,0,0,0,NATIONAL_TOPUP,2026-02-02
2020,IE,IT985,2b996851ff554c1542f03538,36.37,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,5887.92,LUMP_SUM,1,1,0,0,0,0,0,1,RRF_COFIN,2026-02-15
2021,MT,NL92,6578728bc1cc6b273e3934dd,9.77,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,AECM,4168.59,CO_FINANCED,1,0,0,0,0,0,1,1,EAFRD,2024-07-31
2022,SK,CZ882,52f126991ab89e007332f8cf,35.73,ARABLE,MIXED,BISS,6037.29,ANNUAL,0,0,0,0,0,0,0,0,EAGF,2025-09-08
2023,BE,SK275,109e160c9add51f649f01d5f,13.31,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,7310.73,TOP_UP,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-07-18
2024,DK,MT648,d665ce3247f92305f5a020cd,51.04,VINEYARD,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,14950.43,RESULT_BASED,1,1,0,0,0,0,0,1,RRF_COFIN,2024-07-26
2025,GR,BE465,9cf1b44aa8098583f52ba8ea,21.05,DAIRY,MIXED,YOUNG_FARMERS,11323.46,LUMP_SUM,0,1,0,0,0,1,0,0,EAFRD,2024-12-20
2026,LT,RO20,13924de7f765f9a2f00214f7,36.48,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,6983.11,CO_FINANCED,1,1,0,0,0,0,1,1,EAGF,2024-03-18
