soc_vuln_index_year,soc_vuln_community_lgd_code,soc_vuln_poverty_rate_pct,soc_vuln_unemployment_rate_local,soc_vuln_housing_cost_burden_rate,soc_vuln_single_parent_households_rate,soc_vuln_disability_prevalence_rate,soc_vuln_limited_english_rate,soc_vuln_no_vehicle_rate,soc_vuln_crowding_rate,soc_vuln_broadband_gap_rate,soc_vuln_health_insurance_gap_rate,soc_vuln_food_insecurity_rate,soc_vuln_violent_crime_rate_local,soc_vuln_heat_vulnerability_score,soc_vuln_flood_vulnerability_score,soc_vuln_ncoial_isolation_index,soc_vuln_community_resilience_score,soc_vuln_resource_access_score,soc_vuln_overall_vulnerability_rank
2019,787483,34.74,9.39,21.04,12.25,4.88,7.02,28.77,6.91,8.37,22.87,21.81,2.68,0.939,0.903,0.435,41.4,10.4,123
2020,465592,47.26,5.32,15.93,9.28,11.94,2.42,2.58,15.18,14.23,4.02,3.8,0.76,0.769,0.508,0.749,83.7,50.9,227
2018,290602,21.52,9.13,25.45,16.2,7.33,6.94,10.06,4.83,25.52,18.67,31.14,6.64,0.889,0.743,0.113,8.7,65.3,376
2017,740398,14.34,17.21,47.94,9.71,11.31,3.84,18.65,11.68,28.97,2.35,32.6,6.28,0.299,0.986,0.039,95.3,91.8,730
2022,379376,54.9,10.65,28.21,19.82,10.78,3.89,19.35,14.43,14.92,38.82,13.77,8.19,0.45,0.553,0.031,97.7,5.0,878
2024,897525,41.44,13.28,36.6,9.45,6.55,4.28,28.16,2.1,11.42,20.16,25.35,4.59,0.212,0.287,0.643,36.4,65.1,570
2024,846139,21.81,1.49,47.74,2.82,10.9,3.57,11.08,13.74,1.1,21.48,28.38,4.56,0.835,0.726,0.264,36.5,68.8,269
2021,164237,31.7,1.62,37.97,9.95,6.15,0.05,50.28,12.52,1.35,8.18,36.01,5.13,0.707,0.56,0.742,93.2,57.1,447
2021,157614,45.47,15.66,8.31,15.99,9.68,6.63,55.39,14.86,16.12,35.43,2.6,8.1,0.086,0.156,0.372,81.6,52.0,66
2020,705200,20.53,10.47,25.57,2.0,6.62,5.29,57.93,8.68,9.88,28.28,31.14,3.92,0.797,0.912,0.184,36.4,1.0,159
2019,243769,17.3,3.86,14.21,8.55,10.01,1.91,19.73,12.21,22.82,22.76,27.76,1.14,0.245,0.458,0.611,22.9,78.9,766
2021,461742,4.21,6.56,22.65,9.25,8.59,3.67,4.41,10.1,7.38,40.57,16.4,1.96,0.144,0.071,0.39,16.8,55.9,905
2023,407197,17.65,12.79,35.89,19.09,4.55,6.44,20.09,13.69,11.54,4.44,32.61,1.21,0.9,0.542,0.478,42.7,43.6,499
2018,910999,47.16,1.72,13.17,2.75,4.07,7.88,35.27,13.51,20.1,19.9,8.95,0.78,0.017,0.443,0.366,3.8,66.7,728
2018,538926,49.66,7.37,25.5,3.89,9.39,2.97,54.27,12.34,35.06,42.62,23.83,1.62,0.745,0.804,0.813,48.5,70.6,325
2021,611061,18.44,3.83,38.2,10.25,11.58,5.14,57.44,3.12,38.41,44.58,13.9,4.28,0.013,0.47,0.022,19.8,16.6,745
2019,667629,53.78,1.25,28.16,18.04,4.98,5.67,56.8,15.86,35.62,34.99,7.51,7.66,0.113,0.055,0.083,39.2,86.3,297
2018,633886,54.68,6.98,37.98,9.39,10.34,0.86,8.84,16.46,2.94,3.5,13.27,5.3,0.087,0.502,0.033,23.1,30.3,669
2022,402144,19.18,3.02,54.64,16.74,7.13,2.26,17.76,6.31,13.99,4.13,12.22,4.69,0.969,0.176,0.428,14.3,54.5,374
2024,875519,4.2,6.27,19.68,5.85,10.82,7.36,51.39,12.32,12.77,27.63,24.77,0.59,0.284,0.427,0.787,76.3,99.4,892
2016,440076,41.18,3.02,48.0,4.35,11.33,3.56,43.56,5.95,0.56,8.21,2.0,3.98,0.389,0.813,0.759,61.1,4.5,124
2017,339026,6.67,8.42,24.53,17.32,9.8,2.11,27.04,6.42,16.65,43.44,2.11,4.45,0.143,0.162,0.577,68.8,28.1,697
2020,214545,5.65,4.18,52.17,8.82,1.93,4.57,64.98,2.87,13.82,22.36,25.64,5.89,0.423,0.158,0.282,57.1,67.2,300
2022,641632,35.9,6.72,47.75,16.22,6.34,1.9,23.52,6.06,12.08,30.93,25.91,7.07,0.452,0.638,0.777,81.0,67.4,717
2021,190893,49.45,15.2,41.39,17.34,11.2,6.4,54.25,3.47,31.07,40.24,20.04,5.65,0.065,0.442,0.658,87.3,7.2,214
2022,300432,5.28,5.56,34.24,7.9,7.13,7.4,35.61,4.13,17.42,32.6,35.83,6.46,0.859,0.005,0.028,61.2,79.7,659
2024,989310,40.58,8.97,23.95,1.36,1.65,5.23,31.19,15.48,32.55,30.74,36.14,0.42,0.799,0.439,0.886,36.7,48.8,923
2018,854633,41.79,9.13,23.83,16.13,7.55,5.25,11.22,17.55,0.93,12.55,6.81,2.43,0.912,0.946,0.077,48.4,31.2,930
2019,212329,14.93,8.77,43.6,7.7,11.19,2.67,62.13,10.24,23.04,12.34,5.68,3.08,0.622,0.476,0.232,94.4,32.2,424
2025,911478,12.41,5.84,22.79,15.14,5.94,4.08,36.59,16.83,24.05,14.47,27.53,6.75,0.354,0.112,0.253,99.9,77.3,711
2024,162767,53.92,16.83,51.54,11.24,10.34,6.55,39.8,15.27,36.94,13.77,29.46,2.99,0.525,0.694,0.436,66.8,52.2,824
2022,453647,12.68,7.81,5.2,14.35,0.72,4.43,50.81,4.61,33.01,2.09,7.55,4.84,0.956,0.468,0.849,16.9,76.9,677
2016,875525,19.08,6.09,45.76,10.69,7.72,0.8,19.42,12.21,38.6,30.76,13.66,6.79,0.608,0.77,0.107,79.8,66.4,933
2021,941079,14.84,1.31,43.03,8.96,11.78,4.32,7.58,15.49,28.69,33.0,35.52,3.93,0.488,0.196,0.3,20.2,11.0,390
2025,985881,17.57,12.52,30.63,10.38,2.04,0.69,9.75,3.35,35.9,21.64,34.68,4.18,0.193,0.958,0.686,18.8,0.2,346
2023,974689,27.7,3.41,49.03,15.22,6.54,2.8,43.58,12.73,32.18,8.81,33.26,5.04,0.561,0.002,0.375,91.0,36.6,225
2019,183020,17.82,8.22,7.13,7.28,1.66,7.59,45.63,12.66,0.69,19.18,16.71,5.16,0.732,0.881,0.914,8.3,96.5,995
2023,287406,14.26,6.02,28.74,17.5,5.28,3.54,22.96,13.56,2.3,14.27,16.31,3.92,0.082,0.062,0.747,45.3,18.1,409
2021,576148,48.53,3.4,5.5,8.15,8.96,7.23,6.27,4.28,23.1,21.5,22.15,9.31,0.98,0.308,0.719,78.9,14.2,116
2016,647904,23.62,7.89,16.96,16.25,10.43,3.78,12.87,14.82,37.65,25.17,10.74,4.99,0.834,0.35,0.524,61.9,28.0,131
2017,773535,24.13,13.5,43.67,5.09,10.54,3.16,62.11,1.51,2.27,39.21,2.15,7.48,0.922,0.858,0.721,91.3,72.7,919
2021,341425,19.44,5.22,24.24,2.07,9.53,4.46,57.62,6.5,28.77,32.53,30.7,4.3,0.324,0.668,0.25,45.5,66.7,247
2022,117119,4.39,13.03,24.04,1.95,10.36,4.96,33.45,0.93,20.44,5.39,20.16,1.95,0.075,0.093,0.584,0.2,77.9,387
2024,319831,24.39,4.44,26.52,9.14,5.86,5.71,10.48,13.04,19.14,13.36,30.56,3.04,0.108,0.018,0.299,0.6,6.1,893
2016,463681,34.32,4.66,39.41,19.86,9.64,2.21,53.37,7.58,37.45,11.14,5.62,3.71,0.912,0.126,0.531,94.5,87.4,476
2016,466720,11.85,17.88,36.35,18.8,9.59,0.92,33.92,6.01,6.52,20.58,4.76,7.44,0.331,0.596,0.321,82.3,41.8,703
2016,944463,54.39,8.92,47.21,14.98,7.2,3.81,29.8,6.22,35.05,22.79,31.04,8.68,0.978,0.317,0.908,33.4,44.1,34
2021,409647,54.06,14.9,36.58,1.71,0.8,5.12,40.67,2.28,12.79,22.19,21.64,3.93,0.219,0.987,0.725,2.2,82.7,534
2018,199448,43.2,3.8,51.35,19.94,3.65,1.22,44.37,4.4,7.0,9.69,37.2,3.38,0.318,0.796,0.32,43.1,95.2,532
2024,522821,35.66,10.3,46.4,12.34,6.19,0.25,19.2,14.24,21.37,15.24,27.63,0.24,0.446,0.129,0.763,9.5,6.1,162
2018,848676,11.96,10.88,13.78,8.82,8.44,6.08,39.77,17.38,16.21,5.22,14.48,8.46,0.347,0.02,0.768,24.1,24.9,8
2023,204322,30.54,13.14,15.26,12.66,1.44,3.41,11.88,16.47,11.21,12.05,31.31,3.91,0.565,0.373,0.205,65.2,3.6,69
2018,531737,28.36,14.27,7.42,8.03,4.54,5.42,64.9,3.06,38.67,41.12,3.65,6.0,0.877,0.696,0.407,84.0,13.0,560
2020,463593,13.36,5.6,44.11,12.49,4.37,0.07,35.33,7.07,6.01,11.44,6.33,5.65,0.821,0.452,0.978,46.1,36.0,960
2023,112917,42.84,11.71,23.67,2.64,2.12,6.66,36.87,0.73,7.6,24.14,4.91,2.63,0.819,0.025,0.453,38.8,11.4,650
2018,147470,14.66,12.79,44.87,9.34,5.64,7.28,63.9,6.42,34.82,42.14,20.53,7.24,0.938,0.21,0.613,86.7,21.2,477
2019,296024,8.74,12.71,40.64,16.08,9.09,0.93,35.83,5.49,5.75,22.71,34.92,8.05,0.892,0.283,0.706,5.6,73.8,314
2016,766182,49.58,4.76,47.15,5.51,11.95,1.18,35.5,12.22,20.27,2.15,35.62,5.55,0.796,0.756,0.078,18.8,85.7,850
2016,500349,47.75,14.44,29.62,5.63,9.92,4.36,43.78,13.49,22.07,34.03,35.56,6.31,0.91,0.156,0.11,99.7,33.0,442
2024,402330,38.41,12.28,45.8,5.0,10.3,1.31,38.91,8.42,6.43,20.87,28.35,9.31,0.395,0.305,0.864,69.5,46.7,590
2018,787880,10.5,1.7,51.43,8.31,4.77,2.09,38.57,8.7,27.42,26.04,33.67,7.86,0.686,0.549,0.61,32.2,14.5,67
2025,451555,4.5,10.9,44.48,14.8,9.77,6.51,2.82,11.92,37.86,12.68,6.53,0.67,0.222,0.58,0.184,64.3,24.4,444
2021,202624,10.19,1.49,13.52,6.24,8.21,6.0,45.88,10.23,14.09,14.81,32.08,4.68,0.074,0.103,0.787,82.9,33.8,266
2021,351547,38.53,1.69,16.17,9.39,4.29,7.62,32.37,16.57,22.46,4.46,11.48,4.75,0.772,0.037,0.714,74.2,17.3,341
2020,463739,9.3,2.9,30.97,9.59,5.06,7.13,6.25,0.57,31.89,21.91,3.77,9.25,0.148,0.718,0.25,25.6,70.3,996
2025,293584,27.39,13.11,29.28,10.0,9.63,2.42,12.24,11.33,7.83,44.08,17.24,8.68,0.511,0.393,0.631,39.2,97.7,206
2020,434108,17.81,8.35,39.08,9.33,2.89,7.88,5.51,4.77,14.77,17.99,2.29,8.64,0.353,0.003,0.973,17.9,89.1,584
2020,413327,5.98,12.28,19.38,2.08,8.96,3.45,22.0,10.22,15.34,35.65,7.08,4.33,0.563,0.865,0.702,5.0,15.7,506
2016,729194,41.16,17.87,41.15,11.6,6.49,4.4,17.41,6.89,6.86,32.53,21.47,1.96,0.754,0.025,0.053,97.5,99.4,197
2018,133407,50.6,16.91,43.35,6.95,2.45,2.9,62.84,11.23,26.8,7.97,16.18,5.34,0.862,0.357,0.806,69.8,2.4,161
2018,322884,21.6,14.62,42.32,16.67,5.32,4.63,51.75,11.43,29.44,36.89,34.42,0.75,0.002,0.929,0.616,60.2,7.4,685
2016,695130,36.71,6.08,35.75,1.69,7.8,4.01,19.81,15.29,19.81,40.42,12.1,4.26,0.931,0.341,0.474,32.1,81.4,686
2021,990591,6.19,14.13,44.06,8.24,6.67,2.37,53.83,3.17,18.25,42.96,33.46,4.91,0.673,0.643,0.425,61.4,76.4,680
2023,593275,11.93,7.28,46.97,4.98,0.57,4.17,45.1,17.45,13.65,11.75,11.65,3.71,0.074,0.993,0.939,55.4,96.0,995
2021,896150,3.9,4.05,8.79,10.24,9.93,5.69,29.46,13.86,14.94,7.41,16.27,4.72,0.194,0.109,0.433,95.0,8.0,619
2020,419481,49.06,13.43,28.82,6.23,8.85,4.07,58.68,11.19,26.73,8.1,9.7,7.25,0.632,0.394,0.048,53.7,89.6,676
2020,199658,8.04,15.17,13.18,7.73,3.93,6.67,4.17,7.54,26.79,36.9,11.26,5.5,0.123,0.371,0.489,62.7,89.6,579
2024,360640,39.61,13.71,53.55,2.51,7.3,7.04,38.45,10.14,28.2,22.99,20.78,6.28,0.767,0.095,0.316,53.9,95.2,217
2016,936271,6.99,7.34,19.18,3.38,8.04,3.31,44.69,1.31,24.52,26.32,19.79,2.02,0.108,0.339,0.046,37.9,88.2,143
2017,824699,44.02,12.95,9.19,5.93,2.97,6.06,53.66,1.88,23.1,6.33,12.54,4.3,0.479,0.371,0.382,2.0,6.4,903
2019,652545,54.54,3.5,39.32,13.9,6.91,7.35,40.54,5.84,39.66,23.42,15.65,5.96,0.451,0.964,0.073,61.2,55.6,81
2024,281864,39.91,12.21,21.65,7.73,1.88,6.07,35.41,17.81,16.12,10.38,9.07,5.8,0.435,0.087,0.515,71.3,12.9,451
2020,986119,8.39,3.47,11.25,10.64,7.82,3.78,33.24,5.28,10.41,22.23,30.76,6.34,0.239,0.859,0.271,51.1,47.6,609
2023,112625,26.43,1.92,33.48,1.85,10.43,5.65,29.33,16.59,7.11,29.29,36.54,4.1,0.35,0.424,0.69,69.0,13.7,869
2021,479024,20.85,1.4,12.69,14.74,1.51,3.36,40.17,15.53,17.28,42.37,16.48,2.93,0.679,0.006,0.22,12.8,37.2,727
2025,237591,29.07,17.49,12.68,12.23,11.28,2.6,15.55,14.04,17.45,39.02,21.99,4.59,0.199,0.347,0.818,27.8,88.6,348
2025,931835,6.71,1.31,19.07,15.85,2.36,5.01,38.18,13.23,5.14,28.52,11.07,2.04,0.924,0.176,0.994,90.1,30.0,370
2024,575660,50.78,7.99,23.78,1.26,5.89,0.5,29.21,8.03,31.01,9.85,4.24,8.66,0.527,0.365,0.166,98.0,22.3,426
2018,286287,15.61,13.97,54.42,13.94,4.17,1.33,46.53,5.03,7.41,6.21,37.21,3.47,0.968,0.777,0.726,8.7,50.4,229
2020,888585,39.5,10.32,10.18,14.46,2.17,4.49,45.9,4.35,3.91,17.65,15.33,7.51,0.122,0.888,0.808,22.9,40.0,125
2022,266174,27.77,2.58,6.4,8.02,4.83,3.26,57.82,13.46,17.74,23.39,23.49,1.98,0.296,0.149,0.554,73.6,96.9,721
2023,684036,48.04,2.82,41.25,14.81,4.85,1.47,17.98,15.06,29.82,23.46,25.88,5.28,0.944,0.835,0.506,21.2,63.4,98
2018,430889,40.35,3.54,39.66,18.46,11.67,7.51,21.34,17.73,6.67,30.49,14.15,1.3,0.675,0.655,0.144,87.3,62.2,148
2022,164477,54.59,4.47,6.58,6.09,7.09,7.98,41.71,6.79,10.92,35.16,8.24,3.93,0.675,0.008,0.783,19.5,24.6,156
2025,339745,47.02,15.51,35.99,7.42,3.88,3.11,11.7,3.95,27.44,30.46,36.96,2.69,0.1,0.465,0.249,90.8,20.9,561
2025,799052,16.88,10.55,47.86,2.27,1.55,5.66,44.49,9.96,17.18,40.38,15.88,3.79,0.495,0.796,0.255,82.6,2.0,868
2018,605343,3.19,6.34,7.5,15.87,8.78,6.51,34.96,7.13,37.83,5.2,2.64,6.52,0.803,0.643,0.122,25.0,82.1,637
2023,335000,25.86,7.52,41.32,14.74,11.42,2.03,7.49,3.88,37.72,43.3,35.55,2.13,0.01,0.083,0.217,55.6,2.8,260
2021,849025,20.38,11.56,52.24,3.75,0.97,1.84,41.77,10.22,2.92,16.89,19.31,9.32,0.297,0.699,0.651,46.5,72.9,834
2020,530943,6.42,15.71,48.47,16.45,11.75,5.22,34.3,16.35,5.64,29.86,28.97,4.09,0.178,0.233,0.912,69.9,52.1,773
2024,375374,35.13,8.72,18.89,15.91,1.14,2.92,19.15,1.26,10.43,18.36,13.48,1.99,0.147,0.899,0.845,36.1,14.0,868
2025,668046,54.48,13.17,37.92,11.62,5.77,2.42,25.51,7.04,18.12,36.37,7.07,0.28,0.486,0.826,0.897,41.2,26.5,401
2025,732305,21.9,15.49,17.27,18.62,9.28,6.09,27.83,2.6,10.21,9.92,19.5,4.88,0.31,0.216,0.409,58.8,18.0,587
2021,552666,11.0,7.02,46.0,9.18,11.78,6.88,61.76,5.42,11.96,23.48,18.22,4.89,0.015,0.955,0.185,46.9,61.8,267
2019,768626,27.83,8.97,31.44,9.1,1.46,0.54,59.97,12.81,28.46,25.31,28.57,2.64,0.419,0.751,0.293,78.7,62.2,239
2018,401988,34.84,13.33,36.12,10.14,10.36,3.09,9.81,6.35,9.98,8.14,10.75,4.44,0.115,0.622,0.669,27.5,9.8,556
2024,737426,51.92,14.93,20.8,10.6,4.65,6.77,31.82,4.28,26.17,34.98,24.13,8.47,0.486,0.817,0.558,37.4,28.0,866
2016,175934,7.88,7.01,44.24,5.6,10.68,5.87,15.54,17.52,34.86,15.74,31.36,1.45,0.738,0.044,0.559,90.8,21.1,977
2022,493689,7.18,14.57,12.64,16.11,11.81,7.54,19.16,7.94,1.01,43.16,8.24,7.12,0.669,0.077,0.793,21.7,85.5,481
2019,169160,45.58,14.32,40.83,6.48,5.74,4.48,40.28,4.1,32.36,8.06,35.82,9.15,0.675,0.719,0.79,38.3,92.7,582
2019,845582,48.1,3.86,40.58,1.4,11.23,6.2,3.56,4.5,7.4,27.32,3.88,8.66,0.96,0.122,0.601,22.5,22.1,256
2025,780887,37.43,11.91,12.79,13.32,6.33,1.9,55.25,2.8,35.07,2.37,6.93,8.48,0.198,0.686,0.585,19.3,75.7,851
2020,445683,45.03,17.48,25.02,18.03,4.67,1.15,35.2,12.3,20.07,31.29,25.51,4.35,0.364,0.482,0.633,63.0,6.8,466
2024,259142,4.58,6.12,45.15,17.72,4.92,0.76,51.13,14.07,31.29,3.67,9.15,3.12,0.476,0.163,0.628,66.8,30.2,485
2020,776905,50.93,9.07,44.76,2.47,2.35,7.04,11.84,12.51,11.91,42.38,23.06,4.94,0.583,0.01,0.316,96.6,31.2,357
2021,914085,37.37,6.1,50.99,16.24,7.96,5.45,47.31,15.06,18.84,7.04,10.99,5.96,0.912,0.303,0.719,39.1,77.5,445
2023,228167,50.76,13.06,51.99,6.73,5.31,3.23,63.82,14.31,30.52,27.8,17.64,3.27,0.744,0.079,0.922,49.2,16.7,337
2016,179763,27.73,1.67,50.82,4.25,6.47,5.98,37.55,6.41,14.3,11.01,23.26,4.09,0.583,0.439,0.199,55.2,87.7,706
2023,546026,46.33,16.31,39.64,16.54,11.78,6.9,50.79,6.89,13.49,26.16,10.12,8.37,0.922,0.553,0.133,26.3,85.5,362
2022,344858,50.25,10.5,15.12,3.33,7.15,5.64,49.27,7.09,7.54,5.38,19.19,2.49,0.631,0.905,0.283,69.9,85.7,363
2019,154435,10.57,7.61,5.06,10.17,4.82,0.28,37.25,2.0,13.46,35.31,34.91,9.07,0.566,0.976,0.439,96.2,87.8,404
2024,578505,3.13,5.28,41.96,2.08,6.78,2.26,48.41,16.03,31.83,31.08,8.78,2.05,0.145,0.148,0.756,16.4,49.1,919
2023,876933,20.67,11.52,6.4,12.13,8.35,0.65,31.7,16.78,39.33,25.94,36.07,2.11,0.921,0.025,0.996,95.4,22.6,560
2017,522927,17.21,6.91,12.73,2.87,8.36,5.86,46.32,17.82,0.57,30.37,14.78,6.79,0.746,0.128,0.34,27.4,95.8,884
2016,561303,4.59,16.07,37.68,1.78,4.05,7.27,8.79,10.73,6.88,16.4,2.09,3.1,0.012,0.966,0.719,61.6,13.6,493
2020,695138,53.43,13.1,33.59,15.85,3.54,3.8,36.22,17.03,25.94,38.15,17.58,3.77,0.69,0.25,0.884,47.2,66.6,519
2016,537873,40.49,6.57,37.39,16.89,7.45,4.66,37.68,4.75,21.45,20.88,37.55,1.7,0.243,0.39,0.021,41.9,25.0,368
2025,814542,12.75,17.78,39.86,12.94,10.25,5.95,30.74,12.3,37.97,41.37,10.7,3.28,0.131,0.206,0.459,6.9,68.5,421
2019,981795,54.01,16.68,48.95,8.28,1.54,0.02,10.09,9.3,10.32,34.91,2.18,3.49,0.209,0.531,0.567,34.7,91.6,503
2020,679172,14.38,5.49,29.4,19.27,4.87,2.97,28.96,6.64,4.27,21.9,14.69,7.23,0.208,0.279,0.009,12.1,39.2,24
2020,803274,45.91,3.8,22.66,10.94,3.69,0.98,64.24,10.36,1.84,25.94,14.85,1.83,0.806,0.823,0.932,81.5,79.7,870
2023,286118,18.45,9.96,39.73,8.59,7.49,4.21,22.02,9.91,17.65,7.09,17.3,3.34,0.925,0.48,0.69,24.9,49.5,257
2022,452330,26.55,11.25,27.59,16.29,9.54,0.97,64.71,15.49,11.28,28.94,29.18,4.85,0.458,0.461,0.482,85.7,78.7,179
2017,192754,25.12,7.7,5.41,13.44,8.06,7.48,50.15,10.89,13.16,25.92,24.05,6.56,0.152,0.136,0.958,20.2,52.6,224
2020,350022,27.1,9.98,15.94,18.25,2.97,4.13,22.94,14.56,26.2,26.96,5.2,4.71,0.958,0.767,0.766,35.7,34.9,743
2021,910603,30.79,6.48,34.35,16.92,7.76,7.14,41.99,13.02,23.7,7.47,23.49,4.96,0.843,0.895,0.794,0.1,46.0,947
2016,575037,4.33,9.92,41.11,15.95,9.32,4.39,14.44,11.4,13.74,17.99,37.63,2.23,0.807,0.135,0.737,79.5,30.7,703
2018,490794,52.85,14.76,31.48,13.82,4.74,6.57,9.08,3.16,17.95,12.9,22.02,5.12,0.335,0.802,0.745,87.8,64.3,314
2018,503758,32.17,2.03,10.13,17.25,6.82,1.17,52.03,1.93,13.55,14.63,21.21,6.72,0.489,0.174,0.848,49.5,98.0,837
2018,731382,28.38,9.48,37.91,16.93,1.99,2.2,50.13,14.87,18.92,21.57,30.08,2.59,0.998,0.527,0.524,58.7,41.4,239
2024,310107,13.47,2.83,25.24,9.9,4.15,0.31,31.58,4.8,1.78,5.51,13.65,8.1,0.266,0.631,0.095,16.2,58.6,670
2024,690501,17.2,10.49,16.39,9.82,8.03,7.98,46.55,9.88,19.61,11.24,32.62,4.61,0.907,0.621,0.48,37.2,22.0,992
2024,776823,53.16,5.36,23.68,13.59,6.93,0.31,32.4,4.33,9.26,18.57,13.44,0.48,0.403,0.154,0.704,3.5,55.8,687
2025,518847,6.6,16.26,39.2,6.3,11.85,0.04,42.5,5.19,13.98,30.85,23.4,9.09,0.527,0.622,0.73,94.0,37.2,683
2025,327519,43.23,16.47,33.38,18.36,5.2,4.02,7.59,1.11,27.61,25.77,4.23,1.2,0.282,0.726,0.333,85.5,95.2,854
2021,446259,53.77,6.78,19.87,13.22,9.69,7.36,40.04,8.85,23.74,31.9,21.21,4.73,0.362,0.808,0.948,85.9,75.4,81
2025,249723,32.98,8.93,48.01,3.43,11.94,5.31,61.97,11.96,27.55,34.92,17.63,8.54,0.948,0.677,0.887,21.5,61.0,496
2019,691323,35.15,6.05,46.02,17.86,5.31,1.21,5.26,15.09,36.77,34.44,35.92,8.81,0.679,0.128,0.452,51.6,51.0,493
2020,920525,32.03,3.13,7.12,7.02,1.89,3.34,58.23,17.9,37.15,6.13,17.76,8.18,0.085,0.178,0.066,31.1,54.6,464
2024,233001,26.68,4.99,44.07,16.4,11.69,3.15,24.9,11.85,17.29,5.29,15.3,3.51,0.127,0.167,0.928,20.2,8.9,796
2024,606235,23.47,16.45,33.4,4.62,2.0,7.12,24.13,7.27,36.56,17.0,13.18,2.09,0.814,0.986,0.532,24.6,2.8,766
2021,699624,20.74,10.55,8.25,18.03,6.38,3.25,45.76,9.9,28.26,28.87,36.19,7.51,0.88,0.377,0.724,85.3,60.1,246
2021,686695,3.33,14.66,28.23,2.07,2.29,1.86,58.59,12.46,19.92,7.08,25.56,7.67,0.916,0.769,0.835,28.9,61.6,17
2021,729795,8.87,2.84,5.19,5.17,11.81,2.27,11.97,3.93,13.35,6.43,24.59,9.06,0.348,0.559,0.765,74.4,22.6,773
2021,735986,43.87,13.55,53.38,7.65,0.86,6.78,29.23,11.74,1.17,40.08,6.77,3.88,0.764,0.312,0.205,64.8,78.7,234
2017,547210,43.79,7.67,41.04,18.39,0.89,4.4,9.03,9.66,22.74,40.99,37.61,3.4,0.072,0.008,0.778,9.5,9.3,264
2018,575912,14.34,9.45,49.14,14.29,4.35,0.54,17.26,8.19,32.63,36.81,7.67,9.44,0.17,0.908,0.673,19.2,73.0,476
2020,762957,37.78,15.33,30.79,4.4,10.38,5.9,36.96,12.67,18.19,17.48,30.46,4.65,0.027,0.787,0.832,88.3,54.3,763
2024,159241,44.74,1.91,50.66,19.7,1.0,7.35,63.2,17.0,31.78,24.25,36.38,8.18,0.495,0.932,0.521,28.9,32.6,440
2024,353150,18.35,9.45,15.92,6.21,0.6,7.27,23.44,13.18,22.35,16.21,7.97,4.89,0.12,0.463,0.98,20.0,89.8,802
2018,833846,47.17,14.66,36.34,12.3,1.19,2.29,3.84,0.59,37.23,7.6,31.98,8.06,0.511,0.615,0.892,44.5,75.4,143
2020,835725,13.55,3.23,10.74,2.09,6.62,2.32,49.31,14.23,1.5,23.09,16.13,1.04,0.101,0.78,0.128,96.1,94.0,82
2016,137658,29.72,12.23,49.45,16.95,7.4,4.24,2.78,2.94,29.39,36.46,14.38,1.2,0.194,0.798,0.258,53.8,28.9,357
2017,263930,12.46,16.67,9.66,17.18,5.2,2.14,20.25,7.77,10.39,19.9,9.65,3.25,0.055,0.521,0.444,12.2,62.2,7
2021,430252,7.03,6.14,33.78,10.21,7.16,5.64,38.51,17.45,33.99,22.47,22.92,7.22,0.065,0.072,0.203,18.8,75.2,40
2016,607614,4.04,1.66,32.92,9.59,1.69,6.25,4.87,0.97,12.44,20.65,4.16,4.36,0.871,0.163,0.67,0.9,52.4,836
2017,412315,15.44,17.39,13.42,16.36,2.01,6.68,45.46,10.64,11.56,24.79,20.1,2.27,0.631,0.914,0.264,46.1,88.3,515
2023,742184,28.89,3.96,32.34,3.82,8.81,5.54,22.35,5.56,14.53,27.93,37.04,2.9,0.179,0.078,0.404,36.5,31.8,567
2020,895727,43.78,12.48,25.89,15.63,6.22,6.78,14.08,17.78,18.02,12.75,25.09,3.46,0.553,0.01,0.377,53.6,64.7,354
2022,630994,10.1,12.53,7.12,17.61,10.92,6.6,6.34,5.04,6.9,26.84,16.48,5.35,0.712,0.749,0.858,18.0,60.2,854
2022,770965,41.59,15.34,41.83,12.96,7.3,1.33,52.78,14.62,33.79,9.49,9.52,8.19,0.201,0.002,0.629,15.2,65.2,2
2019,105266,8.84,12.0,21.65,5.88,7.53,6.67,12.11,9.81,1.05,8.65,25.91,3.4,0.43,0.188,0.714,93.6,50.4,844
2019,622073,18.93,6.87,13.05,6.4,3.24,3.13,59.65,11.72,3.74,15.78,23.67,5.87,0.671,0.212,0.935,57.6,77.9,841
2019,283824,33.39,3.44,9.33,10.12,10.53,1.17,6.9,7.0,9.03,35.15,2.29,5.41,0.591,0.699,0.648,69.8,72.6,945
2025,297329,20.29,12.6,39.4,16.26,10.47,5.82,21.81,2.46,30.0,7.31,24.95,9.47,0.569,0.051,0.017,45.4,57.4,585
2019,230224,21.58,11.79,25.98,4.39,0.65,5.38,60.09,10.91,9.95,11.98,26.74,7.96,0.946,0.127,0.917,38.5,3.7,468
2021,276031,51.64,5.41,53.08,1.35,7.34,6.59,30.7,2.72,8.64,39.39,32.57,7.95,0.869,0.186,0.898,0.8,33.5,962
2018,210313,25.68,5.18,52.81,19.51,10.52,0.76,2.54,12.49,2.8,8.18,18.6,2.98,0.925,0.637,0.926,31.7,17.3,901
2017,134643,29.89,14.21,14.67,8.77,9.58,7.34,8.66,5.22,1.38,43.83,21.43,4.31,0.71,0.224,0.342,97.2,4.9,268
