demo_popproj_projection_year,demo_popproj_geography_nuts_code,demo_popproj_nuts_level,demo_popproj_age_cohort_5yr,demo_popproj_sex,demo_popproj_citizenship_group,demo_popproj_population_base_estimate,demo_popproj_population_projected_mid,demo_popproj_population_projected_low,demo_popproj_population_projected_high,demo_popproj_fertility_rate_assumption,demo_popproj_mortality_rate_assumption,demo_popproj_net_migration_assumption,demo_popproj_household_projection_total,demo_popproj_urban_rural_typology,demo_popproj_dependency_ratio_old_age,demo_popproj_median_age,demo_popproj_life_expectancy_at_birth,demo_popproj_eurostat_release_vintage,demo_popproj_methodology_code
2023,AT3,1,35-39,T,NATIONAL,92241,94877,91491,96575,2.17,9.84,3501,38315,INTERMEDIATE,29.97,34.2,80.7,2026-03,EUROPOP2024
2026,MT712,3,60-64,M,UNKNOWN,91961,92889,89784,95518,2.14,8.82,3010,34863,URBAN,29.81,35.3,78.5,2025-06,REG_DEMO_MODEL_A
2029,SK118,3,85-89,F,NON_EU,92162,85612,84851,86218,1.6,9.17,1773,41213,RURAL,25.75,36.0,75.9,2024-09,EUROPOP2023
2032,DK77,2,5-9,T,EU,93037,82880,81843,84830,1.75,9.61,5555,38423,INTERMEDIATE,23.42,48.1,82.8,2023-12,NUTS_PROJ_V1
2035,DE6,1,30-34,M,NATIONAL,93486,95924,92625,97144,2.1,7.13,-1160,39126,URBAN,28.38,50.7,79.8,2023-03,REG_DEMO_MODEL_B
2038,FR699,3,55-59,F,UNKNOWN,93407,128821,124163,132716,1.67,12.17,-547,49481,RURAL,31.94,36.5,78.2,2026-06,EUROPOP2024
2041,BG3,1,80-84,T,NON_EU,93064,107778,106804,109226,1.41,13.07,7414,40360,INTERMEDIATE,43.15,48.0,80.0,2025-09,REG_DEMO_MODEL_A
2044,CZ114,3,0-4,M,EU,94196,108473,104828,110902,1.68,8.12,-4680,48660,URBAN,36.62,41.6,80.0,2024-12,EUROPOP2023
2047,IT779,3,25-29,F,NATIONAL,93501,105354,101830,108582,1.89,10.19,6403,41102,RURAL,33.83,43.2,81.0,2024-03,NUTS_PROJ_V1
2050,IT53,2,50-54,T,UNKNOWN,94733,120483,118042,121490,1.62,8.47,-988,54093,INTERMEDIATE,41.16,37.5,82.0,2023-06,REG_DEMO_MODEL_B
2022,SI256,3,75-79,M,NON_EU,94545,94545,91516,98186,1.12,7.57,4259,35987,URBAN,24.25,48.2,76.2,2026-09,EUROPOP2024
2025,HR88,2,100+,F,EU,94672,97570,96189,98408,2.19,11.11,6770,46572,RURAL,37.93,34.6,75.0,2025-12,REG_DEMO_MODEL_A
2028,HU103,3,20-24,T,NATIONAL,94762,87689,85984,88496,1.41,11.41,2370,33403,INTERMEDIATE,20.52,49.4,80.4,2025-03,EUROPOP2023
2031,FR3,1,45-49,M,UNKNOWN,94845,110712,109348,113345,1.79,12.71,-4277,47450,URBAN,25.48,33.5,82.0,2024-06,NUTS_PROJ_V1
2034,SI55,2,70-74,F,NON_EU,95746,83403,82524,86205,1.34,10.09,418,40290,RURAL,31.6,34.8,80.0,2023-09,REG_DEMO_MODEL_B
2037,HR8,1,95-99,T,EU,95250,99909,97132,101656,1.6,12.22,-4560,39690,INTERMEDIATE,44.48,42.0,81.0,2026-12,EUROPOP2024
2040,SK32,2,15-19,M,NATIONAL,95697,86850,83853,89525,1.91,8.47,-1575,40615,URBAN,25.96,31.3,78.7,2026-03,REG_DEMO_MODEL_A
2043,HU488,3,40-44,F,UNKNOWN,96383,83993,80979,87094,1.32,11.7,7469,38010,RURAL,36.54,33.2,74.7,2025-06,EUROPOP2023
2046,SE616,3,65-69,T,NON_EU,96922,84573,82309,85503,1.14,8.31,1887,40739,INTERMEDIATE,38.64,34.4,75.6,2024-09,NUTS_PROJ_V1
2049,SK7,1,90-94,M,EU,96361,105223,103590,106361,1.89,12.35,6094,44367,URBAN,42.32,42.4,84.1,2023-12,REG_DEMO_MODEL_B
2021,AT25,2,10-14,F,NATIONAL,97099,98995,98106,100035,2.2,11.0,4294,46024,RURAL,30.12,33.6,82.8,2023-03,EUROPOP2024
2024,MT76,2,35-39,T,UNKNOWN,97205,96574,93590,97780,1.91,12.79,-4672,45183,INTERMEDIATE,25.98,46.2,78.9,2026-06,REG_DEMO_MODEL_A
2027,AT39,2,60-64,M,NON_EU,97093,108684,104775,111869,2.09,8.72,6473,45790,URBAN,41.14,41.8,78.1,2025-09,EUROPOP2023
2030,IT616,3,85-89,F,EU,97915,105427,103931,106453,1.67,11.04,-1203,41194,RURAL,24.49,31.1,83.0,2024-12,NUTS_PROJ_V1
2033,MT91,2,5-9,T,NATIONAL,98056,121353,117524,124305,1.47,11.03,-746,55595,INTERMEDIATE,32.82,47.4,74.5,2024-03,REG_DEMO_MODEL_B
2036,HU63,2,30-34,M,UNKNOWN,98252,125681,121556,129841,1.34,11.77,3486,59749,URBAN,29.94,38.9,80.7,2023-06,EUROPOP2024
2039,LT288,3,55-59,F,NON_EU,98082,123338,119793,124665,1.4,13.35,-4510,60962,RURAL,18.31,30.6,81.0,2026-09,REG_DEMO_MODEL_A
2042,DK62,2,80-84,T,EU,98274,139005,136962,140106,1.28,12.57,5437,57676,INTERMEDIATE,20.23,34.0,84.0,2025-12,EUROPOP2023
2045,NL2,1,0-4,M,NATIONAL,98600,106716,105787,109668,1.16,11.73,4910,52879,URBAN,22.04,37.4,78.0,2025-03,NUTS_PROJ_V1
2048,CZ879,3,25-29,F,UNKNOWN,98867,145279,142030,147479,1.42,8.19,3941,56552,RURAL,34.21,42.1,79.0,2024-06,REG_DEMO_MODEL_B
2020,SI899,3,50-54,T,NON_EU,99502,99502,98196,100523,2.01,9.17,5185,38992,INTERMEDIATE,26.48,39.8,79.3,2023-09,EUROPOP2024
2023,DE627,3,75-79,M,EU,99728,96997,95151,97491,1.39,8.84,658,39660,URBAN,20.39,45.2,76.9,2026-12,REG_DEMO_MODEL_A
2026,BG84,2,100+,F,NATIONAL,99653,100948,98899,102285,1.26,9.02,-1267,37478,RURAL,27.98,31.0,77.3,2026-03,EUROPOP2023
2029,ES15,2,20-24,T,UNKNOWN,99924,112795,109764,113524,1.89,11.69,-4132,49369,INTERMEDIATE,24.49,42.6,80.4,2025-06,NUTS_PROJ_V1
2032,IT10,2,45-49,M,NON_EU,100471,111268,109880,111890,1.79,11.77,3615,52254,URBAN,19.74,35.6,74.5,2024-09,REG_DEMO_MODEL_B
2035,GR21,2,70-74,F,EU,100375,127279,123314,130270,2.08,13.86,7099,63528,RURAL,34.89,35.4,83.0,2023-12,EUROPOP2024
2038,NL967,3,95-99,T,NATIONAL,100681,112981,110334,117027,1.37,8.45,6766,44573,INTERMEDIATE,32.26,31.3,76.8,2023-03,REG_DEMO_MODEL_A
2041,MT179,3,15-19,M,UNKNOWN,100908,124850,120474,127222,1.85,12.44,3547,52020,URBAN,36.08,45.3,78.3,2026-06,EUROPOP2023
2044,PL6,1,40-44,F,NON_EU,101162,80686,79942,83225,1.24,12.42,3656,35056,RURAL,20.81,50.2,76.6,2025-09,NUTS_PROJ_V1
2047,NL92,2,65-69,T,EU,101723,156998,155235,159385,2.18,9.92,811,58970,INTERMEDIATE,28.09,36.1,83.2,2024-12,REG_DEMO_MODEL_B
2050,BE25,2,90-94,M,NATIONAL,101691,108291,104827,111393,1.47,12.12,-186,50741,URBAN,41.37,45.3,81.0,2024-03,EUROPOP2024
2022,RO9,1,10-14,F,UNKNOWN,102231,102500,99875,104016,1.42,11.32,3689,43549,RURAL,42.79,46.2,81.7,2023-06,REG_DEMO_MODEL_A
2025,EE878,3,35-39,T,NON_EU,102377,100973,99398,103311,2.01,9.07,6886,37666,INTERMEDIATE,30.57,47.5,74.6,2026-09,EUROPOP2023
2028,LT355,3,60-64,M,EU,102954,103117,100037,105939,2.19,9.19,-1648,39036,URBAN,23.64,46.1,77.7,2025-12,NUTS_PROJ_V1
2031,FR75,2,85-89,F,NATIONAL,103348,110119,107977,114074,1.23,12.46,-2684,42945,RURAL,20.43,44.9,78.8,2025-03,REG_DEMO_MODEL_B
2034,PT151,3,5-9,T,UNKNOWN,103227,121378,119867,124297,1.77,8.49,4720,58807,INTERMEDIATE,36.33,40.3,75.4,2024-06,EUROPOP2024
2037,DE9,1,30-34,M,NON_EU,103659,103115,99805,106815,2.04,12.43,-3626,39018,URBAN,34.52,40.6,82.0,2023-09,REG_DEMO_MODEL_A
2040,PT54,2,55-59,F,EU,103585,153147,147531,159062,2.04,12.84,6801,58793,RURAL,42.08,30.2,75.9,2026-12,EUROPOP2023
2043,SK351,3,80-84,T,NATIONAL,104340,84352,83371,86504,1.47,10.11,4006,40368,INTERMEDIATE,34.12,49.4,76.6,2026-03,NUTS_PROJ_V1
2046,MT354,3,0-4,M,UNKNOWN,104136,104178,102332,106512,1.9,13.17,4766,49994,URBAN,37.57,38.7,74.0,2025-06,REG_DEMO_MODEL_B
2049,PL729,3,25-29,F,NON_EU,104635,141263,137549,144984,1.48,13.64,-3751,63693,RURAL,19.91,32.6,79.5,2024-09,EUROPOP2024
2021,LU62,2,50-54,T,EU,105040,105801,101972,107412,1.35,10.97,618,40902,INTERMEDIATE,33.84,45.9,78.3,2023-12,REG_DEMO_MODEL_A
2024,PT916,3,75-79,M,NATIONAL,4674,4950,4779,5012,1.76,8.11,-1066,2137,URBAN,27.05,38.8,75.0,2023-03,EUROPOP2023
2027,LT15,2,100+,F,UNKNOWN,5706,5359,5284,5522,1.24,11.02,7241,2639,RURAL,27.9,30.4,82.3,2026-06,NUTS_PROJ_V1
2030,FR4,1,20-24,T,NON_EU,5243,5498,5354,5609,1.97,7.35,6365,2659,INTERMEDIATE,38.15,39.0,82.9,2025-09,REG_DEMO_MODEL_B
2033,DE43,2,45-49,M,EU,6211,5541,5356,5760,1.67,8.52,1399,2431,URBAN,34.4,47.2,82.0,2024-12,EUROPOP2024
2036,CY2,1,70-74,F,NATIONAL,5895,5407,5276,5494,1.92,7.75,-2125,2130,RURAL,24.86,37.2,74.5,2024-03,REG_DEMO_MODEL_A
2039,FR9,1,95-99,T,UNKNOWN,6190,6840,6610,7011,1.63,13.36,1954,2699,INTERMEDIATE,35.39,33.0,76.2,2023-06,EUROPOP2023
2042,SI905,3,15-19,M,NON_EU,6537,9059,8788,9409,1.23,9.28,4085,4521,URBAN,32.25,39.4,76.0,2026-09,NUTS_PROJ_V1
2045,SI396,3,40-44,F,EU,6555,6099,6039,6324,1.91,10.96,1675,3001,RURAL,24.31,37.9,81.6,2025-12,REG_DEMO_MODEL_B
2048,CY3,1,65-69,T,NATIONAL,6554,5395,5249,5552,1.12,13.17,3313,2389,INTERMEDIATE,33.24,44.9,82.4,2025-03,EUROPOP2024
2020,SE370,3,90-94,M,UNKNOWN,7042,7042,6990,7253,1.6,8.91,-2287,3085,URBAN,34.14,42.0,83.9,2024-06,REG_DEMO_MODEL_A
2023,IE47,2,10-14,F,NON_EU,7430,7723,7568,7863,1.96,9.22,4055,3153,RURAL,38.51,45.7,81.1,2023-09,EUROPOP2023
2026,NL83,2,35-39,T,EU,8029,9012,8795,9337,1.43,11.01,999,3746,INTERMEDIATE,35.19,41.9,75.5,2026-12,NUTS_PROJ_V1
2029,LU5,1,60-64,M,NATIONAL,8078,7589,7291,7759,1.44,11.64,-1815,2845,URBAN,42.04,32.3,82.8,2026-03,REG_DEMO_MODEL_B
2032,ES45,2,85-89,F,UNKNOWN,8576,10202,9899,10303,2.17,10.03,4172,3817,RURAL,19.48,43.1,74.2,2025-06,EUROPOP2024
2035,PT874,3,5-9,T,NON_EU,8571,9125,8887,9208,1.94,14.29,-4500,3725,INTERMEDIATE,22.7,34.5,79.9,2024-09,REG_DEMO_MODEL_A
2038,SI98,2,30-34,M,EU,8991,8493,8333,8632,1.83,13.81,5652,3912,URBAN,43.65,32.9,83.4,2023-12,EUROPOP2023
2041,ES340,3,55-59,F,NATIONAL,9275,7594,7507,7707,1.1,9.59,1676,2897,RURAL,21.18,33.0,81.3,2023-03,NUTS_PROJ_V1
2044,PL68,2,80-84,T,UNKNOWN,9374,10078,9685,10412,1.96,10.05,7502,4476,INTERMEDIATE,36.27,39.1,76.8,2026-06,REG_DEMO_MODEL_B
2047,HR914,3,0-4,M,NON_EU,9802,11681,11447,11880,1.79,13.93,-1451,5810,URBAN,31.01,38.9,81.1,2025-09,EUROPOP2024
2050,BG5,1,25-29,F,EU,9952,16245,16031,16785,1.45,9.53,7294,7794,RURAL,40.77,46.3,78.2,2024-12,REG_DEMO_MODEL_A
2022,IT361,3,50-54,T,NATIONAL,9652,9598,9481,9750,1.66,11.7,-4336,3694,INTERMEDIATE,40.48,33.4,81.9,2024-03,EUROPOP2023
2025,EE60,2,75-79,M,UNKNOWN,9751,9282,9187,9469,1.53,13.64,-3975,3439,URBAN,21.15,50.6,78.1,2023-06,NUTS_PROJ_V1
2028,IE7,1,100+,F,NON_EU,10206,9590,9430,9911,1.47,14.27,-4583,4715,RURAL,19.79,41.1,80.4,2026-09,REG_DEMO_MODEL_B
2031,LT46,2,20-24,T,EU,10535,9687,9513,9760,1.91,7.41,1681,3811,INTERMEDIATE,41.3,41.0,83.2,2025-12,EUROPOP2024
2034,BG40,2,45-49,M,NATIONAL,11472,12013,11705,12133,1.9,8.65,-416,5487,URBAN,42.18,39.3,80.3,2025-03,REG_DEMO_MODEL_A
2037,ES3,1,70-74,F,UNKNOWN,11150,10216,10062,10427,1.25,10.02,1744,4136,RURAL,34.1,37.2,79.8,2024-06,EUROPOP2023
2040,BE82,2,95-99,T,NON_EU,11094,14188,13864,14569,1.62,9.88,-4219,5279,INTERMEDIATE,33.27,49.6,74.7,2023-09,NUTS_PROJ_V1
2043,SI879,3,15-19,M,EU,12046,11479,11179,11746,1.69,7.5,-1801,5366,URBAN,30.25,31.9,75.4,2026-12,REG_DEMO_MODEL_B
2046,AT1,1,40-44,F,NATIONAL,12453,12268,12084,12402,1.48,14.21,-3219,5271,RURAL,43.03,39.7,76.2,2026-03,EUROPOP2024
2049,LU961,3,65-69,T,UNKNOWN,12670,20793,20454,20954,1.28,9.85,-1415,8234,INTERMEDIATE,24.43,40.8,81.0,2025-06,REG_DEMO_MODEL_A
2021,SI44,2,90-94,M,NON_EU,12135,12183,11928,12660,1.51,8.43,2331,5937,URBAN,36.03,36.2,76.8,2024-09,EUROPOP2023
2024,HR4,1,10-14,F,EU,12300,12889,12449,13214,1.15,13.48,-183,5467,RURAL,44.27,32.0,76.9,2023-12,NUTS_PROJ_V1
2027,IE811,3,35-39,T,NATIONAL,12554,12300,11896,12469,1.21,10.53,-3226,4642,INTERMEDIATE,42.44,45.6,79.2,2023-03,REG_DEMO_MODEL_B
2030,SE90,2,60-64,M,UNKNOWN,13275,12639,12216,12708,1.28,7.69,3053,4813,URBAN,33.9,47.4,75.1,2026-06,EUROPOP2024
2033,EE721,3,85-89,F,NON_EU,13198,12830,12734,13082,1.73,9.55,3049,5033,RURAL,36.54,39.2,82.0,2025-09,REG_DEMO_MODEL_A
2036,LT28,2,5-9,T,EU,14137,17880,17712,18306,2.06,13.36,-2097,7511,INTERMEDIATE,44.89,38.6,77.6,2024-12,EUROPOP2023
2039,LU980,3,30-34,M,NATIONAL,14086,17838,17723,17941,1.96,11.41,6783,7293,URBAN,28.88,49.5,75.2,2024-03,NUTS_PROJ_V1
2042,HU16,2,55-59,F,UNKNOWN,14239,18114,17644,18799,1.36,10.04,7777,7061,RURAL,41.22,30.3,82.0,2023-06,REG_DEMO_MODEL_B
2045,GR15,2,80-84,T,NON_EU,14385,16796,16173,17374,1.3,11.72,372,6795,INTERMEDIATE,20.33,38.3,83.2,2026-09,EUROPOP2024
2048,ES6,1,0-4,M,EU,14624,11176,10860,11618,2.13,12.15,1634,4659,URBAN,37.78,41.0,82.1,2025-12,REG_DEMO_MODEL_A
2020,EE295,3,25-29,F,NATIONAL,14678,14678,14384,14919,1.54,10.43,4734,5500,RURAL,33.05,41.2,81.2,2025-03,EUROPOP2023
2023,RO32,2,50-54,T,UNKNOWN,14990,15120,14837,15348,1.7,7.12,-2406,7238,INTERMEDIATE,42.8,47.9,82.4,2024-06,NUTS_PROJ_V1
2026,BG804,3,75-79,M,NON_EU,15974,16771,16528,17243,1.7,14.31,4801,6703,URBAN,24.77,50.4,80.8,2023-09,REG_DEMO_MODEL_B
2029,DK4,1,100+,F,EU,15555,18019,17511,18572,1.66,11.72,5604,8752,RURAL,27.36,43.1,79.3,2026-12,EUROPOP2024
2032,BE58,2,20-24,T,NATIONAL,16485,19549,19391,20122,1.59,9.68,-2067,9030,INTERMEDIATE,32.69,39.4,79.0,2026-03,REG_DEMO_MODEL_A
2035,HU840,3,45-49,M,UNKNOWN,16302,19808,19470,19925,1.78,9.06,7783,9640,URBAN,34.58,45.1,81.0,2025-06,EUROPOP2023
2038,SI445,3,70-74,F,NON_EU,16472,17969,17584,18300,1.26,11.68,2151,7633,RURAL,37.4,33.2,82.8,2024-09,NUTS_PROJ_V1
2041,SI6,1,95-99,T,EU,16577,18594,17977,19333,1.14,11.82,214,7506,INTERMEDIATE,18.02,43.5,81.2,2023-12,REG_DEMO_MODEL_B
2044,FI6,1,15-19,M,NATIONAL,17311,16154,15537,16387,1.13,13.71,904,6387,URBAN,28.53,45.3,77.5,2023-03,EUROPOP2024
2047,IE86,2,40-44,F,UNKNOWN,17217,20827,20016,21022,1.41,11.06,7752,8256,RURAL,41.02,35.6,75.9,2026-06,REG_DEMO_MODEL_A
2050,DE8,1,65-69,T,NON_EU,17536,18505,18149,18724,1.49,13.11,-181,8687,INTERMEDIATE,24.66,50.0,81.2,2025-09,EUROPOP2023
2022,RO68,2,90-94,M,EU,18007,18270,17711,18611,2.05,13.5,-1813,7668,URBAN,42.34,42.0,75.1,2024-12,NUTS_PROJ_V1
2025,FI7,1,10-14,F,NATIONAL,17914,17464,16814,17967,1.46,11.0,535,6969,RURAL,43.17,33.7,83.9,2024-03,REG_DEMO_MODEL_B
2028,BG38,2,35-39,T,UNKNOWN,18148,17438,17091,17771,1.75,13.51,-1359,7783,INTERMEDIATE,34.41,44.4,75.1,2023-06,EUROPOP2024
2031,DE547,3,60-64,M,NON_EU,18881,23411,22887,23986,1.53,9.74,5581,9992,URBAN,25.1,38.1,82.9,2026-09,REG_DEMO_MODEL_A
2034,NL727,3,85-89,F,EU,18582,16250,15782,16608,1.85,13.19,-1327,8103,RURAL,26.28,43.1,83.2,2025-12,EUROPOP2023
2037,NL50,2,5-9,T,NATIONAL,19415,21265,20843,22060,1.22,10.61,2933,10052,INTERMEDIATE,23.38,47.5,77.5,2025-03,NUTS_PROJ_V1
2040,BG758,3,30-34,M,UNKNOWN,18991,18272,17565,18899,1.33,9.31,328,8284,URBAN,20.9,47.4,76.1,2024-06,REG_DEMO_MODEL_B
2043,ES302,3,55-59,F,NON_EU,19221,25213,24527,26121,2.0,10.57,3593,12191,RURAL,39.57,39.4,77.3,2023-09,EUROPOP2024
2046,NL802,3,80-84,T,EU,19266,31263,30303,32345,1.87,11.82,-3213,14220,INTERMEDIATE,38.78,31.8,82.2,2026-12,REG_DEMO_MODEL_A
2049,GR19,2,0-4,M,NATIONAL,19681,21905,21500,22741,1.23,11.44,2747,9153,URBAN,34.34,47.5,82.0,2026-03,EUROPOP2023
2021,CY855,3,25-29,F,UNKNOWN,19756,19719,19019,20400,1.68,13.42,706,8642,RURAL,42.04,49.6,79.9,2025-06,NUTS_PROJ_V1
2024,IT3,1,50-54,T,NON_EU,20934,22155,21600,22311,1.46,12.8,3297,9671,INTERMEDIATE,38.37,41.3,76.9,2024-09,REG_DEMO_MODEL_B
2027,PL41,2,75-79,M,EU,21133,20408,19943,20751,1.47,12.56,5966,9294,URBAN,35.07,45.4,78.4,2023-12,EUROPOP2024
2030,AT378,3,100+,F,NATIONAL,20872,23961,23268,24678,1.78,8.33,-2889,10826,RURAL,34.59,32.5,74.9,2023-03,REG_DEMO_MODEL_A
2033,HU244,3,20-24,T,UNKNOWN,21459,22265,21633,22482,2.04,13.62,-4298,10556,INTERMEDIATE,26.28,43.4,80.2,2026-06,EUROPOP2023
2036,RO49,2,45-49,M,NON_EU,21899,20858,20723,21058,2.07,13.62,-3104,8149,URBAN,41.45,31.5,74.1,2025-09,NUTS_PROJ_V1
2039,FR831,3,70-74,F,EU,21598,23483,22972,24121,1.57,12.54,6173,11343,RURAL,26.19,47.9,79.5,2024-12,REG_DEMO_MODEL_B
2042,CY8,1,95-99,T,NATIONAL,21892,22663,22248,23344,1.26,14.22,6310,8414,INTERMEDIATE,24.0,39.4,80.7,2024-03,EUROPOP2024
2045,CZ815,3,15-19,M,UNKNOWN,22201,29606,28725,30182,1.92,7.97,3442,11008,URBAN,37.0,49.3,77.0,2023-06,REG_DEMO_MODEL_A
2048,PT28,2,40-44,F,NON_EU,22972,38656,37821,39938,1.29,11.08,-3266,15364,RURAL,23.14,31.3,76.1,2026-09,EUROPOP2023
2020,LU52,2,65-69,T,EU,22396,22396,22005,22999,1.79,7.44,7096,11166,INTERMEDIATE,20.43,35.1,76.8,2025-12,NUTS_PROJ_V1
2023,RO358,3,90-94,M,NATIONAL,22663,22400,21937,22782,1.69,12.75,1619,9479,URBAN,20.35,39.6,82.3,2025-03,REG_DEMO_MODEL_B
2026,ES4,1,10-14,F,UNKNOWN,23671,23742,23178,24077,2.17,11.22,-648,10151,RURAL,28.23,48.1,83.9,2024-06,EUROPOP2024
2029,LU678,3,35-39,T,NON_EU,23333,22157,21340,22901,2.04,12.56,1265,8425,INTERMEDIATE,32.95,45.3,78.1,2023-09,REG_DEMO_MODEL_A
2032,CY214,3,60-64,M,EU,23812,28832,28403,29945,1.81,8.32,2490,11620,URBAN,23.35,46.5,81.6,2026-12,EUROPOP2023
2035,HU886,3,85-89,F,NATIONAL,24448,27118,26586,27430,2.02,7.22,-2022,12786,RURAL,33.57,41.9,80.5,2026-03,NUTS_PROJ_V1
2038,SI22,2,5-9,T,UNKNOWN,24508,25569,24699,25787,1.57,9.45,4587,12455,INTERMEDIATE,26.19,41.6,75.5,2025-06,REG_DEMO_MODEL_B
2041,DE277,3,30-34,M,NON_EU,24918,22426,22041,23089,1.37,11.33,3850,10468,URBAN,33.01,36.5,78.4,2024-09,EUROPOP2024
2044,PT628,3,55-59,F,EU,24750,32754,31974,33770,1.64,8.21,1440,14868,RURAL,43.43,42.0,76.7,2023-12,REG_DEMO_MODEL_A
2047,PL326,3,80-84,T,NATIONAL,24759,30154,29953,30830,1.89,7.87,2320,12447,INTERMEDIATE,40.89,42.2,74.0,2023-03,EUROPOP2023
2050,CZ6,1,0-4,M,UNKNOWN,25334,21948,21123,22100,1.37,13.76,2676,8668,URBAN,42.59,45.1,76.2,2026-06,NUTS_PROJ_V1
2022,RO6,1,25-29,F,NON_EU,25724,26598,25838,27270,1.71,13.86,-1019,12717,RURAL,18.76,44.2,84.2,2025-09,REG_DEMO_MODEL_B
2025,LT24,2,50-54,T,EU,25387,27187,26477,28075,2.05,11.11,-2162,13416,INTERMEDIATE,19.2,46.0,79.1,2024-12,EUROPOP2024
2028,DK942,3,75-79,M,NATIONAL,26330,30414,30139,31118,1.66,11.27,723,12271,URBAN,36.72,45.2,83.2,2024-03,REG_DEMO_MODEL_A
2031,PL91,2,100+,F,UNKNOWN,26433,28055,27114,28821,1.53,7.46,7297,10988,RURAL,39.97,30.8,74.2,2023-06,EUROPOP2023
2034,LT399,3,20-24,T,NON_EU,26309,25256,24588,25454,1.73,12.96,254,12161,INTERMEDIATE,19.79,47.5,75.7,2026-09,NUTS_PROJ_V1
2037,SE101,3,45-49,M,EU,26465,34755,34058,36058,1.2,12.84,5533,14456,URBAN,39.04,45.3,80.2,2025-12,REG_DEMO_MODEL_B
2040,BE539,3,70-74,F,NATIONAL,26856,32717,31514,33108,1.4,13.51,3378,15324,RURAL,34.53,34.1,74.1,2025-03,EUROPOP2024
2043,IE178,3,95-99,T,UNKNOWN,27175,42626,41044,43863,1.65,11.57,-3114,20282,INTERMEDIATE,19.31,33.2,75.6,2024-06,REG_DEMO_MODEL_A
2046,FR573,3,15-19,M,NON_EU,27212,23714,23484,24599,2.16,10.08,7331,9631,URBAN,19.44,42.7,81.8,2023-09,EUROPOP2023
2049,ES747,3,40-44,F,EU,27341,22615,22013,22810,2.1,7.31,5117,9027,RURAL,30.06,45.2,80.9,2026-12,NUTS_PROJ_V1
2021,BG127,3,65-69,T,NATIONAL,28447,28614,27907,29006,2.12,12.6,-1493,14123,INTERMEDIATE,33.44,39.1,77.5,2026-03,REG_DEMO_MODEL_B
2024,DE355,3,90-94,M,UNKNOWN,28299,27228,26309,27984,1.83,9.26,3535,13137,URBAN,38.64,35.9,75.1,2025-06,EUROPOP2024
2027,SK72,2,10-14,F,NON_EU,28291,26496,25953,26994,1.68,13.91,-4857,11023,RURAL,26.82,32.8,80.3,2024-09,REG_DEMO_MODEL_A
2030,HR47,2,35-39,T,EU,28634,26924,26638,27615,1.87,9.75,733,10747,INTERMEDIATE,40.67,31.4,81.8,2023-12,EUROPOP2023
2033,HR83,2,60-64,M,NATIONAL,29170,25609,25418,26378,1.73,9.59,7766,10300,URBAN,31.41,30.4,75.0,2023-03,NUTS_PROJ_V1
2036,FR73,2,85-89,F,UNKNOWN,29742,31508,30404,31875,2.13,11.12,3841,13962,RURAL,26.29,49.4,76.2,2026-06,REG_DEMO_MODEL_B
2039,CZ63,2,5-9,T,NON_EU,29027,27827,26786,28689,1.27,8.06,2894,10496,INTERMEDIATE,29.41,37.6,75.7,2025-09,EUROPOP2024
2042,LT84,2,30-34,M,EU,29486,34171,33136,34540,1.78,10.32,6821,12775,URBAN,29.64,48.1,74.2,2024-12,REG_DEMO_MODEL_A
2045,HU833,3,55-59,F,NATIONAL,29733,25515,25262,26116,2.14,7.8,233,11689,RURAL,41.33,47.4,81.2,2024-03,EUROPOP2023
2048,FR84,2,80-84,T,UNKNOWN,30407,23096,22738,23911,1.14,7.44,-4724,9499,INTERMEDIATE,42.52,38.5,79.2,2023-06,NUTS_PROJ_V1
2020,IE5,1,0-4,M,NON_EU,30936,30936,30187,31548,1.97,11.67,1076,13392,URBAN,36.28,51.0,77.9,2026-09,REG_DEMO_MODEL_B
2023,SK75,2,25-29,F,EU,30685,32115,31893,32558,2.03,8.03,-886,13823,RURAL,18.07,30.9,74.6,2025-12,EUROPOP2024
2026,BE19,2,50-54,T,NATIONAL,30621,33268,32535,33479,1.13,13.84,7984,14535,INTERMEDIATE,24.21,39.4,76.9,2025-03,REG_DEMO_MODEL_A
2029,LU6,1,75-79,M,UNKNOWN,31715,29690,28670,30374,1.7,10.88,6907,12024,URBAN,30.09,33.1,74.3,2024-06,EUROPOP2023
2032,LU26,2,100+,F,NON_EU,31737,29258,28438,29466,1.19,10.81,1694,12627,RURAL,24.66,39.7,76.4,2023-09,NUTS_PROJ_V1
2035,LT94,2,20-24,T,EU,31331,41590,41109,42216,2.17,14.15,3061,18817,INTERMEDIATE,39.63,33.7,81.4,2026-12,REG_DEMO_MODEL_B
2038,SE221,3,45-49,M,NATIONAL,31525,26559,25901,27016,2.05,12.07,2320,11556,URBAN,29.6,35.3,74.3,2026-03,EUROPOP2024
2041,HU68,2,70-74,F,UNKNOWN,31873,36776,35734,38246,1.98,12.83,4944,16117,RURAL,40.21,49.3,78.6,2025-06,REG_DEMO_MODEL_A
2044,GR4,1,95-99,T,NON_EU,32260,46279,45868,47217,1.26,9.65,-3951,19549,INTERMEDIATE,40.43,44.7,79.0,2024-09,EUROPOP2023
2047,NL780,3,15-19,M,EU,32282,25796,25004,26299,1.21,14.24,5270,10692,URBAN,38.39,46.7,74.5,2023-12,NUTS_PROJ_V1
