demo_migflow_move_year,demo_migflow_origin_lgd_code,demo_migflow_destination_lgd_code,demo_migflow_move_type_code,demo_migflow_age_at_move,demo_migflow_household_size_at_move,demo_migflow_primary_reason_for_move,demo_migflow_housing_tenure_before_move,demo_migflow_housing_tenure_after_move,demo_migflow_distance_km_estimate,demo_migflow_commute_change_minutes,demo_migflow_income_bracket_before_move,demo_migflow_income_bracket_after_move,demo_migflow_education_level,demo_migflow_citizenship_status,demo_migflow_foreign_born_indicator,demo_migflow_interstate_flow_count,demo_migflow_intrastate_flow_count,demo_migflow_survey_weight,demo_migflow_data_collection_wave
2021,76322929,42019180,INTRASTATE,11,3,Climate,Rented,Employer,1818,157,gt_10L,6L_10L,Primary,Foreign_National,Y,755,222,4.46,W3
2025,44386655,95707820,INTERSTATE,35,5,Housing,Employer,Owned,1280,127,3L_6L,lt_1L,Graduate,OCI,Y,4501,490,1.454,W3
2018,46489860,95849323,INTERNATIONAL,64,9,Education,Employer,Other,613,56,gt_10L,6L_10L,Postgraduate,OCI,Y,3506,1500,4.013,W2
2017,59387584,44598847,INTERNATIONAL,54,4,Employment,Employer,Informal,63,-52,1L_3L,3L_6L,Primary,Indian_Citizen,Y,1847,409,0.362,W4
2019,80671858,84258330,INTERNATIONAL,29,8,Marriage,Informal,Owned,1975,154,6L_10L,3L_6L,Postgraduate,OCI,Y,713,2952,4.364,W2
2022,63374378,31293972,INTERNATIONAL,89,2,Employment,Other,Employer,571,-25,3L_6L,3L_6L,No_schooling,Indian_Citizen,Y,4141,4906,2.17,W5
2016,78602560,48649199,INTERNATIONAL,33,9,Family,Owned,Informal,1218,27,6L_10L,3L_6L,No_schooling,Other,Y,3064,3662,1.246,W4
2019,21847928,88535427,INTRASTATE,67,7,Housing,Rented,Rented,2586,95,gt_10L,lt_1L,Primary,Foreign_National,N,2574,1711,2.238,W2
2024,77307836,82859691,INTERNATIONAL,22,3,Employment,Owned,Other,1657,34,6L_10L,1L_3L,No_schooling,Foreign_National,Y,3109,4500,0.464,W5
2021,35950501,95895327,INTRASTATE,31,9,Education,Rented,Other,661,4,3L_6L,lt_1L,Postgraduate,Foreign_National,N,1971,231,4.182,W3
2016,78788777,90282056,INTERNATIONAL,67,5,Employment,Other,Employer,2943,62,gt_10L,3L_6L,Graduate,Indian_Citizen,Y,771,4972,1.395,W3
2017,22378114,57735136,INTERSTATE,49,5,Housing,Employer,Employer,283,49,3L_6L,lt_1L,Postgraduate,Indian_Citizen,N,3895,165,3.85,W3
2024,64397721,25701371,INTERNATIONAL,66,9,Other,Other,Rented,1790,-2,lt_1L,1L_3L,Primary,Foreign_National,N,482,863,3.431,W4
2022,36583951,47751497,INTERNATIONAL,61,2,Other,Employer,Informal,1752,78,lt_1L,6L_10L,Primary,OCI,N,4110,3064,3.444,W1
2018,13557519,12130202,INTRASTATE,72,3,Family,Other,Rented,2764,68,lt_1L,1L_3L,Graduate,Foreign_National,N,1419,2225,1.868,W2
2023,73534782,25686919,INTRASTATE,39,2,Marriage,Rented,Rented,1169,162,gt_10L,3L_6L,Graduate,Indian_Citizen,N,2143,4658,0.819,W4
2018,77036780,91026734,INTRASTATE,33,9,Employment,Informal,Owned,2333,156,1L_3L,3L_6L,Primary,Foreign_National,N,764,148,2.82,W1
2019,28888510,17368437,INTERNATIONAL,82,2,Housing,Owned,Employer,200,95,3L_6L,lt_1L,Primary,OCI,N,1769,2869,0.243,W5
2016,86677564,39852718,INTERNATIONAL,81,2,Family,Employer,Other,1125,-34,1L_3L,6L_10L,Secondary,Indian_Citizen,N,787,2942,2.518,W4
2020,55845703,52261776,INTERNATIONAL,82,5,Climate,Owned,Employer,1163,-10,gt_10L,1L_3L,Higher_secondary,Foreign_National,N,2935,1439,1.931,W2
2019,62831630,86218390,INTERSTATE,11,1,Climate,Owned,Rented,1743,167,6L_10L,6L_10L,Higher_secondary,Other,Y,2286,2150,4.223,W4
2024,70010960,20645363,INTRASTATE,19,10,Employment,Rented,Rented,1608,146,1L_3L,1L_3L,Higher_secondary,Indian_Citizen,N,1188,3595,3.279,W1
2017,11116941,20428956,INTERSTATE,40,6,Family,Other,Employer,2123,26,gt_10L,6L_10L,Higher_secondary,Foreign_National,N,2879,880,0.733,W4
2017,99555726,27982332,INTERSTATE,6,1,Housing,Other,Other,4,99,lt_1L,lt_1L,Graduate,Indian_Citizen,N,2832,3062,3.773,W2
2017,79053727,77331453,INTRASTATE,25,10,Climate,Employer,Other,2594,47,gt_10L,1L_3L,Higher_secondary,OCI,Y,945,4763,0.27,W5
2017,40908254,56133536,INTRASTATE,55,5,Climate,Informal,Other,2766,150,gt_10L,gt_10L,No_schooling,Foreign_National,Y,2128,1881,3.851,W2
2024,29121371,58063508,INTRASTATE,79,10,Employment,Owned,Informal,898,70,lt_1L,1L_3L,Secondary,Foreign_National,Y,3220,1176,2.786,W1
2020,31851679,58047985,INTERSTATE,72,10,Climate,Other,Other,795,43,gt_10L,1L_3L,Primary,OCI,N,3554,2153,4.081,W2
2025,30206758,57935529,INTERSTATE,2,6,Climate,Other,Rented,1918,-23,6L_10L,3L_6L,Higher_secondary,Foreign_National,Y,4577,2158,0.394,W5
2024,53172834,46107713,INTERNATIONAL,20,8,Climate,Employer,Employer,1801,22,1L_3L,gt_10L,Postgraduate,Foreign_National,Y,342,2090,4.092,W3
2018,13851601,90879446,INTERNATIONAL,46,1,Employment,Other,Informal,2898,140,6L_10L,1L_3L,Higher_secondary,Foreign_National,Y,2011,3358,3.154,W1
2024,94765329,32542997,INTRASTATE,79,4,Education,Other,Owned,129,8,lt_1L,lt_1L,Higher_secondary,Foreign_National,N,4349,888,4.678,W2
2025,79068878,81134290,INTERSTATE,47,4,Education,Owned,Rented,116,132,3L_6L,6L_10L,Graduate,Indian_Citizen,N,816,4932,0.124,W2
2020,69564204,10139734,INTERNATIONAL,37,10,Family,Informal,Owned,1774,143,lt_1L,lt_1L,Higher_secondary,Indian_Citizen,N,152,2379,2.753,W5
2016,81344489,88241795,INTRASTATE,81,9,Housing,Other,Other,2497,128,3L_6L,gt_10L,Primary,OCI,Y,805,4508,1.37,W1
2021,96992781,36694562,INTRASTATE,58,9,Marriage,Owned,Other,2370,-26,6L_10L,6L_10L,No_schooling,OCI,Y,1107,4742,4.349,W5
2025,49742988,22356622,INTRASTATE,61,9,Marriage,Informal,Owned,2603,33,gt_10L,gt_10L,Postgraduate,Foreign_National,N,3292,1413,4.699,W3
2021,72959892,14963767,INTERNATIONAL,62,8,Housing,Rented,Rented,1132,110,lt_1L,gt_10L,No_schooling,Other,N,3214,712,2.005,W4
2019,56166531,12546470,INTERSTATE,68,5,Other,Employer,Rented,2808,65,gt_10L,6L_10L,Higher_secondary,OCI,Y,1809,1473,1.736,W2
2017,10955345,87977853,INTERSTATE,1,1,Housing,Other,Owned,684,129,lt_1L,6L_10L,Secondary,Foreign_National,N,2256,4590,4.482,W3
2016,86518647,73610960,INTRASTATE,54,2,Employment,Rented,Owned,636,-38,6L_10L,1L_3L,Secondary,Indian_Citizen,N,455,18,1.798,W2
2023,94268995,98184510,INTRASTATE,3,2,Other,Informal,Informal,2271,179,gt_10L,1L_3L,Postgraduate,Foreign_National,Y,2568,1734,0.585,W1
2018,48809746,53314792,INTERSTATE,31,4,Employment,Employer,Other,2776,20,3L_6L,1L_3L,Primary,Other,Y,4133,1126,3.185,W4
2025,76358901,48649199,INTRASTATE,15,9,Housing,Informal,Informal,1753,136,3L_6L,1L_3L,Graduate,Other,N,859,1999,0.468,W4
2017,50033271,49852714,INTERNATIONAL,48,8,Employment,Informal,Other,1987,5,1L_3L,gt_10L,Secondary,Other,N,2344,754,1.466,W1
2019,66860636,69428349,INTERNATIONAL,3,10,Marriage,Employer,Owned,1896,9,3L_6L,lt_1L,No_schooling,Indian_Citizen,Y,3554,2608,2.916,W4
2017,39537393,29766754,INTERSTATE,6,5,Housing,Owned,Rented,1653,125,lt_1L,3L_6L,Primary,OCI,N,673,1801,3.816,W3
2017,81390079,43814579,INTRASTATE,18,1,Employment,Employer,Rented,2345,-2,gt_10L,1L_3L,No_schooling,Other,N,4620,3360,3.202,W3
2021,25638988,88232906,INTRASTATE,20,3,Marriage,Employer,Other,2558,97,3L_6L,6L_10L,Primary,Other,Y,3214,2631,4.717,W1
2021,20458021,74771460,INTERSTATE,86,1,Housing,Informal,Rented,40,118,gt_10L,lt_1L,Higher_secondary,Indian_Citizen,N,4318,1569,4.263,W4
2022,12132445,97800945,INTRASTATE,29,3,Marriage,Other,Rented,1485,171,3L_6L,lt_1L,Primary,OCI,Y,90,3213,2.172,W1
2018,37483987,96833751,INTERSTATE,0,9,Other,Informal,Owned,66,131,1L_3L,lt_1L,Primary,OCI,N,3171,621,2.605,W1
2019,63512323,34324925,INTERSTATE,32,6,Education,Rented,Other,2391,-33,gt_10L,1L_3L,Primary,OCI,N,3094,4519,0.333,W1
2018,96147506,53141501,INTRASTATE,51,6,Housing,Employer,Owned,1563,112,1L_3L,gt_10L,Primary,Foreign_National,Y,3229,3983,4.665,W5
2024,75960005,76635429,INTERSTATE,13,1,Marriage,Employer,Other,688,113,lt_1L,3L_6L,Postgraduate,OCI,N,3912,2759,2.398,W4
2016,46856306,29771020,INTERNATIONAL,24,2,Other,Other,Other,587,76,lt_1L,gt_10L,Higher_secondary,Indian_Citizen,N,1800,1631,4.478,W3
2019,61528773,59553653,INTERNATIONAL,12,1,Climate,Employer,Employer,997,56,lt_1L,lt_1L,Secondary,Foreign_National,Y,1832,4060,1.239,W3
2019,19257147,43627427,INTERNATIONAL,38,1,Other,Informal,Other,656,98,3L_6L,lt_1L,Primary,Other,N,4429,1184,3.524,W4
2019,98412935,95771937,INTRASTATE,19,6,Family,Informal,Other,2157,84,6L_10L,lt_1L,Higher_secondary,Other,N,4619,4582,4.651,W2
2024,22052412,60134426,INTERSTATE,78,4,Family,Employer,Owned,1552,52,6L_10L,6L_10L,Secondary,Indian_Citizen,N,4438,293,3.736,W1
2022,48222124,41717559,INTRASTATE,3,7,Climate,Employer,Informal,1409,35,gt_10L,1L_3L,Higher_secondary,Indian_Citizen,N,4707,1739,0.573,W1
2023,38547947,31293972,INTERSTATE,65,5,Climate,Rented,Employer,1354,140,lt_1L,6L_10L,Higher_secondary,OCI,N,2574,1855,3.933,W1
2022,84304098,57079638,INTRASTATE,56,10,Other,Owned,Employer,1861,-35,3L_6L,6L_10L,Postgraduate,Foreign_National,N,831,3571,0.508,W4
2019,82366850,33322034,INTRASTATE,39,8,Education,Other,Other,73,26,6L_10L,gt_10L,Secondary,Indian_Citizen,N,1457,826,1.205,W3
2018,94239354,12546470,INTERSTATE,22,1,Education,Owned,Employer,2533,1,3L_6L,6L_10L,No_schooling,Foreign_National,N,4785,3084,2.08,W2
2019,72232940,43248330,INTRASTATE,13,8,Other,Other,Other,2364,46,lt_1L,3L_6L,Primary,Indian_Citizen,Y,2034,744,3.999,W4
2022,98232304,87244648,INTRASTATE,8,10,Family,Owned,Owned,1496,67,lt_1L,lt_1L,Graduate,Indian_Citizen,N,4506,3045,3.595,W1
2025,53802185,89200764,INTERSTATE,40,9,Climate,Informal,Employer,2307,117,3L_6L,lt_1L,Primary,Foreign_National,N,4362,3748,2.051,W2
2021,91972552,57476371,INTERNATIONAL,73,1,Climate,Owned,Owned,1124,54,6L_10L,3L_6L,Secondary,Other,N,4342,789,3.122,W3
2019,78222582,39813232,INTERSTATE,85,2,Family,Informal,Rented,691,139,6L_10L,3L_6L,Primary,Other,Y,2558,3832,0.962,W2
2019,95538237,78653226,INTERNATIONAL,14,10,Other,Other,Rented,1552,21,gt_10L,gt_10L,No_schooling,Indian_Citizen,Y,4197,2809,0.112,W4
2023,84515927,13149315,INTRASTATE,30,3,Marriage,Other,Rented,591,119,lt_1L,6L_10L,No_schooling,OCI,N,515,942,4.833,W2
2023,93428000,84868996,INTRASTATE,35,6,Family,Other,Informal,821,162,lt_1L,gt_10L,Secondary,Foreign_National,Y,3153,2576,2.716,W5
2022,84134134,22022828,INTERNATIONAL,35,6,Housing,Other,Employer,535,-48,lt_1L,gt_10L,Postgraduate,Foreign_National,N,1651,3279,0.95,W2
2020,57272481,29559101,INTRASTATE,1,7,Marriage,Informal,Rented,43,6,gt_10L,lt_1L,No_schooling,Indian_Citizen,Y,2558,2867,0.799,W2
2020,70155180,39512091,INTERSTATE,20,9,Marriage,Rented,Owned,256,147,lt_1L,3L_6L,Higher_secondary,Foreign_National,Y,160,3834,1.125,W1
2021,51338226,56720326,INTERSTATE,10,8,Family,Rented,Owned,2010,70,lt_1L,6L_10L,Postgraduate,Other,N,3512,3875,4.65,W5
2023,87630370,59356383,INTERSTATE,50,3,Education,Other,Informal,1856,94,gt_10L,1L_3L,Graduate,Foreign_National,Y,4555,4982,1.619,W5
2020,79987646,21289718,INTERSTATE,82,5,Housing,Owned,Employer,1246,28,lt_1L,gt_10L,Postgraduate,Foreign_National,Y,1999,4573,0.565,W2
2018,36909769,20178067,INTRASTATE,52,8,Marriage,Owned,Rented,2031,83,6L_10L,1L_3L,Primary,Foreign_National,Y,3977,867,0.358,W3
2018,11463670,14543528,INTRASTATE,50,3,Marriage,Informal,Employer,1669,38,1L_3L,3L_6L,Graduate,Other,Y,3434,2842,3.998,W2
2020,31162731,25528762,INTERNATIONAL,59,2,Employment,Other,Rented,1256,66,1L_3L,1L_3L,Secondary,Indian_Citizen,Y,4938,551,0.256,W4
2021,48298548,38606784,INTERNATIONAL,64,1,Climate,Owned,Other,1670,-17,1L_3L,6L_10L,Higher_secondary,Foreign_National,N,4750,2238,4.258,W3
2025,21365656,90207103,INTERNATIONAL,10,10,Other,Other,Employer,2994,61,1L_3L,3L_6L,Graduate,Other,N,3374,2721,0.834,W1
2019,26304342,65609159,INTRASTATE,36,10,Education,Rented,Rented,2861,-49,1L_3L,3L_6L,Higher_secondary,Other,N,3433,1452,1.621,W5
2025,99432570,59356383,INTERNATIONAL,51,10,Education,Owned,Other,1537,137,3L_6L,3L_6L,No_schooling,OCI,N,1079,4796,2.05,W1
2019,28760937,51280730,INTERNATIONAL,48,3,Family,Other,Rented,2697,101,lt_1L,1L_3L,Higher_secondary,Other,Y,4701,273,0.759,W2
2018,57869517,75192919,INTERSTATE,44,10,Housing,Rented,Informal,1356,115,gt_10L,6L_10L,Postgraduate,Other,N,3300,2914,1.463,W5
2023,76730328,35254031,INTERSTATE,3,9,Family,Other,Employer,1249,166,6L_10L,1L_3L,Primary,Indian_Citizen,Y,1063,4655,1.499,W4
2024,20609841,47120126,INTERNATIONAL,15,7,Other,Informal,Employer,2586,165,gt_10L,6L_10L,Postgraduate,Indian_Citizen,N,4941,448,4.02,W4
2021,50093578,64159595,INTERSTATE,36,10,Housing,Owned,Owned,306,15,gt_10L,gt_10L,Secondary,Other,Y,3691,4260,3.913,W3
2021,68303393,65462836,INTERNATIONAL,18,10,Marriage,Owned,Rented,1804,10,3L_6L,gt_10L,Higher_secondary,Indian_Citizen,N,3114,626,0.737,W2
2020,24781425,20612921,INTERSTATE,55,6,Marriage,Owned,Rented,328,148,lt_1L,gt_10L,Primary,Foreign_National,N,660,4645,3.947,W5
2023,28661300,93159541,INTERNATIONAL,21,1,Employment,Rented,Owned,145,-41,1L_3L,gt_10L,Higher_secondary,Indian_Citizen,N,4665,1986,0.491,W2
2025,65572719,82038354,INTERNATIONAL,47,3,Housing,Other,Rented,1111,132,6L_10L,1L_3L,Higher_secondary,Indian_Citizen,Y,878,3251,0.878,W2
2016,49470357,10451175,INTERNATIONAL,78,9,Other,Employer,Other,451,72,lt_1L,3L_6L,Primary,Foreign_National,Y,4350,4453,4.819,W2
2020,60706230,67288316,INTERSTATE,28,6,Family,Rented,Rented,1301,180,lt_1L,1L_3L,Secondary,Indian_Citizen,N,1274,4674,1.971,W1
2023,93163012,95770292,INTERSTATE,71,8,Education,Owned,Employer,812,147,gt_10L,1L_3L,Higher_secondary,Foreign_National,N,1166,3736,0.208,W4
2023,82611154,94056960,INTERSTATE,81,3,Other,Informal,Informal,1620,-39,lt_1L,3L_6L,Primary,Indian_Citizen,Y,1787,3642,4.017,W2
2024,74944988,39677632,INTERSTATE,50,6,Other,Employer,Rented,2850,86,gt_10L,1L_3L,Postgraduate,Indian_Citizen,N,3488,828,3.651,W5
2021,48706895,33702188,INTRASTATE,88,9,Employment,Other,Other,1928,7,1L_3L,1L_3L,No_schooling,OCI,Y,295,4309,4.716,W1
2025,19852344,59795926,INTERSTATE,83,10,Family,Other,Rented,327,-36,1L_3L,6L_10L,Graduate,Other,Y,4763,1181,0.777,W2
2024,20902366,43248330,INTERSTATE,41,5,Other,Owned,Informal,95,166,3L_6L,lt_1L,Primary,Other,Y,2004,2123,0.9,W1
2025,34960947,89333329,INTERSTATE,18,2,Education,Informal,Informal,372,-47,6L_10L,1L_3L,Graduate,Foreign_National,Y,258,4624,0.869,W2
2021,12430325,49748993,INTERNATIONAL,51,5,Family,Rented,Employer,2178,3,1L_3L,gt_10L,Primary,Other,N,3838,597,1.155,W4
2016,12972246,28430264,INTRASTATE,64,4,Housing,Informal,Other,576,93,gt_10L,1L_3L,No_schooling,Foreign_National,Y,1468,2377,1.125,W4
2018,88865385,83965177,INTERNATIONAL,75,1,Climate,Rented,Other,211,161,6L_10L,6L_10L,No_schooling,OCI,N,4486,254,4.45,W5
2021,46924910,48029923,INTERSTATE,53,10,Family,Employer,Informal,2902,177,lt_1L,6L_10L,Higher_secondary,Foreign_National,N,3586,2613,1.114,W5
2018,45950524,54066607,INTRASTATE,19,2,Marriage,Other,Informal,1349,12,3L_6L,6L_10L,Secondary,Foreign_National,Y,309,4385,2.417,W5
2021,86190315,98023670,INTRASTATE,11,8,Education,Other,Rented,446,154,lt_1L,lt_1L,Graduate,Foreign_National,Y,2416,3119,4.822,W5
2025,13684244,57415986,INTRASTATE,10,7,Marriage,Other,Informal,1405,122,gt_10L,3L_6L,Primary,Indian_Citizen,Y,4632,690,2.438,W3
2018,52943026,73766195,INTERNATIONAL,87,6,Employment,Other,Other,2371,99,lt_1L,gt_10L,Secondary,Indian_Citizen,Y,4950,2214,0.333,W1
2022,65894768,88718937,INTERNATIONAL,39,3,Other,Informal,Employer,2385,152,1L_3L,6L_10L,Primary,Foreign_National,N,258,1624,2.123,W3
2016,92868067,23351465,INTRASTATE,51,4,Employment,Informal,Owned,1296,52,3L_6L,lt_1L,Graduate,Foreign_National,N,4014,1638,0.359,W2
2020,49866161,43784067,INTERSTATE,54,4,Employment,Informal,Informal,2352,-39,1L_3L,gt_10L,No_schooling,Foreign_National,Y,3908,1758,4.443,W5
2018,63101485,68726205,INTERSTATE,7,4,Housing,Rented,Employer,2556,7,lt_1L,lt_1L,Secondary,Indian_Citizen,N,255,1259,4.696,W4
2023,47294485,64002625,INTERNATIONAL,7,8,Family,Owned,Owned,2921,61,1L_3L,gt_10L,Graduate,Indian_Citizen,Y,4589,2175,4.584,W5
2025,66868231,46806565,INTERNATIONAL,50,9,Family,Employer,Owned,2865,66,lt_1L,6L_10L,Higher_secondary,Indian_Citizen,N,2060,1804,1.293,W5
2022,25879204,23910865,INTRASTATE,83,9,Other,Employer,Other,2193,136,6L_10L,gt_10L,Graduate,OCI,Y,778,4617,0.925,W4
2017,49545206,51953290,INTERNATIONAL,31,2,Education,Rented,Owned,2422,-22,gt_10L,6L_10L,Secondary,Indian_Citizen,Y,4971,1847,0.417,W4
2023,76213469,33966831,INTERNATIONAL,83,1,Family,Rented,Employer,1060,86,3L_6L,3L_6L,No_schooling,Foreign_National,Y,2188,2177,1.316,W4
2025,22204024,30875061,INTRASTATE,60,5,Employment,Employer,Informal,817,126,1L_3L,6L_10L,No_schooling,Foreign_National,Y,2325,1007,1.783,W1
2020,90203360,57415986,INTERSTATE,53,5,Housing,Informal,Owned,675,100,lt_1L,gt_10L,Higher_secondary,OCI,N,4486,3344,3.001,W4
2020,69126523,83965177,INTERNATIONAL,48,5,Education,Other,Rented,2612,149,6L_10L,3L_6L,Primary,Indian_Citizen,Y,2229,1891,1.998,W4
2023,42458134,53443594,INTRASTATE,81,5,Marriage,Informal,Rented,1049,-17,6L_10L,1L_3L,Primary,Indian_Citizen,N,155,3853,1.838,W4
2019,30429929,36894235,INTERNATIONAL,44,3,Employment,Other,Informal,161,80,6L_10L,lt_1L,Higher_secondary,Indian_Citizen,Y,2195,1287,1.551,W4
2018,47008157,56635778,INTERNATIONAL,47,6,Education,Owned,Informal,2280,27,gt_10L,6L_10L,Secondary,OCI,N,1272,4592,1.555,W1
2019,19372532,77712408,INTERSTATE,48,6,Education,Other,Informal,1922,58,gt_10L,1L_3L,No_schooling,Foreign_National,N,683,3806,1.891,W3
2023,73251625,33292208,INTRASTATE,29,8,Education,Rented,Informal,2573,-43,6L_10L,6L_10L,Higher_secondary,OCI,N,4127,3360,0.56,W1
2019,50755986,51280730,INTERNATIONAL,27,7,Other,Other,Informal,1634,114,1L_3L,lt_1L,No_schooling,Foreign_National,N,2960,4626,2.517,W4
2018,38777028,51917081,INTERNATIONAL,8,6,Marriage,Informal,Employer,1605,29,3L_6L,gt_10L,No_schooling,Foreign_National,Y,4014,4502,0.659,W4
2023,69205999,45711057,INTERNATIONAL,24,6,Other,Owned,Informal,2882,-48,3L_6L,lt_1L,Primary,Other,Y,704,3389,4.396,W5
2018,15467118,74960121,INTRASTATE,46,6,Marriage,Informal,Other,803,176,1L_3L,1L_3L,No_schooling,Other,N,74,3215,3.36,W2
2021,49227305,52066785,INTERSTATE,17,4,Housing,Other,Employer,291,-52,3L_6L,gt_10L,Primary,Other,N,4005,2440,3.947,W2
2021,93476442,75386373,INTERSTATE,67,2,Other,Owned,Informal,2277,17,3L_6L,6L_10L,No_schooling,OCI,N,3653,3493,4.658,W3
2023,46109713,80878166,INTRASTATE,62,6,Other,Informal,Employer,2098,175,6L_10L,gt_10L,Graduate,Foreign_National,Y,2139,1762,4.202,W3
2019,99263090,47247925,INTERSTATE,71,6,Education,Informal,Owned,2680,-34,lt_1L,6L_10L,Postgraduate,Foreign_National,N,3160,2607,0.861,W5
2019,49995378,58697568,INTERNATIONAL,87,8,Employment,Owned,Rented,2165,166,lt_1L,gt_10L,Graduate,Indian_Citizen,Y,922,2496,2.654,W2
2018,13495703,22356622,INTRASTATE,13,4,Employment,Other,Rented,1980,111,gt_10L,lt_1L,Postgraduate,Other,N,2406,4716,3.864,W5
2016,58494017,41717559,INTRASTATE,55,7,Employment,Employer,Informal,89,-10,1L_3L,lt_1L,Primary,OCI,Y,4786,3526,4.612,W5
2019,59049114,11588238,INTRASTATE,85,10,Housing,Informal,Owned,101,154,gt_10L,lt_1L,Primary,Indian_Citizen,Y,780,231,0.417,W2
2018,16238908,74761139,INTERSTATE,73,1,Housing,Employer,Informal,522,133,6L_10L,lt_1L,Secondary,OCI,Y,1920,474,1.497,W2
2017,92099777,42417707,INTRASTATE,7,6,Climate,Other,Other,1267,62,3L_6L,lt_1L,Primary,Indian_Citizen,N,3979,4587,1.764,W4
2017,33200380,60854053,INTERNATIONAL,14,10,Employment,Informal,Employer,2047,144,6L_10L,1L_3L,Graduate,Indian_Citizen,N,1318,2502,4.799,W5
2023,75135645,54355681,INTRASTATE,62,1,Education,Rented,Informal,1260,3,6L_10L,gt_10L,No_schooling,Other,Y,3521,3171,4.941,W2
2024,28627882,22899016,INTERNATIONAL,78,3,Other,Employer,Employer,2906,148,6L_10L,3L_6L,Primary,OCI,N,1859,2091,3.07,W5
2018,19768929,82591854,INTERSTATE,16,8,Education,Other,Informal,1122,78,gt_10L,lt_1L,Graduate,Other,N,737,3274,4.569,W5
2025,16931066,87840110,INTRASTATE,70,10,Family,Employer,Employer,2363,103,3L_6L,1L_3L,Higher_secondary,Indian_Citizen,N,1586,4771,1.243,W3
2021,10338688,71922709,INTRASTATE,19,8,Employment,Rented,Employer,1124,132,1L_3L,1L_3L,Secondary,Foreign_National,N,149,4652,1.22,W1
2018,58494013,21819616,INTERNATIONAL,38,3,Marriage,Owned,Employer,1290,-18,lt_1L,3L_6L,Graduate,OCI,N,4929,2454,1.353,W3
2020,13096813,79512290,INTRASTATE,7,6,Other,Informal,Owned,1171,73,lt_1L,lt_1L,Secondary,Foreign_National,Y,1160,1694,2.628,W2
2016,51073646,98307489,INTERNATIONAL,71,8,Other,Owned,Owned,2832,68,gt_10L,1L_3L,Primary,OCI,Y,3147,3419,0.426,W1
2017,20144637,82057464,INTERNATIONAL,65,10,Climate,Other,Other,1333,-23,1L_3L,1L_3L,Primary,Indian_Citizen,Y,3042,1666,1.424,W4
2016,72370166,58063508,INTRASTATE,52,8,Employment,Informal,Informal,2845,-56,lt_1L,gt_10L,Higher_secondary,OCI,N,3871,807,2.312,W4
2020,28222676,40332231,INTERNATIONAL,24,10,Family,Employer,Other,1060,152,1L_3L,lt_1L,Secondary,Other,N,335,669,0.905,W5
2021,97333238,76120913,INTERSTATE,41,9,Marriage,Employer,Employer,336,28,gt_10L,1L_3L,Primary,OCI,Y,3466,3084,1.723,W5
2025,16687058,74334918,INTRASTATE,30,5,Marriage,Informal,Owned,1378,-11,gt_10L,6L_10L,Primary,Other,Y,1165,3975,3.193,W4
2018,83474484,38219731,INTERSTATE,42,3,Climate,Employer,Rented,661,95,gt_10L,3L_6L,Postgraduate,Indian_Citizen,N,2778,4747,2.552,W3
2024,96297611,10287643,INTERNATIONAL,77,5,Climate,Informal,Employer,2182,-27,gt_10L,gt_10L,Postgraduate,Indian_Citizen,N,4407,4277,1.454,W2
2020,44931007,28384743,INTERSTATE,81,2,Education,Employer,Rented,494,103,3L_6L,1L_3L,Secondary,Other,Y,3759,4171,1.115,W4
2022,28864769,70309543,INTRASTATE,26,8,Marriage,Employer,Informal,560,1,1L_3L,gt_10L,Postgraduate,Indian_Citizen,Y,4435,1984,1.109,W5
2018,15324600,60180415,INTERSTATE,34,4,Family,Rented,Employer,1431,131,3L_6L,6L_10L,Primary,Other,Y,580,3919,4.519,W1
2017,58876564,62075774,INTERSTATE,84,6,Family,Other,Informal,1010,172,lt_1L,1L_3L,Higher_secondary,Other,N,2459,4831,0.137,W1
2025,70566374,16505775,INTERSTATE,69,1,Education,Informal,Rented,2710,155,lt_1L,6L_10L,Primary,Foreign_National,N,1045,4847,3.029,W4
2023,36766139,57376479,INTERNATIONAL,44,1,Education,Other,Rented,1827,-10,1L_3L,3L_6L,Primary,Other,Y,916,617,0.257,W2
2017,46544964,44875483,INTERSTATE,78,3,Marriage,Employer,Informal,1021,74,lt_1L,lt_1L,Postgraduate,OCI,N,3350,3814,1.65,W5
2017,60857365,13624357,INTERNATIONAL,87,3,Other,Other,Employer,2741,178,1L_3L,6L_10L,Secondary,Other,Y,3165,4518,4.874,W2
2016,12242441,56577430,INTERSTATE,10,2,Family,Employer,Informal,1118,151,lt_1L,gt_10L,Secondary,Indian_Citizen,Y,1005,331,1.555,W3
2020,57005551,85976238,INTRASTATE,85,1,Marriage,Employer,Owned,642,-46,lt_1L,1L_3L,Higher_secondary,Indian_Citizen,Y,181,1666,3.744,W1
2016,61179498,92926021,INTRASTATE,6,1,Education,Informal,Rented,2231,108,1L_3L,1L_3L,Higher_secondary,OCI,Y,2340,3964,4.401,W3
2018,67578574,82391219,INTERNATIONAL,82,9,Climate,Rented,Other,2029,145,3L_6L,gt_10L,Graduate,Indian_Citizen,N,893,1842,1.807,W3
2024,75303321,72829950,INTRASTATE,86,1,Employment,Owned,Owned,2927,-25,3L_6L,3L_6L,Graduate,Foreign_National,N,4578,2780,2.433,W2
2022,68420658,33725149,INTRASTATE,8,9,Other,Informal,Other,1921,-10,1L_3L,lt_1L,Graduate,Other,N,2353,2576,2.562,W2
