soc_poverty_reference_year,soc_poverty_country_iso2,soc_poverty_region_nuts_code,soc_poverty_age_group,soc_poverty_sex,soc_poverty_equivalised_disposable_income_eur,soc_poverty_median_income_eur,soc_poverty_at_risk_of_poverty_rate_pct,soc_poverty_severe_material_deprivation_rate_pct,soc_poverty_low_work_intensity_rate_pct,soc_poverty_arope_rate_pct,soc_poverty_gini_coefficient,soc_poverty_in_work_poverty_rate_pct,soc_poverty_housing_cost_overburden_rate_pct,soc_poverty_energy_poverty_rate_pct,soc_poverty_social_transfer_impact_pp,soc_poverty_minimum_income_adequacy_index,soc_poverty_eurostat_table_code,soc_poverty_survey_weight,soc_poverty_data_extract_date
2010,ES,BG334,50-64,T,27840.71,26528.15,27.24,10.14,4.03,34.16,22.04,3.52,3.81,17.28,6.32,0.7347,ilc_lvhl11,3.0835,2024-06-14
2011,HR,HU185,0-17,M,7583.8,10028.52,20.38,3.55,14.57,23.9,27.25,13.85,15.56,17.63,13.57,0.8902,ilc_peps01n,3.4529,2024-08-08
2012,FI,PL84,25-49,F,11382.9,20622.65,24.96,2.69,16.21,30.46,35.23,12.86,13.48,19.22,4.35,0.416,ilc_li02,3.547,2024-08-31
2013,IE,MT2,65+,T,22658.28,21808.73,11.21,1.32,15.06,15.8,40.87,14.3,10.37,16.12,14.29,0.37,ilc_lvho07,3.4121,2025-04-29
2014,MT,SI164,18-24,M,15195.01,25990.95,13.95,6.94,3.98,19.75,32.06,13.38,7.09,17.04,4.94,0.4435,ilc_di12,0.8295,2024-02-23
2015,SK,SI68,50-64,F,27277.96,21605.58,13.2,2.31,5.09,13.71,40.45,12.66,9.58,10.23,7.79,0.2167,ilc_lvhl11,2.8702,2024-02-06
2016,BE,IT973,0-17,T,41809.63,31085.08,27.36,8.27,13.82,33.4,34.52,14.14,15.93,6.26,7.44,0.2051,ilc_peps01n,0.824,2025-08-23
2017,DK,HR195,25-49,M,26446.58,25992.63,6.24,11.54,12.68,12.5,39.97,14.19,11.77,14.46,8.45,0.5116,ilc_li02,0.8224,2024-11-08
2018,GR,HR2,65+,F,28149.9,23186.66,13.09,1.41,7.57,14.14,31.29,4.59,8.04,23.69,16.08,0.6987,ilc_lvho07,2.5104,2026-01-27
2019,LT,FI68,18-24,T,25996.79,23826.67,19.03,12.49,3.76,23.03,32.07,2.06,19.5,16.24,16.42,0.2254,ilc_di12,2.3371,2025-05-18
2020,PT,IE64,50-64,M,21367.13,25244.83,17.89,1.48,2.93,18.7,32.5,8.97,3.15,20.37,6.16,0.3434,ilc_lvhl11,0.3731,2025-04-11
2021,SE,CY1,0-17,F,6845.3,9816.39,10.04,7.96,6.26,13.8,26.23,7.84,3.54,11.48,8.24,0.5131,ilc_peps01n,2.6266,2024-08-22
2022,CY,SI517,25-49,T,35535.33,27078.25,29.53,1.95,14.17,32.82,25.98,5.3,20.78,5.64,6.45,0.8678,ilc_li02,0.782,2026-02-21
2023,FR,IT70,65+,M,24326.51,25795.55,29.36,5.87,11.98,34.32,39.93,3.68,3.72,1.85,15.07,0.6318,ilc_lvho07,1.4706,2025-03-01
2024,IT,PL925,18-24,F,23907.36,20668.32,21.89,10.78,8.81,25.45,24.71,8.41,4.03,4.4,6.35,0.848,ilc_di12,2.8632,2024-03-09
2025,NL,BE953,50-64,T,17899.36,13589.3,26.88,9.09,17.48,33.09,28.75,5.49,8.14,22.47,11.47,0.1937,ilc_lvhl11,2.0918,2024-07-15
2026,SI,EE6,0-17,M,39948.39,30394.48,6.17,9.94,12.45,12.94,25.9,5.71,16.65,9.5,6.55,0.3014,ilc_peps01n,2.6914,2024-02-23
2010,BG,LV7,25-49,F,40771.84,33606.28,6.46,8.27,5.48,8.35,35.99,12.13,8.71,4.68,12.37,0.6032,ilc_li02,0.7577,2026-01-11
2011,EE,SE2,65+,T,10594.05,14412.66,19.52,1.31,1.47,20.43,29.0,7.08,20.23,5.83,7.8,0.547,ilc_lvho07,1.7542,2025-01-05
2012,HU,RO866,18-24,M,31900.19,28349.35,18.12,11.97,13.76,25.07,35.38,5.9,14.46,5.12,12.69,0.3737,ilc_di12,1.1327,2025-07-20
2013,LU,ES958,50-64,F,24829.06,33387.98,10.18,10.55,14.84,18.38,20.74,10.03,16.16,18.35,9.65,0.4458,ilc_lvhl11,3.218,2024-10-27
2014,RO,NL783,0-17,T,21043.26,22742.82,27.19,9.05,16.19,32.64,37.62,10.04,14.2,22.24,3.34,0.632,ilc_peps01n,2.826,2025-06-25
2015,AT,BE545,25-49,M,15785.86,13585.72,12.62,5.28,7.4,15.84,41.17,7.61,11.69,15.13,6.09,0.3546,ilc_li02,2.1437,2024-11-28
2016,CZ,DK3,65+,F,13983.17,15784.49,23.76,1.54,5.32,28.09,34.17,8.64,20.9,8.03,3.17,0.7116,ilc_lvho07,0.6698,2025-06-12
2017,DE,CY47,18-24,T,37812.31,30837.62,18.36,11.37,9.48,25.07,24.33,3.6,7.72,8.38,4.29,0.82,ilc_di12,3.1074,2024-01-21
2018,LV,SE35,50-64,M,32918.95,33151.46,14.14,3.82,14.44,21.45,34.28,14.46,3.27,23.92,13.09,0.5493,ilc_lvhl11,0.4098,2024-08-26
2019,PL,SI21,0-17,F,25762.14,29003.29,30.48,9.41,6.55,36.43,37.37,12.5,3.31,17.16,6.9,0.6155,ilc_peps01n,1.3739,2025-04-20
2020,ES,HR18,25-49,T,7871.9,10430.09,31.87,5.65,7.17,34.45,26.01,14.75,15.29,1.91,4.91,0.3149,ilc_li02,1.7073,2026-02-04
2021,HR,GR937,65+,M,36487.83,28662.63,14.25,8.92,13.06,22.41,34.16,12.81,6.37,8.2,12.37,0.7119,ilc_lvho07,2.4667,2025-05-08
2022,FI,DE8,18-24,F,13689.88,12574.88,18.86,8.08,5.46,23.51,31.22,11.79,10.33,5.7,15.94,0.6802,ilc_di12,2.1247,2025-09-18
2023,IE,IE8,50-64,T,15000.81,23067.93,7.13,2.14,12.95,12.42,24.24,8.81,14.5,10.04,8.86,0.8761,ilc_lvhl11,1.1278,2024-01-23
2024,MT,BG19,0-17,M,19543.49,27812.42,21.88,8.8,11.2,27.98,35.94,7.78,7.89,11.71,11.47,0.1979,ilc_peps01n,3.198,2024-12-10
2025,SK,CY62,25-49,F,20112.81,32284.45,11.36,10.69,5.11,16.53,35.74,15.11,3.47,3.09,6.78,0.242,ilc_li02,2.4898,2025-08-22
2026,BE,AT7,65+,T,23871.01,29728.25,20.91,8.17,15.74,28.47,26.03,6.86,15.24,13.93,15.12,0.8921,ilc_lvho07,2.0849,2025-07-03
2010,DK,ES2,18-24,M,21444.07,20420.61,10.21,1.24,17.43,13.74,39.06,14.67,18.85,9.33,14.43,0.6197,ilc_di12,3.5709,2026-02-22
2011,GR,HU513,50-64,F,10134.97,9981.51,16.29,1.88,7.88,20.67,37.83,2.29,10.79,10.9,14.94,0.2877,ilc_lvhl11,2.8157,2024-11-03
2012,LT,PL38,0-17,T,11283.7,18238.1,17.01,9.65,5.24,20.37,28.46,5.7,3.57,6.92,12.54,0.5545,ilc_peps01n,2.2154,2024-01-10
2013,PT,CY438,25-49,M,22344.14,17747.24,19.46,8.72,1.34,25.07,29.32,15.17,7.96,17.52,14.48,0.5373,ilc_li02,1.8503,2025-08-22
2014,SE,ES13,65+,F,15202.73,12089.4,30.32,12.19,13.46,36.54,35.05,8.35,16.43,19.48,13.57,0.4303,ilc_lvho07,2.3712,2024-09-05
2015,CY,LV4,18-24,T,33370.04,25023.23,30.84,8.45,10.38,37.57,39.98,15.01,4.35,15.48,14.46,0.693,ilc_di12,3.4169,2025-07-17
2016,FR,DK69,50-64,M,29548.2,31858.69,22.95,6.33,15.89,28.51,27.91,2.8,4.81,9.58,12.08,0.5682,ilc_lvhl11,0.4793,2024-08-23
2017,IT,IT427,0-17,F,14837.01,23282.75,12.66,7.85,11.64,19.01,21.99,10.75,8.81,5.92,10.13,0.8515,ilc_peps01n,1.6214,2026-01-18
2018,NL,HR6,25-49,T,14554.34,18407.25,20.57,7.63,6.48,26.09,20.52,3.03,6.87,8.56,9.59,0.8403,ilc_li02,2.495,2024-09-26
2019,SI,DK50,65+,M,22757.88,17367.57,7.32,5.9,15.23,13.85,23.05,6.07,7.55,4.06,7.48,0.4194,ilc_lvho07,1.5572,2025-07-13
2020,BG,CZ820,18-24,F,13222.58,15959.98,25.96,4.58,12.07,31.7,40.84,11.28,11.66,19.21,13.84,0.9022,ilc_di12,0.8912,2025-04-20
2021,EE,PT64,50-64,T,12161.62,11654.82,6.34,3.56,10.33,9.31,27.19,6.31,12.04,3.65,7.6,0.1626,ilc_lvhl11,0.3943,2024-07-09
2022,HU,MT142,0-17,M,6714.45,10389.4,23.74,5.26,12.32,30.2,22.51,6.8,5.16,20.63,10.62,0.3466,ilc_peps01n,3.1877,2025-10-27
2023,LU,DK55,25-49,F,14031.01,16750.65,28.05,1.55,7.71,28.23,36.18,4.5,12.54,22.82,13.25,0.7476,ilc_li02,2.548,2024-02-06
2024,RO,DE834,65+,T,18425.46,21366.67,10.15,6.23,7.97,13.8,35.99,3.12,15.38,1.37,8.87,0.8011,ilc_lvho07,1.7905,2026-01-14
2025,AT,PT683,18-24,M,30120.79,22985.68,11.15,1.27,6.41,13.98,25.87,2.03,14.37,7.78,8.8,0.759,ilc_di12,2.1033,2025-05-02
2026,CZ,FI538,50-64,F,13776.76,13454.07,21.49,1.05,2.38,24.6,21.19,2.43,16.22,4.82,14.28,0.8223,ilc_lvhl11,3.0989,2024-12-27
2010,DE,AT616,0-17,T,32671.23,30913.29,29.79,8.71,10.01,34.01,32.85,8.52,14.58,23.29,8.09,0.3424,ilc_peps01n,2.5102,2025-11-24
2011,LV,PT320,25-49,M,17611.27,31791.25,28.1,8.96,3.09,33.73,41.22,11.8,3.16,3.98,6.84,0.4711,ilc_li02,3.2944,2024-05-19
2012,PL,FI408,65+,F,11618.87,13094.24,17.91,3.55,13.03,24.62,37.09,7.62,10.14,2.97,13.41,0.943,ilc_lvho07,2.5098,2024-11-23
2013,ES,LU770,18-24,T,17408.61,24093.43,28.66,4.18,16.67,34.65,27.14,2.24,8.07,21.22,11.39,0.6517,ilc_di12,2.6442,2024-05-21
2014,HR,CZ9,50-64,M,42522.03,33012.56,19.96,3.0,4.82,24.24,22.35,11.32,17.22,17.17,9.8,0.5704,ilc_lvhl11,1.6146,2024-05-06
2015,FI,IT793,0-17,F,26574.61,31223.71,10.64,7.56,4.44,14.5,28.84,2.67,7.21,15.46,11.74,0.6367,ilc_peps01n,1.062,2026-01-10
2016,IE,IT42,25-49,T,14242.62,17471.58,14.36,4.38,4.03,16.68,38.04,7.97,9.37,19.13,9.9,0.9289,ilc_li02,2.3501,2024-06-06
2017,MT,CZ29,65+,M,16614.51,22500.67,28.98,0.55,2.78,27.77,41.07,12.87,16.97,22.31,4.77,0.399,ilc_lvho07,1.1663,2024-09-29
2018,SK,FR169,18-24,F,18647.1,28153.37,9.55,11.45,6.59,13.8,41.07,14.78,10.79,14.9,11.64,0.4067,ilc_di12,0.4568,2025-06-06
2019,BE,AT479,50-64,T,17499.68,14325.74,25.2,10.68,8.75,30.2,39.46,8.24,5.55,10.81,13.87,0.5528,ilc_lvhl11,2.8437,2024-07-07
2020,DK,NL82,0-17,M,12576.04,11029.27,18.67,1.95,17.45,23.1,29.93,3.95,5.3,3.05,13.13,0.4457,ilc_peps01n,3.3903,2025-04-03
2021,GR,NL80,25-49,F,18983.77,31166.13,12.89,6.38,16.16,20.45,34.45,7.77,9.06,11.82,17.19,0.7658,ilc_li02,1.8046,2025-06-13
2022,LT,PT523,65+,T,27056.78,20744.39,14.82,10.21,11.2,21.08,22.35,5.99,18.1,18.74,11.13,0.2138,ilc_lvho07,2.0897,2025-07-06
2023,PT,LV272,18-24,M,18179.5,18938.6,26.76,1.91,5.21,27.76,22.02,12.5,18.4,23.71,8.26,0.3582,ilc_di12,3.3497,2024-01-22
2024,SE,EE207,50-64,F,20277.48,31987.16,31.31,3.59,8.4,34.18,20.42,4.6,15.98,10.6,11.81,0.9234,ilc_lvhl11,0.6666,2025-06-27
2025,CY,NL1,0-17,T,9885.73,17777.97,20.01,6.04,5.75,22.24,22.9,8.09,19.32,17.49,14.89,0.5405,ilc_peps01n,0.9356,2024-01-05
2026,FR,SE87,25-49,M,8873.94,15562.51,24.7,1.13,3.92,25.28,21.86,13.71,12.49,14.67,14.27,0.379,ilc_li02,2.6983,2026-01-18
2010,IT,BE711,65+,F,15664.08,17836.0,29.27,8.64,13.44,35.54,33.85,6.56,15.5,2.63,10.61,0.1518,ilc_lvho07,1.7946,2024-12-23
2011,NL,CZ18,18-24,T,17406.15,22170.8,11.91,1.67,11.67,15.75,36.69,13.98,8.38,20.28,8.12,0.1678,ilc_di12,0.9445,2025-01-27
2012,SI,BG16,50-64,M,20420.83,25191.93,26.43,8.26,8.07,32.06,28.98,5.9,16.73,1.52,6.57,0.699,ilc_lvhl11,0.7985,2024-01-09
2013,BG,BE420,0-17,F,19206.93,17702.56,6.51,6.8,14.26,12.43,32.3,5.83,16.07,10.29,13.72,0.5784,ilc_peps01n,0.9554,2024-07-11
2014,EE,IE156,25-49,T,15540.61,11857.3,7.39,9.47,4.73,10.49,39.8,11.78,11.74,15.19,3.94,0.598,ilc_li02,0.7725,2025-12-29
2015,HU,ES34,65+,M,15040.41,27148.57,8.56,1.44,17.13,12.56,26.41,8.33,16.02,17.54,10.43,0.3962,ilc_lvho07,0.4884,2025-02-15
2016,LU,SE64,18-24,F,8146.42,9835.54,21.16,5.56,7.06,26.14,30.37,4.36,11.36,22.17,9.77,0.5552,ilc_di12,1.906,2025-11-14
2017,RO,GR285,50-64,T,14611.66,14734.03,28.55,1.72,6.23,31.75,29.05,3.55,14.6,13.62,5.44,0.8434,ilc_lvhl11,0.7036,2024-03-25
2018,AT,IE173,0-17,M,17647.33,15766.35,10.81,3.44,9.47,12.95,39.84,15.23,20.59,20.28,11.6,0.9405,ilc_peps01n,3.1947,2025-04-16
2019,CZ,RO662,25-49,F,32178.97,29001.53,22.76,1.75,2.59,24.72,39.64,4.43,20.88,21.06,5.83,0.6805,ilc_li02,2.7674,2024-05-02
2020,DE,GR10,65+,T,23968.42,20463.33,19.82,11.24,1.41,23.06,24.86,5.46,3.24,10.31,8.39,0.5794,ilc_lvho07,2.594,2025-04-01
2021,LV,EE4,18-24,M,21844.93,27907.85,8.57,6.61,1.72,9.9,40.81,13.27,20.46,9.06,17.24,0.4767,ilc_di12,0.7231,2025-04-04
2022,PL,FI873,50-64,F,24992.68,24080.13,8.03,12.23,1.86,13.53,35.0,4.08,16.87,23.23,13.24,0.6049,ilc_lvhl11,3.315,2024-11-04
2023,ES,LU749,0-17,T,13479.71,22211.88,10.86,10.96,11.44,19.9,29.05,4.57,18.01,19.95,11.64,0.3665,ilc_peps01n,1.8381,2024-09-09
2024,HR,EE14,25-49,M,26304.96,25720.82,23.6,3.14,14.5,25.95,37.68,14.08,7.39,12.01,13.77,0.7573,ilc_li02,0.8381,2025-08-14
2025,FI,PL942,65+,F,12369.32,14646.19,12.44,4.79,7.94,18.16,33.42,8.57,7.37,20.82,15.82,0.8074,ilc_lvho07,2.6703,2025-04-04
2026,IE,CY917,18-24,T,44486.9,33445.94,29.83,0.81,14.32,31.4,26.84,10.02,6.89,2.52,10.58,0.8186,ilc_di12,1.8106,2025-07-16
2010,MT,SI7,50-64,M,33403.85,30001.43,20.8,3.67,3.58,20.86,34.96,15.52,17.36,7.2,9.66,0.1716,ilc_lvhl11,1.0069,2025-09-09
2011,SK,BE80,0-17,F,26250.3,24943.99,25.29,2.88,8.22,26.04,27.2,7.25,7.41,22.66,3.85,0.4577,ilc_peps01n,2.2269,2025-09-15
2012,BE,HU627,25-49,T,22074.91,17902.47,25.5,2.39,15.65,32.09,28.25,8.35,7.46,2.91,12.49,0.1984,ilc_li02,3.2701,2025-06-19
2013,DK,BE24,65+,M,20970.36,19810.39,30.34,9.04,1.48,31.98,29.62,11.52,16.84,2.08,13.03,0.8323,ilc_lvho07,0.8646,2025-11-17
2014,GR,FR369,18-24,F,38798.35,30335.3,14.87,9.94,4.0,19.06,31.84,11.13,20.68,1.88,4.69,0.6955,ilc_di12,1.0792,2025-09-29
2015,LT,MT50,50-64,T,30998.79,25070.82,11.07,1.67,17.66,16.31,38.04,4.15,3.08,15.14,7.58,0.3856,ilc_lvhl11,1.0658,2024-07-26
2016,PT,DE5,0-17,M,22766.94,29335.88,12.64,5.9,6.92,14.12,24.56,6.18,13.46,1.68,10.35,0.2816,ilc_peps01n,1.0092,2025-08-18
2017,SE,LV25,25-49,F,8036.88,12810.82,9.46,2.18,5.96,13.18,22.39,11.79,20.79,3.13,5.33,0.7371,ilc_li02,3.0333,2024-06-05
2018,CY,HU717,65+,T,18869.76,23575.05,28.04,8.02,4.94,34.18,39.36,11.45,9.7,2.49,13.2,0.7303,ilc_lvho07,1.5322,2025-04-10
2019,FR,DE875,18-24,M,19561.23,30001.61,27.57,10.44,5.78,33.99,30.2,15.46,7.34,15.81,13.41,0.2223,ilc_di12,2.2778,2024-10-11
2020,IT,HR347,50-64,F,24291.43,25964.21,17.32,12.0,11.83,26.19,31.73,2.4,5.67,22.81,14.47,0.9141,ilc_lvhl11,3.2263,2024-08-08
2021,NL,SK335,0-17,T,18704.59,25431.71,28.78,7.27,3.7,33.49,27.31,12.91,14.46,2.74,5.34,0.7269,ilc_peps01n,1.5427,2024-02-09
2022,SI,CY854,25-49,M,6626.7,11265.84,18.28,2.26,17.2,23.07,32.71,7.87,5.1,9.47,3.54,0.8433,ilc_li02,1.8801,2024-07-03
2023,BG,ES564,65+,F,18341.71,18637.86,24.48,3.92,17.94,29.08,29.51,12.67,8.61,9.96,11.03,0.7541,ilc_lvho07,3.5839,2025-08-10
2024,EE,BE71,18-24,T,10256.87,11749.32,17.48,5.12,8.73,20.43,36.78,5.98,4.37,12.29,3.05,0.7126,ilc_di12,2.7294,2025-10-14
2025,HU,DK85,50-64,M,16769.92,17605.76,18.3,0.75,6.14,20.46,30.41,10.4,20.8,20.11,13.51,0.9349,ilc_lvhl11,2.9403,2026-01-15
2026,LU,HR3,0-17,F,27971.25,33512.7,28.05,12.43,13.27,34.6,27.88,6.71,10.37,17.52,6.66,0.1809,ilc_peps01n,1.1799,2024-11-11
2010,RO,BG92,25-49,T,24321.15,30912.8,23.55,1.57,6.78,24.73,32.04,12.71,11.87,8.83,3.63,0.7421,ilc_li02,2.9647,2024-10-26
2011,AT,PT4,65+,M,27285.42,20327.29,22.22,7.8,11.72,26.31,29.61,13.98,6.68,15.21,5.67,0.2703,ilc_lvho07,3.123,2025-03-25
2012,CZ,HU861,18-24,F,7362.27,11091.76,7.25,6.92,7.28,9.35,27.86,13.38,6.34,20.58,11.05,0.8239,ilc_di12,0.9348,2025-09-29
2013,DE,HU4,50-64,T,21497.68,23515.04,12.39,1.04,7.93,14.24,21.94,15.56,14.17,19.87,17.4,0.7218,ilc_lvhl11,1.297,2025-06-19
2014,LV,FR8,0-17,M,12923.83,14885.07,10.85,0.83,8.54,13.31,28.88,5.94,20.42,21.87,15.42,0.5725,ilc_peps01n,3.0106,2025-03-05
2015,PL,NL937,25-49,F,14406.98,21361.52,12.41,4.13,10.07,15.98,34.63,14.02,17.46,6.15,6.73,0.5065,ilc_li02,3.1914,2025-05-18
2016,ES,SI6,65+,T,14493.09,14855.8,20.28,4.83,8.76,25.23,20.13,15.51,10.05,16.12,3.04,0.8165,ilc_lvho07,0.9966,2025-11-14
2017,HR,IE42,18-24,M,25322.02,32390.79,22.58,10.71,17.34,29.39,24.58,3.34,11.68,7.27,4.47,0.8937,ilc_di12,2.3693,2026-01-07
2018,FI,ES9,50-64,F,7587.0,13181.85,11.12,6.01,10.69,16.01,32.04,14.92,8.16,6.44,4.69,0.7765,ilc_lvhl11,2.6994,2025-11-27
2019,IE,FR5,0-17,T,16040.89,12646.64,21.72,4.15,12.4,24.34,22.95,10.58,9.86,3.06,10.73,0.4691,ilc_peps01n,2.4706,2025-05-03
2020,MT,NL6,25-49,M,17830.57,32167.07,26.51,8.56,14.95,31.16,28.07,9.11,18.21,11.87,15.46,0.2379,ilc_li02,2.3266,2024-08-16
2021,SK,DK6,65+,F,7959.31,12993.8,19.53,4.09,16.45,23.72,23.91,2.13,5.4,5.77,13.76,0.8196,ilc_lvho07,1.0497,2024-07-22
2022,BE,DE1,18-24,T,36062.02,29038.54,10.78,1.86,15.8,15.9,23.46,15.41,20.32,7.41,14.63,0.889,ilc_di12,3.204,2025-05-15
2023,DK,PT76,50-64,M,24037.78,19530.13,31.69,2.84,15.19,38.63,33.1,11.31,19.32,10.35,3.15,0.5671,ilc_lvhl11,2.1481,2025-07-03
2024,GR,AT1,0-17,F,16393.2,14980.78,25.94,10.68,4.51,30.3,27.62,9.21,10.53,7.26,13.08,0.5065,ilc_peps01n,2.478,2025-07-27
2025,LT,LV1,25-49,T,22154.16,27528.12,23.19,11.02,6.41,30.46,32.96,13.65,14.43,1.6,9.14,0.4245,ilc_li02,2.4156,2025-03-21
2026,PT,LV790,65+,M,22925.38,23360.83,7.14,0.77,3.72,10.19,35.29,12.75,12.52,8.04,14.48,0.2405,ilc_lvho07,3.1592,2026-02-04
2010,SE,NL76,18-24,F,12410.49,12343.24,21.76,4.16,4.62,24.66,38.19,7.88,14.2,13.71,7.5,0.7373,ilc_di12,2.231,2024-12-27
2011,CY,BE811,50-64,T,16380.27,14985.64,21.99,0.84,11.26,23.14,40.61,11.41,16.1,19.6,12.52,0.452,ilc_lvhl11,1.581,2024-01-17
2012,FR,AT83,0-17,M,20119.87,27674.74,25.71,3.63,6.53,30.91,30.5,12.21,12.67,11.19,15.82,0.363,ilc_peps01n,2.5203,2024-11-17
2013,IT,LV3,25-49,F,24520.48,20353.29,28.63,11.05,6.98,32.74,33.71,3.16,6.63,11.27,5.43,0.6905,ilc_li02,0.7127,2026-01-16
2014,NL,LV90,65+,T,20550.21,22975.26,27.23,4.31,11.25,33.83,23.31,12.81,19.36,12.65,7.99,0.3223,ilc_lvho07,2.8253,2024-11-29
2015,SI,CZ45,18-24,M,11476.97,10062.49,28.92,11.59,10.73,33.55,20.14,13.51,13.9,12.17,3.77,0.3165,ilc_di12,2.2417,2025-02-12
2016,BG,BG3,50-64,F,12821.79,18802.34,30.21,11.4,3.26,34.91,36.92,12.03,10.9,12.01,10.78,0.7508,ilc_lvhl11,1.2386,2024-01-20
2017,EE,MT803,0-17,T,16307.51,12246.38,22.1,10.57,9.93,28.22,23.58,13.91,8.33,16.52,5.29,0.525,ilc_peps01n,0.8556,2024-01-31
2018,HU,PL20,25-49,M,20017.62,31817.7,21.66,9.35,3.37,23.41,38.53,12.4,6.48,6.89,11.22,0.7464,ilc_li02,1.5832,2024-03-10
2019,LU,CY5,65+,F,7972.48,12290.65,11.62,2.91,11.34,17.5,39.16,14.2,10.82,5.57,4.77,0.8001,ilc_lvho07,0.562,2024-08-21
2020,RO,FI472,18-24,T,44234.65,32821.41,6.08,1.0,4.02,5.18,38.27,14.81,5.45,13.14,17.33,0.4176,ilc_di12,3.5277,2025-10-10
2021,AT,GR490,50-64,M,14187.1,15935.37,21.61,0.52,12.38,23.9,30.6,12.08,13.54,22.24,14.74,0.8286,ilc_lvhl11,0.4473,2025-07-30
2022,CZ,DK331,0-17,F,19797.33,32789.07,23.89,6.05,1.58,28.85,25.65,9.76,10.36,5.08,14.22,0.5868,ilc_peps01n,0.7989,2024-02-11
2023,DE,PT75,25-49,T,19660.17,25917.77,17.45,9.12,9.33,21.23,29.65,2.82,7.43,22.9,14.95,0.7289,ilc_li02,0.9025,2024-10-31
2024,LV,LV38,65+,M,34511.03,32454.43,29.24,9.67,17.26,37.44,26.78,7.73,15.62,3.17,4.51,0.8637,ilc_lvho07,2.8584,2024-07-17
2025,PL,LU53,18-24,F,9712.47,11269.9,26.39,11.69,2.58,31.28,38.86,9.23,15.22,19.79,8.66,0.8349,ilc_di12,0.7595,2024-09-23
2026,ES,BG97,50-64,T,29977.21,29487.7,14.64,4.58,1.23,18.28,26.27,8.15,18.37,5.82,17.43,0.4308,ilc_lvhl11,2.4226,2024-04-03
2010,HR,SI389,0-17,M,29695.04,31450.05,20.0,3.74,3.58,20.53,20.88,12.45,3.95,18.56,11.85,0.8008,ilc_peps01n,2.6523,2024-08-31
2011,FI,FI488,25-49,F,25313.17,31848.07,26.57,10.54,3.65,31.77,26.58,9.53,16.94,9.0,7.48,0.222,ilc_li02,1.8618,2025-08-30
2012,IE,RO636,65+,T,26035.98,31470.19,8.27,5.47,10.6,15.11,35.84,6.37,15.13,19.68,17.93,0.8758,ilc_lvho07,3.293,2024-01-19
2013,MT,ES90,18-24,M,11672.79,16177.8,6.22,2.04,6.29,10.91,36.41,2.02,4.61,5.62,8.65,0.5157,ilc_di12,2.8273,2024-10-01
2014,SK,IT8,50-64,F,23778.01,22369.81,27.17,11.69,17.41,33.52,23.26,14.72,8.5,20.58,11.0,0.9175,ilc_lvhl11,0.553,2024-02-09
2015,BE,LU940,0-17,T,13774.49,12860.84,26.68,1.54,10.11,29.32,37.65,6.21,6.97,2.59,7.55,0.1873,ilc_peps01n,1.4086,2024-02-22
2016,DK,LU80,25-49,M,22822.21,22674.78,27.65,6.3,8.31,31.44,39.86,6.92,14.12,23.55,15.85,0.2285,ilc_li02,2.855,2025-08-20
2017,GR,PT66,65+,F,14846.99,13680.72,22.26,7.42,1.75,27.48,36.04,15.75,3.46,19.74,10.71,0.4942,ilc_lvho07,0.6343,2025-05-23
2018,LT,DK781,18-24,T,17173.03,14035.62,16.65,7.81,4.26,18.32,33.71,12.23,4.08,23.86,15.8,0.6854,ilc_di12,2.8569,2025-10-13
2019,PT,FR428,50-64,M,33384.69,25131.45,31.84,7.65,13.62,37.9,21.56,8.38,16.19,3.92,16.21,0.2397,ilc_lvhl11,0.8665,2024-10-21
2020,SE,EE34,0-17,F,18644.47,14561.54,12.74,1.75,3.28,14.61,26.35,12.44,17.85,20.72,4.23,0.508,ilc_peps01n,1.5804,2024-07-08
2021,CY,GR54,25-49,T,24738.05,30145.6,16.67,2.94,12.04,18.82,37.13,15.81,20.56,20.98,14.61,0.4657,ilc_li02,1.1142,2026-02-07
2022,FR,EE758,65+,M,10334.23,15541.43,13.45,4.07,11.53,16.87,33.54,2.53,6.36,15.61,13.46,0.5514,ilc_lvho07,0.396,2025-01-22
2023,IT,CZ23,18-24,F,20191.52,28325.71,21.93,6.23,3.91,23.23,37.89,4.11,16.95,10.25,10.76,0.748,ilc_di12,2.9656,2025-02-26
2024,NL,DE509,50-64,T,31126.13,27463.38,8.34,7.52,15.84,14.18,23.75,14.49,18.11,7.62,13.3,0.2056,ilc_lvhl11,3.1277,2024-06-16
2025,SI,SI15,0-17,M,29867.49,33566.69,14.43,11.83,14.45,19.89,30.96,14.04,11.16,5.13,13.67,0.3434,ilc_peps01n,3.5321,2024-08-28
2026,BG,BE372,25-49,F,16243.56,26433.7,23.43,7.2,11.5,27.12,39.51,12.66,12.63,21.13,9.19,0.3027,ilc_li02,0.7977,2024-12-26
2010,EE,HU2,65+,T,18556.79,27194.84,19.82,3.42,2.98,19.33,34.11,10.77,16.67,22.93,7.1,0.6464,ilc_lvho07,1.5352,2025-12-03
2011,HU,BG61,18-24,M,15812.32,16183.22,31.03,12.14,12.74,37.66,31.35,4.49,16.33,22.73,16.49,0.2514,ilc_di12,1.3449,2025-05-07
2012,LU,BG555,50-64,F,40300.33,33343.49,12.9,8.71,9.65,16.14,23.5,7.89,16.06,20.83,16.51,0.4533,ilc_lvhl11,3.1974,2025-11-03
