health_chronic_surveillance_year,health_chronic_small_area_id,health_chronic_condition_code,health_chronic_prevalence_rate_pct,health_chronic_incidence_rate_per_100k,health_chronic_hospitalization_rate_per_100k,health_chronic_mortality_rate_per_100k,health_chronic_comorbidity_index,health_chronic_risk_factor_smoking_rate,health_chronic_risk_factor_obesity_rate,health_chronic_risk_factor_diabetes_rate,health_chronic_physical_activity_rate,health_chronic_diet_quality_score,health_chronic_medication_adherence_rate,health_chronic_preventive_screening_rate,health_chronic_avoidable_ed_visit_rate,health_chronic_healthcare_access_barrier_index,health_chronic_socioeconomic_deprivation_index,health_chronic_age_adjustment_standard,health_chronic_confidence_interval_width
2015,SA0001207,ASTHMA,34.89,590.75,529.35,661.52,2.48,15.06,12.05,10.37,76.36,1.2,88.79,20.57,322.91,0.6579,0.6812,2000_US_STD,2.385
2017,SA0001208,ASTHMA,12.96,1737.67,436.82,367.71,0.02,8.28,12.81,6.38,77.55,59.5,54.43,57.55,400.85,0.1297,0.2669,WHO_STD,1.078
2021,SA0001209,STROKE,16.75,925.33,389.45,87.07,2.58,17.92,31.67,9.34,64.43,20.8,84.96,86.3,552.49,0.8605,0.7478,2000_US_STD,0.717
2011,SA0001210,DEMENTIA,9.13,163.72,579.12,608.62,0.95,5.44,27.84,11.73,54.82,10.8,75.66,58.37,81.49,0.0826,0.2973,2000_US_STD,1.641
2016,SA0001211,CAD,37.05,474.41,334.35,621.22,2.5,16.5,14.08,6.12,50.07,24.4,74.78,51.99,241.61,0.5912,0.8266,2000_US_STD,3.915
2010,SA0001212,CANCER,3.71,1171.52,120.8,342.05,5.79,26.04,28.91,3.14,36.51,1.9,67.52,74.9,545.89,0.191,0.5052,2000_US_STD,4.886
2020,SA0001213,CAD,35.58,1200.68,544.57,874.27,6.78,25.36,35.13,3.54,67.03,6.4,86.22,27.09,302.06,0.8681,0.6027,2000_US_STD,3.886
2025,SA0001214,CKD,44.53,1017.96,733.11,259.53,1.11,21.35,27.88,13.45,44.23,34.0,66.28,45.2,802.64,0.9081,0.1426,WHO_STD,3.571
2015,SA0001215,DEMENTIA,31.22,1585.42,599.33,794.67,3.3,12.59,29.2,2.08,59.04,88.3,90.72,58.59,367.99,0.028,0.2217,WHO_STD,0.605
2021,SA0001216,DM2,43.13,1567.44,805.86,40.79,7.44,6.96,14.59,11.91,51.03,85.3,57.05,89.39,94.42,0.8888,0.6623,WHO_STD,5.291
2014,SA0001217,HTN,21.99,1320.33,1043.89,325.53,2.98,19.86,35.74,16.02,50.67,30.2,76.04,57.41,390.22,0.0912,0.757,2000_US_STD,1.541
2017,SA0001218,CKD,31.98,1321.67,507.0,277.77,2.61,5.07,26.57,13.54,55.8,3.9,80.49,65.83,624.74,0.9766,0.6442,2000_US_STD,0.656
2014,SA0001219,CAD,35.07,548.05,942.34,854.85,0.76,15.9,38.75,2.29,72.93,70.4,90.8,63.86,651.27,0.6106,0.1341,WHO_STD,4.664
2014,SA0001220,CANCER,11.92,1131.79,373.85,674.29,4.54,22.82,47.87,14.44,41.37,9.8,48.12,89.72,308.01,0.2258,0.8123,2000_US_STD,2.66
2024,SA0001221,CAD,32.22,280.56,992.73,684.55,4.54,24.14,13.55,10.11,44.92,34.9,91.92,30.57,726.34,0.818,0.0051,2010_US_STD,3.838
2019,SA0001222,CKD,28.77,288.0,749.85,281.71,0.01,15.08,12.56,14.1,73.32,43.7,73.18,42.74,226.29,0.5976,0.5992,WHO_STD,2.935
2011,SA0001223,CAD,8.86,1724.08,568.27,830.92,7.07,14.08,45.29,3.79,71.02,52.5,83.48,82.76,99.83,0.9825,0.4017,WHO_STD,3.04
2014,SA0001224,CKD,5.07,1675.63,254.14,523.72,4.63,16.88,38.21,13.34,41.69,90.0,71.8,48.55,630.35,0.6221,0.9866,2000_US_STD,4.775
2023,SA0001225,CAD,44.5,277.48,189.66,82.85,3.07,14.23,35.38,11.89,37.31,74.6,78.43,87.13,65.23,0.4711,0.2036,2010_US_STD,5.741
2022,SA0001226,ARTHRITIS,41.6,335.63,634.62,701.62,5.36,5.39,33.92,15.54,43.67,33.2,55.41,66.5,409.13,0.5074,0.9026,2010_US_STD,4.76
2021,SA0001227,CKD,29.35,843.25,1149.67,114.15,4.11,25.41,34.87,7.65,46.37,12.5,74.47,89.41,184.51,0.1273,0.4286,2000_US_STD,4.185
2020,SA0001228,DEMENTIA,3.57,1059.13,449.15,333.06,4.26,24.91,46.17,3.75,59.68,80.0,67.53,37.48,312.25,0.4713,0.084,2000_US_STD,1.238
2013,SA0001229,ARTHRITIS,33.83,1108.44,464.97,485.33,0.6,5.58,18.71,3.36,57.25,91.4,72.87,73.84,580.9,0.8848,0.8265,2010_US_STD,4.618
2011,SA0001230,ARTHRITIS,13.22,1514.77,309.8,422.39,2.25,26.31,14.95,16.51,41.42,14.8,60.48,82.95,500.25,0.1877,0.7266,2000_US_STD,3.796
2022,SA0001231,CANCER,37.82,415.72,436.74,283.2,6.27,22.91,24.19,6.65,30.4,13.3,70.73,50.11,281.35,0.9284,0.6519,2010_US_STD,5.931
2019,SA0001232,CANCER,32.55,826.79,114.79,21.85,3.44,7.5,45.38,7.2,54.61,38.1,90.72,52.59,376.21,0.0283,0.881,2000_US_STD,1.165
2014,SA0001233,STROKE,39.91,1188.61,15.59,512.44,0.49,4.3,36.66,10.97,73.79,36.8,57.48,25.12,286.28,0.7055,0.2042,2000_US_STD,3.631
2010,SA0001234,COPD,21.83,664.41,650.96,170.8,1.35,21.11,19.38,12.33,73.53,61.1,56.52,58.05,120.77,0.6054,0.9855,WHO_STD,1.787
2012,SA0001235,ARTHRITIS,37.75,1279.79,205.69,844.75,4.08,8.88,21.54,16.15,69.65,13.8,76.7,42.52,362.7,0.8761,0.9339,2000_US_STD,0.968
2021,SA0001236,CANCER,15.4,1758.49,667.48,878.68,0.59,16.12,28.08,17.38,63.97,58.9,56.2,40.3,878.72,0.4425,0.8143,WHO_STD,1.775
2013,SA0001237,HTN,6.24,222.08,1166.12,423.53,2.09,22.8,17.72,16.42,77.31,61.9,45.47,73.84,457.21,0.1214,0.1482,2000_US_STD,5.156
2023,SA0001238,COPD,21.66,598.42,170.84,714.65,6.26,11.28,41.84,9.53,32.41,37.0,67.22,64.94,484.81,0.299,0.4123,WHO_STD,3.609
2019,SA0001239,CAD,3.61,1297.09,665.65,38.62,0.09,20.69,45.49,10.59,47.51,94.8,52.81,21.15,615.58,0.9603,0.8951,2000_US_STD,1.177
2023,SA0001240,ARTHRITIS,13.36,218.63,36.82,336.6,3.98,3.87,30.62,4.0,45.91,45.2,64.0,36.17,530.2,0.6779,0.2391,2010_US_STD,3.696
2017,SA0001241,COPD,3.83,1321.71,645.17,746.92,0.08,24.9,41.59,2.78,38.06,84.7,81.14,26.13,260.8,0.9564,0.5394,2010_US_STD,5.686
2020,SA0001242,DEMENTIA,13.96,1587.61,723.52,331.33,4.96,25.13,43.56,2.55,63.14,19.1,65.5,48.89,627.0,0.7742,0.906,2000_US_STD,1.823
2015,SA0001243,ASTHMA,3.57,59.85,924.8,741.53,4.05,26.06,29.36,11.49,60.12,91.9,83.01,35.16,626.04,0.5871,0.3748,2010_US_STD,1.326
2020,SA0001244,ARTHRITIS,31.85,1046.27,524.5,603.0,4.46,18.8,38.3,13.9,61.12,4.0,81.81,50.61,801.07,0.2262,0.9717,2010_US_STD,3.708
2019,SA0001245,ARTHRITIS,5.48,1671.66,291.4,515.96,5.87,13.89,13.65,9.42,41.3,56.5,52.64,62.22,532.74,0.4591,0.766,2000_US_STD,3.026
2012,SA0001246,ASTHMA,23.72,402.17,558.56,465.77,4.08,20.16,16.07,17.12,50.24,67.7,91.26,21.49,291.31,0.492,0.0205,2000_US_STD,4.576
2012,SA0001247,COPD,9.25,123.87,793.03,835.38,7.05,19.47,14.65,5.59,54.19,61.3,78.02,49.79,710.02,0.2131,0.0408,2010_US_STD,2.289
2014,SA0001248,COPD,17.8,636.42,756.77,235.53,3.56,14.32,23.11,9.97,31.83,56.4,78.54,25.31,15.72,0.8576,0.519,2000_US_STD,0.72
2012,SA0001249,HTN,20.69,1587.27,415.82,217.7,3.09,19.97,18.23,2.04,38.72,38.8,78.04,39.81,662.07,0.5865,0.8658,2000_US_STD,2.167
2021,SA0001250,STROKE,35.77,255.08,823.11,547.32,7.33,7.23,27.13,10.62,36.02,29.2,85.23,62.29,513.12,0.2589,0.1199,WHO_STD,0.601
2013,SA0001251,CKD,22.83,1506.82,315.73,629.94,4.98,4.56,16.39,4.86,74.67,98.7,76.8,78.01,355.93,0.5147,0.2541,2000_US_STD,1.917
2024,SA0001252,HTN,38.95,1008.7,332.28,666.66,5.22,3.83,23.12,5.15,38.05,39.5,71.95,49.63,463.4,0.4867,0.2219,WHO_STD,2.3
2016,SA0001253,DEMENTIA,12.2,695.69,337.4,876.25,4.22,9.59,36.48,6.34,58.36,54.9,93.5,80.97,828.23,0.3592,0.8946,2000_US_STD,3.275
2023,SA0001254,ARTHRITIS,22.55,1102.89,479.74,346.19,0.2,22.16,47.76,8.26,64.99,45.1,70.87,43.56,118.07,0.209,0.3255,WHO_STD,5.989
2012,SA0001255,CAD,36.22,1378.5,184.38,268.39,4.98,18.9,20.86,3.65,54.73,83.2,50.49,82.55,722.37,0.8269,0.046,2010_US_STD,3.205
2014,SA0001256,STROKE,6.32,210.31,1012.55,378.87,7.85,18.05,24.95,4.81,43.82,24.4,47.24,85.9,860.01,0.8576,0.0591,2010_US_STD,2.341
2022,SA0001257,COPD,10.59,80.61,1019.09,638.25,5.93,12.04,44.76,3.14,76.39,6.8,52.07,22.79,387.68,0.6349,0.1308,WHO_STD,2.226
2022,SA0001258,DM2,34.8,1595.27,1102.04,151.96,0.07,26.19,14.65,16.35,57.07,15.7,50.82,68.25,743.56,0.5794,0.543,2000_US_STD,5.192
2023,SA0001259,DEMENTIA,9.69,1128.63,24.34,469.71,0.32,14.87,24.56,8.08,32.39,67.3,55.71,20.59,865.46,0.1457,0.8424,WHO_STD,3.86
2017,SA0001260,CKD,17.28,1696.61,64.96,892.27,5.94,9.8,15.27,17.71,48.53,88.1,75.51,26.16,253.58,0.7448,0.5781,WHO_STD,1.955
2013,SA0001261,CKD,37.6,475.37,901.69,496.0,6.69,23.23,46.55,9.96,58.78,6.0,46.24,22.51,488.07,0.1211,0.671,2010_US_STD,2.972
2021,SA0001262,CAD,15.33,1790.86,695.22,787.0,5.84,9.51,34.01,12.19,70.84,12.4,85.13,61.3,719.14,0.0057,0.2162,2010_US_STD,1.417
2019,SA0001263,STROKE,5.28,918.6,532.11,51.95,4.43,19.38,36.87,12.61,50.14,52.0,74.27,80.14,328.29,0.0352,0.8749,WHO_STD,3.698
2024,SA0001264,DM2,40.86,452.05,1020.77,893.24,5.98,12.33,31.07,13.41,40.64,3.3,57.87,50.14,824.12,0.8049,0.8491,2010_US_STD,1.657
2021,SA0001265,ASTHMA,12.74,528.24,241.27,845.93,3.85,27.2,18.59,9.68,36.21,12.7,88.37,56.26,195.88,0.1509,0.4936,WHO_STD,0.645
2021,SA0001266,STROKE,24.65,1666.96,661.21,725.34,5.65,10.72,44.29,11.76,32.26,15.4,85.65,56.08,446.51,0.8921,0.2065,2000_US_STD,5.069
2011,SA0001267,DM2,29.73,419.25,849.22,515.1,5.72,13.83,32.7,6.43,37.47,62.3,54.37,58.19,814.4,0.2835,0.3393,2010_US_STD,5.538
2014,SA0001268,ASTHMA,38.1,473.73,236.82,635.04,1.07,17.68,37.41,12.99,37.86,16.3,62.5,22.12,473.26,0.6835,0.4318,2010_US_STD,3.687
2014,SA0001269,COPD,44.48,366.78,551.51,861.04,3.0,16.46,30.53,7.19,50.5,58.0,91.55,74.07,331.31,0.8631,0.0345,2000_US_STD,2.871
2020,SA0001270,STROKE,8.89,1263.02,670.15,672.03,0.88,22.21,13.35,16.11,44.72,15.1,86.43,50.85,357.65,0.6082,0.8081,2000_US_STD,2.782
2012,SA0001271,CAD,19.34,1630.99,1115.79,12.64,7.28,18.27,14.91,6.88,59.37,2.8,49.02,84.97,715.77,0.8622,0.0447,2010_US_STD,1.77
2011,SA0001272,DM2,2.99,173.26,891.98,613.91,2.07,21.74,18.66,14.26,66.86,8.2,75.77,28.2,627.41,0.5921,0.2109,WHO_STD,4.722
2023,SA0001273,DM2,37.79,1720.71,709.86,116.58,4.22,25.61,14.27,7.22,33.66,83.2,92.92,49.87,333.81,0.8242,0.7513,2010_US_STD,5.593
2014,SA0001274,STROKE,16.92,765.38,626.42,317.97,7.0,10.33,20.92,4.53,58.82,61.6,71.25,43.02,196.84,0.4202,0.3008,2010_US_STD,1.064
2025,SA0001275,ASTHMA,44.0,1176.79,189.05,353.51,1.27,3.62,20.03,9.18,60.78,29.0,67.27,70.23,483.31,0.468,0.2511,2000_US_STD,5.08
2012,SA0001276,CANCER,24.91,181.67,331.01,654.62,6.65,13.06,23.32,13.07,51.26,10.0,93.88,72.76,631.63,0.7914,0.5261,WHO_STD,0.772
2021,SA0001277,DEMENTIA,22.92,873.96,621.49,421.97,2.48,22.62,14.38,14.56,40.46,47.1,64.32,58.6,231.63,0.8407,0.5611,2010_US_STD,2.278
2014,SA0001278,DEMENTIA,9.96,499.75,286.92,358.6,1.53,21.63,15.2,17.09,41.75,59.0,50.77,26.36,363.66,0.2681,0.3011,2010_US_STD,3.012
2010,SA0001279,ASTHMA,41.81,775.59,1123.6,176.06,4.99,3.74,44.69,14.53,61.63,77.8,70.18,43.59,163.51,0.6347,0.3041,2000_US_STD,3.269
2013,SA0001280,ARTHRITIS,35.11,243.95,470.13,517.73,2.44,7.68,28.68,17.73,32.99,38.4,80.29,22.6,288.57,0.3771,0.5024,2010_US_STD,5.543
2017,SA0001281,DEMENTIA,25.44,912.51,528.83,213.16,1.29,18.57,17.51,13.82,62.63,16.8,79.98,42.88,280.38,0.8655,0.2197,2010_US_STD,1.031
2018,SA0001282,CANCER,14.76,284.68,942.44,337.67,6.65,12.68,26.12,14.09,69.42,52.5,89.41,63.76,456.03,0.4643,0.6466,WHO_STD,5.145
2025,SA0001283,ARTHRITIS,17.73,1171.34,871.59,671.77,6.06,7.63,29.05,4.04,61.63,91.3,49.13,51.11,852.87,0.0657,0.8925,2000_US_STD,5.59
2011,SA0001284,STROKE,16.65,51.97,722.9,24.55,6.41,24.91,14.11,8.24,74.15,19.8,64.58,30.12,75.94,0.2121,0.921,WHO_STD,0.714
2018,SA0001285,ASTHMA,18.81,1796.26,1059.9,627.87,5.04,14.45,34.86,2.83,48.13,57.7,49.98,44.72,568.25,0.0717,0.1757,WHO_STD,2.973
2022,SA0001286,ASTHMA,11.59,1626.83,485.2,208.24,6.83,11.4,22.19,12.78,60.6,33.4,60.63,23.81,198.99,0.1331,0.4207,2010_US_STD,5.103
2021,SA0001287,ASTHMA,42.35,1106.51,1161.58,592.64,0.71,5.7,43.8,17.61,70.67,29.3,61.9,35.14,715.35,0.28,0.7504,2000_US_STD,3.789
2023,SA0001288,DM2,21.02,1102.5,989.43,870.8,5.03,20.91,45.25,11.81,44.2,21.3,64.99,73.17,240.38,0.4468,0.1819,2010_US_STD,2.701
2016,SA0001289,CAD,30.41,174.13,1115.9,338.12,1.96,12.3,34.0,15.23,55.55,45.3,68.22,80.49,18.15,0.6388,0.4046,WHO_STD,4.912
2018,SA0001290,CAD,29.23,714.69,715.6,402.36,0.18,16.65,40.23,11.34,45.72,75.6,62.87,77.08,360.95,0.8492,0.8802,2010_US_STD,0.33
2011,SA0001291,HTN,32.65,1272.74,480.19,154.41,4.64,17.43,33.04,17.22,76.93,86.0,73.7,88.23,640.93,0.2241,0.5988,2000_US_STD,2.741
2018,SA0001292,COPD,37.97,1314.37,349.86,282.12,4.15,7.65,14.44,5.52,67.34,10.1,74.59,76.22,382.76,0.796,0.3959,2010_US_STD,3.98
2024,SA0001293,DEMENTIA,1.49,368.27,486.77,567.63,2.05,25.55,39.39,16.36,73.45,74.5,47.41,73.6,586.23,0.729,0.5972,2010_US_STD,4.583
2013,SA0001294,CANCER,13.18,881.65,1170.43,295.27,2.35,5.47,17.73,3.02,60.24,98.9,60.93,23.36,719.61,0.8712,0.3498,WHO_STD,1.462
2014,SA0001295,ASTHMA,17.22,1434.78,129.53,551.96,5.93,16.11,47.18,10.02,38.1,60.3,78.22,45.81,716.81,0.0472,0.2792,2010_US_STD,3.031
2024,SA0001296,COPD,30.01,1019.42,698.36,880.42,6.53,24.02,12.07,13.54,59.12,62.5,51.16,65.68,139.46,0.8827,0.8103,WHO_STD,5.136
2025,SA0001297,CAD,8.78,1427.69,257.73,35.9,2.31,4.42,29.43,10.01,48.75,12.4,93.74,56.57,610.91,0.0852,0.4335,2010_US_STD,4.465
2023,SA0001298,DEMENTIA,8.57,894.78,297.35,356.12,3.52,23.93,21.1,11.27,75.67,3.4,70.22,28.85,580.71,0.8962,0.5876,WHO_STD,0.637
2016,SA0001299,ARTHRITIS,15.05,762.89,923.49,537.43,5.42,10.24,43.3,14.52,32.64,79.5,69.25,43.19,160.66,0.3267,0.2823,2000_US_STD,2.539
2025,SA0001300,CANCER,33.51,956.52,142.7,254.96,7.6,22.76,12.66,7.33,69.87,21.4,76.69,28.61,500.88,0.8103,0.0786,WHO_STD,1.097
2014,SA0001301,CKD,43.22,1003.89,594.66,348.68,1.6,6.47,33.38,13.58,32.75,75.3,67.27,43.33,466.44,0.7951,0.3076,2000_US_STD,3.519
2013,SA0001302,DEMENTIA,15.29,604.84,865.41,849.5,3.72,15.34,35.32,2.25,45.69,37.7,89.45,34.53,833.17,0.0227,0.6163,WHO_STD,5.661
2023,SA0001303,ARTHRITIS,20.23,1731.71,150.0,449.85,1.07,23.1,15.02,8.81,40.81,0.0,91.66,35.64,621.08,0.196,0.1584,2010_US_STD,1.268
2013,SA0001304,DM2,3.06,596.31,647.31,383.11,3.17,7.53,40.39,4.48,69.28,48.3,84.55,35.43,538.79,0.8936,0.108,2010_US_STD,0.905
2025,SA0001305,CAD,34.82,192.52,217.7,265.8,5.79,7.49,20.2,6.9,52.17,87.3,90.5,60.26,172.97,0.7401,0.4561,2000_US_STD,1.815
2012,SA0001306,CANCER,19.49,1104.88,904.48,631.49,6.6,24.27,22.78,11.33,37.83,17.1,53.24,31.27,157.92,0.4223,0.0332,2010_US_STD,5.258
2017,SA0001307,ARTHRITIS,32.39,1762.94,842.73,269.27,5.03,10.34,14.56,16.68,45.07,39.2,56.11,40.38,732.55,0.2365,0.9528,2000_US_STD,0.244
2024,SA0001308,ASTHMA,9.06,347.12,429.39,155.98,2.32,8.14,42.84,15.61,52.55,50.5,61.68,63.93,746.93,0.9276,0.5447,WHO_STD,3.554
2017,SA0001309,ARTHRITIS,37.4,375.43,495.07,224.35,6.4,15.79,14.82,14.27,69.13,76.4,79.33,36.56,574.87,0.5487,0.574,2000_US_STD,4.261
2022,SA0001310,ASTHMA,38.09,928.13,877.21,403.0,2.24,22.27,14.39,8.86,47.25,75.7,69.68,32.16,177.04,0.9972,0.8846,WHO_STD,2.385
2010,SA0001311,CKD,2.29,561.07,121.73,346.78,5.9,11.41,32.5,13.9,48.6,16.4,45.58,39.59,19.87,0.379,0.7833,2000_US_STD,5.912
2024,SA0001312,DEMENTIA,3.22,504.4,495.81,7.05,6.73,8.64,41.86,4.27,40.92,96.7,79.17,30.77,73.43,0.7398,0.9595,2000_US_STD,0.514
2013,SA0001313,CAD,23.42,824.84,917.42,526.62,6.0,3.85,20.88,9.58,51.33,2.7,48.07,36.79,290.86,0.68,0.583,WHO_STD,3.16
2018,SA0001314,DEMENTIA,17.94,977.85,639.21,394.8,6.96,15.07,43.21,6.86,51.18,77.1,51.07,26.4,674.51,0.7585,0.6296,WHO_STD,5.724
2025,SA0001315,CANCER,10.84,323.95,12.65,241.26,2.57,15.34,29.26,13.48,38.98,9.6,62.64,54.64,82.82,0.2754,0.1416,2000_US_STD,2.022
2010,SA0001316,ARTHRITIS,11.45,639.54,68.21,107.99,7.37,6.38,28.68,12.41,33.07,8.8,67.98,75.31,710.4,0.3939,0.1379,WHO_STD,5.452
2012,SA0001317,DEMENTIA,16.69,1775.45,875.2,787.41,3.69,19.62,35.35,10.42,50.18,45.6,45.31,50.32,86.3,0.2515,0.2707,WHO_STD,2.304
2016,SA0001318,HTN,38.5,875.36,1021.23,145.2,2.85,21.31,44.06,5.46,55.69,71.2,59.41,35.51,815.57,0.5133,0.6107,2000_US_STD,1.087
2017,SA0001319,CANCER,7.71,291.4,208.39,886.67,4.08,23.0,36.55,10.37,39.95,60.6,45.1,54.73,561.95,0.6203,0.0129,2000_US_STD,4.731
2015,SA0001320,DM2,22.47,846.2,246.61,148.96,3.36,23.71,29.53,11.64,49.3,4.7,56.48,39.8,824.56,0.9974,0.893,2000_US_STD,0.519
2020,SA0001321,DM2,37.78,1504.65,1070.26,533.98,7.01,20.25,14.32,12.9,43.46,68.8,83.7,48.08,232.24,0.7368,0.1185,WHO_STD,0.381
2015,SA0001322,CKD,2.85,1777.93,783.54,748.66,3.61,27.9,45.73,8.02,60.01,97.3,85.37,43.33,523.51,0.9386,0.5839,2000_US_STD,0.877
2025,SA0001323,CAD,32.64,123.56,296.25,500.04,2.75,12.86,45.61,17.75,62.25,80.0,88.05,76.44,291.96,0.2735,0.6505,2010_US_STD,2.306
2010,SA0001324,ARTHRITIS,33.78,893.1,1043.88,603.59,6.9,6.59,41.33,2.26,63.44,74.4,52.86,39.17,406.29,0.1381,0.0993,WHO_STD,2.118
2010,SA0001325,CAD,16.16,1104.9,571.02,6.41,3.58,18.2,45.63,5.31,55.41,18.7,76.32,49.39,113.64,0.4153,0.3743,2000_US_STD,0.476
2019,SA0001326,COPD,21.69,778.74,576.43,241.46,0.06,25.01,12.77,3.27,70.34,42.0,68.87,31.2,324.73,0.8196,0.8284,2000_US_STD,1.929
2019,SA0001327,CAD,34.77,157.22,1192.87,720.28,1.39,18.43,44.95,16.09,67.9,52.2,80.18,51.07,351.58,0.6877,0.6636,2010_US_STD,3.124
2020,SA0001328,CANCER,13.82,1137.35,787.1,152.79,7.15,4.0,16.68,17.65,72.95,22.6,62.39,80.41,740.06,0.1082,0.3596,2000_US_STD,5.274
2021,SA0001329,ARTHRITIS,1.64,574.34,791.34,468.5,7.41,20.76,14.05,14.46,35.18,31.1,48.61,31.1,237.82,0.7059,0.3827,2000_US_STD,5.807
2018,SA0001330,CANCER,17.31,1649.1,278.34,605.82,3.87,12.33,15.44,8.5,63.74,50.6,59.12,31.94,426.39,0.6378,0.7273,2000_US_STD,2.117
2024,SA0001331,COPD,18.14,1303.31,1164.58,528.77,6.43,19.1,19.5,12.53,43.77,68.9,57.66,82.29,44.19,0.769,0.0667,2000_US_STD,5.291
2014,SA0001332,ARTHRITIS,7.63,130.3,831.8,144.27,4.01,27.09,21.67,17.78,44.3,92.6,69.7,59.34,105.3,0.6483,0.3214,2000_US_STD,4.833
2015,SA0001333,CKD,40.69,1107.2,85.2,469.63,3.76,5.82,42.93,7.88,33.95,47.4,94.54,23.05,505.51,0.714,0.0037,2010_US_STD,1.566
2015,SA0001334,DM2,2.23,1028.0,346.71,28.04,4.0,16.66,26.58,6.62,30.54,53.8,66.05,28.65,721.08,0.1486,0.3855,WHO_STD,1.644
2012,SA0001335,DEMENTIA,15.7,987.36,345.87,417.73,0.8,14.03,18.68,10.64,59.86,50.7,74.85,80.65,271.24,0.0928,0.2606,WHO_STD,3.442
2014,SA0001336,DM2,23.31,875.83,157.19,163.07,6.43,17.42,29.34,6.16,42.95,34.4,76.26,89.23,33.34,0.1514,0.0219,2000_US_STD,0.68
2017,SA0001337,ASTHMA,21.12,1339.73,1020.84,786.83,1.86,16.59,38.16,5.89,38.77,6.4,53.96,30.92,266.87,0.2315,0.9434,2010_US_STD,3.807
2024,SA0001338,CAD,41.32,870.09,674.5,142.47,2.2,11.22,45.93,12.26,52.79,85.2,65.61,81.73,169.85,0.9212,0.976,WHO_STD,2.6
2024,SA0001339,CANCER,26.33,1278.41,376.95,90.05,2.22,4.28,23.49,13.87,53.7,63.8,69.93,20.53,473.89,0.844,0.8022,2010_US_STD,1.931
2020,SA0001340,COPD,34.82,255.44,429.0,827.2,0.24,27.57,39.39,11.6,66.26,1.0,51.11,59.19,303.48,0.5055,0.3257,2000_US_STD,3.237
2011,SA0001341,CANCER,38.94,1539.84,1055.22,215.03,4.48,3.14,36.45,4.78,42.05,36.1,87.23,38.08,732.95,0.0668,0.6546,WHO_STD,5.699
2017,SA0001342,CKD,35.76,1361.88,90.73,729.55,1.02,19.66,14.29,16.09,45.87,15.5,46.04,88.9,526.95,0.3694,0.7156,2000_US_STD,4.433
2024,SA0001343,DM2,7.61,538.22,887.66,388.73,2.98,18.63,47.08,15.28,41.58,54.2,46.81,73.89,255.67,0.4077,0.2153,2010_US_STD,5.9
2014,SA0001344,DM2,8.17,208.4,755.16,573.29,3.9,11.87,29.24,10.08,31.37,26.1,77.16,23.84,492.72,0.0335,0.0267,WHO_STD,2.878
2014,SA0001345,DEMENTIA,20.59,569.12,597.23,44.51,2.28,8.49,27.25,8.73,59.8,46.4,67.72,84.5,599.35,0.001,0.3759,2010_US_STD,4.397
2017,SA0001346,CAD,28.8,742.91,438.97,230.28,3.03,18.61,28.75,17.17,42.64,26.5,67.49,46.76,756.61,0.8341,0.7913,2000_US_STD,0.642
2022,SA0001347,CANCER,3.01,588.3,266.95,791.6,6.82,3.75,12.12,16.15,46.81,39.6,57.67,63.52,513.93,0.6807,0.4621,2010_US_STD,3.784
2024,SA0001348,ASTHMA,24.34,775.13,887.7,606.81,5.9,16.24,18.72,2.57,57.78,33.8,69.46,35.65,873.68,0.1219,0.8724,WHO_STD,1.053
2016,SA0001349,CANCER,41.39,1576.51,419.61,708.92,0.85,26.04,12.69,9.52,35.87,20.5,81.56,41.6,286.04,0.8068,0.545,2010_US_STD,0.749
2019,SA0001350,CKD,8.08,1517.68,847.08,515.13,2.0,12.36,24.79,13.44,35.9,26.8,59.27,36.85,241.76,0.7171,0.9784,WHO_STD,0.919
2025,SA0001351,HTN,26.74,1717.34,86.31,124.98,1.48,8.02,18.06,16.3,35.8,58.0,69.62,43.12,24.22,0.4766,0.438,2000_US_STD,5.008
2019,SA0001352,HTN,27.2,96.21,1063.65,832.34,5.05,3.39,43.86,16.19,60.66,29.4,92.84,60.24,594.8,0.9482,0.8879,2000_US_STD,1.07
2013,SA0001353,DEMENTIA,4.08,108.78,384.34,178.93,4.99,22.31,23.98,8.98,55.92,4.9,62.91,34.26,315.89,0.4913,0.2943,2000_US_STD,0.794
2011,SA0001354,ASTHMA,25.3,107.03,658.63,176.18,0.16,18.19,32.73,3.44,62.78,72.8,45.98,89.72,16.8,0.1629,0.108,WHO_STD,3.541
2022,SA0001355,CKD,44.47,404.72,1081.13,420.64,5.05,24.17,39.49,5.62,48.7,88.6,86.44,82.09,114.34,0.6254,0.4315,2010_US_STD,0.979
2010,SA0001356,CAD,21.01,254.64,104.23,839.42,3.7,5.88,31.32,3.11,64.04,41.5,84.5,81.04,212.25,0.0611,0.2223,2000_US_STD,2.765
2018,SA0001357,CKD,8.79,852.82,240.13,52.64,7.79,19.65,43.04,5.21,38.51,9.4,55.79,42.59,814.89,0.212,0.5254,WHO_STD,0.433
2010,SA0001358,DEMENTIA,30.59,937.75,167.49,59.2,3.66,13.73,44.01,5.32,56.69,81.5,71.96,34.84,129.43,0.9693,0.0392,2000_US_STD,1.513
2024,SA0001359,DEMENTIA,6.87,97.67,989.57,138.96,5.11,20.47,26.36,11.48,35.69,93.6,60.14,53.57,369.82,0.4732,0.7813,2010_US_STD,4.004
2019,SA0001360,ARTHRITIS,42.15,225.22,189.39,876.65,4.63,22.03,13.7,9.93,74.58,89.2,70.82,72.85,255.92,0.6871,0.6672,2000_US_STD,3.103
