health_pharma_reference_year,health_pharma_country_iso2,health_pharma_atc_code,health_pharma_medicine_type_code,health_pharma_authorisation_type_code,health_pharma_price_eur_pack_median,health_pharma_reimbursement_rate_pct,health_pharma_volume_units_sold,health_pharma_generic_share_pct,health_pharma_biosimilar_share_pct,health_pharma_shortage_reports_count,health_pharma_shortage_duration_days_median,health_pharma_htA_decision_code,health_pharma_time_to_market_days_median,health_pharma_parallel_trade_flag,health_pharma_joint_procurement_flag,health_pharma_clinical_trials_count,health_pharma_data_source_ema_flag,health_pharma_revision_round,health_pharma_data_extract_date
2021,CZ,V45FN95,ORPHAN,DECENTRALISED,99.85,48.91,13547319,78.35,12.6,323,104.05,POSITIVE,675.41,1,0,350,0,FIRST,2025-11-22
2022,DE,A52QA12,OTC,CENTRALISED_EMA,107.36,59.27,42559509,9.06,14.84,322,138.62,NEGATIVE,1036.27,0,0,118,1,FLASH,2025-09-06
2023,LV,B59BN29,VACCINE,NATIONAL_MA,215.66,16.62,22019011,37.45,16.58,215,154.05,NOT_REQUIRED,46.47,1,1,125,0,BENCHMARK,2024-09-05
2024,PL,C66MA46,BIOSIMILAR,MUTUAL_RECOGNITION,44.22,25.18,12295987,30.97,39.05,325,142.98,CONDITIONAL,521.85,1,0,282,0,SECOND,2024-06-22
2025,ES,D73XN63,GENERIC,DECENTRALISED,125.94,99.91,25190131,22.01,16.17,461,107.11,PENDING,36.37,0,0,215,0,FIRST,2024-11-27
2006,HR,E80IA80,BRANDED_ORIGINATOR,CENTRALISED_EMA,141.76,40.81,15568824,38.33,20.53,64,63.04,POSITIVE,749.93,0,0,348,1,FLASH,2025-03-17
2007,FI,F87TN97,ORPHAN,NATIONAL_MA,65.47,40.93,1224059,22.81,21.96,46,15.28,NEGATIVE,799.19,0,0,327,0,BENCHMARK,2025-10-13
2008,IE,G94EA14,OTC,MUTUAL_RECOGNITION,101.8,85.28,43097198,81.39,18.89,232,32.01,NOT_REQUIRED,427.38,0,0,237,0,SECOND,2026-01-01
2009,MT,H01PN31,VACCINE,DECENTRALISED,94.52,91.62,13817934,33.74,17.11,185,156.92,CONDITIONAL,252.5,1,0,615,0,FIRST,2025-07-31
2010,SK,J08AA48,BIOSIMILAR,CENTRALISED_EMA,204.57,22.28,5106630,25.46,21.3,272,9.37,PENDING,888.34,1,0,190,1,FLASH,2025-09-18
2011,BE,L15LN65,GENERIC,NATIONAL_MA,52.5,72.36,18881286,52.6,21.67,102,100.64,POSITIVE,500.79,1,0,98,0,BENCHMARK,2025-06-14
2012,DK,M22WA82,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,310.74,89.81,17374349,74.37,6.55,241,88.0,NEGATIVE,175.34,0,0,215,0,SECOND,2025-12-30
2013,GR,N29HN99,ORPHAN,DECENTRALISED,132.11,77.61,13525883,21.82,20.44,370,61.39,NOT_REQUIRED,472.89,0,0,0,0,FIRST,2025-09-25
2014,LT,P36SA16,OTC,CENTRALISED_EMA,115.16,26.17,45759342,41.17,9.53,182,164.65,CONDITIONAL,861.14,0,0,53,1,FLASH,2025-10-18
2015,PT,R43DN33,VACCINE,NATIONAL_MA,65.82,66.21,974428,85.41,1.5,232,184.84,PENDING,789.45,0,0,99,0,BENCHMARK,2024-10-02
2016,SE,S50OA50,BIOSIMILAR,MUTUAL_RECOGNITION,141.36,91.22,22040905,36.78,32.03,401,45.34,POSITIVE,149.14,0,0,82,0,SECOND,2025-08-13
2017,CY,V57ZN67,GENERIC,DECENTRALISED,71.17,65.43,16444862,79.76,13.63,406,159.72,NEGATIVE,439.19,0,0,257,0,FIRST,2025-06-11
2018,FR,A64KA84,BRANDED_ORIGINATOR,CENTRALISED_EMA,127.05,17.89,27695809,48.79,16.81,457,70.31,NOT_REQUIRED,179.6,0,0,144,1,FLASH,2024-07-23
2019,IT,B71VN01,ORPHAN,NATIONAL_MA,40.04,20.31,2978362,62.7,16.51,276,50.93,CONDITIONAL,245.85,1,0,458,0,BENCHMARK,2024-04-06
2020,NL,C78GA18,OTC,MUTUAL_RECOGNITION,256.96,82.81,33181364,48.54,5.37,361,199.25,PENDING,708.45,0,0,53,0,SECOND,2025-12-14
2021,SI,D85RN35,VACCINE,DECENTRALISED,220.98,52.5,26068970,16.11,21.77,696,64.25,POSITIVE,46.52,0,1,454,0,FIRST,2025-12-21
2022,BG,E92CA52,BIOSIMILAR,CENTRALISED_EMA,280.46,101.9,23624591,33.48,41.76,718,143.49,NEGATIVE,132.66,0,0,138,1,FLASH,2026-02-17
2023,EE,F99NN69,GENERIC,NATIONAL_MA,46.66,100.6,1140166,6.53,11.93,149,182.74,NOT_REQUIRED,240.79,1,0,104,0,BENCHMARK,2025-02-06
2024,HU,G06YA86,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,314.05,43.96,1038005,42.74,14.44,222,190.2,CONDITIONAL,704.7,0,0,463,0,SECOND,2024-10-21
2025,LU,H13JN03,ORPHAN,DECENTRALISED,276.0,33.4,4558184,13.9,17.56,579,199.85,PENDING,520.28,0,0,516,0,FIRST,2024-08-25
2006,RO,J20UA20,OTC,CENTRALISED_EMA,130.48,47.78,10985529,60.36,11.03,431,170.05,POSITIVE,474.11,0,0,55,1,FLASH,2025-12-01
2007,AT,L27FN37,VACCINE,NATIONAL_MA,144.56,26.93,23373431,64.66,19.66,438,86.51,NEGATIVE,701.53,0,0,332,0,BENCHMARK,2024-05-24
2008,CZ,M34QA54,BIOSIMILAR,MUTUAL_RECOGNITION,211.89,43.04,21118691,54.07,2.44,453,102.48,NOT_REQUIRED,759.19,0,0,7,0,SECOND,2025-04-11
2009,DE,N41BN71,GENERIC,DECENTRALISED,24.5,34.63,5270469,86.03,12.44,323,36.15,CONDITIONAL,178.64,0,1,26,0,FIRST,2024-04-05
2010,LV,P48MA88,BRANDED_ORIGINATOR,CENTRALISED_EMA,320.3,61.98,19074975,41.5,14.12,190,63.97,PENDING,753.31,1,0,82,1,FLASH,2026-02-24
2011,PL,R55XN05,ORPHAN,NATIONAL_MA,400.15,88.76,17015678,73.65,13.84,442,73.95,POSITIVE,399.58,0,0,545,0,BENCHMARK,2024-10-08
2012,ES,S62IA22,OTC,MUTUAL_RECOGNITION,272.92,89.61,34536634,48.3,15.69,432,43.59,NEGATIVE,561.09,0,0,282,0,SECOND,2024-12-31
2013,HR,V69TN39,VACCINE,DECENTRALISED,57.22,39.26,6326107,14.53,4.6,200,130.41,NOT_REQUIRED,480.44,0,0,326,0,FIRST,2026-02-10
2014,FI,A76EA56,BIOSIMILAR,CENTRALISED_EMA,164.1,54.02,16979086,40.41,18.61,227,4.43,CONDITIONAL,473.31,0,0,86,1,FLASH,2025-02-07
2015,IE,B83PN73,GENERIC,NATIONAL_MA,210.95,77.72,45775983,14.84,5.31,87,108.05,PENDING,368.79,1,0,57,0,BENCHMARK,2025-08-21
2016,MT,C90AA90,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,120.79,52.08,18963449,54.22,10.32,243,51.87,POSITIVE,487.52,0,0,323,0,SECOND,2024-04-27
2017,SK,D97LN07,ORPHAN,DECENTRALISED,432.56,50.5,15310258,29.59,14.78,12,45.68,NEGATIVE,105.3,0,1,499,0,FIRST,2025-02-05
2018,BE,E04WA24,OTC,CENTRALISED_EMA,310.25,48.8,4713513,7.19,18.7,348,196.65,NOT_REQUIRED,404.44,0,0,283,1,FLASH,2025-06-12
2019,DK,F11HN41,VACCINE,NATIONAL_MA,100.65,104.85,10944872,83.75,13.31,235,74.4,CONDITIONAL,415.51,0,0,571,0,BENCHMARK,2025-02-13
2020,GR,G18SA58,BIOSIMILAR,MUTUAL_RECOGNITION,196.51,40.59,3701461,24.8,26.98,711,168.55,PENDING,194.09,1,0,43,0,SECOND,2026-01-14
2021,LT,H25DN75,GENERIC,DECENTRALISED,207.82,59.49,27538418,60.16,5.66,722,60.43,POSITIVE,345.35,1,0,9,0,FIRST,2024-07-19
2022,PT,J32OA92,BRANDED_ORIGINATOR,CENTRALISED_EMA,328.88,53.59,2613304,63.52,10.88,399,198.19,NEGATIVE,643.23,0,0,41,1,FLASH,2025-04-23
2023,SE,L39ZN09,ORPHAN,NATIONAL_MA,373.45,81.94,3452310,61.73,4.89,330,142.93,NOT_REQUIRED,799.73,0,0,480,0,BENCHMARK,2025-09-22
2024,CY,M46KA26,OTC,MUTUAL_RECOGNITION,80.43,76.39,44235498,82.77,16.13,267,165.73,CONDITIONAL,547.13,0,0,61,0,SECOND,2024-09-09
2025,FR,N53VN43,VACCINE,DECENTRALISED,13.32,96.54,5698711,83.42,5.07,159,122.38,PENDING,274.03,0,1,146,0,FIRST,2024-06-22
2006,IT,P60GA60,BIOSIMILAR,CENTRALISED_EMA,45.01,32.36,8215133,33.48,8.35,197,105.37,POSITIVE,572.61,1,0,154,1,FLASH,2024-07-28
2007,NL,R67RN77,GENERIC,NATIONAL_MA,159.54,61.21,9965976,80.11,11.84,140,34.02,NEGATIVE,709.99,0,0,64,0,BENCHMARK,2025-09-03
2008,SI,S74CA94,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,110.85,35.42,13209076,49.79,10.84,204,17.14,NOT_REQUIRED,449.32,1,0,70,0,SECOND,2025-03-20
2009,BG,V81NN11,ORPHAN,DECENTRALISED,137.37,65.37,10255967,36.54,13.29,211,129.95,CONDITIONAL,300.28,0,0,87,0,FIRST,2026-01-25
2010,EE,A88YA28,OTC,CENTRALISED_EMA,91.32,91.68,9220605,76.86,21.39,119,85.99,PENDING,589.5,1,1,54,1,FLASH,2024-09-21
2011,HU,B95JN45,VACCINE,NATIONAL_MA,130.73,85.58,11120832,83.2,20.39,261,167.43,POSITIVE,353.31,1,0,274,0,BENCHMARK,2025-01-03
2012,LU,C02UA62,BIOSIMILAR,MUTUAL_RECOGNITION,27.31,52.92,18583424,65.91,43.43,192,122.17,NEGATIVE,471.16,0,0,53,0,SECOND,2024-02-09
2013,RO,D09FN79,GENERIC,DECENTRALISED,58.66,55.37,2031722,48.68,1.63,131,173.16,NOT_REQUIRED,39.2,0,0,276,0,FIRST,2024-06-25
2014,AT,E16QA96,BRANDED_ORIGINATOR,CENTRALISED_EMA,99.28,56.66,6538489,17.42,16.46,385,160.6,CONDITIONAL,1035.65,0,0,182,1,FLASH,2026-02-25
2015,CZ,F23BN13,ORPHAN,NATIONAL_MA,154.65,42.41,24108990,47.74,18.17,179,36.31,PENDING,204.21,0,0,145,0,BENCHMARK,2024-12-14
2016,DE,G30MA30,OTC,MUTUAL_RECOGNITION,89.7,79.97,44263689,22.52,16.12,339,56.47,POSITIVE,780.76,1,0,51,0,SECOND,2024-08-03
2017,LV,H37XN47,VACCINE,DECENTRALISED,162.7,39.64,22686516,53.32,6.66,29,134.73,NEGATIVE,440.88,1,0,71,0,FIRST,2024-12-01
2018,PL,J44IA64,BIOSIMILAR,CENTRALISED_EMA,256.85,37.49,20772893,34.77,48.11,312,53.96,NOT_REQUIRED,796.93,1,0,38,1,FLASH,2025-12-26
2019,ES,L51TN81,GENERIC,NATIONAL_MA,280.99,58.03,39853343,87.33,14.33,30,136.84,CONDITIONAL,44.28,1,0,171,0,BENCHMARK,2024-08-24
2020,HR,M58EA98,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,365.16,15.65,1314205,25.8,14.87,476,67.94,PENDING,316.07,0,0,163,0,SECOND,2024-03-07
2021,FI,N65PN15,ORPHAN,DECENTRALISED,388.93,22.82,15429713,44.37,20.78,543,197.29,POSITIVE,501.89,0,0,474,0,FIRST,2025-05-10
2022,IE,P72AA32,OTC,CENTRALISED_EMA,206.22,69.25,40363874,71.55,17.88,408,155.82,NEGATIVE,790.5,1,0,218,1,FLASH,2025-04-29
2023,MT,R79LN49,VACCINE,NATIONAL_MA,109.51,76.62,12474796,66.71,4.86,330,74.12,NOT_REQUIRED,327.17,0,1,488,0,BENCHMARK,2024-05-23
2024,SK,S86WA66,BIOSIMILAR,MUTUAL_RECOGNITION,302.4,19.95,17217062,64.99,38.0,48,45.34,CONDITIONAL,531.31,0,0,22,0,SECOND,2025-07-02
2025,BE,V93HN83,GENERIC,DECENTRALISED,86.93,85.54,27549876,47.48,11.81,6,60.44,PENDING,654.66,1,0,140,0,FIRST,2025-01-05
2006,DK,A00SA00,BRANDED_ORIGINATOR,CENTRALISED_EMA,327.38,36.2,4627733,63.6,5.12,444,184.32,POSITIVE,839.32,0,0,294,1,FLASH,2024-10-03
2007,GR,B07DN17,ORPHAN,NATIONAL_MA,93.23,64.27,8504714,62.89,19.32,119,137.34,NEGATIVE,218.97,0,1,40,0,BENCHMARK,2025-11-14
2008,LT,C14OA34,OTC,MUTUAL_RECOGNITION,12.46,84.58,9779647,33.91,11.23,36,73.7,NOT_REQUIRED,127.94,0,0,193,0,SECOND,2024-08-12
2009,PT,D21ZN51,VACCINE,DECENTRALISED,239.24,45.23,17869192,61.79,8.04,141,39.58,CONDITIONAL,149.99,0,1,131,0,FIRST,2025-09-20
2010,SE,E28KA68,BIOSIMILAR,CENTRALISED_EMA,6.07,42.75,6761912,70.45,18.4,79,95.2,PENDING,251.37,0,0,201,1,FLASH,2024-11-12
2011,CY,F35VN85,GENERIC,NATIONAL_MA,188.51,66.13,36770259,80.36,9.68,347,74.86,POSITIVE,729.44,0,0,256,0,BENCHMARK,2024-10-30
2012,FR,G42GA02,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,20.05,81.51,4188565,56.46,9.1,302,3.38,NEGATIVE,231.32,0,0,78,0,SECOND,2024-02-27
2013,IT,H49RN19,ORPHAN,DECENTRALISED,18.09,39.98,11624619,9.36,5.84,460,18.83,NOT_REQUIRED,204.69,1,0,150,0,FIRST,2025-04-16
2014,NL,J56CA36,OTC,CENTRALISED_EMA,262.01,70.17,28177871,19.71,11.34,405,54.92,CONDITIONAL,473.37,0,0,20,1,FLASH,2025-04-12
2015,SI,L63NN53,VACCINE,NATIONAL_MA,6.77,54.69,7325677,38.52,0.14,345,65.06,PENDING,665.16,1,0,384,0,BENCHMARK,2024-08-21
2016,BG,M70YA70,BIOSIMILAR,MUTUAL_RECOGNITION,158.64,64.68,20149354,49.18,41.46,226,191.88,POSITIVE,24.43,1,0,192,0,SECOND,2024-09-06
2017,EE,N77JN87,GENERIC,DECENTRALISED,4.66,86.94,34281463,62.81,0.36,454,172.63,NEGATIVE,384.38,1,0,129,0,FIRST,2026-01-26
2018,HU,P84UA04,BRANDED_ORIGINATOR,CENTRALISED_EMA,277.18,77.4,8380333,7.82,18.1,211,13.49,NOT_REQUIRED,185.33,1,0,200,1,FLASH,2024-01-05
2019,LU,R91FN21,ORPHAN,NATIONAL_MA,344.2,71.6,21093342,63.17,14.46,343,76.59,CONDITIONAL,340.56,0,0,29,0,BENCHMARK,2024-08-02
2020,RO,S98QA38,OTC,MUTUAL_RECOGNITION,104.79,83.87,26707814,54.23,14.79,149,136.14,PENDING,316.91,0,0,226,0,SECOND,2025-01-25
2021,AT,V05BN55,VACCINE,DECENTRALISED,8.23,84.85,5059910,44.84,20.18,21,9.23,POSITIVE,690.94,1,1,465,0,FIRST,2024-05-02
2022,CZ,A12MA72,BIOSIMILAR,CENTRALISED_EMA,250.2,45.93,1425911,80.89,34.05,54,38.84,NEGATIVE,1024.96,0,0,38,1,FLASH,2025-05-25
2023,DE,B19XN89,GENERIC,NATIONAL_MA,143.3,33.83,11511780,34.34,3.44,585,126.44,NOT_REQUIRED,601.46,1,0,44,0,BENCHMARK,2025-10-06
2024,LV,C26IA06,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,338.15,78.27,22040624,10.48,12.44,691,106.66,CONDITIONAL,597.26,1,0,471,0,SECOND,2025-08-18
2025,PL,D33TN23,ORPHAN,DECENTRALISED,46.74,48.5,5676606,42.59,0.43,637,131.62,PENDING,557.71,1,0,566,0,FIRST,2025-11-22
2006,ES,E40EA40,OTC,CENTRALISED_EMA,308.79,34.88,19751983,65.74,15.16,221,115.77,POSITIVE,416.63,0,0,13,1,FLASH,2024-10-20
2007,HR,F47PN57,VACCINE,NATIONAL_MA,158.46,105.5,2114098,21.36,15.01,357,67.42,NEGATIVE,264.26,0,0,429,0,BENCHMARK,2025-10-18
2008,FI,G54AA74,BIOSIMILAR,MUTUAL_RECOGNITION,224.07,55.93,3397045,38.09,7.56,435,96.94,NOT_REQUIRED,791.26,0,0,232,0,SECOND,2025-01-25
2009,IE,H61LN91,GENERIC,DECENTRALISED,40.65,45.44,21411440,60.47,1.84,160,176.23,CONDITIONAL,799.61,1,0,260,0,FIRST,2024-02-18
2010,MT,J68WA08,BRANDED_ORIGINATOR,CENTRALISED_EMA,127.98,55.41,4534508,34.67,0.78,261,100.16,PENDING,732.87,0,0,447,1,FLASH,2024-11-10
2011,SK,L75HN25,ORPHAN,NATIONAL_MA,382.79,90.58,26347187,7.0,12.62,277,68.9,POSITIVE,343.57,0,0,636,0,BENCHMARK,2025-12-14
2012,BE,M82SA42,OTC,MUTUAL_RECOGNITION,291.8,16.63,21261085,65.76,3.83,136,192.01,NEGATIVE,80.77,0,0,209,0,SECOND,2025-04-19
2013,DK,N89DN59,VACCINE,DECENTRALISED,93.2,20.88,11520907,24.69,2.27,363,44.99,NOT_REQUIRED,131.91,0,0,217,0,FIRST,2024-02-29
2014,GR,P96OA76,BIOSIMILAR,CENTRALISED_EMA,67.15,25.78,24615368,45.49,50.7,335,91.99,CONDITIONAL,468.79,0,0,270,1,FLASH,2024-07-26
2015,LT,R03ZN93,GENERIC,NATIONAL_MA,73.28,56.37,3426052,23.39,11.86,452,17.54,PENDING,135.67,0,0,158,0,BENCHMARK,2024-04-26
2016,PT,S10KA10,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,43.67,81.59,115590,54.99,6.72,162,185.05,POSITIVE,739.56,0,0,428,0,SECOND,2024-09-03
2017,SE,V17VN27,ORPHAN,DECENTRALISED,114.3,60.55,26977895,69.88,9.66,30,49.94,NEGATIVE,279.7,0,0,300,0,FIRST,2025-02-22
2018,CY,A24GA44,OTC,CENTRALISED_EMA,262.4,68.0,40307154,9.22,21.37,99,140.92,NOT_REQUIRED,113.0,0,0,88,1,FLASH,2024-01-05
2019,FR,B31RN61,VACCINE,NATIONAL_MA,165.84,93.75,10020184,45.37,10.39,438,151.66,CONDITIONAL,344.46,1,0,222,0,BENCHMARK,2024-07-01
2020,IT,C38CA78,BIOSIMILAR,MUTUAL_RECOGNITION,205.55,107.43,24315643,28.85,26.29,275,30.1,PENDING,469.74,0,0,239,0,SECOND,2025-10-11
2021,NL,D45NN95,GENERIC,DECENTRALISED,144.86,36.45,21327001,7.92,8.6,491,162.18,POSITIVE,431.94,0,1,187,0,FIRST,2025-07-26
2022,SI,E52YA12,BRANDED_ORIGINATOR,CENTRALISED_EMA,193.53,92.07,11237262,17.97,10.37,500,98.37,NEGATIVE,837.04,0,0,214,1,FLASH,2025-03-17
2023,BG,F59JN29,ORPHAN,NATIONAL_MA,78.55,66.73,27854663,82.16,22.18,397,161.58,NOT_REQUIRED,490.99,0,0,15,0,BENCHMARK,2024-03-01
2024,EE,G66UA46,OTC,MUTUAL_RECOGNITION,169.82,62.74,1689557,69.44,8.2,297,17.21,CONDITIONAL,431.78,1,0,245,0,SECOND,2024-10-26
2025,HU,H73FN63,VACCINE,DECENTRALISED,23.56,31.12,27942836,31.87,12.78,90,136.28,PENDING,138.11,0,0,277,0,FIRST,2024-08-26
2006,LU,J80QA80,BIOSIMILAR,CENTRALISED_EMA,261.61,86.91,27744421,36.54,37.62,16,13.15,POSITIVE,63.57,1,1,62,1,FLASH,2024-08-07
2007,RO,L87BN97,GENERIC,NATIONAL_MA,27.25,39.85,21075863,26.31,13.39,179,45.36,NEGATIVE,458.95,0,0,214,0,BENCHMARK,2025-08-20
2008,AT,M94MA14,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,361.86,72.03,16524664,61.85,5.83,330,63.06,NOT_REQUIRED,731.08,0,0,126,0,SECOND,2025-07-01
2009,CZ,N01XN31,ORPHAN,DECENTRALISED,123.7,59.32,7927046,82.76,17.46,373,105.58,CONDITIONAL,525.31,0,0,358,0,FIRST,2025-09-17
2010,DE,P08IA48,OTC,CENTRALISED_EMA,43.84,23.42,36216713,51.76,9.85,157,66.21,PENDING,764.86,0,0,127,1,FLASH,2024-12-19
2011,LV,R15TN65,VACCINE,NATIONAL_MA,242.65,53.82,1849416,76.22,2.4,34,51.07,POSITIVE,650.32,1,0,124,0,BENCHMARK,2024-02-03
2012,PL,S22EA82,BIOSIMILAR,MUTUAL_RECOGNITION,152.65,37.92,26131418,73.43,34.89,400,55.28,NEGATIVE,519.03,0,0,86,0,SECOND,2024-03-13
2013,ES,V29PN99,GENERIC,DECENTRALISED,107.46,37.84,42325728,52.29,0.45,206,177.02,NOT_REQUIRED,88.45,1,0,31,0,FIRST,2024-06-05
2014,HR,A36AA16,BRANDED_ORIGINATOR,CENTRALISED_EMA,13.74,33.89,4150579,34.01,7.89,159,26.28,CONDITIONAL,794.31,1,0,277,1,FLASH,2025-08-01
2015,FI,B43LN33,ORPHAN,NATIONAL_MA,144.41,62.37,2282235,63.73,4.03,247,29.37,PENDING,87.92,0,0,489,0,BENCHMARK,2024-04-28
2016,IE,C50WA50,OTC,MUTUAL_RECOGNITION,113.99,38.82,503855,17.24,23.07,377,201.92,POSITIVE,137.15,1,0,31,0,SECOND,2025-09-19
2017,MT,D57HN67,VACCINE,DECENTRALISED,89.78,49.51,1506031,70.85,11.22,216,143.53,NEGATIVE,85.49,1,0,494,0,FIRST,2024-02-25
2018,SK,E64SA84,BIOSIMILAR,CENTRALISED_EMA,10.65,92.87,1510155,59.17,29.26,340,168.85,NOT_REQUIRED,223.38,0,0,84,1,FLASH,2025-11-27
2019,BE,F71DN01,GENERIC,NATIONAL_MA,95.56,80.57,22571177,85.27,19.52,298,126.37,CONDITIONAL,289.58,0,0,48,0,BENCHMARK,2026-02-06
2020,DK,G78OA18,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,13.44,62.87,14960582,43.24,8.1,238,58.17,PENDING,421.69,0,0,209,0,SECOND,2026-02-20
2021,GR,H85ZN35,ORPHAN,DECENTRALISED,263.66,26.82,21754568,52.36,0.58,274,160.34,POSITIVE,614.13,1,0,4,0,FIRST,2024-09-23
2022,LT,J92KA52,OTC,CENTRALISED_EMA,244.86,40.51,5456695,22.71,15.8,107,66.88,NEGATIVE,822.46,0,0,122,1,FLASH,2024-02-05
2023,PT,L99VN69,VACCINE,NATIONAL_MA,196.71,48.16,22640348,48.11,11.03,656,180.03,NOT_REQUIRED,500.64,0,1,500,0,BENCHMARK,2025-05-30
2024,SE,M06GA86,BIOSIMILAR,MUTUAL_RECOGNITION,36.59,81.62,21094481,15.35,30.3,596,166.28,CONDITIONAL,741.47,0,0,140,0,SECOND,2024-12-27
2025,CY,N13RN03,GENERIC,DECENTRALISED,250.12,41.72,12910467,5.14,13.33,611,151.05,PENDING,618.49,0,0,69,0,FIRST,2025-06-01
2006,FR,P20CA20,BRANDED_ORIGINATOR,CENTRALISED_EMA,130.28,54.64,5359520,71.94,17.66,250,104.55,POSITIVE,442.23,0,0,466,1,FLASH,2025-11-19
2007,IT,R27NN37,ORPHAN,NATIONAL_MA,242.08,71.18,8917544,6.75,17.31,208,193.17,NEGATIVE,740.6,0,0,506,0,BENCHMARK,2024-09-15
2008,NL,S34YA54,OTC,MUTUAL_RECOGNITION,255.86,27.33,45872340,34.73,8.94,191,127.22,NOT_REQUIRED,29.62,0,0,123,0,SECOND,2024-04-09
2009,SI,V41JN71,VACCINE,DECENTRALISED,146.15,90.7,19827011,36.45,16.48,236,102.27,CONDITIONAL,329.3,0,0,180,0,FIRST,2025-03-28
2010,BG,A48UA88,BIOSIMILAR,CENTRALISED_EMA,73.18,39.49,15865094,21.89,44.08,352,154.42,PENDING,109.61,0,0,233,1,FLASH,2025-11-26
2011,EE,B55FN05,GENERIC,NATIONAL_MA,278.17,104.77,24877173,23.67,2.15,367,36.09,POSITIVE,345.34,0,0,116,0,BENCHMARK,2024-08-22
2012,HU,C62QA22,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,189.45,25.67,1464898,36.99,12.15,163,161.87,NEGATIVE,39.25,1,0,123,0,SECOND,2025-11-29
2013,LU,D69BN39,ORPHAN,DECENTRALISED,158.87,75.46,4645762,20.7,11.79,195,143.39,NOT_REQUIRED,521.95,0,0,358,0,FIRST,2024-02-27
2014,RO,E76MA56,OTC,CENTRALISED_EMA,197.68,32.36,13408831,56.61,22.29,149,181.52,CONDITIONAL,160.88,1,0,12,1,FLASH,2024-08-21
2015,AT,F83XN73,VACCINE,NATIONAL_MA,173.56,19.16,27833817,49.03,7.58,431,204.66,PENDING,673.99,0,0,450,0,BENCHMARK,2025-11-19
2016,CZ,G90IA90,BIOSIMILAR,MUTUAL_RECOGNITION,41.36,107.54,23552506,72.83,38.04,437,203.93,POSITIVE,330.19,0,0,271,0,SECOND,2026-02-05
2017,DE,H97TN07,GENERIC,DECENTRALISED,77.2,58.75,22718390,56.25,5.58,25,151.95,NEGATIVE,668.9,0,0,180,0,FIRST,2024-03-26
2018,LV,J04EA24,BRANDED_ORIGINATOR,CENTRALISED_EMA,21.19,34.32,18000996,83.68,17.41,119,95.71,NOT_REQUIRED,831.71,1,0,646,1,FLASH,2026-01-24
2019,PL,L11PN41,ORPHAN,NATIONAL_MA,337.61,59.44,8121263,32.19,19.66,205,171.13,CONDITIONAL,227.33,0,0,402,0,BENCHMARK,2025-06-29
2020,ES,M18AA58,OTC,MUTUAL_RECOGNITION,8.21,88.09,30929268,11.52,22.6,535,8.21,PENDING,214.06,0,0,14,0,SECOND,2025-05-04
2021,HR,N25LN75,VACCINE,DECENTRALISED,206.63,77.04,14769906,24.32,13.53,655,154.12,POSITIVE,140.76,1,0,569,0,FIRST,2025-06-13
2022,FI,P32WA92,BIOSIMILAR,CENTRALISED_EMA,101.87,78.26,1641270,87.44,39.91,56,46.65,NEGATIVE,216.5,0,0,266,1,FLASH,2024-09-26
2023,IE,R39HN09,GENERIC,NATIONAL_MA,66.96,53.85,9024134,77.91,8.01,640,15.12,NOT_REQUIRED,404.48,0,0,10,0,BENCHMARK,2026-02-03
2024,MT,S46SA26,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,213.8,24.92,12033528,24.46,15.64,51,91.49,CONDITIONAL,438.93,0,0,16,0,SECOND,2024-06-04
2025,SK,V53DN43,ORPHAN,DECENTRALISED,83.69,89.38,4786217,9.87,12.44,112,12.44,PENDING,167.54,0,0,320,0,FIRST,2024-11-27
2006,BE,A60OA60,OTC,CENTRALISED_EMA,56.72,82.28,25985364,75.62,20.12,392,99.0,POSITIVE,936.81,1,0,66,1,FLASH,2024-11-25
2007,DK,B67ZN77,VACCINE,NATIONAL_MA,277.43,78.03,5836590,74.11,1.61,213,15.42,NEGATIVE,655.39,1,0,357,0,BENCHMARK,2025-05-09
2008,GR,C74KA94,BIOSIMILAR,MUTUAL_RECOGNITION,126.8,49.33,2851623,22.57,31.67,125,92.29,NOT_REQUIRED,41.58,0,0,232,0,SECOND,2026-01-17
2009,LT,D81VN11,GENERIC,DECENTRALISED,46.89,48.71,20803359,62.7,16.72,77,138.01,CONDITIONAL,628.24,1,0,195,0,FIRST,2025-02-12
2010,PT,E88GA28,BRANDED_ORIGINATOR,CENTRALISED_EMA,525.99,69.37,22438160,41.86,21.1,137,184.71,PENDING,937.03,1,0,471,1,FLASH,2025-04-07
2011,SE,F95RN45,ORPHAN,NATIONAL_MA,448.88,46.99,24182840,85.08,9.71,354,92.48,POSITIVE,491.99,0,0,301,0,BENCHMARK,2025-01-22
