biz_dyn_reference_year,biz_dyn_firm_id_hash,biz_dyn_establishment_id_hash,biz_dyn_firm_age_years,biz_dyn_firm_size_employment_class,biz_dyn_industry_nic_6,biz_dyn_births_establishments_count,biz_dyn_deaths_establishments_count,biz_dyn_job_creation_births,biz_dyn_job_destruction_deaths,biz_dyn_expansion_jobs,biz_dyn_contraction_jobs,biz_dyn_turnover_rate_pct,biz_dyn_survival_rate_1yr,biz_dyn_survival_rate_5yr,biz_dyn_high_growth_firm_flag,biz_dyn_multi_state_operation_flag,biz_dyn_ownership_structure_code,biz_dyn_productivity_sales_per_worker,biz_dyn_confidentiality_suppression_flag
2021,c5c1959f4d17e57b,19fdff893f771ea8,10,100-249,700447,8,4,56,60,6,35,19.25,99.27,44.73,0,0,partnership,1308186.2,0
2023,d817afbada10bf50,095d3a30cd8681bf,26,5-9,362071,6,5,18,15,28,88,14.74,93.56,21.65,0,0,sole_prop,1001896.21,1
2022,8375c9905e40b474,86eaf45b91c97784,55,50-99,478343,8,4,56,24,108,88,20.05,91.04,39.34,0,1,opc,2218286.92,0
2011,9ad5fc94be541581,7d1578980fbc2fe7,9,100-249,474398,5,3,65,24,130,45,23.68,75.32,32.65,0,0,public_ltd,1079561.73,0
2020,d5422ea2c2ee09da,c3f0fb29f6a470bd,34,5-9,455501,3,3,33,36,30,28,13.87,85.09,52.23,0,0,llp,362359.79,0
2022,0c8b1a47b3237ee0,647335652944a6d7,19,5-9,346251,5,6,50,78,99,128,10.04,87.63,30.46,0,0,llp,240148.45,0
2017,d3c036a62239367c,85377b28874e0d46,51,250-499,897672,6,0,48,0,55,15,17.42,79.07,64.01,0,0,opc,1265335.27,0
2020,5b77d2670032ded3,10259a63b2cc74a0,21,1000+,249924,3,3,51,42,50,80,17.43,80.08,22.0,0,1,producer_company,1231786.02,0
2021,d54223a4cf88f2a1,b6487f99ef1e510f,29,1000+,338357,6,5,42,45,112,7,15.49,67.44,32.53,0,0,government,1580732.82,0
2013,cadd8f36b1320fcb,6346affc27111672,25,5-9,639298,12,3,168,12,65,15,18.08,69.87,56.08,0,0,sole_prop,199558.51,0
2013,fc988dd27613a1b7,75df25971c0f1351,13,5-9,549188,4,6,28,84,16,54,17.69,68.0,33.64,0,1,cooperative,695304.88,0
2015,9cd63551b2e0c0ed,e5ea676cb66148fe,52,1000+,331797,8,2,128,12,132,21,21.87,87.83,22.92,0,0,partnership,111503.21,0
2014,674e907ac5612757,490aa9fdc510ff2b,16,100-249,310096,7,3,84,12,84,20,13.04,79.65,43.84,0,0,government,435096.26,0
2010,515f0a10eb9193e2,f684294a55b32d92,65,1-4,230885,7,4,35,40,91,60,7.72,69.98,31.69,0,1,public_ltd,137339.9,0
2015,b451f3b0bcfa8db0,efded42d0f68816e,80,250-499,616781,8,7,112,77,95,56,26.34,67.63,62.78,0,1,government,416271.66,0
2022,6becca52f183325c,c2ee76c0c95f9ef5,61,5-9,323909,3,5,15,35,30,72,0.52,82.59,50.99,0,0,producer_company,178655.38,0
2011,76cdaab6114669a7,1caab1bbcbf22945,69,20-49,623882,2,4,28,36,98,24,15.01,75.56,63.95,0,0,producer_company,231874.72,0
2022,f6794c4f9a8825a2,79e6b73055bf5d6a,75,10-19,192437,6,3,96,21,26,154,4.48,72.07,62.52,0,1,government,985198.81,0
2010,183c5b4e2df9b661,b2d50e7f39619fd5,11,10-19,538660,5,8,30,64,160,32,13.43,84.33,41.03,1,0,llp,578440.91,0
2025,111d4fd5286c067f,2bbea3bf52a3256a,75,50-99,993943,5,3,10,18,39,42,17.56,77.54,53.85,0,0,public_ltd,374180.29,0
2015,414c14492c483d9b,ede488e76de0f5ce,39,50-99,369257,10,8,130,48,140,48,27.49,63.36,32.92,0,0,opc,796535.86,0
2012,fa106f3bdcde7b58,a0fae5e5e6ff660c,60,10-19,133485,9,4,153,20,96,63,25.44,78.9,59.4,0,0,partnership,1736408.86,0
2022,51641ac84c0c3b0d,cce9755f64cb9335,70,10-19,826279,6,5,90,20,33,72,37.84,79.57,53.23,0,0,government,512708.2,0
2024,5868cfc7f5aea429,aabae010ce89f6f3,5,50-99,147572,2,4,32,36,143,63,16.57,86.44,72.84,0,0,government,365488.03,0
2021,6d155a157b66a2e4,4b2a9a9c6ad01ec4,3,50-99,212879,4,2,52,16,143,48,7.4,67.25,43.37,0,0,opc,1145592.7,0
2017,8ace90a2d0e8c482,3e039cd302e5d10e,73,5-9,714803,7,2,119,20,221,24,22.1,67.15,56.36,0,0,cooperative,572368.7,0
2012,9dd32d48b5f2d2e2,34d4e5d6e2f39656,38,50-99,171047,3,5,42,20,64,84,25.27,77.0,64.4,0,1,pvt_ltd,1500996.29,0
2021,93c27e117ffed0c8,976941b925161896,63,500-999,939751,5,5,15,80,42,5,18.15,82.3,44.79,1,1,pvt_ltd,557204.77,0
2015,abfda766200a408d,3c75be5dfb95e166,42,500-999,884475,3,6,27,54,55,44,11.22,68.79,1.55,0,0,partnership,570576.59,0
2011,903df8712802eed4,4ece60d003121aea,4,10-19,173303,6,2,96,6,182,40,7.68,89.21,42.76,0,0,public_ltd,470545.2,0
2011,7f59585d60a26be3,98c901002fbf73c3,31,1-4,175111,10,4,80,16,52,90,11.46,82.9,48.74,1,0,government,149868.18,0
2011,13fc664de50cf8dc,b49ed3d401feb0de,26,100-249,696970,4,2,28,30,9,42,13.21,72.5,48.87,0,1,government,457046.12,0
2019,9223e55a6099032b,aa1226140addd4b9,56,100-249,877345,3,3,21,18,30,55,13.96,84.44,51.41,0,0,opc,652130.13,0
2011,afd6b667fa23eaa7,2166639133976501,36,100-249,199181,7,8,63,40,77,6,14.86,80.62,58.17,1,0,government,363375.03,0
2016,8b0b61d67834f5bc,43e431ca0fa387e0,37,10-19,747720,7,0,21,0,208,35,16.47,80.83,58.37,0,0,public_ltd,1880766.34,0
2014,fd6f74d06772496d,38d3c5fb8cee9ee5,77,100-249,162785,6,6,54,96,16,130,26.28,91.01,35.23,1,0,pvt_ltd,2075481.37,0
2017,8513947bff2b3efd,655294c4d4ee7cf7,28,500-999,602880,7,3,119,51,22,24,33.96,96.95,61.51,0,0,cooperative,227838.57,0
2017,726b0cc661f9f995,187088c57ca870e2,44,10-19,596450,4,3,44,36,72,110,25.06,88.3,32.66,1,0,government,534829.12,0
2015,6c0a695e79c6f7b5,75d051293c2d5874,12,100-249,182005,5,1,60,7,70,80,16.95,66.05,45.92,0,0,public_ltd,1060367.66,0
2024,3cdd8ab49ff11f28,f79cf724173e800f,58,500-999,559735,8,4,104,40,90,40,15.12,88.16,50.78,0,0,pvt_ltd,352956.47,0
2015,5f049f00f4fded67,902584ecedb265d0,60,100-249,960715,6,4,42,56,42,90,16.52,59.27,27.34,0,0,government,250554.78,0
2025,de667336735e78d0,19cf56e0e7b727cf,39,50-99,709619,5,1,40,13,96,5,21.76,71.62,33.33,0,0,government,680753.34,0
2024,0f91aa5f96d8eea5,3497c6068042a19a,37,100-249,738942,4,4,40,52,84,80,27.56,71.87,47.66,0,0,partnership,415394.94,0
2023,169f0bb19b716608,1ec89fe77dfcb657,64,20-49,315084,5,3,10,45,54,143,18.86,86.4,66.63,0,0,producer_company,1424475.34,0
2015,6a04acaa325bb5d0,e6ca8d2b9ae95087,53,10-19,196127,4,4,36,64,96,60,8.9,86.81,59.47,0,1,producer_company,450938.4,0
2025,6fa848bf7c8bcbc3,074012b63484a3b2,13,1-4,167200,7,3,91,51,30,12,17.5,82.95,17.76,0,1,opc,556617.1,0
2018,725eb66174be39c0,b6a2ef6bb9fc977c,31,20-49,488173,10,3,100,45,66,49,14.44,73.12,40.64,0,0,opc,1705946.89,0
2019,e44c72a9c64fae95,65a5a6fcb6007884,40,50-99,440111,3,1,30,2,44,30,18.43,90.12,58.11,1,0,partnership,523262.38,0
2021,84b37f4612df30c5,20e42744930c039e,14,250-499,155132,3,4,45,12,84,44,16.55,70.3,63.0,1,1,opc,324381.93,0
2024,c3ca8c7ab4102145,0b2698b7011bc0f1,74,10-19,739354,4,8,28,128,120,14,6.02,83.46,51.67,0,0,public_ltd,667068.96,0
2017,2e1ce7626ada13b6,c60721fbde7922af,29,20-49,339224,10,1,60,17,99,99,21.13,60.45,36.57,0,0,public_ltd,375654.59,0
2015,74b02c2159e867b6,b9acaea5d4bb0772,50,10-19,855353,1,4,15,20,56,55,18.84,92.58,24.48,0,0,government,1083641.87,0
2010,a202b546ee564f9b,b797c384f6a56ab9,17,250-499,656294,5,4,45,56,44,77,27.19,92.22,29.2,0,0,partnership,225126.67,0
2016,ea2594e2a62429f1,d53ef2ffdd4918a5,72,500-999,322745,5,4,50,36,22,32,22.51,61.61,25.66,0,0,opc,384205.3,0
2024,199ff53e1fcc4d0d,380222d35aa9b3b2,52,250-499,561721,11,8,33,72,20,88,15.39,80.28,41.69,0,0,producer_company,321960.55,1
2016,e709b9135d205971,ad934324385fb3d8,79,1000+,708843,9,2,45,4,105,24,22.34,89.35,56.27,0,1,government,343367.1,0
2015,4d32439350c4ce1d,837bf2948c09d614,56,1000+,269771,4,5,12,15,40,12,3.71,90.36,42.94,0,0,sole_prop,340256.28,0
2012,be28dfa1d9ebd08e,1dc5f7185eded07e,64,100-249,539488,8,6,104,36,120,90,26.68,85.81,56.54,0,0,producer_company,155576.59,0
2019,7b45d8470996bf38,97920c1ad6fd01ba,66,5-9,200216,3,2,33,24,63,56,22.49,58.83,27.54,0,0,partnership,801002.31,0
2022,4afe46bd30ccaf44,98548d9bc364023f,34,20-49,424264,2,4,14,68,30,56,19.35,81.64,49.81,0,0,cooperative,789639.65,1
2010,275ce73b686cae4c,adfa466e34ee0f5b,36,10-19,285995,5,3,65,9,28,24,17.16,77.82,54.49,0,0,sole_prop,1263864.89,0
2013,e9be35fe5dea5801,2471890fe86b3d02,13,250-499,792112,4,5,56,55,84,7,36.37,69.35,29.47,0,0,cooperative,1743477.51,0
2024,41c9c0c3a2ae06e8,0f7759bac32497a3,53,250-499,997257,9,5,54,65,26,30,25.54,76.46,26.25,0,0,partnership,1595047.08,0
2014,b5cf33a4785fc435,88e383f1db2e8ba3,79,1-4,685527,3,5,48,60,16,11,19.59,56.82,58.53,0,0,partnership,1592098.2,0
2020,95538acd39dadc0a,918071e1c89e67d5,54,50-99,162840,6,3,84,48,133,70,23.64,75.56,55.94,0,0,pvt_ltd,258851.76,0
2012,728288f03c597276,f43af1ec3babe943,35,1000+,723737,7,1,105,5,24,54,18.39,69.5,50.55,0,0,producer_company,400961.85,0
2012,070ce77fc0498e49,cb5c6c5d5401605f,58,1000+,647288,7,4,119,20,70,63,14.17,72.09,52.27,0,0,pvt_ltd,349953.52,0
2018,5550f7dec049062f,de4b6264284fe462,60,500-999,495504,7,4,105,56,42,70,18.39,66.97,27.89,0,0,cooperative,591892.27,0
2020,0ae2fa55ff789776,51782ffe24a36d1b,35,250-499,230014,5,5,15,35,112,77,23.74,70.35,16.3,0,0,opc,564581.43,0
2014,ff816e8aeac5acf3,8be3daa1233d359b,49,1000+,752846,5,3,30,27,65,80,14.89,66.74,54.42,0,0,llp,1292211.88,0
2016,22227bf1cad4fe4f,a52c2ca8861d6016,48,100-249,580271,8,6,40,18,21,70,17.87,82.76,42.19,0,0,sole_prop,2103001.73,0
2025,29e3b6ae522754cc,8cb83569a3a08715,13,500-999,164336,6,2,18,20,90,25,15.15,68.7,65.8,0,1,partnership,395538.65,0
2017,67c4dc67ce63cb9f,d6fcd5fc02d9463f,34,50-99,524967,7,5,28,25,10,40,13.23,71.13,17.19,0,1,government,948993.89,0
2010,3c698873583965e7,5603b5d280965a71,40,5-9,256591,4,3,48,9,56,48,6.29,59.67,79.87,0,0,partnership,1066016.49,0
2013,d86120b351501111,3e43d1e7a2e04654,44,10-19,944985,6,6,54,78,75,80,0.86,91.57,56.8,0,0,cooperative,258069.03,0
2025,c610e1540f016662,24ab5fc8daf86ab2,79,50-99,655089,3,8,51,64,42,54,21.14,89.73,64.79,0,0,cooperative,551025.0,0
2023,fad142fd7c24491b,1b7ea04b2767adc9,15,500-999,140452,5,0,75,0,26,9,15.8,79.91,40.71,0,0,pvt_ltd,1060785.86,0
2014,cefb529eb853c9ca,87aa3d6d11c9d1dd,5,1000+,105783,5,5,60,80,55,12,26.72,87.36,64.96,0,0,opc,674340.12,0
2018,0cd6bfa17835c038,71d48bb0a47cd21e,19,100-249,842705,4,5,48,60,13,35,26.45,67.58,47.57,0,0,opc,573391.31,0
2017,becd049fd3099fab,a9c72205e7687e14,7,5-9,269912,2,3,4,33,99,36,29.33,82.35,5.47,0,1,opc,345070.66,0
2016,36aba054efcd0ebe,99c1985b7039ba78,33,500-999,689313,2,5,34,40,176,63,20.19,71.35,35.93,0,0,cooperative,771532.78,1
2020,25dd017a263aff9a,bddfb2c357752904,64,5-9,829499,5,9,30,72,50,9,10.88,76.73,39.27,0,0,public_ltd,765243.62,0
2012,58194d2a966962af,52bf76c779735726,74,1-4,883814,3,5,9,30,144,30,31.96,78.73,68.48,0,0,partnership,630269.0,0
2018,d2344f31e8a81488,1f4f5c27c699c66b,72,1-4,168182,6,2,66,24,108,6,17.29,80.48,36.89,0,1,cooperative,194357.61,0
2025,942d0e346e4cec62,5c9c0ee726ab6599,16,5-9,657796,8,4,80,12,195,63,27.14,76.47,53.58,1,0,llp,1548210.49,0
2023,9a2cf287e9d57dd4,a4fc4e4490290e6e,71,20-49,290413,6,4,102,12,12,32,30.72,64.06,23.34,0,1,producer_company,719522.96,0
2013,3f4eeff7077f6051,b958df8206b78744,26,10-19,793670,6,2,96,20,182,8,4.94,80.45,45.53,0,0,producer_company,255619.89,0
2019,531f7a66598c54de,73431685155e7823,8,10-19,177337,7,2,14,6,110,96,25.02,67.89,80.51,0,0,cooperative,371546.82,0
2022,7bdcaf85094726e4,949f34e38dce3940,53,1000+,150862,7,4,63,56,27,80,11.75,69.12,52.02,0,0,government,736755.4,0
2017,e79cacce5ca31ace,2cad559b27e87b19,52,500-999,915884,9,7,108,21,130,40,19.08,86.74,33.27,0,0,pvt_ltd,356800.46,1
2024,f1b77a3a5c02cc2d,9a19da10282166bc,31,250-499,698855,7,4,21,8,119,25,3.98,92.36,43.57,0,0,llp,435655.42,0
2022,397bff0dd85395c0,e0b7fd2c2b7f5dee,50,10-19,337859,7,3,77,36,18,88,24.59,86.96,38.86,0,0,government,306560.61,0
2019,b479395bda6b0938,5ed59f5650b0ea8e,38,250-499,350676,3,1,30,10,44,56,22.27,68.06,40.52,0,0,sole_prop,377683.7,0
2018,6affeae3c75b6ccb,bbc73ad7feaced0a,70,20-49,327877,7,5,56,50,11,77,27.46,65.95,40.22,0,0,opc,756700.06,0
2010,05517ed95ca45576,efb2645de52302f6,51,250-499,595766,7,6,49,72,70,126,20.33,80.83,33.39,0,0,government,245653.89,0
2025,c1bd77f817dfa776,7a9ddde86cfa3b1b,58,1-4,623808,8,3,72,51,77,63,14.64,92.02,36.47,0,0,pvt_ltd,513674.98,0
2022,2988b3bc793dcf3a,a15f4791891f7131,41,20-49,506797,5,6,50,78,40,72,0.65,70.68,63.69,0,1,public_ltd,508311.53,0
2021,d83afbd8501cfb15,b142a96b8e3849cd,27,5-9,377821,4,3,56,6,63,28,3.34,95.59,59.92,0,0,partnership,370840.56,0
2019,5a903796ca8887cf,2b12fd2d5cdb0298,43,1000+,569533,9,2,153,14,120,49,13.75,69.79,20.3,0,0,llp,863870.49,1
2019,02a25c1ea70fca11,f2a9ca9a602407dc,39,100-249,816709,6,4,18,48,143,42,16.33,62.56,23.09,0,0,cooperative,964884.8,0
2019,b3dd888f9e00fd60,69c60c9d11a47126,47,20-49,548206,10,2,130,22,40,63,7.01,89.98,35.82,0,1,opc,768622.3,0
2016,5fb4decc787fe015,013195147f9d2215,73,5-9,891094,10,4,70,44,104,9,6.6,79.68,21.01,0,0,public_ltd,111602.14,0
2011,48b558af980da74d,396e32c2a4dc5870,44,500-999,429901,6,6,12,42,120,48,0.25,74.18,48.78,0,0,producer_company,944971.38,1
2018,0ba32ccb0d8bab04,cf08bf6231f07bf2,77,100-249,938654,4,3,44,42,54,80,19.34,71.44,49.64,0,1,government,766726.24,0
2020,745feed8e9e5939e,8cfb9c45e1519dd4,67,250-499,642209,7,5,42,15,32,10,16.4,71.91,31.28,0,0,partnership,88492.15,0
2020,061ffd587b287a51,227ca3ad400b5be6,64,100-249,111377,9,5,90,70,120,55,10.21,67.99,73.03,0,1,cooperative,535166.94,0
2023,88eecd31994854d1,6cfd5855e3c7b584,11,500-999,911011,7,7,28,84,90,48,35.03,72.94,64.96,0,0,llp,354123.2,0
2019,3d0aee3c7fb65f3d,108221c8b76aefe1,63,50-99,944083,7,5,28,35,91,100,16.87,91.86,67.27,0,1,partnership,273198.69,0
2018,c34563af98d952f0,9f639f13ebce816e,10,10-19,845445,6,3,36,30,120,110,22.12,84.83,47.46,0,0,cooperative,687401.33,0
2016,fd413b6a7a7c3af4,7811c1d2e505e49d,64,5-9,950912,5,3,15,48,22,8,4.5,70.42,44.6,0,0,pvt_ltd,1449156.95,0
2025,1d5c15f33482f61e,71762a46b972aa65,44,50-99,301773,7,5,63,50,40,81,8.37,76.54,44.88,0,0,partnership,472498.39,0
2024,a3387ee2531ac237,f2a45d193290576b,52,10-19,944257,3,0,12,0,35,20,23.23,84.9,58.1,0,0,cooperative,1181935.0,0
2023,52b2e6145d74e735,0806e713591a5ecd,30,10-19,814794,8,3,24,48,54,63,5.58,70.6,35.78,0,1,producer_company,505505.68,0
2022,80afe3152af5ceb0,36da0fe7bf93ae27,73,250-499,712435,11,7,165,63,16,55,8.62,64.57,49.91,0,0,government,626541.99,0
2011,773ba653c234c152,fb819f7626e57ccc,28,10-19,814311,3,3,18,30,12,16,12.01,91.48,40.51,0,0,government,510838.95,1
2013,da0fd107196a29bc,83ff938273a83a37,67,250-499,598873,7,6,91,96,14,30,4.35,65.68,50.06,0,0,llp,267755.85,0
2025,4f1789713367edca,5f7ccf0212b1eb3c,55,500-999,771010,9,2,135,24,108,55,20.57,66.51,30.7,0,0,producer_company,1618165.05,0
2014,822de5baf150e9e9,114d4bcea8a44b1f,65,10-19,427575,2,3,34,27,56,63,12.23,56.95,14.17,0,1,producer_company,274918.26,0
2017,2d323b50946fc2c6,a6d3a136005cca93,22,10-19,918990,7,5,70,65,48,6,25.19,87.67,62.73,1,0,opc,801697.77,0
2017,d80ab9a265e9cbe8,720310815e7bc8df,48,50-99,823406,3,3,48,30,18,80,8.09,73.23,47.91,0,0,llp,782371.52,0
2012,0ab721a1a1b5260d,bb3d73d03a737171,30,10-19,559010,4,3,52,30,70,72,0.84,75.68,56.03,0,0,cooperative,476782.26,0
2010,dbe041b7db6d55ff,67a1596eb3bbd439,27,500-999,305019,7,2,21,28,24,110,26.96,77.71,44.72,0,0,sole_prop,1607512.58,0
2010,6882d15da02b1799,0abfbde2b5114fa4,1,100-249,290595,5,2,25,16,24,48,3.64,61.88,62.57,0,1,sole_prop,961755.6,0
2012,674ab981e6e559e4,bd3bea90b297b5c0,79,500-999,585717,6,1,72,5,20,44,5.97,95.97,65.76,1,0,llp,491857.51,0
2021,a5cbec48161df8d1,57764036986d356f,44,20-49,192106,6,5,72,65,126,10,22.52,68.37,63.59,0,0,government,346863.09,0
2013,e2c13d2a86072d9b,b517f4a7a2f61256,6,1000+,368095,7,5,42,55,27,56,13.2,72.62,20.97,0,0,producer_company,935185.01,0
2021,f3c7e6665f316e88,1f9fd6ccecf6e4c6,52,500-999,375152,10,6,160,72,18,45,28.15,68.5,45.39,0,0,government,1889520.36,0
2017,ca70c3cf62b49717,a264849a13550b14,34,500-999,754234,4,3,44,27,11,70,2.4,63.44,69.22,0,0,government,593497.35,0
2020,8a6be7e780945119,6be7a7ebee8b53e2,64,500-999,936896,5,1,10,14,135,90,14.93,66.62,63.27,0,0,opc,687840.12,0
2011,0db206182b4d72ac,039958f6bd5989c8,70,10-19,825495,1,7,12,119,117,30,23.17,71.19,47.3,0,0,partnership,1164215.38,0
2023,cb50e2905e76002a,4b51b5621bcd94dd,5,1-4,631075,9,1,72,12,66,32,23.37,70.66,20.59,0,0,pvt_ltd,760313.62,0
2019,73097681a68a92cd,d8ebb957d3d1b2f6,21,50-99,519651,8,2,104,26,24,52,6.34,100.0,69.12,0,0,sole_prop,200892.18,0
2021,8b9aa0cbfcf510fd,a2659d21c0cb98d4,63,50-99,980258,11,7,99,70,44,10,29.24,94.38,40.55,0,0,pvt_ltd,1200370.07,0
2020,d28358aa4ed96f17,157e5bf586edf8df,71,1000+,416422,2,2,26,12,48,40,23.95,67.52,70.06,0,0,public_ltd,532818.25,0
2020,03543af9ebe5dcc9,a6ac9f7dcdb6809a,59,10-19,191798,6,3,12,9,99,90,13.48,77.39,13.73,0,0,opc,277464.17,1
2013,0b36ef02918958b9,446c4d74fbbbf642,10,500-999,180337,10,5,80,70,110,4,18.53,92.99,51.18,0,0,producer_company,326830.9,0
2010,3bf350ab7583a30c,7679296bfc36ec74,1,1000+,805261,6,6,90,60,8,30,12.13,86.16,24.21,1,1,partnership,437102.94,0
2013,e21759214975c0e7,e66f98590a2828af,36,5-9,209523,6,3,66,27,90,50,11.87,77.38,48.23,0,0,public_ltd,829393.17,0
2015,5d5a249b17824eb9,c1d9dea690b720c8,68,1000+,311157,8,3,72,18,63,81,18.24,73.88,13.82,0,0,cooperative,555576.7,0
2010,ee8f1cf5f9c24d6c,77eb59d0b7918c15,36,1000+,356750,3,2,24,30,132,54,13.69,94.87,52.01,0,0,sole_prop,488064.97,0
2023,68ce8a9f2b462bfd,bcaff48c2f0e3ae6,19,500-999,364435,3,4,12,56,144,28,19.87,79.45,26.73,0,0,producer_company,1703920.08,0
2018,b9219e742af55e49,d92054775df1639e,34,20-49,726462,3,3,6,45,44,36,13.98,82.97,51.3,0,0,government,1294171.04,0
2021,9dbb8e3d4ef5b92f,ee7bc373a275f4de,24,5-9,677089,6,5,42,70,12,77,13.44,68.69,43.79,0,0,pvt_ltd,2704048.5,0
2021,4b90e0c48eef812d,4efede94e8af7993,65,50-99,838443,6,2,36,14,91,66,19.33,68.12,6.6,0,0,sole_prop,598914.12,0
2013,a73a6dd5a4fa7ded,50da42875f8bf56a,51,500-999,529893,6,3,102,12,80,50,25.32,84.66,42.7,0,0,public_ltd,487461.32,0
2010,489256078646f104,e3cce524f92e6dd2,72,100-249,140593,5,4,50,60,126,36,23.96,88.05,32.2,0,0,partnership,448433.73,0
2024,b7c47b6f644e0a54,198836a8f065acad,53,500-999,117069,7,4,21,16,120,110,8.05,91.2,88.19,1,0,partnership,859691.95,0
2025,721b0802d01db2fb,0d03576a42440bee,15,20-49,180416,7,6,77,78,10,99,16.88,85.28,28.1,0,0,pvt_ltd,733780.51,0
2016,c95aded22552780e,3e1f2048eb7717a6,43,100-249,240461,6,2,72,6,32,60,21.61,93.49,29.82,0,0,government,1012205.63,0
2018,24eb9910333a74c4,400cc1d5fe9a9b0f,47,10-19,980006,5,3,55,33,81,81,22.89,72.48,61.92,1,0,llp,359723.79,0
2012,0847fe4124541093,f79f5cf4d583b34a,66,20-49,686624,4,5,32,85,180,49,28.75,60.08,90.27,0,0,pvt_ltd,597071.39,0
2020,1971d4abf3dc20a3,7849a52621f77c27,30,1-4,598900,8,5,64,10,121,12,12.56,78.79,10.88,0,1,cooperative,313261.17,0
2024,c383630ed37176d0,f9985697a2e98a33,16,1000+,159582,5,2,15,28,80,132,15.23,61.94,51.21,0,0,public_ltd,728747.29,0
2015,57f544857bff2267,e6e3931d54cf9384,67,1000+,601764,5,9,20,63,88,12,22.79,97.78,49.73,0,0,llp,525241.31,0
2019,aadba5d0ebb619f8,61a85d5344573e9b,49,100-249,952628,6,1,18,13,54,56,1.36,80.11,48.38,0,0,public_ltd,2299381.82,0
2019,72263c96b8c1ab1a,cec1e1ae6b2fd6df,27,50-99,964128,6,2,102,14,18,70,13.29,63.61,29.87,0,0,public_ltd,1075656.92,0
2022,df299af220207d2f,26a05dc5effb16bb,29,1000+,254061,7,3,14,45,50,35,22.33,100.0,32.96,0,0,partnership,560498.36,0
2016,b6665886ad234266,35e7242360206676,31,10-19,438520,6,7,36,21,55,90,28.24,64.05,47.39,0,0,government,244445.58,0
2019,f9721ed24e3a0fba,f41bdf322383efc9,70,1-4,953504,7,2,119,18,132,9,21.0,89.35,43.09,0,0,public_ltd,1749869.0,0
2023,dd02618e9f7b4285,296ef21e7883d77c,31,10-19,577280,8,4,16,44,154,144,12.88,69.43,45.29,0,0,llp,199375.47,0
2013,28e72f7c592d8141,01f0d9627f9dd690,72,20-49,909971,7,5,28,65,39,88,24.26,65.64,22.8,1,1,llp,574288.48,0
2024,95cbb7cefd3c07da,e57fc18c42724891,75,100-249,651739,8,5,16,55,36,18,16.19,75.02,22.0,0,0,pvt_ltd,809445.17,0
2012,cd024f9fb49100f8,60934fccb8d2ef20,4,250-499,648334,3,5,27,30,56,14,14.4,85.6,43.21,0,0,opc,1263480.08,0
2015,278a10b77dd4221d,72ff9f5147c1b9c2,78,10-19,434871,5,3,50,24,36,27,14.74,86.27,41.35,0,0,public_ltd,718675.72,0
2020,d03f2050f62b4377,ecc32551d640eefb,5,250-499,299738,10,4,60,48,12,88,14.2,74.42,63.85,1,0,government,329657.77,0
2014,125ff7ded6f75d6d,4e0d8d52d1db5c4e,31,500-999,452151,4,5,36,65,56,28,13.06,76.82,25.2,1,0,partnership,450709.91,0
2015,d07179cf05c4fedd,bfc15db2721b5aa0,5,5-9,841022,3,8,36,80,80,80,15.53,70.94,26.14,1,1,government,813866.4,0
2019,28cc6968762b43f3,09fd709e3cb6909e,0,1000+,390651,2,6,4,90,72,45,30.82,84.9,50.08,0,0,public_ltd,162667.01,0
2022,dfec0f2c06a21b4b,fca9366b1b362db9,72,100-249,244925,6,4,42,8,12,56,30.03,84.56,47.61,0,0,opc,2338119.51,0
2017,3da57c619d6a7cc2,0ba287114ac81bea,68,500-999,394832,1,3,2,12,182,40,9.1,81.07,22.23,0,1,cooperative,258910.57,0
2016,88f35ba39c29a59b,1c8f750cfeec7ed5,37,1-4,792456,3,5,18,80,143,72,15.89,93.9,26.78,0,1,partnership,506218.21,0
2025,c713a071d44d3af9,7977aba93b3468e8,27,500-999,151704,1,3,2,33,14,56,4.41,92.72,70.11,0,1,cooperative,960448.74,0
2013,c171e40782d858c4,31d0bc562213b2b8,42,5-9,721263,9,3,54,33,112,80,19.52,70.83,34.9,0,0,producer_company,893917.63,0
2024,19a982fc918a84f9,9f81762e0b0fd484,25,250-499,449511,4,3,20,33,22,15,7.5,89.82,55.81,0,0,pvt_ltd,1065904.45,0
2022,6481684dca9c9c52,f174f61f31da2f38,42,250-499,216051,10,1,170,7,108,33,22.59,76.69,19.74,1,0,pvt_ltd,331791.09,0
2020,734f112b80581e45,46445ae60c8fc782,21,500-999,855318,6,4,30,44,49,40,15.17,92.54,38.97,0,1,public_ltd,729768.73,0
2013,590b58abfd0e266a,71c352f1d9969476,51,100-249,722282,6,5,24,25,132,27,33.38,81.04,35.57,0,0,public_ltd,642808.53,0
2015,a03e4b7e3a6bb0a8,dd4b92acf0049132,80,100-249,501873,7,4,63,24,99,54,29.02,77.55,47.09,0,0,producer_company,726988.45,0
2017,7b3394060c2de1dd,872c262550773a93,23,10-19,997920,10,3,150,45,72,7,23.05,68.47,28.98,0,1,opc,692419.35,0
2020,7d023fa9b19fde2b,d491fba0515f1093,62,100-249,436433,5,1,45,3,40,32,29.48,90.71,37.93,0,0,sole_prop,497404.38,0
2019,e9c1cc6e8525acb6,f7a6d1ad7c52c95a,4,1-4,451121,7,5,49,80,54,80,19.77,86.14,45.19,0,1,partnership,575780.79,0
2016,61335775d2f700d5,b926bb626c07b809,27,500-999,355588,6,3,60,21,42,45,29.51,89.69,32.9,0,0,sole_prop,1375109.45,0
