tech_price_pricing_snapshot_date,tech_price_plan_id,tech_price_provider_brand,tech_price_service_area_id,tech_price_monthly_price_usd,tech_price_promo_price_usd,tech_price_promo_duration_months,tech_price_equipment_fee_usd,tech_price_installation_fee_usd,tech_price_early_termination_fee_usd,tech_price_contract_length_months,tech_price_auto_pay_discount_usd,tech_price_bundling_discount_usd,tech_price_income_based_discount_flag,tech_price_low_income_eligibility_program,tech_price_price_per_mbps_metric,tech_price_hidden_fees_estimate_usd,tech_price_price_increase_notice_days,tech_price_complaint_rate_per_1k,tech_price_regulatory_filing_id
2024-04-16,PLAN0000001202,BRAND_B,AREA000001202,160.05,86.2,0,15.37,123.17,298.54,24,7.52,25.45,1,LIFELINE,0.1116,18.25,47,17.777,DOCKET0000001202
2024-04-17,PLAN0000001203,BRAND_C,AREA000001203,182.43,100.89,3,2.86,90.3,300.55,36,5.99,4.54,0,ACP,0.6572,29.81,114,26.484,DOCKET0000001203
2024-04-18,PLAN0000001204,BRAND_E,AREA000001204,84.71,57.94,6,3.97,229.22,323.8,12,15.84,28.89,0,NONE,0.099,34.31,12,33.792,DOCKET0000001204
2024-04-19,PLAN0000001205,BRAND_B,AREA000001205,122.03,85.5,12,19.95,183.41,177.77,24,13.83,21.68,0,LOCAL_VOUCHER,0.1076,25.55,111,18.008,DOCKET0000001205
2024-04-20,PLAN0000001206,BRAND_D,AREA000001206,62.59,35.22,0,24.14,188.56,150.15,12,10.42,20.81,1,NONE,0.6264,4.45,119,26.216,DOCKET0000001206
2024-04-21,PLAN0000001207,BRAND_C,AREA000001207,83.16,55.68,0,9.52,242.11,404.41,12,7.03,12.71,1,ACP,0.0852,4.16,118,24.196,DOCKET0000001207
2024-04-22,PLAN0000001208,BRAND_D,AREA000001208,200.23,90.41,0,5.39,145.24,59.87,12,15.82,16.85,0,NONE,0.2735,18.84,92,32.355,DOCKET0000001208
2024-04-23,PLAN0000001209,BRAND_D,AREA000001209,171.52,128.3,6,6.75,168.14,274.62,24,2.46,1.89,1,ACP,0.3391,27.7,97,20.272,DOCKET0000001209
2024-04-24,PLAN0000001210,BRAND_D,AREA000001210,177.39,163.54,24,8.91,60.73,326.14,12,0.45,11.05,0,NONE,0.1504,32.98,55,16.389,DOCKET0000001210
2024-04-25,PLAN0000001211,BRAND_C,AREA000001211,209.92,73.24,6,4.69,186.9,187.53,12,5.42,7.81,1,NONE,0.2534,12.16,31,15.356,DOCKET0000001211
2024-04-26,PLAN0000001212,BRAND_A,AREA000001212,147.51,114.25,18,2.83,182.71,220.67,12,7.3,12.13,0,NONE,1.4449,9.65,67,20.744,DOCKET0000001212
2024-04-27,PLAN0000001213,BRAND_D,AREA000001213,39.64,31.61,6,2.0,135.42,237.37,12,16.51,4.94,0,LIFELINE,0.0211,22.76,17,10.979,DOCKET0000001213
2024-04-28,PLAN0000001214,BRAND_B,AREA000001214,211.58,113.69,0,8.03,150.2,348.12,12,12.99,7.07,1,LIFELINE,0.627,26.32,115,7.904,DOCKET0000001214
2024-04-29,PLAN0000001215,BRAND_A,AREA000001215,116.13,48.2,3,8.78,32.24,0.01,12,3.67,20.1,0,NONE,0.109,24.78,21,1.598,DOCKET0000001215
2024-04-30,PLAN0000001216,BRAND_A,AREA000001216,40.49,36.95,12,23.42,158.22,122.34,24,16.02,25.61,0,NONE,0.1374,19.72,48,21.847,DOCKET0000001216
2024-05-01,PLAN0000001217,BRAND_A,AREA000001217,214.77,129.43,9,4.4,19.05,442.28,24,19.01,17.37,0,LOCAL_VOUCHER,0.2273,17.68,67,34.439,DOCKET0000001217
2024-05-02,PLAN0000001218,BRAND_B,AREA000001218,109.41,33.98,24,0.55,202.91,384.4,24,13.15,28.83,0,LIFELINE,0.1357,30.5,28,1.166,DOCKET0000001218
2024-05-03,PLAN0000001219,BRAND_E,AREA000001219,161.18,91.24,18,15.44,231.11,10.81,1,9.59,17.92,0,TRIBAL,0.0849,18.62,19,33.911,DOCKET0000001219
2024-05-04,PLAN0000001220,BRAND_D,AREA000001220,216.08,174.9,12,15.98,30.08,385.25,12,11.05,4.54,0,LOCAL_VOUCHER,1.6064,28.49,65,1.072,DOCKET0000001220
2024-05-05,PLAN0000001221,BRAND_B,AREA000001221,155.85,72.58,3,3.88,21.37,179.28,12,4.71,30.64,0,NONE,0.0987,13.33,25,27.581,DOCKET0000001221
2024-05-06,PLAN0000001222,BRAND_A,AREA000001222,107.58,69.82,9,2.63,72.46,323.4,0,2.01,22.84,0,NONE,1.0838,6.37,107,24.221,DOCKET0000001222
2024-05-07,PLAN0000001223,BRAND_A,AREA000001223,105.34,84.3,12,19.82,199.44,286.7,24,5.71,24.15,0,LOCAL_VOUCHER,0.0692,21.39,72,7.197,DOCKET0000001223
2024-05-08,PLAN0000001224,BRAND_A,AREA000001224,71.89,32.78,3,6.58,16.63,255.41,12,14.97,34.4,1,NONE,0.0962,30.44,86,29.922,DOCKET0000001224
2024-05-09,PLAN0000001225,BRAND_D,AREA000001225,44.79,14.45,9,5.57,221.76,71.27,0,1.69,28.9,1,LOCAL_VOUCHER,0.0421,30.93,102,7.944,DOCKET0000001225
2024-05-10,PLAN0000001226,BRAND_B,AREA000001226,15.6,8.34,18,15.63,209.55,7.94,24,12.54,13.99,0,ACP,0.0102,27.05,5,33.71,DOCKET0000001226
2024-05-11,PLAN0000001227,BRAND_F,AREA000001227,152.46,103.52,12,5.4,105.94,179.91,0,6.63,18.7,0,NONE,0.0885,18.25,113,16.712,DOCKET0000001227
2024-05-12,PLAN0000001228,BRAND_E,AREA000001228,169.03,75.46,6,7.77,98.98,92.01,12,8.51,34.8,0,NONE,0.228,12.68,25,29.907,DOCKET0000001228
2024-05-13,PLAN0000001229,BRAND_B,AREA000001229,154.25,76.79,0,4.99,26.22,385.57,36,16.31,13.27,0,TRIBAL,0.0823,34.89,30,26.64,DOCKET0000001229
2024-05-14,PLAN0000001230,BRAND_E,AREA000001230,126.26,94.26,9,5.44,67.11,149.96,12,2.79,17.7,0,TRIBAL,0.0651,16.92,100,8.851,DOCKET0000001230
2024-05-15,PLAN0000001231,BRAND_D,AREA000001231,145.35,122.06,6,14.42,41.13,140.54,12,14.98,3.49,1,ACP,0.326,23.66,107,6.216,DOCKET0000001231
2024-05-16,PLAN0000001232,BRAND_E,AREA000001232,49.95,29.7,0,12.15,46.83,325.59,12,12.73,9.58,0,ACP,0.0269,10.95,61,15.146,DOCKET0000001232
2024-05-17,PLAN0000001233,BRAND_F,AREA000001233,126.91,46.45,12,19.72,67.84,275.76,24,3.67,10.76,1,NONE,0.8595,3.81,119,33.801,DOCKET0000001233
2024-05-18,PLAN0000001234,BRAND_A,AREA000001234,158.52,131.42,9,13.69,143.8,186.34,24,0.21,23.62,1,TRIBAL,0.5571,14.99,16,6.786,DOCKET0000001234
2024-05-19,PLAN0000001235,BRAND_B,AREA000001235,117.75,70.81,24,12.23,244.24,416.5,12,0.99,20.42,0,NONE,0.1685,3.62,31,6.73,DOCKET0000001235
2024-05-20,PLAN0000001236,BRAND_E,AREA000001236,61.23,30.1,0,11.74,72.45,335.03,24,17.42,27.5,1,NONE,0.0918,15.03,104,25.755,DOCKET0000001236
2024-05-21,PLAN0000001237,BRAND_B,AREA000001237,147.24,52.34,9,10.18,110.14,333.67,0,9.28,32.5,1,NONE,0.0852,21.03,60,10.621,DOCKET0000001237
2024-05-22,PLAN0000001238,BRAND_B,AREA000001238,58.1,53.65,3,8.38,159.29,272.57,24,19.37,4.33,1,NONE,0.0337,17.48,31,34.593,DOCKET0000001238
2024-05-23,PLAN0000001239,BRAND_B,AREA000001239,179.65,62.93,12,13.43,147.9,296.38,12,7.16,23.86,0,LOCAL_VOUCHER,0.1291,10.65,17,25.102,DOCKET0000001239
2024-05-24,PLAN0000001240,BRAND_F,AREA000001240,98.69,89.48,9,22.23,80.41,13.47,12,11.03,4.78,0,TRIBAL,0.1108,9.04,65,26.386,DOCKET0000001240
2024-05-25,PLAN0000001241,BRAND_D,AREA000001241,98.44,37.86,3,13.69,138.61,447.53,12,5.51,19.48,1,ACP,0.2807,5.81,3,27.53,DOCKET0000001241
2024-05-26,PLAN0000001242,BRAND_E,AREA000001242,62.7,29.07,12,22.35,150.61,208.32,24,13.59,30.68,1,NONE,0.2186,19.73,34,0.518,DOCKET0000001242
2024-05-27,PLAN0000001243,BRAND_A,AREA000001243,177.31,160.12,12,7.11,95.17,213.02,12,9.52,31.09,0,NONE,0.2762,5.98,3,17.442,DOCKET0000001243
2024-05-28,PLAN0000001244,BRAND_C,AREA000001244,79.41,42.82,12,5.59,175.32,44.65,12,1.9,33.79,0,ACP,0.0801,22.7,114,19.052,DOCKET0000001244
2024-05-29,PLAN0000001245,BRAND_F,AREA000001245,219.76,137.27,3,10.38,164.61,440.2,1,1.48,22.45,0,ACP,0.1458,33.78,67,8.101,DOCKET0000001245
2024-05-30,PLAN0000001246,BRAND_D,AREA000001246,59.07,46.56,3,2.32,119.26,344.18,12,10.43,13.03,0,ACP,0.0586,34.04,40,0.003,DOCKET0000001246
2024-05-31,PLAN0000001247,BRAND_C,AREA000001247,80.7,71.48,12,0.7,105.46,71.29,0,10.52,29.66,0,NONE,0.0537,7.38,110,32.035,DOCKET0000001247
2024-06-01,PLAN0000001248,BRAND_F,AREA000001248,209.77,181.38,18,5.19,216.72,380.79,12,16.19,12.83,1,ACP,0.8585,10.51,32,26.435,DOCKET0000001248
2024-06-02,PLAN0000001249,BRAND_C,AREA000001249,68.05,50.14,0,4.33,227.59,8.87,0,6.02,24.77,0,NONE,0.6019,7.46,37,29.843,DOCKET0000001249
2024-06-03,PLAN0000001250,BRAND_B,AREA000001250,85.72,65.04,12,13.55,144.87,430.01,24,6.59,10.62,0,NONE,0.0834,6.67,81,21.231,DOCKET0000001250
2024-06-04,PLAN0000001251,BRAND_A,AREA000001251,162.49,77.35,6,14.72,8.32,155.57,12,3.47,13.69,0,LOCAL_VOUCHER,0.115,5.73,46,12.344,DOCKET0000001251
2024-06-05,PLAN0000001252,BRAND_B,AREA000001252,90.27,61.59,12,22.91,92.5,352.0,36,16.9,23.49,0,NONE,0.0756,4.74,50,1.807,DOCKET0000001252
2024-06-06,PLAN0000001253,BRAND_A,AREA000001253,74.57,28.16,12,13.7,20.32,397.78,12,16.71,34.26,0,ACP,0.058,8.98,93,19.857,DOCKET0000001253
2024-06-07,PLAN0000001254,BRAND_B,AREA000001254,213.21,152.11,9,4.47,181.42,319.79,12,6.0,1.45,1,ACP,0.1086,30.39,93,18.513,DOCKET0000001254
2024-06-08,PLAN0000001255,BRAND_E,AREA000001255,205.68,137.61,6,4.56,223.61,233.52,12,5.97,33.26,0,ACP,0.1082,21.74,77,7.308,DOCKET0000001255
2024-06-09,PLAN0000001256,BRAND_B,AREA000001256,113.43,98.29,24,22.84,177.65,51.36,24,6.95,34.88,1,LOCAL_VOUCHER,0.0865,22.68,85,21.357,DOCKET0000001256
2024-06-10,PLAN0000001257,BRAND_A,AREA000001257,81.4,46.65,6,8.71,231.19,389.97,24,19.68,13.17,0,LIFELINE,0.1233,19.29,25,8.792,DOCKET0000001257
2024-06-11,PLAN0000001258,BRAND_A,AREA000001258,197.23,122.83,12,16.39,55.19,187.63,24,8.02,13.6,0,LIFELINE,0.1644,24.16,12,16.856,DOCKET0000001258
2024-06-12,PLAN0000001259,BRAND_F,AREA000001259,166.94,135.47,18,2.65,103.18,124.04,24,14.98,6.43,1,NONE,0.9984,18.9,48,12.676,DOCKET0000001259
2024-06-13,PLAN0000001260,BRAND_F,AREA000001260,91.15,57.84,12,14.93,244.23,388.0,12,15.28,0.55,1,NONE,0.2608,15.06,93,14.331,DOCKET0000001260
2024-06-14,PLAN0000001261,BRAND_F,AREA000001261,89.69,49.7,3,6.87,213.33,418.91,24,0.11,2.56,1,ACP,0.1213,5.38,67,25.006,DOCKET0000001261
2024-06-15,PLAN0000001262,BRAND_A,AREA000001262,25.37,9.16,12,18.54,107.1,259.9,12,14.5,34.44,0,NONE,0.037,17.39,7,5.377,DOCKET0000001262
2024-06-16,PLAN0000001263,BRAND_E,AREA000001263,91.57,85.47,9,5.17,242.24,29.46,12,8.71,29.34,0,NONE,0.0678,31.35,51,6.827,DOCKET0000001263
2024-06-17,PLAN0000001264,BRAND_E,AREA000001264,195.64,156.89,3,3.83,75.08,428.08,24,0.59,12.33,1,TRIBAL,0.2752,22.23,119,7.112,DOCKET0000001264
2024-06-18,PLAN0000001265,BRAND_D,AREA000001265,186.49,164.57,24,16.68,248.63,86.15,24,4.43,23.31,0,TRIBAL,0.3819,17.96,36,30.692,DOCKET0000001265
2024-06-19,PLAN0000001266,BRAND_B,AREA000001266,68.87,23.33,12,6.75,69.5,374.59,24,5.94,8.77,1,LIFELINE,0.0438,22.46,77,3.631,DOCKET0000001266
2024-06-20,PLAN0000001267,BRAND_D,AREA000001267,180.56,171.0,18,12.43,25.36,355.32,12,9.51,14.69,0,LOCAL_VOUCHER,0.6428,20.28,81,21.57,DOCKET0000001267
2024-06-21,PLAN0000001268,BRAND_C,AREA000001268,168.68,151.78,0,4.6,243.1,212.7,12,17.52,27.81,0,LIFELINE,0.1026,7.94,11,24.089,DOCKET0000001268
2024-06-22,PLAN0000001269,BRAND_C,AREA000001269,145.22,101.79,9,6.03,130.08,327.72,36,18.58,3.6,0,LOCAL_VOUCHER,0.1297,27.34,100,20.949,DOCKET0000001269
2024-06-23,PLAN0000001270,BRAND_A,AREA000001270,32.82,29.37,0,21.09,114.44,10.44,12,12.9,34.55,0,NONE,0.031,26.86,108,2.954,DOCKET0000001270
2024-06-24,PLAN0000001271,BRAND_E,AREA000001271,21.13,6.42,18,8.1,64.58,383.33,24,5.04,7.42,1,TRIBAL,0.0196,25.96,15,1.111,DOCKET0000001271
2024-06-25,PLAN0000001272,BRAND_C,AREA000001272,129.91,101.39,12,22.38,119.22,387.77,12,3.5,26.75,1,TRIBAL,0.1126,29.18,85,25.006,DOCKET0000001272
2024-06-26,PLAN0000001273,BRAND_C,AREA000001273,192.2,82.42,9,2.75,162.37,80.37,24,5.91,31.59,1,LIFELINE,0.3357,28.53,46,18.514,DOCKET0000001273
2024-06-27,PLAN0000001274,BRAND_B,AREA000001274,105.95,98.67,24,5.4,233.23,357.18,0,5.88,28.38,0,TRIBAL,0.0604,19.94,32,27.853,DOCKET0000001274
2024-06-28,PLAN0000001275,BRAND_A,AREA000001275,184.2,121.7,18,8.31,164.88,367.59,12,15.99,0.23,0,TRIBAL,1.8852,28.53,42,29.016,DOCKET0000001275
2024-06-29,PLAN0000001276,BRAND_C,AREA000001276,65.17,48.52,0,16.04,221.34,262.61,12,1.43,4.68,0,ACP,0.6452,34.97,14,0.996,DOCKET0000001276
2024-06-30,PLAN0000001277,BRAND_B,AREA000001277,111.18,74.78,9,20.33,87.0,169.69,12,7.91,15.02,0,ACP,0.4037,11.0,72,30.392,DOCKET0000001277
2024-07-01,PLAN0000001278,BRAND_E,AREA000001278,171.34,94.5,9,8.61,183.8,114.55,24,3.57,18.77,0,LIFELINE,0.117,13.05,120,34.708,DOCKET0000001278
2024-07-02,PLAN0000001279,BRAND_A,AREA000001279,57.81,25.24,18,17.11,126.57,11.3,24,0.74,7.96,0,TRIBAL,0.0602,32.34,69,4.319,DOCKET0000001279
2024-07-03,PLAN0000001280,BRAND_C,AREA000001280,195.99,86.47,0,18.15,104.38,126.95,12,4.99,33.27,0,NONE,0.3092,2.04,46,25.192,DOCKET0000001280
2024-07-04,PLAN0000001281,BRAND_A,AREA000001281,18.94,9.99,0,24.99,199.95,395.35,12,0.55,1.94,1,ACP,0.0131,19.74,59,20.102,DOCKET0000001281
2024-07-05,PLAN0000001282,BRAND_C,AREA000001282,32.23,28.8,0,22.84,47.2,314.53,12,17.81,5.21,0,NONE,0.0176,7.56,0,21.08,DOCKET0000001282
2024-07-06,PLAN0000001283,BRAND_D,AREA000001283,35.92,31.15,18,9.96,111.55,79.25,12,0.69,0.98,0,ACP,0.0376,29.31,112,14.395,DOCKET0000001283
2024-07-07,PLAN0000001284,BRAND_D,AREA000001284,214.18,126.87,9,24.26,204.01,262.93,12,12.39,19.86,0,ACP,0.4732,11.87,102,6.598,DOCKET0000001284
2024-07-08,PLAN0000001285,BRAND_E,AREA000001285,114.52,40.43,12,16.51,176.08,370.9,12,4.44,7.17,0,LOCAL_VOUCHER,0.1153,16.49,22,18.296,DOCKET0000001285
2024-07-09,PLAN0000001286,BRAND_F,AREA000001286,176.68,114.38,24,24.01,23.75,215.48,12,8.76,23.82,0,TRIBAL,0.2656,9.13,1,19.325,DOCKET0000001286
2024-07-10,PLAN0000001287,BRAND_D,AREA000001287,134.83,47.23,9,21.09,74.72,211.01,0,14.32,27.61,0,TRIBAL,0.3093,28.86,35,16.759,DOCKET0000001287
2024-07-11,PLAN0000001288,BRAND_A,AREA000001288,205.76,106.37,0,23.93,177.74,292.77,0,11.61,26.42,0,NONE,0.1392,28.27,26,21.212,DOCKET0000001288
2024-07-12,PLAN0000001289,BRAND_B,AREA000001289,162.03,150.54,0,14.16,4.24,385.59,24,14.57,13.69,1,NONE,0.1527,24.13,52,26.33,DOCKET0000001289
2024-07-13,PLAN0000001290,BRAND_E,AREA000001290,142.38,52.42,24,7.43,179.42,356.01,24,18.71,0.73,1,ACP,0.0817,7.23,73,11.153,DOCKET0000001290
2024-07-14,PLAN0000001291,BRAND_F,AREA000001291,104.14,82.41,12,23.83,205.83,338.27,12,12.8,5.57,1,NONE,0.1015,15.36,29,34.43,DOCKET0000001291
2024-07-15,PLAN0000001292,BRAND_E,AREA000001292,29.02,23.35,12,3.44,182.88,321.0,24,19.44,10.93,1,TRIBAL,0.0199,12.15,89,33.331,DOCKET0000001292
2024-07-16,PLAN0000001293,BRAND_F,AREA000001293,16.24,6.5,24,12.72,202.63,42.12,0,0.33,25.51,1,ACP,0.011,29.11,2,30.992,DOCKET0000001293
2024-07-17,PLAN0000001294,BRAND_B,AREA000001294,168.28,139.36,12,10.31,228.3,236.45,24,0.07,7.8,1,ACP,0.0858,6.11,82,18.926,DOCKET0000001294
2024-07-18,PLAN0000001295,BRAND_A,AREA000001295,122.34,56.99,3,21.86,161.81,210.98,12,7.14,9.33,0,TRIBAL,0.1119,0.63,78,20.271,DOCKET0000001295
2024-07-19,PLAN0000001296,BRAND_D,AREA000001296,199.66,115.95,0,12.35,55.77,374.47,12,17.36,29.73,0,NONE,0.127,14.95,77,15.24,DOCKET0000001296
2024-07-20,PLAN0000001297,BRAND_A,AREA000001297,128.93,50.88,0,22.42,245.71,230.74,24,8.33,29.74,0,LIFELINE,0.5275,17.12,57,8.985,DOCKET0000001297
2024-07-21,PLAN0000001298,BRAND_C,AREA000001298,214.72,145.61,24,14.43,110.93,399.21,12,3.76,26.17,0,LOCAL_VOUCHER,0.5654,13.95,77,12.266,DOCKET0000001298
2024-07-22,PLAN0000001299,BRAND_E,AREA000001299,180.25,116.77,18,1.67,193.09,354.15,12,12.12,32.21,0,NONE,0.1307,22.29,46,16.088,DOCKET0000001299
2024-07-23,PLAN0000001300,BRAND_E,AREA000001300,184.41,124.99,3,17.53,145.77,344.39,12,18.93,10.57,1,ACP,0.1059,33.57,39,32.986,DOCKET0000001300
2024-07-24,PLAN0000001301,BRAND_A,AREA000001301,172.01,108.16,24,8.31,74.93,96.43,24,5.96,11.07,1,NONE,0.3757,20.8,91,22.805,DOCKET0000001301
2024-07-25,PLAN0000001302,BRAND_D,AREA000001302,45.18,32.46,9,18.73,87.45,224.53,12,18.13,32.72,0,LIFELINE,0.0546,16.08,80,22.831,DOCKET0000001302
2024-07-26,PLAN0000001303,BRAND_D,AREA000001303,215.79,183.35,18,8.8,216.31,4.88,12,3.91,30.47,0,LIFELINE,0.1377,18.34,119,6.96,DOCKET0000001303
2024-07-27,PLAN0000001304,BRAND_C,AREA000001304,173.63,83.76,0,22.53,86.42,202.25,12,14.28,25.57,1,NONE,4.1081,28.5,60,16.495,DOCKET0000001304
2024-07-28,PLAN0000001305,BRAND_E,AREA000001305,27.79,9.72,6,12.8,140.27,2.93,24,19.25,16.18,1,ACP,0.0643,29.01,8,5.624,DOCKET0000001305
2024-07-29,PLAN0000001306,BRAND_D,AREA000001306,206.63,159.83,6,1.05,13.31,157.44,1,18.4,30.2,0,NONE,0.1102,20.61,63,5.845,DOCKET0000001306
2024-07-30,PLAN0000001307,BRAND_F,AREA000001307,106.19,89.5,3,7.69,184.55,430.65,12,4.55,7.24,0,ACP,2.6092,21.12,95,25.74,DOCKET0000001307
2024-07-31,PLAN0000001308,BRAND_B,AREA000001308,165.8,61.36,0,4.08,78.33,401.16,24,10.0,26.95,0,ACP,0.6322,32.81,117,11.356,DOCKET0000001308
2024-08-01,PLAN0000001309,BRAND_E,AREA000001309,75.34,65.99,9,7.46,20.61,65.06,36,13.67,12.35,1,LIFELINE,0.2249,12.74,60,9.542,DOCKET0000001309
2024-08-02,PLAN0000001310,BRAND_F,AREA000001310,177.74,87.86,9,8.39,20.5,109.96,24,8.06,33.16,0,ACP,0.1726,7.02,11,21.418,DOCKET0000001310
2024-08-03,PLAN0000001311,BRAND_B,AREA000001311,124.08,111.62,9,6.63,24.9,396.47,1,1.73,21.6,1,NONE,0.0975,17.77,106,1.63,DOCKET0000001311
2024-08-04,PLAN0000001312,BRAND_A,AREA000001312,70.84,51.44,9,11.61,91.82,22.33,0,13.86,13.38,1,ACP,0.2805,28.37,14,25.654,DOCKET0000001312
2024-08-05,PLAN0000001313,BRAND_A,AREA000001313,56.19,32.92,12,15.97,74.63,88.87,24,11.1,31.91,0,LOCAL_VOUCHER,0.0291,24.38,0,24.356,DOCKET0000001313
2024-08-06,PLAN0000001314,BRAND_F,AREA000001314,158.75,75.75,12,8.45,199.94,344.36,12,9.57,23.63,0,NONE,0.1702,33.91,28,5.366,DOCKET0000001314
2024-08-07,PLAN0000001315,BRAND_F,AREA000001315,100.69,65.63,3,1.49,235.77,416.92,36,16.76,6.07,1,LOCAL_VOUCHER,0.639,0.45,50,19.468,DOCKET0000001315
2024-08-08,PLAN0000001316,BRAND_A,AREA000001316,170.05,140.94,0,10.61,213.63,87.71,12,14.11,3.81,0,TRIBAL,0.1067,32.52,95,14.151,DOCKET0000001316
2024-08-09,PLAN0000001317,BRAND_B,AREA000001317,29.6,19.86,9,24.83,111.71,233.57,24,1.9,3.22,1,LOCAL_VOUCHER,0.0283,23.37,55,18.255,DOCKET0000001317
2024-08-10,PLAN0000001318,BRAND_D,AREA000001318,207.14,107.9,9,13.62,127.67,397.78,1,6.31,22.29,0,NONE,0.1291,33.24,18,20.433,DOCKET0000001318
2024-08-11,PLAN0000001319,BRAND_D,AREA000001319,209.08,135.58,0,20.0,57.2,177.84,24,3.61,1.64,0,ACP,0.3249,33.92,21,2.468,DOCKET0000001319
2024-08-12,PLAN0000001320,BRAND_C,AREA000001320,133.09,103.86,6,5.92,50.05,142.81,24,14.45,9.39,1,LIFELINE,0.0743,19.58,25,3.805,DOCKET0000001320
2024-08-13,PLAN0000001321,BRAND_E,AREA000001321,182.89,76.27,9,3.78,246.39,158.94,0,14.5,12.61,1,NONE,0.7189,32.85,118,28.705,DOCKET0000001321
2024-08-14,PLAN0000001322,BRAND_B,AREA000001322,206.38,153.74,0,9.99,61.36,285.84,12,7.94,32.55,1,LOCAL_VOUCHER,6.3309,4.26,45,19.402,DOCKET0000001322
2024-08-15,PLAN0000001323,BRAND_A,AREA000001323,34.63,20.77,12,11.54,22.91,68.15,24,10.52,6.53,0,NONE,0.0176,21.93,107,23.865,DOCKET0000001323
2024-08-16,PLAN0000001324,BRAND_F,AREA000001324,126.14,44.82,0,6.08,243.17,138.75,24,5.98,1.66,0,NONE,0.1113,24.47,89,26.824,DOCKET0000001324
2024-08-17,PLAN0000001325,BRAND_C,AREA000001325,38.93,34.8,3,4.57,221.02,94.72,24,0.4,9.85,0,NONE,0.0798,5.93,58,32.156,DOCKET0000001325
2024-08-18,PLAN0000001326,BRAND_B,AREA000001326,105.36,80.91,12,10.7,244.0,82.34,12,5.65,11.55,0,TRIBAL,0.0816,3.77,97,8.669,DOCKET0000001326
2024-08-19,PLAN0000001327,BRAND_B,AREA000001327,140.22,76.16,3,19.52,113.81,83.13,12,13.03,20.86,0,TRIBAL,0.2077,19.56,108,12.179,DOCKET0000001327
2024-08-20,PLAN0000001328,BRAND_D,AREA000001328,104.87,62.39,3,8.34,233.52,57.28,24,5.18,3.42,0,LIFELINE,0.0567,18.13,35,15.315,DOCKET0000001328
2024-08-21,PLAN0000001329,BRAND_C,AREA000001329,191.19,116.49,6,0.45,160.31,366.48,0,5.74,31.99,0,ACP,0.1211,26.53,2,19.881,DOCKET0000001329
2024-08-22,PLAN0000001330,BRAND_C,AREA000001330,217.95,65.59,12,9.99,22.56,233.07,24,8.0,33.66,1,NONE,0.3282,32.43,105,14.042,DOCKET0000001330
2024-08-23,PLAN0000001331,BRAND_A,AREA000001331,125.19,118.15,9,19.15,216.43,12.54,12,3.18,27.12,0,LIFELINE,0.5858,22.11,102,12.414,DOCKET0000001331
2024-08-24,PLAN0000001332,BRAND_F,AREA000001332,93.3,36.54,12,24.31,203.28,263.9,12,1.19,5.07,0,NONE,0.0804,28.98,87,24.751,DOCKET0000001332
2024-08-25,PLAN0000001333,BRAND_A,AREA000001333,110.44,47.02,12,12.99,74.63,254.74,1,13.1,33.45,0,NONE,0.0564,30.95,9,27.058,DOCKET0000001333
2024-08-26,PLAN0000001334,BRAND_D,AREA000001334,116.65,51.04,9,5.44,110.06,125.5,24,7.22,23.76,0,NONE,0.1282,21.96,37,16.517,DOCKET0000001334
2024-08-27,PLAN0000001335,BRAND_F,AREA000001335,158.79,94.22,0,24.4,116.33,297.13,24,11.52,20.39,1,NONE,0.2078,6.88,54,5.077,DOCKET0000001335
2024-08-28,PLAN0000001336,BRAND_B,AREA000001336,216.2,93.35,6,23.5,190.83,22.02,24,7.64,11.63,0,NONE,0.1198,5.04,89,11.071,DOCKET0000001336
2024-08-29,PLAN0000001337,BRAND_B,AREA000001337,58.31,39.94,12,20.06,42.07,220.72,12,5.51,9.11,0,NONE,0.0309,9.13,118,14.802,DOCKET0000001337
2024-08-30,PLAN0000001338,BRAND_C,AREA000001338,25.47,16.18,0,15.34,207.32,110.13,12,1.83,30.31,0,LIFELINE,0.0576,2.06,46,7.55,DOCKET0000001338
2024-08-31,PLAN0000001339,BRAND_D,AREA000001339,98.35,79.42,0,17.1,77.44,41.9,24,18.95,13.26,0,NONE,0.1455,28.13,84,2.88,DOCKET0000001339
2024-09-01,PLAN0000001340,BRAND_B,AREA000001340,53.93,43.37,18,6.76,62.42,241.46,24,13.43,26.31,0,TRIBAL,0.088,32.6,39,21.79,DOCKET0000001340
2024-09-02,PLAN0000001341,BRAND_E,AREA000001341,100.54,58.82,3,5.09,18.42,63.9,24,2.13,28.78,0,NONE,0.9975,24.0,9,34.756,DOCKET0000001341
2024-09-03,PLAN0000001342,BRAND_A,AREA000001342,120.79,85.34,6,8.07,141.72,428.61,1,10.08,20.55,1,LOCAL_VOUCHER,0.2426,6.83,11,5.771,DOCKET0000001342
2024-09-04,PLAN0000001343,BRAND_D,AREA000001343,200.93,99.3,12,7.66,193.75,275.29,24,7.96,23.65,0,LOCAL_VOUCHER,0.1389,19.82,91,31.281,DOCKET0000001343
2024-09-05,PLAN0000001344,BRAND_C,AREA000001344,105.36,73.6,9,2.6,176.73,27.32,24,9.06,8.88,0,LOCAL_VOUCHER,0.2166,19.27,12,27.709,DOCKET0000001344
2024-09-06,PLAN0000001345,BRAND_C,AREA000001345,195.89,173.21,18,10.32,117.22,149.54,12,8.38,17.25,0,ACP,0.1714,28.15,36,13.255,DOCKET0000001345
