edu_erasmus_project_year,edu_erasmus_programme_period_code,edu_erasmus_participant_id_hash,edu_erasmus_home_country_iso2,edu_erasmus_host_country_iso2,edu_erasmus_home_institution_id,edu_erasmus_host_institution_id,edu_erasmus_mobility_type_code,edu_erasmus_duration_days,edu_erasmus_grant_amount_eur,edu_erasmus_inclusion_support_flag,edu_erasmus_green_travel_flag,edu_erasmus_virtual_component_flag,edu_erasmus_recognition_ects_flag,edu_erasmus_language_preparation_flag,edu_erasmus_student_satisfaction_score,edu_erasmus_employability_outcome_flag,edu_erasmus_data_source,edu_erasmus_last_update_date,edu_erasmus_data_extract_date
2011,2014_2020,51de00e4436577aa703129,MT,FR,HEI_MT_1625,HEI_FR_2125,STAFF_TEACHING,141,3766.74,0,0,0,0,1,4.81,0,ERASMUS_DASHBOARD,2025-03-02,2026-02-05
2012,2014_2020,64cbc019fdef548665b7ab,ES,PL,HEI_ES_1630,HEI_PL_2134,BLENDED_INTENSIVE,53,1756.47,0,1,0,1,0,4.53,1,NATIONAL_AGENCY_EXPORT,2025-03-25,2025-04-11
2013,2014_2020,1debce6e15ca356c57ab28,CZ,CY,HEI_CZ_1635,HEI_CY_2143,TRAINEESHIP,49,772.5,0,0,0,0,0,4.62,1,INSTITUTION_REPORTING,2025-04-17,2024-06-19
2014,2014_2020,1a7fe33383172b5df66f9b,HU,LV,HEI_HU_1640,HEI_LV_2152,STUDY,35,1116.83,0,0,0,1,1,4.59,1,ERASMUS_DASHBOARD,2025-05-10,2025-05-16
2015,2014_2020,1364198b3296696f95f014,NL,SE,HEI_NL_1645,HEI_SE_2161,YOUTH_EXCHANGE,155,4924.86,1,0,1,0,0,3.28,0,NATIONAL_AGENCY_EXPORT,2025-06-02,2024-03-29
2016,2014_2020,6b336cd455cbbdc54f3372,SE,DE,HEI_SE_1650,HEI_DE_2170,STAFF_TRAINING,96,2423.7,0,0,0,0,0,4.43,1,INSTITUTION_REPORTING,2025-06-25,2025-01-21
2017,2014_2020,6e555ec06fc89602b09ad2,DK,PT,HEI_DK_1655,HEI_PT_2179,STAFF_TEACHING,19,574.49,1,0,0,1,0,4.38,1,ERASMUS_DASHBOARD,2025-07-18,2025-05-25
2018,2014_2020,8db2e3d773fd8aca7bee13,IE,CZ,HEI_IE_1660,HEI_CZ_2188,BLENDED_INTENSIVE,28,857.8,0,0,0,1,1,3.97,1,NATIONAL_AGENCY_EXPORT,2025-08-10,2024-09-05
2019,2014_2020,703ce88097a3a21c08ad39,PL,LT,HEI_PL_1665,HEI_LT_2197,TRAINEESHIP,268,4650.54,1,0,0,0,1,4.5,1,INSTITUTION_REPORTING,2025-09-02,2024-02-14
2020,2014_2020,0201571a394774cbd7c4be,AT,AT,HEI_AT_1670,HEI_AT_2206,STUDY,303,10791.2,0,0,0,1,1,3.66,0,ERASMUS_DASHBOARD,2025-09-25,2024-09-10
2021,2021_2027,fc8e876ce304d8ba00d990,EE,GR,HEI_EE_1675,HEI_GR_2215,YOUTH_EXCHANGE,28,894.59,0,1,1,0,0,4.49,1,NATIONAL_AGENCY_EXPORT,2025-10-18,2024-09-13
2022,2021_2027,dea6c7787c47190bfedcd1,IT,RO,HEI_IT_1680,HEI_RO_2224,STAFF_TRAINING,117,1499.67,0,0,1,1,0,4.59,1,INSTITUTION_REPORTING,2025-11-10,2025-08-22
2023,2021_2027,716028c9d0bf4a4c250d98,PT,DK,HEI_PT_1685,HEI_DK_2233,STAFF_TEACHING,142,3134.19,0,0,0,1,1,4.27,1,ERASMUS_DASHBOARD,2025-12-03,2024-04-30
2024,2021_2027,3a1c24df5c51de1a8fce34,BE,LU,HEI_BE_1690,HEI_LU_2242,BLENDED_INTENSIVE,163,2412.27,0,1,0,1,1,4.37,1,NATIONAL_AGENCY_EXPORT,2025-12-26,2024-11-26
2025,2021_2027,7d6a888d151502c8d9b30c,FI,BE,HEI_FI_1695,HEI_BE_2251,TRAINEESHIP,168,1516.69,0,0,0,1,1,3.91,1,INSTITUTION_REPORTING,2026-01-18,2026-01-27
2006,2014_2020,d01563fb9641e88cfd04fd,LV,HU,HEI_LV_1700,HEI_HU_2260,STUDY,93,3081.9,0,0,0,1,0,3.53,0,ERASMUS_DASHBOARD,2026-02-10,2024-03-26
2007,2014_2020,7ed305ce23513838a02514,RO,SK,HEI_RO_1705,HEI_SK_2269,YOUTH_EXCHANGE,45,1039.23,0,0,0,0,0,3.88,1,NATIONAL_AGENCY_EXPORT,2013-01-08,2024-06-24
2008,2014_2020,c01a6cb50cc8ca1857685d,BG,EE,HEI_BG_1710,HEI_EE_2278,STAFF_TRAINING,83,2640.11,0,0,0,0,1,4.64,1,INSTITUTION_REPORTING,2013-01-31,2024-05-16
2009,2014_2020,f97f206b8f618be5491857,FR,MT,HEI_FR_1715,HEI_MT_2287,STAFF_TEACHING,101,2041.14,0,0,0,0,1,3.58,1,ERASMUS_DASHBOARD,2013-02-23,2024-08-10
2010,2014_2020,65e9d0f28c94c64605803a,LT,BG,HEI_LT_1720,HEI_BG_2296,BLENDED_INTENSIVE,148,3545.43,0,0,0,1,1,4.89,0,NATIONAL_AGENCY_EXPORT,2013-03-18,2024-10-18
2011,2014_2020,b38c6e06973e6aa1f62c18,SK,IE,HEI_SK_1725,HEI_IE_2305,TRAINEESHIP,15,630.71,0,0,0,0,0,3.7,0,INSTITUTION_REPORTING,2013-04-10,2024-03-17
2012,2014_2020,4463727a481f12072be40a,HR,SI,HEI_HR_1730,HEI_SI_2314,STUDY,188,2906.6,0,0,0,1,1,4.03,1,ERASMUS_DASHBOARD,2013-05-03,2025-07-18
2013,2014_2020,6c9f96893e6f0e0219d5c5,DE,FI,HEI_DE_1735,HEI_FI_2323,YOUTH_EXCHANGE,195,7252.35,0,0,0,0,0,4.61,1,NATIONAL_AGENCY_EXPORT,2013-05-26,2025-07-20
2014,2014_2020,0972ec22b74934824c2466,LU,NL,HEI_LU_1740,HEI_NL_2332,STAFF_TRAINING,29,552.41,0,0,1,1,0,4.03,1,INSTITUTION_REPORTING,2013-06-18,2024-10-11
2015,2014_2020,98be96bc5dd5770e906f68,SI,HR,HEI_SI_1745,HEI_HR_2341,STAFF_TEACHING,114,3124.34,0,0,0,0,0,3.43,1,ERASMUS_DASHBOARD,2013-07-11,2024-09-07
2016,2014_2020,6367de0605d3a6949404f1,CY,IT,HEI_CY_1750,HEI_IT_2350,BLENDED_INTENSIVE,118,3644.48,0,0,0,1,0,3.83,0,NATIONAL_AGENCY_EXPORT,2013-08-03,2026-01-13
2017,2014_2020,1869ea793b6d7b4ebd9fa3,GR,ES,HEI_GR_1755,HEI_ES_2359,TRAINEESHIP,372,4711.6,0,0,0,0,1,3.99,1,INSTITUTION_REPORTING,2013-08-26,2024-12-02
2018,2014_2020,2a76ca25457285dbc131ea,MT,FR,HEI_MT_1760,HEI_FR_2368,STUDY,222,5430.05,1,0,0,0,0,3.67,1,ERASMUS_DASHBOARD,2013-09-18,2024-08-14
2019,2014_2020,b37aa038af19abf4a6cbed,ES,PL,HEI_ES_1765,HEI_PL_2377,YOUTH_EXCHANGE,156,2721.79,1,0,0,0,1,3.6,1,NATIONAL_AGENCY_EXPORT,2013-10-11,2025-10-20
2020,2014_2020,429d933d4d451dd23f5e52,CZ,CY,HEI_CZ_1770,HEI_CY_2386,STAFF_TRAINING,37,791.88,0,0,1,0,1,3.34,0,INSTITUTION_REPORTING,2013-11-03,2025-09-19
2021,2021_2027,b8dec14ebad17cd4cf3a4b,HU,LV,HEI_HU_1775,HEI_LV_2395,STAFF_TEACHING,162,5133.04,1,1,1,0,1,3.37,1,ERASMUS_DASHBOARD,2013-11-26,2026-02-06
2022,2021_2027,67f4042c2c9c214e161a96,NL,SE,HEI_NL_1780,HEI_SE_2404,BLENDED_INTENSIVE,19,536.66,0,1,0,1,0,4.24,1,NATIONAL_AGENCY_EXPORT,2013-12-19,2024-12-27
2023,2021_2027,5db499e8b4dfcd16bf62bc,SE,DE,HEI_SE_1785,HEI_DE_2413,TRAINEESHIP,218,3544.37,0,0,1,1,1,5.0,0,INSTITUTION_REPORTING,2014-01-11,2024-02-22
2024,2021_2027,9cec5c702d6cccd64fae43,DK,PT,HEI_DK_1790,HEI_PT_2422,STUDY,131,1647.1,0,0,0,0,0,3.21,1,ERASMUS_DASHBOARD,2014-02-03,2024-10-13
2025,2021_2027,2f46c2f36e42499267ff17,IE,CZ,HEI_IE_1795,HEI_CZ_2431,YOUTH_EXCHANGE,119,1542.4,0,0,0,1,1,3.55,1,NATIONAL_AGENCY_EXPORT,2014-02-26,2025-10-17
2006,2014_2020,68b2d622fc6f379e7255eb,PL,LT,HEI_PL_1800,HEI_LT_2440,STAFF_TRAINING,197,6455.09,0,1,1,1,1,4.14,0,INSTITUTION_REPORTING,2014-03-21,2024-04-16
2007,2014_2020,2901519bf4c566cf9de578,AT,AT,HEI_AT_1805,HEI_AT_2449,STAFF_TEACHING,33,305.76,1,0,0,1,1,4.9,1,ERASMUS_DASHBOARD,2014-04-13,2025-08-21
2008,2014_2020,ff9013ffe26dc6243e1c21,EE,GR,HEI_EE_1810,HEI_GR_2458,BLENDED_INTENSIVE,85,1583.16,0,0,0,1,0,4.55,0,NATIONAL_AGENCY_EXPORT,2014-05-06,2025-07-05
2009,2014_2020,7a9c18f83981bc91e160a6,IT,RO,HEI_IT_1815,HEI_RO_2467,TRAINEESHIP,354,3700.6,0,0,0,0,1,4.2,0,INSTITUTION_REPORTING,2014-05-29,2024-07-03
2010,2014_2020,18ac25c0ef7ff6e60b46c3,PT,DK,HEI_PT_1820,HEI_DK_2476,STUDY,166,2651.58,1,0,0,1,0,3.81,0,ERASMUS_DASHBOARD,2014-06-21,2025-03-10
2011,2014_2020,76af302e078d7fb1c8ed58,BE,LU,HEI_BE_1825,HEI_LU_2485,YOUTH_EXCHANGE,166,3255.98,0,0,0,0,1,4.88,0,NATIONAL_AGENCY_EXPORT,2014-07-14,2025-04-14
2012,2014_2020,57457eb9a236269e37f082,FI,BE,HEI_FI_1830,HEI_BE_2494,STAFF_TRAINING,69,2224.43,0,0,1,0,0,4.4,0,INSTITUTION_REPORTING,2014-08-06,2024-12-16
2013,2014_2020,a7454f8f241115d6b919a6,LV,HU,HEI_LV_1835,HEI_HU_2503,STAFF_TEACHING,8,182.75,1,0,0,0,0,4.66,1,ERASMUS_DASHBOARD,2014-08-29,2024-11-21
2014,2014_2020,05a29970c8c4fd86ff116e,RO,SK,HEI_RO_1840,HEI_SK_2512,BLENDED_INTENSIVE,162,3581.38,1,0,0,1,0,4.18,0,NATIONAL_AGENCY_EXPORT,2014-09-21,2025-04-22
2015,2014_2020,a9fbd9446c6a486e9d97f6,BG,EE,HEI_BG_1845,HEI_EE_2521,TRAINEESHIP,242,3049.31,0,0,0,0,0,4.46,1,INSTITUTION_REPORTING,2014-10-14,2024-02-17
2016,2014_2020,663b195efc202971c31d5d,FR,MT,HEI_FR_1850,HEI_MT_2530,STUDY,252,2413.25,0,0,0,1,1,3.56,0,ERASMUS_DASHBOARD,2014-11-06,2024-10-21
2017,2014_2020,0734bc7c729ab7f4900989,LT,BG,HEI_LT_1855,HEI_BG_2539,YOUTH_EXCHANGE,132,3393.9,0,0,0,0,0,4.69,1,NATIONAL_AGENCY_EXPORT,2014-11-29,2024-06-14
2018,2014_2020,03bb5b9c51d26fa6f160c5,SK,IE,HEI_SK_1860,HEI_IE_2548,STAFF_TRAINING,53,579.25,0,0,0,0,0,4.75,1,INSTITUTION_REPORTING,2014-12-22,2024-03-16
2019,2014_2020,dec3385965b060901d8b78,HR,SI,HEI_HR_1865,HEI_SI_2557,STAFF_TEACHING,78,2076.19,0,0,0,1,1,3.66,1,ERASMUS_DASHBOARD,2015-01-14,2024-11-03
2020,2014_2020,199d03b1e61f65cf5ca423,DE,FI,HEI_DE_1870,HEI_FI_2566,BLENDED_INTENSIVE,109,4368.74,0,0,0,1,0,3.22,1,NATIONAL_AGENCY_EXPORT,2015-02-06,2025-05-11
2021,2021_2027,474c7c317cef856b8eebcb,LU,NL,HEI_LU_1875,HEI_NL_2575,TRAINEESHIP,270,6821.53,0,1,1,0,1,3.72,0,INSTITUTION_REPORTING,2015-03-01,2024-10-29
2022,2021_2027,9374dbf8e92c1733990fa3,SI,HR,HEI_SI_1880,HEI_HR_2584,STUDY,154,2821.77,0,1,0,1,0,3.28,1,ERASMUS_DASHBOARD,2015-03-24,2024-06-29
2023,2021_2027,e450ca6aee0603d2cdbeff,CY,IT,HEI_CY_1885,HEI_IT_2593,YOUTH_EXCHANGE,158,2084.74,1,0,0,0,0,3.59,1,NATIONAL_AGENCY_EXPORT,2015-04-16,2025-02-13
2024,2021_2027,d39840d2cecb1daa8227d9,GR,ES,HEI_GR_1890,HEI_ES_2602,STAFF_TRAINING,125,2983.18,1,0,0,0,1,4.53,1,INSTITUTION_REPORTING,2015-05-09,2025-11-11
2025,2021_2027,f740e95390258a9480fc4e,MT,FR,HEI_MT_1895,HEI_FR_2611,STAFF_TEACHING,152,5037.45,0,1,1,0,1,4.5,0,ERASMUS_DASHBOARD,2015-06-01,2024-07-05
2006,2014_2020,ea016270bd359e92ca7d45,ES,PL,HEI_ES_1900,HEI_PL_2620,BLENDED_INTENSIVE,129,3090.45,0,0,0,1,1,5.0,1,NATIONAL_AGENCY_EXPORT,2015-06-24,2025-08-30
2007,2014_2020,2461f4fd393d374ed3bca2,CZ,CY,HEI_CZ_1905,HEI_CY_2629,TRAINEESHIP,341,11624.55,0,0,0,0,1,4.6,0,INSTITUTION_REPORTING,2015-07-17,2024-06-21
2008,2014_2020,d939088b87c9606c65116e,HU,LV,HEI_HU_1910,HEI_LV_2638,STUDY,353,10007.48,1,0,0,0,0,4.73,1,ERASMUS_DASHBOARD,2015-08-09,2024-04-01
2009,2014_2020,34b24b6db99770b45f60fc,NL,SE,HEI_NL_1915,HEI_SE_2647,YOUTH_EXCHANGE,160,5473.3,0,0,0,0,1,3.37,0,NATIONAL_AGENCY_EXPORT,2015-09-01,2025-11-20
2010,2014_2020,4d902e642e6feba95346e4,SE,DE,HEI_SE_1920,HEI_DE_2656,STAFF_TRAINING,86,2349.38,0,0,0,1,1,5.0,1,INSTITUTION_REPORTING,2015-09-24,2024-07-25
2011,2014_2020,309e4620006db3d79e8497,DK,PT,HEI_DK_1925,HEI_PT_2665,STAFF_TEACHING,10,107.69,0,0,0,0,1,5.0,0,ERASMUS_DASHBOARD,2015-10-17,2025-08-26
2012,2014_2020,15e91396af1f75ecd66778,IE,CZ,HEI_IE_1930,HEI_CZ_2674,BLENDED_INTENSIVE,183,2487.67,0,0,0,1,1,5.0,0,NATIONAL_AGENCY_EXPORT,2015-11-09,2024-05-21
2013,2014_2020,073a22eb7440f3e0a79967,PL,LT,HEI_PL_1935,HEI_LT_2683,TRAINEESHIP,66,2248.82,0,0,1,0,1,4.25,0,INSTITUTION_REPORTING,2015-12-02,2024-12-16
2014,2014_2020,8a2125aeccf31f8a9e51d4,AT,AT,HEI_AT_1940,HEI_AT_2692,STUDY,157,3701.49,0,0,0,1,0,3.63,1,ERASMUS_DASHBOARD,2015-12-25,2025-11-15
2015,2014_2020,ffa790fd66a26314273944,EE,GR,HEI_EE_1945,HEI_GR_2701,YOUTH_EXCHANGE,66,1375.05,0,0,0,0,0,4.15,1,NATIONAL_AGENCY_EXPORT,2016-01-17,2025-01-21
2016,2014_2020,446d4eaed3ab667542d28f,IT,RO,HEI_IT_1950,HEI_RO_2710,STAFF_TRAINING,95,2855.68,1,0,0,0,0,4.3,1,INSTITUTION_REPORTING,2016-02-09,2025-08-04
2017,2014_2020,1dfd3f68a9b58d99e1c850,PT,DK,HEI_PT_1955,HEI_DK_2719,STAFF_TEACHING,84,3665.94,0,0,0,0,1,4.67,1,ERASMUS_DASHBOARD,2016-03-03,2024-09-25
2018,2014_2020,ff6a1efb608f17093c1efb,BE,LU,HEI_BE_1960,HEI_LU_2728,BLENDED_INTENSIVE,16,306.06,1,0,0,1,1,4.69,1,NATIONAL_AGENCY_EXPORT,2016-03-26,2024-10-02
2019,2014_2020,886a726937a929bff37d36,FI,BE,HEI_FI_1965,HEI_BE_2737,TRAINEESHIP,92,3103.89,0,0,0,0,0,3.85,1,INSTITUTION_REPORTING,2016-04-18,2025-06-06
2020,2014_2020,f5936ba266071218fb8c20,LV,HU,HEI_LV_1970,HEI_HU_2746,STUDY,127,1378.94,0,0,1,1,1,4.66,0,ERASMUS_DASHBOARD,2016-05-11,2026-01-13
2021,2021_2027,0533305d7ff042d18ab151,RO,SK,HEI_RO_1975,HEI_SK_2755,YOUTH_EXCHANGE,29,761.98,0,1,1,0,1,4.94,1,NATIONAL_AGENCY_EXPORT,2016-06-03,2025-10-09
2022,2021_2027,9f4c09d627c5688037139a,BG,EE,HEI_BG_1980,HEI_EE_2764,STAFF_TRAINING,129,3271.56,0,1,0,0,0,4.06,0,INSTITUTION_REPORTING,2016-06-26,2026-02-11
2023,2021_2027,0fbb40f0cbee74f1468a72,FR,MT,HEI_FR_1985,HEI_MT_2773,STAFF_TEACHING,148,2910.07,0,0,1,0,0,4.53,0,ERASMUS_DASHBOARD,2016-07-19,2024-10-23
2024,2021_2027,0cb9968b36a306f798d001,LT,BG,HEI_LT_1990,HEI_BG_2782,BLENDED_INTENSIVE,120,3925.95,1,0,0,1,1,3.77,0,NATIONAL_AGENCY_EXPORT,2016-08-11,2025-08-15
2025,2021_2027,0067c8a1f1d10e28f8b62d,SK,IE,HEI_SK_1995,HEI_IE_2791,TRAINEESHIP,104,4427.52,0,0,0,0,1,5.0,1,INSTITUTION_REPORTING,2016-09-03,2024-12-12
2006,2014_2020,6e651607082e78712ed597,HR,SI,HEI_HR_2000,HEI_SI_2800,STUDY,252,3590.9,0,0,0,1,0,4.62,1,ERASMUS_DASHBOARD,2016-09-26,2025-02-17
2007,2014_2020,8ca87a53fb368c4513c580,DE,FI,HEI_DE_2005,HEI_FI_2809,YOUTH_EXCHANGE,137,4000.78,0,0,0,0,0,3.53,1,NATIONAL_AGENCY_EXPORT,2016-10-19,2025-02-16
2008,2014_2020,a84f5764ae264964103851,LU,NL,HEI_LU_2010,HEI_NL_2818,STAFF_TRAINING,42,1693.74,0,0,0,1,0,4.02,0,INSTITUTION_REPORTING,2016-11-11,2025-06-11
2009,2014_2020,68f3e64c195eef612906fc,SI,HR,HEI_SI_2015,HEI_HR_2827,STAFF_TEACHING,67,2325.66,0,0,0,1,0,3.73,1,ERASMUS_DASHBOARD,2016-12-04,2025-02-07
2010,2014_2020,0aca4cc6ace398b0fcc957,CY,IT,HEI_CY_2020,HEI_IT_2836,BLENDED_INTENSIVE,120,3074.39,0,0,0,1,1,4.53,0,NATIONAL_AGENCY_EXPORT,2016-12-27,2024-11-10
2011,2014_2020,0804da6b26e8d0ca75a920,GR,ES,HEI_GR_2025,HEI_ES_2845,TRAINEESHIP,271,7529.33,0,0,0,0,1,3.61,0,INSTITUTION_REPORTING,2017-01-19,2024-03-25
2012,2014_2020,48c8596b7331b1fb491574,MT,FR,HEI_MT_2030,HEI_FR_2854,STUDY,121,4366.92,0,0,0,0,0,4.75,0,ERASMUS_DASHBOARD,2017-02-11,2025-01-15
2013,2014_2020,c41c71d2fadca26a59969f,ES,PL,HEI_ES_2035,HEI_PL_2863,YOUTH_EXCHANGE,172,2288.83,0,0,0,0,1,4.04,1,NATIONAL_AGENCY_EXPORT,2017-03-06,2025-04-14
2014,2014_2020,038fe65115fb437d479f9d,CZ,CY,HEI_CZ_2040,HEI_CY_2872,STAFF_TRAINING,84,2684.03,0,0,0,1,1,4.25,0,INSTITUTION_REPORTING,2017-03-29,2026-01-25
2015,2014_2020,ae690616d56b8d6f99698a,HU,LV,HEI_HU_2045,HEI_LV_2881,STAFF_TEACHING,155,3258.68,0,0,0,0,1,5.0,1,ERASMUS_DASHBOARD,2017-04-21,2025-08-27
2016,2014_2020,0b08da9900cbb509361028,NL,SE,HEI_NL_2050,HEI_SE_2890,BLENDED_INTENSIVE,176,5693.58,0,0,0,0,1,4.22,1,NATIONAL_AGENCY_EXPORT,2017-05-14,2024-10-15
2017,2014_2020,10f1b89f8c71f60bb9404e,SE,DE,HEI_SE_2055,HEI_DE_2899,TRAINEESHIP,118,2058.86,0,0,0,0,1,4.0,0,INSTITUTION_REPORTING,2017-06-06,2024-12-07
2018,2014_2020,2549660eb3f30f13488be4,DK,PT,HEI_DK_2060,HEI_PT_2908,STUDY,216,3393.73,0,0,0,1,1,3.66,1,ERASMUS_DASHBOARD,2017-06-29,2025-12-07
2019,2014_2020,ef68641633a2868bf23de8,IE,CZ,HEI_IE_2065,HEI_CZ_2917,YOUTH_EXCHANGE,61,576.81,1,0,0,0,0,4.32,1,NATIONAL_AGENCY_EXPORT,2017-07-22,2025-12-21
2020,2014_2020,11b6406d8044227b1d2f7e,PL,LT,HEI_PL_2070,HEI_LT_2926,STAFF_TRAINING,60,1454.2,0,0,0,0,1,4.56,1,INSTITUTION_REPORTING,2017-08-14,2024-10-18
2021,2021_2027,f02a6eb6e21fa1829b650b,AT,AT,HEI_AT_2075,HEI_AT_2935,STAFF_TEACHING,155,5251.93,0,0,1,0,1,4.16,0,ERASMUS_DASHBOARD,2017-09-06,2024-07-27
2022,2021_2027,dd9f623a61300a994c8632,EE,GR,HEI_EE_2080,HEI_GR_2944,BLENDED_INTENSIVE,82,1136.56,0,0,0,0,1,3.51,1,NATIONAL_AGENCY_EXPORT,2017-09-29,2024-08-22
2023,2021_2027,5fb38bda6b6ab4d7187065,IT,RO,HEI_IT_2085,HEI_RO_2953,TRAINEESHIP,152,3496.96,0,1,0,1,1,4.36,0,INSTITUTION_REPORTING,2017-10-22,2026-02-09
2024,2021_2027,4184ce8dea21a1e5fdc127,PT,DK,HEI_PT_2090,HEI_DK_2962,STUDY,98,3592.34,0,0,0,1,0,4.28,1,ERASMUS_DASHBOARD,2017-11-14,2024-12-14
2025,2021_2027,51eff48c691a70d162fa41,BE,LU,HEI_BE_2095,HEI_LU_2971,YOUTH_EXCHANGE,28,829.7,1,0,0,0,0,4.52,0,NATIONAL_AGENCY_EXPORT,2017-12-07,2024-04-13
2006,2014_2020,4d40ade495cd1b022c8de6,FI,BE,HEI_FI_2100,HEI_BE_2980,STAFF_TRAINING,77,2401.66,0,0,0,0,1,3.89,1,INSTITUTION_REPORTING,2017-12-30,2024-08-29
2007,2014_2020,b03863ad4f1d0d8cc6fe40,LV,HU,HEI_LV_2105,HEI_HU_2989,STAFF_TEACHING,70,2274.33,0,1,0,1,1,5.0,1,ERASMUS_DASHBOARD,2018-01-22,2026-02-13
2008,2014_2020,e75a62e7541cb5753f5b27,RO,SK,HEI_RO_2110,HEI_SK_2998,BLENDED_INTENSIVE,152,2161.67,0,0,0,1,1,3.96,0,NATIONAL_AGENCY_EXPORT,2018-02-14,2024-09-09
2009,2014_2020,0edbe05320fca6d16e327f,BG,EE,HEI_BG_2115,HEI_EE_3007,TRAINEESHIP,33,862.36,0,0,0,1,0,4.14,1,INSTITUTION_REPORTING,2018-03-09,2024-06-30
2010,2014_2020,7a4a56d8b7f5fdb9c68e48,FR,MT,HEI_FR_2120,HEI_MT_3016,STUDY,368,5223.74,1,0,0,1,1,4.31,0,ERASMUS_DASHBOARD,2018-04-01,2025-01-20
2011,2014_2020,dda16315a7359906465b3a,LT,BG,HEI_LT_2125,HEI_BG_3025,YOUTH_EXCHANGE,97,1228.96,1,0,0,0,0,3.46,1,NATIONAL_AGENCY_EXPORT,2018-04-24,2024-04-04
2012,2014_2020,5d2c60518c65d9a53cd31a,SK,IE,HEI_SK_2130,HEI_IE_3034,STAFF_TRAINING,96,3648.11,0,0,0,0,0,4.07,1,INSTITUTION_REPORTING,2018-05-17,2024-07-23
2013,2014_2020,cf9a47740c7a8463d75e51,HR,SI,HEI_HR_2135,HEI_SI_3043,STAFF_TEACHING,81,2138.43,0,0,0,0,1,4.38,0,ERASMUS_DASHBOARD,2018-06-09,2024-02-14
2014,2014_2020,cf65bda4925eea2c9f0309,DE,FI,HEI_DE_2140,HEI_FI_3052,BLENDED_INTENSIVE,166,4586.8,1,0,1,1,0,3.58,1,NATIONAL_AGENCY_EXPORT,2018-07-02,2025-10-16
2015,2014_2020,12c13fe580371acb675345,LU,NL,HEI_LU_2145,HEI_NL_3061,TRAINEESHIP,352,6502.88,0,1,0,0,1,3.76,0,INSTITUTION_REPORTING,2018-07-25,2025-02-20
2016,2014_2020,c281058b8abc82c9ad6249,SI,HR,HEI_SI_2150,HEI_HR_3070,STUDY,120,1272.37,0,0,0,1,1,3.76,1,ERASMUS_DASHBOARD,2018-08-17,2026-01-15
2017,2014_2020,08c2c6091e210accc7b0fa,CY,IT,HEI_CY_2155,HEI_IT_3079,YOUTH_EXCHANGE,138,2809.28,1,0,0,0,1,5.0,1,NATIONAL_AGENCY_EXPORT,2018-09-09,2026-01-02
2018,2014_2020,95886f3f9478ebc624a091,GR,ES,HEI_GR_2160,HEI_ES_3088,STAFF_TRAINING,17,592.64,0,0,0,0,1,4.07,1,INSTITUTION_REPORTING,2018-10-02,2025-06-17
2019,2014_2020,cfb5e04eff1498fbff0374,MT,FR,HEI_MT_2165,HEI_FR_3097,STAFF_TEACHING,119,1571.45,0,0,0,1,1,4.88,1,ERASMUS_DASHBOARD,2018-10-25,2026-01-09
2020,2014_2020,c9ab7db3744c66327f952e,ES,PL,HEI_ES_2170,HEI_PL_3106,BLENDED_INTENSIVE,103,3677.0,0,0,0,1,0,4.62,0,NATIONAL_AGENCY_EXPORT,2018-11-17,2025-07-15
2021,2021_2027,5e5d2283677f50831c978c,CZ,CY,HEI_CZ_2175,HEI_CY_3115,TRAINEESHIP,28,971.05,0,0,1,0,1,4.12,0,INSTITUTION_REPORTING,2018-12-10,2025-07-17
2022,2021_2027,7a5589e9c364eb3e794b53,HU,LV,HEI_HU_2180,HEI_LV_3124,STUDY,65,818.16,0,0,0,1,1,4.59,1,ERASMUS_DASHBOARD,2019-01-02,2024-07-02
2023,2021_2027,d982c6f9e7a72b8286aa4c,NL,SE,HEI_NL_2185,HEI_SE_3133,YOUTH_EXCHANGE,166,4238.39,0,0,0,0,1,4.21,0,NATIONAL_AGENCY_EXPORT,2019-01-25,2025-03-02
2024,2021_2027,f9ae5d03531503e63a0fe5,SE,DE,HEI_SE_2190,HEI_DE_3142,STAFF_TRAINING,76,1498.44,1,0,0,0,0,3.62,1,INSTITUTION_REPORTING,2019-02-17,2025-01-19
2025,2021_2027,cea78376bf6ec2174770ab,DK,PT,HEI_DK_2195,HEI_PT_3151,STAFF_TEACHING,122,3568.64,1,0,0,0,0,3.77,1,ERASMUS_DASHBOARD,2019-03-12,2024-10-13
2006,2014_2020,d5b0983668d6ca0bced8e1,IE,CZ,HEI_IE_2200,HEI_CZ_3160,BLENDED_INTENSIVE,54,612.76,0,0,0,1,0,3.23,1,NATIONAL_AGENCY_EXPORT,2019-04-04,2024-03-09
2007,2014_2020,2f72f43c385880ab39b425,PL,LT,HEI_PL_2205,HEI_LT_3169,TRAINEESHIP,186,5813.19,1,0,0,0,1,3.74,1,INSTITUTION_REPORTING,2019-04-27,2024-05-17
2008,2014_2020,4e888a1b2860eb2b0eccf2,AT,AT,HEI_AT_2210,HEI_AT_3178,STUDY,285,8475.02,0,0,0,1,0,4.68,1,ERASMUS_DASHBOARD,2019-05-20,2026-02-15
2009,2014_2020,4a9b6753df25da182b44bd,EE,GR,HEI_EE_2215,HEI_GR_3187,YOUTH_EXCHANGE,133,4473.72,0,0,0,0,0,3.7,0,NATIONAL_AGENCY_EXPORT,2019-06-12,2025-10-29
