travel_dom_travel_month,travel_dom_destination_dma_code,travel_dom_origin_dma_code,travel_dom_trip_purpose_code,travel_dom_party_size_avg,travel_dom_nights_stayed_avg,travel_dom_lodging_type_code,travel_dom_spend_total_inr,travel_dom_spend_lodging_inr,travel_dom_spend_food_inr,travel_dom_spend_transport_inr,travel_dom_attraction_ticket_spend_inr,travel_dom_booking_channel_code,travel_dom_lead_time_days,travel_dom_cancellation_rate_pct,travel_dom_occupancy_rate_pct,travel_dom_adr_average_daily_rate,travel_dom_revpar_inr,travel_dom_seasonality_cluster,travel_dom_event_driven_demand_flag
2019-01,DMA0307,DMA0784,EDUCATION,5.1,3.4,GUESTHOUSE,13824,8737,47222,128144,39226,AGENT,79,25.13,73.88,25842,3119,WINTER,0
2024-10,DMA0146,DMA0406,EDUCATION,1.7,7.1,GUESTHOUSE,164806,37838,40322,11155,23377,DIRECT,179,14.97,30.78,3665,14336,MONSOON,1
2025-09,DMA0494,DMA0731,PILGRIMAGE,6.2,4.0,RESORT,38589,104107,67984,37258,25726,CORPORATE,172,18.82,74.18,34259,19465,SUMMER,0
2023-03,DMA0443,DMA0756,PILGRIMAGE,4.2,2.6,GUESTHOUSE,270158,9900,11565,27490,39015,AGENT,136,25.59,90.65,34232,1424,SHOULDER,0
2024-08,DMA0187,DMA0140,EDUCATION,5.4,12.6,HOMESTAY,54896,184689,73759,136921,4886,DIRECT,63,30.99,56.89,4074,20597,MONSOON,1
2025-02,DMA0674,DMA0013,BUSINESS,5.2,5.8,SERVICED_APT,199365,58467,86419,20472,18108,CORPORATE,135,8.25,76.9,12719,26419,MONSOON,1
2024-01,DMA0309,DMA0634,BUSINESS,3.9,9.9,HOMESTAY,170294,98427,29459,105490,14245,AGENT,176,42.08,31.76,13973,21495,SUMMER,1
2022-12,DMA0482,DMA0126,BUSINESS,5.1,5.9,HOTEL,121945,92673,2293,128270,1247,CORPORATE,89,18.64,28.63,12390,8193,SHOULDER,1
2023-05,DMA0408,DMA0622,EDUCATION,2.3,8.1,HOMESTAY,164879,131928,82302,148165,40807,DIRECT,136,28.1,68.99,34212,13718,SHOULDER,1
2021-10,DMA0573,DMA0152,EDUCATION,1.1,5.5,SERVICED_APT,171438,70672,24921,149658,54109,OTA,11,41.01,51.23,18208,22133,WINTER,1
2019-07,DMA0242,DMA0220,VFR,2.9,10.7,HOMESTAY,280118,119158,45528,134398,7222,OTA,91,26.03,55.83,17436,24763,MONSOON,1
2022-03,DMA0752,DMA0347,PILGRIMAGE,1.8,11.2,HOSTEL,208052,43979,44143,23267,49268,DIRECT,112,30.76,43.98,28423,12327,WINTER,1
2022-01,DMA0569,DMA0676,BUSINESS,6.4,6.6,HOSTEL,101885,187778,4972,85739,30516,GOV_PORTAL,117,28.49,55.54,32524,15792,SHOULDER,0
2024-03,DMA0706,DMA0585,EDUCATION,6.1,12.2,HOTEL,317040,175960,10982,117070,31882,CORPORATE,18,11.16,27.72,33797,25822,SUMMER,0
2023-07,DMA0333,DMA0015,BUSINESS,1.8,5.6,HOSTEL,309339,124545,39888,95353,45753,DIRECT,86,43.33,28.42,34222,9960,WINTER,1
2020-03,DMA0404,DMA0315,PILGRIMAGE,2.9,10.9,GUESTHOUSE,93558,7515,73518,75440,15100,OTA,7,21.26,54.64,13646,15272,SUMMER,0
2025-11,DMA0583,DMA0750,BUSINESS,3.8,9.5,HOTEL,126839,148434,27820,29958,51494,CORPORATE,101,4.43,55.34,22469,861,WINTER,0
2025-02,DMA0371,DMA0773,MEDICAL,3.2,6.9,GUESTHOUSE,339423,155902,89306,141828,51294,GOV_PORTAL,17,44.91,87.97,4198,25115,SUMMER,1
2024-02,DMA0674,DMA0476,MEDICAL,4.9,12.6,RESORT,270663,38768,26108,24720,17167,OTA,25,29.25,45.77,13568,16375,SUMMER,1
2024-08,DMA0054,DMA0527,LEISURE,3.8,8.4,HOSTEL,262276,91828,82603,83177,8716,AGENT,42,27.38,72.8,31402,3035,MONSOON,1
2023-02,DMA0577,DMA0100,PILGRIMAGE,4.1,11.9,GUESTHOUSE,236816,137777,36810,44703,30839,GOV_PORTAL,153,41.25,43.64,10956,23135,SUMMER,0
2022-05,DMA0245,DMA0402,MEDICAL,4.7,10.5,RESORT,194315,140424,57067,11928,39771,CORPORATE,13,24.38,44.01,24876,8552,SHOULDER,1
2024-01,DMA0200,DMA0726,PILGRIMAGE,1.1,7.9,HOSTEL,7605,59989,33313,36326,11635,OTA,124,16.22,75.29,30415,1178,SUMMER,0
2021-01,DMA0435,DMA0645,VFR,1.1,5.2,HOSTEL,234754,126006,47234,34374,37986,CORPORATE,134,7.86,63.84,25359,596,SUMMER,1
2021-04,DMA0373,DMA0657,PILGRIMAGE,2.0,13.4,HOTEL,33183,13050,76839,13910,20337,OTA,88,36.48,49.09,15695,21435,FESTIVE,0
2025-10,DMA0385,DMA0085,LEISURE,5.0,1.7,HOMESTAY,40640,192466,91215,123251,693,OTA,1,14.9,57.7,11010,1260,MONSOON,1
2021-11,DMA0665,DMA0622,LEISURE,2.3,12.6,HOMESTAY,335372,98637,21116,131926,34038,AGENT,175,23.24,85.87,25570,8913,MONSOON,0
2025-11,DMA0753,DMA0215,VFR,6.1,7.6,GUESTHOUSE,165446,178442,3308,91156,3729,AGENT,105,22.9,78.18,25815,10321,MONSOON,1
2023-05,DMA0221,DMA0192,PILGRIMAGE,1.4,10.7,SERVICED_APT,87711,112582,15557,65777,58619,OTA,20,33.32,92.9,32774,15297,MONSOON,1
2025-12,DMA0564,DMA0668,EDUCATION,4.2,5.3,HOTEL,282994,114282,37292,70790,16561,AGENT,113,30.79,88.4,3462,16795,MONSOON,0
2022-03,DMA0248,DMA0220,PILGRIMAGE,1.1,6.0,HOMESTAY,100163,125757,13586,97120,29980,AGENT,6,19.06,72.22,6698,2900,FESTIVE,0
2023-11,DMA0071,DMA0593,MEDICAL,6.3,3.5,SERVICED_APT,109139,117023,19213,33079,20690,GOV_PORTAL,167,19.17,34.82,1255,26715,SUMMER,1
2024-05,DMA0483,DMA0339,MEDICAL,2.2,13.4,DHARAMSHALA,324088,124588,73580,89284,29315,AGENT,154,12.16,48.23,3449,26416,WINTER,0
2019-01,DMA0656,DMA0013,LEISURE,4.2,1.6,GUESTHOUSE,127970,58465,28263,21824,58111,GOV_PORTAL,1,15.34,63.26,10368,18121,SUMMER,0
2022-09,DMA0789,DMA0493,PILGRIMAGE,6.2,6.0,DHARAMSHALA,348013,3081,5736,91513,43454,DIRECT,140,32.02,22.64,6930,8132,MONSOON,1
2020-07,DMA0730,DMA0557,BUSINESS,1.2,5.4,GUESTHOUSE,115613,197066,44661,113358,20260,GOV_PORTAL,131,25.31,73.14,28056,1600,SHOULDER,0
2022-12,DMA0325,DMA0751,MEDICAL,3.8,11.6,HOMESTAY,280823,10842,70168,62763,39059,GOV_PORTAL,119,2.3,96.44,25084,11826,FESTIVE,0
2023-01,DMA0005,DMA0694,PILGRIMAGE,3.9,7.5,RESORT,238598,193024,2052,137098,57805,OTA,67,22.87,84.55,31032,25820,WINTER,1
2025-01,DMA0585,DMA0545,VFR,2.9,3.2,GUESTHOUSE,163098,185152,68733,113027,34834,DIRECT,25,42.98,73.65,18208,6646,MONSOON,0
2020-02,DMA0495,DMA0111,MEDICAL,4.6,7.6,HOMESTAY,104440,175888,80493,92113,15014,DIRECT,86,4.92,72.88,27166,13946,WINTER,0
2024-07,DMA0240,DMA0043,LEISURE,4.0,4.1,RESORT,227464,66976,52317,114238,10758,CORPORATE,19,4.72,89.97,7846,14656,FESTIVE,1
2021-06,DMA0787,DMA0445,LEISURE,2.4,1.2,SERVICED_APT,290028,177647,40371,72226,4378,DIRECT,93,30.05,44.21,15176,11929,MONSOON,0
2024-05,DMA0191,DMA0094,LEISURE,4.9,8.1,HOMESTAY,51675,196217,59565,12301,41075,CORPORATE,154,43.1,54.84,22386,16072,FESTIVE,0
2024-09,DMA0006,DMA0347,LEISURE,3.6,5.7,SERVICED_APT,320570,13332,59273,13851,36253,CORPORATE,19,1.2,71.51,14576,17742,FESTIVE,1
2019-06,DMA0319,DMA0315,PILGRIMAGE,3.6,4.1,GUESTHOUSE,194412,164624,57473,85341,52812,GOV_PORTAL,114,15.5,64.67,13478,17246,SUMMER,0
2025-12,DMA0497,DMA0128,EDUCATION,6.2,3.2,RESORT,115322,55622,66388,50883,6752,GOV_PORTAL,3,3.02,85.84,22541,6606,MONSOON,1
2022-10,DMA0415,DMA0404,PILGRIMAGE,3.9,6.9,GUESTHOUSE,176434,107795,48070,65721,9852,OTA,70,11.96,48.57,15807,9560,MONSOON,1
2022-06,DMA0014,DMA0118,MEDICAL,5.3,12.3,HOMESTAY,156005,190856,49635,135137,28925,OTA,174,24.95,52.47,34630,19561,SHOULDER,0
2024-12,DMA0208,DMA0255,BUSINESS,5.8,10.9,SERVICED_APT,144289,69804,17539,140976,52449,AGENT,19,19.9,39.44,33784,26193,SUMMER,1
2024-01,DMA0002,DMA0672,LEISURE,4.2,1.1,SERVICED_APT,123201,172804,22592,65800,13411,CORPORATE,40,16.35,69.81,12180,9137,MONSOON,0
2021-07,DMA0402,DMA0405,BUSINESS,5.3,10.5,HOTEL,327542,184405,96838,118699,23,AGENT,104,9.48,50.44,9820,6565,MONSOON,0
2025-07,DMA0530,DMA0046,LEISURE,2.7,1.9,HOTEL,340262,171974,62136,137562,63,OTA,95,27.88,62.79,1288,20640,WINTER,1
2021-02,DMA0035,DMA0501,MEDICAL,2.0,8.1,HOMESTAY,69385,57648,24927,63056,1274,DIRECT,64,25.91,24.73,14492,13025,SHOULDER,0
2023-10,DMA0762,DMA0255,VFR,4.8,11.1,HOSTEL,284704,20798,17419,82928,31201,AGENT,72,29.84,74.94,1228,8955,FESTIVE,1
2021-09,DMA0082,DMA0497,LEISURE,6.1,6.9,RESORT,44576,169519,88749,23268,37472,OTA,39,35.69,61.54,24890,2020,SHOULDER,1
2023-04,DMA0793,DMA0122,VFR,1.2,5.9,HOTEL,327065,160919,90407,117941,9368,GOV_PORTAL,167,32.83,77.89,32610,18957,SUMMER,1
2021-08,DMA0483,DMA0470,EDUCATION,5.2,13.2,HOMESTAY,301233,182121,89973,119286,45909,CORPORATE,97,43.08,39.5,32169,13925,SHOULDER,1
2023-06,DMA0391,DMA0711,LEISURE,1.2,1.4,HOSTEL,274332,59530,75489,104585,36490,AGENT,53,7.62,86.73,18262,14347,SHOULDER,0
2019-01,DMA0486,DMA0362,BUSINESS,3.5,2.4,GUESTHOUSE,117774,88306,83570,56122,25536,OTA,150,42.81,87.92,22437,14436,SHOULDER,1
2019-05,DMA0569,DMA0202,EDUCATION,4.7,12.3,GUESTHOUSE,122585,80714,57623,51622,11045,AGENT,163,7.75,54.09,22533,2191,WINTER,0
2020-10,DMA0460,DMA0001,LEISURE,3.2,12.5,GUESTHOUSE,129430,110421,90312,112193,17243,AGENT,55,37.93,27.43,26383,4082,SUMMER,1
2019-05,DMA0528,DMA0592,BUSINESS,2.7,5.8,HOMESTAY,30098,77700,66584,14182,52568,OTA,63,35.48,59.56,31522,6888,FESTIVE,0
2019-08,DMA0404,DMA0617,VFR,2.0,8.0,DHARAMSHALA,219319,162560,42406,51622,37519,OTA,92,29.97,70.47,14158,26483,SUMMER,0
2024-10,DMA0133,DMA0668,PILGRIMAGE,6.4,3.1,DHARAMSHALA,304748,28883,62595,66895,12718,CORPORATE,174,31.78,66.76,14642,10396,FESTIVE,1
2024-03,DMA0317,DMA0701,EDUCATION,4.1,12.5,RESORT,11389,136953,12332,135837,57224,AGENT,86,31.12,90.02,12349,18018,WINTER,0
2019-10,DMA0792,DMA0340,VFR,1.7,7.1,HOMESTAY,151959,125159,49751,74420,55060,DIRECT,169,23.85,91.62,27585,20766,SUMMER,0
2024-02,DMA0235,DMA0410,PILGRIMAGE,1.3,8.3,HOSTEL,299159,15026,69429,5396,22925,AGENT,154,1.47,68.53,7901,24537,WINTER,1
2022-04,DMA0128,DMA0079,MEDICAL,2.3,2.5,RESORT,183475,129182,8075,18810,53984,GOV_PORTAL,90,26.08,70.1,23924,2006,WINTER,1
2022-11,DMA0063,DMA0127,MEDICAL,4.0,9.0,GUESTHOUSE,310838,184291,11506,46410,24084,OTA,102,17.51,30.13,32866,27143,MONSOON,1
2025-08,DMA0685,DMA0094,MEDICAL,5.1,10.0,HOTEL,344411,80030,15330,145698,681,GOV_PORTAL,150,12.26,50.68,2710,5370,SHOULDER,0
2023-08,DMA0428,DMA0780,EDUCATION,6.4,4.8,HOTEL,202468,130519,86842,66522,58132,GOV_PORTAL,86,22.06,45.75,14991,16359,FESTIVE,0
2021-04,DMA0344,DMA0127,MEDICAL,5.6,12.6,HOTEL,40750,5260,53504,123445,51602,AGENT,84,38.16,46.97,16982,8585,MONSOON,0
2023-08,DMA0125,DMA0130,LEISURE,4.4,3.7,DHARAMSHALA,298623,130347,74524,26820,40723,AGENT,70,26.03,76.74,7041,9080,WINTER,0
2019-01,DMA0080,DMA0714,EDUCATION,4.7,12.7,HOSTEL,261140,183718,32116,55687,5122,AGENT,84,43.41,58.06,27634,22890,WINTER,1
2023-04,DMA0623,DMA0091,VFR,3.9,10.1,DHARAMSHALA,339896,118326,37332,120923,16034,AGENT,172,18.93,59.2,23451,4479,MONSOON,1
2025-10,DMA0167,DMA0376,BUSINESS,3.4,11.8,GUESTHOUSE,227510,17451,97168,143508,59730,CORPORATE,118,7.57,39.32,24480,7886,FESTIVE,1
2024-02,DMA0796,DMA0021,LEISURE,5.3,10.1,HOTEL,294031,119906,74638,96803,13198,GOV_PORTAL,119,14.16,33.04,22630,24854,SHOULDER,0
2022-06,DMA0380,DMA0055,EDUCATION,2.0,6.6,RESORT,189016,57522,65599,48961,49809,DIRECT,31,6.51,51.93,5365,2773,SUMMER,1
2022-11,DMA0635,DMA0037,EDUCATION,2.8,5.3,HOTEL,69942,83458,87539,53766,45880,CORPORATE,166,30.82,24.5,20928,25172,SHOULDER,0
2022-01,DMA0773,DMA0086,LEISURE,6.4,10.5,HOSTEL,173595,58290,45796,147248,7900,GOV_PORTAL,43,7.18,32.44,23889,6964,SHOULDER,1
2019-11,DMA0717,DMA0295,MEDICAL,4.1,4.9,HOTEL,144771,77601,93534,111242,20794,OTA,63,23.32,83.85,27426,2396,MONSOON,1
2024-07,DMA0015,DMA0681,EDUCATION,3.7,1.8,DHARAMSHALA,259656,86256,98487,84420,17210,AGENT,81,41.55,54.12,1297,9385,MONSOON,0
2021-05,DMA0105,DMA0278,LEISURE,5.7,4.2,HOSTEL,291655,98309,91013,97902,48906,AGENT,133,19.52,96.16,6082,13246,MONSOON,1
2019-04,DMA0561,DMA0561,BUSINESS,5.2,10.8,HOSTEL,317745,142333,91929,31758,32641,AGENT,7,18.12,20.34,8111,17440,FESTIVE,0
2019-11,DMA0772,DMA0657,VFR,2.8,11.3,RESORT,123094,148600,64287,32332,8073,GOV_PORTAL,117,9.14,91.8,2126,10458,MONSOON,0
2021-06,DMA0526,DMA0410,MEDICAL,4.4,4.6,HOSTEL,211141,136089,24695,58569,49262,OTA,65,33.92,70.89,3065,11357,MONSOON,1
2025-07,DMA0219,DMA0101,MEDICAL,2.0,5.3,HOMESTAY,38486,92200,44421,117312,6357,OTA,39,13.69,68.6,12610,12614,MONSOON,1
2025-07,DMA0394,DMA0422,BUSINESS,1.3,8.1,SERVICED_APT,66187,99596,4172,120212,27664,CORPORATE,109,44.57,85.55,7903,3749,WINTER,1
2023-10,DMA0599,DMA0637,LEISURE,6.4,4.4,GUESTHOUSE,271697,186398,60383,28150,35929,CORPORATE,123,7.5,68.89,23943,5046,FESTIVE,0
2021-08,DMA0357,DMA0106,BUSINESS,5.1,8.9,HOSTEL,137981,152208,88092,128808,15662,GOV_PORTAL,169,0.1,22.72,7240,17646,SUMMER,0
2021-05,DMA0732,DMA0753,PILGRIMAGE,6.1,4.7,HOMESTAY,39132,41885,71859,96565,52461,CORPORATE,119,24.27,90.61,6282,16136,SHOULDER,0
2022-07,DMA0300,DMA0628,VFR,5.6,2.6,HOMESTAY,165893,134613,59332,36214,31350,CORPORATE,101,3.09,88.11,29604,16888,SUMMER,0
2022-03,DMA0164,DMA0585,VFR,3.4,3.0,HOTEL,9495,20578,92520,45207,16066,AGENT,89,16.63,60.56,15323,7937,FESTIVE,0
2019-11,DMA0443,DMA0321,BUSINESS,5.7,4.3,RESORT,122977,130118,66513,101839,23205,CORPORATE,134,20.32,29.82,34005,14322,WINTER,0
2021-03,DMA0672,DMA0403,EDUCATION,5.3,3.2,HOTEL,202422,11945,79664,81406,58418,CORPORATE,0,11.17,84.07,3024,17650,SHOULDER,1
2020-12,DMA0365,DMA0014,EDUCATION,2.4,13.7,RESORT,122642,81055,14662,143667,28539,CORPORATE,96,44.02,61.32,24366,17085,MONSOON,0
2022-01,DMA0065,DMA0488,VFR,4.4,9.6,SERVICED_APT,158032,146217,62172,102583,48917,GOV_PORTAL,42,15.52,45.45,25007,21612,FESTIVE,0
2024-05,DMA0704,DMA0114,VFR,2.7,3.3,HOTEL,24686,33194,89177,6995,22739,CORPORATE,112,6.51,97.48,11697,9388,SHOULDER,1
2021-08,DMA0516,DMA0764,EDUCATION,2.3,6.5,HOTEL,159873,160006,41445,79879,34664,DIRECT,12,1.68,32.83,18665,11115,SHOULDER,1
2023-05,DMA0638,DMA0230,LEISURE,1.4,4.5,HOMESTAY,288606,198615,98091,43379,1506,DIRECT,138,13.92,32.84,9128,7203,SUMMER,0
2019-01,DMA0769,DMA0066,MEDICAL,4.0,9.9,GUESTHOUSE,194638,76016,47976,743,51258,CORPORATE,110,36.95,66.78,33222,18132,SHOULDER,0
2023-08,DMA0124,DMA0455,MEDICAL,3.2,12.3,HOMESTAY,145135,65523,43899,37747,48334,DIRECT,34,11.07,40.82,19458,25599,SHOULDER,1
2021-10,DMA0210,DMA0678,MEDICAL,1.5,6.2,HOTEL,47700,88752,58964,87310,2036,AGENT,37,26.94,52.14,27586,26185,SUMMER,1
2025-10,DMA0077,DMA0555,BUSINESS,5.0,6.6,GUESTHOUSE,109858,44233,5836,144706,18789,GOV_PORTAL,110,44.51,38.76,1811,8875,WINTER,0
2021-05,DMA0729,DMA0247,BUSINESS,5.0,6.2,HOTEL,27892,133236,81159,132742,23049,CORPORATE,103,15.46,81.04,31680,27950,WINTER,1
2019-06,DMA0533,DMA0766,MEDICAL,2.3,6.8,HOTEL,151237,99060,75597,95039,51488,DIRECT,172,27.72,41.42,22382,5477,SHOULDER,0
2023-09,DMA0681,DMA0220,PILGRIMAGE,6.3,1.5,GUESTHOUSE,132624,94987,32923,146112,37590,AGENT,50,26.98,85.69,31828,25551,FESTIVE,0
2020-02,DMA0297,DMA0394,PILGRIMAGE,5.3,8.7,HOMESTAY,271392,190692,75283,97904,40312,AGENT,14,26.74,77.4,1503,8683,FESTIVE,1
2025-03,DMA0010,DMA0345,LEISURE,5.4,13.4,HOSTEL,332135,31524,89555,118464,32005,CORPORATE,58,42.9,43.23,28730,23466,SHOULDER,1
2024-09,DMA0117,DMA0637,BUSINESS,1.0,11.2,DHARAMSHALA,198061,101455,87553,81642,2206,AGENT,65,35.37,82.32,8582,9769,SHOULDER,1
2024-02,DMA0483,DMA0534,MEDICAL,6.4,12.2,HOTEL,347921,115668,79828,128641,27673,AGENT,126,0.4,44.86,34249,14273,SHOULDER,0
2023-03,DMA0197,DMA0075,PILGRIMAGE,6.4,4.0,HOSTEL,85702,137293,43980,74957,55183,CORPORATE,141,1.26,51.72,1407,24746,WINTER,0
2020-01,DMA0684,DMA0576,MEDICAL,3.8,8.9,HOMESTAY,79284,67332,38555,126795,10019,DIRECT,13,1.8,26.11,9607,27371,SHOULDER,1
2025-04,DMA0187,DMA0104,VFR,6.4,12.6,HOSTEL,293476,73484,79004,103145,57052,OTA,118,16.41,64.36,19117,26421,FESTIVE,1
2019-04,DMA0678,DMA0506,PILGRIMAGE,4.4,1.9,SERVICED_APT,227551,50738,53003,134890,49878,GOV_PORTAL,168,19.78,83.67,16958,27918,MONSOON,0
2022-02,DMA0230,DMA0557,MEDICAL,1.7,12.4,HOMESTAY,310930,106899,15389,75662,47051,CORPORATE,123,36.32,68.59,13220,6524,SUMMER,1
2019-04,DMA0280,DMA0486,BUSINESS,5.5,1.8,HOSTEL,170710,20981,39502,89647,44579,DIRECT,151,28.63,63.03,24350,22806,MONSOON,1
2021-06,DMA0664,DMA0714,BUSINESS,4.1,13.8,HOSTEL,212466,153577,1899,54824,2092,AGENT,132,45.0,90.04,4667,5432,FESTIVE,0
2023-06,DMA0232,DMA0274,VFR,2.9,2.1,SERVICED_APT,121262,153438,26658,147135,24600,OTA,33,35.73,54.42,14908,25964,FESTIVE,1
2024-05,DMA0787,DMA0511,VFR,2.3,5.8,SERVICED_APT,77317,126565,87066,147594,53615,AGENT,107,39.31,97.67,2751,6404,SHOULDER,1
2024-01,DMA0116,DMA0069,LEISURE,3.9,1.7,SERVICED_APT,211317,5825,66885,38116,30103,OTA,159,8.19,55.94,14870,17767,MONSOON,1
2023-01,DMA0427,DMA0011,MEDICAL,4.8,1.7,HOTEL,247249,14400,33080,74106,218,OTA,91,28.86,70.18,5962,1637,MONSOON,1
2021-07,DMA0587,DMA0411,PILGRIMAGE,5.8,12.3,GUESTHOUSE,11760,196248,13913,11071,46994,DIRECT,45,6.71,23.62,13150,12439,WINTER,1
2022-06,DMA0599,DMA0795,PILGRIMAGE,4.3,1.8,GUESTHOUSE,207702,16958,70568,88281,9664,CORPORATE,15,30.37,74.48,11810,12966,WINTER,1
2023-02,DMA0591,DMA0444,EDUCATION,3.3,11.3,HOMESTAY,304229,58414,67351,91037,47516,DIRECT,84,36.43,44.92,3814,8155,WINTER,1
2020-11,DMA0597,DMA0420,EDUCATION,4.5,12.8,HOTEL,35813,98211,3844,2038,33884,CORPORATE,21,13.51,29.96,25083,22776,MONSOON,0
2025-06,DMA0100,DMA0781,PILGRIMAGE,3.7,13.2,HOSTEL,89244,84540,58523,95453,4396,DIRECT,31,7.52,31.56,23821,16939,SHOULDER,0
2025-09,DMA0639,DMA0623,LEISURE,4.6,12.2,HOMESTAY,340798,77527,82974,98941,26301,OTA,168,10.68,59.65,34289,10278,SUMMER,0
2023-12,DMA0544,DMA0412,MEDICAL,4.3,13.4,GUESTHOUSE,143304,135479,68405,43635,53546,DIRECT,21,36.49,65.99,29044,25636,MONSOON,1
2021-08,DMA0778,DMA0322,VFR,6.4,1.7,HOSTEL,266606,119454,83324,7024,50790,GOV_PORTAL,52,24.62,74.86,32449,3752,SHOULDER,0
2023-08,DMA0613,DMA0519,LEISURE,4.4,14.0,HOTEL,76197,48857,92819,57846,59323,CORPORATE,150,24.14,54.8,2302,27824,SUMMER,0
2023-08,DMA0800,DMA0096,VFR,4.8,1.3,HOMESTAY,77318,115942,40502,79065,3062,CORPORATE,162,25.95,87.45,19915,5459,SHOULDER,0
2021-10,DMA0433,DMA0403,LEISURE,5.9,3.2,DHARAMSHALA,76131,93031,45570,135715,19933,DIRECT,88,22.15,25.35,28437,23768,SHOULDER,1
2022-05,DMA0084,DMA0527,LEISURE,6.0,2.1,RESORT,5263,94172,41982,40849,50712,OTA,170,38.85,29.47,19705,14328,WINTER,1
2022-03,DMA0295,DMA0343,PILGRIMAGE,1.8,10.7,HOTEL,59586,179882,27229,96240,26208,OTA,61,22.84,37.77,1976,27593,MONSOON,0
2022-06,DMA0495,DMA0600,LEISURE,3.5,2.1,SERVICED_APT,131549,88198,72543,64627,14113,AGENT,44,26.82,27.94,11681,6352,SUMMER,1
2024-06,DMA0179,DMA0302,PILGRIMAGE,6.2,4.8,DHARAMSHALA,92177,158771,83807,95490,51880,DIRECT,93,44.09,78.96,4928,7400,WINTER,0
2020-08,DMA0656,DMA0112,EDUCATION,6.3,9.3,HOMESTAY,161107,195068,61137,149641,37005,AGENT,158,20.49,48.31,8778,25696,SUMMER,0
2020-02,DMA0295,DMA0308,PILGRIMAGE,2.0,7.5,HOSTEL,232579,193215,4945,108470,55151,OTA,163,8.42,67.13,1242,13050,SUMMER,1
2022-02,DMA0316,DMA0536,PILGRIMAGE,3.4,2.8,HOMESTAY,301119,48538,68257,81350,43259,AGENT,162,25.33,79.66,34719,7709,FESTIVE,1
2022-01,DMA0740,DMA0054,BUSINESS,2.5,7.8,HOTEL,248452,39070,38348,53269,40248,CORPORATE,13,31.71,62.68,31431,21065,SUMMER,0
2022-01,DMA0704,DMA0693,EDUCATION,5.3,5.4,GUESTHOUSE,33311,110229,24440,26851,16281,CORPORATE,149,5.63,61.61,1140,20196,SHOULDER,0
2019-12,DMA0688,DMA0568,PILGRIMAGE,5.7,8.6,SERVICED_APT,69709,115646,57690,56882,50705,GOV_PORTAL,142,7.29,55.13,26327,3794,SUMMER,1
2023-08,DMA0538,DMA0278,EDUCATION,3.6,8.0,DHARAMSHALA,128976,40754,89211,138536,54163,CORPORATE,71,1.1,74.25,18561,14720,WINTER,1
2019-08,DMA0051,DMA0234,MEDICAL,4.7,13.9,DHARAMSHALA,263846,152995,55432,94751,57542,GOV_PORTAL,177,33.5,61.31,32260,11763,FESTIVE,0
2020-09,DMA0324,DMA0760,MEDICAL,5.8,12.2,GUESTHOUSE,165392,122018,30267,16483,45853,OTA,23,9.1,51.48,17810,19792,FESTIVE,1
2022-03,DMA0614,DMA0198,LEISURE,4.9,1.0,HOTEL,116936,130079,25198,83554,11248,GOV_PORTAL,169,40.55,68.19,22564,18592,SHOULDER,0
2022-12,DMA0622,DMA0431,VFR,1.9,3.3,HOSTEL,146741,98698,40258,32980,38044,DIRECT,39,23.19,95.0,32789,15205,WINTER,1
2020-06,DMA0154,DMA0260,MEDICAL,4.9,12.9,GUESTHOUSE,297613,151902,13357,121217,9068,DIRECT,119,42.99,83.04,21529,7734,FESTIVE,0
2024-03,DMA0532,DMA0162,EDUCATION,1.9,8.0,RESORT,64505,54555,94406,58947,56385,CORPORATE,176,17.24,54.87,29346,15299,FESTIVE,0
2025-11,DMA0205,DMA0179,VFR,4.6,10.9,RESORT,250047,124927,20680,7768,2187,GOV_PORTAL,70,43.01,67.4,28782,14790,FESTIVE,0
2025-02,DMA0071,DMA0231,PILGRIMAGE,2.8,7.5,RESORT,267196,33574,32658,86659,38804,DIRECT,113,43.99,50.53,26174,23298,MONSOON,0
2019-09,DMA0152,DMA0795,VFR,1.3,11.2,HOMESTAY,59848,15558,14872,1109,46625,GOV_PORTAL,136,5.85,60.58,6126,23689,WINTER,1
2021-06,DMA0579,DMA0406,PILGRIMAGE,2.2,2.7,HOSTEL,348026,161061,3221,98332,15397,OTA,127,5.62,77.22,12554,14426,FESTIVE,0
2023-11,DMA0195,DMA0751,BUSINESS,3.6,10.6,HOSTEL,176349,81875,69939,110966,33376,AGENT,170,19.06,85.36,4048,24275,WINTER,0
2023-07,DMA0502,DMA0694,EDUCATION,6.5,12.3,GUESTHOUSE,81962,33972,12254,128399,69,DIRECT,61,18.63,24.77,7748,26996,SHOULDER,1
2024-10,DMA0016,DMA0608,LEISURE,2.4,4.5,HOTEL,241831,112706,15257,94357,2747,GOV_PORTAL,19,29.25,32.85,9340,14607,WINTER,1
2023-02,DMA0223,DMA0569,VFR,6.4,5.8,SERVICED_APT,2462,144291,61018,91510,46932,DIRECT,146,5.07,65.27,6450,13986,SHOULDER,1
2024-01,DMA0673,DMA0453,VFR,3.0,8.7,RESORT,119443,142512,88802,15374,46456,DIRECT,113,34.03,74.87,34664,11653,MONSOON,1
2021-11,DMA0206,DMA0059,EDUCATION,6.3,12.3,DHARAMSHALA,194172,193065,27609,38386,33466,OTA,20,10.12,71.54,20701,8302,SHOULDER,1
