civic_turnout_election_date,civic_turnout_election_type_code,civic_turnout_jurisdiction_polling_station_id,civic_turnout_registered_voters_count,civic_turnout_ballots_cast_count,civic_turnout_turnout_rate_pct,civic_turnout_early_vote_count,civic_turnout_mail_ballot_count,civic_turnout_election_day_vote_count,civic_turnout_provisional_ballot_count,civic_turnout_rejected_ballot_count,civic_turnout_cure_rate_pct,civic_turnout_same_day_registration_flag,civic_turnout_new_registrations_count,civic_turnout_inactive_to_active_reinstatements,civic_turnout_polling_place_wait_minutes_avg,civic_turnout_accessibility_compliance_flag,civic_turnout_language_assistance_provided,civic_turnout_voter_id_required_flag,civic_turnout_post_election_audit_type
2023-09-04,MUNICIPAL,LD-26-PS1276,602,484,80.4,6,1,474,3,0,66.02,0,8,19,10.7,1,1,1,FULL_RECOUNT
2022-02-19,MUNICIPAL,TN-05-PS0586,1897,1347,71.01,4,32,1307,4,7,97.13,0,14,16,47.2,1,1,1,EVM_VVPAT_AUDIT
2017-04-25,VIDHANSABHA,DD-21-PS3242,1320,728,55.15,3,16,704,5,6,85.35,0,8,18,18.7,1,1,1,FULL_RECOUNT
2014-01-17,PANCHAYAT,MH-58-PS2595,1653,1145,69.27,36,39,1069,1,9,68.31,0,24,18,35.3,1,0,1,FULL_RECOUNT
2022-12-19,PANCHAYAT,CH-11-PS2008,1061,767,72.29,14,7,743,3,2,88.79,0,1,7,36.3,1,1,1,RANDOM_SAMPLE
2019-05-10,PANCHAYAT,HP-75-PS0201,1053,619,58.78,4,14,598,3,3,62.41,0,32,10,37.1,1,0,1,NONE
2023-01-07,PANCHAYAT,TR-20-PS0167,1262,656,51.98,21,2,632,1,1,69.93,0,27,18,14.9,1,1,1,FULL_RECOUNT
2025-03-18,LOKSABHA,TS-36-PS3361,699,401,57.37,1,7,389,4,2,87.62,0,20,8,11.9,1,1,1,RANDOM_SAMPLE
2014-04-18,LOKSABHA,LD-05-PS0425,1046,907,86.71,15,1,887,4,7,68.41,0,0,14,41.8,1,0,1,NONE
2016-04-28,VIDHANSABHA,TR-71-PS1652,1176,570,48.47,2,21,547,0,3,74.73,1,19,9,32.9,1,1,1,EVM_VVPAT_AUDIT
2025-07-10,VIDHANSABHA,HR-30-PS0991,645,553,85.74,0,20,531,2,1,68.9,0,32,20,19.5,1,1,1,RANDOM_SAMPLE
2017-09-02,LOKSABHA,JK-26-PS1438,694,358,51.59,8,4,342,4,1,95.55,0,24,11,29.9,1,1,1,EVM_VVPAT_AUDIT
2021-11-21,PANCHAYAT,AS-68-PS0202,1638,833,50.85,20,21,787,5,0,57.79,0,29,20,50.2,1,1,1,FULL_RECOUNT
2025-02-03,VIDHANSABHA,KL-22-PS2292,659,382,57.97,2,14,362,4,1,62.77,0,24,14,36.6,1,1,1,FULL_RECOUNT
2016-08-03,PANCHAYAT,TS-38-PS3099,1147,875,76.29,5,14,856,0,0,69.7,0,35,8,15.1,0,1,1,NONE
2014-09-14,LOKSABHA,AP-44-PS2895,1737,1384,79.68,12,27,1341,4,10,95.08,0,21,4,22.9,1,0,1,RANDOM_SAMPLE
2014-03-30,MUNICIPAL,TN-53-PS1997,998,804,80.56,19,5,777,3,2,69.61,0,1,14,28.6,1,0,1,NONE
2018-04-02,VIDHANSABHA,SK-24-PS0116,922,474,51.41,2,4,464,4,3,83.47,0,10,7,27.5,1,1,1,FULL_RECOUNT
2023-12-09,MUNICIPAL,GA-28-PS3678,1705,1044,61.23,2,3,1039,0,5,92.8,0,5,11,43.9,0,1,1,FULL_RECOUNT
2018-03-26,LOKSABHA,LA-26-PS0370,1637,1096,66.95,22,11,1059,4,7,57.95,0,30,16,52.5,1,1,1,EVM_VVPAT_AUDIT
2015-08-07,PANCHAYAT,AS-14-PS2810,894,543,60.74,5,10,525,3,4,70.5,0,19,19,51.0,1,0,1,RANDOM_SAMPLE
2019-07-10,BYE,HP-18-PS2207,1850,1328,71.78,5,14,1304,5,0,55.35,0,20,12,46.3,1,1,1,RANDOM_SAMPLE
2016-12-03,VIDHANSABHA,HP-16-PS1926,1637,813,49.66,3,30,776,4,0,65.18,0,16,18,37.1,1,1,1,FULL_RECOUNT
2024-06-11,PANCHAYAT,TS-39-PS3626,1872,1106,59.08,19,29,1053,5,9,52.62,0,40,15,8.0,1,1,1,EVM_VVPAT_AUDIT
2025-07-30,LOKSABHA,SK-79-PS2099,1217,882,72.47,10,8,859,5,3,80.12,0,10,9,29.0,1,1,1,RANDOM_SAMPLE
2016-12-20,VIDHANSABHA,AN-32-PS1008,1336,1116,83.53,24,5,1086,1,4,90.83,0,21,15,30.8,1,1,1,RANDOM_SAMPLE
2023-08-22,MUNICIPAL,LD-59-PS2075,1056,862,81.63,16,30,812,4,2,95.69,1,26,8,29.7,1,1,1,FULL_RECOUNT
2019-04-23,PANCHAYAT,MZ-57-PS3029,721,342,47.43,5,6,326,5,2,69.92,0,24,16,13.2,1,1,1,FULL_RECOUNT
2020-05-16,PANCHAYAT,KA-38-PS3041,1403,787,56.09,15,25,743,4,3,65.55,0,24,20,45.2,1,1,1,RANDOM_SAMPLE
2015-03-06,PANCHAYAT,LD-54-PS2424,680,558,82.06,18,3,534,3,0,60.96,0,9,2,52.5,1,1,1,NONE
2019-06-08,BYE,CG-04-PS0603,1712,1435,83.82,21,27,1386,1,8,73.92,1,11,15,9.5,1,0,1,EVM_VVPAT_AUDIT
2021-12-20,BYE,MP-79-PS4173,895,765,85.47,7,1,756,1,6,77.13,0,40,3,3.3,1,0,1,FULL_RECOUNT
2020-06-12,MUNICIPAL,CG-56-PS3755,1591,1139,71.59,1,1,1136,1,6,72.48,0,16,17,55.0,1,1,1,NONE
2014-01-23,LOKSABHA,ML-34-PS1634,743,344,46.3,6,13,325,0,2,97.25,0,3,16,22.9,1,1,1,FULL_RECOUNT
2016-06-25,MUNICIPAL,KL-79-PS0430,1303,952,73.06,9,11,929,3,7,66.37,0,23,1,48.3,1,0,1,FULL_RECOUNT
2017-01-28,MUNICIPAL,HR-03-PS3393,1037,738,71.17,21,9,703,5,3,78.1,0,28,14,19.4,1,1,1,RANDOM_SAMPLE
2018-01-20,BYE,JK-19-PS3047,1819,1000,54.98,31,32,935,2,5,67.12,0,25,4,44.6,1,1,1,EVM_VVPAT_AUDIT
2017-07-15,BYE,NL-22-PS3465,1283,718,55.96,21,26,671,0,4,58.8,0,14,14,30.5,1,1,1,FULL_RECOUNT
2019-07-20,VIDHANSABHA,AP-68-PS2551,1712,1156,67.52,11,41,1100,4,8,92.09,0,5,10,21.8,1,1,1,NONE
2023-08-02,MUNICIPAL,KA-23-PS1768,1212,1052,86.8,31,40,976,5,7,81.73,0,21,6,42.0,1,1,1,NONE
2014-04-27,PANCHAYAT,MZ-50-PS0196,1218,888,72.91,27,9,851,1,6,68.45,0,35,10,21.3,1,0,1,EVM_VVPAT_AUDIT
2017-03-15,BYE,WB-46-PS3142,1716,1225,71.39,16,34,1172,3,3,52.04,1,9,6,9.6,1,0,1,RANDOM_SAMPLE
2020-08-14,MUNICIPAL,JH-75-PS2897,915,623,68.09,0,15,606,2,2,76.49,1,5,4,29.5,1,1,1,NONE
2019-10-03,MUNICIPAL,TS-44-PS0419,904,487,53.87,1,11,472,3,4,53.75,0,9,19,5.6,1,0,1,FULL_RECOUNT
2025-02-15,VIDHANSABHA,UP-62-PS2923,1110,915,82.43,2,8,902,3,4,59.71,0,2,20,47.1,1,1,1,RANDOM_SAMPLE
2021-02-18,MUNICIPAL,CG-13-PS3088,1109,752,67.81,2,16,734,0,0,71.81,0,24,1,24.3,1,0,1,NONE
2022-01-17,VIDHANSABHA,KA-31-PS0394,1328,776,58.43,1,31,743,1,6,80.4,0,26,6,31.5,0,0,1,RANDOM_SAMPLE
2016-12-06,MUNICIPAL,CH-79-PS1507,1523,745,48.92,14,25,706,0,6,95.04,1,19,10,42.1,1,0,1,RANDOM_SAMPLE
2025-06-14,MUNICIPAL,JH-26-PS3911,1363,813,59.65,9,11,788,5,0,83.8,0,33,16,34.8,1,0,1,FULL_RECOUNT
2015-12-13,PANCHAYAT,ML-11-PS3503,1284,774,60.28,16,24,729,5,4,67.42,0,20,6,32.3,0,1,1,FULL_RECOUNT
2023-09-22,MUNICIPAL,LA-59-PS4192,1698,816,48.06,15,4,795,2,5,79.78,0,22,1,40.5,1,1,1,NONE
2025-03-14,LOKSABHA,SK-26-PS3203,1533,1100,71.75,8,16,1073,3,5,51.93,0,8,13,12.3,1,1,1,EVM_VVPAT_AUDIT
2018-08-28,BYE,BR-71-PS0918,1179,755,64.04,11,22,721,1,0,86.83,0,14,13,6.2,1,1,1,NONE
2024-01-17,VIDHANSABHA,TS-50-PS1826,1859,1221,65.68,13,37,1169,2,4,79.18,0,38,2,37.1,1,1,1,EVM_VVPAT_AUDIT
2014-01-24,PANCHAYAT,TR-22-PS2911,938,814,86.78,5,2,806,1,4,57.94,0,12,13,7.3,1,1,1,FULL_RECOUNT
2017-09-21,PANCHAYAT,AS-58-PS2613,1897,1096,57.78,33,6,1057,0,6,92.11,0,38,20,6.7,1,1,1,RANDOM_SAMPLE
2014-05-18,VIDHANSABHA,HR-23-PS1968,1035,560,54.11,10,22,527,1,0,71.57,0,35,9,22.2,1,1,1,FULL_RECOUNT
2014-11-30,PANCHAYAT,WB-03-PS2721,990,495,50.0,9,15,466,5,3,85.88,0,26,16,42.1,1,0,1,NONE
2021-12-22,VIDHANSABHA,MH-08-PS0181,1628,1196,73.46,39,9,1147,1,6,71.35,0,12,14,3.2,1,1,1,RANDOM_SAMPLE
2017-11-14,LOKSABHA,TN-75-PS1018,1692,1142,67.49,31,3,1106,2,0,54.37,0,40,7,6.8,1,0,1,FULL_RECOUNT
2016-09-11,VIDHANSABHA,MH-61-PS3306,767,529,68.97,16,11,497,5,0,51.15,0,30,11,30.9,1,1,1,EVM_VVPAT_AUDIT
2016-10-08,LOKSABHA,PY-34-PS1019,1080,868,80.37,28,34,802,4,3,66.93,0,34,19,18.1,1,0,1,FULL_RECOUNT
2020-06-03,VIDHANSABHA,GA-61-PS2506,903,627,69.44,3,24,595,5,0,75.4,1,2,4,38.2,1,0,1,RANDOM_SAMPLE
2024-01-19,PANCHAYAT,CH-40-PS2738,1546,918,59.38,27,1,890,0,0,90.78,0,38,2,4.1,0,0,1,RANDOM_SAMPLE
2018-10-20,BYE,PB-42-PS2923,809,678,83.81,18,8,649,3,4,54.01,0,30,2,8.4,1,0,1,NONE
2022-03-15,PANCHAYAT,PB-01-PS0436,957,667,69.7,10,6,649,2,3,77.05,0,4,6,14.9,1,1,1,NONE
2019-03-12,PANCHAYAT,AN-61-PS2662,1530,762,49.8,5,27,727,3,2,85.18,0,37,5,52.5,1,0,1,EVM_VVPAT_AUDIT
2022-01-24,BYE,HR-40-PS0365,1394,996,71.45,6,13,977,0,4,80.43,0,29,9,11.1,1,1,1,FULL_RECOUNT
2014-11-23,LOKSABHA,MH-71-PS3227,609,336,55.17,6,6,319,5,1,50.19,0,18,18,18.6,1,1,1,RANDOM_SAMPLE
2016-12-10,LOKSABHA,AN-26-PS0582,1387,756,54.51,5,14,734,3,2,64.69,0,23,20,4.8,1,0,1,RANDOM_SAMPLE
2025-05-21,VIDHANSABHA,MN-16-PS3462,1189,808,67.96,24,1,782,1,1,60.04,0,27,11,7.2,1,1,1,FULL_RECOUNT
2020-05-13,VIDHANSABHA,CG-01-PS3040,1169,588,50.3,14,13,561,0,3,50.8,0,2,17,9.0,1,1,1,NONE
2014-12-30,BYE,LD-55-PS1068,1192,636,53.36,7,1,623,5,4,56.55,0,10,14,49.9,1,1,1,RANDOM_SAMPLE
2025-07-04,LOKSABHA,AR-17-PS0527,1610,736,45.71,22,12,697,5,6,84.81,0,9,16,15.4,1,0,1,FULL_RECOUNT
2023-08-28,MUNICIPAL,RJ-10-PS1635,1561,873,55.93,24,2,846,1,6,58.67,0,13,6,28.9,1,0,1,FULL_RECOUNT
2015-11-12,PANCHAYAT,DD-08-PS1632,802,620,77.31,14,0,603,3,3,86.08,0,22,14,35.8,0,0,1,FULL_RECOUNT
2025-03-11,PANCHAYAT,MN-16-PS2512,703,575,81.79,0,14,560,1,1,61.89,0,26,14,52.9,1,1,1,RANDOM_SAMPLE
2024-03-06,VIDHANSABHA,NL-57-PS2078,725,478,65.93,10,13,452,3,2,73.81,1,7,1,34.6,1,1,1,EVM_VVPAT_AUDIT
2023-04-03,VIDHANSABHA,JH-69-PS4020,1270,716,56.38,9,22,685,0,5,86.15,0,16,14,40.5,1,0,1,RANDOM_SAMPLE
2019-11-25,VIDHANSABHA,AP-35-PS4224,1058,881,83.27,4,5,867,5,3,81.26,0,0,17,34.3,1,1,1,RANDOM_SAMPLE
2024-03-10,LOKSABHA,MP-61-PS0235,1692,783,46.28,13,7,758,5,0,62.94,0,23,9,12.1,1,1,1,EVM_VVPAT_AUDIT
2019-10-05,PANCHAYAT,KA-06-PS2021,1473,674,45.76,20,13,639,2,5,88.03,0,11,4,36.9,1,1,1,EVM_VVPAT_AUDIT
2017-10-29,BYE,AS-10-PS4398,1404,904,64.39,16,34,850,4,7,92.31,0,31,10,35.8,1,0,1,EVM_VVPAT_AUDIT
2025-10-27,LOKSABHA,AS-21-PS3153,1114,964,86.54,28,1,935,0,3,81.25,0,25,0,45.6,0,1,1,EVM_VVPAT_AUDIT
2021-05-29,PANCHAYAT,PY-34-PS3536,788,682,86.55,22,15,640,5,5,78.56,0,16,2,35.0,1,1,1,NONE
2019-06-26,LOKSABHA,UP-76-PS3022,684,453,66.23,4,18,426,5,0,68.22,0,23,19,54.0,1,1,1,FULL_RECOUNT
2018-06-12,PANCHAYAT,DL-42-PS3135,1712,985,57.54,24,2,956,3,7,66.76,0,26,8,9.5,1,1,1,RANDOM_SAMPLE
2022-12-05,LOKSABHA,LD-32-PS2450,1185,567,47.85,18,11,538,0,1,51.26,1,33,18,50.9,1,1,1,NONE
2023-08-03,LOKSABHA,TR-20-PS1478,1503,1161,77.25,18,31,1112,0,7,89.55,0,22,15,7.7,1,1,1,FULL_RECOUNT
2023-09-12,BYE,DD-39-PS3617,1647,1437,87.25,32,19,1385,1,6,76.05,1,24,20,5.4,1,0,1,NONE
2025-03-03,LOKSABHA,TS-73-PS4308,1323,1000,75.59,10,6,980,4,5,65.63,1,5,9,18.6,1,1,1,EVM_VVPAT_AUDIT
2023-04-23,MUNICIPAL,DN-03-PS1858,1317,984,74.72,0,2,979,3,5,57.14,0,2,1,26.1,1,1,1,EVM_VVPAT_AUDIT
2016-09-24,PANCHAYAT,HR-52-PS2320,1759,1489,84.65,2,35,1447,5,0,79.03,0,29,12,14.7,1,1,1,RANDOM_SAMPLE
2020-02-11,MUNICIPAL,TR-07-PS1447,1635,857,52.42,13,33,807,4,7,62.59,0,4,10,30.7,1,1,1,RANDOM_SAMPLE
2022-09-15,MUNICIPAL,OD-46-PS2522,1705,1068,62.64,6,33,1026,3,0,85.11,1,30,17,43.8,1,0,1,FULL_RECOUNT
2020-04-07,VIDHANSABHA,AR-62-PS4436,1392,921,66.16,0,14,905,2,0,64.17,0,31,10,6.7,1,1,1,NONE
2015-03-09,VIDHANSABHA,SK-05-PS4447,733,450,61.39,9,12,425,4,3,86.99,0,39,18,30.0,1,1,1,FULL_RECOUNT
2015-06-10,VIDHANSABHA,AN-24-PS2547,1435,739,51.5,14,23,699,3,0,88.75,0,35,18,49.6,0,1,1,EVM_VVPAT_AUDIT
2020-10-02,LOKSABHA,DN-74-PS2706,1061,522,49.2,0,17,500,5,1,67.71,0,20,14,19.0,1,1,1,NONE
2019-07-02,VIDHANSABHA,CH-13-PS0785,1667,915,54.89,4,8,903,0,3,51.42,0,36,3,43.2,1,1,1,EVM_VVPAT_AUDIT
2014-01-18,LOKSABHA,KA-58-PS1356,1720,1125,65.41,10,11,1100,4,2,52.18,0,24,12,3.0,1,1,1,RANDOM_SAMPLE
2021-04-15,PANCHAYAT,LA-78-PS0603,1665,1185,71.17,12,17,1155,1,5,95.56,1,38,10,26.8,1,1,1,FULL_RECOUNT
2023-03-19,PANCHAYAT,AS-16-PS3039,1437,1022,71.12,22,8,991,1,2,50.78,0,11,13,45.6,1,1,1,EVM_VVPAT_AUDIT
2024-10-26,VIDHANSABHA,AR-78-PS3885,1785,914,51.2,18,32,861,3,3,50.57,0,26,20,16.9,1,0,1,FULL_RECOUNT
2021-06-13,MUNICIPAL,MH-25-PS0422,1475,691,46.85,2,9,678,2,5,96.72,1,14,20,28.8,1,1,1,NONE
2016-06-14,LOKSABHA,CG-25-PS3754,886,646,72.91,15,19,609,3,4,82.76,0,5,10,16.9,1,1,1,EVM_VVPAT_AUDIT
2015-05-13,LOKSABHA,DD-32-PS0722,907,469,51.71,0,6,459,4,3,87.15,0,24,9,50.0,1,0,1,RANDOM_SAMPLE
2023-01-16,MUNICIPAL,MN-59-PS2280,611,410,67.1,9,3,393,5,2,95.25,0,2,7,32.9,1,0,1,NONE
2015-10-09,BYE,KL-63-PS2831,1712,1387,81.02,3,13,1368,3,2,87.14,0,7,1,49.7,1,0,1,EVM_VVPAT_AUDIT
2018-08-30,MUNICIPAL,ML-37-PS0831,788,670,85.03,0,5,661,4,2,79.49,0,32,2,42.0,1,0,1,RANDOM_SAMPLE
2022-10-01,LOKSABHA,NL-54-PS4472,781,463,59.28,0,5,455,3,1,82.09,0,16,8,4.4,1,0,1,NONE
2021-11-15,PANCHAYAT,KL-60-PS2510,1565,907,57.96,26,16,865,0,6,79.38,0,15,3,36.0,1,0,1,NONE
2020-05-02,PANCHAYAT,OD-16-PS3164,1871,1092,58.36,3,5,1079,5,6,69.25,0,20,4,45.9,1,0,1,RANDOM_SAMPLE
2024-12-02,LOKSABHA,DD-17-PS2871,943,763,80.91,2,24,736,1,4,85.66,0,0,16,24.7,0,0,1,EVM_VVPAT_AUDIT
2014-07-01,VIDHANSABHA,CG-76-PS1839,642,356,55.45,6,12,333,5,0,96.61,0,18,2,25.8,1,0,1,NONE
2016-03-26,BYE,SK-42-PS3419,1793,1293,72.11,1,45,1246,1,0,72.01,0,9,12,17.1,1,1,1,NONE
2024-01-20,VIDHANSABHA,MZ-78-PS1797,778,553,71.08,16,12,525,0,3,81.27,0,40,16,29.2,1,1,1,FULL_RECOUNT
2021-04-26,BYE,AP-51-PS2678,1147,603,52.57,11,1,587,4,2,71.9,0,13,10,14.4,0,1,1,RANDOM_SAMPLE
2024-10-25,PANCHAYAT,TN-16-PS3148,884,401,45.36,5,1,394,1,2,97.54,0,11,3,35.2,1,1,1,EVM_VVPAT_AUDIT
2016-01-26,PANCHAYAT,PY-71-PS0477,1787,986,55.18,13,13,960,0,5,76.29,1,31,18,54.9,1,1,1,EVM_VVPAT_AUDIT
2020-01-19,LOKSABHA,KA-29-PS1109,1089,680,62.44,8,6,665,1,0,54.94,0,26,2,12.2,1,0,1,FULL_RECOUNT
2014-08-20,LOKSABHA,TR-72-PS0950,1494,1093,73.16,15,42,1033,3,5,93.93,0,22,8,20.8,1,1,1,RANDOM_SAMPLE
2018-07-08,MUNICIPAL,TR-33-PS2863,1209,1024,84.7,33,28,962,1,3,92.91,0,29,10,6.7,1,1,1,EVM_VVPAT_AUDIT
2022-05-20,PANCHAYAT,JK-21-PS0257,1356,1155,85.18,22,12,1117,4,5,63.23,0,27,10,16.3,1,0,1,NONE
2019-11-23,MUNICIPAL,MZ-35-PS1905,1088,855,78.58,14,22,819,0,4,56.43,0,25,1,8.9,1,1,1,RANDOM_SAMPLE
2022-03-10,BYE,AS-69-PS1440,1044,551,52.78,5,10,533,3,2,64.72,0,16,12,24.7,1,1,1,EVM_VVPAT_AUDIT
2014-08-13,VIDHANSABHA,TS-66-PS4153,812,478,58.87,2,1,474,1,0,63.02,0,32,16,28.1,1,0,1,NONE
2016-01-15,PANCHAYAT,GA-74-PS1843,1226,630,51.39,6,16,606,2,4,71.7,0,8,0,41.8,1,0,1,EVM_VVPAT_AUDIT
2024-06-22,PANCHAYAT,MH-24-PS1683,1300,689,53.0,5,26,658,0,2,50.21,0,32,18,22.9,1,1,1,RANDOM_SAMPLE
2019-11-16,MUNICIPAL,KL-69-PS4445,831,442,53.19,11,1,426,4,2,72.65,0,22,0,16.4,1,1,1,EVM_VVPAT_AUDIT
2016-12-22,BYE,JH-14-PS3262,1698,1487,87.57,28,2,1453,4,3,62.17,0,6,16,17.7,1,0,1,NONE
2025-02-07,PANCHAYAT,JK-66-PS1107,1809,1559,86.18,18,10,1528,3,6,90.08,0,10,13,28.9,1,1,1,EVM_VVPAT_AUDIT
2016-08-10,PANCHAYAT,PY-60-PS4480,1749,1434,81.99,28,55,1346,5,9,59.69,0,29,11,52.7,1,1,1,NONE
2016-06-04,LOKSABHA,TN-68-PS2644,1795,1429,79.61,20,54,1354,1,7,55.11,0,39,5,13.1,1,1,1,NONE
2017-09-16,MUNICIPAL,DN-68-PS2481,1553,1279,82.36,11,39,1225,4,4,82.04,0,0,0,46.0,1,1,1,NONE
2022-06-18,LOKSABHA,CG-40-PS3749,1049,498,47.47,16,16,465,1,4,72.45,0,5,19,24.3,1,0,1,NONE
2019-04-25,PANCHAYAT,AR-64-PS3237,684,477,69.74,12,11,451,3,2,97.22,0,36,18,2.9,0,1,1,EVM_VVPAT_AUDIT
2020-08-11,LOKSABHA,LD-36-PS1645,1427,1140,79.89,17,4,1116,3,7,86.02,0,28,1,4.5,1,0,1,RANDOM_SAMPLE
2021-09-12,PANCHAYAT,ML-27-PS2310,1086,916,84.35,30,5,881,0,7,91.85,1,40,11,34.2,1,0,1,FULL_RECOUNT
2025-12-25,LOKSABHA,JH-07-PS2770,852,555,65.14,9,17,529,0,2,69.69,0,20,7,41.7,1,1,1,NONE
2017-12-08,MUNICIPAL,UP-38-PS1730,1797,1048,58.32,20,3,1021,4,8,79.82,0,23,15,18.9,1,0,1,NONE
2023-09-14,MUNICIPAL,PY-13-PS3095,1301,679,52.19,16,20,643,0,0,92.21,0,37,20,40.8,1,1,1,EVM_VVPAT_AUDIT
2024-01-14,LOKSABHA,JH-68-PS2145,1278,1116,87.32,3,35,1076,2,7,56.79,0,35,5,6.4,1,1,1,EVM_VVPAT_AUDIT
2022-05-02,MUNICIPAL,MN-73-PS3088,1797,868,48.3,17,32,816,3,5,52.85,0,14,14,33.8,1,0,1,FULL_RECOUNT
2019-03-31,BYE,TR-28-PS3623,1532,932,60.84,25,30,877,0,0,61.54,0,28,12,9.3,1,0,1,FULL_RECOUNT
2023-08-25,LOKSABHA,AR-03-PS1530,700,422,60.29,2,8,408,4,0,67.43,0,16,20,13.4,1,1,1,RANDOM_SAMPLE
2021-08-01,PANCHAYAT,DD-30-PS0328,1700,779,45.82,21,5,750,3,4,83.68,0,27,11,47.2,1,1,1,NONE
2015-07-23,LOKSABHA,KA-37-PS3120,1083,832,76.82,0,22,807,3,2,84.4,0,0,11,9.8,1,1,1,RANDOM_SAMPLE
2019-09-10,VIDHANSABHA,DN-71-PS0397,601,346,57.57,1,6,337,2,2,53.1,0,8,3,40.3,1,0,1,NONE
2018-09-23,VIDHANSABHA,RJ-22-PS0908,1783,1390,77.96,25,4,1357,4,0,70.4,0,4,5,14.5,1,0,1,RANDOM_SAMPLE
2017-08-06,MUNICIPAL,CG-42-PS3976,1177,608,51.66,4,5,594,5,5,60.52,0,34,8,38.7,1,1,1,NONE
2016-10-30,LOKSABHA,DN-74-PS3988,1880,1259,66.97,1,45,1208,5,0,76.49,0,14,12,45.9,1,1,1,NONE
2024-05-24,PANCHAYAT,TS-57-PS2776,1100,922,83.82,16,6,897,3,6,57.09,0,33,19,11.0,1,1,1,RANDOM_SAMPLE
2014-03-07,PANCHAYAT,AN-10-PS4298,1500,984,65.6,6,33,944,1,0,65.58,0,27,11,44.2,0,1,1,EVM_VVPAT_AUDIT
2021-02-01,BYE,PB-44-PS2845,1071,623,58.17,11,5,606,1,3,65.06,0,11,2,21.3,1,1,1,NONE
2018-12-08,BYE,GJ-64-PS0130,714,355,49.72,7,12,336,0,2,94.68,0,13,12,43.3,1,0,1,RANDOM_SAMPLE
2014-01-26,VIDHANSABHA,CG-45-PS0999,1393,665,47.74,2,5,654,4,4,57.48,0,39,4,28.3,1,1,1,NONE
2016-04-04,BYE,MH-13-PS3749,997,772,77.43,25,30,712,5,0,52.83,0,40,2,54.4,1,1,1,NONE
2025-01-29,PANCHAYAT,JK-11-PS2695,1867,1015,54.37,25,2,983,5,3,50.63,0,17,0,52.7,1,1,1,FULL_RECOUNT
2019-03-19,PANCHAYAT,ML-01-PS3295,1483,1106,74.58,5,33,1065,3,2,57.85,0,26,18,31.9,1,0,1,FULL_RECOUNT
2025-09-06,PANCHAYAT,DD-20-PS2171,711,582,81.86,3,1,576,2,3,88.62,0,16,0,2.7,0,0,1,RANDOM_SAMPLE
2014-06-09,PANCHAYAT,TS-38-PS2234,1613,1153,71.48,23,31,1096,3,2,78.73,0,27,16,9.1,1,1,1,FULL_RECOUNT
2020-09-17,BYE,MH-53-PS0336,1430,696,48.67,17,0,677,2,5,86.71,0,33,11,50.5,1,1,1,RANDOM_SAMPLE
2016-11-12,VIDHANSABHA,HP-53-PS1069,691,445,64.4,5,5,432,3,3,81.86,0,5,20,11.8,1,1,1,FULL_RECOUNT
2014-02-19,MUNICIPAL,DD-74-PS0988,1131,901,79.66,28,27,844,2,4,65.15,0,8,3,17.1,1,1,1,RANDOM_SAMPLE
2021-09-16,BYE,UK-75-PS0208,859,721,83.93,24,14,678,5,2,62.57,0,16,3,23.0,1,1,1,FULL_RECOUNT
2016-02-28,LOKSABHA,MN-28-PS3330,1396,739,52.94,12,12,710,5,3,92.35,0,12,3,36.3,1,1,1,NONE
2017-06-19,BYE,WB-40-PS3016,670,409,61.04,12,3,391,3,0,60.31,0,19,13,10.4,1,0,1,NONE
2022-03-16,BYE,LA-17-PS1598,1033,868,84.03,10,19,838,1,5,70.92,0,40,0,46.9,1,1,1,NONE
2023-03-07,LOKSABHA,TR-19-PS0801,1359,614,45.18,0,14,599,1,5,56.96,0,19,11,45.4,1,0,1,EVM_VVPAT_AUDIT
2020-09-15,LOKSABHA,MZ-55-PS0222,1336,888,66.47,27,33,828,0,4,72.24,0,7,4,4.7,1,1,1,RANDOM_SAMPLE
2024-08-21,LOKSABHA,AS-22-PS2115,1304,1144,87.73,33,35,1076,0,7,93.44,0,19,8,45.2,1,1,1,RANDOM_SAMPLE
2019-11-22,MUNICIPAL,GA-43-PS0209,1199,710,59.22,12,27,666,5,3,83.7,0,12,12,18.7,1,1,1,FULL_RECOUNT
2016-04-02,MUNICIPAL,DL-52-PS2596,1810,960,53.04,11,18,928,3,4,57.56,0,15,12,44.1,1,1,1,EVM_VVPAT_AUDIT
2023-08-07,MUNICIPAL,HP-35-PS0701,1102,654,59.35,1,22,626,5,5,80.85,0,4,16,2.5,1,1,1,EVM_VVPAT_AUDIT
2017-11-19,MUNICIPAL,PY-75-PS3170,982,697,70.98,20,17,656,4,3,93.82,0,1,14,38.7,0,1,1,EVM_VVPAT_AUDIT
2015-03-17,BYE,UP-76-PS2563,1704,848,49.77,22,7,814,5,5,84.87,0,37,14,25.3,1,0,1,RANDOM_SAMPLE
2018-09-27,BYE,MZ-36-PS1021,1573,1153,73.3,9,39,1105,0,7,68.42,0,35,11,3.6,1,0,1,RANDOM_SAMPLE
2021-10-17,BYE,LA-65-PS4096,845,639,75.62,2,2,631,4,5,79.78,0,12,14,10.2,1,1,1,EVM_VVPAT_AUDIT
2018-05-13,PANCHAYAT,MZ-02-PS2034,610,433,70.98,9,16,408,0,1,96.81,1,33,11,37.0,1,1,1,NONE
2023-09-29,MUNICIPAL,UP-75-PS2695,1284,675,52.57,18,18,634,5,4,86.83,1,35,6,26.8,1,1,1,EVM_VVPAT_AUDIT
