tax_cit_reference_year,tax_cit_country_iso2,tax_cit_nace_section,tax_cit_enterprise_size_class,tax_cit_statutory_rate_pct,tax_cit_effective_average_rate_pct,tax_cit_tax_base_eur,tax_cit_tax_liability_eur,tax_cit_loss_carryforward_eur,tax_cit_r_and_d_tax_credit_eur,tax_cit_interest_limitation_rule_flag,tax_cit_pillar2_minimum_tax_flag,tax_cit_cfc_rules_flag,tax_cit_hybrid_mismatch_rules_flag,tax_cit_transfer_pricing_adjustments_eur,tax_cit_country_by_country_reporting_flag,tax_cit_state_aid_tax_ruling_flag,tax_cit_audit_rate_pct,tax_cit_data_source,tax_cit_data_extract_date
2026,IE,F,MICRO,27.81,17.4,37925040306.47,6598957013.33,16603756601.89,1107694149.58,0,0,1,1,18982097.39,1,0,1.91,NATIONAL_CORPORATE_TAX_ADMIN,2025-01-07
2010,PL,K,LARGE,17.46,15.14,38054566129.42,5761461311.99,13112755275.14,847964486.84,1,0,1,1,-44958620.64,1,0,3.09,OECD_CBC_SUMMARY,2025-08-20
2011,AT,P,MEDIUM,18.21,14.15,38108294906.79,5392323729.31,9339478251.22,960854083.75,1,0,1,1,64537090.99,1,0,8.56,EU_TAX_OBSERVATORY,2024-05-14
2012,EE,U,SMALL,31.64,19.76,38161351070.47,7540682971.52,7450823835.54,614127711.26,1,0,1,0,29117073.7,1,0,5.19,ACADEMIC_TAXPANEL,2024-10-13
2013,IT,E,MICRO,10.58,8.06,38244665460.05,3082520036.08,9962870400.33,453377003.04,1,0,1,1,-34650813.71,1,0,11.32,NATIONAL_CORPORATE_TAX_ADMIN,2024-10-02
2014,PT,J,LARGE,20.35,13.81,38299562793.76,5289169621.82,5576474293.31,941096241.96,1,0,1,1,60069493.98,0,0,5.73,OECD_CBC_SUMMARY,2024-07-15
2015,BE,O,MEDIUM,15.45,11.55,38423924917.53,4437963327.97,15025026701.04,462463803.77,1,0,1,1,97187800.7,0,0,4.44,EU_TAX_OBSERVATORY,2025-12-02
2016,FI,T,SMALL,19.62,18.58,38483773925.09,7150285195.28,12087453059.11,748793599.05,0,0,1,1,-55250330.54,1,0,3.16,ACADEMIC_TAXPANEL,2025-11-20
2017,LV,D,MICRO,31.13,24.95,38570533750.48,9623348170.74,8111208819.12,404340865.31,1,0,1,1,32936301.57,1,0,4.39,NATIONAL_CORPORATE_TAX_ADMIN,2024-06-05
2018,RO,I,LARGE,13.92,13.22,38598770820.81,5102757502.51,4259373112.64,441248508.19,0,0,1,0,42844090.49,1,0,1.12,OECD_CBC_SUMMARY,2025-06-16
2019,BG,N,MEDIUM,15.43,9.09,38715934357.76,3519278433.12,6300041039.2,225130831.78,1,0,1,1,-33307912.58,0,0,5.65,EU_TAX_OBSERVATORY,2024-09-23
2020,FR,S,SMALL,17.44,12.33,38745205184.95,4777283799.3,7636440593.91,856187144.44,1,0,1,0,48185379.91,1,0,10.87,ACADEMIC_TAXPANEL,2026-01-19
2021,LT,C,MICRO,29.78,24.28,38847220718.6,9432105190.48,2593425968.96,1870821434.45,1,0,1,1,-59053242.21,1,0,12.82,NATIONAL_CORPORATE_TAX_ADMIN,2025-03-09
2022,SK,H,LARGE,21.6,14.0,38930731887.09,5450302464.19,14444213459.43,432702601.82,1,0,1,0,71193786.31,1,0,3.8,OECD_CBC_SUMMARY,2024-07-01
2023,HR,M,MEDIUM,26.69,24.19,39002930220.25,9434808820.28,9602505051.87,629711792.71,0,1,1,1,46972315.01,0,0,3.25,EU_TAX_OBSERVATORY,2026-02-06
2024,DE,R,SMALL,30.07,20.51,39066080710.16,8012453153.65,16063459887.14,960405008.21,1,1,1,1,-64619261.92,1,0,13.57,ACADEMIC_TAXPANEL,2025-09-23
2025,LU,B,MICRO,12.49,7.38,39121377236.08,2887157640.02,13325997041.03,410875895.61,0,0,1,1,-30893391.32,0,0,2.74,NATIONAL_CORPORATE_TAX_ADMIN,2024-05-02
2026,SI,G,LARGE,16.79,15.95,39207591147.7,6253610788.06,2253983112.05,527425705.44,1,1,0,0,-60563950.6,1,0,10.56,OECD_CBC_SUMMARY,2024-12-31
2010,CY,L,MEDIUM,31.29,19.49,39270832892.42,7653885330.73,6284114586.66,425800425.07,0,0,1,0,13586714.27,1,0,12.01,EU_TAX_OBSERVATORY,2024-12-18
2011,GR,Q,SMALL,28.99,26.64,39400865280.98,10496390510.85,17709473176.06,1545968853.22,1,0,0,0,-43435391.84,1,0,9.46,ACADEMIC_TAXPANEL,2026-02-09
2012,MT,A,MICRO,19.06,17.6,39464723015.77,6945791250.78,11719859837.52,266542935.78,1,0,1,1,16005410.32,1,0,6.97,NATIONAL_CORPORATE_TAX_ADMIN,2025-09-19
2013,ES,F,LARGE,26.15,17.57,39543815764.59,6947848429.84,14506027886.73,638240016.49,1,0,1,1,77316280.91,1,0,11.1,OECD_CBC_SUMMARY,2024-04-08
2014,CZ,K,MEDIUM,19.47,13.02,39621069272.63,5158663219.3,4166350490.77,280246471.56,1,0,0,0,-25733737.2,0,0,4.96,EU_TAX_OBSERVATORY,2024-05-20
2015,HU,P,SMALL,12.45,11.15,39661952662.75,4422307721.9,7578826097.45,363439440.78,1,0,0,1,81001087.62,1,0,11.27,ACADEMIC_TAXPANEL,2024-02-10
2016,NL,U,MICRO,32.66,19.0,39776696737.73,7557572380.17,5216213672.46,766030087.17,1,0,1,0,27326513.55,1,0,7.29,NATIONAL_CORPORATE_TAX_ADMIN,2024-09-06
2017,SE,E,LARGE,32.97,21.23,39803632394.17,8450311157.28,12844281172.93,1301380918.41,0,0,1,1,21834278.44,1,0,8.97,OECD_CBC_SUMMARY,2024-05-21
2018,DK,J,MEDIUM,16.14,9.45,39926999727.18,3773101474.22,12506213643.3,815437337.64,1,0,0,1,-59326974.95,0,0,7.63,EU_TAX_OBSERVATORY,2025-03-17
2019,IE,O,SMALL,13.43,8.05,39980579022.8,3218436611.34,8993737626.4,201523071.29,1,0,1,1,638715.1,1,1,8.07,ACADEMIC_TAXPANEL,2024-09-17
2020,PL,T,MICRO,16.65,9.72,40075926068.95,3895380013.9,16866762582.78,211789915.2,1,0,1,0,-56175372.44,1,0,0.33,NATIONAL_CORPORATE_TAX_ADMIN,2024-10-30
2021,AT,D,LARGE,13.07,8.9,40135083920.74,3572022468.95,8463238656.23,259539416.68,1,1,1,0,-5599715.25,1,0,8.73,OECD_CBC_SUMMARY,2024-03-16
2022,EE,I,MEDIUM,11.71,8.89,40182704832.11,3572242459.57,11555421425.29,384541873.97,1,1,1,1,-63883452.05,0,0,4.68,EU_TAX_OBSERVATORY,2025-10-07
2023,IT,N,SMALL,9.77,8.5,40277301557.33,3423570632.37,9692185757.64,552202482.13,1,0,1,1,-53865100.58,1,0,9.5,ACADEMIC_TAXPANEL,2024-09-27
2024,PT,S,MICRO,31.51,20.42,40363329372.79,8242191857.92,17369651026.29,661012577.72,1,1,1,1,26883296.3,0,0,9.16,NATIONAL_CORPORATE_TAX_ADMIN,2025-02-19
2025,BE,C,LARGE,13.28,11.1,40451634931.77,4490131477.43,4361236994.21,288788045.18,0,0,1,1,61434245.79,0,0,3.87,OECD_CBC_SUMMARY,2024-10-12
2026,FI,H,MEDIUM,25.82,17.94,40469921852.58,7260303980.35,13989629104.06,513615715.53,1,0,0,1,56619344.47,1,0,13.77,EU_TAX_OBSERVATORY,2025-11-01
2010,LV,M,SMALL,29.97,26.0,40552492813.66,10543648131.55,17951642226.3,1591152493.05,1,0,1,1,52283146.42,1,0,1.98,ACADEMIC_TAXPANEL,2024-12-19
2011,RO,R,MICRO,22.06,15.93,40667096026.74,6478268397.06,8737432652.8,973182117.29,1,0,1,1,110406976.46,1,0,12.32,NATIONAL_CORPORATE_TAX_ADMIN,2025-07-04
2012,BG,B,LARGE,32.22,24.59,40732216499.81,10016052037.3,4391922720.28,415371985.59,0,0,0,1,28363836.06,0,0,10.27,OECD_CBC_SUMMARY,2024-11-25
2013,FR,G,MEDIUM,17.41,11.23,40801858011.82,4582048654.73,17328862429.58,801971794.62,1,0,1,0,-37152153.38,0,0,3.05,EU_TAX_OBSERVATORY,2024-08-31
2014,LT,L,SMALL,16.59,11.22,40893940937.12,4588300173.14,14928853929.47,734096063.0,1,0,1,1,91784412.68,1,0,4.83,ACADEMIC_TAXPANEL,2025-10-18
2015,SK,Q,MICRO,30.41,17.87,40953016024.4,7318303963.56,14428840753.85,1222357062.19,1,0,1,0,-69885968.78,1,0,4.96,NATIONAL_CORPORATE_TAX_ADMIN,2024-04-05
2016,HR,A,LARGE,21.91,17.6,41040480665.7,7223124597.16,17023266687.05,508102151.91,0,1,1,1,23801531.7,1,0,11.55,OECD_CBC_SUMMARY,2025-09-02
2017,DE,F,MEDIUM,29.75,27.93,41104401912.88,11480459454.27,13598343634.61,1390857745.67,0,0,1,1,24155510.56,1,0,7.86,EU_TAX_OBSERVATORY,2025-05-15
2018,LU,K,SMALL,29.26,25.61,41152399444.44,10539129497.72,3972160081.21,2293721688.27,1,0,1,0,-29112307.59,1,0,5.25,ACADEMIC_TAXPANEL,2025-08-30
2019,SI,P,MICRO,27.51,16.45,41244185603.57,6784668531.79,7323734194.91,1452631953.17,1,0,0,0,8111136.52,0,1,1.92,NATIONAL_CORPORATE_TAX_ADMIN,2025-04-02
2020,CY,U,LARGE,13.48,10.76,41329638672.45,4447069121.16,2287081926.09,396395497.26,1,0,1,0,69504367.52,1,0,13.07,OECD_CBC_SUMMARY,2024-07-30
2021,GR,E,MEDIUM,21.36,12.67,41423461824.17,5248352613.12,4308267187.54,417057573.0,1,1,1,1,-21825815.96,1,0,12.88,EU_TAX_OBSERVATORY,2025-02-03
2022,MT,J,SMALL,9.05,8.42,41447456662.79,3489875851.01,15582316120.93,338421091.14,1,1,1,0,-24873011.94,1,1,3.26,ACADEMIC_TAXPANEL,2024-07-12
2023,ES,O,MICRO,26.31,22.84,41538139032.19,9487310954.95,3216290064.01,618326357.63,1,0,1,1,85620435.26,1,0,8.63,NATIONAL_CORPORATE_TAX_ADMIN,2026-01-30
2024,CZ,T,LARGE,14.66,11.02,41599148458.49,4584226160.13,2093873550.0,680020276.11,1,1,1,1,82709678.06,0,0,9.37,OECD_CBC_SUMMARY,2024-02-27
2025,HU,D,MEDIUM,31.52,19.32,41717438450.91,8059809108.72,12746775698.23,1045767578.22,1,1,1,1,-46288427.77,1,0,0.56,EU_TAX_OBSERVATORY,2025-01-13
2026,NL,I,SMALL,24.87,15.37,41766337951.71,6419486143.18,8464815761.61,775225726.31,1,1,1,1,-11166424.08,0,0,0.44,ACADEMIC_TAXPANEL,2024-10-05
2010,SE,N,MICRO,11.13,6.8,41877338998.88,2847659051.92,11521806358.24,505994031.55,0,1,1,1,81899388.31,1,0,2.41,NATIONAL_CORPORATE_TAX_ADMIN,2026-02-03
2011,DK,S,LARGE,11.41,10.5,41917976432.55,4401387525.42,12075061309.85,458402561.19,1,0,0,1,32455472.7,0,0,3.36,OECD_CBC_SUMMARY,2024-03-03
2012,IE,C,MEDIUM,31.14,19.42,41995097180.94,8155447872.54,10342120755.64,1333425717.71,1,0,0,1,21332639.66,1,0,1.74,EU_TAX_OBSERVATORY,2025-04-23
2013,PL,H,SMALL,11.95,7.02,42098437318.07,2955310299.73,6240736511.21,411367372.42,1,0,0,1,56602066.76,1,0,2.63,ACADEMIC_TAXPANEL,2025-10-29
2014,AT,M,MICRO,11.54,6.58,42119105231.11,2771437124.21,10014980388.5,92659476.21,1,0,1,0,-34969077.64,1,0,11.26,NATIONAL_CORPORATE_TAX_ADMIN,2025-08-28
2015,EE,R,LARGE,27.51,23.21,42241093305.81,9804157756.28,10307002861.42,733699783.34,1,0,1,1,44863999.84,0,1,4.95,OECD_CBC_SUMMARY,2025-07-20
2016,IT,B,MEDIUM,14.52,10.94,42308480794.99,4628547798.97,3996200491.42,827354462.05,0,0,1,1,-38467195.86,1,0,13.21,EU_TAX_OBSERVATORY,2024-11-27
2017,PT,G,SMALL,24.55,20.31,42352286414.23,8601749370.73,18704277103.74,1417060665.85,1,1,1,1,-16240057.94,1,0,1.73,ACADEMIC_TAXPANEL,2025-10-02
2018,BE,L,MICRO,22.58,13.64,42424272201.99,5786670728.35,2607099726.99,1201616108.13,1,0,0,1,-1636518.42,1,0,0.66,NATIONAL_CORPORATE_TAX_ADMIN,2025-12-27
2019,FI,Q,LARGE,32.54,21.99,42543762120.08,9355373290.21,11211801868.38,743641295.96,1,0,1,0,47215435.1,1,0,5.21,OECD_CBC_SUMMARY,2024-12-09
2020,LV,A,MEDIUM,28.62,22.22,42589777615.88,9463448586.25,3800114960.67,395267338.02,1,0,1,1,23500061.48,0,0,12.65,EU_TAX_OBSERVATORY,2025-07-28
2021,RO,F,SMALL,22.76,15.29,42686598391.82,6526780894.11,18793018286.71,149737706.26,1,1,0,1,-70423496.06,0,0,10.41,ACADEMIC_TAXPANEL,2025-12-16
2022,BG,K,MICRO,31.35,24.25,42754286057.51,10367914368.95,3696696874.39,1278844461.12,1,1,1,1,-51559956.72,1,0,9.97,NATIONAL_CORPORATE_TAX_ADMIN,2024-12-17
2023,FR,P,LARGE,20.5,16.66,42825548454.75,7134736372.56,4017839407.83,1135347003.32,1,1,1,1,-29140876.85,1,0,7.66,OECD_CBC_SUMMARY,2024-08-22
2024,LT,U,MEDIUM,10.56,8.48,42901509644.86,3638048017.88,13612065248.7,552672962.94,1,1,1,1,94387340.45,1,0,11.09,EU_TAX_OBSERVATORY,2025-02-18
2025,SK,E,SMALL,17.61,10.59,42943989715.66,4547768510.89,12666965310.69,909844734.1,1,0,1,1,-28743574.63,1,0,1.19,ACADEMIC_TAXPANEL,2024-12-15
2026,HR,J,MICRO,31.52,24.73,43081946500.39,10654165369.55,12877087322.86,1316767678.03,1,1,1,0,-65124058.85,1,0,4.44,NATIONAL_CORPORATE_TAX_ADMIN,2024-06-30
2010,DE,O,LARGE,24.63,19.27,43126626745.64,8310500973.88,6934853392.2,1509294047.67,1,0,0,1,209938.45,0,0,12.79,OECD_CBC_SUMMARY,2024-12-02
2011,LU,T,MEDIUM,15.05,14.28,43177058760.11,6165683990.94,14709271050.67,1105898802.46,1,1,1,1,103804032.26,0,0,13.91,EU_TAX_OBSERVATORY,2025-02-20
2012,SI,D,SMALL,22.44,19.25,43268362112.95,8329159706.74,15074512272.26,1817417017.62,1,0,1,1,31241363.37,0,0,8.33,ACADEMIC_TAXPANEL,2025-06-13
2013,CY,I,MICRO,26.37,22.8,43334187682.43,9880194791.59,7977657213.1,1431392022.05,1,0,0,0,76600836.87,0,0,12.77,NATIONAL_CORPORATE_TAX_ADMIN,2025-11-22
2014,GR,N,LARGE,26.05,20.81,43406323975.86,9032856019.38,8086994654.04,1591100768.85,1,1,0,1,29421104.0,0,0,7.59,OECD_CBC_SUMMARY,2025-01-20
2015,MT,S,MEDIUM,24.29,17.63,43531209595.36,7674552251.66,7485785317.01,423080904.16,1,0,1,1,35716130.16,0,0,4.13,EU_TAX_OBSERVATORY,2025-11-03
2016,ES,C,SMALL,17.55,11.9,43556261297.97,5183195094.46,3656566635.3,518319789.51,1,0,1,0,46221834.4,1,0,13.85,ACADEMIC_TAXPANEL,2025-01-24
2017,CZ,H,MICRO,9.98,8.05,43626464794.76,3511930415.98,14132946972.85,691286418.83,1,1,1,0,-10403617.86,0,0,3.44,NATIONAL_CORPORATE_TAX_ADMIN,2024-12-05
2018,HU,M,LARGE,25.14,21.17,43693772223.99,9249971579.82,16520285860.21,1770919401.0,1,0,1,1,113504709.1,1,0,6.29,OECD_CBC_SUMMARY,2024-09-27
2019,NL,R,MEDIUM,33.41,25.89,43820971818.45,11345249603.8,11916303770.63,1081481177.3,0,0,1,1,63994442.56,1,0,9.27,EU_TAX_OBSERVATORY,2024-01-14
2020,SE,B,SMALL,30.12,22.84,43897000545.48,10026074924.59,7395870383.71,713485771.68,1,0,1,1,61053930.29,1,0,4.31,ACADEMIC_TAXPANEL,2024-08-21
2021,DK,G,MICRO,30.92,21.39,43970502010.69,9405290380.09,11957544625.14,1701293177.69,1,0,1,0,-26920541.72,1,0,9.32,NATIONAL_CORPORATE_TAX_ADMIN,2025-10-05
2022,IE,L,LARGE,17.42,14.74,44039384628.39,6491405294.22,12535875718.23,799051750.9,1,1,1,1,3093451.32,0,0,3.29,OECD_CBC_SUMMARY,2024-08-04
2023,PL,Q,MEDIUM,21.06,17.76,44104642879.38,7832984575.38,15818754257.52,1013269851.13,1,1,0,1,14986975.14,1,0,2.96,EU_TAX_OBSERVATORY,2025-12-26
2024,AT,A,SMALL,18.64,11.41,44166562734.64,5039404808.02,16381387815.85,832762858.73,1,1,0,1,-23308566.77,1,0,12.21,ACADEMIC_TAXPANEL,2026-01-13
2025,EE,F,MICRO,15.75,11.42,44246535805.66,5052954389.01,16256728445.66,211980191.36,1,0,1,0,-1281665.86,0,0,7.93,NATIONAL_CORPORATE_TAX_ADMIN,2025-09-08
2026,IT,K,LARGE,30.69,22.21,44293824493.45,9837658420.0,11605661123.08,1597576971.02,1,1,1,1,43488996.31,0,0,8.37,OECD_CBC_SUMMARY,2024-09-09
2010,PT,P,MEDIUM,9.03,7.69,44422553048.79,3416094329.45,9191531089.06,475573653.49,1,0,1,1,-31307723.53,1,0,7.85,EU_TAX_OBSERVATORY,2024-11-18
2011,BE,U,SMALL,23.78,17.61,44465267792.35,7830333658.23,8804969359.16,318574551.13,1,0,1,1,78453808.46,1,0,2.36,ACADEMIC_TAXPANEL,2024-08-24
2012,FI,E,MICRO,24.42,20.68,44519895688.66,9206714428.41,5078879974.83,1629806674.95,1,1,1,1,3551642.42,1,0,3.94,NATIONAL_CORPORATE_TAX_ADMIN,2025-12-27
2013,LV,J,LARGE,10.6,6.06,44624127977.85,2704222155.46,11680467332.11,373448927.49,1,0,1,0,93550501.68,1,0,7.25,OECD_CBC_SUMMARY,2024-09-21
2014,RO,O,MEDIUM,9.83,6.43,44700073649.85,2874214735.69,9147876623.48,597534204.85,1,0,1,0,-26277849.27,1,0,7.34,EU_TAX_OBSERVATORY,2025-12-31
2015,BG,T,SMALL,15.08,10.54,44788291890.25,4720685965.23,2383966590.73,639312441.08,1,0,1,1,24789763.82,0,0,2.84,ACADEMIC_TAXPANEL,2026-01-09
2016,FR,D,MICRO,32.06,22.38,44844023256.68,10036092404.84,19644056770.97,2005105065.25,0,0,0,1,-44897639.09,1,0,3.52,NATIONAL_CORPORATE_TAX_ADMIN,2025-10-28
2017,LT,I,LARGE,23.41,19.6,44907869361.74,8801942394.9,19197759614.96,1788063843.55,1,0,0,0,15121161.95,1,0,1.68,OECD_CBC_SUMMARY,2025-11-23
2018,SK,N,MEDIUM,11.31,7.26,45002653537.0,3267192646.79,11027923359.04,530954187.62,0,0,1,0,-51056870.16,1,0,2.56,EU_TAX_OBSERVATORY,2024-11-29
2019,HR,S,SMALL,13.64,8.48,45097904479.69,3824302299.88,5606717704.28,576765530.91,1,0,1,1,68740996.9,1,0,13.51,ACADEMIC_TAXPANEL,2024-12-01
2020,DE,C,MICRO,31.36,22.75,45126515306.12,10266282232.14,14637203591.78,1471543046.55,1,0,1,1,-34017853.26,1,0,9.14,NATIONAL_CORPORATE_TAX_ADMIN,2026-02-14
2021,LU,H,LARGE,21.46,13.58,45210550838.53,6139592803.87,12161423590.67,371287656.67,1,1,1,1,79046026.21,1,1,9.01,OECD_CBC_SUMMARY,2024-08-16
2022,SI,M,MEDIUM,30.48,25.2,45279034235.27,11410316627.29,8956402712.57,1027785610.62,1,1,1,0,19689523.7,1,0,11.95,EU_TAX_OBSERVATORY,2025-02-10
2023,CY,R,SMALL,10.61,9.56,45367427456.04,4337126064.8,6122850871.53,778693028.38,1,1,1,1,-34333823.87,0,0,0.54,ACADEMIC_TAXPANEL,2024-08-01
2024,GR,B,MICRO,26.07,23.99,45422852387.58,10896942287.78,4854681425.39,823625746.49,1,1,1,1,-55705743.85,1,0,11.27,NATIONAL_CORPORATE_TAX_ADMIN,2025-11-28
2025,MT,G,LARGE,31.94,28.49,45497494457.36,12962236170.9,17123943367.98,2020397740.73,0,1,0,1,41102992.51,0,0,4.51,OECD_CBC_SUMMARY,2024-03-08
2026,ES,L,MEDIUM,12.66,9.72,45581084264.95,4430481390.55,5743509591.91,442215096.58,1,1,1,1,-15363166.58,1,0,10.45,EU_TAX_OBSERVATORY,2025-03-17
2010,CZ,Q,SMALL,18.28,15.53,45668508492.4,7092319368.87,18788144213.38,977825704.62,1,1,0,1,94156184.09,1,0,1.81,ACADEMIC_TAXPANEL,2024-05-10
2011,HU,A,MICRO,11.86,7.76,45752069994.62,3550360631.58,13929942655.25,115642765.94,0,0,1,0,-70594949.87,0,1,5.59,NATIONAL_CORPORATE_TAX_ADMIN,2025-10-02
2012,NL,F,LARGE,14.83,9.53,45798681922.35,4364614387.2,12677101769.65,683681831.93,0,0,1,1,-1784143.39,1,0,1.76,OECD_CBC_SUMMARY,2025-05-05
2013,SE,K,MEDIUM,22.05,17.3,45920880122.41,7944312261.18,9620073210.32,1422088580.41,1,0,0,1,-28666609.85,1,0,12.24,EU_TAX_OBSERVATORY,2024-04-16
2014,DK,P,SMALL,27.38,24.36,45992145182.0,11203686566.34,16113298826.64,887986122.97,1,0,0,1,1758480.6,1,0,13.56,ACADEMIC_TAXPANEL,2024-06-22
2015,IE,U,MICRO,16.67,14.18,46041910185.63,6528742864.32,9623420990.88,1249157600.68,1,0,1,1,-53670752.12,0,0,0.49,NATIONAL_CORPORATE_TAX_ADMIN,2024-09-09
2016,PL,E,LARGE,25.14,13.88,46131474217.74,6403048621.42,6565966731.61,354212482.5,1,0,0,1,102052345.61,0,0,0.85,OECD_CBC_SUMMARY,2026-01-05
2017,AT,J,MEDIUM,10.4,9.62,46188494187.37,4443333140.82,10755133552.44,437666655.37,1,0,1,0,-59528974.35,1,0,11.17,EU_TAX_OBSERVATORY,2024-08-20
2018,EE,O,SMALL,10.32,6.08,46288312671.48,2814329410.43,6971082455.95,136157836.57,1,0,1,0,64284267.8,1,0,12.09,ACADEMIC_TAXPANEL,2025-03-14
2019,IT,T,MICRO,12.61,11.53,46370834014.65,5346557161.89,18299997178.39,221149086.85,1,0,1,1,9205387.49,0,0,10.98,NATIONAL_CORPORATE_TAX_ADMIN,2025-01-17
2020,PT,D,LARGE,19.38,16.99,46401573987.25,7883627420.43,12203051196.01,1600058751.85,0,0,0,1,44992088.09,1,1,10.32,OECD_CBC_SUMMARY,2025-09-15
2021,BE,I,MEDIUM,23.87,19.11,46504088045.6,8886931225.51,14233797344.91,1542238373.36,0,1,1,0,8637080.86,0,0,2.57,EU_TAX_OBSERVATORY,2024-12-10
2022,FI,N,SMALL,20.85,19.24,46564159944.45,8958944373.31,2607801086.45,1126509432.94,1,1,1,0,75190250.13,1,1,6.86,ACADEMIC_TAXPANEL,2024-08-06
2023,LV,S,MICRO,9.25,8.61,46658832935.85,4017325515.78,6894165600.56,424364104.33,1,1,0,1,95944903.89,1,0,2.27,NATIONAL_CORPORATE_TAX_ADMIN,2024-11-19
2024,RO,C,LARGE,19.97,16.13,46738568263.71,7538931060.94,4966393069.98,1615683057.2,1,0,1,1,-53101459.41,1,0,12.94,OECD_CBC_SUMMARY,2025-07-27
2025,BG,H,MEDIUM,17.34,16.35,46802690203.63,7652239848.29,9707303458.58,833886048.29,1,1,1,0,-53443231.0,0,0,1.82,EU_TAX_OBSERVATORY,2024-01-22
2026,FR,M,SMALL,19.98,11.14,46899356206.8,5224588281.44,20882411682.4,257916606.37,1,1,1,0,24987086.36,0,1,7.37,ACADEMIC_TAXPANEL,2024-06-22
2010,LT,R,MICRO,19.94,16.8,46922095274.67,7882912006.14,17863753990.97,1342451803.86,1,0,1,1,61008584.25,0,0,9.57,NATIONAL_CORPORATE_TAX_ADMIN,2025-03-08
2011,SK,B,LARGE,17.7,10.83,47032917607.59,5093664976.9,11893967587.74,598924540.26,1,0,1,0,-51588034.8,1,0,1.5,OECD_CBC_SUMMARY,2025-11-11
2012,HR,G,MEDIUM,23.36,22.11,47102715745.5,10414410451.33,13117490361.85,1704193897.51,1,0,1,1,108202430.06,1,0,9.1,EU_TAX_OBSERVATORY,2025-05-21
2013,DE,L,SMALL,20.35,15.69,47180866355.58,7402677931.19,14134078040.94,469067848.04,1,0,0,1,-9101041.01,1,0,6.34,ACADEMIC_TAXPANEL,2025-03-17
2014,LU,Q,MICRO,22.54,16.54,47279432082.04,7820018066.37,17220859284.93,241876123.68,1,0,0,1,29047173.46,1,0,1.03,NATIONAL_CORPORATE_TAX_ADMIN,2026-02-21
2015,SI,A,LARGE,32.25,28.69,47320893979.67,13576364482.77,11439528021.25,1136387526.5,1,0,1,1,-28422961.68,0,0,6.2,OECD_CBC_SUMMARY,2024-07-25
2016,CY,F,MEDIUM,33.0,29.61,47371779996.05,14026784056.83,14368684300.82,1339785436.55,1,0,1,1,-50473102.66,1,0,13.44,EU_TAX_OBSERVATORY,2025-08-12
2017,GR,K,SMALL,20.82,18.64,47495496465.92,8853160541.25,5294163459.44,803911462.31,1,0,1,1,-65133643.33,0,0,11.62,ACADEMIC_TAXPANEL,2025-08-19
2018,MT,P,MICRO,28.25,21.51,47528910971.9,10223468750.06,12933248372.97,1189160019.59,1,0,1,0,-44831902.88,0,0,6.42,NATIONAL_CORPORATE_TAX_ADMIN,2025-06-10
2019,ES,U,LARGE,11.12,10.34,47602005424.7,4922047360.91,20417717605.24,858626281.02,1,0,1,1,-60181257.04,1,0,2.06,OECD_CBC_SUMMARY,2025-08-20
2020,CZ,E,MEDIUM,16.08,11.74,47731643443.79,5603694940.3,5798407221.16,243311279.12,1,0,1,1,41762037.28,1,0,8.02,EU_TAX_OBSERVATORY,2025-09-07
2021,HU,J,SMALL,29.99,22.81,47768267685.05,10895941858.96,11710396742.24,1756756354.86,0,0,1,1,80447728.45,1,0,1.96,ACADEMIC_TAXPANEL,2025-07-29
2022,NL,O,MICRO,12.07,6.64,47853417225.38,3177466903.77,8745463841.14,515478316.26,1,1,0,0,61438672.95,1,0,5.34,NATIONAL_CORPORATE_TAX_ADMIN,2024-04-27
2023,SE,T,LARGE,17.24,11.46,47941106468.3,5494050801.27,19318323867.39,1011820201.81,1,1,1,1,-29731570.21,0,0,5.98,OECD_CBC_SUMMARY,2024-10-16
2024,DK,D,MEDIUM,23.87,20.89,47976786325.61,10022350663.42,18668887674.38,1109948025.25,1,1,1,1,113023271.53,1,0,3.41,EU_TAX_OBSERVATORY,2025-09-15
2025,IE,I,SMALL,23.7,18.26,48091854698.49,8781572667.94,15911342477.68,367829754.16,1,1,1,1,86141429.04,1,0,10.49,ACADEMIC_TAXPANEL,2026-01-10
2026,PL,N,MICRO,33.8,19.84,48160657724.49,9555074492.54,15108740053.82,882522874.6,1,1,1,1,-12020892.57,1,0,2.23,NATIONAL_CORPORATE_TAX_ADMIN,2024-11-05
2010,AT,S,LARGE,28.56,20.14,48228176232.67,9713154693.26,3709027725.53,429426406.34,1,0,0,1,3320153.04,0,0,5.6,OECD_CBC_SUMMARY,2024-09-14
2011,EE,C,MEDIUM,13.1,9.98,48295773438.3,4819918189.14,14607265920.13,866560202.66,1,0,1,1,-64039607.26,1,0,4.78,EU_TAX_OBSERVATORY,2024-10-13
2012,IT,H,SMALL,9.52,8.54,48353223411.63,4129365279.35,18991828055.76,356552746.11,1,0,1,1,33925859.06,1,0,7.46,ACADEMIC_TAXPANEL,2024-05-23
2013,PT,M,MICRO,16.3,9.53,48471755659.65,4619358314.36,11602422137.29,687767531.04,0,0,0,1,-10844180.61,1,0,13.82,NATIONAL_CORPORATE_TAX_ADMIN,2025-04-19
2014,BE,R,LARGE,10.03,8.93,48550513038.48,4335560814.34,11515118495.45,377765199.93,1,0,0,1,41817290.31,0,0,4.06,OECD_CBC_SUMMARY,2024-11-04
