civ_ep_elections_election_year,civ_ep_elections_member_state_iso2,civ_ep_elections_constituency_code,civ_ep_elections_party_id,civ_ep_elections_party_group_eu_parl,civ_ep_elections_candidate_id_hash,civ_ep_elections_list_type_code,civ_ep_elections_votes_count,civ_ep_elections_vote_share_pct,civ_ep_elections_seats_won_count,civ_ep_elections_turnout_pct,civ_ep_elections_eligible_voters_count,civ_ep_elections_postal_vote_share_pct,civ_ep_elections_early_vote_flag,civ_ep_elections_gender_of_candidate,civ_ep_elections_age_of_candidate,civ_ep_elections_mep_term_start_date,civ_ep_elections_mep_term_end_date,civ_ep_elections_data_source,civ_ep_elections_data_extract_date
2024,IT,IT_EP_08,IT_P08,NI,aabbf0d90e5acd31bc04be79,PREFERENTIAL,190457,1.262,0,58.64,25729764,5.92,0,F,32,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-04-05
2004,NL,NL_EP_09,NL_P09,ID,dfe81cb25840f39b5cabcc8a,OPEN_LIST,639826,7.445,1,33.33,25784897,10.83,0,X,30,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-02-09
2009,SI,SI_EP_10,SI_P10,GREENS_EFA,2fd425040adc9c86f47d2d81,CLOSED_LIST,862696,5.272,3,63.23,25881508,34.64,0,M,34,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-02-05
2014,BG,BG_EP_11,BG_P11,S&D,913e419ac0252b260d42628d,MIXED,2623838,14.54,3,69.99,25783018,29.15,0,F,34,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-07-25
2019,EE,EE_EP_12,EE_P12,OTHER,b9a74cd5f2ef16be13798d3e,STV,1685243,16.699,9,38.87,25962626,6.2,0,X,34,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-10-24
2024,HU,HU_EP_01,HU_P13,LEFT,003054cc0f62345cccfe4cf4,PREFERENTIAL,1716824,14.034,5,46.71,26189929,39.26,0,M,36,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-01-22
2004,LU,LU_EP_02,LU_P14,ECR,35292781fd79ead89fecca84,OPEN_LIST,829793,4.422,1,71.45,26265664,2.29,0,F,36,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-06-05
2009,RO,RO_EP_03,RO_P15,RENEW,ba711eae7a6e03bc07c9c472,CLOSED_LIST,2013675,17.193,9,44.46,26343896,26.95,0,X,38,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-04-09
2014,AT,AT_EP_04,AT_P16,EPP,ee0b685687727052a6c45348,MIXED,515434,5.343,0,36.61,26352600,2.13,0,M,37,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-11-02
2019,CZ,CZ_EP_05,CZ_P17,NI,9fe02b4ed460ed7c70fb68c6,STV,774892,7.176,2,40.78,26478321,11.16,0,F,40,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-03-11
2024,DE,DE_EP_06,DE_P18,ID,7a7565c78de72f40fc530941,PREFERENTIAL,680773,6.156,0,41.7,26520831,12.2,0,X,42,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-05-22
2004,LV,LV_EP_07,LV_P19,GREENS_EFA,86a9111077eeb33b2d7a6b6f,OPEN_LIST,489043,4.145,1,44.33,26617549,13.17,0,M,44,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-07-27
2009,PL,PL_EP_08,PL_P20,S&D,5ac6647893787a8b16837d2f,CLOSED_LIST,943415,8.982,2,39.28,26740846,40.21,0,F,44,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-07-01
2014,ES,ES_EP_09,ES_P21,OTHER,0fde331bb5fcb31eebcbabdf,MIXED,1151320,15.276,5,28.25,26679345,15.05,0,X,43,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-02-10
2019,HR,HR_EP_10,HR_P22,LEFT,505680628193e082ad747320,STV,1165235,12.71,4,34.22,26791871,31.84,0,M,47,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-08-27
2024,FI,FI_EP_11,FI_P23,ECR,c6c48c831d1e0381b35a1b1b,PREFERENTIAL,500276,3.329,2,55.63,27012861,43.83,0,F,48,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-03-28
2004,IE,IE_EP_12,IE_P24,RENEW,74b4bd91db2c6eff11be49fa,OPEN_LIST,1894871,11.583,6,60.7,26950499,21.03,0,X,46,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-01-09
2009,MT,MT_EP_01,MT_P25,EPP,8d3b8401c1c71a67e98c46fd,CLOSED_LIST,767926,4.937,1,57.29,27151581,28.32,1,M,47,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2024-10-29
2014,SK,SK_EP_02,SK_P26,NI,41ccb45607b8c1dd1409f138,MIXED,316075,1.648,1,70.65,27141458,1.98,0,F,47,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-10-22
2019,BE,BE_EP_03,BE_P27,ID,ec1f66b0c3b132a2eb1a614e,STV,67255,0.404,0,60.8,27346594,41.8,0,X,48,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-03-30
2024,DK,DK_EP_04,DK_P28,GREENS_EFA,07387d1365556e6066324eeb,PREFERENTIAL,694325,8.334,3,30.52,27297547,6.33,0,M,49,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-09-03
2004,GR,GR_EP_05,GR_P01,S&D,dd984bd30c007b4c6c66f4f3,OPEN_LIST,559565,2.886,1,70.87,27354701,27.94,0,F,53,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-10-19
2009,LT,LT_EP_06,LT_P02,OTHER,ff7a41433ab3b9f68da4896e,CLOSED_LIST,3496573,15.577,2,81.91,27403730,33.88,1,X,53,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-09-27
2014,PT,PT_EP_07,PT_P03,LEFT,982b5c047c787986e52a0f37,MIXED,305494,3.189,0,34.84,27493940,1.5,1,M,54,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-06-07
2019,SE,SE_EP_08,SE_P04,ECR,c70ce5487b7873c6a6033cb2,STV,2276296,11.21,4,73.06,27793176,44.45,1,F,53,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-03-11
2024,CY,CY_EP_09,CY_P05,RENEW,7aa2ddccc63ee4b865952c60,PREFERENTIAL,427505,2.36,0,65.13,27812184,2.07,0,X,58,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-12-22
2004,FR,FR_EP_10,FR_P06,EPP,38eaeffb5020ac05f2663ce6,OPEN_LIST,1208816,9.725,4,44.48,27943877,20.16,0,M,59,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-09-04
2009,IT,IT_EP_11,IT_P07,NI,8d58ab83e5a0c872e955aa54,CLOSED_LIST,2041429,17.876,1,40.78,28003446,39.19,0,F,58,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-09-07
2014,NL,NL_EP_12,NL_P08,ID,9791cdc0f5cccbd6f45a6af9,MIXED,579024,3.972,1,52.2,27925629,8.9,0,X,59,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-26
2019,SI,SI_EP_01,SI_P09,GREENS_EFA,25445f01154600f949c70268,STV,2274029,10.807,2,74.92,28087487,25.7,0,M,62,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-03-20
2024,BG,BG_EP_02,BG_P10,S&D,ab6b785479a285eae2061f95,PREFERENTIAL,2468814,11.974,4,73.14,28190787,6.62,1,F,62,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-10-30
2004,EE,EE_EP_03,EE_P11,OTHER,e495407bc292795acd272482,OPEN_LIST,3185714,14.02,1,80.42,28254031,17.46,1,X,62,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-09-18
2009,HU,HU_EP_04,HU_P12,LEFT,af6817b21a91d268867bbabc,CLOSED_LIST,1221891,5.776,3,74.27,28483513,0.26,0,M,63,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-11-19
2014,LU,LU_EP_05,LU_P13,ECR,c05aa029ceb4f3f045282536,MIXED,953846,4.169,1,80.28,28497999,15.34,1,F,63,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-04-24
2019,RO,RO_EP_06,RO_P14,RENEW,5db8dda33ec2040eb0f2216d,STV,58540,0.623,0,33.07,28424032,19.14,0,X,67,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-03-19
2024,AT,AT_EP_07,AT_P15,EPP,2782521bc83aaca4a5989d87,PREFERENTIAL,3050475,17.065,2,62.35,28670260,19.01,0,M,64,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-07-18
2004,CZ,CZ_EP_08,CZ_P16,NI,075317a5e0fe909f42a292f9,OPEN_LIST,942104,11.548,0,28.43,28696768,43.31,1,F,69,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2025-07-14
2009,DE,DE_EP_09,DE_P17,ID,161d597bb17593d1ff2dc0b9,CLOSED_LIST,980552,6.853,1,49.5,28907347,40.33,0,X,67,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-07-01
2014,LV,LV_EP_10,LV_P18,GREENS_EFA,12eb4bf67ed747c5a183ba1e,MIXED,2628881,15.138,5,60.29,28803769,35.34,0,M,70,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2024-12-24
2019,PL,PL_EP_11,PL_P19,S&D,777e838006494401b2120a5e,STV,2194594,17.784,7,42.59,28974818,18.11,0,F,69,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-09-09
2024,ES,ES_EP_12,ES_P20,OTHER,ccb86e7a0f7e63573958a1ec,PREFERENTIAL,2567829,11.073,6,80.07,28961253,13.79,0,X,72,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-01-15
2004,HR,HR_EP_01,HR_P21,LEFT,4dc2a56c58c38734080ac24d,OPEN_LIST,2290838,15.138,6,52.0,29102337,14.23,0,M,74,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2026-02-02
2009,FI,FI_EP_02,FI_P22,ECR,6ba38f2ca5724a8b0e64acff,CLOSED_LIST,301451,2.396,1,42.95,29298534,5.06,0,F,75,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2026-02-04
2014,IE,IE_EP_03,IE_P23,RENEW,d6344a7d2b449d14222dc260,MIXED,2957277,15.002,7,67.21,29330436,10.85,0,X,72,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-01-06
2019,MT,MT_EP_04,MT_P24,EPP,9ab64b767424bd21359d2156,STV,2751739,16.298,8,57.41,29408904,37.27,1,M,73,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2026-01-11
2024,SK,SK_EP_05,SK_P25,NI,c6b830fa0d3082c45cf7f390,PREFERENTIAL,924013,6.112,0,51.36,29435451,10.67,0,F,77,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-06-07
2004,BE,BE_EP_06,BE_P26,ID,1223cd890bc618ef6a0326ad,OPEN_LIST,932367,8.026,2,39.28,29574780,20.18,0,X,75,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-11-18
2009,DK,DK_EP_07,DK_P27,GREENS_EFA,0e3a529ca64b40dfc2bbb8dd,CLOSED_LIST,795325,4.394,2,61.12,29616176,3.07,0,M,76,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2026-02-05
2014,GR,GR_EP_08,GR_P28,S&D,c817780cbdcd5da6e6468a8d,MIXED,1750783,14.569,0,40.51,29665374,27.97,1,F,79,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-05-21
2019,LT,LT_EP_09,LT_P01,OTHER,92b607d64f1e5f3be8093e17,STV,1151082,12.471,3,30.98,29793652,10.11,0,X,79,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-10-28
2024,PT,PT_EP_10,PT_P02,LEFT,896ac9d52afc1ad355cc96fa,PREFERENTIAL,273409,3.15,1,29.04,29884670,14.25,0,M,81,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-03-02
2004,SE,SE_EP_11,SE_P03,ECR,84f6e1be0ee26def0cbcdd0e,OPEN_LIST,1107263,5.049,2,73.09,30001675,17.21,0,F,82,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-06-29
2009,CY,CY_EP_12,CY_P04,RENEW,9471d45f3aa6085a9e0ae963,CLOSED_LIST,1843602,7.585,1,80.97,30017916,17.24,0,X,81,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-03-06
2014,FR,FR_EP_01,FR_P05,EPP,202ac13385d000de12596095,MIXED,1970892,17.444,8,37.52,30113764,10.39,0,M,84,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-11-02
2019,IT,IT_EP_02,IT_P06,NI,4b38c1d1626762ec6889087c,STV,2311335,14.671,2,52.22,30168451,0.45,0,F,87,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-01-24
2024,NL,NL_EP_03,NL_P07,ID,696494e7293ee36e6d0ebdef,PREFERENTIAL,1580044,10.416,3,50.06,30303098,7.69,0,X,87,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-01-21
2004,SI,SI_EP_04,SI_P08,GREENS_EFA,ae41f825f488a7a4925081a8,OPEN_LIST,500887,2.002,1,82.48,30332456,3.23,0,M,87,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-06-20
2009,BG,BG_EP_05,BG_P09,S&D,6166ad0d28984d672acac59a,CLOSED_LIST,1966477,15.22,4,42.41,30465291,0.83,0,F,22,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-05-29
2014,EE,EE_EP_06,EE_P10,OTHER,5afa8227e8c993f4bf1f191a,MIXED,962996,8.496,2,36.98,30649420,30.23,0,X,20,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-10-07
2019,HU,HU_EP_07,HU_P11,LEFT,e20f6a79d81542a53e7b4bc8,STV,2430671,12.298,5,64.48,30651529,23.33,0,M,22,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-10-27
2024,LU,LU_EP_08,LU_P12,ECR,3fc952311c5a0fe0bcc0e494,PREFERENTIAL,929494,4.964,1,60.74,30827057,33.51,1,F,24,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-07-06
2004,RO,RO_EP_09,RO_P13,RENEW,8cb52a1b4ac4e40b4400da78,OPEN_LIST,2195747,9.121,2,78.15,30804572,41.16,0,X,24,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-12-27
2009,AT,AT_EP_10,AT_P14,EPP,6c022ca26b462d5f60d5b838,CLOSED_LIST,3262105,13.768,6,76.89,30814979,42.1,1,M,23,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-04-23
2014,CZ,CZ_EP_11,CZ_P15,NI,72b8789f26221f4c51777c28,MIXED,654874,2.776,0,76.32,30913087,21.68,0,F,28,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-09-03
2019,DE,DE_EP_12,DE_P16,ID,d18c8d6e3bae55a5183bb9ae,STV,721558,4.485,2,51.8,31057202,13.76,0,X,27,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-05-07
2024,LV,LV_EP_01,LV_P17,GREENS_EFA,5ba0a1c5a8d7c262fc74bfb4,PREFERENTIAL,722810,2.703,1,85.61,31232978,14.91,1,M,26,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-04-15
2004,PL,PL_EP_02,PL_P18,S&D,ff3ccf27628bbf99b9788a79,OPEN_LIST,3562469,13.377,6,85.26,31235102,36.87,1,F,31,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-09-05
2009,ES,ES_EP_03,ES_P19,OTHER,16d56dbeccabc11dd07dc0f1,CLOSED_LIST,1769303,11.704,3,48.3,31298725,20.0,0,X,29,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-11-21
2014,HR,HR_EP_04,HR_P20,LEFT,19b83d19eef1236739b97479,MIXED,822519,4.009,2,65.22,31456316,25.6,1,M,32,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-07-22
2019,FI,FI_EP_05,FI_P21,ECR,7beb7b7b39143f1e1299d191,STV,2389215,9.485,2,79.96,31503987,17.05,1,F,31,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-05-26
2024,IE,IE_EP_06,IE_P22,RENEW,a944e85e5eaa6019aba2551f,PREFERENTIAL,1381469,7.028,2,62.19,31606530,9.72,0,X,31,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-08-09
2004,MT,MT_EP_07,MT_P23,EPP,19fdbd66a2e2e0d219f45b67,OPEN_LIST,3657123,15.953,9,72.14,31776623,4.67,0,M,35,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-06-04
2009,SK,SK_EP_08,SK_P24,NI,9ddd382487f5af16751913b6,CLOSED_LIST,1400347,12.135,1,36.46,31650228,4.95,0,F,36,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-09-19
2014,BE,BE_EP_09,BE_P25,ID,ce8f96257f5cbecf2f85af03,MIXED,616876,3.259,0,59.28,31930625,37.97,0,X,37,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-07-29
2019,DK,DK_EP_10,DK_P26,GREENS_EFA,7dffa2df5a8217c36bf19da4,STV,1801359,8.853,4,63.62,31982358,31.05,0,M,38,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-11-29
2024,GR,GR_EP_11,GR_P27,S&D,a748dc96be5d852694747cf6,PREFERENTIAL,1509344,9.444,4,49.81,32085638,1.33,0,F,36,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-01-09
2004,LT,LT_EP_12,LT_P28,OTHER,838234a2024582cb85df0281,OPEN_LIST,2529477,11.23,2,70.26,32057141,31.61,0,X,41,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-02
2009,PT,PT_EP_01,PT_P01,LEFT,6edf116e3b52aee63fee1cca,CLOSED_LIST,3063606,11.453,2,82.88,32274701,29.54,0,M,42,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2026-01-03
2014,SE,SE_EP_02,SE_P02,ECR,ca7c3132f4c1f51d19cfa015,MIXED,863119,5.256,2,51.0,32199944,43.5,0,F,42,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-10-28
2019,CY,CY_EP_03,CY_P03,RENEW,0fa4e8506271aa92227bca25,STV,2539919,12.972,6,60.49,32369940,7.28,1,X,40,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-03-19
2024,FR,FR_EP_04,FR_P04,EPP,e37e6debf4ee129d7f2627be,PREFERENTIAL,3424432,13.794,3,76.24,32563006,31.21,1,M,41,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-01-07
2004,IT,IT_EP_05,IT_P05,NI,99d86dde9e8d231c98b36567,OPEN_LIST,2100518,10.514,6,61.33,32576574,16.96,0,F,44,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2025-02-14
2009,NL,NL_EP_06,NL_P06,ID,84f789a0767bed97da9c5686,CLOSED_LIST,1399579,13.5,0,31.74,32663656,21.28,1,X,46,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-07-08
2014,SI,SI_EP_07,SI_P07,GREENS_EFA,8adca80d42249a496fa1fbf4,MIXED,1998451,10.084,0,60.57,32718292,40.86,0,M,47,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2024-06-24
2019,BG,BG_EP_08,BG_P08,S&D,61b8c537ff456d778ab80cca,STV,2334948,8.877,1,80.15,32819352,15.12,0,F,49,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-07-17
2024,EE,EE_EP_09,EE_P09,OTHER,b30de2eb430b9c9205d455a0,PREFERENTIAL,883302,3.668,1,73.2,32897028,44.36,0,X,47,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-02-19
2004,HU,HU_EP_10,HU_P10,LEFT,ca7a015182cc13fa97f3221f,OPEN_LIST,1646417,11.306,5,44.12,33004968,42.72,0,M,50,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-06-10
2009,LU,LU_EP_11,LU_P11,ECR,2756f0e18c2ba871fd128637,CLOSED_LIST,160792,1.093,0,44.38,33142182,10.08,0,F,51,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-12-21
2014,RO,RO_EP_12,RO_P12,RENEW,595b43de197f3f8785c05c57,MIXED,1290569,8.822,5,44.06,33203590,30.71,0,X,49,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-01-18
2019,AT,AT_EP_01,AT_P13,EPP,55d5a6d21406b4afbf2170fb,STV,1631901,15.846,7,31.08,33135557,0.36,1,M,51,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-08-27
2024,CZ,CZ_EP_02,CZ_P14,NI,963f8ba343893a1e87c94cb1,PREFERENTIAL,911506,5.861,1,46.75,33266726,10.1,0,F,51,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-08-04
2004,DE,DE_EP_03,DE_P15,ID,1a2e98c871843c8940923b1f,OPEN_LIST,1810578,6.755,3,80.48,33303200,44.96,0,X,52,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-05-20
2009,LV,LV_EP_04,LV_P16,GREENS_EFA,c3a3541c92c4d1b0c6e91611,CLOSED_LIST,153376,1.605,0,28.63,33378167,8.16,0,M,55,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2024-04-13
2014,PL,PL_EP_05,PL_P17,S&D,a3fafc45b215b9b23bc1e74b,MIXED,2780095,16.302,3,50.83,33549836,23.93,0,F,54,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-01-20
2019,ES,ES_EP_06,ES_P18,OTHER,5dd43e0ff9774387aaf623a5,STV,1875513,16.619,6,33.6,33587496,7.1,0,X,58,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-02
2024,HR,HR_EP_07,HR_P19,LEFT,d0a6eadf7ff5d3a3dc301266,PREFERENTIAL,4798024,16.695,8,85.4,33653043,1.88,0,M,59,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-04-05
2004,FI,FI_EP_08,FI_P20,ECR,bb8b57fe6c2e6c1da489c1a3,OPEN_LIST,2966279,16.512,3,52.96,33920798,21.68,0,F,58,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2025-11-11
2009,IE,IE_EP_09,IE_P21,RENEW,ca8dc22a66a9bb133b5fbf30,CLOSED_LIST,444634,2.986,1,44.09,33777203,23.16,0,X,58,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-01-12
2014,MT,MT_EP_10,MT_P22,EPP,b2c4e61a0cb1b012cbf3aced,MIXED,1653190,6.935,3,70.18,33967628,27.81,1,M,62,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2024-09-06
2019,SK,SK_EP_11,SK_P23,NI,71c5d9cf7af9db6b9cc213dd,STV,3576979,12.303,3,85.62,33956913,20.92,0,F,60,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-11-02
2024,BE,BE_EP_12,BE_P24,ID,b67d8ff8f5207f882c9669f1,PREFERENTIAL,2136976,15.927,1,39.31,34132298,22.22,1,X,64,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-17
2004,DK,DK_EP_01,DK_P25,GREENS_EFA,1fbd27aba38bf5ca43386c04,OPEN_LIST,15422,17.988,8,54.06,158596,20.23,1,M,64,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-09-02
2009,GR,GR_EP_02,GR_P26,S&D,6f734a8db340d2428a07b146,CLOSED_LIST,33434,14.265,0,80.6,290793,6.26,0,F,66,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-12-30
2014,LT,LT_EP_03,LT_P27,OTHER,94c6c6af6d407c3a091a3c69,MIXED,43750,12.7,2,84.04,409908,7.35,0,X,68,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-10-17
2019,PT,PT_EP_04,PT_P28,LEFT,74e94dae588c90dba3ff5f9d,STV,24448,8.762,4,66.05,422429,31.83,0,M,68,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-07-09
2024,SE,SE_EP_05,SE_P01,ECR,0a0d537141d5af8236738651,PREFERENTIAL,34936,8.252,1,84.32,502118,36.56,0,F,68,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-02-18
2004,CY,CY_EP_06,CY_P02,RENEW,3beecfd1ad9d41be5d2c74a7,OPEN_LIST,37515,13.096,3,49.4,579877,43.96,0,X,70,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-06-14
2009,FR,FR_EP_07,FR_P03,EPP,553a7c29fdf8d62a7568e45e,CLOSED_LIST,26496,6.462,1,60.89,673352,1.89,1,M,68,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2024-10-29
2014,IT,IT_EP_08,IT_P04,NI,14e871ca8acd8e2ba76f271b,MIXED,64275,9.476,2,73.85,918490,20.59,0,F,71,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-03-04
2019,NL,NL_EP_09,NL_P05,ID,c0d9019fd4a713d8cb031e1a,STV,68930,15.718,3,54.6,803192,28.16,0,X,70,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-03-25
2024,SI,SI_EP_10,SI_P06,GREENS_EFA,837e17463b05231d027f09ff,PREFERENTIAL,36725,5.076,1,74.64,969337,35.31,0,M,74,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-04-28
2004,BG,BG_EP_11,BG_P07,S&D,8ae1a7fa1a01d5ae9d4bd5ce,OPEN_LIST,75132,9.891,1,76.37,994678,23.92,0,F,74,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-07-26
2009,EE,EE_EP_12,EE_P08,OTHER,10927a437c34cf366bfc8f51,CLOSED_LIST,102356,15.364,4,59.83,1113490,27.91,0,X,77,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-08-08
2014,HU,HU_EP_01,HU_P09,LEFT,079d90e1b7c77e31fd4301e0,MIXED,54852,5.855,2,73.02,1283095,13.99,0,M,77,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-09-14
2019,LU,LU_EP_02,LU_P10,ECR,1225a1ab7f15c378d58b3f38,STV,53993,15.121,3,29.35,1216593,44.03,0,F,78,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-06-02
