biz_output_reporting_quarter,biz_output_industry_cluster_code,biz_output_shipment_value_inr,biz_output_new_orders_value_inr,biz_output_capacity_utilization_pct,biz_output_unit_labor_cost_index,biz_output_export_share_pct,biz_output_import_penetration_pct,biz_output_domestic_market_share_pct,biz_output_price_competitiveness_index,biz_output_innovation_intensity_score,biz_output_capital_investment_inr,biz_output_r_and_d_spend_inr,biz_output_automation_adoption_index,biz_output_supply_chain_concentration_index,biz_output_supplier_risk_score,biz_output_customer_concentration_index,biz_output_energy_intensity_btu_output,biz_output_carbon_intensity_tons_output,biz_output_benchmark_peer_group
2024Q2,CL6945,30204504079.56,8440095975.25,57.47,99.52,20.13,9.42,76.25,87.45,53.58,15046890296.79,6996684544.41,43.04,0.4661,39.24,0.3206,19492.7,0.6673,export_oriented
2022Q4,CL3552,48897029119.83,9888377003.2,70.1,105.21,19.67,12.33,75.74,112.86,5.2,4603664685.42,2318559443.95,20.49,0.1455,50.56,0.3135,55068.32,0.3964,national
2026Q1,CL2497,13616542931.1,2833982515.46,75.49,106.03,46.58,14.61,64.58,103.0,66.48,17153448114.92,2024390913.63,39.03,0.3472,16.22,0.1171,34788.33,0.1102,north
2026Q2,CL5425,166912700015.67,34383692988.67,69.26,102.42,15.72,26.14,82.81,120.0,21.91,4896164170.01,3205760794.92,25.06,0.366,59.63,0.5079,266491.3,1.0347,west
2019Q3,CL2987,68912026977.18,12286831686.61,80.64,89.64,27.65,8.78,76.8,121.28,69.56,43443801822.94,2370749551.24,6.85,0.1519,44.31,0.7123,61118.21,0.5598,north
2025Q2,CL2087,31509823034.62,8306303363.49,76.32,119.8,18.06,4.12,84.18,88.27,35.68,13457187700.47,1533113562.05,27.87,0.1002,55.04,0.2835,28575.65,0.1792,east
2018Q2,CL3216,12238021450.01,1715317659.86,55.72,104.13,20.87,14.61,75.44,114.81,54.57,5740699768.96,378196080.46,45.36,0.1476,52.27,0.4375,26049.12,0.4891,export_oriented
2019Q1,CL1654,55683908641.67,13819834781.65,78.99,97.5,20.08,24.67,76.0,92.86,51.57,23328172060.7,3253030336.58,51.38,0.4629,40.66,0.3337,31301.43,0.14,north
2025Q2,CL3680,58763995056.07,23663249821.21,65.81,100.78,12.02,24.91,93.15,80.23,37.49,12229286023.53,1856438646.14,7.74,0.1316,36.57,0.5443,20901.87,0.2696,north
2023Q2,CL3560,90182952511.51,26371586202.49,60.11,88.21,21.13,2.89,77.7,110.01,34.26,8196920329.1,4012468948.83,74.88,0.1723,64.38,0.0952,20356.43,0.3147,east
2016Q4,CL3521,42081418516.38,12013134614.64,49.52,84.26,21.94,0.0,70.28,91.67,32.6,26551111128.9,2533179395.9,53.25,0.4187,32.61,0.173,29230.26,0.3676,export_oriented
2025Q4,CL8846,19342023454.48,3355240903.89,65.05,101.2,13.4,19.58,80.16,88.43,62.25,19478221534.37,1042329140.71,6.16,0.5974,0.0,0.1311,49773.88,0.3122,tier2_cities
2026Q1,CL2451,43582267659.47,6823624311.78,77.05,113.96,28.97,31.63,69.47,106.37,25.07,11131029793.38,10130629860.89,54.15,0.1508,12.74,0.2063,52581.66,0.1207,east
2024Q1,CL8610,38854477978.04,14100654199.58,65.0,113.71,39.03,12.42,60.74,109.29,58.82,11279737543.01,7935960778.47,97.81,0.1271,32.41,0.1916,23949.94,0.4888,east
2026Q3,CL4039,61270082757.46,14334969382.47,63.89,99.83,10.74,2.8,100.0,94.97,46.48,7279875816.46,9795320953.57,39.54,0.3137,42.96,0.2057,26736.55,0.263,export_oriented
2022Q3,CL9790,87534531912.14,16823885561.6,93.72,91.84,28.13,12.69,76.35,89.88,55.88,16548001818.62,793816406.97,49.6,0.4381,21.79,0.2348,15063.81,0.4548,east
2025Q1,CL2461,150249913031.69,33003033905.58,78.57,108.22,31.69,0.0,68.78,83.75,68.27,41911090721.07,4174993647.29,23.44,0.0325,66.12,0.1911,16058.0,0.1759,domestic_focused
2024Q2,CL6392,89372347227.37,16562051142.7,87.05,112.01,12.89,34.52,81.87,103.75,28.92,16126113825.95,375553468.56,63.9,0.261,52.34,0.4396,15954.9,0.0518,south
2019Q3,CL9777,502735256392.06,97331389577.62,77.01,93.84,29.76,29.91,74.42,101.22,25.11,7385237369.79,330365690.8,53.24,0.5291,35.38,0.1472,35757.98,0.5943,export_oriented
2016Q3,CL1110,62863102095.84,9290006602.2,80.68,85.51,26.97,31.36,73.48,113.72,50.35,11670571081.01,1233170813.89,42.4,0.3134,31.71,0.153,14490.17,0.1297,export_oriented
2018Q2,CL8211,44177349832.82,13383513959.09,56.28,96.85,44.48,40.04,47.69,76.96,14.82,2528389147.03,1056324037.23,29.42,0.3669,67.07,0.0884,6880.36,1.243,tier2_cities
2019Q2,CL7424,34536423900.54,8539267965.21,79.41,106.42,32.97,28.74,65.31,83.09,36.45,133219301096.62,3850005613.38,31.31,0.2386,85.5,0.1813,16382.87,0.2234,north
2018Q2,CL5844,35230397834.96,8438287078.41,70.72,81.89,20.4,8.3,83.37,105.81,42.2,10443472137.27,523901768.69,60.77,0.6151,36.7,0.1327,98426.15,0.0932,domestic_focused
2018Q1,CL6534,14819576803.0,3934730186.65,56.23,91.68,36.11,30.61,56.8,109.41,90.49,30768357613.73,2215410736.06,31.44,0.5077,64.45,0.2065,8792.65,0.1015,tier1_metros
2019Q2,CL4625,105984450844.55,13994539620.28,89.61,70.0,23.05,25.43,73.2,101.78,33.45,25688211934.34,1376932878.76,62.87,0.1133,66.45,0.1815,22533.94,0.1678,rural
2018Q4,CL4177,69845297200.01,18875652089.75,74.54,73.59,18.6,17.37,87.32,104.57,32.34,8204520302.22,3175913022.88,55.39,0.3945,74.48,0.5895,34968.72,0.6808,tier2_cities
2018Q1,CL8514,6641454078.53,879607817.42,81.2,111.23,21.48,15.06,74.1,103.74,66.05,69452117385.9,1507993242.41,19.28,0.2594,24.58,0.6894,53675.03,0.3089,north
2016Q4,CL5642,89943640101.38,12946376940.22,80.63,108.04,24.92,11.63,70.03,95.38,53.95,5923500251.57,1377071583.9,26.41,0.2301,37.4,0.3318,12823.81,0.4904,south
2017Q3,CL2327,30861824134.32,8829022764.26,80.27,123.04,34.84,18.88,55.33,109.43,38.51,51039956263.04,5991981854.05,43.3,0.5673,54.03,0.4061,35050.64,0.1203,south
2022Q4,CL8764,97693763923.18,26824192820.12,56.23,104.22,44.05,8.78,66.29,116.61,41.36,26847822188.07,971218885.5,30.2,0.3165,94.74,0.3968,132448.6,0.2382,export_oriented
2016Q2,CL2673,47830061525.25,10711714363.98,78.94,109.34,25.95,1.2,76.15,98.62,52.91,29519090689.11,2492969524.25,16.63,0.2995,52.4,0.4377,68114.73,0.1998,tier2_cities
2020Q1,CL7895,56850932479.1,12421043317.92,52.45,106.62,27.26,33.18,76.75,106.24,53.74,12603853200.14,9271969561.13,36.07,0.0502,44.54,0.549,83816.8,0.1669,export_oriented
2025Q4,CL3221,26700354992.13,5275897158.04,63.37,105.0,6.64,8.94,88.36,97.08,40.53,13214642248.27,349256297.33,37.78,0.443,17.59,0.296,22280.87,0.5075,tier1_metros
2024Q4,CL2675,42620631600.48,13119057152.52,68.72,104.01,39.4,12.58,68.73,119.27,50.26,48435971358.17,1103050606.44,21.93,0.2215,56.5,0.0659,25513.46,0.1517,south
2019Q1,CL5748,28313872971.15,6539413446.74,81.75,110.29,11.81,28.16,83.04,105.88,32.27,62608342278.84,5238188455.61,52.37,0.2947,43.79,0.1796,29257.11,0.4878,export_oriented
2018Q1,CL9170,49859264662.98,7240265678.36,73.37,93.9,17.71,31.56,82.97,100.6,57.0,9516070911.16,1903666237.73,39.4,0.0664,33.35,0.7356,39940.25,0.158,domestic_focused
2023Q4,CL3740,27769959144.52,7175460377.81,73.72,116.72,30.42,19.75,69.92,86.1,79.49,2569843212.81,269021624.1,29.92,0.3921,39.68,0.0874,25702.65,0.2608,rural
2026Q4,CL8450,306519540593.38,65107341337.23,78.06,101.55,47.53,23.58,50.54,85.43,31.74,15920169942.76,1397329560.98,56.14,0.0518,48.54,0.2859,19107.6,0.0854,tier1_metros
2015Q1,CL5935,22393965680.75,5415390990.49,80.61,113.28,3.48,16.1,100.0,103.48,31.1,21254800687.23,4659313114.42,31.41,0.1681,28.77,0.4981,7895.54,0.647,tier1_metros
2023Q4,CL3306,53717115632.86,16984461438.41,80.45,106.15,39.88,18.19,58.95,108.59,45.62,17023621194.83,4228230708.75,45.31,0.2047,12.79,0.6979,12083.92,0.3314,export_oriented
2017Q3,CL5072,24382446254.95,4466372285.38,78.56,89.82,13.34,10.64,79.24,103.51,68.59,10570314100.91,2707021581.43,36.04,0.3688,23.92,0.5353,64959.55,0.2028,tier1_metros
2025Q1,CL1554,38489685031.37,6345919618.01,80.03,103.78,0.0,21.1,88.7,114.59,47.32,6132037251.99,451073688.32,40.16,0.4933,33.11,0.6717,39432.28,0.5326,tier1_metros
2022Q2,CL6139,50386760966.84,10989632429.08,69.04,89.7,23.47,25.01,75.06,108.88,94.25,30971074158.56,1415986053.98,48.44,0.2043,36.43,0.3961,14805.08,0.082,tier2_cities
2023Q1,CL5632,55743878988.78,11166278636.96,82.21,101.9,0.0,20.97,99.79,93.9,16.33,8498789004.17,3545627381.84,17.96,0.1462,36.48,0.2397,29463.82,0.1952,tier2_cities
2018Q1,CL2639,64091217040.5,12128480590.63,63.51,101.56,31.96,21.96,67.24,103.79,79.24,6082901228.86,824063992.95,49.57,0.2057,53.63,0.4117,117929.72,1.3713,tier1_metros
2021Q3,CL8976,25452217428.1,3844145091.92,71.13,98.46,23.66,12.29,76.88,84.56,69.0,9128392788.62,1139854956.86,44.73,0.1643,13.7,0.3386,8078.89,0.9827,domestic_focused
2019Q1,CL7070,251195370115.41,67109388946.51,84.28,98.28,24.37,30.78,67.71,102.98,39.6,32338633923.83,3610449345.29,58.99,0.5489,24.26,0.2354,58803.16,0.1807,east
2019Q3,CL9993,82609760106.82,12949761320.45,77.75,123.94,25.47,16.49,73.76,119.86,66.73,56438998886.99,8269916793.14,55.38,0.3396,49.81,0.0703,39032.98,0.316,domestic_focused
2020Q2,CL8074,28551809619.19,9122676888.96,76.4,112.91,29.47,23.54,60.31,83.48,58.72,6852979710.77,3643505718.47,27.66,0.4131,43.57,0.0549,27435.34,0.3509,export_oriented
2020Q1,CL7086,119400089675.45,16615758102.37,52.46,102.65,27.27,23.87,71.27,101.29,58.02,23899444250.27,1655081295.2,4.36,0.2334,10.91,0.0778,85291.7,0.1055,east
2025Q2,CL3736,47338667935.97,11112149719.23,79.3,107.32,2.68,3.25,98.68,113.25,65.77,29514219369.8,3872519121.09,37.23,0.4117,49.73,0.1607,13594.0,0.1898,tier2_cities
2021Q4,CL7525,16502571421.11,4970851192.81,71.11,106.92,41.8,30.36,61.33,86.0,41.43,6002551173.56,5916334206.6,5.6,0.4898,62.19,0.391,44920.94,0.1862,export_oriented
2019Q2,CL6558,70628160689.96,14506106488.23,73.86,115.23,18.75,19.97,87.75,104.6,0.0,23569680818.13,3280684930.02,24.86,0.3241,28.83,0.6095,409456.71,0.1594,west
2023Q1,CL1263,52429307683.03,10759804167.68,93.47,103.28,24.97,20.56,77.94,90.3,7.37,3363757856.07,1525531744.75,62.38,0.2313,58.11,0.3597,12354.68,0.2398,tier1_metros
2018Q2,CL4805,26881058986.03,7801137033.09,92.21,97.55,20.67,18.32,77.08,82.59,30.13,4979866386.1,5381946423.74,17.73,0.1468,35.43,0.5008,13664.83,0.2811,rural
2022Q2,CL7088,68907907266.72,8563420193.61,79.0,103.0,28.63,13.9,73.5,86.41,61.57,34777934849.13,4800969600.65,37.91,0.1923,17.68,0.1633,79503.21,0.2221,rural
2026Q1,CL6186,69637603363.58,15472460826.81,69.14,83.88,17.47,16.15,78.94,75.42,55.94,13700170347.12,9363583430.22,44.02,0.204,26.85,0.6345,7155.06,0.1082,tier2_cities
2017Q2,CL9586,35542086525.74,8376352006.37,56.33,110.69,28.38,22.15,68.03,76.76,23.72,24209970529.86,955775059.0,61.02,0.2499,27.15,0.3936,42363.53,0.1602,national
2017Q1,CL8478,47703935712.79,12270916488.04,68.12,105.65,39.5,8.51,61.56,111.69,53.05,17358614564.48,2270896854.69,44.48,0.399,45.29,0.3627,41378.06,1.1166,national
2017Q3,CL6234,28441886031.71,5231822050.15,71.57,107.93,4.0,17.85,96.61,81.37,23.89,9986841412.26,6539007379.76,3.48,0.2261,21.71,0.3122,78415.93,0.3162,west
2025Q4,CL1549,44204806006.66,9971832186.68,61.32,92.31,0.0,3.83,100.0,133.65,81.57,14703762673.64,4744824038.49,41.07,0.2187,80.27,0.2583,20286.16,0.1544,domestic_focused
2020Q2,CL5018,19844959045.15,2585674518.28,74.07,110.19,18.26,10.45,85.55,112.01,53.05,18231458028.38,3767353533.95,44.27,0.5729,54.49,0.3327,74281.99,0.1403,national
2022Q4,CL4714,88667346065.77,20228437865.98,72.24,88.95,26.84,15.8,71.45,82.55,23.8,9440198599.58,2371520205.67,32.36,0.5684,33.28,0.1575,69910.74,1.0443,export_oriented
2022Q1,CL6451,106942137180.54,33536498874.37,74.72,117.15,7.95,5.71,84.54,88.9,51.61,5280961018.66,860992287.2,4.38,0.2908,26.85,0.0774,37741.02,0.2609,south
2022Q3,CL1790,14538892738.98,3449462159.76,74.09,73.44,20.01,15.07,77.43,96.64,49.73,15242862856.15,395866352.28,22.74,0.2744,44.61,0.1151,20908.43,0.4031,west
2026Q4,CL4359,78105271595.04,16041369082.99,52.35,111.61,17.97,1.34,85.62,96.22,17.71,32079221962.58,8199100404.36,47.52,0.1465,23.09,0.4917,32774.64,0.331,national
2024Q2,CL6269,23139350029.4,4415081888.09,77.78,114.13,10.2,7.59,97.04,91.89,62.3,18776385986.34,2843949806.67,58.06,0.2192,49.22,0.1593,25535.52,0.1541,west
2021Q1,CL5204,55512728736.24,10429342219.87,65.78,121.32,18.36,37.41,84.45,96.82,62.43,3703860032.63,1056411261.76,71.32,0.2257,42.4,0.3711,52544.83,0.9784,east
2020Q2,CL7531,111662083901.38,20077673966.18,59.19,111.25,31.53,24.21,65.93,93.43,57.59,23383881086.82,893602040.61,35.18,0.4546,55.82,0.246,144190.93,0.2376,east
2020Q3,CL7754,66160433205.33,19293490421.2,73.55,107.23,31.19,12.12,75.79,90.78,32.14,13016031526.77,1982157572.48,46.74,0.565,8.81,0.5629,353938.58,0.0572,tier1_metros
2016Q1,CL9324,85403345835.23,24556809159.43,82.63,101.13,28.76,23.3,79.64,101.12,25.55,5376564039.41,1691025280.7,57.65,0.1931,46.49,0.4683,67019.01,0.1664,national
2018Q1,CL6350,63979627394.39,16167142534.02,77.59,94.47,20.06,31.65,85.26,102.52,40.79,61435522867.59,2863904545.6,49.68,0.0339,47.58,0.3305,17502.59,0.2105,west
2017Q3,CL4476,18653865624.56,3961220219.89,74.96,93.16,34.01,12.47,73.85,96.24,60.04,74008356898.44,1696114356.32,21.96,0.1901,72.0,0.0653,40782.81,0.1754,export_oriented
2023Q3,CL1278,25203456406.34,3850021155.48,58.56,101.16,23.67,20.67,76.38,84.44,43.97,20165580523.51,7398382747.52,55.01,0.2244,24.22,0.5285,16794.91,0.1517,export_oriented
2026Q3,CL5264,61735117734.31,14926308597.02,76.63,88.31,15.61,20.45,81.66,113.59,62.76,8694053371.6,8521180328.91,52.27,0.3027,51.38,0.344,37260.92,0.1235,export_oriented
2021Q1,CL2828,294628569058.57,37592861933.81,70.53,98.82,8.85,15.51,86.83,91.36,40.63,22606446405.65,676520444.32,6.23,0.4953,34.71,0.1822,60486.13,0.1892,domestic_focused
2018Q2,CL5186,17804656688.9,5520764326.24,83.35,94.15,26.46,10.33,71.31,120.67,21.51,12437753706.71,586226613.69,49.84,0.2627,28.65,0.5599,120360.2,0.2095,domestic_focused
2024Q1,CL8204,44495561969.05,7901629491.23,82.22,102.87,21.05,29.11,81.16,77.86,57.9,7646219769.94,1626711530.91,32.18,0.433,42.72,0.2251,39325.89,0.1743,south
2022Q2,CL9715,62238584318.3,10312829702.63,68.9,104.48,34.21,0.0,66.53,103.23,67.72,18120764377.59,6794344350.91,51.51,0.4871,67.84,0.3456,28410.44,0.4776,north
2021Q4,CL3056,90786581244.57,22718126423.3,71.91,100.96,24.99,14.95,78.5,112.54,53.96,10740705485.44,5671914803.69,10.74,0.1059,34.2,0.0534,16967.21,0.3292,national
2026Q4,CL6149,77769800585.43,7815384516.2,59.13,102.86,27.93,17.62,80.21,123.96,71.25,5425131102.78,2918775165.3,36.21,0.1762,41.36,0.2759,50235.75,0.2111,rural
2017Q2,CL8563,23472342110.05,5014741261.5,88.03,118.43,41.31,23.97,61.56,98.62,36.12,5752248222.03,1878788357.27,57.59,0.0647,53.96,0.5316,26662.52,0.8431,tier1_metros
2025Q4,CL3265,50460435244.27,3339165920.2,57.23,94.65,25.68,19.97,80.81,108.87,46.76,18519061615.57,1765760241.67,42.81,0.1002,67.57,0.1715,30218.12,0.5135,south
2024Q1,CL7991,33224436875.56,2121554462.7,66.89,100.37,18.85,21.62,83.96,108.22,50.89,27840353651.23,1225324006.1,19.92,0.4588,42.58,0.3887,57350.94,0.9627,south
2018Q2,CL9482,32339791190.38,3527297187.65,72.82,91.82,20.84,6.05,77.68,114.39,78.96,4416847881.81,15527031476.79,33.16,0.1824,48.85,0.1629,29818.39,0.3377,west
2025Q2,CL1190,84333764230.1,15292175759.58,78.92,103.24,29.23,12.86,82.93,76.0,35.67,32086693053.45,1694307266.04,24.75,0.5305,27.41,0.2788,33673.64,0.2892,tier1_metros
2015Q2,CL5041,29740863944.77,9027203137.96,52.26,104.71,43.29,29.99,59.38,99.32,19.55,19255711577.44,773127263.06,25.14,0.2305,55.96,0.1259,21460.02,0.4497,domestic_focused
2024Q1,CL4856,17975921215.27,4964935835.26,70.83,100.84,16.22,29.05,88.14,122.17,47.29,4684728325.24,7217049116.6,47.18,0.4197,61.09,0.2686,32769.2,0.3723,east
2019Q2,CL3213,27664393250.6,5368425640.74,69.66,112.84,9.93,17.63,88.67,103.7,44.94,13121658372.03,6194629438.78,61.9,0.1239,16.81,0.4656,31541.59,0.3398,east
2020Q4,CL8515,77213746714.78,13285966715.08,63.42,115.09,23.35,18.96,74.42,94.15,67.07,26221327976.65,176781722.54,27.79,0.2182,45.73,0.063,50441.23,0.6541,west
2021Q2,CL6417,63983213046.75,15568552467.15,68.26,115.6,10.14,28.57,75.92,81.06,8.88,6474057471.72,1554171619.78,45.15,0.254,24.05,0.4766,19788.52,0.7733,west
2026Q1,CL6135,290163985782.07,52257500308.69,70.29,109.66,17.99,13.02,80.67,135.23,35.57,19464039311.54,1589545271.09,29.87,0.3477,71.81,0.2751,56098.65,0.2291,north
2021Q2,CL3557,87979658160.83,11258624208.2,55.24,97.7,0.79,23.38,99.96,69.57,57.88,31768378013.79,5545594072.81,36.71,0.2393,33.53,0.4822,7649.41,0.1781,domestic_focused
2024Q4,CL6598,22715561931.75,8910739581.49,98.0,112.23,20.48,15.23,82.56,122.07,49.9,12542430408.06,1205280041.84,68.23,0.4713,9.42,0.241,18289.23,0.6938,tier2_cities
2020Q2,CL1447,37482592504.06,10966132229.55,91.43,97.69,16.2,2.72,71.48,102.6,53.37,4230177946.56,2251792913.82,36.94,0.1771,37.18,0.0821,93651.94,0.2813,domestic_focused
2020Q2,CL5377,144448880564.53,16633346162.64,75.53,103.55,10.02,34.24,90.27,108.5,59.0,23663851426.87,2595306479.38,33.74,0.1486,40.02,0.0799,16458.72,0.4067,east
2024Q4,CL4204,88550979630.68,8070356384.4,81.41,91.08,0.0,15.28,91.9,122.51,36.64,19199704495.12,1696518663.99,0.0,0.4556,64.33,0.2466,23942.44,0.2494,north
2015Q3,CL4818,59895257875.73,10697264727.61,57.64,96.39,30.92,22.85,68.98,104.99,67.73,33014319799.58,1602567450.74,31.15,0.3374,46.42,0.1023,13346.13,1.2743,tier1_metros
2022Q1,CL4206,41842747361.35,10608426155.54,64.2,92.09,40.12,23.1,57.35,130.09,67.0,30674290432.96,15004652586.74,4.47,0.1245,33.43,0.235,30170.33,0.2954,rural
2016Q2,CL9633,119869949543.78,27178233310.53,67.63,103.57,32.5,33.58,69.67,74.28,5.64,2944734287.52,2763288242.4,71.14,0.1878,37.3,0.3344,62352.51,0.2247,south
2020Q4,CL2906,25606780692.89,2714111626.3,61.71,91.3,0.0,28.28,87.0,88.85,83.61,7072472427.31,607921568.77,37.27,0.3924,68.73,0.194,26307.74,0.0402,rural
2020Q1,CL4772,99964616828.29,14040798721.15,60.4,84.55,5.73,1.15,99.24,105.93,65.94,75844266116.25,741919079.7,29.64,0.3746,46.4,0.2823,30075.84,0.5206,domestic_focused
2016Q1,CL6472,113837081051.19,15843545649.04,81.0,104.06,39.48,3.02,56.43,64.93,55.11,21320248059.06,1130817079.36,34.59,0.1149,55.13,0.1708,19506.33,0.7567,north
2020Q2,CL4274,37766431363.22,5991990685.56,71.46,110.16,35.76,23.65,66.42,106.19,30.7,38175931222.96,305268209.52,22.49,0.4448,43.92,0.2745,58938.64,0.9123,domestic_focused
2016Q2,CL7311,56830675298.62,19215538001.21,76.97,115.35,23.12,29.45,78.09,110.38,57.25,19642990203.36,716890613.7,50.18,0.1699,38.04,0.2208,21928.49,0.1635,west
2017Q4,CL5679,19344785965.11,6288580973.17,54.15,97.87,20.35,12.58,86.35,99.21,41.29,24339269124.21,827570598.44,15.87,0.1328,30.75,0.2089,3326.87,0.2796,national
2024Q3,CL8043,58104257781.44,11608285014.4,77.69,87.22,6.46,33.64,96.95,133.07,30.73,14234527151.06,19159427170.99,58.26,0.1928,35.15,0.3767,32610.79,0.1814,domestic_focused
2016Q2,CL9772,20072013698.7,7448415478.11,61.7,106.16,24.13,16.04,66.86,99.36,26.24,27424226876.19,5217686539.23,39.62,0.1478,24.34,0.322,69505.7,0.0813,tier2_cities
2024Q1,CL2758,71851830444.9,18492669766.14,75.14,102.13,19.1,15.33,79.25,75.07,58.89,4973400904.74,14704504839.59,48.97,0.106,48.29,0.1788,60449.01,0.8583,north
2023Q4,CL9323,24173998664.69,5045340231.7,63.73,93.59,36.34,0.0,53.76,112.04,41.3,5249112973.5,1317328489.05,44.61,0.0874,21.75,0.1776,37032.14,0.2925,national
2017Q4,CL8826,25754505432.53,2901257043.62,75.58,109.1,47.64,9.78,51.13,109.8,28.06,6547620522.42,1999538208.91,31.92,0.1177,54.31,0.6439,210310.86,0.3418,tier1_metros
2019Q1,CL4888,18767080503.54,4550681034.99,63.35,90.0,18.37,17.0,67.64,93.47,51.5,23398856172.81,3910934024.52,19.54,0.0441,49.69,0.5412,27404.56,0.2781,tier1_metros
2020Q4,CL8631,9930621911.37,1681294989.01,65.78,93.32,17.08,34.29,83.68,136.92,24.98,19766704145.97,7869791149.51,33.19,0.4379,36.72,0.0838,145938.87,0.6818,tier2_cities
2024Q2,CL3547,46190992553.76,6736269592.86,83.55,113.82,30.14,14.03,60.92,74.87,42.51,24119878961.4,6156700001.6,37.93,0.4568,46.94,0.0971,64552.51,0.2708,tier2_cities
2023Q2,CL5939,12819903473.66,1447310915.58,73.22,122.87,16.35,33.22,90.09,89.15,51.93,33428556207.07,2643368840.25,67.13,0.5393,62.5,0.5682,43379.07,0.072,north
2018Q1,CL3337,74054639683.67,13071927280.53,79.84,95.38,36.69,9.42,67.23,100.51,17.05,6251061530.16,4019091843.78,26.17,0.3287,20.32,0.0682,97329.8,0.3146,east
2023Q2,CL7556,34765564315.49,8383568789.46,65.35,109.31,22.66,23.75,74.48,63.45,32.68,1164598747.06,2107819233.5,83.91,0.1774,53.04,0.3675,19917.38,0.3817,domestic_focused
2019Q4,CL7026,93836326119.55,22115226216.63,84.58,88.45,5.43,11.31,94.06,102.6,61.84,6879828999.84,1881752424.71,39.43,0.4002,57.87,0.3882,42444.09,0.3267,national
2018Q4,CL3313,54626797308.94,13732386975.79,75.45,92.48,33.18,29.08,75.54,91.03,52.77,105250557538.48,968401914.33,35.41,0.1618,53.59,0.1819,96142.58,0.8488,tier2_cities
2019Q4,CL8470,12719498578.59,2472529682.7,94.34,117.78,8.08,7.23,92.49,106.43,31.87,54791797918.48,690878592.61,35.51,0.367,64.44,0.1657,35942.92,0.136,national
2026Q4,CL3072,29460461869.11,10086159972.89,70.17,112.38,3.93,18.04,98.16,113.67,39.68,24173158387.92,1601682850.99,39.08,0.3393,43.47,0.2008,21311.62,0.5248,west
2016Q2,CL6809,29406297650.32,6059600586.61,72.57,98.86,29.54,19.21,69.18,136.35,36.48,32735291176.51,3743109657.82,22.03,0.418,76.2,0.2491,73190.26,0.4275,export_oriented
2026Q2,CL1989,47046056064.06,13927872753.8,81.9,107.99,12.97,21.09,85.25,94.08,42.42,2938498972.63,3580271725.9,28.37,0.4166,45.56,0.6056,23473.9,0.7273,national
2018Q3,CL1456,291969596581.07,56396666472.24,89.44,97.56,46.08,23.23,46.77,92.37,29.58,11914207478.92,2016069021.65,36.77,0.0958,20.45,0.342,204694.19,0.2234,tier1_metros
2019Q2,CL2723,29545601728.25,4934995403.44,74.35,95.66,13.98,22.61,82.01,89.43,46.99,16040252417.12,7940936164.27,33.88,0.2576,13.68,0.1185,140633.44,0.436,export_oriented
2024Q2,CL2331,28553657020.14,6658834834.68,69.06,99.77,40.5,23.98,68.07,97.07,32.68,31165715554.75,6389428709.59,66.71,0.3376,44.81,0.2129,35930.4,0.5716,domestic_focused
2025Q4,CL1302,30899128927.0,4787808105.35,73.77,86.45,8.4,3.19,91.87,104.03,48.07,9697629174.44,310962404.5,40.91,0.0825,47.43,0.3031,18977.67,0.2946,south
2022Q1,CL5270,40945795290.73,4921236334.9,86.85,112.55,3.64,16.81,91.89,112.56,40.9,6744875862.69,5773887597.74,25.55,0.6742,22.02,0.2602,23615.66,0.1698,tier1_metros
2019Q2,CL8844,34837543879.6,12109801658.18,93.36,118.44,23.78,19.61,68.55,107.06,39.96,19204412306.28,7000515599.31,49.9,0.0974,49.71,0.0791,20366.86,0.0822,export_oriented
2021Q3,CL9257,16622504351.5,3799230722.43,71.3,85.02,20.48,1.45,76.51,118.56,33.91,39034642246.09,2903078100.54,30.28,0.0179,2.31,0.5427,12787.96,0.5179,east
2016Q1,CL6958,230705666965.7,66759283498.95,73.93,87.58,40.05,35.68,55.39,77.86,55.7,7637973088.5,1198922739.01,64.23,0.4996,62.93,0.5131,81059.33,0.4523,south
2016Q4,CL2794,67498783452.69,28340918374.27,69.8,110.09,42.7,16.69,61.33,122.14,25.56,2753772809.35,978857033.34,29.6,0.4819,31.49,0.3546,19405.05,0.6907,national
2015Q2,CL5499,14998237952.23,2554700458.64,66.91,100.21,38.5,20.17,52.1,97.88,36.3,65019159360.96,2683550701.8,27.96,0.4173,31.09,0.1533,10992.65,0.5116,tier2_cities
2015Q4,CL4490,124840864040.27,30936822396.12,64.35,106.2,23.85,22.84,73.0,114.77,71.52,25643587786.1,1481641558.89,0.0,0.1781,53.56,0.4682,9871.24,0.3206,rural
