demo_nativity_estimate_year,demo_nativity_puma_code,demo_nativity_nativity_category,demo_nativity_country_of_birth,demo_nativity_year_of_arrival,demo_nativity_citizenship_class,demo_nativity_english_proficiency_level,demo_nativity_primary_language,demo_nativity_secondary_language,demo_nativity_ancestry_first,demo_nativity_ancestry_second,demo_nativity_language_isolates_count,demo_nativity_foreign_language_speaker_count,demo_nativity_limited_english_households,demo_nativity_naturalization_rate_estimate,demo_nativity_visa_class_at_entry,demo_nativity_refugee_admission_flag,demo_nativity_remittance_sending_flag,demo_nativity_translation_need_indicator,demo_nativity_cultural_linguistic_diversity_index
2023,11209,NATIVE,CUBA,2019,NONCITIZEN,WELL,KOREAN,ARABIC,INDIAN,NONE,14,12709,4012,0.529,REFUGEE,1,0,0,0.1051
2024,11210,NATURALIZED_CITIZEN,DOMINICAN_REP,2009,NATURALIZED,VERY_WELL,TAGALOG,SPANISH,NIGERIAN,NIGERIAN,100,2690,5006,0.902,NA,0,1,1,0.7981
2023,11211,NATURALIZED_CITIZEN,OTHER,2001,NATURALIZED,NATIVE,OTHER,MANDARIN,POLISH,INDIAN,177,3356,2890,0.339,DIVERSITY,0,0,1,0.8538
2018,11212,NATIVE,OTHER,2005,BORN_US,VERY_WELL,FRENCH,VIETNAMESE,ITALIAN,CHINESE,191,14374,4526,0.415,REFUGEE,1,0,0,0.2879
2022,11213,FOREIGN_BORN,VIETNAM,2009,NATURALIZED,VERY_WELL,MANDARIN,ENGLISH,POLISH,MEXICAN,97,4409,2851,0.898,DIVERSITY,0,0,1,0.6181
2020,11214,NATIVE,OTHER,1991,BORN_US,VERY_WELL,OTHER,TAGALOG,IRISH,NONE,160,1512,5010,0.652,OTHER,1,1,1,0.3539
2017,11215,NATIVE,CHINA,2015,NATURALIZED,VERY_WELL,HINDI,ARABIC,POLISH,IRISH,154,1492,5018,0.931,TEMP_WORK,0,1,1,0.1543
2017,11216,NATURALIZED_CITIZEN,INDIA,1986,NONCITIZEN,VERY_WELL,HINDI,TAGALOG,GERMAN,IRISH,72,11897,694,0.917,STUDENT,0,0,0,0.9788
2021,11217,NATIVE,VIETNAM,2020,NATURALIZED,WELL,OTHER,SPANISH,GERMAN,NONE,96,9703,5130,0.661,DIVERSITY,0,0,1,0.787
2019,11218,NATIVE,PHILIPPINES,1981,NATURALIZED,NOT_AT_ALL,TAGALOG,VIETNAMESE,INDIAN,OTHER,186,12781,4209,0.339,NA,0,0,0,0.9968
2025,11219,FOREIGN_BORN,CHINA,2000,NONCITIZEN,VERY_WELL,SPANISH,ARABIC,POLISH,CHINESE,144,16439,3878,0.451,FAMILY,1,0,0,0.0539
2020,11220,NATIVE,EL_SALVADOR,2006,BORN_US,VERY_WELL,VIETNAMESE,HINDI,SCOTTISH,OTHER,116,7542,2048,0.547,EMPLOYMENT,0,1,0,0.2695
2017,11221,NATURALIZED_CITIZEN,PHILIPPINES,1980,NONCITIZEN,VERY_WELL,VIETNAMESE,VIETNAMESE,INDIAN,GERMAN,111,6457,3081,0.201,FAMILY,1,0,1,0.0959
2023,11222,NATURALIZED_CITIZEN,OTHER,1993,BORN_US,NATIVE,VIETNAMESE,OTHER,SCOTTISH,OTHER,66,3715,1881,0.316,NA,1,1,0,0.4156
2022,11223,NATURALIZED_CITIZEN,EL_SALVADOR,1981,NATURALIZED,NATIVE,OTHER,HINDI,GERMAN,NIGERIAN,93,13368,2476,0.485,OTHER,1,1,0,0.6831
2020,11224,FOREIGN_BORN,INDIA,2002,NATURALIZED,WELL,KOREAN,FRENCH,ITALIAN,MEXICAN,167,378,4429,0.809,STUDENT,0,1,1,0.6945
2023,11225,NATIVE,EL_SALVADOR,2005,BORN_US,NOT_WELL,FRENCH,KOREAN,ENGLISH,INDIAN,15,3940,2993,0.412,OTHER,1,0,1,0.9619
2020,11226,NATURALIZED_CITIZEN,OTHER,2004,BORN_US,WELL,MANDARIN,TAGALOG,OTHER,NIGERIAN,20,17984,3189,0.282,FAMILY,1,0,0,0.6923
2022,11227,FOREIGN_BORN,CHINA,1994,NONCITIZEN,VERY_WELL,VIETNAMESE,KOREAN,MEXICAN,POLISH,42,3598,2883,0.851,DIVERSITY,0,1,0,0.5635
2019,11228,NATIVE,CHINA,2008,NATURALIZED,NATIVE,FRENCH,HINDI,GERMAN,NONE,166,14739,4434,0.862,DIVERSITY,0,0,0,0.1556
2021,11229,FOREIGN_BORN,PHILIPPINES,2007,NATURALIZED,NATIVE,HINDI,ENGLISH,GERMAN,ITALIAN,181,8201,1137,0.265,STUDENT,1,1,1,0.8387
2017,11230,NATURALIZED_CITIZEN,PHILIPPINES,2018,BORN_US,NOT_WELL,VIETNAMESE,TAGALOG,ENGLISH,INDIAN,72,2579,2717,0.461,REFUGEE,1,0,0,0.3051
2022,11231,FOREIGN_BORN,CHINA,1983,NONCITIZEN,NOT_WELL,RUSSIAN,ENGLISH,CHINESE,POLISH,197,356,4065,0.247,OTHER,1,1,1,0.2601
2025,11232,FOREIGN_BORN,KOREA,2009,BORN_US,NOT_WELL,MANDARIN,OTHER,OTHER,NONE,93,3678,1189,0.87,OTHER,1,1,1,0.2529
2019,11233,NATIVE,MEXICO,1989,BORN_US,VERY_WELL,TAGALOG,SPANISH,IRISH,POLISH,173,19964,4372,0.234,DIVERSITY,1,0,1,0.4558
2017,11234,NATURALIZED_CITIZEN,MEXICO,2021,NATURALIZED,NATIVE,VIETNAMESE,ENGLISH,NIGERIAN,NONE,173,1959,2163,0.871,NA,1,0,1,0.0116
2025,11235,NATIVE,CANADA,1989,BORN_US,NOT_AT_ALL,HINDI,NONE,OTHER,IRISH,9,8030,4562,0.239,OTHER,1,1,0,0.2957
2022,11236,NATIVE,INDIA,2001,NATURALIZED,NOT_AT_ALL,ENGLISH,KOREAN,OTHER,GERMAN,181,10853,1660,0.166,TEMP_WORK,0,0,0,0.6201
2025,11237,NATIVE,VIETNAM,1995,BORN_US,NOT_WELL,HINDI,ENGLISH,ITALIAN,GERMAN,33,11384,5274,0.153,FAMILY,0,1,1,0.5177
2019,11238,FOREIGN_BORN,CUBA,2018,BORN_US,VERY_WELL,FRENCH,ENGLISH,OTHER,OTHER,125,7945,610,0.731,STUDENT,1,1,0,0.1776
2022,11239,NATURALIZED_CITIZEN,OTHER,2019,BORN_US,NATIVE,OTHER,VIETNAMESE,OTHER,NIGERIAN,118,7935,2123,0.836,TEMP_WORK,0,1,1,0.6935
2019,11240,NATIVE,CHINA,2022,BORN_US,NATIVE,KOREAN,HINDI,ENGLISH,INDIAN,102,10715,936,0.486,TEMP_WORK,0,1,1,0.8627
2024,11241,NATIVE,OTHER,1992,NATURALIZED,NATIVE,MANDARIN,VIETNAMESE,POLISH,MEXICAN,31,2683,3272,0.846,FAMILY,1,0,0,0.8234
2022,11242,FOREIGN_BORN,CANADA,2018,NONCITIZEN,NOT_WELL,TAGALOG,KOREAN,ENGLISH,OTHER,56,995,5495,0.257,NA,1,1,0,0.9881
2025,11243,NATURALIZED_CITIZEN,INDIA,2009,NONCITIZEN,NOT_AT_ALL,VIETNAMESE,ENGLISH,CHINESE,ENGLISH,155,19776,1360,0.39,NA,0,1,0,0.9846
2019,11244,FOREIGN_BORN,CUBA,1992,BORN_US,NOT_AT_ALL,SPANISH,TAGALOG,GERMAN,OTHER,132,883,717,0.813,EMPLOYMENT,0,1,1,0.8642
2025,11245,NATIVE,PHILIPPINES,2021,BORN_US,VERY_WELL,SPANISH,VIETNAMESE,ITALIAN,ITALIAN,66,889,32,0.222,TEMP_WORK,1,1,1,0.5854
2024,11246,FOREIGN_BORN,PHILIPPINES,2005,NATURALIZED,WELL,RUSSIAN,ARABIC,INDIAN,CHINESE,70,8918,4474,0.506,STUDENT,1,0,1,0.8209
2020,11247,NATIVE,PHILIPPINES,2010,NATURALIZED,VERY_WELL,VIETNAMESE,HINDI,MEXICAN,POLISH,27,5539,778,0.217,FAMILY,1,1,1,0.9854
2017,11248,FOREIGN_BORN,DOMINICAN_REP,2018,NATURALIZED,NOT_AT_ALL,TAGALOG,MANDARIN,CHINESE,NONE,87,4888,661,0.311,REFUGEE,1,1,0,0.5095
2021,11249,FOREIGN_BORN,PHILIPPINES,2006,NATURALIZED,NOT_AT_ALL,RUSSIAN,FRENCH,OTHER,ITALIAN,24,1893,5398,0.651,TEMP_WORK,0,1,0,0.2986
2018,11250,NATIVE,PHILIPPINES,1983,NONCITIZEN,NATIVE,ENGLISH,NONE,INDIAN,INDIAN,161,19130,1624,0.725,REFUGEE,0,1,0,0.545
2021,11251,NATURALIZED_CITIZEN,EL_SALVADOR,1991,BORN_US,WELL,FRENCH,HINDI,IRISH,MEXICAN,26,4914,3065,0.323,FAMILY,0,1,0,0.868
2017,11252,FOREIGN_BORN,OTHER,2014,BORN_US,NATIVE,ARABIC,OTHER,SCOTTISH,CHINESE,60,8571,5589,0.713,DIVERSITY,1,0,1,0.3726
2019,11253,NATIVE,PHILIPPINES,2018,BORN_US,WELL,ENGLISH,SPANISH,ITALIAN,POLISH,56,11591,5809,0.955,DIVERSITY,1,1,0,0.2203
2023,11254,FOREIGN_BORN,VIETNAM,1980,BORN_US,NOT_WELL,OTHER,ARABIC,POLISH,IRISH,7,9150,204,0.272,FAMILY,1,1,1,0.5104
2023,11255,NATURALIZED_CITIZEN,PHILIPPINES,1995,NONCITIZEN,NATIVE,ARABIC,TAGALOG,MEXICAN,IRISH,170,9416,214,0.135,DIVERSITY,1,0,1,0.9111
2020,11256,NATURALIZED_CITIZEN,INDIA,2001,NONCITIZEN,VERY_WELL,FRENCH,MANDARIN,GERMAN,MEXICAN,110,8298,186,0.449,NA,1,1,0,0.1931
2019,11257,NATIVE,OTHER,2024,BORN_US,VERY_WELL,RUSSIAN,MANDARIN,OTHER,POLISH,13,18277,628,0.577,TEMP_WORK,0,1,0,0.4361
2020,11258,FOREIGN_BORN,VIETNAM,2015,BORN_US,NOT_WELL,ENGLISH,ARABIC,ENGLISH,NIGERIAN,1,6808,4655,0.314,DIVERSITY,0,1,1,0.5227
2020,11259,FOREIGN_BORN,KOREA,2013,NATURALIZED,WELL,SPANISH,FRENCH,OTHER,ITALIAN,167,10779,4709,0.379,DIVERSITY,1,1,1,0.4424
2024,11260,FOREIGN_BORN,INDIA,2001,NATURALIZED,WELL,SPANISH,NONE,CHINESE,ENGLISH,151,4602,3200,0.113,STUDENT,0,0,1,0.1329
2018,11261,FOREIGN_BORN,VIETNAM,1993,BORN_US,NATIVE,MANDARIN,OTHER,NIGERIAN,INDIAN,194,1699,2602,0.49,DIVERSITY,1,0,1,0.0911
2021,11262,NATIVE,VIETNAM,1982,NONCITIZEN,VERY_WELL,KOREAN,NONE,GERMAN,POLISH,0,16016,2952,0.722,TEMP_WORK,1,1,1,0.2519
2021,11263,NATIVE,KOREA,2017,BORN_US,NOT_WELL,HINDI,FRENCH,IRISH,INDIAN,155,13338,2094,0.913,DIVERSITY,0,0,1,0.3536
2021,11264,NATIVE,VIETNAM,1992,NONCITIZEN,NOT_AT_ALL,ENGLISH,MANDARIN,ENGLISH,NIGERIAN,25,11411,2845,0.647,OTHER,1,0,0,0.0997
2024,11265,FOREIGN_BORN,KOREA,1981,NATURALIZED,NOT_WELL,VIETNAMESE,KOREAN,SCOTTISH,INDIAN,154,18238,4723,0.679,FAMILY,0,1,0,0.4279
2025,11266,NATIVE,DOMINICAN_REP,2023,NATURALIZED,NATIVE,FRENCH,TAGALOG,IRISH,NIGERIAN,9,13455,3582,0.861,TEMP_WORK,1,0,0,0.4082
2017,11267,FOREIGN_BORN,OTHER,2019,NONCITIZEN,WELL,VIETNAMESE,HINDI,ITALIAN,INDIAN,118,15632,623,0.94,STUDENT,0,0,0,0.6888
2022,11268,FOREIGN_BORN,MEXICO,1988,NONCITIZEN,VERY_WELL,ENGLISH,FRENCH,ENGLISH,NIGERIAN,186,15219,3952,0.39,EMPLOYMENT,0,0,0,0.4738
2024,11269,FOREIGN_BORN,KOREA,2021,NONCITIZEN,NATIVE,FRENCH,SPANISH,GERMAN,POLISH,58,15792,2871,0.69,STUDENT,1,1,0,0.7671
2017,11270,NATURALIZED_CITIZEN,VIETNAM,2014,BORN_US,VERY_WELL,RUSSIAN,HINDI,INDIAN,INDIAN,167,1752,3799,0.513,DIVERSITY,1,0,1,0.5096
2020,11271,NATURALIZED_CITIZEN,CANADA,2021,NATURALIZED,VERY_WELL,FRENCH,MANDARIN,CHINESE,CHINESE,31,6692,1055,0.704,EMPLOYMENT,0,0,0,0.9014
2024,11272,FOREIGN_BORN,CHINA,2006,NONCITIZEN,WELL,OTHER,VIETNAMESE,IRISH,ITALIAN,121,9104,2061,0.542,FAMILY,0,0,1,0.6754
2024,11273,FOREIGN_BORN,VIETNAM,1999,BORN_US,NOT_AT_ALL,ARABIC,SPANISH,ENGLISH,GERMAN,108,9515,1286,0.125,DIVERSITY,1,1,0,0.8836
2021,11274,FOREIGN_BORN,VIETNAM,2000,NONCITIZEN,WELL,FRENCH,ENGLISH,INDIAN,INDIAN,138,13025,4828,0.695,DIVERSITY,0,0,1,0.056
2020,11275,NATURALIZED_CITIZEN,KOREA,1985,NATURALIZED,WELL,KOREAN,VIETNAMESE,INDIAN,IRISH,125,979,3977,0.599,FAMILY,0,0,0,0.94
2023,11276,NATURALIZED_CITIZEN,INDIA,2008,BORN_US,NATIVE,VIETNAMESE,TAGALOG,MEXICAN,ITALIAN,128,6201,2427,0.577,STUDENT,0,1,1,0.039
2019,11277,FOREIGN_BORN,CANADA,2001,NONCITIZEN,WELL,TAGALOG,ARABIC,POLISH,ENGLISH,65,11984,5074,0.914,STUDENT,0,0,0,0.9469
2017,11278,NATURALIZED_CITIZEN,CHINA,2014,NONCITIZEN,VERY_WELL,MANDARIN,FRENCH,OTHER,OTHER,142,15955,4689,0.768,REFUGEE,1,0,1,0.7415
2025,11279,NATIVE,INDIA,2016,NONCITIZEN,NOT_WELL,TAGALOG,TAGALOG,IRISH,CHINESE,199,347,5450,0.147,REFUGEE,0,0,1,0.7751
2025,11280,NATIVE,OTHER,2002,BORN_US,WELL,VIETNAMESE,OTHER,MEXICAN,INDIAN,12,7807,5913,0.598,DIVERSITY,0,1,1,0.2055
2021,11281,FOREIGN_BORN,CUBA,2008,BORN_US,NOT_AT_ALL,KOREAN,TAGALOG,OTHER,ITALIAN,153,7214,3752,0.381,TEMP_WORK,1,0,1,0.6783
2025,11282,NATIVE,PHILIPPINES,2019,NONCITIZEN,VERY_WELL,ENGLISH,ARABIC,POLISH,MEXICAN,161,7160,1590,0.325,EMPLOYMENT,0,1,0,0.6243
2025,11283,NATIVE,EL_SALVADOR,2006,BORN_US,VERY_WELL,RUSSIAN,NONE,SCOTTISH,MEXICAN,87,15359,5118,0.891,EMPLOYMENT,0,0,0,0.3084
2020,11284,NATURALIZED_CITIZEN,CANADA,1994,NATURALIZED,NOT_WELL,TAGALOG,NONE,MEXICAN,IRISH,116,11896,3149,0.931,TEMP_WORK,1,0,1,0.4621
2021,11285,NATIVE,CANADA,2014,NATURALIZED,WELL,HINDI,MANDARIN,MEXICAN,GERMAN,0,16837,1047,0.142,STUDENT,0,0,0,0.7231
2024,11286,FOREIGN_BORN,DOMINICAN_REP,2006,NATURALIZED,VERY_WELL,ENGLISH,HINDI,INDIAN,INDIAN,4,15335,3317,0.31,NA,1,1,0,0.5753
2018,11287,NATURALIZED_CITIZEN,PHILIPPINES,1991,BORN_US,NOT_AT_ALL,SPANISH,HINDI,OTHER,ITALIAN,168,16643,3336,0.807,OTHER,1,0,1,0.2513
2025,11288,FOREIGN_BORN,CHINA,2025,NONCITIZEN,VERY_WELL,MANDARIN,HINDI,CHINESE,NIGERIAN,168,748,1497,0.763,FAMILY,0,0,1,0.1308
2018,11289,NATIVE,KOREA,2020,BORN_US,NATIVE,SPANISH,VIETNAMESE,OTHER,MEXICAN,52,7895,3148,0.267,EMPLOYMENT,1,1,0,0.1897
2023,11290,NATIVE,PHILIPPINES,1987,NATURALIZED,NOT_WELL,KOREAN,MANDARIN,NIGERIAN,MEXICAN,146,13065,3134,0.431,REFUGEE,0,1,0,0.9682
2020,11291,FOREIGN_BORN,CHINA,2013,BORN_US,VERY_WELL,OTHER,ARABIC,CHINESE,NONE,56,18639,507,0.656,REFUGEE,0,0,1,0.1413
2018,11292,FOREIGN_BORN,MEXICO,1995,NATURALIZED,NOT_WELL,KOREAN,OTHER,ITALIAN,NONE,129,15049,4017,0.896,DIVERSITY,1,1,1,0.4091
2023,11293,NATIVE,CHINA,2015,NATURALIZED,NATIVE,RUSSIAN,FRENCH,INDIAN,NONE,71,3318,4890,0.311,OTHER,1,0,1,0.5593
2022,11294,FOREIGN_BORN,CHINA,1996,BORN_US,VERY_WELL,TAGALOG,KOREAN,POLISH,INDIAN,119,4744,4265,0.749,TEMP_WORK,0,1,1,0.4381
2017,11295,NATIVE,KOREA,2004,BORN_US,NOT_AT_ALL,OTHER,TAGALOG,IRISH,IRISH,9,4854,1410,0.212,EMPLOYMENT,1,0,1,0.0802
2020,11296,NATIVE,OTHER,2025,NATURALIZED,VERY_WELL,MANDARIN,ARABIC,NIGERIAN,CHINESE,86,18137,2419,0.596,EMPLOYMENT,1,0,0,0.6186
2023,11297,FOREIGN_BORN,OTHER,2005,NATURALIZED,VERY_WELL,FRENCH,FRENCH,SCOTTISH,OTHER,26,8326,2283,0.704,STUDENT,1,1,0,0.3037
2023,11298,FOREIGN_BORN,EL_SALVADOR,1996,NONCITIZEN,NOT_AT_ALL,ENGLISH,SPANISH,ENGLISH,POLISH,110,11535,2009,0.962,REFUGEE,1,1,1,0.775
2019,11299,NATIVE,PHILIPPINES,2017,BORN_US,WELL,RUSSIAN,FRENCH,INDIAN,IRISH,60,15165,5160,0.231,FAMILY,1,1,1,0.6238
2021,11300,FOREIGN_BORN,CHINA,2017,NONCITIZEN,NATIVE,HINDI,VIETNAMESE,IRISH,INDIAN,36,11009,2520,0.281,STUDENT,0,0,1,0.9455
2020,11301,NATIVE,CANADA,2024,NATURALIZED,WELL,SPANISH,FRENCH,NIGERIAN,POLISH,79,13275,4829,0.638,REFUGEE,1,1,1,0.1315
2021,11302,NATURALIZED_CITIZEN,DOMINICAN_REP,1991,BORN_US,NOT_AT_ALL,VIETNAMESE,SPANISH,ENGLISH,NIGERIAN,170,8269,5597,0.979,TEMP_WORK,1,1,1,0.5283
2017,11303,NATIVE,PHILIPPINES,1992,NATURALIZED,NATIVE,RUSSIAN,OTHER,OTHER,IRISH,60,3466,5812,0.624,REFUGEE,1,0,1,0.9422
2024,11304,NATIVE,VIETNAM,1985,BORN_US,NOT_WELL,OTHER,SPANISH,IRISH,OTHER,95,14950,1561,0.562,FAMILY,1,1,0,0.4843
2024,11305,FOREIGN_BORN,VIETNAM,1988,NATURALIZED,VERY_WELL,FRENCH,KOREAN,ENGLISH,INDIAN,5,7986,1529,0.802,FAMILY,0,0,0,0.3187
2024,11306,NATIVE,EL_SALVADOR,2025,NATURALIZED,VERY_WELL,ARABIC,HINDI,OTHER,GERMAN,189,5101,5914,0.7,NA,1,0,0,0.8418
2025,11307,NATIVE,DOMINICAN_REP,2001,NONCITIZEN,NOT_WELL,ARABIC,SPANISH,ENGLISH,IRISH,86,5701,5109,0.328,EMPLOYMENT,1,1,1,0.0623
2020,11308,NATIVE,CANADA,1982,NONCITIZEN,WELL,OTHER,NONE,CHINESE,POLISH,191,1972,2692,0.451,DIVERSITY,0,1,1,0.6615
2019,11309,FOREIGN_BORN,VIETNAM,2005,NATURALIZED,NOT_AT_ALL,MANDARIN,NONE,MEXICAN,OTHER,35,14738,4326,0.703,OTHER,0,0,0,0.2623
2020,11310,NATURALIZED_CITIZEN,OTHER,2013,NONCITIZEN,NOT_WELL,RUSSIAN,FRENCH,NIGERIAN,MEXICAN,114,16987,4916,0.796,FAMILY,1,0,0,0.1508
2021,11311,NATIVE,KOREA,1983,BORN_US,NOT_WELL,OTHER,ENGLISH,CHINESE,NONE,59,17175,1944,0.865,OTHER,0,1,1,0.9383
2021,11312,FOREIGN_BORN,CUBA,1981,BORN_US,WELL,SPANISH,OTHER,ITALIAN,GERMAN,87,10903,3881,0.486,EMPLOYMENT,0,1,1,0.7429
2021,11313,FOREIGN_BORN,INDIA,2015,NONCITIZEN,NATIVE,KOREAN,MANDARIN,ENGLISH,OTHER,188,3846,5298,0.488,DIVERSITY,1,1,0,0.876
2021,11314,FOREIGN_BORN,EL_SALVADOR,1992,NATURALIZED,NATIVE,TAGALOG,ENGLISH,CHINESE,CHINESE,10,9728,4527,0.471,FAMILY,0,0,1,0.5321
2018,11315,NATIVE,MEXICO,2016,NATURALIZED,VERY_WELL,TAGALOG,OTHER,GERMAN,GERMAN,123,9961,4143,0.404,REFUGEE,1,1,0,0.251
2017,11316,FOREIGN_BORN,KOREA,1988,NATURALIZED,VERY_WELL,OTHER,VIETNAMESE,INDIAN,IRISH,14,5659,5442,0.936,NA,0,1,1,0.576
2020,11317,NATIVE,MEXICO,1987,BORN_US,VERY_WELL,FRENCH,TAGALOG,GERMAN,CHINESE,21,7164,3093,0.176,FAMILY,1,1,0,0.969
2017,11318,NATURALIZED_CITIZEN,MEXICO,2012,NATURALIZED,VERY_WELL,MANDARIN,MANDARIN,OTHER,ITALIAN,2,2267,3777,0.118,TEMP_WORK,0,0,0,0.1782
2023,11319,NATURALIZED_CITIZEN,INDIA,2009,NATURALIZED,VERY_WELL,KOREAN,MANDARIN,POLISH,ENGLISH,84,5265,1965,0.847,EMPLOYMENT,0,0,0,0.8968
2018,11320,NATIVE,VIETNAM,2012,NATURALIZED,NOT_WELL,VIETNAMESE,SPANISH,POLISH,INDIAN,180,5594,4773,0.303,TEMP_WORK,0,1,1,0.4413
2018,11321,NATIVE,INDIA,1996,NATURALIZED,WELL,KOREAN,NONE,MEXICAN,IRISH,165,3640,3296,0.152,OTHER,1,0,1,0.4332
2025,11322,NATIVE,EL_SALVADOR,2014,NONCITIZEN,VERY_WELL,FRENCH,OTHER,NIGERIAN,GERMAN,174,19465,3379,0.258,DIVERSITY,1,1,0,0.4755
2018,11323,NATIVE,MEXICO,2003,NONCITIZEN,VERY_WELL,VIETNAMESE,ARABIC,ENGLISH,POLISH,127,16527,192,0.272,NA,0,0,0,0.8503
2025,11324,NATIVE,DOMINICAN_REP,2024,BORN_US,WELL,RUSSIAN,MANDARIN,GERMAN,MEXICAN,178,1351,2695,0.56,OTHER,1,0,0,0.5757
2018,11325,NATIVE,CANADA,2001,BORN_US,WELL,VIETNAMESE,TAGALOG,INDIAN,NIGERIAN,178,7878,908,0.117,REFUGEE,1,0,0,0.748
2019,11326,NATIVE,DOMINICAN_REP,1983,BORN_US,NATIVE,VIETNAMESE,MANDARIN,IRISH,POLISH,109,11852,305,0.285,REFUGEE,1,0,0,0.5935
2019,11327,FOREIGN_BORN,OTHER,1988,BORN_US,NATIVE,ARABIC,OTHER,OTHER,CHINESE,136,12331,4079,0.397,DIVERSITY,1,1,0,0.1065
2018,11328,FOREIGN_BORN,OTHER,1982,BORN_US,NATIVE,ENGLISH,NONE,SCOTTISH,NIGERIAN,127,18991,155,0.324,NA,0,1,1,0.6695
2022,11329,NATIVE,CANADA,1995,BORN_US,NATIVE,KOREAN,HINDI,IRISH,INDIAN,180,4334,5895,0.747,REFUGEE,1,0,1,0.2713
2022,11330,NATIVE,EL_SALVADOR,2017,NATURALIZED,NATIVE,TAGALOG,TAGALOG,MEXICAN,OTHER,142,17098,3631,0.114,TEMP_WORK,0,0,0,0.0836
2019,11331,FOREIGN_BORN,KOREA,1986,NONCITIZEN,NOT_WELL,ENGLISH,KOREAN,ITALIAN,INDIAN,149,4252,4053,0.586,REFUGEE,1,1,0,0.17
2020,11332,FOREIGN_BORN,CHINA,1999,NATURALIZED,WELL,KOREAN,NONE,IRISH,CHINESE,163,18774,598,0.615,EMPLOYMENT,1,1,1,0.63
2023,11333,NATIVE,CUBA,2024,BORN_US,WELL,TAGALOG,VIETNAMESE,IRISH,POLISH,182,1331,266,0.693,EMPLOYMENT,0,0,0,0.7886
2018,11334,FOREIGN_BORN,CUBA,1997,BORN_US,VERY_WELL,ENGLISH,KOREAN,ENGLISH,CHINESE,96,3108,394,0.822,NA,1,1,1,0.3281
2019,11335,FOREIGN_BORN,CUBA,2011,BORN_US,WELL,ENGLISH,TAGALOG,INDIAN,IRISH,175,14969,2215,0.485,TEMP_WORK,0,0,0,0.4343
2021,11336,FOREIGN_BORN,CUBA,1990,NONCITIZEN,NOT_AT_ALL,HINDI,FRENCH,IRISH,OTHER,84,17876,364,0.154,STUDENT,1,1,0,0.4091
2019,11337,NATIVE,CHINA,2009,NATURALIZED,NATIVE,ENGLISH,MANDARIN,POLISH,NIGERIAN,134,225,468,0.542,NA,0,1,1,0.4763
2019,11338,NATURALIZED_CITIZEN,CANADA,2003,NONCITIZEN,NOT_AT_ALL,OTHER,NONE,INDIAN,POLISH,68,19745,3343,0.751,OTHER,0,1,1,0.474
2025,11339,NATIVE,KOREA,2006,NONCITIZEN,NOT_AT_ALL,OTHER,SPANISH,NIGERIAN,NONE,87,13328,1310,0.185,OTHER,0,0,1,0.0036
2019,11340,NATIVE,OTHER,2010,BORN_US,VERY_WELL,KOREAN,TAGALOG,NIGERIAN,NONE,129,16063,5453,0.779,REFUGEE,0,1,1,0.8473
2019,11341,NATIVE,EL_SALVADOR,1985,BORN_US,NOT_AT_ALL,HINDI,TAGALOG,ENGLISH,GERMAN,21,15748,3909,0.237,FAMILY,1,0,0,0.3779
2019,11342,NATURALIZED_CITIZEN,MEXICO,2006,BORN_US,NOT_WELL,KOREAN,ENGLISH,SCOTTISH,IRISH,69,13556,5275,0.85,STUDENT,0,1,1,0.7011
2025,11343,NATIVE,MEXICO,1994,NONCITIZEN,NOT_AT_ALL,ENGLISH,OTHER,ITALIAN,ITALIAN,89,9936,1937,0.127,DIVERSITY,1,1,0,0.0699
2021,11344,NATURALIZED_CITIZEN,MEXICO,1992,NATURALIZED,NATIVE,ENGLISH,NONE,INDIAN,ITALIAN,48,3024,149,0.48,STUDENT,1,0,1,0.9029
2020,11345,NATIVE,DOMINICAN_REP,1986,BORN_US,VERY_WELL,OTHER,ARABIC,IRISH,INDIAN,57,7405,3196,0.276,DIVERSITY,1,0,1,0.8237
2023,11346,NATIVE,DOMINICAN_REP,2018,NONCITIZEN,NOT_WELL,FRENCH,OTHER,GERMAN,IRISH,66,1615,3558,0.542,OTHER,1,1,0,0.6615
2021,11347,NATURALIZED_CITIZEN,CANADA,2011,BORN_US,NOT_WELL,MANDARIN,VIETNAMESE,GERMAN,OTHER,184,19161,759,0.666,DIVERSITY,0,0,0,0.0235
2022,11348,NATIVE,CANADA,1999,NATURALIZED,VERY_WELL,RUSSIAN,TAGALOG,POLISH,ENGLISH,3,6036,3378,0.634,EMPLOYMENT,0,0,0,0.8573
2023,11349,NATIVE,VIETNAM,1991,NATURALIZED,NOT_AT_ALL,TAGALOG,MANDARIN,INDIAN,POLISH,45,9713,2300,0.661,EMPLOYMENT,0,1,1,0.7246
2018,11350,NATIVE,VIETNAM,1997,NATURALIZED,WELL,HINDI,SPANISH,INDIAN,ITALIAN,119,3166,131,0.959,EMPLOYMENT,1,0,0,0.9467
2017,11351,NATIVE,VIETNAM,2025,NONCITIZEN,NATIVE,FRENCH,ENGLISH,MEXICAN,NONE,111,16899,4601,0.339,EMPLOYMENT,0,1,1,0.8281
2025,11352,FOREIGN_BORN,EL_SALVADOR,1993,NATURALIZED,NOT_AT_ALL,FRENCH,NONE,POLISH,POLISH,61,7941,78,0.191,OTHER,0,0,0,0.9523
2019,11353,FOREIGN_BORN,PHILIPPINES,1997,BORN_US,NATIVE,MANDARIN,OTHER,POLISH,CHINESE,140,18593,5753,0.844,STUDENT,1,0,1,0.458
