gov_gfs_reference_year,gov_gfs_country_iso2,gov_gfs_gov_subsector_code,gov_gfs_revenue_total_eur,gov_gfs_expenditure_total_eur,gov_gfs_compensation_employees_eur,gov_gfs_social_benefits_eur,gov_gfs_interest_payments_eur,gov_gfs_gross_fixed_capital_formation_eur,gov_gfs_taxes_on_production_imports_eur,gov_gfs_current_taxes_on_income_wealth_eur,gov_gfs_social_contributions_eur,gov_gfs_capital_taxes_eur,gov_gfs_property_income_eur,gov_gfs_subsidies_eur,gov_gfs_net_lending_borrowing_eur,gov_gfs_function_cofog_code,gov_gfs_eurostat_table_code,gov_gfs_revision_round,gov_gfs_data_extract_date
2026,LT,S1314_SOCIAL_SECURITY,49700105995.96,57544935727.05,11327186364.19,23569745223.67,3370401233.31,3343310489.35,13552134294.7,10946826618.77,6478772132.84,959821511.79,3790843282.28,3415659621.43,-7844829731.1,GF02_DEFENCE,gov_10a_exp,FIRST,2024-04-29
2010,PT,S1313_LOCAL,1331432021214.2,1501175399762.94,374894524936.71,553514828950.17,34349784236.45,140553387749.31,261712239242.86,367385326303.34,322282592129.62,3795346267.2,80073867462.68,30684376571.32,-169743378548.74,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2024-06-18
2011,SE,S1312_STATE,1111945014292.7,1069087041606.65,301356227743.39,340091669642.11,72187796640.83,82980460355.32,338647909885.99,334052285176.27,135978622622.65,9575595460.57,16298875930.37,14046671154.82,42857972686.05,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2026-02-03
2012,CY,S1311_CENTRAL,885421115330.52,821851940187.65,201103249387.46,384413084835.54,34174070858.32,43002541031.56,189063706182.06,170606734573.4,131989037123.59,18042463386.01,30562985168.0,28305539799.59,63569175142.87,GF05_ENVIRONMENT,gov_10a_main,FLASH,2024-06-20
2013,FR,S1314_SOCIAL_SECURITY,554614942131.15,662280193232.97,144969225376.27,293556735552.03,7693164094.46,33170560244.13,112387732812.73,136454415095.05,67736994792.15,3498893663.86,31143720006.59,14547125211.27,-107665251101.82,GF06_HOUSING,gov_10a_exp,FIRST,2025-01-30
2014,IT,S1313_LOCAL,1004187873275.25,1198357380560.3,358067851838.31,352027581933.38,20175979840.25,106253030215.33,282057173562.19,288545957040.32,86100747449.99,27743428867.66,43233920899.92,61241484832.85,-194169507285.05,GF07_HEALTH,gov_10a_rev,SECOND,2024-07-15
2015,NL,S1312_STATE,1175982697547.9,1179055449451.12,348566191472.95,327563961833.37,32343575732.3,87458958914.12,288861762335.67,298148423298.86,189857495654.27,11412166383.41,66659369357.37,70310255897.75,-3072751903.21,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2025-07-28
2016,SI,S1311_CENTRAL,1063402747674.23,1108972584729.89,366237152071.75,297049384116.24,21317686291.37,43355137566.94,288738584469.76,274116186019.37,288858914182.54,22543365671.85,46314357434.7,28456523383.68,-45569837055.67,GF09_EDUCATION,gov_10a_main,FLASH,2024-12-25
2017,BG,S1314_SOCIAL_SECURITY,1116666929068.45,1248650679274.69,248475787199.93,549394658501.09,76797397678.4,71472767771.97,228064644147.07,337265826502.47,236035389016.03,25495898929.79,82413094376.25,28090451447.09,-131983750206.24,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2026-01-12
2018,EE,S1313_LOCAL,1210670607197.09,1363672141799.1,265263830396.67,564462829981.82,22440262886.67,109867137203.38,239734085802.65,406625720336.09,133606056386.99,12462792486.19,16525334854.07,31525123593.23,-153001534602.01,GF01_GENERAL,gov_10a_rev,SECOND,2024-12-15
2019,HU,S1312_STATE,1217375863180.41,1401832625959.23,392899604822.29,416407806604.73,20209911328.7,100962529080.36,237445708813.65,176208718467.65,157286999535.33,2174480322.63,89085198617.43,50376312874.41,-184456762778.82,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2025-11-04
2020,LU,S1311_CENTRAL,147871750094.19,156901110173.79,51720522500.09,73822756568.13,4311090048.41,11082550701.43,32462611098.46,35624056667.6,32904569616.38,2706213998.46,5070619662.87,2067685960.98,-9029360079.6,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2024-09-18
2021,RO,S1314_SOCIAL_SECURITY,1384723481472.0,1482863409307.16,410447976615.74,435732345588.94,84851187011.72,119979576852.51,398680915974.5,212808771057.94,237166343659.72,3299929142.22,61368548078.69,44092720699.1,-98139927835.16,GF04_ECONOMIC,gov_10a_exp,FIRST,2025-07-22
2022,AT,S1313_LOCAL,526374588663.11,508623258572.2,101247786227.52,136533131138.1,33697697169.35,49280754552.17,97895653608.28,156771763618.79,108263619240.01,1483732844.06,40758176699.47,20802083598.04,17751330090.92,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2025-10-27
2023,CZ,S1312_STATE,540705935548.81,599197007082.22,143492072684.38,268496118569.3,26230754546.8,23653521452.99,130574483102.95,139311879531.06,64356300194.34,6089349381.09,37600826069.98,34058452974.08,-58491071533.41,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2024-03-01
2024,DE,S1311_CENTRAL,1490729458073.41,1565204004817.35,381557845539.43,698091407079.38,51663584200.36,70005664649.4,457967484899.9,380478039664.03,310878984381.0,5737734070.8,90247438269.53,78984238191.39,-74474546743.94,GF07_HEALTH,gov_10a_main,FLASH,2025-01-29
2025,LV,S1314_SOCIAL_SECURITY,1525489937373.51,1483225371510.64,374752817160.93,703369389676.7,62592730926.05,48182875136.97,388074877011.08,472971682064.18,333915097311.34,30394200287.69,19791771545.73,33854672316.54,42264565862.87,GF08_RECREATION,gov_10a_exp,FIRST,2024-08-22
2026,PL,S1313_LOCAL,851611123237.92,983352429785.99,284197440755.0,471589425606.71,55437487333.68,46557761871.0,238224510368.61,147520832636.25,172752173368.87,3500491947.96,64660534421.24,24738773053.96,-131741306548.07,GF09_EDUCATION,gov_10a_rev,SECOND,2024-07-02
2010,ES,S1312_STATE,539020243497.56,502833362675.36,121045054524.89,191502869863.5,7291304936.11,26098283571.98,143262248238.72,97188217949.15,118898618051.26,15110678256.46,20634702294.73,10691404878.8,36186880822.2,GF10_SOCIAL_PROTECTION,gov_10a_taxag,BENCHMARK,2024-12-15
2011,HR,S1311_CENTRAL,654905382997.01,717321929241.75,241589730403.5,176382035973.57,9994656520.36,33381009931.8,103024574242.02,189753156297.52,113234958625.51,2441696173.42,37546572534.26,28084323029.81,-62416546244.73,GF01_GENERAL,gov_10a_main,FLASH,2024-07-12
2012,FI,S1314_SOCIAL_SECURITY,163610016669.2,177436417402.48,57048225621.66,41578907527.79,5853711236.6,8325091031.62,47665896413.43,39505289903.97,16586527480.17,4714251589.23,11296513673.2,8618366093.39,-13826400733.29,GF02_DEFENCE,gov_10a_exp,FIRST,2025-09-18
2013,IE,S1313_LOCAL,163111059017.49,164170298811.35,59618431517.91,45453253144.65,3438983864.85,8060135394.75,39516343198.96,34346691623.97,29105428143.04,318601304.43,4827710728.85,7417668394.27,-1059239793.86,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2025-09-19
2014,MT,S1312_STATE,438430254791.36,460097778506.02,159869634942.41,120065738844.26,29405971437.49,35441324895.33,128538329558.39,88834275788.8,118222052072.37,12705947491.43,20999326478.56,6406448353.17,-21667523714.66,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2025-01-17
2015,SK,S1311_CENTRAL,710369968309.14,759471129588.39,269663973866.45,345025457845.81,34932702261.55,73738197474.76,192236917231.69,120103122743.08,82670691076.42,15814097031.26,26318936069.27,37662050879.12,-49101161279.24,GF05_ENVIRONMENT,gov_10a_main,FLASH,2024-10-31
2016,BE,S1314_SOCIAL_SECURITY,1034102422218.03,969369022520.45,333473515840.46,406383664337.38,15611181853.43,71544511957.82,192525586433.56,254146396791.24,102937195137.63,8551337906.46,80337578493.22,47258799272.96,64733399697.58,GF06_HOUSING,gov_10a_exp,FIRST,2024-05-13
2017,DK,S1313_LOCAL,592911529767.2,606427869855.87,149741847887.06,211774491211.7,16754640804.3,22815984452.81,96657427630.27,84179099601.42,154174799632.47,15139718377.66,20699444582.2,13475999344.01,-13516340088.67,GF07_HEALTH,gov_10a_rev,SECOND,2025-09-05
2018,GR,S1312_STATE,241482597728.52,232735781206.35,60858994148.45,102110213410.84,10381701803.52,11181783786.83,55445353305.91,63250939716.83,36883969958.01,5151618536.27,3314611880.31,4011016104.3,8746816522.17,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2025-01-15
2019,LT,S1311_CENTRAL,1146985537933.73,1292125674710.97,419678291675.52,406384458490.29,35470904798.15,66849998109.23,353450190340.12,277501115096.33,297327616337.09,20334795705.73,88243321448.67,28807757625.17,-145140136777.24,GF09_EDUCATION,gov_10a_main,FLASH,2025-09-20
2020,PT,S1314_SOCIAL_SECURITY,955533151320.85,991864253464.41,321173169278.35,457263627598.27,64366942030.14,51344216327.15,150626326458.08,239692450732.29,185815428189.03,17766638246.36,41486183116.98,29525161159.84,-36331102143.56,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2025-06-07
2021,SE,S1313_LOCAL,945120435399.28,1131802343091.88,323017151935.3,462649253455.46,42499248019.36,76441021761.32,271813446093.22,297897056747.83,140944488362.07,21670174689.96,18240959455.32,44419252620.12,-186681907692.6,GF01_GENERAL,gov_10a_rev,SECOND,2024-01-19
2022,CY,S1312_STATE,459998571936.36,556615260601.35,102890766798.92,222146256881.14,23679277927.92,30671136195.97,124484569130.27,140237278089.82,108553180118.76,2939067422.83,24333397959.7,7144488139.82,-96616688664.99,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2025-07-11
2023,FR,S1311_CENTRAL,670942375624.09,655708376796.47,160962554861.59,268137048865.85,35411656777.83,39818101142.69,210783919735.53,173968100062.26,89357754835.91,7815576989.41,40233862386.96,21263201710.02,15233998827.62,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2024-12-18
2024,IT,S1314_SOCIAL_SECURITY,575063252217.49,572840035307.3,165004902688.06,174964426065.57,10430295060.06,20969637698.95,158790770000.8,133784422266.22,121680620113.97,14901190750.29,33495618572.04,10957502706.11,2223216910.19,GF04_ECONOMIC,gov_10a_exp,FIRST,2025-06-11
2025,NL,S1313_LOCAL,299442778522.64,348620001844.75,66789142784.7,108900224622.48,4661798798.09,32193812640.52,81075907408.24,67568641157.06,53740906222.99,2023299804.27,10211094838.59,11877386158.93,-49177223322.11,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2025-10-08
2026,SI,S1312_STATE,1003454395136.7,1085005053898.53,336324302802.87,444922639813.38,59010757789.09,92417166957.5,292479614908.82,236252043381.8,206737660248.75,7829371943.06,55706475764.12,40304223788.44,-81550658761.83,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2024-12-15
2010,BG,S1311_CENTRAL,896693123780.61,1040438274087.29,238907596308.89,242759419525.01,43650438110.21,47978858647.4,175145564407.96,246720625502.24,130873141006.75,1506009571.99,71195624041.43,59001229050.63,-143745150306.68,GF07_HEALTH,gov_10a_main,FLASH,2024-04-27
2011,EE,S1314_SOCIAL_SECURITY,1038007387235.88,1085461491924.26,289119803205.41,510250824809.81,73118290450.49,33145062302.59,199921296069.67,334534127224.63,224931557330.98,28059667764.73,52649992944.38,59211265428.93,-47454104688.38,GF08_RECREATION,gov_10a_exp,FIRST,2024-05-11
2012,HU,S1313_LOCAL,449002976733.63,434038567881.42,109307203117.43,150374370096.29,5465839113.2,43174829061.88,109020604161.53,70562429930.35,89417419787.54,12233486658.63,18568695645.32,18454080756.11,14964408852.21,GF09_EDUCATION,gov_10a_rev,SECOND,2026-02-04
2013,LU,S1312_STATE,868507630232.21,951859152330.95,213757539753.21,259061079677.93,35504519783.82,45684207573.11,200585560437.9,139876058107.33,126534917765.44,19545124151.12,53512936570.09,25701867790.94,-83351522098.74,GF10_SOCIAL_PROTECTION,gov_10a_taxag,BENCHMARK,2026-01-18
2014,RO,S1311_CENTRAL,1198694809043.72,1431095694095.65,389503500049.28,551941738927.09,83916451528.0,130983282473.54,307086516459.8,259983470429.37,123783728714.26,6118499082.64,91233475040.06,24236046545.63,-232400885051.93,GF01_GENERAL,gov_10a_main,FLASH,2025-07-30
2015,AT,S1314_SOCIAL_SECURITY,57479694329.11,69577463995.81,15567881217.07,19811004153.16,3613382964.23,6319996355.77,9094132001.36,15180353571.02,9285296233.35,36611118.72,2082261485.58,3512864610.3,-12097769666.71,GF02_DEFENCE,gov_10a_exp,FIRST,2025-01-15
2016,CZ,S1313_LOCAL,1004407523635.65,1083211901917.0,224090765354.07,273238224745.94,73283720037.59,38910801776.74,238692253291.66,272592515857.52,180315295501.77,7195335829.52,38404070390.67,17978983010.29,-78804378281.35,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2024-12-31
2017,DE,S1312_STATE,1129579624848.97,1102912357280.72,285490872304.51,424541405766.45,75427685790.54,69668653497.63,229379500020.04,284985038890.95,210696239558.17,17168742128.52,65934597174.52,53788001032.98,26667267568.25,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2025-08-12
2018,LV,S1311_CENTRAL,208571730221.94,237031338705.98,76274924726.04,85309417707.75,6705642768.25,18780831127.33,53202090883.82,57673775898.41,44759639867.85,3222298333.24,4506185954.98,11648879624.89,-28459608484.04,GF05_ENVIRONMENT,gov_10a_main,FLASH,2024-05-16
2019,PL,S1314_SOCIAL_SECURITY,1435007025297.8,1372142443706.02,419059768105.12,422768962160.56,95857461857.46,86381581878.67,341239605461.5,353850607675.05,238288192745.59,24617231406.0,46334993888.67,50517512671.2,62864581591.78,GF06_HOUSING,gov_10a_exp,FIRST,2025-12-15
2020,ES,S1313_LOCAL,705891680753.18,851173035035.66,164647613015.26,280043062233.37,51091330869.2,35141861564.19,217251589505.61,155604759181.7,127821483695.36,4304365818.6,29745527157.67,47476856074.02,-145281354282.48,GF07_HEALTH,gov_10a_rev,SECOND,2024-09-05
2021,HR,S1312_STATE,728273822225.99,747974519189.64,244749867138.29,259675729456.63,32471190552.52,34290195154.56,210955289348.68,166394752771.51,159994220099.05,178340193.2,45105841726.76,14418628331.63,-19700696963.65,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2025-07-15
2022,FI,S1311_CENTRAL,360276445712.68,359988436299.85,93824536770.92,121065415453.93,10882894061.97,27930340113.25,111045822746.04,59929665307.94,80026008272.65,4853036435.63,15594011826.76,16677581060.07,288009412.83,GF09_EDUCATION,gov_10a_main,FLASH,2024-11-18
2023,IE,S1314_SOCIAL_SECURITY,174036826133.33,166162766577.65,61433944823.21,79093062986.99,8923185722.09,12128234802.06,53579009345.82,47775395028.09,42198028696.5,4488396366.77,4664625627.95,2307195397.18,7874059555.68,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2025-06-30
2024,MT,S1313_LOCAL,839446254154.38,985797897536.69,182943656772.2,318049735365.39,19350802304.1,89884510731.75,234527890509.53,234247521438.86,169012136366.47,9290661562.61,21773117986.76,30286712973.37,-146351643382.3,GF01_GENERAL,gov_10a_rev,SECOND,2024-01-09
2025,SK,S1312_STATE,881633428745.11,817610886682.16,161569484965.75,327064693700.43,17134239276.57,30353140486.95,149185762739.57,252432038543.19,179428312292.25,18396049009.97,20046399823.86,36767687356.66,64022542062.95,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2026-02-04
2026,BE,S1311_CENTRAL,1236587466499.94,1462696497054.99,435367010199.13,447438198864.41,43414693760.92,62807734612.6,265634807464.13,258166473961.9,242463310202.32,8429710354.16,28323905101.84,63879262072.95,-226109030555.05,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2024-11-20
2010,DK,S1314_SOCIAL_SECURITY,910122558701.91,898753305929.71,333466781828.13,256561737511.55,26668145055.21,32802878438.21,199862696273.12,226859581811.81,110602088889.26,7329463809.1,10311653007.42,38477773996.24,11369252772.2,GF04_ECONOMIC,gov_10a_exp,FIRST,2024-10-16
2011,GR,S1313_LOCAL,897270026491.87,1031284258122.72,248561837409.09,327061068341.59,68148571671.86,101711178821.47,155851671662.46,279538066797.14,179265317391.21,389944779.46,42733580493.91,28753072878.03,-134014231630.85,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2025-03-17
2012,LT,S1312_STATE,1072117374428.29,1113333818823.66,258708991016.59,290689624263.19,63223864958.62,91537756453.72,191715156804.62,337821348245.54,114954256352.33,16339733186.53,68011670385.63,43838292857.39,-41216444395.37,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2025-02-01
2013,PT,S1311_CENTRAL,1115426258290.12,1358121171105.92,210945933784.26,396823758157.0,75782614398.61,102520642321.46,231264170508.7,218041069672.73,241902360058.88,14491742057.25,56338263813.82,62968781506.22,-242694912815.79,GF07_HEALTH,gov_10a_main,FLASH,2025-06-29
2014,SE,S1314_SOCIAL_SECURITY,354127221403.69,368255453357.99,108030591990.05,112207793360.43,18282300779.35,33002937017.93,110521465450.11,76534520357.21,50159418741.66,2114940628.96,10134409021.39,14844647087.56,-14128231954.3,GF08_RECREATION,gov_10a_exp,FIRST,2025-02-01
2015,CY,S1313_LOCAL,753064138917.03,696793250032.84,185904275685.78,292033797438.62,15953455761.84,26759860893.18,192821590271.42,255809632626.36,144846623988.06,14521578529.22,57683132522.14,33074639741.08,56270888884.18,GF09_EDUCATION,gov_10a_rev,SECOND,2024-01-22
2016,FR,S1312_STATE,1545598058474.78,1517892950817.87,385369611429.52,640248552294.81,82408098593.69,73883149285.39,356783589306.92,288743500481.55,326194913804.63,45940080852.75,120876710066.41,61006915766.64,27705107656.91,GF10_SOCIAL_PROTECTION,gov_10a_taxag,BENCHMARK,2024-03-22
2017,IT,S1311_CENTRAL,1611391660054.21,1657368787370.89,331496835912.79,764960078014.99,76880142537.26,165470464757.73,508016453446.58,405324880273.43,246275686085.51,10453880505.17,47927697200.75,41032705151.35,-45977127316.68,GF01_GENERAL,gov_10a_main,FLASH,2025-11-17
2018,NL,S1314_SOCIAL_SECURITY,288650222978.63,326177072559.14,80748781803.82,112172013495.25,11078859720.29,18133772642.47,75001207396.58,45049032158.79,69273571495.27,3238392829.08,18808291454.81,16707860543.27,-37526849580.51,GF02_DEFENCE,gov_10a_exp,FIRST,2025-08-02
2019,SI,S1313_LOCAL,1503580792212.5,1675033773832.65,558725631662.91,452274075040.63,114928977320.11,140577145833.75,389276099032.75,347491602914.65,327965204000.72,11651587406.67,35323179430.46,44633536659.95,-171452981620.15,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2024-04-19
2020,BG,S1312_STATE,702283874539.44,779015722881.39,222247102270.56,258436456905.07,22245922098.44,57213092917.32,128963727861.22,178052517411.07,81248309879.5,15067494864.24,44328788113.05,33226452374.46,-76731848341.95,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2025-05-04
2021,EE,S1311_CENTRAL,331317612948.42,320702543621.73,85603944943.77,147290670692.54,21325184578.39,14215412516.37,91834134753.97,81699377135.08,56942132477.3,583880781.49,24001417691.63,6472265741.04,10615069326.69,GF05_ENVIRONMENT,gov_10a_main,FLASH,2024-11-16
2022,HU,S1314_SOCIAL_SECURITY,1337884212408.38,1316179258983.1,283984950724.03,603491795676.83,31132133044.75,106666144535.43,315148219589.05,232649913723.49,353583843486.78,25938429454.6,103235513850.19,46436586822.94,21704953425.27,GF06_HOUSING,gov_10a_exp,FIRST,2025-09-28
2023,LU,S1313_LOCAL,301257905723.17,350560561882.69,109258644871.4,123891526778.91,5414071178.49,26286638552.72,73931042893.98,48544632295.85,33935780553.93,1969924929.62,19213617212.02,10198659991.18,-49302656159.52,GF07_HEALTH,gov_10a_rev,SECOND,2025-06-07
2024,RO,S1312_STATE,175826944814.64,179152026175.89,45771145264.01,62070647337.35,4176086263.89,15641262895.41,40355543138.75,28209541140.28,43984994028.91,1194136113.92,8210540757.29,3276277175.99,-3325081361.24,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2025-08-05
2025,AT,S1311_CENTRAL,766654691906.18,791967177025.5,228852153578.14,346594908079.06,36381063327.34,27840470752.8,219665074186.73,236878599292.0,107410530923.58,14372523819.02,8874754496.51,22748063067.22,-25312485119.33,GF09_EDUCATION,gov_10a_main,FLASH,2025-04-03
2026,CZ,S1314_SOCIAL_SECURITY,1035388724034.07,1066451973424.25,189356552956.09,245860014389.81,48001410845.22,97616022707.45,194526327100.66,237711283158.26,251081858320.8,1797076266.72,78591939431.85,19934403030.71,-31063249390.18,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2024-03-11
2010,DE,S1313_LOCAL,1341189606573.1,1253331030779.56,408706908204.72,571163002774.52,67025215930.49,57548113087.38,206259668757.26,443663587043.31,178121776977.86,18463302366.46,71803018815.45,39583297715.0,87858575793.55,GF01_GENERAL,gov_10a_rev,SECOND,2025-09-05
2011,LV,S1312_STATE,1189816781498.03,1440872685592.17,266585079737.13,488277236083.15,70860634574.33,76120731441.38,370582515835.04,237096325595.49,295091721593.76,1450555449.93,73369129554.13,62509109016.0,-251055904094.14,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2024-04-15
2012,PL,S1311_CENTRAL,506281084581.04,604352766072.93,91214992255.48,186433976256.41,27299798147.14,18390435306.08,89098605939.04,135444081774.59,100273286641.31,2025719380.17,21160899919.1,9378502817.75,-98071681491.89,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2024-10-03
2013,ES,S1314_SOCIAL_SECURITY,820481891199.92,826500129882.37,191670038209.22,365549478097.92,29095737057.15,49926198658.75,133470655626.04,273266013492.47,163110288937.05,18493728470.1,58119189792.1,20854575306.7,-6018238682.45,GF04_ECONOMIC,gov_10a_exp,FIRST,2024-04-03
