trans_transit_service_date,trans_transit_agency_gtfs_id,trans_transit_route_id,trans_transit_route_type,trans_transit_scheduled_trips_count,trans_transit_actual_trips_count,trans_transit_on_time_performance_pct,trans_transit_headway_minutes_avg,trans_transit_passenger_boardings,trans_transit_passenger_alightings,trans_transit_load_factor_peak,trans_transit_vehicle_miles_traveled,trans_transit_vehicle_hours_traveled,trans_transit_revenue_miles_traveled,trans_transit_farebox_revenue_usd,trans_transit_fare_evasion_estimate_pct,trans_transit_service_disruption_minutes,trans_transit_accessibility_compliance_pct,trans_transit_operator_absence_rate,trans_transit_customer_complaints_count
2021-12-05,GTFS00171,R0001070,SUBWAY,447,389,72.08,8.79,5826,69785,0.481,15758.67,9685.05,14085.16,2838674.46,5.74,159,74.93,2.11,2232
2021-12-06,GTFS00172,R0001071,BUS,359,271,58.32,34.61,128432,241134,0.471,7698.19,7485.27,5781.24,6426866.47,12.11,38,73.53,10.13,4538
2021-12-07,GTFS00173,R0001072,BUS,899,829,74.93,6.65,223952,199265,1.455,823.46,2596.59,723.22,5144805.1,4.35,66,79.97,6.63,3887
2021-12-08,GTFS00174,R0001073,BUS,991,810,84.33,35.77,169260,55556,1.008,16928.33,13947.8,16791.76,2743961.8,14.79,304,90.05,1.33,2160
2021-12-09,GTFS00175,R0001074,BUS,185,141,79.02,37.68,118346,53633,1.19,14613.71,2629.45,9831.61,106583.48,17.44,36,81.72,9.53,643
2021-12-10,GTFS00176,R0001075,TRAM,250,229,95.81,9.18,213449,132506,0.499,18007.1,6101.99,16237.55,2337861.49,8.42,325,76.56,6.74,380
2021-12-11,GTFS00177,R0001076,CABLE,969,791,90.97,38.79,222614,117269,0.484,11110.64,10512.67,10804.67,653977.71,6.97,255,98.36,17.71,1985
2021-12-12,GTFS00178,R0001077,BUS,681,520,55.13,16.78,23396,27518,1.186,4165.78,2472.33,3050.43,4352358.94,6.68,170,89.03,8.24,6447
2021-12-13,GTFS00179,R0001078,SUBWAY,424,347,88.48,33.51,167431,71812,0.821,13365.92,15647.23,12625.64,5168821.92,16.15,187,93.11,12.09,3654
2021-12-14,GTFS00180,R0001079,FERRY,831,624,66.97,29.36,99101,176413,1.171,13720.33,3018.87,12750.41,2884223.33,5.87,256,71.39,3.14,2307
2021-12-15,GTFS00001,R0001080,BUS,893,893,84.25,6.04,129158,3196,0.91,13405.67,2856.86,11049.9,1549702.71,11.11,387,87.21,9.66,4834
2021-12-16,GTFS00002,R0001081,RAIL,332,306,57.91,35.41,247103,247589,1.292,19248.48,5734.2,12471.77,1047275.48,6.56,408,83.74,11.31,2716
2021-12-17,GTFS00003,R0001082,BUS,471,388,56.5,31.77,102832,14319,1.291,11375.68,8500.74,9724.3,6877082.34,5.38,239,91.66,16.91,3688
2021-12-18,GTFS00004,R0001083,BUS,205,199,69.91,32.02,8828,53679,1.628,15578.71,17942.87,12157.41,6543579.97,5.35,147,93.62,11.64,4411
2021-12-19,GTFS00005,R0001084,BUS,868,849,94.59,37.37,229776,223722,0.4,5354.57,9864.25,3899.73,5170785.94,8.91,392,94.66,3.23,5430
2021-12-20,GTFS00006,R0001085,FERRY,1364,1217,81.71,6.47,139039,202634,1.467,6075.13,15623.85,4322.98,1316268.24,6.21,175,78.89,13.98,4841
2021-12-21,GTFS00007,R0001086,RAIL,300,226,61.82,31.95,169656,244215,0.329,7572.88,1420.54,7200.69,2519602.62,5.93,336,91.42,16.7,4510
2021-12-22,GTFS00008,R0001087,RAIL,406,406,61.77,39.18,144323,154979,1.597,12203.77,16277.88,10589.28,6599336.1,9.42,326,98.16,7.25,2558
2021-12-23,GTFS00009,R0001088,BUS,688,573,61.18,9.82,90253,242482,1.308,8333.08,9581.04,5001.0,5018348.89,9.89,184,91.35,11.12,5378
2021-12-24,GTFS00010,R0001089,GONDOLA,307,245,56.31,6.73,142789,159017,1.607,10868.98,3343.36,9542.9,4014830.07,17.72,113,89.19,9.77,6059
2021-12-25,GTFS00011,R0001090,BUS,1245,1186,82.19,33.79,15672,33310,0.676,14065.28,8460.01,8739.85,4591255.39,5.56,232,87.66,12.0,1769
2021-12-26,GTFS00012,R0001091,GONDOLA,223,185,59.96,10.93,230436,134060,0.345,1439.86,13999.11,1020.19,175499.64,5.86,306,70.34,1.43,6043
2021-12-27,GTFS00013,R0001092,BUS,510,436,81.35,15.38,213891,50854,0.362,4289.26,13151.3,3083.91,982043.99,17.84,294,79.07,17.01,129
2021-12-28,GTFS00014,R0001093,FERRY,1243,973,91.85,10.64,103389,143786,1.385,20113.67,2516.69,19053.84,23739.54,1.51,462,76.35,8.53,3603
2021-12-29,GTFS00015,R0001094,BUS,624,485,62.34,10.13,123318,88366,1.38,17109.55,17107.92,11061.78,1441032.33,5.48,70,98.47,7.1,6378
2021-12-30,GTFS00016,R0001095,BUS,306,307,65.7,13.71,198643,83351,1.769,4939.21,3772.43,3244.83,5441270.37,0.7,10,95.96,16.71,3344
2021-12-31,GTFS00017,R0001096,RAIL,1074,961,85.93,38.84,167856,174582,1.556,21924.14,3662.24,18155.41,1557363.35,13.27,133,81.58,2.22,4323
2022-01-01,GTFS00018,R0001097,BUS,1108,920,86.81,35.06,179483,52174,0.959,17222.83,3547.51,10927.99,522949.81,10.31,279,93.26,6.61,3981
2022-01-02,GTFS00019,R0001098,BUS,280,261,71.6,26.66,31566,29230,0.277,3568.09,12878.93,2860.27,2375035.45,1.33,78,83.73,13.08,5384
2022-01-03,GTFS00020,R0001099,BUS,579,494,56.86,27.36,205175,72505,0.404,7728.21,5253.26,5295.45,4970668.53,4.57,215,75.02,5.8,1446
2022-01-04,GTFS00021,R0001100,BUS,321,260,66.38,29.22,195531,247125,1.491,500.23,13592.99,355.02,3365694.45,10.43,196,71.77,16.13,5241
2022-01-05,GTFS00022,R0001101,BUS,70,57,66.07,7.9,162729,187811,1.599,5449.66,13278.14,4065.52,736688.84,9.39,381,97.68,17.39,1459
2022-01-06,GTFS00023,R0001102,BUS,1334,1187,72.17,17.89,214540,82402,0.533,12573.88,12186.98,11453.8,5647404.84,10.7,55,88.08,11.61,0
2022-01-07,GTFS00024,R0001103,SUBWAY,673,534,80.47,19.87,248040,223268,1.473,5625.6,17044.13,3780.38,4611767.23,14.38,32,97.51,3.48,1811
2022-01-08,GTFS00025,R0001104,BUS,743,653,70.2,9.73,246435,98558,0.457,19687.11,2590.7,12615.11,2073183.75,10.27,461,77.06,16.23,93
2022-01-09,GTFS00026,R0001105,RAIL,868,753,63.91,13.46,41835,124015,0.683,19074.67,8795.27,13224.83,7063518.18,2.83,45,92.93,11.13,835
2022-01-10,GTFS00027,R0001106,BUS,728,603,98.03,17.81,157405,6994,0.496,6130.8,17113.9,4275.22,1925116.77,10.44,27,84.49,13.32,2927
2022-01-11,GTFS00028,R0001107,RAIL,1392,1206,58.54,14.61,76554,61981,1.276,19361.89,4178.94,19076.82,4557678.72,2.46,261,74.91,7.86,1684
2022-01-12,GTFS00029,R0001108,RAIL,186,148,72.81,37.99,194895,203696,0.417,18566.63,9278.24,17531.87,1155273.88,1.99,238,93.01,1.27,5280
2022-01-13,GTFS00030,R0001109,BUS,1493,1336,84.49,37.5,6235,54370,0.395,15964.59,9244.02,13924.68,7097756.79,10.16,96,85.75,12.37,2450
2022-01-14,GTFS00031,R0001110,BUS,43,36,78.55,38.89,117264,177711,0.902,15964.61,16147.46,11991.27,1208595.46,15.61,65,88.38,6.26,2844
2022-01-15,GTFS00032,R0001111,SUBWAY,835,798,83.17,34.88,142925,81325,0.99,15887.53,8658.41,15079.25,6523345.8,0.19,333,82.23,15.04,390
2022-01-16,GTFS00033,R0001112,SUBWAY,608,459,87.34,29.28,150073,49417,0.642,16901.34,5774.68,15771.99,5803914.19,9.96,183,85.43,7.42,800
2022-01-17,GTFS00034,R0001113,RAIL,1313,1245,73.64,34.0,242182,188107,1.11,18667.55,6521.57,14680.54,712829.53,2.06,213,99.45,12.27,6270
2022-01-18,GTFS00035,R0001114,RAIL,1143,976,62.12,19.63,21510,54668,0.484,15943.59,7746.93,12095.23,1600535.3,13.05,351,97.73,17.27,3377
2022-01-19,GTFS00036,R0001115,BUS,1453,1313,96.78,22.21,37029,64869,0.384,21479.34,2301.0,14737.04,297146.41,15.33,377,77.53,12.39,3013
2022-01-20,GTFS00037,R0001116,BUS,1346,1155,94.67,31.88,1647,187493,0.307,957.96,1292.25,675.42,1598432.77,9.61,135,76.78,12.39,4016
2022-01-21,GTFS00038,R0001117,SUBWAY,792,744,62.5,38.3,77380,70314,0.263,4224.44,7139.9,2764.59,6128567.34,5.8,459,81.26,7.79,2524
2022-01-22,GTFS00039,R0001118,SUBWAY,796,707,78.02,35.77,240702,161861,1.714,11315.01,13644.35,10795.74,6229897.46,14.62,35,84.26,2.84,3281
2022-01-23,GTFS00040,R0001119,BUS,76,62,65.17,5.52,178316,117403,0.322,8544.77,4972.48,6620.79,3529933.87,9.69,323,80.89,3.96,6369
2022-01-24,GTFS00041,R0001120,BUS,1141,1007,98.65,7.23,187864,143698,0.225,16800.21,5359.38,13317.33,1883668.65,13.2,144,72.98,12.13,1706
2022-01-25,GTFS00042,R0001121,SUBWAY,100,81,79.23,20.22,142245,103581,1.022,16049.39,5084.76,14474.82,1851752.23,5.0,267,94.51,12.66,3086
2022-01-26,GTFS00043,R0001122,BUS,524,410,73.62,8.88,45247,34089,1.383,18522.99,2002.12,13329.22,4420138.22,3.98,203,89.74,7.44,723
2022-01-27,GTFS00044,R0001123,BUS,919,895,68.02,25.4,12476,70861,0.898,11133.06,11804.75,9887.96,5699969.95,14.39,186,73.75,11.08,4731
2022-01-28,GTFS00045,R0001124,SUBWAY,687,553,82.66,6.31,69029,80834,0.343,4525.93,13289.7,3863.02,4852555.4,4.57,119,94.4,0.24,1021
2022-01-29,GTFS00046,R0001125,BUS,1035,957,89.52,13.16,212403,174608,1.119,9306.32,2580.33,7024.53,3354478.82,1.61,291,93.44,16.71,101
2022-01-30,GTFS00047,R0001126,BUS,1493,1127,92.01,15.14,10009,231845,0.986,1226.09,17824.52,815.52,2116528.58,6.09,98,72.31,13.68,3373
2022-01-31,GTFS00048,R0001127,BUS,670,593,95.61,35.32,209026,179733,0.441,16260.21,11219.32,12414.12,3487973.72,11.62,299,98.37,4.53,2064
2022-02-01,GTFS00049,R0001128,RAIL,1302,1150,62.02,8.56,42255,101262,0.428,12246.92,8025.37,11848.83,4532438.84,6.09,370,95.72,3.0,4113
2022-02-02,GTFS00050,R0001129,BUS,360,283,58.89,30.71,248217,21935,1.453,6272.71,7080.51,5105.64,3658670.18,12.2,419,79.22,1.33,2016
2022-02-03,GTFS00051,R0001130,TRAM,531,509,76.39,4.74,212247,105417,1.093,20704.17,49.22,18508.86,2214220.27,8.34,317,88.77,2.8,1146
2022-02-04,GTFS00052,R0001131,RAIL,861,829,82.69,17.51,73072,55779,1.456,11448.41,15728.55,10551.73,5756944.37,3.45,462,78.41,7.71,6456
2022-02-05,GTFS00053,R0001132,BUS,1438,1240,74.59,33.43,165388,18999,1.036,13171.69,12584.83,8874.03,5433528.21,6.05,31,78.62,5.43,4357
2022-02-06,GTFS00054,R0001133,BUS,1479,1111,97.4,21.56,128631,73478,1.293,1501.82,7965.33,1254.31,1454666.77,13.16,385,90.59,11.52,1146
2022-02-07,GTFS00055,R0001134,SUBWAY,776,671,66.29,34.49,44754,38817,0.263,10747.36,578.01,9376.07,3875247.86,5.65,210,77.24,16.99,2021
2022-02-08,GTFS00056,R0001135,BUS,801,760,80.18,9.41,110554,165404,0.841,18114.49,4231.12,13717.44,1824533.22,11.73,262,74.98,7.28,1882
2022-02-09,GTFS00057,R0001136,BUS,876,802,69.41,18.5,232105,62471,0.645,12949.12,1251.91,8970.3,2690639.61,9.41,449,96.38,9.49,4177
2022-02-10,GTFS00058,R0001137,SUBWAY,1048,1046,63.4,18.37,145188,140418,0.522,9401.49,7104.18,7449.24,3863204.56,11.0,47,89.3,4.24,422
2022-02-11,GTFS00059,R0001138,RAIL,136,126,73.24,31.11,13332,106101,0.891,6041.72,463.3,5065.76,4938344.85,8.94,405,75.3,12.67,5165
2022-02-12,GTFS00060,R0001139,BUS,449,414,56.31,17.98,203942,85410,1.302,20398.62,4825.66,13198.83,262234.17,9.58,397,96.96,5.56,4135
2022-02-13,GTFS00061,R0001140,SUBWAY,1156,946,56.18,15.17,243743,116074,1.369,2922.3,17031.67,2338.5,6397028.44,7.17,67,96.27,6.34,4089
2022-02-14,GTFS00062,R0001141,RAIL,1458,1123,65.43,8.98,14328,216535,0.229,11010.27,2599.15,9326.38,4029923.55,7.87,268,99.45,7.19,2484
2022-02-15,GTFS00063,R0001142,BUS,716,647,72.78,9.43,30130,37471,1.712,1854.63,9065.05,1177.2,2011055.86,3.43,319,96.68,5.21,3860
2022-02-16,GTFS00064,R0001143,RAIL,884,897,85.41,31.09,213464,5945,0.372,21306.63,3815.16,17377.3,6145030.91,14.31,107,99.32,11.54,2973
2022-02-17,GTFS00065,R0001144,BUS,1337,1095,56.61,19.78,150755,123702,1.495,15623.32,10653.52,11598.44,4832606.72,2.27,455,71.45,8.39,5083
2022-02-18,GTFS00066,R0001145,BUS,1466,1125,57.29,25.27,234714,230758,0.537,5208.4,4831.0,3666.9,4567044.16,4.97,447,99.18,15.32,4239
2022-02-19,GTFS00067,R0001146,BUS,231,209,98.57,39.43,180986,108045,0.49,11654.11,6442.6,9163.87,7119294.39,16.57,265,79.29,3.54,2695
2022-02-20,GTFS00068,R0001147,BUS,1089,1012,92.02,28.6,33261,117912,1.215,8929.91,10644.38,7826.27,4341000.7,5.66,37,92.2,14.37,2981
2022-02-21,GTFS00069,R0001148,BUS,155,131,68.07,26.5,145642,17052,1.37,8974.93,1683.85,6722.83,6476322.45,16.25,395,79.69,4.03,3587
2022-02-22,GTFS00070,R0001149,SUBWAY,357,363,85.75,33.38,168236,82231,0.383,19749.8,15561.1,12183.15,6176440.88,2.79,399,84.42,16.08,816
2022-02-23,GTFS00071,R0001150,BUS,915,830,96.13,11.49,81264,105518,1.652,14532.75,13430.8,13458.69,1425209.89,1.9,412,79.83,7.53,6218
2022-02-24,GTFS00072,R0001151,BUS,255,215,87.99,31.95,232545,170624,1.728,7546.5,5085.76,7140.98,7246705.91,6.98,330,84.23,7.74,1452
2022-02-25,GTFS00073,R0001152,BUS,1069,1015,70.95,10.78,201920,29724,0.515,14807.23,4160.09,13741.14,222999.77,16.18,399,72.12,12.69,3071
2022-02-26,GTFS00074,R0001153,RAIL,872,684,68.57,4.22,127554,110383,1.01,19692.62,11348.61,17924.15,1614183.2,12.07,284,87.58,15.47,2102
2022-02-27,GTFS00075,R0001154,BUS,622,611,58.97,20.65,165630,180258,0.874,7899.51,10550.38,7396.33,3155721.77,14.96,387,70.82,7.34,4919
2022-02-28,GTFS00076,R0001155,BUS,1127,864,96.24,15.95,50433,1250,0.186,21095.0,4450.2,15272.21,3242868.26,6.44,241,86.23,1.83,1283
2022-03-01,GTFS00077,R0001156,RAIL,1322,1203,88.19,14.16,17671,224825,1.631,21906.82,12934.14,13261.26,1885656.71,3.72,182,97.2,11.68,6425
2022-03-02,GTFS00078,R0001157,RAIL,1497,1491,57.66,28.71,155369,221512,0.221,14708.0,1059.95,14181.09,4362962.22,1.32,464,93.53,3.16,3991
2022-03-03,GTFS00079,R0001158,TRAM,504,512,64.43,17.71,79171,96145,0.587,9043.75,9144.53,8151.11,3369701.84,2.46,155,85.71,4.71,3526
2022-03-04,GTFS00080,R0001159,BUS,1350,1307,73.91,20.72,167499,2316,1.033,13711.53,17432.19,13331.58,5173307.42,9.65,77,96.67,4.99,1225
2022-03-05,GTFS00081,R0001160,RAIL,1331,1326,57.11,26.3,58617,143064,1.721,7975.55,8310.31,6046.15,2411505.13,9.57,164,92.27,10.88,1869
2022-03-06,GTFS00082,R0001161,BUS,827,740,84.12,15.04,76608,229152,1.393,12722.3,13426.66,8539.46,4476360.24,13.78,207,82.56,17.51,3092
2022-03-07,GTFS00083,R0001162,BUS,571,539,86.0,13.03,146843,72708,1.013,10256.75,16981.69,9781.25,5716800.1,11.62,475,93.37,8.72,4213
2022-03-08,GTFS00084,R0001163,BUS,827,741,95.1,7.75,118835,122515,1.425,7134.71,15739.6,5793.63,7130411.22,12.84,381,94.56,15.55,5491
2022-03-09,GTFS00085,R0001164,RAIL,713,634,88.56,7.2,117338,80276,0.403,21445.15,13697.24,17372.51,3541665.07,1.59,328,91.87,9.15,1185
2022-03-10,GTFS00086,R0001165,TRAM,1469,1229,92.81,36.84,111023,181535,0.55,16821.98,7857.41,10190.71,4917209.0,14.91,243,85.15,12.19,4153
2022-03-11,GTFS00087,R0001166,BUS,1470,1182,61.91,24.89,232317,47336,1.709,3373.98,10291.95,3071.83,509288.38,6.49,269,84.87,5.79,2701
2022-03-12,GTFS00088,R0001167,RAIL,492,374,89.47,7.47,169719,239961,0.107,9484.56,8864.17,6193.14,3225512.15,14.52,92,98.12,13.47,2244
2022-03-13,GTFS00089,R0001168,BUS,285,269,70.62,13.0,145171,61354,1.614,20536.45,15952.0,13165.64,7256343.18,15.15,24,76.42,16.17,3392
2022-03-14,GTFS00090,R0001169,SUBWAY,946,716,79.88,23.18,161422,71436,0.73,7826.82,16005.69,5570.62,3047290.35,9.5,63,78.1,16.09,4862
2022-03-15,GTFS00091,R0001170,BUS,692,704,78.82,10.42,35386,37687,0.19,14867.6,366.82,10732.69,7263483.08,11.78,391,90.3,6.99,1707
2022-03-16,GTFS00092,R0001171,RAIL,1420,1425,80.64,25.93,778,145017,1.758,19630.5,2580.82,13274.21,3509491.02,16.67,342,77.17,0.84,3951
2022-03-17,GTFS00093,R0001172,RAIL,1066,1063,96.7,36.79,244426,187898,1.764,3801.25,3921.06,3013.46,3559526.06,3.93,264,84.15,7.19,914
2022-03-18,GTFS00094,R0001173,RAIL,1094,861,92.99,12.19,232769,94450,0.605,18157.63,2979.89,16640.16,3940269.31,1.19,17,94.01,12.32,3893
2022-03-19,GTFS00095,R0001174,GONDOLA,193,195,95.33,23.21,17380,246840,1.621,12124.85,16368.87,7357.32,741037.61,16.04,331,71.63,15.43,1710
2022-03-20,GTFS00096,R0001175,BUS,1331,1037,56.81,32.53,123821,3575,1.379,2253.83,4361.77,2246.87,4909153.92,14.68,367,90.99,7.05,4032
2022-03-21,GTFS00097,R0001176,RAIL,235,235,83.33,11.31,123329,58869,1.184,9880.82,6798.72,7178.81,2862970.25,15.46,110,81.92,6.46,1285
2022-03-22,GTFS00098,R0001177,BUS,1011,774,69.72,25.86,43689,88362,1.614,4786.52,10076.22,2930.72,6916244.95,14.44,279,100.0,8.77,519
2022-03-23,GTFS00099,R0001178,CABLE,93,93,83.12,10.0,176978,135519,0.626,15765.98,10557.56,10144.89,7175020.85,11.12,228,88.54,14.1,2088
2022-03-24,GTFS00100,R0001179,BUS,966,852,84.18,38.53,232056,11597,1.174,1575.73,6297.55,1109.37,6076059.55,16.07,292,77.21,15.79,3806
2022-03-25,GTFS00101,R0001180,RAIL,1154,1106,83.46,19.85,234573,168678,0.664,17073.22,13385.8,12666.06,7213562.7,3.73,476,99.54,14.81,1369
2022-03-26,GTFS00102,R0001181,BUS,311,257,94.64,8.35,108137,88,1.797,8840.62,17152.35,6631.26,6439996.21,2.55,168,76.69,15.59,1312
2022-03-27,GTFS00103,R0001182,SUBWAY,1137,876,75.99,38.25,161713,105693,0.247,14913.76,5842.7,11426.63,4989742.11,0.43,190,84.35,11.01,4690
2022-03-28,GTFS00104,R0001183,BUS,104,93,89.2,8.32,81327,194106,1.403,11998.05,4105.71,9785.59,7170581.4,3.75,0,99.39,13.55,5622
2022-03-29,GTFS00105,R0001184,RAIL,385,331,72.06,9.11,133662,101257,0.196,10031.94,16990.69,8888.27,4830364.39,0.77,379,70.71,14.14,3033
2022-03-30,GTFS00106,R0001185,BUS,533,433,62.38,17.49,63599,83392,0.46,4276.06,7945.37,4148.71,175655.37,14.87,153,87.81,1.57,6429
2022-03-31,GTFS00107,R0001186,BUS,886,846,95.77,20.94,90074,16538,0.204,9588.69,2068.01,8794.02,5761302.06,13.98,78,87.06,6.85,3490
2022-04-01,GTFS00108,R0001187,RAIL,1090,1020,70.55,32.66,62078,188985,0.327,9775.0,16496.06,7241.44,3430912.54,10.36,404,99.12,5.85,2539
2022-04-02,GTFS00109,R0001188,TRAM,684,527,79.76,33.25,224475,162311,1.384,1885.7,6017.55,1232.26,5426683.91,9.48,247,77.08,9.65,1340
2022-04-03,GTFS00110,R0001189,BUS,1292,1035,83.25,17.92,20580,216120,0.764,19389.24,6512.3,12606.77,351546.45,13.59,170,95.05,13.72,3543
2022-04-04,GTFS00111,R0001190,GONDOLA,1266,1037,57.19,5.4,233422,48825,1.677,21592.3,14915.06,18092.3,7378811.99,0.05,463,77.74,15.41,4650
2022-04-05,GTFS00112,R0001191,SUBWAY,558,449,59.47,23.04,136530,197177,1.183,20912.34,11951.11,17887.41,538691.17,16.49,132,75.21,1.3,1887
2022-04-06,GTFS00113,R0001192,BUS,342,317,60.01,8.87,76571,81658,0.537,9947.76,7124.59,7445.01,5004439.4,17.22,235,76.24,17.03,786
2022-04-07,GTFS00114,R0001193,BUS,178,174,88.09,27.82,135504,5742,0.706,2851.64,15775.31,2215.02,753562.96,15.96,460,80.04,10.74,1554
2022-04-08,GTFS00115,R0001194,BUS,708,544,71.22,8.86,21899,85601,0.767,1958.68,15512.7,1811.06,5485714.45,15.36,301,90.35,7.24,6388
2022-04-09,GTFS00116,R0001195,SUBWAY,985,994,88.64,5.8,191396,101391,0.231,3583.82,8001.01,2553.69,6011797.23,16.12,271,80.89,5.76,3512
2022-04-10,GTFS00117,R0001196,BUS,1003,906,58.61,15.51,128892,149563,0.786,590.59,12853.91,385.22,1451167.86,14.16,25,93.93,2.64,4603
2022-04-11,GTFS00118,R0001197,BUS,18,18,91.6,14.51,235702,165631,1.272,21869.14,1502.44,17705.36,1493799.86,3.16,176,95.81,5.21,5182
2022-04-12,GTFS00119,R0001198,BUS,646,549,98.78,26.63,140795,195699,0.804,14308.77,12209.71,12263.27,1820706.66,15.36,414,88.97,15.82,4655
2022-04-13,GTFS00120,R0001199,BUS,184,187,91.88,12.78,39203,6065,0.536,21235.24,12535.93,19297.2,6474081.96,14.53,121,79.57,2.49,33
2022-04-14,GTFS00121,R0001200,BUS,1160,1088,98.09,28.14,62516,209503,0.599,7703.67,12497.45,5624.45,3683540.51,8.28,73,83.76,16.39,632
2022-04-15,GTFS00122,R0001201,RAIL,439,442,66.67,22.43,152497,9321,0.535,2070.74,8304.82,1669.6,5746765.01,9.32,464,86.63,2.78,5001
2022-04-16,GTFS00123,R0001202,BUS,1009,937,61.61,9.55,24721,141280,1.06,11313.23,15428.51,9646.56,7064178.79,1.2,328,98.21,5.81,5471
2022-04-17,GTFS00124,R0001203,TRAM,1312,1318,93.49,34.62,106516,172885,0.739,11228.61,8452.79,7290.68,3318494.98,3.35,123,72.74,15.73,5864
2022-04-18,GTFS00125,R0001204,BUS,284,222,97.84,15.95,186714,150053,1.057,13426.73,1600.18,8888.82,3322649.44,15.65,22,93.66,7.69,2130
2022-04-19,GTFS00126,R0001205,BUS,515,427,99.15,18.72,26863,109412,1.245,5842.0,1477.09,3575.82,6179784.37,10.32,108,71.74,7.78,5865
2022-04-20,GTFS00127,R0001206,BUS,1076,1075,79.45,20.47,245755,158932,1.236,14556.34,15877.87,14160.31,1901030.33,1.06,185,75.51,12.43,2348
2022-04-21,GTFS00128,R0001207,SUBWAY,617,515,87.86,21.16,217968,139428,0.466,17988.58,16162.73,11936.66,5631231.93,12.06,129,70.63,8.04,5741
2022-04-22,GTFS00129,R0001208,SUBWAY,795,793,96.64,30.99,221701,79014,0.181,18688.82,10126.44,18177.52,7300062.49,17.66,383,72.66,4.35,5790
2022-04-23,GTFS00130,R0001209,RAIL,430,344,91.75,31.88,213140,205395,0.788,16392.76,15568.3,14364.55,2943425.28,17.19,79,78.17,17.91,4378
2022-04-24,GTFS00131,R0001210,BUS,675,675,64.31,21.55,15202,145472,1.764,19852.79,9499.57,15788.58,3459342.59,2.63,462,70.82,16.47,6184
2022-04-25,GTFS00132,R0001211,BUS,792,653,64.15,24.11,44823,226306,1.448,15779.1,47.36,11019.28,918474.46,8.31,29,92.75,13.17,539
2022-04-26,GTFS00133,R0001212,TRAM,678,593,98.43,19.69,124376,227629,0.712,18898.41,8749.46,17580.22,2578913.22,10.26,170,73.45,0.42,1263
2022-04-27,GTFS00134,R0001213,BUS,393,388,59.15,32.65,99484,118297,1.049,451.81,2906.32,336.18,3008257.87,3.44,52,72.16,4.39,2107
2022-04-28,GTFS00135,R0001214,BUS,691,585,75.56,7.21,151785,58118,1.15,546.53,7267.87,385.98,4515248.37,13.81,432,77.94,8.73,1564
2022-04-29,GTFS00136,R0001215,BUS,310,301,70.48,29.18,102437,243164,1.518,9619.85,15421.17,8148.94,4714000.57,7.05,2,77.94,5.8,6098
2022-04-30,GTFS00137,R0001216,SUBWAY,174,148,66.44,14.29,133565,63391,1.408,16059.2,4874.12,13968.65,7101594.99,5.19,164,80.63,11.86,5568
2022-05-01,GTFS00138,R0001217,SUBWAY,343,287,62.67,21.69,58445,114485,1.27,17213.23,1164.46,14714.63,5627570.45,9.01,13,70.37,1.31,3458
2022-05-02,GTFS00139,R0001218,RAIL,314,249,76.32,33.48,46030,193561,0.474,12997.35,3594.65,8103.5,3308970.95,10.93,174,96.94,5.34,3679
2022-05-03,GTFS00140,R0001219,BUS,233,198,77.51,21.89,90693,75876,0.228,17248.02,5919.27,13098.06,6610927.42,7.19,341,89.18,17.18,4582
2022-05-04,GTFS00141,R0001220,BUS,251,228,76.68,34.37,75195,20259,0.22,8444.78,17444.39,7565.76,3971319.85,15.14,278,87.37,15.85,2490
2022-05-05,GTFS00142,R0001221,TRAM,859,709,66.58,23.27,55254,27386,1.279,17421.39,3211.27,11494.97,2206689.25,8.48,315,93.61,9.19,5157
2022-05-06,GTFS00143,R0001222,RAIL,680,517,72.97,12.88,55067,28648,1.211,4183.61,11924.29,2726.62,2324664.82,7.84,436,84.81,7.22,1880
2022-05-07,GTFS00144,R0001223,BUS,511,427,76.89,35.38,52241,60152,0.721,3451.6,8546.3,3340.33,7296029.35,16.95,35,77.3,1.18,5238
2022-05-08,GTFS00145,R0001224,RAIL,578,490,84.89,23.34,92135,82355,1.631,4782.94,16177.55,4332.6,5397714.11,7.76,263,90.55,5.48,2271
2022-05-09,GTFS00146,R0001225,BUS,548,491,95.82,19.61,240424,201409,1.171,5334.14,12415.32,4027.9,6616979.45,14.35,15,85.29,17.13,5515
2022-05-10,GTFS00147,R0001226,BUS,1220,1155,65.86,36.78,2629,77225,1.404,19601.67,15679.36,18457.74,3252107.32,9.26,203,82.91,13.79,2976
2022-05-11,GTFS00148,R0001227,BUS,560,454,63.72,12.01,234983,64860,0.248,344.72,12464.75,330.23,2609708.47,11.45,187,80.09,1.68,3926
2022-05-12,GTFS00149,R0001228,TRAM,1387,1320,82.56,20.63,81243,5235,0.54,11070.32,7101.54,7223.86,1521640.69,2.23,56,85.58,15.94,2960
2022-05-13,GTFS00150,R0001229,BUS,1080,1045,60.28,39.9,10457,213460,0.551,21370.11,5440.16,17897.83,3065717.22,15.07,152,82.01,1.62,837
2022-05-14,GTFS00151,R0001230,SUBWAY,419,335,65.16,36.26,94337,208127,1.496,19099.82,15157.72,14160.96,710495.82,13.16,266,85.5,16.81,2241
2022-05-15,GTFS00152,R0001231,BUS,189,163,98.64,22.39,193812,109785,1.019,16758.83,5833.76,14636.8,5889844.35,16.38,107,84.56,2.22,2800
2022-05-16,GTFS00153,R0001232,RAIL,403,409,98.57,35.02,76761,120605,1.032,15102.14,2975.19,11362.79,2423460.18,15.78,475,71.39,0.5,2294
