qol_reg_reference_year,qol_reg_country_iso2,qol_reg_region_nuts_code,qol_reg_gdp_per_capita_pps,qol_reg_employment_rate_pct,qol_reg_r_and_d_intensity_pct_gdp,qol_reg_broadband_coverage_pct,qol_reg_accessibility_index,qol_reg_health_outcomes_index,qol_reg_education_attainment_index,qol_reg_poverty_rate_pct,qol_reg_income_inequality_gini,qol_reg_air_quality_index,qol_reg_green_space_access_pct,qol_reg_public_services_quality_score,qol_reg_institutional_quality_index,qol_reg_cohesion_funds_per_capita_eur,qol_reg_just_transition_exposure_index,qol_reg_data_source,qol_reg_data_extract_date
2025,FI,RO8,162.19,76.06,3.07,100.0,40.08,54.76,59.72,7.19,27.86,49.87,62.3,7.54,78.4,882.74,39.37,JRC_COMPOSITE,2025-08-04
2006,LV,FI431,77.76,62.52,0.63,74.32,37.5,72.82,82.3,16.66,25.08,71.18,47.21,6.51,33.59,1149.42,21.92,EUROSTAT_REGIO,2025-08-13
2007,RO,RO966,99.98,73.18,2.46,74.34,34.75,52.77,45.91,22.03,37.82,83.31,47.91,6.66,65.24,1280.42,38.32,NATIONAL_STAT_EXPORT,2024-09-07
2008,BG,DE933,124.99,61.43,0.51,79.74,55.17,71.15,67.34,13.22,31.06,66.7,49.07,6.7,50.13,347.79,54.64,COHESION_POLICY_DASHBOARD,2024-08-16
2009,FR,FR736,105.35,75.45,2.23,64.91,80.5,62.99,75.9,17.72,33.41,79.89,38.85,8.27,47.84,616.46,47.18,JRC_COMPOSITE,2025-07-21
2010,LT,HR336,98.57,66.73,0.38,66.05,83.02,48.34,77.5,12.27,30.11,86.16,58.08,5.23,68.08,436.75,43.24,EUROSTAT_REGIO,2024-11-01
2011,SK,SE73,105.69,63.88,1.9,65.86,86.62,86.2,67.2,11.86,25.83,74.95,58.98,8.29,70.24,706.54,23.38,NATIONAL_STAT_EXPORT,2025-09-16
2012,HR,DE8,89.31,61.49,1.13,68.44,45.83,75.31,38.95,29.17,37.47,55.2,27.08,6.77,80.94,1297.9,23.57,COHESION_POLICY_DASHBOARD,2024-12-28
2013,DE,SI8,112.89,83.2,1.77,79.32,71.98,66.75,66.82,9.61,24.13,41.43,46.54,5.97,67.54,873.01,24.73,JRC_COMPOSITE,2025-10-14
2014,LU,HR666,205.95,68.03,0.76,89.6,52.16,91.0,45.87,12.16,33.2,51.6,47.24,7.86,43.69,824.5,24.57,EUROSTAT_REGIO,2024-03-06
2015,SI,HR642,73.87,65.53,1.24,80.87,93.02,68.34,80.55,11.11,34.86,49.58,47.96,8.07,76.81,180.32,22.46,NATIONAL_STAT_EXPORT,2024-08-24
2016,CY,HU80,101.69,59.13,1.67,90.13,89.44,60.31,41.33,16.71,36.1,75.55,65.04,4.83,45.8,223.47,7.64,COHESION_POLICY_DASHBOARD,2025-07-02
2017,GR,EE245,114.26,69.7,2.01,91.63,59.68,65.9,90.54,19.05,32.88,46.06,38.75,7.74,38.59,539.81,10.51,JRC_COMPOSITE,2026-01-05
2018,MT,RO605,92.88,62.75,1.42,67.62,53.27,68.91,44.29,15.42,25.28,44.3,83.31,7.99,48.24,935.14,51.8,EUROSTAT_REGIO,2024-09-19
2019,ES,EE701,92.08,59.52,1.07,67.67,78.02,57.49,49.25,15.14,28.92,62.66,53.07,7.23,59.72,1186.11,12.01,NATIONAL_STAT_EXPORT,2024-06-30
2020,CZ,HU3,149.57,58.25,2.28,72.07,77.47,81.54,89.42,28.57,32.31,82.81,45.41,7.55,54.8,2104.38,26.7,COHESION_POLICY_DASHBOARD,2024-09-25
2021,HU,MT17,106.61,58.65,1.01,79.97,75.78,76.39,75.4,16.03,31.84,34.27,57.51,6.07,80.23,714.87,27.09,JRC_COMPOSITE,2025-04-10
2022,NL,HU5,175.94,70.92,3.82,74.34,78.49,66.02,76.83,8.82,34.77,77.77,83.04,5.68,62.2,291.86,24.83,EUROSTAT_REGIO,2025-12-19
2023,SE,BG54,230.0,65.49,3.38,73.88,64.24,60.2,90.13,20.22,22.09,61.56,47.56,5.89,94.72,337.44,37.63,NATIONAL_STAT_EXPORT,2024-09-07
2024,DK,EE41,151.33,67.96,3.91,100.0,95.98,47.86,93.13,16.34,28.39,62.92,44.55,7.05,85.24,127.41,10.87,COHESION_POLICY_DASHBOARD,2025-12-22
2025,IE,RO20,115.93,77.89,2.17,100.0,76.14,86.97,85.33,15.05,34.64,54.17,49.63,7.6,77.23,410.07,14.18,JRC_COMPOSITE,2024-11-01
2006,PL,DE390,73.59,64.58,0.67,69.53,47.78,76.65,54.1,31.41,38.39,54.77,48.1,5.32,60.0,2177.87,61.77,EUROSTAT_REGIO,2024-11-11
2007,AT,SE9,167.22,69.77,2.25,67.27,45.49,51.98,43.72,7.89,25.84,67.04,71.98,7.96,55.98,1044.16,33.78,NATIONAL_STAT_EXPORT,2026-02-17
2008,EE,IE909,66.0,73.59,0.99,68.11,43.03,70.04,61.47,11.33,29.64,78.75,64.05,6.18,63.04,1455.71,17.81,COHESION_POLICY_DASHBOARD,2024-10-30
2009,IT,EE4,121.19,73.55,0.28,84.08,37.77,72.35,40.11,16.15,35.85,62.92,80.44,5.36,65.95,1809.7,24.06,JRC_COMPOSITE,2024-03-25
2010,PT,CZ782,98.98,55.97,1.65,67.92,84.68,51.54,59.97,17.29,35.1,44.16,64.55,7.74,44.18,204.0,24.26,EUROSTAT_REGIO,2024-12-19
2011,BE,BG24,158.82,69.91,1.65,88.19,57.26,71.04,47.75,12.51,27.85,85.92,29.98,8.05,84.45,294.72,30.74,NATIONAL_STAT_EXPORT,2024-12-20
2012,FI,PL2,180.22,63.98,2.26,76.77,91.42,94.2,95.6,18.71,28.44,40.58,62.34,7.36,58.38,953.07,46.68,COHESION_POLICY_DASHBOARD,2024-04-24
2013,LV,FI96,136.3,66.63,1.65,79.15,53.53,52.09,43.81,14.86,33.23,41.84,39.71,7.76,71.8,1572.84,44.84,JRC_COMPOSITE,2025-04-05
2014,RO,HR548,99.91,59.11,1.86,79.68,43.03,53.77,63.56,25.52,30.88,47.79,54.65,8.1,73.43,1580.37,35.79,EUROSTAT_REGIO,2025-10-19
2015,BG,SI317,143.61,65.55,1.05,75.53,51.34,77.36,50.94,24.64,38.44,83.49,70.78,7.62,81.81,203.79,5.54,NATIONAL_STAT_EXPORT,2025-04-09
2016,FR,SK232,174.54,68.28,2.25,85.27,38.91,93.49,81.09,21.72,33.24,50.69,70.74,7.55,32.81,855.05,40.2,COHESION_POLICY_DASHBOARD,2024-11-27
2017,LT,AT535,91.18,59.48,1.67,85.99,65.86,60.46,81.1,18.6,33.88,75.78,43.48,8.16,78.03,1267.27,12.58,JRC_COMPOSITE,2024-03-27
2018,SK,IE175,99.82,73.0,2.4,70.3,65.16,67.84,65.7,12.04,26.88,61.46,61.74,8.32,61.73,2134.88,11.83,EUROSTAT_REGIO,2025-08-08
2019,HR,ES6,104.82,57.87,2.5,75.61,38.58,67.76,89.42,30.2,30.76,50.04,70.7,8.03,71.12,974.29,7.47,NATIONAL_STAT_EXPORT,2024-02-21
2020,DE,CY300,146.58,83.1,0.7,74.59,74.88,50.42,69.26,8.22,24.24,39.69,32.87,6.3,69.21,871.47,32.95,COHESION_POLICY_DASHBOARD,2024-09-15
2021,LU,HU1,140.07,63.34,1.91,86.5,53.3,50.75,73.8,20.83,27.69,67.32,27.48,6.64,40.57,933.72,38.44,JRC_COMPOSITE,2024-05-21
2022,SI,GR9,111.26,68.74,0.91,94.34,36.69,80.0,60.26,9.9,33.93,73.3,33.06,6.51,77.96,643.6,40.06,EUROSTAT_REGIO,2024-02-25
2023,CY,LV4,137.17,63.78,2.65,67.71,84.48,61.34,67.94,25.44,37.91,53.67,54.16,7.28,82.1,1389.56,26.0,NATIONAL_STAT_EXPORT,2024-04-25
2024,GR,LU8,67.56,58.04,1.07,68.98,56.29,81.13,40.74,29.08,28.32,83.29,27.39,7.79,34.41,280.76,19.08,COHESION_POLICY_DASHBOARD,2024-01-09
2025,MT,BE7,151.0,71.36,2.05,86.78,41.42,71.68,45.52,13.97,38.28,55.57,55.32,7.79,48.19,303.04,14.85,JRC_COMPOSITE,2024-03-24
2006,ES,LT7,119.44,62.4,1.89,74.5,58.87,55.65,49.79,25.87,29.77,87.23,31.08,7.94,69.54,411.65,10.63,EUROSTAT_REGIO,2025-07-25
2007,CZ,DE63,102.08,57.22,1.04,64.89,37.39,72.84,40.49,25.55,34.52,69.45,54.05,6.65,79.03,304.72,43.89,NATIONAL_STAT_EXPORT,2024-01-05
2008,HU,HR75,145.6,66.91,1.15,78.14,77.69,57.49,50.51,28.23,32.34,45.94,54.38,4.65,68.49,1053.03,31.32,COHESION_POLICY_DASHBOARD,2025-07-16
2009,NL,DE5,105.1,67.13,1.42,65.35,33.84,73.6,41.81,9.53,25.06,49.84,74.5,8.57,97.87,657.31,15.24,JRC_COMPOSITE,2026-01-09
2010,SE,RO699,110.08,84.73,2.58,82.99,64.11,55.0,59.72,16.19,21.95,84.07,72.41,6.93,70.75,427.15,39.12,EUROSTAT_REGIO,2024-11-05
2011,DK,BE106,168.2,76.83,2.39,92.47,63.19,54.67,86.96,8.9,26.68,86.36,80.86,5.93,65.72,693.44,35.4,NATIONAL_STAT_EXPORT,2024-03-21
2012,IE,CY80,202.62,70.84,1.34,90.3,50.92,74.09,47.28,15.74,35.16,37.81,33.95,7.02,39.75,325.25,17.95,COHESION_POLICY_DASHBOARD,2024-12-04
2013,PL,AT5,148.67,60.92,2.47,76.15,71.49,56.44,66.77,13.05,26.62,47.88,47.5,7.32,82.02,92.42,40.18,JRC_COMPOSITE,2025-03-31
2014,AT,HU483,151.52,85.93,0.49,69.79,41.6,81.4,66.46,16.04,34.45,67.49,50.63,8.19,39.02,384.27,43.46,EUROSTAT_REGIO,2024-04-21
2015,EE,SE14,143.05,61.04,1.9,74.21,71.95,58.65,47.97,15.63,35.62,83.3,82.61,6.3,36.32,1590.67,9.0,NATIONAL_STAT_EXPORT,2024-03-28
2016,IT,PT7,109.35,59.26,2.1,82.76,76.25,55.71,59.98,15.44,30.99,68.46,51.63,6.54,41.02,1493.91,31.95,COHESION_POLICY_DASHBOARD,2024-07-13
2017,PT,HR480,87.53,67.41,1.54,86.99,46.27,82.52,79.74,11.73,31.85,36.41,68.23,5.42,72.68,869.01,4.61,JRC_COMPOSITE,2024-03-31
2018,BE,IE964,122.76,70.26,1.26,80.0,45.17,76.17,76.44,17.24,33.3,50.0,36.96,7.75,36.86,279.43,26.21,EUROSTAT_REGIO,2026-02-17
2019,FI,NL82,210.97,75.38,1.93,77.74,61.09,59.2,74.94,14.27,22.32,75.4,37.28,7.6,74.72,538.75,24.94,NATIONAL_STAT_EXPORT,2025-03-30
2020,LV,IE4,99.31,60.63,2.42,76.83,64.58,80.13,65.55,20.67,30.88,42.16,35.06,7.85,53.71,547.43,9.37,COHESION_POLICY_DASHBOARD,2024-01-22
2021,RO,PT53,146.42,64.01,0.61,97.34,77.23,61.64,67.3,13.12,28.28,55.14,49.94,4.77,38.09,1224.06,81.62,JRC_COMPOSITE,2026-02-11
2022,BG,LU771,183.19,68.92,2.1,91.53,86.33,52.29,47.7,11.36,32.64,58.98,30.86,6.18,40.53,1167.01,59.33,EUROSTAT_REGIO,2026-01-18
2023,FR,LU993,176.62,79.72,1.02,72.25,43.73,50.35,67.66,14.95,37.55,55.81,54.22,7.95,46.88,666.06,7.01,NATIONAL_STAT_EXPORT,2025-03-30
2024,LT,SE398,115.39,75.63,2.64,81.91,46.96,76.81,45.89,27.51,29.82,41.0,61.26,6.71,48.58,960.07,13.64,COHESION_POLICY_DASHBOARD,2024-08-12
2025,SK,SI76,161.87,65.94,1.61,90.06,50.26,52.2,39.95,17.98,27.09,64.62,41.09,7.09,60.38,510.17,61.7,JRC_COMPOSITE,2025-09-18
2006,HR,IE2,94.36,66.97,0.9,68.03,41.14,58.21,64.73,22.7,30.63,82.99,90.77,5.33,63.42,511.38,52.23,EUROSTAT_REGIO,2025-11-15
2007,DE,EE13,73.49,80.92,2.28,71.91,61.11,65.62,56.4,9.66,32.53,42.1,23.99,8.17,76.77,167.2,46.22,NATIONAL_STAT_EXPORT,2025-03-09
2008,LU,FR89,79.47,83.64,2.52,71.34,49.69,86.55,69.68,15.05,35.97,46.71,76.33,7.55,59.25,483.92,16.29,COHESION_POLICY_DASHBOARD,2025-12-12
2009,SI,DE9,142.13,62.08,0.61,82.65,51.98,60.74,85.79,12.6,25.32,67.31,45.74,8.41,46.05,906.72,51.01,JRC_COMPOSITE,2025-07-04
2010,CY,LV96,135.02,73.56,0.42,76.16,78.35,51.84,50.82,19.1,26.58,71.64,74.24,4.7,34.96,2170.29,40.86,EUROSTAT_REGIO,2024-03-17
2011,GR,PL334,116.76,67.41,2.44,59.8,60.33,56.16,57.66,19.54,32.62,35.41,40.03,7.64,48.53,852.67,37.26,NATIONAL_STAT_EXPORT,2024-09-19
2012,MT,EE9,78.86,73.53,0.6,75.91,51.9,65.68,46.92,17.93,35.63,84.73,57.41,6.73,80.15,489.57,31.06,COHESION_POLICY_DASHBOARD,2024-10-20
2013,ES,BE804,150.14,68.9,1.36,80.46,62.29,70.38,59.34,23.19,29.79,83.45,77.48,5.33,51.28,224.72,31.41,JRC_COMPOSITE,2025-08-01
2014,CZ,BG296,162.59,73.48,0.77,70.3,57.12,50.32,50.59,29.21,35.45,46.94,54.55,6.74,68.15,1798.47,61.58,EUROSTAT_REGIO,2025-07-16
2015,HU,CY239,125.98,70.43,1.38,61.15,68.5,63.32,40.69,30.59,29.42,43.11,29.11,5.08,46.91,379.85,52.57,NATIONAL_STAT_EXPORT,2025-07-09
2016,NL,ES66,182.26,84.92,3.25,79.1,85.27,64.38,94.38,15.31,33.13,42.56,73.26,5.85,51.02,553.02,44.52,COHESION_POLICY_DASHBOARD,2026-02-21
2017,SE,MT8,139.56,72.21,3.73,91.32,43.38,66.31,95.04,10.84,29.05,63.83,35.74,8.5,45.04,779.65,25.75,JRC_COMPOSITE,2024-07-27
2018,DK,AT29,91.53,74.58,0.67,77.04,87.38,89.63,67.72,18.44,34.95,43.26,51.23,5.04,63.04,465.06,54.5,EUROSTAT_REGIO,2024-03-14
2019,IE,LV540,111.08,75.02,1.5,97.95,83.85,74.66,85.25,18.71,36.98,43.46,27.73,7.9,59.46,379.68,48.99,NATIONAL_STAT_EXPORT,2024-11-21
2020,PL,LU6,63.39,69.84,1.34,74.7,63.12,52.34,45.01,13.85,37.79,67.52,59.99,6.17,71.65,601.39,68.35,COHESION_POLICY_DASHBOARD,2024-06-01
2021,AT,LV636,210.41,82.75,2.67,100.0,57.74,88.29,59.53,20.87,36.79,85.34,54.22,5.53,54.71,294.59,8.83,JRC_COMPOSITE,2025-07-17
2022,EE,BG62,106.51,67.83,0.52,89.44,38.95,65.15,55.67,28.07,28.14,84.71,40.95,5.59,61.61,1321.31,21.86,EUROSTAT_REGIO,2024-10-10
2023,IT,SK7,63.57,60.68,2.41,76.53,33.6,72.81,87.53,20.13,38.55,37.85,33.75,7.7,41.85,1164.63,63.01,NATIONAL_STAT_EXPORT,2024-04-16
2024,PT,EE185,133.98,72.85,1.07,83.22,83.42,53.82,61.59,31.62,38.35,41.31,25.8,5.9,57.48,1392.95,9.86,COHESION_POLICY_DASHBOARD,2024-12-14
2025,BE,PL329,98.14,77.11,2.64,87.77,42.04,57.66,87.09,17.69,32.27,47.04,47.7,7.07,54.84,142.33,27.91,JRC_COMPOSITE,2025-09-22
2006,FI,SE651,129.24,67.73,3.84,94.74,53.96,54.15,64.99,11.65,22.73,53.61,84.22,6.87,79.92,488.51,24.0,EUROSTAT_REGIO,2024-01-16
2007,LV,IE41,119.02,58.89,1.29,61.49,83.06,47.17,54.6,22.58,35.01,77.63,68.67,5.38,37.15,1185.4,42.78,NATIONAL_STAT_EXPORT,2024-06-15
2008,RO,GR651,106.43,70.5,1.88,75.95,75.43,80.64,45.2,25.97,25.39,57.07,53.94,7.45,45.42,1505.22,30.72,COHESION_POLICY_DASHBOARD,2025-09-07
2009,BG,AT638,101.8,64.38,2.58,71.76,71.04,49.67,71.54,26.59,27.24,86.92,61.38,6.6,82.87,1646.81,9.7,JRC_COMPOSITE,2025-02-25
2010,FR,CZ11,146.8,84.71,1.43,72.68,57.06,49.1,75.78,19.86,37.37,80.28,48.33,7.91,33.99,1074.34,37.91,EUROSTAT_REGIO,2025-05-18
2011,LT,PT383,68.75,64.71,1.62,57.4,38.48,64.37,61.45,17.27,33.91,36.44,58.93,6.76,76.25,143.17,11.78,NATIONAL_STAT_EXPORT,2025-01-03
2012,SK,LT246,154.14,72.4,1.44,66.56,54.26,79.34,64.63,26.25,27.55,72.7,56.04,7.22,56.22,1256.98,39.35,COHESION_POLICY_DASHBOARD,2025-08-24
2013,HR,IE11,108.39,60.89,1.11,64.68,41.26,75.9,73.21,24.17,24.16,46.49,54.94,4.99,63.82,1736.09,6.37,JRC_COMPOSITE,2024-10-07
2014,DE,LT3,95.27,84.19,4.26,67.12,96.45,85.87,94.74,21.38,25.76,38.03,76.43,8.15,54.92,72.4,31.27,EUROSTAT_REGIO,2025-07-16
2015,LU,BE627,164.09,63.57,0.63,77.21,50.11,76.74,62.2,17.59,34.35,60.72,31.17,8.37,42.97,83.47,48.85,NATIONAL_STAT_EXPORT,2024-03-13
2016,SI,IT855,145.32,67.26,1.82,75.94,49.91,65.21,77.14,30.16,37.57,45.59,61.76,5.1,44.64,126.18,29.68,COHESION_POLICY_DASHBOARD,2024-11-03
2017,CY,FR77,155.54,74.17,0.87,95.57,50.82,70.81,52.71,12.24,31.35,56.28,33.44,5.88,33.49,1718.88,33.81,JRC_COMPOSITE,2024-10-27
2018,GR,DE7,104.54,60.91,2.37,78.65,46.08,59.91,60.35,31.0,31.15,74.44,39.64,6.01,75.02,1621.16,26.24,EUROSTAT_REGIO,2024-03-02
2019,MT,GR48,133.18,65.16,1.38,83.09,66.54,80.82,57.36,13.73,37.66,35.45,60.6,8.09,65.62,1464.67,45.21,NATIONAL_STAT_EXPORT,2025-11-29
2020,ES,HU12,82.61,68.06,1.26,81.3,57.22,85.73,52.63,15.61,24.21,34.61,59.1,7.18,79.3,2192.38,55.81,COHESION_POLICY_DASHBOARD,2025-07-01
2021,CZ,SI9,149.05,74.01,1.77,96.78,83.17,73.76,76.21,20.73,25.6,66.51,30.72,6.97,83.89,875.67,35.62,JRC_COMPOSITE,2024-05-18
2022,HU,LU61,155.36,61.28,1.22,66.46,80.86,83.96,76.74,9.4,35.31,46.25,66.11,5.91,51.77,492.87,44.17,EUROSTAT_REGIO,2025-02-18
2023,NL,NL323,208.03,72.08,1.72,94.06,53.59,81.76,80.43,9.62,24.05,60.92,66.31,8.39,72.25,693.61,21.58,NATIONAL_STAT_EXPORT,2024-12-13
2024,SE,BE82,120.21,84.54,0.86,93.1,76.78,57.91,41.25,7.94,33.17,94.51,74.83,5.05,86.94,196.55,17.0,COHESION_POLICY_DASHBOARD,2025-10-28
2025,DK,IT3,164.53,72.74,1.86,93.84,66.6,83.38,46.82,18.05,26.48,83.83,52.86,7.85,98.22,468.05,45.96,JRC_COMPOSITE,2024-02-04
2006,IE,FI692,171.17,72.27,2.02,83.81,59.97,73.17,96.49,12.05,36.49,62.24,66.12,6.72,68.59,1050.04,28.34,EUROSTAT_REGIO,2024-07-18
2007,PL,MT305,108.09,62.22,1.02,86.43,60.88,81.61,60.6,14.32,30.37,79.64,47.82,6.9,33.81,1885.32,56.46,NATIONAL_STAT_EXPORT,2025-10-19
2008,AT,IT858,148.3,67.52,2.26,64.68,70.92,69.92,76.79,17.1,24.5,55.33,43.1,5.05,52.45,565.18,45.46,COHESION_POLICY_DASHBOARD,2024-01-19
2009,EE,IE84,64.45,61.03,0.96,65.95,81.85,58.7,57.41,24.65,31.86,40.05,25.17,7.94,55.98,264.07,7.85,JRC_COMPOSITE,2024-11-18
2010,IT,PL757,89.5,59.17,1.77,85.34,63.91,47.65,49.27,21.8,25.93,71.91,43.88,8.27,62.28,506.81,16.08,EUROSTAT_REGIO,2026-01-06
2011,PT,ES9,122.59,58.1,2.1,78.24,44.18,52.29,72.93,9.83,25.01,48.55,43.47,7.42,33.18,2133.35,25.08,NATIONAL_STAT_EXPORT,2024-03-21
2012,BE,DK81,75.33,82.31,2.02,82.3,39.4,90.96,64.53,21.1,31.43,47.43,43.89,5.68,64.3,1015.05,6.24,COHESION_POLICY_DASHBOARD,2024-11-15
2013,FI,CY489,119.67,73.83,2.71,72.22,62.68,79.23,86.31,8.22,35.72,84.7,27.6,9.24,92.12,122.39,37.0,JRC_COMPOSITE,2024-08-17
2014,LV,DK205,148.78,70.47,0.36,62.13,61.19,79.43,75.83,13.54,29.03,47.4,58.44,7.46,81.07,1955.11,51.08,EUROSTAT_REGIO,2025-04-08
2015,RO,BE46,60.59,72.02,2.11,86.2,55.42,84.18,54.67,9.51,33.21,63.3,73.31,7.62,67.87,1743.7,18.46,NATIONAL_STAT_EXPORT,2024-01-28
2016,BG,SE5,70.3,71.48,0.88,91.43,47.22,84.15,44.58,18.86,23.8,70.33,37.01,6.69,40.24,525.32,45.01,COHESION_POLICY_DASHBOARD,2024-11-25
2017,FR,IE380,97.95,74.9,2.02,80.49,84.27,81.99,76.1,17.17,30.15,65.07,31.26,8.55,68.32,902.57,28.33,JRC_COMPOSITE,2024-09-26
2018,LT,EE62,121.89,67.77,2.26,84.56,93.65,46.18,87.95,21.43,25.37,45.79,32.81,5.17,44.39,482.84,9.04,EUROSTAT_REGIO,2024-08-23
2019,SK,SI58,68.3,69.47,1.61,81.31,54.71,51.86,60.61,19.38,38.52,57.52,58.97,7.87,61.28,895.38,37.8,NATIONAL_STAT_EXPORT,2025-11-21
2020,HR,FI585,130.12,63.24,1.95,95.28,52.8,58.58,64.1,29.89,28.81,33.63,52.27,4.69,46.63,2140.41,47.58,COHESION_POLICY_DASHBOARD,2024-10-18
2021,DE,LU386,203.68,67.74,2.81,96.95,37.19,67.01,53.25,17.83,27.58,53.32,37.01,5.17,77.63,575.7,17.77,JRC_COMPOSITE,2025-03-17
2022,LU,BE90,204.36,64.57,0.48,100.0,74.82,76.22,44.96,19.11,34.83,63.81,31.55,7.85,74.31,717.76,35.04,EUROSTAT_REGIO,2026-01-30
2023,SI,BG551,145.17,74.42,2.08,84.32,49.9,69.51,69.38,18.36,31.89,63.82,45.72,5.72,42.34,335.5,38.13,NATIONAL_STAT_EXPORT,2025-06-19
2024,CY,CY920,104.86,61.99,2.67,87.45,48.35,47.15,91.77,11.18,27.12,52.15,83.63,6.67,74.48,319.83,8.42,COHESION_POLICY_DASHBOARD,2024-06-16
2025,GR,BG78,142.21,68.71,0.63,67.85,63.98,50.68,71.54,12.55,34.24,65.44,55.24,8.16,53.32,1114.22,9.86,JRC_COMPOSITE,2024-03-25
2006,MT,ES316,107.91,62.58,2.39,60.05,37.12,73.7,46.92,13.64,34.87,41.83,53.05,7.36,53.99,1854.18,20.3,EUROSTAT_REGIO,2024-07-17
2007,ES,SI380,106.16,67.23,1.96,77.01,74.93,74.16,62.42,30.08,33.71,72.22,60.16,6.2,49.67,584.57,4.57,NATIONAL_STAT_EXPORT,2025-09-06
2008,CZ,RO9,151.06,69.66,0.3,64.91,74.29,57.31,84.37,21.91,33.45,80.56,76.89,8.45,84.48,975.44,56.14,COHESION_POLICY_DASHBOARD,2025-08-27
2009,HU,CY8,141.94,64.94,2.52,71.73,55.33,83.77,52.17,20.2,28.13,56.22,45.48,7.06,62.0,628.02,4.21,JRC_COMPOSITE,2024-10-09
2010,NL,SI415,132.12,74.39,1.58,77.21,38.47,52.56,40.86,23.28,34.22,34.7,63.41,6.6,100.0,438.49,44.73,EUROSTAT_REGIO,2025-09-17
2011,SE,SK30,169.69,85.6,3.59,79.18,86.81,71.88,58.47,17.94,23.63,72.18,48.75,5.14,51.79,147.17,21.72,NATIONAL_STAT_EXPORT,2024-09-02
2012,DK,LV30,144.81,86.37,1.31,80.7,37.83,85.1,45.55,18.18,22.64,71.3,75.9,6.74,71.73,38.69,25.51,COHESION_POLICY_DASHBOARD,2025-05-02
2013,IE,IT317,145.27,79.12,2.43,87.6,38.89,74.54,90.57,12.59,29.26,37.91,77.1,5.29,73.55,995.82,31.83,JRC_COMPOSITE,2024-08-18
2014,PL,CZ520,78.44,57.46,1.51,66.28,74.38,71.01,74.13,30.34,30.85,83.23,35.81,6.96,51.52,692.2,25.98,EUROSTAT_REGIO,2024-08-01
2015,AT,LU332,202.26,79.35,1.86,62.99,72.64,54.98,68.86,8.98,24.91,83.03,67.92,9.04,62.36,769.32,5.06,NATIONAL_STAT_EXPORT,2025-10-01
2016,EE,BE25,62.44,66.73,1.02,89.07,67.04,55.64,73.41,11.08,30.02,51.1,68.09,6.45,32.37,728.41,9.77,COHESION_POLICY_DASHBOARD,2025-04-15
2017,IT,BE342,170.38,72.87,0.27,84.47,95.22,73.3,68.5,19.43,33.56,61.5,69.37,7.31,50.42,1012.06,14.34,JRC_COMPOSITE,2025-08-15
2018,PT,CY42,163.88,58.67,0.89,80.2,92.52,46.39,39.3,17.84,31.87,36.16,66.62,6.26,42.11,1740.55,9.46,EUROSTAT_REGIO,2026-02-12
2019,BE,LT8,136.23,85.21,0.89,100.0,58.15,92.31,57.54,17.69,35.85,34.48,54.44,5.67,74.54,213.45,49.72,NATIONAL_STAT_EXPORT,2025-06-26
2020,FI,IT72,81.21,72.82,2.83,90.92,59.93,68.73,63.31,16.87,23.45,93.18,46.05,6.28,46.73,592.45,32.19,COHESION_POLICY_DASHBOARD,2025-03-25
2021,LV,IT665,166.33,63.59,2.38,92.97,34.15,86.13,78.88,20.17,30.55,50.65,76.16,6.81,60.09,1244.09,58.71,JRC_COMPOSITE,2024-09-23
2022,RO,LV980,72.19,61.63,2.55,96.19,79.06,46.75,66.9,22.67,34.3,83.62,91.72,6.77,77.76,346.45,64.82,EUROSTAT_REGIO,2025-11-05
2023,BG,BG96,197.91,68.42,2.69,70.29,84.53,76.65,46.63,9.24,24.18,53.8,27.8,4.85,47.76,2071.78,78.0,NATIONAL_STAT_EXPORT,2024-10-08
2024,FR,GR22,93.48,81.78,2.43,85.03,90.45,49.93,86.45,19.69,23.97,45.21,62.62,7.76,43.67,982.41,40.77,COHESION_POLICY_DASHBOARD,2024-09-12
2025,LT,IE424,144.81,69.01,2.45,67.15,73.73,47.32,90.43,25.75,25.04,60.78,37.39,7.65,37.27,1831.18,55.59,JRC_COMPOSITE,2024-11-27
2006,SK,CZ49,57.53,62.49,1.3,83.88,40.89,45.16,51.51,15.41,24.0,60.18,28.28,6.76,70.79,424.69,40.37,EUROSTAT_REGIO,2025-05-07
2007,HR,FI66,52.47,66.33,1.55,80.69,86.87,82.83,77.31,31.51,23.98,73.49,39.38,5.07,35.68,684.37,18.16,NATIONAL_STAT_EXPORT,2025-12-29
2008,DE,SI43,176.79,86.1,1.75,80.34,52.0,96.6,55.2,17.64,34.21,55.11,37.0,7.14,35.91,808.75,39.61,COHESION_POLICY_DASHBOARD,2025-01-11
2009,LU,SE488,141.21,76.66,0.67,72.36,33.97,81.65,46.76,12.61,33.99,66.59,64.93,5.08,84.64,500.15,28.63,JRC_COMPOSITE,2024-02-10
2010,SI,LT11,141.15,55.16,1.68,69.81,67.61,78.92,74.1,30.26,27.78,75.41,45.53,4.58,43.2,1780.6,4.12,EUROSTAT_REGIO,2025-12-16
2011,CY,AT127,155.26,59.68,0.57,80.38,38.47,71.58,50.07,15.77,38.5,51.53,78.32,5.91,60.39,2144.29,52.01,NATIONAL_STAT_EXPORT,2024-04-15
2012,GR,SE826,97.07,71.11,2.17,74.81,48.36,52.45,63.45,23.29,34.11,35.58,81.66,5.4,73.98,1580.26,36.94,COHESION_POLICY_DASHBOARD,2025-06-14
