ag_econ_fiscal_year_farm,ag_econ_farm_business_type,ag_econ_gross_cash_income_usd,ag_econ_operating_expenses_usd,ag_econ_net_farm_income_usd,ag_econ_debt_to_asset_ratio,ag_econ_interest_paid_usd,ag_econ_land_rent_paid_usd,ag_econ_machinery_depreciation_usd,ag_econ_labor_hired_cost_usd,ag_econ_input_price_fuel_index,ag_econ_input_price_fertilizer_index,ag_econ_input_price_seed_index,ag_econ_input_price_feed_index,ag_econ_government_payments_usd,ag_econ_crop_insurance_indemnities_usd,ag_econ_working_capital_ratio,ag_econ_return_on_assets_pct,ag_econ_financial_stress_score,ag_econ_succession_plan_flag
2019,FAMILY,219122483.76,132045713.45,86976302.13,1.1582,4647784.98,1961082.55,686558.42,5760862.84,184.72,222.8,165.32,76.99,24585744.83,14983673.86,5.537,7.159,35.8,0
2015,CORPORATE,35095051.94,32641698.02,2381936.14,0.8878,4698177.82,210863.19,882887.88,3080695.32,96.83,83.62,169.91,242.01,10647355.69,15973187.23,5.528,-5.0,71.66,1
2020,FAMILY,156901441.17,147130258.56,9900489.69,0.8511,91110.38,4509361.5,4619153.75,11591992.37,142.71,102.72,82.25,123.19,6570608.24,13594298.76,5.309,12.271,20.97,1
2005,COOPERATIVE,145102613.27,100620909.45,44725830.85,1.2333,4833919.78,529137.64,2662928.63,6684518.58,191.47,148.83,190.19,178.7,637450.14,11984988.07,2.788,-3.642,4.51,0
2016,CORPORATE,81331785.6,46970426.33,34604963.4,1.2517,7342374.99,2264162.19,2321648.76,449836.24,92.94,189.07,114.97,238.05,11831974.45,10374004.2,5.494,31.028,29.19,0
2024,FAMILY,165115545.59,101795303.4,63502042.06,1.4356,2396575.07,2089396.41,4763290.89,4207552.54,213.79,244.27,145.91,179.29,5260933.72,13306883.67,4.825,-8.545,42.11,1
2022,PARTNERSHIP,226126633.0,187390865.37,38506198.87,0.5835,2238801.89,430335.91,3462129.78,605801.33,188.06,80.59,202.26,122.78,1941293.55,13627495.86,2.715,18.149,29.39,0
2011,PARTNERSHIP,31629601.33,26628311.34,5248006.09,0.842,604468.38,1717632.45,4064484.66,6409994.2,218.03,151.92,208.8,240.19,10647404.21,10503556.95,0.861,18.981,73.07,1
2006,FAMILY,173931081.8,161989656.52,12071589.44,1.0781,837204.31,2849815.62,2026929.33,7488938.63,146.13,153.56,131.19,223.49,8052759.12,5049086.29,4.408,-21.092,27.45,0
2010,FAMILY,184642786.93,107033072.34,77538234.89,0.2457,5498984.48,129909.12,3146672.74,6913398.46,208.12,80.21,196.27,162.91,18139338.36,6170783.34,1.317,6.825,42.98,1
2022,FAMILY,170853699.32,129263907.31,41763819.37,1.7171,3769639.95,4468767.84,1626444.45,2162335.68,67.51,248.86,145.01,99.66,11245485.88,297260.74,1.927,-5.209,99.03,0
2006,PARTNERSHIP,87363027.22,59178954.25,28200433.34,0.0881,3639631.22,5123195.88,1433268.98,2249369.09,60.68,188.99,97.18,224.77,15207772.69,7243009.34,0.561,32.056,99.42,0
2020,FAMILY,109390909.22,93090822.6,16318529.93,0.2503,1843689.58,3462579.78,46976.63,5793401.93,215.3,226.01,117.97,117.41,7502665.99,14496980.17,1.602,-6.587,45.14,0
2021,PARTNERSHIP,65143179.52,52007950.96,13363299.56,0.9906,3522988.49,242803.0,3628924.4,110385.06,176.39,238.13,197.86,90.58,21711195.38,1439335.46,0.277,-21.777,18.32,0
2013,FAMILY,12622640.18,10092579.25,2444175.4,1.1412,1788588.38,2583110.01,2619631.63,6890531.12,139.09,219.6,148.94,198.87,16393374.75,2116250.91,3.433,-9.611,15.96,1
2019,CORPORATE,77664869.68,47266066.85,30428899.34,0.9838,7065812.57,5429068.53,460507.6,3265809.01,108.95,205.29,134.07,201.36,22539704.29,11647345.53,2.443,-19.042,28.4,1
2020,CORPORATE,65773049.3,36945293.71,28615676.6,1.2243,7220699.86,3472476.29,855542.75,5513867.33,107.57,110.06,203.76,75.5,10406266.73,15093265.57,1.396,2.26,5.35,1
2004,FAMILY,217967641.57,125910868.37,92286101.51,1.5101,5898155.19,4903711.93,315305.9,3998592.58,95.01,189.78,185.13,105.63,11855848.03,10907211.35,4.646,-8.683,96.45,1
2017,FAMILY,88803502.45,67308507.8,21687059.08,1.1662,2859493.18,2610284.73,4405728.46,9774868.27,109.04,100.67,187.09,219.35,16190657.67,422221.55,5.291,-19.546,28.86,0
2018,FAMILY,209828266.4,138052057.69,71872732.77,1.5091,3897464.74,766450.78,529264.79,4711598.09,157.84,181.68,158.19,210.99,4868922.81,701635.83,1.466,-23.712,64.44,0
2016,FAMILY,55938852.46,52863877.03,3035238.14,1.1833,5791356.93,900214.51,2457006.17,7795665.65,95.81,88.63,190.39,71.12,6110440.94,11183699.57,1.699,-23.424,81.29,0
2024,PARTNERSHIP,244225986.74,164649055.95,79712477.85,0.2794,5080457.88,1082639.98,4179401.3,797857.49,171.37,185.15,134.56,207.65,21609027.51,3318407.76,3.746,-22.509,95.26,1
2019,FAMILY,187920581.9,174924362.58,12889216.21,0.8783,1944431.61,1790275.21,4279856.19,1318889.38,159.75,158.21,106.3,65.89,21872124.32,2881787.38,2.297,27.52,84.01,1
2017,COOPERATIVE,215005979.96,131772685.55,83408839.96,1.3654,4197182.6,2777089.3,2649101.47,7271515.59,135.79,109.04,205.65,247.45,4544048.75,1834175.87,4.643,4.554,69.06,0
2008,FAMILY,105484778.29,64112915.14,41463867.13,0.8905,4523175.07,2555719.95,536992.73,10555214.02,126.99,228.46,178.93,223.99,17974553.26,8795903.86,3.724,11.11,54.58,1
2021,FAMILY,13902563.97,10714490.06,3342353.38,0.3174,2285670.0,2651278.37,3749267.65,3950692.6,88.48,240.64,85.0,203.89,18837633.75,6796181.25,0.604,-22.268,53.17,0
2022,FAMILY,201522761.04,148197955.08,53274166.21,1.3816,5511495.29,3754081.65,4046727.13,6784101.36,168.65,205.9,111.24,247.97,9737411.91,960342.11,0.762,-2.492,24.94,0
2024,OTHER,163281930.59,119881027.48,43336028.07,0.9843,6214344.0,4964956.31,1847889.82,4407605.6,153.12,87.26,189.65,75.74,13173851.06,14088001.29,4.534,30.166,69.23,1
2023,CORPORATE,10105871.35,7043020.08,3078499.27,1.0536,3063544.23,875541.97,2851638.35,10222102.31,198.23,182.88,70.84,144.29,9676729.04,10343112.6,1.922,-4.205,9.94,0
2004,OTHER,58019434.12,53454366.35,4352897.06,0.1579,3691595.09,5577087.88,3425595.58,10453595.53,217.5,108.17,81.82,162.37,9338661.09,16750844.56,2.783,2.708,97.65,1
2008,FAMILY,59523244.35,38813529.75,20473140.59,0.2013,5735209.84,1413.16,3427544.69,4725917.92,200.34,78.57,135.3,125.35,17442287.82,9187870.95,3.61,-10.522,81.35,1
2015,FAMILY,22209935.3,21653759.09,313294.92,0.0355,1618485.15,2717912.71,2887684.8,1183003.34,103.08,108.06,73.1,97.91,6327423.29,13611890.0,4.125,-12.11,88.91,0
2006,COOPERATIVE,122218557.33,111487220.7,10718817.0,1.1673,4374961.95,129263.33,3972794.3,2279425.98,211.21,101.8,205.9,184.09,17636064.98,17859875.45,5.354,-12.723,46.92,0
2017,TRUST,103020781.57,76018564.43,27244959.35,0.3911,3232877.36,1164970.98,338922.44,8132797.76,108.57,181.89,88.47,143.64,16588119.25,12883072.11,5.89,24.946,42.64,1
2016,FAMILY,228629623.04,140598821.14,88190774.04,1.6913,1942593.17,313924.35,901654.1,10535288.74,210.1,98.82,206.75,158.14,6127153.91,4290288.68,5.743,12.225,2.03,0
2008,FAMILY,100553673.08,66913531.91,33591832.96,1.5606,5861916.9,3036562.24,1173147.37,863493.64,81.65,245.23,148.21,87.14,23855702.17,8701605.82,0.286,8.831,65.99,1
2007,FAMILY,236566935.45,158136645.21,78301146.82,1.586,4307138.49,865391.9,1685045.98,8994908.06,63.74,214.64,143.62,157.85,24493620.13,6658432.46,1.974,22.417,44.36,1
2020,FAMILY,155134539.57,122885351.41,32305569.71,1.771,3444685.7,3032964.73,4322391.44,2220989.8,162.62,69.31,189.65,70.45,2247343.87,13162539.02,4.041,8.47,28.27,0
2016,FAMILY,181555627.26,113768246.65,67741652.33,0.1332,710237.41,311920.82,2270532.02,2795185.96,197.01,259.99,179.94,149.25,12134140.19,8762448.8,5.998,30.098,83.5,1
2014,FAMILY,223160616.45,142465804.99,80637381.51,0.5235,6875048.81,1529685.99,730244.38,3739442.1,119.81,87.28,122.51,232.69,18339477.91,6896496.71,0.889,-15.697,15.83,1
2007,FAMILY,15819775.04,14634933.19,1335114.26,0.0631,7067116.77,2516080.62,3891418.45,7601253.9,181.41,145.35,195.85,199.28,2155966.62,10235753.61,2.183,15.185,93.4,0
2006,TRUST,218494168.88,145327137.75,73033597.78,0.7648,5623834.49,1004341.86,2388867.44,1718531.45,119.31,101.22,129.44,208.04,9646101.7,3687685.84,3.551,10.168,68.6,0
2004,CORPORATE,17845117.38,11055354.8,6967488.93,0.392,6041530.47,1968206.34,4956925.64,5042321.57,140.16,242.23,89.33,226.34,14179950.42,10104784.89,2.716,29.18,23.85,0
2006,FAMILY,94572380.91,87723706.58,6642326.95,1.5826,3130845.05,5456232.54,3055931.64,6934633.0,190.23,140.26,122.47,114.01,3774184.49,10542890.4,5.42,4.037,41.42,0
2018,COOPERATIVE,86446141.07,82347796.27,4131364.56,0.2168,2156304.28,1497735.28,1562530.33,10610490.55,208.49,221.27,94.53,129.69,13253319.77,6606502.68,4.998,-10.771,7.12,0
2016,CORPORATE,92544225.99,78782539.49,13711432.9,0.7329,4697231.21,5004929.31,2029370.5,171306.36,139.02,179.41,139.08,82.77,2905105.49,10414382.83,0.418,-0.488,96.63,1
2017,FAMILY,164618230.09,94780256.9,70072606.03,0.1321,4255533.36,452391.55,1918401.72,7130389.86,173.15,258.39,163.8,189.82,11666997.86,10859469.84,3.286,4.799,68.83,0
2020,FAMILY,63913694.93,62474253.27,1274439.88,0.771,413877.83,2948672.05,4329985.94,3307671.98,205.78,154.87,78.91,186.8,17391566.4,4924622.23,1.875,1.872,20.97,1
2019,COOPERATIVE,1831831.22,1180249.47,539049.35,0.4099,1854000.42,5212163.57,312507.78,1717184.17,92.18,257.45,156.63,228.86,13362020.54,15710058.62,3.086,-12.385,53.92,1
2011,FAMILY,141318409.29,88040181.95,53496885.97,0.183,2299617.08,196574.58,2971511.03,5232233.57,63.03,213.28,157.86,179.32,21904913.43,3392913.3,5.508,23.37,70.41,0
2021,PARTNERSHIP,110508244.37,61658789.02,48956045.92,1.1309,7779013.91,2084042.95,486489.13,1606736.92,60.42,133.24,200.64,195.46,16066135.41,3937287.97,2.781,15.126,51.28,1
2022,PARTNERSHIP,245457279.61,228897358.44,16364182.52,1.3225,5093922.37,2967257.11,1898216.27,4195595.19,77.9,172.82,165.71,124.0,11360247.0,13172451.82,1.3,25.483,90.75,1
2012,PARTNERSHIP,36888234.97,35723735.9,1331364.17,0.242,7958455.39,625830.45,1964866.23,5111816.88,171.81,185.51,164.73,140.81,10412167.87,11172717.2,0.619,-18.497,75.51,1
2006,OTHER,23089581.25,21184729.89,1841110.04,0.8654,720763.89,4245055.9,1508977.7,8805382.61,97.43,78.47,144.79,146.72,13452131.8,10937802.12,5.676,-13.081,0.74,0
2009,CORPORATE,109612335.88,68483277.57,40887954.61,1.3017,6748362.84,5471521.88,3351980.76,8675093.1,119.97,148.04,92.93,167.45,1722116.5,4937536.17,5.358,7.206,22.32,0
2024,FAMILY,90093898.03,66295733.95,23738740.24,0.4704,5516924.14,1176348.93,3661100.82,3393417.89,86.4,190.3,201.45,106.86,6743291.14,7424853.15,1.37,-16.384,28.43,1
2025,PARTNERSHIP,6064137.25,3896928.8,2258593.85,1.4284,430578.5,1869162.14,2407893.37,6456629.03,163.68,140.72,185.14,224.62,22000975.81,1638717.63,0.677,5.357,27.91,0
2024,FAMILY,82916291.14,77013969.16,5734283.37,0.7177,500615.12,687730.04,2571191.95,11219240.6,118.03,224.27,165.1,95.04,21326314.11,15636203.04,4.813,33.014,66.74,0
2023,FAMILY,225133970.12,161519247.18,63702110.88,0.3334,6296890.04,807304.34,3742503.65,2497150.92,199.85,110.92,80.84,71.15,19259715.73,574614.39,1.373,33.956,83.41,0
2007,FAMILY,190348841.01,114381016.81,75805102.3,0.94,4821608.23,1686273.8,3165124.84,1060528.21,163.23,175.54,115.47,200.19,22580889.59,13948632.05,0.901,32.988,74.31,1
2016,CORPORATE,111435598.96,87468743.66,24066567.79,0.4562,6647913.3,432046.85,1654689.73,597636.59,69.98,194.33,111.95,71.21,2896980.42,8901177.47,0.518,25.163,97.84,0
2012,FAMILY,72293800.57,66538637.19,5622400.01,1.4929,7176808.99,2818029.48,2870384.48,2370335.63,131.83,111.14,81.24,248.85,7653161.41,4305686.33,2.6,30.654,48.59,1
2017,FAMILY,92988266.07,65725670.14,27478459.76,0.3945,7288159.12,1399284.23,809937.18,4774714.53,131.03,83.36,148.69,139.85,15994860.54,11698173.85,5.074,13.137,65.32,0
2022,CORPORATE,164235810.94,156039412.69,7961948.55,0.7073,3720157.69,3307797.84,1649623.26,7496631.94,85.64,226.93,121.65,213.98,3729925.39,12355055.73,5.037,-2.494,59.17,0
2005,PARTNERSHIP,167393291.98,121397913.6,45931621.03,0.4726,6939110.17,5160590.71,2266009.9,2269498.05,86.3,67.2,85.24,97.72,2935297.96,16609095.67,2.013,34.491,30.8,1
2019,FAMILY,125765664.47,78065436.31,47540445.47,1.115,4343461.85,430872.36,2023830.33,7513911.36,117.78,243.62,165.66,85.2,24695115.04,10374255.01,2.849,-6.014,22.92,0
2009,PARTNERSHIP,131470332.11,123157524.94,8271578.1,0.0768,6817031.62,4904934.33,1156742.55,344304.41,71.44,170.26,105.63,187.16,17998259.67,9623200.85,3.778,5.782,82.56,1
2006,FAMILY,210907979.01,137106325.02,73628254.31,0.6652,4738479.58,4219925.57,3648902.95,11216554.41,107.69,164.24,182.4,188.21,15024451.56,4482773.66,1.085,-15.996,41.83,0
2024,CORPORATE,3310291.87,2589288.87,676311.73,1.5686,338268.83,2768126.8,2616883.28,3044188.05,156.71,250.06,150.11,197.34,10267002.33,7157550.98,2.859,12.512,46.63,0
2012,FAMILY,208881292.18,166210884.22,42657353.55,1.3935,3968421.16,3372676.92,2099811.49,7375391.51,61.43,97.93,129.89,174.36,9605545.49,11282138.35,4.43,13.967,96.31,0
2012,FAMILY,160424299.9,122925012.54,37495768.38,1.2243,7176168.87,4138720.4,696141.62,3794565.99,126.51,150.74,115.79,224.32,17514193.1,10522303.93,5.194,-20.951,92.59,1
2018,PARTNERSHIP,165266288.75,152236694.33,12895043.97,0.5664,3134024.57,1666416.07,4417389.32,2512852.79,120.7,83.58,174.01,134.16,16619515.39,8727318.93,5.677,7.301,80.12,0
2017,FAMILY,221579901.1,215525824.55,6038506.53,0.6898,4300965.78,2573286.35,3220367.87,11885682.25,141.12,73.0,115.89,219.22,1933232.8,6042224.43,4.922,11.105,46.12,1
2023,CORPORATE,112563213.56,101657879.0,10844525.96,1.5184,1803424.86,3167633.46,3636164.91,11838256.28,192.19,130.32,122.12,91.1,16509221.37,7533391.71,1.019,-24.38,48.08,0
2023,FAMILY,174819489.95,150990070.93,23652393.28,0.3014,3617896.77,2003770.62,151446.54,5673496.34,65.46,101.52,74.17,70.14,4747633.75,5990987.83,2.625,8.244,60.86,0
2021,FAMILY,18638131.85,11769474.63,6791417.17,0.3359,3043163.56,4752198.39,4340353.86,11356269.59,201.14,137.72,171.26,180.15,14999348.56,15902868.2,2.702,-8.904,75.76,0
2008,FAMILY,95731457.91,80444824.97,15277905.54,0.0321,3280854.15,4711557.67,1264735.89,6914656.09,166.58,126.85,72.39,134.62,19468515.77,17702792.64,3.59,-24.328,7.77,0
2004,FAMILY,115786566.69,97243844.27,18626730.51,0.9077,7447064.23,306328.62,3478417.02,4633558.7,183.3,103.8,99.62,124.33,22752251.13,12868040.22,4.171,26.052,18.34,0
2019,FAMILY,98427658.16,59157898.7,39038060.57,0.15,7753956.24,3874079.37,2286869.61,6097919.89,130.74,257.93,83.15,86.86,18093308.4,156157.16,2.126,-13.89,50.96,1
2018,OTHER,164066087.07,91348965.57,72480893.02,1.5363,1802072.46,2107597.88,4286791.07,744996.11,174.08,161.85,199.36,233.65,15829916.5,15620306.38,1.698,-24.573,28.31,0
2005,PARTNERSHIP,231663322.4,164231520.66,67404137.49,0.1884,6200740.98,4665657.54,4561439.24,1077728.57,164.69,254.7,151.77,198.6,13896874.77,14240566.58,1.19,-3.605,43.05,1
2015,FAMILY,26683162.12,18828848.1,7896186.93,0.7097,2520287.52,2382914.56,1981671.63,3656611.65,156.68,114.63,192.34,72.39,20592467.39,7527643.01,4.759,16.152,67.98,1
2011,FAMILY,201000490.83,124110001.32,77084729.85,0.9629,6833768.92,1646886.99,2865342.05,4395958.45,178.08,114.2,167.93,173.34,4370920.08,14808145.77,2.242,-20.337,73.13,0
2013,CORPORATE,229527842.99,145438676.13,83948472.54,1.5499,7525358.12,3257616.12,3828856.77,6317753.73,186.33,198.85,96.68,113.37,10739400.91,14041813.0,3.139,-10.945,80.13,1
2005,FAMILY,19533152.96,12601877.57,6808072.96,1.1951,7670593.44,1903069.37,4070147.18,3693363.24,179.95,105.62,166.65,104.91,13984058.91,8844413.8,3.785,-0.995,37.08,1
2010,FAMILY,196439574.79,126677387.15,69699559.94,0.9094,7629073.36,888220.95,687629.94,4642574.33,149.27,242.87,157.1,184.61,16793700.31,11131488.12,3.224,16.589,72.41,0
2014,OTHER,79265407.78,68469799.6,10797102.84,0.7009,520496.99,4322892.27,1121451.35,2962786.11,156.16,213.58,204.36,196.28,7684639.52,4894294.62,4.605,18.068,66.75,0
2024,FAMILY,26349083.26,15146762.68,11308573.48,0.2029,7072072.86,2800917.91,3483911.82,10934893.41,207.56,185.93,178.41,124.32,11030298.02,4201984.2,3.865,30.223,2.39,0
2012,FAMILY,196062083.09,130793796.35,65513629.73,1.0754,6411226.71,2244380.04,2069001.29,5570314.16,201.63,109.92,111.56,118.15,1942674.84,13717355.04,1.873,3.767,54.31,0
2018,CORPORATE,84432270.62,50768626.54,33767302.64,1.3379,3405963.11,5909854.5,2091010.02,6046399.16,165.74,64.76,154.66,199.06,15487966.45,6051779.06,0.888,22.093,67.61,1
2024,CORPORATE,119005503.49,99918272.91,19080040.59,0.7156,7592959.7,3915196.78,4290193.91,3014482.95,97.65,212.66,126.7,111.3,13423043.43,17836166.23,1.424,31.897,93.41,0
2007,CORPORATE,10872626.84,9323408.78,1508573.9,1.7775,5877437.61,5560983.93,903560.19,6548445.48,184.4,129.87,147.65,119.35,12023768.06,6004251.69,1.979,3.589,9.6,0
2005,FAMILY,234859754.86,219685134.59,15173814.45,0.8117,3104544.12,5498680.24,45865.15,9948905.98,181.71,224.44,146.1,158.72,5310592.0,11794892.8,5.043,0.728,42.75,0
2005,CORPORATE,67150153.98,50179327.29,17084972.34,1.7216,5904301.52,5733089.82,1194278.96,10652072.68,171.47,174.82,89.76,240.13,20015883.48,1110452.24,3.679,19.49,96.12,0
2016,FAMILY,86823450.9,47780963.87,39050580.73,1.339,1703095.73,1189768.59,2733136.1,5055205.24,114.11,111.6,178.74,161.18,21585429.37,16118436.18,1.828,0.524,82.57,1
2014,CORPORATE,184486837.71,116505523.12,67917998.98,1.0557,4191380.67,3526473.56,1735292.88,2956744.58,148.26,232.23,120.07,134.44,8150554.49,11476305.17,2.242,10.997,52.99,0
2021,PARTNERSHIP,107362397.36,87020246.31,20578546.33,1.389,3062492.82,2804658.18,3860771.95,125530.17,139.79,147.81,99.22,74.24,22018206.99,9027468.55,0.903,-9.397,87.94,0
2009,FAMILY,79081738.1,67833977.43,11335277.03,0.3092,7359384.14,5188299.31,3518534.0,4735625.63,187.94,133.6,123.3,162.18,9708196.43,17100381.51,0.301,33.543,41.16,1
2018,FAMILY,50598520.28,44283380.91,6517884.59,0.2103,1641990.31,5323185.25,676822.28,2496455.46,84.31,84.05,122.4,133.76,21891664.74,15598571.02,2.784,30.343,58.17,0
2007,FAMILY,212206367.82,191125803.75,21194014.89,1.5406,2110869.89,5992593.82,1294399.85,10311601.05,204.68,245.5,112.78,192.36,22295849.29,16261388.54,1.617,-11.681,32.67,1
2006,CORPORATE,198409527.58,129205557.78,68989887.87,0.305,6636021.06,5529322.24,2090331.32,7157554.11,216.56,111.39,138.62,154.16,2357789.45,12067500.11,4.392,9.288,52.52,1
2022,CORPORATE,62545317.68,56297915.82,6277584.76,1.7167,6186753.04,4011803.88,3850376.62,6529572.87,134.06,79.99,88.06,109.82,2344075.91,11913571.82,4.268,9.68,54.11,1
2006,PARTNERSHIP,242661409.49,156567085.29,85908414.4,1.0095,1346193.93,2085293.07,282546.05,7859535.53,73.56,143.6,164.69,222.12,20754859.19,7904421.45,5.228,-8.529,81.49,1
2015,PARTNERSHIP,208674714.11,148970683.96,59795101.83,1.0202,4575599.34,1531165.15,6917.15,11161813.7,155.17,252.4,162.55,221.1,19810983.67,1948480.23,1.967,-12.411,72.69,1
2006,FAMILY,187217368.37,157609604.53,29612771.35,0.2361,5277749.12,5815743.23,4372409.08,3198885.65,219.19,67.88,86.23,217.79,24485512.91,11266019.04,1.876,27.326,19.48,0
2023,CORPORATE,167825300.54,114673780.71,53190506.32,0.62,4317330.84,1175763.66,1963199.95,1099624.93,185.99,114.96,183.68,227.99,23423678.08,16869764.18,0.357,27.912,35.84,1
2024,FAMILY,39190521.61,31077097.63,7997823.89,0.6293,6880994.25,1463375.49,104705.58,102908.64,188.64,143.24,169.18,67.9,10728223.96,8449696.11,3.67,-2.756,74.09,1
2016,CORPORATE,112117766.59,98747567.87,13534663.37,0.9532,3611273.14,4094833.68,2924944.96,4824272.26,203.35,242.51,81.45,86.94,21102488.84,10631244.18,5.446,9.875,55.13,0
2021,PARTNERSHIP,229079882.54,187882189.3,40978042.19,1.2254,7922172.32,2962710.95,114052.11,7449398.67,86.48,203.97,171.7,72.38,12058804.73,385586.38,3.287,2.6,4.96,1
2007,FAMILY,227134670.98,142318407.31,84856574.68,1.731,6526236.45,1693885.45,1668015.58,8379510.43,205.66,152.29,125.87,88.62,18789996.61,2770815.13,1.961,32.277,11.36,0
2011,FAMILY,238398671.51,217233760.57,21403561.66,0.6092,5394757.53,4492402.5,1017052.34,6837620.49,172.8,157.0,87.15,118.94,19958394.45,17673082.95,5.814,9.08,98.8,1
2004,CORPORATE,164562174.11,95152054.71,69648278.41,1.7551,7604284.47,103897.12,1483802.23,6364177.71,75.7,98.0,184.86,79.34,5428009.5,1757431.0,2.691,1.477,42.98,0
2010,FAMILY,174827260.41,132972736.06,41897019.48,0.8718,5073848.11,955369.34,4457147.41,7942682.04,66.49,232.04,95.07,153.68,24610202.63,10330807.46,3.59,25.099,63.02,0
2006,FAMILY,73207602.14,69918309.25,3509144.13,0.0936,1183759.44,159029.58,716286.79,10784702.24,219.3,98.38,155.74,94.53,21064679.3,3271116.22,2.135,13.758,67.81,1
2014,FAMILY,146281588.84,135490666.56,10757444.14,1.626,4194115.05,798454.31,4898756.03,5708543.54,135.86,116.07,166.1,167.07,7191515.01,9940123.42,3.645,-23.116,18.75,1
2018,CORPORATE,125538084.23,88492959.83,37033833.97,1.4563,1857095.51,4624076.69,2421009.81,8738701.79,123.01,194.39,198.36,178.02,8041237.22,10357081.69,4.218,1.916,91.64,0
2009,FAMILY,196879338.99,149181472.13,47914448.5,1.5873,7772505.1,1301278.72,2697034.15,8345749.61,78.51,129.31,124.1,243.85,15992516.29,14782260.43,5.781,8.993,24.64,0
2014,FAMILY,108828011.01,61482195.91,47487454.33,1.4097,4425850.91,5784988.69,2377356.89,4633354.46,150.71,166.09,161.06,113.93,5209754.49,8355120.66,4.53,-14.071,8.45,0
2018,FAMILY,75656345.39,61388667.24,14433283.71,0.4632,648943.72,5260274.03,790773.62,246682.36,131.79,139.35,97.58,69.12,17372257.1,2957811.37,5.512,5.473,24.3,0
2011,CORPORATE,31601225.92,25687339.8,5951661.45,1.6903,6408738.23,3072218.23,3584259.31,7057667.89,88.22,109.6,198.27,62.47,13230914.55,14329506.97,1.243,16.213,7.74,1
2023,FAMILY,167093173.66,137805966.36,29454306.47,1.5423,1879815.95,4444438.14,2879185.77,3748523.15,68.63,159.56,189.82,228.41,24652231.45,9187619.02,0.628,25.789,3.05,0
2016,OTHER,38514256.96,21793689.71,16790603.65,1.6869,2493605.42,2785041.5,777974.15,4367411.64,215.3,144.53,114.26,180.9,16500018.19,11347067.05,5.004,0.0,77.64,1
2005,CORPORATE,20678595.67,15216198.82,5441447.15,1.1424,4030758.13,4937125.8,599846.66,1235062.73,193.87,124.95,177.75,65.13,5462633.59,13882448.86,1.733,20.431,83.57,0
2025,FAMILY,182477153.36,129205530.37,53482029.69,0.3176,4534880.15,3115889.81,4590293.81,3181238.63,191.94,167.15,136.25,245.93,23510704.59,15355678.25,5.566,-23.29,30.38,1
2020,TRUST,101047062.53,77503828.82,23705303.66,0.3,5140322.61,3119622.19,4033347.63,6956372.49,205.34,75.11,73.05,124.84,23224891.0,12000783.56,4.872,-3.013,30.94,1
2017,FAMILY,214117500.48,163976152.09,50278154.19,0.0878,1814880.15,467738.46,4242450.1,7319470.81,218.9,78.88,107.2,230.44,10768119.52,9648134.46,1.544,20.98,39.66,0
