ag_crops_crop_year,ag_crops_county_fsa_code,ag_crops_crop_type_code,ag_crops_acres_planted,ag_crops_acres_harvested,ag_crops_yield_per_acre,ag_crops_production_total_bushels,ag_crops_irrigation_share_pct,ag_crops_seed_variety_code,ag_crops_planting_date_median,ag_crops_harvest_date_median,ag_crops_growing_degree_days,ag_crops_soil_moisture_index,ag_crops_fertilizer_rate_lbs_acre,ag_crops_pesticide_application_rate,ag_crops_crop_insurance_coverage_pct,ag_crops_price_received_usd_unit,ag_crops_revenue_per_acre_usd,ag_crops_loss_due_to_weather_pct,ag_crops_practice_conservation_tillage_flag
2008,FSA0001072,WHEAT,418.16,342.8,64.71,22182.59,88.97,V4,2020-02-24,2020-09-07,4056.8,0.6771,159.68,15.174,40.39,14.445,835.27,42.73,1
2006,FSA0001073,RICE,21108.56,19295.15,47.48,916133.72,10.46,V5,2005-04-10,2005-10-07,2176.1,0.3305,66.96,19.315,23.01,3.318,118.76,8.86,0
2017,FSA0001074,SORGHUM,21310.65,15418.39,214.34,3304777.71,81.65,V4,2020-02-09,2020-06-08,4392.4,0.4538,123.54,19.754,64.67,16.912,3744.56,29.42,1
2009,FSA0001075,WHEAT,9129.22,8495.45,238.53,2026419.69,14.91,V5,2012-02-16,2012-06-01,2194.6,0.1308,276.83,5.355,50.31,12.43,3057.36,34.44,1
2014,FSA0001076,WHEAT,19558.43,17221.21,162.29,2794830.17,47.22,V7,2008-05-01,2008-10-09,830.4,0.1224,20.73,24.535,8.61,9.419,1318.94,9.06,1
2009,FSA0001077,CORN,2734.16,2384.86,153.42,365885.22,10.99,V3,2021-08-02,2021-11-18,3862.0,0.3168,61.78,22.382,9.94,16.767,2006.85,26.98,1
2007,FSA0001078,SORGHUM,19190.75,19141.67,98.3,1881626.16,40.24,V3,2005-04-27,2005-10-17,2233.8,0.2463,166.85,5.834,11.73,6.246,626.38,35.23,0
2016,FSA0001079,SOYBEAN,4467.89,4000.79,50.16,200679.63,37.13,V6,2012-11-13,2013-05-07,4470.2,0.1259,201.69,10.514,47.57,7.362,401.13,20.52,0
2005,FSA0001080,CORN,15409.9,13622.71,177.76,2421572.93,88.0,V4,2005-08-05,2006-02-08,1321.7,0.5359,105.0,0.399,93.78,15.492,2266.91,48.03,1
2006,FSA0001081,SOYBEAN,8818.72,6544.22,219.77,1438223.23,35.45,V7,2019-03-31,2019-11-05,2937.2,0.3761,73.5,2.378,98.87,8.405,1513.33,49.26,0
2018,FSA0001082,POTATO,14716.04,11561.83,27.42,317025.38,77.55,V4,2023-08-23,2024-01-12,3871.9,0.9959,202.84,12.455,95.95,15.828,336.7,0.09,1
2018,FSA0001083,CORN,4185.44,3436.76,203.27,698590.21,82.65,V6,2009-04-03,2009-08-17,1566.2,0.1679,57.45,2.543,35.27,5.78,1205.21,47.34,0
2021,FSA0001084,OAT,17751.45,17665.06,196.86,3477543.71,35.28,V6,2009-08-04,2009-11-02,4060.9,0.9362,42.25,11.12,56.64,9.957,1493.02,54.4,0
2011,FSA0001085,SOYBEAN,18360.26,15678.3,52.9,829382.07,59.52,V3,2024-08-03,2025-01-18,3867.6,0.2399,123.47,17.714,72.17,2.86,135.23,25.39,0
2021,FSA0001086,CORN,24389.7,23611.14,242.64,5729007.01,13.71,V4,2010-12-29,2011-07-04,2220.1,0.1275,44.28,10.293,10.36,7.929,1805.6,52.37,1
2007,FSA0001087,SOYBEAN,24768.82,21274.32,110.15,2343366.35,35.88,V4,2014-02-19,2014-07-25,2323.9,0.842,20.21,15.588,46.18,7.776,907.72,3.09,0
2023,FSA0001088,CORN,7896.47,5605.3,232.47,1303064.09,58.99,V1,2019-02-02,2019-08-08,3182.0,0.4845,130.44,21.599,88.67,2.468,522.93,33.38,1
2018,FSA0001089,POTATO,10194.71,7999.87,176.9,1415177.0,33.99,V2,2010-07-08,2010-12-09,3187.4,0.8986,113.05,11.813,44.93,3.904,674.49,22.33,1
2013,FSA0001090,CORN,13516.15,12843.11,181.99,2337317.59,70.16,V6,2016-01-29,2016-04-28,4434.7,0.7079,319.44,14.634,48.16,16.198,2294.29,34.48,0
2011,FSA0001091,POTATO,2662.4,2111.43,47.87,101074.15,23.81,V3,2018-08-09,2018-12-03,1209.5,0.5088,32.95,1.915,92.8,5.45,274.9,45.6,1
2015,FSA0001092,SOYBEAN,18448.28,14992.03,245.22,3676345.6,2.81,V8,2021-12-14,2022-06-02,3501.4,0.5218,156.48,6.688,96.6,13.217,2605.24,37.03,1
2013,FSA0001093,WHEAT,21138.83,18676.49,149.46,2791388.2,39.61,V8,2005-10-06,2006-04-20,4341.0,0.4264,198.85,23.246,10.01,12.613,2022.67,5.59,0
2009,FSA0001094,CORN,19606.68,14003.46,191.29,2678721.86,24.59,V6,2005-10-25,2006-05-10,3645.2,0.3525,319.27,12.63,33.52,14.177,2880.92,17.27,0
2017,FSA0001095,CORN,16511.5,12546.38,171.33,2149571.29,71.02,V6,2015-07-05,2016-02-02,1556.6,0.5426,270.22,5.466,15.58,10.565,1793.05,29.82,1
2005,FSA0001096,CORN,12043.54,11819.87,233.19,2756275.49,60.96,V6,2019-12-02,2020-06-09,4310.6,0.3366,149.14,5.565,5.43,7.875,1872.74,39.71,0
2012,FSA0001097,CORN,20398.42,16281.43,101.17,1647192.27,54.53,V6,2014-03-10,2014-06-27,2836.1,0.9907,231.55,7.511,79.92,14.353,1266.05,40.04,0
2007,FSA0001098,SOYBEAN,2945.11,2805.34,97.43,273324.28,9.91,V2,2013-09-30,2014-02-01,3397.3,0.1876,223.47,17.562,42.76,13.737,1080.11,9.15,1
2019,FSA0001099,CORN,15701.69,13846.77,190.51,2637948.15,24.33,V4,2007-08-14,2007-11-17,4220.2,0.9046,265.68,13.454,53.17,16.584,3327.09,13.52,0
2013,FSA0001100,SOYBEAN,2434.84,2164.73,60.51,130987.81,54.69,V6,2024-09-11,2025-01-13,2237.5,0.7298,246.49,20.316,18.17,14.244,913.82,46.54,1
2009,FSA0001101,SOYBEAN,8924.79,6529.44,226.67,1480028.16,12.88,V3,2006-03-05,2006-10-07,3170.3,0.6097,289.37,11.408,55.95,16.366,3316.9,23.69,1
2017,FSA0001102,WHEAT,24668.94,17481.76,218.03,3811548.13,73.74,V8,2012-03-28,2012-10-10,4306.9,0.0806,111.46,22.061,68.28,6.184,1367.93,25.53,1
2017,FSA0001103,CORN,452.32,363.27,153.72,55841.86,25.51,V1,2009-06-18,2009-11-10,1841.1,0.2033,246.67,5.689,1.73,13.919,2129.91,47.26,1
2005,FSA0001104,WHEAT,6032.35,4480.6,54.7,245088.82,6.04,V8,2011-08-01,2012-02-09,1339.4,0.8915,60.78,22.306,52.64,5.191,239.51,37.96,0
2015,FSA0001105,RICE,6560.09,6475.43,50.49,326944.46,85.54,V3,2022-02-27,2022-06-24,2712.8,0.5096,171.47,1.046,87.92,12.875,489.13,5.87,0
2025,FSA0001106,COTTON,13122.02,13118.84,12.63,165690.95,48.13,V4,2019-04-15,2019-09-08,1993.6,0.4785,249.13,9.408,22.91,13.334,138.28,3.12,0
2008,FSA0001107,OAT,13745.37,12697.83,99.72,1266227.61,35.28,V8,2011-10-03,2012-05-06,3829.7,0.6942,214.16,17.647,42.76,5.349,479.7,23.89,1
2015,FSA0001108,SORGHUM,373.04,310.03,91.13,28253.03,99.56,V7,2015-11-23,2016-06-11,2661.8,0.8272,244.12,16.492,80.48,3.559,307.04,23.67,1
2025,FSA0001109,SOYBEAN,3018.73,2778.13,205.27,570266.75,55.1,V3,2019-10-21,2020-02-17,2269.3,0.507,198.9,9.849,22.86,13.373,2285.88,54.09,1
2019,FSA0001110,BARLEY,21549.41,16605.91,22.15,367820.91,80.59,V4,2017-04-25,2017-10-03,2052.7,0.7101,297.17,8.703,52.21,10.863,207.59,19.86,1
2012,FSA0001111,COTTON,5125.37,4528.99,24.77,112183.08,87.9,V7,2006-05-22,2006-10-02,3344.9,0.3388,226.2,11.546,15.85,11.446,216.47,22.94,1
2014,FSA0001112,SOYBEAN,14733.56,14396.13,182.68,2629885.03,75.58,V7,2012-02-21,2012-06-27,2873.8,0.7775,2.96,19.878,3.12,12.673,1946.83,41.0,0
2018,FSA0001113,BARLEY,16716.14,14945.74,107.99,1613990.46,1.47,V1,2016-01-30,2016-06-13,2889.6,0.2241,19.44,6.165,10.35,15.014,1553.1,31.02,0
2009,FSA0001114,CORN,15246.75,11558.42,93.88,1085104.47,2.11,V1,2021-03-10,2021-07-31,3046.9,0.6264,203.39,8.234,79.44,3.364,339.95,31.93,1
2019,FSA0001115,CORN,3773.86,3630.97,87.55,317891.42,27.45,V3,2009-11-15,2010-05-03,2140.9,0.2051,172.2,10.404,74.1,8.764,762.28,22.07,1
2009,FSA0001116,CORN,16700.79,12811.8,187.96,2408105.93,99.11,V8,2018-05-19,2018-08-19,3926.3,0.8868,274.67,10.881,5.72,5.975,1168.15,38.2,1
2020,FSA0001117,BARLEY,680.37,501.42,142.85,71627.85,80.78,V8,2021-05-10,2021-12-06,3145.7,0.0279,175.97,14.633,59.27,13.96,1942.7,27.09,0
2017,FSA0001118,CORN,10834.64,9028.63,184.52,1665962.81,22.47,V2,2018-10-19,2019-04-19,1967.1,0.3421,128.9,19.085,15.14,13.963,2762.6,14.69,1
2018,FSA0001119,CORN,6563.51,5309.34,39.03,207223.54,28.14,V4,2022-09-21,2023-01-19,942.8,0.326,278.68,10.335,85.3,6.204,218.17,56.87,0
2017,FSA0001120,WHEAT,24503.27,23431.24,135.92,3184774.14,81.6,V5,2014-07-11,2015-02-02,902.1,0.414,270.42,0.66,98.36,15.001,1553.38,56.96,1
2020,FSA0001121,WHEAT,18522.83,17959.58,63.61,1142408.88,74.83,V5,2011-07-23,2012-01-11,4102.5,0.4384,238.82,9.434,45.74,8.899,514.05,29.89,1
2022,FSA0001122,SOYBEAN,7168.32,6384.14,26.05,166306.85,73.46,V4,2012-12-17,2013-06-26,3474.9,0.6851,56.24,15.23,55.71,13.894,362.91,54.19,0
2021,FSA0001123,COTTON,19345.95,15019.04,167.53,2516139.77,98.35,V6,2021-07-08,2021-12-17,4146.8,0.516,173.53,22.871,67.44,6.04,771.8,33.92,1
2005,FSA0001124,COTTON,7721.47,5914.9,179.21,1060009.23,21.02,V8,2005-12-13,2006-05-11,2947.5,0.1193,141.44,12.224,61.43,12.161,2059.28,36.95,1
2012,FSA0001125,CORN,10662.85,8830.63,123.51,1090671.11,14.7,V8,2008-01-07,2008-06-30,1513.0,0.7563,121.76,16.496,69.99,7.466,941.85,32.26,0
2021,FSA0001126,CORN,13140.5,12327.83,132.35,1631588.3,66.25,V3,2017-02-26,2017-07-31,3299.5,0.0905,29.63,6.124,81.86,7.344,973.4,12.29,1
2013,FSA0001127,CORN,10461.71,9607.79,122.74,1179260.14,10.8,V7,2019-05-30,2019-11-21,3259.1,0.5336,169.69,9.245,44.01,11.581,1454.25,18.7,0
2018,FSA0001128,CORN,15999.8,13541.79,142.7,1932413.43,85.83,V6,2005-07-18,2005-12-29,4349.4,0.2252,249.23,14.751,59.66,7.144,898.71,20.79,0
2015,FSA0001129,RICE,20982.78,19260.64,121.45,2339204.73,98.73,V8,2007-03-04,2007-08-12,4211.4,0.3763,113.06,23.676,68.67,6.924,674.7,20.46,1
2007,FSA0001130,WHEAT,6655.41,5346.53,44.95,240326.52,56.23,V6,2006-08-29,2007-01-31,1779.8,0.1378,6.53,22.778,23.75,7.869,361.11,18.38,1
2006,FSA0001131,SOYBEAN,6430.08,5340.75,188.63,1007425.67,73.57,V8,2022-08-07,2022-12-25,2361.8,0.9333,97.03,4.127,15.81,15.118,3040.73,19.24,0
2005,FSA0001132,SOYBEAN,9135.76,8085.87,40.06,323919.95,19.8,V4,2013-08-15,2013-12-23,1687.7,0.3097,28.84,11.34,5.41,8.574,376.75,11.2,0
2022,FSA0001133,SOYBEAN,24633.39,22513.62,164.57,3705066.44,8.27,V3,2009-01-19,2009-05-31,4350.8,0.8932,307.11,20.701,1.31,6.076,952.08,19.61,1
2018,FSA0001134,BARLEY,21196.84,16919.29,32.41,548354.19,87.57,V5,2008-03-13,2008-10-03,1126.6,0.5798,143.12,15.27,95.58,16.94,515.63,23.23,1
2011,FSA0001135,CORN,19108.11,16202.93,119.74,1940138.84,62.6,V8,2021-01-25,2021-05-06,2280.2,0.6308,236.15,12.328,81.0,14.375,1727.8,32.85,1
2009,FSA0001136,WHEAT,19917.52,14092.59,206.74,2913502.06,69.26,V7,2009-11-24,2010-04-29,1975.4,0.6074,131.05,24.322,46.72,11.249,1804.04,2.57,1
2010,FSA0001137,OAT,21541.64,17041.24,239.89,4088023.06,30.2,V2,2024-06-14,2025-01-14,993.1,0.7505,307.72,10.877,5.6,14.627,3673.12,29.66,0
2024,FSA0001138,SOYBEAN,237.45,206.13,65.36,13472.66,55.22,V4,2018-08-19,2018-12-03,4416.5,0.1044,309.59,7.673,66.09,14.478,795.16,45.39,0
2005,FSA0001139,CORN,24937.6,22837.45,186.75,4264893.79,53.09,V5,2020-04-02,2020-08-29,3614.6,0.2135,289.02,13.735,60.31,14.538,2646.87,42.41,0
2015,FSA0001140,RICE,16293.43,15392.15,66.05,1016651.51,45.82,V1,2024-05-08,2024-10-22,4249.6,0.9448,143.75,23.027,18.98,11.448,712.67,17.1,1
2005,FSA0001141,CORN,2875.29,2147.63,167.47,359663.6,14.95,V8,2012-09-14,2013-04-20,985.4,0.1676,157.65,3.51,39.8,10.498,1817.78,51.07,1
2006,FSA0001142,WHEAT,1898.79,1651.35,228.83,377878.42,88.21,V8,2021-02-21,2021-07-09,1778.7,0.1309,266.08,1.626,60.55,3.276,790.29,49.65,1
2007,FSA0001143,SOYBEAN,12622.38,9978.25,143.57,1432577.35,91.36,V6,2011-01-27,2011-07-13,1454.9,0.9048,153.18,18.15,49.69,12.816,1807.45,4.13,1
2014,FSA0001144,COTTON,10037.87,9287.2,84.16,781610.75,7.71,V5,2013-08-09,2014-02-01,1357.1,0.8089,77.47,4.117,21.82,3.268,271.55,30.26,1
2010,FSA0001145,RICE,8648.07,6476.46,55.72,360868.35,76.66,V4,2018-07-18,2018-12-03,3911.2,0.6964,17.43,16.55,78.31,17.402,1027.43,10.04,0
2017,FSA0001146,SORGHUM,2931.13,2772.07,59.99,166296.48,95.48,V2,2018-03-12,2018-08-12,3896.1,0.7461,48.64,15.564,85.44,3.162,148.39,34.29,0
2015,FSA0001147,WHEAT,15361.35,11575.42,141.48,1637690.42,62.85,V5,2022-07-08,2022-11-27,2393.0,0.2864,13.48,7.925,78.94,6.351,690.29,28.9,0
2018,FSA0001148,WHEAT,18701.91,15563.71,149.35,2324440.09,63.11,V3,2012-03-30,2012-09-04,4084.7,0.5979,315.61,12.86,38.4,9.696,1468.61,5.28,1
2024,FSA0001149,COTTON,22549.5,21670.07,65.09,1410504.86,47.38,V6,2015-10-20,2016-02-23,1917.2,0.2337,288.45,13.23,52.84,10.897,559.75,26.15,0
2007,FSA0001150,SORGHUM,4731.78,4004.26,95.8,383608.11,24.99,V3,2006-07-04,2006-11-17,1632.3,0.2779,56.41,15.58,19.12,14.709,1402.41,41.45,0
2008,FSA0001151,CORN,7076.74,6236.8,242.99,1515480.03,92.35,V1,2013-06-09,2014-01-11,4342.2,0.0983,177.99,23.838,0.69,2.868,626.27,12.45,0
2013,FSA0001152,CORN,19467.33,19376.55,232.61,4507179.3,43.72,V2,2015-02-18,2015-07-03,1416.7,0.775,208.69,2.152,83.73,5.435,978.22,34.76,1
2006,FSA0001153,SOYBEAN,1281.03,962.05,26.29,25292.29,32.7,V2,2011-05-08,2011-09-14,3202.1,0.5917,257.76,7.952,40.61,11.659,286.04,55.51,0
2008,FSA0001154,WHEAT,7083.53,5093.86,154.04,784658.19,91.92,V1,2015-05-12,2015-10-10,3644.4,0.1293,1.83,17.666,69.56,10.202,1523.09,11.78,1
2024,FSA0001155,SORGHUM,20959.9,17695.79,170.9,3024210.51,31.59,V3,2018-03-30,2018-09-06,1323.2,0.38,12.36,20.743,10.61,13.628,1883.93,4.95,1
2023,FSA0001156,SOYBEAN,1758.43,1404.45,143.22,201145.33,72.92,V6,2005-03-07,2005-09-20,2162.3,0.9936,56.36,24.508,49.77,13.897,1764.48,55.54,0
2015,FSA0001157,POTATO,18252.37,14503.17,181.0,2625073.77,34.55,V6,2006-11-11,2007-05-05,864.5,0.9614,260.39,1.802,86.75,17.725,3196.54,24.3,1
2013,FSA0001158,SOYBEAN,14395.76,11511.34,208.55,2400689.96,13.24,V4,2013-05-23,2013-11-03,3989.8,0.6125,133.04,9.662,65.25,12.061,2485.93,59.62,1
2010,FSA0001159,SOYBEAN,9971.05,8726.38,216.98,1893449.93,58.29,V6,2021-12-15,2022-05-17,3527.1,0.0772,199.73,18.6,41.96,3.555,616.58,40.1,0
2018,FSA0001160,COTTON,24894.24,18755.81,88.53,1660451.86,97.31,V7,2007-11-13,2008-03-04,2735.3,0.1044,44.47,20.496,52.18,15.257,1243.64,8.5,0
2021,FSA0001161,SOYBEAN,20754.66,16222.79,184.26,2989211.29,56.19,V5,2007-02-01,2007-06-19,2787.6,0.3894,300.18,5.262,98.39,8.179,1428.29,11.81,0
2022,FSA0001162,CORN,5519.43,4644.64,228.47,1061160.9,47.2,V3,2023-12-22,2024-04-21,3486.4,0.8406,7.27,12.225,28.56,6.252,1383.58,44.97,1
2019,FSA0001163,WHEAT,21677.19,15346.52,88.51,1358320.49,39.67,V6,2015-07-06,2016-01-08,1637.6,0.9266,212.06,5.754,56.88,9.933,702.04,3.37,0
2018,FSA0001164,WHEAT,11339.08,9797.48,138.76,1359498.32,39.62,V5,2015-11-16,2016-03-23,3599.9,0.9958,38.8,7.542,21.61,7.615,809.35,42.51,0
2011,FSA0001165,SOYBEAN,436.74,380.34,164.64,62619.18,37.6,V4,2005-08-01,2006-02-10,2197.2,0.0445,48.0,12.811,93.95,14.794,2626.21,50.74,1
2006,FSA0001166,SOYBEAN,20700.79,20517.6,180.39,3701169.86,92.01,V4,2023-05-01,2023-08-14,1814.4,0.9772,50.56,3.249,41.09,15.341,2196.38,35.61,0
2024,FSA0001167,CORN,10691.33,9226.42,77.2,712279.62,48.95,V4,2017-10-18,2018-04-29,1397.2,0.1796,158.63,7.324,31.45,2.788,215.21,58.14,1
2019,FSA0001168,SOYBEAN,900.29,659.33,204.15,134602.22,85.65,V1,2018-07-13,2018-12-12,4271.9,0.365,76.53,8.098,5.71,16.868,2589.29,24.33,0
2021,FSA0001169,CORN,16618.08,11674.22,31.16,363768.7,38.44,V4,2006-04-06,2006-11-07,2145.5,0.784,21.68,13.095,28.68,7.746,202.94,9.52,0
2012,FSA0001170,POTATO,19022.89,16347.69,125.33,2048855.99,48.05,V5,2006-05-25,2006-11-18,4282.9,0.1575,271.42,17.919,27.55,14.848,1628.99,6.54,0
2012,FSA0001171,WHEAT,12640.12,10241.63,19.96,204422.93,12.35,V6,2007-03-12,2007-08-13,976.1,0.3851,276.32,1.269,51.13,7.297,138.21,0.74,1
2024,FSA0001172,OAT,5199.12,3821.59,189.53,724305.95,25.4,V6,2016-11-28,2017-05-12,4342.4,0.5582,15.6,20.299,49.2,16.813,2488.23,10.6,1
2019,FSA0001173,RICE,18232.63,16975.72,145.61,2471834.59,56.59,V5,2019-07-04,2020-01-24,3535.6,0.0635,139.77,17.969,8.08,17.362,2327.95,19.23,1
2013,FSA0001174,WHEAT,12623.92,11882.59,35.43,421000.16,31.9,V1,2010-08-06,2010-11-19,3912.4,0.1029,253.36,23.533,64.68,10.516,302.28,52.28,1
2007,FSA0001175,SORGHUM,16328.07,13171.8,161.15,2122635.57,43.21,V3,2019-09-08,2020-01-04,3846.1,0.2726,90.09,17.383,29.8,16.231,2426.95,37.6,0
2012,FSA0001176,SOYBEAN,9000.1,6856.63,233.54,1601297.37,86.45,V6,2007-12-31,2008-06-21,2742.1,0.0699,183.94,5.684,2.79,3.996,974.84,45.29,0
2024,FSA0001177,SORGHUM,1449.59,1330.42,181.65,241670.79,52.83,V3,2018-04-25,2018-11-12,3027.2,0.6854,1.45,12.221,8.67,7.965,1540.83,23.36,0
2009,FSA0001178,SORGHUM,13871.66,12460.51,50.55,629878.78,77.06,V3,2013-05-19,2013-11-17,3292.3,0.1681,178.23,8.039,6.49,12.947,594.1,12.77,1
2008,FSA0001179,SOYBEAN,19111.53,17563.7,246.91,4336653.17,19.04,V4,2020-03-07,2020-09-16,1815.2,0.6542,105.98,6.991,93.17,13.841,2838.28,38.35,1
2010,FSA0001180,WHEAT,7449.45,6867.05,130.86,898622.16,76.52,V4,2020-07-12,2020-12-28,1115.5,0.9075,157.8,0.263,35.78,17.089,1799.61,0.71,0
2016,FSA0001181,CORN,19322.51,18606.34,93.42,1738204.28,11.85,V5,2007-10-21,2008-03-01,2866.8,0.6689,18.92,10.486,72.04,5.201,426.75,29.76,0
2020,FSA0001182,WHEAT,19685.57,15245.63,21.3,324731.92,92.74,V5,2013-03-08,2013-09-01,1678.3,0.2643,312.48,22.459,11.48,7.838,166.54,46.88,0
2006,FSA0001183,COTTON,6927.56,5123.67,47.72,244501.53,13.97,V7,2020-06-26,2020-11-02,1593.3,0.3164,156.16,6.36,56.68,12.527,457.34,21.42,1
2024,FSA0001184,CORN,20829.98,16100.07,193.17,3110050.52,57.18,V4,2012-11-09,2013-02-22,3876.4,0.7669,266.17,11.131,4.02,8.273,1413.44,1.77,0
2018,FSA0001185,WHEAT,20004.52,16876.37,29.41,496334.04,69.04,V3,2022-05-29,2022-10-02,1492.1,0.8052,135.55,4.151,89.89,13.157,325.22,39.06,1
2011,FSA0001186,CORN,9269.75,7723.73,191.47,1478862.58,69.76,V3,2023-09-07,2024-01-06,2164.2,0.2864,24.66,2.301,37.08,12.115,2271.53,54.9,1
2011,FSA0001187,BARLEY,23835.41,22995.74,114.5,2633012.23,76.53,V4,2012-06-18,2012-12-15,3600.9,0.8522,134.69,9.717,4.2,14.223,1573.98,28.74,1
2006,FSA0001188,WHEAT,4186.41,3604.15,220.15,793453.62,36.83,V2,2023-02-23,2023-08-12,1437.2,0.6277,18.65,8.984,64.65,14.89,3453.56,32.34,0
2020,FSA0001189,WHEAT,4828.52,3897.68,110.1,429134.57,2.0,V7,2025-01-01,2025-04-01,2779.3,0.6764,47.53,22.522,93.27,8.297,790.07,14.04,1
2024,FSA0001190,SOYBEAN,15902.85,12483.48,150.47,1878389.24,72.14,V4,2024-10-25,2025-01-28,4296.3,0.2817,307.79,11.691,32.78,17.522,2679.86,41.65,1
2025,FSA0001191,PEANUT,12061.06,8919.07,188.48,1681066.31,98.17,V7,2009-12-13,2010-05-07,2496.9,0.3571,88.0,20.821,38.5,17.329,3560.11,18.89,0
2007,FSA0001192,SOYBEAN,13293.12,9320.97,249.86,2328937.56,41.28,V5,2014-11-24,2015-05-08,1455.0,0.0761,98.74,18.881,28.18,16.442,4507.44,16.08,1
2018,FSA0001193,CORN,20522.18,17539.29,68.85,1207580.12,16.2,V1,2010-12-23,2011-05-01,3156.3,0.0827,247.32,11.702,5.26,9.307,704.2,36.58,1
2013,FSA0001194,SOYBEAN,3961.15,3512.0,60.92,213951.04,74.59,V3,2015-07-07,2015-10-18,4329.0,0.3074,173.88,1.577,82.49,10.16,542.77,40.91,0
2015,FSA0001195,SOYBEAN,16464.04,12065.77,220.68,2662674.12,85.66,V3,2013-11-26,2014-05-06,1224.1,0.2892,238.97,6.495,16.14,8.293,1795.88,15.03,1
2005,FSA0001196,WHEAT,6132.19,4294.65,207.95,893072.47,14.03,V1,2015-06-09,2015-10-26,3178.1,0.9443,315.79,13.726,62.75,11.147,2257.35,5.81,0
2025,FSA0001197,BARLEY,9712.72,7412.91,218.96,1623130.77,74.83,V2,2006-04-13,2006-09-30,2684.5,0.0587,56.39,3.718,74.49,4.673,810.04,36.15,0
2009,FSA0001198,SOYBEAN,3650.06,2640.32,174.48,460683.03,71.42,V4,2021-11-02,2022-02-02,2504.6,0.9398,31.23,16.362,82.27,17.751,3345.39,30.97,1
2017,FSA0001199,CORN,1995.44,1613.24,147.82,238469.14,28.85,V6,2022-11-16,2023-03-13,4160.0,0.2951,134.96,14.637,92.56,9.268,1153.26,44.54,1
2011,FSA0001200,SOYBEAN,4244.29,3627.43,228.28,828069.72,1.9,V6,2010-01-09,2010-05-09,2743.4,0.9174,196.04,16.292,72.05,4.754,897.44,32.29,0
2021,FSA0001201,CORN,15769.16,13892.54,63.38,880509.19,52.54,V7,2007-01-31,2007-07-01,2194.1,0.9935,219.65,3.698,42.06,13.7,766.75,38.7,1
2025,FSA0001202,OAT,13275.27,10891.18,104.05,1133227.28,48.44,V6,2008-03-25,2008-09-24,2218.3,0.1394,203.68,21.378,8.31,11.876,1006.54,5.19,0
2005,FSA0001203,CORN,15058.31,14641.01,142.98,2093371.61,68.12,V5,2020-12-08,2021-06-22,3659.3,0.2291,258.78,6.917,94.38,16.74,2464.53,30.76,0
2021,FSA0001204,COTTON,3108.89,2502.2,239.32,598826.5,57.98,V6,2018-04-22,2018-10-04,2947.1,0.325,183.83,2.777,69.84,12.19,2517.12,14.15,0
2018,FSA0001205,SOYBEAN,23985.49,18621.79,217.03,4041487.08,4.28,V7,2010-12-02,2011-04-18,4011.1,0.547,124.74,10.921,66.05,7.86,1631.82,36.75,1
2014,FSA0001206,BARLEY,19457.37,14813.59,194.14,2875910.36,74.51,V5,2019-12-06,2020-03-09,2945.2,0.8749,187.64,7.983,44.57,10.156,2011.6,6.75,1
2017,FSA0001207,CORN,22091.2,18101.99,65.44,1184594.23,22.71,V2,2018-04-04,2018-07-08,1922.1,0.7324,109.4,0.06,17.8,15.456,978.01,23.97,0
2020,FSA0001208,RICE,22098.53,18006.7,121.84,2193936.33,69.51,V6,2018-02-19,2018-09-24,1857.7,0.1764,60.33,17.943,11.49,10.177,999.56,22.55,0
2005,FSA0001209,CORN,5211.28,4486.15,249.64,1119922.49,0.04,V5,2014-09-25,2015-03-04,3878.3,0.0827,180.17,19.565,28.88,11.325,2193.31,51.22,1
2012,FSA0001210,COTTON,4586.58,3404.22,208.19,708724.56,41.32,V3,2016-06-27,2017-01-04,2415.3,0.5681,207.44,16.939,65.78,9.31,1922.21,39.57,1
2005,FSA0001211,BARLEY,12626.29,11544.11,83.96,969243.48,49.86,V5,2018-06-03,2018-12-13,3962.0,0.5348,272.44,22.965,76.88,14.324,968.21,39.14,0
2015,FSA0001212,WHEAT,9620.65,8301.5,77.83,646105.74,14.77,V6,2022-10-06,2023-04-14,4154.9,0.3204,3.14,24.991,69.25,16.278,1375.2,11.21,1
2025,FSA0001213,SOYBEAN,20410.12,15454.1,162.16,2506036.86,12.4,V2,2007-05-20,2007-11-04,1438.4,0.5023,246.02,14.593,87.72,3.239,471.67,55.27,1
2024,FSA0001214,WHEAT,23987.67,17315.54,50.5,874434.77,96.47,V4,2005-12-04,2006-04-15,4383.4,0.2066,229.54,8.589,79.09,11.314,517.37,30.52,0
2025,FSA0001215,COTTON,21538.37,15669.09,114.99,1801788.66,89.95,V5,2008-05-16,2008-11-22,4468.6,0.9614,116.59,16.359,89.35,4.786,603.45,34.5,0
2021,FSA0001216,BARLEY,8696.16,8350.53,159.41,1331157.99,57.64,V4,2010-09-03,2011-04-08,2293.8,0.4322,219.91,19.081,88.57,11.396,1674.52,31.59,1
2006,FSA0001217,CORN,5054.31,4537.43,57.2,259541.0,68.53,V2,2012-11-11,2013-03-18,1469.8,0.1346,7.5,13.233,7.98,14.674,726.85,21.9,1
2017,FSA0001218,WHEAT,1275.23,1229.74,214.62,263926.8,41.0,V4,2006-01-27,2006-06-21,3935.4,0.6029,74.98,4.935,6.19,14.492,2839.99,44.08,0
