trans_commute_acs_year,trans_commute_commuting_zone_id,trans_commute_mode_to_work_code,trans_commute_mean_travel_time_minutes,trans_commute_median_travel_time_minutes,trans_commute_percentile_90_travel_time,trans_commute_telework_share_pct,trans_commute_carpool_share_pct,trans_commute_transit_share_pct,trans_commute_walk_share_pct,trans_commute_bike_share_pct,trans_commute_leave_home_time_peak,trans_commute_arrival_time_peak,trans_commute_distance_to_work_miles,trans_commute_toll_usage_share_pct,trans_commute_vehicle_occupancy_avg,trans_commute_commute_cost_estimate_inr,trans_commute_time_reliability_index,trans_commute_access_to_jobs_45min,trans_commute_jobs_housing_balance_ratio
2018,559489,CARPOOL,72.1,65.9,101.5,30.32,7.72,34.91,14.79,5.03,09:30,10:56,1.5,10.44,1.79,3215,1.815,70931,1.508
2019,244118,WALK,61.3,54.7,94.9,5.89,3.95,12.61,10.02,5.62,07:15,08:31,41.12,8.47,2.52,7949,1.064,1073317,3.165
2020,992041,CARPOOL,59.5,55.7,88.5,27.35,10.93,10.06,0.7,4.16,10:21,11:19,1.56,1.75,1.58,2483,1.0,601585,2.408
2019,137134,TRANSIT,13.4,8.5,39.5,14.68,18.9,15.32,12.02,9.56,09:03,09:22,4.8,19.0,2.26,3373,2.159,1344139,0.788
2019,845276,AUTO,54.5,49.2,93.4,11.56,3.81,32.96,15.56,0.76,07:13,08:06,34.81,18.22,2.93,7804,1.077,1807182,1.671
2016,612403,OTHER,21.9,12.9,29.3,33.89,15.41,25.86,2.99,2.64,06:54,07:11,14.03,7.72,1.8,3141,0.993,58377,0.384
2016,382111,MIXED,90.1,89.6,128.0,22.68,19.34,28.26,11.23,4.7,08:47,10:17,3.79,6.64,1.2,2842,1.824,1553766,3.498
2020,303666,TELEWORK,27.7,26.5,36.9,34.46,16.59,18.77,15.29,1.59,08:22,08:52,28.35,19.2,1.25,6485,0.761,1111755,0.989
2018,702423,OTHER,58.8,58.5,76.0,27.41,19.22,31.54,15.61,1.22,09:40,10:36,42.21,16.29,1.26,7699,0.802,347432,4.484
2023,477488,TRANSIT,51.4,51.3,74.3,16.08,12.03,24.11,10.02,6.71,08:50,09:49,32.51,9.13,1.33,6485,0.983,2454539,4.056
2020,624006,TELEWORK,75.4,71.9,83.1,11.65,7.87,24.54,1.48,0.8,08:30,09:33,31.39,15.01,1.67,7518,1.36,1481230,2.539
2021,342251,OTHER,40.6,35.5,67.9,28.07,14.97,13.66,13.23,8.65,10:20,11:03,42.51,3.31,2.83,6756,1.483,895176,3.17
2021,561702,TELEWORK,50.9,39.0,82.8,13.68,7.07,5.92,16.26,0.98,06:09,06:53,40.59,21.76,2.02,7840,2.044,244484,3.017
2025,968110,TELEWORK,37.5,37.1,49.9,3.43,13.48,27.91,4.22,6.44,09:05,09:55,6.67,13.62,2.92,2963,2.034,684420,2.303
2018,494979,OTHER,61.9,54.7,95.8,23.62,14.63,29.4,2.56,6.87,07:22,08:26,36.77,21.77,1.05,8000,1.949,1023882,1.626
2019,157286,OTHER,14.0,3.3,31.5,30.9,0.83,0.76,9.19,6.06,09:56,10:01,10.79,18.97,1.98,3545,0.78,209673,2.03
2017,215582,TRANSIT,87.2,84.7,93.6,1.49,8.94,33.02,2.05,9.88,07:13,08:48,12.21,7.27,1.02,4602,0.808,1283695,4.084
2016,705785,BIKE,63.7,62.2,91.1,13.95,13.87,22.12,14.15,8.84,07:10,08:20,31.56,18.92,2.56,7458,2.01,1051487,0.272
2023,994966,OTHER,73.8,62.0,86.7,24.7,0.09,3.57,9.6,6.15,09:48,10:59,8.71,12.17,3.07,4542,1.922,559629,1.152
2017,103578,MIXED,24.7,23.3,43.7,10.1,14.4,7.41,4.57,6.09,10:09,10:36,2.0,24.49,2.43,2780,1.45,2152304,3.991
2017,664291,MIXED,82.8,80.5,111.8,7.58,8.88,23.47,11.47,0.93,10:37,12:00,40.92,20.09,1.59,8000,0.818,1579153,3.84
2018,166688,OTHER,15.5,6.9,27.4,15.63,6.82,27.32,12.48,2.3,09:34,09:53,11.5,1.08,1.1,2684,1.407,2206240,0.5
2016,751719,MIXED,12.2,4.0,18.7,4.3,16.87,26.63,11.23,6.23,06:58,07:28,34.37,19.14,3.19,5914,1.982,726679,0.198
2022,834711,TRANSIT,50.6,47.0,64.3,23.7,5.18,16.92,14.68,2.14,10:31,11:08,38.34,21.56,1.8,7873,1.04,2477126,0.505
2018,332364,OTHER,86.0,82.1,110.4,5.62,14.09,31.3,11.08,4.99,09:11,10:41,27.3,18.69,2.51,7312,2.214,980349,1.115
2020,698041,TRANSIT,58.5,53.5,81.7,0.58,10.68,25.47,11.8,4.93,10:08,11:19,26.28,13.25,2.21,6010,1.751,731257,4.308
2018,388064,OTHER,50.2,46.9,74.6,23.16,16.39,16.2,5.97,10.89,09:57,10:46,24.69,8.78,1.45,5499,0.784,1249782,0.811
2025,325212,BIKE,61.9,52.5,92.4,28.85,13.93,15.3,5.44,9.23,08:59,09:58,13.09,5.71,2.17,3762,1.669,1282606,2.491
2024,824169,TELEWORK,19.3,14.8,53.9,24.06,4.3,4.04,13.43,0.25,08:37,08:56,41.12,22.31,1.77,7194,2.053,34264,2.198
2022,545134,AUTO,41.5,40.2,54.0,5.12,18.23,27.16,3.41,3.22,10:23,11:06,0.32,18.21,2.33,2819,0.884,1237571,3.678
2020,161745,MIXED,12.8,8.0,33.4,34.02,7.61,10.75,7.52,10.82,08:28,08:40,28.99,2.04,2.67,4101,1.479,1551187,4.378
2018,104642,WALK,70.9,65.8,76.7,32.03,14.56,11.76,1.68,6.03,07:45,08:49,14.44,0.12,2.65,4009,2.306,739839,1.141
2024,630819,AUTO,19.4,10.7,55.8,30.34,14.31,7.14,10.36,2.55,07:54,08:23,8.51,3.12,2.55,1784,1.276,950776,3.465
2016,474345,AUTO,18.3,10.5,52.7,7.81,2.58,32.42,17.45,4.84,09:13,09:37,29.8,10.74,2.83,5794,2.359,1903713,3.767
2025,798142,WALK,54.6,49.3,89.7,15.44,6.57,33.94,6.92,5.46,07:58,08:45,1.95,1.39,1.84,1555,2.191,2234546,3.195
2016,218242,WALK,25.5,19.0,64.0,1.19,5.36,9.26,7.8,7.54,06:16,06:46,29.34,11.74,2.99,5424,1.636,1685951,2.319
2023,405170,CARPOOL,80.7,73.5,93.7,33.2,3.65,17.79,5.64,4.86,06:11,07:19,24.81,9.2,1.11,6429,2.305,528083,3.418
2021,570324,AUTO,85.5,80.0,90.6,12.88,0.18,16.33,3.29,6.63,06:17,07:39,8.97,10.73,2.05,4705,1.65,86278,2.227
2020,847752,OTHER,41.9,39.6,54.1,30.55,13.68,12.84,5.44,6.69,09:07,10:00,24.63,6.2,3.06,5216,1.233,249260,2.356
2022,613477,TRANSIT,10.9,7.8,47.3,7.27,18.97,20.55,11.47,5.23,07:39,07:44,41.44,15.29,3.17,7241,1.125,2352992,2.986
2017,532444,OTHER,69.3,63.7,107.8,5.84,5.68,27.67,17.53,10.19,10:01,11:23,40.37,17.49,1.36,7976,2.247,2036004,3.861
2018,812775,MIXED,81.0,70.0,118.4,4.69,16.84,29.72,15.09,6.32,09:17,10:34,18.77,7.29,1.74,5356,2.371,1054608,1.632
2018,628519,MIXED,83.4,76.2,120.7,22.25,5.1,21.16,2.12,9.93,06:55,08:27,1.98,1.41,2.32,2575,0.885,2079459,3.209
2021,611647,OTHER,83.9,81.9,101.8,28.4,8.66,2.89,6.14,2.3,08:09,09:18,8.72,0.07,1.09,3735,1.33,502151,4.126
2017,674447,BIKE,90.7,86.0,101.7,6.35,3.47,19.03,10.55,0.12,08:45,10:20,27.83,12.13,1.52,6365,1.293,2066604,1.304
2024,394792,OTHER,23.6,17.7,55.9,24.74,11.75,5.82,2.65,1.19,09:49,10:18,16.97,2.34,1.51,2868,0.993,601728,0.658
2023,467132,CARPOOL,35.0,26.7,44.2,31.29,2.58,9.62,6.28,2.36,10:30,10:58,3.65,12.85,2.3,2588,1.09,1183676,3.396
2016,441878,TRANSIT,12.4,3.0,42.7,22.76,15.27,19.83,7.12,3.92,06:30,06:45,12.68,15.79,1.57,3795,2.19,681125,1.885
2017,772949,CARPOOL,65.2,63.7,103.6,34.48,0.02,20.62,16.03,0.6,08:14,09:25,27.42,24.39,1.84,7521,1.628,429522,0.443
2021,508522,MIXED,21.3,18.8,52.4,16.3,6.87,15.69,12.34,9.88,06:46,07:08,6.73,24.16,1.93,4220,1.869,1048387,3.461
2024,896208,TELEWORK,26.6,14.8,38.6,8.72,8.51,1.27,17.97,8.46,08:59,09:40,40.75,11.94,1.7,6497,1.616,2051132,0.611
2021,121693,CARPOOL,48.2,38.6,62.4,24.24,2.05,27.7,0.85,0.48,09:39,10:31,1.98,5.02,2.47,2364,1.858,2215396,2.93
2021,115718,MIXED,90.9,83.6,114.1,4.84,1.62,3.91,7.54,4.72,10:55,12:30,18.85,3.85,1.07,4720,1.839,239427,3.666
2021,926939,WALK,34.1,29.2,46.6,11.08,14.63,29.59,10.6,2.83,08:24,08:58,21.46,0.79,1.9,4251,0.761,504966,3.218
2023,111937,CARPOOL,10.6,6.6,19.7,9.89,10.26,14.95,9.73,1.39,07:01,07:31,14.39,11.87,1.74,3712,1.749,1588776,2.802
2025,281814,BIKE,10.5,3.7,45.0,14.99,17.26,9.14,16.43,8.84,10:57,11:07,39.46,7.72,1.02,6583,1.674,1833996,3.757
2016,508729,TELEWORK,24.8,18.3,60.5,17.53,16.0,10.28,10.87,7.87,10:32,10:55,43.44,8.85,1.46,7556,0.806,182256,3.051
2016,489421,TELEWORK,14.5,3.8,21.4,3.38,8.5,2.89,14.86,4.23,08:15,08:22,22.71,10.06,1.29,3908,1.894,2469143,2.388
2020,547674,MIXED,28.2,19.3,47.3,10.54,0.39,27.78,12.54,9.28,09:08,09:25,17.42,10.24,2.31,4114,0.905,945230,4.187
2018,179601,CARPOOL,25.1,21.4,57.5,24.68,2.28,23.02,13.47,2.06,07:56,08:22,21.55,21.25,2.23,5716,2.279,1260707,0.482
2016,488441,WALK,54.8,54.5,80.7,9.5,16.64,4.7,10.25,6.92,07:26,08:26,42.24,19.05,3.17,8000,2.279,2090110,0.225
2016,329171,TELEWORK,14.9,3.9,35.1,10.75,7.23,20.47,15.17,3.93,07:27,07:48,21.32,19.86,3.14,5014,0.802,1417932,3.562
2017,838708,CARPOOL,83.2,78.7,107.8,1.6,5.51,16.42,3.55,0.15,06:39,08:03,35.13,7.64,1.63,7188,1.468,1128755,4.14
2018,166545,CARPOOL,73.1,61.5,98.7,24.38,2.26,6.66,4.71,8.93,06:19,07:41,23.06,5.59,1.75,4936,1.599,2133504,3.12
2023,864488,TRANSIT,15.0,3.5,42.9,25.72,1.19,8.89,0.46,10.86,10:39,10:57,42.39,5.89,3.07,6696,0.859,782338,4.192
2019,674999,BIKE,36.1,31.2,53.4,1.56,15.8,26.55,17.34,3.48,10:59,11:46,5.04,17.79,1.5,3311,2.248,2066958,0.609
2019,499986,WALK,81.9,76.6,105.9,11.4,17.6,26.62,3.8,7.52,10:50,12:15,44.52,14.04,2.1,8000,1.665,2458487,1.118
2023,959902,TRANSIT,75.1,70.6,112.9,32.31,19.81,32.43,1.33,2.82,10:38,11:56,39.24,14.15,2.9,8000,1.562,1270888,3.87
2023,871063,CARPOOL,64.2,59.3,72.3,9.44,0.77,21.63,3.35,11.4,09:41,10:40,2.57,24.67,2.76,4509,2.012,699247,1.198
2024,420582,TELEWORK,90.7,86.0,119.0,23.81,14.42,2.17,12.47,11.11,10:09,11:41,40.9,24.47,2.72,8000,2.301,486389,3.442
2019,352488,CARPOOL,71.3,71.2,82.4,20.57,12.54,3.15,7.34,7.19,07:35,08:56,28.19,14.73,1.06,6478,0.899,1831491,3.367
2023,923309,AUTO,86.7,83.7,122.3,1.31,19.23,21.21,5.87,11.93,07:48,09:16,9.4,12.52,1.29,4124,1.826,617709,1.95
2024,220561,OTHER,52.4,41.4,76.7,33.62,10.04,2.29,6.43,3.32,09:24,10:29,8.07,0.66,1.84,3234,0.996,1224737,3.053
2020,201740,MIXED,31.1,30.2,65.8,17.57,11.02,27.24,0.52,9.08,09:59,10:33,18.12,16.88,2.47,4438,1.08,1826693,0.398
2021,551865,TELEWORK,51.6,45.6,66.4,23.84,19.18,33.84,7.33,1.11,08:21,09:10,34.06,16.0,1.03,6403,2.333,2316028,0.22
2024,966536,MIXED,9.4,3.6,26.4,2.34,7.56,6.73,17.96,5.35,07:13,07:28,18.74,10.17,2.59,3440,0.997,1248112,0.252
2016,411181,BIKE,38.3,33.5,75.9,28.21,0.79,21.63,9.47,2.31,08:29,09:04,27.22,18.68,2.58,6154,1.94,960604,3.15
2023,802979,CARPOOL,52.6,43.2,71.1,23.12,13.86,15.39,14.54,8.09,06:51,07:52,44.02,12.23,1.97,7574,1.975,183334,4.009
2019,358605,WALK,71.1,60.2,81.3,27.19,8.47,8.93,10.54,11.86,09:42,10:50,19.91,24.82,2.29,6221,1.704,1880910,4.471
2024,368350,MIXED,30.8,20.4,58.5,25.84,4.06,23.23,10.86,5.63,06:47,07:11,33.13,3.55,1.14,5559,1.674,905659,4.118
2020,476341,TRANSIT,29.8,24.2,69.8,27.37,3.01,22.52,2.63,6.77,09:26,09:56,7.36,4.09,1.14,2549,2.382,307764,3.181
2024,875808,BIKE,23.9,22.4,62.1,4.55,7.48,26.41,0.25,7.21,08:17,08:22,42.21,22.06,2.77,8000,2.193,937142,3.68
2018,527947,WALK,61.4,58.2,74.5,22.15,5.0,12.57,13.84,1.18,08:54,09:58,10.49,7.21,2.11,3948,1.049,1345100,4.4
2022,832868,CARPOOL,83.3,72.7,120.9,0.32,18.33,19.58,3.51,8.14,10:39,12:06,39.42,24.85,2.56,8000,0.756,1724102,2.515
2016,903544,WALK,82.1,74.1,94.3,21.04,1.56,18.17,3.33,4.97,07:27,08:46,18.1,7.03,2.38,5167,2.126,1584648,1.202
2017,761019,OTHER,55.2,51.7,73.2,28.93,2.15,3.67,10.68,7.72,08:43,09:45,29.07,13.09,1.4,6316,2.307,157541,1.411
2021,778757,OTHER,88.5,81.4,93.5,13.7,12.29,2.8,12.73,2.69,08:29,09:39,26.77,20.99,2.81,7377,2.31,672372,1.07
2025,959405,MIXED,88.0,76.9,111.7,15.73,19.97,1.78,13.04,1.28,08:31,10:12,1.51,16.55,1.1,3311,1.205,2134755,1.756
2024,447631,AUTO,65.1,63.2,99.2,18.47,10.71,3.37,2.43,7.96,06:47,07:46,41.39,12.84,1.92,8000,2.219,232558,3.729
2020,705863,TRANSIT,64.3,64.1,82.3,6.03,19.18,11.0,1.58,5.1,09:56,11:08,5.8,17.23,1.77,3709,1.342,179810,4.171
2016,818688,WALK,69.7,61.3,96.1,16.78,19.55,17.6,14.29,0.36,10:51,11:56,26.95,12.84,1.25,6346,1.02,1755261,1.658
2024,316694,BIKE,54.1,42.2,91.9,34.95,9.78,17.62,11.75,11.87,06:49,07:37,6.04,18.43,1.54,4232,1.178,1512721,1.754
2017,978473,CARPOOL,67.6,67.2,83.1,19.59,19.14,7.55,11.88,10.52,09:42,10:48,42.76,0.83,3.15,7612,1.331,2332926,4.462
2016,399888,MIXED,32.0,30.7,43.0,29.1,13.54,9.34,2.18,10.46,09:44,10:01,22.36,22.14,1.25,5826,1.451,138647,3.595
2019,528274,TELEWORK,19.2,11.8,45.3,13.69,17.61,22.92,17.26,5.48,08:15,08:26,19.14,24.68,1.72,4964,2.396,1757840,2.445
2018,944215,AUTO,65.3,59.8,87.2,32.92,10.03,16.74,14.21,8.29,09:20,10:27,5.83,8.63,2.63,3894,1.511,751764,4.214
2020,876081,AUTO,30.1,24.7,38.1,12.63,9.77,7.53,12.03,2.89,09:50,10:14,34.45,12.58,2.69,5792,1.907,1308502,2.288
2025,958944,BIKE,86.0,82.2,95.0,34.74,15.42,10.24,12.37,5.05,06:53,08:18,15.17,9.68,1.96,5265,1.055,188633,4.442
2020,876462,TELEWORK,35.1,31.0,47.6,19.98,15.5,22.41,16.39,7.2,09:30,10:11,25.11,1.07,2.34,4186,2.387,1678947,3.683
2016,197297,TRANSIT,48.0,45.3,68.6,9.12,12.64,0.7,11.77,2.98,07:39,08:22,38.71,8.67,2.19,6950,1.074,1340257,4.391
2017,943360,MIXED,48.0,45.4,55.4,8.37,14.16,21.08,7.26,6.84,06:25,07:23,38.73,19.32,1.39,7782,0.839,1013483,2.004
2019,420640,TRANSIT,71.7,69.7,93.3,11.5,6.46,23.23,11.56,2.29,08:59,10:09,14.84,8.94,1.18,4132,1.138,1228560,2.276
2018,101557,AUTO,34.9,31.0,40.4,28.19,4.09,21.53,8.72,9.66,10:46,11:13,14.32,23.43,1.23,4924,2.389,1181942,3.039
2022,978189,OTHER,56.0,51.3,77.6,22.56,9.75,8.88,2.66,5.79,08:59,10:01,42.53,0.01,3.1,6717,1.936,1977404,2.41
2021,998217,CARPOOL,9.4,6.4,40.4,6.32,1.64,30.17,0.01,1.56,07:52,07:57,40.61,24.36,2.26,7853,0.822,1649289,4.062
2018,585749,CARPOOL,25.4,19.2,52.8,15.89,8.7,31.4,6.62,3.62,07:37,07:49,14.37,21.9,1.3,4431,1.721,1181514,3.641
2017,642491,OTHER,37.8,29.3,54.9,24.79,12.18,22.91,5.84,6.14,07:48,08:13,28.81,4.95,2.85,4969,0.808,1757385,2.259
2016,125883,AUTO,17.5,15.0,52.8,22.12,3.51,3.23,5.71,7.02,10:58,11:03,14.14,8.52,1.54,3057,0.956,1238439,4.113
2024,819201,WALK,16.7,9.9,49.8,20.12,13.06,27.25,15.28,5.23,10:39,11:11,15.75,16.57,1.49,3948,1.293,335053,1.717
2024,243068,WALK,29.7,28.2,55.0,18.2,11.68,11.08,1.25,0.94,07:33,08:04,12.42,21.11,3.06,4709,1.057,1026059,2.698
2023,785623,CARPOOL,25.1,16.0,44.3,19.61,1.59,19.27,5.88,4.4,10:24,11:02,3.85,15.47,1.2,3272,1.632,2177945,1.48
2017,357989,BIKE,65.5,60.5,105.2,28.14,5.44,33.3,1.26,3.22,10:11,11:18,12.44,10.0,1.88,4189,2.071,1580446,2.579
2019,552991,CARPOOL,65.2,59.2,79.7,15.19,8.66,17.72,13.63,3.98,06:33,07:40,2.36,13.64,1.48,2858,1.062,662266,3.806
2021,157502,AUTO,20.9,18.8,33.4,30.91,7.22,21.61,10.95,11.21,07:31,07:58,40.77,14.89,2.5,7144,1.43,1036639,2.174
2016,599723,AUTO,56.6,50.7,86.2,13.67,14.26,21.34,14.2,6.94,08:55,09:40,1.72,11.56,2.91,2311,0.915,1499042,3.142
2019,880248,TELEWORK,33.0,32.0,63.4,27.89,4.31,8.68,12.5,7.52,08:15,08:48,30.3,4.53,2.26,4988,2.123,1135621,1.284
2016,391659,TRANSIT,70.3,60.0,82.7,28.12,16.9,21.5,12.77,1.94,07:44,08:35,9.47,15.87,2.45,4290,0.991,377494,1.739
2020,763553,AUTO,88.9,88.9,123.0,7.88,10.61,18.04,3.61,0.52,10:09,11:36,35.58,20.56,2.04,7702,0.848,126604,3.511
2022,931152,MIXED,22.0,14.7,36.5,22.18,16.39,14.05,0.34,6.43,07:11,07:31,13.94,0.05,2.88,2436,1.778,460119,1.436
2017,345022,WALK,54.2,53.2,90.5,19.14,0.98,10.0,8.08,7.19,09:51,10:42,18.47,4.26,1.57,4500,2.348,332536,0.307
2021,867609,AUTO,86.9,77.8,110.7,21.28,5.4,16.4,15.09,4.58,07:21,08:42,28.25,20.34,1.74,7439,0.838,957830,4.39
2023,952667,BIKE,72.8,62.5,89.0,22.36,18.33,6.13,17.61,6.83,06:04,07:21,37.61,21.51,1.93,8000,1.621,1210351,0.865
2023,994499,BIKE,72.6,60.6,101.2,33.48,16.78,1.12,8.48,7.91,07:06,08:18,25.43,12.82,1.98,5911,1.376,1048912,2.821
2020,704505,TRANSIT,62.4,55.9,87.4,22.54,0.09,33.4,9.28,2.39,07:03,08:04,36.21,5.8,3.09,7191,0.768,1830893,2.439
2018,253580,TELEWORK,49.9,45.5,61.7,3.11,11.71,21.85,15.78,4.36,09:16,10:11,42.8,14.97,1.7,8000,0.828,1560605,1.492
2018,630816,WALK,80.5,79.7,110.0,19.19,10.74,25.44,9.54,6.38,09:06,10:21,11.9,5.08,1.11,3843,2.183,1143724,3.264
2020,170460,TRANSIT,16.7,8.1,52.3,27.11,0.1,18.88,7.1,3.59,08:03,08:32,43.68,23.9,2.99,8000,1.942,56531,1.488
2023,896781,CARPOOL,74.0,73.2,108.2,32.32,11.85,2.92,9.91,4.01,07:11,08:27,34.31,3.22,1.03,6415,2.051,2148172,0.293
2019,795891,CARPOOL,33.9,23.4,46.3,23.9,9.04,2.78,14.77,7.4,08:08,08:48,18.39,9.92,2.74,4737,0.755,2108276,3.465
2017,395902,AUTO,10.8,10.2,23.7,0.1,4.16,10.31,5.81,0.99,10:52,10:57,1.6,1.4,1.88,789,2.399,392563,3.196
2023,117695,BIKE,76.1,69.4,109.1,31.11,4.0,29.9,1.31,7.47,06:17,07:26,30.6,22.64,3.15,8000,2.364,1343638,4.217
2017,146983,WALK,28.4,19.7,45.5,2.58,5.81,24.18,17.72,11.47,06:12,06:43,8.57,14.73,1.96,3746,1.833,834167,0.31
2023,498698,CARPOOL,61.3,50.1,86.5,6.72,12.1,14.06,11.71,3.49,10:55,11:40,14.94,12.74,1.98,4802,2.012,2060352,2.362
2017,940407,AUTO,37.3,35.0,43.1,27.36,4.65,34.93,10.84,6.21,08:48,09:19,17.2,13.99,1.03,3971,1.722,1262171,3.67
2025,429992,OTHER,73.6,72.6,86.3,20.44,19.8,22.86,11.61,0.63,06:57,08:17,25.72,20.08,2.68,6810,1.837,2266599,1.797
2017,738619,AUTO,30.0,27.3,35.2,5.53,10.49,32.05,16.16,1.97,07:44,08:07,19.51,20.76,2.29,5234,1.097,775141,1.59
2019,271461,MIXED,29.2,26.7,54.9,2.44,7.67,14.14,13.07,2.19,07:46,08:12,16.89,21.81,1.88,5383,1.644,2433180,2.537
2016,870130,MIXED,32.1,26.4,40.5,6.05,15.71,2.27,11.1,9.41,06:34,06:58,40.16,22.56,1.52,7931,0.754,769680,3.515
2016,194566,OTHER,12.9,3.0,22.2,12.3,17.92,20.81,0.07,3.98,08:55,09:12,7.69,6.85,1.12,2829,1.907,2020348,3.901
2019,483928,TRANSIT,61.7,51.0,79.6,29.34,7.67,2.38,12.46,8.7,08:46,09:52,0.73,15.29,2.39,2762,1.504,1544440,1.561
2016,887282,TELEWORK,43.2,40.3,80.9,9.47,3.71,10.77,3.45,7.74,09:54,10:36,13.98,5.76,1.39,3798,1.292,698383,4.028
2019,351481,WALK,56.7,54.9,72.1,3.86,0.96,34.57,6.33,4.98,07:19,08:16,19.45,16.17,2.47,5929,1.211,2185138,1.4
2025,447872,MIXED,29.9,26.6,67.8,16.38,10.25,33.65,4.97,7.95,10:13,10:47,2.64,6.56,2.09,1720,2.03,1235061,3.05
2018,458304,CARPOOL,62.3,51.3,92.4,24.97,1.81,0.61,0.44,2.12,07:04,08:12,22.8,21.89,1.06,6332,2.349,1202833,4.348
2016,952094,WALK,85.7,84.8,123.3,27.68,16.13,15.6,15.4,6.63,06:19,07:33,33.42,8.25,1.88,7024,0.932,2437949,1.352
2024,567704,AUTO,88.8,78.1,125.4,16.43,14.8,18.0,0.76,10.66,10:00,11:27,34.29,13.51,2.68,7172,1.012,2196420,4.433
2020,215249,TRANSIT,67.7,58.2,73.3,28.71,0.65,21.96,1.91,11.83,06:07,07:14,24.91,15.17,1.09,5871,2.35,804744,2.374
2016,247593,OTHER,86.7,77.1,104.8,32.68,19.59,9.56,0.87,9.66,06:32,07:48,31.47,11.53,2.72,7408,1.901,2489358,0.23
2021,950665,BIKE,67.0,59.4,83.8,17.95,10.69,15.72,13.95,10.67,08:30,09:34,39.14,24.04,2.72,8000,1.129,146742,4.238
2025,716066,AUTO,48.7,41.9,72.2,32.78,9.49,18.43,13.87,0.9,09:34,10:08,41.14,2.7,1.23,6781,0.909,709574,0.637
2023,995842,OTHER,13.3,3.0,19.7,32.33,1.92,4.16,1.14,3.71,10:15,10:28,4.85,3.53,1.8,1671,1.07,2475675,3.589
2017,159237,MIXED,40.9,39.5,79.2,8.71,0.42,3.82,5.1,5.96,07:40,08:26,12.19,19.97,2.78,3970,1.317,2470871,3.561
2021,705988,MIXED,43.5,40.8,67.7,34.14,10.73,31.41,9.89,7.85,07:00,07:39,13.05,7.95,2.49,3942,1.635,2117198,0.795
2022,450422,AUTO,41.5,37.6,76.5,6.84,0.44,31.41,2.8,12.0,06:23,07:03,8.07,1.37,2.66,2914,1.546,391152,4.353
2023,520144,BIKE,76.0,74.2,81.7,25.72,8.84,21.26,5.51,0.65,10:27,11:35,36.1,12.59,2.67,8000,1.927,1036335,0.945
2025,969965,AUTO,8.2,3.8,24.1,32.17,19.38,22.97,6.15,8.25,10:04,10:10,16.52,6.05,3.18,3448,2.288,1154574,3.621
2021,124736,AUTO,50.3,47.3,64.7,2.71,5.03,33.07,12.59,6.72,10:46,11:25,34.03,3.72,1.73,5800,2.234,2268525,3.214
2022,537374,TRANSIT,83.6,76.7,114.5,4.73,4.23,7.4,6.51,9.54,07:58,09:31,27.92,18.89,2.93,6673,2.167,729424,3.386
2024,501759,CARPOOL,90.8,87.7,108.7,11.52,18.88,32.03,6.53,6.98,08:24,10:01,7.26,13.8,2.99,4667,0.889,971631,1.846
2018,677620,WALK,82.9,77.8,109.2,21.8,14.64,27.95,17.85,7.9,07:06,08:28,13.46,22.55,2.65,5181,1.4,2189327,2.18
2019,323898,BIKE,24.3,12.6,54.7,2.47,19.74,4.81,14.36,4.82,08:26,08:49,42.4,8.67,1.1,6946,1.957,512977,0.41
2024,261486,CARPOOL,31.7,23.8,59.7,31.47,5.7,29.6,14.92,2.35,07:06,07:40,33.24,4.47,1.44,5859,1.157,1492172,1.098
2023,680433,BIKE,55.3,43.7,60.5,13.11,8.94,23.21,9.01,3.35,10:31,11:31,11.45,17.52,1.13,4811,1.998,678098,2.168
2017,761299,TELEWORK,16.5,8.3,56.4,11.4,1.57,26.75,1.56,11.07,09:17,09:33,18.67,12.75,2.61,4470,1.687,758749,3.19
2022,813796,MIXED,25.9,20.0,61.5,23.95,13.45,20.15,14.13,6.65,08:17,08:50,10.25,19.57,1.67,3604,1.92,2157550,2.918
2021,262530,MIXED,65.1,62.7,95.1,4.43,18.98,13.48,7.15,10.58,07:43,08:48,12.53,6.18,2.94,3435,1.511,605003,0.868
2024,448340,TRANSIT,89.5,82.7,124.6,4.96,9.84,11.95,5.0,3.7,08:50,10:21,31.72,16.79,2.83,7643,1.174,30684,4.159
2024,726155,BIKE,84.9,81.5,110.3,20.87,12.57,19.88,13.47,11.22,08:24,09:53,42.0,11.35,2.88,8000,1.04,729666,2.917
2025,595481,TELEWORK,46.0,41.3,55.4,20.44,3.06,28.73,3.41,3.53,08:54,09:23,25.81,10.64,1.97,5402,0.904,602326,1.936
2020,148428,BIKE,79.9,72.6,112.3,20.07,15.31,9.28,4.38,11.03,10:53,12:18,7.0,7.56,1.15,3807,1.602,928624,3.15
2022,968090,TELEWORK,50.8,42.6,56.3,13.13,9.73,24.54,9.45,11.16,09:27,10:09,26.41,5.17,2.23,4679,0.91,185421,0.306
2024,446645,WALK,35.0,32.3,55.3,9.96,13.41,20.93,15.25,3.94,07:31,08:12,37.35,23.53,1.19,8000,1.699,91015,1.691
2020,322431,BIKE,19.6,19.1,50.7,12.75,12.17,0.61,13.19,8.44,09:58,10:19,44.9,11.67,2.39,7614,1.173,2403561,2.149
2020,278937,BIKE,36.3,29.3,60.5,6.35,12.4,21.42,15.15,3.39,09:02,09:44,22.4,10.03,1.21,5168,2.109,2472980,3.514
