qol_well_survey_year,qol_well_wellbeing_region_id,qol_well_life_satisfaction_score,qol_well_happiness_frequency_score,qol_well_stress_level_score,qol_well_sleep_quality_score,qol_well_physical_health_score,qol_well_mental_health_score,qol_well_social_connection_score,qol_well_purpose_meaning_score,qol_well_financial_wellbeing_score,qol_well_work_life_balance_score,qol_well_outdoor_activity_rate,qol_well_cultural_participation_rate,qol_well_volunteerism_rate,qol_well_loneliness_rate,qol_well_community_trust_score,qol_well_safety_perception_score,qol_well_service_satisfaction_score,qol_well_overall_wellbeing_index
2019,REG000001178,6.6187,0.91,0.623,9.487,3.886,4.12,4.242,9.483,7.74,2.381,0.783,0.8131,0.5295,3.634,8.168,8.814,7.857,5.821
2014,REG000001179,3.6808,8.697,1.87,7.256,6.329,7.608,5.868,0.755,9.63,2.176,0.7164,0.0746,0.7999,6.648,7.082,1.003,6.432,6.165
2014,REG000001180,5.7289,0.712,3.157,5.096,0.842,9.687,6.852,4.88,0.909,8.051,0.6596,0.9721,0.8872,2.195,0.431,1.034,5.212,4.844
2010,REG000001181,8.195,6.978,8.324,0.94,5.039,1.206,6.573,7.898,8.462,3.974,0.5801,0.5643,0.2764,7.427,5.36,7.432,9.415,5.179
2014,REG000001182,8.1151,9.64,4.68,6.115,1.515,7.456,3.847,3.236,8.064,6.331,0.9157,0.1216,0.06,8.954,4.795,7.801,2.665,6.07
2019,REG000001183,7.0662,7.382,7.663,8.405,5.097,8.042,1.472,1.333,8.482,9.787,0.3171,0.9629,0.932,8.389,1.7,6.7,4.272,5.746
2024,REG000001184,5.4373,1.939,0.964,1.657,7.994,2.335,1.16,3.762,5.058,2.71,0.05,0.1807,0.5479,2.857,1.383,9.504,6.945,4.274
2015,REG000001185,7.7484,5.72,1.677,9.57,3.098,1.403,8.529,6.549,4.161,4.639,0.4254,0.1042,0.884,2.231,4.246,8.82,8.241,6.108
2012,REG000001186,5.1425,3.34,4.025,5.954,0.313,5.369,0.953,8.459,8.646,5.406,0.8579,0.4891,0.9762,3.281,4.089,2.859,0.477,4.579
2024,REG000001187,2.3236,4.106,3.072,6.845,2.329,8.133,4.718,3.862,1.22,7.813,0.3935,0.0032,0.7725,4.618,5.749,9.994,9.951,4.533
2010,REG000001188,2.2627,0.292,1.173,4.994,7.346,8.714,9.876,6.737,3.587,2.369,0.6893,0.493,0.4621,9.98,6.492,0.053,7.333,5.519
2018,REG000001189,7.1838,1.796,3.85,6.421,7.664,9.927,8.69,5.67,3.012,2.469,0.3461,0.3364,0.4437,3.085,3.91,4.848,2.258,6.408
2018,REG000001190,2.2299,0.571,0.241,9.709,3.981,1.459,6.889,4.302,6.153,5.606,0.0862,0.9388,0.1985,2.351,3.062,4.303,9.915,4.562
2019,REG000001191,3.349,2.378,3.851,2.805,2.409,1.911,7.368,3.46,5.073,6.393,0.9482,0.9624,0.308,6.271,2.562,9.025,3.163,3.726
2018,REG000001192,2.1441,1.703,5.59,0.155,2.779,9.515,4.408,2.625,7.836,3.455,0.9122,0.7516,0.3045,9.102,3.931,2.773,1.788,3.691
2025,REG000001193,7.3472,7.583,1.702,5.488,5.282,8.973,1.426,7.948,8.101,8.243,0.561,0.6114,0.4851,0.117,7.358,3.69,8.526,6.73
2019,REG000001194,4.7173,5.413,8.369,4.752,1.331,6.565,3.672,2.031,8.955,9.422,0.4409,0.4793,0.5126,0.835,4.646,9.239,3.678,4.318
2020,REG000001195,2.6574,8.171,5.245,4.479,7.978,8.424,9.617,6.394,8.378,7.386,0.9492,0.0965,0.9938,3.776,5.82,1.726,1.941,6.453
2019,REG000001196,0.2935,5.201,8.85,6.159,4.156,4.394,6.55,9.749,5.165,1.979,0.4119,0.0287,0.0456,2.049,4.171,0.903,7.103,4.197
2009,REG000001197,8.8316,7.481,7.912,6.297,3.967,1.695,7.043,4.979,2.905,4.873,0.6827,0.6479,0.8978,0.876,6.378,0.392,3.82,5.358
2013,REG000001198,4.7537,5.662,3.57,9.104,5.663,2.533,2.946,2.587,1.988,8.926,0.5188,0.4717,0.2913,9.946,0.308,7.543,4.571,4.85
2015,REG000001199,9.9438,2.618,7.48,2.77,6.818,1.369,0.332,5.232,6.354,0.337,0.8991,0.8959,0.635,4.166,5.111,4.38,6.693,4.434
2015,REG000001200,2.0029,8.992,5.212,4.444,9.925,5.586,4.013,2.782,1.122,2.824,0.4678,0.6973,0.4467,1.015,1.965,8.159,6.112,4.95
2015,REG000001201,3.113,0.564,8.89,5.078,9.871,5.538,4.971,9.708,6.859,5.715,0.1404,0.8694,0.9993,2.825,6.571,9.713,1.956,4.874
2021,REG000001202,6.8651,5.105,3.125,1.257,5.93,9.91,9.163,2.391,7.775,5.394,0.7597,0.5419,0.3873,2.93,8.903,1.395,2.185,6.223
2012,REG000001203,0.7372,4.65,1.048,7.388,5.722,9.779,1.173,3.227,1.506,3.427,0.7343,0.8037,0.0622,0.088,5.689,8.517,9.429,4.698
2016,REG000001204,1.7903,2.163,5.758,3.576,3.579,6.216,2.128,3.233,3.934,1.911,0.0096,0.5914,0.4329,4.313,2.896,5.014,7.324,3.263
2012,REG000001205,0.8484,6.641,9.413,5.383,0.494,4.571,7.328,5.174,3.927,0.583,0.5961,0.6579,0.4857,8.746,2.851,1.474,0.68,3.527
2020,REG000001206,2.6575,3.311,3.992,5.281,6.418,4.937,5.356,6.993,3.175,8.454,0.9758,0.5101,0.4835,6.256,3.558,4.751,2.51,4.8
2020,REG000001207,7.3316,3.141,7.616,4.408,9.233,6.026,5.834,3.572,0.371,8.467,0.8845,0.4569,0.6614,0.218,9.979,8.525,9.703,5.246
2010,REG000001208,8.6877,5.622,6.287,6.085,4.133,6.905,5.032,8.754,3.234,2.854,0.1502,0.9463,0.743,0.346,0.285,8.315,5.118,5.976
2010,REG000001209,4.6938,1.134,3.253,3.228,6.905,9.979,8.689,2.499,1.824,4.454,0.7739,0.0809,0.9427,7.435,7.921,9.471,6.155,5.25
2025,REG000001210,6.7839,9.983,4.165,2.875,0.653,0.275,3.898,7.571,6.653,8.37,0.7075,0.1061,0.0377,4.872,1.121,8.564,6.911,4.942
2009,REG000001211,0.968,7.893,1.979,8.401,7.984,8.069,8.465,2.377,2.591,0.684,0.2714,0.293,0.1294,5.372,3.106,4.413,8.649,5.874
2012,REG000001212,1.3511,9.661,0.748,7.196,0.693,4.511,8.075,6.499,6.277,5.486,0.5095,0.7333,0.7473,3.932,6.085,9.522,2.761,5.464
2008,REG000001213,4.8772,0.324,2.965,9.115,0.81,2.966,1.867,0.51,4.93,3.392,0.1096,0.8684,0.2053,6.201,2.873,8.143,4.428,3.554
2009,REG000001214,2.6353,3.6,7.776,8.777,2.107,2.274,3.436,3.662,4.743,9.932,0.1901,0.0513,0.3467,8.659,7.556,0.706,1.774,3.63
2021,REG000001215,8.5894,8.429,9.768,2.497,0.329,9.429,6.633,9.88,7.471,3.986,0.3724,0.9908,0.8856,3.64,7.592,5.372,7.905,5.961
2016,REG000001216,8.1275,1.364,5.699,0.117,9.773,7.783,9.796,3.896,7.79,5.918,0.6153,0.4859,0.7815,9.701,1.948,1.546,5.154,6.03
2018,REG000001217,6.4536,7.278,7.639,8.0,0.635,6.638,2.546,5.633,6.0,1.21,0.2668,0.885,0.8245,5.98,7.859,3.521,8.161,5.011
2025,REG000001218,3.8177,1.096,2.698,7.542,5.691,2.159,3.262,9.067,1.974,8.679,0.5684,0.2635,0.5631,1.747,4.225,5.972,4.563,4.567
2019,REG000001219,2.6228,1.654,2.813,4.43,4.41,5.653,9.758,1.548,7.314,1.923,0.2735,0.454,0.8949,1.261,1.569,0.611,4.435,4.595
2019,REG000001220,1.4669,5.625,8.793,4.948,4.049,5.162,1.058,0.594,5.566,9.724,0.8391,0.6656,0.6589,0.755,5.667,4.901,5.025,3.32
2022,REG000001221,10.095,6.765,1.916,3.297,6.252,4.839,9.901,7.109,0.98,3.853,0.048,0.4116,0.3597,0.984,2.21,4.425,4.157,6.771
2008,REG000001222,7.0471,4.125,1.645,1.868,7.315,2.597,3.701,3.58,9.727,5.608,0.762,0.9313,0.3394,6.18,0.094,4.481,8.041,5.306
2017,REG000001223,7.0522,8.635,7.33,3.98,8.207,0.03,0.451,4.164,6.266,7.733,0.5934,0.74,0.3043,2.357,2.342,4.538,5.222,4.846
2010,REG000001224,2.0933,3.934,1.653,1.478,5.104,7.107,8.328,5.752,3.081,8.293,0.3336,0.3798,0.5379,2.85,6.487,9.834,2.945,4.918
2019,REG000001225,8.8804,2.177,8.967,1.525,0.178,0.556,8.524,6.385,2.186,5.041,0.265,0.3387,0.9408,0.469,8.524,9.222,0.411,3.777
2010,REG000001226,10.0595,5.642,7.652,2.199,4.385,2.138,0.085,5.645,0.641,0.74,0.8353,0.9225,0.6778,6.587,0.283,8.851,3.647,4.217
2018,REG000001227,7.5806,4.387,7.513,4.456,2.001,7.239,4.641,0.175,8.156,0.318,0.0365,0.6369,0.7669,8.023,5.745,6.305,8.071,4.646
2014,REG000001228,5.5687,9.489,3.895,7.453,0.113,2.461,4.188,9.181,8.463,8.135,0.0581,0.2991,0.5929,5.062,5.76,8.954,1.838,5.607
2012,REG000001229,1.2498,8.825,4.888,0.269,0.692,8.129,0.827,8.039,8.53,9.267,0.0057,0.0802,0.0022,8.989,1.254,5.46,8.134,4.281
2021,REG000001230,10.0329,9.668,7.796,7.477,1.31,3.487,2.172,7.324,8.52,5.707,0.9041,0.8963,0.4078,6.676,0.558,8.299,8.147,5.916
2008,REG000001231,6.518,3.948,8.336,2.068,9.209,0.492,7.564,6.13,0.649,7.985,0.804,0.9406,0.8185,6.992,1.137,0.855,6.748,4.608
2009,REG000001232,6.1221,3.373,9.582,4.592,9.662,8.642,7.068,4.136,9.689,2.638,0.6652,0.3864,0.5304,0.055,8.837,3.243,3.267,5.854
2010,REG000001233,1.9312,9.29,2.323,6.196,8.265,1.2,2.774,0.206,2.711,1.986,0.063,0.2746,0.1397,2.295,7.387,5.206,3.65,4.46
2025,REG000001234,1.7193,0.901,7.597,2.766,7.655,4.579,0.245,3.863,9.853,6.54,0.8548,0.2368,0.0572,7.957,3.923,3.862,9.038,3.436
2016,REG000001235,9.6574,1.834,0.687,8.67,2.891,0.589,0.473,8.86,5.302,4.046,0.7625,0.0483,0.4662,4.615,1.333,0.406,2.744,5.307
2009,REG000001236,7.0675,1.906,9.909,8.9,4.369,9.286,0.348,0.689,2.838,3.95,0.7556,0.6266,0.6312,4.104,4.263,1.585,0.626,4.356
2024,REG000001237,0.6746,8.251,2.162,1.577,9.183,6.786,3.912,1.295,4.974,6.804,0.7972,0.1954,0.7096,5.299,1.778,9.528,1.768,4.876
2015,REG000001238,3.9857,3.345,4.826,2.18,8.485,6.322,6.925,4.179,6.389,0.499,0.1228,0.6118,0.1593,5.684,6.41,1.933,8.174,5.029
2018,REG000001239,5.3078,3.047,1.402,8.707,6.817,5.762,7.325,4.393,9.615,9.585,0.0945,0.7442,0.9189,7.795,6.086,5.865,6.941,6.391
2011,REG000001240,7.8789,2.532,6.277,3.297,7.218,4.716,8.032,4.156,8.034,0.016,0.3889,0.5497,0.1359,6.141,5.683,5.522,7.332,5.452
2021,REG000001241,7.544,1.7,8.286,1.421,0.92,0.756,2.73,4.0,7.571,6.398,0.3649,0.302,0.5369,6.763,3.311,7.522,9.736,3.229
2023,REG000001242,9.4121,4.803,6.493,7.543,1.102,2.751,0.434,3.2,6.559,0.387,0.6037,0.9428,0.3007,8.902,9.548,3.175,2.034,4.516
2022,REG000001243,6.7872,9.054,3.672,4.096,9.058,7.326,7.116,6.338,8.394,6.782,0.5316,0.4349,0.8701,2.732,2.445,3.385,0.384,7.152
2024,REG000001244,3.7463,9.383,0.611,4.855,2.36,8.121,3.905,0.301,2.633,9.402,0.7179,0.2795,0.5407,6.863,0.083,6.331,0.714,5.221
2013,REG000001245,0.9064,2.537,6.481,3.944,5.751,9.291,1.597,9.196,6.739,4.781,0.7406,0.7681,0.5425,3.476,9.519,3.639,7.132,4.392
2009,REG000001246,8.4595,3.774,9.382,4.75,6.311,8.677,3.561,0.902,7.274,8.615,0.1845,0.6428,0.9115,2.964,8.371,6.383,1.145,5.326
2012,REG000001247,8.8636,2.086,0.957,9.713,9.277,4.59,8.885,7.98,8.149,2.33,0.7733,0.5327,0.9025,6.856,9.736,7.132,2.167,7.425
2014,REG000001248,5.9227,7.403,1.01,8.833,2.107,2.808,7.391,6.611,8.599,1.589,0.3281,0.8533,0.8648,6.586,0.753,9.206,4.489,6.12
2020,REG000001249,8.8978,5.556,7.346,5.822,3.645,9.286,4.398,3.756,6.194,9.085,0.9331,0.5714,0.9728,9.967,2.734,9.191,9.656,5.939
2025,REG000001250,7.6299,0.262,3.812,1.927,0.657,7.225,3.356,0.978,2.083,4.068,0.2367,0.8068,0.1022,3.571,1.006,2.571,0.018,3.76
2014,REG000001251,4.288,9.21,0.815,3.713,5.5,2.352,9.324,6.45,3.867,5.858,0.8596,0.4688,0.6716,4.104,3.189,4.757,0.768,5.884
2020,REG000001252,4.7561,0.517,7.313,2.953,3.136,6.332,6.605,3.188,5.76,7.518,0.2585,0.5157,0.2747,4.36,0.18,9.536,1.853,4.007
2013,REG000001253,1.3152,8.823,7.146,7.889,4.427,2.159,6.016,8.101,7.854,6.835,0.4767,0.2517,0.5465,1.614,1.124,7.054,2.257,4.995
2013,REG000001254,7.2203,1.034,5.957,7.014,5.736,8.029,8.137,5.47,4.781,1.751,0.2736,0.8409,0.5885,5.019,8.292,8.334,9.563,5.732
2021,REG000001255,1.2624,4.653,7.362,0.301,7.423,8.315,1.759,5.118,7.023,9.174,0.5442,0.6937,0.4161,7.089,7.871,7.348,0.67,4.136
2022,REG000001256,4.6055,1.412,8.849,7.553,7.37,0.234,3.525,1.953,7.038,1.984,0.6035,0.4217,0.9913,3.353,6.596,3.419,8.135,3.729
2011,REG000001257,4.0946,9.316,1.171,1.826,3.038,3.986,5.115,3.403,0.15,2.211,0.5294,0.6825,0.8956,8.721,9.08,5.583,7.153,4.578
2008,REG000001258,9.9757,1.693,3.648,6.477,4.888,6.663,0.711,3.191,2.018,3.72,0.0368,0.2988,0.1981,9.632,0.873,7.953,2.393,5.167
2009,REG000001259,6.8268,4.901,0.896,0.081,9.878,2.107,6.138,6.133,4.724,5.172,0.2801,0.5716,0.3003,7.684,8.984,7.668,8.003,5.642
2018,REG000001260,2.5589,7.682,5.258,0.495,5.274,7.48,9.55,1.649,0.769,4.666,0.7805,0.3243,0.1682,5.813,6.68,9.745,5.839,4.64
2009,REG000001261,9.808,6.964,8.032,5.114,9.759,7.25,2.427,1.294,0.585,3.902,0.1673,0.2535,0.0284,4.648,8.552,5.2,6.978,5.787
2014,REG000001262,4.6661,3.883,9.397,5.834,4.36,8.116,9.269,7.541,4.518,2.961,0.4446,0.5923,0.7985,3.793,1.754,9.423,0.916,5.284
2021,REG000001263,2.3212,2.706,5.123,8.841,6.64,5.387,2.854,0.726,3.739,5.2,0.1506,0.3427,0.1262,2.138,8.401,5.273,4.792,4.207
2021,REG000001264,4.8003,6.926,1.701,4.679,0.185,3.217,0.81,6.161,5.871,2.453,0.598,0.9423,0.7416,2.784,8.89,6.84,0.881,4.354
2017,REG000001265,0.2924,4.0,7.74,6.53,2.429,7.087,1.09,9.752,7.82,9.411,0.9523,0.4305,0.5255,1.952,8.897,7.433,3.96,4.077
2019,REG000001266,0.8885,2.374,7.715,9.891,8.987,5.671,9.907,1.455,2.44,4.037,0.8237,0.1471,0.3915,3.824,4.115,5.47,2.443,4.733
2017,REG000001267,2.7486,4.063,1.614,8.496,3.519,6.623,5.263,8.512,9.183,5.219,0.3292,0.5355,0.6782,3.998,5.079,4.643,2.716,5.727
2015,REG000001268,9.1277,2.366,1.429,6.142,7.417,4.506,3.133,6.289,1.422,0.651,0.562,0.3329,0.5248,9.939,5.113,0.357,6.052,5.721
2010,REG000001269,9.4888,7.93,9.524,7.119,8.165,3.421,7.926,0.894,3.972,4.851,0.7507,0.7011,0.4098,8.894,8.401,6.155,0.988,5.986
2021,REG000001270,2.2979,5.915,8.493,4.407,1.984,7.321,7.473,7.667,3.876,8.324,0.9355,0.4731,0.8963,1.384,5.471,9.431,8.554,4.568
2023,REG000001271,8.248,6.638,9.224,5.982,7.7,0.941,2.611,5.451,9.626,4.06,0.3002,0.9151,0.1241,0.144,8.19,3.091,9.404,5.327
2024,REG000001272,8.8781,5.182,8.9,4.369,7.439,2.77,2.679,2.486,7.686,7.738,0.6537,0.5954,0.3045,6.429,4.878,2.708,1.158,5.052
2013,REG000001273,8.7222,4.847,7.063,4.078,7.149,0.03,8.286,2.098,6.3,3.941,0.1395,0.1433,0.7294,0.429,4.719,6.363,8.937,5.145
2016,REG000001274,4.7043,2.441,5.312,0.095,0.699,3.847,3.235,0.6,2.328,1.259,0.7393,0.8703,0.5788,5.764,4.839,5.341,4.993,2.677
2018,REG000001275,1.6364,8.917,4.999,5.906,4.53,4.884,2.706,0.424,3.16,0.511,0.12,0.3409,0.0833,5.081,6.949,2.267,5.807,4.066
2016,REG000001276,1.9215,1.838,0.388,8.449,7.588,2.048,8.915,1.495,9.586,6.734,0.2483,0.8976,0.4663,8.896,6.698,9.799,3.274,5.227
2018,REG000001277,9.5746,9.962,3.467,9.514,1.213,2.034,1.276,0.291,1.779,1.178,0.4221,0.9219,0.4224,9.272,9.013,8.632,2.541,5.171
2020,REG000001278,3.4467,9.19,4.555,6.84,7.917,7.878,6.396,8.957,4.614,6.776,0.4162,0.4628,0.5497,8.762,5.631,1.149,8.581,6.593
2008,REG000001279,1.9908,4.12,7.303,6.424,9.372,7.432,5.061,4.213,8.07,0.776,0.1754,0.5447,0.2089,0.728,5.967,0.498,3.744,5.101
2013,REG000001280,2.9109,1.036,1.384,7.584,7.397,5.361,9.831,7.069,1.272,2.586,0.7735,0.9356,0.5324,9.087,3.813,7.782,2.041,5.453
2023,REG000001281,7.586,6.806,9.816,5.811,0.748,6.25,4.752,7.318,3.789,8.212,0.8684,0.163,0.822,3.122,9.421,6.051,5.321,5.051
2023,REG000001282,6.6871,2.581,3.213,0.074,2.638,2.364,1.444,6.482,3.463,4.247,0.8084,0.7764,0.6999,9.627,9.207,3.063,5.12,3.732
2011,REG000001283,7.1662,8.587,6.723,9.788,7.182,9.067,9.95,8.369,6.949,5.637,0.8801,0.387,0.0417,1.469,2.12,7.439,8.433,7.748
2013,REG000001284,0.5303,7.326,1.941,3.606,2.474,1.213,3.534,1.798,1.022,3.683,0.6208,0.2817,0.0995,6.976,1.496,7.84,0.473,3.193
2019,REG000001285,6.1934,4.335,0.306,3.448,3.562,3.225,8.791,8.885,3.712,8.037,0.1635,0.2988,0.7685,4.009,9.02,9.509,8.048,5.714
2017,REG000001286,5.8365,5.302,0.713,7.367,9.605,9.185,6.893,6.623,5.569,2.286,0.4505,0.814,0.9506,5.338,6.502,0.85,0.029,7.183
2020,REG000001287,1.3056,3.381,9.006,8.851,8.361,0.243,2.726,2.497,7.742,9.551,0.7138,0.6123,0.1353,4.221,9.002,4.251,4.086,3.762
2022,REG000001288,3.4617,0.724,3.444,7.027,0.689,0.411,5.276,7.053,2.648,9.727,0.9213,0.5511,0.1271,6.065,5.492,8.129,1.241,3.622
2021,REG000001289,8.2788,3.531,6.964,8.461,3.814,9.844,7.087,3.648,7.095,7.052,0.354,0.5278,0.8111,7.779,9.811,8.966,7.207,6.247
2013,REG000001290,1.6079,7.893,1.824,1.154,1.701,9.176,3.706,7.602,3.202,6.494,0.778,0.4849,0.3897,3.269,4.451,8.605,3.539,4.752
2016,REG000001291,3.519,4.85,5.791,0.548,2.677,4.945,6.024,3.747,2.316,8.343,0.4901,0.9777,0.6826,2.119,2.546,2.273,3.49,3.791
2015,REG000001292,0.9621,6.43,7.36,8.653,6.069,9.775,6.621,3.346,2.948,2.828,0.6238,0.5997,0.9864,1.863,3.12,7.326,6.77,5.115
2018,REG000001293,3.2732,1.622,9.722,9.329,4.252,6.441,9.794,5.968,1.586,5.556,0.6525,0.6198,0.2676,6.964,3.82,7.602,1.314,4.668
2021,REG000001294,3.9463,5.494,5.969,9.915,5.771,1.158,1.748,9.502,7.901,3.499,0.7395,0.6245,0.712,1.328,4.289,3.798,3.489,5.051
2016,REG000001295,4.8234,9.231,2.579,5.161,9.697,1.855,2.735,9.299,6.23,2.589,0.8054,0.0035,0.8001,3.579,5.126,6.189,7.824,6.04
2018,REG000001296,3.1735,4.581,6.989,0.919,0.365,3.436,4.505,9.124,7.208,2.482,0.1226,0.8003,0.089,4.812,1.785,7.964,5.573,3.609
2016,REG000001297,5.6216,5.252,4.004,1.646,5.609,2.515,5.084,3.966,8.49,7.432,0.7824,0.4713,0.4917,9.688,2.34,3.037,3.692,4.842
2009,REG000001298,6.3127,3.408,8.326,5.867,8.086,6.016,8.863,5.907,9.062,3.239,0.5508,0.7866,0.2409,3.92,5.825,2.211,9.024,5.936
2017,REG000001299,3.3148,3.669,0.103,2.589,6.135,1.225,1.941,2.907,2.837,4.159,0.4916,0.291,0.0182,7.47,1.719,8.493,7.035,3.825
2013,REG000001300,5.9869,6.102,4.181,0.987,4.725,0.461,8.99,8.804,6.479,7.79,0.1116,0.1021,0.7497,4.365,1.119,4.286,1.912,5.237
2008,REG000001301,9.7,2.175,3.236,8.697,4.485,7.843,8.632,7.23,0.782,3.028,0.088,0.2319,0.9292,5.077,1.606,8.435,4.231,6.558
2016,REG000001302,1.4301,3.916,8.463,6.693,5.173,8.506,2.077,6.761,9.615,8.209,0.7078,0.0746,0.9859,6.283,6.59,3.488,5.403,4.658
2019,REG000001303,4.9812,0.562,3.335,5.097,6.798,0.312,1.173,1.503,0.728,1.621,0.0425,0.7939,0.551,3.616,4.89,1.914,5.72,3.284
2016,REG000001304,7.4853,8.353,1.831,8.052,0.801,0.922,3.264,2.617,2.359,2.64,0.3011,0.099,0.8184,7.113,8.203,9.911,1.348,4.885
2022,REG000001305,3.2434,3.997,3.517,7.277,1.801,5.297,9.047,1.927,8.118,6.344,0.6333,0.7623,0.7386,4.453,5.272,7.419,4.647,4.941
2022,REG000001306,5.7925,3.69,8.305,2.771,1.698,7.205,7.422,6.106,8.243,7.782,0.6986,0.6928,0.8185,3.811,6.639,7.775,8.796,4.858
2019,REG000001307,3.2936,3.211,9.096,9.961,5.434,9.064,4.925,4.624,1.487,4.918,0.9689,0.8275,0.7171,6.798,0.723,3.996,9.642,4.831
2015,REG000001308,8.0457,2.691,0.252,2.725,3.436,2.535,4.529,5.614,2.329,6.384,0.9239,0.3093,0.4754,8.733,7.154,7.171,8.865,4.881
2025,REG000001309,9.8848,1.131,2.17,6.654,4.795,6.498,1.677,3.336,2.779,4.134,0.1737,0.6473,0.0913,4.666,7.881,2.994,9.081,5.379
2023,REG000001310,6.8319,3.984,3.624,9.688,3.292,7.979,2.578,7.709,3.77,1.855,0.7449,0.2183,0.6711,4.741,5.625,2.727,1.703,5.781
2009,REG000001311,9.036,8.416,5.011,0.797,6.095,3.477,5.387,4.861,4.357,7.406,0.0559,0.9977,0.9284,2.711,6.446,6.564,8.115,5.677
2023,REG000001312,7.6231,8.737,1.083,7.313,5.823,1.933,7.375,3.735,6.893,7.384,0.0525,0.7117,0.7143,1.595,9.009,1.94,1.306,6.548
2015,REG000001313,9.8542,6.632,9.961,0.585,7.417,5.536,8.57,5.243,5.78,4.227,0.5131,0.3803,0.5729,3.793,1.133,6.498,9.207,5.871
2012,REG000001314,6.9733,2.712,6.415,9.373,4.497,8.967,0.735,4.073,1.102,3.902,0.8312,0.9645,0.9517,4.636,3.207,3.694,9.915,5.012
2012,REG000001315,3.5134,1.819,7.766,5.186,3.157,5.207,6.413,7.078,2.583,7.788,0.8321,0.9952,0.4736,9.686,9.974,7.263,2.644,4.091
2008,REG000001316,2.3655,1.516,3.492,7.971,7.642,0.444,3.338,1.179,9.072,4.33,0.5544,0.5171,0.1265,7.034,3.099,2.586,3.322,4.061
2013,REG000001317,6.7106,0.275,8.459,8.082,7.353,1.158,0.043,6.334,1.278,6.104,0.5966,0.1925,0.3546,9.806,5.433,1.791,0.16,3.911
2019,REG000001318,2.5507,8.578,4.319,8.258,7.403,8.693,9.81,4.944,0.053,8.323,0.0445,0.838,0.5313,6.053,8.226,4.565,9.29,6.336
2012,REG000001319,2.8978,9.335,1.347,4.46,2.61,6.888,7.297,8.099,0.11,3.934,0.0516,0.088,0.6554,8.883,8.395,3.481,6.046,5.532
2012,REG000001320,5.3869,0.936,4.784,3.573,3.105,0.11,5.619,4.153,9.597,9.708,0.6037,0.9404,0.8416,9.022,0.673,5.303,4.397,3.987
2008,REG000001321,0.19,9.257,0.314,2.578,4.249,4.444,8.165,0.466,1.539,4.385,0.5262,0.9728,0.9733,0.488,3.18,2.408,4.637,4.425
2018,REG000001322,2.7791,8.499,8.13,4.326,3.746,2.026,3.727,5.678,4.969,1.752,0.6554,0.9376,0.3912,0.772,1.609,9.824,0.299,3.969
2019,REG000001323,7.5442,6.105,1.216,9.098,2.128,7.209,5.097,7.763,9.062,2.63,0.7923,0.0561,0.8132,1.072,2.521,7.804,1.944,6.702
2012,REG000001324,6.3663,0.894,3.408,4.993,8.444,7.669,9.608,3.889,3.746,4.459,0.3904,0.3891,0.9973,5.117,0.163,2.101,3.778,5.907
2009,REG000001325,9.6344,2.902,9.88,9.682,8.418,9.731,4.759,9.848,7.317,1.087,0.0775,0.2163,0.9623,2.176,9.144,0.278,8.113,6.941
2016,REG000001326,8.7385,0.932,5.445,6.311,2.267,5.801,5.743,4.941,8.923,9.805,0.0565,0.645,0.0302,2.259,9.543,6.823,8.58,5.417
2016,REG000001327,4.4386,1.168,8.013,8.392,6.129,7.495,6.97,6.897,8.156,0.341,0.2976,0.747,0.2534,0.797,0.104,3.572,6.57,5.333
2025,REG000001328,1.3787,2.569,9.543,5.484,3.377,5.829,5.712,7.147,3.541,9.623,0.3005,0.9188,0.4533,3.771,9.421,9.38,7.375,3.779
2013,REG000001329,5.9748,4.684,0.324,9.945,5.692,8.168,1.957,4.104,5.098,9.076,0.4316,0.7076,0.6135,3.402,4.736,8.56,7.459,6.25
2011,REG000001330,4.9679,0.947,6.408,2.99,2.363,9.371,3.329,6.61,6.288,8.989,0.0666,0.9713,0.1895,4.886,3.466,2.314,5.294,4.469
2025,REG000001331,5.877,6.261,1.765,9.814,1.273,1.165,3.928,1.274,2.618,1.834,0.0197,0.0677,0.9823,6.243,7.076,7.455,2.195,4.571
2018,REG000001332,4.0181,8.617,1.498,1.943,3.289,1.55,0.051,1.751,4.011,1.499,0.3812,0.5659,0.6774,3.885,4.629,7.126,9.207,3.774
2011,REG000001333,1.2842,7.63,4.095,2.739,9.882,2.004,4.362,1.839,0.716,5.06,0.1779,0.2778,0.792,3.972,9.744,4.132,5.554,4.141
2010,REG000001334,2.2693,8.816,0.146,3.746,9.513,8.431,1.854,3.993,4.392,6.11,0.9277,0.0195,0.2688,6.566,4.607,5.015,0.392,5.846
2013,REG000001335,8.5764,5.126,6.605,8.603,0.653,1.15,6.076,8.687,4.86,6.792,0.4816,0.9032,0.8283,5.783,8.36,7.972,4.965,5.281
2008,REG000001336,5.2565,6.352,4.049,3.152,2.093,7.5,6.192,8.569,4.375,5.107,0.4836,0.8399,0.6994,7.236,4.035,5.591,5.774,5.415
2020,REG000001337,10.0906,1.765,6.033,5.258,2.615,6.957,1.44,8.601,0.703,4.708,0.3196,0.0771,0.681,6.622,1.091,0.63,8.405,5.044
2025,REG000001338,0.3897,7.756,1.008,2.362,8.767,8.6,9.89,9.015,6.131,3.991,0.1537,0.7985,0.9912,7.409,3.853,4.926,6.641,6.354
2013,REG000001339,9.8128,3.42,5.627,2.873,8.588,5.663,6.92,7.335,1.515,3.349,0.0706,0.0768,0.1754,5.492,2.442,9.458,4.064,6.024
