tax_incent_incentive_fiscal_year,tax_incent_incentive_program_id,tax_incent_incentive_type_code,tax_incent_eligible_industry_naics,tax_incent_eligible_activity_code,tax_incent_applications_received,tax_incent_applications_approved,tax_incent_credits_authorized_usd,tax_incent_credits_claimed_usd,tax_incent_beneficiaries_count,tax_incent_jobs_promised_count,tax_incent_jobs_created_verified,tax_incent_capital_investment_promised,tax_incent_capital_investment_verified,tax_incent_clawback_trigger_flag,tax_incent_recapture_amount_usd,tax_incent_performance_reporting_compliance,tax_incent_cost_per_job_estimate,tax_incent_equity_targeting_flag,tax_incent_sunset_date_program
2017,INC000001049,CREDIT,325412,TRAINING,2438,1998,1527088659.98,333237900.76,30763,52408,8018,16958158618.77,3677306105.52,0,87110409.53,16.1,41561.22,0,2031-01-11
2016,INC000001050,GRANT,311811,BROWNFIELD,1988,1677,1684095781.4,394390150.6,230432,48862,13392,17469097283.55,5149999315.61,0,31238993.43,41.02,29449.68,0,2034-11-04
2009,INC000001051,LOAN,237310,EXPORT,468,144,1798653237.42,1601325207.4,155335,104388,24778,17021552548.06,6991219348.0,0,246763403.01,44.88,64626.9,1,2027-01-09
2022,INC000001052,REBATE,236220,INNOVATION,1519,466,1095016859.53,560536591.75,42332,87496,55943,4570148488.62,2532488434.44,1,140822319.14,24.17,10019.78,0,2029-10-23
2008,INC000001053,GRANT,621111,CAPEX,269,245,472299399.45,384102394.91,154425,49067,49067,15840978301.59,6926787828.36,0,25455227.34,26.56,7828.12,0,2030-12-05
2023,INC000001054,GRANT,311811,HIRING,970,903,1763596707.41,986577245.07,78339,119059,104838,541837413.89,457239900.94,0,182918803.13,37.86,9410.49,0,2034-06-12
2019,INC000001055,CREDIT,236220,HIRING,1995,1642,395447325.21,141002190.14,248716,101346,58383,14660993267.93,4281140118.98,0,12522191.15,44.04,2415.12,0,2035-10-06
2015,INC000001056,REBATE,454110,CLEAN_ENERGY,1446,1168,1549598421.01,797550883.95,131973,32849,23100,18556699453.85,3980257999.95,0,232278156.08,93.64,34526.01,1,2032-05-25
2008,INC000001057,EXEMPTION,454110,BROWNFIELD,2376,2131,1314716758.24,1101574019.73,220282,454,364,5909671598.7,3902342432.72,0,123788630.03,79.42,3026302.25,1,2033-03-23
2011,INC000001058,CREDIT,325412,BROWNFIELD,870,497,100904425.64,49627720.73,98570,56093,43920,8775300671.24,7678951628.12,0,3856026.8,74.08,1129.96,1,2029-01-18
2024,INC000001059,REBATE,512110,HIRING,1243,1104,1037270574.42,917962979.5,225997,92404,43809,20874238161.39,16992647438.32,0,69195008.08,91.07,20953.75,0,2032-10-30
2022,INC000001060,LOAN,454110,LOCATION,1276,946,141668084.05,35764156.05,186910,63279,47576,16967601166.67,17018118089.07,0,15978278.94,65.14,751.73,1,2030-06-01
2025,INC000001061,CREDIT,325412,BROWNFIELD,367,302,1437574555.83,904376889.02,115869,102328,73832,4729808204.94,4475873999.82,0,189833436.05,77.03,12249.12,0,2032-10-18
2013,INC000001062,OTHER,311811,BROWNFIELD,1148,451,1804159188.85,1627436688.11,171385,72574,11180,8867382135.13,2470966421.8,0,16392022.71,43.6,145566.79,0,2033-12-28
2013,INC000001063,CREDIT,454110,R_AND_D,60,27,900472440.69,343555881.11,228086,91756,44155,626908807.23,430924432.28,0,39176378.66,14.98,7780.68,0,2028-10-31
2018,INC000001064,ABATEMENT,621111,CLEAN_ENERGY,365,289,542524417.83,510721768.56,135095,33653,5074,3445979902.19,2202033765.24,0,2625785.35,41.59,100654.66,0,2027-05-09
2009,INC000001065,REBATE,311811,BROWNFIELD,2093,1309,100722598.87,20334100.7,173544,65171,32739,15238098796.44,8062618971.6,0,6654568.37,52.52,621.1,1,2027-03-25
2016,INC000001066,OTHER,311811,BROWNFIELD,782,318,875193199.64,862825339.97,181001,98876,90588,24239845030.61,20448111112.26,0,47038635.18,22.27,9524.72,1,2027-11-21
2022,INC000001067,ABATEMENT,334111,R_AND_D,1894,695,1065463543.63,371827722.89,101830,23767,17909,8921459436.91,4125695769.31,0,36775241.76,22.19,20762.06,0,2033-06-22
2025,INC000001068,ABATEMENT,512110,EXPORT,1164,626,677583254.31,698707404.24,33701,100233,37414,856513483.71,724463774.45,0,69576409.72,7.11,18675.03,1,2030-01-25
2008,INC000001069,LOAN,621111,HIRING,1280,610,886741351.09,240401905.88,161968,113224,40260,10700926976.94,6646712917.45,0,25051800.99,26.62,5971.23,1,2031-03-04
2007,INC000001070,LOAN,237310,HIRING,1792,1541,964692652.51,162534630.9,152651,58857,40535,2311559.94,478584.39,0,75762084.55,42.86,4009.74,0,2028-12-10
2008,INC000001071,CREDIT,236220,TRAINING,1157,814,1043567808.1,624827500.92,91268,105359,78288,810178093.86,477419148.71,0,112217350.53,26.28,7981.14,1,2034-01-09
2025,INC000001072,GRANT,237310,HIRING,1,1,1655850035.25,898325743.82,141320,114532,52239,1672969956.42,446550104.47,0,239231450.88,37.57,17196.46,1,2027-04-02
2012,INC000001073,CREDIT,541511,BROWNFIELD,2267,1375,1515109872.68,913701621.49,7117,80549,36507,13518213336.28,8610708110.24,0,154680827.98,28.47,25028.12,0,2032-11-11
2014,INC000001074,REBATE,512110,EXPORT,328,101,1126058196.22,995921424.59,40450,79170,66182,23241775957.12,4739705233.99,0,54334973.15,28.3,15048.22,1,2034-11-17
2016,INC000001075,CREDIT,621111,TRAINING,1483,566,154774442.89,85747660.62,172632,13398,12537,14545482606.29,5448501951.48,0,21069760.67,92.77,6839.57,0,2026-08-07
2013,INC000001076,GRANT,423450,INNOVATION,1096,277,1303322345.08,184507647.56,86715,98485,79504,21708347690.8,11960440550.19,0,62283150.66,78.87,2320.73,1,2029-03-05
2024,INC000001077,GRANT,423450,R_AND_D,1604,1427,790500244.06,166588243.82,138082,45191,44804,16892671561.66,12094240494.37,0,35522194.42,44.05,3718.16,0,2033-05-25
2013,INC000001078,CREDIT,621111,TRAINING,1722,1400,1304949281.17,627980791.18,90845,84389,75978,825189243.55,220620640.73,0,56525993.01,61.88,8265.3,1,2033-02-19
2022,INC000001079,GRANT,541511,EXPORT,1053,800,1886228768.0,1959003011.24,96381,101950,56927,15391845577.18,4766241380.67,0,107868999.43,61.91,34412.55,1,2026-12-28
2019,INC000001080,ABATEMENT,237310,TRAINING,1122,698,1736851153.25,1750342694.74,174452,53030,19611,84874105.34,33693105.76,0,45159093.59,77.96,89253.11,0,2028-10-11
2023,INC000001081,ABATEMENT,621111,INNOVATION,2081,1936,1548862524.27,273477579.6,184463,84403,18955,18108317197.22,9001531017.78,0,43563229.45,82.12,14427.73,1,2027-06-29
2022,INC000001082,CREDIT,325412,CAPEX,557,471,64807649.22,67836905.73,143959,85445,26597,14618543285.68,8638233591.3,0,960933.88,70.8,2550.55,0,2032-08-25
2011,INC000001083,REBATE,445110,R_AND_D,2285,1875,326815732.15,152160736.46,105592,33219,24537,7974518061.36,4587602095.28,0,34954153.16,85.63,6201.28,0,2027-09-04
2022,INC000001084,GRANT,454110,CAPEX,1345,597,409856502.26,112267640.26,244503,35505,30193,21000622660.56,15399937036.98,0,45813423.85,77.38,3718.33,0,2028-06-15
2008,INC000001085,CREDIT,334111,TRAINING,696,226,1449145764.71,722227433.37,191283,70807,67036,4400365552.29,3352923718.08,0,81623967.06,87.74,10773.73,0,2034-05-11
2008,INC000001086,CREDIT,334111,R_AND_D,1904,1439,1312181004.25,147883666.46,107072,48457,16585,16232665940.24,16209696318.26,0,31965651.46,59.31,8916.71,1,2030-02-24
2020,INC000001087,CREDIT,454110,CLEAN_ENERGY,2376,925,656251895.95,334961664.41,227081,60344,39218,4367009610.5,3643122169.55,0,20181777.59,39.38,8541.02,0,2034-08-21
2010,INC000001088,GRANT,334111,TRAINING,404,356,1161977085.82,863587749.17,190838,83384,27076,18245078003.8,8334095890.71,1,135388271.33,64.57,31894.95,1,2027-11-15
2021,INC000001089,ABATEMENT,423450,EXPORT,1185,877,376229604.49,330153023.25,78500,87479,75956,10521681858.76,4337484599.6,0,51408021.96,7.13,4346.64,0,2030-09-21
2025,INC000001090,REBATE,237310,CLEAN_ENERGY,1363,450,1209493939.88,1256862169.22,65232,45373,27545,21210658665.28,21483733410.92,0,9029224.98,9.0,45629.41,0,2034-09-19
2019,INC000001091,REBATE,311811,BROWNFIELD,9,6,1147461367.17,215457766.21,58131,15425,12215,10541957597.21,8443636199.95,1,55258726.15,31.52,17638.79,1,2033-08-23
2007,INC000001092,EXEMPTION,237310,TRAINING,2171,1752,1046521498.91,904950450.2,100469,15993,8211,16609575669.09,13448985296.56,0,63581399.97,28.03,110211.97,0,2030-09-11
2015,INC000001093,EXEMPTION,541511,TRAINING,31,13,474888796.37,155137336.94,18204,6344,5251,17210209001.5,14418103576.24,1,70201353.21,89.61,29544.34,0,2035-05-20
2018,INC000001094,GRANT,237310,BROWNFIELD,931,874,280718436.22,125380738.56,224597,10655,7731,12309588249.2,9932381727.07,0,606644.65,40.91,16217.92,0,2028-02-14
2016,INC000001095,EXEMPTION,445110,EXPORT,1800,940,1715197693.01,930598921.81,48654,112946,41781,16542990785.83,11148879716.46,0,64694568.91,71.3,22273.26,1,2034-02-15
2015,INC000001096,LOAN,541511,TRAINING,1557,575,733430193.32,156327184.48,173493,37953,9301,18688197326.39,3540306033.08,1,102967705.28,43.14,16807.57,0,2027-05-16
2022,INC000001097,REBATE,236220,CLEAN_ENERGY,2236,1218,674629377.68,164728472.88,167876,89187,47017,10889939204.13,1596273391.94,0,50507888.29,32.42,3503.59,0,2030-05-07
2010,INC000001098,ABATEMENT,423450,INNOVATION,156,58,559782358.25,307046592.51,65939,89048,59892,3268258699.82,3170596367.72,0,21372884.82,44.87,5126.67,1,2027-12-18
2015,INC000001099,ABATEMENT,445110,HIRING,2484,1811,1300286378.34,564627276.72,66749,45907,24304,15255602911.58,4388828084.68,0,108829289.39,5.46,23231.87,1,2031-08-12
2024,INC000001100,CREDIT,311811,R_AND_D,1789,621,1519629777.81,699756627.56,46605,20439,13985,8877649791.58,6302954515.73,0,1941450.28,74.84,50036.23,0,2035-06-07
2013,INC000001101,ABATEMENT,311811,BROWNFIELD,1806,606,410487417.08,228960516.99,137147,25328,8652,21412293169.46,9140570932.09,0,50881112.68,44.21,26463.31,1,2034-06-16
2011,INC000001102,GRANT,445110,CAPEX,1561,609,417021135.09,195211553.37,113636,45317,14329,24259563827.64,7794758687.15,0,26766378.99,10.04,13623.53,0,2033-07-08
2009,INC000001103,CREDIT,621111,INNOVATION,379,216,1379120307.58,1214726974.42,236222,74356,47651,11061507360.09,1523099458.11,0,66221097.8,76.35,25492.16,0,2030-05-07
2024,INC000001104,REBATE,325412,BROWNFIELD,152,77,529315667.1,190475299.51,239640,19942,8043,9370540969.46,964378050.3,0,52864122.53,20.56,23682.12,0,2032-08-11
2021,INC000001105,ABATEMENT,311811,R_AND_D,535,391,242403957.15,240661971.13,119688,73027,33156,11631418116.05,2087901903.34,0,13854680.12,37.51,7258.47,1,2032-12-12
2014,INC000001106,ABATEMENT,334111,CAPEX,1444,627,146286155.56,143784121.53,160631,34486,12265,11677506073.28,8724551312.2,0,21386409.83,40.91,11723.12,0,2028-06-16
2008,INC000001107,CREDIT,325412,BROWNFIELD,2116,544,1534656689.82,1093269502.79,170662,117541,47569,18096395899.21,15746887900.56,0,176515164.87,84.62,22982.81,1,2029-01-17
2015,INC000001108,REBATE,325412,R_AND_D,1873,572,676916165.15,644956895.42,108030,18282,6881,18764744519.07,7498330983.82,0,28548978.48,68.47,93730.11,1,2030-02-22
2012,INC000001109,CREDIT,541511,CAPEX,594,521,258650496.73,45107134.56,81098,2272,1389,22869799388.19,6907537011.02,0,30198141.13,97.4,32474.54,0,2033-04-05
2023,INC000001110,CREDIT,423450,HIRING,42,17,575828056.42,490405788.06,168377,3386,2484,12732162404.08,1516482786.39,0,9503679.25,47.16,197425.84,0,2029-05-07
2020,INC000001111,CREDIT,334111,INNOVATION,1965,799,1135273702.1,263844103.28,239133,23319,14477,20946520914.78,11662106701.53,0,159205459.51,3.99,18225.05,1,2026-04-22
2007,INC000001112,CREDIT,445110,INNOVATION,1716,695,1623868176.77,883467214.62,243123,50542,14741,9090973211.81,6310504401.47,0,126753314.63,14.05,59932.65,1,2031-03-28
2012,INC000001113,REBATE,541511,INNOVATION,84,68,207000636.05,31666012.95,224306,35276,32606,887402434.71,226477425.94,0,27825874.41,27.22,971.17,1,2026-01-09
2019,INC000001114,CREDIT,512110,LOCATION,2164,1221,1483688853.86,1267802791.33,36874,28759,8629,20149976625.77,2509264511.18,0,89062681.37,84.98,146923.49,1,2029-02-12
2010,INC000001115,LOAN,334111,R_AND_D,646,273,1804951376.61,390708005.88,49981,77791,60599,11625222069.68,5176678772.52,0,44307610.31,97.83,6447.43,0,2027-02-11
2019,INC000001116,EXEMPTION,454110,CLEAN_ENERGY,1158,974,1287157605.98,171742820.41,211568,116231,14215,15695356193.33,5121261684.37,0,21416996.84,26.87,12081.8,0,2026-01-31
2011,INC000001117,ABATEMENT,445110,BROWNFIELD,2129,970,1329983845.0,736661601.64,59103,81546,10935,7768658208.12,7096126446.99,0,126086830.35,85.2,67367.32,1,2034-03-06
2007,INC000001118,CREDIT,445110,R_AND_D,2001,625,118647758.73,85225722.15,234000,59618,30342,21150697677.84,17706940152.13,0,300544.26,77.86,2808.84,0,2032-04-05
2014,INC000001119,EXEMPTION,236220,TRAINING,351,296,1012661797.32,658871633.25,137367,87418,11916,13710476125.72,1411725489.59,0,84132148.05,40.48,55293.02,1,2034-06-23
2010,INC000001120,REBATE,237310,BROWNFIELD,2059,887,1836320346.88,1084192103.69,601,8259,6980,21128164454.81,16687494716.67,0,259700233.24,53.07,155328.38,1,2029-01-06
2010,INC000001121,CREDIT,512110,EXPORT,2167,751,1809363093.05,1671062723.98,85073,57485,37852,16445203317.05,3887679642.17,0,54141508.87,3.5,44147.28,0,2034-08-24
2010,INC000001122,LOAN,454110,TRAINING,1391,464,799611800.33,475505262.15,235090,28199,17080,15710558546.07,12113417395.74,0,50492768.52,99.34,27839.89,0,2035-05-15
2007,INC000001123,CREDIT,334111,BROWNFIELD,383,207,1793820138.95,703784264.52,200455,7188,1609,12465025097.78,6668056594.6,0,39107570.73,41.44,437404.76,0,2033-05-16
2017,INC000001124,EXEMPTION,541511,CLEAN_ENERGY,223,201,853324486.69,131541287.27,189905,89333,86373,14409444090.98,5592333076.62,0,29908809.08,97.73,1522.94,0,2033-08-03
2013,INC000001125,REBATE,311811,HIRING,1223,733,1794401975.97,387272005.31,81253,46340,45656,13830714453.49,9892417447.03,0,1057652.48,59.12,8482.39,0,2032-12-21
2015,INC000001126,ABATEMENT,311811,HIRING,204,92,825115603.43,765889554.42,1761,20111,4665,1151647195.5,693841061.23,0,66829533.52,45.85,164177.83,0,2027-11-10
2021,INC000001127,CREDIT,236220,HIRING,1005,598,1992099684.7,1714730848.49,226557,7643,6564,23999746307.66,22338218956.35,0,170296236.9,65.17,261232.61,1,2031-06-06
2021,INC000001128,CREDIT,334111,BROWNFIELD,807,237,906270396.31,781432847.68,98553,15066,8004,883216693.76,356192774.07,1,51634897.36,80.52,97630.29,0,2034-07-12
2025,INC000001129,EXEMPTION,334111,BROWNFIELD,1207,642,1203146534.97,989321509.9,9566,40953,10687,637085390.68,231708003.76,1,58068031.34,6.01,92572.43,1,2028-10-26
2014,INC000001130,ABATEMENT,236220,R_AND_D,763,721,126585143.08,92215353.54,209504,83154,28486,19506503898.56,17945526965.33,0,3747100.88,19.14,3237.22,1,2027-07-02
2008,INC000001131,REBATE,423450,INNOVATION,747,527,347098989.23,219261239.33,30753,103241,58300,20494758932.36,19946344494.72,0,14641379.74,44.04,3760.91,0,2028-10-23
2018,INC000001132,REBATE,445110,CAPEX,1611,1408,120777841.93,58669963.85,80487,16818,4991,18228843067.49,16078865811.21,0,11305338.09,37.99,11755.15,0,2035-03-12
2020,INC000001133,EXEMPTION,423450,R_AND_D,466,172,1919263402.17,1970107332.9,59461,1340,1299,5550117604.21,5179909059.77,0,79895037.95,17.94,1516633.82,0,2031-12-27
2013,INC000001134,CREDIT,621111,CLEAN_ENERGY,1333,499,36949413.09,16358252.62,167214,37913,14591,8131296285.26,676343404.0,1,2134893.89,64.87,1121.12,0,2034-06-28
2014,INC000001135,REBATE,334111,BROWNFIELD,779,256,865372041.29,778662240.33,169625,70003,70003,11066533268.56,10184351368.32,0,38571756.66,16.19,11123.27,0,2035-05-27
2019,INC000001136,CREDIT,454110,R_AND_D,2107,1269,1638923565.61,1401277554.85,121509,62457,6985,24104469222.46,19006819385.95,0,174262903.2,98.12,200612.39,0,2031-08-07
2011,INC000001137,CREDIT,454110,TRAINING,672,558,770515795.62,657270245.89,214214,37920,22049,6361635084.04,2864642958.64,0,31426449.1,6.21,29809.53,1,2031-05-07
2020,INC000001138,CREDIT,423450,CLEAN_ENERGY,392,318,482966826.75,77675546.19,160901,63986,54827,14707330292.38,7990574294.44,0,37901427.88,16.59,1416.74,0,2030-08-04
2023,INC000001139,CREDIT,334111,EXPORT,1790,774,73146749.55,44885013.45,134136,80275,80275,12425550706.84,3161433707.23,0,2232131.37,25.0,559.14,0,2031-03-01
2008,INC000001140,REBATE,512110,CAPEX,2390,701,935005047.19,695440827.48,169074,116546,57233,23763143620.24,18907334791.51,1,52580820.84,70.82,12151.05,0,2029-03-19
2007,INC000001141,CREDIT,325412,LOCATION,1213,1134,1043019198.61,662660384.55,4117,56297,52004,21079640056.27,8567118586.19,0,46593094.82,80.74,12742.49,0,2032-11-18
2025,INC000001142,CREDIT,541511,CLEAN_ENERGY,2414,813,1943257550.15,1929389674.36,11416,31380,12161,304733820.58,155047731.57,0,277929271.07,86.11,158653.87,0,2033-05-27
2024,INC000001143,GRANT,445110,HIRING,1018,322,976083524.21,514950837.89,75581,107930,91367,2531771656.1,2112523769.87,0,129771759.11,73.24,5636.07,1,2031-10-15
2009,INC000001144,ABATEMENT,325412,TRAINING,366,312,1950121190.55,612515063.88,138772,116944,103782,10887480884.08,5131023654.05,0,65125779.35,61.02,5901.94,0,2035-05-05
2020,INC000001145,CREDIT,236220,BROWNFIELD,1117,730,930448830.28,477674069.39,37921,89687,31928,6837193467.73,5107218311.57,0,133006315.33,3.4,14960.98,0,2031-12-14
2008,INC000001146,OTHER,541511,HIRING,1801,1473,1604053608.06,974080574.47,123617,63478,30208,23994795112.06,15699066267.85,0,28896634.94,74.31,32245.78,1,2034-10-12
2011,INC000001147,CREDIT,237310,INNOVATION,2415,1928,294330327.67,187862928.69,30757,115013,52340,22576642283.74,12601111038.24,0,31482976.82,98.45,3589.28,1,2030-12-13
2012,INC000001148,CREDIT,621111,CLEAN_ENERGY,1341,936,578350323.95,361785003.94,104633,62124,52834,11510888866.86,9577909699.48,0,2976035.4,86.87,6847.58,0,2028-01-12
2015,INC000001149,REBATE,541511,HIRING,1871,496,360754088.84,350382846.57,128295,8907,7682,18259217683.59,7754704503.66,0,18558969.78,19.92,45610.89,1,2029-12-24
2020,INC000001150,OTHER,541511,LOCATION,1616,1160,839914829.43,177877859.62,161829,83033,51445,8074914708.65,2200371016.97,0,58627038.67,8.65,3457.63,0,2034-12-11
2025,INC000001151,CREDIT,423450,HIRING,298,197,1748659446.72,832183746.11,153081,101007,56957,12248776562.22,4494498204.38,0,249361816.64,51.54,14610.74,0,2029-03-14
2007,INC000001152,CREDIT,621111,INNOVATION,530,139,1411224663.52,495300752.03,1080,7646,7646,23082112066.43,1576737218.36,0,61678118.51,41.95,64779.07,1,2029-05-06
2017,INC000001153,CREDIT,325412,INNOVATION,1990,1215,40550754.58,34840292.38,234473,107713,100919,10341510460.05,4579033243.22,0,5848849.4,80.34,345.23,1,2031-12-04
2019,INC000001154,CREDIT,541511,EXPORT,1111,589,901102177.98,232241187.62,116046,71460,49834,6182198381.68,4609059817.03,0,123892734.01,86.02,4660.3,0,2033-03-26
2022,INC000001155,EXEMPTION,621111,INNOVATION,1404,421,1176961149.02,783312388.22,116996,79377,57076,19372816456.19,6801051497.14,0,124203389.48,46.86,13724.02,1,2034-12-31
2017,INC000001156,EXEMPTION,311811,LOCATION,1761,1010,1954361746.13,1666873457.49,84886,80742,39012,17974034441.84,7823984476.99,0,189706518.31,57.15,42727.2,1,2033-12-20
2025,INC000001157,ABATEMENT,445110,EXPORT,2425,1475,1995771876.44,1661576748.44,24408,115603,107105,3972215784.36,1410711171.73,0,4033302.06,23.84,15513.53,0,2031-05-24
2018,INC000001158,GRANT,334111,TRAINING,747,488,1716672773.94,353992759.7,203066,81211,50377,12588039920.54,1170778254.61,0,180213520.46,96.24,7026.87,1,2030-10-23
2023,INC000001159,CREDIT,454110,TRAINING,1084,491,1586238862.32,251579860.28,54160,87636,34745,17106001331.15,2730751187.24,0,9999784.88,50.91,7240.75,0,2026-12-03
2023,INC000001160,CREDIT,325412,CLEAN_ENERGY,1659,1565,1926725981.06,1357141897.52,88615,80518,80518,2203038977.78,1048113368.86,0,250510857.04,17.66,16855.14,0,2030-12-15
2010,INC000001161,GRANT,325412,INNOVATION,617,234,980320114.04,607480535.33,71818,14396,6072,11958098838.85,11026732360.12,0,97423435.6,40.32,100046.2,1,2032-06-19
2024,INC000001162,CREDIT,423450,INNOVATION,48,26,513057953.56,210751522.77,78492,71721,24387,14373996048.8,3740316749.34,0,58115219.23,35.65,8641.96,0,2035-12-18
2013,INC000001163,OTHER,237310,TRAINING,1947,874,784765521.9,298893439.62,15326,40504,28307,19643799822.6,19475709299.67,0,75133806.06,3.38,10558.99,0,2031-12-23
2013,INC000001164,REBATE,621111,CAPEX,2456,1979,1679718051.49,964367890.84,60057,34547,15478,24596487824.71,6109195353.47,0,122297104.54,27.03,62305.72,1,2035-05-29
2014,INC000001165,GRANT,512110,INNOVATION,1454,1088,907031364.27,455011376.85,188109,58225,13280,19337477834.44,6053045235.36,0,94965706.91,60.37,34262.9,1,2035-03-14
2017,INC000001166,ABATEMENT,454110,TRAINING,1924,888,1482630260.75,999772912.16,52609,66051,42477,6134685836.47,1240334970.44,0,134310466.21,37.55,23536.81,0,2027-05-23
2021,INC000001167,CREDIT,334111,R_AND_D,9,7,1843815344.26,443878773.02,140859,40416,20682,15149147062.88,7747563263.49,0,76516743.06,64.42,21462.08,0,2029-06-21
2011,INC000001168,CREDIT,423450,INNOVATION,2072,754,765979653.77,616173311.38,70598,78860,74876,22010260207.19,19119263269.49,0,1479068.97,59.97,8229.25,1,2026-10-21
2019,INC000001169,OTHER,423450,EXPORT,1494,543,1468046900.1,1012208872.73,215713,104560,103977,1809421870.11,1265669272.3,0,17651068.0,52.41,9734.93,0,2035-03-20
2022,INC000001170,REBATE,325412,EXPORT,2035,1288,1270784744.91,870817373.36,179096,118516,83322,3257426685.32,1813518094.38,0,89254003.8,98.93,10451.23,0,2030-08-05
2008,INC000001171,CREDIT,236220,CAPEX,2349,893,7177749.78,2396411.34,15216,73025,47008,1433089961.53,355367436.24,0,317895.72,26.47,50.98,1,2033-08-06
2007,INC000001172,REBATE,541511,R_AND_D,1979,825,1904067127.91,1594664931.79,248190,106041,72381,23399075349.37,11386343899.39,0,203770208.46,76.1,22031.54,0,2028-06-09
