qol_green_reference_year,qol_green_city_id,qol_green_country_iso2,qol_green_population_city,qol_green_green_space_m2_per_capita,qol_green_tree_canopy_cover_pct,qol_green_park_access_10min_walk_pct,qol_green_active_mobility_infrastructure_index,qol_green_air_quality_index,qol_green_noise_exposure_index,qol_green_heat_island_index,qol_green_flood_risk_exposure_pct,qol_green_waste_recycling_rate_pct,qol_green_water_leakage_rate_pct,qol_green_public_transport_accessibility_index,qol_green_housing_energy_efficiency_index,qol_green_climate_neutral_city_mission_flag,qol_green_data_source,qol_green_last_update_date,qol_green_data_extract_date
2008,CITY_SI_2697,SI,4474737,48.44,15.49,68.12,31.66,67.95,30.52,43.59,2.99,42.18,5.97,41.97,39.63,0,CITY_ADMIN_DATA,2012-12-30,2025-03-15
2009,CITY_BG_2734,BG,4049375,35.17,13.28,87.13,33.6,62.64,72.24,73.48,16.71,53.68,24.33,78.23,78.84,0,EEA_CITY_ENV_EXPORT,2013-02-05,2025-10-05
2010,CITY_EE_2771,EE,4018943,30.76,28.77,96.97,50.06,52.1,27.18,38.21,2.3,45.43,10.52,50.39,38.78,0,URBAN_AUDIT,2013-03-14,2026-01-07
2011,CITY_HU_2808,HU,4515792,51.92,35.53,85.36,65.15,73.88,26.79,52.89,17.14,58.4,7.87,46.14,48.92,0,COPERNICUS_URBAN_ATLAS,2013-04-20,2025-02-06
2012,CITY_LU_2845,LU,5720249,42.23,17.92,60.56,75.19,48.48,68.78,32.38,9.88,18.47,18.16,74.92,31.63,0,CITY_ADMIN_DATA,2013-05-27,2024-08-28
2013,CITY_RO_2882,RO,2156945,54.2,35.25,89.59,60.24,67.09,46.58,66.64,3.53,52.39,6.85,54.85,44.64,0,EEA_CITY_ENV_EXPORT,2013-07-03,2024-05-30
2014,CITY_AT_2919,AT,2918672,52.74,13.42,54.36,27.12,86.72,39.45,61.08,9.01,67.65,16.0,88.51,37.55,0,URBAN_AUDIT,2013-08-09,2024-08-08
2015,CITY_CZ_2956,CZ,1574524,13.16,13.34,53.42,44.75,56.31,43.63,25.27,17.1,22.33,10.47,75.77,72.67,0,COPERNICUS_URBAN_ATLAS,2013-09-15,2025-08-27
2016,CITY_DE_2993,DE,2447612,48.37,22.93,52.74,70.86,53.43,62.84,75.56,11.98,31.66,9.79,61.71,36.13,0,CITY_ADMIN_DATA,2013-10-22,2025-01-24
2017,CITY_LV_3030,LV,461580,31.51,21.88,64.77,63.96,69.66,19.48,16.75,4.22,20.38,13.2,63.42,54.12,0,EEA_CITY_ENV_EXPORT,2013-11-28,2025-08-04
2018,CITY_PL_3067,PL,6982807,21.35,20.81,78.31,58.0,55.24,84.36,37.23,16.72,46.42,14.65,84.69,70.73,0,URBAN_AUDIT,2014-01-04,2025-01-15
2019,CITY_ES_3104,ES,2918099,48.74,17.15,83.15,25.57,47.15,46.71,22.14,15.25,37.48,7.76,64.36,46.39,0,COPERNICUS_URBAN_ATLAS,2014-02-10,2025-03-20
2020,CITY_HR_3141,HR,5732622,11.88,12.82,65.28,47.34,49.34,38.14,50.8,12.55,38.95,8.81,89.56,41.33,0,CITY_ADMIN_DATA,2014-03-19,2024-01-19
2021,CITY_FI_3178,FI,4590103,46.02,13.23,52.26,77.11,61.3,32.86,40.91,15.0,44.52,16.65,91.77,78.05,0,EEA_CITY_ENV_EXPORT,2014-04-25,2025-01-08
2022,CITY_IE_3215,IE,3568977,36.8,12.95,79.93,75.15,63.7,49.15,58.87,7.74,38.55,10.44,41.06,60.99,1,URBAN_AUDIT,2014-06-01,2024-11-29
2023,CITY_MT_3252,MT,3518211,37.55,12.78,60.31,72.27,66.5,25.24,87.63,12.67,28.24,10.89,52.5,48.38,0,COPERNICUS_URBAN_ATLAS,2014-07-08,2025-02-27
2024,CITY_SK_3289,SK,3474048,11.9,11.47,45.03,47.38,60.25,84.64,73.15,8.54,43.49,7.15,53.39,51.97,0,CITY_ADMIN_DATA,2014-08-14,2025-11-04
2025,CITY_BE_3326,BE,2015526,18.3,17.33,51.85,40.04,37.31,25.14,69.29,22.63,39.94,19.38,78.23,44.32,1,EEA_CITY_ENV_EXPORT,2014-09-20,2024-09-09
2006,CITY_DK_3363,DK,341863,35.9,19.44,81.0,71.27,87.38,36.45,63.5,11.89,40.82,9.22,83.7,36.15,0,URBAN_AUDIT,2014-10-27,2025-12-21
2007,CITY_GR_3400,GR,3535586,13.55,24.82,70.57,53.97,57.42,25.45,80.73,17.79,20.67,23.52,86.54,65.92,0,COPERNICUS_URBAN_ATLAS,2014-12-03,2025-12-21
2008,CITY_LT_3437,LT,5141783,35.45,11.24,87.24,67.63,41.65,37.82,27.23,10.67,32.74,12.51,86.58,43.4,0,CITY_ADMIN_DATA,2015-01-09,2024-04-08
2009,CITY_PT_3474,PT,796393,10.73,13.13,44.73,23.09,71.65,83.09,74.27,8.57,19.63,22.38,87.77,51.11,0,EEA_CITY_ENV_EXPORT,2015-02-15,2025-10-07
2010,CITY_SE_3511,SE,1399332,53.4,30.86,52.87,88.31,42.13,75.72,20.87,8.07,61.45,16.6,67.73,84.05,0,URBAN_AUDIT,2015-03-24,2024-12-31
2011,CITY_CY_3548,CY,2369087,7.87,13.31,52.9,72.34,42.89,37.22,74.44,13.13,53.94,23.63,64.95,70.09,0,COPERNICUS_URBAN_ATLAS,2015-04-30,2024-11-17
2012,CITY_FR_3585,FR,6381598,31.61,26.83,80.72,65.41,67.83,66.27,62.55,15.36,38.97,24.76,81.59,43.51,0,CITY_ADMIN_DATA,2015-06-06,2024-01-29
2013,CITY_IT_3622,IT,4292490,51.01,21.18,78.59,48.87,34.22,58.65,46.11,12.12,35.65,15.07,56.44,34.9,0,EEA_CITY_ENV_EXPORT,2015-07-13,2025-04-24
2014,CITY_NL_3659,NL,5858875,33.27,11.53,82.16,38.88,60.19,82.04,66.41,10.12,26.09,13.4,52.51,45.1,0,URBAN_AUDIT,2015-08-19,2024-04-21
2015,CITY_SI_3696,SI,5947422,25.03,14.38,77.83,35.95,38.0,63.2,25.59,16.78,23.61,21.28,76.25,36.54,0,COPERNICUS_URBAN_ATLAS,2015-09-25,2026-02-18
2016,CITY_BG_3733,BG,1808204,39.3,33.55,77.89,80.65,70.34,43.35,39.79,3.33,25.96,22.91,54.33,43.3,0,CITY_ADMIN_DATA,2015-11-01,2025-12-05
2017,CITY_EE_3770,EE,5048901,35.26,36.97,48.56,35.74,69.01,75.51,27.2,1.42,34.73,5.81,66.14,57.04,0,EEA_CITY_ENV_EXPORT,2015-12-08,2024-12-28
2018,CITY_HU_3807,HU,870111,46.41,14.37,68.95,36.27,63.89,53.32,68.19,5.95,45.39,9.85,82.97,66.56,0,URBAN_AUDIT,2016-01-14,2025-07-06
2019,CITY_LU_3844,LU,256060,33.99,23.57,53.43,66.24,81.92,66.23,55.21,18.33,49.19,19.45,46.26,89.79,0,COPERNICUS_URBAN_ATLAS,2016-02-20,2024-04-21
2020,CITY_RO_3881,RO,588558,16.15,18.8,79.19,54.48,36.81,61.56,15.19,3.53,51.19,30.45,58.43,77.38,0,CITY_ADMIN_DATA,2016-03-28,2024-10-05
2021,CITY_AT_3918,AT,360743,34.74,37.61,93.58,65.0,67.35,25.04,25.8,14.09,26.11,13.7,80.08,96.53,0,EEA_CITY_ENV_EXPORT,2016-05-04,2026-01-22
2022,CITY_CZ_3955,CZ,2007776,38.13,34.61,64.77,74.54,70.83,29.2,56.96,6.12,34.88,8.4,62.31,84.69,1,URBAN_AUDIT,2016-06-10,2024-10-08
2023,CITY_DE_3992,DE,1858882,45.9,32.31,86.61,41.1,58.48,26.51,38.43,2.97,39.47,8.95,73.15,55.59,1,COPERNICUS_URBAN_ATLAS,2016-07-17,2024-03-06
2024,CITY_LV_4029,LV,3600149,40.76,37.21,52.35,46.27,65.32,62.37,33.12,4.13,28.81,20.61,42.07,86.23,0,CITY_ADMIN_DATA,2016-08-23,2025-11-06
2025,CITY_PL_4066,PL,532873,17.95,14.34,67.18,40.26,73.88,44.19,58.7,8.95,46.65,11.83,57.12,71.94,0,EEA_CITY_ENV_EXPORT,2016-09-29,2024-12-22
2006,CITY_ES_4103,ES,573931,61.58,33.81,77.64,72.42,70.62,40.68,31.53,1.31,43.63,10.06,92.37,36.45,0,URBAN_AUDIT,2016-11-05,2025-04-10
2007,CITY_HR_4140,HR,3298119,59.31,15.89,43.27,69.18,72.94,62.13,27.9,9.46,23.48,7.68,80.44,33.26,0,COPERNICUS_URBAN_ATLAS,2016-12-12,2025-08-08
2008,CITY_FI_4177,FI,467928,42.99,14.9,51.02,50.19,78.41,27.89,32.44,9.6,17.05,15.46,82.92,59.56,0,CITY_ADMIN_DATA,2017-01-18,2025-11-08
2009,CITY_IE_4214,IE,2495884,12.11,19.13,53.72,34.33,33.99,74.64,70.12,12.7,56.0,5.75,98.19,79.2,0,EEA_CITY_ENV_EXPORT,2017-02-24,2024-10-18
2010,CITY_MT_4251,MT,232328,12.02,17.68,83.48,59.88,87.39,33.56,75.61,17.33,23.98,11.99,48.7,70.42,0,URBAN_AUDIT,2017-04-02,2024-07-19
2011,CITY_SK_4288,SK,5449003,10.82,27.15,74.31,58.03,45.3,84.7,64.85,4.79,44.43,21.61,50.11,76.67,0,COPERNICUS_URBAN_ATLAS,2017-05-09,2024-07-09
2012,CITY_BE_4325,BE,358192,32.99,26.7,85.36,50.6,85.09,71.01,20.47,3.72,65.96,16.71,75.16,58.11,0,CITY_ADMIN_DATA,2017-06-15,2024-01-16
2013,CITY_DK_4362,DK,1997763,55.61,18.96,91.64,52.95,76.82,32.97,49.85,4.07,49.53,23.84,67.91,63.81,0,EEA_CITY_ENV_EXPORT,2017-07-22,2024-09-20
2014,CITY_GR_4399,GR,528009,18.78,21.36,55.46,71.18,54.64,50.02,59.05,11.56,21.77,20.52,50.1,53.12,0,URBAN_AUDIT,2017-08-28,2024-08-17
2015,CITY_LT_4436,LT,776174,24.01,14.36,54.75,48.61,51.54,32.2,22.9,16.08,51.09,12.53,41.46,55.1,0,COPERNICUS_URBAN_ATLAS,2017-10-04,2024-12-08
2016,CITY_PT_4473,PT,5718966,17.03,30.79,59.93,62.26,61.21,80.0,88.29,10.84,44.28,11.28,52.09,40.26,0,CITY_ADMIN_DATA,2017-11-10,2024-12-30
2017,CITY_SE_4510,SE,5071567,49.61,14.66,44.68,65.72,83.93,46.01,58.34,13.82,53.01,10.98,92.72,63.05,0,EEA_CITY_ENV_EXPORT,2017-12-17,2025-03-01
2018,CITY_CY_4547,CY,1606529,31.8,25.04,73.12,46.67,44.29,67.89,58.01,8.19,45.78,18.34,53.91,86.87,0,URBAN_AUDIT,2018-01-23,2024-03-14
2019,CITY_FR_4584,FR,2285914,38.49,32.5,74.3,60.24,62.64,52.97,49.75,18.89,27.97,20.78,54.25,88.58,0,COPERNICUS_URBAN_ATLAS,2018-03-01,2025-12-31
2020,CITY_IT_4621,IT,6719697,12.45,7.57,74.3,48.85,81.87,44.57,84.67,13.52,50.19,8.73,97.52,81.6,0,CITY_ADMIN_DATA,2018-04-07,2024-01-10
2021,CITY_NL_4658,NL,4191299,19.76,31.83,62.56,88.78,60.28,60.25,27.6,9.59,65.58,24.42,94.27,45.32,0,EEA_CITY_ENV_EXPORT,2018-05-14,2024-06-28
2022,CITY_SI_4695,SI,3014422,61.2,27.85,97.28,35.31,69.05,42.2,38.77,4.85,26.84,12.82,91.35,43.38,0,URBAN_AUDIT,2018-06-20,2026-02-07
2023,CITY_BG_4732,BG,4826628,15.04,17.73,58.74,64.18,85.02,85.82,43.83,4.25,42.24,7.98,45.18,64.68,0,COPERNICUS_URBAN_ATLAS,2018-07-27,2025-11-09
2024,CITY_EE_4769,EE,3881804,44.67,15.22,81.49,80.01,63.31,37.83,40.32,8.94,44.19,14.74,87.67,46.67,0,CITY_ADMIN_DATA,2018-09-02,2024-05-02
2025,CITY_HU_4806,HU,1329075,11.64,9.2,48.06,31.63,69.54,60.06,35.29,6.61,40.9,11.93,89.72,73.25,1,EEA_CITY_ENV_EXPORT,2018-10-09,2025-11-25
2006,CITY_LU_4843,LU,4005567,29.55,11.02,74.31,35.31,38.99,39.77,35.44,15.46,29.52,8.92,91.55,78.11,0,URBAN_AUDIT,2018-11-15,2025-08-30
2007,CITY_RO_4880,RO,2391847,60.03,27.8,64.83,36.75,68.55,58.87,28.18,16.0,20.83,8.91,43.98,68.26,0,COPERNICUS_URBAN_ATLAS,2018-12-22,2025-05-07
2008,CITY_AT_4917,AT,1034691,27.85,11.29,83.56,24.81,60.53,46.31,64.87,17.47,72.68,6.41,90.78,65.56,0,CITY_ADMIN_DATA,2019-01-28,2025-08-07
2009,CITY_CZ_4954,CZ,5154854,47.72,29.03,89.38,61.28,59.08,29.0,28.87,4.01,29.5,20.2,78.98,51.12,0,EEA_CITY_ENV_EXPORT,2019-03-06,2025-07-24
2010,CITY_DE_4991,DE,2040747,26.94,16.57,86.91,39.52,82.45,56.75,37.68,17.38,71.96,16.15,84.39,77.14,0,URBAN_AUDIT,2019-04-12,2024-04-12
2011,CITY_LV_5028,LV,3232368,16.22,28.13,89.94,44.36,80.03,39.25,18.89,6.2,46.29,16.55,42.81,35.93,0,COPERNICUS_URBAN_ATLAS,2019-05-19,2024-02-15
2012,CITY_PL_5065,PL,5564010,33.02,33.11,94.29,50.86,44.36,76.68,35.76,16.59,48.0,8.87,71.61,76.12,0,CITY_ADMIN_DATA,2019-06-25,2025-11-27
2013,CITY_ES_5102,ES,4667265,11.56,17.27,45.58,41.81,65.69,82.99,79.59,13.6,55.6,26.26,51.05,43.34,0,EEA_CITY_ENV_EXPORT,2019-08-01,2025-04-18
2014,CITY_HR_5139,HR,1972399,24.72,9.6,64.45,75.21,34.54,26.43,69.09,4.97,21.27,26.08,61.16,47.29,0,URBAN_AUDIT,2019-09-07,2024-03-25
2015,CITY_FI_5176,FI,1326615,43.12,20.28,91.94,73.85,75.88,86.51,66.73,4.64,49.8,20.35,82.68,81.19,0,COPERNICUS_URBAN_ATLAS,2019-10-14,2025-09-12
2016,CITY_IE_5213,IE,5536533,36.88,32.73,53.29,57.93,57.04,47.04,68.0,15.47,57.43,20.29,52.69,77.14,0,CITY_ADMIN_DATA,2019-11-20,2025-11-05
2017,CITY_MT_5250,MT,4091324,20.69,29.6,93.9,39.57,82.86,67.83,35.23,13.49,17.71,8.14,64.72,50.07,0,EEA_CITY_ENV_EXPORT,2019-12-27,2025-01-21
2018,CITY_SK_5287,SK,3977721,59.79,10.34,82.69,70.89,79.0,66.28,26.84,16.28,58.3,9.11,93.31,42.66,0,URBAN_AUDIT,2020-02-02,2025-04-19
2019,CITY_BE_5324,BE,4266654,22.93,13.23,80.24,72.43,48.66,39.26,37.64,14.92,44.55,20.56,68.41,79.05,0,COPERNICUS_URBAN_ATLAS,2020-03-10,2024-10-02
2020,CITY_DK_5361,DK,6053573,38.1,11.34,67.3,59.32,73.19,70.1,58.37,5.49,27.24,23.93,47.48,48.55,0,CITY_ADMIN_DATA,2020-04-16,2025-11-28
2021,CITY_GR_5398,GR,3923030,21.87,23.79,54.41,63.79,86.14,22.78,69.39,1.26,51.71,20.76,48.44,64.74,0,EEA_CITY_ENV_EXPORT,2020-05-23,2025-01-30
2022,CITY_LT_5435,LT,4414162,19.24,26.44,61.53,45.79,44.11,34.57,15.81,14.24,21.44,23.38,70.51,57.72,0,URBAN_AUDIT,2020-06-29,2025-10-20
2023,CITY_PT_5472,PT,4359374,34.65,34.52,57.99,47.08,44.47,34.51,35.44,8.64,42.23,17.32,79.58,49.84,0,COPERNICUS_URBAN_ATLAS,2020-08-05,2024-10-24
2024,CITY_SE_5509,SE,2255621,49.74,16.05,79.51,35.76,96.48,68.69,60.89,5.31,59.22,11.11,58.55,47.71,0,CITY_ADMIN_DATA,2020-09-11,2025-08-11
2025,CITY_CY_5546,CY,579429,26.58,17.05,84.2,26.0,61.95,33.59,59.24,4.15,21.42,23.68,40.77,70.54,0,EEA_CITY_ENV_EXPORT,2020-10-18,2024-08-21
2006,CITY_FR_5583,FR,6793102,42.0,15.63,45.35,30.07,66.95,81.99,64.46,17.59,45.16,15.95,89.13,76.16,0,URBAN_AUDIT,2020-11-24,2024-08-29
2007,CITY_IT_5620,IT,6366257,8.84,11.17,80.18,45.31,78.99,41.9,30.8,15.36,44.53,25.8,73.23,77.72,0,COPERNICUS_URBAN_ATLAS,2020-12-31,2024-06-22
2008,CITY_NL_5657,NL,5668329,25.23,27.89,53.86,29.87,47.98,34.76,51.35,2.07,27.11,21.99,69.53,82.36,0,CITY_ADMIN_DATA,2021-02-06,2025-03-20
2009,CITY_SI_5694,SI,173740,42.26,23.67,81.73,52.12,63.61,60.22,41.81,12.97,22.9,25.34,40.31,32.92,0,EEA_CITY_ENV_EXPORT,2021-03-15,2025-06-11
2010,CITY_BG_5731,BG,3763686,28.16,8.31,79.04,42.0,57.87,64.89,57.94,16.62,23.18,23.07,70.13,33.23,0,URBAN_AUDIT,2021-04-21,2024-05-05
2011,CITY_EE_5768,EE,5280647,28.63,26.32,83.78,39.48,46.34,67.13,26.59,13.68,20.73,9.46,42.3,49.23,0,COPERNICUS_URBAN_ATLAS,2021-05-28,2025-06-13
2012,CITY_HU_5805,HU,6072760,56.71,24.55,82.62,25.41,52.92,70.22,31.66,11.88,57.91,21.57,55.67,49.31,0,CITY_ADMIN_DATA,2021-07-04,2025-03-12
2013,CITY_LU_5842,LU,1986294,26.89,24.79,48.2,26.62,73.55,82.07,42.01,3.9,23.47,8.76,66.71,62.22,0,EEA_CITY_ENV_EXPORT,2021-08-10,2024-09-12
2014,CITY_RO_5879,RO,329661,16.36,30.34,91.77,30.19,43.74,48.02,53.95,0.95,45.45,12.12,37.77,66.16,0,URBAN_AUDIT,2021-09-16,2025-07-15
2015,CITY_AT_5916,AT,4320494,33.7,12.22,71.85,27.05,51.25,39.73,33.78,15.36,52.63,6.31,92.01,78.24,0,COPERNICUS_URBAN_ATLAS,2021-10-23,2025-11-17
2016,CITY_CZ_5953,CZ,4544483,49.02,37.22,89.74,59.56,76.79,35.81,45.6,6.83,42.5,11.94,46.62,76.6,0,CITY_ADMIN_DATA,2021-11-29,2024-02-23
2017,CITY_DE_5990,DE,3930778,23.2,28.06,96.72,27.23,78.34,25.18,15.9,13.39,40.18,26.29,53.21,66.26,0,EEA_CITY_ENV_EXPORT,2022-01-05,2024-08-06
2018,CITY_LV_0027,LV,2135740,54.98,22.52,89.0,36.16,36.49,29.68,50.88,3.56,24.14,19.01,85.49,57.44,0,URBAN_AUDIT,2022-02-11,2024-01-09
2019,CITY_PL_0064,PL,6269541,52.24,9.89,65.63,56.12,79.2,30.09,19.03,16.08,27.63,10.36,87.54,78.0,0,COPERNICUS_URBAN_ATLAS,2022-03-20,2025-07-31
2020,CITY_ES_0101,ES,7665179,16.11,24.05,65.82,40.36,34.28,53.48,67.67,9.93,24.82,22.12,61.6,40.77,0,CITY_ADMIN_DATA,2022-04-26,2024-06-21
2021,CITY_HR_0138,HR,2188805,60.52,32.54,55.32,75.23,53.61,72.59,40.28,13.46,24.12,24.79,63.24,62.11,0,EEA_CITY_ENV_EXPORT,2022-06-02,2025-01-21
2022,CITY_FI_0175,FI,5999059,50.78,35.21,87.84,23.11,45.43,27.67,69.35,9.45,36.72,17.32,56.41,57.06,0,URBAN_AUDIT,2022-07-09,2025-05-19
2023,CITY_IE_0212,IE,2297358,52.43,21.46,57.7,43.86,77.59,26.25,29.82,15.8,17.66,10.3,90.21,77.43,1,COPERNICUS_URBAN_ATLAS,2022-08-15,2024-10-16
2024,CITY_MT_0249,MT,4490087,59.56,30.37,87.66,48.41,65.15,37.26,79.98,7.49,49.77,23.01,42.97,72.14,1,CITY_ADMIN_DATA,2022-09-21,2025-07-11
2025,CITY_SK_0286,SK,1177195,25.69,13.92,87.07,61.02,77.37,26.62,70.52,10.09,52.76,5.88,49.34,58.54,0,EEA_CITY_ENV_EXPORT,2022-10-28,2025-08-15
2006,CITY_BE_0323,BE,3507198,34.48,12.66,44.67,64.57,83.96,41.7,20.28,16.67,43.25,6.55,49.09,46.85,0,URBAN_AUDIT,2022-12-04,2025-06-08
2007,CITY_DK_0360,DK,2531643,26.25,20.62,72.36,36.61,63.57,57.06,26.43,4.28,52.84,21.5,91.08,64.96,0,COPERNICUS_URBAN_ATLAS,2023-01-10,2025-09-17
2008,CITY_GR_0397,GR,1553728,31.15,22.36,63.73,72.92,59.16,56.44,82.3,8.64,29.26,23.11,89.2,76.19,0,CITY_ADMIN_DATA,2023-02-16,2024-01-03
2009,CITY_LT_0434,LT,3635963,59.85,27.45,97.28,35.33,86.7,82.75,50.68,1.59,40.21,10.22,55.97,60.05,0,EEA_CITY_ENV_EXPORT,2023-03-25,2026-01-23
2010,CITY_PT_0471,PT,454709,43.4,31.76,86.02,57.64,77.04,20.01,21.89,13.65,45.8,9.86,85.3,61.39,0,URBAN_AUDIT,2023-05-01,2024-08-05
2011,CITY_SE_0508,SE,1846027,41.2,10.5,83.02,52.83,52.75,72.34,43.73,5.29,58.34,9.74,53.13,57.38,0,COPERNICUS_URBAN_ATLAS,2023-06-07,2025-04-04
2012,CITY_CY_0545,CY,5604440,20.87,13.28,77.15,29.46,81.64,59.14,74.09,14.88,25.07,18.44,64.3,78.28,0,CITY_ADMIN_DATA,2023-07-14,2024-06-18
2013,CITY_FR_0582,FR,2264546,42.83,10.83,65.23,45.83,76.05,84.7,49.98,11.52,47.95,19.48,73.79,36.28,0,EEA_CITY_ENV_EXPORT,2023-08-20,2025-11-01
2014,CITY_IT_0619,IT,4283206,37.21,18.76,92.5,63.23,70.11,29.26,35.16,2.26,27.38,20.14,81.21,71.9,0,URBAN_AUDIT,2023-09-26,2024-05-25
2015,CITY_NL_0656,NL,3218237,30.0,22.42,94.88,36.18,76.22,50.47,30.53,11.72,51.35,19.67,54.42,75.15,0,COPERNICUS_URBAN_ATLAS,2023-11-02,2026-01-24
2016,CITY_SI_0693,SI,3551033,42.45,35.07,48.06,49.21,82.6,24.83,15.32,15.69,51.72,17.08,45.77,64.49,0,CITY_ADMIN_DATA,2023-12-09,2025-11-12
2017,CITY_BG_0730,BG,2438966,9.91,21.74,60.57,72.26,79.58,63.13,33.53,4.71,53.35,27.0,48.91,76.96,0,EEA_CITY_ENV_EXPORT,2024-01-15,2026-02-02
2018,CITY_EE_0767,EE,2850656,10.67,24.23,57.81,63.14,72.1,69.28,72.64,4.92,33.48,22.73,85.43,65.72,0,URBAN_AUDIT,2024-02-21,2025-09-26
2019,CITY_HU_0804,HU,1558380,45.38,9.51,45.24,68.56,39.86,45.12,27.43,3.78,20.16,9.07,58.15,57.01,0,COPERNICUS_URBAN_ATLAS,2024-03-29,2024-03-01
2020,CITY_LU_0841,LU,5687094,25.53,29.91,94.94,42.64,38.23,78.81,60.75,6.08,27.02,14.65,96.52,45.24,0,CITY_ADMIN_DATA,2024-05-05,2025-04-06
2021,CITY_RO_0878,RO,2456315,52.76,30.74,94.82,79.85,70.02,22.72,61.76,10.14,30.14,22.53,41.0,36.19,0,EEA_CITY_ENV_EXPORT,2024-06-11,2025-12-24
2022,CITY_AT_0915,AT,4809826,22.26,17.72,53.71,80.42,75.77,36.87,33.14,5.95,60.09,24.58,66.21,76.71,0,URBAN_AUDIT,2024-07-18,2025-10-14
2023,CITY_CZ_0952,CZ,1311736,36.82,32.43,79.5,57.15,78.08,75.68,37.65,16.65,51.35,11.34,94.65,45.59,1,COPERNICUS_URBAN_ATLAS,2024-08-24,2024-07-12
2024,CITY_DE_0989,DE,6314148,28.43,30.15,63.46,60.71,57.22,41.19,45.99,16.51,68.6,22.52,56.4,57.86,0,CITY_ADMIN_DATA,2024-09-30,2025-05-01
2025,CITY_LV_1026,LV,4741973,17.85,16.51,85.32,60.51,33.89,59.53,22.71,14.8,27.57,8.38,54.6,62.07,0,EEA_CITY_ENV_EXPORT,2024-11-06,2024-03-30
2006,CITY_PL_1063,PL,6571714,39.34,21.28,95.96,65.81,65.67,66.11,53.31,10.54,23.95,17.33,69.14,63.09,0,URBAN_AUDIT,2024-12-13,2024-11-12
2007,CITY_ES_1100,ES,4530168,35.53,30.96,59.27,63.05,35.37,35.05,27.55,17.11,40.05,20.08,100.0,40.3,0,COPERNICUS_URBAN_ATLAS,2025-01-19,2024-10-03
2008,CITY_HR_1137,HR,1280134,26.88,16.27,69.78,52.11,48.33,23.18,42.08,18.35,36.07,13.14,40.73,45.16,0,CITY_ADMIN_DATA,2025-02-25,2024-09-05
2009,CITY_FI_1174,FI,4425724,18.06,16.81,83.58,55.76,71.46,86.5,30.94,10.97,23.25,12.12,75.95,34.96,0,EEA_CITY_ENV_EXPORT,2025-04-03,2024-11-03
2010,CITY_IE_1211,IE,4549857,58.63,10.1,77.35,23.72,70.44,74.06,74.71,13.32,55.6,21.72,75.4,66.98,0,URBAN_AUDIT,2025-05-10,2024-12-05
2011,CITY_MT_1248,MT,4689747,54.87,34.61,81.35,24.44,79.11,68.83,86.86,10.39,19.69,20.23,60.57,61.97,0,COPERNICUS_URBAN_ATLAS,2025-06-16,2024-02-29
2012,CITY_SK_1285,SK,5858716,32.62,10.46,79.37,23.43,33.8,73.64,52.01,13.33,38.77,14.9,58.25,59.68,0,CITY_ADMIN_DATA,2025-07-23,2024-03-10
2013,CITY_BE_1322,BE,1186301,11.14,19.85,94.55,60.08,78.76,39.5,33.67,20.75,65.57,21.54,57.21,60.43,0,EEA_CITY_ENV_EXPORT,2025-08-29,2024-03-07
2014,CITY_DK_1359,DK,3111409,66.2,18.06,95.1,78.86,51.4,73.22,72.36,16.76,48.62,9.5,78.38,81.06,0,URBAN_AUDIT,2025-10-05,2025-06-05
2015,CITY_GR_1396,GR,885284,8.82,23.09,75.73,33.98,56.9,65.33,37.98,15.24,36.34,25.24,65.8,35.82,0,COPERNICUS_URBAN_ATLAS,2025-11-11,2024-06-01
2016,CITY_LT_1433,LT,1356472,57.52,32.36,54.08,75.12,43.57,54.37,62.2,7.52,41.28,9.4,97.91,53.64,0,CITY_ADMIN_DATA,2025-12-18,2024-06-04
2017,CITY_PT_1470,PT,691153,27.6,12.62,68.44,67.92,35.87,45.97,80.51,1.73,49.27,20.77,87.34,76.43,0,EEA_CITY_ENV_EXPORT,2026-01-24,2024-09-26
2018,CITY_SE_1507,SE,341989,21.7,19.19,75.33,80.81,84.35,41.22,51.55,14.14,63.99,6.41,51.12,77.78,0,URBAN_AUDIT,2010-01-05,2025-05-21
2019,CITY_CY_1544,CY,2175259,8.93,32.04,85.25,36.31,78.61,40.3,78.81,7.43,34.21,19.44,76.36,84.23,0,COPERNICUS_URBAN_ATLAS,2010-02-11,2024-01-24
2020,CITY_FR_1581,FR,4795727,57.87,23.7,64.01,54.19,58.87,50.44,65.75,9.29,41.82,7.15,40.35,90.16,0,CITY_ADMIN_DATA,2010-03-20,2025-01-28
2021,CITY_IT_1618,IT,5972099,48.33,36.05,92.62,32.89,45.15,41.85,66.81,5.74,19.65,25.93,100.0,80.01,0,EEA_CITY_ENV_EXPORT,2010-04-26,2024-06-03
2022,CITY_NL_1655,NL,185296,68.81,27.79,74.52,48.64,50.99,64.98,20.43,6.14,30.24,16.27,65.71,90.82,0,URBAN_AUDIT,2010-06-02,2024-03-31
2023,CITY_SI_1692,SI,677221,31.67,29.26,70.61,49.46,83.24,32.63,42.8,14.54,16.28,13.02,94.36,44.37,0,COPERNICUS_URBAN_ATLAS,2010-07-09,2025-10-24
2024,CITY_BG_1729,BG,2934636,43.44,13.55,63.23,29.43,47.39,47.31,69.12,3.25,22.49,18.59,49.22,54.95,0,CITY_ADMIN_DATA,2010-08-15,2024-05-10
