travel_intl_arrival_year,travel_intl_arrival_month,travel_intl_port_of_entry_air_sea,travel_intl_visitor_country_code,travel_intl_visitor_region_code,travel_intl_purpose_of_trip_code,travel_intl_length_of_stay_days_median,travel_intl_visitor_spend_usd_total,travel_intl_visitor_spend_retail_usd,travel_intl_visitor_spend_lodging_usd,travel_intl_visitor_spend_food_usd,travel_intl_visitor_spend_entertainment_usd,travel_intl_payment_method_share_cash,travel_intl_payment_method_share_card,travel_intl_group_tour_flag,travel_intl_business_travel_flag,travel_intl_visa_waiver_eligible_flag,travel_intl_repeat_visitor_flag,travel_intl_satisfaction_score,travel_intl_exchange_rate_index
2022,1,DFW,AE,EAP,LEISURE,21.2,7837.97,1560.8,1860.11,1212.66,965.43,0.4858,0.5413,0,0,0,0,7.645,135.794
2017,1,DFW,CN,NA,TRANSIT,6.77,11486.09,1972.56,5050.51,2986.3,1958.6,0.8455,0.1722,0,0,0,0,8.528,107.168
2025,2,ORD,CO,EU,VISITING_FRIENDS_FAMILY,18.56,17843.64,2429.35,7124.98,4542.05,2948.57,0.6822,0.3422,0,0,1,0,1.291,100.742
2016,11,SFO,AR,SAS,LEISURE,36.86,20879.56,2676.89,7567.79,2768.51,3620.91,0.8723,0.1203,0,0,0,0,4.816,123.46
2014,11,BOS,FR,EU,LEISURE,53.17,9543.09,911.54,2163.93,2815.84,493.53,0.6034,0.4007,1,0,0,0,3.636,110.004
2020,6,BOS,GB,LATAM,BUSINESS,57.86,9126.4,980.93,2444.12,1248.48,843.66,0.1854,0.8216,0,1,0,1,3.325,95.802
2018,12,FLL,ES,EU,LEISURE,47.35,6745.92,913.67,2838.33,1361.41,830.77,0.5088,0.5046,1,0,0,1,5.042,98.103
2017,3,SEA,JP,EU,STUDY,28.47,24427.94,5194.8,10285.98,3764.77,3314.49,0.3133,0.7202,0,0,0,1,7.554,74.049
2024,1,BOS,GB,MENA,LEISURE,47.69,19991.81,2946.58,8468.08,4384.59,1559.59,0.0567,0.9689,0,0,1,0,2.501,126.578
2014,9,LAX,AR,LATAM,LEISURE,17.05,21547.35,2486.21,8485.93,5561.88,1930.24,0.202,0.7904,0,0,0,1,9.618,122.39
2013,9,HOU,BR,SSA,LEISURE,35.72,10789.05,2437.03,3645.04,2418.56,1239.48,0.0029,0.9645,0,1,1,0,8.219,121.253
2020,11,SEA,CO,LATAM,LEISURE,17.24,13393.86,3009.47,2862.11,2908.25,1206.03,0.9505,0.0352,1,1,1,0,5.931,111.872
2021,9,ORD,AE,SSA,LEISURE,16.97,20705.74,2601.09,4267.23,4703.3,3390.5,0.9833,0.0196,0,0,0,1,1.759,116.34
2019,6,BOS,CA,SAS,LEISURE,47.03,13355.52,1596.36,5921.67,2654.05,2257.03,0.095,0.9521,0,0,1,1,8.811,107.282
2016,11,ORD,AE,LATAM,LEISURE,11.21,4726.75,714.97,1835.66,1071.67,651.76,0.7085,0.281,0,0,1,0,1.077,86.777
2017,5,DFW,FR,NA,LEISURE,15.2,4880.8,983.45,1788.67,1178.93,511.47,0.8009,0.1735,0,0,0,0,2.159,74.028
2025,1,EWR,TR,LATAM,LEISURE,34.75,8346.78,1042.58,1873.77,1326.61,1048.85,0.5078,0.4808,0,0,1,0,2.916,105.817
2021,4,SEA,IT,SSA,VISITING_FRIENDS_FAMILY,46.11,6015.85,617.78,2020.09,1121.3,787.42,0.9419,0.0267,0,0,0,0,8.431,76.498
2016,4,SEA,SA,EAP,LEISURE,32.04,2580.52,220.12,573.71,503.31,232.85,0.5052,0.4665,0,0,0,1,2.756,138.519
2015,10,ATL,SA,EAP,LEISURE,53.47,19034.69,1913.05,6869.89,3877.57,1960.49,0.1282,0.8621,0,0,0,0,7.048,127.915
2019,8,BOS,CN,EU,STUDY,32.2,6034.09,482.66,2376.68,1384.98,480.64,0.1302,0.8492,0,1,1,1,1.397,132.274
2020,9,ORD,MX,EAP,LEISURE,8.99,2153.08,186.13,493.02,593.46,319.54,0.8333,0.1902,1,0,1,1,4.948,94.987
2013,7,MIA,IN,NA,LEISURE,45.94,24316.67,2366.44,7793.85,4937.2,3274.28,0.4936,0.4815,0,0,1,0,2.79,93.358
2021,4,ATL,KR,EAP,LEISURE,21.37,12269.64,1345.54,2923.25,1594.78,1690.04,0.0838,0.9133,0,0,1,0,5.906,81.346
2020,8,FLL,ZA,EU,LEISURE,53.9,14008.42,1736.25,3299.79,3955.99,1461.08,0.5827,0.4639,0,0,0,0,6.982,81.317
2014,3,ORD,AE,EAP,BUSINESS,21.18,16662.24,1796.71,4935.49,2722.18,1658.45,0.6713,0.2872,0,1,1,0,5.259,92.68
2017,8,JFK,CA,NA,LEISURE,5.0,4521.1,726.78,1487.03,994.6,355.52,0.1641,0.8543,1,0,0,1,5.236,113.264
2018,2,SFO,IN,EU,TRANSIT,36.72,24213.86,2843.89,8729.85,5710.78,3421.0,0.1332,0.9047,0,0,0,0,7.428,108.167
2017,10,EWR,KR,EU,LEISURE,28.79,2710.31,559.54,652.02,715.49,257.18,0.4863,0.4794,0,0,0,0,9.068,118.869
2019,3,MIA,MX,LATAM,TRANSIT,52.46,4935.26,1173.46,1059.69,632.86,788.39,0.9944,0.0,0,0,1,0,1.289,74.157
2017,9,ORD,SA,EAP,LEISURE,27.57,19757.44,2666.47,7656.31,4201.77,1449.02,0.3006,0.7377,0,0,0,0,9.229,128.765
2021,6,ORD,AU,LATAM,LEISURE,28.94,1431.08,269.29,603.46,223.39,114.66,0.4988,0.5179,0,0,0,0,7.26,99.549
2013,6,DFW,MX,EAP,OTHER,59.68,24526.44,3444.3,8086.22,3507.2,4150.44,0.5459,0.4971,0,0,1,1,1.445,101.769
2024,6,ORD,CA,LATAM,LEISURE,30.74,24238.57,4013.27,10559.69,5075.78,1422.28,0.6335,0.3716,0,0,0,0,6.098,134.458
2020,12,EWR,ZA,LATAM,LEISURE,36.14,15468.81,1774.83,5462.41,3459.1,1392.98,0.472,0.5399,1,0,0,0,1.337,73.849
2024,11,DFW,AU,LATAM,LEISURE,14.39,1532.76,228.73,619.51,379.71,131.66,0.6216,0.3381,0,0,1,0,4.727,124.683
2013,10,ATL,IT,LATAM,LEISURE,4.67,14854.86,1313.22,5007.78,3871.88,1074.49,0.6304,0.3404,0,0,0,0,1.758,118.836
2017,12,SEA,SA,NA,LEISURE,37.22,11784.12,1614.99,3927.91,1881.81,907.97,0.4048,0.5745,0,0,0,0,8.839,121.27
2020,4,SFO,BR,SSA,LEISURE,29.56,21107.95,3912.94,5340.46,5288.73,1960.4,0.3805,0.5778,0,0,1,1,8.307,85.844
2025,4,BOS,CO,EU,STUDY,45.02,6861.08,808.28,2298.86,1054.15,526.52,0.6823,0.2946,0,0,0,1,4.212,88.739
2021,8,EWR,ZA,SSA,LEISURE,34.78,6467.82,1227.98,1798.26,1220.29,889.54,0.0206,0.9561,0,0,1,0,1.696,113.538
2017,5,EWR,SA,LATAM,LEISURE,23.92,5029.91,1221.47,1017.35,608.71,769.64,0.2775,0.7471,0,0,0,1,8.418,75.665
2023,5,SEA,CO,SSA,BUSINESS,55.86,17449.5,1869.66,5048.86,3876.45,1657.42,0.3292,0.638,0,1,1,0,3.431,100.442
2016,11,MIA,CN,SAS,BUSINESS,36.2,5691.98,613.77,2516.16,997.13,948.15,0.6919,0.3412,0,1,0,0,8.495,82.027
2016,9,JFK,ZA,EAP,LEISURE,45.76,20694.76,1718.14,6450.96,3040.57,1977.9,0.4142,0.6243,1,0,0,0,7.131,83.903
2022,7,HOU,NZ,NA,BUSINESS,3.32,20879.09,3133.0,4852.5,5767.17,3529.01,0.9257,0.1054,1,1,1,0,4.454,76.548
2019,11,MIA,TR,LATAM,LEISURE,58.94,22664.31,2586.33,8859.42,4679.01,2030.87,0.8727,0.1178,0,0,0,1,8.667,137.4
2012,6,MIA,NZ,LATAM,MEDICAL,34.73,23105.74,5272.79,9185.02,4340.39,2830.78,0.6466,0.3217,1,0,0,0,7.457,77.124
2020,6,SFO,TR,MENA,BUSINESS,13.44,10687.97,2213.51,3336.82,2603.81,1328.59,0.6884,0.2929,0,1,0,0,1.014,136.733
2025,3,EWR,FR,EU,STUDY,49.43,11804.04,1233.42,4521.99,2399.0,773.21,0.7369,0.2426,0,1,0,0,3.703,84.763
2024,10,DFW,AE,EU,LEISURE,5.14,2795.06,318.36,876.89,777.96,143.69,0.5833,0.408,0,0,0,0,9.762,137.977
2019,11,BOS,MX,EU,BUSINESS,26.62,640.03,135.14,234.29,167.19,48.26,0.3495,0.6949,0,1,1,1,4.863,97.178
2025,5,MIA,ES,EU,VISITING_FRIENDS_FAMILY,1.23,16369.31,1635.74,4025.59,2461.82,1361.49,0.5811,0.3912,0,0,1,0,4.898,102.884
2017,8,EWR,DE,EAP,OTHER,29.02,4371.12,416.16,1632.23,639.09,310.11,0.7256,0.3214,0,0,1,1,6.388,129.907
2014,6,DFW,ZA,LATAM,LEISURE,46.12,11539.07,2681.99,4770.49,2149.47,1717.31,0.8712,0.0828,1,0,0,0,3.745,117.772
2020,10,FLL,ZA,EU,LEISURE,32.59,2204.3,293.74,660.23,502.75,136.29,0.8015,0.2293,1,0,0,0,1.572,78.154
2012,8,DFW,AE,NA,LEISURE,40.62,17642.07,4064.53,7007.1,3410.39,1189.86,0.0416,0.9848,0,0,0,0,6.296,138.64
2020,8,LAX,SA,EAP,STUDY,19.23,23114.72,4352.5,6901.32,2901.5,1544.07,0.8179,0.194,0,0,1,1,2.948,111.876
2023,1,BOS,TR,NA,BUSINESS,19.11,13453.12,2391.68,3452.73,3659.25,1440.55,0.004,0.9561,0,1,0,0,9.55,78.504
2018,7,EWR,MX,LATAM,LEISURE,55.98,21743.49,4072.53,7912.18,6404.22,2671.88,0.595,0.364,0,0,0,1,7.071,83.512
2017,10,FLL,DE,LATAM,STUDY,58.66,17268.68,2112.46,6476.59,3655.91,1823.28,0.0615,0.9573,0,0,0,1,6.065,97.435
2023,5,SEA,NZ,EU,STUDY,4.47,4577.16,373.9,1025.66,1007.38,287.68,0.7684,0.2295,0,0,0,0,8.592,104.228
2016,10,MIA,KR,EU,LEISURE,57.49,9520.19,1102.28,3307.15,2568.85,1001.58,0.7486,0.2921,0,0,0,1,4.097,114.615
2017,2,MIA,ES,MENA,BUSINESS,55.29,6717.97,839.87,2067.04,1500.97,827.23,0.9366,0.1014,0,1,0,1,5.983,127.438
2016,4,JFK,IN,EAP,BUSINESS,16.31,5131.52,630.09,1119.62,702.97,612.92,0.0351,1.0,0,1,1,0,5.8,86.887
2025,10,BOS,BR,EU,VISITING_FRIENDS_FAMILY,10.43,24718.59,2868.55,6217.82,5316.59,3828.69,0.171,0.8205,0,1,1,0,6.145,100.177
2019,6,LAX,IT,LATAM,LEISURE,6.24,14334.76,3510.48,4999.63,4198.28,2197.71,0.5449,0.4985,0,0,0,0,8.804,131.677
2024,5,HOU,CN,LATAM,TRANSIT,2.67,17701.49,3284.51,6435.62,5193.52,2095.78,0.8159,0.1638,0,0,1,1,3.897,101.063
2024,5,FLL,MX,SAS,LEISURE,14.89,2373.42,524.89,756.24,527.3,361.93,0.0229,1.0,0,0,0,0,9.345,73.391
2012,4,MIA,JP,NA,LEISURE,9.69,7274.72,1706.09,1816.78,979.34,829.81,0.6883,0.3202,0,0,0,0,7.074,125.801
2013,11,ATL,FR,MENA,OTHER,1.27,18803.52,2747.87,7792.43,2553.12,3341.67,0.6159,0.3695,1,0,0,1,7.591,135.936
2013,11,HOU,ES,SAS,BUSINESS,44.0,13918.78,1755.32,4000.25,3174.05,1442.18,0.2925,0.7251,0,1,0,1,5.498,104.653
2025,1,HOU,BR,EAP,LEISURE,12.9,1887.72,419.26,740.12,336.95,147.12,0.0722,0.9132,0,0,0,1,8.093,128.205
2019,7,SEA,FR,NA,LEISURE,4.09,9406.16,1763.66,3300.34,1272.54,892.48,0.7365,0.3081,0,0,1,0,8.468,119.268
2023,5,ATL,AU,EU,LEISURE,8.86,15475.18,2352.34,6126.27,4233.22,1722.8,0.7651,0.2279,0,1,1,0,5.04,103.506
2023,7,EWR,CA,SAS,LEISURE,2.17,9839.34,967.35,2059.51,1705.91,778.71,0.4154,0.5734,0,0,0,0,1.363,89.035
2022,4,DFW,NZ,SAS,LEISURE,53.42,8654.7,1990.29,2118.7,2188.42,1430.25,0.6903,0.2734,0,0,1,1,1.047,85.071
2017,10,LAX,IT,LATAM,LEISURE,22.0,24616.89,2363.23,8455.47,7287.44,3605.53,0.3869,0.6031,0,0,1,0,5.256,90.058
2014,9,HOU,IN,MENA,LEISURE,26.64,13069.71,2878.49,2742.87,3494.88,1737.15,0.0662,0.9567,0,0,1,0,1.931,89.064
2025,7,MIA,AU,LATAM,LEISURE,12.09,4835.88,841.02,1040.27,1343.53,806.98,0.0389,0.9498,0,0,0,0,8.477,110.363
2012,2,JFK,ES,LATAM,BUSINESS,39.53,3540.54,671.11,730.45,505.7,502.49,0.9036,0.0622,0,1,0,0,4.521,111.771
2025,12,BOS,BR,EU,LEISURE,57.72,3365.7,465.23,1119.41,458.8,395.97,0.9049,0.0456,1,0,1,1,3.827,135.662
2018,11,ATL,IN,EAP,BUSINESS,20.97,24626.72,2385.33,9108.91,6386.38,1577.85,0.2229,0.7803,0,1,1,0,1.221,134.172
2012,1,JFK,SA,LATAM,LEISURE,38.48,6826.42,1543.14,1464.26,1584.47,477.68,0.1176,0.8555,0,0,0,0,6.935,80.319
2023,6,FLL,NZ,EU,LEISURE,15.34,14867.08,3342.73,5635.73,2667.46,2186.35,0.0699,0.9226,0,0,1,1,7.139,82.953
2015,7,BOS,AR,EU,LEISURE,35.45,7975.88,642.67,1646.97,1356.42,1399.04,0.6383,0.3784,0,0,0,1,9.265,130.982
2021,11,JFK,NZ,LATAM,BUSINESS,33.09,16905.65,3512.72,3957.93,4510.78,2189.35,0.9423,0.0563,0,1,1,0,9.409,117.906
2022,8,ATL,ZA,NA,STUDY,17.75,20537.37,3227.3,5560.4,4747.51,2223.91,0.4468,0.5563,0,0,1,0,3.602,127.656
2017,7,BOS,ES,EAP,VISITING_FRIENDS_FAMILY,52.34,11882.36,2928.73,3501.79,2962.52,983.15,0.2515,0.7332,0,0,1,0,9.676,110.236
2024,2,DFW,FR,EU,LEISURE,19.86,7766.55,694.86,2630.84,1957.23,665.37,0.6879,0.2997,0,0,1,0,5.883,77.614
2023,3,LAX,SA,NA,VISITING_FRIENDS_FAMILY,55.86,24874.55,3430.36,11064.17,3939.38,2587.04,0.9026,0.1463,1,0,0,1,9.085,83.062
2024,9,BOS,DE,EAP,BUSINESS,49.56,2168.57,421.77,738.42,547.78,162.13,0.6455,0.3608,0,1,0,1,2.181,108.742
2024,12,ORD,BR,SSA,LEISURE,53.01,9231.79,1381.74,2592.91,1818.22,1547.88,0.7247,0.2302,0,0,1,0,2.277,75.928
2023,11,ATL,GB,EU,VISITING_FRIENDS_FAMILY,19.58,11762.56,2555.14,4539.08,1519.34,1257.5,0.5458,0.4196,1,1,1,1,7.838,88.918
2021,12,SFO,ES,NA,LEISURE,52.73,20887.12,2982.2,7667.88,4935.46,1344.27,0.197,0.8041,1,0,0,0,3.274,77.896
2024,2,SFO,BR,EU,LEISURE,32.34,13803.18,3048.36,3032.14,2787.35,1458.27,0.6843,0.315,0,0,1,0,3.945,133.672
2017,5,MIA,CN,NA,LEISURE,29.36,16321.49,2880.39,4416.75,4759.8,1009.56,0.7545,0.2331,0,0,0,1,1.693,139.374
2016,10,LAX,CA,EU,STUDY,7.97,249.37,43.87,101.61,65.94,30.4,0.8425,0.1384,0,0,0,0,5.711,104.08
2025,10,FLL,MX,LATAM,LEISURE,35.02,17200.33,2777.05,7527.53,4940.99,2158.54,0.3701,0.6621,0,0,0,0,1.517,82.598
2017,5,SFO,ZA,EAP,VISITING_FRIENDS_FAMILY,15.47,1493.92,293.25,354.58,326.48,184.11,0.0747,0.9293,0,0,1,1,2.317,136.043
2012,5,EWR,KR,LATAM,VISITING_FRIENDS_FAMILY,20.47,1266.29,215.81,406.71,213.15,75.57,0.9249,0.1095,0,0,0,1,3.002,134.861
2023,10,EWR,CO,NA,LEISURE,45.77,12964.59,2473.19,3655.54,3314.71,1477.95,0.4153,0.5821,0,0,0,1,2.47,81.541
2013,2,EWR,AR,MENA,LEISURE,48.26,24550.68,3905.38,6196.87,4893.48,3183.88,0.9835,0.0,0,0,0,1,3.811,126.46
2012,3,ATL,IN,EU,BUSINESS,52.94,1748.71,392.98,671.73,466.24,194.27,0.1342,0.9027,0,1,1,0,1.453,97.482
2012,1,JFK,JP,EAP,LEISURE,10.59,14847.75,2461.05,6450.3,2342.19,814.9,0.2604,0.7475,0,1,0,0,8.906,86.757
2022,4,EWR,CA,SAS,LEISURE,19.96,9980.53,1637.33,2739.64,2174.72,677.2,0.4259,0.5736,0,0,0,1,4.96,83.383
2013,2,ATL,JP,EU,LEISURE,36.09,11116.83,2767.54,3945.57,2031.7,1398.56,0.2455,0.7829,0,0,1,0,4.84,133.768
2020,1,SEA,BR,SSA,LEISURE,19.87,18539.48,2593.35,4058.05,3364.95,931.33,0.5332,0.467,0,0,0,1,1.448,139.347
2018,4,SFO,FR,LATAM,LEISURE,42.43,19493.92,1731.77,8720.79,2360.66,1377.58,0.5393,0.4274,0,0,0,0,5.888,77.786
2018,6,JFK,AU,NA,BUSINESS,5.65,21818.19,4448.71,9519.55,2916.15,3269.43,0.9015,0.1331,0,1,0,0,3.018,139.774
2020,10,ORD,MX,MENA,VISITING_FRIENDS_FAMILY,50.49,16020.0,2688.58,5064.94,4611.08,2421.09,0.8618,0.1265,0,0,0,0,4.792,125.729
2021,3,SEA,DE,LATAM,BUSINESS,53.38,1379.56,283.34,406.66,312.59,219.04,0.7528,0.2895,0,1,0,0,2.344,84.963
2014,2,SFO,MX,EU,LEISURE,39.02,14608.85,2824.69,5294.16,3814.46,1308.41,0.8791,0.1701,0,0,1,1,4.211,121.438
2019,10,SEA,JP,NA,BUSINESS,58.77,1476.42,318.17,472.56,343.4,184.16,0.6623,0.3465,0,1,1,0,6.92,77.738
2017,7,JFK,CA,EU,LEISURE,30.33,8625.28,1216.46,3343.73,1931.83,1504.48,0.8333,0.1668,0,0,1,1,6.924,132.708
2013,10,SFO,IN,EU,LEISURE,30.41,15825.52,1428.41,3805.08,2746.45,1100.52,0.1546,0.835,0,0,0,0,3.006,78.068
2014,7,ORD,GB,NA,LEISURE,32.09,15151.34,1893.14,6100.2,2831.8,2272.78,0.1939,0.7848,0,0,0,1,9.074,112.871
2020,2,LAX,GB,EU,BUSINESS,43.08,13712.27,2528.89,5516.15,3334.9,2040.2,0.8029,0.2311,0,1,1,0,9.297,77.308
2018,11,LAX,NZ,LATAM,STUDY,53.17,12724.36,2375.33,3626.11,3548.85,1862.32,0.6308,0.3262,1,0,1,0,6.93,122.451
2013,12,HOU,KR,NA,LEISURE,13.52,14297.05,3306.36,4943.84,1753.75,2349.62,0.4077,0.6022,1,0,0,0,4.753,77.691
2015,10,DFW,KR,NA,LEISURE,57.74,14601.69,2917.48,6467.38,2562.01,1478.58,0.7782,0.2384,0,0,1,0,9.775,103.406
2014,12,ORD,SA,NA,LEISURE,49.86,19878.14,3973.91,4589.76,2701.93,1102.56,0.8417,0.1238,0,0,1,1,5.072,137.668
2012,5,FLL,DE,NA,LEISURE,46.83,20264.66,4313.28,5976.91,3492.19,2870.26,0.6387,0.3202,0,0,1,1,2.6,70.462
2019,7,FLL,DE,SAS,LEISURE,40.95,22491.58,4740.37,5162.7,4776.62,2569.24,0.7471,0.295,1,0,0,0,2.645,112.122
2024,11,FLL,CA,EU,OTHER,33.82,4882.86,1209.18,1496.22,954.78,635.29,0.4484,0.5221,0,1,1,1,1.298,78.89
2024,6,EWR,AU,MENA,BUSINESS,16.26,10160.03,1426.0,3532.46,2793.54,1797.23,0.367,0.6152,1,1,0,0,1.463,122.6
2014,2,HOU,GB,EU,LEISURE,25.14,9309.86,1019.75,1873.45,1723.12,990.94,0.9076,0.1419,0,0,1,0,9.821,117.473
2019,5,SFO,JP,NA,LEISURE,47.62,18075.02,4256.89,6444.38,4733.6,2028.43,0.8562,0.1852,0,0,0,0,9.185,94.927
2025,5,SEA,FR,NA,BUSINESS,46.91,19055.59,3402.72,4334.71,3262.19,2552.66,0.5401,0.4665,0,1,0,0,3.89,113.429
2020,8,DFW,AE,EU,LEISURE,23.06,10887.13,2294.47,2438.53,2656.7,1645.89,0.3053,0.6762,0,0,0,1,3.354,96.636
2021,11,DFW,MX,EAP,BUSINESS,1.1,14209.56,1165.33,4476.65,3044.89,1770.2,0.357,0.6513,1,1,0,0,9.117,134.928
2020,7,LAX,IT,SSA,TRANSIT,27.87,24894.42,5476.97,9853.09,7404.59,2621.64,0.542,0.4855,0,0,0,0,2.936,101.939
2019,2,EWR,ES,EU,LEISURE,4.24,21084.81,1996.17,9130.74,3616.38,2484.48,0.5546,0.4345,0,0,1,1,7.719,104.533
2016,5,SFO,AR,EU,BUSINESS,40.97,10052.84,948.44,4411.64,2953.12,1311.32,0.6361,0.3869,0,1,0,1,1.433,105.606
2018,3,SFO,CA,NA,LEISURE,51.8,9483.29,1975.01,3973.62,2572.7,1387.65,0.8186,0.1484,0,0,1,0,9.653,125.508
2019,7,LAX,ZA,NA,LEISURE,27.93,10344.84,1933.42,3935.69,2927.67,1766.1,0.5066,0.4572,1,0,0,0,2.176,96.741
2012,4,SFO,SA,EU,BUSINESS,40.27,5289.42,1258.08,1335.32,1026.02,673.19,0.8813,0.1536,0,1,1,0,3.672,139.378
2024,6,BOS,DE,LATAM,LEISURE,30.86,15595.42,1720.39,3706.42,2003.79,2138.42,0.2106,0.8359,1,0,0,1,5.353,96.803
2012,4,HOU,AE,NA,LEISURE,59.88,12563.92,1281.02,3232.91,2892.43,1981.96,0.2409,0.7158,0,1,0,1,9.156,111.649
2019,5,EWR,IN,LATAM,BUSINESS,25.25,18473.87,1860.03,4100.84,3855.26,1241.04,0.3598,0.6723,1,1,1,0,8.38,94.597
2019,7,ATL,DE,EAP,LEISURE,8.93,19554.65,2277.86,6037.45,2911.94,2343.87,0.3669,0.5925,0,0,1,1,4.445,107.136
2025,10,SEA,IT,LATAM,BUSINESS,23.03,8889.83,1029.23,2134.38,1870.15,967.79,0.9245,0.1245,0,1,0,0,3.39,72.154
2013,9,HOU,NZ,MENA,LEISURE,28.99,12157.11,1364.54,2486.97,2564.59,674.61,0.4829,0.4887,1,1,0,1,3.627,139.451
2019,11,SEA,SA,LATAM,BUSINESS,54.69,1498.6,130.2,613.49,205.76,210.56,0.207,0.7636,0,1,0,1,8.255,93.773
2014,2,EWR,AR,EU,BUSINESS,54.01,18348.96,4390.69,7567.89,4444.08,2601.12,0.6077,0.3997,0,1,1,0,5.524,135.831
2013,4,DFW,JP,SAS,LEISURE,5.01,22657.85,5492.41,7234.39,2944.51,3746.12,0.9973,0.0,0,0,0,1,9.097,105.448
2012,10,MIA,CO,LATAM,LEISURE,8.45,24777.2,2331.65,9876.3,4474.12,2006.3,0.8568,0.1299,0,0,0,0,3.941,121.098
2022,4,JFK,SA,EAP,STUDY,58.7,10857.77,2019.22,4099.14,3127.05,822.54,0.7359,0.304,0,0,1,1,2.78,134.134
2012,11,DFW,ZA,SAS,STUDY,40.88,12882.26,1141.45,2927.78,3304.68,1540.68,0.6107,0.4002,0,0,0,0,7.167,88.91
2013,6,HOU,NZ,EAP,LEISURE,43.54,19192.1,3279.36,5032.08,4340.58,3383.51,0.1056,0.8497,0,1,0,1,1.533,82.351
2021,4,ATL,MX,NA,LEISURE,38.29,4320.44,448.3,1584.54,584.84,613.34,0.524,0.5081,0,0,0,1,3.016,113.901
2025,12,FLL,SA,LATAM,VISITING_FRIENDS_FAMILY,52.96,11619.74,2167.69,3684.84,1864.91,897.19,0.2253,0.7876,0,0,0,0,6.296,92.102
2019,9,FLL,BR,EU,STUDY,55.69,6916.16,1265.75,3005.92,1340.42,861.36,0.4157,0.5609,0,0,0,1,2.356,129.811
2015,12,JFK,ES,EAP,BUSINESS,20.8,5559.94,1142.23,1268.3,796.31,972.02,0.3781,0.67,0,1,1,0,7.599,74.32
2019,2,MIA,CA,MENA,BUSINESS,42.51,22249.59,4712.76,7595.57,5672.38,3439.95,0.04,0.9133,0,1,1,1,9.069,127.502
2021,10,SFO,CA,EU,LEISURE,36.14,18167.81,2695.23,5481.52,2940.98,1315.36,0.7156,0.2455,0,0,1,1,8.722,133.788
2020,3,ORD,AU,LATAM,LEISURE,12.52,9543.24,2213.74,2972.94,1763.6,1565.14,0.1993,0.844,0,0,1,0,2.704,72.285
2014,1,LAX,NZ,NA,LEISURE,47.2,2185.65,477.95,895.16,388.33,265.55,0.5072,0.5069,0,0,0,0,3.557,70.103
2015,12,FLL,SA,NA,BUSINESS,21.81,5144.53,1070.06,1093.61,632.45,362.8,0.7497,0.2816,1,1,0,0,5.831,87.279
2024,10,HOU,MX,EAP,LEISURE,7.45,21915.44,3697.78,7325.8,6442.17,2913.07,0.4083,0.635,0,1,0,0,5.586,103.046
2014,8,JFK,IT,NA,LEISURE,47.97,17705.05,2242.11,4434.39,4371.67,2059.54,0.5244,0.4373,0,0,1,0,1.588,112.782
2018,4,EWR,TR,LATAM,BUSINESS,31.29,10392.87,1179.58,4410.9,1649.17,1212.82,0.5281,0.4486,0,1,1,1,3.265,131.372
2020,6,HOU,SA,EU,LEISURE,36.68,5623.96,1263.31,2429.85,1579.03,679.77,0.7629,0.2418,0,0,0,1,9.624,107.132
2022,12,SFO,KR,SSA,BUSINESS,15.84,17151.72,3670.3,7144.6,3637.57,2097.07,0.516,0.5286,0,1,1,0,5.389,134.574
2019,4,SEA,CN,EU,LEISURE,45.44,15569.63,1495.02,5230.77,2886.05,1984.99,0.8109,0.224,1,0,0,1,3.05,71.47
2020,6,LAX,ZA,NA,TRANSIT,59.8,2871.79,322.6,635.34,357.3,508.96,0.9519,0.0411,1,0,1,0,2.451,79.717
2017,8,HOU,BR,EAP,BUSINESS,9.38,21488.84,3239.15,7803.38,3386.28,2544.47,0.6245,0.4132,0,1,0,0,3.977,91.544
2014,11,ATL,JP,NA,BUSINESS,55.8,15177.11,2997.07,3233.87,4399.06,783.08,0.6398,0.3888,0,1,0,0,6.987,95.573
2017,8,ATL,JP,EU,BUSINESS,44.17,15996.75,2189.08,6463.28,3877.84,2215.56,0.1097,0.8426,0,1,0,0,8.487,78.713
2022,1,ORD,AU,MENA,LEISURE,35.73,1365.92,299.11,558.42,356.88,237.38,0.7108,0.3054,0,0,0,0,8.543,78.131
2014,11,JFK,FR,LATAM,MEDICAL,5.27,19179.97,1673.2,7610.72,5564.06,3055.66,0.9221,0.0936,0,0,1,1,7.35,70.994
2018,5,JFK,MX,EU,BUSINESS,43.19,864.5,124.78,290.6,141.46,135.28,0.0666,0.9084,0,1,0,0,8.161,90.515
2021,8,HOU,AR,SSA,BUSINESS,38.62,21729.68,1966.98,6490.28,5735.05,1344.23,0.0733,0.9146,0,1,1,0,3.588,135.027
2016,2,EWR,GB,SAS,BUSINESS,19.68,5876.2,657.24,2606.01,1251.99,721.08,0.561,0.439,0,1,0,0,7.843,124.159
2014,7,LAX,DE,NA,BUSINESS,13.42,12479.03,1155.86,5402.47,2175.16,2183.93,0.4777,0.5275,1,1,0,0,3.427,115.029
2012,1,JFK,SA,EU,VISITING_FRIENDS_FAMILY,5.96,5027.87,1074.96,1965.0,1447.77,778.43,0.1926,0.7904,0,0,0,1,8.048,83.075
2025,7,HOU,CA,LATAM,LEISURE,19.33,22293.52,2626.6,8633.01,4596.11,1587.61,0.7425,0.2951,0,0,1,0,5.015,78.101
2016,7,DFW,GB,EU,LEISURE,17.76,24151.9,4135.91,9270.8,5713.86,3120.31,0.5886,0.4076,0,0,0,0,9.029,112.049
