qol_ncoial_survey_cycle_id,qol_ncoial_neighborhood_cluster_id,qol_ncoial_neighborliness_score,qol_ncoial_belonging_score,qol_ncoial_participation_local_events_rate,qol_ncoial_mutual_aid_participation_rate,qol_ncoial_intergroup_contact_score,qol_ncoial_civic_pride_score,qol_ncoial_shared_norms_score,qol_ncoial_conflict_resolution_score,qol_ncoial_online_community_engagement_rate,qol_ncoial_hate_incident_awareness_score,qol_ncoial_trust_local_institutions_score,qol_ncoial_youth_engagement_score,qol_ncoial_senior_engagement_score,qol_ncoial_newcomer_integration_score,qol_ncoial_language_inclusion_score,qol_ncoial_public_space_comfort_score,qol_ncoial_community_problem_solving_score,qol_ncoial_survey_sampling_weight
CYC2018_1,NBH9992,3.68,7.53,34.13,17.97,6.1,7.11,3.99,9.99,29.55,2.34,7.29,0.15,5.24,3.83,0.96,3.71,5.65,2.2552
CYC2025_4,NBH7659,8.66,0.79,1.49,13.78,0.75,9.14,0.77,4.94,99.36,3.84,2.72,9.07,4.83,7.53,4.46,4.88,8.71,3.6422
CYC2026_4,NBH3958,3.91,5.51,90.63,90.22,8.9,3.57,8.53,6.47,77.89,7.62,7.34,4.76,8.66,6.65,5.67,0.53,2.08,1.452
CYC2023_3,NBH1692,6.59,1.88,14.99,90.58,8.2,2.56,8.35,8.86,11.46,7.52,5.23,7.27,7.12,4.62,0.16,6.66,5.92,2.0527
CYC2020_4,NBH2243,0.57,9.38,46.24,38.63,5.22,6.57,0.13,1.47,82.3,9.06,2.74,6.54,9.52,0.11,3.12,8.0,8.9,2.8696
CYC2026_2,NBH9101,2.89,2.17,36.45,42.42,2.17,9.26,1.23,7.75,89.13,4.04,5.27,9.04,1.51,1.28,0.49,8.64,2.38,2.0509
CYC2026_3,NBH6042,1.78,0.12,81.28,87.68,8.56,0.04,0.29,7.46,88.65,0.65,7.22,5.85,4.19,7.22,8.5,7.72,6.01,0.8215
CYC2023_3,NBH6680,2.79,4.68,37.2,16.19,7.07,2.02,9.87,9.31,97.22,5.82,1.15,9.72,1.87,6.62,0.04,8.1,5.27,1.2285
CYC2026_3,NBH5502,0.32,6.57,92.87,44.49,2.21,0.63,2.61,5.28,89.18,6.99,7.1,4.64,8.93,8.64,2.49,5.11,1.9,1.966
CYC2024_4,NBH8016,1.03,7.05,87.78,66.86,0.35,0.24,0.08,7.9,74.03,1.68,7.86,1.95,9.13,3.83,0.09,9.8,9.93,3.9686
CYC2022_2,NBH3084,1.27,3.2,90.75,97.75,8.61,3.13,8.72,0.41,76.9,9.42,2.66,0.14,8.09,3.08,1.55,1.22,0.4,3.7913
CYC2021_2,NBH2154,7.19,7.09,81.98,26.66,8.02,1.22,2.67,9.17,31.15,9.13,5.27,3.47,4.39,0.34,3.3,1.13,8.47,3.5295
CYC2024_2,NBH3778,0.88,4.07,43.06,96.63,7.26,5.39,5.65,6.86,67.1,9.86,9.84,8.93,7.15,5.57,1.03,9.95,8.05,3.123
CYC2026_2,NBH8617,2.27,2.87,43.83,83.5,6.67,4.47,5.85,3.6,25.75,7.14,1.75,0.7,8.23,6.86,3.9,4.59,2.11,3.7965
CYC2022_2,NBH6302,8.82,8.26,29.34,55.64,5.83,9.41,2.49,5.47,15.66,0.58,1.91,1.23,1.29,7.58,4.53,8.69,2.16,2.8903
CYC2026_2,NBH4156,5.17,1.48,94.61,6.1,4.71,7.17,8.81,9.98,58.61,9.84,5.53,6.42,6.74,7.1,4.4,9.84,3.9,1.0175
CYC2018_4,NBH6619,1.31,1.85,84.55,46.37,0.07,9.32,2.27,5.96,89.23,9.24,8.35,8.6,6.09,8.02,5.84,1.52,7.46,2.1568
CYC2022_4,NBH3666,7.53,9.75,40.75,8.34,9.16,4.89,4.94,0.22,25.37,8.18,2.34,3.18,2.65,2.58,5.36,7.62,1.97,2.6634
CYC2026_2,NBH2342,2.42,4.21,24.46,32.64,1.45,1.22,3.67,9.14,88.04,5.37,6.96,3.26,1.45,0.6,4.49,4.76,4.29,2.261
CYC2022_3,NBH2306,8.71,3.02,62.87,96.49,5.57,6.38,8.23,1.29,17.28,9.02,9.45,2.43,0.79,8.03,2.3,6.67,1.43,1.6451
CYC2020_4,NBH1201,1.34,0.17,49.08,57.44,5.86,4.76,6.11,3.72,70.16,9.29,7.75,4.14,4.41,5.0,0.03,5.45,6.97,0.2994
CYC2026_2,NBH3643,4.97,8.57,12.27,59.58,6.76,1.57,7.62,6.12,17.97,9.05,8.48,0.46,2.08,3.81,5.35,5.57,1.44,0.622
CYC2026_3,NBH9121,0.36,6.72,99.46,45.92,3.85,7.04,5.63,2.58,72.57,8.87,5.48,7.91,2.39,3.06,1.32,2.67,0.89,1.52
CYC2026_2,NBH2163,3.12,1.16,63.14,15.69,6.51,0.67,1.46,9.59,73.7,1.13,3.89,1.37,4.83,9.37,3.3,7.67,1.19,1.5042
CYC2024_4,NBH2472,6.53,6.95,89.17,29.47,1.94,3.88,5.96,0.06,30.56,5.95,8.79,1.86,5.47,6.31,6.45,4.26,3.55,0.7538
CYC2020_3,NBH9966,9.58,9.46,38.42,33.72,2.78,5.48,5.19,7.64,57.9,7.47,1.36,4.96,4.02,2.77,7.89,8.57,4.06,2.7516
CYC2018_2,NBH8586,3.88,5.99,1.87,39.41,5.24,9.74,9.81,5.05,17.9,3.04,3.56,2.25,7.46,0.55,4.52,9.33,7.72,1.0836
CYC2023_2,NBH4747,9.69,3.28,79.65,16.92,6.85,2.07,4.88,2.07,71.08,9.88,6.28,4.65,7.65,8.54,5.09,0.76,8.74,2.8166
CYC2023_2,NBH5521,9.99,4.01,34.63,56.09,0.74,0.72,6.1,7.28,74.75,6.74,7.49,3.6,7.71,2.22,3.17,0.36,8.86,2.82
CYC2019_2,NBH6680,8.78,5.58,80.0,52.09,0.21,4.96,7.61,9.7,61.43,7.07,9.07,7.71,8.35,7.22,5.41,7.07,1.39,0.622
CYC2024_1,NBH8001,6.67,8.0,87.1,31.48,5.56,0.35,2.64,3.84,29.43,8.04,7.64,0.79,3.0,7.37,1.17,1.97,5.6,2.0518
CYC2024_1,NBH3233,0.41,7.88,33.97,83.82,4.79,8.63,5.59,8.43,6.96,5.3,5.67,9.21,7.54,7.38,0.55,7.13,2.08,3.7783
CYC2025_2,NBH2241,8.24,9.67,36.56,82.14,1.36,8.02,7.11,0.19,9.36,2.24,5.73,0.71,9.95,7.77,5.88,4.42,4.71,1.1813
CYC2022_1,NBH3259,9.96,2.9,49.03,85.09,7.81,0.95,1.51,1.29,28.46,3.59,1.89,5.02,1.9,5.02,3.36,6.18,4.82,3.2219
CYC2019_3,NBH7733,1.51,7.43,93.83,8.24,7.57,5.34,1.78,6.26,20.37,7.29,7.75,3.77,6.54,7.19,5.55,6.68,9.83,2.2978
CYC2025_2,NBH7624,5.68,4.99,62.54,52.44,8.32,0.05,3.92,8.2,54.83,9.89,9.8,9.59,9.8,5.37,5.04,5.15,0.07,1.0185
CYC2024_1,NBH6600,4.42,1.2,60.61,4.28,0.98,4.86,9.51,0.72,61.66,0.94,9.24,7.71,5.46,8.52,5.56,9.28,0.93,2.1777
CYC2026_2,NBH3920,7.44,6.5,79.33,89.3,5.91,9.65,2.53,7.56,68.02,5.96,1.2,3.88,6.3,7.95,0.19,2.17,9.05,0.3254
CYC2026_2,NBH5399,5.84,9.66,92.08,70.08,1.32,2.85,3.82,1.91,90.45,3.51,4.4,5.2,9.79,5.1,4.51,0.09,0.87,3.0978
CYC2019_2,NBH2894,1.31,4.56,49.43,3.23,9.37,8.47,6.23,9.13,73.55,0.92,1.92,1.68,0.66,1.09,8.82,7.15,9.76,2.509
CYC2018_3,NBH7354,8.44,9.43,99.81,77.48,6.07,3.81,5.95,2.23,56.98,1.91,2.34,8.18,3.83,2.75,8.73,8.78,2.89,0.3446
CYC2025_1,NBH6513,4.77,4.35,7.12,67.32,1.28,7.48,1.65,5.85,84.08,1.99,7.57,2.54,6.61,9.34,3.07,8.23,1.3,2.8575
CYC2025_1,NBH4398,3.14,7.15,66.17,16.43,8.43,3.08,3.03,1.78,17.96,5.21,3.73,4.13,3.9,6.85,0.83,3.06,9.59,2.0286
CYC2019_1,NBH2136,3.61,5.42,91.46,55.59,6.58,0.22,8.04,8.31,59.63,0.91,9.75,6.84,4.44,8.76,4.08,6.42,2.24,3.5932
CYC2025_3,NBH7935,0.11,6.37,38.56,94.93,9.66,5.85,7.4,8.56,49.16,5.12,7.57,9.05,9.13,8.62,1.63,6.72,9.85,2.5413
CYC2022_3,NBH2740,0.7,7.04,58.82,92.83,7.76,6.12,5.41,7.95,33.07,6.54,8.79,3.38,4.44,1.49,7.45,3.28,4.03,3.2102
CYC2018_2,NBH2874,1.7,1.55,73.48,92.19,9.06,2.84,2.59,5.08,96.87,0.44,9.33,1.5,3.46,2.77,6.89,7.39,7.61,0.4972
CYC2019_1,NBH5502,5.91,8.69,46.07,98.2,3.97,6.34,3.21,8.08,64.56,3.05,9.96,4.88,9.62,4.17,7.54,8.24,4.8,3.8964
CYC2022_1,NBH7074,3.45,3.67,93.75,51.3,9.77,4.36,9.07,1.46,20.75,6.99,8.7,4.96,6.56,5.77,2.57,8.64,8.35,1.7014
CYC2026_1,NBH6553,1.48,3.83,51.69,2.27,2.7,9.34,7.58,6.98,73.38,6.28,3.21,3.03,7.55,4.76,7.01,1.41,5.54,3.4579
CYC2024_4,NBH4877,8.82,3.74,73.46,41.21,3.53,9.23,7.8,3.23,11.87,2.34,2.29,5.34,2.77,8.13,5.21,4.17,3.8,0.2457
CYC2021_3,NBH4210,8.93,2.34,85.39,47.49,8.15,2.48,3.39,0.02,21.38,5.55,7.23,1.19,6.67,5.93,7.19,6.18,9.07,3.8259
CYC2021_2,NBH4978,3.85,6.48,30.7,20.62,4.42,7.71,5.6,8.37,29.36,8.24,9.36,3.78,9.26,8.82,0.79,6.97,8.1,1.6408
CYC2018_1,NBH9891,6.09,3.98,66.61,98.1,7.6,3.27,8.39,8.77,41.47,8.9,1.09,1.86,1.84,3.52,9.94,5.43,6.74,1.3658
CYC2022_3,NBH2029,0.36,0.42,16.02,67.08,3.09,3.71,3.53,3.66,61.81,5.84,8.68,9.87,8.4,7.73,3.71,9.15,3.65,0.4419
CYC2026_2,NBH3594,1.02,3.42,60.71,25.87,0.13,4.29,2.14,3.35,10.37,0.85,1.27,5.77,1.31,0.42,6.4,1.45,0.55,3.2724
CYC2023_3,NBH8810,3.89,4.38,83.15,58.66,9.99,2.05,0.33,6.13,45.08,8.77,8.01,8.02,6.3,5.41,2.61,1.47,3.77,1.4871
CYC2022_3,NBH4927,8.3,6.48,0.55,21.38,1.44,4.58,3.09,5.56,19.65,6.99,4.17,3.57,6.86,6.97,1.0,8.82,6.69,1.4779
CYC2018_1,NBH9441,6.12,5.29,92.94,68.51,3.38,8.29,3.94,7.76,18.72,4.1,0.51,2.57,6.63,3.97,2.97,6.23,0.6,2.2031
CYC2019_3,NBH5455,4.83,2.86,53.42,2.65,3.95,8.18,2.05,4.21,45.86,9.7,8.32,5.17,2.02,5.57,5.96,4.71,2.94,3.2755
CYC2026_4,NBH7012,3.35,9.07,63.13,6.34,2.35,7.04,4.91,5.26,18.14,8.42,7.48,5.04,3.5,5.9,1.16,4.62,0.94,3.717
CYC2018_2,NBH2369,5.83,2.33,30.15,90.08,8.33,1.97,4.07,4.67,66.99,7.48,9.26,5.37,7.37,8.62,8.55,8.86,3.22,2.6959
CYC2018_1,NBH2511,1.01,3.16,48.48,59.62,2.33,4.14,8.16,6.45,24.22,9.55,2.44,3.43,2.8,0.62,6.82,0.68,9.42,0.8506
CYC2020_4,NBH2746,1.49,0.07,26.06,72.76,7.34,0.0,1.38,0.66,25.07,2.63,2.88,7.47,1.91,3.03,3.33,0.89,9.64,0.2286
CYC2018_4,NBH8071,0.25,9.72,97.26,32.89,5.51,0.91,3.22,6.47,56.19,0.31,2.25,9.73,7.73,7.41,4.42,1.51,7.82,0.7815
CYC2020_3,NBH5897,7.3,3.54,57.05,10.64,0.58,8.8,9.71,8.03,54.76,5.14,9.42,1.8,8.48,9.57,5.45,1.96,4.42,2.4066
CYC2018_2,NBH6299,9.05,5.94,31.45,38.43,2.71,2.59,7.13,7.31,38.61,4.08,5.95,5.43,4.46,1.53,0.72,4.58,3.46,0.6998
CYC2018_1,NBH7176,7.1,2.96,5.74,89.1,8.54,0.37,8.04,9.73,5.16,8.2,7.45,2.66,7.08,3.43,2.8,1.32,9.19,1.9113
CYC2019_2,NBH4810,8.17,0.14,66.68,80.6,2.64,3.02,9.46,2.53,14.37,1.99,1.37,0.64,7.83,2.09,7.36,0.24,2.1,0.9112
CYC2025_2,NBH9112,0.02,8.41,31.87,25.29,7.01,7.37,4.58,5.43,68.62,9.66,6.65,2.34,7.16,7.56,0.63,0.33,8.52,0.4176
CYC2020_4,NBH2640,3.28,5.05,1.09,87.39,6.56,7.22,4.8,9.68,71.1,9.87,9.9,5.02,8.74,5.16,2.13,0.32,3.58,2.902
CYC2018_3,NBH6670,1.71,1.54,51.42,60.77,4.38,8.38,5.24,4.14,63.82,8.05,8.08,1.79,0.71,6.57,3.66,7.13,4.75,2.7722
CYC2020_3,NBH2711,1.79,5.13,54.45,52.45,8.39,0.68,1.31,2.91,41.73,0.7,1.71,7.05,4.53,9.36,3.43,9.62,5.78,1.1475
CYC2022_4,NBH5993,2.75,3.59,45.95,36.01,5.28,8.68,0.92,0.23,59.27,9.75,9.86,6.06,8.91,5.93,7.69,5.57,7.21,3.0251
CYC2021_3,NBH7488,5.38,6.44,51.24,10.56,5.6,0.54,2.45,7.75,35.41,8.21,3.25,0.64,3.52,5.78,5.39,8.51,6.91,1.8632
CYC2020_2,NBH4716,6.31,1.85,70.43,17.43,7.36,6.84,8.93,9.78,16.41,6.72,2.95,0.78,2.9,0.84,5.93,0.06,6.18,2.901
CYC2022_1,NBH7666,8.0,8.62,85.55,87.61,9.53,4.79,2.72,7.14,24.47,5.09,5.83,7.12,7.56,9.98,9.16,2.7,9.09,3.6839
CYC2026_3,NBH6220,8.97,6.35,33.17,48.68,6.08,2.4,7.5,6.61,65.38,7.66,7.36,5.24,8.62,4.93,3.34,2.86,1.22,3.0121
CYC2025_4,NBH2893,3.23,3.86,46.63,54.24,7.95,7.77,1.22,6.63,88.8,0.43,6.86,4.54,4.77,9.91,0.97,0.67,9.0,2.0068
CYC2022_1,NBH4973,3.74,4.95,55.14,69.34,1.96,7.96,8.49,1.71,49.13,3.27,2.25,3.21,7.08,9.81,8.76,0.48,1.1,1.7558
CYC2021_4,NBH2234,1.02,5.79,30.82,48.41,8.72,3.19,0.94,0.59,31.39,2.53,0.15,3.42,5.83,4.51,0.3,1.58,3.82,3.2964
CYC2022_4,NBH5936,4.75,8.81,77.44,74.95,9.73,0.21,5.72,1.97,99.33,2.71,1.18,0.35,6.49,0.24,0.37,2.72,7.21,2.6485
CYC2025_4,NBH5283,8.81,4.31,16.37,32.3,3.44,5.24,6.33,5.05,14.81,7.03,0.69,5.58,4.09,1.93,7.28,3.68,4.88,2.86
CYC2026_4,NBH2208,8.18,0.83,69.12,31.12,7.16,1.77,6.71,6.08,4.5,3.11,6.42,4.28,9.14,0.84,2.73,8.84,0.87,2.8748
CYC2021_3,NBH5945,5.36,9.73,76.4,53.35,5.05,8.36,6.98,2.32,59.37,5.08,2.89,7.36,9.57,8.78,5.78,7.52,5.95,2.2529
CYC2024_4,NBH5376,0.42,1.76,12.43,11.3,4.07,1.27,4.39,9.2,40.96,4.98,0.86,9.03,8.06,4.52,5.23,9.32,4.24,0.6632
CYC2025_4,NBH8957,6.68,6.73,21.52,18.72,9.71,7.18,2.46,6.6,22.2,8.22,6.17,3.2,4.14,9.44,5.78,5.59,2.52,1.6162
CYC2019_4,NBH7916,1.4,1.31,71.91,99.58,0.38,5.04,1.63,1.26,15.31,6.67,1.17,5.75,2.27,9.56,5.0,8.17,9.44,1.4173
CYC2025_3,NBH9459,4.32,4.34,13.97,47.74,7.58,4.03,1.17,5.76,94.26,0.79,2.7,9.36,6.03,5.02,3.16,5.81,4.82,2.4073
CYC2022_2,NBH6431,0.88,4.35,16.04,21.17,5.42,8.51,4.74,7.14,38.98,0.01,8.01,8.96,3.1,9.86,0.69,1.88,6.87,2.7711
CYC2026_4,NBH1144,2.5,1.02,27.84,51.25,2.44,7.05,9.13,1.94,97.2,9.41,3.3,5.43,7.23,8.38,2.2,6.43,7.78,1.5478
CYC2020_3,NBH9271,6.32,6.65,76.88,27.91,1.18,0.99,9.67,3.18,28.32,4.84,9.56,9.38,7.3,3.57,2.37,0.51,2.41,0.4044
CYC2020_1,NBH3249,7.88,4.39,40.2,84.94,5.84,9.44,3.08,6.4,88.97,5.74,2.61,3.87,6.17,2.43,4.93,7.11,4.25,2.0922
CYC2024_2,NBH9710,4.44,1.24,50.78,53.54,0.17,3.63,3.51,8.76,77.02,0.81,6.98,5.62,6.13,0.47,3.39,0.18,2.79,3.458
CYC2026_4,NBH5460,3.32,9.8,48.53,33.41,2.35,7.48,4.61,7.16,59.6,9.42,0.19,6.34,4.36,7.84,6.89,3.76,3.7,0.3086
CYC2024_4,NBH9959,1.33,3.61,83.27,70.39,1.46,8.96,6.37,9.78,48.23,9.5,4.49,4.34,9.01,7.16,2.78,2.82,2.4,2.7788
CYC2019_1,NBH8073,9.71,3.95,18.6,11.54,5.33,6.07,5.13,6.06,72.74,5.91,7.57,5.88,9.75,6.73,7.68,3.5,2.27,2.0615
CYC2019_4,NBH4632,6.24,8.01,96.35,47.34,0.32,7.43,0.89,2.63,63.11,2.05,9.24,1.03,6.07,8.14,5.39,0.47,6.62,3.9733
CYC2026_1,NBH9076,8.37,8.04,96.4,35.2,4.97,3.93,5.44,6.83,95.85,0.63,4.68,0.74,7.16,7.06,7.81,3.74,7.17,1.1839
CYC2021_1,NBH1105,3.15,3.2,97.75,59.71,8.81,2.73,7.27,3.17,11.61,6.26,3.72,1.19,4.96,4.12,2.7,1.22,6.1,0.6858
CYC2024_3,NBH4513,2.64,7.7,14.5,81.35,6.26,0.9,2.18,4.44,73.39,9.3,0.88,8.13,8.55,5.43,9.82,7.91,8.84,2.0315
CYC2018_2,NBH1270,8.32,4.61,70.82,9.25,9.71,5.11,8.31,0.42,14.14,6.53,3.13,7.62,7.88,6.86,6.05,6.19,9.12,3.6349
CYC2021_4,NBH4824,9.5,6.83,41.04,46.85,1.52,2.35,9.27,4.79,20.5,6.48,3.42,8.51,7.79,3.44,6.6,2.3,2.96,3.7337
CYC2026_3,NBH9649,3.42,6.34,66.54,44.09,1.79,2.8,3.34,4.77,93.18,0.26,2.01,0.12,6.29,2.35,9.94,1.97,4.51,1.3687
CYC2025_3,NBH6020,2.13,5.08,14.56,58.72,4.83,7.4,1.41,4.55,1.12,8.5,4.11,7.5,3.68,6.77,8.5,7.09,4.32,3.3867
CYC2022_3,NBH1914,5.42,4.86,39.02,49.11,2.42,7.93,6.07,1.19,48.42,9.43,9.4,9.9,2.21,8.03,5.93,7.71,6.48,1.1058
CYC2021_1,NBH3557,3.87,4.13,57.96,76.89,7.27,4.77,5.32,5.82,75.79,8.81,5.27,8.63,9.34,1.99,4.66,3.3,1.41,1.2039
CYC2020_3,NBH6539,3.29,9.53,5.23,76.46,9.21,7.71,1.26,8.69,30.1,2.4,9.42,5.0,4.44,2.51,5.23,4.95,3.52,1.4826
CYC2023_1,NBH2536,8.82,5.98,53.79,74.55,5.77,3.09,4.34,4.07,41.69,6.03,5.32,0.42,0.93,0.03,8.95,3.92,4.69,0.2754
CYC2019_4,NBH2503,7.5,6.05,99.53,56.61,5.16,3.06,1.09,0.12,73.87,7.38,5.8,8.52,6.85,3.91,9.23,0.54,5.89,3.267
CYC2018_2,NBH1485,9.93,8.56,96.59,52.04,5.1,3.92,3.01,6.56,79.72,9.72,6.34,7.79,3.06,3.22,0.32,5.17,6.42,1.9107
CYC2025_2,NBH4647,9.65,3.89,92.06,94.33,7.87,6.13,6.0,9.68,44.29,4.79,9.3,9.13,3.02,7.73,5.35,7.05,5.4,1.627
CYC2018_1,NBH8169,5.63,7.72,36.35,43.15,4.95,9.13,2.27,6.58,51.97,7.57,8.7,0.16,3.6,7.58,8.81,4.57,3.56,1.3316
CYC2026_1,NBH2301,4.82,1.16,89.73,56.53,5.97,8.14,4.13,2.98,68.46,2.88,3.82,5.45,4.14,9.91,9.45,5.61,3.25,1.5512
CYC2026_1,NBH6698,1.92,1.61,45.65,66.36,6.16,2.61,4.39,3.29,69.14,0.44,8.28,8.66,4.86,5.4,1.11,6.18,7.67,2.5091
CYC2019_3,NBH8362,4.33,5.14,28.38,56.44,8.94,9.67,8.75,2.61,92.38,8.22,1.43,9.0,6.66,8.34,5.14,9.69,7.59,1.0838
CYC2024_4,NBH9158,5.27,1.33,86.87,22.39,7.64,7.58,9.0,7.77,45.71,8.69,7.33,4.58,5.26,1.3,9.35,7.57,6.13,0.2154
CYC2026_2,NBH9485,1.56,6.59,7.1,15.37,5.18,2.13,5.35,7.08,64.73,7.89,2.71,9.5,4.21,0.95,7.32,6.55,3.63,2.0666
CYC2023_3,NBH6760,1.15,1.76,42.69,51.39,9.46,1.04,2.99,4.62,99.75,7.53,8.74,3.51,5.57,9.08,5.82,7.85,6.11,2.8826
CYC2021_4,NBH2414,1.47,8.94,88.28,18.45,2.01,9.45,6.75,9.99,18.04,1.4,6.25,0.8,7.92,7.97,0.86,8.24,7.72,2.4391
CYC2024_3,NBH3833,1.72,8.85,90.27,1.26,2.32,4.33,2.38,1.26,46.4,2.93,0.94,4.18,8.56,5.49,4.83,6.53,2.33,1.1938
CYC2026_3,NBH4511,3.82,8.7,91.65,58.19,7.4,6.56,4.39,7.66,87.02,5.56,2.11,4.7,4.07,3.01,6.16,0.39,4.28,2.3882
CYC2026_4,NBH5292,8.95,4.45,97.14,5.32,8.24,3.01,9.17,7.13,74.25,3.53,0.75,3.04,5.46,9.14,8.62,4.41,0.58,3.1592
CYC2019_3,NBH7735,0.04,7.36,10.37,71.06,1.14,0.51,0.82,6.94,85.96,8.51,7.96,5.83,1.64,3.05,8.14,9.96,9.56,3.0453
CYC2024_1,NBH3988,7.35,8.89,87.37,26.59,8.36,1.82,1.76,0.98,63.4,3.33,2.04,3.04,6.22,9.68,1.31,2.53,6.94,0.9344
CYC2023_1,NBH1692,5.96,9.53,71.71,41.32,6.6,1.07,6.51,7.09,17.19,7.34,0.85,1.99,4.71,7.11,6.1,1.8,0.44,1.7947
CYC2022_4,NBH6080,5.55,5.31,66.26,53.66,1.12,6.53,9.43,7.1,62.71,5.54,0.15,9.62,9.65,7.19,7.86,8.78,9.08,1.6218
CYC2024_3,NBH7192,0.52,5.74,77.58,16.15,9.79,3.07,7.44,0.63,63.55,6.29,6.86,4.12,9.15,4.51,7.68,6.6,5.84,2.562
CYC2019_2,NBH2852,4.14,8.72,15.38,1.09,3.71,5.85,3.54,3.7,30.56,4.71,7.02,8.59,5.04,4.85,7.39,1.91,5.49,3.1095
CYC2020_4,NBH6925,4.07,1.45,61.44,51.72,0.86,8.29,5.42,5.42,68.75,8.11,4.22,5.39,0.12,2.87,0.03,2.75,5.66,1.7154
CYC2021_4,NBH9094,3.93,2.54,85.12,54.05,7.4,5.65,9.75,6.2,2.88,4.37,7.55,8.57,7.88,6.37,2.13,0.95,3.41,2.3433
CYC2018_3,NBH4301,5.44,1.08,85.18,60.11,1.02,1.18,8.13,2.31,27.04,1.9,2.2,1.37,4.0,0.74,8.71,6.03,3.2,1.4526
CYC2020_2,NBH1839,9.84,7.19,21.56,83.48,5.9,7.88,8.62,6.42,67.37,8.24,5.63,4.65,7.14,3.94,4.7,3.59,8.65,1.8524
CYC2025_4,NBH2754,8.87,5.53,55.63,33.95,8.31,1.3,4.78,2.49,76.34,1.94,1.36,1.97,8.8,4.07,0.25,7.61,6.69,1.9895
CYC2024_4,NBH7339,4.96,3.35,52.95,95.62,0.3,7.27,5.46,2.69,32.34,1.81,5.31,0.17,7.91,6.9,3.82,2.32,4.97,1.4824
CYC2020_3,NBH4526,8.28,8.17,19.67,95.37,2.53,3.81,4.44,7.88,22.94,8.91,0.9,9.89,9.6,3.86,8.7,8.4,6.41,3.0101
CYC2026_2,NBH5219,8.8,5.41,68.46,49.5,5.7,7.27,8.74,1.81,30.04,9.3,0.34,2.72,5.09,8.36,4.1,2.23,3.06,1.2029
CYC2023_3,NBH9318,4.76,6.36,59.54,38.52,1.97,7.52,6.09,3.75,21.9,6.93,6.75,4.43,3.28,9.26,7.14,1.83,2.9,3.5955
CYC2025_1,NBH1702,8.13,7.74,60.54,17.62,4.41,7.97,2.4,7.33,95.48,9.7,6.89,5.5,6.87,5.66,9.71,9.94,0.17,2.1583
CYC2024_2,NBH1692,4.95,0.09,30.7,88.99,4.84,6.24,1.82,9.82,39.02,3.71,8.68,1.88,7.52,3.5,6.35,8.92,7.68,2.7284
CYC2020_1,NBH4861,6.12,0.03,0.56,17.74,8.09,3.22,6.63,1.05,85.87,8.15,5.22,4.94,7.0,0.62,0.48,0.15,5.42,1.7897
CYC2020_2,NBH9406,1.83,5.68,59.82,75.86,6.52,8.26,3.13,2.18,7.05,5.72,9.59,8.96,4.88,8.9,9.81,5.63,8.55,1.7204
CYC2022_4,NBH2667,9.65,1.48,15.76,51.7,8.19,8.56,4.48,9.67,93.15,3.81,5.07,4.71,9.7,8.04,5.19,0.26,0.34,1.1111
CYC2021_3,NBH9742,6.7,1.38,14.21,63.46,2.86,6.76,7.49,9.49,1.71,0.63,3.15,8.26,7.23,8.12,6.27,9.46,8.54,1.027
CYC2021_1,NBH2016,6.55,6.9,26.87,66.42,1.3,3.06,2.2,9.48,57.5,5.76,6.33,5.65,1.16,1.34,8.62,2.74,3.81,1.9798
CYC2026_3,NBH4671,4.14,9.79,92.23,61.92,7.53,8.91,5.66,9.74,26.67,1.71,5.26,4.26,4.77,0.96,9.7,5.58,8.51,2.796
CYC2022_3,NBH1669,0.4,4.98,17.47,1.05,7.24,8.77,6.31,1.7,35.68,1.52,2.95,4.84,3.54,7.64,4.25,1.19,5.76,1.9926
CYC2021_4,NBH2237,2.8,6.41,24.08,1.37,8.19,5.63,5.72,0.04,15.66,4.12,9.65,7.23,1.4,4.51,5.42,4.01,1.7,2.6814
CYC2020_4,NBH6590,9.63,0.29,51.96,68.49,1.37,6.13,8.67,2.05,69.03,3.27,6.54,7.78,1.71,5.56,1.85,0.6,6.93,2.4623
CYC2021_2,NBH7200,9.77,1.8,99.68,14.79,8.47,8.49,2.35,0.77,20.76,3.64,4.37,6.4,6.03,7.5,6.98,0.24,7.65,2.3032
CYC2023_4,NBH6868,0.3,8.98,27.45,84.33,7.61,4.16,4.84,7.96,42.86,5.08,5.99,7.55,5.26,3.56,6.63,6.36,5.56,2.5011
CYC2018_1,NBH1692,6.71,3.55,23.62,68.73,8.84,1.92,9.58,1.89,49.61,2.91,6.3,1.12,0.01,7.75,8.28,5.07,4.79,0.4508
CYC2021_1,NBH9770,5.43,7.2,42.24,10.21,3.33,6.17,1.76,9.82,79.88,6.44,5.78,3.15,4.19,5.97,2.79,4.35,2.9,3.66
CYC2023_1,NBH3050,7.44,9.45,4.97,4.03,9.33,8.25,8.73,9.23,72.98,6.73,1.99,4.68,9.36,3.32,3.79,1.44,5.66,0.9613
CYC2023_3,NBH6230,5.84,2.01,79.12,7.45,7.04,6.35,2.99,8.41,17.01,9.19,1.95,4.82,8.49,3.4,9.62,5.12,3.87,1.799
CYC2026_2,NBH4928,7.32,9.43,38.68,75.44,5.06,5.34,5.86,2.71,27.69,5.79,3.97,3.02,6.83,0.71,1.38,1.5,3.74,3.6759
CYC2019_4,NBH4877,1.17,3.47,89.45,1.11,2.71,5.58,3.2,6.04,47.37,4.42,7.76,1.66,6.89,6.6,8.47,3.27,6.89,2.8483
