qol_trust_reference_year,qol_trust_country_iso2,qol_trust_region_nuts_code,qol_trust_trust_in_parliament_score,qol_trust_trust_in_government_score,qol_trust_trust_in_police_score,qol_trust_trust_in_media_score,qol_trust_corruption_perception_score,qol_trust_satisfaction_with_democracy_score,qol_trust_sense_of_safety_night_pct,qol_trust_victimisation_rate_pct,qol_trust_social_capital_index,qol_trust_volunteering_rate_pct,qol_trust_civic_participation_rate_pct,qol_trust_hate_speech_exposure_rate_pct,qol_trust_disinformation_exposure_index,qol_trust_institutional_quality_index,qol_trust_survey_source,qol_trust_survey_weight,qol_trust_data_extract_date
2018,IT,GR91,3.83,5.58,5.84,4.22,49.04,4.72,60.84,15.68,53.01,20.31,16.03,6.71,60.04,45.99,EUROBAROMETER,3.3412,2026-01-23
2019,NL,CY637,5.45,2.76,9.37,3.22,72.78,6.16,55.83,5.8,69.34,38.3,40.91,5.6,66.42,39.13,NATIONAL_TRUST_SURVEY,3.641,2025-10-01
2020,SI,HU96,2.72,5.01,6.76,5.57,46.13,4.03,55.83,15.36,76.04,23.4,27.69,15.2,64.23,55.28,EUQLS,4.2667,2025-12-24
2021,BG,HU75,5.88,2.82,6.54,1.8,43.14,5.61,44.11,11.86,72.27,12.15,10.31,16.83,92.65,39.47,ESS,4.0553,2025-05-18
2022,EE,PL288,4.19,5.98,4.83,2.11,79.45,7.37,87.38,15.83,62.7,24.84,36.06,7.98,42.28,59.98,EUROBAROMETER,2.2767,2025-06-08
2023,HU,BE438,6.36,5.04,5.28,4.14,50.28,3.97,47.76,8.89,42.98,27.57,36.34,9.29,54.14,79.6,NATIONAL_TRUST_SURVEY,0.9323,2024-01-06
2024,LU,RO704,4.42,6.01,7.67,4.81,96.09,5.18,78.0,14.19,50.21,16.08,35.79,4.52,34.09,56.38,EUQLS,3.2613,2025-05-16
2025,RO,PT128,2.86,4.11,5.82,3.32,55.33,3.38,78.6,11.36,75.35,17.84,33.5,12.9,42.59,72.48,ESS,3.4195,2024-01-20
2006,AT,NL2,3.87,3.21,7.55,1.81,63.19,7.39,50.59,6.47,42.45,18.71,31.46,21.45,43.9,35.09,EUROBAROMETER,3.9496,2026-01-09
2007,CZ,ES841,6.23,1.98,5.49,2.32,32.61,4.62,72.43,11.63,45.6,8.71,33.18,23.44,68.16,37.1,NATIONAL_TRUST_SURVEY,2.1155,2025-01-20
2008,DE,DE632,4.43,3.63,7.02,4.74,35.98,3.64,77.36,15.2,76.65,23.84,43.4,19.12,58.3,60.0,EUQLS,0.9684,2025-05-16
2009,LV,GR60,5.46,2.51,5.31,2.66,46.31,6.35,62.96,13.53,59.98,28.73,32.86,8.45,51.91,42.05,ESS,3.516,2025-12-18
2010,PL,HR205,2.48,2.98,5.83,4.18,74.98,5.27,79.41,6.46,62.15,16.44,30.8,15.7,26.24,45.7,EUROBAROMETER,0.2773,2025-08-14
2011,ES,RO8,6.21,2.87,6.83,3.62,37.59,4.04,80.29,10.99,73.64,12.3,15.39,22.47,36.92,82.34,NATIONAL_TRUST_SURVEY,1.3233,2024-09-27
2012,HR,DK72,4.16,5.7,6.11,2.26,71.27,3.11,64.99,8.8,46.39,26.62,8.06,26.27,71.01,76.99,EUQLS,0.2354,2024-05-25
2013,FI,HR6,6.76,4.48,5.42,1.89,55.96,8.25,73.28,16.5,91.09,24.55,40.63,20.05,74.57,76.73,ESS,0.993,2025-09-16
2014,IE,FR4,5.62,3.04,7.57,4.97,38.44,3.63,86.41,8.22,47.19,19.38,13.31,15.79,34.12,72.39,EUROBAROMETER,0.6915,2025-06-16
2015,MT,CY87,2.57,5.86,6.06,2.09,36.94,2.89,43.74,14.16,33.98,18.66,27.41,9.37,70.99,73.97,NATIONAL_TRUST_SURVEY,3.3746,2024-01-01
2016,SK,DE8,6.08,3.29,4.15,4.68,51.72,5.76,65.24,13.92,64.88,26.37,20.89,7.73,56.7,51.9,EUQLS,2.4186,2025-03-22
2017,BE,LV47,6.2,3.88,5.41,5.65,42.75,5.44,81.41,8.54,65.45,10.97,20.7,19.71,41.34,52.9,ESS,4.7606,2025-09-02
2018,DK,AT84,4.52,4.91,7.75,4.61,59.63,4.76,54.04,11.86,60.84,24.73,39.88,20.66,49.31,50.5,EUROBAROMETER,4.1841,2025-05-06
2019,GR,ES495,2.15,2.08,5.23,4.2,53.1,7.21,63.51,6.04,63.69,19.21,17.89,9.84,69.79,34.02,NATIONAL_TRUST_SURVEY,1.5527,2025-08-05
2020,LT,BG6,6.07,1.96,3.9,5.4,73.83,3.67,53.97,19.78,64.79,23.43,35.95,19.18,54.93,75.41,EUQLS,3.0631,2025-09-05
2021,PT,EE701,5.2,3.84,7.47,3.87,69.0,4.63,75.44,17.22,39.43,12.32,23.36,10.15,80.53,34.44,ESS,2.333,2024-06-29
2022,SE,SE8,7.51,6.67,9.55,4.11,73.96,3.68,81.93,13.81,55.73,29.72,18.09,9.6,77.74,94.28,EUROBAROMETER,1.5897,2025-03-25
2023,CY,ES43,3.22,4.3,5.46,4.0,41.16,7.33,63.06,5.76,32.97,22.19,8.16,9.43,71.39,39.0,NATIONAL_TRUST_SURVEY,3.1014,2025-03-22
2024,FR,EE53,4.32,4.03,7.32,3.95,35.33,7.25,69.89,11.05,63.75,27.28,28.54,8.77,31.73,32.68,EUQLS,1.128,2025-12-22
2025,IT,AT6,3.79,2.32,4.57,2.94,38.1,4.37,56.72,10.24,57.38,25.31,18.45,26.81,42.94,78.63,ESS,4.3193,2024-12-16
2006,NL,DE390,2.83,7.09,7.82,2.16,87.27,7.19,79.25,11.68,82.64,7.5,20.03,18.36,27.88,86.29,EUROBAROMETER,1.5612,2024-01-28
2007,SI,PT1,2.09,3.96,5.05,3.93,40.95,6.98,57.16,9.49,35.3,23.69,8.02,10.3,57.52,47.69,NATIONAL_TRUST_SURVEY,4.1702,2026-01-30
2008,BG,PL6,4.26,4.45,5.07,3.77,53.85,5.69,46.13,10.96,74.32,13.19,32.98,13.73,32.29,72.17,EUQLS,0.3064,2024-03-26
2009,EE,SK356,2.77,2.4,7.83,4.89,54.37,7.33,50.05,16.94,35.64,6.83,35.93,8.53,22.1,81.16,ESS,1.6286,2025-01-09
2010,HU,DE4,6.06,5.14,4.97,3.87,55.81,7.33,51.05,6.52,50.83,14.46,21.31,15.49,43.26,49.24,EUROBAROMETER,4.1812,2025-07-27
2011,LU,FI96,6.9,4.95,6.01,2.31,57.53,5.79,68.25,10.44,74.81,31.28,33.78,18.02,40.75,65.04,NATIONAL_TRUST_SURVEY,2.9263,2025-03-23
2012,RO,LU22,4.34,4.71,3.62,3.72,57.62,3.24,67.32,14.97,78.6,17.05,22.39,5.81,51.17,68.21,EUQLS,3.1108,2024-07-18
2013,AT,SI7,2.88,5.96,6.74,5.52,57.25,3.53,63.15,10.02,51.74,21.49,15.31,20.97,39.9,42.07,ESS,1.0213,2024-11-06
2014,CZ,PL491,4.37,4.9,6.61,4.66,75.94,4.88,62.13,6.26,36.81,29.48,30.88,18.97,59.27,59.57,EUROBAROMETER,1.0119,2024-02-24
2015,DE,BG393,5.29,4.66,6.92,2.33,75.76,4.37,80.68,10.68,79.49,22.9,12.51,15.21,67.52,79.27,NATIONAL_TRUST_SURVEY,3.1708,2024-12-27
2016,LV,CY300,2.42,3.63,5.04,5.79,58.19,7.1,58.81,10.74,52.01,28.61,20.69,16.53,48.31,71.79,EUQLS,4.0689,2025-02-15
2017,PL,HR320,6.28,5.35,6.12,6.13,75.44,4.87,58.32,6.01,46.52,6.96,32.79,6.29,62.04,33.79,ESS,2.7431,2024-07-22
2018,ES,HU68,2.25,2.44,5.47,2.36,42.64,4.03,72.56,6.45,49.16,23.61,28.53,10.42,49.89,62.75,EUROBAROMETER,0.4412,2024-12-24
2019,HR,FI846,3.21,5.22,4.31,3.08,64.18,7.36,71.98,9.45,61.0,25.48,17.0,16.9,59.84,82.01,NATIONAL_TRUST_SURVEY,1.1415,2024-05-31
2020,FI,SK28,5.66,2.72,4.6,3.61,55.06,4.53,76.43,18.92,56.23,16.75,15.34,5.63,30.57,83.91,EUQLS,1.3591,2025-05-13
2021,IE,DE63,2.57,3.84,3.82,3.35,54.25,4.25,47.53,12.51,68.47,26.84,17.4,22.17,96.77,80.72,ESS,3.8192,2024-09-05
2022,MT,SE977,4.25,2.0,7.88,1.84,37.79,3.68,52.49,9.28,67.26,27.66,44.06,8.98,67.41,48.11,EUROBAROMETER,1.3983,2024-10-29
2023,SK,SE7,4.96,2.55,4.58,2.76,63.4,5.88,78.37,15.33,58.15,28.6,29.51,17.34,87.07,38.08,NATIONAL_TRUST_SURVEY,1.4282,2025-02-18
2024,BE,SK3,5.78,4.34,6.43,4.76,37.63,6.22,84.02,10.94,37.09,26.78,11.6,5.81,49.51,67.04,EUQLS,2.0421,2024-12-26
2025,DK,DE79,7.82,3.15,5.75,5.08,56.55,6.24,87.29,10.91,77.63,13.58,26.81,15.39,48.05,58.72,ESS,1.3101,2024-12-22
2006,GR,HU483,2.09,3.54,7.43,4.25,56.65,4.05,72.35,8.21,70.37,18.21,14.9,5.72,41.08,49.42,EUROBAROMETER,2.3309,2025-04-01
2007,LT,CZ56,3.31,5.28,7.41,2.54,35.2,4.2,57.98,11.97,44.71,24.45,27.75,4.91,26.44,57.22,NATIONAL_TRUST_SURVEY,1.3963,2025-11-23
2008,PT,SI1,4.46,5.23,5.87,1.82,58.72,6.88,56.4,15.88,74.73,16.02,33.99,26.34,54.09,61.86,EUQLS,3.6874,2024-11-21
2009,SE,SE304,6.17,5.55,7.6,2.93,68.25,6.91,59.12,9.7,76.99,32.97,29.36,7.28,57.76,50.93,ESS,2.0227,2024-01-10
2010,CY,LU31,4.33,4.39,5.75,3.78,72.13,6.17,63.59,13.6,66.27,13.34,40.33,11.73,30.73,52.6,EUROBAROMETER,0.2179,2024-11-27
2011,FR,PT53,3.05,2.93,6.89,3.18,68.06,6.66,86.97,12.55,73.85,19.94,44.45,18.32,58.61,71.93,NATIONAL_TRUST_SURVEY,3.9975,2024-08-21
2012,IT,DE31,2.89,4.17,4.03,5.13,78.75,6.32,72.5,15.72,74.73,5.38,34.42,7.54,20.25,36.44,EUQLS,3.8502,2025-09-26
2013,NL,MT92,7.43,7.52,4.42,1.77,64.11,5.7,78.03,16.24,78.47,22.92,36.86,4.8,70.1,95.89,ESS,2.4953,2025-08-26
2014,SI,PT912,4.7,2.27,5.83,5.23,58.02,4.44,57.53,16.52,42.26,7.12,11.2,4.06,30.22,43.26,EUROBAROMETER,1.368,2024-01-24
2015,BG,SE89,3.34,5.27,5.0,2.16,78.75,2.95,80.26,10.76,76.38,19.59,11.76,19.96,54.07,35.1,NATIONAL_TRUST_SURVEY,2.6212,2025-09-23
2016,EE,FR89,2.29,2.6,3.84,5.39,76.39,4.75,69.42,9.69,48.05,19.27,11.41,15.52,63.12,47.2,EUQLS,1.9105,2024-04-03
2017,HU,GR862,2.53,4.1,6.49,2.24,43.07,3.51,73.75,11.47,64.33,29.53,31.26,27.28,64.04,54.56,ESS,3.846,2025-12-14
2018,LU,GR765,5.7,5.0,6.12,3.71,47.42,5.01,51.2,14.35,87.61,7.48,35.83,22.12,56.45,88.31,EUROBAROMETER,1.8672,2024-03-25
2019,RO,PL483,5.78,2.76,3.7,2.15,39.92,5.94,56.78,15.46,78.67,12.66,17.99,18.55,44.74,55.3,NATIONAL_TRUST_SURVEY,4.5371,2025-07-04
2020,AT,DE56,3.57,4.29,6.74,4.92,66.38,4.27,52.11,10.96,62.95,7.31,33.39,11.28,72.51,63.71,EUQLS,0.8848,2024-08-16
2021,CZ,CY239,2.83,4.19,5.25,1.87,72.94,2.86,53.28,13.07,54.87,27.13,34.59,17.35,41.37,58.44,ESS,4.4712,2025-03-19
2022,DE,HU234,4.77,5.2,7.36,5.7,57.6,6.09,81.56,14.91,66.21,11.36,43.5,22.3,56.06,82.44,EUROBAROMETER,4.1473,2024-10-11
2023,LV,DE2,2.63,2.65,3.95,5.73,70.43,3.58,84.62,8.38,39.78,8.77,7.82,6.76,80.43,50.04,NATIONAL_TRUST_SURVEY,3.6161,2025-03-17
2024,PL,BE179,2.46,2.53,5.81,3.04,57.05,3.38,45.09,16.28,43.51,21.99,30.65,5.24,95.16,49.83,EUQLS,3.744,2024-05-01
2025,ES,IE31,2.98,2.88,6.15,2.48,62.64,4.68,67.57,16.02,68.0,18.25,19.98,9.94,42.59,72.76,ESS,1.5352,2025-11-20
2006,HR,BG62,6.01,3.52,4.93,3.12,79.44,4.36,63.95,8.0,44.97,8.91,24.33,15.58,61.98,76.94,EUROBAROMETER,3.1381,2025-10-27
2007,FI,LV3,2.55,4.32,6.72,2.34,57.2,5.39,55.76,8.28,97.59,23.19,40.02,11.7,26.92,69.61,NATIONAL_TRUST_SURVEY,4.3532,2025-02-12
2008,IE,LU49,3.73,4.01,5.54,2.14,55.7,4.35,81.4,10.46,44.42,11.2,36.69,17.71,67.23,73.77,EUQLS,2.8722,2024-10-17
2009,MT,MT496,5.19,3.16,4.04,6.15,71.58,5.02,59.25,8.14,64.22,12.92,23.82,18.98,34.73,76.12,ESS,1.773,2025-08-30
2010,SK,PL318,3.96,2.61,4.91,5.22,33.57,6.72,44.86,7.08,44.13,28.64,30.25,11.63,31.94,49.29,EUROBAROMETER,1.9584,2026-02-20
2011,BE,AT638,2.66,4.87,6.73,3.13,70.54,5.42,63.63,11.08,72.53,23.22,12.24,22.43,33.88,83.81,NATIONAL_TRUST_SURVEY,1.4049,2024-09-28
2012,DK,ES172,6.2,2.89,8.65,3.05,52.36,8.93,62.02,9.32,41.4,8.63,38.33,8.95,62.71,40.36,EUQLS,0.907,2024-07-01
2013,GR,BG7,5.6,2.55,7.46,5.54,62.3,4.99,45.6,7.26,79.96,18.42,41.5,17.58,45.32,70.84,ESS,3.8581,2024-09-26
2014,LT,DK49,5.65,5.89,6.52,4.27,68.87,2.97,42.91,11.22,34.72,27.27,37.26,9.66,31.98,64.43,EUROBAROMETER,3.8165,2025-10-15
2015,PT,LT1,2.65,6.01,4.75,3.84,71.77,5.9,80.03,9.17,49.9,16.42,30.89,10.31,56.58,53.79,NATIONAL_TRUST_SURVEY,4.7118,2025-07-29
2016,SE,IT855,7.23,5.98,6.78,1.83,57.98,7.98,73.66,8.74,67.93,31.18,21.34,16.38,53.19,71.08,EUQLS,0.5012,2025-08-14
2017,CY,MT53,4.74,2.27,5.48,5.12,35.27,4.69,53.61,11.23,69.76,18.72,23.46,18.91,60.58,79.06,ESS,0.401,2025-10-02
2018,FR,FI47,5.66,4.16,6.97,3.39,50.75,6.37,74.04,9.16,55.39,24.33,31.03,12.22,68.6,32.77,EUROBAROMETER,4.5735,2024-08-16
2019,IT,NL224,4.96,3.93,7.01,1.83,49.82,3.78,56.0,15.72,45.55,13.43,26.56,26.8,79.21,36.63,NATIONAL_TRUST_SURVEY,3.9115,2025-10-25
2020,NL,SE31,3.5,5.03,9.26,5.19,43.28,7.98,81.47,18.23,93.72,24.7,10.02,5.17,50.2,96.82,EUQLS,2.6553,2025-08-13
2021,SI,NL323,4.71,3.86,7.84,3.8,54.81,5.18,60.49,9.19,58.51,27.79,13.06,17.5,40.08,74.53,ESS,3.9968,2025-06-06
2022,BG,PT4,4.94,2.46,4.0,2.24,73.98,3.1,53.6,12.77,33.33,12.35,17.0,14.32,50.19,37.07,EUROBAROMETER,3.2484,2025-03-02
2023,EE,NL754,2.88,5.99,6.26,2.49,35.43,4.13,52.13,9.2,45.44,17.72,37.05,8.91,96.64,43.78,NATIONAL_TRUST_SURVEY,3.276,2024-06-03
2024,HU,BE8,6.15,2.93,6.31,2.61,38.38,4.02,64.23,13.29,65.41,6.72,22.29,9.87,48.64,73.67,EUQLS,2.3074,2024-08-27
2025,LU,PT67,4.45,6.41,5.56,3.66,71.63,7.84,50.3,10.21,87.06,22.63,20.37,10.32,30.84,73.39,ESS,3.7822,2025-09-04
2006,RO,PL757,5.07,3.96,6.84,1.95,78.75,5.92,71.55,9.38,46.57,20.87,24.49,4.79,56.08,59.48,EUROBAROMETER,4.5386,2024-10-01
2007,AT,DE664,5.94,3.98,6.64,4.77,68.0,3.88,43.78,9.67,70.19,24.41,27.42,19.12,34.9,40.58,NATIONAL_TRUST_SURVEY,0.4671,2024-11-14
2008,CZ,BG314,2.25,3.43,3.94,3.86,53.54,4.71,85.97,5.97,66.07,5.57,37.0,22.8,41.43,58.2,EUQLS,1.6839,2024-04-17
2009,DE,AT994,5.26,6.09,5.65,4.12,74.38,4.09,46.73,7.26,78.29,21.39,29.59,20.89,57.7,36.06,ESS,3.6619,2024-04-06
2010,LV,CZ861,6.32,3.13,6.37,5.04,44.72,6.21,75.66,7.01,47.3,26.5,35.14,18.7,38.4,46.5,EUROBAROMETER,1.232,2026-01-22
2011,PL,IE380,5.94,4.17,6.43,2.39,45.56,7.35,63.86,11.93,40.04,24.17,25.15,21.32,43.42,64.75,NATIONAL_TRUST_SURVEY,4.3701,2025-05-16
2012,ES,CY983,4.61,5.67,7.17,5.2,51.4,3.36,70.94,13.9,44.98,21.32,12.2,12.83,35.58,74.12,EUQLS,1.721,2025-11-23
2013,HR,HR9,2.37,3.16,4.2,3.27,70.25,3.2,85.45,6.45,60.14,6.57,22.83,17.92,43.1,68.06,ESS,1.1518,2024-07-06
2014,FI,PT92,4.03,7.38,7.18,2.24,85.67,5.12,99.32,11.44,65.84,38.69,10.05,15.7,36.7,93.45,EUROBAROMETER,2.5046,2024-02-21
2015,IE,IT46,4.76,6.1,7.04,4.16,60.78,6.62,44.26,14.2,69.3,14.29,18.51,19.18,41.62,36.84,NATIONAL_TRUST_SURVEY,1.8733,2025-08-24
2016,MT,CY920,2.09,3.18,6.78,3.09,67.65,3.99,60.68,7.22,67.49,22.34,28.98,16.59,72.47,67.57,EUQLS,3.527,2024-09-25
2017,SK,RO53,2.72,2.43,4.48,2.4,77.62,6.95,43.1,12.31,41.7,19.94,22.25,18.24,96.53,47.17,ESS,4.1203,2025-01-17
2018,BE,BE337,3.04,5.61,6.66,4.19,43.18,4.08,80.78,15.87,54.27,14.15,10.21,9.39,52.12,47.64,EUROBAROMETER,1.3555,2024-02-24
2019,DK,IT840,5.03,4.18,8.45,3.8,96.52,4.74,52.16,9.26,73.5,17.54,20.74,10.74,42.48,58.56,NATIONAL_TRUST_SURVEY,1.512,2025-06-18
2020,GR,LU223,6.08,2.83,7.77,5.41,74.32,3.1,85.09,17.46,49.76,7.38,26.42,22.05,40.57,49.64,EUQLS,4.2398,2024-01-11
2021,LT,SK30,6.35,3.01,7.56,2.14,41.33,4.25,78.41,16.41,60.41,28.67,32.98,10.52,90.1,68.39,ESS,0.727,2026-01-11
2022,PT,EE1,6.27,3.21,7.41,5.45,38.1,6.38,78.53,16.08,60.53,11.43,25.57,13.35,67.68,41.54,EUROBAROMETER,0.8607,2024-01-22
2023,SE,PT6,3.44,3.79,5.96,4.74,87.59,6.25,95.88,8.22,41.25,16.33,35.89,4.82,36.26,53.78,NATIONAL_TRUST_SURVEY,4.0854,2024-07-18
2024,CY,RO16,4.94,2.27,7.22,5.26,49.01,5.85,65.36,16.85,57.86,24.76,25.03,10.39,56.05,42.81,EUQLS,0.5403,2024-09-15
2025,FR,PT802,4.67,2.28,4.63,5.27,65.63,5.35,82.66,14.92,66.89,15.92,39.94,4.62,40.69,37.06,ESS,1.7746,2024-06-12
2006,IT,CY42,6.18,5.82,6.97,5.33,55.81,3.64,45.47,8.06,39.72,5.91,29.49,15.78,33.36,32.69,EUROBAROMETER,3.4641,2025-11-13
2007,NL,SI6,5.82,5.44,7.93,4.23,52.41,5.84,83.98,11.48,72.4,8.0,29.07,22.03,35.37,53.06,NATIONAL_TRUST_SURVEY,3.9814,2025-10-25
2008,SI,NL406,3.28,2.64,4.68,2.04,32.24,5.48,87.25,15.43,38.8,6.61,36.41,10.33,73.99,39.21,EUQLS,4.1562,2025-05-22
2009,BG,DE72,6.21,2.62,5.74,5.1,67.18,4.24,78.12,6.43,54.16,20.98,24.41,12.28,42.35,67.93,ESS,4.7483,2025-02-12
2010,EE,BG911,2.82,4.19,7.32,5.17,68.18,5.57,76.68,13.2,59.83,25.58,14.74,21.55,46.25,67.0,EUROBAROMETER,4.5769,2024-11-11
2011,HU,IE424,3.94,4.77,5.82,2.5,80.27,3.33,59.37,5.98,46.45,10.25,21.33,15.53,26.91,71.11,NATIONAL_TRUST_SURVEY,1.4866,2025-09-12
2012,LU,CY48,4.14,5.63,6.77,3.37,93.94,7.83,81.64,16.82,46.11,23.04,26.03,16.72,53.33,79.42,EUQLS,2.74,2025-07-30
2013,RO,SE201,4.72,5.77,3.65,4.41,63.71,4.84,70.05,13.76,34.63,22.91,9.08,15.62,31.41,77.55,ESS,2.6484,2025-09-14
2014,AT,AT93,5.82,5.0,7.33,2.62,32.79,4.23,52.03,16.58,50.63,8.37,32.79,11.82,34.26,57.57,EUROBAROMETER,2.2872,2025-07-01
2015,CZ,RO83,5.59,4.59,4.45,4.16,76.2,5.84,47.33,7.18,38.33,21.36,8.32,22.07,53.94,48.56,NATIONAL_TRUST_SURVEY,0.7319,2025-09-11
2016,DE,SE826,5.01,2.09,3.96,2.8,35.0,5.93,72.34,9.77,80.53,15.09,13.37,12.12,81.26,80.27,EUQLS,3.2661,2024-02-10
2017,LV,IT83,3.68,6.07,7.61,2.37,69.57,6.09,73.33,9.65,56.63,22.94,11.09,26.85,63.58,35.66,ESS,4.6749,2025-07-13
2018,PL,SK247,3.69,6.17,5.14,6.01,60.78,3.32,46.6,9.1,61.21,27.4,33.9,4.02,28.13,72.33,EUROBAROMETER,3.1395,2025-08-25
2019,ES,LT300,3.09,6.05,7.51,6.15,64.39,4.06,48.63,7.95,75.87,9.37,20.77,9.11,47.26,32.54,NATIONAL_TRUST_SURVEY,2.98,2024-10-19
2020,HR,CY81,2.27,3.39,5.49,3.44,76.06,5.28,70.13,7.34,37.76,21.99,30.12,21.94,65.16,81.62,EUQLS,4.5779,2024-06-29
2021,FI,FR592,6.82,4.81,8.3,2.0,57.4,6.53,65.39,18.37,88.67,28.68,40.29,12.49,97.45,51.07,ESS,3.8176,2025-05-04
2022,IE,IT33,3.68,3.04,4.01,2.93,52.51,3.55,67.51,9.78,63.12,19.2,9.74,23.52,49.76,80.47,EUROBAROMETER,2.1897,2024-06-16
2023,MT,SE936,2.3,5.0,7.93,5.26,75.0,3.25,53.8,13.47,61.18,11.37,35.27,7.06,44.57,81.59,NATIONAL_TRUST_SURVEY,2.9415,2024-06-08
2024,SK,PT865,2.62,3.71,7.32,4.98,69.84,3.48,83.02,6.73,67.59,9.86,19.35,20.76,29.78,74.73,EUQLS,0.2399,2024-07-11
2025,BE,IT28,4.71,2.42,5.7,2.18,33.09,3.76,71.48,12.86,66.92,25.32,15.18,12.67,97.82,55.69,ESS,3.9709,2025-11-14
2006,DK,CZ118,3.49,4.98,8.95,4.47,63.17,8.69,85.74,14.35,78.0,9.12,41.08,7.91,43.46,76.58,EUROBAROMETER,1.685,2024-08-24
2007,GR,IE46,4.46,4.66,4.08,3.62,42.78,2.92,66.23,14.96,33.45,23.41,14.42,18.1,39.47,72.32,NATIONAL_TRUST_SURVEY,2.4714,2025-04-06
2008,LT,HR72,2.43,4.56,5.0,2.41,67.09,4.99,65.32,15.44,73.97,25.37,35.85,16.24,59.48,49.35,EUQLS,0.2878,2024-02-26
2009,PT,FI8,3.83,4.68,5.95,4.74,36.46,5.26,67.58,14.89,61.99,6.7,9.33,10.53,31.11,35.03,ESS,2.98,2024-02-19
2010,SE,GR16,7.45,5.85,7.55,3.03,50.36,4.72,68.56,10.56,93.53,21.08,11.45,4.88,25.51,48.21,EUROBAROMETER,2.6427,2025-03-06
2011,CY,GR354,2.89,5.35,3.81,3.77,50.12,5.45,50.15,5.92,71.5,19.4,35.3,5.35,40.61,61.24,NATIONAL_TRUST_SURVEY,4.2303,2024-11-12
2012,FR,IE555,5.24,2.99,5.54,3.19,47.45,4.31,62.56,11.16,60.95,21.34,34.62,9.68,36.88,52.48,EUQLS,4.2509,2024-04-08
2013,IT,DE275,2.2,2.04,7.66,4.81,50.98,4.67,83.72,16.31,75.02,17.12,35.93,8.51,61.08,72.58,ESS,2.1935,2025-03-09
2014,NL,LV645,3.12,4.75,7.2,4.26,41.72,3.84,54.82,8.74,92.72,19.56,14.24,9.6,48.03,97.49,EUROBAROMETER,3.9615,2024-04-21
2015,SI,BE674,5.8,6.04,4.97,2.03,58.16,3.5,46.32,6.84,37.35,17.7,29.73,25.99,30.52,49.76,NATIONAL_TRUST_SURVEY,2.1698,2025-02-09
2016,BG,SE61,4.24,2.81,5.4,5.59,60.68,5.94,80.6,5.8,42.7,16.82,10.17,6.87,66.99,81.07,EUQLS,2.2323,2024-05-26
2017,EE,SI247,6.13,6.06,4.54,3.61,61.56,6.43,76.68,12.21,65.58,22.86,43.38,6.23,55.0,74.84,ESS,2.9347,2025-05-30
2018,HU,PT955,4.58,4.36,7.14,6.08,58.54,5.6,66.59,14.96,67.43,5.87,25.63,3.98,39.57,43.32,EUROBAROMETER,1.4864,2025-01-03
2019,LU,SK680,5.44,6.96,5.76,5.43,89.23,6.78,52.21,5.72,66.86,11.23,10.79,21.47,69.54,65.08,NATIONAL_TRUST_SURVEY,2.8902,2025-03-29
2020,RO,CY167,3.28,3.04,4.61,4.35,36.04,4.07,65.72,13.71,39.38,8.46,33.66,20.87,71.62,84.24,EUQLS,4.1164,2024-03-05
2021,AT,IE612,4.32,2.42,7.4,3.81,51.42,3.0,46.31,9.87,78.22,17.24,20.32,3.8,75.19,72.85,ESS,3.1451,2025-08-01
2022,CZ,CZ3,4.34,3.21,4.64,2.57,46.35,4.16,60.02,12.09,38.33,17.71,7.89,5.88,63.6,60.9,EUROBAROMETER,4.1231,2026-01-06
2023,DE,FI526,4.12,2.32,5.47,2.56,49.31,5.14,66.92,9.24,68.65,14.95,31.78,9.12,62.68,43.99,NATIONAL_TRUST_SURVEY,1.5477,2024-08-29
2024,LV,BE167,5.17,5.47,4.39,4.84,51.66,4.18,48.79,16.1,63.19,13.07,14.48,4.62,41.02,33.1,EUQLS,3.736,2024-09-28
2025,PL,GR174,5.69,3.99,7.07,5.14,64.24,4.63,80.07,8.08,47.74,21.71,23.71,17.38,76.23,75.2,ESS,1.0271,2025-04-22
2006,ES,SE881,3.22,5.05,5.46,5.81,50.38,6.47,66.56,11.63,38.75,11.47,30.4,16.17,50.96,84.35,EUROBAROMETER,1.2367,2025-08-23
2007,HR,DK4,3.46,2.49,3.86,5.58,58.86,5.26,66.3,6.51,36.49,7.89,37.53,16.73,57.45,49.16,NATIONAL_TRUST_SURVEY,4.7614,2025-11-23
2008,FI,PT605,6.32,3.25,6.42,2.88,51.97,7.87,57.56,13.95,40.76,39.38,29.92,8.38,51.48,95.57,EUQLS,0.8857,2025-05-18
2009,IE,LU36,5.51,2.03,7.61,3.31,39.62,4.59,68.68,7.99,62.03,12.06,33.08,20.51,26.35,66.76,ESS,0.4987,2024-03-30
2010,MT,DK79,3.84,2.04,7.44,5.51,46.88,3.64,85.92,14.19,62.96,19.52,20.39,10.1,25.58,62.74,EUROBAROMETER,2.1369,2024-01-27
2011,SK,SE73,5.4,3.54,3.75,4.74,51.71,5.33,46.31,15.91,43.69,10.45,36.66,17.35,62.53,59.11,NATIONAL_TRUST_SURVEY,2.6241,2024-07-07
2012,BE,BG297,2.65,5.15,5.5,5.47,45.95,3.51,65.96,14.93,76.59,22.36,22.43,19.18,38.08,41.82,EUQLS,4.7364,2024-09-29
2013,DK,HU4,7.8,2.97,5.64,4.73,94.56,6.78,59.17,16.32,82.36,9.01,41.65,10.41,56.74,56.66,ESS,3.0553,2025-08-27
