qol_cost_index_month,qol_cost_city_geo_id,qol_cost_cost_of_living_index,qol_cost_housing_cost_index,qol_cost_grocery_cost_index,qol_cost_utilities_cost_index,qol_cost_transport_cost_index,qol_cost_healthcare_cost_index,qol_cost_childcare_cost_index,qol_cost_tax_burden_estimate,qol_cost_median_wage_local,qol_cost_purchasing_power_index,qol_cost_inflation_local_estimate,qol_cost_rent_to_income_ratio_local,qol_cost_commute_cost_share_pct,qol_cost_essential_basket_inr,qol_cost_price_dispersion_score,qol_cost_low_income_adjusted_index,qol_cost_seniors_adjusted_index,qol_cost_methodology_release_tag
2021-11,CITY38943,158.9,111.6,143.9,176.8,164.9,147.6,183.5,14.6,36463,93.3,0.8,29.33,11.4,51612,19.2,173.3,98.9,rel_5.2.9
2025-11,CITY59104,166.2,63.5,106.9,130.1,67.4,171.3,69.7,8.13,26989,62.1,4.64,33.22,13.66,42398,59.1,160.1,164.3,rel_7.0.1
2022-07,CITY18190,149.6,200.2,144.3,55.1,165.8,166.2,173.9,14.16,53070,83.1,-0.86,30.74,3.07,62469,58.7,96.4,152.8,rel_3.8.2
2021-08,CITY22595,83.4,174.9,81.4,137.7,132.6,94.2,53.7,8.39,70217,58.4,6.88,40.29,3.73,16648,21.4,52.5,158.7,rel_8.0.1
2021-12,CITY92662,76.2,121.8,70.0,89.5,102.0,177.8,198.5,9.08,79015,59.6,4.73,18.88,15.86,33836,3.9,91.3,52.9,rel_5.1.7
2022-12,CITY53394,117.7,144.6,152.5,81.0,188.5,185.0,97.3,16.29,15669,138.8,9.75,51.92,4.71,20948,20.0,98.6,196.8,rel_8.0.7
2024-11,CITY96190,175.9,84.6,81.1,54.8,96.2,53.6,139.8,10.09,73936,64.0,12.15,30.81,12.0,15038,25.4,86.5,65.0,rel_7.4.0
2026-07,CITY42454,129.1,169.2,113.0,88.3,95.7,60.7,98.5,2.71,40517,43.9,-1.38,44.16,14.7,46654,15.6,51.2,101.6,rel_8.1.5
2019-06,CITY52964,133.2,81.6,132.1,118.5,136.8,85.9,126.9,5.36,78520,121.8,5.49,33.23,8.71,20028,99.0,130.1,93.3,rel_9.7.5
2022-02,CITY45159,132.6,193.5,68.0,102.2,153.2,148.3,78.8,7.7,79323,101.0,8.34,50.45,6.37,57412,40.9,79.3,194.4,rel_3.4.2
2019-02,CITY72565,105.3,89.3,129.9,152.8,115.5,58.4,223.7,17.69,68438,125.9,3.66,34.12,11.92,19051,45.6,172.8,52.6,rel_7.2.3
2019-02,CITY88743,90.6,82.6,101.6,108.9,172.4,142.8,121.2,10.55,81848,60.8,9.4,27.83,5.06,42898,17.7,71.8,113.2,rel_8.2.9
2019-03,CITY89363,88.0,85.3,154.4,78.5,189.6,92.3,56.9,13.06,80809,140.0,11.64,29.3,17.56,50130,50.9,58.7,73.1,rel_1.4.0
2021-08,CITY63918,67.4,175.6,142.5,147.7,152.5,63.2,185.4,4.19,29171,134.3,6.55,53.53,4.05,21779,78.5,147.4,137.2,rel_7.1.8
2026-12,CITY82285,79.7,193.9,74.5,55.3,105.3,196.9,62.1,3.63,41378,82.9,3.72,10.01,22.49,63151,26.5,117.7,165.4,rel_1.8.4
2020-12,CITY98778,169.6,145.2,125.7,101.9,102.0,152.8,104.1,10.95,68997,61.7,13.27,23.66,15.74,31733,25.8,102.6,187.4,rel_5.2.1
2019-03,CITY95765,153.8,142.1,115.4,90.8,60.1,122.4,213.4,3.92,21369,75.0,14.41,14.33,18.85,59883,12.6,57.2,195.0,rel_2.8.8
2024-02,CITY76738,61.5,100.7,169.6,114.2,174.4,99.2,145.1,15.67,81218,56.6,8.08,44.26,9.64,26234,49.3,170.1,103.1,rel_9.4.4
2019-05,CITY88796,125.2,64.8,158.5,168.4,186.1,141.3,144.4,10.3,30392,120.9,14.31,21.3,7.27,13918,86.3,127.8,102.1,rel_9.6.7
2019-08,CITY16374,69.3,192.3,167.4,63.2,163.9,178.9,63.8,6.53,15140,83.2,9.31,33.91,3.26,25211,14.5,176.7,146.8,rel_8.3.9
2026-12,CITY25445,127.2,62.5,119.9,132.9,172.4,158.8,89.9,16.21,14078,46.9,13.64,30.31,6.36,18011,77.5,191.1,95.3,rel_7.3.5
2019-12,CITY77517,94.4,54.7,82.0,110.0,73.5,79.1,118.3,17.39,72857,72.0,14.18,39.05,12.48,46204,72.6,89.2,190.2,rel_8.5.3
2022-02,CITY21559,83.9,207.8,79.2,182.4,106.7,90.4,79.7,10.07,46620,48.5,14.15,14.81,14.95,46079,91.5,185.4,106.8,rel_2.9.6
2019-07,CITY63420,82.8,171.7,65.5,122.1,70.8,115.0,190.0,9.34,23858,123.5,7.16,10.2,22.69,40147,6.2,110.3,112.1,rel_2.0.0
2023-03,CITY42973,127.7,113.5,145.3,182.7,58.4,145.3,103.5,11.33,70820,73.4,-0.39,35.17,4.59,43855,53.0,82.2,64.1,rel_1.3.1
2024-12,CITY20603,104.0,153.4,155.7,172.4,86.9,174.4,180.2,17.84,52068,93.3,10.75,35.66,15.68,23432,89.0,155.4,59.0,rel_4.9.1
2022-04,CITY58900,173.8,169.0,90.4,190.9,55.0,196.9,51.7,14.06,52602,119.2,2.88,44.67,12.12,40675,9.6,169.7,162.1,rel_6.7.3
2021-03,CITY31432,78.9,81.7,167.6,157.6,85.1,138.6,146.8,15.51,62091,115.7,11.49,41.29,2.74,49757,6.9,157.0,53.7,rel_9.6.3
2024-05,CITY69648,65.4,171.4,162.3,157.6,131.0,84.5,43.1,13.11,46833,83.0,11.36,30.27,8.03,12122,77.9,146.4,190.8,rel_1.5.4
2024-07,CITY71336,144.7,162.8,71.4,90.7,50.8,70.6,127.8,4.34,42766,120.6,-0.78,21.2,20.84,40234,58.6,166.0,70.4,rel_3.8.0
2024-08,CITY85253,145.9,83.2,144.6,61.9,141.9,58.3,63.0,3.73,64479,72.1,14.9,25.67,19.5,46599,24.4,78.4,180.0,rel_1.0.3
2019-07,CITY27757,93.8,66.4,111.4,138.5,56.6,110.3,91.5,2.49,53472,53.9,1.11,46.15,12.11,40008,70.3,54.0,117.5,rel_2.3.8
2019-03,CITY68860,126.1,205.1,124.6,110.1,170.8,57.5,220.1,13.14,24061,65.1,9.81,46.43,18.15,40147,64.3,153.1,105.6,rel_4.9.2
2024-07,CITY69991,168.5,124.9,139.6,172.1,120.7,109.9,223.1,5.69,63826,139.5,14.07,10.58,22.6,44887,86.4,88.7,195.6,rel_7.4.7
2026-10,CITY70127,82.5,180.5,84.5,195.4,139.1,153.9,83.6,16.28,26134,126.4,14.26,15.65,4.22,20867,14.2,172.0,140.6,rel_3.5.1
2026-08,CITY81067,174.8,158.8,96.7,163.0,88.0,144.5,44.9,12.06,51348,132.3,14.1,40.74,6.86,57207,70.0,77.7,139.6,rel_7.6.5
2024-10,CITY97885,140.9,93.8,161.1,134.5,99.7,74.7,134.7,13.68,70248,49.8,9.56,23.2,20.29,53988,98.6,195.2,112.2,rel_8.3.2
2022-02,CITY10983,152.2,124.2,79.5,163.8,178.1,190.0,159.3,9.67,33531,119.3,14.07,50.03,19.29,39863,35.6,197.0,197.5,rel_5.2.9
2026-03,CITY92293,134.3,202.9,96.3,177.5,63.1,56.3,140.8,2.95,25870,78.5,4.23,31.16,14.89,41593,4.5,133.5,175.2,rel_7.7.4
2026-07,CITY78879,153.3,141.1,73.0,147.8,59.2,65.1,106.2,7.94,14661,73.9,-1.43,17.08,4.65,15157,95.0,147.4,91.6,rel_2.8.9
2021-11,CITY17645,162.8,137.5,160.0,88.2,136.3,125.5,223.7,8.7,13026,88.2,1.22,52.18,2.24,41028,31.5,94.9,96.4,rel_1.5.2
2025-01,CITY16604,157.3,56.1,122.3,105.8,174.9,71.8,152.7,17.53,17261,124.4,10.18,14.52,16.36,37903,80.9,70.6,96.6,rel_6.9.1
2020-09,CITY87863,110.6,66.5,73.3,137.6,187.1,135.8,229.8,9.11,70788,90.0,9.86,26.54,21.87,56501,44.0,126.6,141.1,rel_5.9.8
2025-07,CITY26505,123.9,84.3,108.9,197.1,101.9,193.6,199.4,9.07,15911,117.8,12.47,22.24,15.65,12703,59.7,189.7,144.8,rel_9.7.8
2023-02,CITY47113,154.0,219.9,153.6,162.8,142.7,113.3,186.1,13.59,70949,119.1,6.72,34.13,6.55,26863,38.4,52.6,107.4,rel_1.1.4
2026-11,CITY93310,95.0,131.2,104.5,189.8,55.8,152.5,210.2,17.35,40942,44.4,6.49,15.65,21.27,50325,3.7,131.0,117.5,rel_4.0.4
2020-12,CITY67284,153.8,128.3,169.3,108.0,114.9,95.0,87.3,16.76,84261,70.4,4.49,17.91,18.63,28185,26.5,80.1,180.5,rel_7.2.0
2022-09,CITY82155,134.5,187.4,104.8,130.1,185.2,94.6,89.6,13.37,74301,40.7,6.77,16.78,3.02,62615,84.4,80.8,174.9,rel_5.5.0
2025-01,CITY75165,72.5,56.8,96.4,173.2,115.2,83.5,206.9,5.66,24893,113.2,6.0,41.89,11.57,58706,8.9,71.7,145.4,rel_6.9.8
2024-07,CITY23708,153.5,142.3,88.5,103.2,175.2,58.4,158.3,7.96,30474,128.6,7.84,20.22,3.83,32447,47.5,111.2,103.0,rel_9.6.0
2026-02,CITY39840,98.3,123.3,65.8,198.9,121.1,53.6,148.2,15.93,67251,110.1,0.37,39.6,19.62,15662,22.9,59.1,78.6,rel_9.0.3
2019-01,CITY65368,138.0,107.1,100.4,167.4,127.3,193.0,111.9,15.25,73055,129.0,14.27,10.35,4.03,42743,48.7,145.2,65.6,rel_5.1.8
2025-03,CITY24102,176.3,58.8,98.4,62.7,169.5,155.5,200.1,10.44,34132,40.2,2.72,33.15,17.28,54126,56.2,50.9,156.9,rel_7.0.6
2020-09,CITY95939,152.5,68.1,85.3,51.3,185.6,138.8,184.0,12.42,82507,49.5,13.44,37.16,7.56,15397,55.9,67.9,55.2,rel_2.0.9
2020-02,CITY29883,113.5,137.8,138.6,152.3,102.2,181.6,52.6,11.35,50570,52.7,-0.78,41.21,13.36,53497,37.4,155.2,79.6,rel_7.3.9
2026-12,CITY14841,179.1,53.9,120.5,96.4,120.5,133.8,88.0,10.91,59871,66.7,4.52,22.07,20.87,40647,67.1,116.8,90.8,rel_2.8.3
2023-10,CITY39146,175.0,56.5,162.0,77.2,177.7,58.4,229.6,5.21,55820,77.7,-1.92,40.67,11.45,49081,60.6,158.2,63.2,rel_4.0.8
2023-10,CITY56316,119.3,57.1,77.1,69.2,74.0,51.5,211.7,10.96,19769,128.7,0.13,12.94,14.95,13650,85.2,161.6,134.5,rel_1.5.1
2026-01,CITY71039,107.2,194.1,161.2,130.5,80.1,187.4,77.9,2.77,24366,68.0,-0.54,18.62,15.86,14642,9.2,59.1,140.6,rel_4.6.8
2022-05,CITY84955,89.4,107.4,64.8,185.7,122.2,150.6,53.4,2.87,61266,130.9,8.09,30.6,23.56,62727,7.6,80.3,148.7,rel_8.0.9
2020-11,CITY49612,63.5,106.2,146.0,93.2,96.8,167.7,63.2,15.55,76106,95.7,1.65,30.29,17.95,57181,25.6,128.2,152.4,rel_6.9.7
2025-06,CITY18707,66.6,118.1,97.1,145.6,125.0,139.4,134.4,6.44,35572,135.3,-0.28,45.45,13.9,35167,10.9,60.6,114.4,rel_8.9.4
2026-09,CITY19564,72.5,121.3,67.3,92.8,98.1,178.0,207.6,2.18,66523,62.4,3.44,10.97,19.24,39957,70.7,163.2,134.5,rel_1.2.4
2021-01,CITY52673,166.8,110.5,82.9,118.4,79.1,124.8,220.7,11.88,56687,56.6,13.31,37.08,2.73,17490,73.2,184.3,190.5,rel_7.2.9
2023-10,CITY70161,101.6,156.7,65.8,163.0,50.6,96.0,140.8,8.03,60689,83.8,7.64,18.06,13.34,16322,88.4,188.1,111.4,rel_2.1.3
2022-04,CITY98478,173.6,145.4,133.4,66.9,70.1,119.7,230.3,7.77,64046,78.2,10.14,39.32,5.87,35818,53.0,177.0,193.2,rel_3.7.8
2020-05,CITY17114,173.9,141.6,162.3,158.8,87.0,189.3,173.5,8.63,34625,47.4,14.27,51.12,23.31,20650,72.9,84.4,193.5,rel_5.8.4
2022-03,CITY10026,171.3,147.8,74.3,76.5,68.5,96.1,115.9,14.75,13086,86.5,11.35,31.72,10.89,31847,67.6,159.0,103.5,rel_1.8.0
2025-07,CITY98998,141.2,120.5,62.7,102.0,162.9,169.6,138.9,9.56,51300,68.3,-1.62,17.28,10.04,29445,33.6,151.2,145.8,rel_7.6.5
2022-07,CITY39741,95.4,208.7,109.7,87.3,94.3,162.8,168.1,13.87,71879,99.4,14.58,31.49,19.82,53623,32.9,98.9,90.4,rel_5.2.0
2022-03,CITY45537,136.2,156.1,74.6,108.5,149.0,195.8,73.6,8.57,16405,115.6,10.49,12.88,11.17,40444,22.8,166.7,194.4,rel_5.6.6
2019-03,CITY97091,173.7,177.1,120.0,87.8,103.2,73.5,110.7,4.41,12656,48.1,1.22,41.1,22.76,43196,31.1,116.1,104.0,rel_2.4.7
2024-06,CITY93539,86.9,194.9,82.6,149.3,185.5,155.8,91.5,6.52,25163,68.0,4.94,11.68,7.45,33119,20.6,88.6,172.5,rel_4.9.9
2026-04,CITY96190,115.3,203.0,84.2,161.2,72.3,142.4,214.1,9.33,26725,53.6,10.0,51.39,15.26,58358,79.1,76.5,190.5,rel_6.7.9
2021-09,CITY78514,77.2,101.9,67.1,63.7,70.0,156.9,46.0,3.33,12805,44.2,10.68,20.04,23.6,42860,44.6,167.1,157.0,rel_5.6.2
2021-01,CITY93822,160.6,94.1,91.8,151.7,79.8,84.4,101.1,12.86,73485,47.5,6.78,13.69,10.72,20524,10.0,133.2,99.2,rel_6.6.8
2026-05,CITY64542,122.8,114.5,85.3,163.5,161.7,170.0,116.4,4.71,65406,72.9,10.72,46.79,19.67,33496,80.0,180.3,154.1,rel_5.4.5
2022-04,CITY20545,110.5,160.8,113.2,154.6,169.5,79.3,105.9,8.99,22943,76.5,4.48,39.41,11.64,38171,95.9,169.7,153.2,rel_6.0.5
2024-02,CITY83183,108.8,111.3,117.3,55.1,93.8,74.9,67.7,7.4,23850,60.1,7.03,43.69,7.54,50481,56.6,185.3,185.3,rel_3.5.5
2024-06,CITY91719,76.5,56.8,66.1,102.3,136.9,110.3,45.1,9.62,20820,115.7,2.75,19.79,7.89,18659,59.9,120.7,100.5,rel_1.5.3
2023-10,CITY41586,178.1,146.2,114.7,125.1,147.5,193.2,113.3,4.76,77884,43.5,12.21,50.34,5.74,45290,99.3,186.4,123.8,rel_2.4.8
2019-04,CITY88281,71.4,145.7,143.8,167.9,70.7,128.8,211.5,7.1,42226,70.6,13.11,18.97,15.8,13347,0.1,85.1,63.4,rel_4.1.3
2020-09,CITY93610,86.9,165.9,152.3,68.5,111.3,116.7,166.5,7.35,46712,52.2,7.69,19.72,5.33,58857,65.0,113.1,194.3,rel_4.3.0
2023-09,CITY28805,149.4,58.1,65.0,171.6,110.8,101.2,161.5,13.23,73426,58.5,14.29,36.53,10.97,30557,38.3,92.9,102.6,rel_7.7.6
2026-09,CITY85450,107.5,174.3,141.8,179.2,54.1,77.6,168.1,7.41,68196,90.0,6.83,38.6,17.88,12145,0.6,77.4,121.1,rel_9.9.0
2025-02,CITY54549,108.6,96.9,93.5,99.5,120.9,103.1,169.4,8.8,67189,113.9,8.44,45.1,3.71,61109,17.5,177.2,180.8,rel_1.8.5
2022-02,CITY77390,137.0,111.1,149.9,63.4,90.7,197.8,202.9,17.03,41921,139.8,-0.29,46.96,4.73,43777,55.8,84.3,52.6,rel_1.5.6
2024-09,CITY45031,124.0,200.2,109.4,72.5,167.3,91.9,50.7,4.02,71965,100.7,2.42,42.72,19.79,15950,9.8,64.2,62.9,rel_7.1.4
2024-02,CITY14436,95.7,130.6,71.9,68.9,114.9,159.6,206.7,10.74,19531,78.4,1.28,16.6,20.21,56223,68.0,161.1,110.3,rel_6.6.4
2025-12,CITY89817,125.1,217.0,149.4,185.6,54.1,71.1,57.0,6.21,43314,107.2,-1.56,30.25,14.65,20139,48.2,118.0,167.7,rel_3.2.3
2025-10,CITY15413,63.2,167.2,94.3,131.1,85.7,143.2,129.5,9.71,57964,110.3,0.95,31.42,12.74,27987,79.5,175.0,92.5,rel_7.2.7
2022-12,CITY89738,65.8,169.5,167.6,117.0,86.3,73.5,97.5,7.25,81159,42.0,14.88,44.23,10.59,30953,85.6,124.8,194.7,rel_7.5.2
2021-07,CITY28444,147.1,57.4,148.3,129.9,104.8,130.6,162.5,4.39,76084,108.0,5.55,51.4,20.28,54956,37.3,184.2,80.9,rel_8.6.8
2025-04,CITY30495,85.3,218.8,122.8,70.8,88.1,75.2,64.9,14.75,52747,103.1,3.63,34.92,7.92,42495,96.2,51.2,95.8,rel_6.9.4
2026-11,CITY46160,145.1,172.4,83.5,66.9,155.0,87.4,40.3,5.58,16777,95.7,13.91,17.92,20.22,30297,88.3,151.1,105.5,rel_3.9.8
2020-07,CITY38546,103.2,125.5,150.9,100.8,62.5,186.7,117.5,7.57,52975,129.7,1.7,38.65,22.26,18480,2.8,150.6,124.6,rel_4.8.8
2019-07,CITY90345,173.7,52.8,150.7,75.4,104.9,173.4,81.2,15.85,27266,126.5,3.24,48.11,13.62,22806,23.9,156.0,99.2,rel_5.9.8
2024-11,CITY15099,86.9,112.8,145.6,83.7,160.2,154.3,175.8,9.6,45094,73.6,2.62,48.31,11.06,60546,0.3,126.5,188.6,rel_4.5.2
2023-09,CITY74705,154.7,102.5,144.2,191.7,186.7,184.1,80.8,5.11,67696,94.4,-1.84,27.63,22.85,52830,20.4,107.3,134.1,rel_5.3.5
2024-07,CITY36943,147.8,199.2,151.4,88.1,82.1,179.7,56.9,8.54,53145,79.3,5.48,34.07,11.07,38809,85.1,118.2,50.0,rel_2.9.2
2020-07,CITY83920,81.6,186.5,123.7,193.4,82.4,122.8,235.5,15.22,48522,43.7,1.0,46.95,4.0,29042,88.6,160.8,123.1,rel_4.4.5
2021-07,CITY43013,97.6,71.2,106.0,198.0,89.9,129.7,188.6,2.22,54088,78.7,12.77,11.75,5.35,31012,59.3,93.7,114.0,rel_3.4.3
2025-05,CITY27094,95.1,192.5,112.6,77.4,162.3,106.6,181.5,15.4,26932,129.1,8.08,34.23,24.96,26387,46.9,60.9,125.2,rel_8.7.5
2025-02,CITY41848,104.8,122.0,120.2,198.7,80.9,106.4,66.4,11.72,63764,65.6,13.92,23.56,21.12,30930,17.1,110.9,115.3,rel_3.0.5
2021-03,CITY90366,66.5,127.5,142.2,137.5,74.5,101.1,103.6,6.18,57642,64.4,-1.18,36.36,3.09,23701,67.0,105.4,111.7,rel_4.4.3
2024-03,CITY78001,169.7,149.4,101.9,64.8,74.3,152.0,43.3,16.14,69245,119.6,5.41,27.39,6.41,28656,95.9,162.1,94.4,rel_9.0.0
2021-05,CITY83237,161.2,110.4,106.1,174.8,62.7,103.1,230.4,13.19,53215,115.8,-0.97,19.14,13.3,18131,76.6,108.7,156.6,rel_7.5.2
2022-02,CITY16813,160.9,74.6,121.0,151.8,82.1,126.8,222.3,10.2,33220,131.5,6.62,40.69,16.23,28503,15.7,70.4,88.9,rel_7.3.9
2020-09,CITY88794,86.2,58.8,143.3,108.5,165.4,166.9,165.1,6.09,17773,78.9,3.21,16.09,7.77,15907,20.0,144.1,95.7,rel_6.7.8
2025-04,CITY82352,111.8,147.3,80.0,88.5,80.7,60.6,109.6,17.66,57373,86.1,9.1,39.18,23.85,33192,53.9,105.1,72.0,rel_4.3.0
2024-02,CITY24974,108.3,94.1,161.9,189.6,108.3,109.1,101.5,15.69,70737,78.3,-1.64,11.26,22.52,32783,10.7,58.2,170.7,rel_1.6.1
2025-11,CITY21543,153.6,139.3,165.2,122.2,144.8,126.5,228.6,8.38,52482,72.7,12.5,32.41,10.15,52934,56.8,141.9,153.6,rel_6.8.2
2025-02,CITY85076,171.2,120.1,141.5,61.2,58.1,68.7,129.7,5.38,55084,104.8,4.09,35.08,11.49,49280,57.8,187.8,137.4,rel_5.0.7
2025-04,CITY92002,62.6,106.6,66.3,98.3,58.7,75.2,122.1,10.24,51194,45.7,5.28,20.74,19.46,29361,72.7,190.4,85.6,rel_7.4.4
2025-06,CITY67479,176.8,117.9,84.2,75.0,74.2,78.9,192.5,2.98,77126,92.3,7.25,26.09,17.88,35756,92.4,56.1,72.7,rel_5.6.4
2019-03,CITY90848,70.3,81.6,80.8,154.0,106.9,167.3,181.8,5.07,42950,103.3,8.2,43.28,3.31,42702,98.4,192.2,156.0,rel_9.9.8
2021-09,CITY48435,77.9,195.3,128.0,141.4,179.0,87.3,87.9,10.21,48809,122.9,10.37,16.76,10.03,54016,82.2,77.1,154.3,rel_4.9.2
2019-07,CITY80457,69.0,175.7,79.5,170.8,168.4,145.8,194.0,4.75,60295,112.1,3.05,14.35,22.58,42946,32.5,135.9,164.8,rel_8.8.2
2020-11,CITY65153,165.4,141.2,64.1,146.5,122.4,83.1,192.9,16.94,67034,89.4,0.18,51.84,9.33,38812,69.5,50.9,110.5,rel_9.0.2
2021-02,CITY69916,86.9,110.4,167.4,83.6,128.6,110.1,193.7,15.88,84858,98.1,6.76,33.6,21.08,17678,53.9,73.1,171.6,rel_7.6.3
2026-01,CITY92674,117.7,60.6,164.7,177.8,118.2,73.8,204.9,8.89,45183,87.4,5.17,22.62,22.59,51735,73.4,138.4,100.8,rel_4.0.8
2019-08,CITY59028,89.2,102.5,102.9,96.2,151.4,123.8,43.9,5.63,22669,65.1,0.06,11.59,8.34,63192,51.6,150.1,79.0,rel_3.6.8
2022-05,CITY10844,179.7,150.1,94.0,151.0,168.3,75.7,130.5,7.11,26100,118.1,12.12,45.9,6.96,33718,21.9,84.5,128.0,rel_5.9.8
2019-02,CITY38537,162.2,90.0,126.0,178.4,107.2,189.8,220.6,5.33,60720,58.0,1.33,50.85,23.42,20995,80.1,159.7,114.9,rel_6.2.9
2021-01,CITY91869,147.4,144.1,164.4,65.2,151.1,173.7,180.5,8.17,66884,122.7,12.45,20.47,9.24,18470,13.4,131.0,157.3,rel_2.8.9
2021-05,CITY39999,86.0,178.6,119.5,99.2,78.8,92.1,125.9,4.83,72044,99.3,-1.57,12.95,18.15,53678,67.2,82.0,100.9,rel_1.2.6
2026-05,CITY47985,125.0,201.0,129.6,158.4,133.6,146.5,155.7,2.43,12043,43.4,4.72,14.73,4.23,50152,56.1,110.3,86.1,rel_7.3.6
2023-08,CITY54327,157.8,126.9,101.7,196.0,66.3,123.0,121.7,3.57,63056,64.8,13.88,20.22,19.18,50830,63.0,82.8,150.5,rel_9.3.7
2021-05,CITY40322,83.2,161.8,72.8,174.3,84.6,128.6,159.2,7.8,18746,65.0,-1.41,53.17,9.36,42212,15.0,140.7,121.6,rel_8.4.6
2020-08,CITY37076,91.0,87.8,77.5,199.9,91.3,110.8,214.3,12.27,61614,67.1,9.35,12.15,9.64,48334,92.2,124.5,160.0,rel_2.1.4
2020-05,CITY77928,131.4,96.8,165.3,110.8,114.0,155.2,144.8,8.11,47389,88.2,13.29,36.61,22.26,23000,12.8,172.5,191.3,rel_2.6.7
2022-01,CITY47096,105.9,106.4,133.9,138.8,140.9,194.8,180.2,12.25,20963,106.9,0.41,43.11,16.85,31969,14.8,69.5,145.2,rel_1.5.5
2022-03,CITY52232,130.2,205.0,159.7,72.7,103.8,56.5,133.9,14.05,71967,132.3,2.93,24.94,17.1,31100,74.7,160.0,186.8,rel_2.3.2
2023-05,CITY70520,152.3,191.3,74.6,168.8,110.6,53.5,52.0,12.85,25583,103.8,12.95,44.21,22.91,12746,86.5,89.6,114.6,rel_8.2.7
2023-02,CITY61176,144.1,55.3,158.0,165.5,84.9,197.2,75.9,16.63,57380,77.2,7.67,30.62,13.26,61417,27.0,65.0,179.8,rel_3.3.1
2024-04,CITY98179,139.8,102.7,109.1,150.3,155.6,115.1,113.1,13.45,34393,82.0,13.62,26.19,23.55,22467,29.1,166.6,99.7,rel_5.9.5
2023-04,CITY68323,144.0,62.8,70.9,79.4,89.3,177.0,175.0,8.2,31882,64.4,8.37,48.12,20.45,38755,83.3,64.2,110.6,rel_7.1.8
2025-08,CITY18061,78.4,87.1,66.5,189.0,94.7,76.5,167.6,14.59,28020,118.2,6.53,39.21,24.0,27431,26.6,175.0,173.6,rel_2.7.1
2021-12,CITY45662,84.2,201.1,134.6,75.3,148.7,161.2,217.4,5.57,76806,97.9,9.25,23.51,11.95,16650,98.5,55.1,56.4,rel_2.8.5
2023-06,CITY30881,174.7,179.9,166.4,55.4,145.2,56.6,196.4,8.1,17155,45.5,9.2,25.96,23.3,56566,70.5,198.9,108.0,rel_1.3.6
2025-01,CITY86705,66.2,79.0,71.2,61.7,53.6,58.3,128.5,6.05,59277,40.1,4.22,51.36,15.29,49465,31.0,97.8,116.8,rel_3.2.3
2021-03,CITY21271,85.6,178.4,75.5,123.7,109.0,148.7,223.5,17.15,70524,79.9,1.18,37.46,6.24,48003,67.8,134.8,188.3,rel_7.0.1
2024-08,CITY99898,137.6,215.1,128.0,107.0,146.8,148.9,42.8,9.48,72962,110.2,8.76,35.47,9.52,32464,29.3,63.8,114.5,rel_7.1.1
2024-04,CITY12536,140.6,114.1,129.5,166.9,156.5,106.3,153.6,9.19,83640,94.9,8.53,22.35,21.02,57684,36.7,134.6,148.5,rel_9.2.7
2023-07,CITY21104,138.2,77.0,123.8,131.3,171.9,102.5,124.6,11.58,60308,124.8,5.26,36.84,20.16,26840,31.5,149.2,73.6,rel_2.9.0
2025-04,CITY53851,70.9,148.1,76.2,87.8,114.3,66.4,238.7,4.65,18822,124.5,4.55,37.78,2.0,31944,97.5,96.8,139.2,rel_5.5.9
2026-11,CITY88150,155.7,56.3,148.7,54.0,142.0,61.8,90.2,13.55,51920,52.6,7.99,23.09,7.28,29191,6.5,69.0,67.9,rel_5.4.0
2024-06,CITY96091,135.7,182.4,103.2,74.3,110.7,165.8,196.2,5.69,47935,106.4,13.67,51.21,22.5,39612,83.8,185.8,94.6,rel_1.8.9
2019-07,CITY84369,139.8,85.7,99.3,167.4,140.1,98.9,172.9,14.25,80120,40.0,11.65,47.02,18.04,64934,61.6,170.6,70.9,rel_7.0.8
2020-06,CITY63274,131.6,159.3,126.3,147.5,138.4,69.6,87.0,11.9,52433,56.3,13.06,48.86,12.39,56666,30.2,199.5,150.6,rel_6.7.1
2024-11,CITY56400,113.8,197.4,74.4,145.5,145.0,148.4,129.4,12.94,29285,95.4,3.41,45.05,3.86,42754,82.8,179.7,135.5,rel_5.2.8
2023-10,CITY34104,99.1,188.6,104.2,133.8,74.6,188.1,180.3,15.74,45006,53.4,4.55,18.2,8.09,38095,85.5,53.4,134.9,rel_3.7.4
2019-03,CITY63269,150.4,150.2,85.6,163.0,112.7,152.4,172.5,3.77,23928,118.1,5.61,18.78,9.5,57048,69.7,134.3,81.5,rel_4.6.4
2020-09,CITY59457,63.7,51.7,99.3,72.9,162.7,129.9,205.1,4.83,22354,128.1,1.39,25.85,19.53,54769,5.6,173.5,197.0,rel_2.4.3
2026-05,CITY18572,101.6,199.4,62.4,93.2,56.8,147.7,60.2,15.53,79678,114.2,9.23,10.65,3.78,22142,3.1,178.7,159.9,rel_8.4.2
2023-09,CITY72015,90.2,67.2,155.1,53.9,177.5,95.9,141.6,4.12,23932,46.6,2.67,16.89,23.73,39364,30.8,123.0,141.1,rel_8.7.4
2026-12,CITY54312,94.6,151.6,162.3,188.6,148.4,185.9,232.7,14.72,40032,88.3,13.83,40.15,20.88,54578,6.7,108.4,150.4,rel_7.0.7
2019-08,CITY37033,70.3,76.3,87.2,197.4,161.6,151.0,223.3,17.3,45102,117.4,13.38,37.1,3.2,49958,88.3,177.2,87.7,rel_8.2.4
2026-01,CITY18095,115.6,171.3,100.6,132.2,92.5,103.0,162.8,9.85,71422,115.8,10.66,10.9,23.27,27903,27.5,132.9,142.3,rel_4.3.7
