house_build_permit_issue_date,house_build_permit_jurisdiction_id,house_build_permit_type_code,house_build_project_valuation_inr,house_build_units_authorized_count,house_build_square_footage_authorized,house_build_building_height_feet,house_build_stories_count,house_build_construction_type_code,house_build_energy_code_version,house_build_solar_ready_flag,house_build_accessory_dwelling_flag,house_build_mixed_use_flag,house_build_zoning_district_code,house_build_setback_variance_flag,house_build_impact_fee_inr,house_build_inspection_pass_rate_pct,house_build_average_permit_cycle_days,house_build_contractor_license_id,house_build_stop_work_order_flag
2020-11-07,JUR-a4d81ca8ea26,Addition,838825500,258,1795120,309.7,58,Precast,StateECBC,Y,N,Y,R3,Y,6030416,77.83,151,LIC-62499b49cb04,Y
2025-05-23,JUR-20d525d03c7d,Demolition,749088207,479,175001,301.0,9,LoadBearing,ECBC2017,Y,N,Y,M1,N,3980167,89.41,108,LIC-b49e989f75cd,N
2022-09-22,JUR-4662bf790eeb,Demolition,650124174,54,2190633,197.9,21,RCC,GreenRatingAligned,N,N,N,M2,Y,2554923,79.84,60,LIC-c2cdd6091220,Y
2023-12-05,JUR-aae0688fefaf,Addition,299250204,62,316663,497.4,55,RCC,LegacyCode,N,N,N,M2,N,8114810,97.93,43,LIC-ff60c4dcb7c6,Y
2020-09-30,JUR-2a175279d6c2,NewBuild,377128148,508,1685603,426.4,62,SteelFrame,StateECBC,N,N,Y,R2,Y,6236343,83.63,165,LIC-02835e227206,N
2025-11-16,JUR-9699458cd4ac,Renovation,1155680155,532,739161,405.1,34,LoadBearing,ECBC2017,Y,N,Y,MixedUse,Y,6251610,72.34,140,LIC-2dcfcba94176,N
2019-06-13,JUR-268f8e81e754,Occupancy,665100678,511,1299054,86.7,46,Composite,ECBC2017,Y,N,Y,C2,N,4272184,90.31,29,LIC-ad414f6313da,N
2025-12-04,JUR-23260286b590,Renovation,895419445,404,1521772,123.4,30,SteelFrame,ECBC2021,Y,N,Y,C2,Y,520988,79.74,138,LIC-88c76cf3e06f,Y
2021-12-22,JUR-77c3b6b0e14c,Renovation,1036724047,271,972516,91.1,29,Precast,ECBC2017,Y,Y,N,R1,N,158822,83.26,213,LIC-c044ae78d1c9,Y
2023-12-26,JUR-4e16278fc94c,Addition,441005559,541,1791858,342.2,16,LoadBearing,LegacyCode,Y,Y,N,C2,N,866971,63.22,142,LIC-560860857772,Y
2024-01-03,JUR-aa61db72f146,Occupancy,174407220,396,2041377,195.9,3,RCC,LegacyCode,N,N,N,C2,Y,4837277,97.84,84,LIC-f175173233c7,Y
2024-03-27,JUR-cabd3271579e,Occupancy,318466483,42,2277114,377.9,21,LoadBearing,LegacyCode,Y,N,N,R2,Y,6743002,93.82,215,LIC-1f6f957530ed,Y
2023-10-08,JUR-c1175ca63a07,ChangeOfUse,713736305,7,143878,350.9,60,Modular,ECBC2021,N,N,Y,M1,N,2956097,95.58,70,LIC-e66bd356ff88,N
2023-06-03,JUR-b50ce5bbd81e,Occupancy,1082426211,526,1473775,303.8,58,Composite,ECBC2017,N,Y,N,M2,N,3954309,94.56,140,LIC-b19fd5f932db,Y
2021-02-20,JUR-108565acd93c,Occupancy,1116806490,79,2387562,446.5,57,Modular,GreenRatingAligned,Y,N,N,R3,Y,1135342,85.85,155,LIC-6e1ba5f5c298,Y
2019-12-05,JUR-5d959464d4b0,ChangeOfUse,659511603,39,489639,281.8,63,Composite,ECBC2021,Y,Y,N,R2,N,702569,81.25,184,LIC-28d25500a4a3,N
2022-05-01,JUR-c9e6702d78db,Occupancy,1055277201,555,2283170,24.9,20,Modular,GreenRatingAligned,Y,N,Y,C1,Y,6338059,59.07,6,LIC-bc7b945bf720,Y
2025-06-15,JUR-69de0c590cbe,NewBuild,380976253,482,1558292,258.9,47,Modular,StateECBC,N,Y,N,R2,Y,3223639,88.08,86,LIC-ac7916da17cf,N
2020-01-05,JUR-a557dc3a3d8f,Addition,543780502,420,354952,438.1,16,SteelFrame,GreenRatingAligned,N,Y,Y,C2,N,7417509,95.74,172,LIC-2149d3141d36,N
2021-02-21,JUR-683301ccd337,NewBuild,389790094,40,2254169,435.2,63,Composite,StateECBC,Y,Y,N,M2,Y,449096,66.74,177,LIC-69ff2b4032d2,Y
2022-05-07,JUR-fb6b0c7dd72f,Addition,655935755,364,1087738,267.0,2,SteelFrame,ECBC2021,N,N,Y,R3,N,8374677,56.26,167,LIC-baef4d4b6437,Y
2024-12-12,JUR-2d2010bc231e,NewBuild,3410598,241,696819,254.8,33,Composite,ECBC2021,N,Y,Y,M1,N,8393002,97.6,95,LIC-8950b3e057bd,N
2025-09-14,JUR-221988fb5749,NewBuild,59471040,569,2022929,59.3,38,Modular,LegacyCode,N,Y,Y,C1,Y,3531792,83.65,178,LIC-2f8f37d9b6f3,N
2024-03-13,JUR-98860a6c1303,Renovation,980921218,477,1147976,146.2,29,LoadBearing,ECBC2017,N,N,Y,R1,Y,2490492,98.66,11,LIC-7d7e70492567,N
2021-02-03,JUR-52d91fc7f45a,Renovation,405883258,9,1152178,222.6,24,SteelFrame,LegacyCode,N,Y,N,C2,N,2752547,91.55,79,LIC-0aad886d1859,Y
2023-06-01,JUR-5de484dba496,ChangeOfUse,1025579124,130,682420,297.8,37,LoadBearing,ECBC2017,Y,Y,N,C1,N,2322528,56.11,81,LIC-5b060030a440,N
2023-09-22,JUR-d335fc000510,Occupancy,980849519,553,465864,190.8,28,SteelFrame,LegacyCode,N,N,Y,R1,Y,1263191,72.67,1,LIC-588a3e83d4da,N
2024-12-11,JUR-e2b2ac43cc64,Occupancy,922195980,526,1013086,331.1,50,SteelFrame,LegacyCode,Y,Y,N,R1,Y,7925371,68.83,209,LIC-1a9056c20ff3,N
2023-07-14,JUR-7b5d32bc38de,Occupancy,137855131,374,1324931,490.2,31,LoadBearing,ECBC2017,Y,Y,N,R1,Y,1691729,98.29,191,LIC-748e01f2c56c,N
2025-12-06,JUR-5a056300bf02,Occupancy,330701274,218,524010,369.6,28,RCC,GreenRatingAligned,Y,Y,Y,R1,N,8092990,96.29,147,LIC-1524d6d9c28a,N
2025-08-04,JUR-fb36786931fa,ChangeOfUse,800542728,142,1759048,71.6,39,Modular,GreenRatingAligned,Y,Y,Y,R1,N,8129954,94.64,144,LIC-a4a626066ff3,N
2025-02-25,JUR-db745380ddd6,NewBuild,1053632945,344,26017,472.8,19,Composite,LegacyCode,N,N,N,M2,N,2370247,70.3,69,LIC-b28ce45a6f5a,Y
2022-07-16,JUR-c1a0974ef34b,Addition,1139766405,182,1834838,77.8,41,SteelFrame,ECBC2021,N,Y,N,M1,N,8238531,66.45,83,LIC-ef3aa8e80745,N
2020-10-15,JUR-227c2e208522,Demolition,997342192,535,1257907,412.2,64,LoadBearing,ECBC2021,N,Y,Y,M2,N,3325282,71.67,18,LIC-402cf204e1e8,N
2021-02-04,JUR-d924e94718e9,Occupancy,175646832,183,1054389,146.2,30,Modular,ECBC2021,Y,Y,N,R2,N,6208701,55.61,1,LIC-ce60efb1b1a0,Y
2024-06-18,JUR-142966ab7574,NewBuild,898215648,340,1222397,182.7,54,LoadBearing,LegacyCode,N,N,N,R2,Y,6874092,96.69,185,LIC-488b58cc20ba,N
2023-11-14,JUR-a762b1ca9a0b,Renovation,152460754,54,146494,163.8,11,RCC,ECBC2021,N,N,Y,M1,N,812155,92.01,76,LIC-7690c469204e,N
2022-04-22,JUR-a0e7f3b4bd3a,Demolition,472482636,301,904579,100.8,53,RCC,LegacyCode,Y,N,Y,MixedUse,Y,6896075,55.66,174,LIC-df43bde278f2,Y
2024-07-22,JUR-812be40efbaa,Renovation,540338586,74,1801281,346.8,51,Precast,StateECBC,N,Y,Y,C1,Y,3404232,58.76,215,LIC-ffd3e01dd814,Y
2022-08-04,JUR-e3b1cf169c0c,Occupancy,482402219,529,1346234,167.4,24,Precast,ECBC2021,Y,Y,N,MixedUse,N,3994345,61.2,32,LIC-e924c2f8aaef,N
2021-08-26,JUR-d7e77f5f5318,Addition,1142875693,501,2103059,241.9,47,SteelFrame,GreenRatingAligned,Y,Y,N,C1,N,8472876,91.62,105,LIC-7b7322c7b287,N
2024-05-14,JUR-c499fea80ba1,Occupancy,912605636,499,1823608,486.6,66,SteelFrame,StateECBC,Y,N,Y,R2,Y,6530557,69.69,151,LIC-fad97a905e30,N
2023-05-06,JUR-46848534f331,Addition,56125094,525,1057246,472.4,33,Modular,LegacyCode,Y,Y,N,M1,Y,533889,67.63,23,LIC-e25b8e1b48f7,N
2025-11-09,JUR-9452f3a3501c,Renovation,698017086,67,536878,57.0,41,Composite,GreenRatingAligned,Y,Y,N,MixedUse,Y,6930365,88.71,7,LIC-4df74ca944e1,Y
2021-12-25,JUR-77d2ab071244,NewBuild,932071807,353,1682125,376.7,35,Precast,LegacyCode,Y,Y,N,MixedUse,N,1515857,74.47,126,LIC-ac1e533059f7,Y
2019-12-21,JUR-6a7d7139e62a,NewBuild,758257580,63,954609,102.7,23,SteelFrame,LegacyCode,Y,Y,N,C1,Y,6358008,94.77,38,LIC-1919d018337c,N
2024-06-04,JUR-e232e98ab2f4,Addition,847230011,196,243009,378.9,33,Precast,ECBC2017,Y,N,Y,R2,Y,6837450,82.37,126,LIC-078a8e84af68,N
2025-02-13,JUR-2e54681a62ce,Demolition,876121562,232,670042,12.9,47,LoadBearing,LegacyCode,N,N,Y,R2,N,3066872,98.04,196,LIC-85536b332b64,N
2020-08-21,JUR-9f4f4c5bf813,ChangeOfUse,1049049887,318,1108611,419.1,58,Modular,GreenRatingAligned,N,N,N,C1,N,415490,81.58,3,LIC-ff7d319274f1,N
2021-04-24,JUR-a86884f7859b,Demolition,1074968076,192,113483,444.0,53,RCC,ECBC2017,Y,Y,Y,M1,Y,2984240,78.9,2,LIC-186d09c9531b,Y
2022-06-15,JUR-d5dcb1470ee8,ChangeOfUse,455989697,227,1238343,107.7,67,SteelFrame,StateECBC,N,N,N,MixedUse,Y,3920694,90.12,198,LIC-2466a532207f,Y
2025-05-03,JUR-37cea8723550,Occupancy,718953953,257,1128650,111.4,63,SteelFrame,StateECBC,Y,N,Y,MixedUse,Y,4702703,64.5,150,LIC-6831b290557d,Y
2019-08-31,JUR-7f30ddc5f133,ChangeOfUse,219949501,500,2044895,371.8,6,LoadBearing,StateECBC,Y,Y,Y,M1,N,1719451,65.6,153,LIC-9935113ae069,Y
2020-07-26,JUR-7f1ddabc881a,Demolition,114121239,543,2184390,394.4,37,Modular,ECBC2017,N,N,Y,R3,Y,3819675,66.88,80,LIC-fca48f68df23,N
2020-05-11,JUR-a4697cb9760e,Renovation,686265965,276,1593805,442.6,60,RCC,StateECBC,N,Y,Y,MixedUse,N,1470760,86.44,80,LIC-1b7356c356be,Y
2019-06-06,JUR-47eba38be87c,Occupancy,1144293777,142,1511202,62.6,34,Composite,LegacyCode,Y,Y,Y,C2,N,7204980,65.06,135,LIC-dad86d8e0b56,Y
2025-08-15,JUR-eb9add879d43,Addition,280301126,272,117637,291.7,22,SteelFrame,LegacyCode,Y,Y,N,MixedUse,Y,7304472,77.86,31,LIC-df1af778b4c3,N
2025-11-25,JUR-05406fb8c9ac,Demolition,532035783,524,443852,331.2,42,Composite,GreenRatingAligned,Y,Y,N,C2,Y,3906405,71.59,167,LIC-c6d3903646f5,N
2022-11-27,JUR-4e0432c82c69,ChangeOfUse,431126764,195,2231818,400.5,66,LoadBearing,ECBC2017,N,N,Y,R2,Y,5676626,76.33,89,LIC-1b1dc71352b7,Y
2020-07-10,JUR-6360969a7c12,Demolition,63823319,75,114270,434.6,68,Modular,LegacyCode,Y,N,Y,R3,Y,3534247,55.17,75,LIC-94dc1fb1cc8e,N
2025-06-24,JUR-1ee615f639b7,Occupancy,481013276,327,944120,483.9,50,Composite,StateECBC,Y,Y,Y,C2,Y,21266,57.16,211,LIC-85aa5afbf7f3,Y
2023-06-24,JUR-79313981d024,Addition,519217392,514,987174,375.4,14,Modular,GreenRatingAligned,Y,N,Y,M1,Y,4051507,82.77,154,LIC-7ef0046bc8a8,N
2019-09-26,JUR-278e8e2c7d1f,Demolition,431221535,430,840805,409.0,25,Modular,GreenRatingAligned,Y,Y,Y,R2,N,3203242,70.35,177,LIC-29155f890d87,Y
2019-11-23,JUR-5fc565cb5822,ChangeOfUse,397263871,404,435387,23.6,30,LoadBearing,GreenRatingAligned,N,N,N,M1,Y,1684085,78.25,58,LIC-000dec300031,Y
2022-12-09,JUR-ebb80ff891a3,Addition,1167781882,581,2014446,429.5,29,LoadBearing,StateECBC,N,N,Y,MixedUse,Y,4538918,61.46,3,LIC-59024a6fff30,Y
2019-06-01,JUR-d22cfe12161e,Renovation,1001965479,498,116837,228.3,46,LoadBearing,StateECBC,Y,Y,N,R2,Y,8489257,88.18,71,LIC-ad24fc7fe35b,Y
2019-06-24,JUR-5eb9ff12fbef,Addition,1192004719,281,1891621,511.7,65,RCC,LegacyCode,Y,Y,Y,M1,Y,2061587,74.4,38,LIC-c62796907cdd,Y
2019-08-31,JUR-0b034d781a16,Demolition,835913768,390,1814676,104.4,47,LoadBearing,ECBC2017,N,N,N,R3,Y,1229497,83.79,103,LIC-24ddae3c3e55,N
2021-07-30,JUR-5587bdb81fc0,Occupancy,330051672,412,1729691,337.0,11,SteelFrame,StateECBC,N,N,Y,M1,Y,1087811,73.01,170,LIC-0b6a284c9dbd,Y
2022-01-09,JUR-79788eb6115c,NewBuild,799370718,82,1066479,297.9,49,LoadBearing,ECBC2021,Y,N,Y,R1,N,4308980,84.39,166,LIC-edaba213cb19,Y
2025-01-12,JUR-2faebb3622e2,Demolition,332525277,411,1261187,145.7,46,RCC,LegacyCode,Y,Y,N,MixedUse,Y,7296914,61.11,179,LIC-75d03deda5e0,Y
2022-10-17,JUR-a8194dd5f2d0,Addition,315719210,101,1424477,470.6,18,SteelFrame,ECBC2021,Y,Y,N,MixedUse,Y,6836137,86.8,141,LIC-d418769763fa,Y
2023-10-22,JUR-6a99a3d2bfff,ChangeOfUse,813584115,558,2098856,74.7,51,LoadBearing,GreenRatingAligned,Y,N,Y,M1,N,3868970,84.33,94,LIC-993bd5726969,N
2023-06-11,JUR-14b94f28160f,Demolition,430774734,567,1986793,297.1,16,LoadBearing,StateECBC,Y,N,N,MixedUse,Y,6362057,59.19,163,LIC-e28d25f567af,N
2019-11-07,JUR-c2a304e94ff7,Occupancy,46117194,122,884382,459.1,43,Modular,LegacyCode,Y,Y,N,M1,Y,7284296,60.71,121,LIC-61f837ebd16d,N
2020-09-14,JUR-a1636fd85dca,Demolition,79689108,128,246688,309.4,44,Modular,ECBC2021,N,Y,N,MixedUse,N,4848246,63.63,155,LIC-d9f7dd8c2004,Y
2023-05-13,JUR-b8ad7bb891cb,Demolition,819015428,421,1889941,255.5,59,Precast,GreenRatingAligned,Y,N,N,MixedUse,N,1717742,81.06,95,LIC-1b693a5cb534,Y
2022-05-05,JUR-9c0e5391fad6,ChangeOfUse,1140711120,364,1210255,509.8,42,LoadBearing,LegacyCode,N,Y,Y,C2,N,6839794,98.78,201,LIC-fcc3678c611b,N
2020-02-18,JUR-4285d9831b69,ChangeOfUse,61431057,225,423037,329.1,19,Precast,StateECBC,N,Y,Y,C2,Y,7854971,59.42,194,LIC-5088d3abbec7,N
2025-03-13,JUR-32884cc6434b,ChangeOfUse,1046112761,231,71237,409.2,17,Composite,GreenRatingAligned,Y,Y,N,R2,Y,6203628,66.37,126,LIC-a3f1bae44fc5,N
2024-07-10,JUR-bc2cb9a87f45,ChangeOfUse,1199612938,184,1128799,256.6,11,Precast,StateECBC,N,Y,N,C1,N,1924673,61.53,103,LIC-8e1a609a3378,N
2021-08-12,JUR-1888136c4612,Occupancy,490176367,149,1701528,463.3,31,SteelFrame,ECBC2017,N,N,Y,R1,N,2225837,98.33,119,LIC-51ebd35eda93,N
2025-12-26,JUR-61ab09b5fb58,Demolition,884180953,378,343523,412.5,24,Modular,StateECBC,Y,Y,Y,R3,Y,5242047,88.23,37,LIC-5699f3f8df2a,Y
2024-12-25,JUR-d4f95021e139,ChangeOfUse,660596468,209,585068,382.6,34,Composite,LegacyCode,Y,N,N,C2,Y,3429659,60.43,217,LIC-19125e4aa664,Y
2024-04-24,JUR-192a5470e2d5,NewBuild,516877751,285,2328386,507.3,15,RCC,LegacyCode,Y,Y,N,MixedUse,Y,8223091,83.51,109,LIC-fe3ccb935509,N
2022-01-04,JUR-83110891d3a1,Demolition,662544203,167,1966975,18.0,30,Composite,ECBC2021,Y,Y,Y,M2,N,3303403,59.78,98,LIC-f8ce35f8519e,Y
2020-04-10,JUR-f57c9a214781,NewBuild,1184002809,489,524662,32.0,47,LoadBearing,ECBC2017,N,N,N,MixedUse,Y,5782039,64.6,5,LIC-a6b33246cdff,N
2024-05-08,JUR-554c8b7cc853,NewBuild,800360464,523,1868873,367.4,37,SteelFrame,StateECBC,N,N,Y,R1,Y,5116203,80.41,40,LIC-0f61d0dea0eb,N
2020-01-25,JUR-1841ea18cef3,Addition,1069667435,396,2483800,38.9,60,SteelFrame,ECBC2017,N,Y,N,M1,Y,6665286,61.6,67,LIC-a15695218ef7,N
2022-06-02,JUR-682c938d4a9b,Occupancy,468919923,91,1271150,109.3,36,Precast,StateECBC,Y,Y,Y,M2,N,2210538,73.16,172,LIC-ac45943132ec,Y
2020-05-22,JUR-bc5e4e2fcf77,ChangeOfUse,635338724,201,523032,467.5,39,SteelFrame,GreenRatingAligned,Y,Y,N,C2,Y,3987360,70.03,122,LIC-cbb119fefb04,N
2024-12-28,JUR-75ee3546d476,Renovation,73893211,5,258857,474.4,51,RCC,GreenRatingAligned,Y,Y,Y,C1,Y,648969,75.44,89,LIC-94daff89cac9,N
2019-10-14,JUR-90d3cc3b5ae8,ChangeOfUse,1179930790,524,47327,149.2,3,Composite,StateECBC,N,N,Y,R1,Y,4738111,93.85,181,LIC-302bf990c25d,Y
2022-10-02,JUR-a49ef5474415,ChangeOfUse,866024687,167,822906,173.8,33,Composite,LegacyCode,Y,Y,Y,M1,N,1607812,80.92,37,LIC-bc324c4b4d57,Y
2019-01-06,JUR-62eb57f13915,ChangeOfUse,503769949,116,1022913,78.5,7,Precast,LegacyCode,Y,Y,Y,C1,Y,7218401,66.81,86,LIC-e316c55043bf,Y
2025-10-07,JUR-4e6ff5346c22,ChangeOfUse,704354754,501,917535,402.0,22,RCC,ECBC2017,N,Y,N,MixedUse,Y,5861494,97.19,194,LIC-1607f3625ea9,N
2019-08-23,JUR-05b3cc49abc7,Addition,474891947,313,1768911,87.5,44,LoadBearing,LegacyCode,Y,N,Y,R1,Y,6107784,70.24,17,LIC-715ea0471164,Y
2022-08-10,JUR-36f9a896c56c,ChangeOfUse,406055441,78,949274,178.2,29,Modular,ECBC2021,Y,Y,Y,R2,N,6283153,67.93,16,LIC-8270d9dfcd3f,Y
2021-09-03,JUR-18082135a375,Demolition,396751458,597,327779,182.6,53,RCC,ECBC2021,Y,Y,Y,C2,N,4235557,74.99,173,LIC-0ee020e9d07e,N
2022-11-07,JUR-f7d941cea0d3,Demolition,443632678,42,61128,446.3,38,Precast,ECBC2021,Y,N,N,C1,Y,7014132,76.79,197,LIC-ab0fd0ce3139,N
2022-06-27,JUR-5d4691f05c52,Demolition,1195293978,438,1995406,424.5,36,RCC,LegacyCode,Y,Y,Y,C1,N,6623673,78.17,50,LIC-81b5640e1eb5,Y
2025-03-28,JUR-0b798a993f69,Demolition,1091515779,238,241817,430.8,46,Modular,GreenRatingAligned,N,Y,N,R2,Y,4461619,65.9,165,LIC-d8b2c8b31686,N
2024-02-14,JUR-11839b219e0d,Demolition,734897352,348,1664905,458.0,22,Precast,LegacyCode,Y,N,Y,MixedUse,Y,2015719,82.52,31,LIC-0ab02fca1f27,Y
2025-09-25,JUR-1e0943276276,Renovation,690726741,554,1361110,87.7,9,Composite,LegacyCode,Y,N,N,R2,N,4597392,90.87,151,LIC-d5d1efc12cd6,N
2023-05-29,JUR-e2c716dc703f,Renovation,19586333,152,1443486,492.5,53,Precast,StateECBC,Y,N,Y,R2,Y,7118596,87.09,144,LIC-6881325e230b,N
2022-07-08,JUR-f7c46e130f29,NewBuild,666455903,337,1917972,392.8,49,Composite,ECBC2021,N,Y,N,C1,Y,260873,97.04,70,LIC-2bc31e24c866,Y
2019-04-30,JUR-54d4d58edaf0,Occupancy,636949584,310,56038,74.0,24,Composite,LegacyCode,Y,Y,N,R2,Y,1232997,56.33,7,LIC-ff37e1d0808a,N
2025-09-12,JUR-7fcc104230c2,NewBuild,303009285,321,2450125,380.8,23,RCC,ECBC2017,N,Y,N,C2,N,3853348,77.92,166,LIC-0fb858ee625e,Y
2020-01-25,JUR-ec7f0044bad0,NewBuild,367139558,239,964875,374.4,57,RCC,ECBC2017,N,N,N,M1,Y,6299304,75.22,89,LIC-07693c74419a,Y
2025-11-21,JUR-cbb45e6ae7ec,Demolition,152879020,371,1207611,138.3,60,Composite,LegacyCode,Y,Y,N,M1,N,5163056,96.94,103,LIC-252dd21a75da,N
2024-01-17,JUR-c780e9e40968,Addition,521443447,84,541070,78.9,66,Composite,ECBC2017,Y,Y,Y,M2,N,7166531,75.28,157,LIC-4a2fd7a6725c,Y
2022-04-09,JUR-2eb10d9f8e22,Occupancy,255769387,164,1163282,451.5,44,Composite,LegacyCode,N,N,N,R2,Y,1745295,68.05,188,LIC-6fbf5c3205d4,Y
2019-07-05,JUR-ab906cbdfc61,Demolition,556812760,328,1973248,32.7,32,SteelFrame,LegacyCode,N,Y,N,R3,Y,7902612,72.25,121,LIC-9172e8293382,N
2023-12-02,JUR-8c1f6091b32b,Demolition,509843263,287,1542945,502.8,50,Composite,GreenRatingAligned,Y,N,N,M1,N,4662242,73.59,25,LIC-0f0aff88ea6f,Y
2019-12-14,JUR-4071f947a075,ChangeOfUse,652234241,480,1962671,114.3,26,SteelFrame,ECBC2021,N,Y,Y,MixedUse,Y,7855654,75.25,58,LIC-e8628be401a2,Y
2024-08-07,JUR-64ca0dbbf8cc,Addition,607043987,372,775913,406.0,53,RCC,ECBC2017,N,Y,N,R3,Y,1590855,56.81,144,LIC-663aeae25df7,Y
2023-10-13,JUR-1e4d7cb78dd2,Occupancy,363513903,195,2484059,510.5,23,LoadBearing,ECBC2017,N,N,Y,C1,N,766548,61.36,155,LIC-4dfa61f80f71,Y
2025-05-20,JUR-65ef44806a41,ChangeOfUse,290278544,251,680089,343.8,38,Modular,GreenRatingAligned,N,Y,N,C2,Y,7435382,90.57,56,LIC-fd22c18ccf71,N
2023-02-07,JUR-a2f4c9298208,Addition,638338130,169,1678026,453.3,53,RCC,ECBC2017,N,Y,Y,R3,Y,753546,96.73,46,LIC-02dee2b5fb60,N
2023-01-09,JUR-b74d0cf64291,Addition,938787448,26,64045,227.1,8,RCC,StateECBC,N,N,Y,M2,N,3323323,63.53,87,LIC-c1d18f22007c,N
2025-02-12,JUR-0df4b76086f5,NewBuild,968897995,360,1125104,451.5,14,Composite,ECBC2017,N,Y,N,MixedUse,N,297115,65.86,175,LIC-83dd760c873e,N
2021-03-18,JUR-f08c8566ea2d,ChangeOfUse,724532618,190,389095,303.3,33,Composite,ECBC2017,Y,Y,Y,M1,Y,2627880,64.94,41,LIC-29e12b1bf6ac,N
2020-09-08,JUR-6851235c3e03,Renovation,510411874,504,1839200,71.3,41,RCC,ECBC2017,N,N,Y,C2,Y,6653268,89.46,133,LIC-4e54326930df,N
2024-06-16,JUR-69d26a2fc58d,Renovation,524486934,229,1807154,254.4,24,Precast,StateECBC,Y,Y,Y,MixedUse,N,2655016,57.51,110,LIC-9c9cb8d1970b,N
2022-07-20,JUR-a0e554e169bd,Addition,1067385563,201,2333803,98.2,27,RCC,LegacyCode,Y,N,Y,C2,N,42887,74.01,131,LIC-4ee191272b0a,Y
2021-01-30,JUR-5013715424fd,NewBuild,698807296,533,288014,138.4,32,RCC,StateECBC,Y,N,N,C1,N,6789263,97.52,69,LIC-6e87bf58c327,N
2025-02-23,JUR-0036bf3378c4,Renovation,969720334,446,1017971,125.7,28,Modular,ECBC2017,N,N,Y,C2,N,2880183,70.38,17,LIC-0fe7598fa00a,Y
2022-05-20,JUR-390a7bdc3aad,Addition,1053420543,127,32907,212.1,68,Modular,ECBC2017,Y,Y,N,C2,N,6648881,58.32,184,LIC-deb0d025766c,N
2024-04-01,JUR-5ac7f881f348,Renovation,918830794,535,1723515,307.1,50,Modular,LegacyCode,N,Y,Y,R1,N,3743554,96.18,15,LIC-26b61a3a76ba,N
2019-03-30,JUR-4c418c153f96,NewBuild,44984169,262,2192776,458.5,19,Composite,StateECBC,Y,N,Y,C1,N,3345449,86.08,163,LIC-9e5010a9d5a4,N
2020-03-22,JUR-f149af4f83ed,Addition,1090974522,491,1361096,86.5,3,SteelFrame,LegacyCode,N,N,Y,MixedUse,N,8368315,75.94,205,LIC-f6b65dc3ad48,N
2020-03-14,JUR-a6203d7a12fe,ChangeOfUse,233301803,183,1955205,272.9,43,LoadBearing,GreenRatingAligned,N,N,Y,C2,Y,2391715,59.21,52,LIC-b888d94e022c,Y
2025-02-24,JUR-e02c0b9c3951,Demolition,828490547,146,1763443,197.1,29,RCC,LegacyCode,Y,Y,Y,M1,N,5298180,55.36,30,LIC-6ecbe987ca3f,Y
2025-05-17,JUR-84237866c41c,NewBuild,772810034,414,1286247,65.3,6,RCC,GreenRatingAligned,Y,N,Y,C1,Y,1425427,58.13,24,LIC-b00ca0525f7a,N
2020-11-25,JUR-5ab04665c4ac,Renovation,570851757,124,1938107,267.6,40,LoadBearing,GreenRatingAligned,N,Y,Y,R2,Y,4289194,68.42,2,LIC-677151c87d49,Y
2023-08-22,JUR-a62ea079f39e,ChangeOfUse,445441366,525,1688984,500.3,52,LoadBearing,LegacyCode,Y,Y,Y,R1,N,8275080,79.35,177,LIC-3f072e98588e,N
2020-11-27,JUR-aa11d96fe674,Addition,620360461,323,1342016,473.6,41,Modular,LegacyCode,Y,Y,Y,C2,N,7452852,71.94,198,LIC-ebedd1550fbf,Y
2025-09-25,JUR-248e67431bcf,ChangeOfUse,342032323,65,1279969,107.1,47,RCC,StateECBC,Y,Y,Y,R2,N,7738555,90.59,89,LIC-8c617e024d6d,Y
2021-10-26,JUR-2bba46cd3bd6,Occupancy,416380390,531,1275854,161.7,11,Composite,ECBC2021,Y,Y,Y,M1,N,6892177,55.17,127,LIC-55021d78ce08,Y
2019-02-12,JUR-8e2c12d077f0,NewBuild,978850658,216,22010,47.4,60,Precast,StateECBC,N,Y,Y,C2,Y,1879585,88.35,190,LIC-6cfa2b745c44,Y
2021-06-08,JUR-996fc818487a,Renovation,164288307,118,329808,382.7,17,Modular,ECBC2017,N,N,Y,R2,N,750066,88.83,187,LIC-804a342a7c2f,N
2022-05-11,JUR-05a7cced41de,NewBuild,949215436,122,2015047,402.3,61,SteelFrame,ECBC2017,N,Y,Y,M2,Y,1406348,64.97,189,LIC-f587beeaedb1,Y
2022-08-23,JUR-ceee48b82ba1,Occupancy,778223294,22,1962835,65.1,39,Composite,ECBC2017,N,Y,Y,MixedUse,Y,6273259,63.19,186,LIC-d75f5990d536,Y
2021-02-27,JUR-a4090d31eb79,Addition,173867531,583,801165,43.9,4,Modular,LegacyCode,Y,Y,N,C1,N,4976420,57.74,58,LIC-558df9d0f670,N
2020-02-26,JUR-475202768cbd,ChangeOfUse,929092121,240,319598,88.8,64,Precast,LegacyCode,Y,N,N,R2,Y,2266682,69.14,13,LIC-79afb4573173,N
2025-04-29,JUR-43980927366c,Renovation,518716050,46,859009,293.1,56,LoadBearing,LegacyCode,Y,Y,N,R1,N,2344247,69.12,5,LIC-85e1c0bde381,N
2024-05-11,JUR-8f258044e7ae,Demolition,583786616,164,165510,165.7,14,SteelFrame,GreenRatingAligned,N,N,N,MixedUse,Y,2700482,81.82,47,LIC-fdabb107a64b,N
