gov_grants_award_fiscal_year,gov_grants_grant_program_code,gov_grants_grant_competitive_flag,gov_grants_allocation_formula_type,gov_grants_eligible_entity_type,gov_grants_match_rate_required_pct,gov_grants_award_min_usd,gov_grants_award_max_usd,gov_grants_award_median_usd,gov_grants_application_count,gov_grants_award_count,gov_grants_award_total_usd,gov_grants_performance_measure_code,gov_grants_reporting_compliance_rate,gov_grants_closeout_timeliness_rate,gov_grants_indirect_cost_rate_cap,gov_grants_technical_assistance_available_flag,gov_grants_overlap_duplication_risk_score,gov_grants_single_audit_findings_count,gov_grants_grant_portal_system
2018,JUSTICE_ASSIST,0,NEED_BASED,UNIVERSITY,16.04,785167.91,223620531.02,112202849.46,3057,1293,133126157213.44,OUTPUT_A,50.39,75.03,16.17,0,0.29,40,GRANTS_GOV
2025,HEALTH_MCH,1,NEED_BASED,LOCAL,7.1,217889.72,73784007.15,37000948.44,4282,321,12274568038.53,OUTCOME_B,81.68,75.37,3.47,1,0.8883,43,GRANTS_GOV
2022,TRANS_FORMULA,1,NEED_BASED,STATE,42.67,495353.63,36718555.26,18606954.44,3204,229,4756746073.56,QUALITY_C,83.3,91.23,10.77,1,0.8611,34,CUSTOM_PORTAL_A
2023,EDU_BLOCK,0,POPULATION,LOCAL,31.16,13051.79,5930517.83,2971784.81,1717,510,1502134918.44,EQUITY_D,81.11,75.29,6.4,1,0.1142,2,CUSTOM_PORTAL_A
2025,EDU_BLOCK,0,OTHER,UNIVERSITY,55.33,676323.98,257919230.73,129297777.35,2557,985,133045856263.36,QUALITY_C,92.25,33.69,6.14,1,0.1236,0,GRANTS_GOV
2017,TRANS_FORMULA,0,COMPETITIVE,SCHOOL_DISTRICT,12.64,522319.02,68506426.07,34514372.54,2761,1002,34209239177.26,EQUITY_D,87.14,26.54,16.2,1,0.4667,5,GRANTS_GOV
2024,JUSTICE_ASSIST,1,COMPETITIVE,STATE,3.73,435265.95,37402735.14,18919000.55,747,278,5949386523.77,NONE,63.63,53.63,1.65,1,0.8807,14,GRANTS_GOV
2013,BROADBAND,0,MATCHING,LOCAL,50.33,803250.11,180985957.39,90894603.75,1086,348,32153828201.48,QUALITY_C,57.8,66.49,6.33,0,0.5954,1,GRANTS_GOV
2021,TRANS_FORMULA,1,COMPETITIVE,LOCAL,5.5,33900.73,13997202.36,7015551.54,3853,1417,9858069020.26,EQUITY_D,94.35,53.73,7.51,1,0.9164,40,STATE_PORTAL
2023,TRANS_FORMULA,1,NEED_BASED,UNIVERSITY,17.72,574862.15,25528502.83,13051682.49,3891,1541,20604505942.0,OUTPUT_A,82.11,95.51,18.43,1,0.6295,1,STATE_PORTAL
2019,JUSTICE_ASSIST,1,COMPETITIVE,LOCAL,29.02,817948.82,153313532.78,77065740.8,4404,1574,132943417645.74,NONE,51.16,79.8,5.85,0,0.0272,49,CUSTOM_PORTAL_B
2016,WATER_SR,1,COMPETITIVE,LOCAL,44.83,120134.56,10328466.54,5224300.55,4567,1077,5855260789.07,OUTCOME_B,84.03,69.5,5.61,0,0.3106,8,STATE_PORTAL
2025,HEALTH_MCH,1,OTHER,UNIVERSITY,55.75,745694.16,332030627.35,166388160.76,3071,358,60766784754.63,NONE,57.98,29.77,12.2,0,0.7159,4,CUSTOM_PORTAL_B
2025,JUSTICE_ASSIST,0,NEED_BASED,SCHOOL_DISTRICT,18.38,884370.03,345571143.35,173227756.69,4505,1496,272242393780.49,NONE,65.6,33.54,8.51,0,0.2583,49,CUSTOM_PORTAL_A
2010,WATER_SR,1,POPULATION,NONPROFIT,55.7,959040.76,429861977.76,215410509.26,2360,942,213801101709.29,QUALITY_C,55.33,61.99,6.12,1,0.3127,6,GRANTS_GOV
2012,HEALTH_MCH,1,POPULATION,NONPROFIT,26.54,48603.12,5035800.36,2542201.74,655,223,544615646.41,QUALITY_C,86.68,35.65,4.58,1,0.4625,28,STATE_PORTAL
2021,BROADBAND,0,POPULATION,SCHOOL_DISTRICT,16.21,154421.37,11331104.47,5742762.92,4520,1786,9048240267.26,OUTCOME_B,43.16,89.95,4.87,1,0.2803,49,CUSTOM_PORTAL_A
2013,ENERGY_EFF,1,POPULATION,NONPROFIT,12.86,31405.52,11850343.88,5940874.7,2049,551,2902098437.25,OUTCOME_B,93.05,93.07,1.9,1,0.0218,23,CUSTOM_PORTAL_A
2012,HOUSING_CDBG,0,NEED_BASED,STATE,3.89,143947.51,23122095.54,11633021.52,628,39,485640777.05,OUTCOME_B,41.86,64.0,16.48,0,0.257,49,GRANTS_GOV
2012,HOUSING_CDBG,1,COMPETITIVE,NONPROFIT,29.97,388005.39,75285749.1,37836877.24,2266,845,32558639362.76,OUTCOME_B,83.79,88.82,9.86,1,0.915,36,CUSTOM_PORTAL_A
2016,WATER_SR,0,COMPETITIVE,UNIVERSITY,27.54,689927.07,98854294.12,49772110.6,3861,1524,82755584489.34,EQUITY_D,47.95,71.91,7.67,1,0.3395,4,CUSTOM_PORTAL_B
2018,HEALTH_MCH,0,MATCHING,STATE,55.15,823151.49,114814084.36,57818617.92,3768,1334,69103153845.91,EQUITY_D,40.06,94.77,15.38,0,0.3173,10,GRANTS_GOV
2024,EDU_BLOCK,1,NEED_BASED,NONPROFIT,5.61,464702.93,89452113.21,44958408.07,5120,1598,81041513357.72,EQUITY_D,69.55,94.55,4.23,1,0.8525,43,STATE_PORTAL
2022,WATER_SR,0,OTHER,NONPROFIT,41.67,260560.05,127176847.61,63718703.83,4073,480,31615383102.06,NONE,58.2,86.87,5.46,1,0.671,10,GRANTS_GOV
2018,ENERGY_EFF,0,POPULATION,STATE,39.7,635149.55,28935808.14,14785478.84,415,93,1505414177.28,OUTCOME_B,58.04,90.93,17.15,0,0.0915,13,GRANTS_GOV
2016,BROADBAND,0,COMPETITIVE,STATE,59.57,847930.79,33460633.17,17154281.98,940,353,6146498680.05,OUTPUT_A,65.15,34.38,2.61,0,0.6429,23,GRANTS_GOV
2024,BROADBAND,1,MATCHING,SCHOOL_DISTRICT,15.72,231451.73,3335638.11,1783544.92,5665,2371,3850833023.92,ACCESS_E,90.85,63.69,8.3,1,0.9974,41,CUSTOM_PORTAL_A
2024,WATER_SR,0,NEED_BASED,STATE,8.1,465563.9,14752095.2,7608829.55,3766,1220,8953455403.95,OUTCOME_B,53.14,62.8,6.94,0,0.5672,10,GRANTS_GOV
2022,BROADBAND,1,OTHER,LOCAL,26.05,459444.59,128359469.68,64409457.14,3618,259,19075731550.67,OUTCOME_B,45.7,55.28,10.4,0,0.1004,46,GRANTS_GOV
2009,JUSTICE_ASSIST,0,NEED_BASED,UNIVERSITY,36.4,341175.46,71948960.23,36145067.84,5688,1696,57165285991.44,EQUITY_D,99.26,31.1,1.31,1,0.9884,40,GRANTS_GOV
2019,HEALTH_MCH,1,POPULATION,LOCAL,26.56,402566.66,91992370.28,46197468.47,4011,1381,54750719009.3,OUTCOME_B,57.67,41.02,14.56,1,0.0847,6,STATE_PORTAL
2018,HOUSING_CDBG,1,POPULATION,LOCAL,28.14,874589.93,201633483.6,101254036.76,2318,121,13584319957.53,OUTCOME_B,65.64,62.51,19.1,0,0.6979,48,GRANTS_GOV
2014,WATER_SR,0,NEED_BASED,STATE,14.51,804438.49,370745900.99,185775169.74,2648,524,109359632478.76,QUALITY_C,83.49,72.73,5.11,0,0.667,9,GRANTS_GOV
2009,HEALTH_MCH,0,POPULATION,SCHOOL_DISTRICT,12.83,204299.83,29198211.48,14701255.66,1326,233,3728448358.25,QUALITY_C,65.03,88.08,15.71,1,0.7983,6,CUSTOM_PORTAL_A
2018,BROADBAND,0,NEED_BASED,LOCAL,13.9,411092.23,72077272.32,36244182.28,2687,334,12601142375.27,OUTPUT_A,96.95,63.3,16.46,0,0.5434,27,GRANTS_GOV
2016,JUSTICE_ASSIST,1,OTHER,NONPROFIT,44.22,472810.26,166761384.49,83617097.38,1032,131,10744264135.74,EQUITY_D,53.94,53.62,4.7,1,0.6286,36,GRANTS_GOV
2022,BROADBAND,1,EQUAL_SHARE,LOCAL,27.23,830424.53,222310831.91,111570628.22,3633,1024,125037959978.61,OUTPUT_A,75.28,35.45,8.09,1,0.9113,47,GRANTS_GOV
2024,ENERGY_EFF,1,POPULATION,NONPROFIT,24.26,925279.14,280617181.92,140771230.53,2585,771,122527002867.42,OUTCOME_B,69.6,56.38,14.57,1,0.5656,15,GRANTS_GOV
2020,BROADBAND,1,OTHER,HOSPITAL,56.25,66243.53,16392185.94,8229214.74,3204,840,7202387484.15,OUTCOME_B,79.54,70.56,4.53,1,0.6981,20,CUSTOM_PORTAL_A
2025,EDU_BLOCK,0,NEED_BASED,NONPROFIT,14.44,761665.04,15834259.67,8297962.36,1047,166,1546249031.68,QUALITY_C,83.9,42.41,6.99,1,0.0211,37,CUSTOM_PORTAL_A
2011,WATER_SR,0,NEED_BASED,NONPROFIT,55.0,427229.65,139330181.15,69878705.4,4867,1874,148492606672.93,EQUITY_D,83.45,27.92,9.32,1,0.7835,4,CUSTOM_PORTAL_B
2020,ENERGY_EFF,0,COMPETITIVE,STATE,55.24,182779.9,58068510.42,29125645.16,627,166,4624790694.09,EQUITY_D,69.27,98.9,17.25,1,0.5465,37,GRANTS_GOV
2025,ENERGY_EFF,1,POPULATION,NONPROFIT,30.2,229724.16,72516581.58,36373152.87,669,116,3598002440.43,OUTPUT_A,40.37,68.44,10.19,1,0.0621,20,CUSTOM_PORTAL_B
2017,TRANS_FORMULA,0,MATCHING,LOCAL,38.01,929878.82,215517681.75,108223780.28,2042,658,70288546264.9,EQUITY_D,73.03,95.83,16.49,0,0.3121,26,CUSTOM_PORTAL_A
2024,TRANS_FORMULA,0,POPULATION,NONPROFIT,29.08,76610.4,19908770.45,9992690.42,1611,688,7495094123.92,OUTCOME_B,73.8,51.46,4.49,1,0.0656,39,GRANTS_GOV
2011,WATER_SR,0,OTHER,NONPROFIT,5.59,491684.71,87980790.72,44236237.72,502,29,1457745927.36,NONE,47.17,25.35,17.69,1,0.2185,19,STATE_PORTAL
2025,ENERGY_EFF,0,OTHER,TRIBAL,43.35,424490.0,197999371.26,99211930.63,5830,1482,165578427130.59,NONE,81.11,49.68,0.78,1,0.0271,30,STATE_PORTAL
2009,ENERGY_EFF,0,POPULATION,LOCAL,37.0,9402.96,1852688.54,931045.75,4481,522,424095658.75,EQUITY_D,52.15,81.51,19.19,0,0.7711,23,GRANTS_GOV
2019,HEALTH_MCH,1,POPULATION,STATE,41.94,603094.81,78697292.16,39650193.48,5492,1862,80724172452.7,OUTCOME_B,41.54,65.26,13.78,1,0.3145,4,CUSTOM_PORTAL_B
2012,WATER_SR,1,NEED_BASED,STATE,23.93,117262.6,14969036.25,7543149.42,1028,370,2412226422.74,NONE,81.57,86.18,13.62,1,0.9626,18,CUSTOM_PORTAL_A
2009,HOUSING_CDBG,1,POPULATION,TRIBAL,8.64,461899.97,178492473.93,89477186.95,4728,1160,113331398584.19,OUTCOME_B,57.69,35.86,17.74,0,0.3854,12,STATE_PORTAL
2009,BROADBAND,0,POPULATION,SCHOOL_DISTRICT,20.82,945385.8,223986833.45,112466109.62,4017,814,86731369123.7,ACCESS_E,42.66,68.6,0.49,0,0.4627,33,GRANTS_GOV
2018,EDU_BLOCK,1,POPULATION,TRIBAL,21.08,609534.87,17521145.45,9065340.16,5548,1444,11506929718.07,NONE,50.54,70.34,15.35,0,0.9663,22,GRANTS_GOV
2020,ENERGY_EFF,0,POPULATION,NONPROFIT,45.09,701763.43,236092033.35,118396898.39,3903,631,67998374197.82,QUALITY_C,72.6,34.84,12.89,1,0.0336,35,STATE_PORTAL
2018,HOUSING_CDBG,0,POPULATION,NONPROFIT,40.72,294405.96,55388226.92,27841316.44,3430,354,9565489274.06,OUTCOME_B,64.51,56.44,12.44,1,0.5872,8,STATE_PORTAL
2023,BROADBAND,0,MATCHING,SCHOOL_DISTRICT,25.42,639039.59,141122234.92,70880637.26,4159,1470,96868363913.2,NONE,88.49,42.65,0.92,0,0.2487,31,GRANTS_GOV
2017,ENERGY_EFF,0,MATCHING,UNIVERSITY,47.44,153217.38,895529.58,524373.48,513,134,64847637.99,OUTPUT_A,66.61,27.68,7.38,1,0.7887,2,STATE_PORTAL
2021,ENERGY_EFF,0,MATCHING,UNIVERSITY,26.31,402077.1,81508353.44,40955215.27,3610,1282,46460242586.75,OUTPUT_A,79.54,41.16,0.29,1,0.0844,29,GRANTS_GOV
2012,BROADBAND,0,COMPETITIVE,SCHOOL_DISTRICT,14.78,162878.99,69378714.01,34770796.5,18,3,107801102.57,NONE,97.23,65.83,4.69,1,0.2772,35,GRANTS_GOV
2024,HEALTH_MCH,1,MATCHING,LOCAL,11.76,635113.55,161765480.53,81200297.04,641,46,3903780549.87,OUTPUT_A,51.5,39.87,3.45,0,0.4376,36,STATE_PORTAL
2022,WATER_SR,0,NEED_BASED,STATE,33.91,886116.06,67356323.83,34121219.94,5994,1017,34392221933.38,OUTCOME_B,65.5,64.19,14.02,0,0.7839,22,STATE_PORTAL
2014,BROADBAND,0,POPULATION,HOSPITAL,27.57,995470.16,302856447.46,151925958.81,4107,315,54199578809.29,OUTPUT_A,61.54,61.45,8.2,1,0.6498,3,STATE_PORTAL
2019,JUSTICE_ASSIST,0,EQUAL_SHARE,UNIVERSITY,21.18,689018.08,230092964.1,115390991.09,132,15,1938872850.73,OUTCOME_B,42.79,97.85,14.85,0,0.8401,39,GRANTS_GOV
2014,WATER_SR,0,MATCHING,NONPROFIT,56.65,835572.03,185768286.11,93301929.07,4079,1801,144519201687.75,OUTCOME_B,88.24,65.88,15.7,0,0.6373,37,CUSTOM_PORTAL_A
2014,WATER_SR,0,POPULATION,SCHOOL_DISTRICT,5.86,765245.22,349379261.9,175072253.56,1096,375,62714791301.16,OUTCOME_B,87.05,37.99,19.23,1,0.3098,36,GRANTS_GOV
2022,ENERGY_EFF,0,POPULATION,LOCAL,36.27,866180.56,26035895.68,13451038.12,350,54,766899287.65,OUTPUT_A,48.9,75.58,8.03,0,0.0216,6,GRANTS_GOV
2020,WATER_SR,0,MATCHING,LOCAL,29.44,669136.4,172989051.13,86829093.76,1410,91,8509773160.14,ACCESS_E,78.72,66.82,8.08,0,0.1349,0,GRANTS_GOV
2019,HOUSING_CDBG,0,COMPETITIVE,LOCAL,2.68,54856.97,5997689.42,3026273.2,3439,440,1184231546.13,QUALITY_C,84.27,77.83,11.2,1,0.3745,34,GRANTS_GOV
2020,BROADBAND,1,POPULATION,UNIVERSITY,16.07,362031.11,141556316.41,70959173.76,5902,1042,67369106766.95,OUTPUT_A,47.99,52.63,6.85,0,0.2063,21,GRANTS_GOV
2014,WATER_SR,1,POPULATION,STATE,25.05,634287.11,308555512.98,154594900.05,4414,1477,237135645444.8,OUTPUT_A,54.39,29.08,11.79,1,0.4536,25,CUSTOM_PORTAL_A
2016,WATER_SR,0,POPULATION,STATE,4.88,137929.85,68840883.91,34489406.88,1939,872,30718724951.72,ACCESS_E,80.54,68.92,19.18,1,0.4855,16,CUSTOM_PORTAL_A
2009,ENERGY_EFF,0,COMPETITIVE,NONPROFIT,47.58,171650.55,55363023.04,27767336.8,4902,811,20875697958.36,EQUITY_D,60.44,93.16,1.62,1,0.9398,35,CUSTOM_PORTAL_A
2009,WATER_SR,1,NEED_BASED,LOCAL,16.36,442660.42,130443984.27,65443322.34,1929,264,14990858772.04,QUALITY_C,53.73,26.92,8.06,0,0.3797,36,CUSTOM_PORTAL_B
2014,TRANS_FORMULA,0,COMPETITIVE,UNIVERSITY,1.63,880869.96,165521327.21,83201098.59,1641,335,24485384364.02,OUTCOME_B,82.77,92.71,14.02,1,0.4498,23,GRANTS_GOV
2024,WATER_SR,0,COMPETITIVE,LOCAL,24.35,326700.88,7538445.48,3932573.18,2294,497,1750412240.46,EQUITY_D,67.89,79.98,7.47,1,0.8812,31,STATE_PORTAL
2014,HOUSING_CDBG,0,POPULATION,LOCAL,58.19,446971.2,92567390.26,46507180.73,3223,921,46035885506.48,OUTPUT_A,80.24,99.25,1.18,1,0.0634,3,STATE_PORTAL
2013,EDU_BLOCK,1,NEED_BASED,LOCAL,42.43,976904.37,137055515.64,69016210.0,1750,502,31070534152.56,QUALITY_C,55.99,78.72,14.61,0,0.5052,34,STATE_PORTAL
2014,ENERGY_EFF,0,EQUAL_SHARE,STATE,26.57,718006.88,5546293.51,3132150.2,989,233,635950367.89,OUTPUT_A,75.47,74.28,4.59,1,0.0712,23,GRANTS_GOV
2010,JUSTICE_ASSIST,1,COMPETITIVE,NONPROFIT,52.45,974076.86,448454237.7,224714157.28,1608,142,36175730403.99,EQUITY_D,76.55,38.48,13.68,0,0.0863,30,STATE_PORTAL
2013,TRANS_FORMULA,1,EQUAL_SHARE,UNIVERSITY,10.33,277851.15,135960165.27,68119008.21,4026,235,15453141050.06,QUALITY_C,47.31,43.34,5.09,1,0.6565,49,GRANTS_GOV
2020,ENERGY_EFF,0,NEED_BASED,STATE,39.57,690812.36,92263513.34,46477162.85,5633,1212,51887557452.82,NONE,84.8,66.19,3.68,1,0.2846,38,CUSTOM_PORTAL_A
2014,BROADBAND,0,NEED_BASED,NONPROFIT,52.05,409822.46,185946412.71,93178117.58,1053,455,42595059613.77,OUTCOME_B,55.38,76.24,7.89,1,0.1846,29,STATE_PORTAL
2014,HOUSING_CDBG,1,POPULATION,NONPROFIT,11.37,360167.79,163563716.58,81961942.18,2189,787,71558875812.27,ACCESS_E,87.08,92.06,7.97,1,0.6285,49,STATE_PORTAL
2016,TRANS_FORMULA,0,POPULATION,STATE,43.2,723114.2,267632096.07,134177605.14,5576,1546,217885579037.91,OUTPUT_A,65.32,98.82,2.8,1,0.0022,5,GRANTS_GOV
2015,BROADBAND,0,COMPETITIVE,STATE,40.72,62217.5,23793706.17,11927961.84,5555,2285,27479761384.25,ACCESS_E,95.25,82.76,3.6,0,0.2041,4,GRANTS_GOV
2010,HEALTH_MCH,0,NEED_BASED,UNIVERSITY,7.77,766479.51,269760156.74,135263318.12,4252,1529,204903915022.15,EQUITY_D,92.95,32.14,17.65,1,0.5022,33,GRANTS_GOV
2022,TRANS_FORMULA,1,MATCHING,STATE,44.48,571865.82,158841890.7,79706878.26,676,301,24481071663.27,QUALITY_C,95.39,93.1,8.75,0,0.908,45,STATE_PORTAL
2021,EDU_BLOCK,0,NEED_BASED,SCHOOL_DISTRICT,39.21,423970.37,2320317.21,1372143.79,5374,754,1047161043.56,QUALITY_C,55.6,68.42,18.25,0,0.942,27,GRANTS_GOV
2021,JUSTICE_ASSIST,0,POPULATION,HOSPITAL,3.69,70488.78,21872978.28,10971733.53,53,22,259574373.98,OUTCOME_B,94.56,95.83,2.54,1,0.839,48,CUSTOM_PORTAL_A
2024,EDU_BLOCK,1,NEED_BASED,SCHOOL_DISTRICT,9.55,518357.91,18729398.2,9623878.06,1453,222,2052058652.34,ACCESS_E,85.74,83.8,6.06,1,0.3115,16,GRANTS_GOV
2023,WATER_SR,0,EQUAL_SHARE,NONPROFIT,18.1,801605.73,336172297.93,168486951.83,5229,1199,196919162295.9,ACCESS_E,78.26,35.42,8.12,1,0.0058,41,STATE_PORTAL
2020,EDU_BLOCK,0,COMPETITIVE,STATE,41.56,9559.37,1053429.29,531494.33,812,187,98054475.42,EQUITY_D,73.92,81.74,9.44,1,0.6589,48,CUSTOM_PORTAL_A
2009,TRANS_FORMULA,0,EQUAL_SHARE,NONPROFIT,19.54,234222.58,109483236.72,54858729.65,1190,441,20819309075.36,OUTCOME_B,96.48,31.05,17.5,0,0.0565,30,GRANTS_GOV
2020,ENERGY_EFF,1,POPULATION,UNIVERSITY,6.95,316533.29,90482470.01,45399501.65,5226,1790,83822801776.18,OUTCOME_B,68.58,84.94,7.31,0,0.0837,0,STATE_PORTAL
2025,HOUSING_CDBG,0,POPULATION,UNIVERSITY,8.55,897625.18,203546841.14,102222233.16,5728,1572,167144241188.71,ACCESS_E,58.97,91.12,15.54,1,0.9418,42,GRANTS_GOV
2020,BROADBAND,0,POPULATION,STATE,54.64,233118.56,87199753.32,43716435.94,2876,866,34212913772.05,OUTPUT_A,60.64,94.18,5.28,1,0.8225,9,GRANTS_GOV
2012,JUSTICE_ASSIST,1,COMPETITIVE,HOSPITAL,56.23,952324.2,106871068.05,53911696.12,692,216,10499882883.23,EQUITY_D,60.44,80.03,3.84,1,0.3065,16,GRANTS_GOV
2015,HOUSING_CDBG,1,COMPETITIVE,LOCAL,19.48,329578.07,74344027.58,37336802.82,411,25,1052828390.22,ACCESS_E,56.47,51.76,2.52,1,0.0199,14,STATE_PORTAL
2020,JUSTICE_ASSIST,1,EQUAL_SHARE,STATE,34.36,712956.3,218727967.12,109720461.71,5052,1292,135867205642.59,OUTCOME_B,57.93,83.54,7.24,1,0.5953,47,GRANTS_GOV
2019,HEALTH_MCH,0,MATCHING,SCHOOL_DISTRICT,51.46,573541.06,80997365.54,40785453.3,5082,803,31798228173.65,OUTCOME_B,58.59,91.82,3.18,1,0.6938,35,GRANTS_GOV
2022,HEALTH_MCH,1,COMPETITIVE,SCHOOL_DISTRICT,29.5,227453.86,8704665.22,4466059.54,709,285,1193124568.13,OUTPUT_A,71.79,30.46,8.94,1,0.5372,30,STATE_PORTAL
2018,BROADBAND,0,NEED_BASED,LOCAL,33.03,685967.31,322456966.86,161571467.08,3219,180,28441545979.61,QUALITY_C,95.69,62.62,13.16,1,0.0803,37,GRANTS_GOV
2015,ENERGY_EFF,0,MATCHING,LOCAL,16.77,899159.97,190057530.59,95478345.28,3117,885,88181575644.82,NONE,48.77,79.26,4.09,1,0.185,36,GRANTS_GOV
2021,BROADBAND,1,POPULATION,UNIVERSITY,41.72,332119.51,24978700.87,12655410.19,1372,150,1651875321.07,OUTPUT_A,41.94,43.63,11.36,1,0.7351,44,CUSTOM_PORTAL_A
2013,JUSTICE_ASSIST,0,EQUAL_SHARE,UNIVERSITY,11.46,290101.43,68176595.69,34233348.56,2179,142,4375630602.74,EQUITY_D,81.21,69.54,19.99,1,0.0088,21,GRANTS_GOV
2018,WATER_SR,0,COMPETITIVE,STATE,46.64,567352.4,102942870.03,51755111.22,3618,1449,72426119710.35,EQUITY_D,67.19,67.86,18.15,1,0.7228,34,CUSTOM_PORTAL_B
2015,BROADBAND,1,COMPETITIVE,UNIVERSITY,40.87,686372.94,70263149.99,35474761.46,1408,554,18556440726.81,ACCESS_E,97.18,50.5,8.05,1,0.0173,50,GRANTS_GOV
2010,HOUSING_CDBG,0,MATCHING,NONPROFIT,19.59,340236.76,64438000.93,32389118.84,5152,349,12195057455.03,EQUITY_D,67.56,31.93,12.19,1,0.6419,16,GRANTS_GOV
2010,EDU_BLOCK,0,POPULATION,SCHOOL_DISTRICT,7.87,316548.38,93291407.83,46803978.1,1553,325,15582872474.88,OUTPUT_A,65.69,26.89,19.35,1,0.9244,35,CUSTOM_PORTAL_B
2011,EDU_BLOCK,1,NEED_BASED,NONPROFIT,14.73,180931.55,50468018.12,25324474.83,4280,275,6825719189.14,QUALITY_C,46.67,82.26,16.43,1,0.3956,1,STATE_PORTAL
2010,TRANS_FORMULA,0,POPULATION,UNIVERSITY,2.34,548983.78,158590470.93,79569727.36,3678,1476,105531368786.47,OUTCOME_B,43.29,98.82,3.67,1,0.6319,28,CUSTOM_PORTAL_A
2019,ENERGY_EFF,0,COMPETITIVE,UNIVERSITY,19.76,323712.25,50776803.86,25550258.06,2343,875,19616208701.96,ACCESS_E,98.67,74.44,19.23,1,0.0814,0,GRANTS_GOV
2021,BROADBAND,1,POPULATION,UNIVERSITY,20.77,430101.78,79050661.69,39740381.74,2613,417,15277735794.23,OUTCOME_B,42.87,75.84,1.62,1,0.1169,40,GRANTS_GOV
2019,ENERGY_EFF,0,COMPETITIVE,LOCAL,6.78,579650.17,148628112.05,74603881.11,5434,1630,116648800433.16,OUTCOME_B,63.91,30.39,13.06,1,0.2864,49,CUSTOM_PORTAL_B
2022,TRANS_FORMULA,1,NEED_BASED,UNIVERSITY,46.87,893607.34,327987293.37,164440450.35,3456,1466,241765082645.87,OUTCOME_B,69.46,72.42,3.42,1,0.6677,37,CUSTOM_PORTAL_A
2018,TRANS_FORMULA,1,NEED_BASED,TRIBAL,31.85,210587.47,14858187.42,7534387.44,1888,186,1559453929.12,QUALITY_C,43.51,35.94,5.32,1,0.7223,24,CUSTOM_PORTAL_A
2009,ENERGY_EFF,0,NEED_BASED,LOCAL,26.77,608644.97,134680213.87,67644429.42,4684,1645,121946156437.04,NONE,67.39,35.16,11.39,1,0.5327,26,GRANTS_GOV
2025,EDU_BLOCK,0,MATCHING,NONPROFIT,22.71,875465.33,265614568.54,133245016.94,5585,1649,199691449310.46,OUTPUT_A,52.06,69.18,3.22,1,0.8211,45,GRANTS_GOV
2021,JUSTICE_ASSIST,1,NEED_BASED,LOCAL,4.46,449085.61,101216163.5,50832624.56,1011,348,15977294078.4,EQUITY_D,53.63,67.08,8.61,1,0.3195,24,STATE_PORTAL
2017,JUSTICE_ASSIST,0,NEED_BASED,NONPROFIT,7.74,567122.08,109485081.77,55026101.92,1325,330,20001665899.1,OUTCOME_B,55.01,97.61,19.87,0,0.3103,7,GRANTS_GOV
2019,BROADBAND,0,POPULATION,SCHOOL_DISTRICT,1.57,554874.71,193287453.21,96921163.96,3773,400,39909515162.46,NONE,62.46,46.36,15.67,1,0.8804,25,GRANTS_GOV
2012,EDU_BLOCK,0,COMPETITIVE,STATE,48.89,733327.78,116359486.9,58546407.34,2677,352,21912884117.39,EQUITY_D,52.31,47.53,0.66,1,0.6962,33,GRANTS_GOV
2011,HOUSING_CDBG,1,POPULATION,STATE,22.05,389495.15,125368172.5,62878833.82,4679,1699,102886446344.6,QUALITY_C,85.71,81.16,15.42,1,0.5253,12,GRANTS_GOV
2018,HOUSING_CDBG,1,MATCHING,STATE,1.82,700602.93,158830967.77,79765785.35,3583,1599,137632718844.7,EQUITY_D,59.05,56.99,15.45,1,0.4509,4,CUSTOM_PORTAL_B
2010,JUSTICE_ASSIST,1,COMPETITIVE,HOSPITAL,27.7,786438.36,68451183.46,34618810.91,244,85,2917313655.16,QUALITY_C,97.22,58.36,9.51,0,0.0414,13,STATE_PORTAL
2017,JUSTICE_ASSIST,0,POPULATION,SCHOOL_DISTRICT,10.71,605089.67,168900117.97,84752603.82,3816,1526,116832933782.53,OUTPUT_A,63.6,72.83,1.55,0,0.3265,45,STATE_PORTAL
2020,TRANS_FORMULA,1,OTHER,NONPROFIT,19.71,90107.04,32950872.28,16520489.66,177,56,1030508616.97,NONE,63.09,73.48,1.77,1,0.2774,23,CUSTOM_PORTAL_A
2021,ENERGY_EFF,1,EQUAL_SHARE,STATE,0.11,405598.87,117962611.97,59184105.42,292,52,3376910496.18,OUTCOME_B,84.3,46.34,0.91,1,0.6882,35,GRANTS_GOV
2010,TRANS_FORMULA,1,COMPETITIVE,STATE,33.61,964353.31,56432941.51,28698647.41,635,193,4832473095.19,OUTCOME_B,95.84,75.99,6.16,1,0.4026,35,CUSTOM_PORTAL_A
2022,BROADBAND,0,NEED_BASED,LOCAL,7.34,378198.78,177826575.56,89102387.17,1354,334,30138466052.25,NONE,73.14,84.67,18.88,1,0.0777,27,CUSTOM_PORTAL_A
2025,HOUSING_CDBG,1,POPULATION,SCHOOL_DISTRICT,45.57,953126.5,114884867.48,57918996.99,2941,1288,72450706295.72,NONE,55.74,27.38,2.57,0,0.2311,3,GRANTS_GOV
2018,BROADBAND,1,OTHER,HOSPITAL,15.21,639399.2,44494637.92,22567018.56,1485,394,8943947689.64,EQUITY_D,64.28,37.11,7.95,0,0.9709,43,CUSTOM_PORTAL_A
2025,EDU_BLOCK,0,MATCHING,STATE,41.62,328263.88,51021249.08,25674756.48,118,23,586246608.47,NONE,61.2,61.82,16.23,1,0.8363,36,CUSTOM_PORTAL_B
