civic_ballot_election_cycle_year,civic_ballot_measure_id,civic_ballot_measure_type_code,civic_ballot_measure_topic_code,civic_ballot_ballot_title_short,civic_ballot_signature_requirement_count,civic_ballot_signatures_verified_count,civic_ballot_qualification_status_code,civic_ballot_campaign_spend_support_usd,civic_ballot_campaign_spend_oppose_usd,civic_ballot_endorsement_count_support,civic_ballot_endorsement_count_oppose,civic_ballot_media_mentions_count,civic_ballot_polling_support_pct,civic_ballot_polling_oppose_pct,civic_ballot_vote_yes_total,civic_ballot_vote_no_total,civic_ballot_measure_passed_flag,civic_ballot_implementation_start_date,civic_ballot_legal_challenge_flag
2000,MEAS000001285,AMENDMENT,HEALTH,HEALTH_TITLE001285,1079620,1068948,QUALIFIED,56723622.66,60295850.94,158,1762,133211,52.02,49.94,1692075,1919389,0,2021-05-28,0
2019,MEAS000001286,BOND,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001286,1200255,1190573,QUALIFIED,234912616.95,145274419.44,1926,187,52,45.67,58.81,173846,200622,0,2020-12-31,0
2020,MEAS000001287,INITIATIVE,EDU,EDU_TITLE001287,1112002,1105033,PENDING,75905138.75,96409383.19,2429,1450,19821,59.38,43.64,1191888,1237697,0,2024-01-06,0
2010,MEAS000001288,CHARTER,OTHER,OTHER_TITLE001288,1086443,1100240,QUALIFIED,54496071.99,29367637.43,425,308,61015,65.58,36.92,29741,25488,1,2025-03-10,0
2003,MEAS000001289,INITIATIVE,OTHER,OTHER_TITLE001289,706370,698357,QUALIFIED,92186395.44,124999754.48,2188,2295,131632,29.53,69.82,59290,69812,0,2004-01-15,0
2017,MEAS000001290,INITIATIVE,TAX,TAX_TITLE001290,885405,865720,QUALIFIED,103059083.34,128537581.1,737,904,71343,39.14,65.23,1773129,1858244,0,2017-12-15,0
2014,MEAS000001291,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE001291,516400,519866,QUALIFIED,247489516.4,68372730.09,1660,451,31178,49.27,45.84,2389499,1910279,1,2014-05-20,0
2017,MEAS000001292,INITIATIVE,HEALTH,HEALTH_TITLE001292,1498423,1510939,QUALIFIED,130899690.02,213396807.04,2381,1479,143238,20.54,77.63,2188501,2205000,0,2000-08-18,0
2022,MEAS000001293,INITIATIVE,HEALTH,HEALTH_TITLE001293,275023,285647,PENDING,225352119.79,140018246.33,470,1081,142675,57.14,42.1,2026348,1785065,1,2004-03-22,0
2007,MEAS000001294,AMENDMENT,HOUSING,HOUSING_TITLE001294,589285,603172,FAILED,15496108.22,147379843.91,1076,1011,38065,78.68,19.73,2342577,2192922,1,2025-03-06,0
2013,MEAS000001295,REFERENDUM,TRANSPORT,TRANSPORT_TITLE001295,810651,813181,QUALIFIED,169241317.92,238894741.66,2320,86,89027,44.32,56.03,119193,176851,0,2004-08-26,0
2001,MEAS000001296,CHARTER,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001296,710661,706124,FAILED,96422108.69,156216111.29,1171,437,97161,26.87,71.17,1060551,721254,1,2007-07-18,0
2008,MEAS000001297,RECALL,HOUSING,HOUSING_TITLE001297,271046,276060,FAILED,210251251.23,60917855.19,2137,444,59934,38.73,64.13,1875100,1393582,1,2004-08-01,0
2019,MEAS000001298,REFERENDUM,OTHER,OTHER_TITLE001298,1026941,1032431,QUALIFIED,148263682.25,111667099.96,75,2294,33590,73.71,26.21,2112460,2839588,0,2002-06-25,0
2023,MEAS000001299,REFERENDUM,LABOR,LABOR_TITLE001299,1187235,1184538,PENDING,33271698.42,9190879.32,43,1526,82374,44.45,50.91,292529,345595,0,2002-12-11,1
2001,MEAS000001300,REFERENDUM,HEALTH,HEALTH_TITLE001300,557012,541549,QUALIFIED,195888880.05,7641320.83,38,1873,17950,62.61,36.2,1378584,3081051,0,2022-02-04,0
2019,MEAS000001301,INITIATIVE,HOUSING,HOUSING_TITLE001301,1439158,1451747,QUALIFIED,5897438.73,82919653.03,1217,2328,70936,44.45,51.33,707416,1282607,0,2011-10-21,0
2001,MEAS000001302,BOND,HOUSING,HOUSING_TITLE001302,1133271,1124984,QUALIFIED,230579757.9,218420882.46,2372,124,55747,20.03,76.9,1437876,770268,1,2008-07-23,0
2025,MEAS000001303,REFERENDUM,HOUSING,HOUSING_TITLE001303,153363,139991,QUALIFIED,214256515.57,95660006.09,1748,2444,86986,62.62,39.57,256899,523278,0,2018-01-12,0
2003,MEAS000001304,INITIATIVE,HOUSING,HOUSING_TITLE001304,1037192,1038625,QUALIFIED,32634670.53,20908496.49,1878,128,121614,67.69,27.36,1516814,2817937,0,2015-07-01,1
2023,MEAS000001305,AMENDMENT,ELECTIONS,ELECTIONS_TITLE001305,1355391,1352881,QUALIFIED,196883421.55,69340713.96,2327,167,137355,21.68,82.24,1678115,1229202,1,2008-10-07,0
2002,MEAS000001306,REFERENDUM,EDU,EDU_TITLE001306,1335951,1344859,QUALIFIED,226799142.15,171230533.98,1463,2375,112803,30.82,68.76,353666,464303,0,2011-04-28,0
2009,MEAS000001307,INITIATIVE,ELECTIONS,ELECTIONS_TITLE001307,1085677,1098315,QUALIFIED,89919193.15,217799735.19,211,921,130427,60.13,41.18,311390,156811,1,2005-03-03,0
2012,MEAS000001308,INITIATIVE,EDU,EDU_TITLE001308,1265171,1271869,QUALIFIED,217891371.38,193683109.13,1844,689,119125,37.46,65.27,1318814,2949580,0,2008-02-13,0
2021,MEAS000001309,INITIATIVE,TAX,TAX_TITLE001309,21634,29533,FAILED,144954379.4,232141535.09,577,1984,68495,44.14,52.79,1266143,1055079,1,2010-05-10,0
2015,MEAS000001310,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE001310,586255,574235,FAILED,232253608.52,6972653.89,958,1531,59682,45.69,59.08,1695609,1376523,1,2025-10-18,0
2001,MEAS000001311,INITIATIVE,HEALTH,HEALTH_TITLE001311,298727,294876,PENDING,167624783.89,82826284.29,2273,319,121204,21.53,81.34,653554,903662,0,2023-05-08,0
2022,MEAS000001312,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001312,691205,676695,QUALIFIED,189857989.04,70071629.22,2385,1776,113541,38.81,61.08,2664589,1174274,1,2023-04-21,1
2017,MEAS000001313,AMENDMENT,TAX,TAX_TITLE001313,720327,712209,QUALIFIED,231749569.72,218728079.41,924,1365,143673,51.57,52.95,82232,72752,1,2002-07-28,0
2003,MEAS000001314,REFERENDUM,LABOR,LABOR_TITLE001314,459450,442356,QUALIFIED,97871634.7,192725328.85,2136,1481,8070,68.47,31.67,584709,755138,0,2001-01-23,0
2008,MEAS000001315,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE001315,1465222,1459520,FAILED,71160452.68,231914674.09,395,246,12753,34.6,66.41,1212808,706843,1,2011-03-18,0
2023,MEAS000001316,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001316,332342,341720,PENDING,225511228.75,61565862.23,554,1567,77883,20.06,79.86,281410,155046,1,2022-12-16,0
2003,MEAS000001317,AMENDMENT,ENVIRONMENT,ENVIRONMENT_TITLE001317,1071539,1086007,QUALIFIED,110113227.42,122840714.78,233,304,118969,66.02,34.17,931526,894289,1,2019-04-10,1
2017,MEAS000001318,REFERENDUM,TRANSPORT,TRANSPORT_TITLE001318,526221,512146,QUALIFIED,173767331.33,144272586.63,2185,1512,145067,22.34,74.7,156841,204163,0,2010-03-02,0
2016,MEAS000001319,INITIATIVE,TAX,TAX_TITLE001319,1386937,1378187,PENDING,66052930.72,108266763.82,1035,2279,4792,33.89,61.16,1024651,929556,1,2009-02-12,0
2014,MEAS000001320,CHARTER,TRANSPORT,TRANSPORT_TITLE001320,119714,132368,FAILED,59115133.03,182572795.39,2201,811,3904,29.63,69.63,1747114,857506,1,2020-02-29,1
2014,MEAS000001321,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE001321,339458,329692,FAILED,133266521.04,232201635.49,597,1438,121821,27.09,69.92,2896333,1800819,1,2014-05-31,0
2021,MEAS000001322,INITIATIVE,EDU,EDU_TITLE001322,390554,394725,FAILED,109236083.86,195319463.06,983,1414,115026,22.07,82.73,2054555,2384160,0,2021-04-18,0
2010,MEAS000001323,INITIATIVE,EDU,EDU_TITLE001323,595355,593527,FAILED,116536219.46,4325234.37,946,723,14761,69.69,28.56,2919559,1534349,1,2020-04-04,0
2014,MEAS000001324,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001324,506404,501106,WITHDRAWN,127283673.15,30982992.05,514,2201,73959,69.01,29.83,345557,801665,0,2013-08-05,0
2007,MEAS000001325,REFERENDUM,HEALTH,HEALTH_TITLE001325,828630,818110,PENDING,194207219.84,121430867.44,922,587,60276,45.19,52.82,1559286,2109214,0,2019-08-24,0
2023,MEAS000001326,AMENDMENT,ENVIRONMENT,ENVIRONMENT_TITLE001326,14041,5840,FAILED,89379031.75,191482394.87,1146,872,129698,40.05,62.36,1355532,1160144,1,2014-08-31,0
2016,MEAS000001327,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE001327,788196,780444,PENDING,115729393.86,198874079.03,2139,302,53571,72.5,23.84,750605,341013,1,2009-12-01,0
2022,MEAS000001328,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE001328,1389237,1373003,QUALIFIED,192414351.82,163385675.94,1729,524,113235,58.31,39.21,844535,482847,1,2024-06-14,0
2023,MEAS000001329,CHARTER,ENVIRONMENT,ENVIRONMENT_TITLE001329,707372,711798,QUALIFIED,54461919.03,31199030.07,1960,107,9885,74.34,29.55,1883353,1513551,1,2008-10-30,0
2025,MEAS000001330,AMENDMENT,HEALTH,HEALTH_TITLE001330,388656,406157,FAILED,123219362.29,69782815.85,928,811,53863,69.71,28.0,2311466,1571437,1,2019-11-29,0
2000,MEAS000001331,REFERENDUM,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001331,956773,966021,QUALIFIED,180453770.24,186680078.55,1596,660,22046,24.03,80.11,390320,458860,0,2024-04-05,0
2020,MEAS000001332,INITIATIVE,OTHER,OTHER_TITLE001332,671103,678166,QUALIFIED,5541217.25,210041580.97,2374,542,42477,76.09,22.96,805258,618451,1,2021-12-21,0
2015,MEAS000001333,REFERENDUM,LABOR,LABOR_TITLE001333,44813,58628,PENDING,165396778.14,72111802.22,174,1941,15302,77.57,25.52,2891710,1499300,1,2013-09-15,0
2009,MEAS000001334,AMENDMENT,ELECTIONS,ELECTIONS_TITLE001334,551283,532748,PENDING,41202746.38,94174381.8,2133,2371,31269,45.35,52.71,65942,29055,1,2023-03-31,1
2022,MEAS000001335,CHARTER,ENVIRONMENT,ENVIRONMENT_TITLE001335,813146,829968,QUALIFIED,60839765.69,107854936.97,850,1970,6904,60.66,41.99,1343609,2717027,0,2013-09-20,0
2025,MEAS000001336,INITIATIVE,HOUSING,HOUSING_TITLE001336,1309989,1313726,PENDING,186004981.79,15753221.84,998,1396,73808,64.82,31.86,1685013,1134482,1,2003-12-15,0
2006,MEAS000001337,AMENDMENT,LABOR,LABOR_TITLE001337,1350733,1358416,QUALIFIED,74820023.12,183694493.91,306,388,124754,68.51,31.27,54853,66479,0,2002-09-03,0
2000,MEAS000001338,AMENDMENT,LABOR,LABOR_TITLE001338,1241651,1239259,QUALIFIED,201817363.68,201533292.53,1978,1124,131380,30.91,73.66,3123214,1467157,1,2012-08-04,1
2015,MEAS000001339,BOND,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001339,78528,68790,QUALIFIED,235505038.08,166550986.12,1154,1425,64888,69.76,28.15,778887,735928,1,2006-11-29,0
2009,MEAS000001340,RECALL,ENVIRONMENT,ENVIRONMENT_TITLE001340,54806,37768,QUALIFIED,234750566.78,59799381.25,2494,1604,19650,63.43,41.07,3115363,1511586,1,2016-01-07,1
2007,MEAS000001341,AMENDMENT,ENVIRONMENT,ENVIRONMENT_TITLE001341,889491,891937,FAILED,9447897.11,144897327.46,1899,2436,146350,42.12,60.52,788617,1733313,0,2002-06-10,0
2001,MEAS000001342,INITIATIVE,OTHER,OTHER_TITLE001342,1291393,1273457,PENDING,191237640.42,230259526.1,500,525,91066,64.69,35.32,1017346,1300034,0,2006-07-15,0
2008,MEAS000001343,REFERENDUM,TAX,TAX_TITLE001343,592643,583154,FAILED,92038315.02,22924523.33,1092,1563,8127,21.63,81.18,1199686,526615,1,2002-07-15,0
2001,MEAS000001344,AMENDMENT,HOUSING,HOUSING_TITLE001344,169453,154250,QUALIFIED,127702987.27,23467532.18,1928,2433,58086,26.3,69.91,2652277,1157094,1,2007-10-29,0
2009,MEAS000001345,AMENDMENT,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001345,1016545,1020599,QUALIFIED,71727366.11,203582659.57,2129,1090,24308,52.72,45.0,1318397,2190715,0,2023-08-28,0
2023,MEAS000001346,REFERENDUM,TRANSPORT,TRANSPORT_TITLE001346,871849,878807,FAILED,31224501.41,132049361.89,1260,1084,82022,38.62,56.57,1626527,3183354,0,2018-07-02,0
2009,MEAS000001347,BOND,OTHER,OTHER_TITLE001347,1277896,1272936,QUALIFIED,83039710.73,61919050.23,2140,328,89043,67.55,30.17,1051049,2165277,0,2000-06-25,0
2011,MEAS000001348,INITIATIVE,LABOR,LABOR_TITLE001348,717138,726943,WITHDRAWN,192896008.78,100720950.97,394,1798,38839,67.72,34.18,948568,1534114,0,2000-08-09,0
2012,MEAS000001349,INITIATIVE,OTHER,OTHER_TITLE001349,597294,581366,FAILED,115267466.37,83329101.27,426,1497,96281,36.93,63.75,1363403,1610179,0,2011-01-12,0
2002,MEAS000001350,REFERENDUM,TRANSPORT,TRANSPORT_TITLE001350,64026,49536,LITIGATED,82131487.26,99320644.52,1458,399,122506,62.51,34.16,629168,923011,0,2007-04-03,0
2008,MEAS000001351,INITIATIVE,OTHER,OTHER_TITLE001351,1154891,1171787,QUALIFIED,43220481.08,248068503.1,2290,1927,105961,69.7,31.98,1310865,896240,1,2014-09-25,0
2009,MEAS000001352,INITIATIVE,LABOR,LABOR_TITLE001352,726104,729411,QUALIFIED,51214493.75,190645441.14,510,1886,73164,49.79,46.86,1158527,862425,1,2015-12-21,0
2006,MEAS000001353,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001353,731953,731000,FAILED,103160953.03,102828928.78,489,799,22938,35.33,67.35,1211760,1852386,0,2003-07-20,0
2010,MEAS000001354,AMENDMENT,OTHER,OTHER_TITLE001354,778597,793044,FAILED,91535730.27,238896315.14,1825,426,30234,69.45,29.04,713487,950688,0,2013-05-09,0
2009,MEAS000001355,AMENDMENT,ELECTIONS,ELECTIONS_TITLE001355,1182416,1173450,FAILED,223879274.79,74947739.25,1858,960,68914,48.68,51.15,1105200,1123130,0,2007-08-21,0
2008,MEAS000001356,AMENDMENT,ELECTIONS,ELECTIONS_TITLE001356,1005182,1016831,FAILED,246604552.83,156914484.83,1329,2202,54195,50.35,54.41,957576,1225290,0,2012-04-01,0
2018,MEAS000001357,INITIATIVE,EDU,EDU_TITLE001357,561128,576852,QUALIFIED,157997948.78,6403246.11,1903,2366,74613,43.7,58.41,2399833,2191113,1,2005-05-20,0
2005,MEAS000001358,AMENDMENT,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001358,1155145,1152206,QUALIFIED,60003474.69,211141212.32,594,613,24089,27.78,71.4,1520508,1236851,1,2012-12-16,0
2004,MEAS000001359,AMENDMENT,HOUSING,HOUSING_TITLE001359,617139,626029,WITHDRAWN,235709868.01,40830038.14,1853,808,138730,72.4,27.98,1884129,2405899,0,2024-11-23,1
2006,MEAS000001360,REFERENDUM,TRANSPORT,TRANSPORT_TITLE001360,658442,642958,FAILED,106837530.84,195442227.55,1224,1790,110395,59.34,43.76,1610291,891306,1,2008-02-19,0
2023,MEAS000001361,REFERENDUM,OTHER,OTHER_TITLE001361,239307,225552,QUALIFIED,54081328.73,50855391.43,1150,1009,74613,76.28,22.61,626859,330372,1,2019-11-11,0
2010,MEAS000001362,INITIATIVE,LABOR,LABOR_TITLE001362,1038206,1050280,QUALIFIED,214881869.27,205114541.13,512,692,51438,35.81,61.32,1365009,1301468,1,2012-11-15,1
2005,MEAS000001363,INITIATIVE,TAX,TAX_TITLE001363,476041,462784,FAILED,151228636.18,87584780.15,456,1758,140347,68.45,32.2,953577,1200294,0,2010-02-17,1
2023,MEAS000001364,BOND,EDU,EDU_TITLE001364,528846,519642,QUALIFIED,146035127.01,55750585.37,2415,13,96877,24.86,73.16,520801,249029,1,2025-06-13,0
2014,MEAS000001365,REFERENDUM,ELECTIONS,ELECTIONS_TITLE001365,1372084,1357393,QUALIFIED,207610263.11,159685715.27,2294,1241,15216,63.97,37.28,410392,393360,1,2017-06-15,0
2022,MEAS000001366,AMENDMENT,EDU,EDU_TITLE001366,198376,212752,PENDING,118837465.66,68332537.91,789,2123,63489,32.85,71.45,266616,115057,1,2013-02-07,0
2001,MEAS000001367,BOND,TAX,TAX_TITLE001367,1428103,1438088,PENDING,233173812.84,69540941.07,2086,483,42781,62.72,39.19,1819555,2880105,0,2022-06-14,0
2007,MEAS000001368,REFERENDUM,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001368,1223600,1207616,FAILED,185870634.4,66398558.9,1048,739,62784,27.56,68.02,946366,754516,1,2010-04-30,0
2020,MEAS000001369,INITIATIVE,HEALTH,HEALTH_TITLE001369,1463942,1482865,QUALIFIED,28665493.48,157783301.78,2072,1231,115510,52.55,50.88,833483,1798475,0,2023-05-15,0
2016,MEAS000001370,REFERENDUM,TAX,TAX_TITLE001370,1054713,1048036,FAILED,219102357.11,138516387.99,231,32,89795,52.71,50.82,2822535,1722532,1,2012-04-01,0
2010,MEAS000001371,AMENDMENT,ENVIRONMENT,ENVIRONMENT_TITLE001371,819960,823708,QUALIFIED,33898637.73,24420359.6,649,2087,92118,79.78,17.63,1230636,2626728,0,2009-01-02,0
2024,MEAS000001372,REFERENDUM,TRANSPORT,TRANSPORT_TITLE001372,386699,379128,QUALIFIED,118992404.07,72000704.39,560,2191,45184,55.96,47.05,87330,61685,1,2018-12-08,0
2000,MEAS000001373,BOND,HOUSING,HOUSING_TITLE001373,902262,904323,QUALIFIED,158555262.71,117397739.29,1334,550,76914,26.03,69.51,1523553,1164144,1,2000-11-21,0
2001,MEAS000001374,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001374,604170,614219,QUALIFIED,187398098.49,197537197.95,1634,916,86861,79.59,21.82,1763855,2142904,0,2008-05-31,0
2018,MEAS000001375,INITIATIVE,TAX,TAX_TITLE001375,1393950,1397991,LITIGATED,162123873.3,142792985.74,2150,137,111752,70.39,29.82,262795,239968,1,2005-09-17,0
2015,MEAS000001376,CHARTER,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001376,1335052,1329115,QUALIFIED,126577414.54,170484470.77,1021,1082,127157,31.94,64.32,472723,349540,1,2025-06-24,0
2023,MEAS000001377,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001377,698079,709490,LITIGATED,169841869.96,182447329.73,280,516,62155,50.04,51.37,947903,1473510,0,2020-08-17,0
2013,MEAS000001378,AMENDMENT,HOUSING,HOUSING_TITLE001378,367173,382315,QUALIFIED,117698961.56,88158740.27,1918,271,27612,31.43,71.77,1499556,2026200,0,2005-12-09,0
2023,MEAS000001379,AMENDMENT,EDU,EDU_TITLE001379,546976,561364,QUALIFIED,199493640.91,114329707.45,666,2035,86220,77.1,20.86,3052527,1588443,1,2003-12-14,0
2017,MEAS000001380,BOND,ENVIRONMENT,ENVIRONMENT_TITLE001380,116310,130362,PENDING,180339986.95,156185453.75,1515,15,56154,64.96,35.8,966804,840298,1,2013-03-11,0
2004,MEAS000001381,AMENDMENT,EDU,EDU_TITLE001381,458491,461192,QUALIFIED,192001544.82,105061753.4,1945,763,11220,78.55,23.55,2022765,2307541,0,2018-09-14,0
2014,MEAS000001382,INITIATIVE,EDU,EDU_TITLE001382,804948,793813,PENDING,63913121.81,213126659.94,61,180,60640,34.97,65.43,2675881,1272052,1,2019-01-14,0
2022,MEAS000001383,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001383,1001979,994355,LITIGATED,33715313.19,106377324.59,785,488,50516,62.01,33.59,2395984,2452449,0,2005-08-25,0
2005,MEAS000001384,BOND,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001384,811583,817847,FAILED,131649492.05,124137221.92,480,443,26355,29.69,69.87,1916072,1883492,1,2009-03-23,0
2010,MEAS000001385,INITIATIVE,LABOR,LABOR_TITLE001385,826049,816105,LITIGATED,215015198.06,51723734.67,301,2385,63582,27.08,76.96,1087762,1464305,0,2002-11-01,0
2014,MEAS000001386,INITIATIVE,EDU,EDU_TITLE001386,102005,114325,FAILED,235300663.35,243729016.12,556,1835,2255,46.54,56.87,299208,178819,1,2008-05-14,0
2015,MEAS000001387,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001387,885192,884873,FAILED,192155080.19,25734642.86,369,1333,71058,28.36,69.22,1972500,1006372,1,2011-12-24,0
2025,MEAS000001388,REFERENDUM,HEALTH,HEALTH_TITLE001388,423633,420077,QUALIFIED,20579051.41,103202877.72,1956,567,119559,26.37,68.86,557551,1198893,0,2017-12-10,1
2009,MEAS000001389,CHARTER,ELECTIONS,ELECTIONS_TITLE001389,1470349,1460951,PENDING,187948912.79,184521386.52,1801,2008,72682,37.75,58.62,789535,1749154,0,2016-04-27,0
2023,MEAS000001390,REFERENDUM,LABOR,LABOR_TITLE001390,1337209,1330108,QUALIFIED,171513403.66,61394574.94,1200,2321,120630,51.12,51.39,714352,515506,1,2018-07-09,0
2000,MEAS000001391,CHARTER,OTHER,OTHER_TITLE001391,715505,727288,LITIGATED,191755484.96,152595901.79,2485,123,94526,23.59,73.12,201866,344051,0,2016-01-16,0
2003,MEAS000001392,AMENDMENT,TAX,TAX_TITLE001392,1286515,1278842,PENDING,249884386.3,72938980.14,708,235,117596,61.55,38.96,2129442,2199139,0,2018-08-26,0
2011,MEAS000001393,REFERENDUM,TAX,TAX_TITLE001393,1197138,1195725,FAILED,30755179.14,144573049.27,47,1800,131186,72.93,27.59,536703,759928,0,2009-09-06,0
2017,MEAS000001394,BOND,ELECTIONS,ELECTIONS_TITLE001394,582789,577042,PENDING,203807802.42,176021303.45,722,1419,115835,78.87,16.91,24331,11586,1,2005-05-20,0
2013,MEAS000001395,INITIATIVE,EDU,EDU_TITLE001395,971702,982164,FAILED,216992403.37,152590862.33,2329,2052,132637,42.32,61.09,1840248,1356085,1,2016-06-06,1
2023,MEAS000001396,REFERENDUM,ELECTIONS,ELECTIONS_TITLE001396,1030007,1013870,FAILED,234840464.92,239694661.88,921,1587,46032,72.06,28.11,1802333,3026919,0,2009-10-09,1
2020,MEAS000001397,INITIATIVE,HEALTH,HEALTH_TITLE001397,218807,211248,FAILED,1681473.39,91541114.32,1236,235,109451,45.78,54.71,1445297,1395091,1,2013-12-11,0
2009,MEAS000001398,BOND,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001398,159236,152518,QUALIFIED,102731835.98,131465334.57,949,2448,25215,68.62,31.05,1779693,1008739,1,2020-03-27,0
2018,MEAS000001399,INITIATIVE,OTHER,OTHER_TITLE001399,381471,384536,QUALIFIED,31398596.35,8996546.52,2167,173,134469,32.15,70.61,2440400,2019517,1,2013-04-09,0
2025,MEAS000001400,REFERENDUM,EDU,EDU_TITLE001400,637464,637507,FAILED,230475483.9,163013922.83,1468,350,5773,51.86,48.08,2492287,2408565,1,2015-01-24,0
2008,MEAS000001401,INITIATIVE,HOUSING,HOUSING_TITLE001401,263927,281509,QUALIFIED,148615845.43,148956524.03,797,13,46134,79.55,22.48,758058,1040396,0,2010-05-21,0
2009,MEAS000001402,INITIATIVE,LABOR,LABOR_TITLE001402,872348,863686,QUALIFIED,72888351.97,222241644.9,994,497,32153,69.32,29.99,285220,327580,0,2014-07-16,1
2006,MEAS000001403,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE001403,901988,882112,QUALIFIED,111863603.22,148064338.25,404,141,137694,39.35,60.02,65807,104349,0,2012-03-30,1
2003,MEAS000001404,REFERENDUM,OTHER,OTHER_TITLE001404,1372044,1367949,QUALIFIED,103290712.29,96213388.26,71,288,46142,66.5,32.83,182744,244767,0,2003-09-13,0
2018,MEAS000001405,AMENDMENT,ELECTIONS,ELECTIONS_TITLE001405,1022322,1014862,QUALIFIED,219597268.49,222213770.48,1002,576,13570,45.6,54.8,702363,444714,1,2006-10-29,0
2010,MEAS000001406,AMENDMENT,LABOR,LABOR_TITLE001406,557675,574013,QUALIFIED,237739880.45,16131960.61,732,2335,6073,46.41,57.42,41732,87061,0,2020-01-31,0
2018,MEAS000001407,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE001407,1491967,1484684,QUALIFIED,25229354.32,203193847.86,139,1357,39198,61.95,33.36,879732,1581362,0,2002-10-04,0
2000,MEAS000001408,BOND,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001408,1380949,1378891,QUALIFIED,89956040.69,31481648.6,1303,289,25333,34.46,69.12,187315,255248,0,2022-06-06,0
2017,MEAS000001409,REFERENDUM,HOUSING,HOUSING_TITLE001409,1124172,1133144,FAILED,35697532.26,82109586.62,1505,1585,6124,40.33,58.56,1248532,899757,1,2020-09-30,1
2018,MEAS000001410,INITIATIVE,TAX,TAX_TITLE001410,1411115,1394112,QUALIFIED,45963050.29,147049921.96,1180,1670,34721,23.17,73.4,652467,445719,1,2019-07-11,0
2025,MEAS000001411,REFERENDUM,LABOR,LABOR_TITLE001411,973700,958017,QUALIFIED,248905702.03,131805798.74,2094,921,79921,26.7,74.84,765514,342986,1,2002-04-20,0
2025,MEAS000001412,INITIATIVE,TAX,TAX_TITLE001412,899265,887316,FAILED,141648962.21,246111574.38,1179,111,10449,49.75,51.47,1591721,784428,1,2017-11-11,0
2024,MEAS000001413,BOND,ENVIRONMENT,ENVIRONMENT_TITLE001413,401775,401852,QUALIFIED,210984693.4,222287535.06,675,703,77226,69.42,31.08,1148594,1777401,0,2004-09-16,1
2005,MEAS000001414,REFERENDUM,HOUSING,HOUSING_TITLE001414,262193,243184,LITIGATED,197882477.46,66660335.14,1321,1469,141380,57.55,43.88,1805581,1739006,1,2025-10-04,0
2010,MEAS000001415,REFERENDUM,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001415,259786,241643,FAILED,136940787.1,85984159.78,164,685,64279,24.73,72.09,1918472,2184876,0,2018-05-07,0
2013,MEAS000001416,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001416,911322,913175,LITIGATED,167491305.11,66203347.66,2219,1172,3742,77.61,26.5,468521,414059,1,2005-07-11,0
2024,MEAS000001417,AMENDMENT,HEALTH,HEALTH_TITLE001417,1346481,1347072,FAILED,4913554.45,55554235.93,1235,376,57595,60.74,43.44,2915735,1670889,1,2023-09-10,0
2024,MEAS000001418,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001418,963494,971293,FAILED,55386697.59,249131973.92,2445,1320,78079,42.16,57.17,1755403,1169892,1,2019-07-22,0
2001,MEAS000001419,REFERENDUM,EDU,EDU_TITLE001419,1297504,1302068,FAILED,19550842.4,116396216.19,207,444,75737,21.57,82.64,1888262,2872004,0,2014-06-15,0
2003,MEAS000001420,INITIATIVE,OTHER,OTHER_TITLE001420,692123,700322,PENDING,13207198.31,218042825.85,2400,49,41476,64.6,32.73,2374556,2593358,0,2023-04-07,1
2006,MEAS000001421,INITIATIVE,TAX,TAX_TITLE001421,823659,841234,FAILED,128576574.2,64943482.34,2025,675,10971,43.44,52.25,1603701,862224,1,2002-02-18,0
