energy_eff_program_year,energy_eff_program_id,energy_eff_measure_type_code,energy_eff_rebate_amount_usd,energy_eff_participant_count,energy_eff_kwh_savings_first_year,energy_eff_kw_savings_peak,energy_eff_therm_savings_first_year,energy_eff_lifetime_savings_mwh,energy_eff_cost_effectiveness_trc,energy_eff_cost_effectiveness_pac,energy_eff_net_to_gross_ratio,energy_eff_free_ridership_rate,energy_eff_spillover_rate,energy_eff_verification_method_code,energy_eff_evaluation_report_link_id,energy_eff_income_qualification_flag,energy_eff_contractor_network_size,energy_eff_market_transformation_score,energy_eff_measure_installation_time_days
2009,PROG0001214,HVAC,1382.08,30312,181362.86,893.89,93068.44,2901.537,0.483,1.211,0.701,0.442,0.171,METERED,RPT00001214,0,6859,40.97,150
2012,PROG0001215,WEATHERIZATION,6718.68,222620,86859.55,3999.07,13351.56,1370.24,3.351,2.952,0.404,0.09,0.391,DEEMED,RPT00001215,0,4292,95.94,74
2010,PROG0001216,INSULATION,5942.92,243476,31147.15,4838.53,69724.94,294.546,2.698,0.299,1.013,0.066,0.17,INSPECTION,RPT00001216,0,2869,45.52,151
2011,PROG0001217,INDUSTRIAL_PROCESS,3322.6,123154,38176.34,1226.05,33803.84,506.434,2.868,1.707,0.72,0.564,0.102,METERED,RPT00001217,0,2511,60.09,179
2009,PROG0001218,SOLAR_WATER_HEAT,6660.12,195716,81054.91,2642.88,91268.69,772.964,3.067,1.277,0.651,0.186,0.289,BILLING_ANALYSIS,RPT00001218,0,4968,89.85,171
2011,PROG0001219,BUILDING_CONTROLS,7130.23,83121,181523.51,4269.13,43961.35,2410.784,2.029,1.6,0.985,0.577,0.242,BILLING_ANALYSIS,RPT00001219,0,3143,91.29,25
2021,PROG0001220,HVAC,4510.2,79380,237089.72,1070.54,53925.77,3967.866,1.648,0.434,0.844,0.342,0.38,BILLING_ANALYSIS,RPT00001220,0,8665,85.51,38
2017,PROG0001221,LED,406.6,106943,234069.9,4123.49,5101.7,2649.843,3.054,2.109,0.785,0.467,0.423,METERED,RPT00001221,0,8685,71.32,161
2016,PROG0001222,LED,6163.93,176201,821.75,176.6,17432.18,13.578,3.385,1.18,0.682,0.086,0.46,INSPECTION,RPT00001222,1,2048,81.54,119
2009,PROG0001223,WEATHERIZATION,1242.64,51285,127847.45,4739.15,86550.77,574.82,1.413,2.623,1.015,0.372,0.245,BILLING_ANALYSIS,RPT00001223,0,9570,22.64,69
2018,PROG0001224,BUILDING_CONTROLS,7093.97,90660,197399.15,3026.1,78950.07,2065.472,3.326,1.156,0.86,0.034,0.113,INSPECTION,RPT00001224,1,11250,5.79,38
2023,PROG0001225,WEATHERIZATION,5726.89,204841,14153.37,3007.33,9409.91,244.212,2.194,2.384,0.738,0.102,0.423,DEEMED,RPT00001225,0,9328,25.83,11
2019,PROG0001226,BUILDING_CONTROLS,5433.02,80993,1777.33,944.62,52613.35,28.362,2.876,2.063,1.036,0.425,0.066,EQUIPMENT_TRACKING,RPT00001226,1,6950,36.15,129
2013,PROG0001227,BUILDING_CONTROLS,1167.54,200704,1833.47,707.64,93243.46,23.626,1.421,1.04,0.924,0.331,0.392,BILLING_ANALYSIS,RPT00001227,0,1273,65.43,111
2014,PROG0001228,HVAC,5351.39,130553,69813.4,896.24,88081.74,434.592,2.529,1.33,0.454,0.356,0.197,METERED,RPT00001228,0,8851,43.69,67
2009,PROG0001229,INDUSTRIAL_PROCESS,5814.39,24166,95976.99,2440.9,43569.53,1575.761,2.327,1.863,0.905,0.258,0.142,INSPECTION,RPT00001229,0,8489,65.33,120
2020,PROG0001230,LED,727.21,90335,115262.47,1449.23,142.47,1705.014,0.806,1.504,0.662,0.207,0.308,METERED,RPT00001230,1,8664,63.23,60
2025,PROG0001231,WEATHERIZATION,6956.6,159325,211894.05,3396.59,19114.69,1481.534,3.354,1.137,0.838,0.532,0.263,METERED,RPT00001231,0,10603,47.3,175
2019,PROG0001232,HEAT_PUMP,5597.83,166713,237196.91,1367.87,34871.38,1350.653,1.281,0.185,0.482,0.594,0.05,INSPECTION,RPT00001232,0,3928,91.1,132
2013,PROG0001233,HEAT_PUMP,5792.36,216404,60373.64,1666.1,42552.69,968.292,1.332,1.921,0.868,0.522,0.463,METERED,RPT00001233,1,10959,38.77,47
2014,PROG0001234,OTHER,6347.92,46834,211932.33,2055.57,35932.09,2887.075,1.064,2.461,0.346,0.55,0.337,DEEMED,RPT00001234,1,6422,12.87,178
2022,PROG0001235,INDUSTRIAL_PROCESS,1241.0,107169,36752.98,4273.41,54908.55,351.012,1.164,2.72,0.35,0.511,0.264,INSPECTION,RPT00001235,0,7822,21.8,145
2025,PROG0001236,HEAT_PUMP,2291.4,123898,229411.83,4294.7,70348.77,3271.825,1.389,1.6,1.027,0.398,0.225,INSPECTION,RPT00001236,0,4874,59.7,86
2017,PROG0001237,HEAT_PUMP,4182.21,209005,34721.45,584.98,29601.32,459.228,1.014,0.677,1.078,0.548,0.201,INSPECTION,RPT00001237,0,6660,59.88,82
2014,PROG0001238,SOLAR_WATER_HEAT,815.05,60663,68409.25,4346.12,26017.93,1099.829,3.493,1.952,0.933,0.281,0.452,BILLING_ANALYSIS,RPT00001238,0,11085,61.68,108
2020,PROG0001239,BUILDING_CONTROLS,3326.28,59840,73749.6,1268.56,64186.83,969.043,2.938,1.312,0.458,0.347,0.337,BILLING_ANALYSIS,RPT00001239,0,5305,37.41,175
2015,PROG0001240,SOLAR_WATER_HEAT,4649.31,5614,153214.33,2400.78,60900.28,1659.88,2.342,0.485,0.837,0.202,0.464,METERED,RPT00001240,0,10329,2.97,85
2012,PROG0001241,OTHER,463.57,44434,108448.28,3936.61,85320.16,529.606,0.805,2.88,0.354,0.383,0.351,BILLING_ANALYSIS,RPT00001241,1,11419,63.55,110
2021,PROG0001242,OTHER,2614.95,44594,5883.58,4484.67,15537.39,42.891,1.956,2.816,0.987,0.166,0.237,METERED,RPT00001242,0,6202,66.33,63
2016,PROG0001243,APPLIANCE,543.39,88076,49242.45,1692.21,44839.61,198.881,3.028,1.311,0.523,0.432,0.085,INSPECTION,RPT00001243,1,1002,24.74,84
2017,PROG0001244,BUILDING_CONTROLS,1791.09,127778,55751.47,3241.63,13409.41,340.089,2.638,0.512,0.923,0.449,0.052,DEEMED,RPT00001244,0,4677,4.92,179
2012,PROG0001245,WEATHERIZATION,3909.3,147815,137986.72,1182.77,79797.11,839.389,2.518,1.823,0.618,0.395,0.273,BILLING_ANALYSIS,RPT00001245,0,11255,5.11,57
2014,PROG0001246,LED,5438.89,162597,210493.69,1871.45,77369.82,1030.796,1.051,2.745,0.524,0.412,0.357,BILLING_ANALYSIS,RPT00001246,1,4235,33.11,56
2021,PROG0001247,HEAT_PUMP,5694.44,207897,61757.17,1148.85,68228.31,655.168,0.993,2.348,0.781,0.594,0.449,METERED,RPT00001247,0,9659,3.67,31
2024,PROG0001248,OTHER,488.61,59394,24320.26,555.18,8009.76,272.358,1.272,0.404,0.698,0.371,0.401,DEEMED,RPT00001248,0,11330,51.97,24
2020,PROG0001249,INDUSTRIAL_PROCESS,5959.49,209055,109999.08,4730.56,20091.89,761.94,1.126,1.688,0.816,0.404,0.099,METERED,RPT00001249,0,10245,38.66,88
2022,PROG0001250,HEAT_PUMP,5798.01,28643,235633.74,213.28,55504.16,2449.305,1.76,0.164,0.791,0.2,0.199,BILLING_ANALYSIS,RPT00001250,1,5855,67.12,41
2009,PROG0001251,SOLAR_WATER_HEAT,7214.19,178144,30866.85,2333.61,45248.12,546.982,2.63,1.23,1.019,0.11,0.007,DEEMED,RPT00001251,0,6586,20.69,59
2019,PROG0001252,HEAT_PUMP,2690.96,1495,85909.54,760.01,2470.47,881.04,0.512,0.637,0.491,0.46,0.082,METERED,RPT00001252,0,6075,24.34,87
2024,PROG0001253,APPLIANCE,1246.99,7798,119591.19,4454.02,60728.29,797.906,2.613,0.885,0.329,0.457,0.417,EQUIPMENT_TRACKING,RPT00001253,1,3088,69.69,17
2017,PROG0001254,SOLAR_WATER_HEAT,305.65,188552,119354.55,4230.06,29666.37,1431.137,2.587,0.852,0.924,0.412,0.34,METERED,RPT00001254,0,1967,75.0,147
2017,PROG0001255,HVAC,1510.16,180046,212748.83,221.57,19707.82,3402.305,3.309,1.234,0.962,0.164,0.223,BILLING_ANALYSIS,RPT00001255,0,10573,16.47,113
2013,PROG0001256,APPLIANCE,3923.6,140735,127246.68,2016.23,40950.19,1035.447,3.182,1.52,0.396,0.126,0.143,DEEMED,RPT00001256,0,10662,77.31,51
2019,PROG0001257,LED,5690.7,22089,5279.93,313.87,38224.85,61.565,2.354,1.839,0.455,0.224,0.304,INSPECTION,RPT00001257,0,8947,39.27,47
2017,PROG0001258,SOLAR_WATER_HEAT,6338.1,65606,25372.58,3898.12,44540.38,327.176,2.812,1.118,1.038,0.135,0.152,INSPECTION,RPT00001258,1,6319,87.74,124
2015,PROG0001259,APPLIANCE,996.55,39994,41942.25,4382.58,3531.55,129.404,2.73,1.641,1.044,0.346,0.422,EQUIPMENT_TRACKING,RPT00001259,0,8969,45.95,140
2022,PROG0001260,OTHER,6992.17,9211,94349.64,936.16,3091.24,838.737,2.816,1.963,0.804,0.383,0.324,DEEMED,RPT00001260,0,4259,69.72,84
2016,PROG0001261,WEATHERIZATION,1498.34,226847,122338.58,3401.99,81559.2,683.984,2.058,0.139,0.476,0.338,0.208,EQUIPMENT_TRACKING,RPT00001261,1,8553,44.54,38
2011,PROG0001262,SOLAR_WATER_HEAT,5301.33,62221,219436.13,2546.73,47064.57,3289.506,2.045,0.267,0.651,0.405,0.13,METERED,RPT00001262,0,8645,14.67,170
2017,PROG0001263,INDUSTRIAL_PROCESS,6579.06,173451,166492.76,1192.47,89261.89,1309.21,1.802,1.011,0.809,0.19,0.196,METERED,RPT00001263,0,5130,98.02,80
2021,PROG0001264,HEAT_PUMP,3443.24,40730,173960.97,2796.86,81106.77,2697.376,1.162,1.769,0.997,0.532,0.349,BILLING_ANALYSIS,RPT00001264,0,11503,45.23,114
2020,PROG0001265,HEAT_PUMP,5049.77,22152,154124.76,4933.02,5845.43,2207.36,0.548,1.357,0.528,0.509,0.446,METERED,RPT00001265,1,10006,4.13,31
2020,PROG0001266,INDUSTRIAL_PROCESS,1405.12,188889,144384.67,1768.95,13684.12,569.782,1.963,2.102,0.631,0.106,0.021,METERED,RPT00001266,1,5464,49.32,46
2019,PROG0001267,INSULATION,436.13,225371,127946.03,3253.52,16371.24,1779.319,2.036,1.123,0.488,0.247,0.066,METERED,RPT00001267,0,5221,29.26,91
2023,PROG0001268,HEAT_PUMP,1632.16,219256,234352.05,587.56,1082.89,1315.749,2.452,1.007,0.982,0.092,0.062,INSPECTION,RPT00001268,1,5536,37.36,150
2012,PROG0001269,WEATHERIZATION,6823.14,151870,137201.48,4537.75,80558.41,1057.292,0.817,2.975,0.49,0.497,0.308,DEEMED,RPT00001269,1,2732,97.01,159
2018,PROG0001270,LED,5859.51,46939,50183.4,4450.38,68163.43,666.712,1.45,2.009,0.318,0.249,0.479,METERED,RPT00001270,0,8049,47.35,107
2025,PROG0001271,SOLAR_WATER_HEAT,2309.8,36003,58883.04,1021.02,91082.39,518.031,3.05,0.79,0.683,0.424,0.339,BILLING_ANALYSIS,RPT00001271,1,4194,47.83,103
2014,PROG0001272,APPLIANCE,2877.96,155311,68252.21,4337.88,73562.98,851.237,0.808,2.021,0.305,0.155,0.398,BILLING_ANALYSIS,RPT00001272,1,690,81.22,15
2011,PROG0001273,LED,7295.95,187092,117869.0,1598.61,66587.04,1808.787,1.884,1.055,0.564,0.062,0.377,INSPECTION,RPT00001273,1,2449,71.25,52
2020,PROG0001274,OTHER,7496.36,235737,236041.77,499.14,65248.63,2685.72,1.044,0.212,0.438,0.177,0.366,BILLING_ANALYSIS,RPT00001274,1,1284,81.48,170
2025,PROG0001275,WEATHERIZATION,87.25,15730,180642.84,185.6,89883.2,2502.03,3.007,1.977,0.59,0.289,0.095,DEEMED,RPT00001275,1,11247,4.68,14
2015,PROG0001276,HEAT_PUMP,1543.2,3200,157765.15,968.29,45803.44,2433.56,3.213,2.33,0.638,0.02,0.266,METERED,RPT00001276,0,10620,64.35,104
2022,PROG0001277,INSULATION,3602.64,4805,125570.15,3112.49,39750.97,1011.293,2.413,2.532,0.662,0.214,0.358,METERED,RPT00001277,1,3868,58.66,158
2010,PROG0001278,APPLIANCE,318.16,133174,90200.5,1325.43,57359.14,807.344,2.976,0.271,0.72,0.204,0.032,BILLING_ANALYSIS,RPT00001278,1,5624,31.92,66
2016,PROG0001279,HVAC,4604.83,28003,107110.91,3961.82,2356.49,1908.233,2.819,0.518,0.462,0.39,0.212,EQUIPMENT_TRACKING,RPT00001279,0,9840,70.42,3
2019,PROG0001280,INDUSTRIAL_PROCESS,2015.35,26343,170816.05,2514.73,93047.59,1853.802,2.572,0.949,0.616,0.296,0.047,INSPECTION,RPT00001280,1,11373,41.59,66
2017,PROG0001281,SOLAR_WATER_HEAT,5477.74,29821,8689.83,4787.46,9694.43,39.967,2.308,1.988,0.913,0.315,0.079,DEEMED,RPT00001281,0,9273,32.47,63
2014,PROG0001282,OTHER,2974.03,60189,162643.82,4294.11,45.12,912.986,1.555,2.55,0.425,0.007,0.096,EQUIPMENT_TRACKING,RPT00001282,0,7990,52.15,132
2017,PROG0001283,HVAC,965.76,204820,221288.9,435.79,85578.99,3351.366,3.224,0.94,0.509,0.579,0.318,DEEMED,RPT00001283,0,312,46.99,51
2018,PROG0001284,HVAC,2529.54,193040,70160.32,778.1,68858.02,1004.251,2.563,0.265,0.923,0.146,0.192,DEEMED,RPT00001284,1,2373,16.43,122
2019,PROG0001285,APPLIANCE,2139.71,105774,24699.35,2115.46,89027.26,130.896,0.366,1.731,0.667,0.418,0.243,INSPECTION,RPT00001285,0,627,20.2,130
2021,PROG0001286,SOLAR_WATER_HEAT,3266.55,3546,118690.71,177.02,23253.17,494.005,0.462,1.065,0.993,0.488,0.341,EQUIPMENT_TRACKING,RPT00001286,0,9406,10.9,107
2020,PROG0001287,APPLIANCE,6824.7,176510,224668.64,258.8,26914.26,1498.012,3.221,1.507,0.344,0.307,0.062,DEEMED,RPT00001287,0,6689,61.38,153
2022,PROG0001288,SOLAR_WATER_HEAT,5694.75,246350,62658.08,944.55,93778.21,786.075,3.209,1.245,0.597,0.501,0.388,INSPECTION,RPT00001288,1,11618,49.51,134
2022,PROG0001289,APPLIANCE,2267.88,93175,161078.62,3294.27,2816.33,1957.318,0.613,2.552,0.483,0.11,0.106,METERED,RPT00001289,0,1139,76.97,39
2020,PROG0001290,OTHER,1090.16,235164,44403.64,1366.95,39180.16,447.456,1.001,1.381,0.949,0.469,0.187,EQUIPMENT_TRACKING,RPT00001290,0,9235,27.36,5
2025,PROG0001291,SOLAR_WATER_HEAT,3425.53,108747,173715.47,2736.9,90518.6,872.299,2.119,2.014,0.415,0.285,0.229,BILLING_ANALYSIS,RPT00001291,0,300,32.65,107
2018,PROG0001292,LED,2627.3,5988,139722.58,4937.74,21604.17,1571.675,1.632,1.233,0.902,0.243,0.09,BILLING_ANALYSIS,RPT00001292,0,3232,67.38,172
2015,PROG0001293,HVAC,3520.73,174671,31771.19,1944.24,68408.45,381.657,2.632,1.294,0.426,0.147,0.281,EQUIPMENT_TRACKING,RPT00001293,1,1503,75.3,60
2023,PROG0001294,OTHER,1348.49,18788,88213.81,3448.17,65986.87,1099.095,3.441,1.197,0.777,0.342,0.311,INSPECTION,RPT00001294,0,11544,42.05,168
2013,PROG0001295,WEATHERIZATION,444.4,11424,57996.2,2242.82,36813.42,1029.764,3.264,1.9,0.574,0.524,0.192,BILLING_ANALYSIS,RPT00001295,0,1328,77.34,18
2022,PROG0001296,HEAT_PUMP,2564.37,233059,198360.56,615.98,36055.81,2197.701,3.416,2.64,0.992,0.109,0.185,INSPECTION,RPT00001296,0,2621,7.88,19
2015,PROG0001297,SOLAR_WATER_HEAT,76.63,45164,99022.39,522.05,28321.97,1271.494,0.678,2.852,1.075,0.26,0.396,INSPECTION,RPT00001297,1,1453,68.98,83
2023,PROG0001298,OTHER,3195.36,37459,2484.54,3055.0,81781.64,18.516,2.981,1.482,0.361,0.005,0.157,INSPECTION,RPT00001298,0,4744,12.7,110
2014,PROG0001299,BUILDING_CONTROLS,400.19,106487,157925.75,3656.0,66764.08,561.596,0.863,2.13,0.788,0.107,0.068,INSPECTION,RPT00001299,0,126,58.21,112
2017,PROG0001300,INDUSTRIAL_PROCESS,2308.57,161969,121028.2,4630.86,83124.51,1702.082,1.613,2.691,1.098,0.132,0.18,EQUIPMENT_TRACKING,RPT00001300,0,5771,62.44,163
2022,PROG0001301,INSULATION,3446.7,83266,203522.47,1666.34,24499.69,1073.024,2.068,1.228,1.082,0.133,0.47,INSPECTION,RPT00001301,1,7328,1.59,123
2019,PROG0001302,HEAT_PUMP,1595.46,77865,190712.45,3265.27,65353.5,1956.472,3.433,1.202,0.759,0.517,0.449,BILLING_ANALYSIS,RPT00001302,1,7148,12.95,0
2015,PROG0001303,HVAC,6772.66,126464,15749.31,901.45,54276.24,186.523,2.517,1.419,0.341,0.37,0.293,METERED,RPT00001303,0,7055,5.86,164
2020,PROG0001304,SOLAR_WATER_HEAT,5523.07,170240,69996.03,1254.47,24549.89,504.86,2.471,2.95,0.324,0.029,0.342,BILLING_ANALYSIS,RPT00001304,1,1118,41.72,74
2022,PROG0001305,INSULATION,4883.99,152833,115057.11,600.57,70570.39,1582.359,1.223,2.583,0.607,0.497,0.414,DEEMED,RPT00001305,0,6040,22.93,128
2023,PROG0001306,WEATHERIZATION,7096.02,47455,197004.34,3189.19,42147.3,2746.552,1.279,2.96,1.076,0.34,0.355,METERED,RPT00001306,0,187,18.94,98
2009,PROG0001307,APPLIANCE,1787.66,158633,32429.6,1319.97,20245.18,138.969,1.772,0.719,1.076,0.252,0.033,INSPECTION,RPT00001307,0,10225,61.97,37
2023,PROG0001308,HVAC,1315.38,78618,13430.35,1025.01,33277.85,170.451,1.072,0.725,0.419,0.583,0.423,BILLING_ANALYSIS,RPT00001308,0,2899,36.1,113
2020,PROG0001309,HVAC,4588.13,228488,143712.68,1347.75,13791.85,1321.457,0.712,0.66,1.083,0.457,0.4,METERED,RPT00001309,0,5181,77.38,121
2020,PROG0001310,HEAT_PUMP,4057.06,175304,214488.09,1352.85,22198.35,2016.403,3.467,1.326,0.958,0.342,0.397,EQUIPMENT_TRACKING,RPT00001310,0,10575,65.69,127
2022,PROG0001311,LED,5655.05,23028,163777.3,1839.74,4112.45,2921.424,1.79,1.481,0.34,0.107,0.115,BILLING_ANALYSIS,RPT00001311,0,695,1.84,14
2011,PROG0001312,INSULATION,6663.51,148760,97763.77,2516.7,47729.06,1384.959,2.883,1.235,0.467,0.341,0.174,METERED,RPT00001312,0,255,84.3,53
2025,PROG0001313,BUILDING_CONTROLS,6056.82,33997,125187.87,1548.27,50737.88,1942.205,2.1,0.111,0.38,0.415,0.419,EQUIPMENT_TRACKING,RPT00001313,1,7147,87.41,113
2013,PROG0001314,SOLAR_WATER_HEAT,4327.8,45533,112078.39,1098.6,32777.29,500.209,3.434,2.641,0.387,0.183,0.482,BILLING_ANALYSIS,RPT00001314,0,2570,0.04,43
2012,PROG0001315,HEAT_PUMP,5087.84,147614,36378.53,4315.07,92061.74,398.967,2.353,2.11,0.342,0.216,0.161,METERED,RPT00001315,0,11576,74.22,70
2009,PROG0001316,WEATHERIZATION,3733.19,247139,12104.41,3867.15,62451.31,45.161,3.067,0.253,0.917,0.272,0.441,METERED,RPT00001316,1,4096,19.38,61
2016,PROG0001317,SOLAR_WATER_HEAT,1306.78,171353,165471.71,4673.7,69004.75,2169.351,2.788,1.605,0.748,0.062,0.387,DEEMED,RPT00001317,0,3555,43.05,7
2017,PROG0001318,OTHER,2489.94,35397,10235.52,3930.48,44764.96,130.896,1.532,0.84,0.925,0.064,0.189,METERED,RPT00001318,0,11174,39.04,47
2009,PROG0001319,WEATHERIZATION,5079.51,132463,246738.1,1800.81,76881.75,1600.958,3.462,0.522,0.752,0.425,0.176,METERED,RPT00001319,0,121,5.3,53
2019,PROG0001320,INSULATION,115.72,20257,188319.29,4291.96,57027.11,1932.086,0.575,2.515,0.84,0.259,0.322,INSPECTION,RPT00001320,0,8514,7.14,24
2024,PROG0001321,INSULATION,7341.96,96872,146929.59,261.55,36072.78,2135.619,2.712,2.039,0.948,0.411,0.464,INSPECTION,RPT00001321,1,8239,17.18,25
2025,PROG0001322,OTHER,7163.43,183720,222041.53,1269.01,82310.08,2828.136,2.4,1.478,0.499,0.043,0.059,INSPECTION,RPT00001322,1,3403,12.2,68
2017,PROG0001323,OTHER,5441.81,197585,201515.64,4500.62,1701.78,1979.494,1.574,1.732,0.56,0.207,0.045,DEEMED,RPT00001323,0,5978,63.36,107
2014,PROG0001324,INSULATION,636.21,20058,150786.8,3316.61,60076.89,1203.747,1.323,0.598,0.667,0.3,0.164,INSPECTION,RPT00001324,0,2570,26.13,82
2010,PROG0001325,OTHER,6496.31,104939,230332.1,906.78,7234.86,3037.377,1.785,1.531,0.697,0.453,0.253,METERED,RPT00001325,0,6705,35.93,147
2016,PROG0001326,OTHER,537.26,77757,129034.56,1653.64,89674.44,1137.856,2.271,1.335,0.534,0.447,0.049,INSPECTION,RPT00001326,1,8503,8.78,168
2011,PROG0001327,OTHER,3408.28,55890,131281.79,2053.16,78570.26,1744.231,2.048,2.356,0.684,0.018,0.376,BILLING_ANALYSIS,RPT00001327,0,636,18.39,137
2024,PROG0001328,BUILDING_CONTROLS,1740.3,151492,112153.28,3512.78,15602.75,1828.586,0.615,2.638,0.521,0.359,0.218,METERED,RPT00001328,0,2580,15.61,25
2023,PROG0001329,WEATHERIZATION,6762.62,86884,100032.03,1501.87,44891.85,1442.267,0.919,1.453,0.352,0.499,0.062,DEEMED,RPT00001329,1,6818,80.11,89
2014,PROG0001330,LED,6763.83,68315,210091.6,3108.47,53666.41,2240.878,3.059,0.435,0.585,0.358,0.053,BILLING_ANALYSIS,RPT00001330,0,2181,70.49,142
2021,PROG0001331,HVAC,6506.01,102742,46122.39,1442.33,66569.16,803.388,1.714,0.645,0.961,0.589,0.408,INSPECTION,RPT00001331,1,10774,42.77,48
2015,PROG0001332,HVAC,2912.67,164883,213380.92,298.44,60282.76,1295.964,1.271,1.92,0.929,0.344,0.092,INSPECTION,RPT00001332,0,5161,43.2,131
2023,PROG0001333,OTHER,7138.5,107184,217960.96,2665.05,44072.67,1033.198,3.167,2.496,0.974,0.244,0.451,BILLING_ANALYSIS,RPT00001333,1,644,32.4,73
2010,PROG0001334,BUILDING_CONTROLS,723.75,49256,171152.53,1011.39,46750.38,1463.618,1.624,2.892,0.963,0.366,0.475,EQUIPMENT_TRACKING,RPT00001334,0,5537,73.96,9
2009,PROG0001335,SOLAR_WATER_HEAT,1202.98,73528,71114.23,525.07,82639.69,444.917,1.38,0.218,1.086,0.446,0.495,DEEMED,RPT00001335,0,124,75.49,28
2024,PROG0001336,HEAT_PUMP,1742.26,204693,194467.8,466.66,38687.58,2322.296,1.792,1.855,0.699,0.494,0.174,BILLING_ANALYSIS,RPT00001336,0,8320,83.96,11
2023,PROG0001337,HEAT_PUMP,3318.59,228543,158105.68,2168.31,91476.38,2514.459,3.102,1.431,0.486,0.52,0.095,EQUIPMENT_TRACKING,RPT00001337,1,3045,62.55,108
2022,PROG0001338,HVAC,6716.31,184955,93321.63,1690.44,42381.8,410.519,2.533,0.36,0.672,0.339,0.483,INSPECTION,RPT00001338,1,4860,0.44,53
2016,PROG0001339,INSULATION,4664.35,197007,57159.11,466.11,76261.16,515.158,1.116,0.503,0.676,0.147,0.307,EQUIPMENT_TRACKING,RPT00001339,1,2707,6.51,158
2022,PROG0001340,BUILDING_CONTROLS,5689.51,93599,1381.12,881.47,90720.22,17.162,2.153,1.664,0.889,0.112,0.217,INSPECTION,RPT00001340,0,5916,51.44,14
2011,PROG0001341,INDUSTRIAL_PROCESS,1498.98,154312,11748.72,571.81,84663.04,143.076,2.293,2.125,0.436,0.426,0.218,INSPECTION,RPT00001341,0,9271,57.41,117
2025,PROG0001342,SOLAR_WATER_HEAT,718.45,149409,201604.42,1864.52,45029.26,1991.406,0.929,1.687,0.819,0.544,0.459,METERED,RPT00001342,1,9478,45.54,141
2013,PROG0001343,OTHER,2399.47,38149,226597.46,725.03,80981.52,1492.88,1.148,0.895,0.826,0.025,0.026,BILLING_ANALYSIS,RPT00001343,1,7998,80.19,163
2024,PROG0001344,APPLIANCE,4530.06,16692,146186.12,3758.83,86880.08,2505.408,2.166,0.182,0.583,0.067,0.11,INSPECTION,RPT00001344,0,3375,88.25,60
2022,PROG0001345,SOLAR_WATER_HEAT,123.9,111385,236211.63,3295.14,72164.39,3466.135,0.246,2.706,0.915,0.246,0.033,EQUIPMENT_TRACKING,RPT00001345,0,209,14.6,5
2015,PROG0001346,HEAT_PUMP,4089.17,28042,227207.24,4658.74,66599.37,3191.772,2.178,0.642,1.099,0.275,0.359,INSPECTION,RPT00001346,1,7339,59.15,75
2010,PROG0001347,OTHER,5272.81,58417,113927.76,1092.31,910.48,1433.314,1.595,2.463,0.845,0.185,0.191,INSPECTION,RPT00001347,1,9282,24.2,162
2010,PROG0001348,SOLAR_WATER_HEAT,2002.3,154336,123173.39,4867.42,18262.5,1537.053,1.94,1.646,1.033,0.351,0.089,DEEMED,RPT00001348,1,9462,62.15,16
2010,PROG0001349,HVAC,6675.77,95810,65233.08,3162.07,70535.48,667.222,1.698,1.942,0.707,0.547,0.219,INSPECTION,RPT00001349,1,4759,98.27,156
2017,PROG0001350,HEAT_PUMP,1608.58,72403,210218.04,806.61,35721.79,1243.766,0.922,2.197,0.353,0.58,0.301,BILLING_ANALYSIS,RPT00001350,0,7076,18.23,87
2013,PROG0001351,BUILDING_CONTROLS,4787.17,202713,102222.13,2518.48,87185.67,390.839,0.205,1.418,0.8,0.486,0.208,INSPECTION,RPT00001351,0,2172,97.68,156
2011,PROG0001352,BUILDING_CONTROLS,2865.21,78607,207322.53,1445.62,58628.23,1268.594,0.538,0.961,0.642,0.216,0.319,INSPECTION,RPT00001352,0,8557,20.43,109
2009,PROG0001353,LED,4810.08,80651,164398.82,815.91,91263.26,2188.453,1.283,2.574,0.374,0.597,0.049,DEEMED,RPT00001353,1,9386,26.33,137
2014,PROG0001354,BUILDING_CONTROLS,1976.03,74836,179727.84,613.6,59457.73,1530.393,1.007,1.67,1.003,0.021,0.006,DEEMED,RPT00001354,0,3939,9.77,109
2011,PROG0001355,OTHER,6119.64,216609,123513.8,1629.34,12723.11,448.382,3.061,2.321,0.313,0.019,0.163,INSPECTION,RPT00001355,0,8054,44.37,110
2020,PROG0001356,BUILDING_CONTROLS,5100.04,113675,7219.53,4155.19,3299.35,82.321,2.3,0.378,1.06,0.595,0.032,EQUIPMENT_TRACKING,RPT00001356,0,11653,57.86,129
2020,PROG0001357,LED,134.91,190891,141074.08,3507.13,62454.25,2029.567,0.624,2.419,0.867,0.122,0.266,BILLING_ANALYSIS,RPT00001357,1,10976,61.06,122
2009,PROG0001358,HVAC,1335.12,48224,171245.37,4381.03,15179.06,2856.871,0.415,1.439,0.812,0.013,0.397,EQUIPMENT_TRACKING,RPT00001358,1,4080,40.97,166
2025,PROG0001359,OTHER,3332.74,241292,236258.63,2907.99,92407.32,1257.954,1.967,0.902,0.874,0.431,0.113,EQUIPMENT_TRACKING,RPT00001359,0,6965,18.89,24
2020,PROG0001360,INDUSTRIAL_PROCESS,6825.48,72277,6846.17,4774.89,80119.97,61.57,1.228,1.298,0.667,0.447,0.21,DEEMED,RPT00001360,1,9904,51.1,3
