gov_budget_budget_fiscal_year,gov_budget_government_unit_id,gov_budget_fund_type_code,gov_budget_revenue_taxes_total,gov_budget_revenue_fees_total,gov_budget_revenue_intergov_total,gov_budget_revenue_charges_services,gov_budget_expenditure_public_safety,gov_budget_expenditure_education,gov_budget_expenditure_health,gov_budget_expenditure_transport,gov_budget_expenditure_housing,gov_budget_expenditure_general_gov,gov_budget_capital_outlay_total,gov_budget_debt_service_total,gov_budget_pension_contribution_total,gov_budget_rainy_day_fund_balance,gov_budget_general_fund_balance,gov_budget_audit_opinion_code,gov_budget_cash_flow_stress_index
2016,GOV0000903,HEALTH,10062241402.73,6154449330.86,8003026350.42,11065418298.14,21062722792.17,138561939963.94,25049020949.59,14073827833.92,3669420878.78,38126443794.33,12260965465.12,4256870174.06,3002148461.23,33611351365.49,52385733094.57,UNQUALIFIED,0.1738
2011,GOV0000904,ENTERPRISE,222068723326.06,13803018333.18,88225460397.17,14045307834.96,46005556889.58,64384255280.9,122089447619.76,27929336636.0,21644168243.69,32829034266.43,26867562058.27,12258206569.44,21277271748.83,7652638705.23,65593448668.18,DISCLAIMER,0.3913
2021,GOV0000905,DEBT_SERVICE,45162731081.34,28303781590.02,82633219796.5,14650171543.53,49751459624.3,90490549446.36,106256475510.22,25888795879.36,35744041566.23,5689954671.07,4914491407.88,32893389398.67,3856022909.63,35851332807.69,52558809950.79,UNQUALIFIED,0.4345
2017,GOV0000906,ENTERPRISE,233589521732.54,26088146790.53,111090946440.2,26113529472.75,56571628509.95,109033725369.25,124795045452.3,36289518851.5,38053142236.62,6434991072.8,22045287454.43,877892939.46,2728514169.65,12743442440.61,39407864621.53,UNQUALIFIED,0.2811
2020,GOV0000907,ENTERPRISE,10636405432.5,15751030337.45,100780428797.41,10322384250.53,6347664539.36,135853984400.55,47421115940.7,5837117636.26,30953176645.07,38603867325.09,51884332320.96,13453366319.07,13383552876.32,589974408.86,14147600651.57,QUALIFIED,0.1601
2014,GOV0000908,TRANSPORT,149240908729.2,32952219264.0,117990608212.86,18958181326.01,6759949176.72,17099916884.5,69603945557.57,44496309544.26,24449144894.23,22803167684.39,39912021239.37,21028818586.93,23018843665.48,34944991435.7,26076554246.66,UNQUALIFIED,0.2516
2014,GOV0000909,ENTERPRISE,86215407668.38,42463999574.91,59213697015.95,31698126492.32,32170225374.31,23291773117.98,48147608669.86,13316874481.43,8969341008.41,50155743205.78,43932561026.92,21876605104.79,6578099140.86,26270278354.59,5745073710.41,UNQUALIFIED,0.0225
2019,GOV0000910,TRANSPORT,9856596576.49,12860027843.93,117020302051.15,20520951074.33,50848214453.39,96599349176.16,21013864430.55,353417435.67,16050891436.22,28401084445.47,62141067186.17,33800985170.39,22512642608.82,56373122.18,26478780463.11,DISCLAIMER,0.6158
2019,GOV0000911,CAPITAL,144728335711.76,4688010542.62,31149915122.83,433415698.3,72976240764.73,89650205663.39,68500089200.66,12713554769.94,34821064400.17,15027658432.27,51567268607.92,22183227206.13,11926488096.34,7903040854.7,-2694163815.87,UNQUALIFIED,0.6406
2018,GOV0000912,CAPITAL,70511569039.47,14007447906.4,107774249294.92,34332508579.72,2394678181.37,20740688693.54,22474196007.72,28248335129.46,25455971615.98,49704391767.55,51893316728.48,28637587945.09,7063212843.56,13435477652.2,66364549788.76,UNQUALIFIED,0.2584
2014,GOV0000913,TRANSPORT,196603586145.91,23548785835.13,94757165005.56,4887710901.25,37397718525.89,84751195780.36,151613209120.92,35394714701.08,15065879665.78,24025556458.49,60846383256.79,12353071531.17,458890894.93,32265635245.32,59005357818.74,QUALIFIED,0.2657
2013,GOV0000914,ENTERPRISE,200337161563.02,42112307224.59,101998148053.24,20371257694.6,59350933438.64,81839813227.11,149621363904.0,23643776399.14,5638949570.92,31933589369.47,4761702093.19,11755498224.83,7212516127.31,3167057493.01,28629948248.41,UNQUALIFIED,0.2634
2017,GOV0000915,EDUCATION,197236143995.02,717290380.67,113337526446.71,26280142371.51,75002680397.41,40710314309.22,140760950406.72,10596076730.27,33644530259.3,45727956566.98,2161173011.82,4421962928.66,20785928721.6,11495458713.1,27877466633.46,UNQUALIFIED,0.2598
2025,GOV0000916,EDUCATION,80957045282.92,15875955017.21,115771890841.4,21133458366.51,43551233544.54,138107181711.13,100399839794.32,22747533467.39,12477662949.06,52934466138.43,5567511562.67,27753383171.67,19935741088.49,1854877417.93,24645747164.21,QUALIFIED,0.1406
2025,GOV0000917,SPECIAL_REVENUE,228320717215.15,25884073956.04,58698913030.34,19842329940.64,26374963545.49,110950208218.24,102479947472.27,16823446559.15,23723033808.55,44093691691.34,38223763667.66,25856490137.99,22655058378.65,26023232248.68,60974123227.12,UNQUALIFIED,0.4962
2015,GOV0000918,GENERAL,249859263187.83,30084981343.47,51802082640.31,22931917765.11,4798463131.16,31999756205.74,22807393776.7,35537733454.04,25836626696.21,29015175862.37,27197316071.74,32268109217.99,20283895620.99,32724117847.93,37880105570.88,UNQUALIFIED,0.7814
2013,GOV0000919,HEALTH,216099041602.9,40765813455.29,69929459246.52,33423335926.61,49601469165.92,1618241342.31,78221924710.78,29341649281.92,36574961878.33,17304156259.65,38053504769.59,21808123314.97,9535678145.46,14818137741.4,65557017.4,UNQUALIFIED,0.2964
2011,GOV0000920,EDUCATION,166053076703.28,12538652585.54,109780960181.27,3453765184.04,26690822413.72,87012234445.32,13674213691.83,38438514570.4,15602747516.89,19723287222.69,27293698783.69,6057447533.46,11705241690.63,14251366310.73,55193695619.67,UNQUALIFIED,0.6197
2023,GOV0000921,ENTERPRISE,69956407862.76,1974143913.26,66464027926.58,1876099453.97,33700175694.64,83527435926.95,32367221024.49,39749969537.15,1901418617.96,26963654400.7,13636169632.17,2204356422.65,21671327708.46,23298756958.04,69086916518.95,UNQUALIFIED,0.6605
2015,GOV0000922,SPECIAL_REVENUE,148945155297.2,4620229135.63,27612839295.94,21000602867.57,67565594936.63,15370708355.94,7663325365.13,10935951996.28,12964812018.38,51139541243.15,43130443102.34,30462829378.62,3835889862.54,23283951161.89,10746182858.04,UNQUALIFIED,0.6116
2020,GOV0000923,CAPITAL,221825931197.21,12196351304.36,47467708608.71,20765905287.57,36464144269.44,50464253828.17,9966589024.07,59618268951.25,38547901477.95,41559345569.51,54388181648.42,6368300403.22,1162825528.39,28141933364.06,50263383264.09,UNQUALIFIED,0.0536
2019,GOV0000924,GENERAL,17855866281.92,43323828369.49,47281013943.48,5773648649.15,11481512497.73,65691916217.1,57102907808.74,39077789768.27,20083533635.38,8707223979.89,59363652061.75,17638198725.86,17533199468.56,21580264799.85,65741152314.33,UNQUALIFIED,0.6053
2017,GOV0000925,GENERAL,29960804785.41,8381886950.83,117656547283.07,4314600190.66,26324470850.87,61841478391.63,3541380784.95,18764991811.29,20904264651.61,11815271994.49,4235013651.75,18049367815.25,4645460901.12,2952729673.8,41351386059.11,UNQUALIFIED,0.7533
2012,GOV0000926,HEALTH,146201684335.86,19605836800.16,59852697759.8,20255144981.98,29793771848.06,55431544143.72,89508960946.78,26918127494.66,21717872807.98,35532510977.4,32986387781.04,28569689993.56,13194139113.83,743336582.95,57936942043.02,UNQUALIFIED,0.1334
2025,GOV0000927,ENTERPRISE,154118919024.78,17183577710.01,99746795827.58,28073997096.03,35838912435.57,122109911242.46,157356345466.63,53220924728.71,2068479589.01,20600785588.11,54709364966.38,31954494503.52,10323939165.76,28548454050.5,24079426454.36,UNQUALIFIED,0.9898
2018,GOV0000928,SPECIAL_REVENUE,45234762219.26,14426121976.13,111362367417.88,454276353.12,43945759447.68,4794672531.79,66001237422.37,14546075096.39,39161420379.05,18170740828.05,36339779359.39,15871686800.26,6186027171.14,15972668775.04,41510942014.47,QUALIFIED,0.601
2014,GOV0000929,TRANSPORT,99971076351.16,28704663861.67,18797270426.21,31507404938.55,20871429132.75,6398462916.91,62981915455.97,53551724035.91,18171701460.29,35353360837.13,41601111338.9,34507699742.7,13754173187.77,32474410747.05,66604950182.47,UNQUALIFIED,0.4377
2013,GOV0000930,DEBT_SERVICE,88853237200.7,11645847031.99,58698768410.88,22267520483.99,58646075288.33,99224504825.53,58049934340.7,33927439209.25,13914135355.97,3868154360.69,31554132256.95,29951612983.37,18502954487.87,23501493998.33,53594303456.25,UNQUALIFIED,0.9626
2020,GOV0000931,DEBT_SERVICE,218231642484.81,32860940921.5,29927264782.45,12183302000.65,6900202072.33,50532063538.6,124399033756.95,21893356229.67,23844680681.16,46395905049.2,10969254177.12,33660794521.17,4842145554.91,35500893655.68,20254587945.44,UNQUALIFIED,0.2308
2016,GOV0000932,ENTERPRISE,234264946366.34,1304731277.67,115597408137.93,22063747296.37,71803591829.1,84332710051.64,116401281590.49,40735990931.7,29811859431.27,47018376912.41,35011212712.54,2514261094.79,15344169790.59,24559592394.06,34442754166.32,UNQUALIFIED,0.1485
2012,GOV0000933,SPECIAL_REVENUE,113299251213.97,2873634054.87,53298101900.7,685700574.68,39739488238.0,84716518063.65,73793539234.16,783293876.08,37564289034.94,36037953321.26,30465457566.5,28340288058.18,4685998274.63,27889659652.18,69608726663.96,UNQUALIFIED,0.9002
2012,GOV0000934,CAPITAL,59567046963.59,16734397749.61,1361754505.11,6635226226.5,5670771572.78,97960228344.48,75906646573.87,56205219733.44,35683906824.93,23805171841.07,35125273269.68,23970934187.39,20211571624.43,13951818156.08,41996761125.19,UNQUALIFIED,0.6224
2019,GOV0000935,EDUCATION,101707220537.9,13431430327.39,56646229438.2,34423233507.68,44957117873.2,125876831825.84,29208416556.21,19773184643.73,1399607730.88,48765444088.75,29340344973.07,26871869405.36,22271221045.34,38546782607.05,31714226368.05,UNQUALIFIED,0.9584
2017,GOV0000936,HEALTH,190253409198.42,26037108059.86,32215643408.63,18196628823.47,33441309445.97,2561582399.51,105991596505.88,50378646332.0,19179096279.51,31971675396.29,33026219684.69,17514415623.34,11861164671.03,8497328094.52,54480199245.45,UNQUALIFIED,0.1031
2025,GOV0000937,CAPITAL,164609680367.55,29144218817.93,2683026561.14,34739507778.05,72887011627.76,33090864353.06,63107653253.54,2028799931.56,11241981295.55,54697927158.26,51670905475.67,33540796218.84,9782233884.96,10556553783.51,30557679045.45,DISCLAIMER,0.2945
2011,GOV0000938,GENERAL,180195852085.37,17880607866.03,23108445794.25,34071606915.51,15092412943.45,132963145487.53,54237297811.6,11456929299.21,26167589813.65,22782003482.46,8932601831.61,8533535897.67,9732478641.75,11525474982.45,25832650585.95,UNQUALIFIED,0.0919
2016,GOV0000939,SPECIAL_REVENUE,3783927155.74,20349438505.8,103630787562.57,2196411642.89,68165064569.2,93435731508.5,25409789017.5,38709051379.27,22878706446.03,37495379221.31,36283092992.24,12426259855.68,24759035308.06,7934761915.64,66895627620.32,UNQUALIFIED,0.8583
2017,GOV0000940,TRANSPORT,24763589448.15,20737781526.77,112815669201.54,29584536121.18,57225088061.97,87583447773.82,137175910784.92,37253122040.52,11563905773.76,14099025308.53,61439793455.02,5303641831.38,2238322773.46,36678348023.26,41556861498.75,UNQUALIFIED,0.075
2023,GOV0000941,GENERAL,186329486611.75,28546059163.44,11835054948.59,884841480.37,4305707754.52,98057264772.82,89549605238.76,1780846601.93,22232010084.67,50481804388.69,13986495595.58,28810902603.88,17699424576.56,21725118083.74,40706413156.53,UNQUALIFIED,0.712
2009,GOV0000942,EDUCATION,203436751591.67,13355601963.48,25701951008.69,14351181143.74,56642065006.43,121469331889.98,76929333091.15,2698005454.45,2859616101.41,31950705392.89,21823906078.47,32989693050.15,5411997104.4,19958127224.9,66546959643.82,UNQUALIFIED,0.3317
2009,GOV0000943,HEALTH,242868056234.56,21623332132.95,116882066101.6,17406696278.16,74009174661.66,97109416508.82,11460693378.18,14853242158.81,13828590736.28,54282437378.64,59431017704.38,15889592790.4,20341594380.79,2940605236.89,26871407479.89,UNQUALIFIED,0.7782
2024,GOV0000944,EDUCATION,116299946300.36,32009297621.68,24351233996.41,13543536997.75,10360620866.92,2617673329.69,101009515237.95,56261710320.18,31258126522.63,12544014672.51,6503270467.63,33632894956.17,3995544626.85,1930267450.37,19577755480.63,UNQUALIFIED,0.1855
2018,GOV0000945,GENERAL,48300022847.62,29890376057.95,2940308928.87,28613685067.01,47891027378.76,29695301577.92,100464926234.25,1767914480.67,23311121961.27,34790925902.64,3276177069.39,31071042737.16,9404413381.28,16638641324.65,56907698046.64,QUALIFIED,0.9187
2025,GOV0000946,CAPITAL,239264049193.92,27414479620.29,26941043457.25,19764597797.95,24963187333.3,95568211380.37,130542538892.85,1222642119.85,7005250926.77,472534677.92,11590259808.51,5158119775.32,15099754075.14,39139614874.3,40777280665.29,UNQUALIFIED,0.505
2014,GOV0000947,ENTERPRISE,13112480503.05,30480551966.66,76011937577.3,18689875486.77,66533390039.6,76062729442.76,111984329929.07,49424441684.48,10353170345.63,46460003811.71,12478307994.24,8791414435.61,82578544.36,39682948769.84,48932585850.92,UNQUALIFIED,0.7963
2019,GOV0000948,SPECIAL_REVENUE,14098938887.69,25405886400.87,47749007993.15,21675214710.38,21433836321.46,102607644588.89,124507781462.86,8452188252.02,28526292018.65,35153029753.99,12656173373.69,13295288345.37,19967981711.72,21279879356.28,51859062931.55,UNQUALIFIED,0.4927
2025,GOV0000949,CAPITAL,232259860949.39,16916742179.11,61619594887.35,31323989330.52,17935313711.84,80268716292.24,91292267037.75,56355614070.96,24898972058.61,52879361702.36,9037671776.69,14954218021.55,21670615907.07,4525008237.73,69679894367.9,UNQUALIFIED,0.7319
2014,GOV0000950,SPECIAL_REVENUE,195838284334.44,2090370766.06,94717885153.01,28929217533.38,52832347904.79,115974448086.87,100393692051.09,18551738503.98,27998026024.14,8646596507.99,7762470827.89,1710816548.74,14277369095.32,1844005894.19,34875168647.34,UNQUALIFIED,0.4449
2018,GOV0000951,EDUCATION,21007174009.44,4943866241.29,66077868665.65,19097021933.43,72512772641.71,50476745474.73,107654981946.64,3110556148.82,9650516786.45,15622644901.81,29586260397.47,8084710342.74,14095186971.15,5820627072.05,17310686160.71,UNQUALIFIED,0.5417
2015,GOV0000952,DEBT_SERVICE,13259121013.17,17802400891.19,112089837630.61,3475259278.29,76755337910.29,56016780726.22,45811278918.04,29013051387.14,34182438117.41,498574825.63,44295558950.65,26664430674.01,14606654090.83,13418140868.06,18703654952.3,UNQUALIFIED,0.1675
2025,GOV0000953,DEBT_SERVICE,30804603962.43,21390919099.66,99890471418.25,28978785624.29,43928051698.14,42511568985.35,60845270192.53,615723450.25,35129397288.28,4046153007.67,21955866514.64,27669403215.37,10533469705.21,36051308113.64,23159718656.48,QUALIFIED,0.9518
2015,GOV0000954,HEALTH,7488341527.76,31246935212.16,46159883819.27,27251366865.81,59104529547.35,67922918080.92,124332128595.09,20321308531.54,8542332520.74,11954484833.33,51856252812.2,32789808946.25,12232492641.16,9505805664.12,-2192026698.39,UNQUALIFIED,0.1284
2021,GOV0000955,GENERAL,220381294319.78,22576302324.47,72217686363.45,15897329291.43,10100580016.07,12340509635.11,42855619522.59,34518328451.41,13758177508.91,52175430544.4,63260099470.16,24748683060.81,7954041686.55,23520854661.66,51703620655.96,UNQUALIFIED,0.2069
2009,GOV0000956,CAPITAL,147544129496.87,14731684548.6,87530227388.31,34185047276.41,54343460523.27,115152238345.72,158616988471.72,43331235049.62,27295222684.28,21995841845.48,56929329408.0,8693953089.56,12631566167.24,9729259544.32,35977232996.11,UNQUALIFIED,0.0432
2021,GOV0000957,SPECIAL_REVENUE,54125032466.43,17479203958.86,34655979557.52,10830704095.77,8523327244.9,72158673718.03,94003522854.18,37569198192.99,9004516036.07,47761004606.27,49681106005.84,21857886609.6,10510551290.13,19660779374.03,33155161850.95,UNQUALIFIED,0.3599
2008,GOV0000958,SPECIAL_REVENUE,235800554897.35,35312011561.26,84592649582.38,17363413873.71,14894821042.26,114356489709.7,156092805297.28,52815966876.39,36608795633.89,45208130528.76,52091557319.23,11186493800.35,24076535208.61,15734002739.41,55978734181.54,UNQUALIFIED,0.0334
2008,GOV0000959,HEALTH,212245626083.9,28058591936.6,118819934407.87,17663058594.65,63909864545.6,50747178099.71,141150586990.18,8985753118.59,20284274853.46,4345247415.86,30706901604.04,14112549895.4,22870695648.88,4588640769.79,39646381722.15,UNQUALIFIED,0.9547
2023,GOV0000960,SPECIAL_REVENUE,247050703519.58,36253404317.55,6177581825.4,27502303194.98,64830887623.98,130802727670.62,30862089446.15,54227719955.6,32231842767.7,30209344487.59,44137487220.79,29200992084.56,15201076882.0,8028922290.56,21410461334.4,QUALIFIED,0.7744
2025,GOV0000961,TRANSPORT,177537753166.63,13108447929.59,78859362155.73,31661345898.49,8923383875.16,83037079562.32,137059783060.89,9933273257.1,35086768230.18,14756182095.07,17922505470.12,14375923904.03,11900970665.13,33110473300.19,21454155634.03,UNQUALIFIED,0.9282
2017,GOV0000962,CAPITAL,68483315588.31,15627739539.74,98350520771.18,21728293700.85,41424089993.23,3631884856.93,144928063841.24,51081062016.4,34155230453.44,37765040958.36,23776923437.0,461861248.23,13178438195.35,21006686797.17,42570450329.06,QUALIFIED,0.2565
2023,GOV0000963,EDUCATION,50106476195.27,37657101001.86,10015817770.39,14935811068.96,47381967234.4,130384359824.91,127049670362.84,5223089326.31,22982827865.18,52531914467.98,45296091910.58,21332049631.56,23158678261.6,29138138838.92,63983741042.01,UNQUALIFIED,0.3656
2016,GOV0000964,GENERAL,108782964824.59,43342930188.19,6808825761.86,26974884254.7,78364934838.59,117111646212.53,120193205633.41,37896988016.53,2365165437.13,35879090845.46,25895611546.72,10740748970.35,3778294413.06,7974374723.32,16924631202.7,UNQUALIFIED,0.8285
2022,GOV0000965,SPECIAL_REVENUE,138112892708.1,14773891028.94,810419854.19,32362356160.31,5902591449.11,9747024931.35,125607324072.21,41881608088.16,30732145831.88,9397650217.28,52689875128.2,14391639133.51,10496426823.11,542811408.51,42748912076.73,UNQUALIFIED,0.5376
2011,GOV0000966,HEALTH,226851460696.8,20539136648.66,9815972496.0,7707114244.81,29555248993.41,133147048429.64,75717661833.97,33140504257.58,20495368637.25,568814169.63,64014519595.19,33938267429.53,24922864309.07,29956981488.7,-1735161653.08,UNQUALIFIED,0.7033
2012,GOV0000967,TRANSPORT,4312685729.71,10606459679.88,51942488169.01,11119978188.14,70707088263.31,58773872725.23,4725734607.82,26147420797.66,31166506737.89,46038588744.42,2239788918.53,19935132007.47,9564311587.67,37073701461.84,23192718865.69,UNQUALIFIED,0.5077
2024,GOV0000968,TRANSPORT,4522398057.16,2554331920.82,101574845252.38,19100962069.72,60599548978.53,127924026927.89,134616544980.72,23232671602.12,17872353005.72,13617432258.35,34452992576.93,1418167450.42,1390500067.33,15411408134.4,37349952485.63,UNQUALIFIED,0.6021
2022,GOV0000969,SPECIAL_REVENUE,87881244960.64,43361434330.47,3814766817.78,10891450538.54,72648280529.38,119122085610.48,849475177.25,25786873445.68,4184684675.42,34438445721.9,29667084939.72,29278723668.43,7443353832.81,12635082748.63,39739566718.37,UNQUALIFIED,0.2511
2017,GOV0000970,CAPITAL,136658168712.44,11606838564.26,60267616560.48,22226474922.16,71087246507.55,83676781215.36,24117325191.92,8871071245.39,28892566958.24,52698519239.79,17453750067.45,24707149612.79,14175561862.39,23338146111.36,19674386312.0,UNQUALIFIED,0.6756
2010,GOV0000971,SPECIAL_REVENUE,244722489841.03,4611317425.03,119230541610.2,3495066094.43,53694711772.07,68831162419.6,114725734775.84,59150257850.41,35182812806.26,36043310111.77,50104735233.22,11061597892.85,17003558475.41,10747215891.59,34471220245.7,UNQUALIFIED,0.1544
2019,GOV0000972,ENTERPRISE,139944928215.67,12241621174.03,20659693628.28,33837972978.78,34647368170.21,55656396985.37,134301258191.64,22895947442.15,26660703963.36,12726024878.02,32341595140.95,31004908470.35,1389979250.37,21307576348.17,-217076302.2,QUALIFIED,0.8311
