biz_dyn_reference_year,biz_dyn_firm_id_hash,biz_dyn_establishment_id_hash,biz_dyn_firm_age_years,biz_dyn_firm_size_employment_class,biz_dyn_industry_naics_6,biz_dyn_births_establishments_count,biz_dyn_deaths_establishments_count,biz_dyn_job_creation_births,biz_dyn_job_destruction_deaths,biz_dyn_expansion_jobs,biz_dyn_contraction_jobs,biz_dyn_turnover_rate_pct,biz_dyn_survival_rate_1yr,biz_dyn_survival_rate_5yr,biz_dyn_high_growth_firm_flag,biz_dyn_multi_state_operation_flag,biz_dyn_ownership_structure_code,biz_dyn_productivity_sales_per_worker,biz_dyn_confidentiality_suppression_flag
2009,682c90a53d5de8ff,a1305edc09ac5e02,62,10_19,396792,4048,4207,9159,16781,46653,5130,179.1,31.18,23.45,0,0,CORPORATION,2367354.77,0
2011,83e869688f6a204d,2f45efd4efc8e7d5,29,20_49,139863,12,3055,14219,10086,31076,21329,181.175,38.33,21.38,0,0,CORPORATION,213417.29,0
2022,42b1dbbd9e68b0e4,907ce2d086971e5c,63,500_999,933245,3074,3711,9715,1431,8708,28831,80.833,60.3,24.71,0,1,COOP,2493232.68,0
2025,efb93ed4f45555cc,c3b97afb829143f3,83,500_999,668475,3419,3446,23816,17468,19918,40998,167.163,60.75,14.53,0,0,PARTNERSHIP,1530878.78,0
2017,54e2792a41397273,5f82eb7c77f468d9,31,5_9,315955,4610,600,4008,4879,28252,20251,158.458,0.1,0.02,0,0,PARTNERSHIP,1546448.22,0
2024,723713f4909b2272,b26c8d35d7202d34,99,20_49,248208,1910,3430,1689,2511,46372,18740,185.002,98.27,11.54,0,0,SOLE_PROP,1245771.35,0
2024,844db5e269097708,fb64f75fb8e08b10,71,50_99,495075,2972,494,16524,5567,39321,10797,43.88,45.49,5.97,0,1,SOLE_PROP,878720.78,0
2022,e8c46be966623a2f,b856d4c7a9360e02,72,20_49,416726,4838,4746,12271,7487,29345,39138,153.004,66.38,31.64,0,0,CORPORATION,1255463.25,0
2024,1350d136b3c30a23,a4813f6701629f54,21,1_4,169487,486,691,19011,15941,14032,12438,156.42,72.81,52.11,0,0,SOLE_PROP,888330.36,0
2014,d3d3e1271391675a,95b2191de5cb687b,61,250_499,456483,3237,4721,20674,15699,18470,16637,69.287,59.48,14.37,0,0,CORPORATION,374942.38,0
2018,b0c739c2c4fe8421,61005866679a0388,76,1_4,519250,742,2017,12859,5680,19877,41837,165.168,64.55,33.21,1,0,LLC,766641.18,0
2013,5272c5559474271a,38e2b25fe370b056,0,100_249,568302,2530,4297,11985,22877,19045,27411,55.831,55.94,7.39,0,0,CORPORATION,2188177.37,0
2022,4feb3d3550e8d65f,8011fb900751e1c2,90,5_9,840606,4965,1353,19,6501,49704,6535,48.887,19.46,4.34,0,0,LLC,1524820.35,0
2006,1ff6d4e00adc18fe,5eec921a2e182521,76,250_499,845673,4659,3329,11722,3130,20213,42122,132.243,62.26,40.18,0,0,LLC,39766.13,0
2020,d1badc947d7d636e,87a6e65443ca00d2,70,20_49,598394,2241,442,15744,8454,8174,35882,72.693,17.77,5.23,0,0,LLC,2300523.29,0
2014,ab30759ed7b8e9b3,0005ec15ce713128,28,100_249,534863,2038,134,17817,10613,9857,37288,127.928,84.98,62.89,0,0,CORPORATION,2413073.4,0
2012,ef130108d30484ac,05e79406434abad6,2,500_999,330428,3171,1270,20835,14037,27447,48835,170.829,60.76,38.85,0,1,LLC,364548.19,0
2020,08218707ed9bf130,3a33ddefd1cc2663,90,20_49,296538,3637,4852,16693,16702,22731,41499,64.434,18.03,7.99,1,0,SOLE_PROP,1716424.92,0
2012,d553798d58db3b59,1175d6766e80e3ae,81,500_999,914774,950,1577,4630,7095,42425,43518,167.842,76.1,68.26,0,0,CORPORATION,268782.11,0
2015,1ca9896c726006c6,d7fb3812e0394c61,57,10_19,880429,1291,2393,21339,6918,17309,37884,95.763,94.32,63.2,0,0,LLC,1412019.08,1
2018,ce9949883d3b405c,859570eb2f5bc98d,2,250_499,368644,2155,2301,23038,7652,23006,39692,29.496,1.36,0.89,0,0,LLC,1913123.94,0
2009,f2450872e7ccc3b3,fecb4c4f775f6731,66,20_49,303702,1878,3689,576,9550,46961,5197,42.26,42.0,27.93,1,0,SOLE_PROP,1394899.79,0
2019,7c51fa9db6d5a736,31e39a713cc8c163,23,1_4,555947,2106,1129,14662,23139,12321,25166,10.343,93.27,80.05,0,0,PARTNERSHIP,1431226.71,0
2011,e5f8b1ca967acf59,f67e6d40435312e8,34,250_499,753241,2693,717,1250,14811,16298,18279,84.351,93.08,76.86,1,1,SOLE_PROP,2408302.69,0
2017,c6a7dfcd39d75daf,ee2b7de11b1083e8,44,1_4,560043,1232,563,19667,24401,41946,44716,116.632,75.09,58.77,0,0,CORPORATION,281100.04,0
2014,cd700a7977e921a5,0646726854ab0e7d,99,1000_PLUS,306077,6,4804,20092,14164,12573,9243,161.603,37.69,10.35,0,0,SOLE_PROP,1296064.1,0
2008,365da8cc97737062,39fcf56c71554a50,77,50_99,943625,1123,3457,6419,18764,35810,30465,160.568,50.56,6.52,0,0,CORPORATION,2262486.83,0
2008,4ec9725c9ee5cd74,869aeabfc9821e14,33,5_9,796658,2331,614,17826,12502,8474,27278,33.965,60.07,53.42,0,1,SOLE_PROP,2136589.88,0
2011,5a9b25c63c2d9fa9,c4256f9c0a2484a1,86,10_19,951850,2281,763,14391,10312,5479,9587,89.326,40.85,9.79,0,0,NONPROFIT,2465501.02,0
2013,808367c7e299a8e6,8facc80b38dd8ca5,94,1_4,340211,561,2734,18299,23764,48126,14924,81.483,46.7,13.82,0,0,CORPORATION,1534063.23,0
2017,3a92a06749643109,9cac59762bc356e5,100,1_4,277259,2923,848,6951,7801,10387,13692,95.475,32.83,14.61,0,0,CORPORATION,1247126.16,0
2020,47d354dde3b83b79,803a618639559c64,49,5_9,613910,2653,4988,22540,6327,26079,12276,51.581,3.33,0.36,0,0,PARTNERSHIP,2412703.5,0
2011,3f50f668c187b16b,27018399e8d6c537,78,500_999,660470,219,1150,14392,7959,7162,35563,193.568,34.77,9.31,0,0,LLC,23170.99,0
2017,0e26180cf22688c9,447b6ab1de8c43f2,25,1000_PLUS,217441,1865,4371,2353,3836,14026,37160,108.712,35.32,8.88,1,0,CORPORATION,40986.99,0
2022,44c7bfbc1eb3f941,e851d1e573a421bd,72,10_19,354469,3712,3820,6449,12627,24680,44318,42.998,57.54,7.45,0,0,LLC,1960067.9,0
2011,d0414140f05db9d7,36915a3553dc480b,74,5_9,241911,1619,4870,2440,11749,36722,35698,13.337,10.81,3.55,0,1,SOLE_PROP,1815966.39,0
2013,9667bf420e19277a,b18fb77aee1cf35d,86,100_249,293121,633,1198,5471,14843,28713,5239,5.933,50.38,24.69,1,1,SOLE_PROP,1145576.35,1
2008,385d35bc78522ef4,038c349d0ba8c976,60,50_99,534950,577,1418,12002,22995,30657,42119,119.504,61.48,7.29,0,0,LLC,870840.87,0
2025,432fa1a33cfa71ae,8d4eb632a296238b,43,250_499,464122,4336,735,681,1642,47742,49983,169.82,40.38,28.2,0,1,LLC,1696149.59,0
2007,22e8a8214c0f5c40,8ab5067ba9064d3f,52,20_49,518698,3376,500,7060,16878,47902,49186,127.925,25.68,15.22,0,0,LLC,2275838.74,0
2021,f07b698c78884ed8,e366822206b70211,25,500_999,772606,3358,314,24150,995,30929,29402,116.375,15.27,2.69,0,0,SOLE_PROP,1026811.08,0
2007,69c65f32562327df,0255fe383973ba25,67,5_9,690404,3705,1418,1871,24721,31890,39388,28.055,0.74,0.65,0,1,CORPORATION,1770743.38,0
2014,268c1c9aed898423,18cb319bc6f779b7,25,100_249,973082,2482,2546,13969,2690,9897,45229,130.681,35.25,18.51,0,0,CORPORATION,688960.6,1
2020,9a27ed6be0e286bc,801cda0f339f3a87,20,10_19,390615,3158,2446,4645,5475,9545,49489,50.856,53.95,34.09,0,0,LLC,1323444.96,1
2011,aa897ebe9ebea647,3a6e813e7c2e5b77,27,10_19,214647,2060,745,9312,8439,20364,22972,132.031,41.87,29.32,0,0,CORPORATION,1939214.7,0
2018,4fa419161b14ed3e,10a3f56e0e56c294,65,10_19,892249,4738,1299,19786,23217,26120,24072,110.611,30.06,13.73,0,0,OTHER,351131.46,1
2016,1ae38f899958e0fe,98af601c5101bbae,14,50_99,176858,4990,1390,24262,24331,36389,9594,109.644,36.41,5.61,0,0,CORPORATION,1548287.34,1
2012,1abcee9b8633b25a,d9bdffa49f7be01e,38,1_4,695577,4499,1833,5778,10992,8038,13088,46.066,53.25,12.88,1,1,LLC,1877250.09,0
2024,006765f627303af8,28729821513eba51,7,5_9,410706,2910,1778,630,13285,18721,44157,13.16,10.52,5.71,0,0,NONPROFIT,1934660.25,0
2018,d2550824a2e3dc1f,da489b61c7f84307,100,5_9,290937,1484,3270,3257,2743,13293,16433,163.052,33.21,17.56,1,0,LLC,2439581.6,0
2025,c9a697d3dd8cd9f8,056a98a6ff6efdd7,72,1_4,285758,3359,4664,22346,16352,31363,13044,103.21,56.87,17.41,0,1,LLC,663559.78,0
2025,3df173bb4cad060e,d9bae8b21db0379b,40,1000_PLUS,391737,2435,4996,17820,15615,15990,22122,65.229,82.09,33.46,0,0,PARTNERSHIP,1720655.18,0
2023,daaab095ae7cf27d,b926e2f75cf0ae7e,58,250_499,802786,3956,4398,20531,15161,21856,24094,22.76,93.36,11.77,0,0,SOLE_PROP,412474.97,0
2019,7da27e493d0a0694,08b69d934509bd78,3,10_19,791606,75,1991,20408,747,47052,34289,188.95,30.94,11.76,0,0,PARTNERSHIP,370028.45,0
2013,5aba3fe5a025a228,3bead4e3e1b7c0dc,100,500_999,506226,1244,1518,20182,3198,31867,14069,10.133,63.74,14.34,0,0,NONPROFIT,1088442.79,0
2007,7163709cdbd9cea6,58e7b8ffc7d83d6d,39,5_9,738486,2617,3687,1413,5447,42905,25508,21.479,71.31,40.41,0,0,PARTNERSHIP,585630.76,0
2020,d57edbe87fcd0565,c18d9983e88fb6f7,100,10_19,970139,2474,2863,22162,12334,41072,49645,21.659,90.06,15.27,1,0,LLC,586229.86,0
2016,6a442620186f993b,ba89d8ade75aa89d,88,1_4,659568,379,1391,7062,24694,43446,39415,182.864,79.17,45.65,0,1,LLC,1369855.47,0
2015,90592a851a015898,cc359c014376efed,83,5_9,813356,1350,3562,15436,22030,17581,39087,159.223,77.5,46.07,0,0,CORPORATION,2443582.7,0
2006,6832772c167817cc,80184f40f742026e,41,1_4,872366,541,2112,6204,19875,26424,6516,148.303,28.01,13.05,0,0,CORPORATION,1147642.84,1
2020,a7370be785ee7249,96c64515ed1103ea,16,1_4,839909,473,2921,15340,2160,29937,42226,42.341,65.51,12.43,0,1,NONPROFIT,2196346.23,0
2012,af26de9ee397070a,5084eb994eadc8eb,8,1_4,365321,2776,4867,21771,22795,25304,2365,119.527,29.68,18.46,0,0,CORPORATION,1104551.21,0
2020,956c028b79c4dc53,688b6f730be5b042,60,20_49,718452,3866,3022,23855,22617,45765,36626,83.501,35.78,17.75,0,0,LLC,1871770.08,0
2024,c437d875a740e0cb,52418be7546b98b0,81,20_49,320177,1415,2847,21976,13171,16522,14281,195.727,47.09,10.97,0,0,CORPORATION,2373906.34,0
2011,6e48f55fad72138b,467ce40f51062f95,52,500_999,308408,1446,3856,12452,19772,33471,458,114.554,48.93,20.04,1,0,CORPORATION,2101945.85,0
2016,cbd88be4cf0b1f24,6ef5993c35d86c5c,8,50_99,736544,3776,4458,9342,8529,36130,34735,144.983,33.49,15.23,0,0,CORPORATION,1118128.73,1
2011,63ed5970337860dc,22c366684de4240e,87,100_249,936148,4458,118,5824,5296,15114,44298,51.646,72.74,50.5,0,1,SOLE_PROP,1661255.47,1
2009,655d949935ef35c8,c842782af17a3ed7,40,1_4,226840,3426,3459,9312,23550,35151,39907,131.675,53.46,43.78,0,1,LLC,110463.72,0
2021,ce14e41c415e004b,13d7893787631ae4,52,100_249,755501,3567,1876,9075,19463,5385,28441,24.236,99.47,91.39,1,0,NONPROFIT,553038.36,0
2012,4cad8cfc855b4e79,482691e9a2a2ea2d,16,100_249,318099,2128,4694,7353,24034,14766,15934,133.097,82.55,32.73,0,1,COOP,740203.98,0
2015,dc387013ee132059,bf8ad35bb32252e2,27,500_999,607705,1654,1323,24793,20814,6639,8874,52.399,78.82,45.71,1,0,CORPORATION,2476009.95,0
2012,b6a2b9f4ce9b9f20,3031363599562384,32,20_49,119397,653,3283,10857,18695,12626,39896,196.071,36.22,18.35,1,0,CORPORATION,28754.57,0
2010,0e947118962d74f5,92392ced9e7020ac,26,1_4,778130,354,771,14299,2237,30625,30662,94.58,3.1,1.83,0,0,SOLE_PROP,426122.9,0
2017,faf5f12bf84e9ae8,4299adbd24ad1765,26,20_49,706464,4105,1157,17945,21322,17405,18880,178.656,80.78,54.11,1,1,CORPORATION,815410.28,0
2010,820caa0561b600e0,d5ec22acfbb1cd42,58,5_9,166607,599,1308,11191,10688,36399,23609,137.428,36.8,22.8,0,1,CORPORATION,1574429.35,0
2015,615d1c1249b7017b,c6337901ff6424e9,42,1000_PLUS,861574,3732,663,6994,8035,7803,40215,116.501,13.95,12.77,0,0,CORPORATION,267224.56,0
2007,c9336943bbf12fe4,47720c809e41fae0,52,5_9,544485,2455,221,8482,9721,28123,38154,71.344,90.13,63.45,0,0,SOLE_PROP,78738.65,0
2011,c429d09a448ad010,e93153f30fc79a9f,58,20_49,700669,4008,3650,20829,2852,9115,7273,95.773,19.04,9.97,0,0,OTHER,1802013.87,0
2007,0e7c067949821bdf,5e9ad989b498a9f0,52,20_49,289707,2879,2580,18410,19053,41829,5343,84.096,19.7,16.72,0,0,OTHER,210714.5,0
2007,5950e87de16b7afa,bc0d74fa23e11bf8,33,100_249,486077,1278,4587,15919,7894,44049,26962,15.392,67.98,64.37,0,1,LLC,1882320.34,0
2009,b2b8b831b8caab7f,8735151f3e664569,93,5_9,132719,238,252,2896,19351,36364,4667,106.156,25.88,21.46,0,0,LLC,2020633.36,0
2011,d9ee5b2c1e13452d,c3b6f57d0f0c7990,76,5_9,286359,1712,945,16096,18824,15078,21068,115.058,55.76,36.77,0,1,LLC,1943548.82,0
2006,893cfbb7c80fd8c1,73eac2c38b6a0083,96,100_249,999479,308,2964,2219,15052,27594,29965,164.211,13.0,10.74,1,0,NONPROFIT,628431.16,0
2006,1974a1257cf6c671,74f87cbaacacc430,79,10_19,236421,1723,4595,16662,3642,32207,16936,138.864,6.22,4.08,1,0,LLC,1652561.04,0
2012,3b4f38e2d58854c2,85a9f768d9c11887,39,50_99,291052,1994,147,801,15112,9667,19386,74.451,92.93,16.81,1,0,PARTNERSHIP,1958618.31,0
2013,faa02bc2936a6ce1,27e39e73ee1081c9,35,5_9,447990,1924,4622,5936,10618,18315,8685,85.304,79.12,26.79,0,0,SOLE_PROP,2132177.89,0
2021,a28e14f0c1dbbc1c,a0000cf35c18b580,17,10_19,877102,3083,2682,18836,10568,15010,8171,50.43,16.62,9.16,0,0,OTHER,302620.38,0
2017,5f0cdb8f08fd37ac,f35aadb5351789d6,41,5_9,726384,2542,3326,18589,1651,15909,14351,165.933,54.11,24.29,0,1,COOP,925577.37,0
2023,ddf747c3365b64d0,103583303f0e5b9b,87,20_49,814161,3861,4011,11811,21,24825,48764,49.942,92.7,36.3,0,0,CORPORATION,587561.62,0
2014,ff28fb6d4faa3e8a,e7bef2312a1ede0d,70,20_49,577402,4824,2230,22982,24818,31884,28221,98.763,0.99,0.77,1,0,COOP,194153.22,0
2013,e79f56362fefa3ea,600cba13cd69390b,85,250_499,319268,88,4881,14829,20333,13772,5464,65.582,58.36,12.33,0,0,NONPROFIT,2101089.9,0
2017,49d3725af19cb2a5,664f3cd2591b5280,27,20_49,200838,633,1809,9824,3619,41301,32311,185.195,9.25,3.51,0,0,LLC,2045137.18,0
2021,2489bd571cb87f49,be984bbab0ea60f0,88,50_99,351394,2475,2632,10184,24736,2162,19210,89.927,89.76,78.16,0,0,CORPORATION,108277.91,0
2020,4afbb8fe160ccdd4,f4978ae2974c5831,76,50_99,193284,1787,3892,24667,8519,34689,21557,197.433,72.29,66.09,1,0,SOLE_PROP,161069.45,0
2017,697de681c91b91f7,5d05e5a5979e8ced,37,1000_PLUS,673352,4162,3287,23226,24703,44414,14163,18.46,19.44,11.13,0,0,SOLE_PROP,2099220.03,0
2019,3f6963be15d89423,f4671373a2641a0b,80,1_4,639969,1989,3986,11409,8950,14242,19339,161.072,50.57,6.44,0,0,CORPORATION,1933107.31,0
2008,2e36f24ee5d0e303,c8cec3e44b120490,43,500_999,137041,3090,102,5356,1837,25483,32912,197.083,0.02,0.01,0,1,NONPROFIT,2461908.8,0
2022,19ab671405d2be30,51537312e61dd278,58,20_49,609839,2093,4296,3375,6914,40593,29463,62.651,35.08,19.55,0,0,CORPORATION,221253.14,0
2022,cbcefdb35bb35d74,ae1a028d94bb7da1,81,1000_PLUS,156128,2398,1396,6727,16362,13008,46284,66.845,39.97,5.21,1,0,SOLE_PROP,1130472.13,0
2013,10e21db0bfe55072,b792b47ab8e9ba82,78,50_99,288175,2862,1771,7901,9373,12901,37115,160.867,79.32,47.08,1,0,LLC,1084193.56,0
2022,3827c178ff8391a8,7898747dbafa97be,61,100_249,411597,3865,2638,407,9298,6950,47684,189.053,14.68,6.42,0,0,LLC,817446.92,0
2021,26f5e8342a3c6240,0b7164c2f3108d27,8,1_4,513252,21,2292,1400,13053,7662,17718,121.995,99.66,27.07,0,1,LLC,2188424.64,0
2020,00d8c6a2f2817932,a06ec6ec71f1cb62,10,10_19,983832,2435,3516,12369,18272,47273,26691,65.263,39.04,13.03,0,0,LLC,1028796.61,0
2012,e97400e4f39a4c2b,5b75c4024a50c68d,32,50_99,679863,4977,790,20099,12556,42503,12799,96.141,68.67,7.03,1,0,PARTNERSHIP,203661.82,0
2009,e615cac7366a5415,48d3ce23f8c85e1b,79,500_999,440121,545,4286,4388,10772,18940,49524,79.999,98.93,61.64,0,1,CORPORATION,665239.16,0
2011,58e67c22f8249fe0,23a01171f517aa4e,15,50_99,554211,1113,3804,14905,17976,13774,16042,118.983,64.33,46.46,0,0,OTHER,1804595.33,0
2008,2cb1b02aba5756c9,ef75186e830fd32a,10,20_49,816180,2049,4507,22362,23773,43970,49531,54.016,91.56,67.07,0,0,LLC,1980306.52,0
2011,e21771327c47a556,fffc4573f4887b07,54,10_19,431545,4650,2420,8385,7756,7984,22047,109.411,48.53,20.76,1,0,CORPORATION,21794.0,0
2011,027df2d170e13d1c,c10f3fd5967f6378,46,5_9,421959,4915,1768,11359,1915,4843,28240,95.238,72.99,13.97,0,0,CORPORATION,2289792.48,0
2020,a313d9a40191a933,6f69de010b4de436,63,5_9,564254,4573,3425,18339,23134,15360,36663,57.48,60.55,31.32,0,0,CORPORATION,1512477.04,0
2021,c4a638130ce27f91,2749c78b30ef3d07,49,1_4,703992,4643,2329,2285,9662,7131,5139,195.684,42.47,33.14,0,0,SOLE_PROP,2339432.3,0
2008,456e824154ed7d89,add768aa55380d66,75,5_9,173994,4010,1020,18014,9983,18491,23351,81.971,71.26,14.55,1,0,CORPORATION,847019.49,0
2017,38227804f399186b,e03b3a95c003aa2a,92,250_499,640997,4113,2196,4939,11742,20044,34007,108.579,27.31,14.82,0,0,LLC,1793759.18,0
2014,0a9fa7e39516c683,e137ab8b1e6af101,73,100_249,207684,401,1934,10362,12398,36463,24409,160.987,87.09,24.5,0,0,LLC,837410.16,0
2009,615c1e838b924a4d,266aaa5fd5a76d55,46,20_49,593718,249,3567,6216,23716,42621,22217,123.011,96.16,14.78,0,1,LLC,812060.96,0
2019,cb4dfa2de0ffda0c,b188e9fac510fbe4,58,1_4,921765,3182,4544,10642,9171,14046,14094,52.771,82.95,13.05,0,0,COOP,1675777.34,1
2025,1081be39a02cbdd8,c1729c07825b54c5,4,10_19,198434,4,248,8533,24502,17594,37995,157.214,2.57,2.1,0,0,CORPORATION,1820720.21,0
2014,8587d884298f5ec9,fd68a078ee618213,99,1_4,168281,1170,3009,3330,11310,33903,27431,122.395,65.21,15.07,1,0,PARTNERSHIP,1327944.9,0
2019,c0a6e04311bd9ac4,7bd7f642b25d3f6c,21,20_49,686802,4150,2172,17231,17953,38640,15744,87.833,79.76,9.68,0,1,COOP,2480287.91,0
2014,255e93568e6b1503,747f8099472b6dfa,78,1_4,560478,3530,2040,18788,16069,31921,43481,116.957,92.21,56.3,0,0,LLC,1294059.11,0
2008,c960a3db89d454e8,71f4b005a1e62aef,99,500_999,691634,3896,3368,16214,11304,35071,6041,68.427,27.97,5.38,0,0,SOLE_PROP,1805295.04,0
2010,b966f42cb4fe695e,bc8431aa5e7dbcde,98,1000_PLUS,684716,4490,4542,18476,24411,7906,41453,103.994,5.26,3.06,0,1,PARTNERSHIP,2418380.79,0
2009,729adaae94c4a189,7bfadcc958ed4175,59,500_999,385195,199,4895,6288,18518,20301,29662,155.205,2.98,2.43,0,0,PARTNERSHIP,934656.48,0
2007,86001b742a0ab638,79f39694c78b085b,21,50_99,815234,4519,2936,20764,18355,15885,1611,153.945,28.99,23.0,0,0,CORPORATION,2050390.04,1
2020,750c7472a1e085c9,4b7464a571eb20f0,76,10_19,803664,4310,3582,24148,20386,38995,35988,72.356,62.54,33.32,0,0,LLC,1691460.9,0
2018,f93b6fcafe9695d0,980ce2127f2406ce,53,250_499,435715,2084,2865,24688,14202,17279,40925,179.581,25.82,9.22,0,0,LLC,2039144.5,0
2013,5c565e3f497fe3a4,6c825cf5e35841a5,42,10_19,165398,3216,3832,3901,19120,13491,21186,121.296,13.48,10.46,0,0,CORPORATION,1902149.92,0
2019,a28da10864fe7789,368cb2961e7d4668,45,20_49,658564,2954,1064,17929,5806,29333,16762,164.574,10.43,5.44,0,1,LLC,2391802.12,0
2017,b9176fafc76dc5f0,dab9e2fdb0e0f30c,7,50_99,400042,3509,2707,1673,13317,46350,38449,107.179,88.68,65.88,0,1,CORPORATION,2327872.54,1
2015,4e34063e568a12a5,633d8c5635e19327,98,20_49,220955,2039,3187,21687,17950,48486,9346,121.918,55.19,41.53,0,0,SOLE_PROP,1973207.61,1
2008,38a7f80e43cc16e3,e6d647cbf917a95f,93,1000_PLUS,872848,1501,407,23945,7097,29963,17727,165.055,97.28,82.01,0,0,SOLE_PROP,1586046.43,0
2006,17b8a6158c030fb2,5ff1abb310be22d2,2,100_249,943814,3049,169,863,15268,22405,9756,180.759,93.82,43.42,1,0,NONPROFIT,1068996.64,0
2016,379130890250c0c3,ac2dbb3bbe2c5e3e,82,50_99,586849,1988,4345,4395,10593,32815,25862,21.2,38.85,28.67,0,0,LLC,532585.41,0
2013,ccb2d4aa389539b4,4801de674b26a969,74,100_249,745412,2012,3152,19329,15063,35624,48119,160.719,94.63,28.91,0,0,COOP,207376.5,0
2015,634ecb81526874c6,63014ffc122b7b75,8,1000_PLUS,533218,4459,167,3033,16033,19195,41278,132.255,55.91,23.48,0,0,PARTNERSHIP,2101368.94,0
2019,9bbc8fe5d42c5110,6571b980c819f339,25,50_99,520075,4719,2817,20834,21808,42149,37672,64.023,60.48,56.49,0,0,CORPORATION,1482537.65,0
2019,c7d5930bcde9d636,1be4cb5e1d517b88,80,1_4,331540,3861,3844,2064,17398,18129,41981,127.4,93.6,15.31,0,0,CORPORATION,2381271.19,0
2015,0ba59f6b424122d7,8daaf7dc6577f407,29,10_19,761161,1758,825,13635,20155,32600,8305,182.211,30.02,15.38,0,0,LLC,1571508.04,0
2023,001fd40b6f098c2f,a9bef6285c410b0b,93,20_49,356775,102,2795,10724,9149,29752,39127,45.439,99.43,70.04,0,0,CORPORATION,2074936.49,0
2018,8117983fc3f8d34c,1ee87abbe19e7366,42,100_249,668357,218,3423,10814,946,4627,27870,26.597,73.05,18.86,0,1,PARTNERSHIP,1833936.86,0
2021,eba5eddb055bdb1b,24913802a86b156d,87,5_9,808989,4214,692,1014,2597,22385,20218,59.665,62.49,58.75,0,0,OTHER,808090.85,0
2008,e9038bb79bb4b9f1,4d999b29868a6ca0,48,5_9,168670,4087,2231,18928,20316,27441,11935,38.437,25.74,7.16,0,1,PARTNERSHIP,287470.93,0
2013,f8fdb754bf82d709,7434978bcc5f2634,32,5_9,392061,632,4435,20730,3196,2149,49305,66.121,16.02,2.69,0,0,CORPORATION,1293782.96,0
2011,7305b5c06dbaee5b,d0768e0c07ee55a0,72,20_49,536894,2388,4084,21436,13328,805,13875,7.58,91.84,86.51,0,0,LLC,1809224.4,0
2021,5c60fbe6e25c34a3,a4ad3fc2bbc72c59,27,10_19,127370,1100,3891,24599,23326,12286,38555,81.735,41.38,23.56,0,1,PARTNERSHIP,2178678.48,1
2013,85d75089840df4ab,198d53bada497da8,51,20_49,751267,1175,1397,12474,9775,49903,18311,98.16,14.43,9.97,0,0,NONPROFIT,1807264.22,0
2019,e0020e4c467a96c0,10efd34a6a3d2310,94,250_499,656389,2244,4733,10157,360,26229,9729,18.845,64.67,43.15,0,1,LLC,1690131.81,0
2017,c249f234bddfb1a3,392e57903baf46b4,53,100_249,654491,4068,3396,19903,6204,12889,6698,146.629,31.04,14.19,0,0,SOLE_PROP,689739.99,0
2019,366d458e4ace7856,18a0d04e035b3933,87,20_49,796269,3093,2911,12569,5741,30225,47784,179.887,6.23,5.54,0,0,CORPORATION,2238068.76,0
2023,8becb7edf89ac179,77e1402bace59d2f,60,100_249,804338,4027,3992,17272,16853,15722,1259,73.019,55.33,14.07,0,0,LLC,651533.25,0
2020,20792c6447378ade,4df1a8360c32f62f,95,1000_PLUS,421665,1144,2407,3232,7640,26143,38370,3.845,59.69,24.58,1,0,SOLE_PROP,1234526.82,0
2020,25a915769a480186,9f93634f92e78cfe,27,100_249,970164,1598,1708,13836,4450,7900,43666,34.145,45.16,20.94,0,0,COOP,907219.1,0
2009,9f51a36662f7ab03,1280d3c59a43344c,86,10_19,694392,4480,2860,21053,16044,21744,46009,170.37,86.49,58.41,0,1,LLC,293403.34,0
2008,2c20016d758e4161,e3a5800075083e45,98,20_49,844252,4876,3272,8230,14495,41873,4458,85.155,41.61,27.24,0,1,COOP,1341465.68,1
2007,c10a0b2e0eadda26,1b3a1106d715366f,80,5_9,236111,4751,3369,7041,15389,20321,9462,188.744,66.22,51.77,0,0,LLC,283370.39,0
2010,7f41848223d868eb,36f93daeea311128,85,1_4,253585,1937,1612,11443,18713,46412,29403,29.019,70.14,49.36,0,0,NONPROFIT,2459512.22,0
2024,b76606863144bf6a,6fb2a063aac57f01,70,10_19,840294,4494,2553,20995,5176,5170,48844,15.467,3.82,1.04,0,0,PARTNERSHIP,2451324.73,0
2012,0a2e200eb34ee8ac,3ba075c561356d0d,96,5_9,625513,2970,4567,20864,4212,5970,40968,163.74,97.11,67.13,0,1,SOLE_PROP,1408592.94,0
2014,68c0dcdc62c64e7e,eb62c32f520c9492,46,50_99,963371,754,3690,17936,11101,26715,12973,140.947,54.63,24.57,0,1,LLC,65506.18,1
2020,f8cb3e7bf7fad69d,78f2adcde634d1da,56,50_99,272697,355,3831,387,16390,26039,48394,27.899,10.78,7.0,0,0,CORPORATION,1963268.24,0
2009,6e489eab1a9efdb1,997abc335c2b23ba,39,20_49,514873,1423,4614,2071,13823,24689,28617,171.291,44.39,31.93,0,0,CORPORATION,2293658.16,0
2018,1bbd3e2d039653a6,d083ff0cb9390bee,89,1000_PLUS,126864,3600,1560,13365,12229,29771,982,5.152,15.54,2.34,0,0,CORPORATION,1160839.85,0
2021,17eadadc55a8d30c,157f5410aa6febef,82,5_9,678868,1828,1234,15078,14069,36503,26803,6.424,10.28,5.9,1,0,SOLE_PROP,2455386.76,0
2017,916bc4f1fb517806,7d70b41c373c36cf,55,10_19,584009,1193,4667,17766,2287,16567,28017,95.905,99.65,93.2,0,0,LLC,1100365.42,0
