civ_part_reference_year,civ_part_instrument_type_code,civ_part_topic_policy_area_code,civ_part_submission_date,civ_part_member_state_iso2,civ_part_petition_id_hash,civ_part_signatures_count,civ_part_signature_threshold_reached_flag,civ_part_eci_registration_decision_code,civ_part_response_publication_date,civ_part_consultation_id_hash,civ_part_responses_count,civ_part_stakeholder_group_code,civ_part_ngos_participation_count,civ_part_business_participation_count,civ_part_citizen_participation_count,civ_part_feedback_summary_published_flag,civ_part_follow_up_action_code,civ_part_source_portal,civ_part_data_extract_date
2025,PETITION,AGRICULTURE,2025-09-27,IE,f488e0950470d7f44fcdcd1a,138705,0,,2025-12-06,,18756,BUSINESS,153,2096,99565,1,FUNDING_CALL,OPEN_DATA_PORTAL,2024-08-10
2012,PETITION,DIGITAL,2012-05-04,SI,c46d4c382b9c8ef5746358af,105716,0,,2013-09-03,,41473,CITIZENS,240,1094,2172,0,NO_ACTION,YOUR_VOICE_EUROPE,2026-02-03
2013,PETITION,MIGRATION,2013-08-14,FI,c4771056c4b5a52251b51fbc,34882,0,,,,146191,MIXED,374,1816,176172,1,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2024-12-22
2014,PETITION,CLIMATE,2014-03-20,NL,091ff239a9e0debc75fbd5f4,1120071,1,,,,81666,PUBLIC_AUTHORITY,248,1072,83813,1,COMMUNICATION,ECI_REGISTER,2024-09-30
2015,PETITION,SECURITY,2015-07-08,HR,7a14b2fa2369db114ef0604f,1384414,0,,,,126278,ACADEMIA,329,577,117118,0,IMPLEMENTATION,EU_PETITIONS_PORTAL,2024-01-17
2016,PETITION,ENERGY,2016-09-06,IT,b9865a8563adb3f048bf8a83,196807,1,,2017-02-06,,6854,NGO,436,282,137355,1,REVIEW,OPEN_DATA_PORTAL,2024-09-15
2017,PETITION,CONSUMER,2017-08-19,ES,9228e48d20799235d1558cde,713576,0,,2017-11-19,,141668,BUSINESS,404,2350,6324,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2025-11-11
2018,PETITION,HEALTH,2018-12-17,FR,adf1bd6419ed5b65a63bb85e,306661,0,,,,2285,CITIZENS,309,924,123098,0,NO_ACTION,EUROPA_FORUMS,2024-07-21
2019,PETITION,COMPETITION,2019-10-01,PL,9b9a881b696c606dfd2bb62a,689680,0,,2020-06-27,,103949,MIXED,210,1950,34546,0,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2025-02-28
2020,PETITION,TRANSPORT,2020-02-10,CY,c9dd3a3975b423da83c93846,552166,0,,2021-05-03,,132268,PUBLIC_AUTHORITY,193,858,124586,0,COMMUNICATION,EU_PETITIONS_PORTAL,2026-01-29
2021,PETITION,DATA_GOV,2021-05-02,LV,d3e6f783b4bd2bd756084791,682937,0,,2021-06-14,,27865,ACADEMIA,208,299,128818,1,IMPLEMENTATION,OPEN_DATA_PORTAL,2024-04-25
2022,PETITION,FINANCE,2022-08-01,SE,23dd35718cd97a8b5e817326,616782,0,,,,51625,NGO,460,403,14436,0,REVIEW,YOUR_VOICE_EUROPE,2025-09-11
2023,PETITION,SPACE,2023-07-07,DE,67b555d27275f40085b2560a,925345,1,,2024-02-20,,77333,BUSINESS,539,1382,32591,1,FUNDING_CALL,EUROPA_FORUMS,2024-04-25
2024,PETITION,AGRICULTURE,2024-11-27,PT,87661143d42ae61c576d8b9b,764957,0,,2025-07-06,,7774,CITIZENS,190,232,206374,1,NO_ACTION,ECI_REGISTER,2024-06-06
2025,PETITION,DIGITAL,2025-01-11,CZ,d7355615426a1548e796796a,267387,0,,2025-06-20,,82913,MIXED,1408,278,16998,0,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2024-03-29
2012,PETITION,MIGRATION,2012-10-21,LT,e5b4085230924b452d24ddb4,730120,0,,2014-02-08,,54717,PUBLIC_AUTHORITY,300,63,14904,1,COMMUNICATION,OPEN_DATA_PORTAL,2025-04-12
2013,PETITION,CLIMATE,2013-09-09,AT,3f29a9eb70d629085bc8742c,172977,0,,,,128864,ACADEMIA,332,1147,47103,1,IMPLEMENTATION,YOUR_VOICE_EUROPE,2024-03-21
2014,PETITION,SECURITY,2014-03-26,GR,618049f036c7348a4dc38b22,455942,1,,,,114698,NGO,588,682,96953,0,REVIEW,EUROPA_FORUMS,2024-08-21
2015,PETITION,ENERGY,2015-12-13,RO,3373e3679028b860fc376202,767422,1,,2016-11-25,,69893,BUSINESS,600,546,141180,1,FUNDING_CALL,ECI_REGISTER,2025-06-28
2016,PETITION,CONSUMER,2016-09-12,DK,bcb8532a6c73474aa01bdcd7,676239,0,,2017-05-09,,24202,CITIZENS,444,822,33146,0,NO_ACTION,EU_PETITIONS_PORTAL,2025-02-08
2017,PETITION,HEALTH,2017-06-07,LU,ac4b129ec9d4272d9e94b557,33544,0,,2018-02-27,,136914,MIXED,848,2194,257232,0,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2025-08-13
2018,PETITION,COMPETITION,2018-09-07,BE,d5efc12ffbdc534842f0782a,1492138,0,,2019-10-11,,19118,PUBLIC_AUTHORITY,409,714,113423,1,COMMUNICATION,YOUR_VOICE_EUROPE,2025-08-07
2019,PETITION,TRANSPORT,2019-12-22,HU,517c68d50ae36c8c7c1c1ac5,387005,0,,2020-09-07,,118373,ACADEMIA,105,667,56244,1,IMPLEMENTATION,EUROPA_FORUMS,2025-10-12
2020,PETITION,DATA_GOV,2020-10-11,SK,564719041e28e2b377bc7fa4,36289,0,,,,65148,NGO,584,29,75282,1,REVIEW,ECI_REGISTER,2025-12-30
2021,PETITION,FINANCE,2021-12-26,EE,e10109d6df1fbd00959f44ee,843878,1,,2022-07-26,,119284,BUSINESS,12,1486,52192,0,FUNDING_CALL,EU_PETITIONS_PORTAL,2024-07-08
2022,PETITION,SPACE,2022-12-28,MT,028c9545974b5c91713728ef,1403556,1,,2023-02-28,,81159,CITIZENS,554,814,89972,1,NO_ACTION,OPEN_DATA_PORTAL,2025-02-10
2023,PETITION,AGRICULTURE,2023-06-20,BG,78bf041366204cc82ef1c7f0,1085941,0,,2024-10-22,,119253,MIXED,956,1020,281290,1,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2024-01-30
2024,PETITION,DIGITAL,2024-07-14,IE,67f20f8e3339e0ac1220e1dd,965079,1,,2025-03-06,,50647,PUBLIC_AUTHORITY,124,659,49717,1,COMMUNICATION,EUROPA_FORUMS,2024-08-04
2025,PETITION,MIGRATION,2025-01-03,SI,f0e34db4cc567ddb5b222b3a,1308744,1,,,,112175,ACADEMIA,417,1101,83842,1,IMPLEMENTATION,ECI_REGISTER,2025-04-24
2012,PETITION,CLIMATE,2012-08-09,FI,3208fbbe248d5f89a9afb1a4,1416158,0,,2013-08-17,,7643,NGO,1132,442,127019,1,REVIEW,EU_PETITIONS_PORTAL,2025-06-16
2013,PETITION,SECURITY,2013-05-27,NL,322b3dfefad7d976a32ac300,1351453,1,,2013-10-16,,29652,BUSINESS,311,2386,60944,1,FUNDING_CALL,OPEN_DATA_PORTAL,2025-06-22
2014,PETITION,ENERGY,2014-10-21,HR,33207c3476ebfdf6d3c3b118,1308734,0,,,,23955,CITIZENS,327,910,116594,1,NO_ACTION,YOUR_VOICE_EUROPE,2024-01-06
2015,PETITION,CONSUMER,2015-04-06,IT,0b4bdca83c5f4ec7410e4a93,960235,0,,2015-12-25,,110566,MIXED,1194,2204,10852,1,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2024-06-17
2016,PETITION,HEALTH,2016-04-28,ES,4c96765cba9ac11a694952ac,1134500,0,,2017-07-19,,53313,PUBLIC_AUTHORITY,451,16,26909,1,COMMUNICATION,ECI_REGISTER,2025-02-19
2017,PETITION,COMPETITION,2017-04-20,FR,0ebb106e0daf095e7f30e060,256350,0,,2018-02-25,,140889,ACADEMIA,330,166,139519,0,IMPLEMENTATION,EU_PETITIONS_PORTAL,2025-06-03
2018,PETITION,TRANSPORT,2018-04-19,PL,633918431cb494080a55e927,83943,0,,,,60970,NGO,1024,904,112114,1,REVIEW,OPEN_DATA_PORTAL,2026-02-15
2019,PETITION,DATA_GOV,2019-07-26,CY,c5c3f0d716714953245d477d,697384,1,,,,82976,BUSINESS,633,844,69080,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2024-02-16
2020,PETITION,FINANCE,2020-07-21,LV,770ec04fcc6c338b284d675b,1258953,0,,2020-10-12,,42270,CITIZENS,425,822,126926,1,NO_ACTION,EUROPA_FORUMS,2024-04-10
2021,PETITION,SPACE,2021-06-02,SE,cfa0ee06ff0f8284c27e616b,171962,1,,2022-10-20,,100761,MIXED,1506,1154,253222,0,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2026-01-18
2022,PETITION,AGRICULTURE,2022-01-04,DE,34c8737d30ed4b9f097937ed,768768,1,,2022-02-03,,88476,PUBLIC_AUTHORITY,110,401,116102,0,COMMUNICATION,EU_PETITIONS_PORTAL,2024-11-03
2023,PETITION,DIGITAL,2023-05-16,PT,6407c7577c46d68339bc107b,57229,0,,,,83636,ACADEMIA,419,1178,94320,0,IMPLEMENTATION,OPEN_DATA_PORTAL,2025-11-16
2024,PETITION,MIGRATION,2024-10-01,CZ,e4b58548b664edba89383eeb,1264342,0,,2025-11-13,,12372,NGO,1408,1051,77861,0,REVIEW,YOUR_VOICE_EUROPE,2024-03-25
2025,PETITION,CLIMATE,2025-01-27,LT,7641b4aa374e51b38ff36bbe,1115680,0,,,,132307,BUSINESS,156,448,60011,1,FUNDING_CALL,EUROPA_FORUMS,2025-06-25
2012,PETITION,SECURITY,2012-12-26,AT,2ddf74d3dbfe62ff0d8de0ca,414156,1,,,,89408,CITIZENS,530,1006,85278,0,NO_ACTION,ECI_REGISTER,2024-04-12
2013,PETITION,ENERGY,2013-02-27,GR,4085ea13387cc3bc15e2acb1,1660807,1,,,,36603,MIXED,1010,1166,250060,0,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2024-06-19
2014,PETITION,CONSUMER,2014-08-04,RO,41c5b77450b69dc95b75d6bb,240482,1,,2014-10-28,,42161,PUBLIC_AUTHORITY,516,413,10837,0,COMMUNICATION,OPEN_DATA_PORTAL,2025-10-06
2015,PETITION,HEALTH,2015-05-15,DK,1bd93a15e05fdd928efbccd1,217522,0,,,,124144,ACADEMIA,678,192,90944,1,IMPLEMENTATION,YOUR_VOICE_EUROPE,2024-05-21
2016,PETITION,COMPETITION,2016-08-21,LU,f0fee5e667b54c3539b1a958,162384,0,,2017-01-16,,52733,NGO,734,257,76031,1,REVIEW,EUROPA_FORUMS,2024-04-06
2017,PETITION,TRANSPORT,2017-03-07,BE,a78f300e1ae903772d53a2a3,713787,0,,2018-01-30,,11749,BUSINESS,619,1134,118482,1,FUNDING_CALL,ECI_REGISTER,2024-12-26
2018,PETITION,DATA_GOV,2018-02-25,HU,df0f3a252970b7611924fc31,1319968,0,,2018-06-30,,71841,CITIZENS,44,5,106286,0,NO_ACTION,EU_PETITIONS_PORTAL,2024-11-09
2019,PETITION,FINANCE,2019-05-08,SK,95a7583503390a6017395670,1439497,0,,2020-07-29,,149267,MIXED,52,604,197332,1,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2025-08-20
2020,PETITION,SPACE,2020-05-02,EE,82b37d8112794d56e5f66bde,1057171,0,,2021-04-20,,2030,PUBLIC_AUTHORITY,53,1118,129549,0,COMMUNICATION,YOUR_VOICE_EUROPE,2024-05-27
2021,PETITION,AGRICULTURE,2021-11-01,MT,e49d63d073793ff1ea1aec66,367059,0,,2022-10-16,,132674,ACADEMIA,441,374,31668,1,IMPLEMENTATION,EUROPA_FORUMS,2025-01-18
2022,PETITION,DIGITAL,2022-07-15,BG,297a5486d20ff4e20f940617,1286232,0,,,,36419,NGO,1054,619,67837,1,REVIEW,ECI_REGISTER,2025-10-05
2023,PETITION,MIGRATION,2023-06-15,IE,0f510d552c919e8ed74275f2,1325355,1,,2023-11-16,,82717,BUSINESS,451,130,59644,0,FUNDING_CALL,EU_PETITIONS_PORTAL,2024-04-01
2024,PETITION,CLIMATE,2024-08-09,SI,51621314232e69cae2838d9d,176856,0,,,,92759,CITIZENS,492,134,4618,1,NO_ACTION,OPEN_DATA_PORTAL,2024-05-22
2025,PETITION,SECURITY,2025-03-19,FI,e92390a9aee43de9a34046e3,659438,0,,2025-06-16,,102728,MIXED,674,1174,74134,1,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2024-06-29
2012,PETITION,ENERGY,2012-05-20,NL,e9e74141fa9e6e9f6d136869,394154,0,,2013-01-28,,56579,PUBLIC_AUTHORITY,775,608,104661,1,COMMUNICATION,EUROPA_FORUMS,2025-11-21
2013,PETITION,CONSUMER,2013-04-13,HR,317d1e433ce24d92a105e02f,618492,0,,2014-09-10,,95184,ACADEMIA,20,549,33460,1,IMPLEMENTATION,ECI_REGISTER,2025-03-26
2014,PETITION,HEALTH,2014-11-18,IT,24c11132eceeb960444502c5,1108078,0,,,,80774,NGO,928,566,119988,1,REVIEW,EU_PETITIONS_PORTAL,2024-01-05
2015,PETITION,COMPETITION,2015-05-01,ES,781bdae661b21699da331698,819793,1,,2016-04-12,,148601,BUSINESS,319,2284,77582,1,FUNDING_CALL,OPEN_DATA_PORTAL,2025-05-31
2016,PETITION,TRANSPORT,2016-02-21,FR,594eebe7bb808762fd82acb1,168668,0,,2017-03-08,,32558,CITIZENS,672,33,293114,0,NO_ACTION,YOUR_VOICE_EUROPE,2025-01-15
2017,PETITION,DATA_GOV,2017-10-28,PL,b08d915ecd9028409e3caa77,1020355,0,,2018-10-15,,100289,MIXED,754,1400,23182,1,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2024-05-31
2018,PETITION,FINANCE,2018-06-01,CY,2be176a81d3d407043be10c0,1107869,0,,,,47805,PUBLIC_AUTHORITY,682,815,129649,1,COMMUNICATION,ECI_REGISTER,2024-02-01
2019,PETITION,SPACE,2019-05-12,LV,5f97f8d443bcdde1d3485883,729321,0,,2019-08-12,,95437,ACADEMIA,709,82,97021,1,IMPLEMENTATION,EU_PETITIONS_PORTAL,2024-02-28
2020,PETITION,AGRICULTURE,2020-02-22,SE,74b4ff6841249c6b457d1051,1185127,0,,2020-08-20,,59149,NGO,374,98,20620,0,REVIEW,OPEN_DATA_PORTAL,2024-05-05
2021,PETITION,DIGITAL,2021-02-10,DE,52423fdfb0c9ca67f69aa0ad,827341,0,,,,80952,BUSINESS,502,492,40291,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2025-01-08
2022,PETITION,MIGRATION,2022-08-13,PT,70aacbfa2c6e93b583123e73,1585942,0,,,,27939,CITIZENS,70,294,21146,0,NO_ACTION,EUROPA_FORUMS,2024-04-06
2023,PETITION,CLIMATE,2023-04-25,CZ,3fcdd1ac7d13032240581648,1039538,1,,2024-06-15,,98799,MIXED,824,1334,51792,1,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2024-08-07
2024,PETITION,SECURITY,2024-11-21,LT,3641052265e2431ff6d6f72c,1189750,0,,,,14683,PUBLIC_AUTHORITY,165,886,42671,1,COMMUNICATION,EU_PETITIONS_PORTAL,2025-04-17
2025,PETITION,ENERGY,2025-06-11,AT,fd1df4d105d4044d8f1aedd4,973652,1,,,,147240,ACADEMIA,615,484,8452,1,IMPLEMENTATION,OPEN_DATA_PORTAL,2025-08-07
2012,PETITION,CONSUMER,2012-07-20,GR,7a09accb61856d5b6a9c265c,1388401,1,,,,147826,NGO,948,719,100746,1,REVIEW,YOUR_VOICE_EUROPE,2024-08-21
2013,PETITION,HEALTH,2013-02-24,RO,514bf7a18b932813f65a8c0a,379629,0,,2014-02-06,,111617,BUSINESS,170,984,33185,1,FUNDING_CALL,EUROPA_FORUMS,2025-02-25
2014,PETITION,COMPETITION,2014-05-10,DK,6591418997287998f7e4819d,1529530,1,,2015-09-01,,71671,CITIZENS,236,354,35992,1,NO_ACTION,ECI_REGISTER,2024-09-05
2015,PETITION,TRANSPORT,2015-12-08,LU,416e592184971a98d04b861e,707140,0,,,,122497,MIXED,314,1356,259142,0,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2025-10-04
2016,PETITION,DATA_GOV,2016-05-26,BE,0f1435b5f2a83305d3220d62,658905,0,,2017-09-16,,101758,PUBLIC_AUTHORITY,434,369,18489,0,COMMUNICATION,OPEN_DATA_PORTAL,2025-10-07
2017,PETITION,FINANCE,2017-08-17,HU,9ff0b75a5c441bfde6d73cf9,1324524,1,,,,148647,ACADEMIA,460,401,6753,1,IMPLEMENTATION,YOUR_VOICE_EUROPE,2025-07-20
2018,PETITION,SPACE,2018-03-06,SK,6136bf2d82fe8647661e95d9,1655995,0,,2018-04-22,,142653,NGO,1240,1021,90265,1,REVIEW,EUROPA_FORUMS,2025-02-03
2019,PETITION,AGRICULTURE,2019-08-26,EE,e8dc90481b4ca67c93e5d721,965153,1,,,,44812,BUSINESS,431,516,86111,1,FUNDING_CALL,ECI_REGISTER,2026-01-15
2020,PETITION,DIGITAL,2020-04-13,MT,34edc16646b4fc73d4465a3e,23432,0,,,,128435,CITIZENS,613,64,134150,0,NO_ACTION,EU_PETITIONS_PORTAL,2025-03-15
2021,PETITION,MIGRATION,2021-12-03,BG,4f67bf44281b5f2042ca55d7,1409826,0,,,,32504,MIXED,682,2012,265120,1,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2025-11-10
2022,PETITION,CLIMATE,2022-07-13,IE,ef6804cac12c10a63662891b,660916,0,,2023-01-16,,64785,PUBLIC_AUTHORITY,250,294,61846,1,COMMUNICATION,YOUR_VOICE_EUROPE,2024-07-22
2023,PETITION,SECURITY,2023-07-02,SI,341e4cf96cffe9561cfd9cb7,738126,0,,2024-05-28,,114348,ACADEMIA,506,237,118080,1,IMPLEMENTATION,EUROPA_FORUMS,2025-03-30
2024,PETITION,ENERGY,2024-03-07,FI,107bc38fbb90919fcaf1c9a4,1667800,0,,,,76770,NGO,1140,537,141360,1,REVIEW,ECI_REGISTER,2025-11-12
2025,PETITION,CONSUMER,2025-03-07,NL,7c245d9f637210cd1b183a8d,1350657,0,,2025-07-12,,127614,BUSINESS,106,2292,32120,1,FUNDING_CALL,EU_PETITIONS_PORTAL,2025-03-13
2012,PETITION,HEALTH,2012-08-28,HR,3f182dd916b7077ed324d412,1602074,0,,2014-01-15,,90381,CITIZENS,388,654,244152,1,NO_ACTION,OPEN_DATA_PORTAL,2024-01-24
2013,PETITION,COMPETITION,2013-02-13,IT,59e0a671779d77ff274fb327,607020,1,,2014-06-02,,747,MIXED,680,726,251950,1,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2025-02-07
2014,PETITION,TRANSPORT,2014-10-22,ES,263ae03617988846a6f757a6,1126624,0,,,,73844,PUBLIC_AUTHORITY,19,75,127451,1,COMMUNICATION,EUROPA_FORUMS,2024-05-28
2015,PETITION,DATA_GOV,2015-09-18,FR,042bec74881dde7d8cd94784,175333,1,,,,60775,ACADEMIA,26,850,124501,1,IMPLEMENTATION,ECI_REGISTER,2025-02-07
2016,PETITION,FINANCE,2016-01-09,PL,a85e2529cff3bc6617249301,1555848,0,,2016-11-08,,62516,NGO,362,335,22063,0,REVIEW,EU_PETITIONS_PORTAL,2025-12-28
2017,PETITION,SPACE,2017-11-24,CY,6737b6e0bfad2d9333abb08a,985806,0,,2018-10-09,,77845,BUSINESS,216,1298,67700,1,FUNDING_CALL,OPEN_DATA_PORTAL,2024-03-27
2018,PETITION,AGRICULTURE,2018-02-16,LV,732b645a6cfebfe5f2304003,455255,0,,2018-06-10,,42477,CITIZENS,796,29,32070,1,NO_ACTION,YOUR_VOICE_EUROPE,2025-12-17
2019,PETITION,DIGITAL,2019-08-24,SE,fdc1a8414053ec03a3d57a9b,342155,1,,,,67692,MIXED,1468,1536,25312,0,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2025-06-10
2020,PETITION,MIGRATION,2020-02-16,DE,3cd9e324324568a614c87a0e,1507271,0,,2020-06-30,,98983,PUBLIC_AUTHORITY,127,505,73214,1,COMMUNICATION,ECI_REGISTER,2024-08-31
2021,PETITION,CLIMATE,2021-12-22,PT,8f0ea82d0c73b2584729f34a,507378,1,,2023-05-20,,84551,ACADEMIA,145,884,65601,1,IMPLEMENTATION,EU_PETITIONS_PORTAL,2025-04-16
2022,PETITION,SECURITY,2022-02-09,CZ,906fa295707bdf8b334cfc3e,60498,0,,2023-07-13,,111189,NGO,474,698,21704,1,REVIEW,OPEN_DATA_PORTAL,2024-05-31
2023,PETITION,ENERGY,2023-06-18,LT,40f1b6cf580b062e2289bc1c,69055,0,,,,120195,BUSINESS,26,1182,92197,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2025-09-10
2024,PETITION,CONSUMER,2024-06-27,AT,92080eef22878619bec1e322,919441,0,,2025-05-01,,70780,CITIZENS,756,976,142728,1,NO_ACTION,EUROPA_FORUMS,2026-01-31
2025,PETITION,HEALTH,2025-12-22,GR,45b837917ecbc8572d1a27c0,333137,0,,,,136980,MIXED,1548,164,216694,0,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2025-01-29
2012,PETITION,COMPETITION,2012-10-23,RO,4d5d7d065dd0d8563b854799,1530485,0,,2014-02-26,,131902,PUBLIC_AUTHORITY,34,27,51433,1,COMMUNICATION,EU_PETITIONS_PORTAL,2024-04-27
2013,PETITION,TRANSPORT,2013-03-26,DK,af412efd7c88e915d6da3a14,743618,1,,,,113581,ACADEMIA,713,489,19397,1,IMPLEMENTATION,OPEN_DATA_PORTAL,2024-02-03
2014,PETITION,DATA_GOV,2014-07-26,LU,d01ce5e59e5f654ab9fab15f,945413,0,,2014-08-28,,40512,NGO,156,348,112389,0,REVIEW,YOUR_VOICE_EUROPE,2024-10-31
2015,PETITION,FINANCE,2015-12-01,BE,01aa61b2a2d753c89d7ef8dd,1352275,1,,2017-03-14,,34277,BUSINESS,763,150,72952,1,FUNDING_CALL,EUROPA_FORUMS,2025-04-09
2016,PETITION,SPACE,2016-05-18,HU,ccf8c5c5916a5d7a8fbd97e7,373147,0,,,,45634,CITIZENS,514,622,62570,1,NO_ACTION,ECI_REGISTER,2025-08-17
2017,PETITION,AGRICULTURE,2017-04-09,SK,ca0b68ef66a86d7c505db804,257706,0,,,,121318,MIXED,1276,970,188474,1,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2025-01-13
2018,PETITION,DIGITAL,2018-01-21,EE,3a00d70a1be928d133f45127,259131,1,,2018-06-13,,22327,PUBLIC_AUTHORITY,6,582,72803,1,COMMUNICATION,OPEN_DATA_PORTAL,2026-02-17
2019,PETITION,MIGRATION,2019-06-27,MT,72206a68ab254be0c59b8283,728831,0,,2019-08-25,,132711,ACADEMIA,731,118,118443,1,IMPLEMENTATION,YOUR_VOICE_EUROPE,2024-09-25
2020,PETITION,CLIMATE,2020-03-02,BG,24b7978cdaf47bbf78d261be,1116524,0,,,,26692,NGO,726,418,126092,1,REVIEW,EUROPA_FORUMS,2024-05-08
2021,PETITION,SECURITY,2021-06-01,IE,2ca560607d3610ef7d0440b0,242629,0,,2022-09-24,,79483,BUSINESS,699,590,49493,0,FUNDING_CALL,ECI_REGISTER,2025-11-13
2022,PETITION,ENERGY,2022-09-08,SI,3e9f923a56839268a31bdf0f,1459833,0,,2023-11-18,,6954,CITIZENS,495,828,206016,1,NO_ACTION,EU_PETITIONS_PORTAL,2024-01-01
2023,PETITION,CONSUMER,2023-05-28,FI,ad6e84a960bb2aaca59c21db,1543149,0,,2023-07-13,,65197,MIXED,442,278,138412,0,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2025-02-18
2024,PETITION,HEALTH,2024-02-15,NL,74ce0b0d21cb1e0b982728fc,817082,1,,2025-06-18,,8059,PUBLIC_AUTHORITY,618,902,139055,0,COMMUNICATION,YOUR_VOICE_EUROPE,2024-03-07
2025,PETITION,COMPETITION,2025-07-04,HR,185facfdb49635dfb398c905,524730,1,,2026-01-16,,4789,ACADEMIA,552,78,56166,0,IMPLEMENTATION,EUROPA_FORUMS,2024-06-30
2012,PETITION,TRANSPORT,2012-03-09,IT,b17b5f9a37d516646e689dd3,162915,0,,2013-02-26,,123253,NGO,890,261,98960,1,REVIEW,ECI_REGISTER,2025-11-20
2013,PETITION,DATA_GOV,2013-07-01,ES,0480c29df83c3a6fed691b33,602995,0,,2014-03-30,,67829,BUSINESS,337,1786,106722,1,FUNDING_CALL,EU_PETITIONS_PORTAL,2024-11-13
2014,PETITION,FINANCE,2014-04-02,FR,c0f6920437bd04845aeae3ff,1389433,0,,,,133456,CITIZENS,191,237,131822,1,NO_ACTION,OPEN_DATA_PORTAL,2025-05-02
2015,PETITION,SPACE,2015-10-11,PL,39fd6157f35d450f5dcb5067,25358,0,,,,32289,MIXED,822,2326,277074,0,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2025-01-02
2016,PETITION,AGRICULTURE,2016-07-24,CY,435a9697d86cd4bbe2e2e504,992861,1,,2016-10-28,,64051,PUBLIC_AUTHORITY,509,1135,89076,1,COMMUNICATION,EUROPA_FORUMS,2024-05-29
2017,PETITION,DIGITAL,2017-03-17,LV,5cc2a564b0eb29bb9de0d2bb,595287,1,,2018-06-01,,63149,ACADEMIA,531,273,53961,1,IMPLEMENTATION,ECI_REGISTER,2026-02-17
2018,PETITION,MIGRATION,2018-01-24,SE,3af1fbb41a9150f9a4ef4cb6,553962,1,,,,66216,NGO,42,262,132947,1,REVIEW,EU_PETITIONS_PORTAL,2025-10-26
2019,PETITION,CLIMATE,2019-09-21,DE,207816c665be9ea1118a9bda,1401069,0,,,,29427,BUSINESS,604,372,109101,0,FUNDING_CALL,OPEN_DATA_PORTAL,2024-08-07
2020,PETITION,SECURITY,2020-07-12,PT,fb701437986d40dab78cd4f3,894088,1,,2021-05-05,,142426,CITIZENS,49,597,21668,0,NO_ACTION,YOUR_VOICE_EUROPE,2024-06-26
2021,PETITION,ENERGY,2021-04-02,CZ,530a3c2d9e22e280ec0a28f1,1511333,1,,2021-11-20,,38760,MIXED,1148,634,5918,1,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2025-03-05
2022,PETITION,CONSUMER,2022-03-22,LT,4fd953477a81a3a0e6a6f375,1509963,1,,,,3476,PUBLIC_AUTHORITY,554,1126,94232,0,COMMUNICATION,ECI_REGISTER,2024-07-13
2023,PETITION,HEALTH,2023-10-17,AT,7e6a8c57a8fded1d87da0968,245860,0,,2024-08-23,,117226,ACADEMIA,765,755,38942,0,IMPLEMENTATION,EU_PETITIONS_PORTAL,2025-03-30
2024,PETITION,COMPETITION,2024-08-25,GR,d852d2f7e72430380dc8dfef,1527362,1,,2025-07-12,,20694,NGO,660,856,19768,1,REVIEW,OPEN_DATA_PORTAL,2025-07-04
2025,PETITION,TRANSPORT,2025-07-25,RO,24b11158f6131588931b3d91,724416,0,,,,6675,BUSINESS,712,1878,12358,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2025-05-30
2012,PETITION,DATA_GOV,2012-12-15,DK,d32b0c1c977b942de62fcb7a,867317,1,,2013-06-04,,11137,CITIZENS,53,665,292544,0,NO_ACTION,EUROPA_FORUMS,2024-01-10
2013,PETITION,FINANCE,2013-10-11,LU,5fbcc00038b4ef462cf62070,1631303,1,,,,78477,MIXED,916,938,166372,1,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2025-06-22
2014,PETITION,SPACE,2014-06-14,BE,8a0b3a42f1709d52389840b6,444185,0,,2015-01-15,,67553,PUBLIC_AUTHORITY,530,1022,6414,1,COMMUNICATION,EU_PETITIONS_PORTAL,2024-04-18
