health_cb_reference_year,health_cb_country_of_treatment_iso2,health_cb_country_of_affiliation_iso2,health_cb_treatment_type_code,health_cb_prior_authorisation_required_flag,health_cb_cases_count,health_cb_reimbursement_amount_eur,health_cb_out_of_pocket_amount_eur,health_cb_waiting_time_avoidance_days,health_cb_patient_satisfaction_score,health_cb_denied_cases_count,health_cb_denial_reason_code,health_cb_appeals_count,health_cb_successful_appeals_count,health_cb_ehds_ready_flag,health_cb_ehealth_interoperability_flag,health_cb_data_source,health_cb_methodology_version,health_cb_last_update_date,health_cb_data_extract_date
2010,IT,RO,MATERNITY,0,5851,4161955.37,1194332.85,32.05,2.36,502,NO_PRIOR_AUTHORISATION,105,30,0,1,NCP_REPORTING,CBHC_V2,2025-05-24,2024-10-31
2011,PT,DK,DIAGNOSTICS,1,11834,12453818.86,2090759.91,6.34,3.57,1609,CAPACITY_LIMITS,794,541,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2025-06-12,2025-05-31
2012,BE,LU,REHABILITATION,0,6268,9830523.82,3574590.95,128.22,3.76,477,INCOMPLETE_DOCUMENTS,222,103,0,0,EHDS_PILOT,CBHC_V3,2025-07-01,2025-05-10
2013,FI,BE,CANCER_CARE,1,32865,95116090.42,6883822.39,19.21,2.49,2817,ALTERNATIVE_AVAILABLE,378,288,0,0,PATIENT_SURVEY,CBHC_V2,2025-07-20,2025-09-23
2014,LV,HU,PLANNED_SURGERY,1,16222,33575970.98,10252409.16,81.75,3.92,2932,MEDICAL_JUSTIFICATION,365,102,0,0,NCP_REPORTING,CBHC_V1,2025-08-08,2024-01-19
2015,RO,SK,DENTAL,0,32409,56632460.25,7549213.03,6.15,2.46,4693,OTHER,1765,989,1,0,INSURANCE_FUND_ADMIN,CBHC_V3,2025-08-27,2024-05-29
2016,BG,EE,RARE_DISEASE_CARE,1,22941,71070758.69,15986275.75,53.42,3.17,1798,NOT_COVERED,439,328,0,0,EHDS_PILOT,CBHC_V2,2025-09-15,2025-04-20
2017,FR,MT,TELECONSULTATION,0,3334,1580302.53,358127.06,193.82,4.36,377,NO_PRIOR_AUTHORISATION,173,113,0,0,PATIENT_SURVEY,CBHC_V1,2025-10-04,2026-01-23
2018,LT,BG,MATERNITY,0,33242,51522145.0,3006650.56,42.42,4.04,4297,CAPACITY_LIMITS,963,282,0,0,NCP_REPORTING,CBHC_V3,2025-10-23,2025-10-30
2019,SK,IE,DIAGNOSTICS,0,16233,4187986.3,839176.85,56.56,4.82,1454,INCOMPLETE_DOCUMENTS,219,98,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2025-11-11,2024-01-27
2020,HR,SI,REHABILITATION,1,5515,6047841.28,1152066.07,19.54,4.4,742,ALTERNATIVE_AVAILABLE,353,205,0,1,EHDS_PILOT,CBHC_V1,2025-11-30,2025-05-22
2021,DE,FI,CANCER_CARE,1,30334,63083812.76,12228733.75,7.62,2.56,1167,MEDICAL_JUSTIFICATION,234,123,0,0,PATIENT_SURVEY,CBHC_V3,2025-12-19,2024-10-14
2022,LU,NL,PLANNED_SURGERY,1,32907,111318534.72,28440042.94,0.83,2.7,1748,OTHER,182,47,1,1,NCP_REPORTING,CBHC_V2,2026-01-07,2024-01-28
2023,SI,HR,DENTAL,0,914,383697.84,118518.38,157.57,2.78,108,NOT_COVERED,54,25,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2026-01-26,2024-06-06
2024,CY,IT,RARE_DISEASE_CARE,0,18755,47974222.17,16888108.69,94.48,2.85,1144,NO_PRIOR_AUTHORISATION,212,142,0,0,EHDS_PILOT,CBHC_V3,2026-02-14,2024-12-02
2025,GR,ES,TELECONSULTATION,0,35328,20172105.83,1109459.52,46.7,3.05,1651,CAPACITY_LIMITS,228,110,0,0,PATIENT_SURVEY,CBHC_V2,2012-01-08,2024-09-07
2006,MT,FR,MATERNITY,0,414,577554.35,175068.86,86.21,4.61,37,INCOMPLETE_DOCUMENTS,6,3,0,0,NCP_REPORTING,CBHC_V1,2012-01-27,2024-02-14
2007,ES,PL,DIAGNOSTICS,0,43783,23936543.47,4937818.66,123.28,4.65,2829,ALTERNATIVE_AVAILABLE,1417,521,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2012-02-15,2025-07-15
2008,CZ,CY,REHABILITATION,1,3053,2778275.69,880342.47,40.24,3.95,449,MEDICAL_JUSTIFICATION,127,48,0,0,EHDS_PILOT,CBHC_V2,2012-03-05,2024-11-16
2009,HU,LV,CANCER_CARE,1,2535,4354223.6,669557.2,155.83,2.69,318,OTHER,108,83,0,0,PATIENT_SURVEY,CBHC_V1,2012-03-24,2025-02-16
2010,NL,SE,PLANNED_SURGERY,0,44537,87993276.86,25161625.71,168.25,3.45,1409,NOT_COVERED,195,119,0,0,NCP_REPORTING,CBHC_V3,2012-04-12,2025-02-21
2011,SE,DE,DENTAL,0,13323,6297118.62,1147123.84,43.34,3.75,977,NO_PRIOR_AUTHORISATION,351,205,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2012-05-01,2024-06-19
2012,DK,PT,RARE_DISEASE_CARE,1,7421,14186324.89,5012830.95,200.27,4.02,807,CAPACITY_LIMITS,381,182,1,0,EHDS_PILOT,CBHC_V1,2012-05-20,2025-04-14
2013,IE,CZ,TELECONSULTATION,1,31298,7958987.17,1193735.98,57.11,4.01,1133,INCOMPLETE_DOCUMENTS,163,87,0,0,PATIENT_SURVEY,CBHC_V3,2012-06-08,2024-05-27
2014,PL,LT,MATERNITY,0,5725,934731.77,307219.88,80.58,3.92,750,ALTERNATIVE_AVAILABLE,150,72,0,0,NCP_REPORTING,CBHC_V2,2012-06-27,2025-10-12
2015,AT,AT,DIAGNOSTICS,1,23105,30436009.74,6474551.4,153.66,5.08,966,MEDICAL_JUSTIFICATION,113,86,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2012-07-16,2025-12-08
2016,EE,GR,REHABILITATION,0,1858,2178551.08,124355.97,16.84,2.89,149,OTHER,18,8,0,0,EHDS_PILOT,CBHC_V3,2012-08-04,2024-10-14
2017,IT,RO,CANCER_CARE,1,19296,24441321.05,1826087.68,119.03,3.3,3263,NOT_COVERED,829,394,0,0,PATIENT_SURVEY,CBHC_V2,2012-08-23,2024-01-25
2018,PT,DK,PLANNED_SURGERY,0,4551,11054095.21,911625.14,142.2,3.03,109,NO_PRIOR_AUTHORISATION,24,16,0,0,NCP_REPORTING,CBHC_V1,2012-09-11,2025-05-22
2019,BE,LU,DENTAL,0,7416,14217038.63,2490306.04,21.36,2.93,174,CAPACITY_LIMITS,26,9,0,1,INSURANCE_FUND_ADMIN,CBHC_V3,2012-09-30,2025-12-16
2020,FI,BE,RARE_DISEASE_CARE,1,15247,45298951.77,14496177.75,31.43,4.53,2619,INCOMPLETE_DOCUMENTS,1347,462,0,1,EHDS_PILOT,CBHC_V2,2012-10-19,2025-08-20
2021,LV,HU,TELECONSULTATION,0,26608,7816530.62,842013.81,44.6,2.87,899,ALTERNATIVE_AVAILABLE,316,142,0,1,PATIENT_SURVEY,CBHC_V1,2012-11-07,2024-12-15
2022,RO,SK,MATERNITY,0,18589,16805500.99,3029653.53,52.09,4.27,629,MEDICAL_JUSTIFICATION,261,121,1,1,NCP_REPORTING,CBHC_V3,2012-11-26,2025-10-31
2023,BG,EE,DIAGNOSTICS,1,14705,18421335.08,1536527.79,189.28,3.68,2647,OTHER,203,100,1,0,INSURANCE_FUND_ADMIN,CBHC_V2,2012-12-15,2024-06-16
2024,FR,MT,REHABILITATION,1,29491,37901048.16,11397301.45,124.09,2.77,359,NOT_COVERED,45,32,0,1,EHDS_PILOT,CBHC_V1,2013-01-03,2026-02-21
2025,LT,BG,CANCER_CARE,0,35103,84376779.12,8806844.15,2.41,3.01,3316,NO_PRIOR_AUTHORISATION,1335,587,1,1,PATIENT_SURVEY,CBHC_V3,2013-01-22,2025-10-31
2006,SK,IE,PLANNED_SURGERY,1,29879,44091714.26,10432626.25,294.03,4.36,3090,CAPACITY_LIMITS,298,115,0,0,NCP_REPORTING,CBHC_V2,2013-02-10,2024-06-12
2007,HR,SI,DENTAL,0,28098,51156828.05,14163588.94,17.91,3.74,1390,INCOMPLETE_DOCUMENTS,301,139,0,1,INSURANCE_FUND_ADMIN,CBHC_V1,2013-03-01,2024-01-26
2008,DE,FI,RARE_DISEASE_CARE,0,4727,16675753.64,4354091.91,11.37,3.61,289,ALTERNATIVE_AVAILABLE,94,27,0,0,EHDS_PILOT,CBHC_V3,2013-03-20,2024-04-22
2009,LU,NL,TELECONSULTATION,0,21939,9650013.38,2447167.04,156.24,4.31,2399,MEDICAL_JUSTIFICATION,509,209,0,1,PATIENT_SURVEY,CBHC_V2,2013-04-08,2024-02-16
2010,SI,HR,MATERNITY,0,22270,5222655.14,843658.28,201.41,3.99,1992,OTHER,860,270,0,0,NCP_REPORTING,CBHC_V1,2013-04-27,2024-07-30
2011,CY,IT,DIAGNOSTICS,0,8465,3259051.58,501798.08,248.55,3.57,854,NOT_COVERED,110,28,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2013-05-16,2024-04-03
2012,GR,ES,REHABILITATION,1,31980,34329783.32,4540163.09,39.43,3.79,6754,NO_PRIOR_AUTHORISATION,1325,906,0,0,EHDS_PILOT,CBHC_V2,2013-06-04,2024-08-16
2013,MT,FR,CANCER_CARE,0,31688,117931430.69,37641726.71,2.23,3.2,760,CAPACITY_LIMITS,160,41,0,0,PATIENT_SURVEY,CBHC_V1,2013-06-23,2024-08-26
2014,ES,PL,PLANNED_SURGERY,1,1984,3638250.93,378648.18,152.65,5.06,246,INCOMPLETE_DOCUMENTS,42,20,0,0,NCP_REPORTING,CBHC_V3,2013-07-12,2025-01-24
2015,CZ,CY,DENTAL,0,10852,1731707.74,259541.72,24.03,2.82,185,ALTERNATIVE_AVAILABLE,47,12,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2013-07-31,2024-06-07
2016,HU,LV,RARE_DISEASE_CARE,1,18211,52012731.0,15320435.12,84.68,3.68,1201,MEDICAL_JUSTIFICATION,272,98,0,0,EHDS_PILOT,CBHC_V1,2013-08-19,2025-11-16
2017,NL,SE,TELECONSULTATION,0,48676,75423219.67,20026229.19,41.57,2.63,2237,OTHER,246,107,0,0,PATIENT_SURVEY,CBHC_V3,2013-09-07,2024-08-12
2018,SE,DE,MATERNITY,0,27984,22293562.14,7562973.5,47.69,3.95,3767,NOT_COVERED,540,285,0,1,NCP_REPORTING,CBHC_V2,2013-09-26,2025-10-02
2019,DK,PT,DIAGNOSTICS,1,26030,5096854.12,1049452.79,198.82,3.22,1184,NO_PRIOR_AUTHORISATION,338,101,0,1,INSURANCE_FUND_ADMIN,CBHC_V1,2013-10-15,2024-12-11
2020,IE,CZ,REHABILITATION,0,2636,2831587.22,427413.18,135.13,3.91,342,CAPACITY_LIMITS,128,59,0,1,EHDS_PILOT,CBHC_V3,2013-11-03,2025-05-09
2021,PL,LT,CANCER_CARE,1,21946,12432969.01,3387498.46,19.58,4.03,1275,INCOMPLETE_DOCUMENTS,324,240,0,0,PATIENT_SURVEY,CBHC_V2,2013-11-22,2024-01-13
2022,AT,AT,PLANNED_SURGERY,1,27751,40818690.58,6622031.42,272.93,3.02,2324,ALTERNATIVE_AVAILABLE,1271,593,0,0,NCP_REPORTING,CBHC_V1,2013-12-11,2025-08-23
2023,EE,GR,DENTAL,0,13300,8790355.05,3197583.83,77.75,2.81,547,MEDICAL_JUSTIFICATION,221,129,1,1,INSURANCE_FUND_ADMIN,CBHC_V3,2013-12-30,2024-12-26
2024,IT,RO,RARE_DISEASE_CARE,1,23961,81477503.56,10793167.3,69.84,4.56,1792,OTHER,444,326,1,1,EHDS_PILOT,CBHC_V2,2014-01-18,2024-06-19
2025,PT,DK,TELECONSULTATION,0,23438,5759822.32,1743585.81,105.61,4.08,3525,NOT_COVERED,293,213,1,1,PATIENT_SURVEY,CBHC_V1,2014-02-06,2025-04-23
2006,BE,LU,MATERNITY,0,24449,34077607.1,8539036.69,2.81,2.46,2088,NO_PRIOR_AUTHORISATION,272,127,0,0,NCP_REPORTING,CBHC_V3,2014-02-25,2025-06-16
2007,FI,BE,DIAGNOSTICS,0,12452,21482672.46,5773769.19,201.92,4.45,1259,CAPACITY_LIMITS,612,253,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2014-03-16,2025-06-10
2008,LV,HU,REHABILITATION,1,23679,36549082.59,13595111.75,100.34,5.12,1014,INCOMPLETE_DOCUMENTS,310,126,1,0,EHDS_PILOT,CBHC_V1,2014-04-04,2025-05-15
2009,RO,SK,CANCER_CARE,0,18690,47884498.29,4845553.5,179.82,2.64,1672,ALTERNATIVE_AVAILABLE,282,136,0,0,PATIENT_SURVEY,CBHC_V3,2014-04-23,2024-11-30
2010,BG,EE,PLANNED_SURGERY,1,23542,71204587.76,19163037.81,148.12,3.53,2942,MEDICAL_JUSTIFICATION,1180,726,0,0,NCP_REPORTING,CBHC_V2,2014-05-12,2025-07-27
2011,FR,MT,DENTAL,1,14873,16009790.76,3925657.8,28.82,2.76,1548,OTHER,596,184,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2014-05-31,2026-01-12
2012,LT,BG,RARE_DISEASE_CARE,1,27101,78518456.57,17589047.38,56.2,2.9,4204,NOT_COVERED,2282,996,0,0,EHDS_PILOT,CBHC_V3,2014-06-19,2025-01-08
2013,SK,IE,TELECONSULTATION,1,6378,5212495.59,1657697.3,201.97,4.69,1080,NO_PRIOR_AUTHORISATION,350,107,0,1,PATIENT_SURVEY,CBHC_V2,2014-07-08,2025-08-25
2014,HR,SI,MATERNITY,0,6460,3629777.06,1369080.27,48.01,4.42,382,CAPACITY_LIMITS,144,80,0,1,NCP_REPORTING,CBHC_V1,2014-07-27,2025-01-18
2015,DE,FI,DIAGNOSTICS,0,18488,17782216.1,5080252.12,167.63,3.06,1899,INCOMPLETE_DOCUMENTS,864,262,1,0,INSURANCE_FUND_ADMIN,CBHC_V3,2014-08-15,2025-05-06
2016,LU,NL,REHABILITATION,0,11339,19524546.0,4227227.12,11.24,4.4,1174,ALTERNATIVE_AVAILABLE,76,37,0,0,EHDS_PILOT,CBHC_V2,2014-09-03,2024-03-09
2017,SI,HR,CANCER_CARE,1,21467,34730253.53,5707378.95,123.85,3.81,573,MEDICAL_JUSTIFICATION,151,84,0,0,PATIENT_SURVEY,CBHC_V1,2014-09-22,2025-10-14
2018,CY,IT,PLANNED_SURGERY,1,14039,41061707.0,11250632.04,90.32,3.23,2240,OTHER,505,390,0,0,NCP_REPORTING,CBHC_V3,2014-10-11,2024-02-11
2019,GR,ES,DENTAL,0,18914,31317219.46,11513639.77,104.53,4.01,761,NOT_COVERED,377,103,1,0,INSURANCE_FUND_ADMIN,CBHC_V2,2014-10-30,2024-04-19
2020,MT,FR,RARE_DISEASE_CARE,1,30822,16628064.24,2672860.43,55.98,4.99,3714,NO_PRIOR_AUTHORISATION,2016,1039,0,1,EHDS_PILOT,CBHC_V1,2014-11-18,2025-08-05
2021,ES,PL,TELECONSULTATION,0,26581,30263889.79,6266593.9,160.36,2.64,2281,CAPACITY_LIMITS,1216,461,0,1,PATIENT_SURVEY,CBHC_V3,2014-12-07,2024-03-01
2022,CZ,CY,MATERNITY,0,22917,4372842.88,271138.62,154.6,4.25,3015,INCOMPLETE_DOCUMENTS,1280,961,1,1,NCP_REPORTING,CBHC_V2,2014-12-26,2025-10-04
2023,HU,LV,DIAGNOSTICS,1,34585,75229469.02,7070158.44,178.18,3.42,4056,ALTERNATIVE_AVAILABLE,1092,362,1,0,INSURANCE_FUND_ADMIN,CBHC_V1,2015-01-14,2024-08-28
2024,NL,SE,REHABILITATION,0,39971,84347046.09,19635923.92,77.56,4.69,4521,MEDICAL_JUSTIFICATION,1906,1022,0,1,EHDS_PILOT,CBHC_V3,2015-02-02,2025-03-19
2025,SE,DE,CANCER_CARE,1,32006,24028155.71,4096435.59,134.42,4.32,393,OTHER,34,22,1,1,PATIENT_SURVEY,CBHC_V2,2015-02-21,2024-03-12
2006,DK,PT,PLANNED_SURGERY,1,26608,26532791.48,3863105.35,181.46,3.22,2371,NOT_COVERED,567,341,0,0,NCP_REPORTING,CBHC_V1,2015-03-12,2026-02-22
2007,IE,CZ,DENTAL,0,22863,46254867.29,10823262.46,3.44,3.93,2406,NO_PRIOR_AUTHORISATION,631,227,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2015-03-31,2025-08-07
2008,PL,LT,RARE_DISEASE_CARE,1,15559,21488056.42,2522170.49,156.56,3.92,1018,CAPACITY_LIMITS,552,253,0,0,EHDS_PILOT,CBHC_V2,2015-04-19,2024-04-08
2009,AT,AT,TELECONSULTATION,0,2519,2216113.16,559763.01,119.56,3.35,22,INCOMPLETE_DOCUMENTS,11,3,0,0,PATIENT_SURVEY,CBHC_V1,2015-05-08,2024-05-06
2010,EE,GR,MATERNITY,0,6116,12242053.67,1314622.81,24.28,2.95,432,ALTERNATIVE_AVAILABLE,84,45,0,0,NCP_REPORTING,CBHC_V3,2015-05-27,2024-07-27
2011,IT,RO,DIAGNOSTICS,0,19082,30358198.76,11107648.09,192.94,3.68,971,MEDICAL_JUSTIFICATION,471,243,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2015-06-15,2025-06-21
2012,PT,DK,REHABILITATION,0,35937,62051617.46,12320549.77,105.25,4.56,3268,OTHER,245,185,0,0,EHDS_PILOT,CBHC_V1,2015-07-04,2025-12-25
2013,BE,LU,CANCER_CARE,1,1484,1812520.77,557148.8,27.33,4.55,145,NOT_COVERED,15,6,0,0,PATIENT_SURVEY,CBHC_V3,2015-07-23,2025-08-03
2014,FI,BE,PLANNED_SURGERY,1,2677,7155899.33,1987661.12,41.02,4.09,75,NO_PRIOR_AUTHORISATION,14,8,0,0,NCP_REPORTING,CBHC_V2,2015-08-11,2025-12-16
2015,LV,HU,DENTAL,0,17228,28226906.5,3084685.6,29.66,3.04,2098,CAPACITY_LIMITS,764,459,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2015-08-30,2025-06-11
2016,RO,SK,RARE_DISEASE_CARE,1,24020,75286415.95,19533332.54,125.82,4.89,2777,INCOMPLETE_DOCUMENTS,383,240,0,0,EHDS_PILOT,CBHC_V3,2015-09-18,2026-02-23
2017,BG,EE,TELECONSULTATION,0,8223,7721917.57,2828080.27,118.46,2.89,157,ALTERNATIVE_AVAILABLE,38,10,0,0,PATIENT_SURVEY,CBHC_V2,2015-10-07,2024-06-15
2018,FR,MT,MATERNITY,0,32058,66908842.64,25135319.03,175.28,3.5,4039,MEDICAL_JUSTIFICATION,697,308,0,0,NCP_REPORTING,CBHC_V1,2015-10-26,2024-08-01
2019,LT,BG,DIAGNOSTICS,0,2874,1033435.22,346928.02,180.77,4.21,424,OTHER,58,36,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2015-11-14,2024-08-13
2020,SK,IE,REHABILITATION,1,33162,36817357.19,9144877.6,43.15,3.53,4203,NOT_COVERED,1585,791,0,0,EHDS_PILOT,CBHC_V2,2015-12-03,2025-06-26
2021,HR,SI,CANCER_CARE,0,3770,9273029.91,2516999.57,64.67,4.79,122,NO_PRIOR_AUTHORISATION,44,27,0,1,PATIENT_SURVEY,CBHC_V1,2015-12-22,2024-07-25
2022,DE,FI,PLANNED_SURGERY,1,32195,65556967.59,21380421.84,187.42,2.85,2711,CAPACITY_LIMITS,599,435,0,1,NCP_REPORTING,CBHC_V3,2016-01-10,2025-05-08
2023,LU,NL,DENTAL,0,23089,17401693.61,1670432.76,123.37,2.68,1954,INCOMPLETE_DOCUMENTS,645,439,1,1,INSURANCE_FUND_ADMIN,CBHC_V2,2016-01-29,2024-01-19
2024,SI,HR,RARE_DISEASE_CARE,1,18311,45498486.97,6355414.25,43.81,4.45,2580,ALTERNATIVE_AVAILABLE,1096,588,0,1,EHDS_PILOT,CBHC_V1,2016-02-17,2025-08-18
2025,CY,IT,TELECONSULTATION,0,5875,9731990.33,3560783.12,89.18,4.9,695,MEDICAL_JUSTIFICATION,215,104,1,0,PATIENT_SURVEY,CBHC_V3,2016-03-07,2024-04-13
2006,GR,ES,MATERNITY,1,5080,8803328.76,2003849.45,97.06,4.29,664,OTHER,297,163,0,0,NCP_REPORTING,CBHC_V2,2016-03-26,2026-02-11
2007,MT,FR,DIAGNOSTICS,0,7323,5261393.4,574463.69,214.12,4.3,1105,NOT_COVERED,230,84,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2016-04-14,2024-07-03
2008,ES,PL,REHABILITATION,1,57745,108528758.09,34901332.86,33.12,2.66,7106,NO_PRIOR_AUTHORISATION,3857,1828,0,0,EHDS_PILOT,CBHC_V3,2016-05-03,2024-01-11
2009,CZ,CY,CANCER_CARE,0,14329,27923133.72,9056101.27,167.98,2.75,1549,CAPACITY_LIMITS,517,172,0,0,PATIENT_SURVEY,CBHC_V2,2016-05-22,2025-07-20
2010,HU,LV,PLANNED_SURGERY,1,20430,9294568.85,3406291.04,125.75,4.19,1808,INCOMPLETE_DOCUMENTS,431,288,1,0,NCP_REPORTING,CBHC_V1,2016-06-10,2025-05-08
2011,NL,SE,DENTAL,0,29778,17377721.4,1882101.09,129.06,5.03,3772,ALTERNATIVE_AVAILABLE,1472,1026,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2016-06-29,2025-03-25
2012,SE,DE,RARE_DISEASE_CARE,0,35828,94654188.41,8793822.93,20.89,2.47,2800,MEDICAL_JUSTIFICATION,1452,555,0,0,EHDS_PILOT,CBHC_V2,2016-07-18,2024-05-05
2013,DK,PT,TELECONSULTATION,0,26077,16296650.55,3539805.89,112.63,3.13,549,OTHER,275,143,0,0,PATIENT_SURVEY,CBHC_V1,2016-08-06,2024-07-15
2014,IE,CZ,MATERNITY,0,2351,355050.92,74503.02,108.62,3.15,279,NOT_COVERED,106,81,0,1,NCP_REPORTING,CBHC_V3,2016-08-25,2026-02-05
2015,PL,LT,DIAGNOSTICS,0,26413,12343390.75,4398124.84,225.21,3.7,3829,NO_PRIOR_AUTHORISATION,569,371,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2016-09-13,2025-04-23
2016,AT,AT,REHABILITATION,1,39399,71303678.03,14807455.29,1.22,4.63,3206,CAPACITY_LIMITS,1074,348,0,0,EHDS_PILOT,CBHC_V1,2016-10-02,2024-01-24
2017,EE,GR,CANCER_CARE,1,2946,5635189.41,953908.04,60.0,5.11,487,INCOMPLETE_DOCUMENTS,96,49,1,0,PATIENT_SURVEY,CBHC_V3,2016-10-21,2026-02-11
2018,IT,RO,PLANNED_SURGERY,0,39356,29911135.74,10061098.18,56.05,4.45,5172,ALTERNATIVE_AVAILABLE,1856,914,0,0,NCP_REPORTING,CBHC_V2,2016-11-09,2025-01-02
2019,PT,DK,DENTAL,0,6632,8755628.93,2478592.99,33.41,3.35,581,MEDICAL_JUSTIFICATION,43,29,0,1,INSURANCE_FUND_ADMIN,CBHC_V1,2016-11-28,2024-07-17
2020,BE,LU,RARE_DISEASE_CARE,1,5870,7662477.76,1377464.51,73.82,2.66,775,OTHER,84,27,0,1,EHDS_PILOT,CBHC_V3,2016-12-17,2026-02-20
2021,FI,BE,TELECONSULTATION,1,16119,7052848.51,2345884.83,98.11,3.32,2270,NOT_COVERED,890,409,0,0,PATIENT_SURVEY,CBHC_V2,2017-01-05,2025-01-01
2022,LV,HU,MATERNITY,0,10357,15533326.39,3328144.86,54.39,4.44,206,NO_PRIOR_AUTHORISATION,26,15,1,1,NCP_REPORTING,CBHC_V1,2017-01-24,2024-04-24
2023,RO,SK,DIAGNOSTICS,1,8882,11780304.8,2250363.88,273.12,4.38,1407,CAPACITY_LIMITS,585,309,1,1,INSURANCE_FUND_ADMIN,CBHC_V3,2017-02-12,2024-05-29
2024,BG,EE,REHABILITATION,0,31640,56175482.91,9445490.24,26.46,3.72,1254,INCOMPLETE_DOCUMENTS,148,47,1,0,EHDS_PILOT,CBHC_V2,2017-03-03,2025-02-13
2025,FR,MT,CANCER_CARE,1,54888,201803510.49,57971821.34,195.47,4.77,2576,ALTERNATIVE_AVAILABLE,1127,504,0,1,PATIENT_SURVEY,CBHC_V1,2017-03-22,2025-05-18
2006,LT,BG,PLANNED_SURGERY,1,274,844142.84,104278.89,35.78,3.46,26,MEDICAL_JUSTIFICATION,8,4,0,0,NCP_REPORTING,CBHC_V3,2017-04-10,2025-01-16
2007,SK,IE,DENTAL,0,18143,19788759.8,1728817.68,200.81,3.1,1404,OTHER,282,199,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2017-04-29,2025-03-05
2008,HR,SI,RARE_DISEASE_CARE,0,30212,92973807.91,15902340.59,106.6,4.48,478,NOT_COVERED,196,112,0,0,EHDS_PILOT,CBHC_V1,2017-05-18,2024-12-14
2009,DE,FI,TELECONSULTATION,0,41168,49828855.74,7433580.62,102.02,4.87,2986,NO_PRIOR_AUTHORISATION,1618,1175,0,1,PATIENT_SURVEY,CBHC_V3,2017-06-06,2025-01-22
2010,LU,NL,MATERNITY,1,33186,45483390.67,11555116.18,164.24,3.43,2210,CAPACITY_LIMITS,968,681,0,0,NCP_REPORTING,CBHC_V2,2017-06-25,2025-01-03
2011,SI,HR,DIAGNOSTICS,0,13524,27674132.42,2138738.47,248.66,3.35,1438,INCOMPLETE_DOCUMENTS,322,191,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2017-07-14,2025-10-12
2012,CY,IT,REHABILITATION,1,11570,21539301.71,4628380.36,21.0,3.68,2045,ALTERNATIVE_AVAILABLE,1083,619,1,1,EHDS_PILOT,CBHC_V3,2017-08-02,2024-03-06
2013,GR,ES,CANCER_CARE,1,29392,97419108.64,11412348.28,131.37,4.3,4039,MEDICAL_JUSTIFICATION,1264,369,0,0,PATIENT_SURVEY,CBHC_V2,2017-08-21,2025-05-03
2014,MT,FR,PLANNED_SURGERY,1,29269,16841002.71,3225585.39,47.6,3.72,5733,OTHER,357,210,0,0,NCP_REPORTING,CBHC_V1,2017-09-09,2024-05-27
2015,ES,PL,DENTAL,0,8296,9104949.14,2288204.44,35.22,2.87,611,NOT_COVERED,149,104,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2017-09-28,2026-01-13
2016,CZ,CY,RARE_DISEASE_CARE,1,34290,87150094.21,11797313.08,197.46,3.22,6266,NO_PRIOR_AUTHORISATION,2580,1807,0,0,EHDS_PILOT,CBHC_V2,2017-10-17,2025-03-27
2017,HU,LV,TELECONSULTATION,0,5238,3826781.73,513703.12,7.41,4.23,406,CAPACITY_LIMITS,213,94,0,0,PATIENT_SURVEY,CBHC_V1,2017-11-05,2024-04-23
2018,NL,SE,MATERNITY,0,51501,34248812.82,10925275.22,132.31,2.82,4859,INCOMPLETE_DOCUMENTS,1436,968,0,0,NCP_REPORTING,CBHC_V3,2017-11-24,2025-11-15
2019,SE,DE,DIAGNOSTICS,0,8380,9342464.03,1893419.31,60.0,4.22,1271,ALTERNATIVE_AVAILABLE,145,103,0,1,INSURANCE_FUND_ADMIN,CBHC_V2,2017-12-13,2024-06-16
2020,DK,PT,REHABILITATION,1,19395,2898504.43,757081.1,2.98,3.52,1644,MEDICAL_JUSTIFICATION,583,389,0,1,EHDS_PILOT,CBHC_V1,2018-01-01,2025-05-20
2021,IE,CZ,CANCER_CARE,1,13805,13354104.2,845994.78,110.09,3.0,1294,OTHER,687,221,0,1,PATIENT_SURVEY,CBHC_V3,2018-01-20,2024-05-31
2022,PL,LT,PLANNED_SURGERY,1,22077,67052118.68,15187094.6,249.0,4.24,2223,NOT_COVERED,139,105,1,0,NCP_REPORTING,CBHC_V2,2018-02-08,2026-02-01
